,GPS
2004-08-24,17995681281
2004-08-25,17607804442
2004-08-26,17490539351
2004-08-27,17400335434
2004-08-30,17228947994
2004-08-31,16904213895
2004-09-01,17138744078
2004-09-02,18112946372
2004-09-03,18112946372
2004-09-07,18194129897
2004-09-08,17995681281
2004-09-09,17409355826
2004-09-10,18058824023
2004-09-13,17923518148
2004-09-14,18058824023
2004-09-15,18194129897
2004-09-16,18338456163
2004-09-17,18049803631
2004-09-20,17815273449
2004-09-21,18067844414
2004-09-22,17995681281
2004-09-23,17851355015
2004-09-24,17454457784
2004-09-27,17274049952
2004-09-28,17111682903
2004-09-29,17129723686
2004-09-30,16823030371
2004-10-01,17174825644
2004-10-04,17310131518
2004-10-05,17093642119
2004-10-06,17120703294
2004-10-07,17508580134
2004-10-08,17274049952
2004-10-11,17256009169
2004-10-12,17418376218
2004-10-13,17355233476
2004-10-14,17364253868
2004-10-15,17319151910
2004-10-18,17923518148
2004-10-19,17707028750
2004-10-20,17932538540
2004-10-21,18031762848
2004-10-22,17950579323
2004-10-25,17797232666
2004-10-26,17842334624
2004-10-27,18085885198
2004-10-28,18257272638
2004-10-29,18022742456
2004-11-01,19524560000
2004-11-02,19718160000
2004-11-03,19592320000
2004-11-04,21431520000
2004-11-05,21654160000
2004-11-08,21780000000
2004-11-09,21828400000
2004-11-10,22147840000
2004-11-11,22273680000
2004-11-12,22496320000
2004-11-15,22844800000
2004-11-16,22370480000
2004-11-17,22264000000
2004-11-18,21818720000
2004-11-19,21973600000
2004-11-22,21983280000
2004-11-23,22070400000
2004-11-24,22089760000
2004-11-26,22302720000
2004-11-29,21683200000
2004-11-30,21150800000
2004-12-01,21760640000
2004-12-02,20937840000
2004-12-03,20792640000
2004-12-06,20434480000
2004-12-07,20056960000
2004-12-08,20328000000
2004-12-09,20076320000
2004-12-10,19795600000
2004-12-13,19727840000
2004-12-14,19824640000
2004-12-15,19921440000
2004-12-16,19708480000
2004-12-17,19524560000
2004-12-20,19650400000
2004-12-21,19621360000
2004-12-22,20105360000
2004-12-23,20550640000
2004-12-27,20570000000
2004-12-28,20434480000
2004-12-29,20579680000
2004-12-30,20782960000
2004-12-31,20444160000
2005-01-03,20298960000
2005-01-04,19989200000
2005-01-05,20076320000
2005-01-06,20279600000
2005-01-07,20056960000
2005-01-10,20240880000
2005-01-11,20163440000
2005-01-12,20298960000
2005-01-13,20066640000
2005-01-14,20279600000
2005-01-18,20328000000
2005-01-19,20221520000
2005-01-20,20182800000
2005-01-21,20192480000
2005-01-24,20134400000
2005-01-25,20502240000
2005-01-26,20579680000
2005-01-27,21141120000
2005-01-28,21112080000
2005-01-31,19565129200
2005-02-01,19449569600
2005-02-02,19431791200
2005-02-03,19058444800
2005-02-04,19013998800
2005-02-07,19138447600
2005-02-08,19058444800
2005-02-09,18845104000
2005-02-10,19102890800
2005-02-11,19280674800
2005-02-14,19022888000
2005-02-15,19156226000
2005-02-16,19085112400
2005-02-17,18800658000
2005-02-18,18747322800
2005-02-22,18445090000
2005-02-23,18818436400
2005-02-24,18916217600
2005-02-25,18925106800
2005-02-28,18960663600
2005-03-01,18978442000
2005-03-02,18898439200
2005-03-03,19147336800
2005-03-04,19191782800
2005-03-07,19467348000
2005-03-08,19289564000
2005-03-09,19431791200
2005-03-10,19689578000
2005-03-11,20071813600
2005-03-14,19991810800
2005-03-15,19707356400
2005-03-16,19431791200
2005-03-17,19262896400
2005-03-18,19102890800
2005-03-21,18969552800
2005-03-22,18933996000
2005-03-23,18773990400
2005-03-24,18978442000
2005-03-28,19236228800
2005-03-29,19147336800
2005-03-30,19387345200
2005-03-31,19414012800
2005-04-01,19120669200
2005-04-04,19102890800
2005-04-05,19467348000
2005-04-06,19209561200
2005-04-07,19262896400
2005-04-08,19040666400
2005-04-11,19013998800
2005-04-12,19334010000
2005-04-13,19120669200
2005-04-14,18969552800
2005-04-15,18685098400
2005-04-18,18613984800
2005-04-19,18996220400
2005-04-20,18462868400
2005-04-21,19022888000
2005-04-22,18925106800
2005-04-25,19440680400
2005-04-26,19378456000
2005-04-27,19351788400
2005-04-28,19005109600
2005-04-29,18978442000
2005-05-02,19125692950
2005-05-03,19224232820
2005-05-04,19161525630
2005-05-05,19161525630
2005-05-06,18794240660
2005-05-09,18928613210
2005-05-10,18740491640
2005-05-11,18812157000
2005-05-12,18722575300
2005-05-13,18453830200
2005-05-16,18812157000
2005-05-17,19027153080
2005-05-18,19295898180
2005-05-19,19475061580
2005-05-20,19224232820
2005-05-23,19376521710
2005-05-24,19251107330
2005-05-25,19340689030
2005-05-26,19134651120
2005-05-27,18982362230
2005-05-31,18812157000
2005-06-01,19125692950
2005-06-02,19027153080
2005-06-03,18668826280
2005-06-06,18839031510
2005-06-07,18901738700
2005-06-08,18713617130
2005-06-09,18883822360
2005-06-10,18803198830
2005-06-13,18794240660
2005-06-14,19071943930
2005-06-15,18883822360
2005-06-16,18704658960
2005-06-17,18767366150
2005-06-20,18632993600
2005-06-21,18668826280
2005-06-22,18704658960
2005-06-23,18203001440
2005-06-24,17835716470
2005-06-27,17513222350
2005-06-28,17871549150
2005-06-29,17996963530
2005-06-30,17692385750
2005-07-01,17755092940
2005-07-05,18149252420
2005-07-06,18122377910
2005-07-07,18803198830
2005-07-08,18785282490
2005-07-11,18758407980
2005-07-12,18839031510
2005-07-13,18677784450
2005-07-14,18543411900
2005-07-15,18561328240
2005-07-18,18516537390
2005-07-19,18552370070
2005-07-20,18722575300
2005-07-21,18803198830
2005-07-22,19134651120
2005-07-25,18928613210
2005-07-26,18632993600
2005-07-27,18946529550
2005-07-28,19269023670
2005-07-29,18910696870
2005-08-01,18665584380
2005-08-02,18604328360
2005-08-03,18324300840
2005-08-04,18105529340
2005-08-05,18044273320
2005-08-08,18683086100
2005-08-09,18779345560
2005-08-10,19041871360
2005-08-11,18945611900
2005-08-12,18928110180
2005-08-15,18936861040
2005-08-16,18315549980
2005-08-17,17913010420
2005-08-18,17632982900
2005-08-19,17274197640
2005-08-22,17125433020
2005-08-23,17011671840
2005-08-24,16766647760
2005-08-25,16714142600
2005-08-26,16609132280
2005-08-29,16757896899
2005-08-30,16372859060
2005-08-31,16635384860
2005-09-01,16084080680
2005-09-02,16206592720
2005-09-06,16530374540
2005-09-07,16679139159
2005-09-08,16539125399
2005-09-09,16582879700
2005-09-12,16547876260
2005-09-13,16442865940
2005-09-14,16206592720
2005-09-15,16005322940
2005-09-16,15751548000
2005-09-19,15629035960
2005-09-20,15217745540
2005-09-21,14893963720
2005-09-22,15060230060
2005-09-23,14963970600
2005-09-26,15042728340
2005-09-27,15007724899
2005-09-28,14902714580
2005-09-29,15147738659
2005-09-30,15252748980
2005-10-03,15243998120
2005-10-04,15121486080
2005-10-05,14815205980
2005-10-06,14797704260
2005-10-07,14640188780
2005-10-10,14447669860
2005-10-11,14220147500
2005-10-12,14158891480
2005-10-13,14080133740
2005-10-14,14158891480
2005-10-17,14193894919
2005-10-18,14001376000
2005-10-19,14176393200
2005-10-20,14167642340
2005-10-21,14298905240
2005-10-24,14753949960
2005-10-25,14701444800
2005-10-26,14788953399
2005-10-27,14491424159
2005-10-28,14762700820
2005-10-31,14932961280
2005-11-01,14786051360
2005-11-02,14690992000
2005-11-03,14777409600
2005-11-04,14924319520
2005-11-07,15624302079
2005-11-08,15537884480
2005-11-09,15589735040
2005-11-10,16013181280
2005-11-11,15944047200
2005-11-14,15909480160
2005-11-15,15451466880
2005-11-16,15693436160
2005-11-17,15995897760
2005-11-18,14742842559
2005-11-21,15097154719
2005-11-22,15520600960
2005-11-23,15278631680
2005-11-25,15313198719
2005-11-28,14976170079
2005-11-29,15287273440
2005-11-30,15019378880
2005-12-01,15036662399
2005-12-02,15373691040
2005-12-05,15097154719
2005-12-06,15304556960
2005-12-07,15295915200
2005-12-08,15330482239
2005-12-09,15416899840
2005-12-12,15339124000
2005-12-13,15408258079
2005-12-14,15900838399
2005-12-15,15710719680
2005-12-16,15762570239
2005-12-19,15555168000
2005-12-20,15287273440
2005-12-21,15183572320
2005-12-22,15321840480
2005-12-23,15244064640
2005-12-27,15261348160
2005-12-28,15244064640
2005-12-29,15390974559
2005-12-30,15244064640
2006-01-03,15304556960
2006-01-04,15226781120
2006-01-05,15088512960
2006-01-06,15218139360
2006-01-09,15226781120
2006-01-10,15105796480
2006-01-11,15684794399
2006-01-12,15434183360
2006-01-13,15053945920
2006-01-17,14898394239
2006-01-18,14855185440
2006-01-19,14837901920
2006-01-20,14673708480
2006-01-23,14604574399
2006-01-24,14742842559
2006-01-25,14829260160
2006-01-26,14794693120
2006-01-27,15019378880
2006-01-30,15306665050
2006-01-31,15426048510
2006-02-01,15332247220
2006-02-02,15818308450
2006-02-03,15886527570
2006-02-06,15980328859
2006-02-07,15647760650
2006-02-08,15468685460
2006-02-09,15647760650
2006-02-10,15562486750
2006-02-13,15349302000
2006-02-14,15605123700
2006-02-15,15741561940
2006-02-16,15954746690
2006-02-17,16048547980
2006-02-21,16150876660
2006-02-22,16321424460
2006-02-23,16287314900
2006-02-24,15715979770
2006-02-27,15852418010
2006-02-28,15809781060
2006-03-01,15912109740
2006-03-02,15588068920
2006-03-03,15579541530
2006-03-06,15323719829
2006-03-07,14982624230
2006-03-08,15084952910
2006-03-09,15127589859
2006-03-10,15357829390
2006-03-13,15306665050
2006-03-14,15571014140
2006-03-15,15511322410
2006-03-16,15562486750
2006-03-17,15536904579
2006-03-20,15562486750
2006-03-21,15340774609
2006-03-22,15571014140
2006-03-23,15588068920
2006-03-24,15477212849
2006-03-27,15647760650
2006-03-28,15460158070
2006-03-29,15374884170
2006-03-30,15639233260
2006-03-31,15929164520
2006-04-03,15767144109
2006-04-04,15946219300
2006-04-05,15912109740
2006-04-06,15835363230
2006-04-07,15528377190
2006-04-10,15238445930
2006-04-11,15306665050
2006-04-12,15102007690
2006-04-13,15067898130
2006-04-17,14965569450
2006-04-18,15084952910
2006-04-19,15187281589
2006-04-20,15298137660
2006-04-21,15281082880
2006-04-24,15289610270
2006-04-25,15357829390
2006-04-26,15366356780
2006-04-27,15340774609
2006-04-28,15426048510
2006-05-01,15156338999
2006-05-02,15047781200
2006-05-03,15056131800
2006-05-04,15164689600
2006-05-05,15340052200
2006-05-08,15440259399
2006-05-09,15289948599
2006-05-10,15239845000
2006-05-11,15031080000
2006-05-12,14905821000
2006-05-15,15039430600
2006-05-16,14997677600
2006-05-17,14872418599
2006-05-18,14964275200
2006-05-19,15431908800
2006-05-22,15557167800
2006-05-23,15548817200
2006-05-24,15256546200
2006-05-25,15248195600
2006-05-26,15315000400
2006-05-30,14972625800
2006-05-31,15198092000
2006-06-01,15031080000
2006-06-02,14939223400
2006-06-05,14546745200
2006-06-06,14588498200
2006-06-07,14663653599
2006-06-08,14538394600
2006-06-09,14855717400
2006-06-12,14513342800
2006-06-13,14446538000
2006-06-14,14404785000
2006-06-15,14680354799
2006-06-16,14697056000
2006-06-19,14530043999
2006-06-20,14705406600
2006-06-21,14596848800
2006-06-22,14530043999
2006-06-23,14638601800
2006-06-26,14446538000
2006-06-27,14129215200
2006-06-28,14104163400
2006-06-29,14563446400
2006-06-30,14530043999
2006-07-03,14396434399
2006-07-05,14221071800
2006-07-06,14154267000
2006-07-07,13878697200
2006-07-10,14672004200
2006-07-11,14438187400
2006-07-12,14154267000
2006-07-13,13786840600
2006-07-14,13661581600
2006-07-17,13678282800
2006-07-18,13544673200
2006-07-19,13970553800
2006-07-20,13753438200
2006-07-21,13578075600
2006-07-24,14029008000
2006-07-25,14095812800
2006-07-26,14204370600
2006-07-27,13820243000
2006-07-28,14296227200
2006-07-31,14313750000
2006-08-01,13934250000
2006-08-02,14124000000
2006-08-03,13703250000
2006-08-04,13818750000
2006-08-07,13942499999
2006-08-08,13860000000
2006-08-09,13695000000
2006-08-10,13868249999
2006-08-11,13942499999
2006-08-14,14025000000
2006-08-15,14231250000
2006-08-16,14338500000
2006-08-17,14272500000
2006-08-18,13736249999
2006-08-21,13917750000
2006-08-22,13860000000
2006-08-23,13629000000
2006-08-24,13670250000
2006-08-25,13703250000
2006-08-28,13901250000
2006-08-29,13992000000
2006-08-30,14206500000
2006-08-31,13868249999
2006-09-01,13942499999
2006-09-05,13818750000
2006-09-06,13959000000
2006-09-07,13802250000
2006-09-08,13942499999
2006-09-11,13942499999
2006-09-12,14090999999
2006-09-13,14421000000
2006-09-14,14586000000
2006-09-15,14784000000
2006-09-18,15023250000
2006-09-19,14982000000
2006-09-20,15130500000
2006-09-21,14982000000
2006-09-22,15171750000
2006-09-25,15237750000
2006-09-26,15262500000
2006-09-27,15732750000
2006-09-28,15815250000
2006-09-29,15633750000
2006-10-02,15617250000
2006-10-03,15848250000
2006-10-04,16038000000
2006-10-05,15889500000
2006-10-06,15732750000
2006-10-09,15881250000
2006-10-10,16186500000
2006-10-11,16343249999
2006-10-12,16343249999
2006-10-13,16376250000
2006-10-16,16079249999
2006-10-17,16054500000
2006-10-18,16136999999
2006-10-19,16062750000
2006-10-20,15922500000
2006-10-23,16549499999
2006-10-24,16450500000
2006-10-25,16277250000
2006-10-26,16920750000
2006-10-27,17094000000
2006-10-30,17082900000
2006-10-31,17026200000
2006-11-01,16718400000
2006-11-02,15795000000
2006-11-03,15851700000
2006-11-06,15795000000
2006-11-07,15786899999
2006-11-08,15778800000
2006-11-09,16216200000
2006-11-10,16353900000
2006-11-13,16078500000
2006-11-14,16143300000
2006-11-15,16216200000
2006-11-16,16038000000
2006-11-17,16046099999
2006-11-20,15722100000
2006-11-21,15422400000
2006-11-22,15592500000
2006-11-24,15633000000
2006-11-27,15446700000
2006-11-28,15406200000
2006-11-29,15446700000
2006-11-30,15163200000
2006-12-01,15130800000
2006-12-04,15357600000
2006-12-05,15300900000
2006-12-06,15333300000
2006-12-07,15859799999
2006-12-08,15924600000
2006-12-11,15973200000
2006-12-12,15835500000
2006-12-13,15851700000
2006-12-14,16426800000
2006-12-15,16515900000
2006-12-18,16353900000
2006-12-19,16345800000
2006-12-20,16167600000
2006-12-21,16118999999
2006-12-22,16159500000
2006-12-26,16078500000
2006-12-27,16070400000
2006-12-28,16070400000
2006-12-29,15795000000
2007-01-03,15641099999
2007-01-04,15746400000
2007-01-05,15300900000
2007-01-08,16410600000
2007-01-09,16353900000
2007-01-10,16232400000
2007-01-11,16613100000
2007-01-12,16443000000
2007-01-16,16208100000
2007-01-17,16086600000
2007-01-18,16135200000
2007-01-19,16200000000
2007-01-22,16118999999
2007-01-23,15600600000
2007-01-24,15697800000
2007-01-25,15543900000
2007-01-26,15422400000
2007-01-29,15236099999
2007-01-30,15422400000
2007-01-31,15527700000
2007-02-01,15867900000
2007-02-02,15770700000
2007-02-05,15688750000
2007-02-06,15810999999
2007-02-07,15688750000
2007-02-08,16096250000
2007-02-09,15933250000
2007-02-12,16022900000
2007-02-13,16267400000
2007-02-14,16267400000
2007-02-15,16291849999
2007-02-16,16316300000
2007-02-20,16397800000
2007-02-21,16283700000
2007-02-22,16226650000
2007-02-23,16145149999
2007-02-26,16014749999
2007-02-27,15436100000
2007-02-28,15639850000
2007-03-01,15509450000
2007-03-02,14995999999
2007-03-05,14572200000
2007-03-06,14661849999
2007-03-07,14661849999
2007-03-08,14629250000
2007-03-09,14539600000
2007-03-12,14735199999
2007-03-13,14295100000
2007-03-14,14229900000
2007-03-15,14286950000
2007-03-16,14262500000
2007-03-19,14229900000
2007-03-20,14270650000
2007-03-21,14474400000
2007-03-22,14596650000
2007-03-23,14547750000
2007-03-26,14572200000
2007-03-27,14515149999
2007-03-28,14262500000
2007-03-29,14123949999
2007-03-30,14026150000
2007-04-02,14140250000
2007-04-03,14490700000
2007-04-04,14523300000
2007-04-05,14376600000
2007-04-09,14987850000
2007-04-10,14947100000
2007-04-11,15175300000
2007-04-12,15167150000
2007-04-13,15053050000
2007-04-16,15346449999
2007-04-17,15248650000
2007-04-18,15191600000
2007-04-19,15110100000
2007-04-20,15452400000
2007-04-23,15411650000
2007-04-24,15273099999
2007-04-25,15159000000
2007-04-26,14971550000
2007-04-27,14922649999
2007-04-30,14629250000
2007-05-01,14441800000
2007-05-02,14955250000
2007-05-03,14873750000
2007-05-04,15077500000
2007-05-07,14948348690
2007-05-08,14753051810
2007-05-09,14997172910
2007-05-10,14875112360
2007-05-11,14907661840
2007-05-14,14883249730
2007-05-15,14720502330
2007-05-16,14777463920
2007-05-17,14850700250
2007-05-18,15005310280
2007-05-21,15029722390
2007-05-22,14980898170
2007-05-23,14948348690
2007-05-24,14883249730
2007-05-25,14793738660
2007-05-29,14956486060
2007-05-30,15054134500
2007-05-31,15070409240
2007-06-01,15062271870
2007-06-04,15102958719
2007-06-05,14964623430
2007-06-06,14940211320
2007-06-07,14761189180
2007-06-08,15029722390
2007-06-11,15273843490
2007-06-12,15257568750
2007-06-13,15436590890
2007-06-14,15501689850
2007-06-15,15436590890
2007-06-18,15493552480
2007-06-19,15786497799
2007-06-20,15583063549
2007-06-21,15835322020
2007-06-22,15737673580
2007-06-25,15558651440
2007-06-26,15623750400
2007-06-27,15696986730
2007-06-28,15566788810
2007-06-29,15542376700
2007-07-02,15672574620
2007-07-03,15656299879
2007-07-05,15623750400
2007-07-06,15640025140
2007-07-09,15428453520
2007-07-10,15151782940
2007-07-11,15192469790
2007-07-12,15086683980
2007-07-13,15102958719
2007-07-16,15387766670
2007-07-17,15281980860
2007-07-18,15111096090
2007-07-19,15216881900
2007-07-20,15159920310
2007-07-23,15021585020
2007-07-24,14622853890
2007-07-25,14386870160
2007-07-26,13760292670
2007-07-27,14476381230
2007-07-30,14329908570
2007-07-31,13996276400
2007-08-01,13939314810
2007-08-02,14004413770
2007-08-03,13377836280
2007-08-06,12615880000
2007-08-07,12631640000
2007-08-08,12395240000
2007-08-09,12340080000
2007-08-10,13199000000
2007-08-13,13545720000
2007-08-14,13175360000
2007-08-15,12978360000
2007-08-16,12820760000
2007-08-17,13608760000
2007-08-20,13703320000
2007-08-21,13892440000
2007-08-22,13774240000
2007-08-23,13711199999
2007-08-24,14585880000
2007-08-27,14428279999
2007-08-28,14239160000
2007-08-29,14711960000
2007-08-30,14609520000
2007-08-31,14782880000
2007-09-04,14908960000
2007-09-05,14979880000
2007-09-06,14381000000
2007-09-07,14136720000
2007-09-10,13955480000
2007-09-11,14184000000
2007-09-12,14089440000
2007-09-13,14294320000
2007-09-14,14184000000
2007-09-17,14136720000
2007-09-18,14633160000
2007-09-19,14908960000
2007-09-20,14365240000
2007-09-21,14617400000
2007-09-24,14475560000
2007-09-25,14176119999
2007-09-26,14373119999
2007-09-27,14420400000
2007-09-28,14530720000
2007-10-01,14578000000
2007-10-02,14908960000
2007-10-03,14688320000
2007-10-04,14499199999
2007-10-05,14901080000
2007-10-08,14853800000
2007-10-09,14956240000
2007-10-10,15232039999
2007-10-11,15019279999
2007-10-12,14979880000
2007-10-15,14861680000
2007-10-16,14617400000
2007-10-17,14507080000
2007-10-18,14404640000
2007-10-19,13987000000
2007-10-22,14231279999
2007-10-23,14168240000
2007-10-24,14239160000
2007-10-25,14420400000
2007-10-26,14664680000
2007-10-29,14711960000
2007-10-30,14798640000
2007-10-31,14893199999
2007-11-01,14223400000
2007-11-02,14349480000
2007-11-05,13442920000
2007-11-06,13965120000
2007-11-07,13539899999
2007-11-08,14442560000
2007-11-09,14457480000
2007-11-12,14882700000
2007-11-13,15337759999
2007-11-14,14867780000
2007-11-15,14860320000
2007-11-16,14987140000
2007-11-19,14681280000
2007-11-20,15069200000
2007-11-21,14144160000
2007-11-23,14091940000
2007-11-26,13965120000
2007-11-27,14159080000
2007-11-28,14994600000
2007-11-29,14837940000
2007-11-30,15218399999
2007-12-03,15307920000
2007-12-04,15509340000
2007-12-05,15113960000
2007-12-06,15897259999
2007-12-07,16091220000
2007-12-10,16053920000
2007-12-11,15240780000
2007-12-12,15591399999
2007-12-13,15971860000
2007-12-14,15800280000
2007-12-17,15942020000
2007-12-18,16158360000
2007-12-19,16039000000
2007-12-20,15845039999
2007-12-21,16232960000
2007-12-24,16315020000
2007-12-26,15904720000
2007-12-27,15725679999
2007-12-28,15934560000
2007-12-31,15874880000
2008-01-02,15158720000
2008-01-03,15196020000
2008-01-04,14666360000
2008-01-07,14934920000
2008-01-08,14420179999
2008-01-09,14435100000
2008-01-10,13405620000
2008-01-11,12831200000
2008-01-14,13077380000
2008-01-15,12696920000
2008-01-16,13010240000
2008-01-17,12696920000
2008-01-18,12853580000
2008-01-22,13189280000
2008-01-23,13860679999
2008-01-24,13711480000
2008-01-25,13278800000
2008-01-28,13741320000
2008-01-29,14084480000
2008-01-30,13741320000
2008-01-31,14241140000
2008-02-01,14427640000
2008-02-04,13729090000
2008-02-05,13318610000
2008-02-06,13435889999
2008-02-07,14403449999
2008-02-08,14498740000
2008-02-11,14645340000
2008-02-12,14616020000
2008-02-13,14703980000
2008-02-14,14242190000
2008-02-15,14440100000
2008-02-19,14095590000
2008-02-20,14330150000
2008-02-21,14139570000
2008-02-22,14447430000
2008-02-25,14630680000
2008-02-26,14857910000
2008-02-27,14564710000
2008-02-28,14256850000
2008-02-29,14784610000
2008-03-03,15011840000
2008-03-04,14909220000
2008-03-05,15041160000
2008-03-06,14198210000
2008-03-07,14352139999
2008-03-10,14168889999
2008-03-11,14601360000
2008-03-12,14484080000
2008-03-13,14828590000
2008-03-14,14520730000
2008-03-17,14425440000
2008-03-18,15055820000
2008-03-19,15077810000
2008-03-20,15664210000
2008-03-24,15642220000
2008-03-25,15195090000
2008-03-26,15099800000
2008-03-27,14791940000
2008-03-28,14308160000
2008-03-31,14425440000
2008-04-01,14931210000
2008-04-02,14967860000
2008-04-03,14550050000
2008-04-04,13963650000
2008-04-07,14066270000
2008-04-08,13934330000
2008-04-09,13846370000
2008-04-10,13538510000
2008-04-11,13157350000
2008-04-14,13545840000
2008-04-15,13743750000
2008-04-16,13839040000
2008-04-17,13978310000
2008-04-18,13927000000
2008-04-21,13633800000
2008-04-22,13281960000
2008-04-23,13582490000
2008-04-24,13809720000
2008-04-25,14176220000
2008-04-28,13846370000
2008-04-29,14044280000
2008-04-30,13648460000
2008-05-01,13941660000
2008-05-02,13692440000
2008-05-05,13099590000
2008-05-06,13314690000
2008-05-07,13078079999
2008-05-08,12791280000
2008-05-09,12862980000
2008-05-12,13214310000
2008-05-13,13235820000
2008-05-14,13587150000
2008-05-15,13752060000
2008-05-16,13214310000
2008-05-19,13415070000
2008-05-20,13393560000
2008-05-21,12956190000
2008-05-22,13113930000
2008-05-23,12862980000
2008-05-27,12977700000
2008-05-28,13056570000
2008-05-29,13278840000
2008-05-30,13085250000
2008-06-02,12934680000
2008-06-03,12906000000
2008-06-04,12762600000
2008-06-05,12819960000
2008-06-06,12310890000
2008-06-09,12181829999
2008-06-10,12683730000
2008-06-11,12475799999
2008-06-12,12741090000
2008-06-13,12906000000
2008-06-16,12862980000
2008-06-17,12906000000
2008-06-18,12540329999
2008-06-19,12812790000
2008-06-20,12511650000
2008-06-23,12117299999
2008-06-24,12009750000
2008-06-25,12110130000
2008-06-26,11945220000
2008-06-27,12002579999
2008-06-30,11952390000
2008-07-01,12239190000
2008-07-02,11966730000
2008-07-03,11794650000
2008-07-07,11371620000
2008-07-08,12009750000
2008-07-09,11615400000
2008-07-10,11436150000
2008-07-11,10934250000
2008-07-14,11020290000
2008-07-15,11034630000
2008-07-16,11601060000
2008-07-17,11852010000
2008-07-18,11902200000
2008-07-21,11701440000
2008-07-22,11945220000
2008-07-23,12339570000
2008-07-24,11787480000
2008-07-25,11679930000
2008-07-28,11565210000
2008-07-29,11730120000
2008-07-30,11794650000
2008-07-31,11558040000
2008-08-01,11715780000
2008-08-04,11577969999
2008-08-05,12130990000
2008-08-06,12024640000
2008-08-07,11996280000
2008-08-08,12825810000
2008-08-11,13272480000
2008-08-12,13868040000
2008-08-13,13378830000
2008-08-14,13563170000
2008-08-15,13754599999
2008-08-18,13726240000
2008-08-19,13478090000
2008-08-20,13485180000
2008-08-21,13478090000
2008-08-22,14094920000
2008-08-25,13662430000
2008-08-26,13591530000
2008-08-27,13556080000
2008-08-28,13811320000
2008-08-29,13790050000
2008-09-02,13903490000
2008-09-03,14158730000
2008-09-04,13570260000
2008-09-05,13605710000
2008-09-08,13988570000
2008-09-09,13719150000
2008-09-10,13697880000
2008-09-11,14045290000
2008-09-12,13733330000
2008-09-15,13556080000
2008-09-16,13818409999
2008-09-17,13088140000
2008-09-18,13215760000
2008-09-19,13527719999
2008-09-22,13336290000
2008-09-23,12981790000
2008-09-24,12776180000
2008-09-25,12939250000
2008-09-26,13024330000
2008-09-29,12450040000
2008-09-30,12606020000
2008-10-01,12506760000
2008-10-02,12173530000
2008-10-03,11932469999
2008-10-06,11705590000
2008-10-07,10989500000
2008-10-08,10946960000
2008-10-09,9848010000
2008-10-10,9798380000
2008-10-13,10776800000
2008-10-14,10202510000
2008-10-15,9153190000
2008-10-16,9869280000
2008-10-17,9514780000
2008-10-20,9592770000
2008-10-21,9472240000
2008-10-22,8827050000
2008-10-23,8387470000
2008-10-24,7947890000
2008-10-27,8068420000
2008-10-28,8841230000
2008-10-29,8798690000
2008-10-30,8919220000
2008-10-31,9174460000
2008-11-03,8921360000
2008-11-04,9277360000
2008-11-05,9142080000
2008-11-06,8871520000
2008-11-07,9127840000
2008-11-10,8992560000
2008-11-11,8629440000
2008-11-12,7874720000
2008-11-13,8757600000
2008-11-14,8223600000
2008-11-17,7632640000
2008-11-18,7796399999
2008-11-19,7184080000
2008-11-20,6771120000
2008-11-21,8615200000
2008-11-24,8572479999
2008-11-25,8579600000
2008-11-26,9170560000
2008-11-28,9270240000
2008-12-01,8828800000
2008-12-02,8707760000
2008-12-03,9163440000
2008-12-04,9377040000
2008-12-05,9975120000
2008-12-08,10103280000
2008-12-09,9526560000
2008-12-10,9960880000
2008-12-11,9241760000
2008-12-12,9391280000
2008-12-15,9149200000
2008-12-16,9640480000
2008-12-17,10017840000
2008-12-18,9875440000
2008-12-19,9661840000
2008-12-22,9362800000
2008-12-23,9113600000
2008-12-24,9234640000
2008-12-26,9234640000
2008-12-29,9256000000
2008-12-30,9369920000
2008-12-31,9533680000
2009-01-02,10017840000
2009-01-05,9903920000
2009-01-06,10138880000
2009-01-07,9654720000
2009-01-08,9199040000
2009-01-09,9248880000
2009-01-12,8629440000
2009-01-13,8586720000
2009-01-14,8188000000
2009-01-15,8472800000
2009-01-16,8643680000
2009-01-20,8223600000
2009-01-21,8337520000
2009-01-22,8551120000
2009-01-23,8544000000
2009-01-26,8565360000
2009-01-27,8536880000
2009-01-28,8942720000
2009-01-29,8622320000
2009-01-30,8031360000
2009-02-02,7818750000
2009-02-03,7957749999
2009-02-04,7401750000
2009-02-05,7839600000
2009-02-06,8298300000
2009-02-09,8214900000
2009-02-10,7992500000
2009-02-11,8048100000
2009-02-12,8131499999
2009-02-13,8075899999
2009-02-17,7929950000
2009-02-18,7825700000
2009-02-19,8034200000
2009-02-20,8027250000
2009-02-23,7860450000
2009-02-24,8201000000
2009-02-25,8062000000
2009-02-26,7888250000
2009-02-27,7499049999
2009-03-02,7179350000
2009-03-03,7075100000
2009-03-04,7408700000
2009-03-05,7095950000
2009-03-06,6845750000
2009-03-09,6880500000
2009-03-10,7373950000
2009-03-11,7568550000
2009-03-12,7971650000
2009-03-13,8333050000
2009-03-16,8180150000
2009-03-17,8485950000
2009-03-18,8652750000
2009-03-19,8673600000
2009-03-20,8326100000
2009-03-23,8902950000
2009-03-24,8777850000
2009-03-25,8548500000
2009-03-26,9069750000
2009-03-27,9076700000
2009-03-30,9014150000
2009-03-31,9028050000
2009-04-01,9542350000
2009-04-02,10028850000
2009-04-03,10598750000
2009-04-06,10049700000
2009-04-07,9716100000
2009-04-08,10014950000
2009-04-09,10487550000
