,GPS
2013-11-26,18448640000
2013-11-27,18264960000
2013-11-29,18354560000
2013-12-02,18627840000
2013-12-03,18417280000
2013-12-04,18323200000
2013-12-05,18027520000
2013-12-06,17678080000
2013-12-09,17736320000
2013-12-10,17346560000
2013-12-11,17167360000
2013-12-12,17194240000
2013-12-13,17243520000
2013-12-16,17333120000
2013-12-17,17136000000
2013-12-18,17283840000
2013-12-19,17153920000
2013-12-20,17279360000
2013-12-23,17279360000
2013-12-24,17297280000
2013-12-26,17458560000
2013-12-27,17301760000
2013-12-30,17480960000
2013-12-31,17507840000
2014-01-02,17346560000
2014-01-03,17704960000
2014-01-06,17494400000
2014-01-07,17624320000
2014-01-08,17561600000
2014-01-09,17660160000
2014-01-10,17848320000
2014-01-13,17136000000
2014-01-14,16876160000
2014-01-15,16808960000
2014-01-16,16643200000
2014-01-17,16710399999
2014-01-21,17140480000
2014-01-22,17324160000
2014-01-23,16925440000
2014-01-24,16670080000
2014-01-27,16580480000
2014-01-28,16517759999
2014-01-29,16481920000
2014-01-30,17041920000
2014-01-31,17059840000
2014-02-03,16576250000
2014-02-04,16838800000
2014-02-05,17034600000
2014-02-06,17670950000
2014-02-07,18690000000
2014-02-10,18605450000
2014-02-11,18934750000
2014-02-12,18779000000
2014-02-13,18850200000
2014-02-14,18841300000
2014-02-18,18792350000
2014-02-19,18774550000
2014-02-20,18841300000
2014-02-21,19032650000
2014-02-24,19099400000
2014-02-25,19495450000
2014-02-26,19539950000
2014-02-27,19437600000
2014-02-28,19468750000
2014-03-03,19246250000
2014-03-04,19041550000
2014-03-05,18961450000
2014-03-06,18819050000
2014-03-07,18859100000
2014-03-10,18698900000
2014-03-11,18614350000
2014-03-12,18378500000
2014-03-13,18365150000
2014-03-14,18725600000
2014-03-17,18779000000
2014-03-18,18752300000
2014-03-19,18516450000
2014-03-20,18436350000
2014-03-21,18552050000
2014-03-24,18249450000
2014-03-25,17880100000
2014-03-26,17724350000
2014-03-27,17746600000
2014-03-28,17875650000
2014-03-31,17826700000
2014-04-01,18236100000
2014-04-02,18641050000
2014-04-03,18703350000
2014-04-04,18409650000
2014-04-07,17955750000
2014-04-08,18129300000
2014-04-09,17791100000
2014-04-10,17484050000
2014-04-11,17088000000
2014-04-14,16820999999
2014-04-15,17074649999
2014-04-16,17355000000
2014-04-17,17168100000
2014-04-21,17110250000
2014-04-22,17279350000
2014-04-23,17403950000
2014-04-24,17319400000
2014-04-25,17257100000
2014-04-28,17430650000
2014-04-29,17697650000
2014-04-30,17488500000
2014-05-01,17675400000
2014-05-02,17479600000
2014-05-05,17494150000
2014-05-06,17261480000
2014-05-07,17028810000
2014-05-08,17226360000
2014-05-09,17788280000
2014-05-12,18029730000
2014-05-13,18108750000
2014-05-14,18104360000
2014-05-15,17876080000
2014-05-16,18192160000
2014-05-19,18082410000
2014-05-20,17687310000
2014-05-21,17805840000
2014-05-22,17937540000
2014-05-23,18060460000
2014-05-27,17999000000
2014-05-28,17981440000
2014-05-29,17937540000
2014-05-30,18099970000
2014-06-02,18222890000
2014-06-03,17876080000
2014-06-04,18064850000
2014-06-05,18082410000
2014-06-06,18464340000
2014-06-09,18358980000
2014-06-10,18121920000
2014-06-11,17990220000
2014-06-12,17884860000
2014-06-13,18042900000
2014-06-16,18007780000
2014-06-17,18104360000
2014-06-18,18328250000
2014-06-19,18258010000
2014-06-20,18297520000
2014-06-23,18345810000
2014-06-24,18266790000
2014-06-25,18192160000
2014-06-26,17990220000
2014-06-27,18099970000
2014-06-30,18249230000
2014-07-01,18288740000
2014-07-02,18284350000
2014-07-03,18438000000
2014-07-07,18275570000
2014-07-08,18108750000
2014-07-09,18183380000
2014-07-10,17985830000
2014-07-11,17845350000
2014-07-14,17656580000
2014-07-15,17415130000
2014-07-16,17454640000
2014-07-17,17358060000
2014-07-18,17507320000
2014-07-21,17309770000
2014-07-22,17331720000
2014-07-23,17533660000
2014-07-24,17630240000
2014-07-25,17524880000
2014-07-28,17700480000
2014-07-29,17735600000
2014-07-30,17955100000
2014-07-31,17608290000
2014-08-01,17573170000
2014-08-04,17331840000
2014-08-05,17292960000
2014-08-06,17483040000
2014-08-07,17366400000
2014-08-08,18390240000
2014-08-11,18269280000
2014-08-12,18269280000
2014-08-13,18152640000
2014-08-14,18204480000
2014-08-15,18105120000
2014-08-18,18161280000
2014-08-19,18442080000
2014-08-20,18623520000
2014-08-21,18653760000
2014-08-22,19625760000
2014-08-25,19746720000
2014-08-26,19988640000
2014-08-27,19949760000
2014-08-28,20014560000
2014-08-29,19936800000
2014-09-02,20049120000
2014-09-03,20010240000
2014-09-04,20126880000
2014-09-05,19288800000
2014-09-08,19180800000
2014-09-09,19154880000
2014-09-10,19111680000
2014-09-11,19146240000
2014-09-12,19133280000
2014-09-15,19020960000
2014-09-16,19059840000
2014-09-17,18869760000
2014-09-18,18938880000
2014-09-19,18964800000
2014-09-22,18675360000
2014-09-23,18463680000
2014-09-24,18614880000
2014-09-25,18239040000
2014-09-26,18329760000
2014-09-29,18156960000
2014-09-30,18010080000
2014-10-01,17932320000
2014-10-02,18113760000
2014-10-03,18144000000
2014-10-06,17798400000
2014-10-07,17798400000
2014-10-08,18100800000
2014-10-09,15841440000
2014-10-10,15698880000
2014-10-13,15573599999
2014-10-14,15746400000
2014-10-15,15526079999
2014-10-16,15763680000
2014-10-17,15439680000
2014-10-20,15685920000
2014-10-21,15828480000
2014-10-22,15884640000
2014-10-23,16044480000
2014-10-24,15936480000
2014-10-27,16187040000
2014-10-28,16104960000
2014-10-29,16225920000
2014-10-30,16359839999
2014-10-31,16368480000
2014-11-03,15934410000
2014-11-04,15786360000
2014-11-05,15756750000
2014-11-06,16031700000
2014-11-07,16425090000
2014-11-10,16310880000
2014-11-11,16420860000
2014-11-12,16577369999
2014-11-13,16598520000
2014-11-14,16712730000
2014-11-17,16611210000
2014-11-18,16645050000
2014-11-19,16725420000
2014-11-20,16979220000
2014-11-21,16268580000
2014-11-24,17008830000
2014-11-25,16733880000
2014-11-26,16640820000
2014-11-28,16750800000
2014-12-01,16678890000
2014-12-02,16856550000
2014-12-03,17173800000
2014-12-04,17156880000
2014-12-05,17233020000
2014-12-08,16949610000
2014-12-09,17013060000
2014-12-10,16590060000
2014-12-11,16873470000
2014-12-12,16877700000
2014-12-15,17123039999
2014-12-16,16881929999
2014-12-17,17093429999
2014-12-18,17347230000
2014-12-19,17351460000
2014-12-22,17381070000
2014-12-23,17499510000
2014-12-24,17537580000
2014-12-26,17520660000
2014-12-29,17715240000
2014-12-30,17744850000
2014-12-31,17812530000
2015-01-02,17808300000
2015-01-05,17829450000
2015-01-06,17592570000
2015-01-07,18442800000
2015-01-08,18231300000
2015-01-09,17774460000
2015-01-12,17871750000
2015-01-13,17592570000
2015-01-14,17465670000
2015-01-15,17051130000
2015-01-16,17131500000
2015-01-20,17097660000
2015-01-21,17427600000
2015-01-22,17812530000
2015-01-23,17850600000
2015-01-26,17922510000
2015-01-27,18019800000
2015-01-28,17892900000
2015-01-29,17892900000
2015-01-30,17423370000
2015-02-02,17336780000
2015-02-03,17766200000
2015-02-04,17761990000
2015-02-05,17471500000
2015-02-06,17593590000
2015-02-09,17303100000
2015-02-10,17168380000
2015-02-11,17362040000
2015-02-12,17500970000
2015-02-13,17345200000
2015-02-17,17223110000
2015-02-18,17113650000
2015-02-19,17290470000
2015-02-20,17261000000
2015-02-23,16966299999
2015-02-24,16818950000
2015-02-25,16962090000
2015-02-26,16995769999
2015-02-27,17513600000
2015-03-02,17433610000
2015-03-03,17673580000
2015-03-04,17694630000
2015-03-05,17442030000
2015-03-06,17143120000
2015-03-09,17168380000
2015-03-10,17206270000
2015-03-11,17197850000
2015-03-12,17437820000
2015-03-13,17315730000
2015-03-16,17374670000
2015-03-17,17378880000
2015-03-18,17820930000
2015-03-19,18006170000
2015-03-20,18170360000
2015-03-23,18292450000
2015-03-24,18187200000
2015-03-25,17892500000
2015-03-26,17850400000
2015-03-27,18035640000
2015-03-30,18157730000
2015-03-31,18241930000
2015-04-01,17909340000
2015-04-02,17900920000
2015-04-06,18073530000
2015-04-07,17820930000
2015-04-08,17854610000
2015-04-09,17989330000
2015-04-10,17319940000
2015-04-13,17290470000
2015-04-14,17324150000
2015-04-15,17286260000
2015-04-16,17239950000
2015-04-17,17105230000
2015-04-20,17092600000
2015-04-21,17096810000
2015-04-22,17134700000
2015-04-23,17353620000
2015-04-24,17202060000
2015-04-27,16823160000
2015-04-28,16806320000
2015-04-29,16701070000
2015-04-30,16688440000
2015-05-01,16907359999
2015-05-04,16705020000
2015-05-05,16413120000
2015-05-06,16546560000
2015-05-07,16696680000
2015-05-08,16517370000
2015-05-11,16625789999
2015-05-12,15996120000
2015-05-13,16083690000
2015-05-14,15912719999
2015-05-15,16217130000
2015-05-18,16367250000
2015-05-19,16104539999
2015-05-20,16125390000
2015-05-21,16079520000
2015-05-22,15850170000
2015-05-26,15787620000
2015-05-27,15820980000
2015-05-28,16054500000
2015-05-29,15983610000
2015-06-01,15795960000
2015-06-02,15683370000
2015-06-03,15962760000
2015-06-04,16092030000
2015-06-05,15937740000
2015-06-08,15825150000
2015-06-09,15645840000
2015-06-10,15725070000
2015-06-11,16029480000
2015-06-12,15962760000
2015-06-15,15929400000
2015-06-16,16158750000
2015-06-17,16062840000
2015-06-18,16254659999
2015-06-19,16187940000
2015-06-22,16354740000
2015-06-23,16321380000
2015-06-24,16233810000
2015-06-25,16162920000
2015-06-26,16212960000
2015-06-29,15866849999
2015-06-30,15916890000
2015-07-01,16033650000
2015-07-02,16104539999
2015-07-06,16071180000
2015-07-07,16250490000
2015-07-08,16004460000
2015-07-09,15754260000
2015-07-10,15670860000
2015-07-13,15725070000
2015-07-14,15762599999
2015-07-15,15758430000
2015-07-16,15883530000
2015-07-17,15695880000
2015-07-20,15683370000
2015-07-21,15399810000
2015-07-22,15074550000
2015-07-23,15182969999
2015-07-24,15003659999
2015-07-27,15103740000
2015-07-28,15016170000
2015-07-29,15095400000
2015-07-30,15032849999
2015-07-31,15212159999
2015-08-03,14559160000
2015-08-04,14274959999
2015-08-05,14287140000
2015-08-06,14181580000
2015-08-07,14165340000
2015-08-10,14315560000
2015-08-11,14392700000
2015-08-12,14250600000
2015-08-13,13905500000
2015-08-14,13897379999
2015-08-17,13998879999
2015-08-18,14067900000
2015-08-19,13844600000
2015-08-20,13665959999
2015-08-21,13069140000
2015-08-24,12996060000
2015-08-25,12874260000
2015-08-26,13333040000
2015-08-27,13385820000
2015-08-28,13328980000
2015-08-31,13320860000
2015-09-01,13101620000
2015-09-02,13251840000
2015-09-03,13402060000
2015-09-04,13158459999
2015-09-08,13300560000
2015-09-09,13211240000
2015-09-10,13190940000
2015-09-11,13130040000
2015-09-14,13065080000
2015-09-15,12898620000
2015-09-16,12992000000
2015-09-17,13085379999
2015-09-18,12817420000
2015-09-21,13040719999
2015-09-22,12870200000
2015-09-23,12695620000
2015-09-24,12590060000
2015-09-25,12646900000
2015-09-28,12232780000
2015-09-29,12269320000
2015-09-30,11571000000
2015-10-01,11351760000
2015-10-02,11351760000
2015-10-05,11806480000
2015-10-06,11546640000
2015-10-07,11526340000
2015-10-08,11753700000
2015-10-09,11132520000
2015-10-12,10962000000
2015-10-13,10909220000
2015-10-14,10815840000
2015-10-15,10754940000
2015-10-16,10811780000
2015-10-19,10925460000
2015-10-20,11022900000
2015-10-21,10953880000
2015-10-22,11087860000
2015-10-23,10941700000
2015-10-26,10949820000
2015-10-27,10767120000
2015-10-28,11031020000
2015-10-29,10840200000
2015-10-30,11051320000
2015-11-02,10900000000
2015-11-03,11308000000
2015-11-04,11208000000
2015-11-05,11348000000
2015-11-06,11396000000
2015-11-09,11076000000
2015-11-10,10916000000
2015-11-11,10652000000
2015-11-12,10608000000
2015-11-13,10092000000
2015-11-16,10152000000
2015-11-17,10020000000
2015-11-18,10156000000
2015-11-19,10036000000
2015-11-20,10792000000
2015-11-23,10836000000
2015-11-24,11124000000
2015-11-25,11220000000
2015-11-27,10944000000
2015-11-30,10692000000
2015-12-01,10672000000
2015-12-02,10492000000
2015-12-03,10444000000
2015-12-04,10480000000
2015-12-07,10516000000
2015-12-08,10596000000
2015-12-09,10604000000
2015-12-10,10576000000
2015-12-11,10424000000
2015-12-14,10292000000
2015-12-15,10304000000
2015-12-16,10520000000
2015-12-17,10080000000
2015-12-18,9980000000
2015-12-21,9908000000
2015-12-22,10232000000
2015-12-23,10288000000
2015-12-24,10144000000
2015-12-28,10040000000
2015-12-29,10252000000
2015-12-30,10096000000
2015-12-31,9880000000
2016-01-04,10204000000
2016-01-05,10512000000
2016-01-06,10116000000
2016-01-07,10696000000
2016-01-08,9164000000
2016-01-11,9072000000
2016-01-12,9140000000
2016-01-13,8992000000
2016-01-14,9288000000
2016-01-15,9304000000
2016-01-19,9080000000
2016-01-20,8980000000
2016-01-21,9200000000
2016-01-22,9464000000
2016-01-25,9224000000
2016-01-26,9556000000
2016-01-27,9504000000
2016-01-28,9604000000
2016-01-29,9888000000
2016-02-01,9846520000
2016-02-02,9667420000
2016-02-03,9731100000
2016-02-04,9512200000
2016-02-05,9460460000
2016-02-08,9548020000
2016-02-09,9261460000
2016-02-10,8974900000
2016-02-11,8927140000
2016-02-12,9444540000
2016-02-16,9758960000
2016-02-17,10129100000
2016-02-18,10419640000
2016-02-19,10443520000
2016-02-22,10769880000
2016-02-23,10849480000
2016-02-24,10857440000
2016-02-25,10984800000
2016-02-26,10837540000
2016-02-29,11004700000
2016-03-01,11207680000
2016-03-02,11291260000
2016-03-03,11358920000
2016-03-04,11657420000
2016-03-07,11717120000
2016-03-08,11812640000
2016-03-09,11820600000
2016-03-10,11776820000
2016-03-11,12007660000
2016-03-14,12011640000
2016-03-15,11824580000
2016-03-16,11653440000
2016-03-17,11900200000
2016-03-18,12095220000
2016-03-21,11872340000
2016-03-22,11573840000
2016-03-23,11430560000
2016-03-24,11446480000
2016-03-28,11553940000
2016-03-29,11744980000
2016-03-30,11804680000
2016-03-31,11701200000
2016-04-01,11725080000
2016-04-04,11748960000
2016-04-05,11418620000
2016-04-06,11486280000
2016-04-07,11016640000
2016-04-08,9492300000
2016-04-11,9544040000
2016-04-12,9384840000
2016-04-13,9524140000
2016-04-14,9436580000
2016-04-15,9516180000
2016-04-18,9504240000
2016-04-19,9536080000
2016-04-20,9575880000
2016-04-21,9484340000
2016-04-22,9536080000
2016-04-25,9317180000
2016-04-26,9500260000
2016-04-27,9540060000
2016-04-28,9364940000
2016-04-29,9225640000
2016-05-02,9146040000
2016-05-03,9006740000
2016-05-04,9050520000
2016-05-05,8704260000
2016-05-06,8624660000
2016-05-09,8680380000
2016-05-10,7681400000
2016-05-11,7394839999
2016-05-12,7108280000
2016-05-13,7012760000
2016-05-16,6984900000
2016-05-17,6897339999
2016-05-18,6801820000
2016-05-19,6877440000
2016-05-20,7167980000
2016-05-23,7327180000
2016-05-24,7199820000
2016-05-25,7275440000
2016-05-26,7187879999
2016-05-27,7215740000
2016-05-31,7160019999
2016-06-01,7112260000
2016-06-02,7295339999
2016-06-03,7597820000
2016-06-06,7581900000
2016-06-07,7729160000
2016-06-08,7772940000
2016-06-09,7685379999
2016-06-10,7530160000
2016-06-13,7526180000
2016-06-14,7565980000
2016-06-15,7693339999
2016-06-16,7697320000
2016-06-17,8011740000
2016-06-20,8246560000
2016-06-21,8178900000
2016-06-22,8202780000
2016-06-23,8330140000
2016-06-24,8119199999
2016-06-27,7987860000
2016-06-28,8254519999
2016-06-29,8358000000
2016-06-30,8445560000
2016-07-01,8517199999
2016-07-05,8465460000
2016-07-06,8672420000
2016-07-07,8608740000
2016-07-08,9034600000
2016-07-11,9114200000
2016-07-12,9301260000
2016-07-13,9265440000
2016-07-14,9237580000
2016-07-15,9257480000
2016-07-18,9504240000
2016-07-19,9532100000
2016-07-20,9639560000
2016-07-21,9643540000
2016-07-22,9687320000
2016-07-25,10001740000
2016-07-26,10252480000
2016-07-27,10180840000
2016-07-28,10041540000
2016-07-29,10264420000
2016-08-01,10198440000
2016-08-02,9659790000
2016-08-03,9978990000
2016-08-04,10054800000
2016-08-05,10230360000
2016-08-08,10222380000
2016-08-09,9579990000
2016-08-10,9587970000
2016-08-11,9967020000
2016-08-12,9971010000
2016-08-15,10130610000
2016-08-16,10030860000
2016-08-17,10158540000
2016-08-18,10326120000
2016-08-19,10729110000
2016-08-22,10717140000
2016-08-23,10769010000
2016-08-24,10625370000
2016-08-25,10529610000
2016-08-26,10565520000
2016-08-29,10565520000
2016-08-30,10110660000
2016-08-31,9923130000
2016-09-01,9795450000
2016-09-02,9544080000
2016-09-06,9348570000
2016-09-07,9492210000
2016-09-08,9464280000
2016-09-09,9316650000
2016-09-12,9512160000
2016-09-13,9196950000
2016-09-14,9196950000
2016-09-15,9404430000
2016-09-16,9324630000
2016-09-19,9248820000
2016-09-20,9013410000
2016-09-21,8969520000
2016-09-22,9009420000
2016-09-23,9025380000
2016-09-26,8869770000
2016-09-27,8893710000
2016-09-28,8801940000
2016-09-29,8658300000
2016-09-30,8873760000
2016-10-03,8706180000
2016-10-04,8690220000
2016-10-05,8989470000
2016-10-06,9089220000
2016-10-07,10473750000
2016-10-10,10541580000
2016-10-11,10597440000
2016-10-12,10713150000
2016-10-13,10589460000
2016-10-14,10553550000
2016-10-17,10437840000
2016-10-18,10338090000
2016-10-19,10577490000
2016-10-20,10565520000
2016-10-21,10537590000
2016-10-24,10593450000
2016-10-25,10617390000
2016-10-26,10773000000
2016-10-27,10621380000
2016-10-28,10844820000
2016-10-31,11008410000
2016-11-01,10709160000
2016-11-02,10737090000
2016-11-03,10226370000
2016-11-04,10278240000
2016-11-07,10761030000
2016-11-08,10565520000
2016-11-09,10936590000
2016-11-10,11403420000
2016-11-11,11598930000
2016-11-14,12009900000
2016-11-15,11906160000
2016-11-16,12141570000
2016-11-17,12253290000
2016-11-18,10218390000
2016-11-21,9971010000
2016-11-22,10322130000
2016-11-23,10445820000
2016-11-25,10202430000
2016-11-28,10166520000
2016-11-29,10070760000
2016-11-30,9963030000
2016-12-01,9994950000
2016-12-02,9695700000
2016-12-05,9955050000
2016-12-06,10082730000
2016-12-07,10573500000
2016-12-08,10565520000
2016-12-09,10350060000
2016-12-12,10318140000
2016-12-13,10170510000
2016-12-14,10130610000
2016-12-15,10202430000
2016-12-16,9540090000
2016-12-19,9548070000
2016-12-20,9631860000
2016-12-21,9476250000
2016-12-22,8969520000
2016-12-23,9009420000
2016-12-27,9065280000
2016-12-28,9057300000
2016-12-29,9069270000
2016-12-30,8953560000
2017-01-03,9368520000
2017-01-04,9655800000
2017-01-05,9276750000
2017-01-06,9312660000
2017-01-09,9512160000
2017-01-10,9540090000
2017-01-11,9456300000
2017-01-12,9576000000
2017-01-13,9440340000
2017-01-17,9635850000
2017-01-18,9564030000
2017-01-19,9524130000
2017-01-20,9655800000
2017-01-23,9480240000
2017-01-24,9647820000
2017-01-25,9711660000
2017-01-26,9524130000
2017-01-27,9009420000
2017-01-30,9129120000
2017-01-31,9188970000
2017-02-01,8989470000
2017-02-02,9093210000
2017-02-03,9165030000
2017-02-06,9169020000
2017-02-07,9073260000
2017-02-08,9300690000
2017-02-09,9564030000
2017-02-10,9719640000
2017-02-13,9428370000
2017-02-14,9655800000
2017-02-15,9731610000
2017-02-16,9599940000
2017-02-17,9763530000
2017-02-21,9986970000
2017-02-22,9923130000
2017-02-23,9564030000
2017-02-24,9855300000
2017-02-27,10054800000
2017-02-28,9903180000
2017-03-01,9707670000
2017-03-02,10026870000
2017-03-03,9851310000
2017-03-06,9731610000
2017-03-07,9647820000
2017-03-08,9667770000
2017-03-09,9627870000
2017-03-10,9683730000
2017-03-13,9392460000
2017-03-14,9456300000
2017-03-15,9524130000
2017-03-16,9548070000
2017-03-17,9615900000
2017-03-20,9360540000
2017-03-21,9105180000
2017-03-22,9204930000
2017-03-23,9296700000
2017-03-24,9284730000
2017-03-27,9288720000
2017-03-28,9488220000
2017-03-29,9863280000
2017-03-30,9755550000
2017-03-31,9691710000
2017-04-03,9460290000
2017-04-04,9252810000
2017-04-05,9137100000
2017-04-06,9595950000
2017-04-07,9587970000
2017-04-10,9695700000
2017-04-11,9775500000
2017-04-12,9695700000
2017-04-13,9452310000
2017-04-17,9532110000
2017-04-18,9544080000
2017-04-19,9663780000
2017-04-20,10142580000
2017-04-21,10218390000
2017-04-24,10322130000
2017-04-25,10342080000
2017-04-26,10473750000
2017-04-27,10513650000
2017-04-28,10453800000
2017-05-01,10230500000
2017-05-02,10368750000
2017-05-03,10313450000
2017-05-04,10151500000
2017-05-05,10400350000
2017-05-08,10396400000
2017-05-09,10431950000
2017-05-10,10558350000
2017-05-11,10175200000
2017-05-12,9902650000
2017-05-15,9918450000
2017-05-16,9713050000
2017-05-17,9302250000
2017-05-18,9160050000
2017-05-19,8800600000
2017-05-22,8784800000
2017-05-23,8816400000
2017-05-24,8765050000
2017-05-25,8697900000
2017-05-26,8855900000
2017-05-30,8903300000
2017-05-31,8887500000
2017-06-01,9002050000
2017-06-02,8911200000
2017-06-05,8863800000
2017-06-06,8725550000
2017-06-07,8741350000
2017-06-08,8804550000
2017-06-09,9017850000
2017-06-12,9136350000
2017-06-13,9250900000
2017-06-14,9183750000
2017-06-15,9120550000
2017-06-16,9041550000
2017-06-19,9096850000
2017-06-20,8741350000
2017-06-21,8650500000
2017-06-22,8697900000
2017-06-23,8678150000
2017-06-26,8757150000
2017-06-27,8895400000
2017-06-28,8879600000
2017-06-29,8780850000
2017-06-30,8686050000
2017-07-03,9049450000
2017-07-05,9116600000
2017-07-06,8970450000
2017-07-07,8942800000
2017-07-10,8377950000
2017-07-11,8374000000
2017-07-12,8520150000
2017-07-13,8998100000
2017-07-14,9195600000
2017-07-17,9227200000
2017-07-18,9112650000
2017-07-19,9199550000
2017-07-20,9286450000
2017-07-21,9393100000
2017-07-24,9152150000
2017-07-25,9468150000
2017-07-26,9464200000
2017-07-27,9582700000
2017-07-28,9397050000
2017-07-31,9317530000
2017-08-01,9337080000
2017-08-02,9157220000
2017-08-03,9176770000
2017-08-04,9333170000
2017-08-07,9399640000
2017-08-08,9610780000
2017-08-09,9294070000
2017-08-10,9012550000
2017-08-11,9051650000
2017-08-14,9032100000
2017-08-15,8629370000
2017-08-16,8824870000
2017-08-17,8867880000
2017-08-18,8856150000
2017-08-21,8824870000
2017-08-22,8977360000
2017-08-23,9067290000
2017-08-24,9114210000
2017-08-25,9294070000
2017-08-28,9145490000
2017-08-29,9223690000
2017-08-30,9180680000
2017-08-31,9235420000
2017-09-01,9481750000
2017-09-05,9395730000
2017-09-06,10095620000
2017-09-07,10130810000
2017-09-08,10048700000
2017-09-11,10142540000
2017-09-12,10795510000
2017-09-13,11034020000
2017-09-14,10869800000
2017-09-15,10944090000
2017-09-18,10908900000
2017-09-19,10924540000
2017-09-20,10948000000
2017-09-21,10893260000
2017-09-22,11088760000
2017-09-25,11385920000
2017-09-26,11460210000
2017-09-27,11612700000
2017-09-28,11542320000
2017-09-29,11546230000
2017-10-02,11534500000
2017-10-03,11323360000
2017-10-04,11335090000
2017-10-05,11565780000
2017-10-06,11491490000
2017-10-09,11233430000
2017-10-10,11221700000
2017-10-11,11112220000
2017-10-12,10639110000
2017-10-13,10654750000
2017-10-16,10635200000
2017-10-17,10381050000
2017-10-18,10424060000
2017-10-19,10404510000
2017-10-20,10541360000
2017-10-23,10635200000
2017-10-24,10627380000
2017-10-25,10600010000
2017-10-26,10666480000
2017-10-27,10431880000
2017-10-30,10145120000
2017-10-31,10110110000
2017-11-01,10106220000
2017-11-02,10289050000
2017-11-03,10261820000
2017-11-06,10137340000
2017-11-07,10001190000
2017-11-08,9985630000
2017-11-09,10250150000
2017-11-10,10592470000
2017-11-13,10394080000
2017-11-14,10397970000
2017-11-15,10464100000
2017-11-16,10689720000
2017-11-17,11436600000
2017-11-20,11642770000
2017-11-21,11557190000
2017-11-22,11347130000
2017-11-24,11529960000
2017-11-27,11670000000
2017-11-28,12051220000
2017-11-29,12642500000
2017-11-30,12568590000
2017-12-01,12440220000
2017-12-04,13261010000
2017-12-05,12961480000
2017-12-06,12992600000
2017-12-07,13101520000
2017-12-08,13027610000
2017-12-11,13070400000
2017-12-12,13210440000
2017-12-13,13327140000
2017-12-14,12907020000
2017-12-15,13054840000
2017-12-18,13393270000
2017-12-19,13346590000
2017-12-20,13350480000
2017-12-21,13401050000
2017-12-22,13397160000
2017-12-26,13591660000
2017-12-27,13416610000
2017-12-28,13397160000
2017-12-29,13249340000
2018-01-02,13175429999
2018-01-03,12903130000
2018-01-04,12735860000
2018-01-05,12661949999
2018-01-08,12564699999
2018-01-09,12444110000
2018-01-10,12459670000
2018-01-11,12910910000
2018-01-12,13175429999
2018-01-16,12724190000
2018-01-17,12938140000
2018-01-18,13132640000
2018-01-19,13541090000
2018-01-22,13801719999
2018-01-23,13793940000
2018-01-24,13568320000
2018-01-25,13451620000
2018-01-26,13556650000
2018-01-29,13646120000
2018-01-30,13377710000
2018-01-31,12930360000
2018-02-01,12790320000
2018-02-02,12483010000
2018-02-05,11887840000
2018-02-06,12510239999
2018-02-07,12689179999
2018-02-08,12125130000
2018-02-09,12560810000
2018-02-12,12222380000
2018-02-13,12615270000
2018-02-14,12879790000
2018-02-15,12965370000
2018-02-16,12942030000
2018-02-20,12296290000
2018-02-21,12533580000
2018-02-22,12591929999
2018-02-23,12716410000
2018-02-26,12498570000
2018-02-27,12144580000
2018-02-28,12284620000
2018-03-01,12331300000
2018-03-02,13296020000
2018-03-05,13261010000
2018-03-06,13455510000
2018-03-07,12945920000
2018-03-08,12681400000
2018-03-09,12864230000
2018-03-12,12541360000
2018-03-13,12708630000
2018-03-14,12611380000
2018-03-15,12381870000
2018-03-16,12374090000
2018-03-19,12537469999
2018-03-20,12572480000
2018-03-21,12490790000
2018-03-22,12129020000
2018-03-23,12074560000
2018-03-26,12043440000
2018-03-27,11872280000
2018-03-28,12020100000
2018-03-29,12136800000
2018-04-02,11961750000
2018-04-03,12132910000
2018-04-04,12401320000
2018-04-05,12451890000
2018-04-06,11996760000
2018-04-09,11697230000
2018-04-10,11973420000
2018-04-11,11883950000
2018-04-12,11918960000
2018-04-13,11689450000
2018-04-16,11732240000
2018-04-17,11880060000
2018-04-18,11491060000
2018-04-19,11494950000
2018-04-20,11063160000
2018-04-23,11195420000
2018-04-24,11354910000
2018-04-25,11634990000
2018-04-26,11716680000
2018-04-27,11829490000
2018-04-30,11374360000
2018-05-01,11222650000
2018-05-02,11327680000
2018-05-03,11277110000
2018-05-04,11203200000
2018-05-07,10971450000
2018-05-08,11114640000
2018-05-09,11304270000
2018-05-10,11145600000
2018-05-11,11296530000
2018-05-14,11757060000
2018-05-15,12058920000
2018-05-16,12217590000
2018-05-17,12147930000
2018-05-18,12217590000
2018-05-21,12267900000
2018-05-22,12287250000
2018-05-23,12376260000
2018-05-24,12751650000
2018-05-25,10894050000
2018-05-29,10948230000
2018-05-30,11176560000
2018-05-31,10828260000
2018-06-01,11207520000
2018-06-04,11296530000
2018-06-05,12066660000
2018-06-06,12031830000
2018-06-07,12205980000
2018-06-08,12283380000
2018-06-11,12674250000
2018-06-12,12743910000
2018-06-13,12473009999
2018-06-14,12124710000
2018-06-15,12240810000
2018-06-18,12592980000
2018-06-19,12589110000
2018-06-20,12801960000
2018-06-21,13061250000
2018-06-22,12921930000
2018-06-25,12979980000
2018-06-26,13053509999
2018-06-27,12863880000
2018-06-28,12968370000
2018-06-29,12534930000
2018-07-02,12279510000
2018-07-03,12476880000
2018-07-05,12229200000
2018-07-06,12097620000
2018-07-09,11927340000
2018-07-10,12000870000
2018-07-11,11687400000
2018-07-12,11451330000
2018-07-13,11377800000
2018-07-16,11408760000
