,TMUS
2011-11-30,2085632019
2011-12-01,2065682495
2011-12-02,2063868902
2011-12-05,2078377646
2011-12-06,2239787429
2011-12-07,2136412624
2011-12-08,2058428123
2011-12-09,2107395135
2011-12-12,2083818425
2011-12-13,2123717473
2011-12-14,2038478599
2011-12-15,2100140763
2011-12-16,2072936867
2011-12-19,1978630028
2011-12-20,2063868902
2011-12-21,2071123274
2011-12-22,2096513577
2011-12-23,2033037820
2011-12-27,2078377646
2011-12-28,2000393145
2011-12-29,2051173750
2011-12-30,2159989334
2012-01-03,2337721454
2012-01-04,2187193230
2012-01-05,1993138772
2012-01-06,1996765959
2012-01-09,2040292192
2012-01-10,2065682495
2012-01-11,2098327170
2012-01-12,2130971845
2012-01-13,2078377646
2012-01-17,2087445612
2012-01-18,2159989334
2012-01-19,2223465091
2012-01-20,2170870892
2012-01-23,2176311672
2012-01-24,2130971845
2012-01-25,2196261195
2012-01-26,2185379637
2012-01-27,2176311672
2012-01-30,2187193230
2012-01-31,2199888381
2012-02-01,2270618511
2012-02-02,2294195220
2012-02-03,2350416605
2012-02-06,2392129246
2012-02-07,2377620501
2012-02-08,2386688466
2012-02-09,2401197211
2012-02-10,2441096258
2012-02-13,2479181713
2012-02-14,2486436085
2012-02-15,2497317643
2012-02-16,2577115738
2012-02-17,2573488552
2012-02-21,2566234179
2012-02-22,2558979807
2012-02-23,2912630454
2012-02-24,2988801362
2012-02-27,2945275129
2012-02-28,2742152706
2012-02-29,2564420586
2012-03-01,2705880845
2012-03-02,2627896343
2012-03-05,2479181713
2012-03-06,2401197211
2012-03-07,2451977817
2012-03-08,2480995306
2012-03-09,2531775911
2012-03-12,2446537037
2012-03-13,2486436085
2012-03-14,2433841886
2012-03-15,2473740933
2012-03-16,2513639981
2012-03-19,2488249678
2012-03-20,2468300154
2012-03-21,2441096258
2012-03-22,2426587514
2012-03-23,2390315653
2012-03-26,2433841886
2012-03-27,2323212709
2012-03-28,2330467082
2012-03-29,2299636000
2012-03-30,2245228208
2012-04-02,3345537975
2012-04-03,3383008000
2012-04-04,3283980076
2012-04-05,3251862911
2012-04-09,3128747114
2012-04-10,3048454202
2012-04-11,3147482126
2012-04-12,3166217139
2012-04-13,3085924228
2012-04-16,3045777772
2012-04-17,3040424911
2012-04-18,2936044126
2012-04-19,2989572734
2012-04-20,2952102709
2012-04-23,2917309114
2012-04-24,2922661974
2012-04-25,2917309114
2012-04-26,2601490329
2012-04-27,2574726025
2012-04-30,2681783240
2012-05-01,2620225342
2012-05-02,2590784607
2012-05-03,2534579569
2012-05-04,2443580936
2012-05-07,2454286658
2012-05-08,2408787342
2012-05-09,2754046861
2012-05-10,2593461038
2012-05-11,2585431747
2012-05-14,2473021671
2012-05-15,2368640886
2012-05-16,2398081620
2012-05-17,2339200152
2012-05-18,2347229443
2012-05-21,2355258734
2012-05-22,2357935164
2012-05-23,2360611595
2012-05-24,2365964455
2012-05-25,2395405190
2012-05-29,2408787342
2012-05-30,2325818000
2012-05-31,2349905873
2012-06-01,2274965823
2012-06-04,2232142936
2012-06-05,2261583671
2012-06-06,2280318683
2012-06-07,2288347974
2012-06-08,2258907240
2012-06-11,2202702202
2012-06-12,2221437215
2012-06-13,2167908607
2012-06-14,2130438582
2012-06-15,2197349341
2012-06-18,2119732860
2012-06-19,2170585038
2012-06-20,2197349341
2012-06-21,2181290759
2012-06-22,2167908607
2012-06-25,2127762152
2012-06-26,2052822101
2012-06-27,2082262835
2012-06-28,2098321417
2012-06-29,2221437215
2012-07-02,2336523721
2012-07-03,2414140202
2012-07-05,2360611595
2012-07-06,2355258734
2012-07-09,2320465139
2012-07-10,2379346607
2012-07-11,2406110911
2012-07-12,2288347974
2012-07-13,2315112278
2012-07-16,2336523721
2012-07-17,2414140202
2012-07-18,2406110911
2012-07-19,2406110911
2012-07-20,2355258734
2012-07-23,2291024405
2012-07-24,2419493063
2012-07-25,2307082987
2012-07-26,3155511418
2012-07-27,3321450101
2012-07-30,3267921493
2012-07-31,3217069316
2012-08-01,3235804329
2012-08-02,3166217139
2012-08-03,3182275721
2012-08-06,3227775038
2012-08-07,3184952152
2012-08-08,3206363595
2012-08-09,3225098607
2012-08-10,3316097240
2012-08-13,3334832253
2012-08-14,3372302278
2012-08-15,3597122430
2012-08-16,3503447367
2012-08-17,3685444633
2012-08-20,3639945316
2012-08-21,3728267519
2012-08-22,3567681696
2012-08-23,3570358126
2012-08-24,3607828152
2012-08-27,3581063848
2012-08-28,3551623114
2012-08-29,3578387418
2012-08-30,3543593823
2012-08-31,3573034557
2012-09-04,3629239595
2012-09-05,3615857443
2012-09-06,3696150354
2012-09-07,3661356759
2012-09-10,3589093139
2012-09-11,3696150354
2012-09-12,3787148987
2012-09-13,3848706886
2012-09-14,3904911924
2012-09-17,3915617645
2012-09-18,3945058380
2012-09-19,4151143519
2012-09-20,4110997063
2012-09-21,4271582886
2012-09-24,4327787924
2012-09-25,4239465721
2012-09-26,4132408506
2012-09-27,4389345823
2012-09-28,4301023620
2012-10-01,2879153708
2012-10-02,3390881850
2012-10-03,3059442271
2012-10-04,3172350259
2012-10-05,3161423680
2012-10-08,3134107231
2012-10-09,3126822845
2012-10-10,3008451566
2012-10-11,2910112350
2012-10-12,2968387441
2012-10-15,2831805197
2012-10-16,2753498044
2012-10-17,2737108174
2012-10-18,2786277782
2012-10-19,2742571464
2012-10-22,2782635589
2012-10-23,2698865146
2012-10-24,2695222953
2012-10-25,2678833083
2012-10-26,2646053345
2012-10-31,2551356322
2012-11-01,2602347027
2012-11-02,2547714129
2012-11-05,2514934390
2012-11-06,2547714129
2012-11-07,2456659299
2012-11-08,2494902328
2012-11-09,2538608646
2012-11-12,2511292197
2012-11-13,2538608646
2012-11-14,2542250839
2012-11-15,2611452510
2012-11-16,2689759663
2012-11-19,2749855850
2012-11-20,2631484572
2012-11-21,2638768958
2012-11-23,2666085407
2012-11-26,2635126765
2012-11-27,2635126765
2012-11-28,2596883737
2012-11-29,2534966453
2012-11-30,2662443214
2012-12-03,2691580760
2012-12-04,2489439038
2012-12-05,2524039873
2012-12-06,2591420447
2012-12-07,2629663475
2012-12-10,2558640708
2012-12-11,2536787549
2012-12-12,2478512458
2012-12-13,2496723424
2012-12-14,2511292197
2012-12-17,2496723424
2012-12-18,2489439038
2012-12-19,2489439038
2012-12-20,2494902328
2012-12-21,2476691362
2012-12-24,2447553816
2012-12-26,2456659299
2012-12-27,2469406976
2012-12-28,2451196010
2012-12-31,2489294107
2013-01-02,2429069250
2013-01-03,2412644288
2013-01-04,2436369232
2013-01-07,2394394332
2013-01-08,2337819466
2013-01-09,2352419431
2013-01-10,2436369232
2013-01-11,2388919345
2013-01-14,2381619362
2013-01-15,2399869319
2013-01-16,2337819466
2013-01-17,2356069422
2013-01-18,2354244427
2013-01-22,2359719414
2013-01-23,2388919345
2013-01-24,2436369232
2013-01-25,2432719241
2013-01-28,2445494211
2013-01-29,2441844219
2013-01-30,2480169129
2013-01-31,2513019051
2013-02-01,2476519137
2013-02-04,2480169129
2013-02-05,2452794193
2013-02-06,2429069250
2013-02-07,2449144202
2013-02-08,2480169129
2013-02-11,2529444012
2013-02-12,2542218982
2013-02-13,2576893900
2013-02-14,2564118930
2013-02-15,2593318861
2013-02-19,2573243908
2013-02-20,2523969025
2013-02-21,2523969025
2013-02-22,2492944098
2013-02-25,2445494211
2013-02-26,2419944271
2013-02-27,2476519137
2013-02-28,2454619189
2013-03-01,2456444185
2013-03-04,2540393986
2013-03-05,2582368887
2013-03-06,2595143856
2013-03-07,2651718723
2013-03-08,2708293589
2013-03-11,2629818774
2013-03-12,2569593917
2013-03-13,2529444012
2013-03-14,2576893900
2013-03-15,2600618844
2013-03-18,2567768921
2013-03-19,2620693796
2013-03-20,2648068731
2013-03-21,2624343787
2013-03-22,2640768748
2013-03-25,2655368714
2013-03-26,2671793675
2013-03-27,2637118757
2013-03-28,2730193537
2013-04-01,10082037855
2013-04-02,10048807671
2013-04-03,9995639377
2013-04-04,10141852187
2013-04-05,10234896702
2013-04-08,10281418960
2013-04-09,10208312555
2013-04-10,10547260433
2013-04-11,10314649144
2013-04-12,10507384212
2013-04-15,10082037855
2013-04-16,10082037855
2013-04-17,10048807671
2013-04-18,10208312555
2013-04-19,10141852187
2013-04-22,10414339696
2013-04-23,10660243059
2013-04-24,10733349464
2013-04-25,10899500384
2013-04-26,10846332090
2013-04-29,10899500384
2013-04-30,10799809832
2013-05-01,10979252826
2013-05-02,11776777245
2013-05-03,11630564435
2013-05-06,11723608950
2013-05-07,11903051944
2013-05-08,11810007429
2013-05-09,12148955306
2013-05-10,12388212632
2013-05-13,12574301663
2013-05-14,12614177884
2013-05-15,12800266915
2013-05-16,13086046498
2013-05-17,13238905345
2013-05-20,13644313591
2013-05-21,13863632806
2013-05-22,13331949860
2013-05-23,13544623039
2013-05-24,13650959628
2013-05-28,13664251701
2013-05-29,13943385248
2013-05-30,14195934647
2013-05-31,14242456905
2013-06-03,13843694696
2013-06-04,13837048659
2013-06-05,13537977002
2013-06-06,13730712070
2013-06-07,14162704463
2013-06-10,14089598058
2013-06-11,14249102942
2013-06-12,14156058426
2013-06-13,14514944414
2013-06-14,14727617593
2013-06-17,14833954182
2013-06-18,14940290771
2013-06-19,14774139850
2013-06-20,15239362428
2013-06-21,15166256023
2013-06-24,14780785887
2013-06-25,15299176759
2013-06-26,15711231042
2013-06-27,16316020393
2013-06-28,16488817350
2013-07-01,17078400000
2013-07-02,16826400000
2013-07-03,16596000000
2013-07-05,16891200000
2013-07-08,16797599999
2013-07-09,17344800000
2013-07-10,17582400000
2013-07-11,17971200000
2013-07-12,17956800000
2013-07-15,18244800000
2013-07-16,17546400000
2013-07-17,17640000000
2013-07-18,17676000000
2013-07-19,17683200000
2013-07-22,17647200000
2013-07-23,17438400000
2013-07-24,17431200000
2013-07-25,17575200000
2013-07-26,17402400000
2013-07-29,17236800000
2013-07-30,17121600000
2013-07-31,17359200000
2013-08-01,17445600000
2013-08-02,17798400000
2013-08-05,17784000000
2013-08-06,17323200000
2013-08-07,17287200000
2013-08-08,18000000000
2013-08-09,18165600000
2013-08-12,18007200000
2013-08-13,18007200000
2013-08-14,17568000000
2013-08-15,17380800000
2013-08-16,17172000000
2013-08-19,16797599999
2013-08-20,16912799999
2013-08-21,16768800000
2013-08-22,17013600000
2013-08-23,17200800000
2013-08-26,17157599999
2013-08-27,16977599999
2013-08-28,16660800000
2013-08-29,16732799999
2013-08-30,16812000000
2013-09-03,17308800000
2013-09-04,17740800000
2013-09-05,17697600000
2013-09-06,17661600000
2013-09-09,17812800000
2013-09-10,18187200000
2013-09-11,18396000000
2013-09-12,18316800000
2013-09-13,17791200000
2013-09-16,17762400000
2013-09-17,18064800000
2013-09-18,18144000000
2013-09-19,18043200000
2013-09-20,17978400000
2013-09-23,17942400000
2013-09-24,18316800000
2013-09-25,18777600000
2013-09-26,18806400000
2013-09-27,18770400000
2013-09-30,19788223778
2013-10-01,20146347196
2013-10-02,20275881199
2013-10-03,20176825785
2013-10-04,20100629313
2013-10-07,19772984484
2013-10-08,19673929070
2013-10-09,19323425299
2013-10-10,19788223778
2013-10-11,19971095311
2013-10-14,20176825785
2013-10-15,19955856016
2013-10-16,20466372379
2013-10-17,20908311916
2013-10-18,21098803096
2013-10-21,20847354739
2013-10-22,20931170858
2013-10-23,20877833328
2013-10-24,21014986977
2013-10-25,20999747683
2013-10-28,20908311916
2013-10-29,21106422744
2013-10-30,21197858510
2013-10-31,21129281685
2013-11-01,21251196040
2013-11-04,21594080164
2013-11-05,21426447926
2013-11-06,21357871101
2013-11-07,20237782963
2013-11-08,21091183449
2013-11-11,20550188498
2013-11-12,19879659544
2013-11-13,19849180956
2013-11-14,19430100360
2013-11-15,19849180956
2013-11-18,19803463072
2013-11-19,19887279192
2013-11-20,20085390019
2013-11-21,20405415201
2013-11-22,20138727549
2013-11-25,19902518486
2013-11-26,20070150724
2013-11-27,19856800603
2013-11-29,19818702367
2013-12-02,20184445432
2013-12-03,20557808145
2013-12-04,20512090262
2013-12-05,20039672136
2013-12-06,20062531077
2013-12-09,20275881199
2013-12-10,20009193547
2013-12-11,19856800603
2013-12-12,19384382476
2013-12-13,21060704860
2013-12-16,20108248960
2013-12-17,20329218729
2013-12-18,20763538620
2013-12-19,22561775359
2013-12-20,23620906320
2013-12-23,24276195979
2013-12-24,24527644336
2013-12-26,25091498229
2013-12-27,25381044823
2013-12-30,25182933995
2013-12-31,26735088047
2014-01-02,26520507970
2014-01-03,25654240254
2014-01-06,26607929483
2014-01-07,26401296817
2014-01-08,26425139048
2014-01-09,26250296022
2014-01-10,26242348612
2014-01-13,25821135869
2014-01-14,26178769330
2014-01-15,25852925510
2014-01-16,25908557382
2014-01-17,25837030690
2014-01-21,26361559766
2014-01-22,26576139842
2014-01-23,26019821125
2014-01-24,25177395640
2014-01-27,25288659383
2014-01-28,25678082485
2014-01-29,24676708795
2014-01-30,24422391667
2014-01-31,24295233103
2014-02-03,23468702438
2014-02-04,23945547053
2014-02-05,25233027512
2014-02-06,23484597259
2014-02-07,24183969360
2014-02-10,23897862591
2014-02-11,24088600437
2014-02-12,24398549436
2014-02-13,24549550231
2014-02-14,24867446640
2014-02-18,24795919948
2014-02-19,24835657000
2014-02-20,25089974127
2014-02-21,25455554998
2014-02-24,25678082485
2014-02-25,24215759001
2014-02-26,24104495257
2014-02-27,24557497641
2014-02-28,24239601232
2014-03-03,24239601232
2014-03-04,25264817152
2014-03-05,25288659383
2014-03-06,24883341461
2014-03-07,24470076128
2014-03-10,24613129513
2014-03-11,24978710384
2014-03-12,25129711178
2014-03-13,24970762974
2014-03-14,24891288871
2014-03-17,24406496847
2014-03-18,24795919948
2014-03-19,24724393256
2014-03-20,25566818742
2014-03-21,25995978895
2014-03-24,25988031484
2014-03-25,25988031484
2014-03-26,25439660178
2014-03-27,25670135075
2014-03-28,25908557382
2014-03-31,26553606846
2014-04-01,26915372607
2014-04-02,26923411846
2014-04-03,26730470107
2014-04-04,26095370215
2014-04-07,24728699563
2014-04-08,25066347607
2014-04-09,25492427281
2014-04-10,24801052716
2014-04-11,24125756629
2014-04-14,23908697172
2014-04-15,23466539020
2014-04-16,23916736411
2014-04-17,24439286955
2014-04-21,24503600868
2014-04-22,24913602063
2014-04-23,23964971846
2014-04-24,23627323803
2014-04-25,23353989672
2014-04-28,22590261955
2014-04-29,23345950433
2014-04-30,23546931411
2014-05-01,25444191846
2014-05-02,25725565216
2014-05-05,25613015868
2014-05-06,25058308368
2014-05-07,25733604455
2014-05-08,25508505759
2014-05-09,25596937389
2014-05-12,25966742389
2014-05-13,26465175215
2014-05-14,26400861302
2014-05-15,26738509346
2014-05-16,26601842281
2014-05-19,27156549781
2014-05-20,26770666302
2014-05-21,27019882715
2014-05-22,26891254889
2014-05-23,27301256085
2014-05-27,27590668694
2014-05-28,27654982607
2014-05-29,28024787607
2014-05-30,27598707933
2014-06-02,27775571194
2014-06-03,27494197824
2014-06-04,27558511737
2014-06-05,26923411846
2014-06-06,27148510542
2014-06-09,27244981411
2014-06-10,26802823259
2014-06-11,26690273911
2014-06-12,26545567607
2014-06-13,26457135976
2014-06-16,26497332172
2014-06-17,26577724563
2014-06-18,26272233476
2014-06-19,26529489129
2014-06-20,26658116955
2014-06-23,26577724563
2014-06-24,26344586629
2014-06-25,26545567607
2014-06-26,26754587824
2014-06-27,26754587824
2014-06-30,26335886126
2014-07-01,26171384756
2014-07-02,26124384364
2014-07-03,26108717567
2014-07-07,25842382014
2014-07-08,25497712475
2014-07-09,25873715608
2014-07-10,25756214629
2014-07-11,26241885343
2014-07-14,25865882210
2014-07-15,25145209538
2014-07-16,25254877118
2014-07-17,25035541957
2014-07-18,25239210321
2014-07-21,24902374181
2014-07-22,24777039803
2014-07-23,24675205621
2014-07-24,24393203271
2014-07-25,24432370264
2014-07-28,24401036670
2014-07-29,24393203271
2014-07-30,24236535299
2014-07-31,25803215021
2014-08-01,26179218154
2014-08-04,26390719917
2014-08-05,26563054686
2014-08-06,24330536082
2014-08-07,23390528249
2014-08-08,23453195438
2014-08-11,23061525507
2014-08-12,23194693284
2014-08-13,22826523549
2014-08-14,22474020612
2014-08-15,22763856360
2014-08-18,22591521591
2014-08-19,22677688975
2014-08-20,23249527074
2014-08-21,22842190346
2014-08-22,22732522766
2014-08-25,22897024137
2014-08-26,23085025703
2014-08-27,23061525507
2014-08-28,23374861452
2014-08-29,23562863018
2014-09-02,23837031970
2014-09-03,23876198963
2014-09-04,23688197396
2014-09-05,24025033536
2014-09-08,24119034320
2014-09-09,23719530991
2014-09-10,23907532557
2014-09-11,23852698767
2014-09-12,24150367914
2014-09-15,23797864977
2014-09-16,23719530991
2014-09-17,23837031970
2014-09-18,23876198963
2014-09-19,23555029620
2014-09-22,22701189171
2014-09-23,22278185646
2014-09-24,22630688584
2014-09-25,22317352639
2014-09-26,22638521982
2014-09-29,22701189171
2014-09-30,23310238293
2014-10-01,22696598491
2014-10-02,23253718838
2014-10-03,23479796660
2014-10-06,23681651858
2014-10-07,23277941462
2014-10-08,23366757749
2014-10-09,22922676313
2014-10-10,22292888094
2014-10-13,21735767747
2014-10-14,21323983143
2014-10-15,20783011211
2014-10-16,20726491756
2014-10-17,21081756905
2014-10-20,21768064579
2014-10-21,22091032896
2014-10-22,21840732450
2014-10-23,22422075421
2014-10-24,22704672699
2014-10-27,22599707996
2014-10-28,23294089878
2014-10-29,23084160471
2014-10-30,23294089878
2014-10-31,23568612947
2014-11-03,23665503442
2014-11-04,22971121560
2014-11-05,23043789432
2014-11-06,22736969530
2014-11-07,22882305273
2014-11-10,23253718838
2014-11-11,23035715224
2014-11-12,22898453689
2014-11-13,22583559580
2014-11-14,23051863640
2014-11-17,22567411164
2014-11-18,22502817500
2014-11-19,22163700767
2014-11-20,22543188540
2014-11-21,23027641016
2014-11-24,23318312501
2014-11-25,23366757749
2014-11-26,23608983987
2014-11-28,23568612947
2014-12-01,23059937848
2014-12-02,22591633788
2014-12-03,22850008441
2014-12-04,22963047352
2014-12-05,22761192154
2014-12-08,22769266362
2014-12-09,20871827499
2014-12-10,20460042894
2014-12-11,20702269132
2014-12-12,20435820270
2014-12-15,20387375023
2014-12-16,19838328884
2014-12-17,20266261904
2014-12-18,20920272746
2014-12-19,21356279974
2014-12-22,21541986757
2014-12-23,21477393093
2014-12-24,21533912549
2014-12-26,21824584034
2014-12-29,22195997599
2014-12-30,21800361411
2014-12-31,21783832870
2015-01-02,22074930859
2015-01-05,21775746815
2015-01-06,21727230483
2015-01-07,22843106109
2015-01-08,23465732364
2015-01-09,23651711635
2015-01-12,23667883746
2015-01-13,23829604851
2015-01-14,23910465403
2015-01-15,23595109248
2015-01-16,23562765027
2015-01-20,23886207238
2015-01-21,24322854222
2015-01-22,24662468543
2015-01-23,24387542664
2015-01-26,24791845427
2015-01-27,24791845427
2015-01-28,24330940277
2015-01-29,23894293293
2015-01-30,24403714774
2015-02-02,24533091658
2015-02-03,24977824698
2015-02-04,24864619924
2015-02-05,25236578466
2015-02-06,25317439019
2015-02-09,25131459748
2015-02-10,25309352963
2015-02-11,25277008742
2015-02-12,25543848566
2015-02-13,25673225450
2015-02-17,25681311505
2015-02-18,25066771306
2015-02-19,25754086003
2015-02-20,25834946555
2015-02-23,25357869295
2015-02-24,25543848566
2015-02-25,26029011881
2015-02-26,26263507484
2015-02-27,26708240523
2015-03-02,26651638136
2015-03-03,26489917031
2015-03-04,26425228589
2015-03-05,26522261252
2015-03-06,26457572810
2015-03-09,26700154468
2015-03-10,26166474821
2015-03-11,25964323439
2015-03-12,25996667660
2015-03-13,25907721053
2015-03-16,26255421429
2015-03-17,26417142534
2015-03-18,26570777584
2015-03-19,26845703463
2015-03-20,26797187131
2015-03-23,26805273186
2015-03-24,26667810247
2015-03-25,26150302710
2015-03-26,26247335373
2015-03-27,26182646931
2015-03-30,26117958489
2015-03-31,25719763432
2015-04-01,25679183180
2015-04-02,26750501821
2015-04-06,26847894425
2015-04-07,26766733922
2015-04-08,26596296865
2015-04-09,26279770903
2015-04-10,26020057293
2015-04-13,25557442426
2015-04-14,25865852337
2015-04-15,25979477042
2015-04-16,26020057293
2015-04-17,26044405444
2015-04-20,26531368463
2015-04-21,27067027783
2015-04-22,27667615506
2015-04-23,27951677267
2015-04-24,27846168613
2015-04-27,27643267355
2015-04-28,27570222903
2015-04-29,28097766173
2015-04-30,27627035255
2015-05-01,27472830299
2015-05-04,27716311808
2015-05-05,27432250047
2015-05-06,27026447532
2015-05-07,27026447532
2015-05-08,27407901896
2015-05-11,27570222903
2015-05-12,28049069871
2015-05-13,27537758701
2015-05-14,27659499456
2015-05-15,27919213066
2015-05-18,28268203229
2015-05-19,27919213066
2015-05-20,28576613141
2015-05-21,29420682373
2015-05-22,29769672537
2015-05-26,31287373945
2015-05-27,31368534448
2015-05-28,31100704787
2015-05-29,31555203605
2015-06-01,31563319655
2015-06-02,31360418397
2015-06-03,31108820838
2015-06-04,31928541919
2015-06-05,32658986447
2015-06-08,32042166623
2015-06-09,31482159152
2015-06-10,31376650498
2015-06-11,30938383781
2015-06-12,31652596209
2015-06-15,31620132007
2015-06-16,31530855454
2015-06-17,32277532082
2015-06-18,32115211076
2015-06-19,31782453013
2015-06-22,31814917215
2015-06-23,32058398724
2015-06-24,31676944359
2015-06-25,31896077718
2015-06-26,31733756712
2015-06-29,31392882599
2015-06-30,31600235675
2015-07-01,31486125977
2015-07-02,31763249529
2015-07-06,31420920435
2015-07-07,31526879440
2015-07-08,31355714893
2015-07-09,31600235675
2015-07-10,31812153686
2015-07-13,31999619618
2015-07-14,32146332087
2015-07-15,31828455071
2015-07-16,31477975284
2015-07-17,31005235106
2015-07-20,31037837877
2015-07-21,30671056705
2015-07-22,30752563632
2015-07-23,30915577486
2015-07-24,30483590772
2015-07-27,29750028428
2015-07-28,30092357522
2015-07-29,30190165834
2015-07-30,31673591909
2015-07-31,33140716599
2015-08-03,33817224095
2015-08-04,33589004699
2015-08-05,33205922141
2015-08-06,32945099974
2015-08-07,32896195817
2015-08-10,33800922709
2015-08-11,33377086688
2015-08-12,33711265089
2015-08-13,33605306084
2015-08-14,33605306084
2015-08-17,34232909424
2015-08-18,34265512194
2015-08-19,34118799725
2015-08-20,33205922141
2015-08-21,32708729885
2015-08-24,31567632904
2015-08-25,31078591341
2015-08-26,31755098837
2015-08-27,32553866723
2015-08-28,32602770880
2015-08-31,32284893863
2015-09-01,31755098837
2015-09-02,32048523775
2015-09-03,32154482780
2015-09-04,31967016847
2015-09-08,32830990276
2015-09-09,32146332087
2015-09-10,32317496634
2015-09-11,32456058411
2015-09-14,32562017416
2015-09-15,33670511626
2015-09-16,33849826866
2015-09-17,34615991981
2015-09-18,34102498340
2015-09-21,34893115534
2015-09-22,34510032976
2015-09-23,35072430774
2015-09-24,34656745445
2015-09-25,34827909992
2015-09-28,33042908286
2015-09-29,32244140400
2015-09-30,32508279981
2015-10-01,32769587431
2015-10-02,33235041327
2015-10-05,33447353630
2015-10-06,33194212038
2015-10-07,32965568019
2015-10-08,32304133535
2015-10-09,32344962825
2015-10-12,33096221744
2015-10-13,32810416720
2015-10-14,32263304246
2015-10-15,32614436133
2015-10-16,33104387602
2015-10-19,33651500076
2015-10-20,33235041327
2015-10-21,32843080152
2015-10-22,33022729024
2015-10-23,33700495223
2015-10-26,33790319659
2015-10-27,31863177213
2015-10-28,32099987090
2015-10-29,30605635109
2015-10-30,30940435279
2015-11-02,31267069592
2015-11-03,31569206332
2015-11-04,31732523488
2015-11-05,32206143242
2015-11-06,31936669934
2015-11-09,31487547753
2015-11-10,30238171507
2015-11-11,30540308246
2015-11-12,31005762142
2015-11-13,31618201479
2015-11-16,30924103564
2015-11-17,31152747583
2015-11-18,30474981384
2015-11-19,30809781554
2015-11-20,31389557460
2015-11-23,31054757289
2015-11-24,31348728170
2015-11-25,30189176360
2015-11-27,30123849497
2015-11-30,28988795261
2015-12-01,29544073592
2015-12-02,29168444133
2015-12-03,28221204625
2015-12-04,28947965971
2015-12-07,29878873763
2015-12-08,30123849497
2015-12-09,29454249156
2015-12-10,29674727317
2015-12-11,29397088152
2015-12-14,29821712758
2015-12-15,31160913441
2015-12-16,31953001649
2015-12-17,32010162654
2015-12-18,30940435279
2015-12-21,31830513782
2015-12-22,32059157801
2015-12-23,32769587431
2015-12-24,32393957971
2015-12-28,32483782407
2015-12-29,32761421573
2015-12-30,32451118976
2015-12-31,32056170490
2016-01-04,31916867090
2016-01-05,32957545427
2016-01-06,32818242028
2016-01-07,33195180638
2016-01-08,32678938628
2016-01-11,32515052276
2016-01-12,32826436345
2016-01-13,31834923914
2016-01-14,32277417065
2016-01-15,30966326248
2016-01-19,30851605801
2016-01-20,30613970590
2016-01-21,30400918333
2016-01-22,31015492153
2016-01-25,31048269424
2016-01-26,32310194336
2016-01-27,31548122798
2016-01-28,31687426197
2016-01-29,32900185204
2016-02-01,33260735178
2016-02-02,32179085254
2016-02-03,31417013716
2016-02-04,31712009150
2016-02-05,29220936597
2016-02-08,27827902603
2016-02-09,27770542380
2016-02-10,28327755977
2016-02-11,27885262826
2016-02-12,28770249128
2016-02-16,29868287688
2016-02-17,30196060392
2016-02-18,30015785405
2016-02-19,28639140046
2016-02-22,29360239996
2016-02-23,29663429748
2016-02-24,30138700169
2016-02-25,31433402351
2016-02-26,30704108084
2016-02-29,30400918333
2016-03-01,31671037562
2016-03-02,31769369373
2016-03-03,31933255726
2016-03-04,31531734163
2016-03-07,31662843245
2016-03-08,31916867090
2016-03-09,31302293270
2016-03-10,30786051260
2016-03-11,30933548977
2016-03-14,30392724015
2016-03-15,30130505851
2016-03-16,30466472873
2016-03-17,30450084238
2016-03-18,30261614933
2016-03-21,30605776273
2016-03-22,30548416050
2016-03-23,30376335380
2016-03-24,30318975157
2016-03-28,30351752427
2016-03-29,31490762575
2016-03-30,31498956892
2016-03-31,31499240966
2016-04-01,32371021526
2016-04-04,32617751873
2016-04-05,32190085938
2016-04-06,32157188559
2016-04-07,31926906901
2016-04-08,31828214763
2016-04-11,31778868693
2016-04-12,31984477316
2016-04-13,31951579936
2016-04-14,31918682556
2016-04-15,32313451112
2016-04-18,32280553732
2016-04-19,32774014426
2016-04-20,33020744773
2016-04-21,33102988222
2016-04-22,33078315187
2016-04-25,33867852298
2016-04-26,32346348491
2016-04-27,32650649253
2016-04-28,32699995322
2016-04-29,32305226767
2016-05-02,32889155255
2016-05-03,32617751873
2016-05-04,32157188559
2016-05-05,32280553732
2016-05-06,32477938010
2016-05-09,32815136151
2016-05-10,33563551536
2016-05-11,33571775881
2016-05-12,33489532432
2016-05-13,33423737673
2016-05-16,33407288983
2016-05-17,33489532432
2016-05-18,33456635053
2016-05-19,33563551536
2016-05-20,34295518233
2016-05-23,34246172163
2016-05-24,34435332096
2016-05-25,34640940718
2016-05-26,35060382308
2016-05-27,34986363204
2016-05-31,35167298792
2016-06-01,35052157963
2016-06-02,35520945623
2016-06-03,35882816798
2016-06-06,35422253484
2016-06-07,35973284592
2016-06-08,36113098455
2016-06-09,35430477829
2016-06-10,34484678165
2016-06-13,34599818994
2016-06-14,34830100651
2016-06-15,34262620853
2016-06-16,34344864302
2016-06-17,34353088647
2016-06-20,34772530237
2016-06-21,35298888310
2016-06-22,35117952723
2016-06-23,35915714178
2016-06-24,33802057539
2016-06-27,33884300988
2016-06-28,34961690169
2016-06-29,35734778590
2016-06-30,35611153619
2016-07-01,35380713984
2016-07-05,35561773697
2016-07-06,35512393775
2016-07-07,35356024023
2016-07-08,35866283215
2016-07-11,36244862615
2016-07-12,35915663137
2016-07-13,36384772394
2016-07-14,36236632628
2016-07-15,36549372133
2016-07-18,36516452185
2016-07-19,36524682172
2016-07-20,36656361964
