,MO
2004-08-25,24468341081
2004-08-26,24570976740
2004-08-27,24632558136
2004-08-30,24570976740
2004-08-31,24550449608
2004-09-01,24570976740
2004-09-02,24632558136
2004-09-03,24673612399
2004-09-07,24837829453
2004-09-08,24878883717
2004-09-09,24899410849
2004-09-10,25043100771
2004-09-13,24488868213
2004-09-14,24612031004
2004-09-15,24550449608
2004-09-16,24529922477
2004-09-17,24304124027
2004-09-20,23606201547
2004-09-21,23134077516
2004-09-22,22764589144
2004-09-23,22928806198
2004-09-24,22661953485
2004-09-27,22641426353
2004-09-28,23175131779
2004-09-29,23318821702
2004-09-30,23544111776
2004-10-01,24035894789
2004-10-04,23933439995
2004-10-05,23810494241
2004-10-06,23912949036
2004-10-07,23462147940
2004-10-08,23277729310
2004-10-11,23523620817
2004-10-12,23503129858
2004-10-13,23605584652
2004-10-14,23503129858
2004-10-15,23708039447
2004-10-18,23728530406
2004-10-19,23728530406
2004-10-20,23728530406
2004-10-21,23687548488
2004-10-22,23421166022
2004-10-25,23093310680
2004-10-26,23523620817
2004-10-27,24035894789
2004-10-28,24363750132
2004-10-29,24261295337
2004-11-01,24302277255
2004-11-02,24322768214
2004-11-03,25019460816
2004-11-04,27150520542
2004-11-05,27068556706
2004-11-08,27232484378
2004-11-09,26986592871
2004-11-10,27027574789
2004-11-11,27314448213
2004-11-12,27396412049
2004-11-15,27191502460
2004-11-16,27232484378
2004-11-17,28748815336
2004-11-18,29384035062
2004-11-19,29056179720
2004-11-22,28912743007
2004-11-23,28625869583
2004-11-24,28707833418
2004-11-26,29138143555
2004-11-29,28974215884
2004-11-30,28769306295
2004-12-01,28851270131
2004-12-02,29035688761
2004-12-03,29179125473
2004-12-06,29015197802
2004-12-07,28912743007
2004-12-08,29056179720
2004-12-09,29465998898
2004-12-10,29609435610
2004-12-13,29957781911
2004-12-14,30429073966
2004-12-15,30429073966
2004-12-16,30490546843
2004-12-17,30019254788
2004-12-20,30162691500
2004-12-21,30552019719
2004-12-22,30531528761
2004-12-23,30449564925
2004-12-27,30470055884
2004-12-28,30818402185
2004-12-29,30838893144
2004-12-30,30593001637
2004-12-31,30760539677
2005-01-03,30513301582
2005-01-04,30719333328
2005-01-05,30678126979
2005-01-06,30451492058
2005-01-07,30904761900
2005-01-10,31316825392
2005-01-11,31007777773
2005-01-12,31028380947
2005-01-13,31358031741
2005-01-14,31893714280
2005-01-18,32202761899
2005-01-19,31996730153
2005-01-20,31770095233
2005-01-21,31584666661
2005-01-24,31296222217
2005-01-25,31358031741
2005-01-26,31131396820
2005-01-27,31522857138
2005-01-28,31811301582
2005-01-31,32120349201
2005-02-01,32161555550
2005-02-02,32161555550
2005-02-03,32079142852
2005-02-04,33727396820
2005-02-07,33500761899
2005-02-08,33418349201
2005-02-09,32862063487
2005-02-10,33418349201
2005-02-11,33315333328
2005-02-14,33274126978
2005-02-15,33253523804
2005-02-16,32965079360
2005-02-17,32573619042
2005-02-18,32656031741
2005-02-22,31770095233
2005-02-23,32388190471
2005-02-24,32820857137
2005-02-25,33068095233
2005-02-28,33047492058
2005-03-01,33274126978
2005-03-02,33150507931
2005-03-03,33068095233
2005-03-04,33253523804
2005-03-07,33047492058
2005-03-08,33068095233
2005-03-09,32717841264
2005-03-10,32965079360
2005-03-11,32779650788
2005-03-14,32800253963
2005-03-15,32841460312
2005-03-16,32470603169
2005-03-17,32656031741
2005-03-18,32573619042
2005-03-21,31852507931
2005-03-22,31996730153
2005-03-23,32161555550
2005-03-24,32079142852
2005-03-28,32470603169
2005-03-29,32408793645
2005-03-30,32882666661
2005-03-31,33017046504
2005-04-01,32913674411
2005-04-04,32562209295
2005-04-05,32830976736
2005-04-06,33099744178
2005-04-07,33182441853
2005-04-08,33099744178
2005-04-11,33099744178
2005-04-12,32934348829
2005-04-13,33265139527
2005-04-14,33079069760
2005-04-15,32810302318
2005-04-18,32190069760
2005-04-19,32376139527
2005-04-20,31693883713
2005-04-21,32975697667
2005-04-22,32727604643
2005-04-25,32975697667
2005-04-26,32314116271
2005-04-27,32748279062
2005-04-28,32562209295
2005-04-29,32830976736
2005-05-02,33037720922
2005-05-03,33327162783
2005-05-04,33719976736
2005-05-05,33761325573
2005-05-06,33492558132
2005-05-09,33389186038
2005-05-10,33203116271
2005-05-11,33017046504
2005-05-12,32892999992
2005-05-13,32810302318
2005-05-16,33389186038
2005-05-17,33492558132
2005-05-18,33699302318
2005-05-19,34050767434
2005-05-20,34236837201
2005-05-23,34319534876
2005-05-24,34340209294
2005-05-25,34257511620
2005-05-26,34174813945
2005-05-27,34112790690
2005-05-31,33906046503
2005-06-01,33864697666
2005-06-02,34154139527
2005-06-03,33968069759
2005-06-06,33926720922
2005-06-07,34236837201
2005-06-08,34733023248
2005-06-09,34981116271
2005-06-10,34939767434
2005-06-13,34505604643
2005-06-14,33823348829
2005-06-15,33575255806
2005-06-16,33637279062
2005-06-17,33864697666
2005-06-20,33761325573
2005-06-21,33802674411
2005-06-22,33968069759
2005-06-23,33430534876
2005-06-24,32913674411
2005-06-27,32810302318
2005-06-28,32934348829
2005-06-29,32872325574
2005-06-30,32770791360
2005-07-01,32957460424
2005-07-05,32957460424
2005-07-06,32750050353
2005-07-07,32521899273
2005-07-08,32874496396
2005-07-11,33351539561
2005-07-12,32978201432
2005-07-13,33351539561
2005-07-14,33766359705
2005-07-15,33766359705
2005-07-18,33393021575
2005-07-19,33061165460
2005-07-20,33579690640
2005-07-21,33330798554
2005-07-22,33704136683
2005-07-25,33558949633
2005-07-26,33641913662
2005-07-27,33724877690
2005-07-28,33994510784
2005-07-29,33932287762
2005-08-01,33662654669
2005-08-02,33932287762
2005-08-03,34201920856
2005-08-04,34222661863
2005-08-05,33600431647
2005-08-08,33517467619
2005-08-09,33641913662
2005-08-10,33911546755
2005-08-11,34181179849
2005-08-12,33870064741
2005-08-15,33953028770
2005-08-16,34139697834
2005-08-17,34388589921
2005-08-18,35674532366
2005-08-19,35446381287
2005-08-22,35301194237
2005-08-23,35321935244
2005-08-24,35280453230
2005-08-25,35425640280
2005-08-26,35197489201
2005-08-29,35259712223
2005-08-30,35425640280
2005-08-31,35819719417
2005-09-01,35487863302
2005-09-02,35508604309
2005-09-06,35819719417
2005-09-07,36006388481
2005-09-08,36753064740
2005-09-09,36815287762
2005-09-12,36794546755
2005-09-13,35985647474
2005-09-14,36296762582
2005-09-15,36607877690
2005-09-16,37064179848
2005-09-19,36981215819
2005-09-20,36918992798
2005-09-21,36296762582
2005-09-22,36441949632
2005-09-23,36441949632
2005-09-26,36753064740
2005-09-27,37230107906
2005-09-28,37230107906
2005-09-29,37313071934
2005-09-30,37415089341
2005-10-03,37643610153
2005-10-04,37643610153
2005-10-05,37602060914
2005-10-06,36916498478
2005-10-07,36771076143
2005-10-10,36293259899
2005-10-11,36563329950
2005-10-12,36002415229
2005-10-13,35316852793
2005-10-14,35856992894
2005-10-17,38038327919
2005-10-18,36791850762
2005-10-19,37477413199
2005-10-20,36895723859
2005-10-21,37041146194
2005-10-24,37581286295
2005-10-25,37768257869
2005-10-26,37913680204
2005-10-27,37248892386
2005-10-28,38121426397
2005-10-31,38079877158
2005-11-01,37664384772
2005-11-02,37892905584
2005-11-03,37705934011
2005-11-04,37581286295
2005-11-07,37643610153
2005-11-08,37809807107
2005-11-09,37456638579
2005-11-10,37809807107
2005-11-11,37996778681
2005-11-14,37851356346
2005-11-15,37747483249
2005-11-16,37498187818
2005-11-17,36438682234
2005-11-18,36168612183
2005-11-21,36334809138
2005-11-22,37103470051
2005-11-23,37248892386
2005-11-25,37290441625
2005-11-28,36999596955
2005-11-29,37020371574
2005-11-30,36937273097
2005-12-01,37041146194
2005-12-02,37207343148
2005-12-05,36916498478
2005-12-06,36750301524
2005-12-07,36542555331
2005-12-08,36480231473
2005-12-09,36646428427
2005-12-12,36791850762
2005-12-13,37581286295
2005-12-14,37415089341
2005-12-15,38890087310
2005-12-16,39243255838
2005-12-19,38869312691
2005-12-20,38599242640
2005-12-21,38723890356
2005-12-22,38993960407
2005-12-23,38599242640
2005-12-27,38142201016
2005-12-28,38142201016
2005-12-29,38121426397
2005-12-30,37913680204
2006-01-03,38142898200
2006-01-04,38413562871
2006-01-05,38309461075
2006-01-06,38621766464
2006-01-09,38746688620
2006-01-10,38705047901
2006-01-11,38892431135
2006-01-12,38829970057
2006-01-13,38871610775
2006-01-17,38559305386
2006-01-18,38580125745
2006-01-19,38434383230
2006-01-20,38059616763
2006-01-23,37997155686
2006-01-24,37747311374
2006-01-25,37559928141
2006-01-26,37518287422
2006-01-27,38017976045
2006-01-30,37601568859
2006-01-31,36789574847
2006-02-01,37393365266
2006-02-02,36643832332
2006-02-03,36477269458
2006-02-06,36310706584
2006-02-07,36144143710
2006-02-08,36289886225
2006-02-09,36539730536
2006-02-10,36560550895
2006-02-13,36248245506
2006-02-14,36914497003
2006-02-15,37330904189
2006-02-16,37226802392
2006-02-17,37060239518
2006-02-21,36727113769
2006-02-22,37330904189
2006-02-23,37330904189
2006-02-24,36852035925
2006-02-27,36997778440
2006-02-28,36560550895
2006-03-01,36643832332
2006-03-02,36414808380
2006-03-03,36685473051
2006-03-06,36373167662
2006-03-07,36518910177
2006-03-08,36956137722
2006-03-09,37039419159
2006-03-10,37559928141
2006-03-13,37393365266
2006-03-14,37872233530
2006-03-15,37580748500
2006-03-16,37580748500
2006-03-17,37414185626
2006-03-20,37435005985
2006-03-21,36852035925
2006-03-22,37268443111
2006-03-23,36997778440
2006-03-24,37101880236
2006-03-27,36643832332
2006-03-28,36643832332
2006-03-29,37039419159
2006-03-30,36477269458
2006-03-31,36098007685
2006-04-03,36327399993
2006-04-04,36202276916
2006-04-05,36264838454
2006-04-06,35889469224
2006-04-07,35534953839
2006-04-10,35680930762
2006-04-11,35305561531
2006-04-12,35451538455
2006-04-13,35159584608
2006-04-17,34992753839
2006-04-18,35368123070
2006-04-19,35138730762
2006-04-20,35680930762
2006-04-21,35931176916
2006-04-24,36327399993
2006-04-25,36494230762
2006-04-26,36369107685
2006-04-27,36640207685
2006-04-28,37265823070
2006-05-01,36890453839
2006-05-02,37140699993
2006-05-03,37265823070
2006-05-04,37516069223
2006-05-05,37599484608
2006-05-08,37495215377
2006-05-09,37620338454
2006-05-10,37036430762
2006-05-11,36348253839
2006-05-12,35868615378
2006-05-15,36369107685
2006-05-16,36556792300
2006-05-17,36181423070
2006-05-18,35910323070
2006-05-19,36181423070
2006-05-22,36098007685
2006-05-23,36118861531
2006-05-24,36577646147
2006-05-25,36744476916
2006-05-26,36911307685
2006-05-30,36369107685
2006-05-31,36848746147
2006-06-01,36890453839
2006-06-02,37119846147
2006-06-05,36494230762
2006-06-06,36702769224
2006-06-07,36139715377
2006-06-08,36327399993
2006-06-09,36202276916
2006-06-12,36223130762
2006-06-13,35430684608
2006-06-14,35639223070
2006-06-15,35952030762
2006-06-16,36118861531
2006-06-19,36348253839
2006-06-20,36619353839
2006-06-21,36702769224
2006-06-22,36786184608
2006-06-23,36306546147
2006-06-26,36765330762
2006-06-27,36932161531
2006-06-28,37224115377
2006-06-29,37641192300
2006-06-30,37374999994
2006-07-03,37708333327
2006-07-05,37312499994
2006-07-06,39583333327
2006-07-07,39604166660
2006-07-10,39354166660
2006-07-11,39666666660
2006-07-12,39333333327
2006-07-13,39041666660
2006-07-14,39395833327
2006-07-17,39166666660
2006-07-18,39458333327
2006-07-19,39416666660
2006-07-20,40249999993
2006-07-21,40541666660
2006-07-24,40458333326
2006-07-25,40749999993
2006-07-26,40604166660
2006-07-27,40645833326
2006-07-28,41062499993
2006-07-31,40708333326
2006-08-01,40624999993
2006-08-02,40708333326
2006-08-03,40812499993
2006-08-04,40666666660
2006-08-07,40249999993
2006-08-08,40874999993
2006-08-09,40791666660
2006-08-10,40999999993
2006-08-11,41145833326
2006-08-14,40999999993
2006-08-15,41208333326
2006-08-16,41083333326
2006-08-17,41104166660
2006-08-18,42729166659
2006-08-21,42604166659
2006-08-22,42562499993
2006-08-23,42583333326
2006-08-24,42979166659
2006-08-25,42812499993
2006-08-28,42770833326
2006-08-29,42520833326
2006-08-30,42958333326
2006-08-31,42520833326
2006-09-01,42645833326
2006-09-05,42062499993
2006-09-06,42041666659
2006-09-07,41791666659
2006-09-08,42229166659
2006-09-11,42416666659
2006-09-12,42270833326
2006-09-13,42104166659
2006-09-14,42270833326
2006-09-15,42312499993
2006-09-18,42208333326
2006-09-19,41999999993
2006-09-20,42041666659
2006-09-21,41708333326
2006-09-22,41895833326
2006-09-25,39229166660
2006-09-26,38562499993
2006-09-27,39333333327
2006-09-28,39166666660
2006-09-29,38958333327
2006-10-02,38956839627
2006-10-03,38498523866
2006-10-04,39144332438
2006-10-05,39894303682
2006-10-06,40019298889
2006-10-09,40081796493
2006-10-10,39727643405
2006-10-11,40123461562
2006-10-12,40102629028
2006-10-13,40519279719
2006-10-16,40248456769
2006-10-17,39831806078
2006-10-18,39873471147
2006-10-19,40810935203
2006-10-20,40540112253
2006-10-23,40790102668
2006-10-24,40623442392
2006-10-25,41790064327
2006-10-26,41519241378
2006-10-27,41665069120
2006-10-30,41581738981
2006-10-31,41394246170
2006-11-01,41456743774
2006-11-02,41415078705
2006-11-03,41310916032
2006-11-06,41373413636
2006-11-07,40873432806
2006-11-08,41456743774
2006-11-09,41144255756
2006-11-10,41185920825
2006-11-13,41144255756
2006-11-14,41290083497
2006-11-15,41852561931
2006-11-16,42540035571
2006-11-17,43269174281
2006-11-20,43206676677
2006-11-21,42810858520
2006-11-22,42810858520
2006-11-24,42623365709
2006-11-27,42456705433
2006-11-28,42581700640
2006-11-29,42915021193
2006-11-30,42852523589
2006-12-01,42748360917
2006-12-04,42956686262
2006-12-05,42769193451
2006-12-06,42831691055
2006-12-07,43248341746
2006-12-08,43165011608
2006-12-11,43269174281
2006-12-12,43144179073
2006-12-13,43040016400
2006-12-14,43248341746
2006-12-15,43373336953
2006-12-18,43581662299
2006-12-19,43727490041
2006-12-20,43602494834
2006-12-21,43623327368
2006-12-22,43144179073
2006-12-26,43352504419
2006-12-27,43664992437
2006-12-28,43894150317
2006-12-29,43685824972
2007-01-03,44356870224
2007-01-04,44944656483
2007-01-05,44692748086
2007-01-08,45112595415
2007-01-09,45196564880
2007-01-10,45742366407
2007-01-11,45847328239
2007-01-12,45343511445
2007-01-16,45784351140
2007-01-17,45427480911
2007-01-18,45112595415
2007-01-19,44755725186
2007-01-22,44650763354
2007-01-23,45007633583
2007-01-24,45091603048
2007-01-25,45049618315
2007-01-26,45133587781
2007-01-29,45154580147
2007-01-30,44902671750
2007-01-31,44818702285
2007-02-01,44860687018
2007-02-02,44398854957
2007-02-05,44545801522
2007-02-06,44104961827
2007-02-07,44083969461
2007-02-08,43706106865
2007-02-09,43790076331
2007-02-12,43895038163
2007-02-13,44125954193
2007-02-14,44293893125
2007-02-15,44146946560
2007-02-16,44209923659
2007-02-20,44083969461
2007-02-21,43769083964
2007-02-22,43517175567
2007-02-23,43790076331
2007-02-26,43937022896
2007-02-27,42404580148
2007-02-28,43223282438
2007-03-01,43244274804
2007-03-02,42803435109
2007-03-05,42152671751
2007-03-06,43286259537
2007-03-07,43622137399
2007-03-08,44083969461
2007-03-09,44545801522
2007-03-12,44440839689
2007-03-13,43097328239
2007-03-14,43034351140
2007-03-15,43454198468
2007-03-16,43454198468
2007-03-19,43706106865
2007-03-20,44020992361
2007-03-21,44146946560
2007-03-22,44188931293
2007-03-23,43832061064
2007-03-26,43559160300
2007-03-27,43622137399
2007-03-28,44209923659
2007-03-29,44692748086
2007-03-30,45028625949
2007-04-02,45080523819
2007-04-03,46008714296
2007-04-04,46536095248
2007-04-05,46747047629
2007-04-09,46177476200
2007-04-10,46346238105
2007-04-11,45924333343
2007-04-12,46219666677
2007-04-13,45966523819
2007-04-16,45839952391
2007-04-17,45966523819
2007-04-18,46304047629
2007-04-19,45861047629
2007-04-20,45945428581
2007-04-23,45797761915
2007-04-24,46198571439
2007-04-25,46557190486
2007-04-26,45797761915
2007-04-27,45987619058
2007-04-30,45544619057
2007-05-01,45460238105
2007-05-02,45671190486
2007-05-03,46093095248
2007-05-04,45818857153
2007-05-07,45713380962
2007-05-08,45354761915
2007-05-09,45312571438
2007-05-10,44953952391
2007-05-11,45312571438
2007-05-14,45481333343
2007-05-15,45861047629
2007-05-16,46240761915
2007-05-17,46050904772
2007-05-18,46219666677
2007-05-21,46810333343
2007-05-22,47358809534
2007-05-23,47168952391
2007-05-24,46557190486
2007-05-25,46768142867
2007-05-29,47126761915
2007-05-30,47232238105
2007-05-31,46979095248
2007-06-01,47443190486
2007-06-04,47443190486
2007-06-05,46704857153
2007-06-06,46789238105
2007-06-07,45945428581
2007-06-08,46451714296
2007-06-11,46388428581
2007-06-12,46346238105
2007-06-13,46430619058
2007-06-14,46557190486
2007-06-15,46683761915
2007-06-18,46346238105
2007-06-19,45924333343
2007-06-20,45101619057
2007-06-21,45312571438
2007-06-22,45059428581
2007-06-25,45418047629
2007-06-26,46008714296
2007-06-27,46388428581
2007-06-28,46198571439
2007-06-29,46346238105
2007-07-02,46783144000
2007-07-03,46825272000
2007-07-05,46951656000
2007-07-06,47246552000
2007-07-09,47309744000
2007-07-10,46467184000
2007-07-11,46762080000
2007-07-12,47541448000
2007-07-13,47309744000
2007-07-16,47035912000
2007-07-17,47014848000
2007-07-18,46382928000
2007-07-19,46593568000
2007-07-20,46045904000
2007-07-23,45919520000
2007-07-24,44908448000
2007-07-25,44761000000
2007-07-26,44065888000
2007-07-27,42991624000
2007-07-30,43391840000
2007-07-31,43855248000
2007-08-01,43918440000
2007-08-02,44297592000
2007-08-03,43939504000
2007-08-06,45498240000
2007-08-07,45666752000
2007-08-08,45919520000
2007-08-09,44634616000
2007-08-10,44466104000
2007-08-13,44466104000
2007-08-14,44086952000
2007-08-15,43518224000
2007-08-16,43770992000
2007-08-17,44592488000
2007-08-20,44192272000
2007-08-21,44339720000
2007-08-22,45013768000
2007-08-23,45266536000
2007-08-24,45645688000
2007-08-27,46235480000
2007-08-28,45561432000
2007-08-29,46045904000
2007-08-30,45687816000
2007-08-31,45793136000
2007-09-04,45961648000
2007-09-05,45266536000
2007-09-06,45034832000
2007-09-07,44466104000
2007-09-10,44402912000
2007-09-11,44697808000
2007-09-12,44529296000
2007-09-13,44297592000
2007-09-14,44213336000
2007-09-17,44192272000
2007-09-18,44908448000
2007-09-19,45350792000
2007-09-20,45266536000
2007-09-21,45224408000
2007-09-24,45161216000
2007-09-25,45013768000
2007-09-26,45266536000
2007-09-27,45835264000
2007-09-28,45877392000
2007-10-01,46044830936
2007-10-02,46171269831
2007-10-03,46129123533
2007-10-04,46002684638
2007-10-05,45918392041
2007-10-08,45728733698
2007-10-09,46150196682
2007-10-10,46192342980
2007-10-11,46171269831
2007-10-12,46234489278
2007-10-15,46445220770
2007-10-16,46698098560
2007-10-17,46845610604
2007-10-18,46782391157
2007-10-19,46529513367
2007-10-22,47161707842
2007-10-23,47583170825
2007-10-24,47751756019
2007-10-25,47688536571
2007-10-26,48152145853
2007-10-29,48152145853
2007-10-30,48025706958
2007-10-31,48131072704
2007-11-01,47435658781
2007-11-02,47583170825
2007-11-05,47751756019
2007-11-06,48131072704
2007-11-07,47498878229
2007-11-08,48004633809
2007-11-09,47983560660
2007-11-12,47836048615
2007-11-13,48088926405
2007-11-14,47667463422
2007-11-15,47688536571
2007-11-16,48299657897
2007-11-19,48742194030
2007-11-20,48721120881
2007-11-21,47793902317
2007-11-23,48152145853
2007-11-26,47161707842
2007-11-27,48405023643
2007-11-28,48889706074
2007-11-29,50154095024
2007-11-30,51186679333
2007-12-03,51186679333
2007-12-04,51081313588
2007-12-05,51355264527
2007-12-06,51355264527
2007-12-07,51207752483
2007-12-10,51608142317
2007-12-11,50891655245
2007-12-12,51292045079
2007-12-13,51313118228
2007-12-14,50701996903
2007-12-17,50175168173
2007-12-18,50111948726
2007-12-19,50617704306
2007-12-20,51228825632
2007-12-21,51102386737
2007-12-24,51207752483
2007-12-26,51144533035
2007-12-27,50322680217
2007-12-28,50133021875
2007-12-31,49872690000
2008-01-02,49451290000
2008-01-03,49746270000
2008-01-04,49430220000
2008-01-07,50968330000
2008-01-08,51684710000
2008-01-09,52274670000
2008-01-10,52021830000
2008-01-11,52148250000
2008-01-14,51937550000
2008-01-15,51768990000
2008-01-16,51410800000
2008-01-17,50673350000
2008-01-18,49767340000
2008-01-22,48418860000
2008-01-23,48081740000
2008-01-24,49430220000
2008-01-25,48798120000
2008-01-28,49493430000
2008-01-29,50230880000
2008-01-30,50483720000
2008-01-31,50020180000
2008-02-01,49788410000
2008-02-04,49535570000
2008-02-05,48250300000
2008-02-06,48018530000
2008-02-07,48903470000
2008-02-08,48229230000
2008-02-11,47786760000
2008-02-12,47807830000
2008-02-13,48081740000
2008-02-14,47976390000
2008-02-15,47871040000
2008-02-19,48123880000
2008-02-20,48123880000
2008-02-21,48439930000
2008-02-22,48566350000
2008-02-25,49008820000
2008-02-26,49008820000
2008-02-27,49135240000
2008-02-28,48692770000
2008-02-29,48271370000
2008-03-03,48187090000
2008-03-04,48713840000
2008-03-05,49430220000
2008-03-06,48819190000
2008-03-07,49177380000
2008-03-10,49324870000
2008-03-11,49661990000
2008-03-12,48608490000
2008-03-13,48461000000
2008-03-14,47365360000
2008-03-17,46164370000
2008-03-18,47217870000
2008-03-19,46712190000
2008-03-20,46375070000
2008-03-24,47302150000
2008-03-25,48397790000
2008-03-26,48166020000
2008-03-27,48313510000
2008-03-28,48713840000
2008-03-31,46065000000
2008-04-01,45961250000
2008-04-02,45816000000
2008-04-03,45670750000
2008-04-04,45048250000
2008-04-07,45401000000
2008-04-08,44467250000
2008-04-09,43388250000
2008-04-10,45006750000
2008-04-11,44342750000
2008-04-14,44695500000
2008-04-15,45048250000
2008-04-16,44965250000
2008-04-17,45359500000
2008-04-18,45857500000
2008-04-21,45982000000
2008-04-22,45753750000
2008-04-23,46272500000
2008-04-24,46749750000
2008-04-25,45027500000
2008-04-28,44176750000
2008-04-29,41998000000
2008-04-30,41500000000
2008-05-01,41749000000
2008-05-02,42392250000
2008-05-05,42973250000
2008-05-06,43346750000
2008-05-07,43222250000
2008-05-08,44259750000
2008-05-09,43450500000
2008-05-12,44778500000
2008-05-13,45484000000
2008-05-14,45650000000
2008-05-15,46355500000
2008-05-16,46583750000
2008-05-19,46812000000
2008-05-20,46563000000
2008-05-21,46417750000
2008-05-22,47247750000
2008-05-23,46231000000
2008-05-27,46646000000
2008-05-28,46334750000
2008-05-29,46583750000
2008-05-30,46189500000
2008-06-02,45712250000
2008-06-03,45608500000
2008-06-04,45774500000
2008-06-05,45982000000
2008-06-06,44674750000
2008-06-09,43907000000
2008-06-10,43844750000
2008-06-11,42994000000
2008-06-12,43450500000
2008-06-13,43367500000
2008-06-16,42745000000
2008-06-17,42994000000
2008-06-18,42973250000
2008-06-19,43263750000
2008-06-20,43118500000
2008-06-23,43367500000
2008-06-24,43803250000
2008-06-25,44239000000
2008-06-26,43512750000
2008-06-27,42226250000
2008-06-30,42312480000
2008-07-01,41406960000
2008-07-02,40995360000
2008-07-03,41406960000
2008-07-07,42230160000
2008-07-08,43320900000
2008-07-09,43135680000
2008-07-10,43691340000
2008-07-11,43753080000
2008-07-14,43156260000
2008-07-15,42580020000
2008-07-16,42888720000
2008-07-17,42497700000
2008-07-18,42086100000
2008-07-21,41715660000
2008-07-22,42394800000
2008-07-23,43650180000
2008-07-24,42826980000
2008-07-25,43362060000
2008-07-28,43012200000
2008-07-29,43979460000
2008-07-30,44658600000
2008-07-31,41880300000
2008-08-01,43012200000
2008-08-04,43362060000
2008-08-05,43979460000
2008-08-06,43711920000
2008-08-07,42991620000
2008-08-08,43115100000
2008-08-11,43711920000
2008-08-12,44679180000
2008-08-13,44349900000
2008-08-14,44041200000
2008-08-15,44452800000
2008-08-18,43917720000
2008-08-19,43176840000
2008-08-20,43197420000
2008-08-21,43032780000
2008-08-22,43053360000
2008-08-25,42806400000
2008-08-26,42765240000
2008-08-27,42435960000
2008-08-28,43300320000
2008-08-29,43279740000
2008-09-02,43938300000
2008-09-03,43753080000
2008-09-04,42518280000
2008-09-05,43115100000
2008-09-08,43156260000
2008-09-09,42518280000
2008-09-10,42724080000
2008-09-11,43032780000
2008-09-12,43547280000
2008-09-15,43032780000
2008-09-16,42477120000
2008-09-17,40892460000
2008-09-18,41612760000
2008-09-19,42271320000
2008-09-22,41242320000
2008-09-23,40707240000
2008-09-24,40913040000
2008-09-25,42147840000
2008-09-26,42991620000
2008-09-29,39822300000
2008-09-30,40870400000
2008-10-01,42333000000
2008-10-02,41364800000
2008-10-03,41797400000
2008-10-06,39819800000
2008-10-07,38151200000
2008-10-08,37286000000
2008-10-09,35802800000
2008-10-10,35349600000
2008-10-13,41138200000
2008-10-14,40273000000
2008-10-15,37224200000
2008-10-16,39140000000
2008-10-17,39799200000
2008-10-20,41941600000
2008-10-21,39922800000
2008-10-22,39737400000
2008-10-23,40334800000
2008-10-24,39593200000
2008-10-27,38027600000
2008-10-28,40231800000
2008-10-29,39428400000
2008-10-30,39469600000
2008-10-31,39531400000
2008-11-03,39407800000
2008-11-04,39325400000
2008-11-05,37574400000
2008-11-06,36359000000
2008-11-07,37038800000
2008-11-10,36709200000
2008-11-11,35699800000
2008-11-12,34154799999
2008-11-13,34360800000
2008-11-14,33495600000
2008-11-17,33372000000
2008-11-18,34937600000
2008-11-19,33990000000
2008-11-20,29767000000
2008-11-21,31909400000
2008-11-24,31785800000
2008-11-25,32548000000
2008-11-26,32692200000
2008-11-28,33124799999
2008-12-01,31435600000
2008-12-02,31085400000
2008-12-03,31930000000
2008-12-04,30961800000
2008-12-05,30900000000
2008-12-08,30900000000
2008-12-09,30755800000
2008-12-10,31023600000
2008-12-11,30941200000
2008-12-12,31600400000
2008-12-15,31332600000
2008-12-16,29952400000
2008-12-17,30220200000
2008-12-18,31270800000
2008-12-19,31476800000
2008-12-22,30343800000
2008-12-23,30323200000
2008-12-24,30694000000
2008-12-26,31023600000
2008-12-29,31291400000
2008-12-30,31579800000
2008-12-31,31038660000
2009-01-02,31327200000
2009-01-05,31698180000
2009-01-06,31224150000
2009-01-07,31100490000
2009-01-08,31121100000
2009-01-09,31904280000
2009-01-12,32543190000
2009-01-13,33429419999
2009-01-14,33346980000
2009-01-15,33738570000
2009-01-16,34707240000
2009-01-20,35366760000
2009-01-21,34975170000
2009-01-22,34954560000
2009-01-23,34707240000
2009-01-26,34398090000
2009-01-27,34892730000
2009-01-28,34624800000
2009-01-29,34707240000
2009-01-30,34088940000
2009-02-02,34398090000
2009-02-03,34892730000
2009-02-04,34521750000
2009-02-05,33944669999
2009-02-06,34954560000
2009-02-09,34645410000
2009-02-10,33944669999
2009-02-11,33944669999
2009-02-12,34109550000
2009-02-13,32811120000
2009-02-17,32089770000
2009-02-18,32007330000
2009-02-19,32357700000
2009-02-20,31863060000
2009-02-23,31018050000
2009-02-24,31677570000
2009-02-25,31760010000
2009-02-26,31162320000
2009-02-27,31821840000
2009-03-02,31059270000
2009-03-03,30131820000
2009-03-04,31059270000
2009-03-05,32254650000
2009-03-06,32398920000
2009-03-09,32687460000
2009-03-10,34212600000
2009-03-11,33779790000
2009-03-12,33594300000
2009-03-13,34377480000
2009-03-16,34851510000
2009-03-17,35490420000
2009-03-18,34727850000
2009-03-19,34398090000
2009-03-20,34583580000
2009-03-23,35263710000
2009-03-24,35490420000
2009-03-25,35593470000
2009-03-26,35469810000
2009-03-27,34130159999
2009-03-30,33759179999
2009-03-31,33020816329
2009-04-01,33597959187
2009-04-02,33206326533
2009-04-03,33309387758
2009-04-06,33309387758
2009-04-07,33577346942
2009-04-08,33783469391
2009-04-09,33618571431
2009-04-13,34133877554
