,MO
2023-03-07,83138300000
2023-03-08,83584800000
2023-03-09,83477640000
2023-03-10,83245460000
2023-03-13,83370480000
2023-03-14,83477640000
2023-03-15,83709820000
2023-03-16,82459620000
2023-03-17,80941520000
2023-03-20,82281020000
2023-03-21,82513200000
2023-03-22,80637900000
2023-03-23,77619560000
2023-03-24,78530420000
2023-03-27,79101940000
2023-03-28,79226960000
2023-03-29,79512720000
2023-03-30,79477000000
2023-03-31,79512840000
2023-04-03,80154360000
2023-04-04,79209900000
2023-04-05,79174260000
2023-04-06,79174260000
2023-04-10,79299000000
2023-04-11,80350380000
2023-04-12,79887060000
2023-04-13,80136540000
2023-04-14,80243460000
2023-04-17,80974080000
2023-04-18,82221480000
2023-04-19,82791720000
2023-04-20,81954180000
2023-04-21,82239300000
2023-04-24,83165940000
2023-04-25,83736180000
2023-04-26,83201580000
2023-04-27,84092580000
2023-04-28,84662820000
2023-05-01,85143960000
2023-05-02,84074760000
2023-05-03,82916460000
2023-05-04,82203660000
2023-05-05,83201580000
2023-05-08,83059020000
2023-05-09,82756080000
2023-05-10,81865080000
2023-05-11,81383940000
2023-05-12,81383940000
2023-05-15,81187920000
2023-05-16,80350380000
2023-05-17,80795880000
2023-05-18,80314740000
2023-05-19,80724600000
2023-05-22,80065260000
2023-05-23,80065260000
2023-05-24,80100900000
2023-05-25,79601940000
2023-05-26,79495020000
2023-05-30,78978240000
2023-05-31,79156440000
2023-06-01,79441560000
2023-06-02,80778060000
2023-06-05,79548480000
2023-06-06,79584120000
2023-06-07,80368200000
2023-06-08,80831520000
2023-06-09,80582040000
2023-06-12,81134460000
2023-06-13,81544320000
2023-06-14,78318900000
2023-06-15,78675300000
2023-06-16,78532740000
2023-06-20,77463540000
2023-06-21,78318900000
2023-06-22,77980320000
2023-06-23,77374440000
2023-06-26,78871320000
2023-06-27,79013880000
2023-06-28,79299000000
2023-06-29,80136540000
2023-06-30,80316900000
2023-07-03,81416160000
2023-07-05,81522540000
2023-07-06,81717570000
2023-07-07,81522540000
2023-07-10,79696350000
2023-07-11,80919720000
2023-07-12,81008370000
2023-07-13,80813340000
2023-07-14,80653770000
2023-07-17,80458740000
2023-07-18,80476470000
2023-07-19,80458740000
2023-07-20,80955180000
2023-07-21,80848800000
2023-07-24,80848800000
2023-07-25,80600580000
2023-07-26,80777880000
2023-07-27,80848800000
2023-07-28,80653770000
2023-07-31,80529660000
2023-08-01,80104140000
2023-08-02,79022610000
2023-08-03,78543900000
2023-08-04,78012000000
2023-08-07,78224760000
2023-08-08,78437520000
2023-08-09,78171570000
2023-08-10,77870160000
2023-08-11,77533290000
2023-08-14,77178690000
2023-08-15,76363110000
2023-08-16,75795750000
2023-08-17,75476610000
2023-08-18,76079430000
2023-08-21,75760290000
2023-08-22,75831210000
2023-08-23,76451760000
2023-08-24,76948200000
2023-08-25,77426910000
2023-08-28,77958810000
2023-08-29,78402060000
2023-08-30,78933960000
2023-08-31,78402060000
2023-09-01,78207030000
2023-09-05,78171570000
2023-09-06,77178690000
2023-09-07,77515560000
2023-09-08,78153840000
2023-09-11,78827580000
2023-09-12,79554510000
2023-09-13,79341750000
2023-09-14,78189300000
2023-09-15,77178690000
2023-09-18,76859550000
2023-09-19,76345380000
2023-09-20,76309920000
2023-09-21,76079430000
2023-09-22,75051090000
2023-09-25,74625570000
2023-09-26,74288700000
2023-09-27,74306430000
2023-09-28,74714220000
2023-09-29,74554650000
2023-10-02,73522369637
2023-10-03,72726672996
2023-10-04,73646144670
2023-10-05,74247337688
2023-10-06,74388794869
2023-10-09,75502770166
2023-10-10,75131445067
2023-10-11,75255220100
2023-10-12,74689391377
2023-10-13,75432041576
2023-10-16,75803366675
2023-10-17,76369195398
2023-10-18,76245420364
2023-10-19,75343630838
2023-10-20,75520452314
2023-10-23,74494887754
2023-10-24,75219855805
2023-10-25,75714955937
2023-10-26,69420111399
2023-10-27,69490839989
2023-10-30,71170644009
2023-10-31,71029186828
2023-11-01,70551768844
2023-11-02,71913294207
2023-11-03,71913294207
2023-11-06,71683426289
2023-11-07,71630379846
2023-11-08,71082233271
2023-11-09,70923093943
2023-11-10,70763954615
2023-11-13,70728590320
2023-11-14,71117597566
2023-11-15,72054751388
2023-11-16,71966340650
2023-11-17,72178526421
2023-11-20,72213890716
2023-11-21,72072433536
2023-11-22,72832765882
2023-11-24,73327866014
2023-11-27,73274819571
2023-11-28,73946741179
2023-11-29,73840648294
2023-11-30,74335748426
2023-12-01,75325948690
2023-12-04,75149127215
2023-12-05,75272902248
2023-12-06,73133362390
2023-12-07,73062633800
2023-12-08,73027269505
2023-12-11,73186408833
2023-12-12,73133362390
2023-12-13,74300384131
2023-12-14,74459523459
2023-12-15,73822966146
2023-12-18,74618662787
2023-12-19,75043034329
2023-12-20,71259054747
2023-12-21,71276736894
2023-12-22,71365147632
2023-12-26,71329783337
2023-12-27,71046868976
2023-12-28,71046868976
2023-12-29,71329783337
2024-01-02,73097640000
2024-01-03,72781200000
2024-01-04,72992160000
2024-01-05,72939420000
2024-01-08,73677780000
2024-01-09,73589880000
2024-01-10,72183480000
2024-01-11,73132800000
2024-01-12,72675720000
2024-01-16,72025260000
2024-01-17,71620920000
2024-01-18,71093520000
2024-01-19,70900140000
2024-01-22,71163840000
2024-01-23,71093520000
2024-01-24,70196940000
2024-01-25,70689180000
2024-01-26,70671600000
2024-01-29,71251740000
2024-01-30,71128680000
2024-01-31,70530960000
2024-02-01,73343760000
2024-02-02,72710880000
2024-02-05,71234160000
2024-02-06,71374800000
2024-02-07,70777080000
2024-02-08,70478220000
2024-02-09,70513380000
2024-02-12,71286900000
2024-02-13,70724340000
2024-02-14,71023200000
2024-02-15,70618860000
2024-02-16,70636440000
2024-02-20,70759500000
2024-02-21,71146260000
2024-02-22,71902200000
2024-02-23,72306540000
2024-02-26,71568180000
2024-02-27,71902200000
2024-02-28,72060420000
2024-02-29,71919780000
2024-03-01,71831880000
2024-03-04,69845340000
2024-03-05,70214520000
2024-03-06,72869100000
2024-03-07,73044900000
2024-03-08,73607460000
2024-03-11,75031440000
2024-03-12,75681900000
2024-03-13,76209300000
2024-03-14,77844240000
2024-03-15,77123460000
2024-03-18,78248580000
2024-03-19,78459540000
2024-03-20,78740820000
2024-03-21,79022100000
2024-03-22,75558840000
2024-03-25,76051080000
2024-03-26,75804960000
2024-03-27,76754280000
2024-03-28,76683960000
2024-04-01,75980760000
2024-04-02,75470940000
2024-04-03,74046960000
2024-04-04,73009740000
2024-04-05,73220700000
2024-04-08,73765680000
2024-04-09,74029380000
2024-04-10,73273440000
2024-04-11,72833940000
2024-04-12,72165900000
2024-04-15,71990100000
2024-04-16,71638500000
2024-04-17,72253800000
2024-04-18,72605400000
2024-04-19,73994220000
2024-04-22,74838060000
2024-04-23,75365460000
2024-04-24,75453360000
2024-04-25,76543320000
2024-04-26,76262040000
2024-04-29,77035560000
2024-04-30,77017980000
2024-05-01,77035560000
2024-05-02,77316840000
2024-05-03,76631220000
2024-05-06,76455420000
2024-05-07,77088300000
2024-05-08,77861820000
2024-05-09,78600180000
2024-05-10,78934200000
2024-05-13,79180320000
2024-05-14,79989000000
2024-05-15,80604300000
2024-05-16,80780100000
2024-05-17,81008640000
2024-05-20,80692200000
2024-05-21,81448140000
2024-05-22,81430560000
2024-05-23,80235120000
2024-05-24,79971420000
2024-05-28,79953840000
2024-05-29,79373700000
2024-05-30,79883520000
2024-05-31,81307500000
2024-06-03,81834900000
2024-06-04,82327140000
2024-06-05,82045860000
2024-06-06,82081020000
2024-06-07,82098600000
2024-06-10,81729420000
2024-06-11,81571200000
2024-06-12,80639460000
2024-06-13,80428500000
2024-06-14,77914560000
2024-06-17,78582600000
2024-06-18,78758400000
2024-06-20,79865940000
2024-06-21,80410920000
2024-06-24,81659100000
2024-06-25,81606360000
2024-06-26,81500880000
2024-06-27,79918680000
2024-06-28,80076900000
2024-07-01,80920740000
2024-07-02,80955900000
2024-07-03,80780100000
2024-07-05,81043800000
2024-07-08,80903160000
2024-07-09,82098600000
2024-07-10,82502940000
2024-07-11,82766640000
2024-07-12,83909340000
2024-07-15,83891760000
2024-07-16,84436740000
2024-07-17,86827620000
2024-07-18,86722140000
2024-07-19,86933100000
2024-07-22,86845200000
2024-07-23,86352960000
2024-07-24,86880360000
2024-07-25,87548400000
2024-07-26,88655940000
2024-07-29,88831740000
2024-07-30,86844900000
2024-07-31,84199180000
2024-08-01,85934360000
2024-08-02,87738260000
2024-08-05,84783300000
2024-08-06,85006640000
2024-08-07,85951540000
2024-08-08,86673100000
2024-08-09,86638740000
