,MAS
2013-11-26,6776805000
2013-11-27,6906120000
2013-11-29,6885150000
2013-12-02,6731370000
2013-12-03,6678945000
2013-12-04,6616035000
2013-12-05,6546135000
2013-12-06,6647490000
2013-12-09,6605549999
2013-12-10,6605549999
2013-12-11,6539145000
2013-12-12,6595065000
2013-12-13,6535650000
2013-12-16,6581084999
2013-12-17,6500700000
2013-12-18,6692924999
2013-12-19,6654480000
2013-12-20,6661470000
2013-12-23,6906120000
2013-12-24,6944565000
2013-12-26,6941070000
2013-12-27,6902625000
2013-12-30,7003980000
2013-12-31,7023510000
2014-01-02,6998940000
2014-01-03,7142850000
2014-01-06,7044570000
2014-01-07,7048079999
2014-01-08,7104239999
2014-01-09,7132320000
2014-01-10,7237620000
2014-01-13,7002450000
2014-01-14,7156890000
2014-01-15,7146360000
2014-01-16,7118280000
2014-01-17,6816420000
2014-01-21,6791850000
2014-01-22,6904170000
2014-01-23,6858540000
2014-01-24,6616350000
2014-01-27,6700590000
2014-01-28,6714630000
2014-01-29,6605820000
2014-01-30,6546149999
2014-01-31,6525090000
2014-02-03,6402239999
2014-02-04,6447870000
2014-02-05,6395220000
2014-02-06,6602310000
2014-02-07,6791850000
2014-02-10,6693570000
2014-02-11,6925230000
2014-02-12,6911190000
2014-02-13,6858540000
2014-02-14,6928739999
2014-02-18,6876090000
2014-02-19,6791850000
2014-02-20,6879600000
2014-02-21,6921720000
2014-02-24,6869070000
2014-02-25,7002450000
2014-02-26,7213050000
2014-02-27,7188480000
2014-02-28,7202520000
2014-03-03,7062120000
2014-03-04,7191989999
2014-03-05,7237620000
2014-03-06,7286760000
2014-03-07,7209540000
2014-03-10,7132320000
2014-03-11,7199010000
2014-03-12,7184970000
2014-03-13,7002450000
2014-03-14,7020000000
2014-03-17,7023510000
2014-03-18,7146360000
2014-03-19,7118280000
2014-03-20,6862050000
2014-03-21,6753239999
2014-03-24,6690060000
2014-03-25,6777810000
2014-03-26,6728670000
2014-03-27,6725160000
2014-03-28,6798870000
2014-03-31,6812480000
2014-04-01,6889259999
2014-04-02,7018390000
2014-04-03,7018390000
2014-04-04,6966040000
2014-04-07,6718250000
2014-04-08,6704290000
2014-04-09,6763620000
2014-04-10,6620530000
2014-04-11,6547240000
2014-04-14,6603080000
2014-04-15,6578650000
2014-04-16,6742680000
2014-04-17,6763620000
2014-04-21,6735700000
2014-04-22,6833419999
2014-04-23,6791540000
2014-04-24,6885770000
2014-04-25,6372740000
2014-04-28,6351800000
2014-04-29,6205220000
2014-04-30,6159849999
2014-05-01,6163340000
2014-05-02,6302940000
2014-05-05,6187770000
2014-05-06,5992330000
2014-05-07,6044680000
2014-05-08,6051660000
2014-05-09,6131930000
2014-05-12,6320390000
2014-05-13,6323880000
2014-05-14,6208710000
2014-05-15,6180790000
2014-05-16,6390190000
2014-05-19,6494890000
2014-05-20,6386700000
2014-05-21,6411130000
2014-05-22,6414620000
2014-05-23,6526300000
2014-05-27,6512340000
2014-05-28,6522810000
2014-05-29,6533280000
2014-05-30,6533280000
2014-06-02,6554220000
2014-06-03,6644960000
2014-06-04,6721740000
2014-06-05,6683349999
2014-06-06,6767110000
2014-06-09,6878790000
2014-06-10,6931140000
2014-06-11,6871810000
2014-06-12,6854360000
2014-06-13,6700800000
2014-06-16,6683349999
2014-06-17,6662410000
2014-06-18,6714759999
2014-06-19,6777580000
2014-06-20,6634490000
2014-06-23,6662410000
2014-06-24,6648450000
2014-06-25,6760130000
2014-06-26,6788050000
2014-06-27,6812480000
2014-06-30,6828500000
2014-07-01,6860000000
2014-07-02,6814500000
2014-07-03,6891500000
2014-07-07,6783000000
2014-07-08,6674500000
2014-07-09,6657000000
2014-07-10,6531000000
2014-07-11,6524000000
2014-07-14,6538000000
2014-07-15,6499500000
2014-07-16,6569500000
2014-07-17,6429500000
2014-07-18,6454000000
2014-07-21,6443500000
2014-07-22,6499500000
2014-07-23,6506500000
2014-07-24,6335000000
2014-07-25,6429500000
2014-07-28,6233500000
2014-07-29,6677999999
2014-07-30,6555500000
2014-07-31,6398000000
2014-08-01,6524000000
2014-08-04,6555500000
2014-08-05,6492500000
2014-08-06,6520500000
2014-08-07,6478500000
2014-08-08,6632500000
2014-08-11,6727000000
2014-08-12,6688500000
2014-08-13,6699000000
2014-08-14,6832000000
2014-08-15,6877499999
2014-08-18,7038500000
2014-08-19,7133000000
2014-08-20,7189000000
2014-08-21,7231000000
2014-08-22,7227499999
2014-08-25,7238000000
2014-08-26,7217000000
2014-08-27,7231000000
2014-08-28,7231000000
2014-08-29,7217000000
2014-09-02,7255500000
2014-09-03,7224000000
2014-09-04,7301000000
2014-09-05,7287000000
2014-09-08,7392000000
2014-09-09,7314999999
2014-09-10,7283500000
2014-09-11,7377999999
2014-09-12,7343000000
2014-09-15,7343000000
2014-09-16,7437500000
2014-09-17,7518000000
2014-09-18,7444500000
2014-09-19,7329000000
2014-09-22,7206500000
2014-09-23,7217000000
2014-09-24,7252000000
2014-09-25,7175000000
2014-09-26,7178500000
2014-09-29,7171499999
2014-09-30,7251900000
2014-10-01,7124249999
2014-10-02,7182900000
2014-10-03,7172550000
2014-10-06,7131150000
2014-10-07,6993150000
2014-10-08,7096650000
2014-10-09,6900000000
2014-10-10,6717150000
2014-10-13,6358350000
2014-10-14,6351450000
2014-10-15,6323849999
2014-10-16,6434249999
2014-10-17,6568800000
2014-10-20,6755099999
2014-10-21,6796500000
2014-10-22,6848250000
2014-10-23,6951749999
2014-10-24,6996600000
2014-10-27,6962100000
2014-10-28,6713700000
2014-10-29,6613650000
2014-10-30,6610200000
2014-10-31,6689550000
2014-11-03,6730950000
2014-11-04,6724049999
2014-11-05,6813750000
2014-11-06,7013849999
2014-11-07,7079400000
2014-11-10,7027650000
2014-11-11,7037999999
2014-11-12,7031100000
2014-11-13,7027650000
2014-11-14,7031100000
2014-11-17,6965550000
2014-11-18,7089750000
2014-11-19,7096650000
2014-11-20,7231200000
2014-11-21,7296749999
2014-11-24,7369200000
2014-11-25,7345050000
2014-11-26,7314000000
2014-11-28,7338150000
2014-12-01,7258800000
2014-12-02,7379550000
2014-12-03,7496850000
2014-12-04,7514100000
2014-12-05,7538250000
2014-12-08,7448550000
2014-12-09,7552050000
2014-12-10,7372650000
2014-12-11,7434750000
2014-12-12,7289850000
2014-12-15,7276050000
2014-12-16,7200150000
2014-12-17,7407150000
2014-12-18,7600350000
2014-12-19,7672799999
2014-12-22,7686600000
2014-12-23,7672799999
2014-12-24,7631400000
2014-12-26,7662450000
2014-12-29,7700400000
2014-12-30,7662450000
2014-12-31,7616160000
2015-01-02,7561120000
2015-01-05,7430400000
2015-01-06,7420080000
2015-01-07,7506080000
2015-01-08,7805360000
2015-01-09,7671200000
2015-01-12,7616160000
2015-01-13,7482000000
2015-01-14,7392559999
2015-01-15,7182720000
2015-01-16,7306559999
2015-01-20,7165519999
2015-01-21,7285920000
2015-01-22,7440720000
2015-01-23,7451040000
2015-01-26,7660880000
2015-01-27,7602400000
2015-01-28,7564559999
2015-01-29,7684960000
2015-01-30,7509519999
2015-02-02,7605840000
2015-02-03,7850080000
2015-02-04,7894800000
2015-02-05,7736559999
2015-02-06,7874160000
2015-02-09,7922320000
2015-02-10,7956720000
2015-02-11,7894800000
2015-02-12,7987680000
2015-02-13,7994559999
2015-02-17,8090880000
2015-02-18,8059920000
2015-02-19,8097760000
2015-02-20,8087440000
2015-02-23,8032400000
2015-02-24,8114960000
2015-02-25,8097760000
2015-02-26,7925760000
2015-02-27,7915440000
2015-03-02,8018640000
2015-03-03,7977360000
2015-03-04,8004880000
2015-03-05,8111519999
2015-03-06,7850080000
2015-03-09,7887920000
2015-03-10,7901680000
2015-03-11,7915440000
2015-03-12,8139040000
2015-03-13,7998000000
2015-03-16,7946400000
2015-03-17,7812240000
2015-03-18,7922320000
2015-03-19,7939519999
2015-03-20,8087440000
2015-03-23,8046160000
2015-03-24,8097760000
2015-03-25,7898240000
2015-03-26,7815680000
2015-03-27,7922320000
2015-03-30,7994559999
2015-03-31,7976400000
2015-04-01,7789400000
2015-04-02,7952600000
2015-04-06,8027400000
2015-04-07,7854000000
2015-04-08,7864200000
2015-04-09,7860800000
2015-04-10,7939000000
2015-04-13,7901599999
2015-04-14,7894800000
2015-04-15,7922000000
2015-04-16,7728200000
2015-04-17,7663600000
2015-04-20,7697600000
2015-04-21,7870999999
2015-04-22,8020600000
2015-04-23,7826800000
2015-04-24,7823400000
2015-04-27,7854000000
2015-04-28,8047800000
2015-04-29,8000200000
2015-04-30,7915200000
2015-05-01,8109000000
2015-05-04,8180400000
2015-05-05,7993400000
2015-05-06,7799600000
2015-05-07,7884600000
2015-05-08,7901599999
2015-05-11,7952600000
2015-05-12,7867600000
2015-05-13,7915200000
2015-05-14,8115800000
2015-05-15,8007000000
2015-05-18,8125999999
2015-05-19,8295999999
2015-05-20,8166800000
2015-05-21,8309600000
2015-05-22,8166800000
2015-05-26,8122600000
2015-05-27,8221200000
2015-05-28,8241599999
2015-05-29,8088600000
2015-06-01,8173600000
2015-06-02,8207600000
2015-06-03,8289200000
2015-06-04,8166800000
2015-06-05,8190600000
2015-06-08,8085200000
2015-06-09,8149800000
2015-06-10,8330000000
2015-06-11,8340200000
2015-06-12,8289200000
2015-06-15,8194000000
2015-06-16,8180400000
2015-06-17,8200800000
2015-06-18,8285800000
2015-06-19,8279000000
2015-06-22,8251800000
2015-06-23,8221200000
2015-06-24,8166800000
2015-06-25,8190600000
2015-06-26,8156599999
2015-06-29,7898200000
2015-06-30,7852400000
2015-07-01,7962950000
2015-07-02,7906000000
2015-07-06,7872500000
2015-07-07,7912700000
2015-07-08,7715050000
2015-07-09,7721750000
2015-07-10,7865800000
2015-07-13,7879200000
2015-07-14,7919400000
2015-07-15,7839000000
2015-07-16,7795450000
2015-07-17,7658100000
2015-07-20,7708350000
2015-07-21,7581050000
2015-07-22,7731799999
2015-07-23,7973000000
2015-07-24,7828950000
2015-07-27,7758600000
2015-07-28,8586050000
2015-07-29,8847350000
2015-07-30,8844000000
2015-07-31,8840650000
2015-08-03,8857400000
2015-08-04,8864100000
2015-08-05,8777000000
2015-08-06,8857400000
2015-08-07,8988050000
2015-08-10,9024900000
2015-08-11,9078500000
2015-08-12,9075150000
2015-08-13,9058400000
2015-08-14,9118700000
2015-08-17,9252700000
2015-08-18,9497250000
2015-08-19,9410150000
2015-08-20,9128750000
2015-08-21,8887550000
2015-08-24,8472150000
2015-08-25,8338150000
2015-08-26,8626250000
2015-08-27,8807150000
2015-08-28,8807150000
2015-08-31,8787050000
2015-09-01,8589400000
2015-09-02,8777000000
2015-09-03,8907650000
2015-09-04,8787050000
2015-09-08,8964600000
2015-09-09,8911000000
2015-09-10,8994750000
2015-09-11,9081850000
2015-09-14,9078500000
2015-09-15,9212500000
2015-09-16,9229250000
2015-09-17,9229250000
2015-09-18,9132100000
2015-09-21,9142150000
2015-09-22,8941150000
2015-09-23,8894250000
2015-09-24,8810500000
2015-09-25,8773650000
2015-09-28,8582700000
2015-09-29,8234299999
2015-09-30,8321990000
2015-10-01,8483935000
2015-10-02,8559950000
2015-10-05,8745030000
2015-10-06,8768165000
2015-10-07,8850790000
2015-10-08,8850790000
2015-10-09,8926805000
2015-10-12,8959855000
2015-10-13,8801215000
2015-10-14,8642575000
2015-10-15,8718590000
2015-10-16,8731810000
2015-10-19,8774775000
2015-10-20,8814435000
2015-10-21,8873925000
2015-10-22,9131715000
2015-10-23,9111885000
2015-10-26,9121800000
2015-10-27,9372980000
2015-10-28,9667125000
2015-10-29,9478740000
2015-10-30,9584500000
2015-11-02,9700175000
2015-11-03,9716700000
2015-11-04,9591110000
2015-11-05,9667125000
2015-11-06,9452300000
2015-11-09,9389505000
2015-11-10,9518400000
2015-11-11,9637380000
2015-11-12,9475435000
2015-11-13,9353150000
2015-11-16,9511790000
2015-11-17,9690260000
2015-11-18,9862120000
2015-11-19,9898475000
2015-11-20,9977795000
2015-11-23,9967880000
2015-11-24,9977795000
2015-11-25,10080250000
2015-11-27,9997625000
2015-11-30,9885255000
2015-12-01,10053810000
2015-12-02,9971185000
2015-12-03,9753055000
2015-12-04,9921610000
2015-12-07,9895170000
2015-12-08,9832375000
2015-12-09,9683650000
2015-12-10,9667125000
2015-12-11,9571280000
2015-12-14,9657210000
2015-12-15,9521705000
2015-12-16,9726615000
2015-12-17,9376285000
2015-12-18,9214340000
2015-12-21,9267220000
2015-12-22,9356455000
2015-12-23,9379590000
2015-12-24,9399420000
2015-12-28,9422555000
2015-12-29,9432470000
2015-12-30,9389505000
2015-12-31,9339000000
2016-01-04,9174000000
2016-01-05,9137700000
2016-01-06,9035400000
2016-01-07,8622900000
2016-01-08,8424900000
2016-01-11,8299500000
2016-01-12,8421600000
2016-01-13,8098200000
2016-01-14,8233500000
2016-01-15,8190600000
2016-01-19,8154300000
2016-01-20,8005800000
2016-01-21,8220300000
2016-01-22,8438100000
2016-01-25,8372100000
2016-01-26,8471100000
2016-01-27,8504100000
2016-01-28,8388600000
2016-01-29,8708700000
2016-02-01,8669100000
2016-02-02,8273100000
2016-02-03,8335800000
2016-02-04,8378700000
2016-02-05,8019000000
2016-02-08,7741800000
2016-02-09,8378700000
2016-02-10,8418300000
2016-02-11,8240100000
2016-02-12,8520600000
2016-02-16,8721900000
2016-02-17,8985900000
2016-02-18,8919900000
2016-02-19,9114600000
2016-02-22,9170700000
2016-02-23,9358800000
2016-02-24,9464400000
2016-02-25,9540300000
2016-02-26,9484200000
2016-02-29,9306000000
2016-03-01,9636000000
2016-03-02,9593100000
2016-03-03,9560100000
2016-03-04,9566700000
2016-03-07,9556800000
2016-03-08,9616200000
2016-03-09,9645900000
2016-03-10,9609600000
2016-03-11,9731700000
2016-03-14,9738300000
2016-03-15,9840600000
2016-03-16,9893400000
2016-03-17,10084800000
2016-03-18,10154100000
2016-03-21,10183800000
2016-03-22,10253100000
2016-03-23,10210200000
2016-03-24,10193700000
2016-03-28,10296000000
2016-03-29,10371900000
2016-03-30,10428000000
2016-03-31,10315600000
2016-04-01,10509120000
2016-04-04,10391040000
2016-04-05,10332000000
2016-04-06,10404160000
2016-04-07,10299200000
2016-04-08,10407440000
2016-04-11,10322160000
2016-04-12,10423840000
2016-04-13,10564880000
2016-04-14,10548479999
2016-04-15,10587840000
2016-04-18,10627200000
2016-04-19,10627200000
2016-04-20,10732160000
2016-04-21,10594400000
2016-04-22,10650160000
2016-04-25,10574720000
2016-04-26,10358240000
2016-04-27,10394320000
2016-04-28,10220480000
2016-04-29,10072880000
2016-05-02,10292640000
2016-05-03,10076160000
2016-05-04,10063040000
2016-05-05,10164720000
2016-05-06,10397600000
2016-05-09,10404160000
2016-05-10,10561600000
2016-05-11,10361520000
2016-05-12,10282800000
2016-05-13,10227040000
2016-05-16,10332000000
2016-05-17,10279520000
2016-05-18,10246720000
2016-05-19,10282800000
2016-05-20,10423840000
2016-05-23,10289360000
2016-05-24,10623920000
2016-05-25,10682960000
2016-05-26,10617360000
2016-05-27,10699360000
2016-05-31,10705920000
2016-06-01,10669840000
2016-06-02,10538640000
2016-06-03,10505840000
2016-06-06,10358240000
2016-06-07,10473040000
2016-06-08,10499280000
2016-06-09,10443520000
2016-06-10,10246720000
2016-06-13,10118800000
2016-06-14,9974480000
2016-06-15,9902320000
2016-06-16,10059760000
2016-06-17,10131920000
2016-06-20,10289360000
2016-06-21,10286080000
2016-06-22,10236880000
2016-06-23,10325440000
2016-06-24,9899040000
2016-06-27,9603840000
2016-06-28,9813760000
2016-06-29,9994160000
2016-06-30,10086440000
2016-07-01,10122300000
2016-07-05,9959300000
2016-07-06,10079920000
2016-07-07,10171200000
2016-07-08,10503720000
2016-07-11,10692800000
2016-07-12,10888400000
2016-07-13,11002500000
2016-07-14,11090520000
2016-07-15,11110080000
2016-07-18,11051400000
2016-07-19,11015540000
2016-07-20,11191580000
2016-07-21,10872100000
2016-07-22,11015540000
2016-07-25,11158979999
2016-07-26,11687100000
2016-07-27,11879440000
2016-07-28,12019620000
2016-07-29,11892479999
2016-08-01,11853360000
2016-08-02,11846840000
2016-08-03,11918560000
2016-08-04,11827280000
2016-08-05,11954420000
2016-08-08,11892479999
2016-08-09,11810979999
2016-08-10,11830540000
2016-08-11,11794680000
2016-08-12,11758820000
2016-08-15,11784900000
2016-08-16,11576260000
2016-08-17,11563220000
2016-08-18,11478460000
2016-08-19,11475200000
2016-08-22,11533880000
2016-08-23,11641460000
2016-08-24,11501280000
2016-08-25,11494760000
2016-08-26,11481720000
2016-08-29,11559960000
2016-08-30,11543659999
2016-08-31,11566479999
2016-09-01,11582780000
2016-09-02,11559960000
2016-09-06,11511060000
2016-09-07,11501280000
2016-09-08,11458900000
2016-09-09,10842760000
2016-09-12,10982940000
2016-09-13,10767780000
2016-09-14,10836240000
2016-09-15,10953600000
2016-09-16,10725400000
2016-09-19,10735180000
2016-09-20,10709100000
2016-09-21,10885140000
2016-09-22,11191580000
2016-09-23,11172020000
2016-09-26,11191580000
2016-09-27,11351320000
2016-09-28,11263300000
2016-09-29,11155720000
2016-09-30,10910580000
2016-10-03,10799280000
2016-10-04,10767480000
2016-10-05,10888320000
2016-10-06,11107740000
2016-10-07,10656180000
2016-10-10,10773840000
2016-10-11,10567139999
2016-10-12,10672080000
2016-10-13,10608480000
2016-10-14,10659360000
2016-10-17,10748400000
2016-10-18,10643460000
2016-10-19,10474920000
2016-10-20,10554420000
2016-10-21,10522620000
2016-10-24,10672080000
2016-10-25,9660840000
2016-10-26,9730800000
2016-10-27,9699000000
2016-10-28,9768960000
2016-10-31,9819840000
2016-11-01,9533640000
2016-11-02,9358740000
2016-11-03,9365100000
2016-11-04,9489120000
2016-11-07,9625860000
2016-11-08,9686280000
2016-11-09,9835740000
2016-11-10,10001100000
2016-11-11,9943860000
2016-11-14,10064700000
2016-11-15,10153740000
2016-11-16,9978840000
2016-11-17,10255500000
2016-11-18,10322280000
2016-11-21,10331820000
2016-11-22,10354080000
2016-11-23,10300020000
2016-11-25,10401780000
2016-11-28,10226879999
2016-11-29,10242780000
2016-11-30,10064700000
2016-12-01,9644940000
2016-12-02,9641760000
2016-12-05,9918420000
2016-12-06,9934320000
2016-12-07,10217340000
2016-12-08,10347720000
2016-12-09,10369980000
2016-12-12,10303200000
2016-12-13,10389060000
2016-12-14,10335000000
2016-12-15,10029720000
2016-12-16,10153740000
2016-12-19,10303200000
2016-12-20,10322280000
2016-12-21,10427220000
2016-12-22,10185540000
2016-12-23,10195080000
2016-12-27,10252320000
2016-12-28,10121940000
2016-12-29,10141020000
2016-12-30,10055160000
2017-01-03,10216909999
2017-01-04,10441980000
2017-01-05,10353219999
2017-01-06,10312010000
2017-01-09,10201060000
2017-01-10,10210570000
2017-01-11,10289820000
2017-01-12,10159850000
2017-01-13,10159850000
2017-01-17,10153510000
2017-01-18,10175700000
2017-01-19,10121810000
2017-01-20,10137660000
2017-01-23,10153510000
2017-01-24,10435640000
2017-01-25,10657540000
2017-01-26,10663880000
2017-01-27,10562440000
2017-01-30,10559270000
2017-01-31,10445150000
2017-02-01,10543420000
2017-02-02,10461000000
2017-02-03,10533909999
2017-02-06,10518060000
2017-02-07,10654370000
2017-02-08,10711430000
2017-02-09,10480020000
2017-02-10,10698750000
2017-02-13,10619500000
2017-02-14,10495870000
2017-02-15,10600480000
2017-02-16,10673390000
2017-02-17,10625840000
2017-02-21,10787510000
2017-02-22,10730450000
2017-02-23,10812870000
2017-02-24,10784340000
2017-02-27,10914310000
2017-02-28,10708260000
2017-03-01,10955520000
2017-03-02,10882610000
2017-03-03,10797020000
2017-03-06,10606820000
2017-03-07,10540250000
2017-03-08,10720940000
2017-03-09,10686070000
2017-03-10,10755810000
2017-03-13,10676560000
2017-03-14,10676560000
2017-03-15,10898460000
2017-03-16,10984050000
2017-03-17,10987219999
2017-03-20,10933330000
2017-03-21,10724110000
2017-03-22,10752640000
2017-03-23,10844570000
2017-03-24,10774830000
2017-03-27,10695580000
2017-03-28,10768490000
2017-03-29,10768490000
2017-03-30,10720940000
2017-03-31,10706850000
2017-04-03,10524149999
2017-04-04,10480050000
2017-04-05,10420200000
2017-04-06,10656450000
2017-04-07,10552500000
2017-04-10,10574550000
2017-04-11,10697400000
2017-04-12,10492650000
2017-04-13,10423350000
2017-04-17,10549350000
2017-04-18,10514700000
2017-04-19,10621800000
2017-04-20,10687950000
2017-04-21,10817100000
2017-04-24,11034450000
2017-04-25,11623500000
2017-04-26,11796750000
2017-04-27,11733750000
2017-04-28,11661300000
2017-05-01,11566800000
2017-05-02,11573100000
2017-05-03,11541600000
2017-05-04,11588850000
2017-05-05,11629800000
2017-05-08,11632950000
2017-05-09,11639250000
2017-05-10,11579400000
2017-05-11,11544750000
2017-05-12,11484900000
2017-05-15,11658150000
2017-05-16,11736900000
2017-05-17,11607750000
2017-05-18,11661300000
2017-05-19,11655000000
2017-05-22,11714850000
2017-05-23,11601450000
2017-05-24,11683350000
2017-05-25,11695950000
2017-05-26,11655000000
2017-05-30,11651850000
2017-05-31,11733750000
2017-06-01,11787300000
2017-06-02,11856600000
2017-06-05,11740050000
2017-06-06,11702250000
2017-06-07,11655000000
2017-06-08,11667600000
2017-06-09,11724300000
2017-06-12,11787300000
2017-06-13,12014100000
2017-06-14,12102300000
2017-06-15,12155850000
2017-06-16,12152700000
2017-06-19,12329100000
2017-06-20,12275550000
2017-06-21,12209400000
2017-06-22,12228300000
2017-06-23,12256649999
2017-06-26,12256649999
2017-06-27,12048750000
2017-06-28,12209400000
2017-06-29,11970000000
2017-06-30,11959730000
2017-07-03,11881480000
2017-07-05,11940950000
2017-07-06,11793840000
2017-07-07,12028590000
2017-07-10,12125620000
2017-07-11,12144400000
2017-07-12,12100579999
2017-07-13,12156920000
2017-07-14,12181960000
2017-07-17,12125620000
2017-07-18,12072410000
2017-07-19,12213260000
2017-07-20,11987900000
2017-07-21,11987900000
2017-07-24,11806360000
2017-07-25,11812620000
2017-07-26,11781320000
2017-07-27,11984770000
2017-07-28,12072410000
2017-07-31,11934690000
2017-08-01,11997290000
2017-08-02,11981640000
2017-08-03,11890870000
2017-08-04,11997290000
2017-08-07,11959730000
2017-08-08,11778190000
2017-08-09,11643600000
2017-08-10,11408850000
2017-08-11,11483970000
2017-08-14,11674900000
2017-08-15,11712460000
2017-08-16,11731239999
2017-08-17,11415110000
2017-08-18,11393200000
2017-08-21,11433890000
2017-08-22,11577870000
2017-08-23,11493360000
2017-08-24,11418239999
2017-08-25,11365030000
2017-08-28,11361900000
2017-08-29,11365030000
2017-08-30,11383810000
2017-08-31,11509010000
2017-09-01,11599780000
2017-09-05,11471450000
2017-09-06,11518400000
2017-09-07,11581000000
2017-09-08,11759410000
2017-09-11,11781320000
2017-09-12,11928430000
2017-09-13,11740630000
2017-09-14,11699940000
2017-09-15,11678030000
2017-09-18,11659250000
2017-09-19,11703070000
2017-09-20,11743760000
2017-09-21,11806360000
2017-09-22,11922170000
2017-09-25,11959730000
2017-09-26,12019200000
2017-09-27,12072410000
2017-09-28,12138140000
2017-09-29,12210130000
2017-10-02,12288736000
2017-10-03,12170784000
2017-10-04,12183200000
2017-10-05,12099391999
2017-10-06,12176991999
2017-10-09,12086976000
2017-10-10,12028000000
2017-10-11,12093184000
2017-10-12,12118016000
2017-10-13,12080768000
2017-10-16,12093184000
2017-10-17,12074560000
2017-10-18,12000063999
2017-10-19,12124224000
2017-10-20,12443936000
2017-10-23,12450144000
2017-10-24,12673632000
2017-10-25,12313568000
2017-10-26,12450144000
2017-10-27,12465663999
2017-10-30,12257696000
2017-10-31,12360128000
2017-11-01,12220448000
2017-11-02,12071456000
2017-11-03,12111808000
2017-11-06,12173888000
2017-11-07,12130432000
2017-11-08,12145952000
2017-11-09,11987648000
2017-11-10,11984544000
2017-11-13,12071456000
2017-11-14,12118016000
2017-11-15,12046624000
2017-11-16,12149056000
2017-11-17,12217344000
2017-11-20,12366336000
2017-11-21,12419104000
2017-11-22,12397376000
2017-11-24,12285632000
2017-11-27,12434624000
2017-11-28,12704672000
2017-11-29,13046112000
2017-11-30,13319263999
2017-12-01,13192000000
2017-12-04,13440320000
2017-12-05,13340991999
2017-12-06,13083360000
2017-12-07,13133024000
2017-12-08,13260288000
2017-12-11,13167168000
2017-12-12,13095776000
2017-12-13,13043008000
2017-12-14,12990240000
2017-12-15,13133024000
2017-12-18,13347200000
2017-12-19,13347200000
2017-12-20,13555168000
2017-12-21,13732096000
2017-12-22,13604832000
2017-12-26,13663808000
2017-12-27,13620352000
2017-12-28,13694848000
2017-12-29,13638976000
2018-01-02,13602602999
2018-01-03,13661596256
2018-01-04,13677120797
2018-01-05,13804422035
2018-01-08,13869625108
2018-01-09,14105598134
2018-01-10,13882044741
2018-01-11,14198745381
2018-01-12,14208060106
2018-01-16,14046604877
2018-01-17,14229794463
2018-01-18,14366410426
2018-01-19,14251528821
2018-01-22,14242214096
2018-01-23,14114912859
2018-01-24,14254633729
2018-01-25,14105598134
2018-01-26,14074549051
2018-01-29,13860310383
2018-01-30,13823051484
2018-01-31,13866520199
2018-02-01,13683330613
2018-02-02,13320056349
2018-02-05,12817061214
2018-02-06,13146181488
2018-02-07,13254853276
2018-02-08,12636976536
2018-02-09,13080978415
2018-02-12,13388364330
2018-02-13,13276587634
2018-02-14,13332475982
2018-02-15,13298321991
2018-02-16,13416308505
2018-02-20,13202069836
2018-02-21,13164810937
2018-02-22,13220699285
2018-02-23,13357315248
2018-02-26,13310741624
2018-02-27,13006460617
2018-02-28,12767382682
2018-03-01,12683550160
2018-03-02,12577983280
2018-03-05,12779802315
2018-03-06,12773592499
2018-03-07,12813956306
2018-03-08,12869844654
2018-03-09,13189650203
2018-03-12,13186545295
2018-03-13,13130656946
2018-03-14,12907103553
2018-03-15,12919523186
2018-03-16,12907103553
2018-03-19,12758067958
2018-03-20,12736333600
2018-03-21,12900893737
2018-03-22,12739438508
2018-03-23,12497255666
2018-03-26,12671130527
2018-03-27,12565563647
2018-03-28,12366849519
2018-03-29,12556248922
2018-04-02,11934000000
2018-04-03,12123720000
2018-04-04,12457260000
2018-04-05,12524580000
2018-04-06,12298140000
2018-04-09,12307320000
2018-04-10,12484800000
2018-04-11,12423600000
2018-04-12,12490920000
2018-04-13,12438900000
2018-04-16,12521520000
2018-04-17,12668400000
2018-04-18,12640860000
2018-04-19,12163500000
2018-04-20,12007440000
2018-04-23,12071700000
2018-04-24,11064959999
2018-04-25,11374020000
2018-04-26,11422980000
2018-04-27,11634120000
2018-04-30,11588220000
2018-05-01,11781000000
2018-05-02,11545379999
2018-05-03,11631060000
2018-05-04,11725920000
2018-05-07,11719800000
2018-05-08,11683080000
2018-05-09,11514780000
2018-05-10,11585160000
2018-05-11,11649420000
2018-05-14,11517840000
2018-05-15,11429100000
2018-05-16,11600459999
2018-05-17,11475000000
2018-05-18,11582100000
2018-05-21,11545379999
2018-05-22,11322000000
2018-05-23,11487240000
2018-05-24,11481120000
2018-05-25,11597400000
2018-05-29,11490300000
2018-05-30,11676959999
2018-05-31,11404620000
2018-06-01,11514780000
2018-06-04,11747340000
2018-06-05,11820780000
2018-06-06,11744280000
2018-06-07,11784060000
2018-06-08,11891160000
2018-06-11,11845260000
2018-06-12,11894220000
2018-06-13,11618820000
2018-06-14,11756520000
2018-06-15,11701440000
2018-06-18,11560680000
2018-06-19,11554560000
2018-06-20,11762640000
2018-06-21,11551500000
2018-06-22,11640240000
2018-06-25,11579040000
2018-06-26,11652480000
2018-06-27,11441340000
2018-06-28,11364840000
2018-06-29,11450520000
2018-07-02,11336160000
2018-07-03,11308800000
2018-07-05,11558080000
2018-07-06,11679680000
2018-07-09,11773920000
2018-07-10,11728320000
2018-07-11,11463840000
2018-07-12,11460800000
2018-07-13,11555040000
2018-07-16,11457760000
