,MAS
2004-08-24,12433658535
2004-08-25,12363609754
2004-08-26,12398634144
2004-08-27,12341719510
2004-08-30,12293560974
2004-08-31,12359231705
2004-09-01,12481817071
2004-09-02,12643804876
2004-09-03,12648182925
2004-09-07,12910865852
2004-09-08,12840817071
2004-09-09,12731365852
2004-09-10,12643804876
2004-09-13,12875841461
2004-09-14,12928378047
2004-09-15,12810170730
2004-09-16,12989670730
2004-09-17,13177926827
2004-09-20,13099121949
2004-09-21,13462499998
2004-09-22,13121012193
2004-09-23,13042207315
2004-09-24,13151658535
2004-09-27,13011560974
2004-09-28,13064097559
2004-09-29,13037829266
2004-09-30,13223660389
2004-10-01,13376207559
2004-10-04,13184433974
2004-10-05,12975226426
2004-10-06,13101622653
2004-10-07,12888056615
2004-10-08,12853188690
2004-10-11,12835754728
2004-10-12,12918566049
2004-10-13,12744226426
2004-10-14,12922924540
2004-10-15,12840113219
2004-10-18,12870622653
2004-10-19,12744226426
2004-10-20,12888056615
2004-10-21,13027528313
2004-10-22,12983943408
2004-10-25,12888056615
2004-10-26,13180075483
2004-10-27,13219301898
2004-10-28,13306471710
2004-10-29,13123415106
2004-11-01,13563622653
2004-11-02,13258528313
2004-11-03,13563622653
2004-11-04,13807698125
2004-11-05,13737962276
2004-11-08,13642075484
2004-11-09,13572339634
2004-11-10,13633358502
2004-11-11,13742320767
2004-11-12,13977679257
2004-11-15,13977679257
2004-11-16,13829490578
2004-11-17,13825132088
2004-11-18,13925377371
2004-11-19,13711811333
2004-11-22,13742320767
2004-11-23,13729245295
2004-11-24,13707452842
2004-11-26,13794622654
2004-11-29,13498245295
2004-11-30,13506962276
2004-12-01,13724886804
2004-12-02,13567981144
2004-12-03,13663867936
2004-12-06,13764113220
2004-12-07,13567981144
2004-12-08,13598490578
2004-12-09,13676943408
2004-12-10,13659509446
2004-12-13,13772830201
2004-12-14,13785905672
2004-12-15,13982037748
2004-12-16,14021264163
2004-12-17,13759754729
2004-12-20,13663867936
2004-12-21,13772830201
2004-12-22,13973320767
2004-12-23,13907943408
2004-12-27,13886150956
2004-12-28,14060490578
2004-12-29,14082283031
2004-12-30,14095358503
2004-12-31,13990754729
2005-01-03,14008188691
2005-01-04,13707452842
2005-01-05,13441584917
2005-01-06,13563622653
2005-01-07,13524396238
2005-01-10,13563622653
2005-01-11,13406716993
2005-01-12,13376207559
2005-01-13,13537471710
2005-01-14,13873075484
2005-01-18,14029981144
2005-01-19,13877433974
2005-01-20,13877433974
2005-01-21,13833849069
2005-01-24,13816415106
2005-01-25,13781547182
2005-01-26,13820773597
2005-01-27,13894867937
2005-01-28,14077924541
2005-01-31,14095358503
2005-02-01,14217396239
2005-02-02,14291490579
2005-02-03,14291490579
2005-02-04,14566075484
2005-02-07,14531207560
2005-02-08,14531207560
2005-02-09,14226113220
2005-02-10,14260981145
2005-02-11,14243547182
2005-02-14,14191245295
2005-02-15,14165094352
2005-02-16,14147660390
2005-02-17,14134584918
2005-02-18,14108433975
2005-02-22,13951528314
2005-02-23,12665773596
2005-02-24,12861905672
2005-02-25,12992660389
2005-02-28,12914207558
2005-03-01,13175716993
2005-03-02,13044962276
2005-03-03,13010094351
2005-03-04,13289037747
2005-03-07,13328264163
2005-03-08,13267245295
2005-03-09,12983943408
2005-03-10,12783452841
2005-03-11,12770377370
2005-03-14,12861905672
2005-03-15,12757301898
2005-03-16,12983943408
2005-03-17,12883698124
2005-03-18,12866264162
2005-03-21,13001377370
2005-03-22,13066754728
2005-03-23,12983943408
2005-03-24,13149566049
2005-03-28,13201867936
2005-03-29,13084188691
2005-03-30,13153924540
2005-03-31,12844276937
2005-04-01,12700953860
2005-04-04,12768400013
2005-04-05,12835846167
2005-04-06,12667230783
2005-04-07,12684092321
2005-04-08,12570276936
2005-04-11,12519692321
2005-04-12,12869569244
2005-04-13,12604000013
2005-04-14,12254123090
2005-04-15,12093938474
2005-04-18,12342646167
2005-04-19,12355292321
2005-04-20,11773569243
2005-04-21,12034923090
2005-04-22,11933753859
2005-04-25,12152953859
2005-04-26,12001200013
2005-04-27,11971692320
2005-04-28,11824153859
2005-04-29,11663969243
2005-05-02,11853661551
2005-05-03,11073815396
2005-05-04,11196061550
2005-05-05,11314092320
2005-05-06,11381538474
2005-05-09,11432123089
2005-05-10,11293015396
2005-05-11,11326738473
2005-05-12,11212923089
2005-05-13,11120184627
2005-05-16,11225569243
2005-05-17,11465846166
2005-05-18,11786215397
2005-05-19,11815723089
2005-05-20,11832584628
2005-05-23,12030707705
2005-05-24,11853661551
2005-05-25,11815723089
2005-05-26,11946400013
2005-05-27,11992769243
2005-05-31,11862092320
2005-06-01,11959046166
2005-06-02,12140307705
2005-06-03,11988553859
2005-06-06,12077076936
2005-06-07,12266769244
2005-06-08,12060215397
2005-06-09,12093938474
2005-06-10,12039138474
2005-06-13,12098153859
2005-06-14,12089723090
2005-06-15,12161384628
2005-06-16,12266769244
2005-06-17,12469107705
2005-06-20,12317353859
2005-06-21,12363723090
2005-06-22,12296276936
2005-06-23,11963261551
2005-06-24,11744061551
2005-06-27,11828369243
2005-06-28,12093938474
2005-06-29,11866307705
2005-06-30,11794225801
2005-07-01,11675903221
2005-07-05,11730838705
2005-07-06,11654774189
2005-07-07,11802677414
2005-07-08,11899870963
2005-07-11,11946354834
2005-07-12,11954806447
2005-07-13,12039322576
2005-07-14,12068903221
2005-07-15,12081580640
2005-07-18,12090032253
2005-07-19,12259064511
2005-07-20,12453451608
2005-07-21,12415419350
2005-07-22,12567548382
2005-07-25,12453451608
2005-07-26,12601354833
2005-07-27,12681645156
2005-07-28,12867580640
2005-07-29,12592903221
2005-08-01,12483032253
2005-08-02,11866064511
2005-08-03,11933677414
2005-08-04,11781548382
2005-08-05,11658999995
2005-08-08,11595612898
2005-08-09,11616741931
2005-08-10,11587161285
2005-08-11,11713935479
2005-08-12,11654774189
2005-08-15,11697032253
2005-08-16,11570258060
2005-08-17,11511096769
2005-08-18,11511096769
2005-08-19,11435032253
2005-08-22,11464612898
2005-08-23,11236419350
2005-08-24,11177258060
2005-08-25,11156129028
2005-08-26,11063161286
2005-08-29,11080064511
2005-08-30,11130774189
2005-08-31,11392774189
2005-09-01,11422354834
2005-09-02,11439258060
2005-09-06,11511096769
2005-09-07,11709709672
2005-09-08,11422354834
2005-09-09,11519548382
2005-09-12,11439258060
2005-09-13,11329387092
2005-09-14,11287129027
2005-09-15,11253322576
2005-09-16,11198387092
2005-09-19,11194161286
2005-09-20,11046258060
2005-09-21,10957516124
2005-09-22,11101193544
2005-09-23,11050483866
2005-09-26,11249096769
2005-09-27,11418129027
2005-09-28,11244870963
2005-09-29,11304032253
2005-09-30,10999680000
2005-10-03,11007840000
2005-10-04,10775280000
2005-10-05,10440720000
2005-10-06,10412160000
2005-10-07,10559040000
2005-10-10,10497840000
2005-10-11,10408080000
2005-10-12,10318320000
2005-10-13,10334640000
2005-10-14,10550880000
2005-10-17,10599840000
2005-10-18,10232640000
2005-10-19,10326480000
2005-10-20,10138800000
2005-10-21,10081680000
2005-10-24,10224480000
2005-10-25,10200000000
2005-10-26,10040880000
2005-10-27,9979680000
2005-10-28,10236720000
2005-10-31,10216320000
2005-11-01,9812400000
2005-11-02,10004160000
2005-11-03,10179600000
2005-11-04,10363200000
2005-11-07,10571280000
2005-11-08,10310160000
2005-11-09,10371360000
2005-11-10,10469280000
2005-11-11,10428480000
2005-11-14,10563120000
2005-11-15,10391760000
2005-11-16,10334640000
2005-11-17,10599840000
2005-11-18,10689600000
2005-11-21,10771200000
2005-11-22,10836480000
2005-11-23,11003760000
2005-11-25,11032320000
2005-11-28,10758960000
2005-11-29,10775280000
2005-11-30,10673280000
2005-12-01,10848720000
2005-12-02,10909920000
2005-12-05,10791600000
2005-12-06,10828320000
2005-12-07,10710000000
2005-12-08,10559040000
2005-12-09,10583520000
2005-12-12,10518240000
2005-12-13,10869120000
2005-12-14,10889520000
2005-12-15,10926240000
2005-12-16,10983360000
2005-12-19,10885440000
2005-12-20,10807920000
2005-12-21,10918080000
2005-12-22,10828320000
2005-12-23,10763040000
2005-12-27,10779360000
2005-12-28,10754880000
2005-12-29,10746720000
2005-12-30,10824240000
2006-01-03,11191440000
2006-01-04,11016000000
2006-01-05,10967040000
2006-01-06,10897680000
2006-01-09,10926240000
2006-01-10,10975200000
2006-01-11,11060880000
2006-01-12,10909920000
2006-01-13,10844640000
2006-01-17,10869120000
2006-01-18,10946640000
2006-01-19,10807920000
2006-01-20,10534560000
2006-01-23,10608000000
2006-01-24,10673280000
2006-01-25,10669200000
2006-01-26,10534560000
2006-01-27,10620240000
2006-01-30,10673280000
2006-01-31,10628400000
2006-02-01,10559040000
2006-02-02,10550880000
2006-02-03,10616160000
2006-02-06,10669200000
2006-02-07,10583520000
2006-02-08,10612080000
2006-02-09,10640640000
2006-02-10,10701840000
2006-02-13,10722240000
2006-02-14,11036400000
2006-02-15,11040480000
2006-02-16,11179200000
2006-02-17,11191440000
2006-02-21,11093520000
2006-02-22,11297520000
2006-02-23,11281200000
2006-02-24,11252640000
2006-02-27,11293440000
2006-02-28,11183280000
2006-03-01,11191440000
2006-03-02,11162880000
2006-03-03,11077200000
2006-03-06,10967040000
2006-03-07,10991520000
2006-03-08,10926240000
2006-03-09,10979280000
2006-03-10,11158800000
2006-03-13,10718160000
2006-03-14,11077200000
2006-03-15,11134320000
2006-03-16,11256720000
2006-03-17,11558640000
2006-03-20,11497440000
2006-03-21,11485200000
2006-03-22,11432160000
2006-03-23,11517840000
2006-03-24,11513760000
2006-03-27,11579040000
2006-03-28,11550480000
2006-03-29,11530080000
2006-03-30,11570880000
2006-03-31,11368090903
2006-04-03,11555236358
2006-04-04,11579127267
2006-04-05,11614963631
2006-04-06,11439763631
2006-04-07,11407909085
2006-04-10,11296418176
2006-04-11,11228727267
2006-04-12,11240672722
2006-04-13,11224745449
2006-04-17,11180945449
2006-04-18,11483563631
2006-04-19,11495509085
2006-04-20,11499490903
2006-04-21,11459672722
2006-04-24,11332254540
2006-04-25,11308363631
2006-04-26,11244654540
2006-04-27,11180945449
2006-04-28,11161036358
2006-05-01,11196872722
2006-05-02,11344199994
2006-05-03,11320309085
2006-05-04,11292436358
2006-05-05,11463654540
2006-05-08,11435781812
2006-05-09,11399945449
2006-05-10,11563199994
2006-05-11,11527363631
2006-05-12,11336236358
2006-05-15,11360127267
2006-05-16,11180945449
2006-05-17,10906199995
2006-05-18,10782763631
2006-05-19,10778781813
2006-05-22,10663309086
2006-05-23,10683218176
2006-05-24,10695163631
2006-05-25,10858418176
2006-05-26,10826563631
2006-05-30,10822581813
2006-05-31,10854436358
2006-06-01,11013709085
2006-06-02,11017690904
2006-06-05,10655345449
2006-06-06,10448290904
2006-06-07,10185490904
2006-06-08,10173545449
2006-06-09,10137709086
2006-06-12,9958527268
2006-06-13,9687763631
2006-06-14,9739527268
2006-06-15,9986399995
2006-06-16,9938618177
2006-06-19,9870927268
2006-06-20,9882872722
2006-06-21,9970472722
2006-06-22,9954545450
2006-06-23,9918709086
2006-06-26,10093909086
2006-06-27,10038163631
2006-06-28,10145672722
2006-06-29,10384581813
2006-06-30,10099384623
2006-07-03,10138153854
2006-07-05,10045107700
2006-07-06,9777600007
2006-07-07,9521723084
2006-07-10,9754338469
2006-07-11,9762092315
2006-07-12,9506215392
2006-07-13,9289107699
2006-07-14,9223200007
2006-07-17,9300738468
2006-07-18,9289107699
2006-07-19,9417046161
2006-07-20,9126276930
2006-07-21,8858769237
2006-07-24,9033230776
2006-07-25,9153415391
2006-07-26,8975076930
2006-07-27,8893661545
2006-07-28,9161169238
2006-07-31,9106892314
2006-08-01,9021600007
2006-08-02,9044861545
2006-08-03,9366646161
2006-08-04,9320123084
2006-08-07,9455815392
2006-08-08,9362769238
2006-08-09,9060369237
2006-08-10,9095261545
2006-08-11,9037107699
2006-08-14,8924676930
2006-08-15,9149538468
2006-08-16,9382153853
2006-08-17,9389907699
2006-08-18,9312369238
2006-08-21,9165046161
2006-08-22,9145661545
2006-08-23,8990584622
2006-08-24,9002215391
2006-08-25,9114646161
2006-08-28,9265846161
2006-08-29,9277476930
2006-08-30,9296861545
2006-08-31,9339507699
2006-09-01,9451938469
2006-09-05,9529476930
2006-09-06,9335630776
2006-09-07,9145661545
2006-09-08,9203815391
2006-09-11,9397661545
2006-09-12,9475200007
2006-09-13,9409292315
2006-09-14,9564369238
2006-09-15,9618646161
2006-09-18,9389907699
2006-09-19,9312369238
2006-09-20,9168923084
2006-09-21,8889784622
2006-09-22,9064246161
2006-09-25,9134030776
2006-09-26,9296861545
2006-09-27,9420923084
2006-09-28,9436430776
2006-09-29,9339507699
2006-10-02,9374301166
2006-10-03,9270398813
2006-10-04,9305032931
2006-10-05,9331970578
2006-10-06,9312729401
2006-10-09,9478203519
2006-10-10,9432024695
2006-10-11,9289639990
2006-10-12,9335818813
2006-10-13,9258854107
2006-10-16,9635981166
2006-10-17,9470507048
2006-10-18,9412783519
2006-10-19,9439721166
2006-10-20,9412783519
2006-10-23,9412783519
2006-10-24,9466658813
2006-10-25,9381997637
2006-10-26,9670615283
2006-10-27,9589802342
2006-10-30,9466658813
2006-10-31,9351211754
2006-11-01,9208827048
2006-11-02,9108772931
2006-11-03,9158799990
2006-11-06,9262702343
2006-11-07,9370452931
2006-11-08,9401238813
2006-11-09,9385845872
2006-11-10,9424328225
2006-11-13,9439721166
2006-11-14,9566712930
2006-11-15,9612891754
2006-11-16,9635981166
2006-11-17,9797607048
2006-11-20,9662918813
2006-11-21,9724490577
2006-11-22,9709097636
2006-11-24,9705249401
2006-11-27,9551319989
2006-11-28,9482051754
2006-11-29,9632132930
2006-11-30,9701401166
2006-12-01,9724490577
2006-12-04,9805303518
2006-12-05,9820696460
2006-12-06,10163189400
2006-12-07,10143948224
2006-12-08,10132403518
2006-12-11,10066983518
2006-12-12,9997715283
2006-12-13,9982322342
2006-12-14,10101617636
2006-12-15,9901509401
2006-12-18,9859178812
2006-12-19,9870723518
2006-12-20,9947688224
2006-12-21,9905357636
2006-12-22,9889964695
2006-12-26,9928447048
2006-12-27,10113162342
2006-12-28,10220912930
2006-12-29,10101617636
2007-01-03,9944297284
2007-01-04,9936567555
2007-01-05,9932702690
2007-01-08,9897918906
2007-01-09,10087297284
2007-01-10,10114351338
2007-01-11,10207108095
2007-01-12,10284405392
2007-01-16,10493108094
2007-01-17,10558810797
2007-01-18,10500837824
2007-01-19,10825486472
2007-01-22,10647702689
2007-01-23,10674756743
2007-01-24,10755918905
2007-01-25,10609054040
2007-01-26,10493108094
2007-01-29,10516297284
2007-01-30,10543351338
2007-01-31,10864135121
2007-02-01,11416810796
2007-02-02,11525027012
2007-02-05,11242891877
2007-02-06,11103756742
2007-02-07,11080567553
2007-02-08,10918243229
2007-02-09,10856405391
2007-02-12,10825486472
2007-02-13,10802297283
2007-02-14,10767513499
2007-02-15,10589729716
2007-02-16,10585864851
2007-02-20,10636108094
2007-02-21,10578135121
2007-02-22,10431270257
2007-02-23,10373297284
2007-02-26,10292135122
2007-02-27,10210972960
2007-02-28,10129810798
2007-03-01,10006135122
2007-03-02,9820621609
2007-03-05,9666027014
2007-03-06,9727864852
2007-03-07,9646702690
2007-03-08,9747189176
2007-03-09,9561675663
2007-03-12,9492108096
2007-03-13,9465054042
2007-03-14,9646702690
2007-03-15,9468918907
2007-03-16,9345243231
2007-03-19,9437999988
2007-03-20,9553945933
2007-03-21,9693081068
2007-03-22,9611918906
2007-03-23,9503702690
2007-03-26,9492108096
2007-03-27,9441864852
2007-03-28,9198378366
2007-03-29,9248621609
2007-03-30,9306594582
2007-04-02,8734764698
2007-04-03,8797764698
2007-04-04,8805176463
2007-04-05,8849647051
2007-04-09,8756999993
2007-04-10,8668058816
2007-04-11,8660647051
2007-04-12,8705117640
2007-04-13,8749588228
2007-04-16,8756999993
2007-04-17,8894117640
2007-04-18,8868176463
2007-04-19,8831117640
2007-04-20,8990470581
2007-04-23,8994176463
2007-04-24,8983058816
2007-04-25,9001588228
2007-04-26,9164647051
2007-04-27,9060882345
2007-04-30,8860764698
2007-05-01,9705705874
2007-05-02,9694588227
2007-05-03,9768705874
2007-05-04,9931764698
2007-05-07,10002176462
2007-05-08,9890999992
2007-05-09,9876176462
2007-05-10,9679764698
2007-05-11,9635294110
2007-05-14,9701999992
2007-05-15,9494470580
2007-05-16,9494470580
2007-05-17,9512999992
2007-05-18,9653823521
2007-05-21,9779823521
2007-05-22,9809470580
2007-05-23,9846529403
2007-05-24,9898411756
2007-05-25,9735352933
2007-05-29,9687176462
2007-05-30,9731647051
2007-05-31,9839117639
2007-06-01,9587117639
2007-06-04,9820588227
2007-06-05,9750176462
2007-06-06,9435176463
2007-06-07,9160941169
2007-06-08,9346235286
2007-06-11,9372176463
2007-06-12,9223941169
2007-06-13,9394411757
2007-06-14,9468529404
2007-06-15,9546352933
2007-06-18,9512999992
2007-06-19,9516705874
2007-06-20,9323999992
2007-06-21,9349941169
2007-06-22,9227647051
2007-06-25,9160941169
2007-06-26,8986764698
2007-06-27,9112764698
2007-06-28,9116470581
2007-06-29,9272117639
2007-07-02,9217678582
2007-07-03,9100535724
2007-07-05,9133482153
2007-07-06,9228660725
2007-07-09,9030982153
2007-07-10,8829642867
2007-07-11,8954107153
2007-07-12,9126160724
2007-07-13,9129821439
2007-07-16,9012678581
2007-07-17,9126160724
2007-07-18,8961428581
2007-07-19,8961428581
2007-07-20,8855267867
2007-07-23,8807678581
2007-07-24,8617321438
2007-07-25,8503839295
2007-07-26,8372053581
2007-07-27,8324464295
2007-07-30,8287857152
2007-07-31,8752767867
2007-08-01,8767410724
2007-08-02,9005357153
2007-08-03,8672232153
2007-08-06,8847946438
2007-08-07,8924821439
2007-08-08,9020000010
2007-08-09,8372053581
2007-08-10,8291517866
2007-08-13,8569732152
2007-08-14,8320803581
2007-08-15,7969375009
2007-08-16,8243928581
2007-08-17,8459910724
2007-08-20,8562410724
2007-08-21,8368392866
2007-08-22,8624642867
2007-08-23,8606339295
2007-08-24,8635625010
2007-08-27,8467232152
2007-08-28,8046250009
2007-08-29,8320803581
2007-08-30,8240267866
2007-08-31,8368392866
2007-09-04,8452589295
2007-09-05,8240267866
2007-09-06,8251250009
2007-09-07,8053571438
2007-09-10,7980357152
2007-09-11,7808303580
2007-09-12,7866875009
2007-09-13,7940089295
2007-09-14,7969375009
2007-09-17,7859553580
2007-09-18,8412321438
2007-09-19,7987678580
2007-09-20,7519107151
2007-09-21,7680178580
2007-09-24,7585000008
2007-09-25,7464196437
2007-09-26,7431250008
2007-09-27,7398303580
2007-09-28,7453214294
2007-10-01,7384234999
2007-10-02,7568575000
2007-10-03,7462225000
2007-10-04,7377145000
2007-10-05,7682015000
2007-10-08,7451590000
2007-10-09,7550850000
2007-10-10,7515400000
2007-10-11,7433865000
2007-10-12,7292065000
2007-10-15,7171535000
2007-10-16,7058095000
2007-10-17,7178625000
2007-10-18,7047460000
2007-10-19,6969470000
2007-10-22,7086454999
2007-10-23,7072275000
2007-10-24,7256615000
2007-10-25,7104180000
2007-10-26,7185715000
2007-10-29,7281430000
2007-10-30,7568575000
2007-10-31,7501220000
2007-11-01,7281430000
2007-11-02,7348785000
2007-11-05,7334605000
2007-11-06,7497674999
2007-11-07,7284975000
2007-11-08,7359420000
2007-11-09,7217620000
2007-11-12,7132540000
2007-11-13,7366510000
2007-11-14,7334605000
2007-11-15,7331060000
2007-11-16,7270795000
2007-11-19,6934020000
2007-11-20,6923385000
2007-11-21,6522799999
2007-11-23,6742590000
2007-11-26,6611424999
2007-11-27,6724865000
2007-11-28,6845395000
2007-11-29,6813490000
2007-11-30,6976560000
2007-12-03,6902115000
2007-12-04,6717775000
2007-12-05,6973015000
2007-12-06,7398415000
2007-12-07,7455135000
2007-12-10,7550850000
2007-12-11,7118359999
2007-12-12,7072275000
2007-12-13,7153810000
2007-12-14,6845395000
2007-12-17,6767405000
2007-12-18,6870210000
2007-12-19,6561795000
2007-12-20,6657510000
2007-12-21,6827670000
2007-12-24,6760315000
2007-12-26,6749680000
2007-12-27,6742590000
2007-12-28,6739045000
2007-12-31,6760439999
2008-01-02,6489880000
2008-01-03,6361720000
2008-01-04,6183720000
2008-01-07,6290520000
2008-01-08,6009280000
2008-01-09,6169479999
2008-01-10,6279840000
2008-01-11,6148120000
2008-01-14,6194399999
2008-01-15,5959439999
2008-01-16,6080479999
2008-01-17,5870439999
2008-01-18,5895360000
2008-01-22,6133880000
2008-01-23,6806720000
2008-01-24,6828080000
2008-01-25,6692800000
2008-01-28,6731960000
2008-01-29,6867240000
2008-01-30,6863680000
2008-01-31,7173399999
2008-02-01,7298000000
2008-02-04,6927760000
2008-02-05,6771120000
2008-02-06,6739080000
2008-02-07,6753320000
2008-02-08,6589560000
2008-02-11,6806720000
2008-02-12,6059120000
2008-02-13,6155240000
2008-02-14,6034200000
2008-02-15,5991479999
2008-02-19,5827720000
2008-02-20,5941640000
2008-02-21,5895360000
2008-02-22,6027080000
2008-02-25,6130320000
2008-02-26,6101840000
2008-02-27,6226439999
2008-02-28,6126760000
2008-02-29,5845520000
2008-03-03,5923840000
2008-03-04,5966560000
2008-03-05,5938080000
2008-03-06,5699560000
2008-03-07,5799240000
2008-03-10,5710240000
2008-03-11,5945200000
2008-03-12,5813479999
2008-03-13,5870439999
2008-03-14,5710240000
2008-03-17,5781439999
2008-03-18,6190840000
2008-03-19,5891800000
2008-03-20,6108960000
2008-03-24,6411560000
2008-03-25,6368840000
2008-03-26,6201520000
2008-03-27,6194399999
2008-03-28,6030640000
2008-03-31,6170220000
2008-04-01,6471120000
2008-04-02,6453420000
2008-04-03,6325980000
2008-04-04,6205620000
2008-04-07,6177300000
2008-04-08,6053400000
2008-04-09,5904720000
2008-04-10,5989680000
2008-04-11,5918880000
2008-04-14,5858700000
2008-04-15,5865780000
2008-04-16,6166680000
2008-04-17,6156060000
2008-04-18,6265800000
2008-04-21,6195000000
2008-04-22,6042780000
2008-04-23,5851620000
2008-04-24,5897640000
2008-04-25,5964900000
2008-04-28,6127740000
2008-04-29,5802060000
2008-04-30,5664000000
2008-05-01,5784360000
2008-05-02,5784360000
2008-05-05,5869319999
2008-05-06,5890560000
2008-05-07,5770200000
2008-05-08,5720640000
2008-05-09,5660460000
2008-05-12,5780819999
2008-05-13,5759580000
2008-05-14,5791440000
2008-05-15,6042780000
2008-05-16,6056940000
2008-05-19,6021540000
2008-05-20,5865780000
2008-05-21,5579040000
2008-05-22,5596740000
2008-05-23,5554260000
2008-05-27,5504700000
2008-05-28,5695860000
2008-05-29,5780819999
2008-05-30,5766660000
2008-06-02,5614440000
2008-06-03,5614440000
2008-06-04,5649840000
2008-06-05,5589660000
2008-06-06,5345400000
2008-06-09,5352480000
2008-06-10,5426820000
2008-06-11,5281680000
2008-06-12,5295840000
2008-06-13,5518860000
2008-06-16,5518860000
2008-06-17,5448060000
2008-06-18,5306460000
2008-06-19,5285220000
2008-06-20,5179020000
2008-06-23,5076360000
2008-06-24,5101140000
2008-06-25,5115300000
2008-06-26,4991400000
2008-06-27,4952460000
2008-06-30,4864640000
2008-07-01,4878720000
2008-07-02,4611200000
2008-07-03,4614720000
2008-07-07,4607680000
2008-07-08,4808320000
2008-07-09,4491520000
2008-07-10,4537280000
2008-07-11,4477440000
2008-07-14,4389440000
2008-07-15,4304960000
2008-07-16,4801280000
2008-07-17,4910400000
2008-07-18,5065280000
2008-07-21,4875200000
2008-07-22,5192000000
2008-07-23,5216640000
2008-07-24,4875200000
2008-07-25,4896320000
2008-07-28,4730880000
2008-07-29,5118080000
2008-07-30,5054720000
2008-07-31,5100480000
2008-08-01,5146240000
2008-08-04,5114560000
2008-08-05,5308160000
2008-08-06,5223680000
2008-08-07,5269440000
2008-08-08,5544000000
2008-08-11,5610880000
2008-08-12,5434880000
2008-08-13,5276480000
2008-08-14,5565120000
2008-08-15,5769280000
2008-08-18,5575680000
2008-08-19,5431360000
2008-08-20,5512320000
2008-08-21,5505280000
2008-08-22,5656640000
2008-08-25,5547520000
2008-08-26,5561600000
2008-08-27,5720000000
2008-08-28,5984000000
2008-08-29,5896000000
2008-09-02,6061440000
2008-09-03,6082560000
2008-09-04,5878400000
2008-09-05,5649600000
2008-09-08,6121280000
2008-09-09,5867840000
2008-09-10,5878400000
2008-09-11,5969920000
2008-09-12,5924159999
2008-09-15,5755200000
2008-09-16,5832640000
2008-09-17,5529920000
2008-09-18,5878400000
2008-09-19,5962880000
2008-09-22,5526400000
2008-09-23,5392640000
2008-09-24,5558080000
2008-09-25,5755200000
2008-09-26,5871360000
2008-09-29,5547520000
2008-09-30,5516000000
2008-10-01,5491500000
2008-10-02,5180000000
2008-10-03,4959500000
2008-10-06,5033000000
2008-10-07,4910500000
2008-10-08,4641000000
2008-10-09,4147500000
2008-10-10,4053000000
2008-10-13,4266500000
2008-10-14,4301500000
2008-10-15,3919999999
2008-10-16,3997000000
2008-10-17,4021500000
2008-10-20,4154499999
2008-10-21,3937500000
2008-10-22,3521000000
2008-10-23,3318000000
2008-10-24,3163999999
2008-10-27,3034500000
2008-10-28,3073000000
2008-10-29,3094000000
2008-10-30,3118500000
2008-10-31,3122000000
2008-11-03,3076499999
2008-11-04,3097500000
2008-11-05,2950500000
2008-11-06,2716000000
2008-11-07,2705500000
2008-11-10,2604000000
2008-11-11,2523500000
2008-11-12,2320500000
2008-11-13,2509500000
2008-11-14,2366000000
2008-11-17,2418500000
2008-11-18,2471000000
2008-11-19,2376500000
2008-11-20,2338000000
2008-11-21,2289000000
2008-11-24,2453500000
2008-11-25,2513000000
2008-11-26,2813999999
2008-11-28,2947000000
2008-12-01,2635500000
2008-12-02,2810500000
2008-12-03,2880500000
2008-12-04,3041500000
2008-12-05,3132499999
2008-12-08,3248000000
2008-12-09,3129000000
2008-12-10,3153500000
2008-12-11,2996000000
2008-12-12,3139500000
2008-12-15,3013500000
2008-12-16,3402000000
2008-12-17,3346000000
2008-12-18,3444000000
2008-12-19,3587500000
2008-12-22,3377500000
2008-12-23,3258500000
2008-12-24,3286500000
2008-12-26,3265500000
2008-12-29,3234000000
2008-12-30,3325000000
2008-12-31,3432780000
2009-01-02,3506490000
2009-01-05,3618810000
2009-01-06,3674970000
2009-01-07,3425760000
2009-01-08,3552119999
2009-01-09,3485430000
2009-01-12,3338010000
2009-01-13,3345030000
2009-01-14,3159000000
2009-01-15,3159000000
2009-01-16,3194100000
2009-01-20,2902770000
2009-01-21,2962440000
2009-01-22,2776410000
2009-01-23,2786940000
2009-01-26,2755350000
2009-01-27,2664090000
2009-01-28,2899260000
2009-01-29,2579850000
2009-01-30,2411370000
2009-02-02,2425410000
2009-02-03,2495610000
2009-02-04,2471040000
2009-02-05,2460510000
2009-02-06,2506140000
2009-02-09,2478060000
2009-02-10,2334150000
2009-02-11,2299050000
2009-02-12,2127059999
2009-02-13,1986660000
2009-02-17,1839240000
2009-02-18,1818180000
2009-02-19,1740960000
2009-02-20,1744470000
2009-02-23,1681290000
2009-02-24,1758510000
2009-02-25,1726920000
2009-02-26,1677780000
2009-02-27,1590030000
2009-03-02,1502280000
2009-03-03,1439099999
2009-03-04,1456650000
2009-03-05,1235520000
2009-03-06,1203930000
2009-03-09,1130220000
2009-03-10,1337310000
2009-03-11,1439099999
2009-03-12,1593540000
2009-03-13,1568970000
2009-03-16,1607580000
2009-03-17,1667250000
2009-03-18,1874340000
2009-03-19,2011230000
2009-03-20,2035800000
2009-03-23,2309580000
2009-03-24,2214810000
2009-03-25,2267460000
2009-03-26,2390310000
2009-03-27,2281500000
2009-03-30,2067390000
2009-03-31,2151630000
2009-04-01,2155140000
2009-04-02,2414880000
2009-04-03,2362230000
2009-04-06,2414880000
2009-04-07,2249910000
2009-04-08,2225340000
2009-04-09,2502630000
