,T
2023-03-07,134113280000
2023-03-08,133396480000
2023-03-09,131317760000
2023-03-10,132106240000
2023-03-13,131174400000
2023-03-14,132177920000
2023-03-15,131246079999
2023-03-16,131819520000
2023-03-17,129955840000
2023-03-20,132536319999
2023-03-21,132894720000
2023-03-22,131819520000
2023-03-23,132321280000
2023-03-24,133396480000
2023-03-27,135260160000
2023-03-28,134184959999
2023-03-29,136192000000
2023-03-30,136765439999
2023-03-31,138215000000
2023-04-03,139220200000
2023-04-04,141015200000
2023-04-05,142738400000
2023-04-06,141087000000
2023-04-10,140512600000
2023-04-11,141374200000
2023-04-12,141948600000
2023-04-13,143312800000
2023-04-14,143097400000
2023-04-17,142092200000
2023-04-18,142307600000
2023-04-19,141446000000
2023-04-20,126726999999
2023-04-21,130819599999
2023-04-24,125865400000
2023-04-25,125721800000
2023-04-26,123496000000
2023-04-27,126439800000
2023-04-28,126870600000
2023-05-01,125650000000
2023-05-02,122562600000
2023-05-03,122706200000
2023-05-04,121413800000
2023-05-05,122993400000
2023-05-08,122921600000
2023-05-09,122203600000
2023-05-10,122347200000
2023-05-11,121772800000
2023-05-12,122275400000
2023-05-15,121701000000
2023-05-16,118685400000
2023-05-17,119618800000
2023-05-18,118829000000
2023-05-19,117105799999
2023-05-22,117608400000
2023-05-23,115598000000
2023-05-24,114521000000
2023-05-25,108777000000
2023-05-26,111290000000
2023-05-30,112295200000
2023-05-31,112941400000
2023-06-01,113515800000
2023-06-02,109207800000
2023-06-05,110500200000
2023-06-06,112510600000
2023-06-07,115598000000
2023-06-08,115382600000
2023-06-09,114521000000
2023-06-12,114377400000
2023-06-13,113587600000
2023-06-14,113731200000
2023-06-15,115095400000
2023-06-16,115310799999
2023-06-20,113300400000
2023-06-21,112079800000
2023-06-22,111864400000
2023-06-23,110931000000
2023-06-26,112223400000
2023-06-27,113731200000
2023-06-28,113300400000
2023-06-29,114736400000
2023-06-30,114600750000
2023-07-03,115822200000
2023-07-05,115462950000
2023-07-06,114025950000
2023-07-07,112157850000
2023-07-10,109714950000
2023-07-11,109427550000
2023-07-12,108637200000
2023-07-13,108637200000
2023-07-14,104182500000
2023-07-17,97213050000
2023-07-18,96638250000
2023-07-19,104829150000
2023-07-20,105332100000
2023-07-21,106050600000
2023-07-24,107415750000
2023-07-25,106338000000
2023-07-26,106984650000
2023-07-27,104254350000
2023-07-28,103823250000
2023-07-31,104326200000
2023-08-01,102745500000
2023-08-02,103104750000
2023-08-03,101236650000
2023-08-04,100590000000
2023-08-07,100661850000
2023-08-08,101883300000
2023-08-09,102529950000
2023-08-10,101811450000
2023-08-11,103248450000
2023-08-14,102458100000
2023-08-15,101595900000
2023-08-16,101308500000
2023-08-17,100661850000
2023-08-18,100949250000
2023-08-21,101308500000
2023-08-22,102458100000
2023-08-23,101739600000
2023-08-24,101667750000
2023-08-25,101380350000
2023-08-28,102098850000
2023-08-29,106122450000
2023-08-30,105835050000
2023-08-31,106266150000
2023-09-01,105260250000
2023-09-05,104038800000
2023-09-06,104972850000
2023-09-07,104972850000
2023-09-08,103464000000
2023-09-11,104326200000
2023-09-12,103895100000
2023-09-13,105044700000
2023-09-14,108206100000
2023-09-15,109427550000
2023-09-18,108421650000
2023-09-19,109283850000
2023-09-20,111726750000
2023-09-21,110002350000
2023-09-22,108637200000
2023-09-25,108206100000
2023-09-26,107918700000
2023-09-27,106840950000
2023-09-28,107846850000
2023-09-29,107918700000
2023-10-02,105477300000
2023-10-03,106268200000
2023-10-04,105333500000
2023-10-05,106627700000
2023-10-06,103895500000
2023-10-09,105908700000
2023-10-10,107562400000
2023-10-11,106196300000
2023-10-12,103895500000
2023-10-13,103248400000
2023-10-16,103607900000
2023-10-17,104830200000
2023-10-18,102960800000
2023-10-19,109719400000
2023-10-20,110582200000
2023-10-23,107490500000
2023-10-24,111660700000
2023-10-25,109216100000
2023-10-26,108712800000
2023-10-27,106555800000
2023-10-30,109719400000
2023-10-31,110726000000
2023-11-01,112020200000
2023-11-02,113098700000
2023-11-03,114177200000
2023-11-06,113242500000
2023-11-07,113889600000
2023-11-08,112523500000
2023-11-09,112379700000
2023-11-10,112451600000
2023-11-13,112020200000
2023-11-14,112379700000
2023-11-15,113314400000
2023-11-16,114177200000
2023-11-17,114321000000
2023-11-20,115759000000
2023-11-21,116406100000
2023-11-22,116262300000
2023-11-24,116549900000
2023-11-27,116549900000
2023-11-28,116334200000
2023-11-29,117197000000
2023-11-30,119138300000
2023-12-01,120504400000
2023-12-04,119785400000
2023-12-05,123811799999
2023-12-06,121798600000
2023-12-07,122877100000
2023-12-08,121654800000
2023-12-11,119497800000
2023-12-12,117987900000
2023-12-13,118275500000
2023-12-14,119713499999
2023-12-15,118778800000
2023-12-18,118347400000
2023-12-19,119425900000
2023-12-20,117915999999
2023-12-21,118563099999
2023-12-22,118994500000
2023-12-26,119138300000
2023-12-27,119210199999
2023-12-28,120360599999
2023-12-29,120648200000
2024-01-02,124062000000
2024-01-03,123918160000
2024-01-04,123342799999
2024-01-05,125644239999
2024-01-08,124565440000
2024-01-09,121904400000
2024-01-10,121329040000
2024-01-11,116726160000
2024-01-12,118524160000
2024-01-16,118236480000
2024-01-17,118020720000
2024-01-18,117948799999
2024-01-19,119890640000
2024-01-22,120825600000
2024-01-23,123630480000
2024-01-24,119962560000
2024-01-25,123558560000
2024-01-26,124349680000
2024-01-29,124062000000
2024-01-30,126075760000
2024-01-31,127226480000
2024-02-01,129743680000
2024-02-02,128233359999
2024-02-05,127514160000
2024-02-06,126651120000
2024-02-07,124637359999
2024-02-08,120969440000
2024-02-09,121113280000
2024-02-12,122407840000
2024-02-13,121544799999
2024-02-14,121616720000
2024-02-15,122911280000
2024-02-16,122048239999
2024-02-20,121616720000
2024-02-21,122264000000
2024-02-22,119315280000
2024-02-23,120825600000
2024-02-26,119387200000
2024-02-27,121041359999
2024-02-28,121976320000
2024-02-29,121760560000
2024-03-01,122120160000
2024-03-04,120825600000
2024-03-05,123486640000
2024-03-06,123558560000
2024-03-07,122623600000
2024-03-08,123702400000
2024-03-11,124637359999
2024-03-12,123702400000
2024-03-13,123630480000
2024-03-14,122335920000
2024-03-15,122623600000
2024-03-18,124421600000
2024-03-19,123486640000
2024-03-20,123774320000
2024-03-21,123414720000
2024-03-22,122120160000
2024-03-25,123127040000
2024-03-26,123558560000
2024-03-27,126219600000
2024-03-28,126579200000
2024-04-01,125860000000
2024-04-02,126003840000
2024-04-03,126651120000
2024-04-04,126363440000
2024-04-05,125284640000
2024-04-08,124062000000
2024-04-09,121544799999
2024-04-10,120322160000
2024-04-11,118092640000
2024-04-12,117301519999
2024-04-15,116798079999
2024-04-16,115719280000
2024-04-17,115935040000
2024-04-18,117445359999
2024-04-19,118739920000
2024-04-22,117301519999
2024-04-23,118668000000
2024-04-24,120897519999
2024-04-25,119243359999
2024-04-26,120466000000
2024-04-29,122407840000
2024-04-30,121472880000
2024-05-01,121688640000
2024-05-02,120969440000
2024-05-03,121185200000
2024-05-06,122192079999
2024-05-07,122839359999
2024-05-08,123055120000
2024-05-09,123558560000
2024-05-10,123486640000
2024-05-13,124133920000
2024-05-14,124421600000
2024-05-15,124637359999
2024-05-16,124421600000
2024-05-17,125140799999
2024-05-20,126003840000
2024-05-21,124205840000
2024-05-22,125860000000
2024-05-23,125644239999
2024-05-24,125860000000
2024-05-28,124205840000
2024-05-29,123127040000
2024-05-30,126723040000
2024-05-31,131038239999
2024-06-03,129527920000
2024-06-04,131973200000
2024-06-05,131613600000
2024-06-06,131469760000
2024-06-07,130175200000
2024-06-10,128449120000
2024-06-11,128449120000
2024-06-12,126651120000
2024-06-13,127082640000
2024-06-14,126866880000
2024-06-17,127082640000
2024-06-18,129815600000
2024-06-20,130247120000
2024-06-21,132332799999
2024-06-24,134130799999
2024-06-25,134418480000
2024-06-26,134921920000
2024-06-27,134850000000
2024-06-28,137439120000
2024-07-01,136504160000
2024-07-02,135353440000
2024-07-03,134346560000
2024-07-05,134993840000
2024-07-08,135281519999
2024-07-09,135209600000
2024-07-10,134778079999
2024-07-11,135641120000
2024-07-12,135281519999
2024-07-15,133627359999
2024-07-16,135569200000
2024-07-17,137798720000
2024-07-18,137726800000
2024-07-19,137511040000
2024-07-22,133485800000
2024-07-23,131039160000
2024-07-24,137875360000
2024-07-25,138091240000
2024-07-26,136795960000
2024-07-29,136004399999
2024-07-30,136580080000
2024-07-31,138523000000
2024-08-01,140106120000
2024-08-02,139386520000
2024-08-05,136076360000
2024-08-06,138091240000
2024-08-07,138523000000
2024-08-08,139602400000
2024-08-09,140250040000
