,T
2004-08-25,64258460000
2004-08-26,64391020000
2004-08-27,64623000000
2004-08-30,64523580000
2004-08-31,64523580000
2004-09-01,65020680000
2004-09-02,65484640000
2004-09-03,65550920000
2004-09-07,66743960000
2004-09-08,66412560000
2004-09-09,65782900000
2004-09-10,66445700000
2004-09-13,67141640000
2004-09-14,66578260000
2004-09-15,65186380000
2004-09-16,66445700000
2004-09-17,66246859999
2004-09-20,66147440000
2004-09-21,66048020000
2004-09-22,65948599999
2004-09-23,65120099999
2004-09-24,65153240000
2004-09-27,64954400000
2004-09-28,64589859999
2004-09-29,65053820000
2004-09-30,64705770000
2004-10-01,65630610000
2004-10-04,67050900000
2004-10-05,67810590000
2004-10-06,67678469999
2004-10-07,67315140000
2004-10-08,66885750000
2004-10-11,66984840000
2004-10-12,67050900000
2004-10-13,66390300000
2004-10-14,65696670000
2004-10-15,66522420000
2004-10-18,67083929999
2004-10-19,66555449999
2004-10-20,65960910000
2004-10-21,64012140000
2004-10-22,62922150000
2004-10-25,62294580000
2004-10-26,61700040000
2004-10-27,62228520000
2004-10-28,63186390000
2004-10-29,62988210000
2004-11-01,64012140000
2004-11-02,63615780000
2004-11-03,64078199999
2004-11-04,65102130000
2004-11-05,65432429999
2004-11-08,65531520000
2004-11-09,65201219999
2004-11-10,64738800000
2004-11-11,65333340000
2004-11-12,66489390000
2004-11-15,65762730000
2004-11-16,65135160000
2004-11-17,65267280000
2004-11-18,65102130000
2004-11-19,64540620000
2004-11-22,63615780000
2004-11-23,63483660000
2004-11-24,63219420000
2004-11-26,63516690000
2004-11-29,63186390000
2004-11-30,62757000000
2004-12-01,64276380000
2004-12-02,65069100000
2004-12-03,64342440000
2004-12-06,63582750000
2004-12-07,63351540000
2004-12-08,62988210000
2004-12-09,62360640000
2004-12-10,63087300000
2004-12-13,64210320000
2004-12-14,64705770000
2004-12-15,64012140000
2004-12-16,64078199999
2004-12-17,64078199999
2004-12-20,64342440000
2004-12-21,64573650000
2004-12-22,64705770000
2004-12-23,64903949999
2004-12-27,64705770000
2004-12-28,64936980000
2004-12-29,64507590000
2004-12-30,64210320000
2004-12-31,64243350000
2005-01-03,63780929999
2005-01-04,63120330000
2005-01-05,63417600000
2005-01-06,62690940000
2005-01-07,62525790000
2005-01-10,62063370000
2005-01-11,61468830000
2005-01-12,61865190000
2005-01-13,60907320000
2005-01-14,60841260000
2005-01-18,62030340000
2005-01-19,61799130000
2005-01-20,61006410000
2005-01-21,61270650000
2005-01-24,61171560000
2005-01-25,60940350000
2005-01-26,61270650000
2005-01-27,59024610000
2005-01-28,58892489999
2005-01-31,59222790000
2005-02-01,59619150000
2005-02-02,60808230000
2005-02-03,61369739999
2005-02-04,61336710000
2005-02-07,61006410000
2005-02-08,61369739999
2005-02-09,60775199999
2005-02-10,60081570000
2005-02-11,60477929999
2005-02-14,60742170000
2005-02-15,61138530000
2005-02-16,61105500000
2005-02-17,60444900000
2005-02-18,60279750000
2005-02-22,59916420000
2005-02-23,60180660000
2005-02-24,60246719999
2005-02-25,60345810000
2005-02-28,59982480000
2005-03-01,60643080000
2005-03-02,60643080000
2005-03-03,60742170000
2005-03-04,61039440000
2005-03-07,60874290000
2005-03-08,60246719999
2005-03-09,60081570000
2005-03-10,60147630000
2005-03-11,59817330000
2005-03-14,60048540000
2005-03-15,58991580000
2005-03-16,58397040000
2005-03-17,58330980000
2005-03-18,58198860000
2005-03-21,57868560000
2005-03-22,57439170000
2005-03-23,58330980000
2005-03-24,58099770000
2005-03-28,58562190000
2005-03-29,58165830000
2005-03-30,59090670000
2005-03-31,59039760000
2005-04-01,58973720000
2005-04-04,59601100000
2005-04-05,60327540000
2005-04-06,59601100000
2005-04-07,59402979999
2005-04-08,59204860000
2005-04-11,59402979999
2005-04-12,59535060000
2005-04-13,59402979999
2005-04-14,58940700000
2005-04-15,57322720000
2005-04-18,57851040000
2005-04-19,57818020000
2005-04-20,57223659999
2005-04-21,57785000000
2005-04-22,57818020000
2005-04-25,58115200000
2005-04-26,57718960000
2005-04-27,58412380000
2005-04-28,58610500000
2005-04-29,59303920000
2005-05-02,59270900000
2005-05-03,59303920000
2005-05-04,59303920000
2005-05-05,59006740000
2005-05-06,58874659999
2005-05-09,58775600000
2005-05-10,58445400000
2005-05-11,58082180000
2005-05-12,57950100000
2005-05-13,57520840000
2005-05-16,58181240000
2005-05-17,58544460000
2005-05-18,59006740000
2005-05-19,59138820000
2005-05-20,58907680000
2005-05-23,59072780000
2005-05-24,58841640000
2005-05-25,58676540000
2005-05-26,58940700000
2005-05-27,59006740000
2005-05-31,58280299999
2005-06-01,58016140000
2005-06-02,58379360000
2005-06-03,58181240000
2005-06-06,58082180000
2005-06-07,58412380000
2005-06-08,58676540000
2005-06-09,58346340000
2005-06-10,58907680000
2005-06-13,59601100000
2005-06-14,59568080000
2005-06-15,59832240000
2005-06-16,59700159999
2005-06-17,59865260000
2005-06-20,59997340000
2005-06-21,59502040000
2005-06-22,59270900000
2005-06-23,58973720000
2005-06-24,58577479999
2005-06-27,58742580000
2005-06-28,59072780000
2005-06-29,59667140000
2005-06-30,59097280000
2005-07-01,59525759999
2005-07-05,59954240000
2005-07-06,58734720000
2005-07-07,58108480000
2005-07-08,58635840000
2005-07-11,59196160000
2005-07-12,59393920000
2005-07-13,59426880000
2005-07-14,59954240000
2005-07-15,60020160000
2005-07-18,59295039999
2005-07-19,59196160000
2005-07-20,59196160000
2005-07-21,58998399999
2005-07-22,58998399999
2005-07-25,59295039999
2005-07-26,59789440000
2005-07-27,60481600000
2005-07-28,61536320000
2005-07-29,60811200000
2005-08-01,60877120000
2005-08-02,61338560000
2005-08-03,62129600000
2005-08-04,61536320000
2005-08-05,61239679999
2005-08-08,60877120000
2005-08-09,61041920000
2005-08-10,61338560000
2005-08-11,61536320000
2005-08-12,60844160000
2005-08-15,60844160000
2005-08-16,60349759999
2005-08-17,60217920000
2005-08-18,59822399999
2005-08-19,60053120000
2005-08-22,59789440000
2005-08-23,60217920000
2005-08-24,59492800000
2005-08-25,59393920000
2005-08-26,58998399999
2005-08-29,59295039999
2005-08-30,59229120000
2005-08-31,59921280000
2005-09-01,59756480000
2005-09-02,59393920000
2005-09-06,60316800000
2005-09-07,59921280000
2005-09-08,59723520000
2005-09-09,59822399999
2005-09-12,59262080000
2005-09-13,59196160000
2005-09-14,58932480000
2005-09-15,59492800000
2005-09-16,60283840000
2005-09-19,59855360000
2005-09-20,59921280000
2005-09-21,59558720000
2005-09-22,59295039999
2005-09-23,59130240000
2005-09-26,59295039999
2005-09-27,58800640000
2005-09-28,59459840000
2005-09-29,58998399999
2005-09-30,70225380000
2005-10-03,70186560000
2005-10-04,70186560000
2005-10-05,68323200000
2005-10-06,67663260000
2005-10-07,66653940000
2005-10-10,66692760000
2005-10-11,66110460000
2005-10-12,65372880000
2005-10-13,65178780000
2005-10-14,65062320000
2005-10-17,65062320000
2005-10-18,64751760000
2005-10-19,65644620000
2005-10-20,66032820000
2005-10-21,67391520000
2005-10-24,69138420000
2005-10-25,69410160000
2005-10-26,69293700000
2005-10-27,69448980000
2005-10-28,69992460000
2005-10-31,69876000000
2005-11-01,69681900000
2005-11-02,70070100000
2005-11-03,68905500000
2005-11-04,69332520000
2005-11-07,68594940000
2005-11-08,69138420000
2005-11-09,69138420000
2005-11-10,69992460000
2005-11-11,70186560000
2005-11-14,70186560000
2005-11-15,69992460000
2005-11-16,69798360000
2005-11-17,70807680000
2005-11-18,71428800000
2005-11-21,71389980000
2005-11-22,72593400000
2005-11-23,72321660000
2005-11-25,72593400000
2005-11-28,73486260000
2005-11-29,73408620000
2005-11-30,72981600000
2005-12-01,74146200000
2005-12-02,73447440000
2005-12-05,74107380000
2005-12-06,73835640000
2005-12-07,73525080000
2005-12-08,72826320000
2005-12-09,72942780000
2005-12-12,72826320000
2005-12-13,73292160000
2005-12-14,72865140000
2005-12-15,72826320000
2005-12-16,73136880000
2005-12-19,72748680000
2005-12-20,72244020000
2005-12-21,71622900000
2005-12-22,72011100000
2005-12-23,72166380000
2005-12-27,72166380000
2005-12-28,72127560000
2005-12-29,72127560000
2005-12-30,71739360000
2006-01-03,72399300000
2006-01-04,72942780000
2006-01-05,73098060000
2006-01-06,73059240000
2006-01-09,73292160000
2006-01-10,72865140000
2006-01-11,73447440000
2006-01-12,73136880000
2006-01-13,73214520000
2006-01-17,72787500000
2006-01-18,72709860000
2006-01-19,72942780000
2006-01-20,72399300000
2006-01-23,71622900000
2006-01-24,72244020000
2006-01-25,73874460000
2006-01-26,74728500000
2006-01-27,75854280000
2006-01-30,76320120000
2006-01-31,76048380000
2006-02-01,77795280000
2006-02-02,77717640000
2006-02-03,78494040000
2006-02-06,79270440000
2006-02-07,78882240000
2006-02-08,79503360000
2006-02-09,79503360000
2006-02-10,80512680000
2006-02-13,81017340000
2006-02-14,82880700000
2006-02-15,82997160000
2006-02-16,83346540000
2006-02-17,82880700000
2006-02-21,82492500000
2006-02-22,82764240000
2006-02-23,81871380000
2006-02-24,80784420000
2006-02-27,81366720000
2006-02-28,80823240000
2006-03-01,82298400000
2006-03-02,82880700000
2006-03-03,82026660000
2006-03-06,79153980000
2006-03-07,77717640000
2006-03-08,78494040000
2006-03-09,78959880000
2006-03-10,79775100000
2006-03-13,79464540000
2006-03-14,80046840000
2006-03-15,80008020000
2006-03-16,79425720000
2006-03-17,79115160000
2006-03-20,78571680000
2006-03-21,78299940000
2006-03-22,78882240000
2006-03-23,79115160000
2006-03-24,80202120000
2006-03-27,80008020000
2006-03-28,79153980000
2006-03-29,79891560000
2006-03-30,79153980000
2006-03-31,79313260000
2006-04-03,79041240000
2006-04-04,79546420000
2006-04-05,79468700000
2006-04-06,77564560000
2006-04-07,76709640000
2006-04-10,76359900000
2006-04-11,75621560000
2006-04-12,75155240000
2006-04-13,75038660000
2006-04-17,74572340000
2006-04-18,76087880000
2006-04-19,75543840000
2006-04-20,74339180000
2006-04-21,74339180000
2006-04-24,74883220000
2006-04-25,75077520000
2006-04-26,76709640000
2006-04-27,77370260000
2006-04-28,76865080000
2006-05-01,76709640000
2006-05-02,76709640000
2006-05-03,76243320000
2006-05-04,76010160000
2006-05-05,76165600000
2006-05-08,76670780000
2006-05-09,77175960000
2006-05-10,76748500000
2006-05-11,76593060000
2006-05-12,75155240000
2006-05-15,75660420000
2006-05-16,75582700000
2006-05-17,73600840000
2006-05-18,72551620000
2006-05-19,74144880000
2006-05-22,74028300000
2006-05-23,74067160000
2006-05-24,74688920000
2006-05-25,75388400000
2006-05-26,76942800000
2006-05-30,75777000000
2006-05-31,76437620000
2006-06-01,78924660000
2006-06-02,78419480000
2006-06-05,78030880000
2006-06-06,78419480000
2006-06-07,77992020000
2006-06-08,77953160000
2006-06-09,78069740000
2006-06-12,78186320000
2006-06-13,79235540000
2006-06-14,79701860000
2006-06-15,81333980000
2006-06-16,81528280000
2006-06-19,81644860000
2006-06-20,80906520000
2006-06-21,80168180000
2006-06-22,80051600000
2006-06-23,80284760000
2006-06-26,80168180000
2006-06-27,80207040000
2006-06-28,80401340000
2006-06-29,81256260000
2006-06-30,81526650000
2006-07-03,81642840000
2006-07-05,81565380000
2006-07-06,80868240000
2006-07-07,81100620000
2006-07-10,80054910000
2006-07-11,79628880000
2006-07-12,79396500000
2006-07-13,77653650000
2006-07-14,77692380000
2006-07-17,78195870000
2006-07-18,78893010000
2006-07-19,80287290000
2006-07-20,79822530000
2006-07-21,79938720000
2006-07-24,81216810000
2006-07-25,84625050000
2006-07-26,86251710000
2006-07-27,86755200000
2006-07-28,87878370000
2006-07-31,87684720000
2006-08-01,86987580000
2006-08-02,89388840000
2006-08-03,90318360000
2006-08-04,90550740000
2006-08-07,90008520000
2006-08-08,89776140000
2006-08-09,88381860000
2006-08-10,88343130000
2006-08-11,88343130000
2006-08-14,87684720000
2006-08-15,88730430000
2006-08-16,88420590000
2006-08-17,89001540000
2006-08-18,89195190000
2006-08-21,89350110000
2006-08-22,89311380000
2006-08-23,89117730000
2006-08-24,89079000000
2006-08-25,89543760000
2006-08-28,90550740000
2006-08-29,91402800000
2006-08-30,91170420000
2006-08-31,91015500000
2006-09-01,92409780000
2006-09-05,92680890000
2006-09-06,92254860000
2006-09-07,91441530000
2006-09-08,91635180000
2006-09-11,92371050000
2006-09-12,93261840000
2006-09-13,93145650000
2006-09-14,94268820000
2006-09-15,93145650000
2006-09-18,91828830000
2006-09-19,91906290000
2006-09-20,93726600000
2006-09-21,94346280000
2006-09-22,96166590000
2006-09-25,97909440000
2006-09-26,97483410000
2006-09-27,95198340000
2006-09-28,94617390000
2006-09-29,95198340000
2006-10-02,151429920000
2006-10-03,152923680000
2006-10-04,153732800000
2006-10-05,149998400000
2006-10-06,149313760000
2006-10-09,151180960000
2006-10-10,153919520000
2006-10-11,154853120000
2006-10-12,157840640000
2006-10-13,157840640000
2006-10-16,154977600000
2006-10-17,155288800000
2006-10-18,154728640000
2006-10-19,158525280000
2006-10-20,161761760000
2006-10-23,163068800000
2006-10-24,163131040000
2006-10-25,161263840000
2006-10-26,161575040000
2006-10-27,160765920000
2006-10-30,159334400000
2006-10-31,160890400000
2006-11-01,158587520000
2006-11-02,159832320000
2006-11-03,158400800000
2006-11-06,161139360000
2006-11-07,161139360000
2006-11-08,161450560000
2006-11-09,156969280000
2006-11-10,155288800000
2006-11-13,155288800000
2006-11-14,154853120000
2006-11-15,152488000000
2006-11-16,152176800000
2006-11-17,155973440000
2006-11-20,156035680000
2006-11-21,153857280000
2006-11-22,153483840000
2006-11-24,153483840000
2006-11-27,153546080000
2006-11-28,154168480000
2006-11-29,157342720000
2006-11-30,159272160000
2006-12-01,159707840000
2006-12-04,160828160000
2006-12-05,162944320000
2006-12-06,163380000000
2006-12-07,162695360000
2006-12-08,164251360000
2006-12-11,165247200000
2006-12-12,167425600000
2006-12-13,166989920000
2006-12-14,167550080000
2006-12-15,167550080000
2006-12-18,166616480000
2006-12-19,164375840000
2006-12-20,164189120000
2006-12-21,165247200000
2006-12-22,164313600000
2006-12-26,164438080000
2006-12-27,166367520000
2006-12-28,166740960000
2006-12-29,167923520000
2007-01-03,164189120000
2007-01-04,162072960000
2007-01-05,159521120000
2007-01-08,158836480000
2007-01-09,159458880000
2007-01-10,159894560000
2007-01-11,162010720000
2007-01-12,163131040000
2007-01-16,162695360000
2007-01-17,162010720000
2007-01-18,164500320000
2007-01-19,164749280000
2007-01-22,165682880000
2007-01-23,166118560000
2007-01-24,172093600000
2007-01-25,172840480000
2007-01-26,170973280000
2007-01-29,171533440000
2007-01-30,174209760000
2007-01-31,176761600000
2007-02-01,177321760000
2007-02-02,179064480000
2007-02-05,177508480000
2007-02-06,176201440000
2007-02-07,174583200000
2007-02-08,175579040000
2007-02-09,173338400000
2007-02-12,173649600000
2007-02-13,174707680000
2007-02-14,174707680000
2007-02-15,174894400000
2007-02-16,176076960000
2007-02-20,175516800000
2007-02-21,174832160000
2007-02-22,174023040000
2007-02-23,173836320000
2007-02-26,176139200000
2007-02-27,169852960000
2007-02-28,172902720000
2007-03-01,172467040000
2007-03-02,171160000000
2007-03-05,167799040000
2007-03-06,169106080000
2007-03-07,166429760000
2007-03-08,171533440000
2007-03-09,171720160000
2007-03-12,174085280000
2007-03-13,175018880000
2007-03-14,174832160000
2007-03-15,173525120000
2007-03-16,173711840000
2007-03-19,176512640000
2007-03-20,178068640000
2007-03-21,182549920000
2007-03-22,183732480000
2007-03-23,182674400000
2007-03-26,184666080000
2007-03-27,185288480000
2007-03-28,182985600000
2007-03-29,183981440000
2007-03-30,185226240000
2007-04-02,182998100000
2007-04-03,184288550000
2007-04-04,181953450000
2007-04-05,182137800000
2007-04-09,182445050000
2007-04-10,182998100000
2007-04-11,180601550000
2007-04-12,179311100000
2007-04-13,180171400000
2007-04-16,182076350000
2007-04-17,181769100000
2007-04-18,180724450000
2007-04-19,182322150000
2007-04-20,184903050000
2007-04-23,184472900000
2007-04-24,181338950000
2007-04-25,181523300000
2007-04-26,180724450000
2007-04-27,179188200000
2007-04-30,179556900000
2007-05-01,180171400000
2007-05-02,179372550000
2007-05-03,180417200000
2007-05-04,183121000000
2007-05-07,183674050000
2007-05-08,182137800000
2007-05-09,183059550000
2007-05-10,180478650000
2007-05-11,183612600000
2007-05-14,185640450000
2007-05-15,187361050000
2007-05-16,190802250000
2007-05-17,191355300000
2007-05-18,190617900000
2007-05-21,188098450000
2007-05-22,187545400000
2007-05-23,187422500000
2007-05-24,187483950000
2007-05-25,189020200000
2007-05-29,187791200000
2007-05-30,190064850000
2007-05-31,191724000000
2007-06-01,187975550000
2007-06-04,189696150000
2007-06-05,187791200000
2007-06-06,187299600000
2007-06-07,183305350000
2007-06-08,186746550000
2007-06-11,186070600000
2007-06-12,181277500000
2007-06-13,185456100000
2007-06-14,188098450000
2007-06-15,186808000000
2007-06-18,185579000000
2007-06-19,186623650000
2007-06-20,183366800000
2007-06-21,183612600000
2007-06-22,180171400000
2007-06-25,181277500000
2007-06-26,182260700000
2007-06-27,185456100000
2007-06-28,188958750000
2007-06-29,192461400000
2007-07-02,192319920000
2007-07-03,190676160000
2007-07-05,188240960000
2007-07-06,186840720000
2007-07-09,186049280000
2007-07-10,181483280000
2007-07-11,182944400000
2007-07-12,185988400000
2007-07-13,185623120000
2007-07-16,184770800000
2007-07-17,183066160000
2007-07-18,182092080000
2007-07-19,182213840000
2007-07-20,179474240000
2007-07-23,183918480000
2007-07-24,182335600000
2007-07-25,186110160000
2007-07-26,183674960000
2007-07-27,180326560000
2007-07-30,182761760000
2007-07-31,179961280000
2007-08-01,184831680000
2007-08-02,186536320000
2007-08-03,181300640000
2007-08-06,185014320000
2007-08-07,185927520000
2007-08-08,185440480000
2007-08-09,180326560000
2007-08-10,178621920000
2007-08-13,179596000000
2007-08-14,175821440000
2007-08-15,174542960000
2007-08-16,174238560000
2007-08-17,179413360000
2007-08-20,177586960000
2007-08-21,178074000000
2007-08-22,182761760000
2007-08-23,184283760000
2007-08-24,185440480000
2007-08-27,184283760000
2007-08-28,178256640000
2007-08-29,184709920000
2007-08-30,182700880000
2007-08-31,183187920000
2007-09-04,185075200000
2007-09-05,182579120000
2007-09-06,182579120000
2007-09-07,177952240000
2007-09-10,178195760000
2007-09-11,182944400000
2007-09-12,183187920000
2007-09-13,187327760000
2007-09-14,185805760000
2007-09-17,183796720000
2007-09-18,187632160000
2007-09-19,191041440000
2007-09-20,193111360000
2007-09-21,195424800000
2007-09-24,194207200000
2007-09-25,195607440000
2007-09-26,196825040000
2007-09-27,196825040000
2007-09-28,194389840000
2007-10-01,191124390000
2007-10-02,191963970000
2007-10-03,189745080000
2007-10-04,190044930000
2007-10-05,190764570000
2007-10-08,189805050000
2007-10-09,190044930000
2007-10-10,188965470000
2007-10-11,188365770000
2007-10-12,191424240000
2007-10-15,190944480000
2007-10-16,189265320000
2007-10-17,189805050000
2007-10-18,189265320000
2007-10-19,187286310000
2007-10-22,186326790000
2007-10-23,190224840000
2007-10-24,188065920000
2007-10-25,185607150000
2007-10-26,187646130000
2007-10-29,188905500000
2007-10-30,187466220000
2007-10-31,189145380000
2007-11-01,183148380000
2007-11-02,182968470000
2007-11-05,181229340000
2007-11-06,181229340000
2007-11-07,174992460000
2007-11-08,178050930000
2007-11-09,177451230000
2007-11-12,174932490000
2007-11-13,180389760000
2007-11-14,178050930000
2007-11-15,178230840000
2007-11-16,179010450000
2007-11-19,170854530000
2007-11-20,172113900000
2007-11-21,169535190000
2007-11-23,170314800000
2007-11-26,164557680000
2007-11-27,166236840000
2007-11-28,169715100000
2007-11-29,172113900000
2007-11-30,172953480000
2007-12-03,173253330000
2007-12-04,171394260000
2007-12-05,173913000000
2007-12-06,175712100000
2007-12-07,174152880000
2007-12-10,171574170000
2007-12-11,178590660000
2007-12-12,188785560000
2007-12-13,189205350000
2007-12-14,186206850000
2007-12-17,183328290000
2007-12-18,183748080000
2007-12-19,180809550000
2007-12-20,182248830000
2007-12-21,187766070000
2007-12-24,187826040000
2007-12-26,191484210000
2007-12-27,190224840000
2007-12-28,192083910000
2007-12-31,188125890000
2008-01-02,185607150000
2008-01-03,187346280000
2008-01-04,185067420000
2008-01-07,187526190000
2008-01-08,177271320000
2008-01-09,176551680000
2008-01-10,178350780000
2008-01-11,172893510000
2008-01-14,174332790000
2008-01-15,170314800000
2008-01-16,171394260000
2008-01-17,168815550000
2008-01-18,163418250000
2008-01-22,162758580000
2008-01-23,166056930000
2008-01-24,161799060000
2008-01-25,159580170000
2008-01-28,164737590000
2008-01-29,171514200000
2008-01-30,169055430000
2008-01-31,174212850000
2008-02-01,173253330000
2008-02-04,172713600000
2008-02-05,166236840000
2008-02-06,164737590000
2008-02-07,167496210000
2008-02-08,164617650000
2008-02-11,166896510000
2008-02-12,169775070000
2008-02-13,175052430000
2008-02-14,171274320000
2008-02-15,171454230000
2008-02-19,162458730000
2008-02-20,155502210000
2008-02-21,156041940000
2008-02-22,158320800000
2008-02-25,160659630000
2008-02-26,161019450000
2008-02-27,159340290000
2008-02-28,162758580000
2008-02-29,157661130000
2008-03-03,158680620000
2008-03-04,157841040000
2008-03-05,160479720000
2008-03-06,158500710000
2008-03-07,158440740000
2008-03-10,156821550000
2008-03-11,163358280000
2008-03-12,159880020000
2008-03-13,160659630000
2008-03-14,158560680000
2008-03-17,161978970000
2008-03-18,167796060000
2008-03-19,163178370000
2008-03-20,166776570000
2008-03-24,172113900000
2008-03-25,171993960000
2008-03-26,170914500000
2008-03-27,170434740000
2008-03-28,170434740000
2008-03-31,173373270000
2008-04-01,176594800000
2008-04-02,173157720000
2008-04-03,174461440000
2008-04-04,172091040000
2008-04-07,174461440000
2008-04-08,173572540000
2008-04-09,170787320000
2008-04-10,170846580000
2008-04-11,166816900000
2008-04-14,166402080000
2008-04-15,166994680000
2008-04-16,168239140000
2008-04-17,168061360000
2008-04-18,167765060000
2008-04-21,168120620000
2008-04-22,169128040000
2008-04-23,172328080000
2008-04-24,172861420000
2008-04-25,172565120000
2008-04-28,171320660000
2008-04-29,172624380000
2008-04-30,173157720000
2008-05-01,178668900000
2008-05-02,179498540000
2008-05-05,178254080000
2008-05-06,176950360000
2008-05-07,173631800000
2008-05-08,173809580000
2008-05-09,172624380000
2008-05-12,174935520000
2008-05-13,175587380000
2008-05-14,177187400000
2008-05-15,178313340000
2008-05-16,179202240000
2008-05-19,181217080000
2008-05-20,176120720000
2008-05-21,173928100000
2008-05-22,175231820000
2008-05-23,172328080000
2008-05-27,173691060000
2008-05-28,176713320000
2008-05-29,179794840000
2008-05-30,178491120000
2008-06-02,176002200000
2008-06-03,173454020000
2008-06-04,172209560000
2008-06-05,176476280000
2008-06-06,170905840000
2008-06-09,168002100000
2008-06-10,166461340000
2008-06-11,161661280000
2008-06-12,162787220000
2008-06-13,164090940000
2008-06-16,161779800000
2008-06-17,159646440000
2008-06-18,157690860000
2008-06-19,157216780000
2008-06-20,154016740000
2008-06-23,153779700000
2008-06-24,153305620000
2008-06-25,154194520000
2008-06-26,149690760000
2008-06-27,146549980000
2008-06-30,149858990000
2008-07-01,148091090000
2008-07-02,146264260000
2008-07-03,144908870000
2008-07-07,145380310000
2008-07-08,146617840000
2008-07-09,142846320000
2008-07-10,145733890000
2008-07-11,144908870000
2008-07-14,143965990000
2008-07-15,142139160000
2008-07-16,141962370000
2008-07-17,141196280000
2008-07-18,142846320000
2008-07-21,141549860000
2008-07-22,141549860000
2008-07-23,147030350000
2008-07-24,141019490000
2008-07-25,139664100000
2008-07-28,136246160000
2008-07-29,136540810000
2008-07-30,137483690000
2008-07-31,137012250000
2008-08-01,135421140000
2008-08-04,134183610000
2008-08-05,138131920000
2008-08-06,137306900000
2008-08-07,134831840000
2008-08-08,137778340000
2008-08-11,141608790000
2008-08-12,140783770000
2008-08-13,139192660000
2008-08-14,138426570000
2008-08-15,140842700000
2008-08-18,139664100000
2008-08-19,137012250000
2008-08-20,136481880000
2008-08-21,136835460000
2008-08-22,138662290000
2008-08-25,135774720000
2008-08-26,136187230000
2008-08-27,138780150000
2008-08-28,143376690000
2008-08-29,142315950000
2008-09-02,143435620000
2008-09-03,144201710000
2008-09-04,140489120000
2008-09-05,140135540000
2008-09-08,144791010000
2008-09-09,144791010000
2008-09-10,140312330000
2008-09-11,140371260000
2008-09-12,140312330000
2008-09-15,133240730000
2008-09-16,132887150000
2008-09-17,128113819999
2008-09-18,129351350000
2008-09-19,135362210000
2008-09-22,129940650000
2008-09-23,127878100000
2008-09-24,128879910000
2008-09-25,133771100000
2008-09-26,133417520000
2008-09-29,123458350000
2008-09-30,124165510000
2008-10-01,124931600000
2008-10-02,124401230000
2008-10-03,125049460000
2008-10-06,119451110000
2008-10-07,114500990000
2008-10-08,110022310000
2008-10-09,102302480000
2008-10-10,99709560000
2008-10-13,115974240000
2008-10-14,118685020000
2008-10-15,109491939999
2008-10-16,113263460000
2008-10-17,112497370000
2008-10-20,120040410000
2008-10-21,114442060000
2008-10-22,105779350000
2008-10-23,112379510000
2008-10-24,109786590000
2008-10-27,108490130000
2008-10-28,122810120000
2008-10-29,119627900000
2008-10-30,120511850000
2008-10-31,119097530000
2008-11-03,123694069999
2008-11-04,130235300000
2008-11-05,120747569999
2008-11-06,115620660000
2008-11-07,120099340000
2008-11-10,122161890000
2008-11-11,121572590000
2008-11-12,116445680000
2008-11-13,127524520000
2008-11-14,122986910000
2008-11-17,119097530000
2008-11-18,118154650000
2008-11-19,112202720000
2008-11-20,109020500000
2008-11-21,112025930000
2008-11-24,119804689999
2008-11-25,121395800000
2008-11-26,126286990000
2008-11-28,127053080000
2008-12-01,119922550000
2008-12-02,124695880000
2008-12-03,129351350000
2008-12-04,125285180000
2008-12-05,125226250000
2008-12-08,133358590000
2008-12-09,129704930000
2008-12-10,124872670000
2008-12-11,124283370000
2008-12-12,125344110000
2008-12-15,120688640000
2008-12-16,125579830000
2008-12-17,125049460000
2008-12-18,123281560000
2008-12-19,125049460000
2008-12-22,125108390000
2008-12-23,123281560000
2008-12-24,123811930000
2008-12-26,124283370000
2008-12-29,123929790000
2008-12-30,125579830000
2008-12-31,126758430000
2009-01-02,130950160000
2009-01-05,126528160000
2009-01-06,125938560000
2009-01-07,121103840000
2009-01-08,120926960000
2009-01-09,118745440000
2009-01-12,115443679999
2009-01-13,115679520000
2009-01-14,113085280000
2009-01-15,111788160000
2009-01-16,112259840000
2009-01-20,111316480000
2009-01-21,114795120000
2009-01-22,113498000000
2009-01-23,116210160000
2009-01-26,119394000000
2009-01-27,115384720000
2009-01-28,115325760000
2009-01-29,109960399999
2009-01-30,109547679999
2009-02-02,111965039999
2009-02-03,112908399999
2009-02-04,109724560000
2009-02-05,111906080000
2009-02-06,116033280000
2009-02-09,115207840000
2009-02-10,109311840000
2009-02-11,108781200000
2009-02-12,108073679999
2009-02-13,107660960000
2009-02-17,103356880000
2009-02-18,102177679999
2009-02-19,103180000000
2009-02-20,104948800000
2009-02-23,100939520000
2009-02-24,103474800000
2009-02-25,105538399999
2009-02-26,107189280000
2009-02-27,105774240000
2009-03-02,102531440000
2009-03-03,100880560000
2009-03-04,102354560000
2009-03-05,100408880000
2009-03-06,100467840000
2009-03-09,96635440000
2009-03-10,102413520000
2009-03-11,103887520000
2009-03-12,108368480000
2009-03-13,108014720000
2009-03-16,108427440000
2009-03-17,112908399999
2009-03-18,114382399999
2009-03-19,113910720000
2009-03-20,112731520000
2009-03-23,119806720000
2009-03-24,117153520000
2009-03-25,116504960000
2009-03-26,117271440000
2009-03-27,115679520000
2009-03-30,111965039999
2009-03-31,112141920000
2009-04-01,115404000000
2009-04-02,118177000000
2009-04-03,119475000000
2009-04-06,118413000000
2009-04-07,113693000000
2009-04-08,113044000000
2009-04-09,116230000000
2009-04-13,115876000000
