,TEX
2023-06-16,3927560000
2023-06-20,3885648000
2023-06-21,3877536000
2023-06-22,3847116000
2023-06-23,3770728000
2023-06-26,3846440000
2023-06-27,3970148000
2023-06-28,3970824000
2023-06-29,4013412000
2023-06-30,4032542000
2023-07-03,4112074000
2023-07-05,3975252000
2023-07-06,3879544000
2023-07-07,3944248000
2023-07-10,3975926000
2023-07-11,4103986000
2023-07-12,4241482000
2023-07-13,4265746000
2023-07-14,4180822000
2023-07-17,4205760000
2023-07-18,4406612000
2023-07-19,4279900000
2023-07-20,4172734000
2023-07-21,4144426000
2023-07-24,4119488000
2023-07-25,3982666000
2023-07-26,3888980000
2023-07-27,3825624000
2023-07-28,3868086000
2023-07-31,3951662000
2023-08-01,4180822000
2023-08-02,4296076000
2023-08-03,4268442000
2023-08-04,4229350000
2023-08-07,4253614000
2023-08-08,4205086000
2023-08-09,4127576000
2023-08-10,4101290000
2023-08-11,4089832000
2023-08-14,4096572000
2023-08-15,4044000000
2023-08-16,3940204000
2023-08-17,3841800000
2023-08-18,3828994000
2023-08-21,3777770000
2023-08-22,3763616000
2023-08-23,3806078000
2023-08-24,3718458000
2023-08-25,3793272000
2023-08-28,3888306000
2023-08-29,3987384000
2023-08-30,4091180000
2023-08-31,4085114000
2023-09-01,4238112000
2023-09-05,4099268000
2023-09-06,4126902000
2023-09-07,4016366000
2023-09-08,3967164000
2023-09-11,3976600000
2023-09-12,3950314000
2023-09-13,3874152000
2023-09-14,3989406000
2023-09-15,3940878000
2023-09-18,4012322000
2023-09-19,3945596000
2023-09-20,3930768000
2023-09-21,3827646000
2023-09-22,3833038000
2023-09-25,3846518000
2023-09-26,3818884000
2023-09-27,3942226000
2023-09-28,3914592000
2023-09-29,3883588000
2023-10-02,3755808000
2023-10-03,3669792000
2023-10-04,3585792000
2023-10-05,3517248000
2023-10-06,3568992000
2023-10-09,3602592000
2023-10-10,3689952000
2023-10-11,3727584000
2023-10-12,3727584000
2023-10-13,3564288000
2023-10-16,3628800000
2023-10-17,3644256000
2023-10-18,3298848000
2023-10-19,3219552000
2023-10-20,3202752000
2023-10-23,3183936000
2023-10-24,3209472000
2023-10-25,3121440000
2023-10-26,3150336000
2023-10-27,2944032000
2023-10-30,3078432000
2023-10-31,3077760000
2023-11-01,3148320000
2023-11-02,3295488000
2023-11-03,3378144000
2023-11-06,3221568000
2023-11-07,3243072000
2023-11-08,3202752000
2023-11-09,3194688000
2023-11-10,3306240000
2023-11-13,3283392000
2023-11-14,3451392000
2023-11-15,3444000000
2023-11-16,3358656000
2023-11-17,3452736000
2023-11-20,3365376000
2023-11-21,3295488000
2023-11-22,3329760000
2023-11-24,3355968000
2023-11-27,3348576000
2023-11-28,3282048000
2023-11-29,3331104000
2023-11-30,3326400000
2023-12-01,3462144000
2023-12-04,3489024000
2023-12-05,3416448000
2023-12-06,3423168000
2023-12-07,3437280000
2023-12-08,3454752000
2023-12-11,3441312000
2023-12-12,3433920000
2023-12-13,3543456000
2023-12-14,3923808000
2023-12-15,3899616000
2023-12-18,3852576000
2023-12-19,3975552000
2023-12-20,3855936000
2023-12-21,3889536000
2023-12-22,3888192000
2023-12-26,3961440000
2023-12-27,3933216000
2023-12-28,3937920000
2023-12-29,3861312000
2024-01-02,3876620000
2024-01-03,3731900000
2024-01-04,3823020000
2024-01-05,3845800000
2024-01-08,3833740000
2024-01-09,3806940000
2024-01-10,3754010000
2024-01-11,3808950000
2024-01-12,3831060000
2024-01-16,3806270000
2024-01-17,3723860000
2024-01-18,3793540000
2024-01-19,3800240000
2024-01-22,3881980000
2024-01-23,3884660000
2024-01-24,3864560000
2024-01-25,4166060000
2024-01-26,4120500000
2024-01-29,4225690000
2024-01-30,4215640000
2024-01-31,4115810000
2024-02-01,4198220000
2024-02-02,4245120000
2024-02-05,4217650000
2024-02-06,4237750000
2024-02-07,4290010000
2024-02-08,4311450000
2024-02-09,3942950000
2024-02-12,3966400000
2024-02-13,3692370000
2024-02-14,3772100000
2024-02-15,3810290000
2024-02-16,3705770000
2024-02-20,3662220000
2024-02-21,3703090000
2024-02-22,3557700000
2024-02-23,3609960000
2024-02-26,3628050000
2024-02-27,3724530000
2024-02-28,3794880000
2024-02-29,3842450000
2024-03-01,3798230000
2024-03-04,3829050000
2024-03-05,3772770000
2024-03-06,3834410000
2024-03-07,3957020000
2024-03-08,3924190000
2024-03-11,3915480000
2024-03-12,3887340000
2024-03-13,3879970000
2024-03-14,3909450000
2024-03-15,3957690000
2024-03-18,3942280000
2024-03-19,3997220000
2024-03-20,4014640000
2024-03-21,4139930000
2024-03-22,4128540000
2024-03-25,4148640000
2024-03-26,4197550000
2024-03-27,4322840000
2024-03-28,4314800000
2024-04-01,4227700000
2024-04-02,4229040000
2024-04-03,4354330000
2024-04-04,4318820000
2024-04-05,4361700000
2024-04-08,4355000000
2024-04-09,4383140000
2024-04-10,4320830000
2024-04-11,4308770000
2024-04-12,4245790000
2024-04-15,4184820000
2024-04-16,4158690000
2024-04-17,4067570000
2024-04-18,4004590000
2024-04-19,4036750000
2024-04-22,4068910000
2024-04-23,4087000000
2024-04-24,4062880000
2024-04-25,4013300000
2024-04-26,3992530000
2024-04-29,3949650000
2024-04-30,3755350000
2024-05-01,3737260000
2024-05-02,3849820000
2024-05-03,3909450000
2024-05-06,3999900000
2024-05-07,4052830000
2024-05-08,3981810000
2024-05-09,4087670000
2024-05-10,4178790000
2024-05-13,4154670000
2024-05-14,4249810000
2024-05-15,4226360000
2024-05-16,4042110000
2024-05-17,4097720000
2024-05-20,4150650000
2024-05-21,4164050000
2024-05-22,4144620000
2024-05-23,4055510000
2024-05-24,4084990000
2024-05-28,4009280000
2024-05-29,3896050000
2024-05-30,3971760000
2024-05-31,3997890000
2024-06-03,3838430000
2024-06-04,3754680000
2024-06-05,3850490000
2024-06-06,3822350000
2024-06-07,3796220000
2024-06-10,3786840000
2024-06-11,3735250000
2024-06-12,3701080000
2024-06-13,3668920000
2024-06-14,3543630000
2024-06-17,3601920000
2024-06-18,3580480000
2024-06-20,3559710000
2024-06-21,3584500000
2024-06-24,3613310000
2024-06-25,3599240000
2024-06-26,3565740000
2024-06-27,3563060000
2024-06-28,3674280000
2024-07-01,3589860000
2024-07-02,3576460000
2024-07-03,3631400000
2024-07-05,3582490000
2024-07-08,3563730000
2024-07-09,3462560000
2024-07-10,3491370000
2024-07-11,3638770000
2024-07-12,3659540000
2024-07-15,3731230000
2024-07-16,4048810000
2024-07-17,3965730000
2024-07-18,3866570000
2024-07-19,3782820000
2024-07-22,4197550000
2024-07-23,4409940000
2024-07-24,4226360000
2024-07-25,4401230000
2024-07-26,4472920000
2024-07-29,4452672000
2024-07-30,4415040000
2024-07-31,4251072000
2024-08-01,3946656000
2024-08-02,3655008000
2024-08-05,3633504000
2024-08-06,3702048000
2024-08-07,3583776000
2024-08-08,3698688000
2024-08-09,3631488000
