,TEX
2004-11-29,2238390000
2004-11-30,2269080000
2004-12-01,2333430000
2004-12-02,2285910000
2004-12-03,2276010000
2004-12-06,2237400000
2004-12-07,2223540000
2004-12-08,2219580000
2004-12-09,2222550000
2004-12-10,2262150000
2004-12-13,2281950000
2004-12-14,2262150000
2004-12-15,2300760000
2004-12-16,2277000000
2004-12-17,2286900000
2004-12-20,2278980000
2004-12-21,2304720000
2004-12-22,2280960000
2004-12-23,2262150000
2004-12-27,2248290000
2004-12-28,2353230000
2004-12-29,2324520000
2004-12-30,2347290000
2004-12-31,2358180000
2005-01-03,2266110000
2005-01-04,2211660000
2005-01-05,2195820000
2005-01-06,2219580000
2005-01-07,2194830000
2005-01-10,2185920000
2005-01-11,2177010000
2005-01-12,2181960000
2005-01-13,2162160000
2005-01-14,2202750000
2005-01-18,2188890000
2005-01-19,2174040000
2005-01-20,2138400000
2005-01-21,2122560000
2005-01-24,2089890000
2005-01-25,2105730000
2005-01-26,2141370000
2005-01-27,2108700000
2005-01-28,2098800000
2005-01-31,2131470000
2005-02-01,2122560000
2005-02-02,1972080000
2005-02-03,2005740000
2005-02-04,1997820000
2005-02-07,2029500000
2005-02-08,2054250000
2005-02-09,2068110000
2005-02-10,2065140000
2005-02-11,2059200000
2005-02-14,2054250000
2005-02-15,2027520000
2005-02-16,2071080000
2005-02-17,2054250000
2005-02-18,2049300000
2005-02-22,2020590000
2005-02-23,2054250000
2005-02-24,2148300000
2005-02-25,2257200000
2005-02-28,2237400000
2005-03-01,2268090000
2005-03-02,2240370000
2005-03-03,2291850000
2005-03-04,2409660000
2005-03-07,2400750000
2005-03-08,2390850000
2005-03-09,2357190000
2005-03-10,2326500000
2005-03-11,2344320000
2005-03-14,2345310000
2005-03-15,2351250000
2005-03-16,2347290000
2005-03-17,2340360000
2005-03-18,2339370000
2005-03-21,2330460000
2005-03-22,2326500000
2005-03-23,2272050000
2005-03-24,2279970000
2005-03-28,2262150000
2005-03-29,2130480000
2005-03-30,2129490000
2005-03-31,4304020000
2005-04-01,4246368000
2005-04-04,4228476000
2005-04-05,4256308000
2005-04-06,4274200000
2005-04-07,4319924000
2005-04-08,4224500000
2005-04-11,4158896000
2005-04-12,4272211999
2005-04-13,4045580000
2005-04-14,3840816000
2005-04-15,3717560000
2005-04-18,3723524000
2005-04-19,3850756000
2005-04-20,3912384000
2005-04-21,3995880000
2005-04-22,3970036000
2005-04-25,3962084000
2005-04-26,3848768000
2005-04-27,3830876000
2005-04-28,3735452000
2005-04-29,3715572000
2005-05-02,3795092000
2005-05-03,3669848000
2005-05-04,3836840000
2005-05-05,3812984000
2005-05-06,3771236000
2005-05-09,3816960000
2005-05-10,3791116000
2005-05-11,3797080000
2005-05-12,3649968000
2005-05-13,3610208000
2005-05-16,3628100000
2005-05-17,3630088000
2005-05-18,3759308000
2005-05-19,3777200000
2005-05-20,3703644000
2005-05-23,3755332000
2005-05-24,3733464000
2005-05-25,3667860000
2005-05-26,3759308000
2005-05-27,3739427999
2005-05-31,3928288000
2005-06-01,4290103999
2005-06-02,4154919999
2005-06-03,4137027999
2005-06-06,4025700000
2005-06-07,4131064000
2005-06-08,4085340000
2005-06-09,4158896000
2005-06-10,4200644000
2005-06-13,4222511999
2005-06-14,4109196000
2005-06-15,4125100000
2005-06-16,4160884000
2005-06-17,4178776000
2005-06-20,4150944000
2005-06-21,4192692000
2005-06-22,4174800000
2005-06-23,3997868000
2005-06-24,4033652000
2005-06-27,3989916000
2005-06-28,4003832000
2005-06-29,3989916000
2005-06-30,3924240000
2005-07-01,4019856000
2005-07-05,4059696000
2005-07-06,4043760000
2005-07-07,3964079999
2005-07-08,4057704000
2005-07-11,4171248000
2005-07-12,4167264000
2005-07-13,4129416000
2005-07-14,4133400000
2005-07-15,4199135999
2005-07-18,4268856000
2005-07-19,4406304000
2005-07-20,4519848000
2005-07-21,4424232000
2005-07-22,4480008000
2005-07-25,4422240000
2005-07-26,4406304000
2005-07-27,4346544000
2005-07-28,4468056000
2005-07-29,4822632000
2005-08-01,5079600000
2005-08-02,5069640000
2005-08-03,5047728000
2005-08-04,5079600000
2005-08-05,5139360000
2005-08-08,5079600000
2005-08-09,5061672000
2005-08-10,5175216000
2005-08-11,5121432000
2005-08-12,5097528000
2005-08-15,5065656000
2005-08-16,4928208000
2005-08-17,4816656000
2005-08-18,4780800000
2005-08-19,4852512000
2005-08-22,4800720000
2005-08-23,4740960000
2005-08-24,4681200000
2005-08-25,4695144000
2005-08-26,4681200000
2005-08-29,4707096000
2005-08-30,4599528000
2005-08-31,4858488000
2005-09-01,4888368000
2005-09-02,4826616000
2005-09-06,4830600000
2005-09-07,4818648000
2005-09-08,4800720000
2005-09-09,4999920000
2005-09-12,5117448000
2005-09-13,5075616000
2005-09-14,5013864000
2005-09-15,4956096000
2005-09-16,5021832000
2005-09-19,5039760000
2005-09-20,4950120000
2005-09-21,4926216000
2005-09-22,4814664000
2005-09-23,4780800000
2005-09-26,4721040000
2005-09-27,4709088000
2005-09-28,4645344000
2005-09-29,4709088000
2005-09-30,2466058000
2005-10-03,2610768000
2005-10-04,2613762000
2005-10-05,2546896000
2005-10-06,2487016000
2005-10-07,2510968000
2005-10-10,2494002000
2005-10-11,2500988000
2005-10-12,2505978000
2005-10-13,2530928000
2005-10-14,2592804000
2005-10-17,2639710000
2005-10-18,2629730000
2005-10-19,2656676000
2005-10-20,2614760000
2005-10-21,2508972000
2005-10-24,2630728000
2005-10-25,2576836000
2005-10-26,2626736000
2005-10-27,2507974000
2005-10-28,2603782000
2005-10-31,2743502000
2005-11-01,2782424000
2005-11-02,2778432000
2005-11-03,2752484000
2005-11-04,2742504000
2005-11-07,2780428000
2005-11-08,2794400000
2005-11-09,2799390000
2005-11-10,2806376000
2005-11-11,2796396000
2005-11-14,2842304000
2005-11-15,2794400000
2005-11-16,2875238000
2005-11-17,2946096000
2005-11-18,2957074000
2005-11-21,2985018000
2005-11-22,3028930000
2005-11-23,3008970000
2005-11-25,3064858000
2005-11-28,2964060000
2005-11-29,2962064000
2005-11-30,3074838000
2005-12-01,3091804000
2005-12-02,3078830000
2005-12-05,3081824000
2005-12-06,3079828000
2005-12-07,3030926000
2005-12-08,2989010000
2005-12-09,3032922000
2005-12-12,3018950000
2005-12-13,3110766000
2005-12-14,3065856000
2005-12-15,3043900000
2005-12-16,3013960000
2005-12-19,2922144000
2005-12-20,2975038000
2005-12-21,2963062000
2005-12-22,2994000000
2005-12-23,2994000000
2005-12-27,2908172000
2005-12-28,2955078000
2005-12-29,2942104000
2005-12-30,2964060000
2006-01-03,6071832000
2006-01-04,6137700000
2006-01-05,6119736000
2006-01-06,6329316000
2006-01-09,6279416000
2006-01-10,6325324000
2006-01-11,6283408000
2006-01-12,6279416000
2006-01-13,6241492000
2006-01-17,6223528000
2006-01-18,6209556000
2006-01-19,6445084000
2006-01-20,6471032000
2006-01-23,6518935999
2006-01-24,6666640000
2006-01-25,6756460000
2006-01-26,6936100000
2006-01-27,7015940000
2006-01-30,7057856000
2006-01-31,7035900000
2006-02-01,7285400000
2006-02-02,7233504000
2006-02-03,7187596000
2006-02-06,7253464000
2006-02-07,7185600000
2006-02-08,7027916000
2006-02-09,6966040000
2006-02-10,7025920000
2006-02-13,6870232000
2006-02-14,7109751999
2006-02-15,7327316000
2006-02-16,7632704000
2006-02-17,7694579999
2006-02-21,7738492000
2006-02-22,7810348000
2006-02-23,7852264000
2006-02-24,7884200000
2006-02-27,7912144000
2006-02-28,7898172000
2006-03-01,8083800000
2006-03-02,8009948000
2006-03-03,7934100000
2006-03-06,7802364000
2006-03-07,7600768000
2006-03-08,7385200000
2006-03-09,7445079999
2006-03-10,6986000000
2006-03-13,7085800000
2006-03-14,7283404000
2006-03-15,7421128000
2006-03-16,7421128000
2006-03-17,7483004000
2006-03-20,7570828000
2006-03-21,7389192000
2006-03-22,7485000000
2006-03-23,7486996000
2006-03-24,7477016000
2006-03-27,7668632000
2006-03-28,7834300000
2006-03-29,7850268000
2006-03-30,7904160000
2006-03-31,7939847999
2006-04-03,8665296000
2006-04-04,8689344000
2006-04-05,8617200000
2006-04-06,8517000000
2006-04-07,8488944000
2006-04-10,8394756000
2006-04-11,8234436000
2006-04-12,8306580000
2006-04-13,8310588000
2006-04-17,8448863999
2006-04-18,8835636000
2006-04-19,8987940000
2006-04-20,8853672000
2006-04-21,8853672000
2006-04-24,8823612000
2006-04-25,8667300000
2006-04-26,8845656000
2006-04-27,8362691999
2006-04-28,8673312000
2006-05-01,8887740000
2006-05-02,8917800000
2006-05-03,9092148000
2006-05-04,9460884000
2006-05-05,10202364000
2006-05-08,10058076000
2006-05-09,10164288000
2006-05-10,10048056000
2006-05-11,9901764000
2006-05-12,9609180000
2006-05-15,9030024000
2006-05-16,9154272000
2006-05-17,8693352000
2006-05-18,8781528000
2006-05-19,8452872000
2006-05-22,8384736000
2006-05-23,8727420000
2006-05-24,8807580000
2006-05-25,8929824000
2006-05-26,9154272000
2006-05-30,9015996000
2006-05-31,9168300000
2006-06-01,9326616000
2006-06-02,9404772000
2006-06-05,8947860000
2006-06-06,8517000000
2006-06-07,8599164000
2006-06-08,8502972000
2006-06-09,8366700000
2006-06-12,7907784000
2006-06-13,7985940000
2006-06-14,8228424000
2006-06-15,8595156000
2006-06-16,8364696000
2006-06-19,8354676000
2006-06-20,8438844000
2006-06-21,8755476000
2006-06-22,8773512000
2006-06-23,9030024000
2006-06-26,9032028000
2006-06-27,9144252000
2006-06-28,9214392000
2006-06-29,9707376000
2006-06-30,4984350000
2006-07-03,5017680000
2006-07-05,4997480000
2006-07-06,5017680000
2006-07-07,4962130000
2006-07-10,5080300000
2006-07-11,5077270000
2006-07-12,5038890000
2006-07-13,4733870000
2006-07-14,4493490000
2006-07-17,4287450000
2006-07-18,4349060000
2006-07-19,4556110000
2006-07-20,4312700000
2006-07-21,4267250000
2006-07-24,4413700000
2006-07-25,4448040000
2006-07-26,4345020000
2006-07-27,4232909999
2006-07-28,4433900000
2006-07-31,4528840000
2006-08-01,4431880000
2006-08-02,4539950000
2006-08-03,4666200000
2006-08-04,4599540000
2006-08-07,4574290000
2006-08-08,4291490000
2006-08-09,4096560000
2006-08-10,4042020000
2006-08-11,3910720000
2006-08-14,3973340000
2006-08-15,4143020000
2006-08-16,4312700000
2006-08-17,4219780000
2006-08-18,4325830000
2006-08-21,4229880000
2006-08-22,4292500000
2006-08-23,4137970000
2006-08-24,4111710000
2006-08-25,4095549999
2006-08-28,4164229999
2006-08-29,4172310000
2006-08-30,4109690000
2006-08-31,4436930000
2006-09-01,4421780000
2006-09-05,4595500000
2006-09-06,4503590000
2006-09-07,4366230000
2006-09-08,4352090000
2006-09-11,4105650000
2006-09-12,4165240000
2006-09-13,4253110000
2006-09-14,4167260000
2006-09-15,4233920000
2006-09-18,4380370000
2006-09-19,4397540000
2006-09-20,4405620000
2006-09-21,4323810000
2006-09-22,4196549999
2006-09-25,4339970000
2006-09-26,4485410000
2006-09-27,4468240000
2006-09-28,4591460000
2006-09-29,4567220000
2006-10-02,4789092000
2006-10-03,4752300000
2006-10-04,4823840000
2006-10-05,4950568000
2006-10-06,4904578000
2006-10-09,5111022000
2006-10-10,5223442000
2006-10-11,5099780000
2006-10-12,5332796000
2006-10-13,5251036000
2006-10-16,5663924000
2006-10-17,5558658000
2006-10-18,5549460000
2006-10-19,5651660000
2006-10-20,5140660000
2006-10-23,5265344000
2006-10-24,5301114000
2006-10-25,5443172000
2006-10-26,5529020000
2006-10-27,5234684000
2006-10-30,5251036000
2006-10-31,5289872000
2006-11-01,5305202000
2006-11-02,5196870000
2006-11-03,5214244000
2006-11-06,5401270000
2006-11-07,5370610000
2006-11-08,5479964000
2006-11-09,5389006000
2006-11-10,5384918000
2006-11-13,5609758000
2006-11-14,5610780000
2006-11-15,5778388000
2006-11-16,5691518000
2006-11-17,5715024000
2006-11-20,5848906000
2006-11-21,5907160000
2006-11-22,5857082000
2006-11-24,5885698000
2006-11-27,5627132000
2006-11-28,5582164000
2006-11-29,5673122000
2006-11-30,5725244000
2006-12-01,5721156000
2006-12-04,5962348000
2006-12-05,6103384000
2006-12-06,6088054000
2006-12-07,5989942000
2006-12-08,6123824000
2006-12-11,6211716000
2006-12-12,6003228000
2006-12-13,5973590000
2006-12-14,6003228000
2006-12-15,5940886000
2006-12-18,6540800000
2006-12-19,6711474000
2006-12-20,6759508000
2006-12-21,6640956000
2006-12-22,6469260000
2006-12-26,6579636000
2006-12-27,6774838000
2006-12-28,6688990000
2006-12-29,6600076000
2007-01-03,6035932000
2007-01-04,6004250000
2007-01-05,5925556000
2007-01-08,6040020000
2007-01-09,6054328000
2007-01-10,5821312000
2007-01-11,5800872000
2007-01-12,5971546000
2007-01-16,5877522000
2007-01-17,5969502000
2007-01-18,5879566000
2007-01-19,5921468000
2007-01-22,5800872000
2007-01-23,5999140000
2007-01-24,6057394000
2007-01-25,5964392000
2007-01-26,5913292000
2007-01-29,5785542000
2007-01-30,5874456000
2007-01-31,5814158000
2007-02-01,5909204000
2007-02-02,6072724000
2007-02-05,5983810000
2007-02-06,6050240000
2007-02-07,6196386000
2007-02-08,6036954000
2007-02-09,5973590000
2007-02-12,6037976000
2007-02-13,6183100000
2007-02-14,6213760000
2007-02-15,6713518000
2007-02-16,6805498000
2007-02-20,6931203999
2007-02-21,7316498000
2007-02-22,7216342000
2007-02-23,7258244000
2007-02-26,7023184000
2007-02-27,6653219999
2007-02-28,6732936000
2007-03-01,6627669999
2007-03-02,6392610000
2007-03-05,6384434000
2007-03-06,6605186000
2007-03-07,6702276000
2007-03-08,6881126000
2007-03-09,6941424000
2007-03-12,7040558000
2007-03-13,6771772000
2007-03-14,6843311999
2007-03-15,6878060000
2007-03-16,6987414000
2007-03-19,7230650000
2007-03-20,7249046000
2007-03-21,7353290000
2007-03-22,7315476000
2007-03-23,7356356000
2007-03-26,7378840000
2007-03-27,7254156000
2007-03-28,7223496000
2007-03-29,7295036000
2007-03-30,7333872000
2007-04-02,7385152000
2007-04-03,7401600000
2007-04-04,7430384000
2007-04-05,7401600000
2007-04-09,7481784000
2007-04-10,7412908000
2007-04-11,7389264000
2007-04-12,7559912000
2007-04-13,7602060000
2007-04-16,7846724000
2007-04-17,7918684000
2007-04-18,7910460000
2007-04-19,7873452000
2007-04-20,7972140000
2007-04-23,8151012000
2007-04-24,8158208000
2007-04-25,8266148000
2007-04-26,8072884000
2007-04-27,8166432000
2007-04-30,8002979999
2007-05-01,7931020000
2007-05-02,8221944000
2007-05-03,8234279999
2007-05-04,8225028000
2007-05-07,8222971999
2007-05-08,8170544000
2007-05-09,8343248000
2007-05-10,8302128000
2007-05-11,8464552000
2007-05-14,8523148000
2007-05-15,8394648000
2007-05-16,8224000000
2007-05-17,8154095999
2007-05-18,7989616000
2007-05-21,8169516000
2007-05-22,8289792000
2007-05-23,8224000000
2007-05-24,8063632000
2007-05-25,8326800000
2007-05-29,8367920000
2007-05-30,8686600000
2007-05-31,8714356000
2007-06-01,8849024000
2007-06-04,8855192000
2007-06-05,8835660000
2007-06-06,8641368000
2007-06-07,8455300000
2007-06-08,8447076000
2007-06-11,8529316000
2007-06-12,8431656000
2007-06-13,8563240000
2007-06-14,8563240000
2007-06-15,8727720000
2007-06-18,8721552000
2007-06-19,8785288000
2007-06-20,8507728000
2007-06-21,8634172000
2007-06-22,8583800000
2007-06-25,8609500000
2007-06-26,8498476000
2007-06-27,8342220000
2007-06-28,8327828000
2007-06-29,8357640000
2007-07-02,8768196000
2007-07-03,8701506000
2007-07-05,8677908000
2007-07-06,8687142000
2007-07-09,9511020000
2007-07-10,9238104000
2007-07-11,9345834000
2007-07-12,9568476000
2007-07-13,9468954000
2007-07-16,9657738000
2007-07-17,9593100000
2007-07-18,9574632000
2007-07-19,9654660000
2007-07-20,9332496000
2007-07-23,9315054000
2007-07-24,9085230000
2007-07-25,9059580000
2007-07-26,8605062000
2007-07-27,8531190000
2007-07-30,9160128000
2007-07-31,8849250000
2007-08-01,8910810000
2007-08-02,8870796000
2007-08-03,8454240000
2007-08-06,8557866000
2007-08-07,8408070000
2007-08-08,8101295999
2007-08-09,7631388000
2007-08-10,7818120000
2007-08-13,8033580000
2007-08-14,7715520000
2007-08-15,7406694000
2007-08-16,7079400000
2007-08-17,7435422000
2007-08-20,7749378000
2007-08-21,7639595999
2007-08-22,7981254000
2007-08-23,7915590000
2007-08-24,8243909999
2007-08-27,7968942000
2007-08-28,7746300000
2007-08-29,7894044000
2007-08-30,7946370000
2007-08-31,8195688000
2007-09-04,8505540000
2007-09-05,8473734000
2007-09-06,8510670000
2007-09-07,7982280000
2007-09-10,7859159999
2007-09-11,8029476000
2007-09-12,7894044000
2007-09-13,7872498000
2007-09-14,7817094000
2007-09-17,7744248000
2007-09-18,8372159999
2007-09-19,8701506000
2007-09-20,8478864000
2007-09-21,8576334000
2007-09-24,8664570000
2007-09-25,8874900000
2007-09-26,9001098000
2007-09-27,9222714000
2007-09-28,9133452000
2007-10-01,9103044000
2007-10-02,8917020000
2007-10-03,8621808000
2007-10-04,8697633000
2007-10-05,8736051000
2007-10-08,8872536000
2007-10-09,9071703000
2007-10-10,8943306000
2007-10-11,8783568000
2007-10-12,8913987000
2007-10-15,8751216000
2007-10-16,8609676000
2007-10-17,8569236000
2007-10-18,8656182000
2007-10-19,8241672000
2007-10-22,8106198000
2007-10-23,8307387000
2007-10-24,8384223000
2007-10-25,7797843000
2007-10-26,7572390000
2007-10-29,7677534000
2007-10-30,7448037000
2007-10-31,7496565000
2007-11-01,7273134000
2007-11-02,7405575000
2007-11-05,7274145000
2007-11-06,7432872000
2007-11-07,7042626000
2007-11-08,6902097000
2007-11-09,6604863000
2007-11-12,6128682000
2007-11-13,6536115000
2007-11-14,6463323000
2007-11-15,6265167000
2007-11-16,6045780000
2007-11-19,5719227000
2007-11-20,5813250000
2007-11-21,5925471000
2007-11-23,6090264000
2007-11-26,5744502000
2007-11-27,5863800000
2007-11-28,6283365000
2007-11-29,6428949000
2007-11-30,6515895000
2007-12-03,6238881000
2007-12-04,6197430000
2007-12-05,6418839000
2007-12-06,6776733000
2007-12-07,6742359000
2007-12-10,6804030000
2007-12-11,6420861000
2007-12-12,6495675000
2007-12-13,6582621000
2007-12-14,6418839000
2007-12-17,6156990000
2007-12-18,6107451000
2007-12-19,5986131000
2007-12-20,6328860000
2007-12-21,6734271000
2007-12-24,6724161000
2007-12-26,6796953000
2007-12-27,6585654000
2007-12-28,6651369000
2007-12-31,6629126999
2008-01-02,6334926000
2008-01-03,6257079000
2008-01-04,5908284000
2008-01-07,5539269000
2008-01-08,5281464000
2008-01-09,5241024000
2008-01-10,5444235000
2008-01-11,5351223000
2008-01-14,5736414000
2008-01-15,5584764000
2008-01-16,5486697000
2008-01-17,4973109000
2008-01-18,5148012000
2008-01-22,5269332000
2008-01-23,5277420000
2008-01-24,5401773000
2008-01-25,5536236000
2008-01-28,5601951000
2008-01-29,5776854000
2008-01-30,5625204000
2008-01-31,5924460000
2008-02-01,6122616000
2008-02-04,6017472000
2008-02-05,5673732000
2008-02-06,5554434000
2008-02-07,5549379000
2008-02-08,5546346000
2008-02-11,5671710000
2008-02-12,5801118000
2008-02-13,5908284000
2008-02-14,6083187000
2008-02-15,6045780000
2008-02-19,6184287000
2008-02-20,6289431000
2008-02-21,6746403000
2008-02-22,6838404000
2008-02-25,6986009999
2008-02-26,7165968000
2008-02-27,7104297000
2008-02-28,7074978000
2008-02-29,6819195000
2008-03-03,6858624000
2008-03-04,6672600000
2008-03-05,6765612000
2008-03-06,6641259000
2008-03-07,6515895000
2008-03-10,6123627000
2008-03-11,6568467000
2008-03-12,6756513000
2008-03-13,6894009000
2008-03-14,6731238000
2008-03-17,6424905000
2008-03-18,6553301999
2008-03-19,6055890000
2008-03-20,5953779000
2008-03-24,6328860000
2008-03-25,6572511000
2008-03-26,6479499000
2008-03-27,6243936000
2008-03-28,6239892000
2008-03-31,6281250000
2008-04-01,6649080000
2008-04-02,6758625000
2008-04-03,6876210000
2008-04-04,6773700000
2008-04-07,6800835000
2008-04-08,6720435000
2008-04-09,6629985000
2008-04-10,6707369999
2008-04-11,6536520000
2008-04-14,6597825000
2008-04-15,6664155000
2008-04-16,6888270000
2008-04-17,6778725000
2008-04-18,7210875000
2008-04-21,7217909999
2008-04-22,7058115000
2008-04-23,7101330000
2008-04-24,6987765000
2008-04-25,7056104999
2008-04-28,7290270000
2008-04-29,7055100000
2008-04-30,7002840000
2008-05-01,7091280000
2008-05-02,7264140000
2008-05-05,7256100000
2008-05-06,7517400000
2008-05-07,7226955000
2008-05-08,7254090000
2008-05-09,7158615000
2008-05-12,7291275000
2008-05-13,7295295000
2008-05-14,7183740000
2008-05-15,7318409999
2008-05-16,7433985000
2008-05-19,7480215000
2008-05-20,7479210000
2008-05-21,7313385000
2008-05-22,7177710000
2008-05-23,7103340000
2008-05-27,7036005000
2008-05-28,7281225000
2008-05-29,7146555000
2008-05-30,7170674999
2008-06-02,7140525000
2008-06-03,7167659999
2008-06-04,7111380000
2008-06-05,7128465000
2008-06-06,6770685000
2008-06-09,6685260000
2008-06-10,6637020000
2008-06-11,6342555000
2008-06-12,6385770000
2008-06-13,6462150000
2008-06-16,6471195000
2008-06-17,6377730000
2008-06-18,6280245000
2008-06-19,6327480000
2008-06-20,6178740000
2008-06-23,6172710000
2008-06-24,6051105000
2008-06-25,5946585000
2008-06-26,5390820000
2008-06-27,5158665000
2008-06-30,4936657000
2008-07-01,4980863000
2008-07-02,4537842000
2008-07-03,4412912000
2008-07-07,4574360000
2008-07-08,4512856000
2008-07-09,4136144000
2008-07-10,4176506000
2008-07-11,4188999000
2008-07-14,4186116000
2008-07-15,4099625999
2008-07-16,4657967000
2008-07-17,4754067000
2008-07-18,4547452000
2008-07-21,4656045000
2008-07-22,4753106000
2008-07-23,4816532000
2008-07-24,4489792000
2008-07-25,4725237000
2008-07-28,4576282000
2008-07-29,4708900000
2008-07-30,4744457000
2008-07-31,4548413000
2008-08-01,4345642000
2008-08-04,4182272000
2008-08-05,4309124000
2008-08-06,4479221000
2008-08-07,4296631000
2008-08-08,4537842000
2008-08-11,4670460000
2008-08-12,4710822000
2008-08-13,4770404000
2008-08-14,4850167000
2008-08-15,4923203000
2008-08-18,4805961000
2008-08-19,4631059000
2008-08-20,4657006000
2008-08-21,4630098000
2008-08-22,4681992000
2008-08-25,4582048000
2008-08-26,4572438000
2008-08-27,4649318000
2008-08-28,4843440000
2008-08-29,4832869000
2008-09-02,4760794000
2008-09-03,4547452000
2008-09-04,3653722000
2008-09-05,3681591000
2008-09-08,3603750000
2008-09-09,3404823000
2008-09-10,3440379999
2008-09-11,3528792000
2008-09-12,3532636000
2008-09-15,3324099000
2008-09-16,3340436000
2008-09-17,3218389000
2008-09-18,3249141000
2008-09-19,3188598000
2008-09-22,3226077000
2008-09-23,3237609000
2008-09-24,3195325000
2008-09-25,3192442000
2008-09-26,3284698000
2008-09-29,2813808000
2008-09-30,2893296000
2008-10-01,2789964000
2008-10-02,2475228000
2008-10-03,2243916000
2008-10-06,2191776000
2008-10-07,2014500000
2008-10-08,1953828000
2008-10-09,1817316000
2008-10-10,1806887999
2008-10-13,2222112000
2008-10-14,2197464000
2008-10-15,1829640000
2008-10-16,1928232000
2008-10-17,1929180000
2008-10-20,2011656000
2008-10-21,1651416000
2008-10-22,1585056000
2008-10-23,1365120000
2008-10-24,1203012000
2008-10-27,1153716000
2008-10-28,1275060000
2008-10-29,1342368000
2008-10-30,1606860000
2008-10-31,1582212000
2008-11-03,1487412000
2008-11-04,1665636000
2008-11-05,1516800000
2008-11-06,1371756000
2008-11-07,1425792000
2008-11-10,1363224000
2008-11-11,1266528000
2008-11-12,1090200000
2008-11-13,1247568000
2008-11-14,1148976000
2008-11-17,1115796000
2008-11-18,1119588000
2008-11-19,967908000
2008-11-20,884484000
2008-11-21,953688000
2008-11-24,1104420000
2008-11-25,1128120000
2008-11-26,1344264000
2008-11-28,1351848000
2008-12-01,1110108000
2008-12-02,1294020000
2008-12-03,1271268000
2008-12-04,1176468000
2008-12-05,1286436000
2008-12-08,1517748000
2008-12-09,1606860000
2008-12-10,1668480000
2008-12-11,1583160000
2008-12-12,1620132000
2008-12-15,1504476000
2008-12-16,1646676000
2008-12-17,1687440000
2008-12-18,1562304000
2008-12-19,1592640000
2008-12-22,1488360000
2008-12-23,1481724000
2008-12-24,1495944000
2008-12-26,1533864000
2008-12-29,1503528000
2008-12-30,1567992000
2008-12-31,1641936000
2009-01-02,1776551999
2009-01-05,1818264000
2009-01-06,1939608000
2009-01-07,1754748000
2009-01-08,1681751999
2009-01-09,1594536000
2009-01-12,1463712000
2009-01-13,1485516000
2009-01-14,1396404000
2009-01-15,1415364000
2009-01-16,1419156000
2009-01-20,1296864000
2009-01-21,1403988000
2009-01-22,1332888000
2009-01-23,1359432000
2009-01-26,1321512000
2009-01-27,1339524000
2009-01-28,1394508000
2009-01-29,1191636000
2009-01-30,1122432000
2009-02-02,1116744000
2009-02-03,1138548000
2009-02-04,1193532000
2009-02-05,1276956000
2009-02-06,1354692000
2009-02-09,1386924000
2009-02-10,1281696000
2009-02-11,1291176000
2009-02-12,895859999
2009-02-13,916716000
2009-02-17,763140000
2009-02-18,766932000
2009-02-19,736596000
2009-02-20,775464000
2009-02-23,717636000
2009-02-24,796320000
2009-02-25,800112000
2009-02-26,747972000
2009-02-27,845616000
2009-03-02,732804000
2009-03-03,737544000
2009-03-04,817175999
2009-03-05,736596000
2009-03-06,723324000
2009-03-09,748920000
2009-03-10,879743999
2009-03-11,883536000
2009-03-12,933780000
2009-03-13,910080000
2009-03-16,909132000
2009-03-17,929988000
2009-03-18,954636000
2009-03-19,937572000
2009-03-20,864575999
2009-03-23,985920000
2009-03-24,991608000
2009-03-25,972648000
2009-03-26,1037112000
2009-03-27,1038059999
2009-03-30,893964000
2009-03-31,916675000
2009-04-01,965234000
2009-04-02,1044513999
2009-04-03,1111902000
2009-04-06,1099019000
2009-04-07,1033613000
2009-04-08,1045505000
2009-04-09,1190191000
2009-04-13,1225867000
2009-04-14,1183254000
2009-04-15,1226858000
2009-04-16,1244696000
2009-04-17,1258570000
2009-04-20,1119830000
2009-04-21,1199110000
2009-04-22,1156497000
2009-04-23,1166407000
2009-04-24,1286318000
2009-04-27,1229831000
2009-04-28,1222894000
2009-04-29,1337850000
2009-04-30,1367580000
2009-05-01,1476590000
2009-05-04,1536050000
2009-05-05,1588573000
2009-05-06,1643077999
2009-05-07,1528122000
2009-05-08,1773889999
2009-05-11,1587582000
2009-05-12,1515239000
2009-05-13,1380463000
2009-05-14,1429022000
2009-05-15,1430013000
2009-05-18,1531095000
2009-05-19,1586591000
2009-05-20,1585600000
2009-05-21,1473617000
2009-05-22,1480554000
2009-05-26,1522176000
2009-05-27,1525149000
2009-05-28,1349742000
2009-05-29,1329922000
2009-06-01,1424067000
2009-06-02,1404247000
2009-06-03,1363616000
2009-06-04,1445869000
2009-06-05,1501365000
2009-06-08,1448842000
2009-06-09,1444878000
2009-06-10,1429022000
2009-06-11,1428031000
2009-06-12,1433977000
2009-06-15,1356679000
2009-06-16,1297219000
2009-06-17,1277399000
2009-06-18,1246678000
2009-06-19,1255597000
2009-06-22,1149560000
2009-06-23,1185236000
2009-06-24,1213975000
2009-06-25,1256588000
2009-06-26,1228840000
2009-06-29,1218930000
2009-06-30,1304767000
2009-07-01,1313415000
2009-07-02,1244231000
2009-07-06,1195586000
2009-07-07,1167480000
2009-07-08,1145860000
2009-07-09,1145860000
2009-07-10,1145860000
2009-07-13,1196667000
2009-07-14,1217206000
2009-07-15,1314496000
2009-07-16,1378275000
2009-07-17,1404219000
2009-07-20,1489618000
2009-07-21,1476646000
