,TDC
2012-05-15,11743207000
2012-05-16,11446294999
2012-05-17,11189871000
2012-05-18,11029606000
2012-05-21,11486783000
2012-05-22,11738146000
2012-05-23,11888289000
2012-05-24,11803939000
2012-05-25,11900098000
2012-05-29,12080607000
2012-05-30,11778633999
2012-05-31,11215176000
2012-06-01,10904768000
2012-06-04,11000926999
2012-06-05,11259038000
2012-06-06,11647048000
2012-06-07,11503653000
2012-06-08,11582942000
2012-06-11,11449669000
2012-06-12,11588003000
2012-06-13,11559324000
2012-06-14,11689223000
2012-06-15,12164957000
2012-06-18,12276299000
2012-06-19,12310039000
2012-06-20,12190262000
2012-06-21,11758390000
2012-06-22,12041806000
2012-06-25,11825869999
2012-06-26,11633551999
2012-06-27,11751642000
2012-06-28,11476661000
2012-06-29,12148087000
2012-07-02,12133344000
2012-07-03,12224496000
2012-07-05,12258256000
2012-07-06,10973688000
2012-07-09,11041208000
2012-07-10,10598952000
2012-07-11,10609080000
2012-07-12,10944992000
2012-07-13,11071592000
2012-07-16,10907856000
2012-07-17,11000696000
2012-07-18,11296096000
2012-07-19,11529040000
2012-07-20,11304536000
2012-07-23,11203256000
2012-07-24,11064840000
2012-07-25,11101976000
2012-07-26,11466584000
2012-07-27,11522288000
2012-07-30,11421008000
2012-07-31,11414256000
2012-08-01,11157679999
2012-08-02,11360240000
2012-08-03,12271760000
2012-08-06,12178920000
2012-08-07,12457440000
2012-08-08,12565472000
2012-08-09,12680256000
2012-08-10,12778160000
2012-08-13,12825424000
2012-08-14,12741024000
2012-08-15,12727520000
2012-08-16,12773096000
2012-08-17,12843992000
2012-08-20,12698824000
2012-08-21,12722456000
2012-08-22,12611047999
2012-08-23,12584040000
2012-08-24,12739336000
2012-08-27,12843992000
2012-08-28,12874376000
2012-08-29,13127576000
2012-08-30,12911512000
2012-08-31,12892944000
2012-09-04,13068496000
2012-09-05,13225479999
2012-09-06,13608656000
2012-09-07,13537760000
2012-09-10,12597544000
2012-09-11,12683632000
2012-09-12,12663376000
2012-09-13,12651560000
2012-09-14,12700512000
2012-09-17,12864247999
2012-09-18,12815296000
2012-09-19,12889568000
2012-09-20,12842304000
2012-09-21,13004352000
2012-09-24,12702200000
2012-09-25,12595856000
2012-09-26,12400047999
2012-09-27,12862560000
2012-09-28,12729208000
2012-10-01,12466278000
2012-10-02,12709008000
2012-10-03,12732444000
2012-10-04,12444516000
2012-10-05,12667158000
2012-10-08,12447864000
2012-10-09,12081258000
2012-10-10,12173328000
2012-10-11,12220200000
2012-10-12,12486366000
2012-10-15,12555000000
2012-10-16,12645396000
2012-10-17,12462930000
2012-10-18,12370860000
2012-10-19,12101346000
2012-10-22,11979144000
2012-10-23,11943990000
2012-10-24,11495358000
2012-10-25,11354742000
2012-10-26,11332980000
2012-10-31,11435094000
2012-11-01,10671750000
2012-11-02,10559592000
2012-11-05,10646640000
2012-11-06,10743732000
2012-11-07,10564614000
2012-11-08,10591398000
2012-11-09,10601442000
2012-11-12,10675098000
2012-11-13,10743732000
2012-11-14,10676772000
2012-11-15,10413954000
2012-11-16,10452456000
2012-11-19,10373778000
2012-11-20,10285056000
2012-11-21,10241532000
2012-11-23,10425672000
2012-11-26,10400562000
2012-11-27,10303470000
2012-11-28,9921798000
2012-11-29,10008846000
2012-11-30,9956952000
2012-12-03,9796248000
2012-12-04,9725940000
2012-12-05,9699156000
2012-12-06,9826380000
2012-12-07,9741006000
2012-12-10,9814662000
2012-12-11,10201356000
2012-12-12,10243206000
2012-12-13,10045674000
2012-12-14,9948582000
2012-12-17,10209726000
2012-12-18,10499328000
2012-12-19,10462500000
2012-12-20,10501002000
2012-12-21,10445760000
2012-12-24,10415628000
2012-12-26,10229814000
2012-12-27,10254924000
2012-12-28,10159506000
2012-12-31,10236606000
2013-01-02,10537634000
2013-01-03,10302766000
2013-01-04,10392082000
2013-01-07,10560790000
2013-01-08,10542596000
2013-01-09,10554174000
2013-01-10,10694764000
2013-01-11,10807236000
2013-01-14,10921362000
2013-01-15,10924670000
2013-01-16,10769194000
2013-01-17,10967674000
2013-01-18,10851894000
2013-01-22,10845277999
2013-01-23,10929632000
2013-01-24,10999100000
2013-01-25,11468836000
2013-01-28,11265394000
2013-01-29,10939556000
2013-01-30,11015640000
2013-01-31,11025564000
2013-02-01,10985868000
2013-02-04,11058644000
2013-02-05,11181040000
2013-02-06,11007370000
2013-02-07,10225028000
2013-02-08,10378850000
2013-02-11,10297804000
2013-02-12,10160522000
2013-02-13,10201872000
2013-02-14,10279610000
2013-02-15,10352386000
2013-02-19,10502900000
2013-02-20,10264724000
2013-02-21,10180370000
2013-02-22,10451626000
2013-02-25,10388774000
2013-02-26,10000084000
2013-02-27,9656052000
2013-02-28,9603124000
2013-03-01,9685824000
2013-03-04,9656052000
2013-03-05,9861148000
2013-03-06,9808220000
2013-03-07,9500576000
2013-03-08,9763562000
2013-03-11,9768524000
2013-03-12,9738752000
2013-03-13,9651090000
2013-03-14,9677554000
2013-03-15,9548542000
2013-03-18,9416222000
2013-03-19,9308712000
2013-03-20,9527040000
2013-03-21,9465842000
2013-03-22,9449302000
2013-03-25,9394720000
2013-03-26,9417876000
2013-03-27,9469150000
2013-03-28,9677554000
2013-04-01,9317068000
2013-04-02,9339944000
2013-04-03,9161838000
2013-04-04,8478826000
2013-04-05,8717390000
2013-04-08,8709220000
2013-04-09,8826868000
2013-04-10,9192884000
2013-04-11,9053994000
2013-04-12,9019680000
2013-04-15,8803992000
2013-04-16,8975562000
2013-04-17,8612814000
2013-04-18,8421636000
2013-04-19,8227190000
2013-04-22,8145490000
2013-04-23,8073593999
2013-04-24,8147124000
2013-04-25,8240262000
2013-04-26,8511506000
2013-04-29,8426538000
2013-04-30,8344838000
2013-05-01,8388956000
2013-05-02,8670004000
2013-05-03,8276210000
2013-05-06,8490264000
2013-05-07,8504970000
2013-05-08,8836672000
2013-05-09,9003340000
2013-05-10,9027850000
2013-05-13,8799090000
2013-05-14,8736998000
2013-05-15,8867718000
2013-05-16,9243538000
2013-05-17,9369356000
2013-05-20,9250074000
2013-05-21,9516416000
2013-05-22,9178178000
2013-05-23,8970660000
2013-05-24,8888960000
2013-05-28,8898764000
2013-05-29,8964124000
2013-05-30,9330140000
2013-05-31,9109550000
2013-06-03,9085040000
2013-06-04,9016412000
2013-06-05,8952686000
2013-06-06,9021314000
2013-06-07,9297460000
2013-06-10,9367722000
2013-06-11,9237002000
2013-06-12,9127524000
2013-06-13,9302362000
2013-06-14,9163472000
2013-06-17,9062164000
2013-06-18,9042556000
2013-06-19,9036020000
2013-06-20,8647128000
2013-06-21,8284380000
2013-06-24,7898756000
2013-06-25,7924900000
2013-06-26,8235360000
2013-06-27,8351374000
2013-06-28,8207581999
2013-07-01,8264448000
2013-07-02,8163264000
2013-07-03,8386848000
2013-07-05,8435808000
2013-07-08,8380320000
2013-07-09,8447232000
2013-07-10,8616960000
2013-07-11,9166944000
2013-07-12,9124512000
2013-07-15,9302400000
2013-07-16,9354624000
2013-07-17,9382368000
2013-07-18,9669600000
2013-07-19,9478656000
2013-07-22,9477024000
2013-07-23,9361152000
2013-07-24,9418272000
2013-07-25,9725088000
2013-07-26,9506400000
2013-07-29,9556992000
2013-07-30,9584736000
2013-07-31,9648384000
2013-08-01,10309344000
2013-08-02,10341984000
2013-08-05,10559040000
2013-08-06,10324032000
2013-08-07,10307712000
2013-08-08,10418688000
2013-08-09,10405632000
2013-08-12,10466016000
2013-08-13,10570464000
2013-08-14,10472544000
2013-08-15,10095552000
2013-08-16,10067808000
2013-08-19,9889920000
2013-08-20,9955200000
2013-08-21,9710400000
2013-08-22,9816480000
2013-08-23,9945408000
2013-08-26,9876864000
2013-08-27,9579840000
2013-08-28,9615744000
2013-08-29,9770784000
2013-08-30,9556992000
2013-09-03,9579840000
2013-09-04,9596160000
2013-09-05,9385632000
2013-09-06,9289344000
2013-09-09,9307296000
2013-09-10,9470496000
2013-09-11,9602688000
2013-09-12,9721824000
2013-09-13,9679392000
2013-09-16,9744672000
2013-09-17,9708768000
2013-09-18,9870336000
2013-09-19,9641856000
2013-09-20,9911136000
2013-09-23,9772416000
2013-09-24,9537408000
2013-09-25,9473760000
2013-09-26,9286080000
2013-09-27,9222432000
2013-09-30,8964648000
2013-10-01,8933925000
2013-10-02,8953329000
2013-10-03,8794863000
2013-10-04,8751204000
2013-10-07,8644482000
2013-10-08,8502186000
2013-10-09,8529675000
2013-10-10,8519973000
2013-10-11,8562015000
2013-10-14,8502186000
2013-10-15,6938546999
2013-10-16,6707315999
2013-10-17,6875484000
2013-10-18,6894888000
2013-10-21,7024248000
2013-10-22,7108332000
2013-10-23,7021014000
2013-10-24,7349265000
2013-10-25,7190799000
2013-10-28,7420413000
2013-10-29,7478625000
2013-10-30,7352499000
2013-10-31,7126119000
2013-11-01,7114800000
2013-11-04,6954717000
2013-11-05,6893271000
2013-11-06,6949865999
2013-11-07,7019396999
2013-11-08,7033950000
2013-11-11,7080843000
2013-11-12,7103481000
2013-11-13,7268415000
2013-11-14,7244160000
2013-11-15,7371903000
2013-11-18,7349265000
2013-11-19,7312074000
2013-11-20,7341180000
2013-11-21,7389690000
2013-11-22,7323393000
2013-11-25,7312074000
2013-11-26,7337946000
2013-11-27,7386456000
2013-11-29,7379988000
2013-12-02,7407477000
2013-12-03,7333095000
2013-12-04,6877101000
2013-12-05,6726720000
2013-12-06,6771996000
2013-12-09,6786549000
2013-12-10,6653955000
2013-12-11,6477702000
2013-12-12,6390384000
2013-12-13,6628083000
2013-12-16,6729954000
2013-12-17,6747740999
2013-12-18,6773613000
2013-12-19,6820506000
2013-12-20,7240926000
2013-12-23,7163310000
2013-12-24,7171395000
2013-12-26,7226373000
2013-12-27,7237692000
2013-12-30,7227990000
2013-12-31,7205616000
2014-01-02,7085231999
2014-01-03,7185024000
2014-01-06,7213536000
2014-01-07,7283231999
2014-01-08,7265808000
2014-01-09,7189776000
2014-01-10,7018704000
2014-01-13,6974352000
2014-01-14,7253136000
2014-01-15,7544592000
2014-01-16,7492320000
2014-01-17,7482816000
2014-01-21,7422624000
2014-01-22,7246800000
2014-01-23,7128000000
2014-01-24,6934752000
2014-01-27,6874560000
2014-01-28,6953760000
2014-01-29,6663888000
2014-01-30,6673392000
2014-01-31,6513408000
2014-02-03,6336000000
2014-02-04,6424704000
2014-02-05,6503904000
2014-02-06,6494400000
2014-02-07,6486480000
2014-02-10,6505488000
2014-02-11,6858720000
2014-02-12,6777936000
2014-02-13,6779520000
2014-02-14,6860304000
2014-02-18,6877728000
2014-02-19,7018704000
2014-02-20,7121664000
2014-02-21,7219872000
2014-02-24,7232543999
2014-02-25,7219872000
2014-02-26,7327584000
2014-02-27,7330752000
2014-02-28,7273728000
2014-03-03,7162848000
2014-03-04,7333920000
2014-03-05,7378272000
2014-03-06,7441631999
2014-03-07,7419456000
2014-03-10,7365600000
2014-03-11,7270560000
2014-03-12,7197696000
2014-03-13,7120080000
2014-03-14,7078896000
2014-03-17,7253136000
2014-03-18,7332336000
2014-03-19,7300656000
2014-03-20,7634880000
2014-03-21,7569936000
2014-03-24,7543008000
2014-03-25,7614288000
2014-03-26,7508160000
2014-03-27,7571520000
2014-03-28,7619040000
2014-03-31,7717911000
2014-04-01,7573563000
2014-04-02,7716342000
2014-04-03,7684961999
2014-04-04,7498251000
2014-04-07,7173468000
2014-04-08,7112277000
2014-04-09,7308402000
2014-04-10,7228383000
2014-04-11,7014999000
2014-04-14,7104432000
2014-04-15,7339782000
2014-04-16,7386852000
2014-04-17,7372731000
2014-04-21,7468440000
2014-04-22,7460595000
2014-04-23,7266039000
2014-04-24,7217400000
2014-04-25,7035396000
2014-04-28,7024413000
2014-04-29,7085603999
2014-04-30,7132674000
2014-05-01,7193865000
2014-05-02,7076190000
2014-05-05,6996171000
2014-05-06,6953808000
2014-05-07,6898893000
2014-05-08,6203826000
2014-05-09,6217947000
2014-05-12,6329346000
2014-05-13,6398382000
2014-05-14,6412503000
2014-05-15,6359157000
2014-05-16,6373278000
2014-05-19,6459573000
2014-05-20,6401520000
2014-05-21,6407796000
2014-05-22,6436038000
2014-05-23,6461142000
2014-05-27,6479970000
2014-05-28,6527040000
2014-05-29,6619611000
2014-05-30,6588231000
2014-06-02,6586661999
2014-06-03,6553713000
2014-06-04,6578817000
2014-06-05,6677664000
2014-06-06,6759252000
2014-06-09,6782786999
2014-06-10,6778080000
2014-06-11,6726303000
2014-06-12,6707475000
2014-06-13,6812598000
2014-06-16,6914583000
2014-06-17,6913014000
2014-06-18,6947532000
2014-06-19,6900461999
2014-06-20,6836133000
2014-06-23,6720027000
2014-06-24,6619611000
2014-06-25,6585093000
2014-06-26,6451728000
2014-06-27,6356019000
2014-06-30,6210900000
2014-07-01,6230985000
2014-07-02,6178455000
2014-07-03,6264975000
2014-07-07,6306690000
2014-07-08,6215534999
2014-07-09,6254159999
2014-07-10,6305145000
2014-07-11,6371580000
2014-07-14,6496725000
2014-07-15,6410205000
2014-07-16,6455010000
2014-07-17,6448830000
2014-07-18,6546165000
2014-07-21,6522990000
2014-07-22,6652770000
2014-07-23,6597150000
2014-07-24,6702210000
2014-07-25,6586335000
2014-07-28,6546165000
2014-07-29,6620325000
2014-07-30,6609510000
2014-07-31,6513719999
2014-08-01,6521445000
2014-08-04,6726930000
2014-08-05,6699120000
2014-08-06,6651225000
2014-08-07,6430290000
2014-08-08,6563159999
2014-08-11,6595605000
2014-08-12,6530715000
2014-08-13,6558525000
2014-08-14,6623415000
2014-08-15,6623415000
2014-08-18,6694485000
2014-08-19,6679034999
2014-08-20,6692940000
2014-08-21,6709935000
2014-08-22,6722295000
2014-08-25,6782550000
2014-08-26,6875250000
2014-08-27,6927780000
2014-08-28,7001940000
2014-08-29,7056015000
2014-09-02,7082280000
2014-09-03,7076100000
2014-09-04,6890700000
2014-09-05,6879885000
2014-09-08,6932415000
2014-09-09,7023570000
2014-09-10,6896880000
2014-09-11,6933960000
2014-09-12,6930870000
2014-09-15,6958680000
2014-09-16,6957135000
2014-09-17,6833534999
2014-09-18,6907695000
2014-09-19,6731565000
2014-09-22,6677490000
2014-09-23,6589425000
2014-09-24,6677490000
2014-09-25,6451920000
2014-09-26,6527625000
2014-09-29,6473550000
2014-09-30,6363456000
2014-10-01,6313362000
2014-10-02,6351312000
2014-10-03,6369528000
2014-10-06,6410514000
2014-10-07,6267822000
2014-10-08,6368010000
2014-10-09,6246570000
2014-10-10,6073518000
2014-10-13,6056820000
2014-10-14,6272376000
2014-10-15,6251124000
2014-10-16,6223800000
2014-10-17,6419622000
2014-10-20,6178260000
2014-10-21,6269340000
2014-10-22,6078072000
2014-10-23,6052266000
2014-10-24,6176742000
2014-10-27,6167634000
2014-10-28,6281484000
2014-10-29,6181296000
2014-10-30,6284520000
2014-10-31,6424176000
2014-11-03,6348276000
2014-11-04,6333096000
2014-11-05,6232908000
2014-11-06,6478824000
2014-11-07,6483378000
2014-11-10,6607854000
2014-11-11,6635178000
2014-11-12,6767244000
2014-11-13,6770280000
2014-11-14,6717150000
2014-11-17,6802158000
2014-11-18,6790014000
2014-11-19,6796086000
2014-11-20,6749028000
2014-11-21,6765726000
2014-11-24,6853770000
2014-11-25,6818856000
2014-11-26,6809748000
2014-11-28,6852252000
2014-12-01,6744474000
2014-12-02,6767244000
2014-12-03,6847698000
2014-12-04,6744474000
2014-12-05,6761172000
2014-12-08,6588120000
2014-12-09,6600264000
2014-12-10,6454536000
2014-12-11,6466680000
2014-12-12,6304254000
2014-12-15,6320952000
2014-12-16,6204066000
2014-12-17,6266304000
2014-12-18,6525882000
2014-12-19,6723222000
2014-12-22,6712596000
2014-12-23,6802158000
2014-12-24,6864396000
2014-12-26,6826446000
2014-12-29,6821892000
2014-12-30,6771798000
2014-12-31,6342336000
2015-01-02,6388800000
2015-01-05,6253764000
2015-01-06,6189876000
2015-01-07,6211656000
2015-01-08,6291516000
2015-01-09,6306036000
2015-01-12,6189876000
2015-01-13,6218916000
2015-01-14,6192780000
2015-01-15,6091140000
2015-01-16,6233436000
2015-01-20,6290064000
2015-01-21,6285708000
2015-01-22,6425100000
2015-01-23,6294420000
2015-01-26,6441072000
2015-01-27,6565944000
2015-01-28,6473016000
2015-01-29,6534000000
2015-01-30,6470112000
2015-02-02,6610956000
2015-02-03,6779388000
2015-02-04,6821496000
2015-02-05,6125988000
2015-02-06,6044676000
2015-02-09,6171000000
2015-02-10,6335076000
2015-02-11,6364116000
2015-02-12,6682104000
2015-02-13,6639996000
2015-02-17,6545616000
2015-02-18,6557231999
2015-02-19,6558684000
2015-02-20,6576108000
2015-02-23,6480276000
2015-02-24,6494796000
2015-02-25,6381540000
2015-02-26,6382992000
2015-02-27,6464304000
2015-03-02,6528192000
2015-03-03,6396060000
2015-03-04,6481728000
2015-03-05,6393156000
2015-03-06,6227628000
2015-03-09,6221820000
2015-03-10,6124536000
2015-03-11,6133248000
2015-03-12,6147768000
2015-03-13,6118728000
2015-03-16,6125988000
2015-03-17,6205848000
2015-03-18,6204396000
2015-03-19,6204396000
2015-03-20,6381540000
2015-03-23,6422196000
2015-03-24,6345240000
2015-03-25,6195684000
2015-03-26,6188424000
2015-03-27,6201492000
2015-03-30,6326364000
2015-03-31,6255133648
2015-04-01,6236711188
2015-04-02,6231042739
2015-04-06,6337326160
2015-04-07,6433689796
2015-04-08,6464866266
2015-04-09,6503128298
2015-04-10,6357165732
2015-04-13,6255133648
2015-04-14,6177192472
2015-04-15,6195614931
2015-04-16,6198449156
2015-04-17,6107753969
2015-04-20,6114839531
2015-04-21,6157352900
2015-04-22,6195614931
2015-04-23,6299064129
2015-04-24,6232459851
2015-04-27,6215454503
2015-04-28,6266470546
2015-04-29,6266470546
2015-04-30,6233876963
2015-05-01,6378422417
2015-05-04,6416684449
2015-05-05,6311818139
2015-05-06,6368502631
2015-05-07,5923529372
2015-05-08,5790320816
2015-05-11,5684037395
2015-05-12,5669866272
2015-05-13,5759144346
2015-05-14,5784652367
2015-05-15,5699625630
2015-05-18,5733636325
2015-05-19,5709545416
2015-05-20,5701042742
2015-05-21,5658529373
2015-05-22,5607513331
2015-05-26,5484224562
2015-05-27,5502647022
2015-05-28,5488475899
2015-05-29,5518235257
2015-06-01,5472887663
2015-06-02,5562165738
2015-06-03,5668449160
2015-06-04,5543743278
2015-06-05,5550828839
2015-06-08,5508315471
2015-06-09,5494144348
2015-06-10,5532406380
2015-06-11,5464384990
2015-06-12,5465802102
2015-06-15,5314171087
2015-06-16,5420454509
2015-06-17,5477139000
2015-06-18,5529572155
2015-06-19,5436042744
2015-06-22,5464384990
2015-06-23,5394946488
2015-06-24,5328342210
2015-06-25,5317005312
2015-06-26,5285828841
2015-06-29,5236229911
2015-06-30,5150400000
2015-07-01,5039040000
2015-07-02,5013984000
2015-07-06,4958304000
2015-07-07,4998672000
2015-07-08,4929072000
2015-07-09,4949952000
2015-07-10,5001456000
2015-07-13,5052960000
2015-07-14,5054352000
2015-07-15,5009808000
2015-07-16,4977792000
2015-07-17,4958304000
2015-07-20,5129520000
2015-07-21,5098896000
2015-07-22,5096112000
2015-07-23,5110032000
2015-07-24,4993104000
2015-07-27,4975008000
2015-07-28,5032080000
2015-07-29,5064096000
2015-07-30,5094720000
2015-07-31,5165712000
2015-08-03,5084976000
2015-08-04,5009808000
2015-08-05,5048784000
2015-08-06,4235856000
2015-08-07,4176000000
2015-08-10,4301280000
2015-08-11,4210800000
2015-08-12,4248384000
2015-08-13,4251168000
2015-08-14,4249776000
2015-08-17,4263696000
2015-08-18,4233072000
2015-08-19,4159296000
2015-08-20,4124496000
2015-08-21,4201056000
2015-08-24,4035408000
2015-08-25,3855840000
2015-08-26,4043760000
2015-08-27,4141200000
2015-08-28,4105008000
2015-08-31,4068816000
2015-09-01,3972768000
2015-09-02,3999216000
2015-09-03,3961632000
2015-09-04,3956064000
2015-09-08,4098048000
2015-09-09,4081344000
2015-09-10,4093872000
2015-09-11,4118928000
2015-09-14,4091088000
2015-09-15,4148160000
2015-09-16,4181568000
2015-09-17,4114752000
2015-09-18,4052112000
2015-09-21,4010352000
2015-09-22,3929616000
2015-09-23,3946320000
2015-09-24,3957456000
2015-09-25,4014528000
2015-09-28,3925440000
2015-09-29,4064640000
2015-09-30,3825616000
2015-10-01,3714652000
2015-10-02,3833542000
2015-10-05,3857320000
2015-10-06,3895629000
2015-10-07,3953753000
2015-10-08,3931296000
2015-10-09,3892987000
2015-10-12,3775418000
2015-10-13,3747677000
2015-10-14,3754282000
2015-10-15,3780702000
2015-10-16,3775418000
2015-10-19,3812406000
2015-10-20,3825616000
2015-10-21,3698800000
2015-10-22,3718615000
2015-10-23,3735788000
2015-10-26,3717294000
2015-10-27,3671059000
2015-10-28,3789949000
2015-10-29,3709368000
2015-10-30,3713331000
2015-11-02,3844110000
2015-11-03,3886382000
2015-11-04,3935259000
2015-11-05,3379118000
2015-11-06,3808443000
2015-11-09,3655207000
2015-11-10,3653886000
2015-11-11,3566700000
2015-11-12,3511218000
2015-11-13,3450452000
2015-11-16,3483477000
2015-11-17,3504613000
2015-11-18,3723899000
2015-11-19,3754282000
2015-11-20,3758245000
2015-11-23,3916765000
2015-11-24,3947148000
2015-11-25,3948469000
2015-11-27,3936580000
2015-11-30,3951111000
2015-12-01,4046223000
2015-12-02,3966963000
2015-12-03,3889024000
2015-12-04,3922049000
2015-12-07,3800517000
2015-12-08,3717294000
2015-12-09,3718615000
2015-12-10,3783344000
2015-12-11,3575947000
2015-12-14,3550848000
2015-12-15,3557453000
2015-12-16,3640676000
2015-12-17,3542922000
2015-12-18,3459699000
2015-12-21,3475551000
2015-12-22,3558774000
2015-12-23,3593120000
2015-12-24,3595762000
2015-12-28,3541601000
2015-12-29,3575947000
2015-12-30,3542922000
2015-12-31,3375888868
2016-01-04,3354166646
2016-01-05,3260888869
2016-01-06,3127999980
2016-01-07,3023222203
2016-01-08,2998944426
2016-01-11,2924833315
2016-01-12,2945277759
2016-01-13,2899277760
2016-01-14,2958055537
2016-01-15,2933777759
2016-01-19,2899277760
2016-01-20,2974666648
2016-01-21,2989999981
2016-01-22,2986166648
2016-01-25,2908222204
2016-01-26,2931222204
2016-01-27,2933777759
2016-01-28,2958055537
2016-01-29,3110111092
2016-02-01,3108833314
2016-02-02,2973388870
2016-02-03,3027055537
2016-02-04,3268555535
2016-02-05,3007888870
2016-02-08,2954222204
2016-02-09,2887777760
2016-02-10,2969555537
2016-02-11,2890333315
2016-02-12,2947833315
2016-02-16,3020666648
2016-02-17,3162499980
2016-02-18,3202111091
2016-02-19,3204666647
2016-02-22,3202111091
2016-02-23,3134388869
2016-02-24,3154833314
2016-02-25,3211055536
2016-02-26,3208499980
2016-02-29,3188055536
2016-03-01,3254499980
2016-03-02,3262166646
2016-03-03,3377166646
2016-03-04,3424444423
2016-03-07,3511333311
2016-03-08,3425722201
2016-03-09,3395055534
2016-03-10,3336277757
2016-03-11,3415499979
2016-03-14,3345222201
2016-03-15,3306888868
2016-03-16,3342666646
2016-03-17,3379722201
2016-03-18,3419333312
2016-03-21,3416777756
2016-03-22,3415499979
2016-03-23,3308166646
2016-03-24,3303055535
2016-03-28,3346499979
2016-03-29,3384833312
2016-03-30,3336277757
2016-03-31,3405952000
2016-04-01,3329370000
2016-04-04,3289132000
2016-04-05,3265768000
2016-04-06,3324178000
2016-04-07,3268364000
2016-04-08,3237212000
2016-04-11,3208656000
2016-04-12,3178802000
2016-04-13,3281344000
2016-04-14,3269662000
2016-04-15,3204762000
2016-04-18,3217742000
2016-04-19,3260576000
2016-04-20,3309900000
2016-04-21,3348840000
2016-04-22,3453978000
2016-04-25,3416336000
2016-04-26,3379992000
2016-04-27,3400760000
2016-04-28,3361820000
2016-04-29,3283940000
2016-05-02,3287834000
2016-05-03,3250192000
2016-05-04,3167120000
2016-05-05,3409846000
2016-05-06,3652572000
2016-05-09,3530560000
2016-05-10,3601950000
2016-05-11,3573394000
2016-05-12,3544838000
2016-05-13,3428018000
2016-05-16,3444892000
2016-05-17,3394270000
2016-05-18,3374800000
2016-05-19,3355330000
2016-05-20,3431912000
2016-05-23,3455276000
2016-05-24,3446190000
2016-05-25,3578586000
2016-05-26,3596758000
2016-05-27,3626612000
2016-05-31,3678532000
2016-06-01,3709684000
2016-06-02,3759008000
2016-06-03,3674638000
2016-06-06,3718770000
2016-06-07,3730452000
2016-06-08,3770690000
2016-06-09,3717472000
2016-06-10,3614930000
2016-06-13,3569500000
2016-06-14,3543540000
2016-06-15,3512388000
2016-06-16,3534454000
2016-06-17,3591566000
2016-06-20,3659062000
2016-06-21,3660360000
2016-06-22,3614930000
2016-06-23,3707088000
2016-06-24,3385184000
2016-06-27,3172312000
2016-06-28,3228126000
2016-06-29,3237212000
2016-06-30,3251579000
2016-07-01,3274925000
2016-07-05,3213966000
2016-07-06,3258064000
2016-07-07,3272331000
2016-07-08,3364418000
2016-07-11,3377388000
2016-07-12,3517464000
2016-07-13,3513573000
2016-07-14,3542107000
2016-07-15,3525246000
2016-07-18,3547295000
2016-07-19,3531731000
2016-07-20,3670510000
2016-07-21,3635491000
2016-07-22,3658837000
2016-07-25,3671807000
2016-07-26,3702935000
2016-07-27,3696450000
2016-07-28,3721093000
2016-07-29,3680886000
2016-08-01,3682183000
2016-08-02,3815774000
2016-08-03,3975305000
2016-08-04,4054422000
2016-08-05,4092035000
2016-08-08,4137430000
2016-08-09,4101114000
2016-08-10,4055719000
2016-08-11,4090738000
2016-08-12,4067392000
2016-08-15,4124460000
2016-08-16,4076471000
2016-08-17,4066095000
2016-08-18,4090738000
2016-08-19,4107599000
2016-08-22,4108896000
2016-08-23,4147806000
2016-08-24,4093332000
2016-08-25,4117975000
2016-08-26,4188013000
2016-08-29,4230813999
2016-08-30,4226923000
2016-08-31,4115381000
2016-09-01,4081659000
2016-09-02,4117975000
2016-09-06,4050531000
2016-09-07,4049234000
2016-09-08,4034967000
2016-09-09,3863763000
2016-09-12,3938989000
2016-09-13,3820962000
2016-09-14,3835229000
2016-09-15,3894891000
2016-09-16,3843011000
2016-09-19,3900079000
2016-09-20,3875436000
2016-09-21,3935098000
2016-09-22,3963632000
2016-09-23,3984384000
2016-09-26,3953256000
2016-09-27,3942880000
2016-09-28,4015512000
2016-09-29,3905267000
2016-09-30,4033100000
2016-10-03,3830144000
2016-10-04,3844455000
2016-10-05,3923816000
2016-10-06,3949836000
2016-10-07,3940729000
2016-10-10,3984963000
2016-10-11,3875679000
2016-10-12,3903000000
2016-10-13,3813231000
2016-10-14,3840552000
2016-10-17,3810629000
2016-10-18,3837950000
2016-10-19,3914709000
2016-10-20,3862669000
2016-10-21,3817134000
2016-10-24,3880883000
2016-10-25,3876980000
2016-10-26,3914709000
2016-10-27,3598566000
2016-10-28,3506195000
2016-10-31,3507496000
2016-11-01,3525710000
2016-11-02,3477573000
2016-11-03,3451553000
2016-11-04,3437242000
2016-11-07,3527011000
2016-11-08,3577750000
2016-11-09,3645402000
2016-11-10,3697442000
2016-11-11,3722161000
2016-11-14,3778104000
2016-11-15,3778104000
2016-11-16,3693539000
2016-11-17,3645402000
2016-11-18,3521807000
2016-11-21,3571245000
2016-11-22,3567342000
2016-11-23,3558235000
2016-11-25,3558235000
2016-11-28,3582954000
2016-11-29,3538720000
2016-11-30,3493185000
2016-12-01,3437242000
2016-12-02,3441145000
2016-12-05,3542623000
2016-12-06,3566041000
2016-12-07,3628489000
2016-12-08,3740375000
2016-12-09,3720860000
2016-12-12,3680529000
2016-12-13,3723462000
2016-12-14,3713054000
2016-12-15,3662315000
2016-12-16,3672723000
2016-12-19,3648004000
2016-12-20,3586857000
2016-12-21,3554332000
2016-12-22,3473670000
2016-12-23,3508797000
2016-12-27,3555633000
2016-12-28,3524409000
2016-12-29,3545225000
2016-12-30,3534817000
