,LNC
2013-11-25,13326233773
2013-11-26,13391957948
2013-11-27,13549695969
2013-11-29,13494487662
2013-12-02,13597017375
2013-12-03,13326233773
2013-12-04,13434021421
2013-12-05,13315717905
2013-12-06,13520777332
2013-12-09,13591759441
2013-12-10,13431392454
2013-12-11,13252622697
2013-12-12,13297315136
2013-12-13,13391957948
2013-12-16,13410360718
2013-12-17,13165866786
2013-12-18,13489229728
2013-12-19,13489229728
2013-12-20,13502374563
2013-12-23,13552324936
2013-12-24,13625936012
2013-12-26,13657483616
2013-12-27,13578614606
2013-12-30,13491858695
2013-12-31,13562563538
2014-01-02,13276178527
2014-01-03,13347117933
2014-01-06,13444331194
2014-01-07,13536289683
2014-01-08,13651894642
2014-01-09,13756990059
2014-01-10,13696560194
2014-01-13,13415429954
2014-01-14,13578327850
2014-01-15,13793773455
2014-01-16,13594092163
2014-01-17,13554681381
2014-01-21,13491624131
2014-01-22,13549426610
2014-01-23,13121162787
2014-01-24,12577294005
2014-01-27,12401259182
2014-01-28,12564157078
2014-01-29,12314555463
2014-01-30,12611450016
2014-01-31,12619332172
2014-02-03,12028170452
2014-02-04,12311928078
2014-02-05,12377612713
2014-02-06,12635096484
2014-02-07,12947755349
2014-02-10,12755956214
2014-02-11,12924108880
2014-02-12,12981911360
2014-02-13,13023949526
2014-02-14,12921481495
2014-02-18,13139554485
2014-02-19,13031831683
2014-02-20,13087006777
2014-02-21,13123790172
2014-02-24,13339235777
2014-02-25,13171083110
2014-02-26,13058105537
2014-02-27,13044968610
2014-02-28,13171083110
2014-03-03,13081752006
2014-03-04,13423312110
2014-03-05,13436449037
2014-03-06,13644012486
2014-03-07,13904123642
2014-03-10,13714951892
2014-03-11,13659776798
2014-03-12,13607229090
2014-03-13,13370764402
2014-03-14,13244649902
2014-03-17,13244649902
2014-03-18,13268296371
2014-03-19,13478487204
2014-03-20,13701814965
2014-03-21,13662404184
2014-03-24,13659776798
2014-03-25,13601974319
2014-03-26,13404920412
2014-03-27,13071242464
2014-03-28,13113280631
2014-03-31,13289305518
2014-04-01,13349628003
2014-04-02,13525350021
2014-04-03,13520104588
2014-04-04,13213246734
2014-04-07,12701816978
2014-04-08,12641494494
2014-04-09,12851311830
2014-04-10,12358241090
2014-04-11,11977947168
2014-04-14,12082855836
2014-04-15,12179896354
2014-04-16,12491999642
2014-04-17,12607399176
2014-04-21,12554944842
2014-04-22,12720175995
2014-04-23,12798857496
2014-04-24,12738535011
2014-04-25,12460527041
2014-04-28,12279559589
2014-04-29,12623135477
2014-04-30,12722798711
2014-05-01,12720175995
2014-05-02,12898520730
2014-05-05,12971956798
2014-05-06,12693948828
2014-05-07,12835575529
2014-05-08,13074242749
2014-05-09,13021788415
2014-05-12,13341759852
2014-05-13,13391591470
2014-05-14,13110960783
2014-05-15,12434299874
2014-05-16,12392336407
2014-05-19,12578549293
2014-05-20,12471017908
2014-05-21,12607399176
2014-05-22,12712307844
2014-05-23,12665098944
2014-05-27,12809348362
2014-05-28,12557567559
2014-05-29,12599531026
2014-05-30,12578549293
2014-06-02,12982447665
2014-06-03,13103092633
2014-06-04,13333891702
2014-06-05,13244719335
2014-06-06,13312909969
2014-06-09,13362741586
2014-06-10,13428309504
2014-06-11,13291928235
2014-06-12,13158169683
2014-06-13,13257832918
2014-06-16,13236851184
2014-06-17,13661731290
2014-06-18,13661731290
2014-06-19,13630258689
2014-06-20,13798112558
2014-06-23,13674844873
2014-06-24,13483386554
2014-06-25,13483386554
2014-06-26,13525350021
2014-06-27,13501745571
2014-06-30,13393533416
2014-07-01,13573190066
2014-07-02,13594019822
2014-07-03,13872617815
2014-07-07,13747639276
2014-07-08,13487267320
2014-07-09,13594019822
2014-07-10,13489871040
2014-07-11,13557567748
2014-07-14,13700772324
2014-07-15,13716394642
2014-07-16,13674735129
2014-07-17,13453418966
2014-07-18,13708583483
2014-07-21,13614849579
2014-07-22,13760657874
2014-07-23,13721602081
2014-07-24,13820543424
2014-07-25,13752846715
2014-07-28,13773676472
2014-07-29,13594019822
2014-07-30,13802317387
2014-07-31,13640886774
2014-08-01,13318025549
2014-08-04,13484663601
2014-08-05,13351873903
2014-08-06,13302403232
2014-08-07,13193047010
2014-08-08,13180028412
2014-08-11,13297195792
2014-08-12,13372703660
2014-08-13,13466437564
2014-08-14,13567982627
2014-08-15,13390929697
2014-08-18,13700772324
2014-08-19,13758054155
2014-08-20,13885636413
2014-08-21,14015822391
2014-08-22,13911673609
2014-08-25,14138197210
2014-08-26,14255364591
2014-08-27,14273590627
2014-08-28,14231931114
2014-08-29,14330872458
2014-09-02,14398569166
2014-09-03,14320457580
2014-09-04,14203290199
2014-09-05,14182460443
2014-09-08,14135593491
2014-09-09,14000200074
2014-09-10,14119971173
2014-09-11,14062689343
2014-09-12,14281401786
2014-09-15,14104348856
2014-09-16,14237138554
2014-09-17,14179856723
2014-09-18,14500114229
2014-09-19,14487095631
2014-09-22,14273590627
2014-09-23,14156423247
2014-09-24,14333476177
2014-09-25,13966351719
2014-09-26,14065293063
2014-09-29,14031444708
2014-09-30,13746026155
2014-10-01,13263709448
2014-10-02,13204702616
2014-10-03,13502302287
2014-10-06,13471516114
2014-10-07,13137999242
2014-10-08,13232923275
2014-10-09,12742910024
2014-10-10,12586413646
2014-10-13,12429917268
2014-10-14,12376041465
2014-10-15,11921945416
2014-10-16,12024565992
2014-10-17,12355517350
2014-10-20,12350386321
2014-10-21,12768565168
2014-10-22,12612068790
2014-10-23,12760868625
2014-10-24,12981502864
2014-10-27,13120040641
2014-10-28,13368895538
2014-10-29,13422771340
2014-10-30,13571571176
2014-10-31,14048756854
2014-11-03,14000012080
2014-11-04,14028232739
2014-11-05,14313004837
2014-11-06,14348922039
2014-11-07,14310439323
2014-11-10,14389970269
2014-11-11,14438715043
2014-11-12,14382273726
2014-11-13,14456673644
2014-11-14,14428452985
2014-11-17,14372011668
2014-11-18,14446411586
2014-11-19,14446411586
2014-11-20,14543901133
2014-11-21,14800452573
2014-11-24,14926162779
2014-11-25,14836369775
2014-11-26,14769666400
2014-11-28,14528508047
2014-12-01,14266825578
2014-12-02,14418190928
2014-12-03,14477197759
2014-12-04,14392535784
2014-12-05,14728618170
2014-12-08,14631128623
2014-12-09,14728618170
2014-12-10,14384839240
2014-12-11,14608038993
2014-12-12,14112894714
2014-12-15,14061584426
2014-12-16,13840950188
2014-12-17,14261694549
2014-12-18,14767100886
2014-12-19,14987735124
2014-12-22,14913335207
2014-12-23,15054438499
2014-12-24,15028783355
2014-12-26,15008259240
2014-12-29,15077528128
2014-12-30,15085224672
2014-12-31,14734434135
2015-01-02,14670560223
2015-01-05,14218332922
2015-01-06,13763550665
2015-01-07,13955172403
2015-01-08,14223442835
2015-01-09,13888743534
2015-01-12,13766105622
2015-01-13,13620473101
2015-01-14,13260224235
2015-01-15,12841211369
2015-01-16,13140141279
2015-01-20,13078822323
2015-01-21,13221899887
2015-01-22,13538714493
2015-01-23,13329208060
2015-01-26,13377752234
2015-01-27,13206570148
2015-01-28,12938299716
2015-01-29,13152916062
2015-01-30,12769672587
2015-02-02,13181020583
2015-02-03,13594923536
2015-02-04,13592368580
2015-02-05,13740556057
2015-02-06,14256657270
2015-02-09,14443169094
2015-02-10,14563252050
2015-02-11,14772758483
2015-02-12,14834077439
2015-02-13,14931165786
2015-02-17,15033364046
2015-02-18,14800863004
2015-02-19,14859627004
2015-02-20,14949050481
2015-02-23,14782978309
2015-02-24,14936275699
2015-02-25,14885176569
2015-02-26,14846852221
2015-02-27,14726769266
2015-03-02,15015479350
2015-03-03,14936275699
2015-03-04,14826412569
2015-03-05,14903061264
2015-03-06,15053803698
2015-03-09,15087018132
2015-03-10,14404844747
2015-03-11,14463608746
2015-03-12,14834077439
2015-03-13,14726769266
2015-03-16,14995039698
2015-03-17,14918391003
2015-03-18,14874956743
2015-03-19,14655230484
2015-03-20,14874956743
2015-03-23,14808527874
2015-03-24,14568361963
2015-03-25,14435504225
2015-03-26,14565807006
2015-03-27,14448279007
2015-03-30,14701219701
2015-03-31,14471261697
2015-04-01,14322670600
2015-04-02,14471261697
2015-04-06,14362966491
2015-04-07,14254671285
2015-04-08,14317633614
2015-04-09,14436002793
2015-04-10,14307559641
2015-04-13,14378077450
2015-04-14,14247115806
2015-04-15,14718074027
2015-04-16,14619852793
2015-04-17,14302522655
2015-04-20,14483854163
2015-04-21,14491409642
2015-04-22,14642519232
2015-04-23,14652593204
2015-04-24,14436002793
2015-04-27,14262226765
2015-04-28,14413336354
2015-04-29,14665185670
2015-04-30,14226967860
2015-05-01,14478817176
2015-05-04,14607260328
2015-05-05,14685333615
2015-05-06,14768443890
2015-05-07,14806221287
2015-05-08,14801184301
2015-05-11,14874220602
2015-05-12,14801184301
2015-05-13,14740740465
2015-05-14,14793628821
2015-05-15,14632445259
2015-05-18,14801184301
2015-05-19,14838961698
2015-05-20,14917034986
2015-05-21,14856591150
2015-05-22,14760888410
2015-05-26,14410817861
2015-05-27,14556890464
2015-05-28,14531705533
2015-05-29,14357929505
2015-06-01,14332744573
2015-06-02,14448595258
2015-06-03,14728147999
2015-06-04,14624889780
2015-06-05,14967404849
2015-06-08,14939701425
2015-06-09,15058070603
2015-06-10,15400585673
2015-06-11,15511399372
2015-06-12,15418215125
2015-06-15,15269624029
2015-06-16,15314956905
2015-06-17,15178958275
2015-06-18,15244439097
2015-06-19,15100884987
2015-06-22,15365326769
2015-06-23,15526510331
2015-06-24,15330067864
2015-06-25,15201624713
2015-06-26,15342660330
2015-06-29,14770962383
2015-06-30,14759260900
2015-07-01,14886366996
2015-07-02,14739322688
2015-07-06,14589786104
2015-07-07,14557386510
2015-07-08,14014070253
2015-07-09,14205975537
2015-07-10,14562371063
2015-07-13,14686984884
2015-07-14,14589786104
2015-07-15,14584801551
2015-07-16,14729353583
2015-07-17,14554894234
2015-07-20,14505048706
2015-07-21,14614708868
2015-07-22,14622185697
2015-07-23,14455203178
2015-07-24,14442741795
2015-07-27,14230898301
2015-07-28,14308158869
2015-07-29,14617201144
2015-07-30,14273267000
2015-07-31,14036500741
2015-08-03,14001608871
2015-08-04,14016562529
2015-08-05,14043977570
2015-08-06,14006593424
2015-08-07,13894440985
2015-08-10,14315635699
2015-08-11,13974193830
2015-08-12,13714997084
2015-08-13,14001608871
2015-08-14,14081361716
2015-08-17,14048962123
2015-08-18,14058931228
2015-08-19,13797242205
2015-08-20,13248941395
2015-08-21,12630856845
2015-08-24,11997818637
2015-08-25,11780990590
2015-08-26,12331783676
2015-08-27,12825254405
2015-08-28,12743009284
2015-08-31,12658271886
2015-09-01,12037695060
2015-09-02,12249538555
2015-09-03,12314337741
2015-09-04,12062617824
2015-09-08,12341752782
2015-09-09,12257015384
2015-09-10,12396582863
2015-09-11,12443936115
2015-09-14,12349229611
2015-09-15,12583503594
2015-09-16,12645810504
2015-09-17,12294399530
2015-09-18,11863235711
2015-09-21,12032710507
2015-09-22,11838312947
2015-09-23,11820867012
2015-09-24,11756067825
2015-09-25,11960434491
2015-09-28,11481917420
2015-09-29,11693760915
2015-09-30,11572451481
2015-10-01,11589519994
2015-10-02,11506615790
2015-10-05,11865054553
2015-10-06,11884561424
2015-10-07,12006479371
2015-10-08,12111328805
2015-10-09,12062561626
2015-10-12,12057684908
2015-10-13,11899191578
2015-10-14,11823602451
2015-10-15,12111328805
2015-10-16,12213739880
2015-10-19,12252753623
2015-10-20,12357603057
2015-10-21,12301520801
2015-10-22,12530726541
2015-10-23,12762370639
2015-10-26,12696534948
2015-10-27,12503904593
2015-10-28,12974507866
2015-10-29,13130562838
2015-10-30,13047658634
2015-11-02,13325631552
2015-11-03,13359768577
2015-11-04,13379275448
2015-11-05,13437796063
2015-11-06,13886454106
2015-11-09,13610919547
2015-11-10,13620672982
2015-11-11,13567029086
2015-11-12,13245165707
2015-11-13,13247604066
2015-11-16,13462179652
2015-11-17,13406097397
2015-11-18,13618234624
2015-11-19,13554837291
2015-11-20,13510946831
2015-11-23,13352453500
2015-11-24,13350015141
2015-11-25,13350015141
2015-11-27,13393905602
2015-11-30,13408535756
2015-12-01,13532892061
2015-12-02,13393905602
2015-12-03,13286617809
2015-12-04,13606042829
2015-12-07,13306124681
2015-12-08,13013521609
2015-12-09,12733110332
2015-12-10,12857466637
2015-12-11,12342972903
2015-12-14,12282013930
2015-12-15,12508781310
2015-12-16,12664836282
2015-12-17,12250315264
2015-12-18,11867492912
2015-12-21,11947958757
2015-12-22,12143027471
2015-12-23,12369794851
2015-12-24,12350287980
2015-12-28,12338096185
2015-12-29,12462452491
2015-12-30,12394178441
2015-12-31,12146654004
2016-01-04,11866309423
2016-01-05,11875976477
2016-01-06,11339454951
2016-01-07,10962439825
2016-01-08,10691762299
2016-01-11,10440418881
2016-01-12,10512921790
2016-01-13,10097238446
2016-01-14,10031985828
2016-01-15,9768558592
2016-01-19,9592134847
2016-01-20,9232037066
2016-01-21,9321457320
2016-01-22,9567967211
2016-01-25,9311790266
2016-01-26,9456796084
2016-01-27,9396376993
2016-01-28,9321457320
2016-01-29,9536549283
2016-02-01,9480963720
2016-02-02,9065280376
2016-02-03,9065280376
2016-02-04,8678598195
2016-02-05,8647180268
2016-02-08,8071990524
2016-02-09,8168661069
2016-02-10,8284665723
2016-02-11,7438798453
2016-02-12,7890733251
2016-02-16,8197662232
2016-02-17,8671347904
2016-02-18,8681014958
2016-02-19,8690682013
2016-02-22,8874356049
2016-02-23,8668931140
2016-02-24,8579510886
2016-02-25,8797019613
2016-02-26,9065280376
2016-02-29,8828437540
2016-03-01,9398793757
2016-03-02,9483380484
2016-03-03,9618719247
2016-03-04,9553466629
2016-03-07,9531715756
2016-03-08,9195785612
2016-03-09,9210286193
2016-03-10,9215119721
2016-03-11,9681555101
2016-03-14,9761308301
2016-03-15,9652553938
2016-03-16,9737140665
2016-03-17,9872479428
2016-03-18,10070654046
2016-03-21,10022318773
2016-03-22,9942565573
2016-03-23,9744390956
2016-03-24,9490630775
2016-03-28,9635636592
2016-03-29,9567967211
2016-03-30,9659804229
2016-03-31,9269356773
2016-04-01,9413599315
2016-04-04,9333201833
2016-04-05,9122749600
2016-04-06,9139302022
2016-04-07,8836629148
2016-04-08,8872098626
2016-04-11,9047081381
2016-04-12,9285909196
2016-04-13,9692625871
2016-04-14,9692625871
2016-04-15,9624051548
2016-04-18,9699719766
2016-04-19,9879431785
2016-04-20,10217574137
2016-04-21,10295606987
2016-04-22,10484777534
2016-04-25,10354722783
2016-04-26,10522611643
2016-04-27,10553351857
2016-04-28,10340534992
2016-04-29,10274325301
2016-05-02,10435120265
2016-05-03,10205750978
2016-05-04,10082790123
2016-05-05,9664250289
2016-05-06,9794305039
2016-05-09,9836868412
2016-05-10,10165552237
2016-05-11,10156093709
2016-05-12,10177375396
2016-05-13,10070966963
2016-05-16,10201021714
2016-05-17,10234126560
2016-05-18,10657395657
2016-05-19,10494236061
2016-05-20,10543893329
2016-05-23,10465860479
2016-05-24,10643207866
2016-05-25,10839472308
2016-05-26,10704688294
2016-05-27,10915140527
2016-05-31,10841836940
2016-06-01,10808732094
2016-06-02,10889129577
2016-06-03,10506059220
2016-06-06,10756710194
2016-06-07,10759074826
2016-06-08,10794544303
2016-06-09,10482412902
2016-06-10,10177375396
2016-06-13,10127718127
2016-06-14,9948006108
2016-06-15,9933818317
2016-06-16,9919630526
2016-06-17,9957464636
2016-06-20,10073331595
2016-06-21,10068602332
2016-06-22,10087519386
2016-06-23,10491871429
2016-06-24,9096738650
2016-06-27,8394442996
2016-06-28,8694751238
2016-06-29,8971413163
2016-06-30,8957462865
2016-07-01,8952842043
2016-07-05,8571624253
2016-07-06,8689455206
2016-07-07,8661730276
2016-07-08,8982877384
2016-07-11,9137674911
2016-07-12,9562790508
2016-07-13,9463442841
2016-07-14,9904731313
2016-07-15,9863143918
2016-07-18,9985595693
2016-07-19,10006389391
2016-07-20,10034114321
2016-07-21,10008699802
2016-07-22,10038735143
2016-07-25,9985595693
2016-07-26,10096495414
2016-07-27,10020251856
2016-07-28,10098805825
2016-07-29,10089564181
2016-08-01,9997147747
2016-08-02,9890868848
2016-08-03,10350640608
2016-08-04,9934766655
2016-08-05,10514679778
2016-08-08,10660235661
2016-08-09,10653304429
2016-08-10,10426884166
2016-08-11,10549335941
2016-08-12,10447677863
2016-08-15,10646373196
2016-08-16,10650994018
2016-08-17,10671787716
2016-08-18,10542404708
2016-08-19,10593233747
2016-08-22,10547025530
2016-08-23,10609406623
2016-08-24,10607096212
2016-08-25,10727237576
2016-08-26,10761893739
2016-08-29,10907449622
2016-08-30,11108455366
2016-08-31,11096903312
2016-09-01,10960589072
2016-09-02,11103834545
2016-09-06,10858930995
2016-09-07,10842758119
2016-09-08,10891276746
2016-09-09,10851999762
2016-09-12,10919001677
2016-09-13,10884345514
2016-09-14,10817343599
2016-09-15,10995245235
2016-09-16,10687960592
2016-09-19,10741100041
2016-09-20,10722616754
2016-09-21,10895897568
2016-09-22,10778066615
2016-09-23,10697202235
2016-09-26,10516990189
2016-09-27,10639441964
2016-09-28,10759583328
2016-09-29,10597854568
2016-09-30,10633223232
2016-10-03,10671700200
2016-10-04,10818818019
2016-10-05,11108526953
2016-10-06,11135687166
2016-10-07,11013466209
2016-10-10,11153793974
2016-10-11,11029309666
2016-10-12,11067786634
2016-10-13,10918405465
2016-10-14,11067786634
2016-10-17,11049679826
2016-10-18,11049679826
2016-10-19,11122107059
2016-10-20,11051943177
2016-10-21,10972725890
2016-10-24,11038363070
2016-10-25,10918405465
2016-10-26,11074576687
2016-10-27,11251118069
2016-10-28,11187744240
2016-10-31,11110790304
2016-11-01,11051943177
2016-11-02,10968199188
2016-11-03,11626834343
2016-11-04,11380129079
2016-11-07,11801112374
2016-11-08,11918806629
2016-11-09,13016531888
2016-11-10,13358297897
2016-11-11,13605003161
2016-11-14,13896975447
2016-11-15,14130100605
2016-11-16,13915082255
2016-11-17,14173104275
2016-11-18,14087096935
2016-11-21,14302115284
2016-11-22,14406229433
2016-11-23,14519396985
2016-11-25,14519396985
2016-11-28,14293061880
2016-11-29,14331538848
2016-11-30,14508080230
2016-12-01,14972067195
2016-12-02,14738942037
2016-12-05,14714045176
2016-12-06,14972067195
2016-12-07,15198402300
2016-12-08,15499427990
2016-12-09,15420210703
2016-12-12,15205192353
2016-12-13,15173505439
2016-12-14,14990174004
2016-12-15,15270829534
2016-12-16,15026387620
2016-12-19,15089761450
2016-12-20,15327413310
2016-12-21,15340993416
2016-12-22,15261776130
2016-12-23,15297989746
2016-12-27,15297989746
2016-12-28,15073917992
2016-12-29,14965277142
2016-12-30,14999227408
2017-01-03,15096221018
2017-01-04,15287997851
2017-01-05,15075915236
2017-01-06,15195493732
2017-01-09,15008229295
2017-01-10,15152625969
2017-01-11,15258667276
2017-01-12,15012741691
2017-01-13,15163906959
2017-01-17,14778097096
2017-01-18,15130063989
2017-01-19,15046584662
2017-01-20,15100733414
2017-01-23,15048840860
2017-01-24,15297022643
2017-01-25,15570022605
2017-01-26,15714419278
2017-01-27,15635452347
2017-01-30,15452700307
2017-01-31,15231592900
2017-02-01,15549716822
2017-02-02,15461725099
2017-02-03,15680576308
2017-02-06,15588072189
2017-02-07,15644477140
2017-02-08,15423369733
2017-02-09,15804667200
2017-02-10,15876865537
2017-02-13,16037055597
2017-02-14,16273956390
2017-02-15,16488295203
2017-02-16,16393534885
2017-02-17,16174683677
2017-02-21,16305543162
2017-02-22,16176939875
2017-02-23,16174683677
2017-02-24,15978394448
2017-02-27,15982906844
2017-02-28,15829485378
2017-03-01,16319080350
2017-03-02,15933270487
2017-03-03,16052848983
2017-03-06,15736981259
2017-03-07,15624171357
2017-03-08,15624171357
2017-03-09,15583559793
2017-03-10,15570022605
2017-03-13,15588072189
2017-03-14,15556485416
2017-03-15,15560997812
2017-03-16,15642220941
2017-03-17,15333121811
2017-03-20,15125551593
2017-03-21,14326857490
2017-03-22,14290758322
2017-03-23,14399055827
2017-03-24,14396799629
2017-03-27,14320088896
2017-03-28,14480278956
2017-03-29,14426130203
2017-03-30,14762303710
2017-03-31,14631694319
2017-04-03,14582512153
2017-04-04,14569098835
2017-04-05,14428258997
2017-04-06,14687583144
2017-04-07,14667463167
2017-04-10,14600396577
2017-04-11,14609338789
2017-04-12,14300832477
2017-04-13,14135401555
2017-04-17,14327659112
2017-04-18,14153285979
2017-04-19,14269534735
2017-04-20,14544507752
2017-04-21,14468498951
2017-04-24,14915609549
2017-04-25,15043036069
2017-04-26,14866427383
2017-04-27,14873134042
2017-04-28,14739000863
2017-05-01,14803831899
2017-05-02,14788183028
2017-05-03,14790418581
2017-05-04,15047507175
2017-05-05,15107867106
2017-05-08,15340364617
2017-05-09,15338129064
2017-05-10,15360484594
2017-05-11,15170462590
2017-05-12,14906667337
2017-05-15,15165991484
2017-05-16,15221880308
2017-05-17,14408139020
2017-05-18,14439436762
2017-05-19,14611574342
2017-05-22,14557921070
2017-05-23,14642872084
2017-05-24,14508738905
2017-05-25,14654049849
2017-05-26,14519916670
2017-05-30,14502032246
2017-05-31,14526623329
2017-06-01,14922316208
2017-06-02,14705467568
2017-06-05,14497561140
2017-06-06,14224823675
2017-06-07,14405903467
2017-06-08,14803831899
2017-06-09,15257649156
2017-06-12,15335893511
2017-06-13,15324715746
2017-06-14,15257649156
2017-06-15,15208466990
2017-06-16,15210702543
2017-06-19,15373897912
2017-06-20,15212938096
2017-06-21,14754649734
2017-06-22,14654049849
2017-06-23,14542272199
2017-06-26,14629458766
2017-06-27,14669698720
2017-06-28,14895489572
2017-06-29,15038564963
2017-06-30,14922589372
2017-07-03,15260434323
2017-07-05,15227312269
2017-07-06,15315637746
2017-07-07,15501121248
2017-07-10,15596071136
2017-07-11,15494496837
2017-07-12,15591654862
2017-07-13,15850006883
2017-07-14,15752848858
2017-07-17,15704269846
2017-07-18,15529827028
2017-07-19,15717518667
2017-07-20,15615944368
2017-07-21,15618152505
2017-07-24,15761681406
2017-07-25,15973662551
2017-07-26,15790387186
2017-07-27,15975870688
2017-07-28,16077444987
2017-07-31,16132648410
2017-08-01,16249679667
2017-08-02,16185643696
2017-08-03,16156937916
2017-08-04,16395416705
2017-08-07,16333588871
2017-08-08,16415289937
2017-08-09,16282801721
2017-08-10,15845590609
2017-08-11,15766097680
2017-08-14,15933916086
2017-08-15,15936124223
2017-08-16,15708686120
2017-08-17,15211855310
2017-08-18,15019747397
2017-08-21,14809974389
2017-08-22,14980000933
2017-08-23,14951295153
2017-08-24,15015331124
2017-08-25,15055077588
2017-08-28,14993249754
2017-08-29,14829847621
2017-08-30,14966752111
2017-08-31,14984417206
2017-09-01,15222895995
2017-09-05,14761395377
2017-09-06,14829847621
2017-09-07,14401469057
2017-09-08,14529540999
2017-09-11,14834263895
2017-09-12,15161068161
2017-09-13,15289140103
2017-09-14,15275891281
2017-09-15,15370841169
2017-09-18,15604903684
2017-09-19,15790387186
2017-09-20,15944956771
2017-09-21,15971454414
2017-09-22,16092901945
2017-09-25,16068612439
2017-09-26,16106150767
2017-09-27,16366710925
2017-09-28,16192268107
2017-09-29,16225390161
2017-10-02,16195371865
2017-10-03,16088507709
2017-10-04,16182286458
2017-10-05,16334949538
2017-10-06,16356758550
2017-10-09,16291331515
2017-10-10,16428728287
2017-10-11,16417823781
2017-10-12,16324045032
2017-10-13,16328406835
2017-10-16,16454899101
2017-10-17,16302236021
2017-10-18,16258617998
2017-10-19,16356758550
2017-10-20,16476708112
2017-10-23,16491974420
2017-10-24,16838737701
2017-10-25,16675170116
2017-10-26,16790757876
2017-10-27,16864908515
2017-10-30,16662084709
2017-10-31,16526868838
2017-11-01,16478889013
2017-11-02,16731873546
2017-11-03,16496336222
2017-11-06,16714426336
2017-11-07,16443994595
2017-11-08,16428728287
2017-11-09,16210638173
2017-11-10,16027442477
2017-11-13,16116859424
2017-11-14,16016537972
2017-11-15,16127763930
2017-11-16,16140849337
2017-11-17,16199733667
2017-11-20,16177924656
2017-11-21,16029623379
2017-11-22,16049251489
2017-11-24,15951110937
2017-11-27,15977281751
2017-11-28,16319683230
2017-11-29,16694798226
2017-11-30,16694798226
2017-12-01,16686074622
2017-12-04,16901983835
2017-12-05,16555220553
2017-12-06,16683893721
2017-12-07,16921611945
2017-12-08,17128797553
2017-12-11,16830014097
2017-12-12,16917250142
2017-12-13,16542135146
2017-12-14,16509421629
2017-12-15,16616285785
2017-12-18,16670808314
2017-12-19,16751501656
2017-12-20,16882355724
2017-12-21,16997943485
2017-12-22,16956506363
2017-12-26,16899802933
2017-12-27,16836556800
2017-12-28,16869270317
2017-12-29,16764587063
2018-01-02,17013128322
2018-01-03,16934515484
2018-01-04,17235864696
2018-01-05,17270803735
2018-01-08,17238048386
2018-01-09,17836379429
2018-01-10,18078769013
2018-01-11,18321158596
2018-01-12,18423792023
2018-01-16,18017625694
2018-01-17,18120259122
2018-01-18,18137728641
2018-01-19,18161749230
2018-01-22,18201055649
2018-01-23,18102789602
2018-01-24,18198871959
2018-01-25,18211974099
2018-01-26,18519874381
2018-01-29,18716406475
2018-01-30,18338628116
2018-01-31,18080952703
2018-02-01,18760080274
2018-02-02,18133361261
2018-02-05,17052434741
2018-02-06,17157251858
2018-02-07,17144149718
2018-02-08,16128733896
2018-02-09,16460654767
2018-02-12,16480307977
2018-02-13,16233551013
2018-02-14,16879923236
2018-02-15,16853718956
2018-02-16,16941066554
2018-02-20,17039332601
2018-02-21,17102659610
2018-02-22,16820963607
2018-02-23,17037148911
2018-02-26,17124496509
2018-02-27,17080822710
2018-02-28,16633166272
2018-03-01,16133101276
2018-03-02,16100345927
2018-03-05,16355837650
2018-03-06,16563288194
2018-03-07,16604778303
2018-03-08,16683391141
2018-03-09,17187823517
2018-03-12,17122312819
2018-03-13,16997842492
2018-03-14,16655003172
2018-03-15,16703044351
2018-03-16,16674656381
2018-03-19,16552369745
2018-03-20,16718330180
2018-03-21,16858086336
2018-03-22,16071957958
2018-03-23,15364442417
2018-03-26,15964957151
2018-03-27,15713832808
2018-03-28,15724751257
2018-03-29,15954038701
2018-04-02,15471268168
2018-04-03,15434208627
2018-04-04,15530127438
2018-04-05,15551927167
2018-04-06,15076693060
2018-04-09,14937174790
2018-04-10,15133372357
2018-04-11,14825996168
2018-04-12,15124652465
2018-04-13,15098492790
2018-04-16,15259810790
2018-04-17,15205311465
2018-04-18,15442928519
2018-04-19,15612966411
2018-04-20,15604246519
2018-04-23,15743764789
2018-04-24,15697985356
2018-04-25,15674005654
2018-04-26,15647845978
2018-04-27,15617326357
2018-04-30,15399329060
2018-05-01,15303410249
2018-05-02,14762776952
2018-05-03,14481560439
2018-05-04,15030913628
2018-05-07,14958974520
2018-05-08,14911015114
2018-05-09,14734437304
2018-05-10,14754057060
2018-05-11,14825996168
2018-05-14,14841255979
2018-05-15,14863055709
2018-05-16,14817276277
2018-05-17,15046173438
2018-05-18,15037453547
2018-05-21,15222751249
2018-05-22,15357909573
2018-05-23,15205311465
2018-05-24,15135552330
2018-05-25,15015653817
2018-05-29,14272283034
2018-05-30,14627618628
2018-05-31,14451040818
2018-06-01,14688657871
2018-06-04,14734437304
2018-06-05,14708277628
2018-06-06,14919735006
2018-06-07,14948074655
2018-06-08,15096312817
2018-06-11,15129012411
2018-06-12,15063613222
2018-06-13,15017833790
2018-06-14,14834716060
2018-06-15,14647238385
2018-06-18,14544779655
2018-06-19,14239583440
2018-06-20,14180724169
2018-06-21,14163284386
2018-06-22,14250483304
2018-06-25,14137124710
2018-06-26,14004146359
2018-06-27,13535452170
2018-06-28,13570331738
2018-06-29,13570331738
2018-07-02,13603938896
2018-07-03,13578030744
2018-07-05,13662232239
2018-07-06,13679504340
2018-07-09,14109147863
2018-07-10,13970971052
2018-07-11,13748592746
2018-07-12,13729161632
2018-07-13,13718366568
