,IT
2018-10-17,13497624000
2018-10-18,13112520000
2018-10-19,13220096000
2018-10-22,13364736000
2018-10-23,13232752000
2018-10-24,12829567999
2018-10-25,13048336000
2018-10-26,12894655999
2018-10-29,12733744000
2018-10-30,12857592000
2018-10-31,13335808000
2018-11-01,12825952000
2018-11-02,12839512000
2018-11-05,12732840000
2018-11-06,12855784000
2018-11-07,13159528000
2018-11-08,13268912000
2018-11-09,13346655999
2018-11-12,13155008000
2018-11-13,13149584000
2018-11-14,12913640000
2018-11-15,13163144000
2018-11-16,13302360000
2018-11-19,13138736000
2018-11-20,13018504000
2018-11-21,13199304000
2018-11-23,13210152000
2018-11-26,13296032000
2018-11-27,13370160000
2018-11-28,13896288000
2018-11-29,13844760000
2018-11-30,13848376000
2018-12-03,13900808000
2018-12-04,13553672000
2018-12-06,13370160000
2018-12-07,13008560000
2018-12-10,12949800000
2018-12-11,12997712000
2018-12-12,13088112000
2018-12-13,13043816000
2018-12-14,12577352000
2018-12-17,12053936000
2018-12-18,11987040000
2018-12-19,11816184000
2018-12-20,11671544000
2018-12-21,11431984000
2018-12-24,11124624000
2018-12-26,11607360000
2018-12-27,11349720000
2018-12-28,11364184000
2018-12-31,11490514880
2019-01-02,11311649700
2019-01-03,11072563580
2019-01-04,11357489520
2019-01-07,11355691880
2019-01-08,11546241720
2019-01-09,11410519900
2019-01-10,11526467680
2019-01-11,11604665020
2019-01-14,11441978600
2019-01-15,11594778000
2019-01-16,11603766200
2019-01-17,11604665020
2019-01-18,11661290680
2019-01-22,11673874160
2019-01-23,11685558820
2019-01-24,11717916340
2019-01-25,11852739340
2019-01-28,11880602760
2019-01-29,11861727540
2019-01-30,12036098620
2019-01-31,12214064979
2019-02-01,12434275880
2019-02-04,12875596500
2019-02-05,12673362000
2019-02-06,12854024820
2019-02-07,12507080300
2019-02-08,12470228680
2019-02-11,12640105660
2019-02-12,12708415979
2019-02-13,12717404180
2019-02-14,12813577920
2019-02-15,12884584700
2019-02-19,12729987660
2019-02-20,12682350200
2019-02-21,12745267600
2019-02-22,12790208600
2019-02-25,12792905060
2019-02-26,12863911840
2019-02-27,12930424520
2019-02-28,12790208600
2019-03-01,13027497080
2019-03-04,12932222160
2019-03-05,12898067000
2019-03-06,12827959040
2019-03-07,12735380580
2019-03-08,12695832500
2019-03-11,12957389120
2019-03-12,12965478500
2019-03-13,13026598260
2019-03-14,12954692660
2019-03-15,13036485280
2019-03-18,13231529220
2019-03-19,13222541020
2019-03-20,13163218899
2019-03-21,13337589979
2019-03-22,13114682620
2019-03-25,13131760200
2019-03-26,13306131280
2019-03-27,13346578180
2019-03-28,13485895280
2019-03-29,13633301760
2019-04-01,13965557760
2019-04-02,13796147200
2019-04-03,13808762880
2019-04-04,13837598720
2019-04-05,13975470080
2019-04-08,14107934720
2019-04-09,14111539200
2019-04-10,14172815360
2019-04-11,14277345280
2019-04-12,14362050560
2019-04-15,14411612160
2019-04-16,14306181120
2019-04-17,14108835840
2019-04-18,14165606399
2019-04-22,14246707200
2019-04-23,14371061760
2019-04-24,14371962880
2019-04-25,14241300480
2019-04-26,14316994560
2019-04-29,14216069120
2019-04-30,14325104640
2019-05-01,14100725760
2019-05-02,14234091520
2019-05-03,14416117760
2019-05-06,14552186880
2019-05-07,13984481280
2019-05-08,13850214399
2019-05-09,13784432640
2019-05-10,13864632320
2019-05-13,13516800000
2019-05-14,13646561280
2019-05-15,13748387840
2019-05-16,13964656640
2019-05-17,13833994240
2019-05-20,13737574399
2019-05-21,13882654720
2019-05-22,13968261120
2019-05-23,13761904640
2019-05-24,13879050240
2019-05-28,13736673280
2019-05-29,13657374720
2019-05-30,13752893440
2019-05-31,13633945600
2019-06-03,13503283200
2019-06-04,13637550080
2019-06-05,13919600640
2019-06-06,13896171520
2019-06-07,14190837760
2019-06-10,14329610240
2019-06-11,14157496320
2019-06-12,14172815360
2019-06-13,14291763200
2019-06-14,14289960960
2019-06-17,14330511360
2019-06-18,14366556160
2019-06-19,14453063679
2019-06-20,14455767039
2019-06-21,14550384640
2019-06-24,14583726080
2019-06-25,14507130880
2019-06-26,14250311679
2019-06-27,14325104640
2019-06-28,14502625280
2019-07-01,14703297900
2019-07-02,14830879220
2019-07-03,15079752640
2019-07-05,15181278620
2019-07-08,15016860439
2019-07-09,15056392680
2019-07-10,15126472560
2019-07-11,15228897000
2019-07-12,15295383040
2019-07-15,15351986020
2019-07-16,15185770920
2019-07-17,15131863319
2019-07-18,15143543300
2019-07-19,14895568340
2019-07-22,15068971120
2019-07-23,15215420100
2019-07-24,15182177080
2019-07-25,15106706439
2019-07-26,15367259840
2019-07-29,15339407580
2019-07-30,12422107960
2019-07-31,12518243180
2019-08-01,12345738860
2019-08-02,12139093060
2019-08-05,11502084920
2019-08-06,11539820240
2019-08-07,11620681640
2019-08-08,11901899620
2019-08-09,11732090680
2019-08-12,11542515620
2019-08-13,11550601760
2019-08-14,11410442000
2019-08-15,11364620540
2019-08-16,11616189340
2019-08-19,11788693660
2019-08-20,11865961220
2019-08-21,11918970360
2019-08-22,11911782680
2019-08-23,11628767780
2019-08-26,11610798580
2019-08-27,11727598380
2019-08-28,11744669120
2019-08-29,11857875080
2019-08-30,12009714819
2019-09-03,11901001160
2019-09-04,12127413080
2019-09-05,12290932800
2019-09-06,12325972740
2019-09-09,12301714319
2019-09-10,12096865439
2019-09-11,12288237420
2019-09-12,12338551180
2019-09-13,12317886600
2019-09-16,12458944819
2019-09-17,12518243180
2019-09-18,12503867819
2019-09-19,12590119980
2019-09-20,12905479439
2019-09-23,12815633439
2019-09-24,12873134880
2019-09-25,12892002540
2019-09-26,12927940939
2019-09-27,12767116600
2019-09-30,12787309720
2019-10-01,12596828080
2019-10-02,12409923560
2019-10-03,12576259640
2019-10-04,12810561000
2019-10-07,12749749960
2019-10-08,12572682520
2019-10-09,12683573240
2019-10-10,12798041080
2019-10-11,12980474200
2019-10-14,12874949160
2019-10-15,13034131000
2019-10-16,13027871040
2019-10-17,12946491560
2019-10-18,12923240280
2019-10-21,12973319960
2019-10-22,12786415440
2019-10-23,12773895520
2019-10-24,12916086040
2019-10-25,13060065120
2019-10-28,13065430800
2019-10-29,12976897080
2019-10-30,13116404759
2019-10-31,13779066240
2019-11-01,13958816520
2019-11-04,14122469759
2019-11-05,14105478440
2019-11-06,14167183759
2019-11-07,14308480000
2019-11-08,14340674080
2019-11-11,14355876840
2019-11-12,14363925360
2019-11-13,14354982560
2019-11-14,14179703680
2019-11-15,14303114320
2019-11-18,14304008599
2019-11-19,14330837000
2019-11-20,14125152599
2019-11-21,14134989680
2019-11-22,14040196000
2019-11-25,14320999919
2019-11-26,14505221599
2019-11-27,14370185320
2019-11-29,14349616880
2019-12-02,14095641360
2019-12-03,14098324200
2019-12-04,14105478440
2019-12-05,14171655160
2019-12-06,14279863040
2019-12-09,14090275680
2019-12-10,14012473320
2019-12-11,14038407440
2019-12-12,14076861480
2019-12-13,14100112759
2019-12-16,14124258320
2019-12-17,13726303720
2019-12-18,13593056000
2019-12-19,13792480440
2019-12-20,13686955400
2019-12-23,13724515160
2019-12-24,13736140800
2019-12-26,13774594840
2019-12-27,13755814960
2019-12-30,13661915560
2019-12-31,13748647900
2020-01-02,13921732760
2020-01-03,13916379620
2020-01-06,14173330340
2020-01-07,13969911020
2020-01-08,14154594350
2020-01-09,14378534040
2020-01-10,14220616409
2020-01-13,14358013670
2020-01-14,14174222530
2020-01-15,14172438150
2020-01-16,14357121479
2020-01-17,14379426229
2020-01-21,14384779370
2020-01-22,14358013670
2020-01-23,14388348130
2020-01-24,14325894830
2020-01-27,14242028970
2020-01-28,14413329450
2020-01-29,14465968659
2020-01-30,14565001750
2020-01-31,14344630820
2020-02-03,14618533150
2020-02-04,13739726000
2020-02-05,13767383890
2020-02-06,13765599510
2020-02-07,13613035020
2020-02-10,13308798229
2020-02-11,13568425520
2020-02-12,13521139450
2020-02-13,13461362720
2020-02-14,13597867790
2020-02-18,13620172540
2020-02-19,13712960299
2020-02-20,13824484049
2020-02-21,13869985740
2020-02-24,13309690420
2020-02-25,12588800900
2020-02-26,12369322159
2020-02-27,11713562510
2020-02-28,11544046409
2020-03-02,11580626200
2020-03-03,11227318960
2020-03-04,11243378380
2020-03-05,11204122020
2020-03-06,10720555040
2020-03-09,9824796280
2020-03-10,10180780090
2020-03-11,9562492420
2020-03-12,9130672460
2020-03-13,9484871890
2020-03-16,8275062250
2020-03-17,8030602190
2020-03-18,7439080220
2020-03-19,8292906050
2020-03-20,7426589560
2020-03-23,7585399380
2020-03-24,8177813540
2020-03-25,8057367890
2020-03-26,9378701280
2020-03-27,9349259010
2020-03-30,9618700390
2020-03-31,8893891110
2020-04-01,8332942670
2020-04-02,8405294299
2020-04-03,8201637859
2020-04-06,8919794780
2020-04-07,9035914680
2020-04-08,9376235310
2020-04-09,9547735470
2020-04-13,9448586940
2020-04-14,9465558310
2020-04-15,9164539800
2020-04-16,8852802530
2020-04-17,9464665080
2020-04-20,9304776910
2020-04-21,9073430340
2020-04-22,9402138980
2020-04-23,9609368340
2020-04-24,9804092480
2020-04-27,10178355850
2020-04-28,10249814250
2020-04-29,10831306980
2020-04-30,10612465630
2020-05-01,10264999160
2020-05-04,10388264900
2020-05-05,10360574770
2020-05-06,10273931460
2020-05-07,11059080630
2020-05-08,10949213340
2020-05-11,10627650540
2020-05-12,10371293530
2020-05-13,9818384160
2020-05-14,9882696720
2020-05-15,9962194190
2020-05-18,10611572400
2020-05-19,10307874200
2020-05-20,10558871830
2020-05-21,10385585210
2020-05-22,10505278030
2020-05-26,10817015300
2020-05-27,10976010240
2020-05-28,10875075250
2020-05-29,10870609100
2020-06-01,10918843520
2020-06-02,11321690250
2020-06-03,11798675070
2020-06-04,11663797340
2020-06-05,12058605000
2020-06-08,12298883870
2020-06-09,11722750520
2020-06-10,11346700690
2020-06-11,10432926400
2020-06-12,10605319790
2020-06-15,10779499640
2020-06-16,10904551840
2020-06-17,10822374680
2020-06-18,10885794010
2020-06-19,10721439690
2020-06-22,10905445070
2020-06-23,10909911220
2020-06-24,10331098180
2020-06-25,10646408370
2020-06-26,10526715550
2020-06-29,10652660980
2020-06-30,10844232740
2020-07-01,10728041340
2020-07-02,10754854740
2020-07-06,10951486340
2020-07-07,10815631780
2020-07-08,10889815520
2020-07-09,10560904480
2020-07-10,10630619320
2020-07-13,10681564780
2020-07-14,10715528420
2020-07-15,11327767720
2020-07-16,11128454780
2020-07-17,11001538020
2020-07-20,11026563860
2020-07-21,11027457640
2020-07-22,11142755260
2020-07-23,11250008860
2020-07-24,11144542820
2020-07-27,11205319860
2020-07-28,11069465300
2020-07-29,11327767720
2020-07-30,11225876800
2020-07-31,11140073920
2020-08-03,11231239480
2020-08-04,11288441400
2020-08-05,11564619419
2020-08-06,11678129480
2020-08-07,11756782120
2020-08-10,11854204140
2020-08-11,11760357240
2020-08-12,11689748620
2020-08-13,11720137140
2020-08-14,11573557220
2020-08-17,11442171560
2020-08-18,11408207920
2020-08-19,11406420360
2020-08-20,11418933280
2020-08-21,11452896919
2020-08-24,11766613700
2020-08-25,11803258680
2020-08-26,11754100780
2020-08-27,11683492160
2020-08-28,11751419440
2020-08-31,11603051960
2020-09-01,11624502680
2020-09-02,11976652000
2020-09-03,11760357240
2020-09-04,11724606040
2020-09-08,11494010800
2020-09-09,11733543840
2020-09-10,11433233760
2020-09-11,11318829920
2020-09-14,11847947680
2020-09-15,11993633820
2020-09-16,11884592660
2020-09-17,11826496960
2020-09-18,11720137140
2020-09-21,11298272980
2020-09-22,11325086380
2020-09-23,11082872000
2020-09-24,10998856680
2020-09-25,11230345700
2020-09-28,11308998340
2020-09-29,11192806940
2020-09-30,11162908050
2020-10-01,11231699080
2020-10-02,11197750260
2020-10-05,11254927220
2020-10-06,11096797190
2020-10-07,11222765180
2020-10-08,11330865370
2020-10-09,11292449600
2020-10-12,11329078590
2020-10-13,11435392000
2020-10-14,11146827030
2020-10-15,11577441010
2020-10-16,11620323730
2020-10-19,11108411260
2020-10-20,11206684160
2020-10-21,11424671320
2020-10-22,11392509280
2020-10-23,11447006070
2020-10-26,11080716170
2020-10-27,10893997660
2020-10-28,10492865550
2020-10-29,10567016920
2020-10-30,10729613900
2020-11-02,11169161780
2020-11-03,12578931200
2020-11-04,12709366140
2020-11-05,13065828750
2020-11-06,13220385220
2020-11-09,13923483150
2020-11-10,14065532160
2020-11-11,14008355200
2020-11-12,13668867000
2020-11-13,14113775220
2020-11-16,14206687780
2020-11-17,14178992690
2020-11-18,13759992780
2020-11-19,13603649530
2020-11-20,13629557840
2020-11-23,13634024790
2020-11-24,13818956520
2020-11-25,13746591930
2020-11-27,13628664450
2020-11-30,13579528000
2020-12-01,13753739049
2020-12-02,13767139900
2020-12-03,13642065299
2020-12-04,13840397879
2020-12-07,13895788060
2020-12-08,13724257180
2020-12-09,13810022620
2020-12-10,13937777390
2020-12-11,13826997030
2020-12-14,13810916010
2020-12-15,14098587590
2020-12-16,14053918090
2020-12-17,14030689950
2020-12-18,14110201660
2020-12-21,13981553500
2020-12-22,13975299770
2020-12-23,14029796560
2020-12-24,14171845570
2020-12-28,14223662190
2020-12-29,14149510820
2020-12-30,14164698450
2020-12-31,14153106880
2021-01-04,13965800640
2021-01-05,14110697920
2021-01-06,14471174080
2021-01-07,14684102399
2021-01-08,14940323200
2021-01-11,14770687360
2021-01-12,14894380160
2021-01-13,14598400960
2021-01-14,14390773760
2021-01-15,14172544320
2021-01-19,14086842880
2021-01-20,14275916160
2021-01-21,14256478720
2021-01-22,14172544320
2021-01-25,14093911040
2021-01-26,13879215680
2021-01-27,13392396160
2021-01-28,13888050880
2021-01-29,13421552320
2021-02-01,13607091520
2021-02-02,13743153600
2021-02-03,14087726399
2021-02-04,14407560640
2021-02-05,14533904000
2021-02-08,14852854720
2021-02-09,16232029440
2021-02-10,15959905279
2021-02-11,16038538560
2021-02-12,16162231360
2021-02-16,15794687040
2021-02-17,15747860480
2021-02-18,15973158080
2021-02-19,16252350399
2021-02-22,16299176960
2021-02-23,16161347839
2021-02-24,16182552320
2021-02-25,15714286720
2021-02-26,15818542080
2021-03-01,16273554880
2021-03-02,16192271040
2021-03-03,16135725760
2021-03-04,15706335040
2021-03-05,16209941440
2021-03-08,16486483200
2021-03-09,16222310720
2021-03-10,16259418560
2021-03-11,16453792960
2021-03-12,16505920640
2021-03-15,16408733440
2021-03-16,16558048320
2021-03-17,16300944000
2021-03-18,16177251200
2021-03-19,16155163200
2021-03-22,16171950080
2021-03-23,16046490240
2021-03-24,16000547200
2021-03-25,16062393600
2021-03-26,16419335680
2021-03-29,16052674880
2021-03-30,16056208960
2021-03-31,15646725600
2021-04-01,16051286240
2021-04-05,16275851679
2021-04-06,16223567360
2021-04-07,16036715200
2021-04-08,15993859200
2021-04-09,16130141280
2021-04-12,16152426399
2021-04-13,16205567840
2021-04-14,16166140320
2021-04-15,16336707200
2021-04-16,16454989760
2021-04-19,16451561280
2021-04-20,16407848160
2021-04-21,16578415039
2021-04-22,16765267200
2021-04-23,17092687039
2021-04-26,16939262560
2021-04-27,16982118560
2021-04-28,16925548640
2021-04-29,16970976000
2021-04-30,16789266560
2021-05-03,16920405920
2021-05-04,19327198880
2021-05-05,19794329280
2021-05-06,19836328160
2021-05-07,20056608000
2021-05-10,19813185920
2021-05-11,19311770720
2021-05-12,19114633120
2021-05-13,19679475200
2021-05-14,19808043200
2021-05-17,19602334400
2021-05-18,19331484480
2021-05-19,19467766560
2021-05-20,19874041440
2021-05-21,19880898400
2021-05-24,19946039520
2021-05-25,19862041760
2021-05-26,19898040800
2021-05-27,19980324320
2021-05-28,19871470080
2021-06-01,19971753120
2021-06-02,20056608000
2021-06-03,19974324480
2021-06-04,20091749920
2021-06-07,19808043200
2021-06-08,19894612320
2021-06-09,19738616480
2021-06-10,19797757760
2021-06-11,19970038880
2021-06-14,19681189440
2021-06-15,20125177600
2021-06-16,20035180000
2021-06-17,20045465440
2021-06-18,19970896000
2021-06-21,20474025440
2021-06-22,20550309120
2021-06-23,20422598240
2021-06-24,20422598240
2021-06-25,20738018400
2021-06-28,20602593440
2021-06-29,20844301280
2021-06-30,20239685200
2021-07-01,20760301380
2021-07-02,21199858540
2021-07-06,21257519080
2021-07-07,21478968979
2021-07-08,21244984180
2021-07-09,21465598420
2021-07-12,21446378240
2021-07-13,21365319220
2021-07-14,21255012100
2021-07-15,21224092680
2021-07-16,21172281760
2021-07-19,21214900420
2021-07-20,21366154880
2021-07-21,21441364280
2021-07-22,21483982939
2021-07-23,21778135260
2021-07-26,21994571200
2021-07-27,22123262840
2021-07-28,21902648600
2021-07-29,21996242520
2021-07-30,22122427180
2021-08-02,22142483020
2021-08-03,24540827220
2021-08-04,24224112080
2021-08-05,24671190180
2021-08-06,24474810080
2021-08-09,24196535300
2021-08-10,24364502960
2021-08-11,24689574700
2021-08-12,25411584939
2021-08-13,25476766420
2021-08-16,25790138920
2021-08-17,25891253780
2021-08-18,25253645200
2021-08-19,25292085560
2021-08-20,25270358400
2021-08-23,25269522740
2021-08-24,25150859020
2021-08-25,25670639540
2021-08-26,25571196000
2021-08-27,25721614800
2021-08-30,25672310860
2021-08-31,25800166840
2021-09-01,25847799460
2021-09-02,26055878800
2021-09-03,26185406100
2021-09-07,26054207479
2021-09-08,26121060280
2021-09-09,26395992420
2021-09-10,26211311560
2021-09-13,25850306439
2021-09-14,25955599600
2021-09-15,26487915020
2021-09-16,26401006380
2021-09-17,25933036780
2021-09-20,26054207479
2021-09-21,25696545000
2021-09-22,26452817300
2021-09-23,27096275500
2021-09-24,27133044540
2021-09-27,26332482260
2021-09-28,25385679479
2021-09-29,25725793100
2021-09-30,25070100000
2021-10-01,25261500000
2021-10-04,25173225000
2021-10-05,25695450000
2021-10-06,25096500000
2021-10-07,25187250000
2021-10-08,25088250000
2021-10-11,24872100000
2021-10-12,24837450000
2021-10-13,25278000000
2021-10-14,25600575000
2021-10-15,25680599999
2021-10-18,26058450000
2021-10-19,26396700000
2021-10-20,26000700000
2021-10-21,26385975000
2021-10-22,26772075000
2021-10-25,26663175000
2021-10-26,26929650000
2021-10-27,26472600000
2021-10-28,26964299999
2021-10-29,27382575000
2021-11-01,27093000000
2021-11-02,28024425000
2021-11-03,26863650000
2021-11-04,27283575000
2021-11-05,27345450000
2021-11-08,27542625000
2021-11-09,27995549999
2021-11-10,27186224999
2021-11-11,27190350000
2021-11-12,27393300000
2021-11-15,27526950000
2021-11-16,27441150000
2021-11-17,27639150000
2021-11-18,27646575000
2021-11-19,27600375000
2021-11-22,26550975000
2021-11-23,26730000000
2021-11-24,26904075000
2021-11-26,26500650000
2021-11-29,26812500000
2021-11-30,25760625000
2021-12-01,25288724999
2021-12-02,26277075000
2021-12-03,25525500000
2021-12-06,25362150000
2021-12-07,26070825000
2021-12-08,26320800000
2021-12-09,25670700000
2021-12-10,26564175000
2021-12-13,26436300000
2021-12-14,25904175000
2021-12-15,27017925000
2021-12-16,26944500000
2021-12-17,26405775000
2021-12-20,25468575000
2021-12-21,26089800000
2021-12-22,26784450000
2021-12-23,26856224999
2021-12-27,27685350000
2021-12-28,27459299999
2021-12-29,27744750000
2021-12-30,27456000000
2021-12-31,27420926400
2022-01-03,26407159200
2022-01-04,26526088200
2022-01-05,24869284200
2022-01-06,25116984600
2022-01-07,24555967800
2022-01-10,24088453800
2022-01-11,24415713600
2022-01-12,24744613800
2022-01-13,23886684600
2022-01-14,23458540200
2022-01-18,22805661000
2022-01-19,22969701000
2022-01-20,22861434600
2022-01-21,22562061600
2022-01-24,23542200599
2022-01-25,22768752000
2022-01-26,22868816400
2022-01-27,22734303600
2022-01-28,23588952000
2022-01-31,24104857800
2022-02-01,24256594800
2022-02-02,24638808000
2022-02-03,23780058600
2022-02-04,24166372800
2022-02-07,24183597000
2022-02-08,24824173200
2022-02-09,24843858000
2022-02-10,23877662400
2022-02-11,23683275000
2022-02-14,23669331600
2022-02-15,24359119800
2022-02-16,24460824600
2022-02-17,23498730000
2022-02-18,23640624600
2022-02-22,23113236000
2022-02-23,22438211400
2022-02-24,23079607800
2022-02-25,23502010800
2022-02-28,23000048400
2022-03-01,22511209200
2022-03-02,23292039600
2022-03-03,22889321400
2022-03-04,22132276799
2022-03-07,21120970200
2022-03-08,22181488800
2022-03-09,23228064000
2022-03-10,23055001799
2022-03-11,22951656600
2022-03-14,22470199200
2022-03-15,22931971799
2022-03-16,23631602400
2022-03-17,23789080800
2022-03-18,24470667000
2022-03-21,24336974400
2022-03-22,24642909000
2022-03-23,23743149600
2022-03-24,24297604800
2022-03-25,24230348400
2022-03-28,24332053200
2022-03-29,25132568400
2022-03-30,24733131000
2022-03-31,23877411660
2022-04-01,24037953660
2022-04-04,24104578590
2022-04-05,23883030629
2022-04-06,23650244730
2022-04-07,23659877250
2022-04-08,24055613280
2022-04-11,23181462090
2022-04-12,23236046370
2022-04-13,23709645270
2022-04-14,23928785100
2022-04-18,24004239840
2022-04-19,24591020850
2022-04-20,24884812710
2022-04-21,24463389960
2022-04-22,23545892430
2022-04-25,23936812200
2022-04-26,23076307080
2022-04-27,23180659379
2022-04-28,23966512470
2022-04-29,23322739050
2022-05-02,23281800840
2022-05-03,22566586230
2022-05-04,22480696260
2022-05-05,20834338050
2022-05-06,20293311510
2022-05-09,19210455720
2022-05-10,19747468710
2022-05-11,19647932670
2022-05-12,19875099600
2022-05-13,20510845920
2022-05-16,20343079530
2022-05-17,20457064350
2022-05-18,19265040000
2022-05-19,19959384150
2022-05-20,20070960840
2022-05-23,20083804200
2022-05-24,19927275750
2022-05-25,20054103930
2022-05-26,20582287110
2022-05-27,21399445889
2022-05-31,21063110400
2022-06-01,20939493060
2022-06-02,21555974340
2022-06-03,21415500090
2022-06-06,21440384100
2022-06-07,21458043720
2022-06-08,20974812300
2022-06-09,20563824780
2022-06-10,19878310440
2022-06-13,18682272540
2022-06-14,18831576600
2022-06-15,18923085540
2022-06-16,17986322970
2022-06-17,18488819430
2022-06-21,18725618880
2022-06-22,18794651940
2022-06-23,19354140810
2022-06-24,20171299590
2022-06-27,19920051360
2022-06-28,19217680110
2022-06-29,19276277940
2022-06-30,19167203970
2022-07-01,19361388520
2022-07-05,19118063390
2022-07-06,19162448430
2022-07-07,19420040180
2022-07-08,19230611170
2022-07-11,19368521830
2022-07-12,18843827250
2022-07-13,18885041930
2022-07-14,18689272200
2022-07-15,19076848710
2022-07-18,18924671430
2022-07-19,19622150630
2022-07-20,20089778730
2022-07-21,20356088970
2022-07-22,20111178660
2022-07-25,19970097640
2022-07-26,19835357340
2022-07-27,20674710150
2022-07-28,21002842410
2022-07-29,21041679320
2022-08-01,21328596900
2022-08-02,22960539710
2022-08-03,22847199340
2022-08-04,23244286930
2022-08-05,23416278960
2022-08-08,23438471480
2022-08-09,23280746070
2022-08-10,23809403600
2022-08-11,23745203809
2022-08-12,24410979410
2022-08-15,24923785140
2022-08-16,25029199610
2022-08-17,24891288950
2022-08-18,24965792410
2022-08-19,24410186820
2022-08-22,24060654630
2022-08-23,23940180950
2022-08-24,23862507130
2022-08-25,24177165360
2022-08-26,23377442050
2022-08-29,23056443100
2022-08-30,22917739850
2022-08-31,22614177880
2022-09-01,23107168860
2022-09-02,22899510280
2022-09-06,23018398780
2022-09-07,23520108250
2022-09-08,23663567040
2022-09-09,24264350260
2022-09-12,24674911880
2022-09-13,23993284480
2022-09-14,23942558720
2022-09-15,23979810450
2022-09-16,23784040720
2022-09-19,24007551100
2022-09-20,23067539360
2022-09-21,22794888400
2022-09-22,22200445900
2022-09-23,21880239540
2022-09-26,21776410250
2022-09-27,21793054640
2022-09-28,22302690010
2022-09-29,22087105530
2022-09-30,21913848000
2022-10-03,22521312000
2022-10-04,23352120000
2022-10-05,23742575999
2022-10-06,23820192000
2022-10-07,23285592000
2022-10-10,22958496000
2022-10-11,22907808000
2022-10-12,22830192000
2022-10-13,22932360000
2022-10-14,22043736000
2022-10-17,22620312000
2022-10-18,22971960000
2022-10-19,22672584000
2022-10-20,22219560000
2022-10-21,22948200000
2022-10-24,23306184000
2022-10-25,23675256000
2022-10-26,23200056000
2022-10-27,23131944000
2022-10-28,23919192000
2022-10-31,23912064000
2022-11-01,25740000000
2022-11-02,25225992000
2022-11-03,25288560000
2022-11-04,25304400000
2022-11-07,25318656000
2022-11-08,25915824000
2022-11-09,25639416000
2022-11-10,26999280000
2022-11-11,26552592000
2022-11-14,26482896000
2022-11-15,26804448000
2022-11-16,26607240000
2022-11-17,26343504000
2022-11-18,26745048000
2022-11-21,26790984000
2022-11-22,27146592000
2022-11-23,27186984000
2022-11-25,27131544000
2022-11-28,27326375999
2022-11-29,26934336000
2022-11-30,27749304000
2022-12-01,28216584000
2022-12-02,27877608000
2022-12-05,27756432000
2022-12-06,27545760000
2022-12-07,27129960000
2022-12-08,27434880000
2022-12-09,27189360000
2022-12-12,27558432000
2022-12-13,27872856000
2022-12-14,27502200000
2022-12-15,26993736000
2022-12-16,26783064000
2022-12-19,26853552000
2022-12-20,26589816000
2022-12-21,27073727999
2022-12-22,26535168000
2022-12-23,26607240000
2022-12-27,26584272000
2022-12-28,26363304000
2022-12-29,26945424000
2022-12-30,26622288000
2023-01-03,26814255480
2023-01-04,26548885800
2023-01-05,25803626040
2023-01-06,26109516240
2023-01-09,26151625800
2023-01-10,26377269480
2023-01-11,26830940400
2023-01-12,26690310360
2023-01-13,26694282960
2023-01-17,26529817320
2023-01-18,26266831200
2023-01-19,25779790440
2023-01-20,26454337920
2023-01-23,26453543400
2023-01-24,26451954360
2023-01-25,26107927200
2023-01-26,26133351840
2023-01-27,26347872240
2023-01-30,26474995440
2023-01-31,26865899280
2023-02-01,27592090559
2023-02-02,27692200080
2023-02-03,27168611400
2023-02-06,27087570360
2023-02-07,28037816280
2023-02-08,27528528960
2023-02-09,27890035559
2023-02-10,27619104240
2023-02-13,27924199920
2023-02-14,27189268920
2023-02-15,27382337280
2023-02-16,27490392000
2023-02-17,27491981040
2023-02-21,26873049960
2023-02-22,26548885800
2023-02-23,26675214480
2023-02-24,26405872200
2023-02-27,26011790280
2023-02-28,26045160120
2023-03-01,25855269840
2023-03-02,26169899760
2023-03-03,26521872120
2023-03-06,27126501840
2023-03-07,26584639200
2023-03-08,26880200640
2023-03-09,26403488640
2023-03-10,24974147160
2023-03-13,24890722559
2023-03-14,25450064640
2023-03-15,24695270640
2023-03-16,24308339400
2023-03-17,24033435480
2023-03-20,24483133800
2023-03-21,24952695120
2023-03-22,24796969200
2023-03-23,24514120080
2023-03-24,24797763720
2023-03-27,24825571920
2023-03-28,25005927960
2023-03-29,25294338720
2023-03-30,25400804400
2023-03-31,25828674450
2023-04-03,25744632350
2023-04-04,24901832800
2023-04-05,24828890600
2023-04-06,24875668750
2023-04-10,24949403800
2023-04-11,25070709850
2023-04-12,25391021250
2023-04-13,25447313600
2023-04-14,24965260800
2023-04-17,25337107450
2023-04-18,25192808750
2023-04-19,24359523400
2023-04-20,24113739900
2023-04-21,24001155200
2023-04-24,23988469600
2023-04-25,23380353650
2023-04-26,23343089700
2023-04-27,23978162550
2023-04-28,23980541100
2023-05-01,24388066000
2023-05-02,23943277150
2023-05-03,24249317250
2023-05-04,23837035250
2023-05-05,24068547450
2023-05-08,24116911300
2023-05-09,24136732550
2023-05-10,24143868200
2023-05-11,24249317250
2023-05-12,24628299550
2023-05-15,24983496350
2023-05-16,25467134850
2023-05-17,25632840500
2023-05-18,26267913350
2023-05-19,26225099450
2023-05-22,26275049000
2023-05-23,25790617650
2023-05-24,26127578900
2023-05-25,26817358400
2023-05-26,27215369100
2023-05-30,27155905350
2023-05-31,27183655100
2023-06-01,26975928400
2023-06-02,27354117850
2023-06-05,27235190350
2023-06-06,26907743300
