,PH
2009-04-13,6049827312
2009-04-14,5932682114
2009-04-15,5825165289
2009-04-16,6243999488
2009-04-17,6430148021
2009-04-20,6122040104
2009-04-21,6375587244
2009-04-22,6733441751
2009-04-23,7062411140
2009-04-24,7044759124
2009-04-27,6950080129
2009-04-28,6937242299
2009-04-29,7210046183
2009-04-30,7277444790
2009-05-01,7410637275
2009-05-04,7641718212
2009-05-05,7476431153
2009-05-06,7606414180
2009-05-07,7322377194
2009-05-08,7567900690
2009-05-11,7304725178
2009-05-12,7179556338
2009-05-13,6927613927
2009-05-14,6962917959
2009-05-15,7006245635
2009-05-18,7312748822
2009-05-19,7229302928
2009-05-20,6986988890
2009-05-21,6829725474
2009-05-22,6824911288
2009-05-26,7039944938
2009-05-27,6964522688
2009-05-28,6847377490
2009-05-29,6781583612
2009-06-01,7489268982
2009-06-02,7539015573
2009-06-03,7404218360
2009-06-04,7514944642
2009-06-05,7668998600
2009-06-08,7627275653
2009-06-09,7583947977
2009-06-10,7535806116
2009-06-11,7415451461
2009-06-12,7412242003
2009-06-15,7136228662
2009-06-16,6966127416
2009-06-17,6919590283
2009-06-18,6860215320
2009-06-19,6820097102
2009-06-22,6505570271
2009-06-23,6552107404
2009-06-24,6587411436
2009-06-25,6765536325
2009-06-26,6858610592
2009-06-29,6900333539
2009-06-30,6900634341
2009-07-01,6884571412
2009-07-02,6682178505
2009-07-06,6616320496
2009-07-07,6421959054
2009-07-08,6466935255
2009-07-09,6457297498
2009-07-10,6534399557
2009-07-13,6685391091
2009-07-14,6759280565
2009-07-15,7046806996
2009-07-16,7173704136
2009-07-17,7143184570
2009-07-20,7372884456
2009-07-21,7506206768
2009-07-22,7560820727
2009-07-23,7710205968
2009-07-24,7698961917
2009-07-27,7732694068
2009-07-28,7637922787
2009-07-29,7546364091
2009-07-30,7340758598
2009-07-31,7112665005
2009-08-03,7519057111
2009-08-04,7673261231
2009-08-05,7491750132
2009-08-06,7528694869
2009-08-07,7830677936
2009-08-10,7755182169
2009-08-11,7647560544
2009-08-12,7944724732
2009-08-13,8008976449
2009-08-14,7849953451
2009-08-17,7584915121
2009-08-18,7769638805
2009-08-19,7771245098
2009-08-20,7808189835
2009-08-21,7949543611
2009-08-24,7989700934
2009-08-25,8084472216
2009-08-26,7996126105
2009-08-27,7980063176
2009-08-28,7928661803
2009-08-31,7816221300
2009-09-01,7698961917
2009-09-02,7609009514
2009-09-03,7655592009
2009-09-04,7761607341
2009-09-08,7724662604
2009-09-09,7766426219
2009-09-10,7824252764
2009-09-11,8063590408
2009-09-14,8455525878
2009-09-15,8675588006
2009-09-16,8826579540
2009-09-17,8812122904
2009-09-18,8863524277
2009-09-21,8693257228
2009-09-22,8622580340
2009-09-23,8522990180
2009-09-24,8391274161
2009-09-25,8384848990
2009-09-28,8484439150
2009-09-29,8498895786
2009-09-30,8334202233
2009-10-01,8070543058
2009-10-02,7958005605
2009-10-05,8228095492
2009-10-06,8281148862
2009-10-07,8199157290
2009-10-08,8351886690
2009-10-09,8499793057
2009-10-12,8485323956
2009-10-13,8396901671
2009-10-14,8625191933
2009-10-15,8602684442
2009-10-16,8564100173
2009-10-19,8884028075
2009-10-20,9319708786
2009-10-21,9044795865
2009-10-22,9282732194
2009-10-23,9141256539
2009-10-26,8959588936
2009-10-27,8705575828
2009-10-28,8531946615
2009-10-29,8729690997
2009-10-30,8514262158
2009-11-02,8615545866
2009-11-03,8882420397
2009-11-04,8766667588
2009-11-05,9104279947
2009-11-06,9025503730
2009-11-09,9237717213
2009-11-10,9187879198
2009-11-11,9020680696
2009-11-12,8888851109
2009-11-13,8842228450
2009-11-16,9157333318
2009-11-17,9017465341
2009-11-18,8972450359
2009-11-19,8731298674
2009-11-20,8678245304
2009-11-23,8736121708
2009-11-24,8822936315
2009-11-25,8845443805
2009-11-27,8612330510
2009-11-30,8675029948
2009-12-01,8802036502
2009-12-02,8826151671
2009-12-03,8718437251
2009-12-04,8892066464
2009-12-07,8927435378
2009-12-08,8695929761
2009-12-09,8668599236
2009-12-10,8642876390
2009-12-11,8681460660
2009-12-14,8957981258
2009-12-15,8949942869
2009-12-16,8953158225
2009-12-17,8713614218
2009-12-18,8679852982
2009-12-21,8761844555
2009-12-22,8758629199
2009-12-23,8810074892
2009-12-24,8835797738
2009-12-28,8811682569
2009-12-29,8755413843
2009-12-30,8737729386
2009-12-31,8670968907
2010-01-04,8773964825
2010-01-05,8732122733
2010-01-06,8695108575
2010-01-07,8798104494
2010-01-08,9047547735
2010-01-11,9305037531
2010-01-12,9324349266
2010-01-13,9374237914
2010-01-14,9461140721
2010-01-15,9424126562
2010-01-19,9884389574
2010-01-20,9754035365
2010-01-21,9578620440
2010-01-22,9272851307
2010-01-25,9232618526
2010-01-26,9108701561
2010-01-27,9237446460
2010-01-28,9063640847
2010-01-29,8997659086
2010-02-01,9195604368
2010-02-02,9356535491
2010-02-03,9221353347
2010-02-04,8839946586
2010-02-05,8846383831
2010-02-08,8777183448
2010-02-09,8971910107
2010-02-10,8939723882
2010-02-11,9134450541
2010-02-12,9025017377
2010-02-16,9213306791
2010-02-17,9364582047
2010-02-18,9456312787
2010-02-19,9494936257
2010-02-22,9482061767
2010-02-23,9383893782
2010-02-24,9474015211
2010-02-25,9478843144
2010-02-26,9705756028
2010-03-01,9931059600
2010-03-02,9988994804
2010-03-03,10043711386
2010-03-04,9988994804
2010-03-05,10127395570
2010-03-08,10141879371
2010-03-09,10191768019
2010-03-10,10270624269
2010-03-11,10249703223
2010-03-12,10236828734
2010-03-15,10273842892
2010-03-16,10370401566
2010-03-17,10520067510
2010-03-18,10557081668
2010-03-19,10478225418
2010-03-22,10549035112
2010-03-23,10713184858
2010-03-24,10515239576
2010-03-25,10426727459
2010-03-26,10397759857
2010-03-29,10499146464
2010-03-30,10544207178
2010-03-31,10440783980
2010-04-01,10526258424
2010-04-05,10711721841
2010-04-06,10695594587
2010-04-07,10724623644
2010-04-08,10900410708
2010-04-09,11043943265
2010-04-12,11205215801
2010-04-13,11250372111
2010-04-14,11376164689
2010-04-15,11322944752
2010-04-16,11139094061
2010-04-19,11190701273
2010-04-20,10934277940
2010-04-21,11450350056
2010-04-22,11360037435
2010-04-23,11448737330
2010-04-26,11476153661
2010-04-27,11087486850
2010-04-28,11137481336
2010-04-29,11487442739
2010-04-30,11156834040
2010-05-03,11421320999
2010-05-04,10963306997
2010-05-05,10843965320
2010-05-06,10402078572
2010-05-07,10039215366
2010-05-10,10916537961
2010-05-11,10813323538
2010-05-12,11137481336
2010-05-13,10995561504
2010-05-14,10718172742
2010-05-17,10687530960
2010-05-18,10474651213
2010-05-19,10261771465
2010-05-20,9627970399
2010-05-21,9768277505
2010-05-24,9605392244
2010-05-25,9652161279
2010-05-26,9719895744
2010-05-27,10116626183
2010-05-28,9911810062
2010-06-01,9595715892
2010-06-02,9947290020
2010-06-03,9995671781
2010-06-04,9437668806
2010-06-07,9205436354
2010-06-08,9373159792
2010-06-09,9421541553
2010-06-10,9813433815
2010-06-11,9847301048
2010-06-14,9819884717
2010-06-15,10235967859
2010-06-16,9956966372
2010-06-17,9918260964
2010-06-18,9815046540
2010-06-21,9842462872
2010-06-22,9439281532
2010-06-23,9457021511
2010-06-24,9134476439
2010-06-25,9387674320
2010-06-28,9352194362
2010-06-29,9057065621
2010-06-30,8944174846
2010-07-01,8907082163
2010-07-02,8873214930
2010-07-06,8837734972
2010-07-07,9171569122
2010-07-08,9236078136
2010-07-09,9244141763
2010-07-12,9102221931
2010-07-13,9397350672
2010-07-14,9257043566
2010-07-15,9366708890
2010-07-16,9073192875
2010-07-19,9173181847
2010-07-20,9348968911
2010-07-21,9400576123
2010-07-22,9773115681
2010-07-23,10029539013
2010-07-26,10056955344
2010-07-27,9852139224
2010-07-28,9968255450
2010-07-29,9927937316
2010-07-30,10018249936
2010-08-02,10297251423
2010-08-03,10350471360
2010-08-04,10392402219
2010-08-05,10545611129
2010-08-06,10560125657
2010-08-09,10532709326
2010-08-10,10489165741
2010-08-11,10055342619
2010-08-12,10132753436
2010-08-13,10244031486
2010-08-16,10224678782
2010-08-17,10564963833
2010-08-18,10623021946
2010-08-19,10289187796
2010-08-20,10197262451
2010-08-23,9995671781
2010-08-24,9724733920
2010-08-25,9621519497
2010-08-26,9652161279
2010-08-27,9787630209
2010-08-30,9573137736
2010-08-31,9540883229
2010-09-01,10031151739
2010-09-02,10273060543
2010-09-03,10477876663
2010-09-07,10345633184
2010-09-08,10489165741
2010-09-09,10476263938
2010-09-10,10490778466
2010-09-13,10926214314
2010-09-14,10802034461
2010-09-15,10839127144
2010-09-16,10840739869
2010-09-17,11052006892
2010-09-20,11263273914
2010-09-21,11201990350
2010-09-22,11189088547
2010-09-23,10927827039
2010-09-24,11269724815
2010-09-27,11195539449
2010-09-28,11306817498
2010-09-29,11361650161
2010-09-30,11328787403
2010-10-01,11385382829
2010-10-04,11040959233
2010-10-05,11484020573
2010-10-06,11349808561
2010-10-07,11433893195
2010-10-08,11509892768
2010-10-11,11471084475
2010-10-12,11404786976
2010-10-13,11608530512
2010-10-14,11508275756
2010-10-15,11485637585
2010-10-18,11710402279
2010-10-19,12140527522
2010-10-20,12206825022
2010-10-21,12281207583
2010-10-22,12339420021
2010-10-25,12481717094
2010-10-26,12370143253
2010-10-27,12286058619
2010-10-28,12268271485
2010-10-29,12378228314
2010-11-01,12499504228
2010-11-02,12695162703
2010-11-03,12590056911
2010-11-04,12997543983
2010-11-05,13207755567
2010-11-08,13068692519
2010-11-09,12908608312
2010-11-10,13010480080
2010-11-11,13147926116
2010-11-12,12837459776
2010-11-15,13000778007
2010-11-16,12687077642
2010-11-17,12620780142
2010-11-18,12908608312
2010-11-19,13126904958
2010-11-22,13157628190
2010-11-23,12924778434
2010-11-24,13306393311
2010-11-26,13172181299
2010-11-29,13016948129
2010-11-30,12973288800
2010-12-01,13451924408
2010-12-02,13581285383
2010-12-03,13618476664
2010-12-06,13696093249
2010-12-07,13742986602
2010-12-08,13759156724
2010-12-09,13751071663
2010-12-10,13928943004
2010-12-13,13969368309
2010-12-14,13922474955
2010-12-15,13796348005
2010-12-16,13801199041
2010-12-17,13715497395
2010-12-20,13739752578
2010-12-21,13904687821
2010-12-22,13841624346
2010-12-23,13793113980
2010-12-27,13875581602
2010-12-28,13885283675
2010-12-29,13930560016
2010-12-30,13903070809
2010-12-31,13994444763
2011-01-03,14193902087
2011-01-04,14184172462
2011-01-05,14205253317
2011-01-06,13931202197
2011-01-07,13953904657
2011-01-10,14148497168
2011-01-11,14236063798
2011-01-12,14377143369
2011-01-13,14469574811
2011-01-14,14537682190
2011-01-18,14904164753
2011-01-19,14769571600
2011-01-20,13866338027
2011-01-21,13945796636
2011-01-24,14119308291
2011-01-25,14025255244
2011-01-26,14300927968
2011-01-27,14375521764
2011-01-28,14138767542
2011-01-31,14498763688
2011-02-01,14667410531
2011-02-02,14583087110
2011-02-03,14609032778
2011-02-04,14758220370
2011-02-07,14871732668
2011-02-08,14983623362
2011-02-09,14816598123
2011-02-10,14889570315
2011-02-11,15171729456
2011-02-14,14983623362
2011-02-15,14821462936
2011-02-16,14790652455
2011-02-17,14862003042
2011-02-18,14899299940
2011-02-22,14448493956
2011-02-23,14145253959
2011-02-24,14211739734
2011-02-25,14359305722
2011-02-28,14461466790
2011-03-01,14072281768
2011-03-02,14047957704
2011-03-03,14521466148
2011-03-04,14161470002
2011-03-07,13817689899
2011-03-08,13944175031
2011-03-09,13832284337
2011-03-10,13657151077
2011-03-11,13846878776
2011-03-14,13947418240
2011-03-15,13898770112
2011-03-16,13932823801
2011-03-17,14281468717
2011-03-18,14385251390
2011-03-21,14631735237
2011-03-22,14672275344
2011-03-23,14943083255
2011-03-24,15071189992
2011-03-25,15074433200
2011-03-28,15140918975
2011-03-29,15294971380
2011-03-30,15348484320
2011-03-31,14432926981
2011-04-01,14620426983
2011-04-04,14664634301
2011-04-05,14664634301
2011-04-06,14631097715
2011-04-07,14775914790
2011-04-08,14528963568
2011-04-11,14518292836
2011-04-12,14233231857
2011-04-13,14265244053
2011-04-14,14315548931
2011-04-15,14266768443
2011-04-18,14027439172
2011-04-19,14309451370
2011-04-20,14618902593
2011-04-21,14719512350
2011-04-25,14530487958
2011-04-26,15013719670
2011-04-27,14250000150
2011-04-28,14346036736
2011-04-29,14378048932
2011-05-02,14225609906
2011-05-03,14073170880
2011-05-04,13716463559
2011-05-05,13585365997
2011-05-06,13551829411
2011-05-09,13574695265
2011-05-10,13760670877
2011-05-11,13368902580
2011-05-12,13495426971
2011-05-13,13338414775
2011-05-16,13368902580
2011-05-17,12995426966
2011-05-18,13269817213
2011-05-19,13384146482
2011-05-20,13176829407
2011-05-23,12945122087
2011-05-24,13079268430
2011-05-25,13373475750
2011-05-26,13416158678
2011-05-27,13625000143
2011-05-31,13544207460
2011-06-01,13053353796
2011-06-02,13246951359
2011-06-03,13153963553
2011-06-06,13286585506
2011-06-07,13239329408
2011-06-08,13198170871
2011-06-09,13384146482
2011-06-10,13083841601
2011-06-13,13190548919
2011-06-14,13532012338
2011-06-15,13175305017
2011-06-16,13132622089
2011-06-17,13006097698
2011-06-20,13001524527
2011-06-21,13129573309
2011-06-22,13192073310
2011-06-23,13118902577
2011-06-24,12963414771
2011-06-27,13068597698
2011-06-28,13245426969
2011-06-29,13250000139
2011-06-30,13679878193
2011-07-01,13960366001
2011-07-05,13820122097
2011-07-06,13757622096
2011-07-07,13737805023
2011-07-08,13608231851
2011-07-11,13260670871
2011-07-12,13138719650
2011-07-13,13195122090
2011-07-14,12958841600
2011-07-15,13332317213
2011-07-18,13094512333
2011-07-19,13341463555
2011-07-20,13298780628
2011-07-21,13489329410
2011-07-22,13330792823
2011-07-25,13390244043
2011-07-26,12913109892
2011-07-27,12184451348
2011-07-28,11975609882
2011-07-29,12045731834
2011-08-01,11807926953
2011-08-02,10804878162
2011-08-03,11004573286
2011-08-04,10342987914
2011-08-05,10304878157
2011-08-08,9477134246
2011-08-09,10198170839
2011-08-10,9606707418
2011-08-11,10169207424
2011-08-12,10606707429
2011-08-15,10836890358
2011-08-16,10666158649
2011-08-17,10533536696
2011-08-18,10006097666
2011-08-19,9760670834
2011-08-22,9695122053
2011-08-23,10010670837
2011-08-24,10342987914
2011-08-25,10028963520
2011-08-26,10320122060
2011-08-29,10791158650
2011-08-30,10885670846
2011-08-31,11193597679
2011-09-01,11019817189
2011-09-02,10580792794
2011-09-06,10376524499
2011-09-07,10716463527
2011-09-08,10623475721
2011-09-09,10118902545
2011-09-12,10073170838
2011-09-13,10318597669
2011-09-14,10571646453
2011-09-15,10760670845
2011-09-16,10681402551
2011-09-19,10588414745
2011-09-20,10271341571
2011-09-21,9849085469
2011-09-22,9437500099
2011-09-23,9500000100
2011-09-26,9679878151
2011-09-27,9949695227
2011-09-28,9800304981
2011-09-29,9964939129
2011-09-30,9530117552
2011-10-03,9179889883
2011-10-04,9508983123
2011-10-05,9810903527
2011-10-06,9995074974
2011-10-07,9964882934
2011-10-10,10597406180
2011-10-11,10777048820
2011-10-12,10997450715
2011-10-13,10911403400
2011-10-14,11112180469
2011-10-17,10976316287
2011-10-18,11646579584
2011-10-19,11513734606
2011-10-20,11632993166
2011-10-21,11752251725
2011-10-24,12057191333
2011-10-25,11706963665
2011-10-26,11839808642
2011-10-27,12701791396
2011-10-28,12664051345
2011-10-31,12310804473
2011-11-01,11850375857
2011-11-02,12214189943
2011-11-03,12745569854
2011-11-04,12763685079
2011-11-07,12523658357
2011-11-08,12641407315
2011-11-09,12107008200
2011-11-10,12436101440
2011-11-11,12713868212
2011-11-14,12710849008
2011-11-15,12881434036
2011-11-16,12556869602
2011-11-17,12206641933
2011-11-18,12241362780
2011-11-21,11912269539
2011-11-22,11779424562
2011-11-23,11453350525
2011-11-25,11318995945
2011-11-28,11980201630
2011-11-29,11814145408
2011-11-30,12496485521
2011-12-01,12532715970
2011-12-02,12395342186
2011-12-05,12504033531
2011-12-06,12661032141
2011-12-07,12363640543
2011-12-08,12004355263
2011-12-09,12230795566
2011-12-12,12028508895
2011-12-13,11824712622
2011-12-14,11465427341
2011-12-15,11424668087
2011-12-16,11325034354
2011-12-19,11151430121
2011-12-20,11540907442
2011-12-21,11475994556
2011-12-22,11495619382
2011-12-23,11687338838
2011-12-27,11764328541
2011-12-28,11477504158
2011-12-29,11592233911
2011-12-30,11510715402
2012-01-03,11904741845
2012-01-04,11854905935
2012-01-05,11921353815
2012-01-06,11725030532
2012-01-09,11903231666
2012-01-10,12265674650
2012-01-11,12341183605
2012-01-12,12546567962
2012-01-13,12449916500
2012-01-17,12605464947
2012-01-18,12845583424
2012-01-19,12831991812
2012-01-20,12310980023
2012-01-23,12338163247
2012-01-24,12273225545
2012-01-25,12439345246
2012-01-26,12307959665
2012-01-27,12307959665
2012-01-30,12301918948
2012-01-31,12184124978
2012-02-01,12475589545
2012-02-02,12460487754
2012-02-03,12945255245
2012-02-06,13090232438
2012-02-07,13251821602
2012-02-08,13313738945
2012-02-09,13316759303
2012-02-10,13215577304
2012-02-13,13629366377
2012-02-14,13437573631
2012-02-15,13229168916
2012-02-16,13479858646
2012-02-17,13375656288
2012-02-21,13591611900
2012-02-22,13591611900
2012-02-23,13655039422
2012-02-24,13535735273
2012-02-27,13627856198
2012-02-28,13627856198
2012-02-29,13562918497
2012-03-01,13491940079
2012-03-02,13371125751
2012-03-05,13312228766
2012-03-06,12918072021
2012-03-07,13016233662
2012-03-08,13266923393
2012-03-09,13322800020
2012-03-12,13460226318
2012-03-13,13546306527
2012-03-14,13476838288
2012-03-15,13704875332
2012-03-16,13614264586
2012-03-19,13528184377
2012-03-20,13274474289
2012-03-21,13189904259
2012-03-22,12819910379
2012-03-23,12931663633
2012-03-26,13134027632
2012-03-27,12986030080
2012-03-28,12750442141
2012-03-29,12774605006
2012-03-30,12768564290
2012-04-02,12945019527
2012-04-03,12833670992
2012-04-04,12559813785
2012-04-05,12504139518
2012-04-09,12428904021
2012-04-10,12254357669
2012-04-11,12340126135
2012-04-12,12592917404
2012-04-13,12343135555
2012-04-16,12332602586
2012-04-17,12528214877
2012-04-18,12443951121
2012-04-19,12275423608
2012-04-20,12457493510
2012-04-23,12179122173
2012-04-24,13235428544
2012-04-25,13103014070
2012-04-26,13139127108
2012-04-27,13390413667
2012-04-30,13194801376
2012-05-01,13178249566
2012-05-02,13267027452
2012-05-03,13054863352
2012-05-04,12811100344
2012-05-07,12746397817
2012-05-08,12848718092
2012-05-09,12871288741
2012-05-10,12972104306
2012-05-11,13068405742
2012-05-14,12806586214
2012-05-15,12674171740
2012-05-16,12516177197
2012-05-17,12218244631
2012-05-18,12129466745
2012-05-21,12452979380
2012-05-22,12580879724
2012-05-23,12759940206
2012-05-24,12708780068
2012-05-25,12693732969
2012-05-29,13012731474
2012-05-30,12713294198
2012-05-31,12299498967
2012-06-01,11717176224
2012-06-04,11711157385
2012-06-05,11790907011
2012-06-06,12075297188
2012-06-07,12156551524
2012-06-08,12228777601
2012-06-11,12082820737
2012-06-12,12307022517
2012-06-13,11876675477
2012-06-14,11805954110
2012-06-15,11846581278
2012-06-18,11903760256
2012-06-19,12249843540
2012-06-20,11978995752
2012-06-21,11599808850
2012-06-22,11538115743
2012-06-25,11193537169
2012-06-26,11094226313
2012-06-27,11267267955
2012-06-28,10999429588
2012-06-29,11568209941
2012-07-02,11299445910
2012-07-03,11521881825
2012-07-05,11569653297
2012-07-06,11306910203
2012-07-09,11136724335
2012-07-10,10839645495
2012-07-11,10724695392
2012-07-12,10785902590
2012-07-13,11032224241
2012-07-16,10894881260
2012-07-17,11029238524
2012-07-18,11418874590
2012-07-19,11618917627
2012-07-20,11489038939
2012-07-23,11459181769
2012-07-24,11347217382
2012-07-25,11436788891
2012-07-26,11709981995
2012-07-27,12151868108
2012-07-30,12053339448
2012-07-31,11990639391
2012-08-01,12175753844
2012-08-02,11771189193
2012-08-03,11938389344
2012-08-06,12026467995
2012-08-07,12286225372
2012-08-08,12216061023
2012-08-09,12259353919
2012-08-10,12460889816
2012-08-13,12381768316
2012-08-14,12286225372
2012-08-15,12220539599
2012-08-16,12411625485
2012-08-17,12514632721
2012-08-20,12363854014
2012-08-21,12281746797
2012-08-22,12268311070
2012-08-23,12205611014
2012-08-24,12178739561
2012-08-27,12151868108
2012-08-28,12057818023
2012-08-29,11968246514
2012-08-30,11836874967
2012-08-31,11939882203
2012-09-04,11944360778
2012-09-05,11857774986
2012-09-06,12284732514
2012-09-07,12493732702
2012-09-10,12496718419
2012-09-11,12601218514
2012-09-12,12565389910
2012-09-13,12781854391
2012-09-14,12895311636
2012-09-17,12677354297
2012-09-18,12716168617
2012-09-19,12828133004
2012-09-20,12771404381
2012-09-21,12763940089
2012-09-24,12777375815
2012-09-25,12417596919
2012-09-26,12280253938
2012-09-27,12492239844
2012-09-28,12477311259
2012-10-01,12431176206
2012-10-02,12456506422
2012-10-03,12444586320
2012-10-04,12407336002
2012-10-05,12577197453
2012-10-08,12404355977
2012-10-09,12140623724
2012-10-10,11806860872
2012-10-11,11797920796
2012-10-12,11830701076
2012-10-15,12019932692
2012-10-16,12213634347
2012-10-17,12532497072
2012-10-18,12675538294
2012-10-19,11696599930
2012-10-22,11636999421
2012-10-23,11434357690
2012-10-24,11344956926
2012-10-25,11559518759
2012-10-26,11559518759
2012-10-31,11720440134
2012-11-01,12049732947
2012-11-02,11835171114
2012-11-05,11914141789
2012-11-06,11982682374
2012-11-07,11540148593
2012-11-08,11699579955
2012-11-09,11784510681
2012-11-12,11791960745
2012-11-13,11656369586
2012-11-14,11552068695
2012-11-15,11710010045
2012-11-16,11921591852
2012-11-19,12076553176
2012-11-20,11876891470
2012-11-21,11935001967
2012-11-23,12133173660
2012-11-26,12130193634
2012-11-27,12079533202
2012-11-28,12313465200
2012-11-29,12425216155
2012-11-30,12240454576
2012-12-03,11964802221
2012-12-04,12095923342
2012-12-05,12352205531
2012-12-06,12267274806
2012-12-07,12487796690
2012-12-10,12505676842
2012-12-11,12426706168
2012-12-12,12384985811
2012-12-13,12402865964
2012-12-14,12440116282
2012-12-17,12455016410
2012-12-18,12910960305
2012-12-19,12845399745
2012-12-20,12896060178
2012-12-21,12687458395
2012-12-24,12645738039
2012-12-26,12615937784
2012-12-27,12589117555
2012-12-28,12495246753
2012-12-31,12698405637
2013-01-02,13086553470
2013-01-03,13188069057
2013-01-04,13259727118
2013-01-07,13174633171
2013-01-08,13185083304
2013-01-09,13461265416
2013-01-10,13376171468
2013-01-11,13292570397
2013-01-14,13334370932
2013-01-15,13382142973
2013-01-16,13412000499
2013-01-17,13638917694
2013-01-18,13988250743
2013-01-22,13925549939
2013-01-23,13891213785
2013-01-24,14028558403
2013-01-25,14088273454
2013-01-28,14006165258
2013-01-29,14055430176
2013-01-30,13925549939
2013-01-31,13879270775
2013-02-01,14010643887
2013-02-04,13810598466
2013-02-05,14025572650
2013-02-06,13950928836
2013-02-07,14003179506
2013-02-08,14080809072
2013-02-11,14091259206
2013-02-12,14209196433
2013-02-13,14380877205
2013-02-14,14377891452
2013-02-15,14337583793
2013-02-19,14549572224
2013-02-20,14185310412
2013-02-21,13922564187
2013-02-22,14113652351
2013-02-25,13570245385
2013-02-26,13682211106
2013-02-27,13967350475
2013-02-28,14104695093
2013-03-01,14100216464
2013-03-04,13980786362
2013-03-05,14398791720
2013-03-06,14394313091
2013-03-07,14516728946
2013-03-08,14622723162
2013-03-11,14619737410
2013-03-12,14488364297
2013-03-13,14479407039
2013-03-14,14518221823
2013-03-15,14439099380
2013-03-18,14343555298
2013-03-19,14209196433
2013-03-20,14177846031
2013-03-21,13737447528
2013-03-22,13746404786
2013-03-25,13582188395
2013-03-26,13477687055
2013-03-27,13458279664
2013-03-28,13671760972
2013-04-01,13384590533
2013-04-02,13256194014
2013-04-03,13068078185
2013-04-04,13350251929
2013-04-05,13344279998
2013-04-08,13421915102
2013-04-09,13518958982
2013-04-10,13498057223
2013-04-11,13430872998
2013-04-12,13293518584
2013-04-15,12833679890
2013-04-16,13141234341
2013-04-17,13100923806
2013-04-18,12829200942
2013-04-19,12772467597
2013-04-22,12933709736
2013-04-23,13090472927
2013-04-24,13342787015
2013-04-25,13518958982
2013-04-26,13248729100
2013-04-29,13262165945
2013-04-30,13223348393
2013-05-01,13018809754
2013-05-02,13211404531
2013-05-03,13642876552
2013-05-06,13717525690
2013-05-07,13905641519
2013-05-08,13919078364
2013-05-09,13877274847
2013-05-10,14041502951
2013-05-13,14032545055
2013-05-14,14434157420
2013-05-15,14605850438
2013-05-16,14570018852
2013-05-17,14931320682
2013-05-20,15016420700
2013-05-21,15073154045
2013-05-22,14873094354
2013-05-23,14828304871
2013-05-24,14674527646
2013-05-28,14676020629
2013-05-29,14620780266
2013-05-30,14908925941
2013-05-31,14893996113
2013-06-03,14747683802
2013-06-04,14696922387
2013-06-05,14414748644
2013-06-06,14489397782
2013-06-07,14681992560
2013-06-10,14722303094
2013-06-11,14658104835
2013-06-12,14464017075
2013-06-13,14634217111
2013-06-14,14543145162
2013-06-17,14596892542
2013-06-18,14735739939
2013-06-19,14605850438
2013-06-20,14289338091
2013-06-21,14160941573
2013-06-24,13868316950
2013-06-25,14080320503
2013-06-26,14262464401
2013-06-27,14387874954
2013-06-28,14243055625
2013-07-01,14473033935
2013-07-02,14258132215
2013-07-03,14225300007
2013-07-05,14568545811
2013-07-08,14386476298
2013-07-09,14626748361
2013-07-10,14644656837
2013-07-11,14913283988
2013-07-12,14798371262
2013-07-15,14883436527
2013-07-16,14907314496
2013-07-17,14889406019
2013-07-18,15080429771
2013-07-19,15387858621
2013-07-22,15350549295
2013-07-23,15329656072
2013-07-24,15119231470
2013-07-25,15134155201
2013-07-26,15240113688
2013-07-29,15123708590
2013-07-30,15298316238
2013-07-31,15413228963
2013-08-01,15937051907
2013-08-02,15705734083
2013-08-05,15659470518
2013-08-06,15147586559
2013-08-07,15216235719
2013-08-08,15510233212
2013-08-09,15541573046
2013-08-12,15817662062
2013-08-13,15948990892
2013-08-14,15846017151
2013-08-15,15486355243
2013-08-16,15431137440
2013-08-19,15290854372
2013-08-20,15280407761
2013-08-21,15189373004
2013-08-22,15475908632
2013-08-23,15384873875
2013-08-26,15296823865
2013-08-27,15001333999
2013-08-28,15017750102
2013-08-29,15043120444
2013-08-30,14916268734
2013-09-03,15071475532
2013-09-04,15237128942
2013-09-05,15381889129
2013-09-06,15404274725
2013-09-09,15634100176
2013-09-10,15790799347
2013-09-11,15669917130
2013-09-12,15599775596
2013-09-13,15574405254
2013-09-16,15666932383
2013-09-17,15702749337
2013-09-18,16056441752
2013-09-19,16141507016
2013-09-20,16048979887
2013-09-23,15871387493
2013-09-24,16223587535
2013-09-25,16287759576
2013-09-26,16404164675
2013-09-27,16259404488
2013-09-30,16215979283
2013-10-01,16309946050
2013-10-02,16233877715
2013-10-03,15954960485
2013-10-04,16045944180
2013-10-07,15849061429
2013-10-08,15553737303
2013-10-09,15507499688
2013-10-10,15968384308
2013-10-11,16075774900
2013-10-14,16102622548
2013-10-15,15756586198
2013-10-16,15756586198
2013-10-17,15932587445
2013-10-18,16766356063
2013-10-21,17161613100
2013-10-22,17049747901
2013-10-23,16939374238
2013-10-24,17064663261
2013-10-25,17364461995
2013-10-28,17371919675
2013-10-29,17428598043
2013-10-30,17245139116
2013-10-31,17409208075
2013-11-01,17300325948
2013-11-04,17348055099
2013-11-05,17292868268
2013-11-06,17292868268
2013-11-07,17082561693
2013-11-08,17321207451
2013-11-11,17376394283
2013-11-12,17318224379
2013-11-13,17450971083
2013-11-14,17425614971
2013-11-15,17541954778
2013-11-18,17439038795
2013-11-19,17206359180
2013-11-20,17127307773
2013-11-21,17407716539
2013-11-22,17692599913
2013-11-25,17701549129
