,PH
2023-03-06,46249640559
2023-03-07,46126479242
2023-03-08,46528036454
2023-03-09,45021876176
2023-03-10,43423344910
2023-03-13,42604835321
2023-03-14,42878099494
2023-03-15,40224999448
2023-03-16,40284014246
2023-03-17,39119113451
2023-03-20,40518790507
2023-03-21,41850472252
2023-03-22,41325753722
2023-03-23,41107655556
2023-03-24,41165387423
2023-03-27,41651618041
2023-03-28,42046760601
2023-03-29,42871684842
2023-03-30,43179588136
2023-03-31,43169970752
2023-04-03,43562997174
2023-04-04,41183003844
2023-04-05,40147777388
2023-04-06,40133648987
2023-04-10,40480437006
2023-04-11,40841353425
2023-04-12,41681351071
2023-04-13,41043004236
2023-04-14,40986490633
2023-04-17,41795662677
2023-04-18,41704470272
2023-04-19,41541351464
2023-04-20,41014747435
2023-04-21,41203554245
2023-04-24,41480984660
2023-04-25,40729610619
2023-04-26,40028328181
2023-04-27,41524654263
2023-04-28,41727589474
2023-05-01,42047405091
2023-05-02,41745571075
2023-05-03,41514379062
2023-05-04,41394929856
2023-05-05,42809054333
2023-05-08,43006851943
2023-05-09,43555290773
2023-05-10,41984469488
2023-05-11,41690341872
2023-05-12,41613277867
2023-05-15,42089790293
2023-05-16,41298599850
2023-05-17,42503367116
2023-05-18,43046668346
2023-05-19,42749971929
2023-05-22,42916943938
2023-05-23,42228505501
2023-05-24,41358966654
2023-05-25,42016579489
2023-05-26,42755109530
2023-05-30,42417312311
2023-05-31,41157315843
2023-06-01,41870157881
2023-06-02,43763363585
2023-06-05,43333089561
2023-06-06,44514737626
2023-06-07,46102256112
2023-06-08,45702807690
2023-06-09,45741339692
2023-06-12,46057302110
2023-06-13,47295463777
2023-06-14,47208124572
2023-06-15,48041700218
2023-06-16,47407206583
2023-06-20,47760416602
2023-06-21,48068672619
2023-06-22,47652526997
2023-06-23,47538215390
2023-06-26,48225369428
2023-06-27,48831606261
2023-06-28,49121880677
2023-06-29,49674172707
2023-06-30,50109433402
2023-07-03,50234051775
2023-07-05,49185715767
2023-07-06,48685957548
2023-07-07,49355299533
2023-07-10,50443462032
2023-07-11,51222005685
2023-07-12,51015164879
2023-07-13,51216866783
2023-07-14,50900824310
2023-07-17,51511068922
2023-07-18,52488745028
2023-07-19,51861798984
2023-07-20,51750027865
2023-07-21,51087109507
2023-07-24,51115373468
2023-07-25,51143637429
2023-07-26,50587351288
2023-07-27,51043428840
2023-07-28,51333776803
2023-07-31,52675030225
2023-08-01,53209476033
2023-08-02,52143153868
2023-08-03,53724650959
2023-08-04,53206906582
2023-08-07,54594410122
2023-08-08,54616250456
2023-08-09,54248818963
2023-08-10,53028329738
2023-08-11,53510101800
2023-08-14,53164510641
2023-08-15,52514439538
2023-08-16,52200966516
2023-08-17,51266971077
2023-08-18,51101241488
2023-08-21,51063984448
2023-08-22,51144922155
2023-08-23,51922181082
2023-08-24,51174470841
2023-08-25,51801416885
2023-08-28,52486175577
2023-08-29,53508817075
2023-08-30,53808158116
2023-08-31,53560206095
2023-09-01,54274513473
2023-09-05,52888294658
2023-09-06,52912704443
2023-09-07,52559404930
2023-09-08,52570967460
2023-09-11,52181695633
2023-09-12,52080202319
2023-09-13,50108148676
2023-09-14,50769782309
2023-09-15,50376656306
2023-09-18,50857143643
2023-09-19,50323982560
2023-09-20,50163391873
2023-09-21,49026409805
2023-09-22,49757418615
2023-09-25,50298288050
2023-09-26,49319327219
2023-09-27,50246899030
2023-09-28,50416482796
2023-09-29,50042627676
2023-10-02,49474927009
2023-10-03,49052404659
2023-10-04,49391449949
2023-10-05,49274582065
2023-10-06,50307129083
2023-10-09,50781021930
2023-10-10,51018610485
2023-10-11,52306725733
2023-10-12,52252786710
2023-10-13,50462524840
2023-10-16,50983935399
2023-10-17,51733944676
2023-10-18,48670978709
2023-10-19,48157273725
2023-10-20,47892715658
2023-10-23,47115736870
2023-10-24,47938949106
2023-10-25,47199213929
2023-10-26,47512573970
2023-10-27,47034828335
2023-10-30,47459919209
2023-10-31,47377726411
2023-11-01,47578071355
2023-11-02,51958690606
2023-11-03,51523325632
2023-11-06,52159035550
2023-11-07,52279756221
2023-11-08,52739522182
2023-11-09,53016922873
2023-11-10,53868388884
2023-11-13,53865820359
2023-11-14,54961296238
2023-11-15,55105133633
2023-11-16,54766088344
2023-11-17,55562331069
2023-11-20,55419777936
2023-11-21,55598290418
2023-11-22,55381250062
2023-11-24,55694610102
2023-11-27,55469864172
2023-11-28,54777646706
2023-11-29,54974138862
2023-11-30,55631681242
2023-12-01,56528096439
2023-12-04,56269959684
2023-12-05,55843584548
2023-12-06,55778087162
2023-12-07,55707452727
2023-12-08,56331604282
2023-12-11,56278949522
2023-12-12,56614142024
2023-12-13,56705324658
2023-12-14,58486596690
2023-12-15,58254145185
2023-12-18,58240018298
2023-12-19,59109463983
2023-12-20,57717323477
2023-12-21,58549525551
2023-12-22,58843621654
2023-12-26,59263575479
2023-12-27,59365032213
2023-12-28,59327788602
2023-12-29,59165971532
2024-01-02,58932681949
2024-01-03,57913654523
2024-01-04,58090988425
2024-01-05,58282457639
2024-01-08,58942962175
2024-01-09,58784903696
2024-01-10,59211533085
2024-01-11,59450548345
2024-01-12,59152421784
2024-01-16,59207678001
2024-01-17,58603714709
2024-01-18,59843766999
2024-01-19,60443875206
2024-01-22,60848659114
2024-01-23,60280676614
2024-01-24,59738394680
2024-01-25,60627634250
2024-01-26,60600648656
2024-01-29,61231597542
2024-01-30,61406361388
2024-01-31,59689563606
2024-02-01,64274544509
2024-02-02,65582703298
2024-02-05,65391234084
2024-02-06,65735621663
2024-02-07,66078724214
2024-02-08,66244492862
2024-02-09,66998804462
2024-02-12,66590165469
2024-02-13,65745901889
2024-02-14,67066910961
2024-02-15,67061770848
2024-02-16,66829180729
2024-02-20,66761074230
2024-02-21,67298216051
2024-02-22,68106498840
2024-02-23,68243996865
2024-02-26,68210586130
2024-02-27,68297968053
2024-02-28,68247851950
2024-02-29,68806839252
2024-03-01,69108820898
2024-03-04,68814549422
2024-03-05,67849493184
2024-03-06,68264557318
2024-03-07,69324705649
2024-03-08,69050994625
2024-03-11,68882655921
2024-03-12,69170502255
2024-03-13,69334985875
2024-03-14,68909641515
2024-03-15,68802984167
2024-03-18,68910926543
2024-03-19,69242463839
2024-03-20,70221655388
2024-03-21,72043825489
2024-03-22,71304934228
2024-03-25,70744661898
2024-03-26,70568613024
2024-03-27,71711003165
2024-03-28,71420586774
2024-04-01,70806343256
2024-04-02,70347588160
2024-04-03,71777824635
2024-04-04,71402596378
2024-04-05,72818697542
2024-04-08,72723605450
2024-04-09,72135062497
2024-04-10,71366615586
2024-04-11,71420586774
2024-04-12,70717676304
2024-04-15,69824581650
2024-04-16,69923528827
2024-04-17,69464773731
2024-04-18,69146086718
2024-04-19,68704036990
2024-04-22,69355546328
2024-04-23,70727956531
2024-04-24,70207520077
2024-04-25,70596883646
2024-04-26,71144305693
2024-04-29,71247107956
2024-04-30,70022476005
2024-05-01,69771895490
2024-05-02,68193880763
2024-05-03,68900646317
2024-05-06,70778072634
2024-05-07,70699685909
2024-05-08,71307504285
2024-05-09,72050250631
2024-05-10,72106791875
2024-05-13,70808913312
2024-05-14,70599453703
2024-05-15,71096759647
2024-05-16,69325990677
2024-05-17,70048176571
2024-05-20,70419549744
2024-05-21,70274341548
2024-05-22,70171539285
2024-05-23,67665734139
2024-05-24,68084653359
2024-05-28,67661879055
2024-05-29,67231394581
2024-05-30,67394593172
2024-05-31,68301823138
2024-06-03,65932230990
2024-06-04,65851274208
2024-06-05,67232679609
2024-06-06,66207227042
2024-06-07,66325449643
2024-06-10,67592487528
2024-06-11,67206979044
2024-06-12,68486867210
2024-06-13,67965145729
2024-06-14,64675473332
2024-06-17,65026286052
2024-06-18,65129088315
2024-06-20,65278151595
2024-06-21,64785985764
2024-06-24,65573708100
2024-06-25,64932478988
2024-06-26,64589376437
2024-06-27,64793695934
2024-06-28,64998015430
2024-07-01,64381201856
2024-07-02,65540297364
2024-07-03,65885969972
2024-07-05,64958179554
2024-07-08,65378383801
2024-07-09,65366818547
2024-07-10,67228824524
2024-07-11,67870053636
2024-07-12,69121671181
2024-07-15,70000630524
2024-07-16,73076988227
2024-07-17,71696867854
2024-07-18,70377143810
2024-07-19,69989065270
2024-07-22,70948981395
2024-07-23,70889870094
2024-07-24,68011406747
2024-07-25,70050746627
2024-07-26,71268953437
2024-07-29,70486371214
2024-07-30,70832043821
2024-07-31,72110646960
2024-08-01,68689901679
2024-08-02,66630001346
2024-08-05,65062266844
2024-08-06,66569378483
2024-08-07,65860017900
2024-08-08,73002456524
2024-08-09,73224774243
