,C
2004-08-25,236699490000
2004-08-26,237517458000
2004-08-27,238846656000
2004-08-30,237261843000
2004-08-31,238130934000
2004-09-01,237466335000
2004-09-02,240226977000
2004-09-03,239460132000
2004-09-07,241351683000
2004-09-08,239357886000
2004-09-09,240022485000
2004-09-10,241505052000
2004-09-13,240278100000
2004-09-14,241249437000
2004-09-15,240175854000
2004-09-16,241198314000
2004-09-17,240022485000
2004-09-20,232098420000
2004-09-21,233376495000
2004-09-22,226883874000
2004-09-23,224327724000
2004-09-24,225708045000
2004-09-27,222947403000
2004-09-28,226526013000
2004-09-29,228519810000
2004-09-30,225912048000
2004-10-01,229752348000
2004-10-04,229035492000
2004-10-05,227960208000
2004-10-06,229086696000
2004-10-07,229189104000
2004-10-08,228165024000
2004-10-11,229701144000
2004-10-12,229393920000
2004-10-13,225860844000
2004-10-14,223761480000
2004-10-15,224990376000
2004-10-18,226424088000
2004-10-19,223198236000
2004-10-20,221662116000
2004-10-21,219921180000
2004-10-22,217924224000
2004-10-25,218026632000
2004-10-26,221918136000
2004-10-27,225041580000
2004-10-28,226628904000
2004-10-29,227192148000
2004-11-01,226884924000
2004-11-02,229905960000
2004-11-03,231902916000
2004-11-04,235999236000
2004-11-05,236204052000
2004-11-08,236818500000
2004-11-09,236613684000
2004-11-10,235794420000
2004-11-11,236869704000
2004-11-12,241017228000
2004-11-15,238969068000
2004-11-16,235794420000
2004-11-17,236460072000
2004-11-18,235077564000
2004-11-19,231186060000
2004-11-22,231288468000
2004-11-23,231493284000
2004-11-24,233080608000
2004-11-26,232568568000
2004-11-29,230213184000
2004-11-30,229137900000
2004-12-01,235231176000
2004-12-02,234309504000
2004-12-03,233746260000
2004-12-06,236408868000
2004-12-07,235538400000
2004-12-08,237023316000
2004-12-09,237791376000
2004-12-10,235077564000
2004-12-13,239481108000
2004-12-14,239993148000
2004-12-15,242246124000
2004-12-16,240914820000
2004-12-17,238713048000
2004-12-20,239071476000
2004-12-21,241631676000
2004-12-22,247366524000
2004-12-23,249619500000
2004-12-27,247366524000
2004-12-28,247571340000
2004-12-29,245830404000
2004-12-30,245932812000
2004-12-31,247322394000
2005-01-03,247784391000
2005-01-04,245679738000
2005-01-05,248759718000
2005-01-06,251172369000
2005-01-07,249735045000
2005-01-10,248143722000
2005-01-11,247527726000
2005-01-12,246757731000
2005-01-13,244345080000
2005-01-14,243883083000
2005-01-18,247271061000
2005-01-19,246603732000
2005-01-20,245217741000
2005-01-21,246039069000
2005-01-24,248246388000
2005-01-25,249016383000
2005-01-26,248862384000
2005-01-27,249273048000
2005-01-28,248349054000
2005-01-31,251788365000
2005-02-01,253995684000
2005-02-02,255022344000
2005-02-03,252301695000
2005-02-04,255535674000
2005-02-07,255279009000
2005-02-08,253995684000
2005-02-09,252455694000
2005-02-10,251429034000
2005-02-11,253585020000
2005-02-14,252815025000
2005-02-15,253585020000
2005-02-16,252455694000
2005-02-17,250505040000
2005-02-18,249324381000
2005-02-22,246141735000
2005-02-23,248349054000
2005-02-24,247938390000
2005-02-25,247835724000
2005-02-28,244961076000
2005-03-01,245782404000
2005-03-02,247065729000
2005-03-03,246244401000
2005-03-04,248451720000
2005-03-07,248811051000
2005-03-08,248811051000
2005-03-09,245782404000
2005-03-10,247168395000
2005-03-11,245320407000
2005-03-14,247527726000
2005-03-15,245371740000
2005-03-16,243164421000
2005-03-17,242497092000
2005-03-18,240495105000
2005-03-21,234899808000
2005-03-22,228123852000
2005-03-23,228175185000
2005-03-24,228534516000
2005-03-28,229817841000
2005-03-29,227661855000
2005-03-30,230587836000
2005-03-31,230052354000
2005-04-01,228414242000
2005-04-04,228260669000
2005-04-05,230052354000
2005-04-06,231127365000
2005-04-07,232714286000
2005-04-08,232407140000
2005-04-11,233482151000
2005-04-12,237782195000
2005-04-13,234505971000
2005-04-14,232407140000
2005-04-15,234198825000
2005-04-18,236553611000
2005-04-19,237270285000
2005-04-20,236144083000
2005-04-21,236860757000
2005-04-22,237116712000
2005-04-25,239471498000
2005-04-26,238652442000
2005-04-27,240853655000
2005-04-28,236451229000
2005-04-29,240392936000
2005-05-02,238191723000
2005-05-03,239573880000
2005-05-04,240444127000
2005-05-05,239983408000
2005-05-06,238498869000
2005-05-09,239829835000
2005-05-10,237423858000
2005-05-11,239061970000
2005-05-12,237577431000
2005-05-13,235017881000
2005-05-16,239573880000
2005-05-17,241416756000
2005-05-18,244385834000
2005-05-19,244897744000
2005-05-20,244692980000
2005-05-23,243669160000
2005-05-24,244232261000
2005-05-25,242901295000
2005-05-26,242542958000
2005-05-27,242031048000
2005-05-31,241160801000
2005-06-01,244283452000
2005-06-02,244232261000
2005-06-03,243464396000
2005-06-06,244129879000
2005-06-07,243976306000
2005-06-08,244437025000
2005-06-09,244078688000
2005-06-10,243873924000
2005-06-13,243669160000
2005-06-14,242696531000
2005-06-15,242645340000
2005-06-16,243362014000
2005-06-17,242952486000
2005-06-20,242491767000
2005-06-21,242235812000
2005-06-22,242850104000
2005-06-23,239983408000
2005-06-24,240341745000
2005-06-27,239420307000
2005-06-28,240700082000
2005-06-29,239471498000
2005-06-30,233845209000
2005-07-01,233491128000
2005-07-05,235008618000
2005-07-06,234199290000
2005-07-07,234047541000
2005-07-08,235261533000
2005-07-11,233238213000
2005-07-12,232681800000
2005-07-13,231366642000
2005-07-14,235210950000
2005-07-15,234806286000
2005-07-18,227623500000
2005-07-19,224588520000
2005-07-20,223627443000
2005-07-21,223323945000
2005-07-22,224689686000
2005-07-25,225246099000
2005-07-26,225600180000
2005-07-27,224537937000
2005-07-28,221857038000
2005-07-29,220036050000
2005-08-01,221047710000
2005-08-02,222919281000
2005-08-03,222818115000
2005-08-04,222160536000
2005-08-05,220693629000
2005-08-08,219024390000
2005-08-09,220541880000
2005-08-10,219024390000
2005-08-11,220086633000
2005-08-12,220643046000
2005-08-15,221502957000
2005-08-16,223273362000
2005-08-17,223071030000
2005-08-18,223627443000
2005-08-19,223374528000
2005-08-22,223576860000
2005-08-23,220339548000
2005-08-24,217759815000
2005-08-25,218882757600
2005-08-26,218012730000
2005-08-29,220238382000
2005-08-30,218822058000
2005-08-31,221401791000
2005-09-01,221098293000
2005-09-02,221958204000
2005-09-06,224082690000
2005-09-07,224892018000
2005-09-08,224790852000
2005-09-09,225650763000
2005-09-12,227674083000
2005-09-13,228129330000
2005-09-14,227522334000
2005-09-15,227775249000
2005-09-16,229899735000
2005-09-19,229444488000
2005-09-20,228382245000
2005-09-21,226713006000
2005-09-22,228533994000
2005-09-23,228837492000
2005-09-26,228078747000
2005-09-27,228078747000
2005-09-28,228533994000
2005-09-29,230860812000
2005-09-30,223990264000
2005-10-03,223941057000
2005-10-04,223104538000
2005-10-05,222760089000
2005-10-06,223547401000
2005-10-07,223448987000
2005-10-10,222563261000
2005-10-11,220447360000
2005-10-12,219463220000
2005-10-13,220053704000
2005-10-14,221628328000
2005-10-17,220496567000
2005-10-18,218774322000
2005-10-19,220890223000
2005-10-20,218183838000
2005-10-21,218036217000
2005-10-24,221677535000
2005-10-25,222268019000
2005-10-26,224629955000
2005-10-27,223448987000
2005-10-28,225860130000
2005-10-31,225269646000
2005-11-01,223399780000
2005-11-02,224137885000
2005-11-03,223645815000
2005-11-04,224383920000
2005-11-07,228468101000
2005-11-08,229304620000
2005-11-09,230387174000
2005-11-10,234865011000
2005-11-11,236193600000
2005-11-14,237374568000
2005-11-15,234520562000
2005-11-16,234668183000
2005-11-17,235898358000
2005-11-18,238211087000
2005-11-21,238703157000
2005-11-22,240720644000
2005-11-23,242787338000
2005-11-25,243673064000
2005-11-28,242590510000
2005-11-29,241557163000
2005-11-30,238899985000
2005-12-01,240376195000
2005-12-02,239982539000
2005-12-05,240376195000
2005-12-06,240573023000
2005-12-07,239638090000
2005-12-08,238653950000
2005-12-09,240671437000
2005-12-12,239539676000
2005-12-13,243279408000
2005-12-14,244263548000
2005-12-15,241606370000
2005-12-16,242934959000
2005-12-19,241950819000
2005-12-20,242147647000
2005-12-21,242442889000
2005-12-22,242049233000
2005-12-23,242295268000
2005-12-27,239392055000
2005-12-28,238506329000
2005-12-29,239047606000
2005-12-30,238801571000
2006-01-03,242541303000
2006-01-04,238063466000
2006-01-05,239244434000
2006-01-06,239244434000
2006-01-09,238112673000
2006-01-10,238850778000
2006-01-11,241015886000
2006-01-12,241261921000
2006-01-13,240720644000
2006-01-17,238309501000
2006-01-18,237965052000
2006-01-19,235898358000
2006-01-20,224826783000
2006-01-23,226352200000
2006-01-24,226401407000
2006-01-25,227483961000
2006-01-26,231322107000
2006-01-27,230633209000
2006-01-30,230387174000
2006-01-31,229206206000
2006-02-01,227976031000
2006-02-02,222317226000
2006-02-03,221726742000
2006-02-06,222268019000
2006-02-07,221677535000
2006-02-08,223202952000
2006-02-09,225318853000
2006-02-10,226155372000
2006-02-13,224777576000
2006-02-14,226942684000
2006-02-15,227582375000
2006-02-16,228517308000
2006-02-17,227533168000
2006-02-21,227188719000
2006-02-22,230682416000
2006-02-23,230288760000
2006-02-24,230534795000
2006-02-27,230190346000
2006-02-28,228172859000
2006-03-01,228960171000
2006-03-02,226598235000
2006-03-03,225958544000
2006-03-06,226795063000
2006-03-07,228320480000
2006-03-08,229698276000
2006-03-09,228763343000
2006-03-10,231223693000
2006-03-13,230485588000
2006-03-14,232158626000
2006-03-15,231322107000
2006-03-16,232847524000
2006-03-17,233290387000
2006-03-20,233241180000
2006-03-21,232355454000
2006-03-22,234569769000
2006-03-23,235061839000
2006-03-24,235258667000
2006-03-27,234422148000
2006-03-28,234225320000
2006-03-29,234372941000
2006-03-30,232650696000
2006-03-31,231379770000
2006-04-03,232261590000
2006-04-04,236180790000
2006-04-05,236425740000
2006-04-06,234417150000
2006-04-07,233486340000
2006-04-10,234809070000
2006-04-11,232555530000
2006-04-12,233192400000
2006-04-13,235396950000
2006-04-17,236866650000
2006-04-18,237503520000
2006-04-19,236278770000
2006-04-20,236621700000
2006-04-21,235200990000
2006-04-24,235152000000
2006-04-25,232506540000
2006-04-26,233927250000
2006-04-27,235886850000
2006-04-28,244705050000
2006-05-01,242304540000
2006-05-02,242990400000
2006-05-03,244215150000
2006-05-04,241912620000
2006-05-05,246762630000
2006-05-08,245733840000
2006-05-09,246664650000
2006-05-10,246419700000
2006-05-11,242402520000
2006-05-12,240002010000
2006-05-15,242549490000
2006-05-16,242696460000
2006-05-17,239218170000
2006-05-18,238728270000
2006-05-19,239071200000
2006-05-22,239267160000
2006-05-23,237748470000
2006-05-24,238385340000
2006-05-25,240393930000
2006-05-26,242843430000
2006-05-30,240148980000
2006-05-31,241520700000
2006-06-01,244117170000
2006-06-02,245635860000
2006-06-05,243088380000
2006-06-06,243774240000
2006-06-07,244705050000
2006-06-08,244705050000
2006-06-09,243823230000
2006-06-12,241667670000
2006-06-13,236180790000
2006-06-14,234172200000
2006-06-15,238483320000
2006-06-16,236915640000
2006-06-19,234270180000
2006-06-20,235200990000
2006-06-21,236964630000
2006-06-22,235984830000
2006-06-23,233878260000
2006-06-26,236621700000
2006-06-27,233976240000
2006-06-28,234417150000
2006-06-29,239365140000
2006-06-30,235242875000
2006-07-03,238753235000
2006-07-05,238948255000
2006-07-06,240215885000
2006-07-07,239289540000
2006-07-10,240557170000
2006-07-11,241824800000
2006-07-12,238070665000
2006-07-13,233390185000
2006-07-14,231976290000
2006-07-17,226223200000
2006-07-18,226954525000
2006-07-19,230367375000
2006-07-20,229684805000
2006-07-21,228807215000
2006-07-24,231391230000
2006-07-25,231342475000
2006-07-26,231732515000
2006-07-27,230659905000
2006-07-28,235632915000
2006-07-31,235535405000
2006-08-01,236510505000
2006-08-02,237534360000
2006-08-03,236315485000
2006-08-04,236461750000
2006-08-07,235145365000
2006-08-08,235535405000
2006-08-09,233195165000
2006-08-10,233877735000
2006-08-11,232268820000
2006-08-14,232658860000
2006-08-15,236022955000
2006-08-16,236608015000
2006-08-17,236803035000
2006-08-18,236949300000
2006-08-21,236412995000
2006-08-22,236071710000
2006-08-23,236851790000
2006-08-24,237534360000
2006-08-25,237144320000
2006-08-28,239484560000
2006-08-29,240167130000
2006-08-30,241434760000
2006-08-31,240605925000
2006-09-01,240703435000
2006-09-05,240947210000
2006-09-06,239533315000
2006-09-07,236705525000
2006-09-08,237534360000
2006-09-11,238509460000
2006-09-12,238850745000
2006-09-13,240362150000
2006-09-14,240313395000
2006-09-15,239825845000
2006-09-18,241776045000
2006-09-19,242312350000
2006-09-20,243287450000
2006-09-21,242556125000
2006-09-22,241337250000
2006-09-25,244165040000
2006-09-26,244896365000
2006-09-27,243628735000
2006-09-28,243433715000
2006-09-29,242166085000
2006-10-02,240224460000
2006-10-03,243136860000
2006-10-04,247699620000
2006-10-05,247505460000
2006-10-06,247796700000
2006-10-09,247942320000
2006-10-10,246680280000
2006-10-11,244544520000
2006-10-12,243573720000
2006-10-13,244544520000
2006-10-16,243428100000
2006-10-17,242942700000
2006-10-18,243622260000
2006-10-19,242068980000
2006-10-20,242263140000
2006-10-23,245709480000
2006-10-24,244981380000
2006-10-25,246922980000
2006-10-26,246728820000
2006-10-27,244447440000
2006-10-30,243282480000
2006-10-31,243476640000
2006-11-01,243136860000
2006-11-02,241437960000
2006-11-03,240709860000
2006-11-06,243767880000
2006-11-07,245029920000
2006-11-08,245466780000
2006-11-09,245660940000
2006-11-10,245758020000
2006-11-13,246049260000
2006-11-14,246340500000
2006-11-15,244981380000
2006-11-16,245903640000
2006-11-17,246583200000
2006-11-20,246243420000
2006-11-21,245660940000
2006-11-22,246437580000
2006-11-24,244204740000
2006-11-27,242166060000
2006-11-28,240564240000
2006-11-29,242020440000
2006-11-30,240709860000
2006-12-01,239690520000
2006-12-04,242700000000
2006-12-05,245175540000
2006-12-06,246486120000
2006-12-07,246146340000
2006-12-08,251679900000
2006-12-11,256679519999
2006-12-12,253621500000
2006-12-13,253961280000
2006-12-14,257795940000
2006-12-15,262455780000
2006-12-18,269105760000
2006-12-19,268086419999
2006-12-20,267746640000
2006-12-21,265805040000
2006-12-22,264785700000
2006-12-26,267552480000
2006-12-27,273814140000
2006-12-28,271241519999
2006-12-29,270367800000
2007-01-03,269454250000
2007-01-04,268527620000
2007-01-05,267113290000
2007-01-08,268478850000
2007-01-09,266137890000
2007-01-10,263992009999
2007-01-11,264187090000
2007-01-12,265211259999
2007-01-16,267113290000
2007-01-17,265260030000
2007-01-18,265260030000
2007-01-19,265796500000
2007-01-22,266674359999
2007-01-23,265747730000
2007-01-24,267405909999
2007-01-25,263016609999
2007-01-26,266625590000
2007-01-29,263650620000
2007-01-30,264674790000
2007-01-31,268869009999
2007-02-01,266918209999
2007-02-02,266576820000
2007-02-05,267015750000
2007-02-06,267991150000
2007-02-07,267991150000
2007-02-08,265503880000
2007-02-09,260431800000
2007-02-12,260578109999
2007-02-13,261943670000
2007-02-14,264235859999
2007-02-15,264382170000
2007-02-16,263845700000
2007-02-20,264284630000
2007-02-21,262138750000
2007-02-22,261358430000
2007-02-23,262236290000
2007-02-26,256920359999
2007-02-27,246776200000
2007-02-28,245654490000
2007-03-01,249117160000
2007-03-02,243703690000
2007-03-05,240192250000
2007-03-06,246678660000
2007-03-07,244922940000
2007-03-08,246288500000
2007-03-09,245459410000
2007-03-12,245605720000
2007-03-13,237753750000
2007-03-14,239363160000
2007-03-15,244484010000
2007-03-16,241557810000
2007-03-19,244142620000
2007-03-20,246971280000
2007-03-21,253750309999
2007-03-22,252823680000
2007-03-23,252238440000
2007-03-26,251360580000
2007-03-27,249019620000
2007-03-28,248531920000
2007-03-29,250677800000
2007-03-30,250385180000
2007-04-02,250058215000
2007-04-03,251821603000
2007-04-04,251576688000
2007-04-05,252605331000
2007-04-09,252654313999
2007-04-10,256670920000
2007-04-11,253731940000
2007-04-12,252997195000
2007-04-13,252752280000
2007-04-16,259267018999
2007-04-17,257307698999
2007-04-18,259560917000
2007-04-19,260050747000
2007-04-20,261667186000
2007-04-23,260148713000
2007-04-24,258679223000
2007-04-25,263528540000
2007-04-26,262352948000
2007-04-27,261422271000
2007-04-30,262646846000
2007-05-01,265487860000
2007-05-02,265977690000
2007-05-03,264263285000
2007-05-04,264949047000
2007-05-07,263920403999
2007-05-08,263136676000
2007-05-09,265095996000
2007-05-10,260589560000
2007-05-11,260148713000
2007-05-14,258924138000
2007-05-15,258581257000
2007-05-16,268965653000
2007-05-17,268426840000
2007-05-18,269406500000
2007-05-21,268622772000
2007-05-22,269798363999
2007-05-23,269455483000
2007-05-24,269063618999
2007-05-25,269994296000
2007-05-29,268965653000
2007-05-30,270386160000
2007-05-31,266908367000
2007-06-01,267006333000
2007-06-04,265242945000
2007-06-05,264018370000
2007-06-06,261226338999
2007-06-07,257258716000
2007-06-08,261226338999
2007-06-11,261912101000
2007-06-12,257650580000
2007-06-13,262940743999
2007-06-14,262891761000
2007-06-15,264410233999
2007-06-18,264312268000
2007-06-19,265781758000
2007-06-20,261765152000
2007-06-21,262842778000
2007-06-22,256719903000
2007-06-25,253193127000
2007-06-26,250548045000
2007-06-27,253780923000
2007-06-28,253780923000
2007-06-29,251233807000
2007-07-02,253867404000
2007-07-03,254948946000
2007-07-05,253179150000
2007-07-06,254162370000
2007-07-09,253670760000
2007-07-10,250721100000
2007-07-11,252736701000
2007-07-12,259766724000
2007-07-13,258193572000
2007-07-16,256571259000
2007-07-17,257898606000
2007-07-18,253670760000
2007-07-19,251360193000
2007-07-20,249393753000
2007-07-23,250032846000
2007-07-24,242412891000
2007-07-25,241931113200
2007-07-26,235038741000
2007-07-27,230909217000
2007-07-30,231990759000
2007-07-31,228942777000
2007-08-01,230319285000
2007-08-02,232236564000
2007-08-03,224764092000
2007-08-06,237693435000
2007-08-07,238873299000
2007-08-08,243297789000
2007-08-09,230565090000
2007-08-10,231056700000
2007-08-13,228795294000
2007-08-14,224469126000
2007-08-15,224223321000
2007-08-16,233760555000
2007-08-17,239954841000
2007-08-20,237890079000
2007-08-21,236267766000
2007-08-22,238086723000
2007-08-23,237693435000
2007-08-24,238430850000
2007-08-27,234940419000
2007-08-28,226828854000
2007-08-29,230810895000
2007-08-30,227271303000
2007-08-31,230466768000
2007-09-04,232089081000
2007-09-05,226140600000
2007-09-06,224469126000
2007-09-07,223584228000
2007-09-10,222699330000
2007-09-11,226189761000
2007-09-12,224960736000
2007-09-13,227910396000
2007-09-14,229286904000
2007-09-17,226288083000
2007-09-18,237791757000
2007-09-19,237300147000
2007-09-20,232039920000
2007-09-21,233563911000
2007-09-24,229041099000
2007-09-25,227664591000
2007-09-26,228844455000
2007-09-27,230466768000
2007-09-28,229434387000
2007-10-01,235350268000
2007-10-02,236040734000
2007-10-03,236188691000
2007-10-04,234906397000
2007-10-05,238210770000
2007-10-08,235744820000
2007-10-09,234857078000
2007-10-10,232489766000
2007-10-11,238309408000
2007-10-12,236090053000
2007-10-15,228051056000
2007-10-16,220899801000
2007-10-17,220258654000
2007-10-18,216165177000
2007-10-19,208915284000
2007-10-22,210148259000
2007-10-23,209309836000
2007-10-24,206252058000
2007-10-25,203342237000
2007-10-26,210246897000
2007-10-29,210542811000
2007-10-30,207682309000
2007-10-31,206646610000
2007-11-01,189927469000
2007-11-02,186080587000
2007-11-05,177055210000
2007-11-06,173011052000
2007-11-07,164774779000
2007-11-08,162259510000
2007-11-09,163245890000
2007-11-12,165563883000
2007-11-13,177055210000
2007-11-14,177745676000
2007-11-15,170545102000
2007-11-16,167684600000
2007-11-19,157820800000
2007-11-20,154861660000
2007-11-21,151557287000
2007-11-23,156341230000
2007-11-26,151409330000
2007-11-27,149535208000
2007-11-28,159251051000
2007-11-29,159251051000
2007-11-30,164232270000
2007-12-03,163048614000
2007-12-04,160533345000
2007-12-05,166155711000
2007-12-06,169410765000
2007-12-07,169213489000
2007-12-10,171482163000
2007-12-11,163887037000
2007-12-12,155206893000
2007-12-13,152938219000
2007-12-14,151409330000
2007-12-17,151754563000
2007-12-18,149831122000
2007-12-19,148992699000
2007-12-20,147414491000
2007-12-21,149140656000
2007-12-24,152790262000
2007-12-26,150176355000
2007-12-27,145786964000
2007-12-28,144455351000
2007-12-31,149720064000
2008-01-02,147075552000
2008-01-03,147126408000
2008-01-04,143617344000
2008-01-07,143719056000
2008-01-08,138023184000
2008-01-09,139803144000
2008-01-10,142956216000
2008-01-11,145244736000
2008-01-14,147787536000
2008-01-15,137006063999
2008-01-16,133446143999
2008-01-17,126936576000
2008-01-18,124342920000
2008-01-22,124088640000
2008-01-23,134056416000
2008-01-24,138989448000
2008-01-25,135480383999
2008-01-28,140616840000
2008-01-29,141939096000
2008-01-30,141786528000
2008-01-31,143261352000
2008-02-01,150991464000
2008-02-04,148601232000
2008-02-05,137565480000
2008-02-06,136904352000
2008-02-07,135785520000
2008-02-08,132378168000
2008-02-11,131259336000
2008-02-12,133293576000
2008-02-13,133954703999
2008-02-14,130903343999
2008-02-15,129581088000
2008-02-19,128767392000
2008-02-20,129631944000
2008-02-21,127394280000
2008-02-22,127750272000
2008-02-25,125817744000
2008-02-26,126885720000
2008-02-27,130801632000
2008-02-28,127190856000
2008-02-29,120579576000
2008-03-03,117426504000
2008-03-04,112391760000
2008-03-05,112646040000
2008-03-06,107662152000
2008-03-07,106339896000
2008-03-10,100135464000
2008-03-11,109289544000
2008-03-12,107865576000
2008-03-13,107153592000
2008-03-14,100593168000
2008-03-17,94693872000
2008-03-18,105322776000
2008-03-19,103797096000
2008-03-20,114426000000
2008-03-24,118341912000
2008-03-25,119104752000
2008-03-26,112137480000
2008-03-27,110815224000
2008-03-28,105933048000
2008-03-31,113256108000
2008-04-01,126051616000
2008-04-02,127003348000
2008-04-03,128801064000
2008-04-04,127320592000
2008-04-07,130070040000
2008-04-08,125628624000
2008-04-09,124676892000
2008-04-10,125364254000
2008-04-11,123513664000
2008-04-14,119019374000
2008-04-15,120552720000
2008-04-16,123936656000
2008-04-17,127056222000
2008-04-18,132766614000
2008-04-21,132343622000
2008-04-22,132819488000
2008-04-23,130228662000
2008-04-24,136203424000
2008-04-25,140644840000
2008-04-28,141755194000
2008-04-29,139164368000
2008-04-30,133612598000
2008-05-01,137419525999
2008-05-02,139534486000
2008-05-05,136150550000
2008-05-06,136785038000
2008-05-07,129435552000
2008-05-08,128483820000
2008-05-09,124941262000
2008-05-12,124994136000
2008-05-13,121768822000
2008-05-14,122932050000
2008-05-15,125470002000
2008-05-16,122244688000
2008-05-19,121557326000
2008-05-20,116904414000
2008-05-21,111352644000
2008-05-22,114842328000
2008-05-23,111669888000
2008-05-27,114525084000
2008-05-28,114207840000
2008-05-29,116534296000
2008-05-30,115741186000
2008-06-02,113467604000
2008-06-03,113256108000
2008-06-04,111458392000
2008-06-05,112198628000
2008-06-06,106065244000
2008-06-09,103633040000
2008-06-10,107122724000
2008-06-11,101570954000
2008-06-12,105166386000
2008-06-13,108285952000
2008-06-16,110136542000
2008-06-17,108180204000
2008-06-18,107862960000
2008-06-19,106646858000
2008-06-20,102046820000
2008-06-23,98081270000
2008-06-24,99667490000
2008-06-25,99667490000
2008-06-26,93428358000
2008-06-27,91207650000
2008-06-30,89528568000
2008-07-01,91505034000
2008-07-02,89955912000
2008-07-03,89849076000
2008-07-07,87605520000
2008-07-08,92893902000
2008-07-09,87819192000
2008-07-10,86964504000
2008-07-11,86483742000
2008-07-14,81302196000
2008-07-15,77776608000
2008-07-16,87979446000
2008-07-17,95992146000
2008-07-18,103363830000
2008-07-21,105180042000
2008-07-22,111590202000
2008-07-23,112818816000
2008-07-24,101814708000
2008-07-25,100692930000
2008-07-28,93107574000
2008-07-29,98556210000
2008-07-30,100479258000
2008-07-31,99838242000
2008-08-01,100799766000
2008-08-04,100586094000
2008-08-05,106408656000
2008-08-06,105233460000
2008-08-07,98663046000
2008-08-08,103577502000
2008-08-11,105874476000
2008-08-12,99036972000
2008-08-13,95137458000
2008-08-14,96579744000
2008-08-15,99090390000
2008-08-18,94122516000
2008-08-19,91825542000
2008-08-20,93428082000
2008-08-21,93321246000
2008-08-22,96900252000
2008-08-25,94069098000
2008-08-26,95297712000
2008-08-27,96793416000
2008-08-28,101921544000
2008-08-29,101440782000
2008-09-02,102081798000
2008-09-03,104752698000
2008-09-04,97754940000
2008-09-05,101868126000
2008-09-08,108545376000
2008-09-09,100853184000
2008-09-10,99784824000
2008-09-11,99410898000
2008-09-12,95938728000
2008-09-15,81409032000
2008-09-16,84133350000
2008-09-17,74945454000
2008-09-18,88940970000
2008-09-19,110308170000
2008-09-22,106889418000
2008-09-23,106782582000
2008-09-24,101280528000
2008-09-25,103684338000
2008-09-26,107637270000
2008-09-29,94816950000
2008-09-30,109660817000
2008-10-01,122974100000
2008-10-02,120300750000
2008-10-03,98111945000
2008-10-06,93086047000
2008-10-07,81002505000
2008-10-08,76992480000
2008-10-09,69132831000
2008-10-10,75441937000
2008-10-13,84210525000
2008-10-14,99555554000
2008-10-15,86776941000
2008-10-16,85012530000
2008-10-17,79558896000
2008-10-20,80681703000
2008-10-21,75816206000
2008-10-22,71218044000
2008-10-23,70095237000
2008-10-24,64908938000
2008-10-27,62716791000
2008-10-28,71699247000
2008-10-29,69025897000
2008-10-30,70095237000
2008-10-31,72982455000
2008-11-03,74800333000
2008-11-04,78489556000
2008-11-05,67528821000
2008-11-06,61593984000
2008-11-07,63197994000
2008-11-10,59936507000
2008-11-11,57744360000
2008-11-12,51542188000
2008-11-13,50526315000
2008-11-14,50900584000
2008-11-17,47532163000
2008-11-18,44698412000
2008-11-19,34218880000
2008-11-20,25182957000
2008-11-21,20157059000
2008-11-24,31812865000
2008-11-25,32507936000
2008-11-26,37694235000
2008-11-28,44324143000
2008-12-01,34486215000
2008-12-02,38603174000
2008-12-03,41811194000
2008-12-04,39565580000
2008-12-05,41223057000
2008-12-08,45286549000
2008-12-09,45660818000
2008-12-10,44377610000
2008-12-11,40474519000
2008-12-12,41169590000
2008-12-15,39565580000
2008-12-16,44003341000
2008-12-17,41864661000
2008-12-18,39725981000
2008-12-19,37533834000
2008-12-22,36090225000
2008-12-23,34860484000
2008-12-24,36250626000
2008-12-26,35983291000
2008-12-29,35127819000
2008-12-30,36357560000
2008-12-31,36133350000
2009-01-02,38448900000
2009-01-05,38125800000
2009-01-06,40172100000
2009-01-07,38502750000
2009-01-08,38556600000
2009-01-09,36348750000
2009-01-12,30156000000
2009-01-13,31771500000
2009-01-14,24394050000
2009-01-15,20624550000
2009-01-16,18847500000
2009-01-20,15078000000
2009-01-21,19762950000
2009-01-22,16747350000
2009-01-23,18685950000
2009-01-26,17932050000
2009-01-27,19116750000
2009-01-28,22670850000
2009-01-29,21001500000
2009-01-30,19116750000
2009-02-02,19655250000
2009-02-03,18632100000
2009-02-04,18793650000
2009-02-05,19009050000
2009-02-06,21055350000
2009-02-09,21270750000
2009-02-10,18039750000
2009-02-11,19870650000
2009-02-12,19439850000
2009-02-13,18793650000
2009-02-17,16478100000
2009-02-18,15670350000
2009-02-19,13516350000
2009-02-20,10500750000
2009-02-23,11523900000
2009-02-24,14001000000
2009-02-25,13570200000
2009-02-26,13247100000
2009-02-27,8077500000
2009-03-02,6462000000
2009-03-03,6569700000
2009-03-04,6085050000
2009-03-05,5492700000
2009-03-06,5546550000
2009-03-09,5654250000
2009-03-10,7808250000
2009-03-11,8292900000
2009-03-12,8992950000
2009-03-13,9585300000
2009-03-16,12547050000
2009-03-17,13516350000
2009-03-18,16585800000
2009-03-19,14001000000
2009-03-20,14108700000
2009-03-23,16855050000
2009-03-24,16208850000
2009-03-25,15885750000
2009-03-26,15131850000
2009-03-27,14108700000
2009-03-30,12439350000
2009-03-31,13660735000
2009-04-01,14470660000
2009-04-02,14794630000
2009-04-03,15388575000
2009-04-06,14686640000
2009-04-07,14902620000
2009-04-08,14578650000
2009-04-09,16414480000
2009-04-13,20518100000
