,C
2023-03-07,99273980000
2023-03-08,98496580000
2023-03-09,94454100000
2023-03-10,93948790000
2023-03-13,86952190000
2023-03-14,92121900000
2023-03-15,87107670000
2023-03-16,88662470000
2023-03-17,85999875000
2023-03-20,85688915000
2023-03-21,87593545000
2023-03-22,84950385000
2023-03-23,84445075000
2023-03-24,83784285000
2023-03-27,87029930000
2023-03-28,87885070000
2023-03-29,89303825000
2023-03-30,89537045000
2023-03-31,91097892000
2023-04-03,90748188000
2023-04-04,89543652000
2023-04-05,88921956000
2023-04-06,89096808000
2023-04-10,90379056000
2023-04-11,91700160000
2023-04-12,91156176000
2023-04-13,91894440000
2023-04-14,96285168000
2023-04-17,96537732000
2023-04-18,97295424000
2023-04-19,97917120000
2023-04-20,95974320000
2023-04-21,95255484000
2023-04-24,95255484000
2023-04-25,93060120000
2023-04-26,91039608000
2023-04-27,91369884000
2023-04-28,91447596000
2023-05-01,91797300000
2023-05-02,89368800000
2023-05-03,88727676000
2023-05-04,87231720000
2023-05-05,89990496000
2023-05-08,90068208000
2023-05-09,90379056000
2023-05-10,90087636000
2023-05-11,89427084000
2023-05-12,88300260000
2023-05-15,89465940000
2023-05-16,87969984000
2023-05-17,91467024000
2023-05-18,90126492000
2023-05-19,88805388000
2023-05-22,88960812000
2023-05-23,89193948000
2023-05-24,86435172000
2023-05-25,85930044000
2023-05-26,86648880000
2023-05-30,86843160000
2023-05-31,86104896000
2023-06-01,87115152000
2023-06-02,89990496000
2023-06-05,89835072000
2023-06-06,91739016000
2023-06-07,93273828000
2023-06-08,93448680000
2023-06-09,93837240000
2023-06-12,94128660000
2023-06-13,94594932000
2023-06-14,93720672000
2023-06-15,94342368000
2023-06-16,93623532000
2023-06-20,92496708000
2023-06-21,92108148000
2023-06-22,90592764000
2023-06-23,89407656000
2023-06-26,89835072000
2023-06-27,90145920000
2023-06-28,89815644000
2023-06-29,89932212000
2023-06-30,88599376000
2023-07-03,89946456000
2023-07-05,90061920000
2023-07-06,87329272000
2023-07-07,88022056000
2023-07-10,87887348000
2023-07-11,89542332000
2023-07-12,91178072000
2023-07-13,91755392000
2023-07-14,88041300000
2023-07-17,89022744000
2023-07-18,90485288000
2023-07-19,91447488000
2023-07-20,91235804000
2023-07-21,90543020000
2023-07-24,91716904000
2023-07-25,90619996000
2023-07-26,91389756000
2023-07-27,92140272000
2023-07-28,91235804000
2023-07-31,91716904000
2023-08-01,90581508000
2023-08-02,89118964000
2023-08-03,88926524000
2023-08-04,87964324000
2023-08-07,88195252000
2023-08-08,86905904000
2023-08-09,85520336000
2023-08-10,85327896000
2023-08-11,85770508000
2023-08-14,84866040000
2023-08-15,83153324000
2023-08-16,82056416000
2023-08-17,81710024000
2023-08-18,81305900000
2023-08-21,80959508000
2023-08-22,78938888000
2023-08-23,79054352000
2023-08-24,79054352000
2023-08-25,79362256000
2023-08-28,79516208000
2023-08-29,80285968000
2023-08-30,79612428000
2023-08-31,79458476000
2023-09-01,80035796000
2023-09-05,79593184000
2023-09-06,79612428000
2023-09-07,78380812000
2023-09-08,78111396000
2023-09-11,78111396000
2023-09-12,80208992000
2023-09-13,81536828000
2023-09-14,83018616000
2023-09-15,82191124000
2023-09-18,82056416000
2023-09-19,82133392000
2023-09-20,81402120000
2023-09-21,80266724000
2023-09-22,78746448000
2023-09-25,78938888000
2023-09-26,77399368000
2023-09-27,77861224000
2023-09-28,79285280000
2023-09-29,79150572000
2023-10-02,77342850000
2023-10-03,76120642000
2023-10-04,76025157000
2023-10-05,76158836000
2023-10-06,77476529000
2023-10-09,77801178000
2023-10-10,79137968000
2023-10-11,79309841000
2023-10-12,79309841000
2023-10-13,79118871000
2023-10-16,78202215000
2023-10-17,78679640000
2023-10-18,77285559000
2023-10-19,76502582000
2023-10-20,75776896000
2023-10-23,74268233000
2023-10-24,74344621000
2023-10-25,73733517000
2023-10-26,75127598000
2023-10-27,73026928000
2023-10-30,74344621000
2023-10-31,75414053000
2023-11-01,75624120000
2023-11-02,78966095000
2023-11-03,80703922000
2023-11-06,80283788000
2023-11-07,80131012000
2023-11-08,79863654000
2023-11-09,79252550000
2023-11-10,80360176000
2023-11-13,81544190000
2023-11-14,84714292000
2023-11-15,85707336000
2023-11-16,85306299000
2023-11-17,86623992000
2023-11-20,86433022000
2023-11-21,86108373000
2023-11-22,85974694000
2023-11-24,86375731000
2023-11-27,86089276000
2023-11-28,85669142000
2023-11-29,87368775000
2023-11-30,88037170000
2023-12-01,90195131000
2023-12-04,90462489000
2023-12-05,89182990000
2023-12-06,91398242000
2023-12-07,92620450000
2023-12-08,93365233000
2023-12-11,91952055000
2023-12-12,91780182000
2023-12-13,94224598000
2023-12-14,95943328000
2023-12-15,95160351000
2023-12-18,94835702000
2023-12-19,97261021000
2023-12-20,95618679000
2023-12-21,96630820000
2023-12-22,97127342000
2023-12-26,98043998000
2023-12-27,98273162000
2023-12-28,98387744000
2023-12-29,98234968000
2024-01-02,101327616000
2024-01-03,102473856000
2024-01-04,102722208000
2024-01-05,103792032000
2024-01-08,103180704000
2024-01-09,102168192000
2024-01-10,101289408000
2024-01-11,99493632000
2024-01-12,100525248000
2024-01-16,99092448000
2024-01-17,98118144000
2024-01-18,97640544000
2024-01-19,98423808000
2024-01-22,100945536000
2024-01-23,101824320000
2024-01-24,101747904000
2024-01-25,102645792000
2024-01-26,102531168000
2024-01-29,103371744000
2024-01-30,109064736000
2024-01-31,107307168000
2024-02-01,107097024000
2024-02-02,106103616000
2024-02-05,104116800000
2024-02-06,103830240000
2024-02-07,104193216000
2024-02-08,103715616000
2024-02-09,103142496000
2024-02-12,103008768000
2024-02-13,100792704000
2024-02-14,103123392000
2024-02-15,105473184000
2024-02-16,104785440000
2024-02-20,105874368000
2024-02-21,105702432000
2024-02-22,106791360000
2024-02-23,106848672000
2024-02-26,105759744000
2024-02-27,106428384000
2024-02-28,105167520000
2024-02-29,106008096000
2024-03-01,106218240000
2024-03-04,107249856000
2024-03-05,107479104000
2024-03-06,109446816000
2024-03-07,110268288000
2024-03-08,109867104000
2024-03-11,109676064000
2024-03-12,109752480000
2024-03-13,110344704000
2024-03-14,109064736000
2024-03-15,110058144000
2024-03-18,112006752000
2024-03-19,112446144000
2024-03-20,114872352000
2024-03-21,117164832000
2024-03-22,116190528000
2024-03-25,116438880000
2024-03-26,117795264000
2024-03-27,119877600000
2024-03-28,120813696000
2024-04-01,121062642000
2024-04-02,119879868000
2024-04-03,117686013000
2024-04-04,116198007000
2024-04-05,117514320000
2024-04-08,117762321000
2024-04-09,117628782000
2024-04-10,114805386000
2024-04-11,115816467000
2024-04-12,113851536000
2024-04-15,111714912000
2024-04-16,108777054000
2024-04-17,110970909000
2024-04-18,111257064000
2024-04-19,112821378000
2024-04-22,116274315000
2024-04-23,119555559000
2024-04-24,119174019000
2024-04-25,117876783000
2024-04-26,119536482000
2024-04-29,118773402000
2024-04-30,116999241000
2024-05-01,117037395000
2024-05-02,117399858000
2024-05-03,117361704000
2024-05-06,119822637000
2024-05-07,118277400000
2024-05-08,119708175000
2024-05-09,120795564000
2024-05-10,121196181000
2024-05-13,120948180000
2024-05-14,121310643000
2024-05-15,122550647999
2024-05-16,122359878000
2024-05-17,122226338999
2024-05-20,120490332000
2024-05-21,123504497999
2024-05-22,121749414000
2024-05-23,120223254000
2024-05-24,121291566000
2024-05-28,119135865000
2024-05-29,118296477000
2024-05-30,118143861000
2024-05-31,118868787000
2024-06-03,118124784000
2024-06-04,116426931000
2024-06-05,117838629000
2024-06-06,118162938000
2024-06-07,117857706000
2024-06-10,117190011000
2024-06-11,112821378000
2024-06-12,114481077000
2024-06-13,114900771000
2024-06-14,113183841000
2024-06-17,114576462000
2024-06-18,115950006000
2024-06-20,115644774000
2024-06-21,114442923000
2024-06-24,117018318000
2024-06-25,117476166000
2024-06-26,116846625000
2024-06-27,117418935000
2024-06-28,121062642000
2024-07-01,121005411000
2024-07-02,123390036000
2024-07-03,122970341999
2024-07-05,122150031000
2024-07-08,123504497999
2024-07-09,126957435000
2024-07-10,127777746000
2024-07-11,125354966999
2024-07-12,123084804000
2024-07-15,124267578000
2024-07-16,128330979000
2024-07-17,128979597000
2024-07-18,123790653000
2024-07-19,124267578000
2024-07-22,123046650000
2024-07-23,123351882000
2024-07-24,121444182000
2024-07-25,122798649000
2024-07-26,124343886000
2024-07-29,122665110000
2024-07-30,125660199000
2024-07-31,123771575999
2024-08-01,120719256000
2024-08-02,112096452000
2024-08-05,107231817000
2024-08-06,107899512000
2024-08-07,107041047000
2024-08-08,110646600000
2024-08-09,110341368000
