,ENDP
2018-10-15,3921690440
2018-10-16,4105659900
2018-10-17,3825218650
2018-10-18,3935151620
2018-10-19,3932908090
2018-10-22,4051815179
2018-10-23,4067519890
2018-10-24,3672658610
2018-10-25,3730990390
2018-10-26,3656953900
2018-10-29,3697337440
2018-10-30,3746695100
2018-10-31,3800539820
2018-11-01,3831949239
2018-11-02,3854384540
2018-11-05,3773617460
2018-11-06,3845410420
2018-11-07,3596378590
2018-11-08,2959216070
2018-11-09,3026521970
2018-11-12,2956972540
2018-11-13,3033252560
2018-11-14,2896397230
2018-11-15,2856013690
2018-11-16,2847039570
2018-11-19,2795438380
2018-11-20,2811143090
2018-11-21,2806656030
2018-11-23,2835821920
2018-11-26,2615955980
2018-11-27,2582303030
2018-11-28,2658583050
2018-11-29,2725888950
2018-11-30,2698966590
2018-12-03,2746080720
2018-12-04,2705697180
2018-12-06,2602494800
2018-12-07,2595764210
2018-12-10,2546406550
2018-12-11,2514997130
2018-12-12,2517240660
2018-12-13,2499292420
2018-12-14,2286157070
2018-12-17,2117892320
2018-12-18,2061804070
2018-12-19,1956358160
2018-12-20,1884565200
2018-12-21,1720787510
2018-12-24,1653481610
2018-12-26,1709569860
2018-12-27,1640020430
2018-12-28,1669186320
2018-12-31,1639536200
2019-01-02,1731619740
2019-01-03,1733865680
2019-01-04,1868622080
2019-01-07,2059526980
2019-01-08,2113429540
2019-01-09,2095462020
2019-01-10,2124659240
2019-01-11,2133643000
2019-01-14,2088724200
2019-01-15,2162840220
2019-01-16,2169578040
2019-01-17,2212250900
2019-01-18,2178561800
2019-01-22,2086478259
2019-01-23,2124659240
2019-01-24,2138134880
2019-01-25,2216742780
2019-01-28,2147118640
2019-01-29,2108937660
2019-01-30,2149364580
2019-01-31,2189791500
2019-02-01,2232464360
2019-02-04,2313318200
2019-02-05,2317810080
2019-02-06,2308826320
2019-02-07,2243694060
2019-02-08,2275137220
2019-02-11,2335777600
2019-02-12,2414385500
2019-02-13,2362728880
2019-02-14,2362728880
2019-02-15,2373958580
2019-02-19,2405401740
2019-02-20,2371712640
2019-02-21,2322301960
2019-02-22,2360482940
2019-02-25,2320056020
2019-02-26,2293104740
2019-02-27,2322301960
2019-02-28,2468288060
2019-03-01,2524436560
2019-03-04,2095462020
2019-03-05,1958459680
2019-03-06,1807981700
2019-03-07,1915786819
2019-03-08,1942738100
2019-03-11,1949475920
2019-03-12,1886589600
2019-03-13,1918032759
2019-03-14,1886589600
2019-03-15,1895573360
2019-03-18,1929262460
2019-03-19,1969689380
2019-03-20,1960705620
2019-03-21,1967443440
2019-03-22,1870868020
2019-03-25,1855146440
2019-03-26,1843916740
2019-03-27,1830441100
2019-03-28,1798997940
2019-03-29,1803489819
2019-04-01,1855012199
2019-04-02,1798456950
2019-04-03,1766786010
2019-04-04,1812030210
2019-04-05,1855012199
2019-04-08,1893469769
2019-04-09,1843701150
2019-04-10,1879896510
2019-04-11,1787145900
2019-04-12,1705706340
2019-04-15,1707968550
2019-04-16,1701181920
2019-04-17,1617480150
2019-04-18,1610693520
2019-04-22,1617480150
2019-04-23,1669510980
2019-04-24,1687608660
2019-04-25,1674035400
2019-04-26,1680822030
2019-04-29,1764523800
2019-04-30,1696657500
2019-05-01,1719279600
2019-05-02,1746426120
2019-05-03,1855012199
2019-05-06,1870847670
2019-05-07,1789408110
2019-05-08,1848225570
2019-05-09,1810899105
2019-05-10,1823341260
2019-05-13,1472698710
2019-05-14,1495320810
2019-05-15,1497583020
2019-05-16,1493058600
2019-05-17,1474960920
2019-05-20,1411619040
2019-05-21,1454601030
2019-05-22,1429716720
2019-05-23,1384472520
2019-05-24,1346014950
2019-05-28,1262313180
2019-05-29,1262313180
2019-05-30,1171824780
2019-05-31,1119793950
2019-06-03,1131105000
2019-06-04,1212544560
2019-06-05,1149202680
2019-06-06,1149202680
2019-06-07,1106220690
2019-06-10,1070025330
2019-06-11,1015732290
2019-06-12,1008945660
2019-06-13,1011207870
2019-06-14,916195050
2019-06-17,884524110
2019-06-18,895835160
2019-06-19,898097370
2019-06-20,889048530
2019-06-21,868688640
2019-06-24,812133390
2019-06-25,837017700
2019-06-26,879999690
2019-06-27,927506099
2019-06-28,932030520
2019-07-01,1040084820
2019-07-02,1031020900
2019-07-03,1044616780
2019-07-05,983435320
2019-07-08,958509540
2019-07-09,974371400
2019-07-10,953977580
2019-07-11,897328080
2019-07-12,929051799
2019-07-15,895062100
2019-07-16,836146620
2019-07-17,793093000
2019-07-18,756837320
2019-07-19,740975460
2019-07-22,711517720
2019-07-23,711517720
2019-07-24,747773400
2019-07-25,691123900
2019-07-26,688857920
2019-07-29,686591940
2019-07-30,725113600
2019-07-31,718315660
2019-08-01,691123900
2019-08-02,675262040
2019-08-05,645804300
2019-08-06,509845500
2019-08-07,534771280
2019-08-08,586888820
2019-08-09,552899120
2019-08-12,555165100
2019-08-13,559697060
2019-08-14,509845500
2019-08-15,505313540
2019-08-16,512111479
2019-08-19,577824900
2019-08-20,684325960
2019-08-21,672996060
2019-08-22,636740380
2019-08-23,657134200
2019-08-26,659400180
2019-08-27,577824900
2019-08-28,546101180
2019-08-29,557431080
2019-08-30,537037260
2019-09-03,539303240
2019-09-04,552899120
2019-09-05,534771280
2019-09-06,789694030
2019-09-09,695655860
2019-09-10,906392000
2019-09-11,917721900
2019-09-12,897328080
2019-09-13,879200240
2019-09-16,951711600
2019-09-17,929051799
2019-09-18,874668280
2019-09-19,761369280
2019-09-20,788561040
2019-09-23,738709480
2019-09-24,716049680
2019-09-25,717182670
2019-09-26,656001210
2019-09-27,722847620
2019-09-30,727986270
2019-10-01,757468580
2019-10-02,776745475
2019-10-03,875397820
2019-10-04,866326340
2019-10-07,895808650
2019-10-08,844781575
2019-10-09,834576160
2019-10-10,811897460
2019-10-11,840245835
2019-10-14,762004320
2019-10-15,791486630
2019-10-16,943433920
2019-10-17,1095381210
2019-10-18,1105586625
2019-10-21,1054559550
2019-10-22,1065898900
2019-10-23,1077238250
2019-10-24,988791320
2019-10-25,1020541500
2019-10-28,1019407565
2019-10-29,1061363159
2019-10-30,1038684460
2019-10-31,1040952330
2019-11-01,1093113340
2019-11-04,1102184820
2019-11-05,1008068215
2019-11-06,950237530
2019-11-07,959309010
2019-11-08,981987710
2019-11-11,932094570
2019-11-12,937764245
2019-11-13,972916230
2019-11-14,943433920
2019-11-15,1027345110
2019-11-18,1010336085
2019-11-19,1009202150
2019-11-20,1059095290
2019-11-21,1031880850
2019-11-22,1079506120
2019-11-25,1108988430
2019-11-26,1047755940
2019-11-27,1084041860
2019-11-29,1152077960
2019-12-02,1153211895
2019-12-03,1131667130
2019-12-04,1248462435
2019-12-05,1093113340
2019-12-06,1097649080
2019-12-09,1040952330
2019-12-10,1047755940
2019-12-11,995594929
2019-12-12,1065898900
2019-12-13,1050023810
2019-12-16,1068166770
2019-12-17,1040952330
2019-12-18,1055693485
2019-12-19,1152077960
2019-12-20,1129399260
2019-12-23,1097649080
2019-12-24,1104452690
2019-12-26,1056827420
2019-12-27,1009202150
2019-12-30,979719840
2019-12-31,1065558620
2020-01-02,1022391000
2020-01-03,1064422629
2020-01-06,1047382780
2020-01-07,1045110799
2020-01-08,990583280
2020-01-09,1001943180
2020-01-10,1033750900
2020-01-13,1076918520
2020-01-14,1242773060
2020-01-15,1333652260
2020-01-16,1404083640
2020-01-17,1372275920
2020-01-21,1449523240
2020-01-22,1435891360
2020-01-23,1498370810
2020-01-24,1345012160
2020-01-27,1322292360
2020-01-28,1283668700
2020-01-29,1340468200
2020-01-30,1281396720
2020-01-31,1288212660
2020-02-03,1322292360
2020-02-04,1347284140
2020-02-05,1394995720
2020-02-06,1410899580
2020-02-07,1449523240
2020-02-10,1449523240
2020-02-11,1426803440
2020-02-12,1488146900
2020-02-13,1408627600
2020-02-14,1397267700
2020-02-18,1351828100
2020-02-19,1422259480
2020-02-20,1388179780
2020-02-21,1379091860
2020-02-24,1363188000
2020-02-25,1483602940
2020-02-26,1442707300
2020-02-27,1279124740
2020-02-28,1254132960
2020-03-02,1297300580
2020-03-03,1226869200
2020-03-04,1213237320
2020-03-05,1133718020
2020-03-06,1045110799
2020-03-09,829272700
2020-03-10,847448540
2020-03-11,888344180
2020-03-12,802008940
2020-03-13,892888140
2020-03-16,622522520
2020-03-17,611162620
2020-03-18,518011439
2020-03-19,681594000
2020-03-20,683865980
2020-03-23,736121520
2020-03-24,836088640
2020-03-25,824728740
2020-03-26,856536460
2020-03-27,788377060
2020-03-30,831544680
2020-03-31,849949200
2020-04-01,705228120
2020-04-02,709822440
2020-04-03,730496880
2020-04-06,737388360
2020-04-07,739685520
2020-04-08,794817360
2020-04-09,859137840
2020-04-13,870623640
2020-04-14,930349800
2020-04-15,882109440
2020-04-16,882109440
2020-04-17,907378200
2020-04-20,847652040
2020-04-21,813194640
2020-04-22,778737240
2020-04-23,867177900
2020-04-24,946429920
2020-04-27,1036019160
2020-04-28,1015344720
2020-04-29,1075070880
2020-04-30,1056693599
2020-05-01,1017641879
2020-05-04,992373120
2020-05-05,956767140
2020-05-06,962510040
2020-05-07,955618560
2020-05-08,938389860
2020-05-11,946429920
2020-05-12,983184480
2020-05-13,907378200
2020-05-14,882109440
2020-05-15,875217960
2020-05-18,931498379
2020-05-19,913121100
2020-05-20,875217960
2020-05-21,898189560
2020-05-22,886703760
2020-05-26,879812280
2020-05-27,902783880
2020-05-28,898189560
2020-05-29,886703760
2020-06-01,877515120
2020-06-02,829274760
2020-06-03,918864000
2020-06-04,914269680
2020-06-05,971698680
2020-06-08,1013047560
2020-06-09,1036019160
2020-06-10,883258020
2020-06-11,822383280
2020-06-12,787925880
2020-06-15,815491800
2020-06-16,852246360
2020-06-17,815491800
2020-06-18,822383280
2020-06-19,806303160
2020-06-22,810897480
2020-06-23,809748900
2020-06-24,776440080
2020-06-25,804006000
2020-06-26,792520200
2020-06-29,795965940
2020-06-30,789037200
2020-07-01,807440400
2020-07-02,802839600
2020-07-06,831594600
2020-07-07,832744800
2020-07-08,784436400
2020-07-09,772934400
2020-07-10,791337600
2020-07-13,782136000
2020-07-14,775234800
2020-07-15,823543200
2020-07-16,826993800
2020-07-17,830444400
2020-07-20,766033200
2020-07-21,772934400
2020-07-22,761432400
2020-07-23,766033200
2020-07-24,759132000
2020-07-27,729226800
2020-07-28,736128000
2020-07-29,789037200
2020-07-30,786736800
2020-07-31,800539200
2020-08-03,832744800
2020-08-04,805140000
2020-08-05,830444400
2020-08-06,814341600
2020-08-07,779835600
2020-08-10,766033200
2020-08-11,729226800
2020-08-12,743029200
2020-08-13,717724800
2020-08-14,726926400
2020-08-17,736128000
2020-08-18,717724800
2020-08-19,710823600
2020-08-20,690120000
2020-08-21,667116000
2020-08-24,657914400
2020-08-25,653313600
2020-08-26,655614000
2020-08-27,641811600
2020-08-28,697021200
2020-08-31,692420400
2020-09-01,667116000
2020-09-02,660214800
2020-09-03,655614000
2020-09-04,657914400
2020-09-08,639511200
2020-09-09,634910400
2020-09-10,630309600
2020-09-11,644112000
2020-09-14,662515200
2020-09-15,699321600
2020-09-16,726926400
2020-09-17,745329600
2020-09-18,749930400
2020-09-21,722325600
2020-09-22,722325600
2020-09-23,705072600
2020-09-24,694720800
2020-09-25,753381000
2020-09-28,736128000
2020-09-29,752230800
2020-09-30,759132000
2020-10-01,766033200
2020-10-02,786736800
2020-10-05,856899000
2020-10-06,977670000
2020-10-07,1021377600
2020-10-08,1115694000
2020-10-09,1145599200
2020-10-12,1028278800
2020-10-13,1076587200
2020-10-14,1108792800
2020-10-15,1152500400
2020-10-16,1145599200
2020-10-19,1297425600
2020-10-20,1334232000
2020-10-21,1258318800
2020-10-22,1331931600
2020-10-23,1331931600
2020-10-26,1275571800
2020-10-27,1258318800
2020-10-28,1164002400
2020-10-29,1088089200
2020-10-30,1051282800
2020-11-02,1046682000
2020-11-03,1016776800
2020-11-04,1111093200
2020-11-05,1120294800
2020-11-06,1030579200
2020-11-09,1048982399
2020-11-10,1127196000
2020-11-11,1127196000
2020-11-12,1104192000
2020-11-13,1101891600
2020-11-16,1159401600
2020-11-17,1210010400
2020-11-18,1210010400
2020-11-19,1223812800
2020-11-20,1196208000
2020-11-23,1237615200
2020-11-24,1260619200
2020-11-25,1219212000
2020-11-27,1239915600
2020-11-30,1168603200
2020-12-01,1177804800
2020-12-02,1281322800
2020-12-03,1256018400
2020-12-04,1237615200
2020-12-07,1207710000
2020-12-08,1233014400
2020-12-09,1212310800
2020-12-10,1207710000
2020-12-11,1221512400
2020-12-14,1267520400
2020-12-15,1327330800
2020-12-16,1304326800
2020-12-17,1304326800
2020-12-18,1281322800
2020-12-21,1304326800
2020-12-22,1341133200
2020-12-23,1329631200
2020-12-24,1504461600
2020-12-28,1458453600
2020-12-29,1504461600
2020-12-30,1633284000
2020-12-31,1655356180
2021-01-04,1724521480
2021-01-05,1786770250
2021-01-06,1837491470
2021-01-07,1821352900
2021-01-08,1627690060
2021-01-11,1662272710
2021-01-12,1696855360
2021-01-13,1664578220
2021-01-14,1664578220
2021-01-15,1641523120
2021-01-19,1627690060
2021-01-20,1620773530
2021-01-21,1570052310
2021-01-22,1597718430
2021-01-25,1678411280
2021-01-26,1687633320
2021-01-27,1672647505
2021-01-28,1701466380
2021-01-29,1678411280
2021-02-01,1922795340
2021-02-02,1987349619
2021-02-03,1996571660
2021-02-04,2010404720
2021-02-05,2028848800
2021-02-08,2100319609
2021-02-09,2148735320
2021-02-10,2100319609
2021-02-11,2104930630
2021-02-12,2083028285
2021-02-16,2148735320
2021-02-17,2310121020
2021-02-18,2408105195
2021-02-19,2420785500
2021-02-22,2432313050
2021-02-23,2260552555
2021-02-24,2275538370
2021-02-25,2146429810
2021-02-26,1828269430
2021-03-01,1731438010
2021-03-02,1666883730
2021-03-03,1579274350
2021-03-04,1588496390
2021-03-05,1611551490
2021-03-08,1768326170
2021-03-09,1844408000
2021-03-10,1862852080
2021-03-11,1932017380
2021-03-12,2001182680
2021-03-15,1904351260
2021-03-16,1869768609
2021-03-17,1920489830
2021-03-18,1868615855
2021-03-19,1883601670
2021-03-22,1966600029
2021-03-23,1885907180
2021-03-24,1805214330
2021-03-25,1821352900
2021-03-26,1786770250
2021-03-29,1590801900
2021-03-30,1695702605
2021-03-31,1728982710
2021-04-01,1712649540
2021-04-05,1677649890
2021-04-06,1724316090
2021-04-07,1577317560
2021-04-08,1461818715
2021-04-09,1446652200
2021-04-12,1439652270
2021-04-13,1425652410
2021-04-14,1462985370
2021-04-15,1411652550
2021-04-16,1460652060
2021-04-19,1374319590
2021-04-20,1313653530
2021-04-21,1360319730
2021-04-22,1376652900
2021-04-23,1376652900
2021-04-26,1409319240
2021-04-27,1418652480
2021-04-28,1406985930
2021-04-29,1374319590
2021-04-30,1336986630
2021-05-03,1369652970
2021-05-04,1280987190
2021-05-05,1301986980
2021-05-06,1266987330
2021-05-07,1313653530
2021-05-10,1231987680
2021-05-11,1203987960
2021-05-12,1266987330
2021-05-13,1290320430
2021-05-14,1308986910
2021-05-17,1334653320
2021-05-18,1327653390
2021-05-19,1313653530
2021-05-20,1332320010
2021-05-21,1304320290
2021-05-24,1299653670
2021-05-25,1252987470
2021-05-26,1292653740
2021-05-27,1369652970
2021-05-28,1369652970
2021-06-01,1406985930
2021-06-02,1390652760
2021-06-03,1336986630
2021-06-04,1259987400
2021-06-07,1318320150
2021-06-08,1320653460
2021-06-09,1383652830
2021-06-10,1411652550
2021-06-11,1460652060
2021-06-14,1311320220
2021-06-15,1269320640
2021-06-16,1262320710
2021-06-17,1287987120
2021-06-18,1217987820
2021-06-21,1196988030
2021-06-22,1112988870
2021-06-23,1103655630
2021-06-24,1140988590
2021-06-25,1147988520
2021-06-28,1154988450
2021-06-29,1115322180
2021-06-30,1093145040
2021-07-01,1109495500
2021-07-02,1004385400
2021-07-06,1030078980
2021-07-07,910954200
2021-07-08,866574380
2021-07-09,885260620
2021-07-12,864238600
2021-07-13,845552360
2021-07-14,840880800
2021-07-15,815187220
2021-07-16,829201900
2021-07-19,784822080
2021-07-20,978691820
2021-07-21,1102488160
2021-07-22,1142196420
2021-07-23,1167890000
2021-07-26,1181904680
2021-07-27,1139860640
2021-07-28,1212269820
2021-07-29,1167890000
2021-07-30,1181904680
2021-08-02,1167890000
2021-08-03,1076794580
2021-08-04,1062779900
2021-08-05,1095480820
2021-08-06,1006721179
2021-08-09,1034750539
2021-08-10,1016064299
2021-08-11,906282640
2021-08-12,967012919
2021-08-13,913289980
2021-08-16,885260620
2021-08-17,882924840
2021-08-18,864238600
2021-08-19,829201900
2021-08-20,497521140
2021-08-23,625989040
2021-08-24,616645920
2021-08-25,590952340
2021-08-26,560587200
2021-08-27,541900960
2021-08-30,537229400
2021-08-31,534893620
2021-09-01,490513800
2021-09-02,499856920
2021-09-03,502192700
2021-09-07,509200040
2021-09-08,492849580
2021-09-09,490513800
2021-09-10,651682620
2021-09-13,642339500
2021-09-14,621317480
2021-09-15,661025740
2021-09-16,635332160
2021-09-17,661025740
2021-09-20,640003720
2021-09-21,644675280
2021-09-22,703069780
2021-09-23,789493640
2021-09-24,759128500
2021-09-27,794165200
2021-09-28,798836760
2021-09-29,787157860
2021-09-30,757126440
2021-10-01,801525830
2021-10-04,803862640
2021-10-05,813209880
2021-10-06,792178590
2021-10-07,850598840
2021-10-08,951081670
2021-10-11,983797010
2021-10-12,974449770
2021-10-13,962765720
2021-10-14,967439339
2021-10-15,974449770
2021-10-18,972112960
2021-10-19,983797010
2021-10-20,993144250
2021-10-21,1060911740
2021-10-22,1065585359
2021-10-25,1102974320
2021-10-26,1023522780
2021-10-27,979123390
2021-10-28,988470630
2021-10-29,993144250
2021-11-01,1081943030
2021-11-02,1187099480
2021-11-03,1175415430
2021-11-04,1154384140
2021-11-05,1444148580
2021-11-08,1493221590
2021-11-09,1551641840
2021-11-10,1518926500
2021-11-11,1579683560
2021-11-12,1575009940
2021-11-15,1565662700
2021-11-16,1563325890
2021-11-17,1572673130
2021-11-18,1465179870
2021-11-19,1448822200
2021-11-22,1425454100
2021-11-23,1427790910
2021-11-24,1413770050
2021-11-26,1362360230
2021-11-29,1364697040
2021-11-30,1308613600
2021-12-01,1231498870
2021-12-02,1233835680
2021-12-03,1166068190
2021-12-06,1173078620
2021-12-07,1231498870
2021-12-08,1229162060
2021-12-09,1154384140
2021-12-10,1091290270
2021-12-13,1053901310
2021-12-14,997817869
2021-12-15,1009501920
2021-12-16,866956510
2021-12-17,884482585
2021-12-20,873966940
2021-12-21,923039950
2021-12-22,965102530
2021-12-23,993144250
2021-12-27,965102530
2021-12-28,934724000
2021-12-29,923039950
2021-12-30,923039950
2021-12-31,879385040
2022-01-03,900434150
2022-01-04,867691090
2022-01-05,839625610
2022-01-06,830270450
2022-01-07,837286820
2022-01-10,879385040
2022-01-11,867691090
2022-01-12,830270450
2022-01-13,778817070
2022-01-14,764784330
2022-01-18,781155860
2022-01-19,783494650
2022-01-20,776478280
2022-01-21,750751590
2022-01-24,753090380
2022-01-25,743735220
2022-01-26,720347320
2022-01-27,706314580
2022-01-28,720347320
2022-01-31,746074010
2022-02-01,750751590
2022-02-02,746074010
2022-02-03,718008530
2022-02-04,720347320
2022-02-07,734380060
2022-02-08,734380060
2022-02-09,781155860
2022-02-10,783494650
2022-02-11,748412800
2022-02-14,725024900
2022-02-15,774139490
2022-02-16,757767960
2022-02-17,725024900
2022-02-18,720347320
2022-02-22,703975790
2022-02-23,689943050
2022-02-24,722686110
2022-02-25,760106750
2022-02-28,727363690
2022-03-01,563648390
2022-03-02,530905330
2022-03-03,554293230
2022-03-04,549615650
2022-03-07,512195010
2022-03-08,528566539
2022-03-09,577681130
2022-03-10,570664760
2022-03-11,542599280
2022-03-14,505178640
2022-03-15,498162270
2022-03-16,537921700
2022-03-17,551954440
2022-03-18,563648390
2022-03-21,547276860
2022-03-22,565987180
2022-03-23,556632020
2022-03-24,551954440
2022-03-25,551954440
2022-03-28,568325970
2022-03-29,589375080
2022-03-30,568325970
2022-03-31,543120270
2022-04-01,543120270
2022-04-04,564280800
2022-04-05,536066759
2022-04-06,540769100
2022-04-07,583090160
2022-04-08,599548350
2022-04-11,585441330
2022-04-12,578387820
2022-04-13,606601860
2022-04-14,623060050
2022-04-18,594846010
2022-04-19,644220580
2022-04-20,608953030
2022-04-21,552524950
2022-04-22,517257400
2022-04-25,498448040
2022-04-26,484341020
2022-04-27,503150380
2022-04-28,498448040
2022-04-29,470234000
2022-05-02,510203890
2022-05-03,517257400
2022-05-04,521959740
2022-05-05,474936340
2022-05-06,333866140
2022-05-09,282140400
2022-05-10,284491570
2022-05-11,258628700
2022-05-12,265682209
2022-05-13,282140400
2022-05-16,270384550
2022-05-17,272735720
2022-05-18,145796051
2022-05-19,135850602
2022-05-20,109329405
2022-05-23,93035796
2022-05-24,85112354
2022-05-25,93411984
2022-05-26,110716595
2022-05-27,110504990
2022-05-31,124071240
2022-06-01,141822574
2022-06-02,135356856
2022-06-03,138131237
2022-06-06,109729103
2022-06-07,103451480
2022-06-08,96633087
2022-06-09,88592085
2022-06-10,80315967
2022-06-13,71663661
2022-06-14,71969313
2022-06-15,74438042
2022-06-16,73074363
2022-06-17,82290950
2022-06-21,79704663
2022-06-22,84642120
2022-06-23,91695630
2022-06-24,86452520
2022-06-27,90073322
2022-06-28,166933070
2022-06-29,122872144
2022-06-30,109493986
2022-07-01,134040201
2022-07-05,122260840
2022-07-06,127833112
2022-07-07,125340872
2022-07-08,141728527
2022-07-11,119909670
2022-07-12,96327434
2022-07-13,97432484
2022-07-14,96162853
2022-07-15,94046800
2022-07-18,98278906
2022-07-19,96139341
2022-07-20,97432484
2022-07-21,101523520
2022-07-22,94963756
2022-07-25,105802650
2022-07-26,122825120
2022-07-27,105990743
2022-07-28,125199802
2022-07-29,124659033
2022-08-01,122707562
2022-08-02,137308328
2022-08-03,175891027
2022-08-04,150004646
2022-08-05,168320260
2022-08-08,157058156
2022-08-09,94752151
2022-08-10,101711614
2022-08-11,92706633
2022-08-12,86311450
2022-08-15,88027804
2022-08-16,86993290
2022-08-17,66749716
2022-08-18,95386966
2022-08-19,94046800
2022-08-22,77588610
2022-08-23,72698176
2022-08-24,72416036
2022-08-25,68795234
