,WOR
2004-12-30,1063754510
2004-12-31,1060240870
2005-01-03,1025104470
2005-01-04,1048821540
2005-01-05,1069024970
2005-01-06,1079565890
2005-01-07,1079565890
2005-01-10,1091863630
2005-01-11,1080444300
2005-01-12,1083957940
2005-01-13,1096255680
2005-01-14,1117337520
2005-01-18,1105918190
2005-01-19,1099769320
2005-01-20,1081322710
2005-01-21,1087471580
2005-01-24,1080444300
2005-01-25,1121729570
2005-01-26,1111188650
2005-01-27,1102404550
2005-01-28,1098890910
2005-01-31,1109431830
2005-02-01,1109431830
2005-02-02,1105918190
2005-02-03,1104161370
2005-02-04,1107675010
2005-02-07,1119972750
2005-02-08,1115580700
2005-02-09,1090985220
2005-02-10,1109431830
2005-02-11,1109431830
2005-02-14,1098012500
2005-02-15,1110310240
2005-02-16,1141933000
2005-02-17,1135784130
2005-02-18,1131392080
2005-02-22,1119094340
2005-02-23,1123486390
2005-02-24,1133148900
2005-02-25,1137540950
2005-02-28,1135705610
2005-03-01,1121630250
2005-03-02,1085562140
2005-03-03,1111953440
2005-03-04,1139224450
2005-03-07,1134825900
2005-03-08,1121630250
2005-03-09,1113712860
2005-03-10,1089080980
2005-03-11,1118111410
2005-03-14,1095238950
2005-03-15,1100517210
2005-03-16,1067088230
2005-03-17,1092599820
2005-03-18,1107554890
2005-03-21,1108434600
2005-03-22,1104915760
2005-03-23,1089960690
2005-03-24,1096118660
2005-03-28,1069727360
2005-03-29,1028380990
2005-03-30,1038937510
2005-03-31,1045975190
2005-04-01,1046854900
2005-04-04,1035418670
2005-04-05,1041576640
2005-04-06,1045975190
2005-04-07,1058291130
2005-04-08,1016065050
2005-04-11,1018704180
2005-04-12,1031899830
2005-04-13,1006388240
2005-04-14,972959260
2005-04-15,939530280
2005-04-18,927214339
2005-04-19,949207089
2005-04-20,914018690
2005-04-21,950086800
2005-04-22,914018690
2005-04-25,912259269
2005-04-26,887627390
2005-04-27,880589710
2005-04-28,869153480
2005-04-29,881469420
2005-05-02,883228839
2005-05-03,891146230
2005-05-04,899943330
2005-05-05,891146230
2005-05-06,911379560
2005-05-09,905221589
2005-05-10,880589710
2005-05-11,884108550
2005-05-12,851559280
2005-05-13,833085370
2005-05-16,836604210
2005-05-17,841002760
2005-05-18,897304199
2005-05-19,891146230
2005-05-20,891146230
2005-05-23,895544780
2005-05-24,892905650
2005-05-25,874431740
2005-05-26,891146230
2005-05-27,906981010
2005-05-31,908740430
2005-06-01,922815790
2005-06-02,919296949
2005-06-03,903462170
2005-06-06,902582460
2005-06-07,902582460
2005-06-08,901702750
2005-06-09,884108550
2005-06-10,891146230
2005-06-13,908740430
2005-06-14,914898400
2005-06-15,935131730
2005-06-16,952725930
2005-06-17,949207089
2005-06-20,944808540
2005-06-21,902582460
2005-06-22,914018690
2005-06-23,881469420
2005-06-24,850679570
2005-06-27,843641890
2005-06-28,856837540
2005-06-29,848920150
2005-06-30,856837540
2005-07-01,854198410
2005-07-05,857717250
2005-07-06,866514350
2005-07-07,870912900
2005-07-08,883228839
2005-07-11,894665070
2005-07-12,891146230
2005-07-13,884108550
2005-07-14,872672320
2005-07-15,875311449
2005-07-18,878830290
2005-07-19,901702750
2005-07-20,927214339
2005-07-21,943928830
2005-07-22,965041870
2005-07-25,943928830
2005-07-26,955365060
2005-07-27,949207089
2005-07-28,965921580
2005-07-29,958883900
2005-08-01,960643320
2005-08-02,981756360
2005-08-03,974718680
2005-08-04,945688250
2005-08-05,935131730
2005-08-08,950966510
2005-08-09,953605640
2005-08-10,976478100
2005-08-11,976478100
2005-08-12,965921580
2005-08-15,962402740
2005-08-16,936891150
2005-08-17,936891150
2005-08-18,923695500
2005-08-19,932492600
2005-08-22,952725930
2005-08-23,936891150
2005-08-24,930733180
2005-08-25,944808540
2005-08-26,932492600
2005-08-29,951846220
2005-08-30,956244769
2005-08-31,984245040
2005-09-01,993946380
2005-09-02,998356080
2005-09-06,1002765779
2005-09-07,1011585180
2005-09-08,1004529660
2005-09-09,1015994880
2005-09-12,1014231000
2005-09-13,994828320
2005-09-14,996592200
2005-09-15,1014231000
2005-09-16,1027460100
2005-09-19,1027460100
2005-09-20,1008057420
2005-09-21,1016876820
2005-09-22,1074202920
2005-09-23,1095369480
2005-09-26,1117417980
2005-09-27,1132410960
2005-09-28,1131529020
2005-09-29,1142112300
2005-09-30,1142994240
2005-10-03,1144758120
2005-10-04,1092723660
2005-10-05,1041571140
2005-10-06,1035397560
2005-10-07,1039807259
2005-10-10,1030987860
2005-10-11,1041571140
2005-10-12,1020404580
2005-10-13,1021286520
2005-10-14,1023932340
2005-10-17,1035397560
2005-10-18,1046862779
2005-10-19,1069793220
2005-10-20,1046862779
2005-10-21,1060973820
2005-10-24,1091841720
2005-10-25,1083022320
2005-10-26,1069793220
2005-10-27,1046862779
2005-10-28,1082140380
2005-10-31,1093605600
2005-11-01,1096251420
2005-11-02,1128883200
2005-11-03,1098015300
2005-11-04,1073320980
2005-11-07,1077730680
2005-11-08,1079494560
2005-11-09,1081258440
2005-11-10,1065383520
2005-11-11,1085668140
2005-11-14,1076848740
2005-11-15,1068029340
2005-11-16,1071557100
2005-11-17,1114772160
2005-11-18,1117417980
2005-11-21,1145640060
2005-11-22,1128001260
2005-11-23,1127119320
2005-11-25,1138584540
2005-11-28,1105070820
2005-11-29,1114772160
2005-11-30,1105396110
2005-12-01,1112464990
2005-12-02,1097443620
2005-12-05,1108046940
2005-12-06,1118650260
2005-12-07,1121301090
2005-12-08,1118650260
2005-12-09,1123068310
2005-12-12,1134555240
2005-12-13,1129253580
2005-12-14,1131020800
2005-12-15,1137206070
2005-12-16,1121301090
2005-12-19,1109814160
2005-12-20,1123951920
2005-12-21,1074469760
2005-12-22,1047077850
2005-12-23,1048845069
2005-12-27,1036474530
2005-12-28,1046194240
2005-12-29,1046194240
2005-12-30,1046194240
2006-01-03,1089491130
2006-01-04,1077120590
2006-01-05,1072702540
2006-01-06,1071818930
2006-01-09,1077120590
2006-01-10,1077120590
2006-01-11,1070051710
2006-01-12,1061215610
2006-01-13,1053263120
2006-01-17,1055913949
2006-01-18,1055913949
2006-01-19,1074469760
2006-01-20,1053263120
2006-01-23,1060332000
2006-01-24,1098327230
2006-01-25,1085073080
2006-01-26,1111581380
2006-01-27,1138089680
2006-01-30,1121301090
2006-01-31,1123951920
2006-02-01,1115999430
2006-02-02,1085956690
2006-02-03,1084189470
2006-02-06,1097443620
2006-02-07,1071818930
2006-02-08,1079771420
2006-02-09,1064750050
2006-02-10,1063866439
2006-02-13,1032940090
2006-02-14,1078887810
2006-02-15,1055913949
2006-02-16,1080655030
2006-02-17,1067400880
2006-02-21,1078887810
2006-02-22,1072702540
2006-02-23,1092141960
2006-02-24,1096560010
2006-02-27,1075353370
2006-02-28,1072281200
2006-03-01,1109562500
2006-03-02,1089146550
2006-03-03,1101573650
2006-03-06,1063404700
2006-03-07,1050977600
2006-03-08,1056303500
2006-03-09,1037662850
2006-03-10,1051865250
2006-03-13,1043876400
2006-03-14,1069618250
2006-03-15,1082045350
2006-03-16,1081157700
2006-03-17,1113113100
2006-03-20,1111337800
2006-03-21,1100686000
2006-03-22,996830950
2006-03-23,1052752900
2006-03-24,1055415850
2006-03-27,1057191150
2006-03-28,1037662850
2006-03-29,1084708300
2006-03-30,1098910700
2006-03-31,1098023050
2006-04-03,1098023050
2006-04-04,1123764900
2006-04-05,1119326650
2006-04-06,1117551350
2006-04-07,1103348950
2006-04-10,1093584800
2006-04-11,1074944150
2006-04-12,1088258900
2006-04-13,1085595950
2006-04-17,1091809500
2006-04-18,1152169700
2006-04-19,1159270900
2006-04-20,1107787200
2006-04-21,1136192000
2006-04-24,1124652550
2006-04-25,1116663700
2006-04-26,1095360100
2006-04-27,1067842950
2006-04-28,1081157700
2006-05-01,1074944150
2006-05-02,1081157700
2006-05-03,1077607100
2006-05-04,1081157700
2006-05-05,1105124250
2006-05-08,1132641400
2006-05-09,1119326650
2006-05-10,1100686000
2006-05-11,1062517050
2006-05-12,1023460450
2006-05-15,1009258049
2006-05-16,986179150
2006-05-17,950673150
2006-05-18,948897850
2006-05-19,963100250
2006-05-22,922268350
2006-05-23,922268350
2006-05-24,926706600
2006-05-25,952448450
2006-05-26,972864400
2006-05-30,932032500
2006-05-31,932032500
2006-06-01,994167999
2006-06-02,1009258049
2006-06-05,951560800
2006-06-06,955111400
2006-06-07,930257200
2006-06-08,924931300
2006-06-09,950673150
2006-06-12,917830100
2006-06-13,895638850
2006-06-14,918717750
2006-06-15,968426150
2006-06-16,959549650
2006-06-19,942684299
2006-06-20,960437300
2006-06-21,1003932150
2006-06-22,989729750
2006-06-23,1003044500
2006-06-26,1015471600
2006-06-27,1002156849
2006-06-28,1018134550
2006-06-29,1127315500
2006-06-30,1145956150
2006-07-03,1189451000
2006-07-05,1153057350
2006-07-06,1169922700
2006-07-07,1142405550
2006-07-10,1164596800
2006-07-11,1155720300
2006-07-12,1137967300
2006-07-13,1103348950
2006-07-14,1095360100
2006-07-17,1075831800
2006-07-18,1082045350
2006-07-19,1136192000
2006-07-20,1083820650
2006-07-21,1035887550
2006-07-24,1083820650
2006-07-25,1112225450
2006-07-26,1106011900
2006-07-27,1090921850
2006-07-28,1110450150
2006-07-31,1117551350
2006-08-01,1094472450
2006-08-02,1119326650
2006-08-03,1131753750
2006-08-04,1093584800
2006-08-07,1100686000
2006-08-08,1115776050
2006-08-09,1079382400
2006-08-10,1105124250
2006-08-11,1072281200
2006-08-14,1061629400
2006-08-15,1101573650
2006-08-16,1118439000
2006-08-17,1117551350
2006-08-18,1128203150
2006-08-21,1101573650
2006-08-22,1093584800
2006-08-23,1082045350
2006-08-24,1071393550
2006-08-25,1064292350
2006-08-28,1054528200
2006-08-29,1061629400
2006-08-30,1046539349
2006-08-31,1027616520
2006-09-01,1038084600
2006-09-05,1052914380
2006-09-06,1019765460
2006-09-07,998829299
2006-09-08,993595260
2006-09-11,970042079
2006-09-12,986616540
2006-09-13,994467600
2006-09-14,990978240
2006-09-15,1001446320
2006-09-18,1007552700
2006-09-19,989233560
2006-09-20,1019765460
2006-09-21,998829299
2006-09-22,976148460
2006-09-25,990105900
2006-09-26,1017148440
2006-09-27,926425079
2006-09-28,916829340
2006-09-29,917701680
2006-10-02,915084660
2006-10-03,895020840
2006-10-04,926425079
2006-10-05,954339960
2006-10-06,939510180
2006-10-09,954339960
2006-10-10,949978260
2006-10-11,937765500
2006-10-12,955212299
2006-10-13,948233579
2006-10-16,951722940
2006-10-17,927297420
2006-10-18,914212320
2006-10-19,933403799
2006-10-20,913339980
2006-10-23,912467640
2006-10-24,948233579
2006-10-25,956956980
2006-10-26,948233579
2006-10-27,933403799
2006-10-30,924680400
2006-10-31,929042100
2006-11-01,922935720
2006-11-02,922063380
2006-11-03,928169760
2006-11-06,941254859
2006-11-07,938637840
2006-11-08,942127200
2006-11-09,944744220
2006-11-10,942999540
2006-11-13,945616560
2006-11-14,960446340
2006-11-15,968297400
2006-11-16,951722940
2006-11-17,965680380
2006-11-20,970914420
2006-11-21,983127180
2006-11-22,983999520
2006-11-24,993595260
2006-11-27,967425060
2006-11-28,977893140
2006-11-29,990105900
2006-11-30,965956200
2006-12-01,962566880
2006-12-04,997307410
2006-12-05,990528770
2006-12-06,974429500
2006-12-07,976971490
2006-12-08,978666150
2006-12-11,971887510
2006-12-12,938841640
2006-12-13,955788240
2006-12-14,1061704490
2006-12-15,1066788470
2006-12-18,1040521240
2006-12-19,1046452550
2006-12-20,1028658620
2006-12-21,978666150
2006-12-22,956635569
2006-12-26,941383630
2006-12-27,967650860
2006-12-28,926131690
2006-12-29,925284360
2007-01-03,896475140
2007-01-04,898169800
2007-01-05,879528540
2007-01-08,886307180
2007-01-09,888001840
2007-01-10,893933150
2007-01-11,915963730
2007-01-12,940536300
2007-01-16,938841640
2007-01-17,943078290
2007-01-18,954093580
2007-01-19,943078290
2007-01-22,951551590
2007-01-23,976971490
2007-01-24,970192849
2007-01-25,954093580
2007-01-26,965108870
2007-01-29,969345520
2007-01-30,992223430
2007-01-31,1001544060
2007-02-01,1017643330
2007-02-02,1000696730
2007-02-05,992223430
2007-02-06,995612750
2007-02-07,987139450
2007-02-08,967650860
2007-02-09,965108870
2007-02-12,961719550
2007-02-13,989681440
2007-02-14,982902800
2007-02-15,1000696730
2007-02-16,999002069
2007-02-20,1006628040
2007-02-21,1021879980
2007-02-22,1026963959
2007-02-23,1021032650
2007-02-26,1016796000
2007-02-27,949009599
2007-02-28,1031453010
2007-03-01,996146550
2007-03-02,960840090
2007-03-05,947390010
2007-03-06,971768280
2007-03-07,957477570
2007-03-08,994465290
2007-03-09,989421510
2007-03-12,987740250
2007-03-13,955796309
2007-03-14,971768280
2007-03-15,982696470
2007-03-16,964202610
2007-03-19,976812059
2007-03-20,1003712220
2007-03-21,1011277890
2007-03-22,1021365450
2007-03-23,1019684190
2007-03-26,1017162300
2007-03-27,1019684190
2007-03-28,1006234110
2007-03-29,1069281360
2007-03-30,1066759470
2007-04-02,1119719160
2007-04-03,1122241050
2007-04-04,1116356640
2007-04-05,1111312860
2007-04-09,1131487980
2007-04-10,1118037900
2007-04-11,1128966090
2007-04-12,1130647350
2007-04-13,1144097430
2007-04-16,1160069400
2007-04-17,1150822470
2007-04-18,1149141210
2007-04-19,1138213020
2007-04-20,1154184990
2007-04-23,1185288300
2007-04-24,1195375860
2007-04-25,1204622790
2007-04-26,1197897750
2007-04-27,1178563260
2007-04-30,1153344360
2007-05-01,1155866250
2007-05-02,1155866250
2007-05-03,1158388140
2007-05-04,1171838220
2007-05-07,1173519480
2007-05-08,1181925780
2007-05-09,1181925780
2007-05-10,1164272550
2007-05-11,1175200740
2007-05-14,1174360110
2007-05-15,1172678850
2007-05-16,1158388140
2007-05-17,1149141210
2007-05-18,1155866250
2007-05-21,1155866250
2007-05-22,1147459950
2007-05-23,1130647350
2007-05-24,1035656160
2007-05-25,1062556320
2007-05-29,1065078210
2007-05-30,1087775220
2007-05-31,1093659630
2007-06-01,1111312860
2007-06-04,1106269080
2007-06-05,1086934590
2007-06-06,1066759470
2007-06-07,1042381200
2007-06-08,1066759470
2007-06-11,1047424980
2007-06-12,1015481040
2007-06-13,1048265610
2007-06-14,1059193800
2007-06-15,1080209550
2007-06-18,1080209550
2007-06-19,1076006400
2007-06-20,1061715690
2007-06-21,1093659630
2007-06-22,1079368920
2007-06-25,1062556320
2007-06-26,1054150019
2007-06-27,1065918840
2007-06-28,1138213020
2007-06-29,1122241050
2007-07-02,1177722630
2007-07-03,1170997590
2007-07-05,1181925780
2007-07-06,1190332080
2007-07-09,1191172710
2007-07-10,1175200740
2007-07-11,1182766410
2007-07-12,1192013340
2007-07-13,1184447670
2007-07-16,1161750660
2007-07-17,1147459950
2007-07-18,1153344360
2007-07-19,1139053650
2007-07-20,1108790970
2007-07-23,1109631600
2007-07-24,1081050180
2007-07-25,1085253330
2007-07-26,1064237580
2007-07-27,1062556320
2007-07-30,1096181520
2007-07-31,1072643880
2007-08-01,1086934590
2007-08-02,1113834750
2007-08-03,1086093960
2007-08-06,1100384670
2007-08-07,1114675380
2007-08-08,1173519480
2007-08-09,1176041370
2007-08-10,1161750660
2007-08-13,1109631600
2007-08-14,1084412700
2007-08-15,1062556320
2007-08-16,1062556320
2007-08-17,1072643880
2007-08-20,1060034430
2007-08-21,1070962620
2007-08-22,1076847030
2007-08-23,1067600099
2007-08-24,1091978370
2007-08-27,1065078210
2007-08-28,1058353170
2007-08-29,1097862780
2007-08-30,1085253330
2007-08-31,1061012639
2007-09-04,1080540480
2007-09-05,1056130680
2007-09-06,1047180419
2007-09-07,1030093560
2007-09-10,1035789180
2007-09-11,1051248720
2007-09-12,1026025260
2007-09-13,1040671139
2007-09-14,1037416500
2007-09-17,1024397940
2007-09-18,1065894600
2007-09-19,1090304400
2007-09-20,1091118060
2007-09-21,1087049760
2007-09-24,1076472180
2007-09-25,1069962900
2007-09-26,1151328900
2007-09-27,1158651840
2007-09-28,1181434320
2007-10-01,1231067580
2007-10-02,1219676340
2007-10-03,1205030460
2007-10-04,1218049020
2007-10-05,1235135880
2007-10-08,1232694900
2007-10-09,1254663720
2007-10-10,1239204180
2007-10-11,1224558300
2007-10-12,1223744640
2007-10-15,1209912420
2007-10-16,1189570920
2007-10-17,1192825560
2007-10-18,1233508560
2007-10-19,1178993340
2007-10-22,1189570920
2007-10-23,1232694900
2007-10-24,1233508560
2007-10-25,1218862680
2007-10-26,1279887180
2007-10-29,1296974040
2007-10-30,1248968100
2007-10-31,1253850060
2007-11-01,1181434320
2007-11-02,1206657780
2007-11-05,1190384580
2007-11-06,1206657780
2007-11-07,1152956220
2007-11-08,1174111380
2007-11-09,1105763940
2007-11-12,1071590220
2007-11-13,1080540480
2007-11-14,1083795120
2007-11-15,1056130680
2007-11-16,1047994080
2007-11-19,1034161860
2007-11-20,1054503360
2007-11-21,1030093560
2007-11-23,1032534540
2007-11-26,1021956960
2007-11-27,1028466240
2007-11-28,1053689700
2007-11-29,1052876040
2007-11-30,1047203040
2007-12-03,1027958880
2007-12-04,1048004880
2007-12-05,1076069280
2007-12-06,1098520800
2007-12-07,1112152080
2007-12-10,1130594400
2007-12-11,1063239840
2007-12-12,1068050880
2007-12-13,1038382800
2007-12-14,1013525760
2007-12-17,967019040
2007-12-18,983055840
2007-12-19,979046640
2007-12-20,908484720
2007-12-21,910890240
2007-12-24,898862640
2007-12-26,890042400
2007-12-27,897258960
2007-12-28,890844240
2007-12-31,883627680
2008-01-02,879618480
2008-01-03,879618480
2008-01-04,857968800
2008-01-07,857968800
2008-01-08,809858400
2008-01-09,783397680
2008-01-10,802641840
2008-01-11,799434480
2008-01-14,805849200
2008-01-15,801038160
2008-01-16,768162720
2008-01-17,730476240
2008-01-18,720854160
2008-01-22,724061520
2008-01-23,749720400
2008-01-24,754531440
2008-01-25,754531440
2008-01-28,780190320
2008-01-29,800236320
2008-01-30,807452880
2008-01-31,812263920
2008-02-01,843535680
2008-02-04,860374320
2008-02-05,828300720
2008-02-06,810660240
2008-02-07,819480480
2008-02-08,815471280
2008-02-11,818678640
2008-02-12,825093359
2008-02-13,855563280
2008-02-14,857968800
2008-02-15,848346720
2008-02-19,877212960
2008-02-20,943765680
2008-02-21,914097600
2008-02-22,925323359
2008-02-25,937350960
2008-02-26,927728880
2008-02-27,934945440
2008-02-28,914097600
2008-02-29,856544280
2008-03-03,857334450
2008-03-04,873137850
2008-03-05,885780570
2008-03-06,863655810
2008-03-07,831258840
2008-03-10,779107620
2008-03-11,806763570
2008-03-12,793330679
2008-03-13,828888330
2008-03-14,813084929
2008-03-17,816245610
2008-03-18,828888330
2008-03-19,785428980
2008-03-20,826517820
2008-03-24,839160539
2008-03-25,845481900
2008-03-26,850222920
2008-03-27,839950710
2008-03-28,839160539
2008-03-31,821776800
2008-04-01,843111390
2008-04-02,842321220
2008-04-03,841531050
2008-04-04,843111390
2008-04-07,865236150
2008-04-08,871557510
2008-04-09,851803260
2008-04-10,846272070
2008-04-11,816245610
2008-04-14,813084929
2008-04-15,813084929
2008-04-16,848642580
2008-04-17,839950710
2008-04-18,850222920
2008-04-21,854173770
2008-04-22,831258840
2008-04-23,839160539
2008-04-24,841531050
2008-04-25,865236150
2008-04-28,881039550
2008-04-29,874718190
2008-04-30,877088700
2008-05-01,879459210
2008-05-02,868396830
2008-05-05,874718190
2008-05-06,887360910
2008-05-07,891311760
2008-05-08,909485670
2008-05-09,895262610
2008-05-12,910275840
2008-05-13,919757880
2008-05-14,918177539
2008-05-15,927659580
2008-05-16,921338220
2008-05-19,919757880
2008-05-20,936351450
2008-05-21,926869410
2008-05-22,951364679
2008-05-23,933190770
2008-05-27,922128390
2008-05-28,946623660
2008-05-29,941882640
2008-05-30,971118929
2008-06-02,960846720
2008-06-03,941092470
2008-06-04,922128390
2008-06-05,947413830
2008-06-06,929239920
2008-06-09,949784340
2008-06-10,918967710
2008-06-11,907115160
2008-06-12,904744650
2008-06-13,975069780
2008-06-16,998774880
2008-06-17,1069100010
2008-06-18,1084113240
2008-06-19,1107028170
2008-06-20,1085693580
2008-06-23,1107028170
2008-06-24,1155228540
2008-06-25,1165500750
2008-06-26,1174192620
2008-06-27,1046975250
2008-06-30,998774880
2008-07-01,984551820
2008-07-02,904744650
2008-07-03,894472440
2008-07-07,881829720
2008-07-08,925289070
2008-07-09,919757880
2008-07-10,938721960
2008-07-11,960846720
2008-07-14,939512130
2008-07-15,827307990
2008-07-16,856544280
2008-07-17,837580200
2008-07-18,836790030
2008-07-21,864445980
2008-07-22,856544280
2008-07-23,837580200
2008-07-24,825727650
2008-07-25,851803260
2008-07-28,837580200
2008-07-29,868396830
2008-07-30,888941250
2008-07-31,864445980
2008-08-01,851803260
2008-08-04,810714420
2008-08-05,837580200
2008-08-06,854173770
2008-08-07,815455440
2008-08-08,840740880
2008-08-11,848642580
2008-08-12,871557510
2008-08-13,884200230
2008-08-14,907115160
2008-08-15,877088700
2008-08-18,871557510
2008-08-19,862075470
2008-08-20,869187000
2008-08-21,862075470
2008-08-22,862865640
2008-08-25,826517820
2008-08-26,822566970
2008-08-27,843901560
2008-08-28,868396830
2008-08-29,857334450
2008-09-02,817964760
2008-09-03,802204360
2008-09-04,782503860
2008-09-05,799840300
2008-09-08,810084560
2008-09-09,787231980
2008-09-10,814024660
2008-09-11,829785060
2008-09-12,853425660
2008-09-15,806144460
2008-09-16,843181400
2008-09-17,764379400
2008-09-18,831361100
2008-09-19,922771420
2008-09-22,856577739
2008-09-23,805356440
2008-09-24,831361100
2008-09-25,836089220
2008-09-26,839241300
2008-09-29,704489880
2008-09-30,725766420
2008-10-01,699761760
2008-10-02,669028980
2008-10-03,653268579
2008-10-06,646176400
2008-10-07,580770740
2008-10-08,608351440
2008-10-09,531125480
2008-10-10,533489539
2008-10-13,618595700
2008-10-14,547673900
2008-10-15,485420320
2008-10-16,539793700
2008-10-17,529549440
2008-10-20,574466580
2008-10-21,573678560
2008-10-22,542945780
2008-10-23,541369740
2008-10-24,529549440
2008-10-27,488572400
2008-10-28,542945780
2008-10-29,553190040
2008-10-30,557918160
2008-10-31,586286880
2008-11-03,624111840
2008-11-04,653268579
2008-11-05,593379060
2008-11-06,557130140
2008-11-07,556342120
2008-11-10,575254600
2008-11-11,542945780
2008-11-12,497240619
2008-11-13,579194700
2008-11-14,549249940
2008-11-17,558706180
2008-11-18,535065580
2008-11-19,497240619
2008-11-20,428682880
2008-11-21,491724480
2008-11-24,516153100
2008-11-25,563434300
2008-11-26,631204020
2008-11-28,645388380
2008-12-01,574071680
2008-12-02,649773440
2008-12-03,626905200
2008-12-04,612711120
2008-12-05,604825520
2008-12-08,654504800
2008-12-09,637945040
2008-12-10,675007360
2008-12-11,625328080
2008-12-12,641887840
2008-12-15,627693760
2008-12-16,664756080
2008-12-17,653716239
2008-12-18,593785680
2008-12-19,598517040
2008-12-22,516506800
2008-12-23,503889840
2008-12-24,529912320
2008-12-26,506255520
2008-12-29,496004240
2008-12-30,520449600
2008-12-31,535432240
2009-01-02,554357680
2009-01-05,564608960
2009-01-06,581168720
2009-01-07,559877600
2009-01-08,570917440
2009-01-09,535432240
2009-01-12,498369920
2009-01-13,503889840
2009-01-14,478655920
2009-01-15,525180960
2009-01-16,526758080
2009-01-20,487330080
2009-01-21,522815280
2009-01-22,506255520
2009-01-23,510986880
2009-01-26,493638560
2009-01-27,501524160
2009-01-28,543317840
2009-01-29,527546640
2009-01-30,488907200
2009-02-02,490484320
2009-02-03,498369920
2009-02-04,513352560
2009-02-05,516506800
2009-02-06,550414880
2009-02-09,543317840
2009-02-10,499947040
2009-02-11,507832640
2009-02-12,518083920
2009-02-13,522815280
2009-02-17,491272880
2009-02-18,478655920
2009-02-19,466827520
2009-02-20,465250400
2009-02-23,425033840
2009-02-24,443170720
2009-02-25,424245280
2009-02-26,403742720
2009-02-27,398222800
2009-03-02,363699000
2009-03-03,357373799
2009-03-04,392953050
2009-03-05,370024200
2009-03-06,354211200
2009-03-09,348676650
2009-03-10,392162400
2009-03-11,372396150
2009-03-12,377930700
2009-03-13,385046550
2009-03-16,375558750
2009-03-17,367652250
2009-03-18,400068899
2009-03-19,422207100
2009-03-20,392953050
2009-03-23,444345300
2009-03-24,438020100
2009-03-25,460948950
2009-03-26,495737549
2009-03-27,484668450
2009-03-30,433276200
2009-03-31,424579050
2009-04-01,466483500
2009-04-02,542385900
2009-04-03,566105400
2009-04-06,570058650
2009-04-07,536060700
2009-04-08,585081000
2009-04-09,642007799
2009-04-13,634891950
2009-04-14,599312700
2009-04-15,616707000
2009-04-16,638845200
2009-04-17,657820800
2009-04-20,623032200
2009-04-21,671261850
2009-04-22,674424450
2009-04-23,664146000
2009-04-24,698143950
2009-04-27,675215099
2009-04-28,677587050
2009-04-29,704469150
2009-04-30,726607350
2009-05-01,718700850
2009-05-04,774046349
2009-05-05,757442700
2009-05-06,756652050
2009-05-07,719491500
2009-05-08,740048400
2009-05-11,714747599
2009-05-12,702887850
2009-05-13,639635850
2009-05-14,649123650
2009-05-15,639635850
2009-05-18,679959000
2009-05-19,653076900
2009-05-20,658611450
2009-05-21,635682599
2009-05-22,639635850
2009-05-26,664936650
2009-05-27,664146000
2009-05-28,676796400
2009-05-29,681540299
2009-06-01,748745550
2009-06-02,755070750
2009-06-03,725026050
2009-06-04,737676450
2009-06-05,743211000
2009-06-08,691028100
2009-06-09,710794350
2009-06-10,733723200
2009-06-11,740048400
2009-06-12,723444750
2009-06-15,671261850
2009-06-16,649914300
2009-06-17,652286250
2009-06-18,656239500
2009-06-19,668889900
2009-06-22,615916350
2009-06-23,615916350
2009-06-24,617497650
2009-06-25,642798450
2009-06-26,637263900
2009-06-29,647542350
2009-06-30,623032200
2009-07-01,646751700
2009-07-02,608009850
2009-07-06,596150100
2009-07-07,562152150
2009-07-08,546339150
2009-07-09,545548500
2009-07-10,551083050
2009-07-13,559780200
2009-07-14,585871650
2009-07-15,608009850
2009-07-16,645961050
2009-07-17,634891950
2009-07-20,662564700
2009-07-21,643589100
2009-07-22,628566750
2009-07-23,636473250
2009-07-24,639635850
2009-07-27,641217150
2009-07-28,629357400
2009-07-29,597731400
2009-07-30,622241550
2009-07-31,644379750
2009-08-03,680749650
2009-08-04,666517950
2009-08-05,664146000
2009-08-06,653867550
2009-08-07,695772000
2009-08-10,665727300
2009-08-11,642007799
2009-08-12,642007799
2009-08-13,652286250
2009-08-14,638845200
2009-08-17,597731400
2009-08-18,600103350
2009-08-19,615916350
2009-08-20,618288300
2009-08-21,654658200
2009-08-24,645170400
2009-08-25,647542350
2009-08-26,645170400
2009-08-27,659402100
2009-08-28,666517950
2009-08-31,642259519
2009-09-01,629604160
2009-09-02,625649360
2009-09-03,654914880
2009-09-04,660451600
2009-09-08,676270800
2009-09-09,680225600
2009-09-10,715027839
2009-09-11,706327280
2009-09-14,720564560
2009-09-15,741129519
2009-09-16,769604080
2009-09-17,756948720
2009-09-18,764858320
2009-09-21,758530640
2009-09-22,777513680
2009-09-23,757739680
2009-09-24,741129519
2009-09-25,741920480
2009-09-28,768813120
2009-09-29,771976960
2009-09-30,677852720
2009-10-01,649378160
2009-10-02,655705839
2009-10-05,673106960
2009-10-06,678643680
2009-10-07,667570240
2009-10-08,666779280
2009-10-09,665197360
2009-10-12,658869680
2009-10-13,652542000
2009-10-14,673106960
2009-10-15,674688880
2009-10-16,652542000
2009-10-19,655705839
2009-10-20,644632400
2009-10-21,625649360
2009-10-22,627231280
2009-10-23,606666320
2009-10-26,575027920
2009-10-27,564745440
2009-10-28,554462960
2009-10-29,581355600
2009-10-30,538643760
2009-11-02,541016640
2009-11-03,556044880
2009-11-04,549717200
2009-11-05,581355600
2009-11-06,575027920
2009-11-09,587683280
