,WOR
2019-05-22,1255508000
2019-05-23,1223115000
2019-05-24,1239870000
2019-05-28,1227583000
2019-05-29,1225907500
2019-05-30,1215854500
2019-05-31,1117053319
2019-06-03,1132442652
2019-06-04,1175957318
2019-06-05,1157383985
2019-06-06,1158445318
2019-06-07,1163751985
2019-06-10,1174895985
2019-06-11,1194530651
2019-06-12,1191877318
2019-06-13,1203551984
2019-06-14,1184978651
2019-06-17,1185509318
2019-06-18,1221063984
2019-06-19,1233799984
2019-06-20,1251842650
2019-06-21,1249719984
2019-06-24,1233799984
2019-06-25,1216818651
2019-06-26,1245474651
2019-06-27,1273069317
2019-06-28,1317114650
2019-07-01,1318175983
2019-07-02,1316053316
2019-07-03,1313930650
2019-07-05,1311807983
2019-07-08,1285274650
2019-07-09,1269885317
2019-07-10,1264047984
2019-07-11,1243882651
2019-07-12,1270946650
2019-07-15,1269354650
2019-07-16,1282621317
2019-07-17,1279967983
2019-07-18,1290050650
2019-07-19,1297479983
2019-07-22,1281559983
2019-07-23,1305439983
2019-07-24,1324013316
2019-07-25,1319237316
2019-07-26,1335157316
2019-07-29,1327727983
2019-07-30,1336749316
2019-07-31,1315522650
2019-08-01,1283682650
2019-08-02,1284743983
2019-08-05,1233269317
2019-08-06,1256618650
2019-08-07,1225309317
2019-08-08,1268293317
2019-08-09,1221594651
2019-08-12,1201429318
2019-08-13,1215757318
2019-08-14,1152607985
2019-08-15,1122890652
2019-08-16,1136687985
2019-08-19,1168527985
2019-08-20,1158445318
2019-08-21,1152077318
2019-08-22,1152077318
2019-08-23,1092111986
2019-08-26,1104317319
2019-08-27,1091581319
2019-08-28,1117583985
2019-08-29,1135626652
2019-08-30,1135095985
2019-09-03,1158991950
2019-09-04,1186521450
2019-09-05,1216803900
2019-09-06,1202488560
2019-09-09,1238276910
2019-09-10,1286178240
2019-09-11,1332978390
2019-09-12,1319764230
2019-09-13,1321416000
2019-09-16,1319213640
2019-09-17,1314258330
2019-09-18,1310954790
2019-09-19,1296639450
2019-09-20,1274065260
2019-09-23,1275717030
2019-09-24,1252592250
2019-09-25,1209095640
2019-09-26,1192577940
2019-09-27,1211848590
2019-09-30,1223410980
2019-10-01,1223410980
2019-10-02,1200836790
2019-10-03,1208545050
2019-10-04,1194229710
2019-10-07,1185420270
2019-10-08,1176060240
2019-10-09,1164497850
2019-10-10,1173857880
2019-10-11,1215702720
2019-10-14,1190926170
2019-10-15,1204690920
2019-10-16,1186521450
2019-10-17,1194229710
2019-10-18,1196982660
2019-10-21,1198634430
2019-10-22,1212399180
2019-10-23,1214050950
2019-10-24,1214601540
2019-10-25,1223410980
2019-10-28,1276267620
2019-10-29,1295538270
2019-10-30,1272964080
2019-10-31,1249288710
2019-11-01,1289481780
2019-11-04,1311505380
2019-11-05,1318663050
2019-11-06,1314258330
2019-11-07,1323618360
2019-11-08,1321966590
2019-11-11,1298841810
2019-11-12,1279020570
2019-11-13,1264154640
2019-11-14,1247636940
2019-11-15,1244333400
2019-11-18,1270211130
2019-11-19,1270211130
2019-11-20,1256446380
2019-11-21,1247086350
2019-11-22,1264154640
2019-11-25,1296088860
2019-11-26,1305999480
2019-11-27,1318112460
2019-11-29,1299942990
2019-12-02,1284812700
2019-12-03,1277122500
2019-12-04,1287559200
2019-12-05,1288108500
2019-12-06,1334249700
2019-12-09,1358968200
2019-12-10,1357869600
2019-12-11,1373799300
2019-12-12,1386433200
2019-12-13,1347982200
2019-12-16,1353475200
2019-12-17,1473222600
2019-12-18,1489152300
2019-12-19,1490800200
2019-12-20,1462236600
2019-12-23,1447954800
2019-12-24,1439715300
2019-12-26,1440264600
2019-12-27,1438616700
2019-12-30,1436419500
2019-12-31,1428180000
2020-01-02,1412250300
2020-01-03,1395222000
2020-01-06,1394123400
2020-01-07,1383686700
2020-01-08,1383686700
2020-01-09,1363911900
2020-01-10,1364461200
2020-01-13,1373250000
2020-01-14,1384785300
2020-01-15,1379292300
2020-01-16,1397419200
2020-01-17,1373250000
2020-01-21,1339742700
2020-01-22,1334249700
2020-01-23,1327108800
2020-01-24,1291404300
2020-01-27,1271629500
2020-01-28,1269981600
2020-01-29,1271080200
2020-01-30,1284263400
2020-01-31,1245263100
2020-02-03,1278221100
2020-02-04,1289207100
2020-02-05,1324911600
2020-02-06,1320517200
2020-02-07,1296897300
2020-02-10,1294150800
2020-02-11,1315024200
2020-02-12,1313925600
2020-02-13,1302939600
2020-02-14,1278770400
2020-02-18,1259544900
2020-02-19,1267784400
2020-02-20,1267784400
2020-02-21,1246911000
2020-02-24,1204614900
2020-02-25,1167811800
2020-02-26,1168361100
2020-02-27,1115628300
2020-02-28,1076628000
2020-03-02,1101908720
2020-03-03,1067508200
2020-03-04,1109007240
2020-03-05,1041298280
2020-03-06,1030923520
2020-03-09,900966000
2020-03-10,935366520
2020-03-11,864381320
2020-03-12,755173320
2020-03-13,843085760
2020-03-16,701661400
2020-03-17,798310480
2020-03-18,690194560
2020-03-19,743706480
2020-03-20,710398040
2020-03-23,707121800
2020-03-24,754081240
2020-03-25,762271840
2020-03-26,860559040
2020-03-27,810323360
2020-03-30,896051640
2020-03-31,883492720
2020-04-01,831072880
2020-04-02,813053560
2020-04-03,768278280
2020-04-06,841993680
2020-04-07,857828840
2020-04-08,882400640
2020-04-09,929906120
2020-04-13,878032319
2020-04-14,875302120
2020-04-15,796672360
2020-04-16,777014920
2020-04-17,829980800
2020-04-20,795034240
2020-04-21,763909960
2020-04-22,763909960
2020-04-23,779745120
2020-04-24,792850080
2020-04-27,841447640
2020-04-28,851822400
2020-04-29,964852680
2020-04-30,890045200
2020-05-01,856736760
2020-05-04,840355560
2020-05-05,847454080
2020-05-06,823974360
2020-05-07,849092200
2020-05-08,894959560
2020-05-11,873664000
2020-05-12,845269920
2020-05-13,798856520
2020-05-14,806501080
2020-05-15,815237720
2020-05-18,921169480
2020-05-19,887861040
2020-05-20,922261560
2020-05-21,909702640
2020-05-22,904788280
2020-05-26,978503680
2020-05-27,1032561640
2020-05-28,1002529440
2020-05-29,1006897760
2020-06-01,1024085800
2020-06-02,1039766100
2020-06-03,1087347700
2020-06-04,1158720100
2020-06-05,1180888800
2020-06-08,1301464900
2020-06-09,1377162900
2020-06-10,1222522700
2020-06-11,1063016200
2020-06-12,1106272200
2020-06-15,1120871100
2020-06-16,1187377200
2020-06-17,1194406300
2020-06-18,1174400400
2020-06-19,1158720100
2020-06-22,1157638700
2020-06-23,1202516800
2020-06-24,1165749200
2020-06-25,1231173900
2020-06-26,1140877000
2020-06-29,1236040200
2020-06-30,1243069300
2020-07-01,1199813300
2020-07-02,1186836500
2020-07-06,1167371300
2020-07-07,1110597800
2020-07-08,1151150300
2020-07-09,1166830600
2020-07-10,1213330800
2020-07-13,1195487700
2020-07-14,1243069300
2020-07-15,1248476300
2020-07-16,1239825100
2020-07-17,1233336700
2020-07-20,1229551800
2020-07-21,1258208900
2020-07-22,1269022900
2020-07-23,1254964700
2020-07-24,1250098400
2020-07-27,1266860100
2020-07-28,1248476300
2020-07-29,1272267100
2020-07-30,1257127500
2020-07-31,1247394900
2020-08-03,1298761400
2020-08-04,1302005600
2020-08-05,1322011500
2020-08-06,1322552200
2020-08-07,1349046500
2020-08-10,1441506200
2020-08-11,1451779500
2020-08-12,1470163300
2020-08-13,1443669000
2020-08-14,1456645800
2020-08-17,1453401600
2020-08-18,1441506200
2020-08-19,1434477100
2020-08-20,1432855000
2020-08-21,1384732700
2020-08-24,1433936400
2020-08-25,1427448000
2020-08-26,1419337500
2020-08-27,1417174700
2020-08-28,1430692200
2020-08-31,1353947417
2020-09-01,1388853874
2020-09-02,1401547131
2020-09-03,1350245217
2020-09-04,1369285103
2020-09-08,1322214275
2020-09-09,1324329817
2020-09-10,1266152389
2020-09-11,1258747989
2020-09-14,1238650332
2020-09-15,1270383475
2020-09-16,1278316761
2020-09-17,1291538903
2020-09-18,1296827760
2020-09-21,1201628333
2020-09-22,1228601504
2020-09-23,1238650332
2020-09-24,1248699161
2020-09-25,1286778932
2020-09-28,1334907532
2020-09-29,1341254160
2020-09-30,1329618674
2020-10-01,1388324988
2020-10-02,1425346988
2020-10-05,1471888930
2020-10-06,1460782331
2020-10-07,1515257559
2020-10-08,1560212844
2020-10-09,1559683958
2020-10-12,1562857273
2020-10-13,1539057416
2020-10-14,1547519587
2020-10-15,1598292615
2020-10-16,1620505815
2020-10-19,1614688072
2020-10-20,1625794672
2020-10-21,1625265786
2020-10-22,1656470043
2020-10-23,1655412272
2020-10-26,1599350387
2020-10-27,1604110358
2020-10-28,1544875158
2020-10-29,1612043644
2020-10-30,1604639244
2020-11-02,1641132358
2020-11-03,1678683243
2020-11-04,1553866215
2020-11-05,1646950100
2020-11-06,1627381329
2020-11-09,1666518872
2020-11-10,1713589700
2020-11-11,1698252014
2020-11-12,1652238958
2020-11-13,1713060814
2020-11-16,1791335899
2020-11-17,1753256128
2020-11-18,1688732072
2020-11-19,1684500986
2020-11-20,1677096586
2020-11-23,1713060814
2020-11-24,1790278128
2020-11-25,1730514043
2020-11-27,1750082814
2020-11-30,1662510120
2020-12-01,1715180610
2020-12-02,1694321010
2020-12-03,1675025879
2020-12-04,1713616140
2020-12-07,1707358260
2020-12-08,1724567430
2020-12-09,1704750810
2020-12-10,1716745080
2020-12-11,1652080320
2020-12-14,1648429890
2020-12-15,1733954250
2020-12-16,1688584620
2020-12-17,1626005820
2020-12-18,1578550230
2020-12-21,1649994360
2020-12-22,1581157680
2020-12-23,1602017280
2020-12-24,1633828170
2020-12-28,1626527310
2020-12-29,1607753670
2020-12-30,1661467140
2020-12-31,1650515850
2021-01-04,1645822440
2021-01-05,1724567430
2021-01-06,1840338210
2021-01-07,1835123310
2021-01-08,1794968580
2021-01-11,1779845370
2021-01-12,1816349670
2021-01-13,1769937060
2021-01-14,1807484339
2021-01-15,1807484339
2021-01-19,1791839640
2021-01-20,1784017290
2021-01-21,1736040210
2021-01-22,1780366860
2021-01-25,1745427030
2021-01-26,1738126170
2021-01-27,1736561699
2021-01-28,1732389780
2021-01-29,1682848230
2021-02-01,1744905540
2021-02-02,1748034480
2021-02-03,1733954250
2021-02-04,1796533050
2021-02-05,1841381190
2021-02-08,1908131910
2021-02-09,1909696379
2021-02-10,1940985780
2021-02-11,1907088930
2021-02-12,1919083199
2021-02-16,1965495810
2021-02-17,1949329620
2021-02-18,1907088930
2021-02-19,2028596100
2021-02-22,2142280920
2021-02-23,2154796680
2021-02-24,2181914160
2021-02-25,2112555990
2021-02-26,2054149110
2021-03-01,2197606200
2021-03-02,2166654000
2021-03-03,2179550750
2021-03-04,2060900650
2021-03-05,2130543099
2021-03-08,2249193200
2021-03-09,2230621880
2021-03-10,2312129340
2021-03-11,2335859360
2021-03-12,2315740430
2021-03-15,2320899130
2021-03-16,2267764520
2021-03-17,2302843680
2021-03-18,2271375610
2021-03-19,2242486890
2021-03-22,2153757250
2021-03-23,2040781720
2021-03-24,2024273880
2021-03-25,2099590900
2021-03-26,2194510980
2021-03-29,2108876560
2021-03-30,2152209640
2021-03-31,2133638320
2021-04-01,2182645970
2021-04-05,2192963370
2021-04-06,2190899890
2021-04-07,2151177900
2021-04-08,2114551130
2021-04-09,2121257439
2021-04-12,2129511360
2021-04-13,2076376750
2021-04-14,2117646349
2021-04-15,2100622640
2021-04-16,2119709830
2021-04-19,2108876560
2021-04-20,2048519770
2021-04-21,2087210020
2021-04-22,2076376750
2021-04-23,2118678090
2021-04-26,2142408110
2021-04-27,2117130480
2021-04-28,2117130480
2021-04-29,2107328950
2021-04-30,2075345009
2021-05-03,2191415760
2021-05-04,2200185550
2021-05-05,2233201230
2021-05-06,2261574080
2021-05-07,2263121690
2021-05-10,2200701420
2021-05-11,2236296450
2021-05-12,2142923980
2021-05-13,2181614230
2021-05-14,2165622260
2021-05-17,2219272740
2021-05-18,2175939660
2021-05-19,2114035259
2021-05-20,2073281530
2021-05-21,2082051320
2021-05-24,2102686120
2021-05-25,2025305620
2021-05-26,2059353040
2021-05-27,2149630290
2021-05-28,2110424169
2021-06-01,2156633320
2021-06-02,2105781319
2021-06-03,2105781319
2021-06-04,2103238720
2021-06-07,2079338280
2021-06-08,2109340959
2021-06-09,2076795680
2021-06-10,2027977760
2021-06-11,2033062959
2021-06-14,1966955360
2021-06-15,1944580480
2021-06-16,1912543720
2021-06-17,1832197560
2021-06-18,1781345560
2021-06-21,1836774239
2021-06-22,1821518640
2021-06-23,1826095319
2021-06-24,1919663000
2021-06-25,1886609200
2021-06-28,1869828040
2021-06-29,1890677360
2021-06-30,1917628920
2021-07-01,1925256720
2021-07-02,1907458520
2021-07-06,1869319520
2021-07-07,1886609200
2021-07-08,1869319520
2021-07-09,1929324880
2021-07-12,1947631599
2021-07-13,1907967040
2021-07-14,1899830720
2021-07-15,1942546400
2021-07-16,1877964360
2021-07-19,1845927599
2021-07-20,1895254040
2021-07-21,1930341920
2021-07-22,1913052239
2021-07-23,1927290800
2021-07-26,1963395720
2021-07-27,1940512319
2021-07-28,1958310520
2021-07-29,2027977760
2021-07-30,2005094360
2021-08-02,1928816360
2021-08-03,1955259400
2021-08-04,1854572440
2021-08-05,1853046880
2021-08-06,1889660319
2021-08-09,1876947319
2021-08-10,1940512319
2021-08-11,1982719480
2021-08-12,1950682720
2021-08-13,1937969720
2021-08-16,1913052239
2021-08-17,1858132080
2021-08-18,1869828040
2021-08-19,1801686360
2021-08-20,1815924920
2021-08-23,1837282760
2021-08-24,1859657640
2021-08-25,1847453160
2021-08-26,1802194880
2021-08-27,1862708760
2021-08-30,1852538360
2021-08-31,1799609320
2021-09-01,1747213080
2021-09-02,1714969240
2021-09-03,1699854940
2021-09-07,1715473049
2021-09-08,1675168250
2021-09-09,1668618719
2021-09-10,1654512040
2021-09-13,1697839700
2021-09-14,1662573000
2021-09-15,1703381610
2021-09-16,1671641580
2021-09-17,1663580620
2021-09-20,1628817730
2021-09-21,1636878690
2021-09-22,1661565379
2021-09-23,1667107290
2021-09-24,1662573000
2021-09-27,1724541629
2021-09-28,1729579730
2021-09-29,1684740640
2021-09-30,1636878690
2021-10-01,1679198730
2021-10-04,1716480670
2021-10-05,1697335890
2021-10-06,1674160629
2021-10-07,1695824459
2021-10-08,1627306299
2021-10-11,1645947270
2021-10-12,1644435840
2021-10-13,1606146280
2021-10-14,1624787250
2021-10-15,1644939650
2021-10-18,1652496799
2021-10-19,1639901549
2021-10-20,1657534900
2021-10-21,1660557760
2021-10-22,1681213969
2021-10-25,1727564490
2021-10-26,1705900660
2021-10-27,1651489180
2021-10-28,1688771120
2021-10-29,1687259690
2021-11-01,1717488290
2021-11-02,1688771120
2021-11-03,1739655930
2021-11-04,1744190219
2021-11-05,1794067410
2021-11-08,1816738860
2021-11-09,1761319760
2021-11-10,1726053060
2021-11-11,1764342620
2021-11-12,1764846430
2021-11-15,1745197840
2021-11-16,1738144500
2021-11-17,1690282549
2021-11-18,1707412090
2021-11-19,1678191110
2021-11-22,1711946379
2021-11-23,1710434950
2021-11-24,1676175870
2021-11-26,1608665330
2021-11-29,1546192890
2021-11-30,1471575420
2021-12-01,1477047810
2021-12-02,1540229040
2021-12-03,1515852030
2021-12-06,1569083460
2021-12-07,1570078440
2021-12-08,1588983060
2021-12-09,1576545810
2021-12-10,1576545810
2021-12-13,1585500630
2021-12-14,1576048320
2021-12-15,1566098520
2021-12-16,1570575930
2021-12-17,1583013180
2021-12-20,1507892190
2021-12-21,1558636170
2021-12-22,1584505650
2021-12-23,1614852540
2021-12-27,1629279750
2021-12-28,1655646720
2021-12-29,1664104050
2021-12-30,1654651740
2021-12-31,1676541300
2022-01-03,1691466000
2022-01-04,1722807870
2022-01-05,1739225040
2022-01-06,1757632170
2022-01-07,1784496629
2022-01-10,1758129660
2022-01-11,1747682370
2022-01-12,1772556870
2022-01-13,1796436390
2022-01-14,1784496629
2022-01-18,1769074440
2022-01-19,1755642210
2022-01-20,1671566400
2022-01-21,1575550830
2022-01-24,1615847519
2022-01-25,1627787280
2022-01-26,1615847519
2022-01-27,1644701940
2022-01-28,1664601540
2022-01-31,1661616600
2022-02-01,1686988589
2022-02-02,1678531260
2022-02-03,1650671820
2022-02-04,1613857560
2022-02-07,1601420310
2022-02-08,1661119110
2022-02-09,1692958470
2022-02-10,1652661780
2022-02-11,1681018710
2022-02-14,1687486080
2022-02-15,1748677350
2022-02-16,1753652250
2022-02-17,1741215000
2022-02-18,1750667310
2022-02-22,1717832970
2022-02-23,1662114089
2022-02-24,1674053850
2022-02-25,1753154760
2022-02-28,1714160050
2022-03-01,1714647719
2022-03-02,1801940650
2022-03-03,1819009099
2022-03-04,1802428320
2022-03-07,1735617530
2022-03-08,1718061409
2022-03-09,1746346270
2022-03-10,1765853070
2022-03-11,1760001030
2022-03-14,1727814810
2022-03-15,1757562680
2022-03-16,1782433849
2022-03-17,1813644730
2022-03-18,1824373469
2022-03-21,1848756969
2022-03-22,1868263770
2022-03-23,1550790600
2022-03-24,1614187700
2022-03-25,1578100120
2022-03-28,1537623510
2022-03-29,1550302930
2022-03-30,1548352250
2022-03-31,1545426230
2022-04-01,1535185160
2022-04-04,1558105650
2022-04-05,1525431760
2022-04-06,1498122240
2022-04-07,1500560590
2022-04-08,1493733210
2022-04-11,1516653700
2022-04-12,1535185160
2022-04-13,1588341190
2022-04-14,1611749349
2022-04-18,1629793140
2022-04-19,1710746360
2022-04-20,1732691510
2022-04-21,1676609460
2022-04-22,1620039740
2022-04-25,1577612450
2022-04-26,1491782530
2022-04-27,1461546990
2022-04-28,1496659230
2022-04-29,1429848440
2022-05-02,1424484070
2022-05-03,1440089510
2022-05-04,1461546990
2022-05-05,1413267660
2022-05-06,1376204740
2022-05-09,1326462400
2022-05-10,1296714530
2022-05-11,1269405010
2022-05-12,1298177540
2022-05-13,1322561040
2022-05-16,1318659680
2022-05-17,1366451340
2022-05-18,1330363760
2022-05-19,1324024050
2022-05-20,1294276180
2022-05-23,1306467930
2022-05-24,1315733660
2022-05-25,1348407550
2022-05-26,1383032120
2022-05-27,1417656690
2022-05-31,1393742500
2022-06-01,1395196840
2022-06-02,1442705280
2022-06-03,1398105520
2022-06-06,1410709800
2022-06-07,1442705280
2022-06-08,1378714320
2022-06-09,1333629780
2022-06-10,1304542980
2022-06-13,1255095420
2022-06-14,1237643340
2022-06-15,1268184480
2022-06-16,1186256660
2022-06-17,1207586980
2022-06-21,1224069500
2022-06-22,1207586980
2022-06-23,1317147260
2022-06-24,1386470800
2022-06-27,1392772940
2022-06-28,1361262240
2022-06-29,1336538460
2022-06-30,1318116820
2022-07-01,1315692920
2022-07-05,1324418960
2022-07-06,1314723360
2022-07-07,1314238580
2022-07-08,1299210400
2022-07-11,1298240840
2022-07-12,1346234060
2022-07-13,1353505760
2022-07-14,1331690660
2022-07-15,1321995060
2022-07-18,1313269020
2022-07-19,1391803380
2022-07-20,1389864260
2022-07-21,1382107780
2022-07-22,1348173180
2022-07-25,1371927400
2022-07-26,1401498980
2022-07-27,1461126920
2022-07-28,1488759380
2022-07-29,1530450460
2022-08-01,1547902540
2022-08-02,1507181020
2022-08-03,1512998380
2022-08-04,1521239640
2022-08-05,1540630840
2022-08-08,1560991600
2022-08-09,1567293740
2022-08-10,1608015260
2022-08-11,1607045700
2022-08-12,1641949859
2022-08-15,1627891240
2022-08-16,1655523700
2022-08-17,1640495520
2022-08-18,1641949859
2022-08-19,1622558660
2022-08-22,1586200160
2022-08-23,1605591359
2022-08-24,1630315140
2022-08-25,1657462820
2022-08-26,1629830359
2022-08-29,1613347840
2022-08-30,1560506820
2022-08-31,1526177940
2022-09-01,1494615240
2022-09-02,1477619940
2022-09-06,1476163200
2022-09-07,1498985460
2022-09-08,1495100820
2022-09-09,1557740640
2022-09-12,1602414000
2022-09-13,1556283899
2022-09-14,1510639380
2022-09-15,1527149100
2022-09-16,1533947220
2022-09-19,1574250360
2022-09-20,1542202080
2022-09-21,1508211480
2022-09-22,1478105520
2022-09-23,1441687020
2022-09-26,1420807080
2022-09-27,1442658180
2022-09-28,1469850660
2022-09-29,1286787000
2022-09-30,1141598580
2022-10-03,1267849380
2022-10-04,1350397980
2022-10-05,1320292020
2022-10-06,1282902360
2022-10-07,1264450320
2022-10-10,1292613960
2022-10-11,1291157220
2022-10-12,1281931200
2022-10-13,1316892960
2022-10-14,1270277280
2022-10-17,1318349700
2022-10-18,1328546880
2022-10-19,1291157220
2022-10-20,1283387940
2022-10-21,1365450960
2022-10-24,1379047200
2022-10-25,1386330900
2022-10-26,1393614600
2022-10-27,1388273220
2022-10-28,1401869460
2022-10-31,1423720560
2022-11-01,1466937180
2022-11-02,1415465700
2022-11-03,1418864760
2022-11-04,1514524020
2022-11-07,1559197380
2022-11-08,1580077320
2022-11-09,1519865400
2022-11-10,1631548800
2022-11-11,1656313380
2022-11-14,1715068560
2022-11-15,1690303980
2022-11-16,1660198020
2022-11-17,1673794260
2022-11-18,1667481720
2022-11-21,1702443480
2022-11-22,1718953200
2022-11-23,1694674200
2022-11-25,1696130940
2022-11-28,1671366360
2022-11-29,1680592380
2022-11-30,1699573259
2022-12-01,1685968900
2022-12-02,1704917830
2022-12-05,1663133009
2022-12-06,1653901480
2022-12-07,1655844960
2022-12-08,1625721020
2022-12-09,1560128570
2022-12-12,1577619890
2022-12-13,1573732930
2022-12-14,1573247060
2022-12-15,1494536120
2022-12-16,1536320940
2022-12-19,1506197000
2022-12-20,1542151380
2022-12-21,1553326390
2022-12-22,1488219810
2022-12-23,1484818720
2022-12-27,1497451340
2022-12-28,1442548030
2022-12-29,1486276330
2022-12-30,1488705680
2023-01-03,1471700230
2023-01-04,1471214360
2023-01-05,1496965470
2023-01-06,1560128570
2023-01-09,1535349200
2023-01-10,1609687310
2023-01-11,1635438419
2023-01-12,1654873220
2023-01-13,1647099300
2023-01-17,1596082950
2023-01-18,1569845970
2023-01-19,1564987270
2023-01-20,1601913390
2023-01-23,1587337290
2023-01-24,1593653599
2023-01-25,1627664500
2023-01-26,1671392800
2023-01-27,1668477580
2023-01-30,1652929740
2023-01-31,1703460220
2023-02-01,1756420050
2023-02-02,1805007050
2023-02-03,1847277740
2023-02-06,1805978790
2023-02-07,1835616860
2023-02-08,1766623320
2023-02-09,1751561349
2023-02-10,1754476570
2023-02-13,1797233130
2023-02-14,1821526630
2023-02-15,1822984240
2023-02-16,1803549439
2023-02-17,1827842939
2023-02-21,1763708099
2023-02-22,1776340720
2023-02-23,1778284200
2023-02-24,1773911370
2023-02-27,1792374430
2023-02-28,1812438180
2023-03-01,1835300389
2023-03-02,1854271159
2023-03-03,1878106230
2023-03-06,1830922520
2023-03-07,1807087450
2023-03-08,1811465320
2023-03-09,1742392260
2023-03-10,1682074940
2023-03-13,1649970560
2023-03-14,1678183500
2023-03-15,1593544680
2023-03-16,1618839040
2023-03-17,1562899590
2023-03-20,1600354700
2023-03-21,1634891230
2023-03-22,1593058250
2023-03-23,1839191830
2023-03-24,1880538379
2023-03-27,1880538379
2023-03-28,1887834830
2023-03-29,1908751320
2023-03-30,1891726270
2023-03-31,1938423550
2023-04-03,1941828560
2023-04-04,1865945480
2023-04-05,1822166780
2023-04-06,1826058220
2023-04-10,1847461139
2023-04-11,1870809780
2023-04-12,1843083270
2023-04-13,1858162600
2023-04-14,1835786820
2023-04-17,1856216879
2023-04-18,1866431909
2023-04-19,1861567610
2023-04-20,1856216879
2023-04-21,1836759680
2023-04-24,1845515420
2023-04-25,1794440270
2023-04-26,1750175139
2023-04-27,1787630250
2023-04-28,1780820230
2023-05-01,1777415220
2023-05-02,1763308750
2023-05-03,1738014389
2023-05-04,1685966379
2023-05-05,1746283700
2023-05-08,1722935060
2023-05-09,1715638610
2023-05-10,1703477860
2023-05-11,1678669930
2023-05-12,1678669930
2023-05-15,1675264920
2023-05-16,1655321290
2023-05-17,1704937149
2023-05-18,1725853639
2023-05-19,1728772220
2023-05-22,1739473680
2023-05-23,1754553010
2023-05-24,1719043620
2023-05-25,1720016480
2023-05-26,1744337980
2023-05-30,1719530050
2023-05-31,1689933200
2023-06-01,1712400520
2023-06-02,1804223480
2023-06-05,1762707780
2023-06-06,1830109740
2023-06-07,1892627500
2023-06-08,1856972840
2023-06-09,1837436039
2023-06-12,1848181280
2023-06-13,1885789620
2023-06-14,1850623380
2023-06-15,1875044380
2023-06-16,1834017099
2023-06-20,1821318180
2023-06-21,1836459200
2023-06-22,1844273920
2023-06-23,1827667640
2023-06-26,1847692860
2023-06-27,1880905420
2023-06-28,1907768520
2023-06-29,2077738680
2023-06-30,2091902860
2023-07-03,2094344960
2023-07-05,2043549280
2023-07-06,2038176659
2023-07-07,2045502960
2023-07-10,2065039760
2023-07-11,2099717580
2023-07-12,2152955360
2023-07-13,2150513260
2023-07-14,2121696480
2023-07-17,2129999620
2023-07-18,2169561640
2023-07-19,2145140640
2023-07-20,2161746920
2023-07-21,2141721700
2023-07-24,2175911100
2023-07-25,2231102560
2023-07-26,2240870960
2023-07-27,2214496280
2023-07-28,2230614140
2023-07-31,2246732000
2023-08-01,2241359380
2023-08-02,2197890000
2023-08-03,2200820520
2023-08-04,2151490100
2023-08-07,2164189020
2023-08-08,2128045940
2023-08-09,2127557520
2023-08-10,2115835440
2023-08-11,2117789120
2023-08-14,2168584800
2023-08-15,2139279599
2023-08-16,2167119540
2023-08-17,2167607960
2023-08-18,2167607960
2023-08-21,2163212180
2023-08-22,2173469000
2023-08-23,2182748980
2023-08-24,2172492160
2023-08-25,2202774200
2023-08-28,2230614140
2023-08-29,2287759280
2023-08-30,2290689800
2023-08-31,2282230400
2023-09-01,2329940820
2023-09-05,2264031580
2023-09-06,2250751360
2023-09-07,2213370000
2023-09-08,2171561900
2023-09-11,2201073500
2023-09-12,2179431660
2023-09-13,2114506140
2023-09-14,2137623560
2023-09-15,2074173620
2023-09-18,2093848020
2023-09-19,2084502680
2023-09-20,2071714319
2023-09-21,2040727140
2023-09-22,2082043380
2023-09-25,2113030560
2023-09-26,2074173620
2023-09-27,2155330520
2023-09-28,1866116840
2023-09-29,1874478460
2023-10-02,1873986600
2023-10-03,1842999420
2023-10-04,1855787779
2023-10-05,1813487819
2023-10-06,1841523840
2023-10-09,1832178500
2023-10-10,1851361040
2023-10-11,1856771500
2023-10-12,1871527299
2023-10-13,1866116840
2023-10-16,1879888920
2023-10-17,1882840080
2023-10-18,1833654080
2023-10-19,1817914560
2023-10-20,1828243620
2023-10-23,1795289000
2023-10-24,1806601779
2023-10-25,1809552940
2023-10-26,1836113380
2023-10-27,1844966860
2023-10-30,1858247080
2023-10-31,1868576140
2023-11-01,1889234259
2023-11-02,1920713299
2023-11-03,1926123759
2023-11-06,1911859819
2023-11-07,1885299380
2023-11-08,1874970319
2023-11-09,1882348220
2023-11-10,1923172600
2023-11-13,1911367960
2023-11-14,2010723680
2023-11-15,1984655100
2023-11-16,1958094660
2023-11-17,1995967880
2023-11-20,2001870200
2023-11-21,2005805080
2023-11-22,1998427180
2023-11-24,2011707400
2023-11-27,2047613180
2023-11-28,2118441020
2023-11-29,2156314240
2023-11-30,2179723000
2023-12-01,2246791400
2023-12-04,2473147250
2023-12-05,2539229350
2023-12-06,2545640300
2023-12-07,2556982750
2023-12-08,2523448550
2023-12-11,2566352600
2023-12-12,2625037450
2023-12-13,2698023650
2023-12-14,2781366000
2023-12-15,2827228950
2023-12-18,2788763250
2023-12-19,2885420650
2023-12-20,2818352250
2023-12-21,2864215200
2023-12-22,2881475450
2023-12-26,2903174050
2023-12-27,2903667200
2023-12-28,2854352200
2023-12-29,2838078250
2024-01-02,2797146800
2024-01-03,2743886600
2024-01-04,2709366100
2024-01-05,2727119500
2024-01-08,2765585200
2024-01-09,2690626400
2024-01-10,2714297600
2024-01-11,2682736000
2024-01-12,2674352450
