,TMO
2004-08-24,4236512220
2004-08-25,4309193520
2004-08-26,4312423800
2004-08-27,4328575200
2004-08-30,4225206240
2004-08-31,4242972780
2004-09-01,4249433340
2004-09-02,4286581560
2004-09-03,4288196700
2004-09-07,4304348100
2004-09-08,4294657260
2004-09-09,4309193520
2004-09-10,4381874820
2004-09-13,4430329020
2004-09-14,4449710700
2004-09-15,4444865280
2004-09-16,4554694800
2004-09-17,4551464520
2004-09-20,4470707520
2004-09-21,4496549760
2004-09-22,4398026220
2004-09-23,4388335380
2004-09-24,4341496320
2004-09-27,4291426980
2004-09-28,4367338560
2004-09-29,4360878000
2004-09-30,4364108280
2004-10-01,4533697980
2004-10-04,4550254390
2004-10-05,4516453420
2004-10-06,4530939550
2004-10-07,4532549120
2004-10-08,4426317500
2004-10-11,4410221800
2004-10-12,4413440940
2004-10-13,4386078250
2004-10-14,4353886850
2004-10-15,4381249540
2004-10-18,4378030400
2004-10-19,4323305020
2004-10-20,4308818890
2004-10-21,4295942330
2004-10-22,4217073400
2004-10-25,4218682970
2004-10-26,4281456200
2004-10-27,4667753000
2004-10-28,4637171170
2004-10-29,4667753000
2004-11-01,4646828590
2004-11-02,4682239130
2004-11-03,4796518600
2004-11-04,4822271720
2004-11-05,4807785590
2004-11-08,4811004730
2004-11-09,4823881290
2004-11-10,4836757850
2004-11-11,4833538710
2004-11-12,4822271720
2004-11-15,4825490860
2004-11-16,4817443010
2004-11-17,4838367420
2004-11-18,4856072690
2004-11-19,4745012360
2004-11-22,4814223870
2004-11-23,4790080320
2004-11-24,4838367420
2004-11-26,4839976990
2004-11-29,4831929140
2004-11-30,4868949250
2004-12-01,4938160760
2004-12-02,4939770330
2004-12-03,4925284200
2004-12-06,4904359790
2004-12-07,4848024840
2004-12-08,4901140650
2004-12-09,4848024840
2004-12-10,4860901400
2004-12-13,4923674630
2004-12-14,4941379900
2004-12-15,4952646890
2004-12-16,4957475600
2004-12-17,4893092800
2004-12-20,4914017210
2004-12-21,4922065060
2004-12-22,4970352160
2004-12-23,4941379900
2004-12-27,4880216240
2004-12-28,4885044950
2004-12-29,4880216240
2004-12-30,4873777960
2004-12-31,4859291830
2005-01-03,4777203760
2005-01-04,4717649670
2005-01-05,4704773110
2005-01-06,4707992250
2005-01-07,4638780740
2005-01-10,4651657300
2005-01-11,4643609450
2005-01-12,4651657300
2005-01-13,4596931920
2005-01-14,4706382680
2005-01-18,4727307090
2005-01-19,4611418050
2005-01-20,4799737740
2005-01-21,4819052580
2005-01-24,4793299460
2005-01-25,4788470750
2005-01-26,4790080320
2005-01-27,4786861180
2005-01-28,4754669780
2005-01-31,4819052580
2005-02-01,4814223870
2005-02-02,4827100430
2005-02-03,4313647600
2005-02-04,4458508900
2005-02-07,4563130950
2005-02-08,4566350090
2005-02-09,4432755780
2005-02-10,4463337610
2005-02-11,4479433310
2005-02-14,4437584490
2005-02-15,4407002660
2005-02-16,4426317500
2005-02-17,4432755780
2005-02-18,4415050510
2005-02-22,4368372980
2005-02-23,4389297390
2005-02-24,4398954810
2005-02-25,4418269650
2005-02-28,4419879220
2005-03-01,4397345240
2005-03-02,4379639970
2005-03-03,4360325130
2005-03-04,4421488790
2005-03-07,4468166320
2005-03-08,4456899330
2005-03-09,4456899330
2005-03-10,4447241910
2005-03-11,4431146210
2005-03-14,4440803630
2005-03-15,4418269650
2005-03-16,4345839000
2005-03-17,4281456200
2005-03-18,4242826520
2005-03-21,4183272429
2005-03-22,4077040809
2005-03-23,4160738450
2005-03-24,4168786300
2005-03-28,4175224580
2005-03-29,4065773820
2005-03-30,4006219730
2005-03-31,4070602530
2005-04-01,4023925000
2005-04-04,4029762449
2005-04-05,4029762449
2005-04-06,4026537350
2005-04-07,4020087150
2005-04-08,3997511450
2005-04-11,3974935750
2005-04-12,4007186750
2005-04-13,4015249500
2005-04-14,4032987550
2005-04-15,3989448699
2005-04-18,3978160850
2005-04-19,3994286350
2005-04-20,4002349100
2005-04-21,4065238550
2005-04-22,4021699700
2005-04-25,4058788350
2005-04-26,4065238550
2005-04-27,3945909850
2005-04-28,3908821199
2005-04-29,4028149900
2005-05-02,4049113050
2005-05-03,4097489550
2005-05-04,4163604100
2005-05-05,4160379000
2005-05-06,4187792350
2005-05-09,4231331199
2005-05-10,4216818250
2005-05-11,4255519450
2005-05-12,4244231600
2005-05-13,4168441750
2005-05-16,4186179800
2005-05-17,4295833200
2005-05-18,4370010500
2005-05-19,4386136000
2005-05-20,4358722650
2005-05-23,4352272450
2005-05-24,4299058300
2005-05-25,4305508500
2005-05-26,4313571250
2005-05-27,4273257500
2005-05-31,4244231600
2005-06-01,4268419850
2005-06-02,4257132000
2005-06-03,4265194750
2005-06-06,4279707700
2005-06-07,4305508500
2005-06-08,4336146950
2005-06-09,4334534400
2005-06-10,4297445750
2005-06-13,4294220650
2005-06-14,4316796350
2005-06-15,4308733600
2005-06-16,4339372050
2005-06-17,4345822250
2005-06-20,4311958700
2005-06-21,4300670850
2005-06-22,4307121050
2005-06-23,4282932800
2005-06-24,4321634000
2005-06-27,4270032400
2005-06-28,4313571250
2005-06-29,4352272450
2005-06-30,4332921850
2005-07-01,4321634000
2005-07-05,4324753620
2005-07-06,4378145640
2005-07-07,4319899800
2005-07-08,4371673880
2005-07-11,4416976200
2005-07-12,4526996120
2005-07-13,4512434660
2005-07-14,4493019380
2005-07-15,4468750280
2005-07-18,4465514400
2005-07-19,4483311740
2005-07-20,4724384800
2005-07-21,4717913040
2005-07-22,4719530980
2005-07-25,4709823340
2005-07-26,4805281800
2005-07-27,4886178800
2005-07-28,4887796740
2005-07-29,4831168840
2005-08-01,4781012700
2005-08-02,4771305060
2005-08-03,4737328320
2005-08-04,4724384800
2005-08-05,4709823340
2005-08-08,4627308400
2005-08-09,4675846600
2005-08-10,4682318360
2005-08-11,4711441280
2005-08-12,4654813380
2005-08-15,4685554240
2005-08-16,4645105740
2005-08-17,4651577500
2005-08-18,4598185480
2005-08-19,4594949600
2005-08-22,4585241960
2005-08-23,4549647280
2005-08-24,4562590800
2005-08-25,4619218700
2005-08-26,4544793460
2005-08-29,4504344960
2005-08-30,4457424700
2005-08-31,4514052600
2005-09-01,4505962900
2005-09-02,4488165560
2005-09-06,4601421360
2005-09-07,4672610720
2005-09-08,4692026000
2005-09-09,4709823340
2005-09-12,4910447900
2005-09-13,4976783440
2005-09-14,4894268500
2005-09-15,4958986100
2005-09-16,4991344900
2005-09-19,4895886440
2005-09-20,4874853220
2005-09-21,4861909700
2005-09-22,4902358200
2005-09-23,4937952880
2005-09-26,4918537600
2005-09-27,4918537600
2005-09-28,4950896400
2005-09-29,4971929620
2005-09-30,4999434600
2005-10-03,5020124760
2005-10-04,5044581360
2005-10-05,5080451040
2005-10-06,5023385640
2005-10-07,4967950680
2005-10-10,4946754960
2005-10-11,4868493840
2005-10-12,4860341640
2005-10-13,4907624400
2005-10-14,4969581120
2005-10-17,4940233200
2005-10-18,4932081000
2005-10-19,4928820120
2005-10-20,4891320000
2005-10-21,4925559240
2005-10-24,5054364000
2005-10-25,5005450800
2005-10-26,4875015600
2005-10-27,4840776360
2005-10-28,4892950440
2005-10-31,4922298360
2005-11-01,4850559000
2005-11-02,4870124280
2005-11-03,4919037480
2005-11-04,4914146160
2005-11-07,4814689320
2005-11-08,4832624160
2005-11-09,4830993720
2005-11-10,4839145920
2005-11-11,4878276480
2005-11-14,4844037240
2005-11-15,4876646040
2005-11-16,4870124280
2005-11-17,4945124520
2005-11-18,4997298600
2005-11-21,4990776840
2005-11-22,4938602760
2005-11-23,4964689800
2005-11-25,5013603000
2005-11-28,5005450800
2005-11-29,5011972560
2005-11-30,5029907400
2005-12-01,5117951160
2005-12-02,5070668400
2005-12-05,5062516200
2005-12-06,5095125000
2005-12-07,5020124760
2005-12-08,5002189920
2005-12-09,5005450800
2005-12-12,4990776840
2005-12-13,5015233440
2005-12-14,5025016080
2005-12-15,5021755200
2005-12-16,5111429400
2005-12-19,5165233920
2005-12-20,5181538320
2005-12-21,5160342600
2005-12-22,5083711920
2005-12-23,4977733320
2005-12-27,4967950680
2005-12-28,4932081000
2005-12-29,5003820360
2005-12-30,4912515720
2006-01-03,4935640000
2006-01-04,4973130000
2006-01-05,4960090000
2006-01-06,4961720000
2006-01-09,5072560000
2006-01-10,5079080000
2006-01-11,5132870000
2006-01-12,5124720000
2006-01-13,5224150000
2006-01-17,5211110000
2006-01-18,5224150000
2006-01-19,5297500000
2006-01-20,5217630000
2006-01-23,5260010000
2006-01-24,5392040000
2006-01-25,5406710000
2006-01-26,5400190000
2006-01-27,5424640000
2006-01-30,5434420000
2006-01-31,5483320000
2006-02-01,5476800000
2006-02-02,5651210000
2006-02-03,5685440000
2006-02-06,5566450000
2006-02-07,5414860000
2006-02-08,5540370000
2006-02-09,5555040000
2006-02-10,5556670000
2006-02-13,5515920000
2006-02-14,5612090000
2006-02-15,5537110000
2006-02-16,5558300000
2006-02-17,5568079999
2006-02-21,5519180000
2006-02-22,5643060000
2006-02-23,5660989999
2006-02-24,5631650000
2006-02-27,5732710000
2006-02-28,5643060000
2006-03-01,5700110000
2006-03-02,5669140000
2006-03-03,5690329999
2006-03-06,5677290000
2006-03-07,5685440000
2006-03-08,5705000000
2006-03-09,5731079999
2006-03-10,5750640000
2006-03-13,5786500000
2006-03-14,5788130000
2006-03-15,5861480000
2006-03-16,5885930000
2006-03-17,5851700000
2006-03-20,5868000000
2006-03-21,5799540000
2006-03-22,5833770000
2006-03-23,5827250000
2006-03-24,5885930000
2006-03-27,5868000000
2006-03-28,5887560000
2006-03-29,6050560000
2006-03-30,6047300000
2006-03-31,6045670000
2006-04-03,5951564100
2006-04-04,5961241440
2006-04-05,5946725430
2006-04-06,5895112950
2006-04-07,5833823130
2006-04-10,5833823130
2006-04-11,5783823540
2006-04-12,5822532900
2006-04-13,5853177810
2006-04-17,5841887580
2006-04-18,5943499650
2006-04-19,5988660570
2006-04-20,6037047270
2006-04-21,6080595300
2006-04-24,6064466400
2006-04-25,6111240210
2006-04-26,6214465170
2006-04-27,6288658110
2006-04-28,6216078060
2006-05-01,6161239800
2006-05-02,6225755400
2006-05-03,6225755400
2006-05-04,6332206140
2006-05-05,6362851050
2006-05-08,6216078060
2006-05-09,6201562050
2006-05-10,6225755400
2006-05-11,6072530850
2006-05-12,6056401950
2006-05-15,5935435200
2006-05-16,5917693410
2006-05-17,5799952440
2006-05-18,5887048500
2006-05-19,5919306300
2006-05-22,5896725840
2006-05-23,5988660570
2006-05-24,5878984050
2006-05-25,5961241440
2006-05-26,5954789880
2006-05-30,5898338730
2006-05-31,5925757860
2006-06-01,5943499650
2006-06-02,5954789880
2006-06-05,5849952030
2006-06-06,5937048090
2006-06-07,5906403180
2006-06-08,5875758270
2006-06-09,5828984460
2006-06-12,5740275510
2006-06-13,5741888400
2006-06-14,5690275920
2006-06-15,5701566150
2006-06-16,5683824360
2006-06-19,5569309170
2006-06-20,5616082980
2006-06-21,5616082980
2006-06-22,5559631830
2006-06-23,5483826000
2006-06-26,5593502520
2006-06-27,5488664670
2006-06-28,5591889630
2006-06-29,5778984870
2006-06-30,5845113360
2006-07-03,5743434000
2006-07-05,5702431999
2006-07-06,5760781000
2006-07-07,5663006999
2006-07-10,5661430000
2006-07-11,5606235000
2006-07-12,5614120000
2006-07-13,5519500000
2006-07-14,5454843000
2006-07-17,5536847000
2006-07-18,5562079000
2006-07-19,5707163000
2006-07-20,5599927000
2006-07-21,5511615000
2006-07-24,5554194000
2006-07-25,5776551000
2006-07-26,5732395000
2006-07-27,5779705000
2006-07-28,5866440000
2006-07-31,5836477000
2006-08-01,5856978000
2006-08-02,5874325000
2006-08-03,5948444000
2006-08-04,5945290000
2006-08-07,5937405000
2006-08-08,5912173000
2006-08-09,5880633000
2006-08-10,6011524000
2006-08-11,5994177000
2006-08-14,6050949000
2006-08-15,6186570999
2006-08-16,6211803000
2006-08-17,6216534000
2006-08-18,6213380000
2006-08-21,6189725000
2006-08-22,6200764000
2006-08-23,6183417000
2006-08-24,6197610000
2006-08-25,6186570999
2006-08-28,6197610000
2006-08-29,6191302000
2006-08-30,6184994000
2006-08-31,6181840000
2006-09-01,6188148000
2006-09-05,6178686000
2006-09-06,6188148000
2006-09-07,6178686000
2006-09-08,6196033000
2006-09-11,6148723000
2006-09-12,6197610000
2006-09-13,6221265000
2006-09-14,6240189000
2006-09-15,6341117000
2006-09-18,6312731000
2006-09-19,6308000000
2006-09-20,6320616000
2006-09-21,6319039000
2006-09-22,6214956999
2006-09-25,6287499000
2006-09-26,6263844000
2006-09-27,6240189000
2006-09-28,6219688000
2006-09-29,6202341000
2006-10-02,16375497999
2006-10-03,16354493000
2006-10-04,16556140999
2006-10-05,16661165999
2006-10-06,16799799000
2006-10-09,16740985000
2006-10-10,16715779000
2006-10-11,16665367000
2006-10-12,17035054999
2006-10-13,17198894000
2006-10-16,17232502000
2006-10-17,17505567000
2006-10-18,17820642000
2006-10-19,18081104000
2006-10-20,17656803000
2006-10-23,17766029000
2006-10-24,18589425000
2006-10-25,18148320000
2006-10-26,18362571000
2006-10-27,18131516000
2006-10-30,18085305000
2006-10-31,18009687000
2006-11-01,17967677000
2006-11-02,18013888000
2006-11-03,18051697000
2006-11-06,18207134000
2006-11-07,18635636000
2006-11-08,18412983000
2006-11-09,18219737000
2006-11-10,18917103000
2006-11-13,18324762000
2006-11-14,18362571000
2006-11-15,18459194000
2006-11-16,18379375000
2006-11-17,18543214000
2006-11-20,18417184000
2006-11-21,18530611000
2006-11-22,18673445000
2006-11-24,18681847000
2006-11-27,18190330000
2006-11-28,18354169000
2006-11-29,18551616000
2006-11-30,18412983000
2006-12-01,18442390000
2006-12-04,18560018000
2006-12-05,18707053000
2006-12-06,18896098000
2006-12-07,18980118000
2006-12-08,18929706000
2006-12-11,18744862000
2006-12-12,18694450000
2006-12-13,18555817000
2006-12-14,19072540000
2006-12-15,19181766000
2006-12-18,19076741000
2006-12-19,19379213000
2006-12-20,19391816000
2006-12-21,19093545000
2006-12-22,19043133000
2006-12-26,19131354000
2006-12-27,19391816000
2006-12-28,19190168000
2006-12-29,19026329000
2007-01-03,18975917000
2007-01-04,19173364000
2007-01-05,18908701000
2007-01-08,18875093000
2007-01-09,19408620000
2007-01-10,19824519000
2007-01-11,20463071000
2007-01-12,20324438000
2007-01-16,20181604000
2007-01-17,20509282000
2007-01-18,20454669000
2007-01-19,20605905000
2007-01-22,20202609000
2007-01-23,20173202000
2007-01-24,20341242000
2007-01-25,20034569000
2007-01-26,20089182000
2007-01-29,19883333000
2007-01-30,19908539000
2007-01-31,20101785000
2007-02-01,20534488000
2007-02-02,20748739000
2007-02-05,20605905000
2007-02-06,20710930000
2007-02-07,20883171000
2007-02-08,20555493000
2007-02-09,20454669000
2007-02-12,19954750000
2007-02-13,19711092000
2007-02-14,19996760000
2007-02-15,20173202000
2007-02-16,20009363000
2007-02-20,20143795000
2007-02-21,20038770000
2007-02-22,19845524000
2007-02-23,19929544000
2007-02-26,19677484000
2007-02-27,19114550000
2007-02-28,19013726000
2007-03-01,19139756000
2007-03-02,18597827000
2007-03-05,18551616000
2007-03-06,18833083000
2007-03-07,19043133000
2007-03-08,19278389000
2007-03-09,19295193000
2007-03-12,19400218000
2007-03-13,18879294000
2007-03-14,18938108000
2007-03-15,18904500000
2007-03-16,19076741000
2007-03-19,19530449000
2007-03-20,19484238000
2007-03-21,19517846000
2007-03-22,19501042000
2007-03-23,19429625000
2007-03-26,19303595000
2007-03-27,19391816000
2007-03-28,19341404000
2007-03-29,19290992000
2007-03-30,19639675000
2007-04-02,19631200000
2007-04-03,19809280000
2007-04-04,20118800000
2007-04-05,20619120000
2007-04-09,20542800000
2007-04-10,20453760000
2007-04-11,20504640000
2007-04-12,20614880000
2007-04-13,20763280000
2007-04-16,20975280000
2007-04-17,20996480000
2007-04-18,20886240000
2007-04-19,20640320000
2007-04-20,20873520000
2007-04-23,21072800000
2007-04-24,21149120000
2007-04-25,21335680000
2007-04-26,22726400000
2007-04-27,22603440000
2007-04-30,22073440000
2007-05-01,22192160000
2007-05-02,22450800000
2007-05-03,22429600000
2007-05-04,22276960000
2007-05-07,22281200000
2007-05-08,22196400000
2007-05-09,22204880000
2007-05-10,22069200000
2007-05-11,22739120000
2007-05-14,22633120000
2007-05-15,22662800000
2007-05-16,22853600000
2007-05-17,22628880000
2007-05-18,22739120000
2007-05-21,22713680000
2007-05-22,22764560000
2007-05-23,22658560000
2007-05-24,22828160000
2007-05-25,22896000000
2007-05-29,22921440000
2007-05-30,22942640000
2007-05-31,23150400000
2007-06-01,22908720000
2007-06-04,22476240000
2007-06-05,22544080000
2007-06-06,22561040000
2007-06-07,22412640000
2007-06-08,22429600000
2007-06-11,22175200000
2007-06-12,21810560000
2007-06-13,22514400000
2007-06-14,22514400000
2007-06-15,22823920000
2007-06-18,22696720000
2007-06-19,22641600000
2007-06-20,22272720000
2007-06-21,22056480000
2007-06-22,21751200000
2007-06-25,21742720000
2007-06-26,21662160000
2007-06-27,21954720000
2007-06-28,21891120000
2007-06-29,21929280000
2007-07-02,22263021000
2007-07-03,22581246000
2007-07-05,22330909000
2007-07-06,22263021000
2007-07-09,22173918000
2007-07-10,21966011000
2007-07-11,21940553000
2007-07-12,22526087000
2007-07-13,22725508000
2007-07-16,22882499000
2007-07-17,22797639000
2007-07-18,22691564000
2007-07-19,22767938000
2007-07-20,22207862000
2007-07-23,22199376000
2007-07-24,21910852000
2007-07-25,22526087000
2007-07-26,22292722000
2007-07-27,22165432000
2007-07-30,22712779000
2007-07-31,22152703000
2007-08-01,22487900000
2007-08-02,22555788000
2007-08-03,22186647000
2007-08-06,22394554000
2007-08-07,22106030000
2007-08-08,22708536000
2007-08-09,22084815000
2007-08-10,22577003000
2007-08-13,22806125000
2007-08-14,22445470000
2007-08-15,21490795000
2007-08-16,21155598000
2007-08-17,21325318000
2007-08-20,21159841000
2007-08-21,21355019000
2007-08-22,21821749000
2007-08-23,21987226000
2007-08-24,22360610000
2007-08-27,22343638000
2007-08-28,21842964000
2007-08-29,22750966000
2007-08-30,23052219000
2007-08-31,23009789000
2007-09-04,23141322000
2007-09-05,23268612000
2007-09-06,23221939000
2007-09-07,22975845000
2007-09-10,22810368000
2007-09-11,23124350000
2007-09-12,23531678000
2007-09-13,23798987000
2007-09-14,23629267000
2007-09-17,23451061000
2007-09-18,24401493000
2007-09-19,24634858000
2007-09-20,24384521000
2007-09-21,24363306000
2007-09-24,24180857000
2007-09-25,24269960000
2007-09-26,24579699000
2007-09-27,24533026000
2007-09-28,24490596000
2007-10-01,24273450000
2007-10-02,23931100000
2007-10-03,23597100000
2007-10-04,23797500000
2007-10-05,24156550000
2007-10-08,24240050000
2007-10-09,24799500000
2007-10-10,24319375000
2007-10-11,24244225000
2007-10-12,24507250000
2007-10-15,24498900000
2007-10-16,24407050000
2007-10-17,24407050000
2007-10-18,24398700000
2007-10-19,24114800000
2007-10-22,24189950000
2007-10-23,24845425000
2007-10-24,24665900000
2007-10-25,24173250000
2007-10-26,24152375000
2007-10-29,24156550000
2007-10-30,24269275000
2007-10-31,24553175000
2007-11-01,24035475000
2007-11-02,23693125000
2007-11-05,23947800000
2007-11-06,24039650000
2007-11-07,23643025000
2007-11-08,23906050000
2007-11-09,23805850000
2007-11-12,23693125000
2007-11-13,24169075000
2007-11-14,24189950000
2007-11-15,23977025000
2007-11-16,24031300000
2007-11-19,23647200000
2007-11-20,23997900000
2007-11-21,23676425000
2007-11-23,23885175000
2007-11-26,23588750000
2007-11-27,23906050000
2007-11-28,24260925000
2007-11-29,23901875000
2007-11-30,24064700000
2007-12-03,23926925000
2007-12-04,23910225000
2007-12-05,24169075000
2007-12-06,24248400000
2007-12-07,24160725000
2007-12-10,24511425000
2007-12-11,23977025000
2007-12-12,23960325000
2007-12-13,23926925000
2007-12-14,23914400000
2007-12-17,23605450000
2007-12-18,23672250000
2007-12-19,23743225000
2007-12-20,23818375000
2007-12-21,24407050000
2007-12-24,24290150000
2007-12-26,24686775000
2007-12-27,24127325000
2007-12-28,24294325000
2007-12-31,24081400000
2008-01-02,23296500000
2008-01-03,23801675000
2008-01-04,23354950000
2008-01-07,23764100000
2008-01-08,23747400000
2008-01-09,23158725000
2008-01-10,23384175000
2008-01-11,22958325000
2008-01-14,23225525000
2008-01-15,22858125000
2008-01-16,22874825000
2008-01-17,22457325000
2008-01-18,21718350000
2008-01-22,21121325000
2008-01-23,21021125000
2008-01-24,20900050000
2008-01-25,21547175000
2008-01-28,21455325000
2008-01-29,21964675000
2008-01-30,21317550000
2008-01-31,21497075000
2008-02-01,21868650000
2008-02-04,21334250000
2008-02-05,20975200000
2008-02-06,22565875000
2008-02-07,23167075000
2008-02-08,23137850000
2008-02-11,23342425000
2008-02-12,23701475000
2008-02-13,23864300000
2008-02-14,23647200000
2008-02-15,23889350000
2008-02-19,23718175000
2008-02-20,23860125000
2008-02-21,23484375000
2008-02-22,23450975000
2008-02-25,24189950000
2008-02-26,24210825000
2008-02-27,24081400000
2008-02-28,23810025000
2008-02-29,23350775000
2008-03-03,23133675000
2008-03-04,22958325000
2008-03-05,22899875000
2008-03-06,22461500000
2008-03-07,22365475000
2008-03-10,21856125000
2008-03-11,22311200000
2008-03-12,22248575000
2008-03-13,22703650000
2008-03-14,22252750000
2008-03-17,21943800000
2008-03-18,22611800000
2008-03-19,22511600000
2008-03-20,22657725000
2008-03-24,23267275000
2008-03-25,23634675000
2008-03-26,23526125000
2008-03-27,23254750000
2008-03-28,23563700000
2008-03-31,23759120000
2008-04-01,24741420000
2008-04-02,24503160000
2008-04-03,24244000000
2008-04-04,24223100000
2008-04-07,23972300000
2008-04-08,23775840000
2008-04-09,23637900000
2008-04-10,23324400000
2008-04-11,22764280000
2008-04-14,22885500000
2008-04-15,22346280000
2008-04-16,22931480000
2008-04-17,23019260000
2008-04-18,23708960000
2008-04-21,23412180000
2008-04-22,23065240000
2008-04-23,23458160000
2008-04-24,23232440000
2008-04-25,23395460000
2008-04-28,23892880000
2008-04-29,24009920000
2008-04-30,24189660000
2008-05-01,24553320000
2008-05-02,24515700000
2008-05-05,24335960000
2008-05-06,23922140000
2008-05-07,23704780000
2008-05-08,23805100000
2008-05-09,23516680000
2008-05-12,23888700000
2008-05-13,24085160000
2008-05-14,24005740000
2008-05-15,24068440000
2008-05-16,24218920000
2008-05-19,24427920000
2008-05-20,24390300000
2008-05-21,24678720000
2008-05-22,24239820000
2008-05-23,24206380000
2008-05-27,24244000000
2008-05-28,24218920000
2008-05-29,24515700000
2008-05-30,24670360000
2008-06-02,24298340000
2008-06-03,24390300000
2008-06-04,24369400000
2008-06-05,24762320000
2008-06-06,24210560000
2008-06-09,24072620000
2008-06-10,24231460000
2008-06-11,23780020000
2008-06-12,24373580000
2008-06-13,24540780000
2008-06-16,24787400000
2008-06-17,24641100000
2008-06-18,24181300000
2008-06-19,24444640000
2008-06-20,24055900000
2008-06-23,23955580000
2008-06-24,23324400000
2008-06-25,23336940000
2008-06-26,22826980000
2008-06-27,23123760000
2008-06-30,23350870000
2008-07-01,23547800000
2008-07-02,23707020000
2008-07-03,23782440000
2008-07-07,23912330000
2008-07-08,24586920000
2008-07-09,24184680000
2008-07-10,24469600000
2008-07-11,23945850000
2008-07-14,23396960000
2008-07-15,23686070000
2008-07-16,23665120000
2008-07-17,23908140000
2008-07-18,23438860000
2008-07-21,23518470000
2008-07-22,24859270000
2008-07-23,24628820000
2008-07-24,24649770000
2008-07-25,24637200000
2008-07-28,24314570000
2008-07-29,24364850000
2008-07-30,24951450000
2008-07-31,25357880000
2008-08-01,25223800000
2008-08-04,25068770000
2008-08-05,25190280000
2008-08-06,25529670000
2008-08-07,25148380000
2008-08-08,25559000000
2008-08-11,25919340000
2008-08-12,25755930000
2008-08-13,25923530000
2008-08-14,25818780000
2008-08-15,26271300000
2008-08-18,25789450000
2008-08-19,25500340000
2008-08-20,25114860000
2008-08-21,25207040000
2008-08-22,25676320000
2008-08-25,25144190000
2008-08-26,25236370000
2008-08-27,25433300000
2008-08-28,25722410000
2008-08-29,25374640000
2008-09-02,25286650000
2008-09-03,24938880000
2008-09-04,23903950000
2008-09-05,23623220000
2008-09-08,24293620000
2008-09-09,23677690000
2008-09-10,23698640000
2008-09-11,24067360000
2008-09-12,24519880000
2008-09-15,23857860000
2008-09-16,23945850000
2008-09-17,22927680000
2008-09-18,23577130000
2008-09-19,23874620000
2008-09-22,23040810000
2008-09-23,22806170000
2008-09-24,22747510000
2008-09-25,23468190000
2008-09-26,23723780000
2008-09-29,22125569000
2008-09-30,22973500000
2008-10-01,22209109000
2008-10-02,21039549000
2008-10-03,21123089000
2008-10-06,20316928000
2008-10-07,20233388000
2008-10-08,19619369000
2008-10-09,17798197000
2008-10-10,17129877000
2008-10-13,20024538000
2008-10-14,18650305000
2008-10-15,16895965000
2008-10-16,17681241000
2008-10-17,18107295000
2008-10-20,18441455000
2008-10-21,18019578000
2008-10-22,17138231000
2008-10-23,16043856999
2008-10-24,15638688000
2008-10-27,14744809999
2008-10-28,15041377000
2008-10-29,15379714000
2008-10-30,16624459999
2008-10-31,16958620000
2008-11-03,16983681999
2008-11-04,17894268000
2008-11-05,16779009000
2008-11-06,15722228000
2008-11-07,15759820999
2008-11-10,15538440000
2008-11-11,15045554000
2008-11-12,13746506999
2008-11-13,15170864000
2008-11-14,14218508000
2008-11-17,13591958000
2008-11-18,13374754000
2008-11-19,13261975000
2008-11-20,12071530000
2008-11-21,12418221000
2008-11-24,13408170000
2008-11-25,14485836000
2008-11-26,14464951000
2008-11-28,14903536000
2008-12-01,13704737000
2008-12-02,13972065000
2008-12-03,14176738000
2008-12-04,13579427000
2008-12-05,14189269000
2008-12-08,14444066000
2008-12-09,14535959999
2008-12-10,14276986000
2008-12-11,13917764000
2008-12-12,12723142000
2008-12-15,12455814000
2008-12-16,13266152000
2008-12-17,13838401000
2008-12-18,13591958000
2008-12-19,13587781000
2008-12-22,13529303000
2008-12-23,13579427000
2008-12-24,13754861000
2008-12-26,13708914000
2008-12-29,13679675000
2008-12-30,14009658000
2008-12-31,14231039000
2009-01-02,14769872000
2009-01-05,14819995999
2009-01-06,14744809999
2009-01-07,14586084000
2009-01-08,14185092000
2009-01-09,14118259999
2009-01-12,14264455000
2009-01-13,15488316000
2009-01-14,15225165000
2009-01-15,15989556000
2009-01-16,16248530000
2009-01-20,15220988000
2009-01-21,15133270999
2009-01-22,14999606999
2009-01-23,14490013000
2009-01-26,14657093000
2009-01-27,15158333000
2009-01-28,15609448999
2009-01-29,15258581000
2009-01-30,15007961000
2009-02-02,14974545000
2009-02-03,15325413000
2009-02-04,15488316000
2009-02-05,16256884000
2009-02-06,16708000000
2009-02-09,16503327000
2009-02-10,15835006999
2009-02-11,16123220000
2009-02-12,16294477000
2009-02-13,16674584000
2009-02-17,16102334999
2009-02-18,15780706000
2009-02-19,15847538000
2009-02-20,15459077000
2009-02-23,15212634000
2009-02-24,15839184000
2009-02-25,15425661000
2009-02-26,15078970000
2009-02-27,15145802000
2009-03-02,14577730000
2009-03-03,14393942000
2009-03-04,15062262000
2009-03-05,14435712000
2009-03-06,14268631999
2009-03-09,13721445000
2009-03-10,14193445999
2009-03-11,13992950000
2009-03-12,14139145000
2009-03-13,14490013000
2009-03-16,14523429000
2009-03-17,14686331999
2009-03-18,14239393000
2009-03-19,14063959000
2009-03-20,13913587000
2009-03-23,14577730000
2009-03-24,14435712000
2009-03-25,14657093000
2009-03-26,15396422000
2009-03-27,15287820000
2009-03-30,14995430000
2009-03-31,14899359000
2009-04-01,14278014000
2009-04-02,14888505000
2009-04-03,14755609000
2009-04-06,15067084000
2009-04-07,14780527000
2009-04-08,14917576000
2009-04-09,15424242000
