,ES
2004-08-25,2412943301
2004-08-26,2415508897
2004-08-27,2416791695
2004-08-30,2401398118
2004-08-31,2459124034
2004-09-01,2474517612
2004-09-02,2473234813
2004-09-03,2445013254
2004-09-07,2455275639
2004-09-08,2460406832
2004-09-09,2462972428
2004-09-10,2471952015
2004-09-13,2456558438
2004-09-14,2470669217
2004-09-15,2482214400
2004-09-16,2471952015
2004-09-17,2475800410
2004-09-20,2460406832
2004-09-21,2462972428
2004-09-22,2450144447
2004-09-23,2438599264
2004-09-24,2425771282
2004-09-27,2438599264
2004-09-28,2456558438
2004-09-29,2439882062
2004-09-30,2486687225
2004-10-01,2486687225
2004-10-04,2489252142
2004-10-05,2490534601
2004-10-06,2500794270
2004-10-07,2482839849
2004-10-08,2490534601
2004-10-11,2500794270
2004-10-12,2513618856
2004-10-13,2481557391
2004-10-14,2491817059
2004-10-15,2525160983
2004-10-18,2513618856
2004-10-19,2490534601
2004-10-20,2494381977
2004-10-21,2489252142
2004-10-22,2491817059
2004-10-25,2478992473
2004-10-26,2496946894
2004-10-27,2481557391
2004-10-28,2472580180
2004-10-29,2478992473
2004-11-01,2487969684
2004-11-02,2459755594
2004-11-03,2507206563
2004-11-04,2563634741
2004-11-05,2548245238
2004-11-08,2555939989
2004-11-09,2540550486
2004-11-10,2539268028
2004-11-11,2568764575
2004-11-12,2566199658
2004-11-15,2309707938
2004-11-16,2218653378
2004-11-17,2294318435
2004-11-18,2330227276
2004-11-19,2309707938
2004-11-22,2336639569
2004-11-23,2357158906
2004-11-24,2372548410
2004-11-26,2366136117
2004-11-29,2343051862
2004-11-30,2337922027
2004-12-01,2327662359
2004-12-02,2327662359
2004-12-03,2327662359
2004-12-06,2328944817
2004-12-07,2317402690
2004-12-08,2318685148
2004-12-09,2285341225
2004-12-10,2269951722
2004-12-13,2291753518
2004-12-14,2285341225
2004-12-15,2310990397
2004-12-16,2318685148
2004-12-17,2327662359
2004-12-20,2335357110
2004-12-21,2366136117
2004-12-22,2373830868
2004-12-23,2369983492
2004-12-27,2359723824
2004-12-28,2352029072
2004-12-29,2352029072
2004-12-30,2393067747
2004-12-31,2436899819
2005-01-03,2391652342
2005-01-04,2368382211
2005-01-05,2346404865
2005-01-06,2342526510
2005-01-07,2339940940
2005-01-10,2320549164
2005-01-11,2327013090
2005-01-12,2327013090
2005-01-13,2310206884
2005-01-14,2306328529
2005-01-18,2339940940
2005-01-19,2348990435
2005-01-20,2352868791
2005-01-21,2361918286
2005-01-24,2352868791
2005-01-25,2352868791
2005-01-26,2398116267
2005-01-27,2387773987
2005-01-28,2378724492
2005-01-31,2417508043
2005-02-01,2411044118
2005-02-02,2430435894
2005-02-03,2443363744
2005-02-04,2514466922
2005-02-07,2480854510
2005-02-08,2482147296
2005-02-09,2451120454
2005-02-10,2452413239
2005-02-11,2449827669
2005-02-14,2461462735
2005-02-15,2443363744
2005-02-16,2460169950
2005-02-17,2458877165
2005-02-18,2447242099
2005-02-22,2396823482
2005-02-23,2412336903
2005-02-24,2427850323
2005-02-25,2436899819
2005-02-28,2413629688
2005-03-01,2425264753
2005-03-02,2407165763
2005-03-03,2392945127
2005-03-04,2423971968
2005-03-07,2440778174
2005-03-08,2447242099
2005-03-09,2413629688
2005-03-10,2464048305
2005-03-11,2488611221
2005-03-14,2465341090
2005-03-15,2451120454
2005-03-16,2427850323
2005-03-17,2453706024
2005-03-18,2449827669
2005-03-21,2460169950
2005-03-22,2423971968
2005-03-23,2396823482
2005-03-24,2418800828
2005-03-28,2433021464
2005-03-29,2417508043
2005-03-30,2439485389
2005-03-31,2495862809
2005-04-01,2497158016
2005-04-04,2494567603
2005-04-05,2508814874
2005-04-06,2479025126
2005-04-07,2464777855
2005-04-08,2455711410
2005-04-11,2458301823
2005-04-12,2480320332
2005-04-13,2473844300
2005-04-14,2447940171
2005-04-15,2400017533
2005-04-18,2392246294
2005-04-19,2419445629
2005-04-20,2381884643
2005-04-21,2419445629
2005-04-22,2422036042
2005-04-25,2419445629
2005-04-26,2403903152
2005-04-27,2389655881
2005-04-28,2345618862
2005-04-29,2371522991
2005-05-02,2424626455
2005-05-03,2422036042
2005-05-04,2438873726
2005-05-05,2447940171
2005-05-06,2444054552
2005-05-09,2441464139
2005-05-10,2462187442
2005-05-11,2506224461
2005-05-12,2482910745
2005-05-13,2467368268
2005-05-16,2495862809
2005-05-17,2499748429
2005-05-18,2506224461
2005-05-19,2491977190
2005-05-20,2498453222
2005-05-23,2501043635
2005-05-24,2497158016
2005-05-25,2503634048
2005-05-26,2570984783
2005-05-27,2556737512
2005-05-31,2565803957
2005-06-01,2583936847
2005-06-02,2577460815
2005-06-03,2580051228
2005-06-06,2587822467
2005-06-07,2594298499
2005-06-08,2593003292
2005-06-09,2603364944
2005-06-10,2664239647
2005-06-13,2700505427
2005-06-14,2683667743
2005-06-15,2710867078
2005-06-16,2700505427
2005-06-17,2748428065
2005-06-20,2741952033
2005-06-21,2710867078
2005-06-22,2719933524
2005-06-23,2734180794
2005-06-24,2683667743
2005-06-27,2700505427
2005-06-28,2706981459
2005-06-29,2716047904
2005-06-30,2710911530
2005-07-01,2727805993
2005-07-05,2736903012
2005-07-06,2683620475
2005-07-07,2688818771
2005-07-08,2714810253
2005-07-11,2725206845
2005-07-12,2736903012
2005-07-13,2783687679
2005-07-14,2796683420
2005-07-15,2796683420
2005-07-18,2787586401
2005-07-19,2794084272
2005-07-20,2783687679
2005-07-21,2746000031
2005-07-22,2773291086
2005-07-25,2774590660
2005-07-26,2784987253
2005-07-27,2761594920
2005-07-28,2771991512
2005-07-29,2804480864
2005-08-01,2778489383
2005-08-02,2831771920
2005-08-03,2812278309
2005-08-04,2760295345
2005-08-05,2717409401
2005-08-08,2655029845
2005-08-09,2661527715
2005-08-10,2627738789
2005-08-11,2627738789
2005-08-12,2601747308
2005-08-15,2619941345
2005-08-16,2578354974
2005-08-17,2562760085
2005-08-18,2560160937
2005-08-19,2566658808
2005-08-22,2587451993
2005-08-23,2596549011
2005-08-24,2601747308
2005-08-25,2579654548
2005-08-26,2582253696
2005-08-29,2566658808
2005-08-30,2549764344
2005-08-31,2588751567
2005-09-01,2592650289
2005-09-02,2603046882
2005-09-06,2625139641
2005-09-07,2621240919
2005-09-08,2571857104
2005-09-09,2618641771
2005-09-12,2626439215
2005-09-13,2604346456
2005-09-14,2603046882
2005-09-15,2582253696
2005-09-16,2584852845
2005-09-19,2591350715
2005-09-20,2588751567
2005-09-21,2557561789
2005-09-22,2554962641
2005-09-23,2547165196
2005-09-26,2530270733
2005-09-27,2557561789
2005-09-28,2560160937
2005-09-29,2599148160
2005-09-30,2626197112
2005-10-03,2635411839
2005-10-04,2610400437
2005-10-05,2548530130
2005-10-06,2485343432
2005-10-07,2481394264
2005-10-10,2461648421
2005-10-11,2503772886
2005-10-12,2451117304
2005-10-13,2372133933
2005-10-14,2414258398
2005-10-17,2428738682
2005-10-18,2395828944
2005-10-19,2398461723
2005-10-20,2347122531
2005-10-21,2369501154
2005-10-24,2389246996
2005-10-25,2399778113
2005-10-26,2364235595
2005-10-27,2356337258
2005-10-28,2378715880
2005-10-31,2394512555
2005-11-01,2376083101
2005-11-02,2378715880
2005-11-03,2386614217
2005-11-04,2376083101
2005-11-07,2360286427
2005-11-08,2318161962
2005-11-09,2351071700
2005-11-10,2335275026
2005-11-11,2330009468
2005-11-14,2326060299
2005-11-15,2336591415
2005-11-16,2337907805
2005-11-17,2422156735
2005-11-18,2455066473
2005-11-21,2478761484
2005-11-22,2502456496
2005-11-23,2501140107
2005-11-25,2501140107
2005-11-28,2485343432
2005-11-29,2434004240
2005-11-30,2445851746
2005-12-01,2455066473
2005-12-02,2484027043
2005-12-05,2491925380
2005-12-06,2512987612
2005-12-07,2568275973
2005-12-08,2569592362
2005-12-09,2574857920
2005-12-12,2568275973
2005-12-13,2580123478
2005-12-14,2606451269
2005-12-15,2643310176
2005-12-16,2630146280
2005-12-19,2610400437
2005-12-20,2616982385
2005-12-21,2594603763
2005-12-22,2607767658
2005-12-23,2589338205
2005-12-27,2586705426
2005-12-28,2598552932
2005-12-29,2588021815
2005-12-30,2591970984
2006-01-03,3038164272
2006-01-04,3042767551
2006-01-05,3042767551
2006-01-06,3025888860
2006-01-09,3041233124
2006-01-10,3002872464
2006-01-11,3027423287
2006-01-12,3018216728
2006-01-13,3018216728
2006-01-17,3025888860
2006-01-18,3030492140
2006-01-19,3101075754
2006-01-20,3065783947
2006-01-23,3073456079
2006-01-24,3073456079
2006-01-25,3050439683
2006-01-26,3041233124
2006-01-27,3055042962
2006-01-30,3053508536
2006-01-31,3050439683
2006-02-01,3025888860
2006-02-02,3007475744
2006-02-03,3009010170
2006-02-06,2982924921
2006-02-07,2967580657
2006-02-08,3004406891
2006-02-09,3001338038
2006-02-10,3012079023
2006-02-13,3016682302
2006-02-14,3019751155
2006-02-15,3032026566
2006-02-16,3050439683
2006-02-17,3084197064
2006-02-21,3061180668
2006-02-22,3071921652
2006-02-23,3007475744
2006-02-24,3013613449
2006-02-27,3012079023
2006-02-28,3010544596
2006-03-01,3001338038
2006-03-02,3007475744
2006-03-03,3007475744
2006-03-06,2969115084
2006-03-07,2956839672
2006-03-08,2964511804
2006-03-09,2953770820
2006-03-10,2981390495
2006-03-13,3016682302
2006-03-14,3016682302
2006-03-15,3048905256
2006-03-16,3087265916
2006-03-17,3073456079
2006-03-20,3038164272
2006-03-21,3018216728
2006-03-22,3041233124
2006-03-23,3038164272
2006-03-24,3061180668
2006-03-27,3070387226
2006-03-28,3068852800
2006-03-29,3059646241
2006-03-30,3009010170
2006-03-31,3000368686
2006-04-03,3041848438
2006-04-04,3021876706
2006-04-05,3018804131
2006-04-06,3012658983
2006-04-07,2985005815
2006-04-10,2986542102
2006-04-11,2989614677
2006-04-12,2995759825
2006-04-13,2974251806
2006-04-17,2961961509
2006-04-18,3001904973
2006-04-19,2989614677
2006-04-20,3026485567
2006-04-21,3028021854
2006-04-24,3040312151
2006-04-25,3009586409
2006-04-26,3018804131
2006-04-27,3078719328
2006-04-28,3095618486
2006-05-01,3077183041
2006-05-02,3100227347
2006-05-03,3084864476
2006-05-04,3112517644
2006-05-05,3130953089
2006-05-08,3098691060
2006-05-09,3091009625
2006-05-10,3098691060
2006-05-11,3057211309
2006-05-12,3034167002
2006-05-15,3032630715
2006-05-16,3001904973
2006-05-17,2955816361
2006-05-18,2977324380
2006-05-19,2998832399
2006-05-22,3018804131
2006-05-23,2974251806
2006-05-24,2995759825
2006-05-25,3041848438
2006-05-26,3087937050
2006-05-30,3032630715
2006-05-31,3107908783
2006-06-01,3160142544
2006-06-02,3201622295
2006-06-05,3150924821
2006-06-06,3152461108
2006-06-07,3149388534
2006-06-08,3161678831
2006-06-09,3195477147
2006-06-12,3203158582
2006-06-13,3212376305
2006-06-14,3187795711
2006-06-15,3210840018
2006-06-16,3221594027
2006-06-19,3155533682
2006-06-20,3143243386
2006-06-21,3141707099
2006-06-22,3118662792
2006-06-23,3120199079
2006-06-26,3117126505
2006-06-27,3110981357
2006-06-28,3107908783
2006-06-29,3129416802
2006-06-30,3180771531
2006-07-03,3220781236
2006-07-05,3214625897
2006-07-06,3206931723
2006-07-07,3230014245
2006-07-10,3245402593
2006-07-11,3276179289
2006-07-12,3226936575
2006-07-13,3230014245
2006-07-14,3231553080
2006-07-17,3228475410
2006-07-18,3233091914
2006-07-19,3270023950
2006-07-20,3320805498
2006-07-21,3339271516
2006-07-24,3342349185
2006-07-25,3390053064
2006-07-26,3397747238
2006-07-27,3417752090
2006-07-28,3433140438
2006-07-31,3446989952
2006-08-01,3499310335
2006-08-02,3528548196
2006-08-03,3514698683
2006-08-04,3539320040
2006-08-07,3476227813
2006-08-08,3483921987
2006-08-09,3468533639
2006-08-10,3485460822
2006-08-11,3454684126
2006-08-14,3482383152
2006-08-15,3494693830
2006-08-16,3453145291
2006-08-17,3446989952
2006-08-18,3488538491
2006-08-21,3476227813
2006-08-22,3499310335
2006-08-23,3466994804
2006-08-24,3468533639
2006-08-25,3493154996
2006-08-28,3516237518
2006-08-29,3511621013
2006-08-30,3483921987
2006-08-31,3510082178
2006-09-01,3514698683
2006-09-05,3523931692
2006-09-06,3523931692
2006-09-07,3507004509
2006-09-08,3523931692
2006-09-11,3523931692
2006-09-12,3539320040
2006-09-13,3539320040
2006-09-14,3508543344
2006-09-15,3533164700
2006-09-18,3508543344
2006-09-19,3537781205
2006-09-20,3579329744
2006-09-21,3574713240
2006-09-22,3576252075
2006-09-25,3616261780
2006-09-26,3603951101
2006-09-27,3627033623
2006-09-28,3616261780
2006-09-29,3580868579
2006-10-02,3627375961
2006-10-03,3595084781
2006-10-04,3619687585
2006-10-05,3621225260
2006-10-06,3605848508
2006-10-09,3613536884
2006-10-10,3618149910
2006-10-11,3648903415
2006-10-12,3687345297
2006-10-13,3698109024
2006-10-16,3738088581
2006-10-17,3721174153
2006-10-18,3728862529
2006-10-19,3738088581
2006-10-20,3759616035
2006-10-23,3802670942
2006-10-24,3808821643
2006-10-25,3836499798
2006-10-26,3828811422
2006-10-27,3802670942
2006-10-30,3799595592
2006-10-31,3845725850
2006-11-01,3862640278
2006-11-02,3870328654
2006-11-03,3867253304
2006-11-06,3905695185
2006-11-07,3950287768
2006-11-08,3994880351
2006-11-09,3990267325
2006-11-10,4044085960
2006-11-13,4031784557
2006-11-14,4070226439
2006-11-15,4105592970
2006-11-16,4147110203
2006-11-17,4157873930
2006-11-20,4179401383
2006-11-21,4204004188
2006-11-22,4211692564
2006-11-24,4259360497
2006-11-27,4205541863
2006-11-28,4262435848
2006-11-29,4296264704
2006-11-30,4310103781
2006-12-01,4351621014
2006-12-04,4396213596
2006-12-05,4430042452
2006-12-06,4380836844
2006-12-07,4305490756
2006-12-08,4285500977
2006-12-11,4260898173
2006-12-12,4274737250
2006-12-13,4310103781
2006-12-14,4331631235
2006-12-15,4305490756
2006-12-18,4282425626
2006-12-19,4302415405
2006-12-20,4285500977
2006-12-21,4287038652
2006-12-22,4285500977
2006-12-26,4328555885
2006-12-27,4347007988
2006-12-28,4327018209
2006-12-29,4330093560
2007-01-03,4388155517
2007-01-04,4352655138
2007-01-05,4261588949
2007-01-08,4284741370
2007-01-09,4281654381
2007-01-10,4277023896
2007-01-11,4278567391
2007-01-12,4273936907
2007-01-16,4270849917
2007-01-17,4258501960
2007-01-18,4229175560
2007-01-19,4255414970
2007-01-22,4261588949
2007-01-23,4235349539
2007-01-24,4280110886
2007-01-25,4235349539
2007-01-26,4252327981
2007-01-29,4233806044
2007-01-30,4252327981
2007-01-31,4267762928
2007-02-01,4289371854
2007-02-02,4290915349
2007-02-05,4341850675
2007-02-06,4388155517
2007-02-07,4411307938
2007-02-08,4426742885
2007-02-09,4445264822
2007-02-12,4457612780
2007-02-13,4460699769
2007-02-14,4491569664
2007-02-15,4490026169
2007-02-16,4483852190
2007-02-20,4513178590
2007-02-21,4536331011
2007-02-22,4533244022
2007-02-23,4585722842
2007-02-26,4582635853
2007-02-27,4480765201
2007-02-28,4482308695
2007-03-01,4491569664
2007-03-02,4466873748
2007-03-05,4380438043
2007-03-06,4480765201
2007-03-07,4508548106
2007-03-08,4513178590
2007-03-09,4525526548
2007-03-12,4613505747
2007-03-13,4584179348
2007-03-14,4645919137
2007-03-15,4758594252
2007-03-16,4721550379
2007-03-19,4777116189
2007-03-20,4845029957
2007-03-21,4946900609
2007-03-22,4959248567
2007-03-23,4983944483
2007-03-26,4988574967
2007-03-27,4966966041
2007-03-28,4993205451
2007-03-29,4993205451
2007-03-30,5058032230
2007-04-02,5163329288
2007-04-03,5188086036
2007-04-04,5152498210
2007-04-05,5155592804
2007-04-09,5164876584
2007-04-10,5085964450
2007-04-11,5053471218
2007-04-12,5033356360
2007-04-13,5028714470
2007-04-16,5045734734
2007-04-17,5042640140
2007-04-18,5016336095
2007-04-19,4983842863
2007-04-20,5031809063
2007-04-23,5067396889
2007-04-24,5072038779
2007-04-25,5127741462
2007-04-26,5090606340
2007-04-27,5036450953
2007-04-30,4977653676
2007-05-01,5022525282
2007-05-02,5048829327
2007-05-03,5036450953
2007-05-04,5079775263
2007-05-07,5101437417
2007-05-08,5075133372
2007-05-09,5062754998
2007-05-10,4990032051
2007-05-11,5016336095
2007-05-14,5013241502
2007-05-15,5059660405
2007-05-16,5041092844
2007-05-17,5030261766
2007-05-18,5041092844
2007-05-21,5024072579
2007-05-22,4988484754
2007-05-23,4866248310
2007-05-24,4719255118
2007-05-25,4711518634
2007-05-29,4759484833
2007-05-30,4778052394
2007-05-31,4705329447
2007-06-01,4751748349
2007-06-04,4730086195
2007-06-05,4658910544
2007-06-06,4572261925
2007-06-07,4377302534
2007-06-08,4388133611
2007-06-11,4409795766
2007-06-12,4354093082
2007-06-13,4428363327
2007-06-14,4425268733
2007-06-15,4468593042
2007-06-18,4440741701
2007-06-19,4395870095
2007-06-20,4344809302
2007-06-21,4333978224
2007-06-22,4270539057
2007-06-25,4234951232
2007-06-26,4321599850
2007-06-27,4386586314
2007-06-28,4380397127
2007-06-29,4388133611
2007-07-02,4460461474
2007-07-03,4492996970
2007-07-05,4434123216
2007-07-06,4413982195
2007-07-09,4417080814
2007-07-10,4359756370
2007-07-11,4379897391
2007-07-12,4491447660
2007-07-13,4544124176
2007-07-16,4500743516
2007-07-17,4446517691
2007-07-18,4431024598
2007-07-19,4460461474
2007-07-20,4429475288
2007-07-23,4460461474
2007-07-24,4308629163
2007-07-25,4325671565
2007-07-26,4200177512
2007-07-27,4172289944
2007-07-30,4268347121
2007-07-31,4235811626
2007-08-01,4348911205
2007-08-02,4334967421
2007-08-03,4224966461
2007-08-06,4413982195
2007-08-07,4537926939
2007-08-08,4488349042
2007-08-09,4353559133
2007-08-10,4330319493
2007-08-13,4413982195
2007-08-14,4286938833
2007-08-15,4234262316
2007-08-16,4259051265
2007-08-17,4392291865
2007-08-20,4350460514
2007-08-21,4378348081
2007-08-22,4431024598
2007-08-23,4488349042
2007-08-24,4558067960
2007-08-27,4458912165
2007-08-28,4328770184
2007-08-29,4342713967
2007-08-30,4290037451
2007-08-31,4283840214
2007-09-04,4348911205
2007-09-05,4300882616
2007-09-06,4255952647
2007-09-07,4190881656
2007-09-10,4176937872
2007-09-11,4211022677
2007-09-12,4234262316
2007-09-13,4198628203
2007-09-14,4212571986
2007-09-17,4183135110
2007-09-18,4203276130
2007-09-19,4328770184
2007-09-20,4288488142
2007-09-21,4293136070
2007-09-24,4297783998
2007-09-25,4286938833
2007-09-26,4390742556
2007-09-27,4472855949
2007-09-28,4426376670
2007-10-01,4486484485
2007-10-02,4419937803
2007-10-03,4413747414
2007-10-04,4483389291
2007-10-05,4511246042
2007-10-08,4481841693
2007-10-09,4543745584
2007-10-10,4491127277
2007-10-11,4509698444
2007-10-12,4509698444
2007-10-15,4436961373
2007-10-16,4421485400
2007-10-17,4409104622
2007-10-18,4410652219
2007-10-19,4330177161
2007-10-22,4353391120
2007-10-23,4347200731
2007-10-24,4412199816
2007-10-25,4500412861
2007-10-26,4514341236
2007-10-29,4669100963
2007-10-30,4720171673
2007-10-31,4771242383
2007-11-01,4741838035
2007-11-02,4743385632
2007-11-05,4891954970
2007-11-06,4941478083
2007-11-07,4755766410
2007-11-08,4828503482
2007-11-09,4803741926
2007-11-12,4754218813
2007-11-13,4721719270
2007-11-14,4690767325
2007-11-15,4771242383
2007-11-16,4978620417
2007-11-19,5014215154
2007-11-20,5080761837
2007-11-21,4955406458
2007-11-23,4919811721
2007-11-26,4861003025
2007-11-27,4857907830
2007-11-28,4921359318
2007-11-29,4885764581
2007-11-30,4887312178
2007-12-03,4936835291
2007-12-04,4986358403
2007-12-05,5080761837
2007-12-06,5073023851
2007-12-07,5011119960
2007-12-10,5029691127
2007-12-11,4926002110
2007-12-12,4921359318
2007-12-13,4952311264
2007-12-14,4907430943
2007-12-17,4839336663
2007-12-18,4905883345
2007-12-19,4853265038
2007-12-20,4874931400
2007-12-21,4958501653
2007-12-24,4947668472
2007-12-26,4884216984
2007-12-27,4834693871
2007-12-28,4896597762
2007-12-31,4862008135
2008-01-02,4789023663
2008-01-03,4779706496
2008-01-04,4768836468
2008-01-07,4837162357
2008-01-08,4789023663
2008-01-09,4773495052
2008-01-10,4779706496
2008-01-11,4743990691
2008-01-14,4751754996
2008-01-15,4684981968
2008-01-16,4743990691
2008-01-17,4657030468
2008-01-18,4588704580
2008-01-22,4388385496
2008-01-23,4487768607
2008-01-24,4419442719
2008-01-25,4332482496
2008-01-28,4383726913
2008-01-29,4302978135
2008-01-30,4220676496
2008-01-31,4315401024
2008-02-01,4344905385
2008-02-04,4453605663
2008-02-05,4320059608
2008-02-06,4273473774
2008-02-07,4268815191
2008-02-08,4228440802
2008-02-11,4256392302
2008-02-12,4298319552
2008-02-13,4296766691
2008-02-14,4278132358
2008-02-15,4315401024
2008-02-19,4262603746
2008-02-20,4239310830
2008-02-21,4138374858
2008-02-22,4211359330
2008-02-25,4124399108
2008-02-26,4082471858
2008-02-27,4011040247
2008-02-28,4032780302
2008-02-29,3939608636
2008-03-03,3947372941
2008-03-04,3938055774
2008-03-05,3945820080
2008-03-06,3858859858
2008-03-07,3844884108
2008-03-10,3809168302
2008-03-11,3823144052
2008-03-12,3838672663
2008-03-13,3858859858
2008-03-14,3866624163
2008-03-17,3837119802
2008-03-18,3885258497
2008-03-19,3812274025
2008-03-20,3788981108
2008-03-24,3764135330
2008-03-25,3728419525
2008-03-26,3737736691
2008-03-27,3754818163
2008-03-28,3750159580
2008-03-31,3815393113
2008-04-01,3905569479
2008-04-02,3921117128
2008-04-03,3932000482
2008-04-04,3983307725
2008-04-07,3994191079
2008-04-08,4003519669
2008-04-09,4005074433
2008-04-10,4003519669
2008-04-11,4019067318
2008-04-14,4033060202
2008-04-15,4059491206
2008-04-16,4124791332
2008-04-17,4154331866
2008-04-18,4127900862
2008-04-21,4056381676
2008-04-22,4036169732
2008-04-23,4089031739
2008-04-24,4084367444
2008-04-25,4146558041
2008-04-28,4137229452
2008-04-29,4096805564
2008-04-30,4092141269
2008-05-01,4205639108
2008-05-02,4312917888
2008-05-05,4280267824
2008-05-06,4283377354
2008-05-07,4253836821
2008-05-08,4256946350
2008-05-09,4241398701
2008-05-12,4230515347
2008-05-13,4244508231
2008-05-14,4191646224
2008-05-15,4104579388
2008-05-16,4098360329
2008-05-19,4092141269
2008-05-20,4071929325
2008-05-21,4048607851
2008-05-22,4078148385
2008-05-23,3995745844
2008-05-27,4076593620
2008-05-28,4029950672
2008-05-29,4061045971
2008-05-30,4059491206
2008-06-02,4037724497
2008-06-03,4015957788
2008-06-04,4075038855
2008-06-05,4154331866
2008-06-06,4050162616
2008-06-09,4126346097
2008-06-10,4140338981
2008-06-11,4120127038
2008-06-12,4120127038
2008-06-13,4172989045
2008-06-16,4168324750
2008-06-17,4185427164
2008-06-18,4179208104
2008-06-19,4186981929
2008-06-20,4120127038
2008-06-23,4123236567
2008-06-24,4093696034
2008-06-25,4138784217
2008-06-26,4079703150
2008-06-27,3970869605
2008-06-30,3972651841
2008-07-01,4017777929
2008-07-02,3919745393
2008-07-03,3888623952
2008-07-07,3849722152
2008-07-08,3943086473
2008-07-09,4008441497
2008-07-10,3969539697
2008-07-11,3983544345
2008-07-14,3904184673
2008-07-15,3873063232
2008-07-16,3818600712
2008-07-17,3815488568
2008-07-18,3827937144
2008-07-21,3863726800
2008-07-22,3873063232
2008-07-23,3865282872
2008-07-24,3859058584
2008-07-25,3859058584
2008-07-28,3855946440
2008-07-29,3890180025
2008-07-30,3938418257
2008-07-31,3915077177
2008-08-01,3837273576
2008-08-04,4066016162
2008-08-05,4055123658
2008-08-06,4070684378
2008-08-07,4052011514
2008-08-08,4184277634
2008-08-11,4252744803
2008-08-12,4207618715
2008-08-13,4213843003
2008-08-14,4196726210
2008-08-15,4179609418
2008-08-18,4262081235
2008-08-19,4218511219
2008-08-20,4246520515
2008-08-21,4294758747
2008-08-22,4361669844
2008-08-25,4268305523
2008-08-26,4283866243
2008-08-27,4268305523
2008-08-28,4300983035
2008-08-29,4184277634
2008-09-02,4142263690
2008-09-03,4134483330
2008-09-04,4114254394
2008-09-05,4044231153
2008-09-08,4076908666
2008-09-09,3952422905
2008-09-10,3922857537
2008-09-11,4014665785
2008-09-12,4181165490
2008-09-15,4047343298
2008-09-16,4013109713
2008-09-17,3874619304
2008-09-18,4104917962
2008-09-19,4143819762
2008-09-22,4025558289
2008-09-23,3980432201
2008-09-24,3980432201
2008-09-25,4042675081
2008-09-26,4033338649
2008-09-29,3966427553
2008-09-30,3989391849
2008-10-01,4039162040
2008-10-02,3964506754
2008-10-03,3849413188
2008-10-06,3603672871
2008-10-07,3455917618
2008-10-08,3309717682
2008-10-09,3242838989
2008-10-10,2978434850
2008-10-13,3298830453
2008-10-14,3227285804
2008-10-15,2998653990
2008-10-16,3194624116
2008-10-17,3127745423
2008-10-20,3404592108
2008-10-21,3351711281
2008-10-22,3236617715
2008-10-23,3315938956
2008-10-24,3224175167
2008-10-27,3067088003
2008-10-28,3286387905
2008-10-29,3273945358
2008-10-30,3524351630
2008-10-31,3508798445
2008-11-03,3516575038
2008-11-04,3494800579
2008-11-05,3370375102
2008-11-06,3225730486
2008-11-07,3267724084
2008-11-10,3301941090
2008-11-11,3477692076
2008-11-12,3357932555
2008-11-13,3706323890
2008-11-14,3603672871
2008-11-17,3567900547
2008-11-18,3571011184
2008-11-19,3440364433
2008-11-20,3219509212
2008-11-21,3538349496
2008-11-24,3577232458
2008-11-25,3602117553
2008-11-26,3589675005
2008-11-28,3623892011
2008-12-01,3420145293
2008-12-02,3513464401
2008-12-03,3605228190
2008-12-04,3420145293
2008-12-05,3522796311
2008-12-08,3507243127
2008-12-09,3539904814
2008-12-10,3653443062
2008-12-11,3578787776
2008-12-12,3690770705
2008-12-15,3499466535
2008-12-16,3602117553
2008-12-17,3501021853
2008-12-18,3507243127
2008-12-19,3525906948
2008-12-22,3625447330
2008-12-23,3572566502
2008-12-24,3575677139
2008-12-26,3605228190
2008-12-29,3619226056
2008-12-30,3709434527
2008-12-31,3905911828
2009-01-02,3944873542
2009-01-05,4032537399
2009-01-06,4019550161
2009-01-07,3996822494
2009-01-08,4043901232
2009-01-09,4040654422
2009-01-12,3965977804
2009-01-13,3845845852
2009-01-14,3797143710
2009-01-15,3776039448
2009-01-16,3862079900
2009-01-20,3766299020
2009-01-21,3795520305
2009-01-22,3813377757
2009-01-23,3793896900
2009-01-26,3928639495
2009-01-27,3922145876
2009-01-28,3884807566
2009-01-29,3904288423
2009-01-30,3863703305
2009-02-02,3901041614
2009-02-03,3931886304
2009-02-04,4066628898
2009-02-05,4043901232
2009-02-06,4050394851
2009-02-09,3985458661
2009-02-10,3889677781
2009-02-11,3840975638
2009-02-12,3894547995
2009-02-13,3899418209
2009-02-17,3758181996
2009-02-18,3631556425
2009-02-19,3673764949
2009-02-20,3581230878
2009-02-23,3534152140
2009-02-24,3636426640
2009-02-25,3595841521
2009-02-26,3573113854
2009-02-27,3556879807
2009-03-02,3417266998
2009-03-03,3258173333
2009-03-04,3293888237
2009-03-05,3194860548
2009-03-06,3246809500
2009-03-09,3157522238
2009-03-10,3241939285
2009-03-11,3263043547
2009-03-12,3339343570
2009-03-13,3230575452
2009-03-16,3292264833
2009-03-17,3433501046
2009-03-18,3459475522
2009-03-19,3514671283
2009-03-20,3519541498
2009-03-23,3571490450
2009-03-24,3511424474
2009-03-25,3514671283
2009-03-26,3539022355
2009-03-27,3522788307
2009-03-30,3493567022
2009-03-31,3782048458
2009-04-01,3748765030
2009-04-02,3713729843
2009-04-03,3692708730
2009-04-06,3717233361
2009-04-07,3748765030
2009-04-08,3769786142
2009-04-09,3766282624
2009-04-13,3711978083
