,FIS
2006-03-08,3687061410
2006-03-09,3690461190
2006-03-10,3697260750
2006-03-13,3712559760
2006-03-14,3697260750
2006-03-15,3712559760
2006-03-16,3693860970
2006-03-17,3726158880
2006-03-20,3734658330
2006-03-21,3717659430
2006-03-22,3724458990
2006-03-23,3712559760
2006-03-24,3722759099
2006-03-27,3715959540
2006-03-28,3772055910
2006-03-29,3741457890
2006-03-30,3732958440
2006-03-31,4259683840
2006-04-03,4196249919
2006-04-04,4207783360
2006-04-05,4219316800
2006-04-06,4163571840
2006-04-07,4107826880
2006-04-10,4052081919
2006-04-11,4030937280
2006-04-12,4007870400
2006-04-13,4009792640
2006-04-17,4030937280
2006-04-18,4084760000
2006-04-19,4075148800
2006-04-20,4102060160
2006-04-21,4105904640
2006-04-24,4107826880
2006-04-25,4067459840
2006-04-26,4075148800
2006-04-27,3990570240
2006-04-28,3992492480
2006-05-01,3986725759
2006-05-02,4019403840
2006-05-03,4055926400
2006-05-04,4044392960
2006-05-05,4077071040
2006-05-08,4030937280
2006-05-09,3938669759
2006-05-10,3936747520
2006-05-11,3919447360
2006-05-12,3905991680
2006-05-15,3919447360
2006-05-16,3955969919
2006-05-17,3925214080
2006-05-18,3896380480
2006-05-19,3902147200
2006-05-22,3831024320
2006-05-23,3850246720
2006-05-24,3863702400
2006-05-25,3886769280
2006-05-26,3936747520
2006-05-30,3796424000
2006-05-31,3859857919
2006-06-01,3913680640
2006-06-02,3961736640
2006-06-05,3888691520
2006-06-06,3873313599
2006-06-07,3844480000
2006-06-08,3846402240
2006-06-09,3834868800
2006-06-12,3729145599
2006-06-13,3692623040
2006-06-14,3702234240
2006-06-15,3842557759
2006-06-16,3925214080
2006-06-19,3829102080
2006-06-20,3744523520
2006-06-21,3779123840
2006-06-22,3734912320
2006-06-23,3777201599
2006-06-26,3794501759
2006-06-27,3727223360
2006-06-28,3696467520
2006-06-29,3804112960
2006-06-30,3689658000
2006-07-03,3729700799
2006-07-05,3662962800
2006-07-06,3683937600
2006-07-07,3674403600
2006-07-10,3615292800
2006-07-11,3661056000
2006-07-12,3601945200
2006-07-13,3542834399
2006-07-14,3516139200
2006-07-17,3580970400
2006-07-18,3605758800
2006-07-19,3685844399
2006-07-20,3647708400
2006-07-21,3601945200
2006-07-24,3645801600
2006-07-25,3641988000
2006-07-26,3805972800
2006-07-27,3722073600
2006-07-28,3771650400
2006-07-31,3725887200
2006-08-01,3668683199
2006-08-02,3769743600
2006-08-03,3784998000
2006-08-04,3735421200
2006-08-07,3699191999
2006-08-08,3682030799
2006-08-09,3670590000
2006-08-10,3714446400
2006-08-11,3682030799
2006-08-14,3695378400
2006-08-15,3731607600
2006-08-16,3769743600
2006-08-17,3819320400
2006-08-18,3828854399
2006-08-21,3762116400
2006-08-22,3744955200
2006-08-23,3731607600
2006-08-24,3697285200
2006-08-25,3683937600
2006-08-28,3748768800
2006-08-29,3748768800
2006-08-30,3744955200
2006-08-31,3819320400
2006-09-01,3870804000
2006-09-05,3859363199
2006-09-06,3865083600
2006-09-07,3826947600
2006-09-08,3908940000
2006-09-11,3838388400
2006-09-12,3823134000
2006-09-13,3870804000
2006-09-14,3832668000
2006-09-15,3815506800
2006-09-18,3800252400
2006-09-19,3811693199
2006-09-20,3870804000
2006-09-21,3861270000
2006-09-22,3825040799
2006-09-25,3838388400
2006-09-26,3899406000
2006-09-27,3916567200
2006-09-28,3899406000
2006-09-29,3855549600
2006-10-02,3819323400
2006-10-03,3832664350
2006-10-04,3964168000
2006-10-05,3994661600
2006-10-06,3943203650
2006-10-09,4063272200
2006-10-10,4015625950
2006-10-11,3994661600
2006-10-12,4091859950
2006-10-13,4084236550
2006-10-16,4099483350
2006-10-17,4086142400
2006-10-18,4084236550
2006-10-19,4088048250
2006-10-20,4105200900
2006-10-23,4154753000
2006-10-24,4101389200
2006-10-25,4133788650
2006-10-26,4312938550
2006-10-27,4253857200
2006-10-30,4358678950
2006-10-31,4330091200
2006-11-01,4316750250
2006-11-02,4297691750
2006-11-03,4331997050
2006-11-06,4331997050
2006-11-07,4335808750
2006-11-08,4423477850
2006-11-09,4307221000
2006-11-10,4305315150
2006-11-13,4339620450
2006-11-14,4352961400
2006-11-15,4349149700
2006-11-16,4349149700
2006-11-17,4362490650
2006-11-20,4276727400
2006-11-21,4274821550
2006-11-22,4305315150
2006-11-24,4293880050
2006-11-27,4166188100
2006-11-28,4158564700
2006-11-29,4166188100
2006-11-30,4156658849
2006-12-01,4139506200
2006-12-04,4145223750
2006-12-05,4120447700
2006-12-06,4156658849
2006-12-07,4160470549
2006-12-08,4204305099
2006-12-11,4227175300
2006-12-12,4263386450
2006-12-13,4274821550
2006-12-14,4261480600
2006-12-15,4255763049
2006-12-18,4194775850
2006-12-19,4221457749
2006-12-20,4215740200
2006-12-21,4240516250
2006-12-22,4192870000
2006-12-26,4200493400
2006-12-27,4189058300
2006-12-28,4169999800
2006-12-29,4175717350
2007-01-03,4260135600
2007-01-04,4246702740
2007-01-05,4231350900
2007-01-08,4267811519
2007-01-09,4298515200
2007-01-10,4334975820
2007-01-11,4344570720
2007-01-12,4331137860
2007-01-16,4333056840
2007-01-17,4358003580
2007-01-18,4354165620
2007-01-19,4363760520
2007-01-22,4354165620
2007-01-23,4358003580
2007-01-24,4465466460
2007-01-25,4405978080
2007-01-26,4405978080
2007-01-29,4373355420
2007-01-30,4421329920
2007-01-31,4459709520
2007-02-01,4461628500
2007-02-02,4513440960
2007-02-05,4526873820
2007-02-06,4534549740
2007-02-07,4741799580
2007-02-08,4722609780
2007-02-09,4762908360
2007-02-12,4734123660
2007-02-13,4743718560
2007-02-14,4902993900
2007-02-15,4929859620
2007-02-16,4987429020
2007-02-20,4987429020
2007-02-21,4926021660
2007-02-22,4929859620
2007-02-23,4933697580
2007-02-26,4908750840
2007-02-27,4751394480
2007-02-28,4816639800
2007-03-01,4855019400
2007-03-02,4757151420
2007-03-05,4668878340
2007-03-06,4818558780
2007-03-07,4772503260
2007-03-08,4778260200
2007-03-09,4751394480
2007-03-12,4776341220
2007-03-13,4649688540
2007-03-14,4628579760
2007-03-15,4622822820
2007-03-16,4571010360
2007-03-19,4595957100
2007-03-20,4594038120
2007-03-21,4634336700
2007-03-22,4618984860
2007-03-23,4603633020
2007-03-26,4672716300
2007-03-27,4805125920
2007-03-28,4785936120
2007-03-29,4772503260
2007-03-30,4768665300
2007-04-02,4988188840
2007-04-03,4999753420
2007-04-04,5020955150
2007-04-05,5044084310
2007-04-09,5026737440
2007-04-10,5057576320
2007-04-11,5040229450
2007-04-12,5020955150
2007-04-13,5036374590
2007-04-16,5061431180
2007-04-17,5111544360
2007-04-18,5152020390
2007-04-19,5130818660
2007-04-20,5146238100
2007-04-23,5155875250
2007-04-24,5113471790
2007-04-25,5117326650
2007-04-26,5350545680
2007-04-27,5387166850
2007-04-30,5323561660
2007-05-01,5331271380
2007-05-02,5296577640
2007-05-03,5354400540
2007-05-04,5362110260
2007-05-07,5335126240
2007-05-08,5290795350
2007-05-09,5317779370
2007-05-10,5292722780
2007-05-11,5331271380
2007-05-14,5286940490
2007-05-15,5298505070
2007-05-16,5281158200
2007-05-17,5294650210
2007-05-18,5360182830
2007-05-21,5375602270
2007-05-22,5352473110
2007-05-23,5290795350
2007-05-24,5277303340
2007-05-25,5281158200
2007-05-29,5296577640
2007-05-30,5493175500
2007-05-31,5680136210
2007-06-01,5680136210
2007-06-04,5635805320
2007-06-05,5622313310
2007-06-06,5601111580
2007-06-07,5549070970
2007-06-08,5502812650
2007-06-11,5535578960
2007-06-12,5576054990
2007-06-13,5739886540
2007-06-14,5718684810
2007-06-15,5689773360
2007-06-18,5707120230
2007-06-19,5803491730
2007-06-20,5786144860
2007-06-21,5776507710
2007-06-22,5668571630
2007-06-25,5643515040
2007-06-26,5593401860
2007-06-27,5732176820
2007-06-28,5755305980
2007-06-29,5718684810
2007-07-02,5783539740
2007-07-03,5775812900
2007-07-05,5951598510
2007-07-06,5943871670
2007-07-09,5887852080
2007-07-10,5826037360
2007-07-11,5905237470
2007-07-12,5978642450
2007-07-13,6011481520
2007-07-16,6088749920
2007-07-17,5986369290
2007-07-18,5986369290
2007-07-19,6059774270
2007-07-20,5938076540
2007-07-23,5941939960
2007-07-24,5895578920
2007-07-25,5785471450
2007-07-26,5536280860
2007-07-27,5333451310
2007-07-30,5366290380
2007-07-31,5240729230
2007-08-01,5248456070
2007-08-02,5335383020
2007-08-03,5213685290
2007-08-06,5267773170
2007-08-07,5260046330
2007-08-08,5364358670
2007-08-09,5248456070
2007-08-10,5231070680
2007-08-13,5221412130
2007-08-14,5091987560
2007-08-15,4960631280
2007-08-16,4968358120
2007-08-17,5074602170
2007-08-20,5076533880
2007-08-21,5105509530
2007-08-22,5074602170
2007-08-23,5041763100
2007-08-24,5090055850
2007-08-27,5039831390
2007-08-28,4908475110
2007-08-29,4983811800
2007-08-30,4958699570
2007-08-31,5005060610
2007-09-04,5086192430
2007-09-05,5068807040
2007-09-06,4964494700
2007-09-07,4742348050
2007-09-10,4719167530
2007-09-11,4750074890
2007-09-12,4819616450
2007-09-13,4833138420
2007-09-14,4887226300
2007-09-17,4694055300
2007-09-18,4759733440
2007-09-19,4867909200
2007-09-20,4856318940
2007-09-21,4763596860
2007-09-24,4674738200
2007-09-25,4709508980
2007-09-26,4736552920
2007-09-27,4734621210
2007-09-28,4684396750
2007-10-01,4709861820
2007-10-02,4723479760
2007-10-03,4704025560
2007-10-04,4748770220
2007-10-05,4912185500
2007-10-08,4908294660
2007-10-09,5058092000
2007-10-10,5003620240
2007-10-11,5013347340
2007-10-12,5089218720
2007-10-15,5019183600
2007-10-16,5011401920
2007-10-17,5017238180
2007-10-18,5013347340
2007-10-19,4970548100
2007-10-22,5005565660
2007-10-23,5007511080
2007-10-24,4960821000
2007-10-25,4914130920
2007-10-26,4844095800
2007-10-29,4840204960
2007-10-30,4822696180
2007-10-31,4900512980
2007-11-01,4781842360
2007-11-02,4645662960
2007-11-05,4639826700
2007-11-06,4655390060
2007-11-07,4490029360
2007-11-08,4412212560
2007-11-09,4443339280
2007-11-12,4562009900
2007-11-13,4649553800
2007-11-14,4610645400
2007-11-15,4597027460
2007-11-16,4569791580
2007-11-19,4550337380
2007-11-20,4519210660
2007-11-21,4517265240
2007-11-23,4560064480
2007-11-26,4521156080
2007-11-27,4567846160
2007-11-28,4649553800
2007-11-29,4649553800
2007-11-30,4595082040
2007-12-03,4579518680
2007-12-04,4538664860
2007-12-05,4698189300
2007-12-06,4704025560
2007-12-07,4774060680
2007-12-10,4816859920
2007-12-11,4647608380
2007-12-12,4639826700
2007-12-13,4610645400
2007-12-14,4626208760
2007-12-17,4571737000
2007-12-18,4528937760
2007-12-19,4480302260
2007-12-20,4525046920
2007-12-21,4493920200
2007-12-24,4550337380
2007-12-26,4505592720
2007-12-27,4414157980
2007-12-28,4466684320
2007-12-31,4420985000
2008-01-02,4286780000
2008-01-03,4310120000
2008-01-04,4238155000
2008-01-07,4103950000
2008-01-08,4045600000
2008-01-09,4082554999
2008-01-10,4014480000
2008-01-11,3956130000
2008-01-14,4092280000
2008-01-15,3932790000
2008-01-16,3981415000
2008-01-17,4031985000
2008-01-18,4088390000
2008-01-22,4053380000
2008-01-23,4146740000
2008-01-24,4284835000
2008-01-25,4271220000
2008-01-28,4397645000
2008-01-29,4481280000
2008-01-30,4422930000
2008-01-31,4510455000
2008-02-01,4623265000
2008-02-04,4625210000
2008-02-05,4500730000
2008-02-06,4463775000
2008-02-07,4459885000
2008-02-08,4420985000
2008-02-11,4477390000
2008-02-12,4526015000
2008-02-13,4539630000
2008-02-14,4315955000
2008-02-15,4469610000
2008-02-19,4321790000
2008-02-20,4401535000
2008-02-21,4419040000
2008-02-22,4413205000
2008-02-25,4496840000
2008-02-26,4512400000
2008-02-27,4529905000
2008-02-28,4491005000
2008-02-29,4411260000
2008-03-03,4360690000
2008-03-04,4337350000
2008-03-05,4370415000
2008-03-06,4261495000
2008-03-07,4146740000
2008-03-10,4070885000
2008-03-11,4189530000
2008-03-12,4154520000
2008-03-13,4135070000
2008-03-14,4004755000
2008-03-17,3860825000
2008-03-18,3960020000
2008-03-19,4033929999
2008-03-20,4119510000
2008-03-24,4273165000
2008-03-25,4267330000
2008-03-26,4146740000
2008-03-27,4086445000
2008-03-28,4024205000
2008-03-31,4013625000
2008-04-01,3998225000
2008-04-02,3980900000
2008-04-03,3969350000
2008-04-04,4013625000
2008-04-07,3967425000
2008-04-08,3907750000
2008-04-09,3844225000
2008-04-10,3799949999
2008-04-11,3707550000
2008-04-14,3672899999
2008-04-15,3672899999
2008-04-16,3780700000
2008-04-17,3778775000
2008-04-18,4005924999
2008-04-21,3996300000
2008-04-22,3921225000
2008-04-23,3996300000
2008-04-24,4044425000
2008-04-25,3828825000
2008-04-28,3894275000
2008-04-29,3823050000
2008-04-30,3794175000
2008-05-01,3898125000
2008-05-02,3944324999
2008-05-05,3915450000
2008-05-06,3994375000
2008-05-07,3925075000
2008-05-08,3928925000
2008-05-09,3892350000
2008-05-12,3948175000
2008-05-13,4015550000
2008-05-14,4115650000
2008-05-15,4179175000
2008-05-16,4127200000
2008-05-19,4144525000
2008-05-20,4082925000
2008-05-21,4090625000
2008-05-22,4090625000
2008-05-23,4011700000
2008-05-27,4098325000
2008-05-28,4227300000
2008-05-29,4261950000
2008-05-30,4238850000
2008-06-02,4244625000
2008-06-03,4235000000
2008-06-04,4329325000
2008-06-05,4435200000
2008-06-06,4219600000
2008-06-09,4065600000
2008-06-10,4111800000
2008-06-11,4040574999
2008-06-12,4117575000
2008-06-13,4208050000
2008-06-16,4188800000
2008-06-17,4140675000
2008-06-18,4082925000
2008-06-19,4140675000
2008-06-20,4050200000
2008-06-23,3990525000
2008-06-24,3961649999
2008-06-25,4027100000
2008-06-26,3907750000
2008-06-27,3890425000
2008-06-30,3824110000
2008-07-01,3843060000
2008-07-02,3858220000
2008-07-03,3816530000
2008-07-07,3740729999
2008-07-08,3988975000
2008-07-09,4123520000
2008-07-10,3979500000
2008-07-11,3941600000
2008-07-14,3860115000
2008-07-15,3746415000
2008-07-16,3790000000
2008-07-17,3896119999
2008-07-18,3949180000
2008-07-21,3759680000
2008-07-22,3865799999
2008-07-23,3886645000
2008-07-24,3812740000
2008-07-25,3706619999
2008-07-28,3681985000
2008-07-29,3810845000
2008-07-30,3733150000
2008-07-31,3591025000
2008-08-01,3625135000
2008-08-04,3594815000
2008-08-05,3594815000
2008-08-06,4263750000
2008-08-07,4244799999
2008-08-08,4398295000
2008-08-11,4417245000
2008-08-12,4347130000
2008-08-13,4318705000
2008-08-14,4347130000
2008-08-15,4375555000
2008-08-18,4303545000
2008-08-19,4246695000
2008-08-20,4212585000
2008-08-21,4199320000
2008-08-22,4231534999
2008-08-25,4163315000
2008-08-26,4129205000
2008-08-27,4165210000
2008-08-28,4258065000
2008-08-29,4140575000
2008-09-02,4180369999
2008-09-03,4112150000
2008-09-04,3994659999
2008-09-05,3952970000
2008-09-08,4059090000
2008-09-09,4006030000
2008-09-10,4089409999
2008-09-11,4091305000
2008-09-12,4136784999
2008-09-15,3956760000
2008-09-16,4002240000
2008-09-17,3744520000
2008-09-18,3827900000
2008-09-19,3858220000
2008-09-22,3608080000
2008-09-23,3676299999
2008-09-24,3691460000
2008-09-25,3772945000
2008-09-26,3740729999
2008-09-29,3428055000
2008-09-30,3503708000
2008-10-01,3450564000
2008-10-02,3321500000
2008-10-03,3234192000
2008-10-06,3065269999
2008-10-07,2898246000
2008-10-08,2903940000
2008-10-09,2786264000
2008-10-10,2873572000
2008-10-13,3177251999
2008-10-14,3224701999
2008-10-15,2884960000
2008-10-16,2888756000
2008-10-17,2953288000
2008-10-20,3072862000
2008-10-21,2886858000
2008-10-22,2655302000
2008-10-23,2596464000
2008-10-24,2537626000
2008-10-27,2366806000
2008-10-28,3012126000
2008-10-29,2723630000
2008-10-30,2812836000
2008-10-31,2864082000
2008-11-03,2934308000
2008-11-04,3181048000
2008-11-05,3070964000
2008-11-06,2953288000
2008-11-07,3067168000
2008-11-10,3050086000
2008-11-11,2894450000
2008-11-12,2865980000
2008-11-13,3192436000
2008-11-14,3008330000
2008-11-17,2934308000
2008-11-18,2915328000
2008-11-19,2740712000
2008-11-20,2543320000
2008-11-21,2619240000
2008-11-24,2913430000
2008-11-25,2977962000
2008-11-26,3201926000
2008-11-28,3260764000
2008-12-01,3029208000
2008-12-02,3146883999
2008-12-03,3217110000
2008-12-04,3059576000
2008-12-05,3236090000
2008-12-08,3226600000
2008-12-09,3156374000
2008-12-10,3146883999
2008-12-11,3033004000
2008-12-12,3127904000
2008-12-15,2941900000
2008-12-16,3057678000
2008-12-17,3173456000
2008-12-18,3143087999
2008-12-19,3217110000
2008-12-22,3099433999
2008-12-23,3048187999
2008-12-24,3046290000
2008-12-26,3053882000
2008-12-29,2983656000
2008-12-30,3010228000
2008-12-31,3091300000
2009-01-02,3239500000
2009-01-05,3258499999
2009-01-06,3309800000
2009-01-07,3231900000
2009-01-08,3260400000
2009-01-09,3195800000
2009-01-12,3091300000
2009-01-13,3201500000
2009-01-14,3097000000
2009-01-15,3123600000
2009-01-16,3123600000
2009-01-20,3022900000
2009-01-21,3074200000
2009-01-22,3013400000
2009-01-23,3000100000
2009-01-26,3045700000
2009-01-27,3059000000
2009-01-28,3180599999
2009-01-29,3081800000
2009-01-30,3022900000
2009-02-02,3068499999
2009-02-03,3117900000
2009-02-04,3169200000
2009-02-05,3241399999
2009-02-06,3334500000
2009-02-09,3355400000
2009-02-10,3142600000
2009-02-11,3469400000
2009-02-12,3501700000
2009-02-13,3475100000
2009-02-17,3363000000
2009-02-18,3340199999
2009-02-19,3336399999
2009-02-20,3349700000
2009-02-23,3271800000
2009-02-24,3344000000
2009-02-25,3328800000
2009-02-26,3319300000
2009-02-27,3325000000
2009-03-02,3207200000
2009-03-03,3171100000
2009-03-04,3226200000
2009-03-05,3119800000
2009-03-06,3114100000
2009-03-09,2948800000
2009-03-10,3119800000
2009-03-11,3140700000
2009-03-12,3226200000
2009-03-13,3250900000
2009-03-16,3235700000
2009-03-17,3321200000
2009-03-18,3397200000
2009-03-19,3349700000
2009-03-20,3334500000
2009-03-23,3524500000
2009-03-24,3376300000
2009-03-25,3425700000
2009-03-26,3499800000
2009-03-27,3382000000
2009-03-30,3385800000
2009-03-31,3463460000
2009-04-01,3212264000
2009-04-02,3368310000
2009-04-03,3394952000
2009-04-06,3535773999
2009-04-07,3625215000
2009-04-08,3627117999
2009-04-09,3722267999
2009-04-13,3710850000
2009-04-14,3767940000
2009-04-15,3703238000
2009-04-16,3790776000
2009-04-17,3752716000
2009-04-20,3611894000
2009-04-21,3648051000
2009-04-22,3632827000
2009-04-23,3655663000
2009-04-24,3625215000
2009-04-27,3587155000
2009-04-28,3562416000
2009-04-29,3492005000
2009-04-30,3396855000
2009-05-01,3379728000
2009-05-04,3415885000
2009-05-05,3511035000
2009-05-06,3501519999
2009-05-07,3533871000
2009-05-08,3589058000
2009-05-11,3554804000
2009-05-12,3501519999
2009-05-13,3429206000
2009-05-14,3471071999
2009-05-15,3488198999
2009-05-18,3570028000
2009-05-19,3579542999
2009-05-20,3564319000
2009-05-21,3530065000
2009-05-22,3541483000
2009-05-26,3672790000
2009-05-27,3632827000
2009-05-28,3640439000
2009-05-29,3665178000
2009-06-01,3807903000
2009-06-02,3823127000
2009-06-03,3847866000
2009-06-04,3853575000
2009-06-05,3844060000
2009-06-08,3832642000
2009-06-09,3855478000
2009-06-10,3899246999
2009-06-11,3863090000
2009-06-12,3825030000
2009-06-15,3811709000
2009-06-16,3766037000
2009-06-17,3783164000
2009-06-18,3785067000
2009-06-19,3760328000
2009-06-22,3724171000
2009-06-23,3693723000
2009-06-24,3739394999
2009-06-25,3811709000
2009-06-26,3798388000
2009-06-29,3809806000
2009-06-30,3814356000
2009-07-01,3888885000
2009-07-02,3823911000
2009-07-06,3850664999
2009-07-07,3734094000
2009-07-08,3713073000
2009-07-09,3714984000
2009-07-10,3722628000
2009-07-13,3802889999
2009-07-14,3791424000
2009-07-15,3831555000
2009-07-16,3929015999
2009-07-17,3940482000
2009-07-20,4013100000
2009-07-21,3953859000
2009-07-22,3896529000
2009-07-23,4051320000
2009-07-24,4091451000
2009-07-27,4118205000
2009-07-28,4089539999
2009-07-29,4456452000
2009-07-30,4494672000
2009-07-31,4475562000
2009-08-03,4504227000
2009-08-04,4653285000
2009-08-05,4662840000
2009-08-06,4645641000
2009-08-07,4672395000
2009-08-10,4620798000
2009-08-11,4595955000
2009-08-12,4672395000
2009-08-13,4659018000
2009-08-14,4632264000
2009-08-17,4639908000
2009-08-18,4660929000
2009-08-19,4733547000
2009-08-20,4668573000
2009-08-21,4748835000
2009-08-24,4779411000
2009-08-25,4773678000
2009-08-26,4788966000
2009-08-27,4745013000
2009-08-28,4723992000
2009-08-31,4693416000
2009-09-01,4597866000
2009-09-02,4571112000
2009-09-03,4649463000
2009-09-04,4620798000
2009-09-08,4582578000
2009-09-09,4678128000
2009-09-10,4653285000
2009-09-11,4743102000
2009-09-14,4748835000
2009-09-15,4746924000
2009-09-16,4800432000
2009-09-17,4787055000
2009-09-18,4764123000
2009-09-21,4764123000
2009-09-22,4725903000
2009-09-23,4808076000
2009-09-24,4834830000
2009-09-25,4853940000
2009-09-28,4911270000
2009-09-29,4853940000
2009-09-30,9522883000
2009-10-01,9276505000
2009-10-02,8955467000
2009-10-05,8925603000
2009-10-06,9063724000
2009-10-07,9007729000
2009-10-08,9071190000
2009-10-09,9089855000
2009-10-12,9071190000
2009-10-13,9011462000
2009-10-14,9123452000
2009-10-15,9157049000
2009-10-16,9119719000
2009-10-19,9183180000
2009-10-20,9149583000
2009-10-21,9269039000
2009-10-22,8824812000
2009-10-23,8518706000
2009-10-26,8440313000
2009-10-27,8429113999
2009-10-28,8130474000
2009-10-29,8317124000
2009-10-30,8123008000
2009-11-02,8220066000
2009-11-03,8220066000
2009-11-04,8175269999
2009-11-05,8417915000
2009-11-06,8384318000
2009-11-09,8563502000
2009-11-10,8548569999
2009-11-11,8563502000
2009-11-12,8458978000
2009-11-13,8432847000
2009-11-16,8447779000
2009-11-17,8429113999
2009-11-18,8761351000
2009-11-19,8626963000
2009-11-20,8485109000
2009-11-23,8574701000
2009-11-24,8500041000
2009-11-25,8578434000
2009-11-27,8410449000
2009-11-30,8436580000
2009-12-01,8742686000
2009-12-02,8705356000
2009-12-03,8649361000
2009-12-04,8757618000
2009-12-07,8765084000
2009-12-08,8649361000
2009-12-09,8705356000
2009-12-10,8836011000
2009-12-11,8858409000
2009-12-14,8944268000
2009-12-15,8869608000
2009-12-16,8780016000
2009-12-17,8649361000
2009-12-18,8783749000
2009-12-21,8697890000
2009-12-22,8806147000
2009-12-23,8865875000
2009-12-24,8951734000
2009-12-28,8854676000
2009-12-29,8821079000
2009-12-30,8813613000
2009-12-31,8750152000
2010-01-04,8892006000
2010-01-05,9272772000
2010-01-06,9220510000
2010-01-07,9168248000
2010-01-08,8977865000
2010-01-11,8933069000
2010-01-12,8903205000
2010-01-13,9052525000
2010-01-14,9089855000
2010-01-15,8955467000
2010-01-19,9112253000
2010-01-20,9052525000
2010-01-21,9086122000
2010-01-22,8944268000
2010-01-25,8985331000
2010-01-26,8962933000
2010-01-27,9041326000
2010-01-28,8865875000
2010-01-29,8794948000
2010-02-01,8869608000
2010-02-02,8940535000
2010-02-03,8955467000
2010-02-04,8787482000
2010-02-05,8600832000
2010-02-08,8556036000
2010-02-09,8503774000
2010-02-10,8317124000
2010-02-11,8388051000
2010-02-12,8346988000
2010-02-16,8406716000
2010-02-17,8440313000
2010-02-18,8440313000
2010-02-19,8466444000
2010-02-22,8455244999
2010-02-23,8436580000
2010-02-24,8541104000
2010-02-25,8511240000
2010-02-26,8414182000
2010-03-01,8612031000
2010-03-02,8578434000
2010-03-03,8559769000
2010-03-04,8597099000
2010-03-05,8765084000
2010-03-08,8735220000
2010-03-09,8638162000
2010-03-10,8653094000
2010-03-11,8660560000
2010-03-12,8656827000
2010-03-15,8716555000
2010-03-16,8780016000
2010-03-17,8895739000
2010-03-18,8798681000
2010-03-19,8821079000
2010-03-22,8850943000
2010-03-23,8873341000
2010-03-24,8806147000
2010-03-25,8731487000
2010-03-26,8832278000
2010-03-29,8798681000
2010-03-30,8746419000
2010-03-31,8825160000
2010-04-01,8919285000
2010-04-05,8968230000
2010-04-06,8998350000
2010-04-07,9115065000
2010-04-08,9156480000
2010-04-09,9231780000
2010-04-12,9333435000
2010-04-13,9288255000
2010-04-14,9359790000
2010-04-15,9544275000
2010-04-16,9484035000
2010-04-19,9472740000
2010-04-20,9649695000
2010-04-21,9627105000
2010-04-22,9694875000
2010-04-23,9698640000
2010-04-26,9657225000
2010-04-27,9427560000
2010-04-28,9917010000
2010-04-29,10063845000
2010-04-30,9898185000
2010-05-03,9901950000
2010-05-04,9773940000
2010-05-05,9789000000
2010-05-06,10798020000
2010-05-07,10828140000
2010-05-10,11155695000
2010-05-11,10865790000
2010-05-12,11182050000
2010-05-13,11257350000
2010-05-14,11178285000
2010-05-17,10873320000
2010-05-18,10221975000
2010-05-19,10169265000
2010-05-20,9717465000
2010-05-21,9853005000
2010-05-24,9834180000
2010-05-25,9999840000
2010-05-26,10342455000
2010-05-27,10523175000
2010-05-28,10361280000
2010-06-01,10278450000
2010-06-02,10376340000
2010-06-03,10346220000
2010-06-04,10218210000
2010-06-07,10071375000
2010-06-08,10120320000
2010-06-09,10067610000
2010-06-10,10278450000
2010-06-11,10244565000
2010-06-14,10180560000
2010-06-15,10267155000
2010-06-16,10406460000
2010-06-17,10462935000
2010-06-18,10346220000
2010-06-21,10406460000
2010-06-22,10267155000
2010-06-23,10263390000
2010-06-24,10218210000
2010-06-25,10368810000
2010-06-28,10316100000
2010-06-29,10184325000
2010-06-30,8909604000
2010-07-01,8813266000
2010-07-02,8773402000
2010-07-06,9025874000
2010-07-07,9152110000
2010-07-08,9185330000
2010-07-09,9201940000
2010-07-12,9218550000
2010-07-13,9225194000
2010-07-14,9278346000
2010-07-15,9291634000
2010-07-16,9142144000
2010-07-19,9178686000
2010-07-20,9268380000
2010-07-21,9205262000
2010-07-22,9311566000
2010-07-23,9334820000
2010-07-26,9368040000
2010-07-27,9421192000
2010-07-28,9467700000
2010-07-29,9517530000
2010-07-30,9524174000
2010-08-02,9540784000
2010-08-03,9564038000
2010-08-04,9135500000
2010-08-05,9188652000
2010-08-06,9201940000
2010-08-09,9261736000
2010-08-10,9002620000
2010-08-11,8756792000
2010-08-12,8760114000
2010-08-13,8803300000
2010-08-16,8750148000
2010-08-17,8916248000
2010-08-18,8909604000
2010-08-19,8780046000
2010-08-20,8799978000
2010-08-23,8720250000
2010-08-24,8580725999
2010-08-25,8524252000
2010-08-26,8524252000
2010-08-27,8833198000
2010-08-30,8680386000
2010-08-31,8587370000
2010-09-01,8783368000
2010-09-02,9052450000
2010-09-03,9135500000
2010-09-07,9045806000
2010-09-08,9088992000
2010-09-09,9105602000
2010-09-10,9092314000
2010-09-13,9191974000
2010-09-14,9135500000
2010-09-15,9132178000
2010-09-16,9132178000
2010-09-17,9102280000
2010-09-20,9182008000
2010-09-21,9098958000
2010-09-22,9075704000
2010-09-23,8995976000
2010-09-24,9148788000
2010-09-27,9102280000
2010-09-28,9142144000
2010-09-29,9092314000
2010-09-30,8109157000
2010-10-01,8067311000
2010-10-04,7941773000
2010-10-05,8025465000
2010-10-06,8013509000
2010-10-07,7974652000
2010-10-08,8010520000
2010-10-11,8094211999
2010-10-12,8237684000
2010-10-13,8336321000
2010-10-14,8333332000
2010-10-15,8390123000
2010-10-18,8500716000
2010-10-19,8434958000
2010-10-20,8584408000
2010-10-21,8509683000
