,JPM
2004-08-24,135585965000
2004-08-25,138572440000
2004-08-26,138607575000
2004-08-27,139556220000
2004-08-30,137377850000
2004-08-31,139064330000
2004-09-01,137940010000
2004-09-02,139977840000
2004-09-03,140012975000
2004-09-07,140083245000
2004-09-08,138326495000
2004-09-09,139626490000
2004-09-10,139837300000
2004-09-13,137588660000
2004-09-14,138748115000
2004-09-15,137307580000
2004-09-16,139064330000
2004-09-17,139310275000
2004-09-20,138361630000
2004-09-21,140891350000
2004-09-22,140012975000
2004-09-23,138642710000
2004-09-24,139661625000
2004-09-27,137483255000
2004-09-28,138361630000
2004-09-29,139415680000
2004-09-30,139591355000
2004-10-01,141895950000
2004-10-04,139855800000
2004-10-05,138800550000
2004-10-06,138906075000
2004-10-07,139046775000
2004-10-08,139468875000
2004-10-11,138519150000
2004-10-12,138976425000
2004-10-13,138026700000
2004-10-14,135529275000
2004-10-15,136267950000
2004-10-18,137182500000
2004-10-19,133594649999
2004-10-20,131026875000
2004-10-21,132609750000
2004-10-22,131800725000
2004-10-25,130217850000
2004-10-26,131871075000
2004-10-27,133735350000
2004-10-28,135353399999
2004-10-29,135775500000
2004-11-01,135423750000
2004-11-02,135599624999
2004-11-03,136654875000
2004-11-04,139433700000
2004-11-05,138413625000
2004-11-08,138167400000
2004-11-09,137569425000
2004-11-10,137006625000
2004-11-11,137815650000
2004-11-12,137780475000
2004-11-15,137745300000
2004-11-16,135318225000
2004-11-17,134614725000
2004-11-18,133031850000
2004-11-19,131624850000
2004-11-22,132082124999
2004-11-23,132117300000
2004-11-24,132609750000
2004-11-26,132574574999
2004-11-29,131237925000
2004-11-30,132433875000
2004-12-01,134649900000
2004-12-02,135212699999
2004-12-03,133876050000
2004-12-06,134087099999
2004-12-07,132996675000
2004-12-08,132082124999
2004-12-09,132574574999
2004-12-10,132363525000
2004-12-13,134544375000
2004-12-14,136267950000
2004-12-15,137288025000
2004-12-16,136936275000
2004-12-17,135494100000
2004-12-20,135775500000
2004-12-21,137428725000
2004-12-22,137288025000
2004-12-23,137745300000
2004-12-27,137217675000
2004-12-28,137921175000
2004-12-29,137745300000
2004-12-30,137463900000
2004-12-31,137217675000
2005-01-03,137710125000
2005-01-04,135107174999
2005-01-05,135388575000
2005-01-06,136162425000
2005-01-07,135072000000
2005-01-10,134614725000
2005-01-11,133313250000
2005-01-12,133629825000
2005-01-13,132855975000
2005-01-14,132996675000
2005-01-18,135072000000
2005-01-19,133102200000
2005-01-20,131026875000
2005-01-21,129619875000
2005-01-24,129725400000
2005-01-25,129655050000
2005-01-26,129549525000
2005-01-27,129268125000
2005-01-28,130147500000
2005-01-31,131308275000
2005-02-01,131906250000
2005-02-02,131976600000
2005-02-03,131519325000
2005-02-04,132574574999
2005-02-07,133559475000
2005-02-08,132820800000
2005-02-09,131906250000
2005-02-10,131730375000
2005-02-11,131835899999
2005-02-14,131906250000
2005-02-15,132082124999
2005-02-16,131308275000
2005-02-17,129373650000
2005-02-18,128423925000
2005-02-22,126383775000
2005-02-23,128318399999
2005-02-24,129021900000
2005-02-25,130041975000
2005-02-28,128564624999
2005-03-01,130464075000
2005-03-02,130112325000
2005-03-03,130182675000
2005-03-04,131941425000
2005-03-07,131343450000
2005-03-08,129936449999
2005-03-09,128283225000
2005-03-10,127896300000
2005-03-11,127016925000
2005-03-14,128212875000
2005-03-15,127509375000
2005-03-16,127509375000
2005-03-17,127157625000
2005-03-18,126665175000
2005-03-21,125891325000
2005-03-22,123323550000
2005-03-23,122866275000
2005-03-24,122866275000
2005-03-28,122584875000
2005-03-29,121635150000
2005-03-30,122936625000
2005-03-31,121705500000
2005-04-01,119635250000
2005-04-04,117958610000
2005-04-05,120787940000
2005-04-06,121137240000
2005-04-07,121556399999
2005-04-08,120508500000
2005-04-11,120927659999
2005-04-12,122394720000
2005-04-13,120753010000
2005-04-14,119425669999
2005-04-15,118517490000
2005-04-18,120997520000
2005-04-19,122080350000
2005-04-20,121416680000
2005-04-21,122394720000
2005-04-22,121800909999
2005-04-25,122848810000
2005-04-26,122534440000
2005-04-27,124001500000
2005-04-28,122324860000
2005-04-29,123966570000
2005-05-02,124246010000
2005-05-03,124001500000
2005-05-04,126097300000
2005-05-05,125398700000
2005-05-06,124385730000
2005-05-09,125608280000
2005-05-10,122744020000
2005-05-11,123302899999
2005-05-12,121661190000
2005-05-13,120368780000
2005-05-16,121346820000
2005-05-17,122988530000
2005-05-18,125922649999
2005-05-19,126411669999
2005-05-20,125957580000
2005-05-23,125433629999
2005-05-24,125363770000
2005-05-25,125433629999
2005-05-26,125538419999
2005-05-27,125049399999
2005-05-31,124874750000
2005-06-01,124909680000
2005-06-02,124839820000
2005-06-03,124176149999
2005-06-06,124036430000
2005-06-07,123931639999
2005-06-08,124595310000
2005-06-09,124001500000
2005-06-10,123756990000
2005-06-13,124001500000
2005-06-14,124350800000
2005-06-15,124735030000
2005-06-16,125398700000
2005-06-17,126027440000
2005-06-20,125922649999
2005-06-21,125887720000
2005-06-22,126656180000
2005-06-23,125503490000
2005-06-24,124246010000
2005-06-27,124315870000
2005-06-28,125468560000
2005-06-29,125608280000
2005-06-30,123372760000
2005-07-01,122184100000
2005-07-05,121870450000
2005-07-06,120581000000
2005-07-07,120093100000
2005-07-08,121312850000
2005-07-11,121835600000
2005-07-12,122846250000
2005-07-13,123682650000
2005-07-14,124379649999
2005-07-15,124972100000
2005-07-18,123752350000
2005-07-19,122706850000
2005-07-20,122532599999
2005-07-21,123369000000
2005-07-22,124066000000
2005-07-25,123508399999
2005-07-26,123264449999
2005-07-27,123194750000
2005-07-28,123578100000
2005-07-29,122462900000
2005-08-01,123020499999
2005-08-02,123891749999
2005-08-03,124100850000
2005-08-04,123578100000
2005-08-05,122846250000
2005-08-08,121940150000
2005-08-09,122079550000
2005-08-10,121277999999
2005-08-11,121312850000
2005-08-12,119570350000
2005-08-15,120755250000
2005-08-16,120511300000
2005-08-17,120093100000
2005-08-18,120790099999
2005-08-19,120371900000
2005-08-22,120267350000
2005-08-23,119709750000
2005-08-24,117967250000
2005-08-25,118908199999
2005-08-26,117270250000
2005-08-29,118176349999
2005-08-30,117026300000
2005-08-31,118106650000
2005-09-01,118699100000
2005-09-02,118873350000
2005-09-06,120476450000
2005-09-07,121591650000
2005-09-08,120720400000
2005-09-09,121347700000
2005-09-12,120476450000
2005-09-13,119012750000
2005-09-14,119326400000
2005-09-15,118943050000
2005-09-16,121940150000
2005-09-19,120546150000
2005-09-20,120337050000
2005-09-21,118524850000
2005-09-22,119361250000
2005-09-23,118733950000
2005-09-26,118211200000
2005-09-27,118071800000
2005-09-28,118211200000
2005-09-29,119709750000
2005-09-30,118246050000
2005-10-03,118488523999
2005-10-04,116682720000
2005-10-05,116161815000
2005-10-06,116891081999
2005-10-07,117724530000
2005-10-10,116404904000
2005-10-11,115675637000
2005-10-12,115536729000
2005-10-13,117203625000
2005-10-14,118349616000
2005-10-17,118071800000
2005-10-18,117273079000
2005-10-19,120606870999
2005-10-20,120676325000
2005-10-21,121995951000
2005-10-24,124183752000
2005-10-25,124044844000
2005-10-26,125364470000
2005-10-27,125121381000
2005-10-28,126545187999
2005-10-31,127170273999
2005-11-01,127968995000
2005-11-02,129184440000
2005-11-03,128802443000
2005-11-04,129566437000
2005-11-07,130851336000
2005-11-08,129670618000
2005-11-09,130990244000
2005-11-10,133073864000
2005-11-11,132865502000
2005-11-14,132414051000
2005-11-15,131024970999
2005-11-16,131302787000
2005-11-17,131719511000
2005-11-18,132066781000
2005-11-21,131337514000
2005-11-22,132657140000
2005-11-23,134671306000
2005-11-25,134949122000
2005-11-28,135088030000
2005-11-29,135296392000
2005-11-30,132830775000
2005-12-01,133942039000
2005-12-02,135400573000
2005-12-05,134914395000
2005-12-06,134914395000
2005-12-07,133594769000
2005-12-08,134219855000
2005-12-09,135852023999
2005-12-12,135956205000
2005-12-13,136859106999
2005-12-14,137345284999
2005-12-15,137449466000
2005-12-16,138178733000
2005-12-19,137518920000
2005-12-20,137518920000
2005-12-21,138317641000
2005-12-22,139081635000
2005-12-23,139602540000
2005-12-27,139255270000
2005-12-28,138595457000
2005-12-29,138421822000
2005-12-30,137831463000
2006-01-03,139567813000
2006-01-04,137588374000
2006-01-05,138005098000
2006-01-06,138977454000
2006-01-09,141234709000
2006-01-10,141443071000
2006-01-11,141338890000
2006-01-12,138734365000
2006-01-13,138630184000
2006-01-17,137900917000
2006-01-18,136407656000
2006-01-19,135643662000
2006-01-20,132136234999
2006-01-23,132900229000
2006-01-24,132344597000
2006-01-25,133629495999
2006-01-26,137484193000
2006-01-27,138039825000
2006-01-30,138387095000
2006-01-31,138039825000
2006-02-01,138491276000
2006-02-02,138873273000
2006-02-03,137275831000
2006-02-06,136963287999
2006-02-07,136338202000
2006-02-08,137518920000
2006-02-09,138109279000
2006-02-10,138630184000
2006-02-13,138109279000
2006-02-14,139255270000
2006-02-15,140019264000
2006-02-16,141755614000
2006-02-17,141616706000
2006-02-21,141338890000
2006-02-22,143804507000
2006-02-23,142762697000
2006-02-24,144672682000
2006-02-27,144394866000
2006-02-28,142866878000
2006-03-01,144568501000
2006-03-02,144672682000
2006-03-03,144429593000
2006-03-06,143873961000
2006-03-07,144047596000
2006-03-08,144464320000
2006-03-09,142554335000
2006-03-10,142832151000
2006-03-13,142589062000
2006-03-14,143700326000
2006-03-15,143144694000
2006-03-16,143491964000
2006-03-17,143769780000
2006-03-20,143943415000
2006-03-21,143075240000
2006-03-22,146027035000
2006-03-23,145992308000
2006-03-24,146200670000
2006-03-27,146235397000
2006-03-28,144325412000
2006-03-29,144742136000
2006-03-30,144221231000
2006-03-31,144649032000
2006-04-03,145656434000
2006-04-04,146837526000
2006-04-05,147775452000
2006-04-06,146907002000
2006-04-07,144857460000
2006-04-10,145482744000
2006-04-11,144544818000
2006-04-12,145552220000
2006-04-13,146559622000
2006-04-17,145899600000
2006-04-18,147983880000
2006-04-19,148053356000
2006-04-20,147983880000
2006-04-21,147636500000
2006-04-24,148261784000
2006-04-25,146663836000
2006-04-26,148192308000
2006-04-27,152673510000
2006-04-28,157641044000
2006-05-01,155556764000
2006-05-02,158057900000
2006-05-03,157918948000
2006-05-04,158717922000
2006-05-05,162052770000
2006-05-08,160142180000
2006-05-09,159864276000
2006-05-10,159516896000
2006-05-11,156842070000
2006-05-12,153958816000
2006-05-15,154723052000
2006-05-16,153958816000
2006-05-17,150241850000
2006-05-18,148470212000
2006-05-19,148504950000
2006-05-22,148122832000
2006-05-23,146490146000
2006-05-24,146420670000
2006-05-25,148852330000
2006-05-26,150172374000
2006-05-30,147428072000
2006-05-31,148122832000
2006-06-01,151388204000
2006-06-02,152187178000
2006-06-05,149269186000
2006-06-06,147219644000
2006-06-07,146768050000
2006-06-08,147115430000
2006-06-09,146246980000
2006-06-12,144510080000
2006-06-13,140793114000
2006-06-14,138847786000
2006-06-15,141036280000
2006-06-16,139507808000
2006-06-19,138778310000
2006-06-20,140654162000
2006-06-21,143155298000
2006-06-22,142668966000
2006-06-23,141974206000
2006-06-26,144162700000
2006-06-27,141869992000
2006-06-28,143363726000
2006-06-29,148261784000
2006-06-30,145899600000
2006-07-03,148698882000
2006-07-05,147103326000
2006-07-06,147242070000
2006-07-07,147103326000
2006-07-10,147692988000
2006-07-11,148698882000
2006-07-12,146548350000
2006-07-13,143565354000
2006-07-14,141831054000
2006-07-17,141276078000
2006-07-18,141206706000
2006-07-19,149323230000
2006-07-20,149080428000
2006-07-21,149670090000
2006-07-24,153312120000
2006-07-25,154803618000
2006-07-26,154872990000
2006-07-27,155046420000
2006-07-28,157751928000
2006-07-31,158237532000
2006-08-01,157855986000
2006-08-02,157786614000
2006-08-03,158376276000
2006-08-04,156503232000
2006-08-07,157023522000
2006-08-08,156052314000
2006-08-09,153832410000
2006-08-10,152791830000
2006-08-11,152375598000
2006-08-14,152236854000
2006-08-15,156225744000
2006-08-16,157717242000
2006-08-17,157682556000
2006-08-18,158549706000
2006-08-21,157682556000
2006-08-22,157301010000
2006-08-23,157890672000
2006-08-24,158445648000
2006-08-25,157890672000
2006-08-28,159624972000
2006-08-29,159451542000
2006-08-30,158619078000
2006-08-31,158376276000
2006-09-01,158619078000
2006-09-05,158861880000
2006-09-06,159139368000
2006-09-07,156780720000
2006-09-08,156988836000
2006-09-11,157439754000
2006-09-12,159590286000
2006-09-13,160943040000
2006-09-14,161289900000
2006-09-15,162850770000
2006-09-18,161567388000
2006-09-19,162330480000
2006-09-20,163787292000
2006-09-21,162365166000
2006-09-22,162399852000
2006-09-25,162712026000
2006-09-26,162677340000
2006-09-27,162469224000
2006-09-28,163544490000
2006-09-29,162885456000
2006-10-02,162001468000
2006-10-03,165043100000
2006-10-04,164144436000
2006-10-05,163867924000
2006-10-06,161966904000
2006-10-09,162831004000
2006-10-10,164282692000
2006-10-11,164662896000
2006-10-12,166805864000
2006-10-13,166460224000
2006-10-16,164973972000
2006-10-17,165872636000
2006-10-18,163176644000
2006-10-19,162001468000
2006-10-20,162865568000
2006-10-23,163798796000
2006-10-24,162934696000
2006-10-25,163384028000
2006-10-26,165112228000
2006-10-27,163453156000
2006-10-30,164006180000
2006-10-31,163971616000
2006-11-01,162208852000
2006-11-02,162105160000
2006-11-03,162070596000
2006-11-06,164697460000
2006-11-07,164144436000
2006-11-08,164662896000
2006-11-09,163280336000
2006-11-10,164559204000
2006-11-13,164732024000
2006-11-14,165043100000
2006-11-15,164006180000
2006-11-16,165388740000
2006-11-17,164732024000
2006-11-20,165561560000
2006-11-21,165043100000
2006-11-22,164490076000
2006-11-24,163384028000
2006-11-27,161171932000
2006-11-28,159685680000
2006-11-29,161310188000
2006-11-30,159962192000
2006-12-01,159028964000
2006-12-04,161897776000
2006-12-05,163142080000
2006-12-06,161863212000
2006-12-07,161171932000
2006-12-08,161621264000
2006-12-11,164351820000
2006-12-12,164628332000
2006-12-13,164524640000
2006-12-14,165734380000
2006-12-15,166944120000
2006-12-18,166702172000
2006-12-19,166840428000
2006-12-20,166667608000
2006-12-21,168153860000
2006-12-22,165526996000
2006-12-26,166978684000
2006-12-27,169190780000
2006-12-28,169087088000
2006-12-29,166944120000
2007-01-03,166149148000
2007-01-04,166563916000
2007-01-05,165181356000
2007-01-08,165734380000
2007-01-09,165043100000
2007-01-10,166252840000
2007-01-11,166978684000
2007-01-12,165872636000
2007-01-16,167255196000
2007-01-17,167393452000
2007-01-18,166425660000
2007-01-19,168534064000
2007-01-22,171644824000
2007-01-23,172232412000
2007-01-24,174064304000
2007-01-25,173545844000
2007-01-26,171783080000
2007-01-29,170988108000
2007-01-30,173442152000
2007-01-31,176034452000
2007-02-01,177002244000
2007-02-02,176034452000
2007-02-05,176138144000
2007-02-06,176276400000
2007-02-07,177002244000
2007-02-08,176034452000
2007-02-09,174271688000
2007-02-12,174340816000
2007-02-13,176103580000
2007-02-14,177728088000
2007-02-15,177002244000
2007-02-16,177140500000
2007-02-20,178453932000
2007-02-21,178523060000
2007-02-22,178488496000
2007-02-23,176380092000
2007-02-26,175619684000
2007-02-27,170124008000
2007-02-28,170711596000
2007-03-01,170054880000
2007-03-02,166563916000
2007-03-05,164317256000
2007-03-06,167704528000
2007-03-07,167151504000
2007-03-08,168464936000
2007-03-09,168741448000
2007-03-12,168810576000
2007-03-13,161413880000
2007-03-14,163487720000
2007-03-15,164870280000
2007-03-16,162554492000
2007-03-19,164455512000
2007-03-20,165043100000
2007-03-21,169536420000
2007-03-22,167531708000
2007-03-23,167704528000
2007-03-26,168326680000
2007-03-27,167877348000
2007-03-28,165872636000
2007-03-29,167635400000
2007-03-30,167220632000
2007-04-02,164744424000
2007-04-03,165837256000
2007-04-04,165837256000
2007-04-05,166554427000
2007-04-09,167339900000
2007-04-10,168159524000
2007-04-11,167852165000
2007-04-12,168022920000
2007-04-13,167647259000
2007-04-16,170652547000
2007-04-17,171369718000
2007-04-18,177824257000
2007-04-19,177892559000
2007-04-20,179429354000
2007-04-23,178541428000
2007-04-24,178131616000
2007-04-25,180385582000
2007-04-26,180795394000
2007-04-27,179463505000
2007-04-30,177926710000
2007-05-01,178473126000
2007-05-02,179463505000
2007-05-03,179975770000
2007-05-04,179736713000
2007-05-07,180078223000
2007-05-08,179121995000
2007-05-09,181683320000
2007-05-10,177585200000
2007-05-11,178097465000
2007-05-14,177004633000
2007-05-15,177687653000
2007-05-16,180931998000
2007-05-17,179497656000
2007-05-18,179429354000
2007-05-21,179497656000
2007-05-22,178575579000
2007-05-23,177551049000
2007-05-24,176185009000
2007-05-25,176355764000
2007-05-29,176970482000
2007-05-30,177790106000
2007-05-31,177004633000
2007-06-01,177243690000
2007-06-04,176116707000
2007-06-05,174921422000
2007-06-06,172667456000
2007-06-07,170140282000
2007-06-08,172155191000
2007-06-11,172223493000
2007-06-12,168535185000
2007-06-13,171745379000
2007-06-14,171847832000
2007-06-15,172667456000
2007-06-18,172223493000
2007-06-19,173657835000
2007-06-20,168910846000
2007-06-21,170208584000
2007-06-22,166383672000
2007-06-25,165154236000
2007-06-26,165973860000
2007-06-27,168159524000
2007-06-28,167203296000
2007-06-29,165461595000
2007-07-02,165925485000
2007-07-03,166566906000
2007-07-05,164710161000
2007-07-06,165317823000
2007-07-09,164710161000
2007-07-10,160389009000
2007-07-11,162482067000
2007-07-12,167208327000
2007-07-13,168963795000
2007-07-16,168221097000
2007-07-17,168524928000
2007-07-18,164541366000
2007-07-19,164136258000
2007-07-20,160557804000
2007-07-23,159173685000
2007-07-24,153063306000
2007-07-25,152826993000
2007-07-26,148809672000
2007-07-27,149316057000
2007-07-30,151071525000
2007-07-31,148573359000
2007-08-01,149822442000
2007-08-02,150531381000
2007-08-03,147358035000
2007-08-06,152286849000
2007-08-07,153063306000
2007-08-08,157013109000
2007-08-09,149113503000
2007-08-10,149383575000
2007-08-13,147965697000
2007-08-14,146176470000
2007-08-15,145163700000
2007-08-16,153502173000
2007-08-17,158701059000
2007-08-20,156945591000
2007-08-21,155966580000
2007-08-22,155291400000
2007-08-23,154177353000
2007-08-24,155122605000
2007-08-27,151611669000
2007-08-28,147189240000
2007-08-29,148978467000
2007-08-30,148438323000
2007-08-31,150295068000
2007-09-04,152928270000
2007-09-05,149113503000
2007-09-06,149248539000
2007-09-07,146919168000
2007-09-10,148303287000
2007-09-11,150362586000
2007-09-12,150126273000
2007-09-13,153941040000
2007-09-14,153738486000
2007-09-17,152894511000
2007-09-18,161435538000
2007-09-19,160591563000
2007-09-20,158532264000
2007-09-21,159106167000
2007-09-24,156439206000
2007-09-25,155628990000
2007-09-26,155730267000
2007-09-27,156000339000
2007-09-28,154683738000
2007-10-01,157609270000
2007-10-02,158787720000
2007-10-03,158249000000
2007-10-04,159090750000
2007-10-05,160201860000
2007-10-08,159730480000
2007-10-09,160168190000
2007-10-10,157945970000
2007-10-11,157104220000
2007-10-12,157642940000
2007-10-15,155791090000
2007-10-16,151885370000
2007-10-17,156127790000
2007-10-18,154545300000
2007-10-19,151582340000
2007-10-22,152760790000
2007-10-23,154679980000
2007-10-24,155791090000
2007-10-25,155050350000
2007-10-26,159326440000
2007-10-29,157137890000
2007-10-30,156767520000
2007-10-31,158249000000
2007-11-01,149225440000
2007-11-02,145286050000
2007-11-05,144006590000
2007-11-06,148518370000
2007-11-07,142222080000
2007-11-08,143467870000
2007-11-09,142457770000
2007-11-12,142727130000
2007-11-13,151683350000
2007-11-14,152020050000
2007-11-15,146565510000
2007-11-16,145084030000
2007-11-19,139292790000
2007-11-20,140168210000
2007-11-21,136969560000
2007-11-23,141245650000
2007-11-26,136228820000
2007-11-27,142592450000
2007-11-28,148013320000
2007-11-29,146969550000
2007-11-30,153602540000
2007-12-03,152222070000
2007-12-04,148653050000
2007-12-05,151178300000
2007-12-06,155589070000
2007-12-07,155151360000
2007-12-10,159663140000
2007-12-11,154679980000
2007-12-12,155387050000
2007-12-13,154073920000
2007-12-14,152188400000
2007-12-17,149932510000
2007-12-18,147811300000
2007-12-19,148080660000
2007-12-20,145892110000
2007-12-21,148518370000
2007-12-24,150942610000
2007-12-26,151312980000
2007-12-27,146935880000
2007-12-28,145656420000
2007-12-31,146969550000
2008-01-02,143209320000
2008-01-03,142224480000
2008-01-04,138998280000
2008-01-07,140390640000
2008-01-08,134821200000
2008-01-09,136722960000
2008-01-10,140356680000
2008-01-11,138760560000
2008-01-14,140458560000
2008-01-15,133021320000
2008-01-16,140696280000
2008-01-17,135975840000
2008-01-18,134447640000
2008-01-22,138760560000
2008-01-23,155265120000
2008-01-24,152684160000
2008-01-25,148201440000
2008-01-28,154755720000
2008-01-29,161140200000
2008-01-30,160800600000
2008-01-31,160970400000
2008-02-01,163857000000
2008-02-04,156963120000
2008-02-05,149050440000
2008-02-06,148473120000
2008-02-07,153193560000
2008-02-08,148812720000
2008-02-11,147216600000
2008-02-12,147080760000
2008-02-13,149763600000
2008-02-14,144703560000
2008-02-15,146877000000
2008-02-19,145450680000
2008-02-20,146537400000
2008-02-21,146265720000
2008-02-22,149186280000
2008-02-25,149525880000
2008-02-26,148473120000
2008-02-27,150816360000
2008-02-28,144126240000
2008-02-29,138047400000
2008-03-03,135228720000
2008-03-04,133089239999
2008-03-05,131561040000
2008-03-06,126908519999
2008-03-07,127553760000
2008-03-10,123886079999
2008-03-11,131900640000
2008-03-12,131119560000
2008-03-13,129421560000
2008-03-14,124089840000
2008-03-17,136892760000
2008-03-18,145043160000
2008-03-19,144228120000
2008-03-20,156114120000
2008-03-24,158083800000
2008-03-25,156419760000
2008-03-26,149797560000
2008-03-27,145552560000
2008-03-28,145043160000
2008-03-31,147155290000
2008-04-01,161031400000
2008-04-02,158427488000
2008-04-03,158564536000
2008-04-04,156131934000
2008-04-07,156029148000
2008-04-08,153699332000
2008-04-09,151780660000
2008-04-10,150273132000
2008-04-11,145716286000
2008-04-14,142187300000
2008-04-15,144311544000
2008-04-16,154041952000
2008-04-17,154590144000
2008-04-18,156782912000
2008-04-21,154967026000
2008-04-22,156406030000
2008-04-23,154692930000
2008-04-24,160928614000
2008-04-25,163738098000
2008-04-28,162196308000
2008-04-29,161305496000
2008-04-30,163258430000
2008-05-01,168740350000
2008-05-02,166718892000
2008-05-05,164457600000
2008-05-06,165142840000
2008-05-07,159558134000
2008-05-08,157776510000
2008-05-09,159558134000
2008-05-12,161853688000
2008-05-13,155823576000
2008-05-14,157296842000
2008-05-15,161099924000
2008-05-16,159421086000
2008-05-19,157570938000
2008-05-20,149724940000
2008-05-21,145339404000
2008-05-22,147497910000
2008-05-23,144996784000
2008-05-27,147360862000
2008-05-28,146846932000
2008-05-29,149279534000
2008-05-30,147326600000
2008-06-02,144414330000
2008-06-03,143523518000
2008-06-04,142632706000
2008-06-05,144243020000
2008-06-06,137356358000
2008-06-09,128516762000
2008-06-10,131189198000
2008-06-11,127214806000
2008-06-12,130229862000
2008-06-13,135608996000
2008-06-16,136842427999
2008-06-17,133758848000
2008-06-18,132730988000
2008-06-19,132422630000
2008-06-20,129715932000
2008-06-23,126323993999
2008-06-24,129236264000
2008-06-25,129887241999
2008-06-26,124439584000
2008-06-27,120088309999
2008-06-30,117034841000
2008-07-01,116045622000
2008-07-02,118024060000
2008-07-03,120445941000
2008-07-07,116113844000
2008-07-08,122015047000
2008-07-09,116932508000
2008-07-10,117717061000
2008-07-11,113112075999
2008-07-14,108097759000
2008-07-15,105812322000
2008-07-16,122594933999
2008-07-17,139172880000
2008-07-18,136512222000
2008-07-21,131839015000
2008-07-22,139377546000
2008-07-23,143129756000
2008-07-24,133510454000
2008-07-25,134806672000
2008-07-28,128462025999
2008-07-29,139002325000
2008-07-30,141799427000
2008-07-31,138592993000
2008-08-01,139036436000
2008-08-04,136921554000
2008-08-05,142890979000
2008-08-06,141185429000
2008-08-07,135795891000
2008-08-08,140093877000
2008-08-11,142890979000
2008-08-12,129348912000
2008-08-13,125903700999
2008-08-14,128973691000
2008-08-15,129860577000
2008-08-18,125323814000
2008-08-19,121366938000
2008-08-20,126210700000
2008-08-21,123686486000
2008-08-22,128496137000
2008-08-25,123243043000
2008-08-26,124880371000
2008-08-27,126688254000
2008-08-28,132623568000
2008-08-29,131293239000
2008-09-02,132998789000
2008-09-03,135454781000
2008-09-04,129314800999
2008-09-05,135079560000
2008-09-08,141731205000
2008-09-09,134636117000
2008-09-10,134397340000
2008-09-11,142072315000
2008-09-12,140434987000
2008-09-15,126210700000
2008-09-16,138968214000
2008-09-17,122015047000
2008-09-18,137467330000
2008-09-19,160492255000
2008-09-22,139172880000
2008-09-23,138354216000
2008-09-24,138149550000
2008-09-25,148246406000
2008-09-26,164551464000
2008-09-29,139855100000
2008-09-30,174541250000
2008-10-01,185492125000
2008-10-02,186314375000
2008-10-03,171551250000
2008-10-06,164450000000
2008-10-07,146958500000
2008-10-08,146883750000
2008-10-09,137091500000
2008-10-10,155629500000
2008-10-13,156937625000
2008-10-14,152153625000
2008-10-15,143856375000
2008-10-16,151331375000
2008-10-17,146995875000
2008-10-20,151966750000
2008-10-21,148528250000
2008-10-22,138922875000
2008-10-23,141464375000
2008-10-24,132419625000
2008-10-27,127075000000
2008-10-28,140530000000
2008-10-29,133466125000
2008-10-30,140604750000
2008-10-31,154171875000
2008-11-03,152228375000
2008-11-04,157610375000
2008-11-05,146584750000
2008-11-06,142996750000
2008-11-07,141090625000
2008-11-10,136082374999
2008-11-11,135858125000
2008-11-12,129205375000
2008-11-13,138997625000
2008-11-14,128831625000
2008-11-17,122477875000
2008-11-18,120123250000
2008-11-19,106406625000
2008-11-20,87382750000
2008-11-21,84916000000
2008-11-24,103080250000
2008-11-25,111265375000
2008-11-26,114442250000
2008-11-28,118329250000
2008-12-01,97623500000
2008-12-02,106630875000
2008-12-03,113059375000
2008-12-04,116161500000
2008-12-05,124645625000
2008-12-08,136381375000
2008-12-09,126925500000
2008-12-10,125281000000
2008-12-11,111900750000
2008-12-12,115638250000
2008-12-15,107004625000
2008-12-16,120908125000
2008-12-17,119076750000
2008-12-18,112909875000
2008-12-19,113321000000
2008-12-22,111452250000
2008-12-23,108798625000
2008-12-24,111564375000
2008-12-26,111377500000
2008-12-29,111302750000
2008-12-30,115899875000
2008-12-31,118417221000
2009-01-02,117741195000
2009-01-05,109854225000
2009-01-06,112220316000
2009-01-07,105497613000
2009-01-08,102230154000
2009-01-09,97535529000
2009-01-12,93554487000
2009-01-13,98962695000
2009-01-14,97310187000
2009-01-15,91413738000
2009-01-16,85705074000
2009-01-20,67940613000
2009-01-21,84991491000
2009-01-22,86756670000
2009-01-23,91188396000
2009-01-26,92014650000
2009-01-27,94117842000
2009-01-28,103882662000
2009-01-29,95507451000
2009-01-30,95807907000
2009-02-02,94643640000
2009-02-03,90324585000
2009-02-04,90287028000
2009-02-05,92164878000
2009-02-06,103769991000
2009-02-09,102455496000
2009-02-10,92465334000
2009-02-11,97986213000
2009-02-12,98361783000
2009-02-13,92728233000
2009-02-17,81310905000
2009-02-18,80785107000
2009-02-19,77367420000
2009-02-20,74738430000
2009-02-23,73273707000
2009-02-24,78944814000
2009-02-25,81611361000
2009-02-26,86568885000
2009-02-27,85817745000
2009-03-02,79470612000
2009-03-03,78907257000
2009-03-04,72485010000
2009-03-05,62344620000
2009-03-06,59828301000
2009-03-09,59715630000
2009-03-10,73236150000
2009-03-11,76616280000
2009-03-12,87132240000
2009-03-13,89197875000
2009-03-16,86719113000
2009-03-17,94418298000
2009-03-18,101817027000
2009-03-19,93704715000
2009-03-20,86944455000
2009-03-23,108389502000
2009-03-24,99150480000
2009-03-25,107262792000
2009-03-26,109290870000
2009-03-27,102906180000
2009-03-30,93329145000
2009-03-31,101309670000
2009-04-01,107255610000
2009-04-02,107331840000
2009-04-03,111600720000
2009-04-06,107484300000
2009-04-07,103863375000
2009-04-08,104549445000
2009-04-09,124826625000
