,NSI
2017-11-02,9926398.95
2017-11-03,9926398.95
2017-11-06,9926398.95
2017-11-07,9926398.95
2017-11-08,9926398.95
2017-11-09,9926398.95
2017-11-10,9926398.95
2017-11-13,9926398.95
2017-11-14,9926398.95
2017-11-15,9926398.95
2017-11-16,9926398.95
2017-11-17,9926398.95
2017-11-20,9926398.95
2017-11-21,9926398.95
2017-11-22,9926398.95
2017-11-24,9926398.95
2017-11-27,9926398.95
2017-11-28,9926398.95
2017-11-29,9926398.95
2017-11-30,9926398.95
2017-12-01,9926398.95
2017-12-04,9926398.95
2017-12-05,9926398.95
2017-12-06,9926398.95
2017-12-07,9926398.95
2017-12-08,9926398.95
2017-12-11,9926398.95
2017-12-12,10733970.0
2017-12-13,10733970.0
2017-12-14,10733970.0
2017-12-15,10733970.0
2017-12-18,10733970.0
2017-12-19,10733970.0
2017-12-20,10733970.0
2017-12-21,10733970.0
2017-12-22,10733970.0
2017-12-26,10733970.0
2017-12-27,10733970.0
2017-12-28,10695144.0
2017-12-29,10695144.0
2018-01-02,10695144.0
2018-01-03,10695144.0
2018-01-04,10695144.0
2018-01-05,10695144.0
2018-01-08,10695144.0
2018-01-09,10842681.0
2018-01-10,10842681.0
2018-01-11,10842681.0
2018-01-12,10842681.0
2018-01-16,10842681.0
2018-01-17,10842681.0
2018-01-18,10842681.0
2018-01-19,10842681.0
2018-01-22,10842681.0
2018-01-23,10842681.0
2018-01-24,10842681.0
2018-01-25,10842681.0
2018-01-26,10842681.0
2018-01-29,10842681.0
2018-01-30,10842681.0
2018-01-31,10842681.0
2018-02-01,10842681.0
2018-02-02,10842681.0
2018-02-05,10842681.0
2018-02-06,10842681.0
2018-02-07,10842681.0
2018-02-08,10842681.0
2018-02-09,10842681.0
2018-02-12,10842681.0
2018-02-13,10842681.0
2018-02-14,10842681.0
2018-02-15,10842681.0
2018-02-16,10842681.0
2018-02-20,10842681.0
2018-02-21,10842681.0
2018-02-22,10842681.0
2018-02-23,10842681.0
2018-02-26,10842681.0
2018-02-27,10842681.0
2018-02-28,10842681.0
2018-03-01,10842681.0
2018-03-02,10842681.0
2018-03-05,10842681.0
2018-03-06,10842681.0
2018-03-07,10842681.0
2018-03-08,10842681.0
2018-03-09,10842681.0
2018-03-12,10842681.0
2018-03-13,10842681.0
2018-03-14,10842681.0
2018-03-15,10842681.0
2018-03-16,10842681.0
2018-03-19,10842681.0
2018-03-20,10842681.0
2018-03-21,10842681.0
2018-03-22,10842681.0
2018-03-23,10842681.0
2018-03-26,10842681.0
2018-03-27,10842681.0
2018-03-28,10842681.0
2018-03-29,10842681.0
2018-04-02,10552784.0
2018-04-03,10552784.0
2018-04-04,10552784.0
2018-04-05,10552784.0
2018-04-06,10552784.0
2018-04-09,10552784.0
2018-04-10,10552784.0
2018-04-11,10552784.0
2018-04-12,10552784.0
2018-04-13,10552784.0
2018-04-16,10552784.0
2018-04-17,10552784.0
2018-04-18,10552784.0
2018-04-19,10552784.0
2018-04-20,10552784.0
2018-04-23,11259409.0
2018-04-24,11259409.0
2018-04-25,11259409.0
2018-04-26,11259409.0
2018-04-27,11259409.0
2018-04-30,11259409.0
2018-05-01,11259409.0
2018-05-02,11259409.0
2018-05-03,11259409.0
2018-05-04,11259409.0
2018-05-07,11259409.0
2018-05-08,11259409.0
2018-05-09,11259409.0
2018-05-10,11259409.0
2018-05-11,11259409.0
2018-05-14,11259409.0
2018-05-15,11259409.0
2018-05-16,11259409.0
2018-05-17,11259409.0
2018-05-18,11259409.0
2018-05-21,11259409.0
2018-05-22,11259409.0
2018-05-23,11259409.0
2018-05-24,11259409.0
2018-05-25,11259409.0
2018-05-29,11259409.0
2018-05-30,11259409.0
2018-05-31,11259409.0
2018-06-01,11259409.0
2018-06-04,11259409.0
2018-06-05,11259409.0
2018-06-06,11259409.0
2018-06-07,11259409.0
2018-06-08,11259409.0
2018-06-11,11259409.0
2018-06-12,11259409.0
2018-06-13,11259409.0
2018-06-14,11259409.0
2018-06-15,11259409.0
2018-06-18,11259409.0
2018-06-19,11259409.0
2018-06-20,11259409.0
2018-06-21,11259409.0
2018-06-22,11259409.0
2018-06-25,11259409.0
2018-06-26,11259409.0
2018-06-27,11259409.0
2018-06-28,11259409.0
2018-06-29,11259409.0
2018-07-02,11259409.0
2018-07-03,11259409.0
2018-07-05,11259409.0
2018-07-06,11259409.0
2018-07-09,11259409.0
2018-07-10,11259409.0
2018-07-11,11259409.0
2018-07-12,11259409.0
2018-07-13,11259409.0
2018-07-16,11259409.0
2018-07-17,11259409.0
2018-07-18,11259409.0
2018-07-19,11259409.0
2018-07-20,11259409.0
2018-07-23,11259409.0
2018-07-24,11259409.0
2018-07-25,11259409.0
2018-07-26,11259409.0
2018-07-27,11259409.0
2018-07-30,11259409.0
2018-07-31,11259409.0
2018-08-01,11259409.0
2018-08-02,11259409.0
2018-08-03,11259409.0
2018-08-06,11259409.0
2018-08-07,11259409.0
2018-08-08,11259409.0
2018-08-09,11259409.0
2018-08-10,11259409.0
2018-08-13,11259409.0
2018-08-14,11259409.0
2018-08-15,11259409.0
2018-08-16,11259409.0
2018-08-17,11259409.0
2018-08-20,11259409.0
2018-08-21,11259409.0
2018-08-22,11259409.0
2018-08-23,11259409.0
2018-08-24,11259409.0
2018-08-27,11259409.0
2018-08-28,11259409.0
2018-08-29,11259409.0
2018-08-30,11259409.0
2018-08-31,11259409.0
2018-09-04,11259409.0
2018-09-05,11259409.0
2018-09-06,11259409.0
2018-09-07,11259409.0
2018-09-10,11259409.0
2018-09-11,11259409.0
2018-09-12,11259409.0
2018-09-13,11259409.0
2018-09-14,11259409.0
2018-09-17,11259409.0
2018-09-18,11259409.0
2018-09-19,11259409.0
2018-09-20,11259409.0
2018-09-21,11259409.0
2018-09-24,11259409.0
2018-09-25,11259409.0
2018-09-26,11259409.0
2018-09-27,11259409.0
2018-09-28,11259409.0
2018-10-01,11259409.0
2018-10-02,11259409.0
2018-10-03,11259409.0
2018-10-04,11259409.0
2018-10-05,11259409.0
2018-10-08,11259409.0
2018-10-09,11259409.0
2018-10-10,11259409.0
2018-10-11,11259409.0
2018-10-12,11259409.0
2018-10-15,11259409.0
2018-10-16,11259409.0
2018-10-17,11259409.0
2018-10-18,11259409.0
2018-10-19,11259409.0
2018-10-22,11259409.0
2018-10-23,11259409.0
2018-10-24,11259409.0
2018-10-25,11259409.0
2018-10-26,11259409.0
2018-10-29,11259409.0
2018-10-30,11259409.0
2018-10-31,11259409.0
2018-11-01,11259409.0
2018-11-02,11259409.0
2018-11-05,11259409.0
2018-11-06,11259409.0
2018-11-07,11259409.0
2018-11-08,11259409.0
2018-11-09,11259409.0
2018-11-12,11259409.0
2018-11-13,11259409.0
2018-11-14,11259409.0
2018-11-15,11259409.0
2018-11-16,11259409.0
2018-11-19,11259409.0
2018-11-20,11259409.0
2018-11-21,11259409.0
2018-11-23,11259409.0
2018-11-26,11259409.0
2018-11-27,11259409.0
2018-11-28,11259409.0
2018-11-29,11259409.0
2018-11-30,11259409.0
2018-12-03,11259409.0
2018-12-04,11259409.0
2018-12-06,11259409.0
2018-12-07,11259409.0
2018-12-10,11259409.0
2018-12-11,11259409.0
2018-12-12,11259409.0
2018-12-13,11259409.0
2018-12-14,11259409.0
2018-12-17,11259409.0
2018-12-18,11259409.0
2018-12-19,11259409.0
2018-12-20,11259409.0
2018-12-21,11259409.0
2018-12-24,11259409.0
2018-12-26,11259409.0
2018-12-27,11259409.0
2018-12-28,11259409.0
2018-12-31,11259409.0
2019-01-02,11259409.0
2019-01-03,11259409.0
2019-01-04,11259409.0
2019-01-07,11259409.0
2019-01-08,11259409.0
2019-01-09,11259409.0
2019-01-10,11259409.0
2019-01-11,11259409.0
2019-01-14,11259409.0
2019-01-15,11259409.0
2019-01-16,11259409.0
2019-01-17,11259409.0
2019-01-18,11259409.0
2019-01-22,11259409.0
2019-01-23,11259409.0
2019-01-24,11259409.0
2019-01-25,11259409.0
2019-01-28,11259409.0
2019-01-29,11259409.0
2019-01-30,11259409.0
2019-01-31,11259409.0
2019-02-01,11259409.0
2019-02-04,11259409.0
2019-02-05,11259409.0
2019-02-06,11259409.0
2019-02-07,11259409.0
2019-02-08,11259409.0
2019-02-11,11259409.0
2019-02-12,11259409.0
2019-02-13,11259409.0
2019-02-14,11259409.0
2019-02-15,11259409.0
2019-02-19,11259409.0
2019-02-20,11259409.0
2019-02-21,11259409.0
2019-02-22,11259409.0
2019-02-25,11259409.0
2019-02-26,11259409.0
2019-02-27,11259409.0
2019-02-28,11259409.0
2019-03-01,11259409.0
2019-03-04,11259409.0
2019-03-05,11259409.0
2019-03-06,11259409.0
2019-03-07,11259409.0
2019-03-08,11259409.0
2019-03-11,11259409.0
2019-03-12,11259409.0
2019-03-13,11259409.0
2019-03-14,11259409.0
2019-03-15,11259409.0
2019-03-18,11259409.0
2019-03-19,11259409.0
2019-03-20,11259409.0
2019-03-21,11259409.0
2019-03-22,11259409.0
2019-03-25,11259409.0
2019-03-26,11259409.0
2019-03-27,11259409.0
2019-03-28,11259409.0
2019-03-29,11259409.0
2019-04-01,11259409.0
2019-04-02,11259409.0
2019-04-03,11259409.0
2019-04-04,11259409.0
2019-04-05,11259409.0
2019-04-08,11259409.0
2019-04-09,11259409.0
2019-04-10,11259409.0
2019-04-11,11259409.0
2019-04-12,11259409.0
2019-04-15,11259409.0
2019-04-16,11259409.0
2019-04-17,11259409.0
2019-04-18,11259409.0
2019-04-22,11259409.0
2019-04-23,11259409.0
2019-04-24,11259409.0
2019-04-25,11259409.0
2019-04-26,11259409.0
2019-04-29,11259409.0
2019-04-30,11259409.0
2019-05-01,11259409.0
2019-05-02,11259409.0
2019-05-03,11259409.0
2019-05-06,11259409.0
2019-05-07,11259409.0
2019-05-08,11259409.0
2019-05-09,11259409.0
2019-05-10,11259409.0
2019-05-13,11259409.0
2019-05-14,11259409.0
2019-05-15,11259409.0
2019-05-16,11259409.0
2019-05-17,11259409.0
2019-05-20,11259409.0
2019-05-21,11259409.0
2019-05-22,11259409.0
2019-05-23,11259409.0
2019-05-24,11259409.0
2019-05-28,11259409.0
2019-05-29,11259409.0
2019-05-30,11259409.0
2019-05-31,11259409.0
2019-06-03,11259409.0
2019-06-04,11259409.0
2019-06-05,11259409.0
2019-06-06,11259409.0
2019-06-07,11259409.0
2019-06-10,11259409.0
2019-06-11,11259409.0
2019-06-12,11259409.0
2019-06-13,11259409.0
2019-06-14,11259409.0
2019-06-17,11259409.0
2019-06-18,11259409.0
2019-06-19,11259409.0
2019-06-20,11259409.0
2019-06-21,11259409.0
2019-06-24,11259409.0
2019-06-25,11259409.0
2019-06-26,11259409.0
2019-06-27,11259409.0
2019-06-28,11259409.0
2019-07-01,11259409.0
2019-07-02,11259409.0
2019-07-03,11259409.0
2019-07-05,11259409.0
2019-07-08,11259409.0
2019-07-09,11259409.0
2019-07-10,11259409.0
2019-07-11,11259409.0
2019-07-12,11259409.0
2019-07-15,11119637.0
2019-07-16,11119637.0
2019-07-17,11119637.0
2019-07-18,11119637.0
2019-07-19,11119637.0
2019-07-22,11119637.0
2019-07-23,11119637.0
2019-07-24,11119637.0
2019-07-25,11119637.0
2019-07-26,11119637.0
2019-07-29,11119637.0
2019-07-30,11119637.0
2019-07-31,11119637.0
2019-08-01,11119637.0
2019-08-02,11119637.0
2019-08-05,11119637.0
2019-08-06,11119637.0
2019-08-07,11119637.0
2019-08-08,11119637.0
2019-08-09,11119637.0
2019-08-12,11119637.0
2019-08-13,11119637.0
2019-08-14,11119637.0
2019-08-15,11119637.0
2019-08-16,11119637.0
2019-08-19,11119637.0
2019-08-20,11119637.0
2019-08-21,11119637.0
2019-08-22,11119637.0
2019-08-23,11119637.0
2019-08-26,11119637.0
2019-08-27,11119637.0
2019-08-28,11119637.0
2019-08-29,11119637.0
2019-08-30,11119637.0
2019-09-03,11119637.0
2019-09-04,11119637.0
2019-09-05,11119637.0
2019-09-06,11119637.0
2019-09-09,11119637.0
2019-09-10,11119637.0
2019-09-11,11119637.0
2019-09-12,11119637.0
2019-09-13,11119637.0
2019-09-16,11119637.0
2019-09-17,11119637.0
2019-09-18,11119637.0
2019-09-19,11119637.0
2019-09-20,11119637.0
2019-09-23,11119637.0
2019-09-24,11119637.0
2019-09-25,11119637.0
2019-09-26,11119637.0
2019-09-27,11119637.0
2019-09-30,11119637.0
2019-10-01,11119637.0
2019-10-02,11119637.0
2019-10-03,11119637.0
2019-10-04,11119637.0
2019-10-07,11119637.0
2019-10-08,11119637.0
2019-10-09,11119637.0
2019-10-10,11119637.0
2019-10-11,11119637.0
2019-10-14,11119637.0
2019-10-15,11119637.0
2019-10-16,11119637.0
2019-10-17,11119637.0
2019-10-18,11119637.0
2019-10-21,11119637.0
2019-10-22,11119637.0
2019-10-23,11119637.0
2019-10-24,11119637.0
2019-10-25,11119637.0
2019-10-28,11119637.0
2019-10-29,11119637.0
2019-10-30,11119637.0
2019-10-31,11119637.0
2019-11-01,11119637.0
2019-11-04,11119637.0
2019-11-05,11119637.0
2019-11-06,11119637.0
2019-11-07,11119637.0
2019-11-08,11119637.0
2019-11-11,11119637.0
2019-11-12,11119637.0
2019-11-13,11119637.0
2019-11-14,11119637.0
2019-11-15,11119637.0
2019-11-18,11119637.0
2019-11-19,11119637.0
2019-11-20,11119637.0
2019-11-21,11119637.0
2019-11-22,11119637.0
2019-11-25,11119637.0
2019-11-26,11119637.0
2019-11-27,11119637.0
2019-11-29,11119637.0
2019-12-02,11119637.0
2019-12-03,11119637.0
2019-12-04,11119637.0
2019-12-05,11119637.0
2019-12-06,11119637.0
2019-12-09,11119637.0
2019-12-10,11119637.0
2019-12-11,11119637.0
2019-12-12,11119637.0
2019-12-13,11119637.0
2019-12-16,11119637.0
2019-12-17,11119637.0
2019-12-18,11119637.0
2019-12-19,11119637.0
2019-12-20,11119637.0
2019-12-23,11119637.0
2019-12-24,11119637.0
2019-12-26,11119637.0
2019-12-27,11119637.0
2019-12-30,11119637.0
2019-12-31,11119637.0
2020-01-02,11119637.0
2020-01-03,11119637.0
2020-01-06,11119637.0
2020-01-07,11119637.0
2020-01-08,11119637.0
2020-01-09,11119637.0
2020-01-10,11119637.0
2020-01-13,11119637.0
2020-01-14,11119637.0
2020-01-15,11119637.0
2020-01-16,11119637.0
2020-01-17,11119637.0
2020-01-21,11119637.0
2020-01-22,11119637.0
2020-01-23,11119637.0
2020-01-24,11119637.0
2020-01-27,11119637.0
2020-01-28,11119637.0
2020-01-29,11119637.0
2020-01-30,11119637.0
2020-01-31,11119637.0
2020-02-03,11119637.0
2020-02-04,11119637.0
2020-02-05,11119637.0
2020-02-06,11119637.0
2020-02-07,11119637.0
2020-02-10,11119637.0
2020-02-11,11119637.0
2020-02-12,11119637.0
2020-02-13,11119637.0
2020-02-14,11119637.0
2020-02-18,11119637.0
2020-02-19,11119637.0
2020-02-20,11119637.0
2020-02-21,11119637.0
2020-02-24,11119637.0
2020-02-25,11119637.0
2020-02-26,11119637.0
2020-02-27,11119637.0
2020-02-28,11119637.0
2020-03-02,11119637.0
2020-03-03,11119637.0
2020-03-04,11119637.0
2020-03-05,11119637.0
2020-03-06,11119637.0
2020-03-09,11119637.0
2020-03-10,11119637.0
2020-03-11,11119637.0
2020-03-12,11119637.0
2020-03-13,11119637.0
2020-03-16,11119637.0
2020-03-17,11119637.0
2020-03-18,11119637.0
2020-03-19,11119637.0
2020-03-20,11119637.0
2020-03-23,11119637.0
2020-03-24,11119637.0
2020-03-25,11119637.0
2020-03-26,10573491.0
2020-03-27,10573491.0
2020-03-30,10573491.0
2020-03-31,10573491.0
2020-04-01,10573491.0
2020-04-02,10573491.0
2020-04-03,10573491.0
2020-04-06,10573491.0
2020-04-07,10573491.0
2020-04-08,10573491.0
2020-04-09,10573491.0
2020-04-13,10573491.0
2020-04-14,10573491.0
2020-04-15,10573491.0
2020-04-16,10573491.0
2020-04-17,10573491.0
2020-04-20,10573491.0
2020-04-21,10573491.0
2020-04-22,10573491.0
2020-04-23,10573491.0
2020-04-24,10573491.0
2020-04-27,10573491.0
2020-04-28,10573491.0
2020-04-29,10573491.0
2023-05-31,6056785.8
2023-06-01,6056785.8
2023-06-02,6056785.8
2023-06-05,6056785.8
2023-06-06,6056785.8
2023-06-07,6056785.8
2023-06-08,6056785.8
2023-06-09,6056785.8
2023-06-12,6056785.8
2023-06-13,6056785.8
2023-06-14,6056785.8
2023-06-15,6056785.8
2023-06-16,6056785.8
2023-06-20,6056785.8
2023-06-21,6056785.8
2023-06-22,6056785.8
2023-06-23,6056785.8
2023-06-26,6056785.8
2023-06-27,6056785.8
2023-06-28,6056785.8
2023-06-29,6056785.8
2023-06-30,6056785.8
2023-07-03,6056785.8
2023-07-05,6056785.8
2023-07-06,6056785.8
2023-07-07,6056785.8
2023-07-10,6056785.8
2023-07-11,6056785.8
2023-07-12,6056785.8
2023-07-13,6056785.8
2023-07-14,6056785.8
2023-07-17,6056785.8
2023-07-18,6056785.8
2023-07-19,6056785.8
2023-07-20,6056785.8
2023-07-21,6056785.8
2023-07-24,6056785.8
2023-07-25,6056785.8
2023-07-26,6056785.8
2023-07-27,6056785.8
2023-07-28,6056785.8
2023-07-31,6056785.8
2023-08-01,6056785.8
2023-08-02,6056785.8
2023-08-03,6056785.8
2023-08-04,6056785.8
2023-08-07,6056785.8
2023-08-08,6056785.8
2023-08-09,6056785.8
2023-08-10,6056785.8
2023-08-11,6056785.8
2023-08-14,6056785.8
2023-08-15,6056785.8
2023-08-16,6056785.8
2023-08-17,6056785.8
2023-08-18,6056785.8
2023-08-21,6056785.8
2023-08-22,6056785.8
2023-08-23,6056785.8
2023-08-24,6056785.8
2023-08-25,6056785.8
2023-08-28,6056785.8
2023-08-29,6056785.8
2023-08-30,6056785.8
2023-08-31,6056785.8
2023-09-01,6056785.8
2023-09-05,6056785.8
2023-09-06,6056785.8
2023-09-07,6056785.8
2023-09-08,6056785.8
2023-09-11,6056785.8
2023-09-12,6056785.8
2023-09-13,6056785.8
2023-09-14,6056785.8
2023-09-15,6056785.8
2023-09-18,6056785.8
2023-09-19,6056785.8
2023-09-20,6056785.8
2023-09-21,6056785.8
2023-09-22,6056785.8
2023-09-25,6056785.8
2023-09-26,6056785.8
2023-09-27,6056785.8
2023-09-28,6056785.8
2023-09-29,6056785.8
2023-10-02,6056785.8
2023-10-03,6056785.8
2023-10-04,6056785.8
2023-10-05,6056785.8
2023-10-06,6056785.8
2023-10-09,6056785.8
2023-10-10,6056785.8
2023-10-11,6056785.8
2023-10-12,6056785.8
2023-10-13,6056785.8
2023-10-16,6056785.8
2023-10-17,6056785.8
2023-10-18,6056785.8
2023-10-19,6056785.8
2023-10-20,6056785.8
2023-10-23,6056785.8
2023-10-24,6056785.8
2023-10-25,6056785.8
2023-10-26,6056785.8
2023-10-27,6056785.8
2023-10-30,6056785.8
2023-10-31,6056785.8
2023-11-01,6056785.8
2023-11-02,6056785.8
2023-11-03,6056785.8
2023-11-06,6056785.8
2023-11-07,6056785.8
2023-11-08,6056785.8
2023-11-09,6056785.8
2023-11-10,6056785.8
2023-11-13,6056785.8
2023-11-14,6056785.8
2023-11-15,6056785.8
2023-11-16,6056785.8
2023-11-17,6056785.8
2023-11-20,6056785.8
2023-11-21,6056785.8
2023-11-22,6056785.8
2023-11-24,6056785.8
2023-11-27,6056785.8
2023-11-28,6056785.8
2023-11-29,6056785.8
2023-11-30,6056785.8
2023-12-01,6056785.8
2023-12-04,6056785.8
2023-12-05,6056785.8
2023-12-06,6056785.8
2023-12-07,6496808.7
2023-12-08,6494220.33
2023-12-11,6509750.55
2023-12-12,6514927.29
2023-12-13,6597755.13
2023-12-14,6706466.67
2023-12-15,6683171.34
2023-12-18,6698701.56
2023-12-19,6753057.33
2023-12-20,6618462.09
2023-12-21,6716820.15
2023-12-22,6706466.67
2023-12-26,6763410.81
2023-12-27,6786706.14
2023-12-28,6815178.21
2023-12-29,6778941.03
2024-01-02,6675406.23
2024-01-03,6641757.42
2024-01-04,6608108.61
2024-01-05,6618462.09
2024-01-08,6641757.42
2024-01-09,6556341.21
2024-01-10,6543399.36
2024-01-11,6582224.91
2024-01-12,6602931.87
2024-01-16,6457983.15
2024-01-17,6369978.57
2024-01-18,6455394.78
2024-01-19,6491631.96
2024-01-22,6432099.45
2024-01-23,6491631.96
2024-01-24,6543399.36
2024-01-25,6566694.69
2024-01-26,6589990.02
2024-01-29,6571871.43
2024-01-30,6509750.55
2024-01-31,6457983.15
2024-02-01,6566694.69
2024-02-02,6556341.21
2024-02-05,6538222.62
2024-02-06,6639169.05
2024-02-07,6670229.49
2024-02-08,6672817.86
2024-02-09,6701289.93
2024-02-12,6732350.37
2024-02-13,6600343.5
2024-02-14,6693524.82
2024-02-15,6734938.74
2024-02-16,6753057.33
2024-02-20,6734938.74
2024-02-21,6737527.11
2024-02-22,6817766.58
2024-02-23,6786706.14
2024-02-26,6794471.25
2024-02-27,6841061.91
2024-02-28,6771175.92
2024-02-29,6794471.25
2024-03-01,6879887.46
2024-03-04,6856592.13
2024-03-05,6789294.51
2024-03-06,6874710.72
2024-03-07,6931654.86
2024-03-08,6882475.83
2024-03-11,6859180.5
2024-03-12,6983422.26
2024-03-13,7009305.96
2024-03-14,6949773.45
2024-03-15,6895417.68
2024-03-18,6887652.57
2024-03-19,6835885.17
2024-03-20,6954950.19
2024-03-21,6939419.97
2024-03-22,6882475.83
2024-03-25,6859180.5
2024-03-26,6856592.13
2024-03-27,6851415.39
2024-03-28,6861768.87
2024-04-01,6877299.09
2024-04-02,6898006.05
2024-04-03,6908359.53
2024-04-04,6890240.94
2024-04-05,6903182.79
2024-04-08,6975657.15
2024-04-09,7014482.7
2024-04-10,6923889.75
2024-04-11,6939419.97
2024-04-12,6771175.92
2024-04-15,6677994.6
2024-04-16,6608108.61
2024-04-17,6592578.39
2024-04-18,6564106.32
2024-04-19,6553752.84
2024-04-22,6644345.79
2024-04-23,6740115.48
2024-04-24,6740115.48
2024-04-25,6758234.07
2024-04-26,6861768.87
2024-04-29,6900594.42
2024-04-30,6804824.73
2024-05-01,6807775.47
2024-05-02,6976071.29
2024-05-03,7073238.7
2024-05-06,7135738.59
2024-05-07,7099992.9
2024-05-08,7066212.23
2024-05-09,7081782.29
2024-05-10,7093330.08
2024-05-13,6985154.01
2024-05-14,6982874.38
2024-05-15,7064041.1
2024-05-16,7072867.98
2024-05-17,7103356.23
2024-05-20,7179462.36
2024-05-21,7146045.6
2024-05-22,7092064.68
2024-05-23,7043224.8
2024-05-24,7070462.97
2024-05-28,7173944.0
2024-05-29,7110947.52
2024-05-30,7148066.56
2024-05-31,7075387.42
2024-06-03,7711595.89
2024-06-04,7611225.55
2024-06-05,7729206.74
2024-06-06,7851233.96
2024-06-07,7756774.71
2024-06-10,7816545.53
2024-06-11,7761067.62
2024-06-12,7836984.76
2024-06-13,7795990.8
2024-06-14,7743551.4
2024-06-17,7722733.25
2024-06-18,7752249.09
2024-06-20,7790047.65
2024-06-21,7737745.95
2024-06-24,7752145.32
2024-06-25,7760961.96
2024-06-26,7755161.54
2024-06-27,7740677.1
2024-06-28,7740677.1
2024-07-01,7590501.22
2024-07-02,7616077.6
2024-07-03,7763852.24
2024-07-05,7752454.92
2024-07-08,7671763.12
2024-07-09,7682889.68
2024-07-10,7746867.4
2024-07-11,7708178.76
2024-07-12,7756562.24
2024-07-15,7894335.86
2024-07-16,7929082.56
2024-07-17,7763893.34
2024-07-18,7853956.77
2024-07-19,7749662.25
2024-07-22,8000127.6
2024-07-23,7878434.12
2024-07-24,7711617.35
2024-07-25,7699910.91
2024-07-26,7757594.39
2024-07-29,7800025.53
2024-07-30,7723002.87
2024-07-31,7909634.7
2024-08-01,7940591.2
2024-08-02,7911722.91
2024-08-05,7560297.91
2024-08-06,7708420.5
2024-08-07,7720512.14
2024-08-08,7694996.4
2024-08-09,7741527.92
