,UPS
2004-08-24,81316708826
2004-08-25,81902531610
2004-08-26,81992658192
2004-08-27,81981392370
2004-08-30,81789873382
2004-08-31,82296835407
2004-09-01,82094050597
2004-09-02,82567215154
2004-09-03,82285569585
2004-09-07,82995316420
2004-09-08,83051645534
2004-09-09,82488354395
2004-09-10,83107974648
2004-09-13,82860126546
2004-09-14,83367088572
2004-09-15,83198101230
2004-09-16,83389620217
2004-09-17,84538734141
2004-09-20,84561265786
2004-09-21,84527468318
2004-09-22,82679873382
2004-09-23,82048987306
2004-09-24,82916455660
2004-09-27,83502278445
2004-09-28,83964177179
2004-09-29,85124556925
2004-09-30,85848000017
2004-10-01,86797846171
2004-10-04,87374538479
2004-10-05,87035307710
2004-10-06,87272769248
2004-10-07,86424692325
2004-10-08,85972384632
2004-10-11,86277692325
2004-10-12,86718692325
2004-10-13,86390769248
2004-10-14,86164615402
2004-10-15,87906000017
2004-10-18,88708846171
2004-10-19,87872076941
2004-10-20,87973846171
2004-10-21,88256538479
2004-10-22,86492538479
2004-10-25,87295384633
2004-10-26,88663615402
2004-10-27,89274230787
2004-10-28,89251615402
2004-10-29,89534307710
2004-11-01,88991538479
2004-11-02,89342076941
2004-11-03,90235384633
2004-11-04,92214230788
2004-11-05,92451692326
2004-11-08,93062307711
2004-11-09,92994461557
2004-11-10,93480692326
2004-11-11,94837615403
2004-11-12,95606538481
2004-11-15,94690615403
2004-11-16,93571153865
2004-11-17,94249615403
2004-11-18,94498384634
2004-11-19,93944307711
2004-11-22,94871538480
2004-11-23,94758461557
2004-11-24,94430538480
2004-11-26,94577538480
2004-11-29,94995923096
2004-11-30,95154230788
2004-12-01,96511153865
2004-12-02,96782538481
2004-12-03,96827769250
2004-12-06,97121769250
2004-12-07,97121769250
2004-12-08,98410846173
2004-12-09,98976230789
2004-12-10,97935923096
2004-12-13,98772692327
2004-12-14,98105538481
2004-12-15,97528846173
2004-12-16,97133076942
2004-12-17,97133076942
2004-12-20,96771230788
2004-12-21,97788923096
2004-12-22,98037692327
2004-12-23,98015076943
2004-12-27,96432000019
2004-12-28,97099153865
2004-12-29,96929538481
2004-12-30,96703384635
2004-12-31,96635538481
2005-01-03,96115384635
2005-01-04,94894153865
2005-01-05,94701923096
2005-01-06,94600153865
2005-01-07,94419230788
2005-01-10,94554923096
2005-01-11,94193076942
2005-01-12,87272769248
2005-01-13,86051538479
2005-01-14,85881923094
2005-01-18,85146923094
2005-01-19,85452230786
2005-01-20,85056461555
2005-01-21,84796384632
2005-01-24,85260000017
2005-01-25,86040230786
2005-01-26,85373076940
2005-01-27,83688230786
2005-01-28,83790000017
2005-01-31,84445846171
2005-02-01,85067769248
2005-02-02,85033846171
2005-02-03,84604153863
2005-02-04,83790000017
2005-02-07,83835230786
2005-02-08,83767384632
2005-02-09,83450769247
2005-02-10,84253615401
2005-02-11,85033846171
2005-02-14,84807692325
2005-02-15,87091846171
2005-02-16,89183769248
2005-02-17,87826846171
2005-02-18,87318000017
2005-02-22,86198538479
2005-02-23,86673461556
2005-02-24,87521538479
2005-02-25,87284076940
2005-02-28,87623307710
2005-03-01,87544153864
2005-03-02,86967461556
2005-03-03,87351923094
2005-03-04,88098230787
2005-03-07,88629692325
2005-03-08,88821923095
2005-03-09,87193615402
2005-03-10,87024000017
2005-03-11,86006307709
2005-03-14,86549076940
2005-03-15,85237384632
2005-03-16,84140538478
2005-03-17,84276230786
2005-03-18,83111538478
2005-03-21,83088923093
2005-03-22,82546153863
2005-03-23,81709384632
2005-03-24,81641538478
2005-03-28,81890307709
2005-03-29,81257076939
2005-03-30,82953230786
2005-03-31,81501863603
2005-04-01,80560681785
2005-04-04,81064886330
2005-04-05,81793181785
2005-04-06,81837999966
2005-04-07,81703545421
2005-04-08,80336590876
2005-04-11,80672727240
2005-04-12,81401022694
2005-04-13,79585886331
2005-04-14,78342181786
2005-04-15,77031249968
2005-04-18,77165704514
2005-04-19,76381386332
2005-04-20,75361772696
2005-04-21,79059272695
2005-04-22,76078863605
2005-04-25,77311363605
2005-04-26,76739931787
2005-04-27,78330977240
2005-04-28,78174113604
2005-04-29,79899613603
2005-05-02,80650318149
2005-05-03,80280568149
2005-05-04,80235749967
2005-05-05,80280568149
2005-05-06,80134909058
2005-05-09,80751159058
2005-05-10,80258159058
2005-05-11,82745568148
2005-05-12,81277772694
2005-05-13,80840795421
2005-05-16,81994863603
2005-05-17,82823999966
2005-05-18,83922045420
2005-05-19,84213363602
2005-05-20,84022886329
2005-05-23,84381431783
2005-05-24,84493477238
2005-05-25,83922045420
2005-05-26,83978068147
2005-05-27,83686749966
2005-05-31,82521477239
2005-06-01,82521477239
2005-06-02,82510272693
2005-06-03,81591499966
2005-06-06,81636318148
2005-06-07,81815590875
2005-06-08,81076090876
2005-06-09,79776363604
2005-06-10,79507454513
2005-06-13,78622295422
2005-06-14,78476636331
2005-06-15,78263749968
2005-06-16,78980840877
2005-06-17,79529863604
2005-06-20,79216136331
2005-06-21,79059272695
2005-06-22,78689522695
2005-06-23,77210522695
2005-06-24,76863181787
2005-06-27,76639090878
2005-06-28,78230136331
2005-06-29,77737136332
2005-06-30,76638930240
2005-07-01,76694337217
2005-07-05,76372976752
2005-07-06,75032127914
2005-07-07,76129186054
2005-07-08,77514360473
2005-07-11,77337058147
2005-07-12,77337058147
2005-07-13,77525441868
2005-07-14,78312220938
2005-07-15,77735988380
2005-07-18,77536523263
2005-07-19,77735988380
2005-07-20,80694720938
2005-07-21,80162813961
2005-07-22,80805534892
2005-07-25,80561744194
2005-07-26,81359604659
2005-07-27,81115813962
2005-07-28,81703127915
2005-07-29,80860941868
2005-08-01,80927430241
2005-08-02,81359604659
2005-08-03,82146383729
2005-08-04,81703127915
2005-08-05,81381767450
2005-08-08,80949593031
2005-08-09,81071488380
2005-08-10,80960674427
2005-08-11,81137976752
2005-08-12,80960674427
2005-08-15,80894186055
2005-08-16,79941186054
2005-08-17,80129569775
2005-08-18,79542255822
2005-08-19,79209813961
2005-08-22,80173895357
2005-08-23,79907941868
2005-08-24,79730639543
2005-08-25,79686313961
2005-08-26,79043593031
2005-08-29,78899534892
2005-08-30,78035186054
2005-08-31,78556011636
2005-09-01,77181918612
2005-09-02,76439465124
2005-09-06,77625174426
2005-09-07,77270569775
2005-09-08,76273244194
2005-09-09,75907558147
2005-09-12,75918639542
2005-09-13,75829988380
2005-09-14,75685930240
2005-09-15,75863232566
2005-09-16,76439465124
2005-09-19,74533465124
2005-09-20,74090209310
2005-09-21,75264837217
2005-09-22,76018372101
2005-09-23,75763500007
2005-09-26,75663767449
2005-09-27,75907558147
2005-09-28,76395139542
2005-09-29,77979779077
2005-09-30,75732303372
2005-10-03,75940449439
2005-10-04,74877808990
2005-10-05,73289325844
2005-10-06,74823033709
2005-10-07,74976404495
2005-10-10,75403651686
2005-10-11,76093820226
2005-10-12,75283146068
2005-10-13,74636797754
2005-10-14,76696348316
2005-10-17,77123595507
2005-10-18,76115730338
2005-10-19,77594662922
2005-10-20,79358426967
2005-10-21,78525842698
2005-10-24,80946910114
2005-10-25,80541573035
2005-10-26,79752808990
2005-10-27,78843539327
2005-10-28,79774719102
2005-10-31,79906179776
2005-11-01,79752808990
2005-11-02,80935955057
2005-11-03,81352247192
2005-11-04,81176966293
2005-11-07,81954775282
2005-11-08,81823314608
2005-11-09,81834269664
2005-11-10,82918820226
2005-11-11,83543258428
2005-11-14,84551123597
2005-11-15,82776404496
2005-11-16,82644943821
2005-11-17,84156741574
2005-11-18,85613764046
2005-11-21,85657584271
2005-11-22,87399438204
2005-11-23,86785955057
2005-11-25,87136516855
2005-11-28,86292977529
2005-11-29,85986235956
2005-11-30,85339887642
2005-12-01,85526123597
2005-12-02,84846910114
2005-12-05,83302247192
2005-12-06,84529213484
2005-12-07,84573033709
2005-12-08,82184831462
2005-12-09,83028370788
2005-12-12,82809269664
2005-12-13,82601123597
2005-12-14,83400842698
2005-12-15,83554213484
2005-12-16,83280337080
2005-12-19,82239606743
2005-12-20,82414887642
2005-12-21,83937640451
2005-12-22,84178651687
2005-12-23,84507303372
2005-12-27,83915730338
2005-12-28,83696629215
2005-12-29,83105056181
2005-12-30,82327247192
2006-01-03,82765449439
2006-01-04,82875000001
2006-01-05,82907865170
2006-01-06,82414887642
2006-01-09,83422752810
2006-01-10,82973595507
2006-01-11,82546348316
2006-01-12,81801404496
2006-01-13,81615168541
2006-01-17,82075280900
2006-01-18,82809269664
2006-01-19,83893820226
2006-01-20,82425842698
2006-01-23,82392977529
2006-01-24,83422752810
2006-01-25,84091011237
2006-01-26,82765449439
2006-01-27,82601123597
2006-01-30,82053370788
2006-01-31,82064325844
2006-02-01,81900000001
2006-02-02,80749719102
2006-02-03,80037640451
2006-02-06,80508707866
2006-02-07,79741853934
2006-02-08,80935955057
2006-02-09,80815449439
2006-02-10,81921910114
2006-02-13,82195786518
2006-02-14,83170786518
2006-02-15,83587078653
2006-02-16,83367977529
2006-02-17,83532303372
2006-02-21,82436797754
2006-02-22,83116011237
2006-02-23,82458707866
2006-02-24,82513483147
2006-02-27,83203651687
2006-02-28,81845224720
2006-03-01,82513483147
2006-03-02,82108146069
2006-03-03,82721629215
2006-03-06,83367977529
2006-03-07,84244382024
2006-03-08,84353932586
2006-03-09,84025280900
2006-03-10,84748314608
2006-03-13,84233426968
2006-03-14,85558988765
2006-03-15,85701404496
2006-03-16,85449438204
2006-03-17,85602808990
2006-03-20,85690449439
2006-03-21,85493258428
2006-03-22,86380617979
2006-03-23,86391573035
2006-03-24,86347752810
2006-03-27,86424438204
2006-03-28,86402528091
2006-03-29,87202247192
2006-03-30,87114606743
2006-03-31,85940999982
2006-04-03,86157530594
2006-04-04,87315969369
2006-04-05,87597459165
2006-04-06,88073826512
2006-04-07,88496061206
2006-04-10,88312010185
2006-04-11,87987214267
2006-04-12,88192918349
2006-04-13,88344489777
2006-04-17,87738204063
2006-04-18,89210612226
2006-04-19,89340530593
2006-04-20,88831683655
2006-04-21,88810030593
2006-04-24,88766724471
2006-04-25,87586632634
2006-04-26,87673244879
2006-04-27,88182091818
2006-04-28,87770683655
2006-05-01,87564979573
2006-05-02,88376969369
2006-05-03,88398622430
2006-05-04,89210612226
2006-05-05,90239132634
2006-05-08,89979295899
2006-05-09,89968469369
2006-05-10,89697806103
2006-05-11,88593499981
2006-05-12,87543326512
2006-05-15,88041346920
2006-05-16,87435061206
2006-05-17,86319928553
2006-05-18,86070918349
2006-05-19,86547285696
2006-05-22,86937040798
2006-05-23,87153571410
2006-05-24,86612244880
2006-05-25,87207704063
2006-05-26,87727377532
2006-05-30,86395714267
2006-05-31,87207704063
2006-06-01,87705724471
2006-06-02,87749030594
2006-06-05,86190010186
2006-06-06,86655551002
2006-06-07,86211663247
2006-06-08,86157530594
2006-06-09,85518765288
2006-06-12,85161489778
2006-06-13,85226448961
2006-06-14,84663469370
2006-06-15,86135877533
2006-06-16,85832734676
2006-06-19,85843561206
2006-06-20,86298275492
2006-06-21,86937040798
2006-06-22,87153571410
2006-06-23,87045306104
2006-06-26,87348448961
2006-06-27,87153571410
2006-06-28,87911428553
2006-06-29,89611193858
2006-06-30,89019312500
2006-07-03,89668062500
2006-07-05,89170687500
2006-07-06,88619250000
2006-07-07,87678562500
2006-07-10,87992125000
2006-07-11,88284062500
2006-07-12,87246062500
2006-07-13,85775562500
2006-07-14,84953812500
2006-07-17,84964625000
2006-07-18,85386312500
2006-07-19,86986562500
2006-07-20,85386312500
2006-07-21,85126812500
2006-07-24,86500000000
2006-07-25,77633750000
2006-07-26,73341187500
2006-07-27,74011562500
2006-07-28,75698312500
2006-07-31,74508937500
2006-08-01,74400812500
2006-08-02,73622312500
2006-08-03,74173750000
2006-08-04,73243875000
2006-08-07,71913937500
2006-08-08,71567937500
2006-08-09,71276000000
2006-08-10,71881500000
2006-08-11,71913937500
2006-08-14,72768125000
2006-08-15,74606250000
2006-08-16,77990562500
2006-08-17,77471562500
2006-08-18,76855250000
2006-08-21,75655062500
2006-08-22,76703875000
2006-08-23,76249750000
2006-08-24,75687500000
2006-08-25,76303812500
2006-08-28,76260562500
2006-08-29,76055125000
2006-08-30,76271375000
2006-08-31,75741562500
2006-09-01,76855250000
2006-09-05,76833625000
2006-09-06,76011875000
2006-09-07,75384750000
2006-09-08,75211750000
2006-09-11,76714687500
2006-09-12,78455500000
2006-09-13,78920437500
2006-09-14,77579687500
2006-09-15,78401437500
2006-09-18,78520375000
2006-09-19,78066250000
2006-09-20,78509562500
2006-09-21,76779562500
2006-09-22,76649812500
2006-09-25,77644562500
2006-09-26,78617687500
2006-09-27,78282500000
2006-09-28,78423062500
2006-09-29,77785125000
2006-10-02,77257215219
2006-10-03,78548392434
2006-10-04,79487430409
2006-10-05,80490493701
2006-10-06,79252670916
2006-10-09,78964556992
2006-10-10,78836506359
2006-10-11,78655101295
2006-10-12,78719126612
2006-10-13,78324303827
2006-10-16,79092607624
2006-10-17,78644430409
2006-10-18,77267886105
2006-10-19,80298417752
2006-10-20,81205443068
2006-10-23,81152088638
2006-10-24,81162759524
2006-10-25,80757265853
2006-10-26,80511835473
2006-10-27,79892924080
2006-10-30,80992025347
2006-10-31,80405126612
2006-11-01,79177974713
2006-11-02,78964556992
2006-11-03,78110886105
2006-11-06,79604810156
2006-11-07,80362443068
2006-11-08,79956949397
2006-11-09,79380721549
2006-11-10,80629215220
2006-11-13,81376177246
2006-11-14,82816746866
2006-11-15,83136873449
2006-11-16,83851822816
2006-11-17,84438721551
2006-11-20,84598784842
2006-11-21,84854886108
2006-11-22,84321341804
2006-11-24,84129265854
2006-11-27,83521025348
2006-11-28,83371632943
2006-11-29,83851822816
2006-11-30,83147544335
2006-12-01,82496620284
2006-12-04,83264924082
2006-12-05,83435658259
2006-12-06,83275594968
2006-12-07,83243582310
2006-12-08,83350291170
2006-12-11,82987481044
2006-12-12,82059113955
2006-12-13,81642949398
2006-12-14,81995088638
2006-12-15,81813683575
2006-12-18,81845696233
2006-12-19,80831962056
2006-12-20,79786215220
2006-12-21,79551455726
2006-12-22,78825835472
2006-12-26,79199316485
2006-12-27,80159696232
2006-12-28,79988962055
2006-12-29,80010303827
2007-01-03,79999632941
2007-01-04,80127683574
2007-01-05,79124620283
2007-01-08,79370050663
2007-01-09,79049924080
2007-01-10,78569734207
2007-01-11,78591075979
2007-01-12,79434075979
2007-01-16,79903594967
2007-01-17,80031645600
2007-01-18,79828898764
2007-01-19,80052987372
2007-01-22,79263341802
2007-01-23,78559063320
2007-01-24,79444746865
2007-01-25,78548392434
2007-01-26,77353253193
2007-01-29,78591075979
2007-01-30,77577341801
2007-01-31,77129164586
2007-02-01,78580405093
2007-02-02,79145962055
2007-02-05,78623088637
2007-02-06,78889860789
2007-02-07,78879189903
2007-02-08,78249607624
2007-02-09,78495038004
2007-02-12,78825835472
2007-02-13,79380721549
2007-02-14,80052987372
2007-02-15,79476759523
2007-02-16,79007240536
2007-02-20,78857848131
2007-02-21,78751139270
2007-02-22,78324303827
2007-02-23,78260278510
2007-02-26,77673379776
2007-02-27,74941632939
2007-02-28,74898949395
2007-03-01,74824253192
2007-03-02,74130645597
2007-03-05,74376075977
2007-03-06,74600164585
2007-03-07,74696202560
2007-03-08,74557481040
2007-03-09,75368468383
2007-03-12,75923354459
2007-03-13,74600164585
2007-03-14,74941632939
2007-03-15,74066620281
2007-03-16,73906556990
2007-03-19,74141316483
2007-03-20,74962974712
2007-03-21,76062075978
2007-03-22,75859329142
2007-03-23,76264822813
2007-03-26,76094088636
2007-03-27,75656582307
2007-03-28,75123038003
2007-03-29,74866936737
2007-03-30,74802911420
2007-04-02,73911880000
2007-04-03,74017680000
2007-04-04,73933040000
2007-04-05,74335080000
2007-04-09,74155220000
2007-04-10,74895820000
2007-04-11,74557260000
2007-04-12,74462040000
2007-04-13,74387980000
2007-04-16,75202640000
2007-04-17,75795120000
2007-04-18,75541200000
2007-04-19,76165420000
2007-04-20,77043560000
2007-04-23,76112520000
2007-04-24,76101940000
2007-04-25,77234000000
2007-04-26,76080780000
2007-04-27,75647000000
2007-04-30,74514940000
2007-05-01,73996520000
2007-05-02,74842920000
2007-05-03,75001620000
2007-05-04,75213220000
2007-05-07,74885240000
2007-05-08,74948720000
2007-05-09,75012200000
2007-05-10,73880140000
2007-05-11,75403660000
2007-05-14,74779440000
2007-05-15,74567840000
2007-05-16,75477720000
2007-05-17,74218700000
2007-05-18,74112900000
2007-05-21,74387980000
2007-05-22,74165800000
2007-05-23,74038840000
2007-05-24,74747700000
2007-05-25,75202640000
2007-05-29,75477720000
2007-05-30,75710480000
2007-05-31,76144260000
2007-06-01,76556880000
2007-06-04,76461660000
2007-06-05,75879760000
2007-06-06,75773960000
2007-06-07,75382500000
2007-06-08,76514560000
2007-06-11,76683840000
2007-06-12,75382500000
2007-06-13,76324120000
2007-06-14,78239100000
2007-06-15,78344900000
2007-06-18,77572560000
2007-06-19,77234000000
2007-06-20,77138780000
2007-06-21,77625460000
2007-06-22,77075300000
2007-06-25,77540820000
2007-06-26,77392700000
2007-06-27,77826480000
2007-06-28,77889960000
2007-06-29,77234000000
2007-07-02,77069830000
2007-07-03,76933200000
2007-07-05,77511250000
2007-07-06,77458700000
2007-07-09,78194400000
2007-07-10,77816040000
2007-07-11,78120830000
2007-07-12,78572760000
2007-07-13,78982650000
2007-07-16,79382030000
2007-07-17,79371520000
2007-07-18,79035200000
2007-07-19,79707840000
2007-07-20,78835510000
2007-07-23,78341540000
2007-07-24,78488680000
2007-07-25,80096710000
2007-07-26,79560700000
2007-07-27,79529170000
2007-07-30,80737820000
2007-07-31,79581720000
2007-08-01,80853430000
2007-08-02,80485580000
2007-08-03,79003670000
2007-08-06,81799330000
2007-08-07,81704740000
2007-08-08,82366870000
2007-08-09,82083100000
2007-08-10,80664250000
2007-08-13,80622210000
2007-08-14,79571210000
2007-08-15,78015730000
2007-08-16,78635820000
2007-08-17,80212320000
2007-08-20,79812940000
2007-08-21,79371520000
2007-08-22,79918040000
2007-08-23,80317420000
2007-08-24,80958530000
2007-08-27,80317420000
2007-08-28,79182340000
2007-08-29,79960080000
2007-08-30,79329480000
2007-08-31,79728860000
2007-09-04,80033650000
2007-09-05,79203360000
2007-09-06,78919590000
2007-09-07,77910630000
2007-09-10,77553290000
2007-09-11,77931650000
2007-09-12,77952670000
2007-09-13,78173380000
2007-09-14,78173380000
2007-09-17,78120830000
2007-09-18,79644780000
2007-09-19,79844470000
2007-09-20,79108770000
2007-09-21,79613250000
2007-09-24,79308460000
2007-09-25,79245400000
2007-09-26,78656840000
2007-09-27,78635820000
2007-09-28,78930100000
2007-10-01,79040689629
2007-10-02,78780344801
2007-10-03,78717862042
2007-10-04,78728275836
2007-10-05,79571793077
2007-10-08,79613448249
2007-10-09,80061241352
2007-10-10,79488482732
2007-10-11,79675931008
2007-10-12,79790482732
2007-10-15,79707172387
2007-10-16,78946965491
2007-10-17,79144827560
2007-10-18,79165655146
2007-10-19,78134689629
2007-10-22,78197172387
2007-10-23,78769931008
2007-10-24,78582482732
2007-10-25,78072206870
2007-10-26,78072206870
2007-10-29,78207586181
2007-10-30,77843103422
2007-10-31,78207586181
2007-11-01,76635103422
2007-11-02,77093310319
2007-11-05,77561931008
2007-11-06,77301586181
2007-11-07,74646068940
2007-11-08,75041793078
2007-11-09,73635931010
2007-11-12,75656206871
2007-11-13,77062068940
2007-11-14,76364344802
2007-11-15,76124827561
2007-11-16,74989724113
2007-11-19,74937655147
2007-11-20,74614827561
2007-11-21,73042344803
2007-11-23,73854620665
2007-11-26,73271448251
2007-11-27,74396137906
2007-11-28,76614275836
2007-11-29,76333103423
2007-11-30,76728827560
2007-12-03,75916551699
2007-12-04,75635379285
2007-12-05,76374758595
2007-12-06,76885034457
2007-12-07,77239103422
2007-12-10,78249241353
2007-12-11,77093310319
2007-12-12,77103724112
2007-12-13,76978758595
2007-12-14,75614551699
2007-12-17,75000137906
2007-12-18,75479172388
2007-12-19,74250344803
2007-12-20,74562758596
2007-12-21,75395862044
2007-12-24,76499724112
2007-12-26,76228965492
2007-12-27,74875172389
2007-12-28,74521103423
2007-12-31,73336640000
2008-01-02,71718920000
2008-01-03,71791510000
2008-01-04,70526370000
2008-01-07,70350080000
2008-01-08,69136790000
2008-01-09,69178270000
2008-01-10,72237420000
2008-01-11,72164830000
2008-01-14,72507040000
2008-01-15,71511520000
2008-01-16,71169310000
2008-01-17,69655290000
2008-01-18,69644920000
2008-01-22,70038980000
2008-01-23,74280310000
2008-01-24,73855140000
2008-01-25,72558890000
2008-01-28,73678850000
2008-01-29,73544040000
2008-01-30,74684740000
2008-01-31,75669890000
2008-02-01,76509860000
2008-02-04,75410640000
2008-02-05,74404750000
2008-02-06,74415120000
2008-02-07,74394380000
2008-02-08,73191460000
2008-02-11,74052170000
2008-02-12,75151390000
2008-02-13,76229870000
2008-02-14,75016580000
2008-02-15,75099540000
2008-02-19,74902510000
2008-02-20,75327680000
2008-02-21,74560300000
2008-02-22,74549930000
2008-02-25,75161760000
2008-02-26,75213610000
2008-02-27,74985470000
2008-02-28,74404750000
2008-02-29,72838880000
2008-03-03,73222570000
2008-03-04,73678850000
2008-03-05,74975100000
2008-03-06,74705480000
2008-03-07,74622520000
2008-03-10,73824030000
2008-03-11,75483230000
2008-03-12,74601780000
2008-03-13,73347010000
2008-03-14,72185570000
2008-03-17,72185570000
2008-03-18,74560300000
2008-03-19,73253680000
2008-03-20,74311420000
2008-03-24,76074320000
2008-03-25,76053580000
2008-03-26,75421010000
2008-03-27,75524710000
2008-03-28,74933620000
2008-03-31,74553420000
2008-04-01,76299330000
2008-04-02,76074710000
2008-04-03,76146180000
2008-04-04,75972610000
2008-04-07,75329380000
2008-04-08,74849510000
2008-04-09,72051970000
2008-04-10,72827930000
2008-04-11,72378690000
2008-04-14,71725250000
2008-04-15,72521630000
2008-04-16,74318590000
2008-04-17,73716200000
2008-04-18,74726990000
2008-04-21,74042920000
2008-04-22,73409900000
2008-04-23,73175070000
2008-04-24,74298170000
2008-04-25,74247120000
2008-04-28,74287960000
2008-04-29,74726990000
2008-04-30,73930610000
2008-05-01,75125180000
2008-05-02,74818880000
2008-05-05,74267540000
2008-05-06,74869930000
2008-05-07,73083180000
2008-05-08,72562470000
2008-05-09,71766090000
2008-05-12,71898820000
2008-05-13,72286800000
2008-05-14,73103600000
2008-05-15,72858560000
2008-05-16,72256170000
2008-05-19,72409320000
2008-05-20,71674200000
2008-05-21,70836980000
2008-05-22,70806350000
2008-05-23,68427419999
2008-05-27,69836400000
2008-05-28,72021340000
2008-05-29,73103600000
2008-05-30,72511420000
2008-06-02,72480790000
2008-06-03,72317430000
2008-06-04,72225540000
2008-06-05,72542050000
2008-06-06,70030390000
2008-06-09,70928870000
2008-06-10,71459790000
2008-06-11,69489260000
2008-06-12,69724090000
2008-06-13,69744510000
2008-06-16,69509680000
2008-06-17,68754140000
2008-06-18,67181800000
2008-06-19,68243640000
2008-06-20,67763770000
2008-06-23,67651460000
2008-06-24,63567460000
2008-06-25,62689400000
2008-06-26,61137480000
2008-06-27,61627560000
2008-06-30,61838820000
2008-07-01,60863000000
2008-07-02,58891240000
2008-07-03,59826820000
2008-07-07,58247400000
2008-07-08,60762400000
2008-07-09,59645740000
2008-07-10,59655800000
2008-07-11,58337940000
2008-07-14,57533140000
2008-07-15,56778640000
2008-07-16,59494840000
2008-07-17,60128620000
2008-07-18,61174860000
2008-07-21,59816760000
2008-07-22,62482660000
2008-07-23,63780400000
2008-07-24,62885060000
2008-07-25,62925300000
2008-07-28,61959540000
2008-07-29,63991660000
2008-07-30,63317640000
2008-07-31,63458480000
2008-08-01,62633560000
2008-08-04,62945420000
2008-08-05,65641500000
2008-08-06,64685800000
2008-08-07,63639560000
2008-08-08,66094200000
2008-08-11,65903060000
2008-08-12,65319580000
2008-08-13,64987599999
2008-08-14,65983540000
2008-08-15,66536840000
2008-08-18,65691800000
2008-08-19,64384000000
2008-08-20,63448420000
2008-08-21,62563140000
2008-08-22,63901120000
2008-08-25,63247220000
2008-08-26,63176800000
2008-08-27,63901120000
2008-08-28,65088200000
2008-08-29,64504720000
2008-09-02,65400060000
2008-09-03,66043900000
2008-09-04,64544960000
2008-09-05,64273340000
2008-09-08,66385939999
2008-09-09,65550960000
2008-09-10,67090140000
2008-09-11,68528720000
2008-09-12,69011600000
2008-09-15,68055900000
2008-09-16,69232920000
2008-09-17,65953360000
2008-09-18,66878880000
2008-09-19,68106200000
2008-09-22,66275279999
2008-09-23,65178740000
2008-09-24,63770340000
2008-09-25,64152620000
2008-09-26,64776340000
2008-09-29,63941360000
2008-09-30,62701330000
2008-10-01,63608600000
2008-10-02,60896760000
2008-10-03,60577720000
2008-10-06,59820000000
2008-10-07,59012430000
2008-10-08,57726300000
2008-10-09,52841000000
2008-10-10,51544900000
2008-10-13,55483050000
2008-10-14,54735300000
2008-10-15,51146100000
2008-10-16,51485080000
2008-10-17,50388380000
2008-10-20,52013490000
2008-10-21,50547900000
2008-10-22,46250830000
2008-10-23,47985610000
2008-10-24,46410350000
2008-10-27,44545960000
2008-10-28,48713420000
2008-10-29,47556900000
2008-10-30,50976610000
2008-10-31,52621660000
2008-11-03,52860940000
2008-11-04,55014460000
2008-11-05,52282680000
2008-11-06,49720390000
2008-11-07,51764240000
2008-11-10,53439200000
2008-11-11,53219860000
2008-11-12,51046400000
2008-11-13,54924730000
2008-11-14,52980580000
2008-11-17,53120160000
2008-11-18,54147070000
2008-11-19,51205920000
2008-11-20,49062370000
2008-11-21,52153070000
2008-11-24,54446170000
2008-11-25,56260710000
2008-11-26,57217830000
2008-11-28,57427200000
2008-12-01,53558840000
2008-12-02,55024430000
2008-12-03,56559810000
2008-12-04,56659510000
2008-12-05,57656510000
2008-12-08,58444140000
2008-12-09,54346470000
2008-12-10,53997520000
2008-12-11,51674510000
2008-12-12,51873910000
2008-12-15,51694450000
2008-12-16,52482080000
2008-12-17,52302620000
2008-12-18,52621660000
2008-12-19,53170010000
2008-12-22,53030430000
2008-12-23,52502020000
2008-12-24,52731330000
2008-12-26,53000520000
2008-12-29,52960640000
2008-12-30,54017460000
2008-12-31,54994520000
2009-01-02,55941670000
2009-01-05,55014460000
2009-01-06,55253740000
2009-01-07,53249770000
2009-01-08,52053370000
2009-01-09,50777210000
2009-01-12,50498050000
2009-01-13,49590780000
2009-01-14,48005550000
2009-01-15,48155100000
2009-01-16,48055400000
2009-01-20,45792210000
2009-01-21,47576840000
2009-01-22,47487110000
2009-01-23,46779240000
2009-01-26,46829090000
2009-01-27,46968670000
2009-01-28,46709450000
2009-01-29,44705480000
2009-01-30,42362530000
2009-02-02,42292740000
2009-02-03,44865000000
2009-02-04,44894910000
2009-02-05,45772270000
2009-02-06,46928790000
2009-02-09,47118220000
2009-02-10,44585840000
2009-02-11,45164100000
2009-02-12,44765300000
2009-02-13,44705480000
2009-02-17,42821150000
2009-02-18,42601810000
2009-02-19,42801210000
2009-02-20,42671600000
2009-02-23,40797240000
2009-02-24,43040490000
2009-02-25,41903910000
2009-02-26,41066430000
2009-02-27,41056460000
2009-03-02,38803240000
2009-03-03,38374530000
2009-03-04,40577900000
2009-03-05,39850090000
2009-03-06,39261860000
2009-03-09,38185100000
2009-03-10,41096340000
2009-03-11,42581870000
2009-03-12,43140190000
2009-03-13,42960730000
2009-03-16,44595810000
2009-03-17,46101280000
2009-03-18,46380440000
2009-03-19,45852030000
2009-03-20,44575870000
2009-03-23,47397380000
2009-03-24,47098280000
2009-03-25,47925790000
2009-03-26,50308620000
2009-03-27,49959670000
2009-03-30,48464170000
2009-03-31,49121560000
2009-04-01,49969860000
2009-04-02,52265260000
2009-04-03,52644500000
2009-04-06,52474840000
2009-04-07,51177440000
2009-04-08,52095600000
2009-04-09,53383020000
