,UPS
2013-11-26,94925120000
2013-11-27,95157120000
2013-11-29,95008640000
2013-12-02,94962240000
2013-12-03,94563200000
2013-12-04,94396160000
2013-12-05,94312640000
2013-12-06,95055040000
2013-12-09,94971520000
2013-12-10,94405440000
2013-12-11,93607360000
2013-12-12,93681600000
2013-12-13,94080640000
2013-12-16,94776640000
2013-12-17,94637440000
2013-12-18,95565440000
2013-12-19,95751040000
2013-12-20,95890240000
2013-12-23,96474880000
2013-12-24,96938880000
2013-12-26,97133760000
2013-12-27,97180160000
2013-12-30,97365760000
2013-12-31,96988840000
2014-01-02,95364360000
2014-01-03,95152070000
2014-01-06,93915250000
2014-01-07,94219840000
2014-01-08,94146000000
2014-01-09,94256760000
2014-01-10,94625960000
2014-01-13,92512290000
2014-01-14,93158390000
2014-01-15,93269150000
2014-01-16,92752270000
2014-01-17,92216930000
2014-01-21,90980110000
2014-01-22,91367770000
2014-01-23,90398620000
2014-01-24,88912590000
2014-01-27,87841910000
2014-01-28,88432630000
2014-01-29,87989590000
2014-01-30,88404940000
2014-01-31,87897290000
2014-02-03,86411260000
2014-02-04,86660470000
2014-02-05,86540480000
2014-02-06,87445020000
2014-02-07,88026510000
2014-02-10,87435790000
2014-02-11,88755680000
2014-02-12,88635690000
2014-02-13,89124880000
2014-02-14,89752520000
2014-02-18,89060270000
2014-02-19,87851140000
2014-02-20,88303410000
2014-02-21,88709530000
2014-02-24,88561850000
2014-02-25,88100350000
2014-02-26,87869600000
2014-02-27,88192650000
2014-02-28,88395710000
2014-03-03,88404940000
2014-03-04,89512540000
2014-03-05,89604840000
2014-03-06,90324780000
2014-03-07,90657060000
2014-03-10,91137020000
2014-03-11,90740130000
2014-03-12,90933960000
2014-03-13,89623300000
2014-03-14,88857210000
2014-03-17,89521770000
2014-03-18,89909430000
2014-03-19,89484850000
2014-03-20,89447930000
2014-03-21,89401780000
2014-03-24,89844820000
2014-03-25,90130950000
2014-03-26,89300250000
2014-03-27,89577150000
2014-03-28,89844820000
2014-03-31,89394840000
2014-04-01,89358120000
2014-04-02,89936460000
2014-04-03,90441360000
2014-04-04,90055800000
2014-04-07,89376480000
2014-04-08,89431560000
2014-04-09,89826300000
2014-04-10,88706340000
2014-04-11,88375860000
2014-04-14,88210620000
2014-04-15,87926040000
2014-04-16,89367300000
2014-04-17,89964000000
2014-04-21,90790200000
2014-04-22,90882000000
2014-04-23,91102320000
2014-04-24,90551520000
2014-04-25,89413200000
2014-04-28,90202680000
2014-04-29,89973180000
2014-04-30,90423000000
2014-05-01,90064980000
2014-05-02,90478080000
2014-05-05,89918100000
2014-05-06,89394840000
2014-05-07,90725940000
2014-05-08,90872820000
2014-05-09,91579680000
2014-05-12,93186180000
2014-05-13,94104180000
2014-05-14,93672720000
2014-05-15,92222280000
2014-05-16,93020940000
2014-05-19,93076020000
2014-05-20,92286540000
2014-05-21,93397320000
2014-05-22,93323880000
2014-05-23,94306140000
2014-05-27,94710060000
2014-05-28,94930380000
2014-05-29,95527080000
2014-05-30,95361840000
2014-06-02,95545440000
2014-06-03,94948740000
2014-06-04,94526460000
2014-06-05,95123160000
2014-06-06,95095620000
2014-06-09,95003820000
2014-06-10,94471380000
2014-06-11,94095000000
2014-06-12,92617020000
2014-06-13,92745540000
2014-06-16,92883240000
2014-06-17,93277980000
2014-06-18,94361220000
2014-06-19,93975660000
2014-06-20,94095000000
2014-06-23,94058280000
2014-06-24,93388140000
2014-06-25,94012380000
2014-06-26,94223520000
2014-06-27,94287780000
2014-06-30,93728580000
2014-07-01,93902050000
2014-07-02,94541150000
2014-07-03,94842440000
2014-07-07,94258120000
2014-07-08,93947700000
2014-07-09,94020740000
2014-07-10,93208170000
2014-07-11,93609890000
2014-07-14,94449850000
2014-07-15,95216770000
2014-07-16,95426760000
2014-07-17,93719450000
2014-07-18,94787660000
2014-07-21,95006780000
2014-07-22,95390240000
2014-07-23,95262420000
2014-07-24,95034170000
2014-07-25,94559410000
2014-07-28,93728580000
2014-07-29,90259180000
2014-07-30,90706550000
2014-07-31,88643170000
2014-08-01,88588390000
2014-08-04,88725340000
2014-08-05,88113630000
2014-08-06,87401490000
2014-08-07,86780650000
2014-08-08,87593220000
2014-08-11,87711910000
2014-08-12,88022330000
2014-08-13,88214060000
2014-08-14,87711910000
2014-08-15,88424050000
2014-08-18,89127060000
2014-08-19,89720510000
2014-08-20,90204400000
2014-08-21,89848330000
2014-08-22,89264010000
2014-08-25,89382700000
2014-08-26,88944460000
2014-08-27,88907940000
2014-08-28,88962720000
2014-08-29,88862290000
2014-09-02,89428350000
2014-09-03,89446610000
2014-09-04,89903110000
2014-09-05,90259180000
2014-09-08,89857460000
2014-09-09,89209230000
2014-09-10,89127060000
2014-09-11,89419220000
2014-09-12,89519650000
2014-09-15,89127060000
2014-09-16,89437480000
2014-09-17,90743070000
2014-09-18,90962190000
2014-09-19,90788720000
2014-09-22,89601820000
2014-09-23,88853160000
2014-09-24,89547040000
2014-09-25,88131890000
2014-09-26,88999240000
2014-09-29,88871420000
2014-09-30,89247320000
2014-10-01,88003360000
2014-10-02,88203120000
2014-10-03,89701320000
2014-10-06,89492480000
2014-10-07,87558440000
2014-10-08,89111120000
2014-10-09,87649240000
2014-10-10,86968240000
2014-10-13,85960360000
2014-10-14,86986400000
2014-10-15,87576600000
2014-10-16,86832040000
2014-10-17,88312080000
2014-10-20,89056640000
2014-10-21,91481000000
2014-10-22,89946480000
2014-10-23,91235840000
2014-10-24,91335720000
2014-10-27,92843000000
2014-10-28,93433200000
2014-10-29,93178960000
2014-10-30,93787320000
2014-10-31,95258280000
2014-11-03,95921120000
2014-11-04,97228640000
2014-11-05,97646320000
2014-11-06,98327320000
2014-11-07,98363640000
2014-11-10,99017400000
2014-11-11,98754080000
2014-11-12,98626960000
2014-11-13,97873320000
2014-11-14,97001640000
2014-11-17,96674760000
2014-11-18,96275240000
2014-11-19,95921120000
2014-11-20,96892680000
2014-11-21,97473800000
2014-11-24,97392080000
2014-11-25,97264960000
2014-11-26,97137840000
2014-11-28,99807360000
2014-12-01,99689320000
2014-12-02,100252280000
2014-12-03,100697200000
2014-12-04,100270440000
2014-12-05,100769840000
2014-12-08,100070680000
2014-12-09,99907240000
2014-12-10,99934480000
2014-12-11,100452040000
2014-12-12,99880000000
2014-12-15,100561000000
2014-12-16,99725640000
2014-12-17,98563400000
2014-12-18,100724440000
2014-12-19,100751680000
2014-12-22,101696000000
2014-12-23,102104600000
2014-12-24,102068280000
2014-12-26,101632440000
2014-12-29,102104600000
2014-12-30,101823120000
2014-12-31,100720020000
2015-01-02,100004280000
2015-01-05,98002020000
2015-01-06,97358760000
2015-01-07,98264760000
2015-01-08,100031460000
2015-01-09,99297600000
2015-01-12,99333840000
2015-01-13,99759660000
2015-01-14,99089220000
2015-01-15,99016740000
2015-01-16,99931800000
2015-01-20,100846860000
2015-01-21,101182080000
2015-01-22,103510500000
2015-01-23,93254580000
2015-01-26,92729100000
2015-01-27,91370100000
2015-01-28,89965800000
2015-01-29,90980520000
2015-01-30,89549040000
2015-02-02,90717780000
2015-02-03,91116420000
2015-02-04,91080180000
2015-02-05,91922760000
2015-02-06,91207020000
2015-02-09,91016760000
2015-02-10,91578480000
2015-02-11,91424460000
2015-02-12,91877460000
2015-02-13,92221740000
2015-02-17,92874060000
2015-02-18,92973720000
2015-02-19,92140200000
2015-02-20,92375760000
2015-02-23,92203620000
2015-02-24,92701920000
2015-02-25,92375760000
2015-02-26,92285160000
2015-02-27,92167380000
2015-03-02,92348580000
2015-03-03,91959000000
2015-03-04,90980520000
2015-03-05,91252320000
2015-03-06,91161720000
2015-03-09,91098300000
2015-03-10,90119820000
2015-03-11,89440320000
2015-03-12,90301020000
2015-03-13,89268180000
2015-03-16,90835560000
2015-03-17,90237600000
2015-03-18,90835560000
2015-03-19,90518460000
2015-03-20,90826500000
2015-03-23,90491280000
2015-03-24,89929560000
2015-03-25,88298760000
2015-03-26,87555840000
2015-03-27,87510540000
2015-03-30,88126620000
2015-03-31,87342940000
2015-04-01,86982540000
2015-04-02,86919470000
2015-04-06,87252840000
2015-04-07,87108680000
2015-04-08,87099670000
2015-04-09,87126700000
2015-04-10,87207790000
2015-04-13,86631150000
2015-04-14,86991550000
2015-04-15,87054620000
2015-04-16,86622140000
2015-04-17,85937380000
2015-04-20,87811460000
2015-04-21,87946610000
2015-04-22,88424140000
2015-04-23,88496220000
2015-04-24,88388100000
2015-04-27,87784430000
2015-04-28,90793770000
2015-04-29,91226250000
2015-04-30,90577530000
2015-05-01,91343380000
2015-05-04,91388430000
2015-05-05,90199110000
2015-05-06,89397220000
2015-05-07,89775640000
2015-05-08,90424360000
2015-05-11,90577530000
2015-05-12,90072970000
2015-05-13,89586430000
2015-05-14,90703670000
2015-05-15,92019130000
2015-05-18,91820910000
2015-05-19,91974080000
2015-05-20,91865960000
2015-05-21,91947050000
2015-05-22,91388430000
2015-05-26,90568520000
2015-05-27,90928920000
2015-05-28,89982870000
2015-05-29,89397220000
2015-06-01,89631480000
2015-06-02,89586430000
2015-06-03,90640600000
2015-06-04,90190100000
2015-06-05,90559510000
2015-06-08,89442270000
2015-06-09,89757620000
2015-06-10,90514460000
2015-06-11,91001000000
2015-06-12,90154060000
2015-06-15,90063960000
2015-06-16,90415350000
2015-06-17,90478420000
2015-06-18,91361400000
2015-06-19,90856840000
2015-06-22,91352390000
2015-06-23,90775750000
2015-06-24,89550390000
2015-06-25,89144940000
2015-06-26,89514350000
2015-06-29,87676310000
2015-06-30,86734450000
2015-07-01,86761300000
2015-07-02,86994000000
2015-07-06,86510700000
2015-07-07,87262500000
2015-07-08,85463550000
2015-07-09,85696250000
2015-07-10,86779200000
2015-07-13,87495200000
2015-07-14,87593650000
2015-07-15,86976100000
2015-07-16,87244600000
2015-07-17,87352000000
2015-07-20,87343050000
2015-07-21,87674200000
2015-07-22,87020850000
2015-07-23,86018450000
2015-07-24,84801250000
2015-07-27,85132400000
2015-07-28,89446300000
2015-07-29,90296550000
2015-07-30,90753000000
2015-07-31,91612200000
2015-08-03,91961250000
2015-08-04,91862800000
2015-08-05,92131300000
2015-08-06,91674850000
2015-08-07,91415300000
2015-08-10,92569850000
2015-08-11,92176050000
2015-08-12,92023900000
2015-08-13,91146800000
2015-08-14,91943350000
2015-08-17,92095500000
2015-08-18,91970200000
2015-08-19,91567450000
2015-08-20,90439750000
2015-08-21,88730300000
2015-08-24,85481450000
2015-08-25,84541700000
2015-08-26,86483850000
2015-08-27,88739250000
2015-08-28,88282800000
2015-08-31,87396750000
2015-09-01,85204000000
2015-09-02,86555450000
2015-09-03,86609150000
2015-09-04,85293500000
2015-09-08,87647350000
2015-09-09,86859750000
2015-09-10,86653900000
2015-09-11,86976100000
2015-09-14,86823950000
2015-09-15,89965400000
2015-09-16,89571600000
2015-09-17,90054900000
2015-09-18,87996400000
2015-09-21,89186750000
2015-09-22,88166450000
2015-09-23,87325150000
2015-09-24,87262500000
2015-09-25,88390200000
2015-09-28,87056650000
2015-09-29,87835300000
2015-09-30,88130170000
2015-10-01,88031940000
2015-10-02,88746340000
2015-10-05,90666290000
2015-10-06,90576990000
2015-10-07,91300320000
2015-10-08,92318340000
2015-10-09,92586240000
2015-10-12,93238130000
2015-10-13,92246900000
2015-10-14,91853980000
2015-10-15,92693400000
2015-10-16,92827350000
2015-10-19,93104180000
2015-10-20,93372080000
2015-10-21,93997180000
2015-10-22,95041990000
2015-10-23,95372400000
2015-10-26,94818740000
2015-10-27,92068300000
2015-10-28,91648590000
2015-10-29,92398710000
2015-10-30,91996860000
2015-11-02,93381010000
2015-11-03,93300640000
2015-11-04,92872000000
2015-11-05,93077390000
2015-11-06,93756070000
2015-11-09,92880930000
2015-11-10,93175620000
2015-11-11,93586400000
2015-11-12,91621800000
2015-11-13,90889540000
2015-11-16,92104020000
2015-11-17,92104020000
2015-11-18,92586240000
2015-11-19,92961300000
2015-11-20,92961300000
2015-11-23,92505870000
2015-11-24,92336200000
2015-11-25,92416570000
2015-11-27,93032740000
2015-11-30,91987930000
2015-12-01,93211340000
2015-12-02,92246900000
2015-12-03,91344970000
2015-12-04,92211180000
2015-12-07,91487850000
2015-12-08,90335880000
2015-12-09,89710780000
2015-12-10,89701850000
2015-12-11,87031780000
2015-12-14,87397910000
2015-12-15,88317700000
2015-12-16,89755430000
2015-12-17,89300000000
2015-12-18,87514000000
2015-12-21,86522770000
2015-12-22,87514000000
2015-12-23,86835320000
2015-12-24,86924620000
2015-12-28,86621000000
2015-12-29,87263960000
2015-12-30,86701370000
2015-12-31,85548470000
2016-01-04,84312760000
2016-01-05,85148420000
2016-01-06,83939380000
2016-01-07,82321400000
2016-01-08,81245710000
2016-01-11,81485740000
2016-01-12,82677000000
2016-01-13,80552290000
2016-01-14,81032350000
2016-01-15,80045560000
2016-01-19,80321150000
2016-01-20,78854300000
2016-01-21,79183230000
2016-01-22,79921100000
2016-01-25,79494380000
2016-01-26,80836770000
2016-01-27,80783430000
2016-01-28,80899000000
2016-01-29,82854800000
2016-02-01,83637120000
2016-02-02,84179410000
2016-02-03,84748370000
2016-02-04,85566250000
2016-02-05,84783930000
2016-02-08,86499700000
2016-02-09,86704170000
2016-02-10,85450680000
2016-02-11,84535010000
2016-02-12,86455250000
2016-02-16,87619840000
2016-02-17,87388700000
2016-02-18,86641940000
2016-02-19,86561930000
2016-02-22,87139780000
2016-02-23,86206330000
2016-02-24,86117430000
2016-02-25,86873080000
2016-02-26,86624160000
2016-02-29,85832950000
2016-03-01,87442040000
2016-03-02,87806530000
2016-03-03,88562180000
2016-03-04,89255600000
2016-03-07,90055700000
2016-03-08,89451180000
2016-03-09,88508840000
2016-03-10,88784430000
2016-03-11,89628980000
2016-03-14,90046810000
2016-03-15,90162380000
2016-03-16,90384630000
2016-03-17,92233750000
2016-03-18,93336110000
2016-03-21,93478350000
2016-03-22,93220540000
2016-03-23,93238320000
2016-03-24,93727270000
2016-03-28,93398340000
2016-03-29,94322900000
2016-03-30,93993970000
2016-03-31,93446420000
2016-04-01,92985700000
2016-04-04,92923680000
2016-04-05,92073120000
2016-04-06,92737620000
2016-04-07,92135140000
2016-04-08,92418660000
2016-04-11,92019960000
2016-04-12,93233780000
2016-04-13,93508440000
2016-04-14,93100880000
2016-04-15,93508440000
2016-04-18,94075480000
2016-04-19,94660240000
2016-04-20,94066620000
2016-04-21,93021140000
2016-04-22,93490720000
2016-04-25,93092020000
2016-04-26,94119780000
2016-04-27,94323560000
2016-04-28,92950260000
2016-04-29,93092020000
2016-05-02,92817360000
2016-05-03,92480680000
2016-05-04,91355460000
2016-05-05,90496040000
2016-05-06,90469460000
2016-05-09,90983340000
2016-05-10,91833900000
2016-05-11,90770700000
2016-05-12,90185940000
2016-05-13,89184760000
2016-05-16,90061900000
2016-05-17,89565740000
2016-05-18,89751800000
2016-05-19,89742940000
2016-05-20,89937860000
2016-05-23,89565740000
2016-05-24,90354280000
2016-05-25,90637800000
2016-05-26,90770700000
2016-05-27,91240280000
2016-05-31,91337740000
2016-06-01,91160540000
2016-06-02,91302300000
2016-06-03,91364320000
2016-06-06,91355460000
2016-06-07,92028820000
2016-06-08,92755340000
2016-06-09,93003420000
2016-06-10,92604720000
2016-06-13,91825040000
2016-06-14,91904780000
2016-06-15,92046540000
2016-06-16,92330060000
2016-06-17,93047720000
2016-06-20,94004600000
2016-06-21,94509620000
2016-06-22,93871700000
2016-06-23,94996920000
2016-06-24,92507260000
2016-06-27,91940220000
2016-06-28,92755340000
2016-06-29,94217240000
2016-06-30,94793600000
2016-07-01,95356800000
2016-07-05,95436000000
2016-07-06,94793600000
2016-07-07,94908000000
2016-07-08,96377600000
2016-07-11,96808800000
2016-07-12,97055200000
2016-07-13,97495200000
2016-07-14,98120000000
2016-07-15,97706400000
2016-07-18,97592000000
2016-07-19,97363200000
2016-07-20,97319200000
2016-07-21,96703200000
2016-07-22,97116800000
2016-07-25,96888000000
2016-07-26,97125600000
2016-07-27,95744000000
2016-07-28,95682400000
2016-07-29,95128000000
2016-08-01,95048800000
2016-08-02,94564800000
2016-08-03,95295200000
2016-08-04,94899200000
2016-08-05,95735200000
2016-08-08,95884800000
2016-08-09,96492000000
2016-08-10,96694400000
2016-08-11,97592000000
2016-08-12,96720800000
2016-08-15,96668000000
2016-08-16,96632800000
2016-08-17,97011200000
2016-08-18,97231200000
2016-08-19,97301600000
2016-08-22,96650400000
2016-08-23,96307200000
2016-08-24,96483200000
2016-08-25,96210400000
2016-08-26,95876000000
2016-08-29,96025600000
2016-08-30,96254400000
2016-08-31,96113600000
2016-09-01,96360000000
2016-09-02,96439200000
2016-09-06,96360000000
2016-09-07,96342400000
2016-09-08,95867200000
2016-09-09,94714400000
2016-09-12,95524000000
2016-09-13,94036800000
2016-09-14,94036800000
2016-09-15,94230400000
2016-09-16,94036800000
2016-09-19,94265600000
2016-09-20,95348000000
2016-09-21,96500800000
2016-09-22,96509600000
2016-09-23,96104800000
2016-09-26,95779200000
2016-09-27,96808800000
2016-09-28,96140000000
2016-09-29,95224800000
2016-09-30,95799360000
2016-10-03,95641680000
2016-10-04,95063520000
2016-10-05,95624160000
2016-10-06,95589120000
2016-10-07,95308800000
2016-10-10,95527800000
2016-10-11,95221200000
2016-10-12,95256240000
2016-10-13,94870800000
2016-10-14,94975920000
2016-10-17,94634280000
2016-10-18,94721880000
2016-10-19,94651800000
2016-10-20,94082400000
2016-10-21,93872160000
2016-10-24,95002200000
2016-10-25,94467840000
2016-10-26,95142360000
2016-10-27,94678080000
2016-10-28,94345200000
2016-10-31,94397760000
2016-11-01,93591840000
2016-11-02,93644400000
2016-11-03,94152480000
2016-11-04,93679440000
2016-11-07,96184800000
2016-11-08,98138280000
2016-11-09,98725200000
2016-11-10,99259560000
2016-11-11,100065480000
2016-11-14,98909160000
2016-11-15,99145680000
2016-11-16,98821560000
2016-11-17,99417240000
2016-11-18,99942840000
2016-11-21,100477200000
2016-11-22,100415880000
2016-11-23,101335680000
2016-11-25,101843760000
2016-11-28,101344440000
2016-11-29,101861280000
2016-11-30,101545920000
2016-12-01,101992680000
2016-12-02,101922600000
2016-12-05,102106560000
2016-12-06,102089040000
2016-12-07,103911120000
2016-12-08,104226480000
2016-12-09,104769600000
2016-12-12,105233880000
2016-12-13,105260160000
2016-12-14,102719760000
2016-12-15,102737280000
2016-12-16,101449560000
2016-12-19,102474480000
2016-12-20,102947520000
2016-12-21,101703600000
2016-12-22,101878800000
2016-12-23,101589720000
2016-12-27,101729880000
2016-12-28,100915200000
2016-12-29,100722480000
2016-12-30,100424640000
2017-01-03,100579920000
2017-01-04,100606140000
2017-01-05,100658580000
2017-01-06,100859600000
2017-01-09,100308980000
2017-01-10,99566080000
2017-01-11,99793320000
2017-01-12,99557340000
2017-01-13,99845760000
2017-01-17,99697180000
2017-01-18,100475040000
2017-01-19,99871980000
2017-01-20,100475040000
2017-01-23,100038040000
2017-01-24,101427700000
2017-01-25,102249260000
2017-01-26,102196820000
2017-01-27,103210660000
2017-01-30,102284220000
2017-01-31,95379620000
2017-02-01,92075900000
2017-02-02,91857400000
2017-02-03,93474300000
2017-02-06,92696440000
2017-02-07,92373060000
2017-02-08,92783840000
2017-02-09,93046040000
2017-02-10,93815160000
2017-02-13,94829000000
2017-02-14,95257260000
2017-02-15,95283480000
2017-02-16,93710280000
2017-02-17,93430600000
2017-02-21,94147280000
2017-02-22,92311880000
2017-02-23,91848660000
2017-02-24,92801320000
2017-02-27,93282020000
2017-02-28,92434240000
2017-03-01,93404380000
2017-03-02,92600300000
2017-03-03,92582820000
2017-03-06,92731400000
2017-03-07,92329360000
2017-03-08,92408020000
2017-03-09,92556600000
2017-03-10,93282020000
2017-03-13,93946260000
2017-03-14,93369420000
2017-03-15,94164760000
2017-03-16,94217200000
2017-03-17,94523100000
2017-03-20,93622880000
2017-03-21,93089740000
2017-03-22,93098480000
2017-03-23,92338100000
2017-03-24,91813700000
2017-03-27,91577720000
2017-03-28,92810060000
2017-03-29,92670220000
2017-03-30,93220840000
2017-03-31,93565600000
2017-04-03,92780800000
2017-04-04,92981360000
2017-04-05,93077280000
2017-04-06,93016240000
2017-04-07,91551280000
2017-04-10,92798240000
2017-04-11,92214000000
2017-04-12,90888560000
2017-04-13,90461280000
2017-04-17,91446640000
2017-04-18,90775200000
2017-04-19,91089120000
2017-04-20,92022160000
2017-04-21,92231440000
2017-04-24,93277840000
2017-04-25,93617920000
2017-04-26,93844640000
2017-04-27,94899760000
2017-04-28,93705120000
2017-05-01,92902880000
2017-05-02,93234240000
2017-05-03,93609200000
2017-05-04,93347600000
2017-05-05,93678960000
2017-05-08,93757440000
2017-05-09,92876720000
2017-05-10,91647200000
2017-05-11,90818800000
2017-05-12,90801360000
2017-05-15,91812880000
2017-05-16,91124000000
2017-05-17,89702640000
2017-05-18,89981680000
2017-05-19,90182240000
2017-05-22,90496160000
2017-05-23,90862400000
2017-05-24,91315840000
2017-05-25,92379680000
2017-05-26,92318640000
2017-05-30,93138320000
2017-05-31,92405840000
2017-06-01,93879520000
2017-06-02,93888240000
2017-06-05,94132400000
2017-06-06,93678960000
2017-06-07,93024960000
2017-06-08,93086000000
2017-06-09,93330160000
2017-06-12,94995680000
2017-06-13,95789200000
2017-06-14,95388080000
2017-06-15,96146720000
2017-06-16,96434480000
2017-06-19,96678640000
2017-06-20,95579920000
2017-06-21,95213680000
2017-06-22,95109040000
2017-06-23,96155440000
2017-06-26,96800720000
2017-06-27,95632240000
2017-06-28,95989760000
2017-06-29,95728160000
2017-06-30,96102710000
2017-07-03,96120090000
2017-07-05,96041880000
2017-07-06,94929560000
2017-07-07,95902840000
2017-07-10,95772490000
2017-07-11,95650830000
2017-07-12,96085330000
2017-07-13,96598040000
2017-07-14,97684290000
2017-07-17,97354070000
2017-07-18,97180270000
2017-07-19,98188310000
2017-07-20,97832020000
2017-07-21,97918920000
2017-07-24,97458350000
2017-07-25,98388180000
2017-07-26,97580010000
2017-07-27,93669510000
2017-07-28,95294540000
2017-07-31,95842010000
2017-08-01,95737730000
2017-08-02,96684940000
2017-08-03,96910880000
2017-08-04,97371450000
2017-08-07,97206340000
2017-08-08,97232410000
2017-08-09,97684290000
2017-08-10,96389480000
2017-08-11,96841360000
2017-08-14,98796610000
2017-08-15,99222420000
2017-08-16,99726440000
2017-08-17,98127480000
2017-08-18,98492460000
2017-08-21,98918270000
2017-08-22,99587400000
2017-08-23,98674950000
2017-08-24,98501150000
2017-08-25,98544600000
2017-08-28,98883510000
2017-08-29,99839410000
2017-08-30,99908930000
2017-08-31,99378840000
2017-09-01,99404910000
2017-09-05,98996480000
2017-09-06,98900890000
2017-09-07,99648230000
2017-09-08,99978450000
2017-09-11,100977800000
2017-09-12,101803350000
2017-09-13,101725140000
2017-09-14,102003220000
2017-09-15,102455100000
2017-09-18,102185710000
2017-09-19,101646930000
2017-09-20,102394270000
2017-09-21,101898940000
2017-09-22,102255230000
2017-09-25,102733180000
2017-09-26,103341480000
2017-09-27,103080780000
2017-09-28,103941090000
2017-09-29,104358210000
2017-10-02,104724930000
2017-10-03,103788570000
2017-10-04,103173000000
2017-10-05,102479400000
2017-10-06,102045900000
2017-10-09,101569050000
2017-10-10,102410040000
2017-10-11,103103640000
2017-10-12,103667190000
2017-10-13,102618120000
2017-10-16,102600780000
2017-10-17,102028560000
2017-10-18,102436050000
2017-10-19,103537140000
2017-10-20,103831920000
2017-10-23,103762560000
2017-10-24,103779900000
2017-10-25,102782850000
2017-10-26,103459110000
2017-10-27,104690250000
2017-10-30,102384030000
2017-10-31,101898510000
2017-11-01,101837820000
2017-11-02,101326290000
2017-11-03,100103820000
2017-11-06,98768640000
2017-11-07,98794650000
2017-11-08,98083710000
2017-11-09,97580850000
2017-11-10,98170410000
2017-11-13,99540270000
2017-11-14,98898690000
2017-11-15,97875630000
2017-11-16,98577900000
2017-11-17,97918980000
2017-11-20,98144400000
2017-11-21,98768640000
2017-11-22,98638590000
2017-11-24,98092380000
2017-11-27,99306180000
2017-11-28,99869730000
2017-11-29,103207680000
2017-11-30,105297150000
2017-12-01,104308770000
2017-12-04,107265240000
2017-12-05,104360790000
2017-12-06,102557430000
2017-12-07,103805910000
2017-12-08,103658520000
2017-12-11,102349350000
2017-12-12,102444720000
2017-12-13,102652800000
2017-12-14,101300280000
2017-12-15,102306000000
2017-12-18,103008270000
2017-12-19,103173000000
2017-12-20,102592110000
2017-12-21,102808860000
2017-12-22,102860880000
2017-12-26,102531420000
2017-12-27,103242360000
2017-12-28,103216350000
2017-12-29,103303050000
2018-01-02,107098220000
2018-01-03,109471060000
2018-01-04,110181180000
2018-01-05,110518920000
2018-01-08,111861219999
2018-01-09,111809260000
2018-01-10,112398140000
2018-01-11,115576360000
2018-01-12,116121940000
2018-01-16,115074080000
2018-01-17,116052659999
2018-01-18,115688940000
2018-01-19,115247280000
2018-01-22,115056760000
2018-01-23,114372620000
2018-01-24,114043540000
2018-01-25,113697140000
2018-01-26,114935520000
2018-01-29,113134239999
2018-01-30,110943260000
2018-01-31,110259120000
2018-02-01,103495660000
2018-02-02,100863020000
2018-02-05,98117800000
2018-02-06,97606860000
2018-02-07,96914060000
2018-02-08,94636480000
2018-02-09,92133740000
2018-02-12,92064460000
2018-02-13,93146960000
2018-02-14,92315600000
2018-02-15,93796460000
2018-02-16,92142400000
2018-02-20,90678860000
2018-02-21,90670200000
2018-02-22,90999280000
2018-02-23,91458260000
2018-02-26,93588620000
2018-02-27,91527540000
2018-02-28,90419060000
2018-03-01,92168380000
2018-03-02,91250420000
2018-03-05,91631460000
2018-03-06,95086800000
2018-03-07,94575860000
2018-03-08,94220800000
2018-03-09,95589080000
2018-03-12,94316060000
2018-03-13,94679780000
2018-03-14,94186160000
2018-03-15,95017520000
2018-03-16,96048060000
2018-03-19,93926360000
2018-03-20,93553980000
2018-03-21,93224900000
2018-03-22,90453700000
2018-03-23,88037560000
2018-03-26,89804200000
2018-03-27,88479220000
2018-03-28,88920880000
2018-03-29,90635560000
2018-04-02,89925440000
2018-04-03,91397640000
2018-04-04,92151060000
2018-04-05,92817880000
2018-04-06,91215780000
2018-04-09,90583600000
2018-04-10,91813320000
2018-04-11,91873940000
2018-04-12,92653340000
2018-04-13,92878500000
2018-04-16,94610500000
2018-04-17,94844320000
2018-04-18,96039400000
2018-04-19,94982880000
2018-04-20,94004300000
2018-04-23,94489260000
2018-04-24,93718520000
2018-04-25,94099560000
2018-04-26,98100480000
2018-04-27,98715340000
2018-04-30,98291000000
2018-05-01,97381700000
2018-05-02,96255900000
2018-05-03,95095460000
2018-05-04,96394460000
2018-05-07,97095920000
2018-05-08,96359820000
2018-05-09,96472400000
2018-05-10,98715340000
2018-05-11,99979700000
2018-05-14,100750440000
2018-05-15,100118260000
2018-05-16,100733120000
2018-05-17,100966940000
2018-05-18,99919080000
2018-05-21,101391280000
2018-05-22,99901760000
2018-05-23,99832480000
2018-05-24,100135580000
2018-05-25,100014340000
2018-05-29,98576780000
2018-05-30,101053540000
2018-05-31,100559920000
2018-06-01,101538500000
2018-06-04,101296020000
2018-06-05,101157460000
2018-06-06,101339320000
2018-06-07,100620540000
2018-06-08,100975600000
2018-06-11,101192100000
2018-06-12,102482440000
2018-06-13,101607780000
2018-06-14,101486540000
2018-06-15,101122820000
2018-06-18,101122820000
2018-06-19,99434120000
2018-06-20,98420900000
2018-06-21,98221720000
2018-06-22,98464200000
2018-06-25,95433200000
2018-06-26,94887620000
2018-06-27,93857080000
2018-06-28,91692080000
2018-06-29,91995180000
2018-07-02,91586200000
2018-07-03,91482400000
2018-07-05,91940850000
2018-07-06,91715950000
2018-07-09,93930350000
2018-07-10,93861150000
2018-07-11,92840450000
2018-07-12,93878450000
2018-07-13,94259050000
2018-07-16,95712250000
