,MTCH
2013-12-24,3465374735
2013-12-26,3452832014
2013-12-27,3470750187
2013-12-30,3503002899
2013-12-31,3489455914
2014-01-02,3453849220
2014-01-03,3478773906
2014-01-06,3517941268
2014-01-07,3594495658
2014-01-08,3574911977
2014-01-09,3539305284
2014-01-10,3532183945
2014-01-13,3505478925
2014-01-14,3662148375
2014-01-15,3644345028
2014-01-16,3719119083
2014-01-17,3651466367
2014-01-21,3694194398
2014-01-22,3717338749
2014-01-23,3678171386
2014-01-24,3587374319
2014-01-27,3582033315
2014-01-28,3651466367
2014-01-29,3541085618
2014-01-30,3589154654
2014-01-31,3560669300
2014-02-03,3441386878
2014-02-04,3500137921
2014-02-05,3306081445
2014-02-06,3325665126
2014-02-07,3403999850
2014-02-10,3409340854
2014-02-11,3364832488
2014-02-12,3325665126
2014-02-13,3384416169
2014-02-14,3475213236
2014-02-18,3548206957
2014-02-19,3615859674
2014-02-20,3799234143
2014-02-21,3779650461
2014-02-24,3770748788
2014-02-25,3801014477
2014-02-26,3849083513
2014-02-27,3897152548
2014-02-28,3941660915
2014-03-03,3943441249
2014-03-04,3982608612
2014-03-05,4059163002
2014-03-06,3934539576
2014-03-07,3914955895
2014-03-10,3888250875
2014-03-11,3847303178
2014-03-12,3875788533
2014-03-13,3720899418
2014-03-14,3784991465
2014-03-17,3786771800
2014-03-18,3863326190
2014-03-19,3795673473
2014-03-20,3726240422
2014-03-21,3699535402
2014-03-24,3653246701
2014-03-25,3624761347
2014-03-26,3658587705
2014-03-27,3672830382
2014-03-28,3637223689
2014-03-31,3589310565
2014-04-01,3649161747
2014-04-02,3638599774
2014-04-03,3598112210
2014-04-04,3518897411
2014-04-07,3520657740
2014-04-08,3485451162
2014-04-09,3547062673
2014-04-10,3436161954
2014-04-11,3459046229
2014-04-14,3374550443
2014-04-15,3402715705
2014-04-16,3450244585
2014-04-17,3452004914
2014-04-21,3474889189
2014-04-22,3490732149
2014-04-23,3496013135
2014-04-24,3469608202
2014-04-25,3304137288
2014-04-28,3231963805
2014-04-29,3355186826
2014-04-30,3332302550
2014-05-01,3272451369
2014-05-02,3270691040
2014-05-05,3288294329
2014-05-06,3182674596
2014-05-07,3115782099
2014-05-08,3184434925
2014-05-09,3202038214
2014-05-12,3270691040
2014-05-13,3247806765
2014-05-14,3212600187
2014-05-15,3173872952
2014-05-16,3158029992
2014-05-19,3166831637
2014-05-20,3122823415
2014-05-21,3158029992
2014-05-22,3115782099
2014-05-23,3140426704
2014-05-27,3237244791
2014-05-28,3283013342
2014-05-29,3321740577
2014-05-30,3328781893
2014-06-02,3332302550
2014-06-03,3323500906
2014-06-04,3341104195
2014-06-05,3355186826
2014-06-06,3376310772
2014-06-09,3444963598
2014-06-10,3437922283
2014-06-11,3437922283
2014-06-12,3420318994
2014-06-13,3450244585
2014-06-16,3441442940
2014-06-17,3430880967
2014-06-18,3459046229
2014-06-19,3460806558
2014-06-20,3497773464
2014-06-23,3487211491
2014-06-24,3481930504
2014-06-25,3464327216
2014-06-26,3481930504
2014-06-27,3466087545
2014-06-30,3566959032
2014-07-01,3624694333
2014-07-02,3547112523
2014-07-03,3554329435
2014-07-07,3518244873
2014-07-08,3411795412
2014-07-09,3393753131
2014-07-10,3377515078
2014-07-11,3361277024
2014-07-14,3431641922
2014-07-15,3426229237
2014-07-16,3390144675
2014-07-17,3361277024
2014-07-18,3393753131
2014-07-21,3375710849
2014-07-22,3424425009
2014-07-23,3437054606
2014-07-24,3446075747
2014-07-25,3426229237
2014-07-28,3428033466
2014-07-29,3438858834
2014-07-30,3601239367
2014-07-31,3462313800
2014-08-01,3415403869
2014-08-04,3411795412
2014-08-05,3336017830
2014-08-06,3287303671
2014-08-07,3308954408
2014-08-08,3299933268
2014-08-11,3346843199
2014-08-12,3316171321
2014-08-13,3337822059
2014-08-14,3419012325
2014-08-15,3471334941
2014-08-18,3523657557
2014-08-19,3523657557
2014-08-20,3523657557
2014-08-21,3523657557
2014-08-22,3530874469
2014-08-25,3511027960
2014-08-26,3547112523
2014-08-27,3518244873
2014-08-28,3568763260
2014-08-29,3585001314
2014-09-02,3640932386
2014-09-03,3630107017
2014-09-04,3758207215
2014-09-05,3749186074
2014-09-08,3761815671
2014-09-09,3705884599
2014-09-10,3691450774
2014-09-11,3686038090
2014-09-12,3630107017
2014-09-15,3590413998
2014-09-16,3577784401
2014-09-17,3554329435
2014-09-18,3550720979
2014-09-19,3512832188
2014-09-22,3451488431
2014-09-23,3437054606
2014-09-24,3408186956
2014-09-25,3370298165
2014-09-26,3399165815
2014-09-29,3393753131
2014-09-30,3408028037
2014-10-01,3312052752
2014-10-02,3277646518
2014-10-03,3266781391
2014-10-06,3255916265
2014-10-07,3190725505
2014-10-08,3279457372
2014-10-09,3197968923
2014-10-10,3114669619
2014-10-13,3024126898
2014-10-14,3029559461
2014-10-15,3045857151
2014-10-16,3024126898
2014-10-17,3049478860
2014-10-20,3087506803
2014-10-21,3165373543
2014-10-22,3136399872
2014-10-23,3219699176
2014-10-24,3219699176
2014-10-27,3255916265
2014-10-28,3370000094
2014-10-29,3418893163
2014-10-30,3464164524
2014-10-31,3500381613
2014-11-03,3509435885
2014-11-04,3504003322
2014-11-05,3402595473
2014-11-06,3406217182
2014-11-07,3397162910
2014-11-10,3408028037
2014-11-11,3398973765
2014-11-12,3382676075
2014-11-13,3351891549
2014-11-14,3389919492
2014-11-17,3353702404
2014-11-18,3339215568
2014-11-19,3319296170
2014-11-20,3364567530
2014-11-21,3360945822
2014-11-24,3406217182
2014-11-25,3398973765
2014-11-26,3384486929
2014-11-28,3375432657
2014-12-01,3324728733
2014-12-02,3339215568
2014-12-03,3359134967
2014-12-04,3384486929
2014-12-05,3411649746
2014-12-08,3324728733
2014-12-09,3342837277
2014-12-10,3248672847
2014-12-11,3250483701
2014-12-12,3217888322
2014-12-15,3168995252
2014-12-16,3105615347
2014-12-17,3138210727
2014-12-18,3176238670
2014-12-19,3179860379
2014-12-22,3172616961
2014-12-23,3163562689
2014-12-24,3196158068
2014-12-26,3225131739
2014-12-29,3201590632
2014-12-30,3181671233
2014-12-31,3126969218
2015-01-02,3101751725
2015-01-05,3083739229
2015-01-06,3094546726
2015-01-07,3089142978
2015-01-08,3164795459
2015-01-09,3162994209
2015-01-12,3110757972
2015-01-13,3193615452
2015-01-14,3159391710
2015-01-15,3128770468
2015-01-16,3168397958
2015-01-20,3204422949
2015-01-21,3179205455
2015-01-22,3202621699
2015-01-23,3262062935
2015-01-26,3303491674
2015-01-27,3244050439
2015-01-28,3170199208
2015-01-29,3123366719
2015-01-30,3134174216
2015-02-02,3220634195
2015-02-03,3294485426
2015-02-04,3085540479
2015-02-05,3085540479
2015-02-06,3087341728
2015-02-09,3085540479
2015-02-10,3098149226
2015-02-11,3172000457
2015-02-12,3272870432
2015-02-13,3323305419
2015-02-17,3368336658
2015-02-18,3398957900
2015-02-19,3409765398
2015-02-20,3449392888
2015-02-23,3456597886
2015-02-24,3469206633
2015-02-25,3454796636
2015-02-26,3458399136
2015-02-27,3467405383
2015-03-02,3525045369
2015-03-03,3519641620
2015-03-04,3521442870
2015-03-05,3568275358
2015-03-06,3580884105
2015-03-09,3589890353
2015-03-10,3494424126
2015-03-11,3483616629
2015-03-12,3530449118
2015-03-13,3496225376
2015-03-16,3474610381
2015-03-17,3535852866
2015-03-18,3555666611
2015-03-19,3514237872
2015-03-20,3512436622
2015-03-23,3505231624
2015-03-24,3481815380
2015-03-25,3438585390
2015-03-26,3409765398
2015-03-27,3469206633
2015-03-30,3445790389
2015-03-31,3427876593
2015-04-01,3411866790
2015-04-02,3427876593
2015-04-06,3447444129
2015-04-07,3525714275
2015-04-08,3684033432
2015-04-09,3685812299
2015-04-10,3684033432
2015-04-13,3685812299
2015-04-14,3646677227
2015-04-15,3659129295
2015-04-16,3655571561
2015-04-17,3593311218
2015-04-20,3628888557
2015-04-21,3659129295
2015-04-22,3712495303
2015-04-23,3676917964
2015-04-24,3664465896
2015-04-27,3623551956
2015-04-28,3630667424
2015-04-29,3646677227
2015-04-30,3547060678
2015-05-01,3641340626
2015-05-04,3643119493
2015-05-05,3723168505
2015-05-06,3748072642
2015-05-07,3733841707
2015-05-08,3735620574
2015-05-11,3721389638
2015-05-12,3701822102
2015-05-13,3673360231
2015-05-14,3756966977
2015-05-15,3767640178
2015-05-18,3780092247
2015-05-19,3776534513
2015-05-20,3796102049
2015-05-21,3808554118
2015-05-22,3856583525
2015-05-26,3780092247
2015-05-27,3860141259
2015-05-28,3824563921
2015-05-29,3813890719
2015-06-01,3906391800
2015-06-02,3876151062
2015-06-03,3936632538
2015-06-04,3885045396
2015-06-05,3890381997
2015-06-08,3837015989
2015-06-09,3815669586
2015-06-10,3938411405
2015-06-11,3915286134
2015-06-12,3856583525
2015-06-15,3874372195
2015-06-16,3885045396
2015-06-17,3861920126
2015-06-18,3906391800
2015-06-19,3881487663
2015-06-22,3950863473
2015-06-23,3995335147
2015-06-24,3924180469
2015-06-25,4123413566
2015-06-26,4087836228
2015-06-29,3977546477
2015-06-30,4071179476
2015-07-01,4090864299
2015-07-02,4135602535
2015-07-06,4076548064
2015-07-07,4069389946
2015-07-08,4037178416
2015-07-09,4081916652
2015-07-10,4119496770
2015-07-13,4219710419
2015-07-14,4321713597
2015-07-15,4200025595
2015-07-16,4228658066
2015-07-17,4289502067
2015-07-20,4296660185
2015-07-21,4250132420
2015-07-22,4251921949
2015-07-23,4210762772
2015-07-24,4174972183
2015-07-27,4089074770
2015-07-28,4119496770
2015-07-29,3970965827
2015-07-30,3945912415
2015-07-31,3947701944
2015-08-03,3897595120
2015-08-04,3928017120
2015-08-05,3920859003
2015-08-06,3795591942
2015-08-07,3806329118
2015-08-10,3856435943
2015-08-11,3802750060
2015-08-12,3806329118
2015-08-13,3779486177
2015-08-14,3840330178
2015-08-17,3843909237
2015-08-18,3792012883
2015-08-19,3761590882
2015-08-20,3636323822
2015-08-21,3611270409
2015-08-24,3437686054
2015-08-25,3435896524
2015-08-26,3562953115
2015-08-27,3661377234
2015-08-28,3650640057
2015-08-31,3566532173
2015-09-01,3534320644
2015-09-02,3584427468
2015-09-03,3588006527
2015-09-04,3520004408
2015-09-08,3555794997
2015-09-09,3537899702
2015-09-10,3507477702
2015-09-11,3511056761
2015-09-14,3496740525
2015-09-15,3593375115
2015-09-16,3627376174
2015-09-17,3622007586
2015-09-18,3539689232
2015-09-21,3505688172
2015-09-22,3471687113
2015-09-23,3478845231
2015-09-24,3466318525
2015-09-25,3418001230
2015-09-28,3301681816
2015-09-29,3298102757
2015-09-30,3339464727
2015-10-01,3335881610
2015-10-02,3457707576
2015-10-05,3522203676
2015-10-06,3584908218
2015-10-07,3651195876
2015-10-08,3697776393
2015-10-09,3642238084
2015-10-12,3654778993
2015-10-13,3695984834
2015-10-14,3609990034
2015-10-15,3620739384
2015-10-16,3651195876
2015-10-19,3606406918
2015-10-20,3531161468
2015-10-21,3445166668
2015-10-22,3461290693
2015-10-23,3515037443
2015-10-26,3455916018
2015-10-27,3303633560
2015-10-28,3369921218
2015-10-29,3434417318
2015-10-30,3427251085
2015-11-02,3400377710
2015-11-03,3382462127
2015-11-04,3371712777
2015-11-05,3319757585
2015-11-06,3396794593
2015-11-09,3391419918
2015-11-10,3377087452
2015-11-11,3341256285
2015-11-12,3337673168
2015-11-13,3325132260
2015-11-16,3312591352
2015-11-17,3197931619
2015-11-18,3181807594
2015-11-19,2640756978
2015-11-20,2723168661
2015-11-23,2574469320
2015-11-24,2547595945
2015-11-25,2581635553
2015-11-27,2619258278
2015-11-30,2594176461
2015-12-01,2549387503
2015-12-02,2526097245
2015-12-03,2337983620
2015-12-04,2348732970
2015-12-07,2373814787
2015-12-08,2397105045
2015-12-09,2427561537
2015-12-10,2493849195
2015-12-11,2479516728
2015-12-14,2441894003
2015-12-15,2522514128
2015-12-16,2630007628
2015-12-17,2558345295
2015-12-18,2567303086
2015-12-21,2490266078
2015-12-22,2492057637
2015-12-23,2513556336
2015-12-24,2524305686
2015-12-28,2459809587
2015-12-29,2466975820
2015-12-30,2436519328
2015-12-31,2398987879
2016-01-04,2365348935
2016-01-05,2420233528
2016-01-06,2464495297
2016-01-07,2391905996
2016-01-08,2406069762
2016-01-11,2430856353
2016-01-12,2400758350
2016-01-13,2354726110
2016-01-14,2312234812
2016-01-15,2294530104
2016-01-19,2214858920
2016-01-20,2115712558
2016-01-21,2113942087
2016-01-22,2163515268
2016-01-25,2119253499
2016-01-26,2149351502
2016-01-27,2117483028
2016-01-28,2207777037
2016-01-29,2221940803
2016-02-01,2264432102
2016-02-02,2158203856
2016-02-03,1887321830
2016-02-04,1727979461
2016-02-05,1646537806
2016-02-08,1627062628
2016-02-09,1614669333
2016-02-10,1664242514
2016-02-11,1717356637
2016-02-12,1738602286
2016-02-16,1804109704
2016-02-17,1789945938
2016-02-18,1848371473
2016-02-19,1858994298
2016-02-22,1853682885
2016-02-23,1832437236
2016-02-24,1873158064
2016-02-25,1883780888
2016-02-26,1878469476
2016-02-29,1928042657
2016-03-01,2016566195
2016-03-02,2078532672
2016-03-03,2119253499
2016-03-04,2039582315
2016-03-07,2124564912
2016-03-08,2041352786
2016-03-09,2027189020
2016-03-10,1998861488
2016-03-11,2023648078
2016-03-14,1990009134
2016-03-15,1975845368
2016-03-16,2007713841
2016-03-17,1982927251
2016-03-18,1887321830
2016-03-21,1929813128
2016-03-22,1936895011
2016-03-23,1897944654
2016-03-24,1952829248
2016-03-28,1924501716
2016-03-29,1922731245
2016-03-30,1935124540
2016-03-31,1897818159
2016-04-01,1987046499
2016-04-04,1947580118
2016-04-05,1914977455
2016-04-06,1954443837
2016-04-07,1882374793
2016-04-08,1791430523
2016-04-11,1757111930
2016-04-12,1767407508
2016-04-13,1822317256
2016-04-14,1860067708
2016-04-15,1945864189
2016-04-18,1997342077
2016-04-19,1971603133
2016-04-20,2016217303
2016-04-21,2016217303
2016-04-22,2012785444
2016-04-25,2002489866
2016-04-26,2007637655
2016-04-27,1985330570
2016-04-28,1963023485
2016-04-29,1956159766
2016-05-02,1937284540
2016-05-03,1914977455
2016-05-04,2198105843
2016-05-05,2210117350
2016-05-06,2153491673
2016-05-09,2263311168
2016-05-10,2445199708
2016-05-11,2494961667
2016-05-12,2496677597
2016-05-13,2472654582
2016-05-16,2453779356
2016-05-17,2486382019
2016-05-18,2369698805
2016-05-19,2306209409
2016-05-20,2392005890
2016-05-23,2410881116
2016-05-24,2409165186
2016-05-25,2445199708
2016-05-26,2340528001
2016-05-27,2390289960
2016-05-31,2402301468
2016-06-01,2307925338
2016-06-02,2323368705
2016-06-03,2266743028
2016-06-06,2301061620
2016-06-07,2367982875
2016-06-08,2400585538
2016-06-09,2524132471
2016-06-10,2494961667
2016-06-13,2440051919
2016-06-14,2721464377
2016-06-15,2656259051
2016-06-16,2556735133
2016-06-17,2539575837
2016-06-20,2534428048
2016-06-21,2597917444
2016-06-22,2627088248
2016-06-23,2676850207
2016-06-24,2505257245
2016-06-27,2412597045
2016-06-28,2429756341
2016-06-29,2500109456
2016-06-30,2588660969
2016-07-01,2667625428
2016-07-05,2573211401
2016-07-06,2593810825
2016-07-07,2542312265
2016-07-08,2549178739
2016-07-11,2576644638
2016-07-12,2693374708
2016-07-13,2703674421
2016-07-14,2700241183
2016-07-15,2779205642
2016-07-18,2820404491
2016-07-19,2906235425
2016-07-20,2808388160
2016-07-21,2762039456
2016-07-22,2743156650
2016-07-25,2751739744
2016-07-26,2856453483
2016-07-27,2691658090
2016-07-28,2586944350
2016-07-29,2703674421
2016-08-01,2746589888
2016-08-02,2638442911
2016-08-03,2672775284
2016-08-04,2693374708
2016-08-05,2731140319
2016-08-08,2789505355
2016-08-09,2832420822
2016-08-10,2890785857
2016-08-11,2796371829
2016-08-12,2750023125
2016-08-15,2727707082
2016-08-16,2619560105
2016-08-17,2566344926
2016-08-18,2528579315
2016-08-19,2727707082
2016-08-22,2746589888
2016-08-23,2712257514
2016-08-24,2689941471
2016-08-25,2689941471
2016-08-26,2592094206
2016-08-29,2674491903
2016-08-30,2720840607
2016-08-31,2779205642
2016-09-01,2725990463
2016-09-02,2753456362
2016-09-06,2777489024
2016-09-07,2768905930
2016-09-08,2712257514
2016-09-09,2612693630
2016-09-12,2671058666
2016-09-13,2659042335
2016-09-14,2679641759
2016-09-15,2689941471
2016-09-16,2710540895
2016-09-19,2707107658
2016-09-20,2739723413
2016-09-21,2856453483
2016-09-22,3024682114
2016-09-23,3019532258
2016-09-26,3033265207
2016-09-27,3036698444
2016-09-28,3033265207
2016-09-29,3048714775
2016-09-30,3037775907
2016-10-03,3020700157
2016-10-04,2943859282
2016-10-05,3008747132
2016-10-06,2983133507
2016-10-07,2940444132
2016-10-10,3027530457
2016-10-11,2995086532
2016-10-12,3015577432
2016-10-13,3029238032
2016-10-14,3053144082
2016-10-17,3065097107
2016-10-18,3182919781
2016-10-19,3287081855
2016-10-20,3281959130
2016-10-21,3312695480
2016-10-24,3310987905
2016-10-25,3264883380
2016-10-26,3193165231
2016-10-27,3129984956
2016-10-28,3148768281
2016-10-31,3083880431
2016-11-01,3049728932
2016-11-02,2680892734
2016-11-03,2605759434
2016-11-04,2646741234
2016-11-07,2851650233
2016-11-08,2930198682
2016-11-09,2971180482
2016-11-10,2971180482
2016-11-11,3065097107
2016-11-14,2986548657
2016-11-15,2930198682
2016-11-16,2950689582
2016-11-17,3037775907
2016-11-18,3059974382
2016-11-21,3037775907
2016-11-22,3070219832
2016-11-23,3068512257
2016-11-25,2996794107
2016-11-28,3065097107
2016-11-29,3211948556
2016-11-30,3070219832
2016-12-01,2894339608
2016-12-02,2921660807
2016-12-05,2998501682
2016-12-06,3005331982
2016-12-07,3107786481
2016-12-08,3138522831
2016-12-09,3100956181
2016-12-12,3061681957
2016-12-13,3104371331
2016-12-14,3042898632
2016-12-15,3007039557
2016-12-16,3008747132
2016-12-19,3034360757
2016-12-20,3024115307
2016-12-21,2993378957
2016-12-22,2966057757
2016-12-23,2954104732
2016-12-27,2974595632
2016-12-28,2925075957
2016-12-29,2952397157
2016-12-30,2919953232
2017-01-03,2924814791
2017-01-04,2918063920
2017-01-05,3036204160
2017-01-06,3042955031
2017-01-09,3063207643
2017-01-10,3085147973
2017-01-11,3078397103
2017-01-12,3048018184
2017-01-13,3071646232
2017-01-17,3019326983
2017-01-18,3068270796
2017-01-19,3115526892
2017-01-20,3049705901
2017-01-23,3076709385
2017-01-24,3076709385
2017-01-25,3081772538
2017-01-26,3000762088
2017-01-27,2953505992
2017-01-30,2946755121
2017-01-31,2931565662
2017-02-01,2788109656
2017-02-02,2869120107
2017-02-03,2953505992
2017-02-06,2970383169
2017-02-07,2960256863
2017-02-08,3017639265
2017-02-09,3021014700
2017-02-10,2955193710
2017-02-13,2948442839
2017-02-14,2923127073
2017-02-15,2913000767
2017-02-16,2875870977
2017-02-17,2896123590
2017-02-21,2877558695
2017-02-22,2884309566
2017-02-23,2833678035
2017-02-24,2784734221
2017-02-27,2767857044
2017-02-28,2727351819
2017-03-01,2772920197
2017-03-02,2710474642
2017-03-03,2737478125
2017-03-06,2752667585
2017-03-07,2799923680
2017-03-08,2804986834
2017-03-09,2821864011
2017-03-10,2831990317
2017-03-13,2826927164
2017-03-14,2789797374
2017-03-15,2826927164
2017-03-16,2793172810
2017-03-17,2759418455
2017-03-20,2740853561
2017-03-21,2713850077
2017-03-22,2740853561
2017-03-23,2696972900
2017-03-24,2680095723
2017-03-27,2713850077
2017-03-28,2649716804
2017-03-29,2747604431
2017-03-30,2776295632
2017-03-31,2786848601
2017-04-03,2824393408
2017-04-04,2834632901
2017-04-05,2807327587
2017-04-06,2838046065
2017-04-07,2853405304
2017-04-10,2906309350
2017-04-11,2940440992
2017-04-12,2969452888
2017-04-13,2938734410
2017-04-17,2960919978
2017-04-18,2981398963
2017-04-19,3073554398
2017-04-20,3076967562
2017-04-21,3100859712
2017-04-24,3116218951
2017-04-25,3152057175
2017-04-26,3193015146
2017-04-27,3213494131
2017-04-28,3179362489
2017-05-01,3271517924
2017-05-02,3264691595
2017-05-03,3153763757
2017-05-04,3271517924
2017-05-05,3295410073
2017-05-08,3245919192
2017-05-09,3261278431
2017-05-10,3257865267
2017-05-11,3409751075
2017-05-12,3285170581
2017-05-15,3360260194
2017-05-16,3341487790
2017-05-17,3177655907
2017-05-18,3251038938
2017-05-19,3268104759
2017-05-22,3353433865
2017-05-23,3355140447
2017-05-24,3365379940
2017-05-25,3317595641
2017-05-26,3346607537
2017-05-30,3419990568
2017-05-31,3324421969
2017-06-01,3307356148
2017-06-02,3310769312
2017-06-05,3268104759
2017-06-06,3303942984
2017-06-07,3291996909
2017-06-08,3261278431
2017-06-09,3152057175
2017-06-12,2991638456
2017-06-13,3013824023
2017-06-14,2991638456
2017-06-15,2901189604
2017-06-16,2906309350
2017-06-19,3017237188
2017-06-20,2986518710
2017-06-21,2988225292
2017-06-22,3000171366
2017-06-23,3042835919
2017-06-26,3036009591
2017-06-27,2986518710
2017-06-28,2996758202
2017-06-29,2966039724
2017-06-30,3031687460
2017-07-03,3017732627
2017-07-05,3031687460
2017-07-06,3043897939
2017-07-07,3061341480
2017-07-10,3131115645
2017-07-11,3155536603
2017-07-12,3188679331
2017-07-13,3162514019
2017-07-14,3155536603
2017-07-17,3101461625
2017-07-18,3270663975
2017-07-19,3316017182
2017-07-20,3234032538
2017-07-21,3211355934
2017-07-24,3256709142
2017-07-25,3295084932
2017-07-26,3263686558
2017-07-27,3239265600
2017-07-28,3239265600
2017-07-31,3183446269
2017-08-01,3181701914
2017-08-02,3316017182
2017-08-03,3295084932
2017-08-04,3282874453
2017-08-07,3277641391
2017-08-08,3295084932
2017-08-09,3272408329
2017-08-10,3169491436
2017-08-11,3272408329
2017-08-14,3377069576
2017-08-15,3382302638
2017-08-16,3359626035
2017-08-17,3249731725
2017-08-18,3279385745
2017-08-21,3260197850
2017-08-22,3279385745
2017-08-23,3246243017
2017-08-24,3268919620
2017-08-25,3300317995
2017-08-28,3368347805
2017-08-29,3446843741
2017-08-30,3699775088
2017-08-31,3793970211
2017-09-01,3898631458
2017-09-05,4081788640
2017-09-06,4059112037
2017-09-07,4006781413
2017-09-08,3867233084
2017-09-11,3999803997
2017-09-12,4123653139
2017-09-13,4020736246
2017-09-14,3987593518
2017-09-15,4107953952
2017-09-18,4093999119
2017-09-19,4090510411
2017-09-20,4121908785
2017-09-21,4158540222
2017-09-22,4212615199
2017-09-25,4080044286
2017-09-26,4090510411
2017-09-27,4175983763
2017-09-28,4081788640
2017-09-29,4045157204
2017-10-02,4241639115
2017-10-03,4392492390
2017-10-04,4472355888
2017-10-05,4475905376
2017-10-06,4504301287
2017-10-09,4491878076
2017-10-10,4463482166
2017-10-11,4623209162
2017-10-12,4568192085
2017-10-13,4577065807
2017-10-16,4546895152
2017-10-17,4628533395
2017-10-18,4529147708
2017-10-19,4539796175
2017-10-20,4559318363
2017-10-23,4459932677
2017-10-24,4522048731
2017-10-25,4472355888
2017-10-26,4474130632
2017-10-27,4616110184
2017-10-30,4651605072
2017-10-31,4745666525
2017-11-01,4756314992
2017-11-02,4892970310
2017-11-03,4793584624
2017-11-06,4924915710
2017-11-07,4774062436
2017-11-08,5251468679
2017-11-09,5068670006
2017-11-10,5050922562
2017-11-13,5091741683
2017-11-14,5215973791
2017-11-15,5173379926
2017-11-16,5082867961
2017-11-17,5114813360
2017-11-20,5104164894
2017-11-21,5283414078
2017-11-22,5317134222
2017-11-24,5485734940
2017-11-27,5432492608
2017-11-28,5412970420
2017-11-29,5159181970
2017-11-30,5217748536
2017-12-01,5042048840
2017-12-04,5008328696
2017-12-05,5027850885
2017-12-06,5089966939
2017-12-07,5297612034
2017-12-08,5214199047
2017-12-11,5134335549
2017-12-12,5034949862
2017-12-13,5075768984
2017-12-14,5118362849
2017-12-15,5223072769
2017-12-18,5412970420
2017-12-19,5471536985
2017-12-20,5624165003
2017-12-21,5663209380
2017-12-22,5663209380
2017-12-26,5622390259
2017-12-27,5606417559
2017-12-28,5562048949
2017-12-29,5556724716
2018-01-02,5776568977
2018-01-03,5710561240
2018-01-04,5731969155
2018-01-05,5673097390
2018-01-08,5724833184
2018-01-09,5751593077
2018-01-10,5698073290
2018-01-11,5762297034
2018-01-12,5822952792
2018-01-16,5601737674
2018-01-17,5628497567
2018-01-18,5637417532
2018-01-19,5815816821
2018-01-22,6035247946
2018-01-23,6169047413
2018-01-24,5981728160
2018-01-25,6063791833
2018-01-26,6195807306
2018-01-29,6270735008
2018-01-30,6195807306
2018-01-31,6233271157
2018-02-01,6290358930
2018-02-02,6192239321
2018-02-05,6035247946
2018-02-06,5933560352
2018-02-07,6427726382
2018-02-08,5994216110
2018-02-09,6370638610
2018-02-12,6777388989
2018-02-13,7064611844
2018-02-14,7476714201
2018-02-15,7382162578
2018-02-16,7414274450
2018-02-20,7510610066
2018-02-21,7476714201
2018-02-22,7307234877
2018-02-23,7474930209
2018-02-26,7417842436
2018-02-27,7148459510
2018-02-28,7144891524
2018-03-01,7014660043
2018-03-02,7282258976
2018-03-05,7441034344
2018-03-06,7567697839
2018-03-07,7815672851
2018-03-08,7913792460
2018-03-09,7990504154
2018-03-12,8135007578
2018-03-13,8104679699
2018-03-14,8347302732
2018-03-15,8333030789
2018-03-16,8290214959
2018-03-19,8143927542
2018-03-20,8320542838
2018-03-21,8152847507
2018-03-22,7885248573
2018-03-23,7945904332
2018-03-26,8288430966
2018-03-27,7890600552
2018-03-28,7699713313
2018-03-29,7928064403
2018-04-02,7719456206
2018-04-03,7614724402
2018-04-04,7685147512
2018-04-05,7723067647
2018-04-06,7603890078
2018-04-09,7840439496
2018-04-10,8060737428
2018-04-11,7927114092
2018-04-12,8082406077
2018-04-13,8096851843
2018-04-16,8335206981
2018-04-17,8683711086
2018-04-18,8512167615
2018-04-19,8430910181
2018-04-20,8434521623
2018-04-23,8380350000
2018-04-24,8172692114
2018-04-25,8187137880
2018-04-26,8425493019
2018-04-27,8308121170
2018-04-30,8508556174
2018-05-01,6628800873
2018-05-02,6244182353
2018-05-03,6549349160
2018-05-04,6287519651
2018-05-07,6392251455
2018-05-08,6558377764
2018-05-09,6654080963
2018-05-10,7026059438
2018-05-11,7313169037
2018-05-14,6877990336
2018-05-15,7096482547
2018-05-16,7166905656
2018-05-17,7286083226
2018-05-18,7358312056
2018-05-21,7378174984
2018-05-22,7226494441
2018-05-23,7367340659
2018-05-24,7452209535
2018-05-25,7555135618
2018-05-29,7374563543
2018-05-30,7542495572
2018-05-31,7430540886
2018-06-01,7688758953
2018-06-04,7645421655
2018-06-05,7724873368
2018-06-06,7690564674
2018-06-07,7379980705
2018-06-08,7497352554
2018-06-11,7598472916
2018-06-12,7833216613
2018-06-13,7797102198
2018-06-14,7844050938
2018-06-15,7759182062
2018-06-18,7923502651
2018-06-19,7927114092
2018-06-20,7766404945
2018-06-21,7889193956
2018-06-22,7712233323
2018-06-25,7327614803
2018-06-26,7286083226
2018-06-27,7071202456
2018-06-28,7073008177
2018-06-29,6995362185
2018-07-02,7098246866
2018-07-03,6938230663
2018-07-05,7037117081
2018-07-06,7191739480
2018-07-09,7159376652
2018-07-10,6904069900
2018-07-11,6848333919
2018-07-12,7114428280
2018-07-13,6992168709
2018-07-16,7092853062
2018-07-17,7170164261
2018-07-18,7067681973
2018-07-19,7008350123
2018-07-20,6895080226
2018-07-23,6988572839
2018-07-24,6859121529
2018-07-25,7146791108
2018-07-26,6900474031
2018-07-27,6690115651
2018-07-30,6334124547
2018-07-31,6494140750
2018-08-01,6646965214
2018-08-02,6841142180
2018-08-03,6810577287
2018-08-06,6905867835
2018-08-07,6990370774
2018-08-08,8198583007
2018-08-09,8860223039
2018-08-10,9137105009
