,MTCH
2004-09-21,2287887775
2004-09-22,2200313123
2004-09-23,2182068404
2004-09-24,2145578966
2004-09-27,2134632134
2004-09-28,2101791640
2004-09-29,2229504674
2004-09-30,2265555426
2004-10-01,2284125553
2004-10-04,2280411528
2004-10-05,2139278567
2004-10-06,2131850516
2004-10-07,2180132845
2004-10-08,2161562718
2004-10-11,2142992592
2004-10-12,2131850516
2004-10-13,2135564541
2004-10-14,2109566364
2004-10-15,2094710263
2004-10-18,2105852339
2004-10-19,2083568187
2004-10-20,2079854162
2004-10-21,2050141960
2004-10-22,1972147428
2004-10-25,2038999884
2004-10-26,2120708440
2004-10-27,2228415174
2004-10-28,2261841401
2004-10-29,2224701148
2004-11-01,2254413351
2004-11-02,2261841401
2004-11-03,2570105500
2004-11-04,2577533551
2004-11-05,2570105500
2004-11-08,2570105500
2004-11-09,2480968893
2004-11-10,2428972539
2004-11-11,2492110969
2004-11-12,2454970716
2004-11-15,2473540843
2004-11-16,2454970716
2004-11-17,2503253045
2004-11-18,2492110969
2004-11-19,2451256691
2004-11-22,2480968893
2004-11-23,2473540843
2004-11-24,2518109146
2004-11-26,2532965247
2004-11-29,2532965247
2004-11-30,2540393298
2004-12-01,2588675627
2004-12-02,2581247576
2004-12-03,2570105500
2004-12-06,2540393298
2004-12-07,2484682919
2004-12-08,2480968893
2004-12-09,2603531728
2004-12-10,2714952486
2004-12-13,2692668335
2004-12-14,2688954309
2004-12-15,2674098208
2004-12-16,2629529905
2004-12-17,2640671981
2004-12-20,2662956132
2004-12-21,2818945195
2004-12-22,2837515321
2004-12-23,2796661043
2004-12-27,2800375068
2004-12-28,2841229346
2004-12-29,2870941549
2004-12-30,2837515321
2004-12-31,2889245283
2005-01-03,2734396843
2005-01-04,2681521766
2005-01-05,2658861018
2005-01-06,2651307436
2005-01-07,2677744974
2005-01-10,2681521766
2005-01-11,2658861018
2005-01-12,2715512887
2005-01-13,2617316315
2005-01-14,2628646689
2005-01-18,2605985941
2005-01-19,2564441238
2005-01-20,2522896534
2005-01-21,2447360710
2005-01-24,2420923172
2005-01-25,2454914293
2005-01-26,2470021457
2005-01-27,2436030336
2005-01-28,2477575040
2005-01-31,2534226908
2005-02-01,2534226908
2005-02-02,2522896534
2005-02-03,2507789370
2005-02-04,2553110864
2005-02-07,2526673326
2005-02-08,2526673326
2005-02-09,2496458996
2005-02-10,2477575040
2005-02-11,2515342952
2005-02-14,2481351831
2005-02-15,2507789370
2005-02-16,2356717721
2005-02-17,2303842644
2005-02-18,2322726600
2005-02-22,2292512270
2005-02-23,2300065852
2005-02-24,2341610556
2005-02-25,2364271303
2005-02-28,2352940930
2005-03-01,2428476754
2005-03-02,2386932051
2005-03-03,2334056973
2005-03-04,2330280182
2005-03-07,2436030336
2005-03-08,2413369589
2005-03-09,2390708842
2005-03-10,2364271303
2005-03-11,2371824886
2005-03-14,2356717721
2005-03-15,2356717721
2005-03-16,2341610556
2005-03-17,2337833765
2005-03-18,2330280182
2005-03-21,2262297940
2005-03-22,2296289061
2005-03-23,2269851523
2005-03-24,2205646072
2005-03-28,2247190775
2005-03-29,2250967567
2005-03-30,2311396226
2005-03-31,2295541120
2005-04-01,2280659168
2005-04-04,2299261608
2005-04-05,2351348441
2005-04-06,2329025513
2005-04-07,2332746001
2005-04-08,2317864048
2005-04-11,2291820632
2005-04-12,2314143560
2005-04-13,2254615752
2005-04-14,2280659168
2005-04-15,2265777216
2005-04-18,2258336240
2005-04-19,2284379656
2005-04-20,2236013312
2005-04-21,2269497704
2005-04-22,2247174776
2005-04-25,2288100144
2005-04-26,2265777216
2005-04-27,2254615752
2005-04-28,2239733800
2005-04-29,2239733800
2005-05-02,2206249407
2005-05-03,2273218192
2005-05-04,2392273809
2005-05-05,2399714785
2005-05-06,2366230393
2005-05-09,2355068929
2005-05-10,2325305025
2005-05-11,2366230393
2005-05-12,2343907465
2005-05-13,2355068929
2005-05-16,2366230393
2005-05-17,2395994297
2005-05-18,2474124546
2005-05-19,2507608938
2005-05-20,2522490891
2005-05-23,2518770403
2005-05-24,2492726986
2005-05-25,2481565522
2005-05-26,2522490891
2005-05-27,2529931867
2005-05-31,2522490891
2005-06-01,2544813819
2005-06-02,2582018699
2005-06-03,2567136747
2005-06-06,2582018699
2005-06-07,2537372843
2005-06-08,2660148948
2005-06-09,2678751388
2005-06-10,2678751388
2005-06-13,2652707972
2005-06-14,2596900651
2005-06-15,2600621139
2005-06-16,2600621139
2005-06-17,2593180163
2005-06-20,2645266996
2005-06-21,2604341628
2005-06-22,2582018699
2005-06-23,2541093331
2005-06-24,2503888450
2005-06-27,2507608938
2005-06-28,2548534307
2005-06-29,2489006498
2005-06-30,2326508784
2005-07-01,2302019218
2005-07-05,2330007293
2005-07-06,2302019218
2005-07-07,2340502822
2005-07-08,2350998350
2005-07-11,2389481954
2005-07-12,2392980463
2005-07-13,2385983444
2005-07-14,2392980463
2005-07-15,2431464067
2005-07-18,2497935747
2005-07-19,2557410407
2005-07-20,2564407426
2005-07-21,2581899974
2005-07-22,2595894011
2005-07-25,2592395502
2005-07-26,2613386559
2005-07-27,2599392521
2005-07-28,2616885068
2005-07-29,2585398483
2005-08-01,2592395502
2005-08-02,2557410407
2005-08-03,2525923822
2005-08-04,2497935747
2005-08-05,2455953633
2005-08-08,2448956615
2005-08-09,2417470029
2005-08-10,2319511765
2005-08-11,2323010274
2005-08-12,2368490897
2005-08-15,2347499840
2005-08-16,2305517727
2005-08-17,2298520708
2005-08-18,2239046048
2005-08-19,2211057972
2005-08-22,2197063934
2005-08-23,2172574368
2005-08-24,2123595236
2005-08-25,2134090764
2005-08-26,2095607160
2005-08-29,2123595236
2005-08-30,2071117594
2005-08-31,2141087783
2005-09-01,2137589273
2005-09-02,2134090764
2005-09-06,2144586292
2005-09-07,2197063934
2005-09-08,2221553500
2005-09-09,2190066915
2005-09-12,2200562444
2005-09-13,2193565425
2005-09-14,2155081821
2005-09-15,2193565425
2005-09-16,2176072877
2005-09-19,2172574368
2005-09-20,2144586292
2005-09-21,2155081821
2005-09-22,2176072877
2005-09-23,2176072877
2005-09-26,2200562444
2005-09-27,2211057972
2005-09-28,2204060953
2005-09-29,2204060953
2005-09-30,2211057972
2005-10-03,2260037104
2005-10-04,2256538595
2005-10-05,2242544557
2005-10-06,2239046048
2005-10-07,2221553500
2005-10-10,2193565425
2005-10-11,2225052010
2005-10-12,2176072877
2005-10-13,2211057972
2005-10-14,2221553500
2005-10-17,2207559462
2005-10-18,2172574368
2005-10-19,2221553500
2005-10-20,2228550519
2005-10-21,2256538595
2005-10-24,2312514746
2005-10-25,2298520708
2005-10-26,2284526670
2005-10-27,2211057972
2005-10-28,2235547538
2005-10-31,2232049029
2005-11-01,2277529651
2005-11-02,2340502822
2005-11-03,2357995369
2005-11-04,2344001331
2005-11-07,2354496859
2005-11-08,2350998350
2005-11-09,2357995369
2005-11-10,2378986426
2005-11-11,2396478973
2005-11-14,2371989407
2005-11-15,2354496859
2005-11-16,2361493878
2005-11-17,2434962577
2005-11-18,2515428294
2005-11-21,2522425313
2005-11-22,2504932766
2005-11-23,2473446181
2005-11-25,2483941709
2005-11-28,2427965558
2005-11-29,2403475992
2005-11-30,2406974501
2005-12-01,2441959596
2005-12-02,2441959596
2005-12-05,2417470029
2005-12-06,2452455124
2005-12-07,2452455124
2005-12-08,2424467048
2005-12-09,2424467048
2005-12-12,2431464067
2005-12-13,2410473011
2005-12-14,2392980463
2005-12-15,2392980463
2005-12-16,2413971520
2005-12-19,2413971520
2005-12-20,2410473011
2005-12-21,2413971520
2005-12-22,2434962577
2005-12-23,2469947671
2005-12-27,2452455124
2005-12-28,2466449162
2005-12-29,2462950652
2005-12-30,2466449162
2006-01-03,2423786932
2006-01-04,2447549549
2006-01-05,2501864103
2006-01-06,2539205358
2006-01-09,2522232060
2006-01-10,2508653422
2006-01-11,2501864103
2006-01-12,2491680124
2006-01-13,2481496145
2006-01-17,2454338869
2006-01-18,2464522847
2006-01-19,2444154890
2006-01-20,2420392273
2006-01-23,2420392273
2006-01-24,2450944209
2006-01-25,2454338869
2006-01-26,2478101486
2006-01-27,2495074783
2006-01-30,2461128188
2006-01-31,2454338869
2006-02-01,2474706826
2006-02-02,2413602954
2006-02-03,2352499082
2006-02-06,2345709762
2006-02-07,2338920443
2006-02-08,2369472379
2006-02-09,2369472379
2006-02-10,2420392273
2006-02-13,2389840337
2006-02-14,2406813635
2006-02-15,2420392273
2006-02-16,2416997613
2006-02-17,2403418975
2006-02-21,2355893741
2006-02-22,2410208294
2006-02-23,2410208294
2006-02-24,2423786932
2006-02-27,2495074783
2006-02-28,2474706826
2006-03-01,2508653422
2006-03-02,2535810698
2006-03-03,2535810698
2006-03-06,2552783996
2006-03-07,2542600017
2006-03-08,2545994677
2006-03-09,2522232060
2006-03-10,2556178656
2006-03-13,2569757294
2006-03-14,2627466507
2006-03-15,2634255826
2006-03-16,2641045145
2006-03-17,2596914571
2006-03-20,2590125251
2006-03-21,2566362634
2006-03-22,2569757294
2006-03-23,2556178656
2006-03-24,2562967975
2006-03-27,2556178656
2006-03-28,2535810698
2006-03-29,2590125251
2006-03-30,2518837400
2006-03-31,2507240102
2006-04-03,2537982828
2006-04-04,2578973129
2006-04-05,2541398686
2006-04-06,2616547572
2006-04-07,2572141412
2006-04-10,2558477979
2006-04-11,2534566969
2006-04-12,2537982828
2006-04-13,2510655960
2006-04-17,2531151111
2006-04-18,2565309695
2006-04-19,2572141412
2006-04-20,2572141412
2006-04-21,2558477979
2006-04-24,2490160810
2006-04-25,2452586367
2006-04-26,2452586367
2006-04-27,2473081517
2006-04-28,2456002225
2006-05-01,2469665659
2006-05-02,2476497376
2006-05-03,2435507074
2006-05-04,2435507074
2006-05-05,2432091216
2006-05-08,2438922933
2006-05-09,2408180207
2006-05-10,2404764348
2006-05-11,2343278896
2006-05-12,2302288595
2006-05-15,2264714152
2006-05-16,2257882435
2006-05-17,2223723850
2006-05-18,2213476275
2006-05-19,2189565266
2006-05-22,2223723850
2006-05-23,2175901832
2006-05-24,2165654257
2006-05-25,2210060417
2006-05-26,2199812841
2006-05-30,2192981124
2006-05-31,2199812841
2006-06-01,2213476275
2006-06-02,2210060417
2006-06-05,2189565266
2006-06-06,2165654257
2006-06-07,2141743248
2006-06-08,2100752946
2006-06-09,2066594362
2006-06-12,2011940627
2006-06-13,2042683353
2006-06-14,2066594362
2006-06-15,2124663955
2006-06-16,2128079814
2006-06-19,2138327389
2006-06-20,2148574965
2006-06-21,2216892134
2006-06-22,2192981124
2006-06-23,2213476275
2006-06-26,2240803143
2006-06-27,2199812841
2006-06-28,2210060417
2006-06-29,2271545869
2006-06-30,2135249001
2006-07-03,2132013775
2006-07-05,2086720615
2006-07-06,2070544486
2006-07-07,2054368357
2006-07-10,2031721777
2006-07-11,2031721777
2006-07-12,2012310422
2006-07-13,2002604745
2006-07-14,1963782036
2006-07-17,1950841133
2006-07-18,1950841133
2006-07-19,1960546810
2006-07-20,1944370681
2006-07-21,1973487713
2006-07-24,1996134293
2006-07-25,2005839971
2006-07-26,1986428616
2006-07-27,1947605907
2006-07-28,1950841133
2006-07-31,1912018424
2006-08-01,2025251325
2006-08-02,2051133131
2006-08-03,2080250163
2006-08-04,2067309260
2006-08-07,2067309260
2006-08-08,2060838809
2006-08-09,2106131969
2006-08-10,2170836484
2006-08-11,2196718291
2006-08-14,2203188742
2006-08-15,2251717128
2006-08-16,2309951192
2006-08-17,2332597772
2006-08-18,2297010289
2006-08-21,2267893257
2006-08-22,2290539838
2006-08-23,2258187580
2006-08-24,2271128483
2006-08-25,2277598935
2006-08-28,2306715966
2006-08-29,2303480741
2006-08-30,2303480741
2006-08-31,2297010289
2006-09-01,2300245515
2006-09-05,2297010289
2006-09-06,2274363709
2006-09-07,2251717128
2006-09-08,2264658032
2006-09-11,2251717128
2006-09-12,2293775063
2006-09-13,2284069386
2006-09-14,2309951192
2006-09-15,2322892095
2006-09-18,2290539838
2006-09-19,2254952354
2006-09-20,2284069386
2006-09-21,2271128483
2006-09-22,2251717128
2006-09-25,2267893257
2006-09-26,2306715966
2006-09-27,2303480741
2006-09-28,2319656869
2006-09-29,2319656869
2006-10-02,2300245515
2006-10-03,2322892095
2006-10-04,2397302288
2006-10-05,2390831836
2006-10-06,2390831836
2006-10-09,2374655707
2006-10-10,2342303450
2006-10-11,2339068224
2006-10-12,2371420482
2006-10-13,2377890933
2006-10-16,2387596610
2006-10-17,2377890933
2006-10-18,2394067062
2006-10-19,2397302288
2006-10-20,2407007965
2006-10-23,2419948868
2006-10-24,2416713642
2006-10-25,2419948868
2006-10-26,2452301126
2006-10-27,2426419320
2006-10-30,2403772739
2006-10-31,2497594286
2006-11-01,2546122673
2006-11-02,2546122673
2006-11-03,2559063576
2006-11-06,2604356736
2006-11-07,2633473768
2006-11-08,2678766929
2006-11-09,2688472606
2006-11-10,2691707832
2006-11-13,2698178283
2006-11-14,2688472606
2006-11-15,2714354412
2006-11-16,2733765767
2006-11-17,2727295315
2006-11-20,2759647573
2006-11-21,2720824864
2006-11-22,2856704346
2006-11-24,2863174797
2006-11-27,2859939571
2006-11-28,2824352088
2006-11-29,2905232732
2006-11-30,2940820215
2006-12-01,2898762280
2006-12-04,2953761118
2006-12-05,2982878150
2006-12-06,2950525893
2006-12-07,2911703184
2006-12-08,2885821377
2006-12-11,2918173635
2006-12-12,2937584990
2006-12-13,2973172473
2006-12-14,3028171311
2006-12-15,3099346278
2006-12-18,3063758794
2006-12-19,2940820215
2006-12-20,2937584990
2006-12-21,2963466796
2006-12-22,2956996344
2006-12-26,2973172473
2006-12-27,3005524731
2006-12-28,2999054279
2006-12-29,2995819053
2007-01-03,2922165258
2007-01-04,2947141029
2007-01-05,2919043287
2007-01-08,2909677372
2007-01-09,2919043287
2007-01-10,2981482715
2007-01-11,2944019058
2007-01-12,2944019058
2007-01-16,2956506944
2007-01-17,2972116801
2007-01-18,2997092572
2007-01-19,3040800172
2007-01-22,3025190315
2007-01-23,3043922144
2007-01-24,3047044115
2007-01-25,2968994829
2007-01-26,2934653144
2007-01-29,2956506944
2007-01-30,2965872858
2007-01-31,2987726658
2007-02-01,2981482715
2007-02-02,3006458487
2007-02-05,3053288058
2007-02-06,3012702429
2007-02-07,3096995658
2007-02-08,3103239601
2007-02-09,3081385801
2007-02-12,3065775944
2007-02-13,3090751715
2007-02-14,3100117629
2007-02-15,3100117629
2007-02-16,3096995658
2007-02-20,3118849458
2007-02-21,3131337344
2007-02-22,3153191144
2007-02-23,3156313115
2007-02-26,3168801001
2007-02-27,3078263829
2007-02-28,3050166087
2007-03-01,3006458487
2007-03-02,2947141029
2007-03-05,2915921315
2007-03-06,2931531172
2007-03-07,2919043287
2007-03-08,2925287229
2007-03-09,2912799344
2007-03-12,2906555401
2007-03-13,2840994001
2007-03-14,2837872029
2007-03-15,2850359915
2007-03-16,2847237944
2007-03-19,2878457658
2007-03-20,2875335687
2007-03-21,2912799344
2007-03-22,2959628915
2007-03-23,2972116801
2007-03-26,2993970601
2007-03-27,3006458487
2007-03-28,2934653144
2007-03-29,2925287229
2007-03-30,2934653144
2007-04-02,2867957031
2007-04-03,2895801274
2007-04-04,2908176493
2007-04-05,2914364102
2007-04-09,2945302150
2007-04-10,2979334003
2007-04-11,2951489760
2007-04-12,2973146393
2007-04-13,2948395955
2007-04-16,2957677369
2007-04-17,2976240198
2007-04-18,2970052588
2007-04-19,2960771174
2007-04-20,2966958784
2007-04-23,2898895078
2007-04-24,2886519859
2007-04-25,2960771174
2007-04-26,2982427807
2007-04-27,2988615417
2007-04-30,2939114541
2007-05-01,2948395955
2007-05-02,2976240198
2007-05-03,2784424302
2007-05-04,2768955278
2007-05-07,2725642011
2007-05-08,2731829620
2007-05-09,2719454401
2007-05-10,2676141134
2007-05-11,2685422549
2007-05-14,2654484501
2007-05-15,2611171234
2007-05-16,2632827867
2007-05-17,2601889819
2007-05-18,2648296891
2007-05-21,2663765915
2007-05-22,2651390696
2007-05-23,2676141134
2007-05-24,2651390696
2007-05-25,2654484501
2007-05-29,2651390696
2007-05-30,2648296891
2007-05-31,2666859720
2007-06-01,2682328744
2007-06-04,2682328744
2007-06-05,2682328744
2007-06-06,2635921672
2007-06-07,2558576553
2007-06-08,2608077429
2007-06-11,2614265039
2007-06-12,2540013724
2007-06-13,2589514600
2007-06-14,2601889819
2007-06-15,2648296891
2007-06-18,2651390696
2007-06-19,2716360596
2007-06-20,2710172987
2007-06-21,2697797768
2007-06-22,2645203086
2007-06-25,2666859720
2007-06-26,2688516353
2007-06-27,2679234939
2007-06-28,2673047329
2007-06-29,2666859720
2007-07-02,1292862714
2007-07-03,1288342215
2007-07-05,1283821716
2007-07-06,1285328549
2007-07-09,1271767052
2007-07-10,1253685056
2007-07-11,1252178223
2007-07-12,1262726054
2007-07-13,1258205555
2007-07-16,1240123559
2007-07-17,1246150891
2007-07-18,1246150891
2007-07-19,1261219221
2007-07-20,1246150891
2007-07-23,1225055229
2007-07-24,1194918569
2007-07-25,1170809241
2007-07-26,1151220412
2007-07-27,1139165748
2007-07-30,1139165748
2007-07-31,1078892428
2007-08-01,1075878762
2007-08-02,1075878762
2007-08-03,1029166939
2007-08-06,1006564444
2007-08-07,1003550778
2007-08-08,994509780
2007-08-09,980948283
2007-08-10,1024646440
2007-08-13,1050262601
2007-08-14,1045742102
2007-08-15,1036701104
2007-08-16,1006564444
2007-08-17,1023139607
2007-08-20,1032180605
2007-08-21,1036701104
2007-08-22,1030673772
2007-08-23,1020125940
2007-08-24,1054783100
2007-08-27,1038207937
2007-08-28,1012591776
2007-08-29,1026153273
2007-08-30,1026153273
2007-08-31,1042728436
2007-09-04,1050262601
2007-09-05,1039714770
2007-09-06,1042728436
2007-09-07,1036701104
2007-09-10,1032180605
2007-09-11,1038207937
2007-09-12,1041221603
2007-09-13,1038207937
2007-09-14,1048755768
2007-09-17,1018619108
2007-09-18,1053276267
2007-09-19,1057796765
2007-09-20,1060810432
2007-09-21,1053276267
2007-09-24,1056289933
2007-09-25,1069851430
2007-09-26,1106015422
2007-09-27,1112042754
2007-09-28,1113549587
2007-10-01,2250069279
2007-10-02,2226004367
2007-10-03,2235028709
2007-10-04,2250069279
2007-10-05,2250069279
2007-10-08,2244053051
2007-10-09,2229012481
2007-10-10,2229012481
2007-10-11,2186898885
2007-10-12,2219988139
2007-10-15,2195923227
2007-10-16,2183890771
2007-10-17,2216980025
2007-10-18,2192915113
2007-10-19,2129744719
2007-10-22,2147793403
2007-10-23,2090639236
2007-10-24,2051533754
2007-10-25,2048525640
2007-10-26,2030476956
2007-10-29,2087631122
2007-10-30,2126736605
2007-10-31,2207955683
2007-11-01,2235028709
2007-11-02,2219988139
2007-11-05,2385434409
2007-11-06,2331288357
2007-11-07,2229012481
2007-11-08,2222996253
2007-11-09,2198931341
2007-11-12,2207955683
2007-11-13,2232020595
2007-11-14,2171858315
2007-11-15,2135760947
2007-11-16,2126736605
2007-11-19,2069582438
2007-11-20,2066574324
2007-11-21,2072590552
2007-11-23,2048525640
2007-11-26,1988363360
2007-11-27,2030476956
2007-11-28,2063566210
2007-11-29,2117712263
2007-11-30,2084623008
2007-12-03,2075598666
2007-12-04,2072590552
2007-12-05,2132752833
2007-12-06,2147793403
2007-12-07,2132752833
2007-12-10,2135760947
2007-12-11,2069582438
2007-12-12,2078606780
2007-12-13,2051533754
2007-12-14,2015436386
2007-12-17,1997387702
2007-12-18,2006412044
2007-12-19,2012428272
2007-12-20,2036493184
2007-12-21,2060558096
2007-12-24,2075598666
2007-12-26,2066574324
2007-12-27,2030476956
2007-12-28,2024460728
2007-12-31,2018665031
2008-01-02,1970529948
2008-01-03,1943453964
2008-01-04,1895318882
2008-01-07,1910361095
2008-01-08,1841166914
2008-01-09,1823116258
2008-01-10,1802057159
2008-01-11,1768964289
2008-01-14,1829133143
2008-01-15,1787014945
2008-01-16,1853200684
2008-01-17,1841166914
2008-01-18,1808074044
2008-01-22,1790023388
2008-01-23,1856209127
2008-01-24,1853200684
2008-01-25,1829133143
2008-01-28,1886293554
2008-01-29,1922394866
2008-01-30,1907352652
2008-01-31,1943453964
2008-02-01,1967521506
2008-02-04,1928411751
2008-02-05,1841166914
2008-02-06,1711803879
2008-02-07,1720829207
2008-02-08,1657651911
2008-02-11,1645618140
2008-02-12,1663668796
2008-02-13,1690744780
2008-02-14,1636592812
2008-02-15,1639601255
2008-02-19,1624559041
2008-02-20,1648626583
2008-02-21,1612525271
2008-02-22,1627567484
2008-02-25,1654643468
2008-02-26,1711803879
2008-02-27,1648626583
2008-02-28,1609516828
2008-02-29,1492187564
2008-03-03,1513246663
2008-03-04,1477145350
2008-03-05,1486170678
2008-03-06,1462103137
2008-03-07,1465111580
2008-03-10,1426001825
2008-03-11,1465111580
2008-03-12,1459094694
2008-03-13,1513246663
2008-03-14,1540322647
2008-03-17,1489179121
2008-03-18,1552356417
2008-03-19,1522271991
2008-03-20,1582440844
2008-03-24,1627567484
2008-03-25,1588457729
2008-03-26,1576423959
2008-03-27,1555364860
2008-03-28,1537314204
2008-03-31,1634693676
2008-04-01,1672636276
2008-04-02,1685283809
2008-04-03,1713740759
2008-04-04,1685283809
2008-04-07,1691607576
2008-04-08,1669474392
2008-04-09,1634693676
2008-04-10,1666312509
2008-04-11,1622046143
2008-04-14,1609398609
2008-04-15,1587265426
2008-04-16,1599912959
2008-04-17,1628369909
2008-04-18,1675798159
2008-04-21,1644179326
2008-04-22,1577779776
2008-04-23,1568294126
2008-04-24,1590427309
2008-04-25,1599912959
2008-04-28,1609398609
2008-04-29,1612560493
2008-04-30,1641017443
2008-05-01,1672636276
2008-05-02,1691607576
2008-05-05,1691607576
2008-05-06,1688445692
2008-05-07,1659988743
2008-05-08,1669474392
2008-05-09,1697931342
2008-05-12,1764330892
2008-05-13,1811759142
2008-05-14,1868673042
2008-05-15,1868673042
2008-05-16,1878158692
2008-05-19,1884482458
2008-05-20,1859187392
2008-05-21,1833892325
2008-05-22,1846539858
2008-05-23,1808597259
2008-05-27,1833892325
2008-05-28,1837054208
2008-05-29,1789625959
2008-05-30,1776978425
2008-06-02,1739035826
2008-06-03,1732712059
2008-06-04,1748521475
2008-06-05,1764330892
2008-06-06,1672636276
2008-06-09,1666312509
2008-06-10,1675798159
2008-06-11,1612560493
2008-06-12,1622046143
2008-06-13,1682121926
2008-06-16,1694769459
2008-06-17,1672636276
2008-06-18,1669474392
2008-06-19,1685283809
2008-06-20,1622046143
2008-06-23,1593589193
2008-06-24,1561970360
2008-06-25,1599912959
2008-06-26,1539837176
2008-06-27,1492408927
2008-06-30,1375477521
2008-07-01,1378343099
2008-07-02,1315300380
2008-07-03,1292375754
2008-07-07,1275182285
2008-07-08,1312434801
2008-07-09,1240795347
2008-07-10,1272316707
2008-07-11,1209273987
2008-07-14,1257988816
2008-07-15,1237929769
2008-07-16,1272316707
2008-07-17,1286644598
2008-07-18,1275182285
2008-07-21,1266585551
2008-07-22,1298106911
2008-07-23,1323897114
2008-07-24,1292375754
2008-07-25,1269451129
2008-07-28,1232198613
2008-07-29,1280913441
2008-07-30,1260854394
2008-07-31,1246526503
2008-08-01,1232198613
2008-08-04,1243660925
2008-08-05,1283779020
2008-08-06,1278047863
2008-08-07,1257988816
2008-08-08,1326762692
2008-08-11,1355418474
2008-08-12,1332493849
2008-08-13,1372611943
2008-08-14,1369746365
2008-08-15,1329628270
2008-08-18,1280913441
2008-08-19,1260854394
2008-08-20,1257988816
2008-08-21,1361149630
2008-08-22,1412730037
2008-08-25,1406998881
2008-08-26,1424192350
2008-08-27,1404133303
2008-08-28,1381208677
2008-08-29,1358284052
2008-09-02,1366880787
2008-09-03,1386939834
2008-09-04,1418461194
2008-09-05,1424192350
2008-09-08,1395536568
2008-09-09,1395536568
2008-09-10,1401267725
2008-09-11,1366880787
2008-09-12,1366880787
2008-09-15,1318165958
2008-09-16,1346821739
2008-09-17,1366880787
2008-09-18,1386939834
2008-09-19,1401267725
2008-09-22,1384074256
2008-09-23,1358284052
2008-09-24,1389805412
2008-09-25,1389805412
2008-09-26,1389805412
2008-09-29,1215005144
2008-09-30,1484624626
2008-10-01,1493640565
2008-10-02,1463587435
2008-10-03,1379438671
2008-10-06,1370422732
2008-10-07,1328348350
2008-10-08,1268242090
2008-10-09,1280263342
2008-10-10,1307311159
2008-10-13,1325343037
2008-10-14,1304305846
2008-10-15,1244199586
2008-10-16,1298295220
2008-10-17,1310316472
2008-10-20,1379438671
2008-10-21,1388454610
2008-10-22,1385449297
2008-10-23,1376433358
2008-10-24,1373428045
2008-10-27,1349385541
2008-10-28,1445555557
2008-10-29,1451566183
2008-10-30,1421513053
2008-10-31,1439544931
2008-11-03,1421513053
2008-11-04,1424518366
2008-11-05,1469598061
2008-11-06,1448560870
2008-11-07,1427523679
2008-11-10,1370422732
2008-11-11,1370422732
2008-11-12,1346380228
2008-11-13,1403481175
2008-11-14,1367417419
2008-11-17,1322337724
2008-11-18,1319332411
2008-11-19,1244199586
2008-11-20,1223162395
2008-11-21,1280263342
2008-11-24,1289279281
2008-11-25,1289279281
2008-11-26,1289279281
2008-11-28,1268242090
2008-12-01,1199119890
2008-12-02,1235183647
2008-12-03,1283268655
2008-12-04,1214146456
2008-12-05,1301300533
2008-12-08,1319332411
2008-12-09,1454571496
2008-12-10,1433534305
2008-12-11,1388454610
2008-12-12,1418507740
2008-12-15,1403481175
2008-12-16,1433534305
2008-12-17,1397470549
2008-12-18,1388454610
2008-12-19,1403481175
2008-12-22,1382443984
2008-12-23,1364412106
2008-12-24,1355396167
2008-12-26,1325343037
2008-12-29,1310316472
2008-12-30,1352390854
2008-12-31,1432129133
2009-01-02,1464025105
2009-01-05,1467214702
2009-01-06,1489541883
2009-01-07,1428939536
2009-01-08,1425749939
2009-01-09,1365147593
2009-01-12,1352389204
2009-01-13,1346010009
2009-01-14,1352389204
2009-01-15,1374716384
2009-01-16,1377905981
2009-01-20,1346010009
2009-01-21,1365147593
2009-01-22,1355578801
2009-01-23,1365147593
2009-01-26,1355578801
2009-01-27,1368337190
2009-01-28,1374716384
2009-01-29,1361957995
2009-01-30,1339630815
2009-02-02,1358768398
2009-02-03,1342820412
2009-02-04,1285407663
2009-02-05,1291786857
2009-02-06,1346010009
2009-02-09,1365147593
2009-02-10,1320493232
2009-02-11,1304545246
2009-02-12,1374716384
2009-02-13,1371526787
2009-02-17,1346010009
2009-02-18,1349199607
2009-02-19,1317303635
2009-02-20,1371526787
2009-02-23,1358768398
2009-02-24,1406612356
2009-02-25,1377905981
2009-02-26,1355578801
2009-02-27,1358768398
2009-03-02,1349199607
2009-03-03,1323682829
2009-03-04,1320493232
2009-03-05,1298166052
2009-03-06,1285407663
2009-03-09,1224805317
2009-03-10,1282218066
2009-03-11,1272649274
2009-03-12,1298166052
2009-03-13,1330062024
2009-03-16,1317303635
2009-03-17,1361957995
2009-03-18,1355578801
2009-03-19,1374716384
2009-03-20,1339630815
2009-03-23,1355578801
2009-03-24,1339630815
2009-03-25,1355578801
2009-03-26,1444887522
2009-03-27,1400233162
2009-03-30,1387474773
2009-03-31,1375419244
2009-04-01,1413361844
2009-04-02,1429171260
2009-04-03,1435495027
2009-04-06,1457628210
2009-04-07,1429171260
2009-04-08,1451304443
2009-04-09,1489247043
2009-04-13,1498732693
2009-04-14,1482923277
2009-04-15,1470275743
2009-04-16,1517703993
2009-04-17,1508218343
2009-04-20,1460790093
2009-04-21,1470275743
2009-04-22,1457628210
2009-04-23,1457628210
2009-04-24,1479761393
2009-04-27,1438656910
2009-04-28,1441818793
2009-04-29,1501894577
2009-04-30,1444980677
2009-05-01,1448142560
2009-05-04,1448142560
2009-05-05,1448142560
2009-05-06,1441818793
2009-05-07,1432333143
