,ACN
2006-03-10,18618316850
2006-03-13,18612417510
2006-03-14,18683209589
2006-03-15,18812995068
2006-03-16,18783498368
2006-03-17,18588820150
2006-03-20,18547524771
2006-03-21,18830693088
2006-03-22,19084364705
2006-03-23,18972277247
2006-03-24,18582920811
2006-03-27,18181765695
2006-03-28,18228960414
2006-03-29,17172978565
2006-03-30,17733415859
2006-03-31,17739315199
2006-04-03,17644925760
2006-04-04,17904496717
2006-04-05,17521039621
2006-04-06,17344059423
2006-04-07,17125783845
2006-04-10,17113985165
2006-04-11,16960602327
2006-04-12,17338160083
2006-04-13,17397153483
2006-04-17,17509240941
2006-04-18,18040181536
2006-04-19,17816006618
2006-04-20,17792409259
2006-04-21,17703919159
2006-04-24,17526938961
2006-04-25,17491542922
2006-04-26,17462046222
2006-04-27,17515140281
2006-04-28,17149381205
2006-05-01,17385354803
2006-05-02,17373556123
2006-05-03,17320462063
2006-05-04,17314562723
2006-05-05,17373556123
2006-05-08,17403052823
2006-05-09,17349958763
2006-05-10,17403052823
2006-05-11,17473844902
2006-05-12,17208374604
2006-05-15,17025495066
2006-05-16,17090387806
2006-05-17,16907508268
2006-05-18,16364768993
2006-05-19,16329372953
2006-05-22,16081600676
2006-05-23,16140594075
2006-05-24,16429661732
2006-05-25,16529950511
2006-05-26,16488655132
2006-05-30,16347070973
2006-05-31,16606641931
2006-06-01,16809043717
2006-06-02,16695307310
2006-06-05,16443889989
2006-06-06,16425931609
2006-06-07,16180500416
2006-06-08,16186486542
2006-06-09,16198458796
2006-06-12,15929083095
2006-06-13,15563929368
2006-06-14,15551957114
2006-06-15,15701610281
2006-06-16,15432234581
2006-06-19,15551957114
2006-06-20,15737527041
2006-06-21,16336139709
2006-06-22,16072750135
2006-06-23,16222403302
2006-06-26,16318181329
2006-06-27,16192472669
2006-06-28,16431917736
2006-06-29,16821015970
2006-06-30,16952710757
2006-07-03,17054474911
2006-07-05,17024544277
2006-07-06,16904821744
2006-07-07,16761154704
2006-07-10,16743196323
2006-07-11,16575584776
2006-07-12,16904821744
2006-07-13,16791085337
2006-07-14,16982641391
2006-07-17,16827002097
2006-07-18,16755168577
2006-07-19,17305892231
2006-07-20,16880877237
2006-07-21,16713265690
2006-07-24,16886863364
2006-07-25,17228072585
2006-07-26,16934752377
2006-07-27,17096377798
2006-07-28,17311878358
2006-07-31,17515406665
2006-08-01,17054474911
2006-08-02,17216100331
2006-08-03,17425614765
2006-08-04,17258003218
2006-08-07,17240044838
2006-08-08,17114336178
2006-08-09,16779113084
2006-08-10,16791085337
2006-08-11,16563612523
2006-08-14,16635446043
2006-08-15,16797071464
2006-08-16,17234058711
2006-08-17,17323850611
2006-08-18,17419628638
2006-08-21,17102363924
2006-08-22,16797071464
2006-08-23,16904821744
2006-08-24,17048488784
2006-08-25,16976655264
2006-08-28,17186169698
2006-08-29,17126308431
2006-08-30,17240044838
2006-08-31,17754851732
2006-09-01,17910491026
2006-09-05,17772810112
2006-09-06,17281947725
2006-09-07,16994613644
2006-09-08,17120322304
2006-09-11,16988627517
2006-09-12,17210114205
2006-09-13,17641115325
2006-09-14,17563295679
2006-09-15,17359767372
2006-09-18,17515406665
2006-09-19,17425614765
2006-09-20,17593226312
2006-09-21,17437587018
2006-09-22,17563295679
2006-09-25,17808726873
2006-09-26,17641115325
2006-09-27,17575267932
2006-09-28,18916160308
2006-09-29,18982007702
2006-10-02,18461214681
2006-10-03,18515089821
2006-10-04,18766507141
2006-10-05,18700659748
2006-10-06,18437270174
2006-10-09,18826368408
2006-10-10,19083771855
2006-10-11,19125674742
2006-10-12,18976021575
2006-10-13,19275327909
2006-10-16,19107716362
2006-10-17,18910174182
2006-10-18,19101730235
2006-10-19,18880243548
2006-10-20,18856299042
2006-10-23,19197508262
2006-10-24,19383078189
2006-10-25,19389064316
2006-10-26,19640481637
2006-10-27,19448925583
2006-10-30,19951760224
2006-10-31,19700342903
2006-11-01,19742245790
2006-11-02,19951760224
2006-11-03,19808093184
2006-11-06,20173246911
2006-11-07,19814079310
2006-11-08,20017607617
2006-11-09,19975704731
2006-11-10,20275011065
2006-11-13,20221135925
2006-11-14,20418678105
2006-11-15,20562345145
2006-11-16,20933484999
2006-11-17,21041235280
2006-11-20,20694039932
2006-11-21,20646150919
2006-11-22,20508470005
2006-11-24,20544386765
2006-11-27,19945774097
2006-11-28,19885912830
2006-11-29,19873940577
2006-11-30,20173246911
2006-12-01,20432262702
2006-12-04,20788815053
2006-12-05,20964069599
2006-12-06,20849247655
2006-12-07,20825074614
2006-12-08,20855290915
2006-12-11,20637733548
2006-12-12,20885507216
2006-12-13,20976156119
2006-12-14,21121194364
2006-12-15,21030545461
2006-12-18,20891550476
2006-12-19,20915723517
2006-12-20,21199756746
2006-12-21,22160635116
2006-12-22,22027683392
2006-12-26,21937034489
2006-12-27,22088115994
2006-12-28,22523230728
2006-12-29,22317759881
2007-01-03,21985380571
2007-01-04,22480927906
2007-01-05,22166678376
2007-01-08,22486971166
2007-01-09,22432581825
2007-01-10,22565533549
2007-01-11,22474884646
2007-01-12,22952302201
2007-01-16,22420495304
2007-01-17,22674312232
2007-01-18,22450711605
2007-01-19,22208981198
2007-01-22,22166678376
2007-01-23,22263370539
2007-01-24,22190851417
2007-01-25,22076029474
2007-01-26,22076029474
2007-01-29,22317759881
2007-01-30,22360062703
2007-01-31,22813307217
2007-02-01,23018778063
2007-02-02,23320941073
2007-02-05,23363243894
2007-02-06,23302811292
2007-02-07,23629147342
2007-02-08,23472022577
2007-02-09,23441806277
2007-02-12,23175902828
2007-02-13,23399503455
2007-02-14,23689579944
2007-02-15,23441806277
2007-02-16,23417633236
2007-02-20,23441806277
2007-02-21,23248421950
2007-02-22,23145686527
2007-02-23,23115470226
2007-02-26,22934172421
2007-02-27,22239197499
2007-02-28,21622784959
2007-03-01,21387298726
2007-03-02,21715306148
2007-03-05,21198998169
2007-03-06,21405521361
2007-03-07,21332630823
2007-03-08,21709231936
2007-03-09,21933977762
2007-03-12,22085833050
2007-03-13,21672786667
2007-03-14,21539154014
2007-03-15,21259740285
2007-03-16,21417669784
2007-03-19,21739602994
2007-03-20,22049387781
2007-03-21,22243762549
2007-03-22,22316653087
2007-03-23,22110129896
2007-03-26,22322727299
2007-03-27,22000794089
2007-03-28,22832961066
2007-03-29,23495050120
2007-03-30,23410011159
2007-04-02,23567940658
2007-04-03,23373565890
2007-04-04,23519346966
2007-04-05,23470753274
2007-04-09,23282452717
2007-04-10,23142745853
2007-04-11,23185265333
2007-04-12,23337120621
2007-04-13,23507198543
2007-04-16,23555792235
2007-04-17,23640831196
2007-04-18,23495050120
2007-04-19,23252081660
2007-04-20,23373565890
2007-04-23,23422159582
2007-04-24,23531495389
2007-04-25,23895948080
2007-04-26,23519346966
2007-04-27,23495050120
2007-04-30,23750167004
2007-05-01,23707647523
2007-05-02,23665128042
2007-05-03,23841280176
2007-05-04,23750167004
2007-05-07,23264230083
2007-05-08,23331046409
2007-05-09,23610460139
2007-05-10,23282452717
2007-05-11,23288526929
2007-05-14,23167042699
2007-05-15,23324972198
2007-05-16,24248252347
2007-05-17,24023506522
2007-05-18,24096397060
2007-05-21,24090322848
2007-05-22,24066026002
2007-05-23,24321142886
2007-05-24,24254326559
2007-05-25,24734189268
2007-05-29,24861747710
2007-05-30,24685595576
2007-05-31,24867821921
2007-06-01,25244611400
2007-06-04,25232374554
2007-06-05,25544414104
2007-06-06,25085532414
2007-06-07,24363558554
2007-06-08,24290137483
2007-06-11,24204479568
2007-06-12,24167769033
2007-06-13,24149413765
2007-06-14,24173887455
2007-06-15,24473690160
2007-06-18,25397571963
2007-06-19,25336387738
2007-06-20,25734085203
2007-06-21,25556650949
2007-06-22,26082835288
2007-06-25,25789151006
2007-06-26,26186848471
2007-06-27,26284743231
2007-06-28,26205203738
2007-06-29,26241914274
2007-07-02,26027769485
2007-07-03,25831979963
2007-07-05,26192966893
2007-07-06,26309216922
2007-07-09,26229677428
2007-07-10,25513821991
2007-07-11,25801387851
2007-07-12,26015532640
2007-07-13,25887045766
2007-07-16,26003295795
2007-07-17,25642308865
2007-07-18,25679019400
2007-07-19,26309216922
2007-07-20,26498888020
2007-07-23,26804809147
2007-07-24,26046124752
2007-07-25,25636190442
2007-07-26,25238492977
2007-07-27,25519940414
2007-07-30,25770795738
2007-07-31,25776914161
2007-08-01,25415927231
2007-08-02,25813624696
2007-08-03,25085532414
2007-08-06,25519940414
2007-08-07,25672900977
2007-08-08,25342506160
2007-08-09,24351321709
2007-08-10,23978097934
2007-08-13,24528755962
2007-08-14,24045400582
2007-08-15,23770071567
2007-08-16,22919610834
2007-08-17,23739479455
2007-08-20,24228953258
2007-08-21,24455334892
2007-08-22,24632769146
2007-08-23,24730663906
2007-08-24,24504282272
2007-08-27,24602177033
2007-08-28,24228953258
2007-08-29,24620532300
2007-08-30,25146716639
2007-08-31,25214019287
2007-09-04,25305795625
2007-09-05,25042703456
2007-09-06,24804084977
2007-09-07,24485927005
2007-09-10,24381913821
2007-09-11,24210597990
2007-09-12,24302374328
2007-09-13,24339084864
2007-09-14,24265663793
2007-09-17,23800663680
2007-09-18,23543689933
2007-09-19,23996453201
2007-09-20,24020926892
2007-09-21,24290137483
2007-09-24,24106584807
2007-09-25,23268360919
2007-09-26,23133755623
2007-09-27,23262242497
2007-09-28,24626650723
2007-10-01,25012111343
2007-10-02,24510400695
2007-10-03,24363558554
2007-10-04,24430861202
2007-10-05,24180005878
2007-10-08,24314611173
2007-10-09,24645005991
2007-10-10,25568887794
2007-10-11,25067177146
2007-10-12,25825861541
2007-10-15,25085532414
2007-10-16,24638887568
2007-10-17,25030466611
2007-10-18,25116124526
2007-10-19,24027045314
2007-10-22,23953624244
2007-10-23,24381913821
2007-10-24,23941387399
2007-10-25,23562045201
2007-10-26,23984216356
2007-10-29,23984216356
2007-10-30,23678295229
2007-10-31,23892440018
2007-11-01,23543689933
2007-11-02,23494742553
2007-11-05,22974676637
2007-11-06,22191518552
2007-11-07,21977373763
2007-11-08,21518492073
2007-11-09,21328820974
2007-11-12,21818294777
2007-11-13,22515794947
2007-11-14,21763228974
2007-11-15,22430137031
2007-11-16,22509676524
2007-11-19,21414478890
2007-11-20,21432834157
2007-11-21,21145268298
2007-11-23,21512373650
2007-11-26,20729215565
2007-11-27,20668031340
2007-11-28,21322702551
2007-11-29,21200334101
2007-11-30,21145268298
2007-12-03,20755004649
2007-12-04,20590717014
2007-12-05,21047071557
2007-12-06,21503426101
2007-12-07,21564273374
2007-12-10,22233593371
2007-12-11,21442578829
2007-12-12,21083579921
2007-12-13,21150511921
2007-12-14,20688072650
2007-12-17,20834106104
2007-12-18,21552103919
2007-12-19,21272206466
2007-12-20,22659524279
2007-12-21,23121963550
2007-12-24,23152387186
2007-12-26,23103709368
2007-12-27,22428304643
2007-12-28,22440474098
2007-12-31,21923272281
2008-01-02,21941526463
2008-01-03,21564273374
2008-01-04,21241782829
2008-01-07,20669818468
2008-01-08,20669818468
2008-01-09,20572462832
2008-01-10,20450768287
2008-01-11,19951820652
2008-01-14,20396005742
2008-01-15,20383836287
2008-01-16,20712411559
2008-01-17,20329073742
2008-01-18,20548123923
2008-01-22,20262141742
2008-01-23,20122193015
2008-01-24,20615055923
2008-01-25,20602886468
2008-01-28,20645479559
2008-01-29,21016647921
2008-01-30,20700242104
2008-01-31,21065325739
2008-02-01,21320884284
2008-02-04,20785428285
2008-02-05,20396005742
2008-02-06,20572462832
2008-02-07,20195209742
2008-02-08,20657649013
2008-02-11,20785428285
2008-02-12,21393901010
2008-02-13,21807662464
2008-02-14,21667713737
2008-02-15,21028817376
2008-02-19,21162681375
2008-02-20,20748919922
2008-02-21,20584632286
2008-02-22,20706326831
2008-02-25,21156596648
2008-02-26,22124068281
2008-02-27,22543914461
2008-02-28,22391796280
2008-02-29,21448663556
2008-03-03,21155187357
2008-03-04,21033884677
2008-03-05,21294685438
2008-03-06,21088470883
2008-03-07,20469827216
2008-03-10,20014942167
2008-03-11,20663911503
2008-03-12,20518348288
2008-03-13,20651781235
2008-03-14,20227221856
2008-03-17,20051332970
2008-03-18,20924712265
2008-03-19,20851930657
2008-03-20,20991428739
2008-03-24,22022501517
2008-03-25,21458444056
2008-03-26,21446313788
2008-03-27,21500899994
2008-03-28,21422053252
2008-03-31,21331076242
2008-04-01,21755635622
2008-04-02,21688919148
2008-04-03,21980045579
2008-04-04,22301497681
2008-04-07,22544103040
2008-04-08,23041444028
2008-04-09,22416735227
2008-04-10,23089965099
2008-04-11,22143804197
2008-04-14,22174129867
2008-04-15,22168064733
2008-04-16,22798838668
2008-04-17,23150616439
2008-04-18,23835976580
2008-04-21,23302244789
2008-04-22,22944401884
2008-04-23,23253723717
2008-04-24,23502394211
2008-04-25,23617631757
2008-04-28,23714673900
2008-04-29,23514524479
2008-04-30,22774578132
2008-05-01,23277984253
2008-05-02,23696478498
2008-05-05,23514524479
2008-05-06,23441742871
2008-05-07,22653275452
2008-05-08,23017183492
2008-05-09,22895880812
2008-05-12,23047509162
2008-05-13,22926206482
2008-05-14,23083899965
2008-05-15,23180942109
2008-05-16,23217332913
2008-05-19,23362896129
2008-05-20,22968662420
2008-05-21,22562298442
2008-05-22,22629014916
2008-05-23,22459191164
2008-05-27,22817034070
2008-05-28,23284049387
2008-05-29,24278731361
2008-05-30,24757876947
2008-06-02,25362652682
2008-06-03,25350207808
2008-06-04,25119977644
2008-06-05,25530658477
2008-06-06,24815078237
2008-06-09,24391952530
2008-06-10,24535068578
2008-06-11,23999939007
2008-06-12,24180389676
2008-06-13,24385730093
2008-06-16,24622182694
2008-06-17,24416842277
2008-06-18,24161722366
2008-06-19,24678184626
2008-06-20,24342173035
2008-06-23,24230169171
2008-06-24,23856822959
2008-06-25,24497733957
2008-06-26,24174167239
2008-06-27,25723554020
2008-06-30,25337762934
2008-07-01,25119977644
2008-07-02,25169757139
2008-07-03,25144867391
2008-07-07,24802633363
2008-07-08,25511991167
2008-07-09,24889747480
2008-07-10,24883525043
2008-07-11,24311060851
2008-07-14,24416842277
2008-07-15,24074608250
2008-07-16,24261281356
2008-07-17,24591070510
2008-07-18,24510178830
2008-07-21,24647072442
2008-07-22,25026641091
2008-07-23,25331540497
2008-07-24,25014196217
2008-07-25,25250648818
2008-07-28,24827523111
2008-07-29,25698664273
2008-07-30,26078232922
2008-07-31,25984896369
2008-08-01,25854225194
2008-08-04,25760888641
2008-08-05,25686219399
2008-08-06,25692441836
2008-08-07,25928894437
2008-08-08,25972451495
2008-08-11,25928894437
2008-08-12,25524436040
2008-08-13,25362652682
2008-08-14,25449766798
2008-08-15,25524436040
2008-08-18,25381319992
2008-08-19,25119977644
2008-08-20,25007973780
2008-08-21,24920859664
2008-08-22,25207091760
2008-08-25,24416842277
2008-08-26,24684407063
2008-08-27,25294205876
2008-08-28,25735998894
2008-08-29,25735998894
2008-09-02,26109345106
2008-09-03,24883525043
2008-09-04,24230169171
2008-09-05,24242614045
2008-09-08,24696851937
2008-09-09,23856822959
2008-09-10,23788376154
2008-09-11,22792786254
2008-09-12,22929679865
2008-09-15,22537666343
2008-09-16,22830120876
2008-09-17,21946534840
2008-09-18,22338548363
2008-09-19,24124387744
2008-09-22,23066573477
2008-09-23,23178577340
2008-09-24,22761674070
2008-09-25,23128797845
2008-09-26,24609737820
2008-09-29,23645260106
2008-09-30,23645260106
2008-10-01,23060351040
2008-10-02,22711894575
2008-10-03,21896755345
2008-10-06,21156285358
2008-10-07,19862018489
2008-10-08,19911797984
2008-10-09,18704645231
2008-10-10,17982842554
2008-10-13,20926055193
2008-10-14,20534041671
2008-10-15,19389113286
2008-10-16,19202440180
2008-10-17,19538451771
2008-10-20,19824683867
2008-10-21,19345556228
2008-10-22,18642420862
2008-10-23,18300186834
2008-10-24,17964175243
2008-10-27,17136591139
2008-10-28,18773092036
2008-10-29,19152660685
2008-10-30,19961577478
2008-10-31,20565153855
2008-11-03,20030024284
2008-11-04,20571376292
2008-11-05,19519784461
2008-11-06,18312631708
2008-11-07,18984654890
2008-11-10,18679755483
2008-11-11,18393523387
2008-11-12,17478825167
2008-11-13,18275297087
2008-11-14,17839726506
2008-11-17,17142813576
2008-11-18,17765057263
2008-11-19,16800579549
2008-11-20,16620128879
2008-11-21,17740167516
2008-11-24,18661088173
2008-11-25,18318854145
2008-11-26,19028211948
2008-11-28,19277109423
2008-12-01,18030611190
2008-12-02,18626254230
2008-12-03,19153646505
2008-12-04,18074043495
2008-12-05,17540446605
2008-12-08,17583878910
2008-12-09,17993383500
2008-12-10,17664538905
2008-12-11,17099918940
2008-12-12,17738994285
2008-12-15,18018201960
2008-12-16,18303614250
2008-12-17,18762755760
2008-12-18,18868234215
2008-12-19,19985064915
2008-12-22,19854768000
2008-12-23,19662424935
2008-12-24,19451468025
2008-12-26,19587969555
2008-12-29,19761698775
2008-12-30,20121566445
2008-12-31,20344932585
2009-01-02,20890938705
2009-01-05,20984007930
2009-01-06,20723414100
2009-01-07,20959189470
2009-01-08,20748232560
2009-01-09,20928166394
2009-01-12,20493843345
2009-01-13,21139123305
2009-01-14,20127771060
2009-01-15,20258067975
2009-01-16,20276681820
2009-01-20,19780312620
2009-01-21,20462820269
2009-01-22,19643811090
2009-01-23,19470081870
2009-01-26,19867177230
2009-01-27,20090543370
2009-01-28,20580707955
2009-01-29,19960246455
2009-01-30,19581764940
2009-02-02,19736880315
2009-02-03,20400774120
2009-02-04,20543480265
2009-02-05,20233249515
2009-02-06,20549684880
2009-02-09,20475229500
2009-02-10,19860972615
2009-02-11,19786517235
2009-02-12,19519718790
2009-02-13,19203283425
2009-02-17,18818597295
2009-02-18,19240511115
2009-02-19,19116418815
2009-02-20,18601435770
2009-02-23,17925132735
2009-02-24,18173317335
2009-02-25,18390478860
2009-02-26,17980974270
2009-02-27,18111271185
2009-03-02,17362393421
2009-03-03,17337447454
2009-03-04,17574434146
2009-03-05,17287555519
2009-03-06,17462177292
2009-03-09,16894656530
2009-03-10,17624326081
2009-03-11,18035934545
2009-03-12,18740658129
2009-03-13,18784313572
2009-03-16,18697002686
2009-03-17,19008827280
2009-03-18,19301942399
2009-03-19,19040009740
2009-03-20,18834205507
2009-03-23,19782152275
2009-03-24,19470327680
2009-03-25,19713550864
2009-03-26,19931828080
2009-03-27,17250136567
2009-03-30,17356156929
2009-03-31,17144116205
2009-04-01,17243900075
2009-04-02,17287555519
2009-04-03,17487123259
2009-04-06,17605616605
2009-04-07,17206481124
2009-04-08,17112933746
2009-04-09,17281319027
2009-04-13,17399812373
2009-04-14,17337447454
2009-04-15,17081751286
2009-04-16,17150352697
2009-04-17,16913366005
2009-04-20,16844764594
2009-04-21,16632723870
2009-04-22,16707561773
2009-04-23,17194008140
2009-04-24,18254211762
2009-04-27,18098299464
2009-04-28,18029698053
2009-04-29,18441306518
2009-04-30,18353995632
2009-05-01,18622164783
2009-05-04,19021300264
2009-05-05,18971408329
2009-05-06,18803023048
2009-05-07,18746894621
2009-05-08,18335286156
2009-05-11,18378941599
2009-05-12,18285394221
2009-05-13,17973569626
2009-05-14,18067117005
2009-05-15,17979806118
2009-05-18,18765604097
2009-05-19,18709475670
2009-05-20,18921516394
2009-05-21,18634637767
2009-05-22,18909043410
2009-05-26,19270759940
2009-05-27,18977644821
2009-05-28,18709475670
2009-05-29,18665820226
2009-06-01,19766796758
2009-06-02,19716274594
2009-06-03,19179476599
2009-06-04,19072117000
2009-06-05,19286836198
2009-06-08,18762668744
2009-06-09,19122639164
2009-06-10,19356304174
2009-06-11,19798373111
2009-06-12,19874156357
2009-06-15,20032038121
2009-06-16,19886786898
2009-06-17,20423584894
2009-06-18,20221496237
2009-06-19,20044668662
2009-06-22,19653121889
2009-06-23,19684698242
2009-06-24,19848895275
2009-06-25,19981515956
2009-06-26,21295092227
2009-06-29,21111949381
2009-06-30,21130895193
2009-07-01,21307722768
2009-07-02,20928806536
2009-07-06,20922491265
2009-07-07,20568836116
2009-07-08,20619358280
2009-07-09,20455161246
2009-07-10,20650934633
2009-07-13,21067742488
2009-07-14,21288776956
2009-07-15,21497180884
2009-07-16,21705584811
2009-07-17,21743476434
2009-07-20,21680323729
2009-07-21,21629801565
2009-07-22,21345614391
2009-07-23,22179230101
2009-07-24,22393949299
2009-07-27,22172914830
2009-07-28,22273959159
2009-07-29,22078185772
2009-07-30,22179230101
2009-07-31,22147653748
2009-08-03,22722343366
2009-08-04,22520254709
2009-08-05,22343427135
2009-08-06,22198175912
2009-08-07,22513939439
2009-08-10,22690767014
2009-08-11,22431840922
2009-08-12,22608668497
2009-08-13,22956008376
2009-08-14,22810757154
2009-08-17,22697082284
2009-08-18,22924432023
2009-08-19,23094944328
2009-08-20,22949693106
2009-08-21,22393949299
2009-08-24,22457102004
2009-08-25,21876097115
2009-08-26,22147653748
2009-08-27,22179230101
2009-08-28,21598225212
2009-08-31,20840392749
2009-09-01,20973013430
2009-09-02,21048796676
2009-09-03,21730845893
2009-09-04,21907673468
2009-09-08,21787683328
2009-09-09,21945565091
2009-09-10,22191860642
2009-09-11,22545515792
2009-09-14,22614983767
2009-09-15,22614983767
2009-09-16,23012845811
2009-09-17,22899170941
2009-09-18,22633929579
2009-09-21,22772865531
2009-09-22,23328609337
2009-09-23,22987584729
2009-09-24,22709712825
2009-09-25,22810757154
2009-09-28,23928560038
2009-09-29,23524382724
2009-09-30,23537013265
2009-10-01,23069683246
2009-10-02,23682264487
2009-10-05,23991712743
2009-10-06,24206431941
2009-10-07,24256954105
2009-10-08,24717968854
2009-10-09,24673761960
2009-10-12,24951633864
2009-10-13,24894796429
2009-10-14,24793752100
2009-10-15,24503249656
2009-10-16,24705338313
2009-10-19,24433781680
2009-10-20,24092757071
2009-10-21,24244323564
2009-10-22,23783308815
2009-10-23,23852776791
2009-10-26,23619111782
2009-10-27,23593850700
2009-10-28,23537013265
2009-10-29,23751732463
2009-10-30,23417023125
2009-11-02,23776993545
2009-11-03,24086441801
2009-11-04,24320106811
2009-11-05,24610609255
2009-11-06,24787436830
2009-11-09,25248451578
2009-11-10,24894796429
2009-11-11,24692707772
2009-11-12,24907426970
2009-11-13,24976894946
2009-11-16,25210559955
2009-11-17,25418963883
2009-11-18,25261082120
2009-11-19,25103200356
2009-11-20,25153722520
2009-11-23,25602106728
2009-11-24,25602106728
2009-11-25,25627367810
2009-11-27,25583160917
2009-11-30,26212051172
2009-12-01,26505850966
2009-12-02,26844359424
2009-12-03,26748555143
2009-12-04,27170093978
2009-12-07,27336154731
2009-12-08,27380863395
2009-12-09,26978485416
2009-12-10,27259511306
2009-12-11,26825198568
2009-12-14,26799650759
2009-12-15,26467529253
2009-12-16,26723007335
2009-12-17,26608042198
2009-12-18,26422820589
2009-12-21,25950186138
2009-12-22,26109859939
2009-12-23,26358951069
2009-12-24,26435594493
2009-12-28,26729394287
2009-12-29,26716620383
2009-12-30,26627203054
2009-12-31,26505850966
2010-01-04,26869907232
2010-01-05,27035967985
2010-01-06,27323380827
2010-01-07,27297833018
2010-01-08,27189254834
2010-01-11,27163707026
2010-01-12,26991259321
2010-01-13,27297833018
2010-01-14,27540537196
2010-01-15,27342541683
2010-01-19,27942915175
2010-01-20,27789628326
2010-01-21,27521376340
2010-01-22,26940163704
2010-01-25,26748555143
2010-01-26,26716620383
2010-01-27,26780489903
2010-01-28,26371724973
2010-01-29,26180116411
2010-02-01,26307855452
2010-02-02,26582494390
2010-02-03,26569720486
2010-02-04,25937412234
2010-02-05,25892703570
2010-02-08,25656386344
2010-02-09,25701095008
2010-02-10,25560582064
2010-02-11,25720255865
2010-02-12,25860768809
2010-02-16,26084312131
2010-02-17,26052377371
2010-02-18,26384498877
2010-02-19,26103472987
2010-02-22,25994894802
2010-02-23,25713868913
2010-02-24,25726642817
2010-02-25,25388134359
2010-02-26,25528647303
2010-03-01,25711946284
2010-03-02,26039037644
2010-03-03,26064691868
2010-03-04,26237857882
2010-03-05,26411023896
2010-03-08,26590603466
2010-03-09,26975416830
2010-03-10,26975416830
2010-03-11,26936935494
2010-03-12,27013898166
2010-03-15,27257613297
2010-03-16,26936935494
2010-03-17,27090860839
2010-03-18,27116515063
2010-03-19,26975416830
2010-03-22,27212718405
2010-03-23,27193477736
2010-03-24,26802250816
2010-03-25,26629084802
2010-03-26,27193477736
2010-03-29,27129342176
2010-03-30,27071620171
2010-03-31,26904867713
2010-04-01,26834318596
2010-04-05,26911281269
2010-04-06,26629084802
2010-04-07,26654739026
2010-04-08,26872799933
2010-04-09,27469260647
2010-04-12,27623185993
2010-04-13,27642426661
2010-04-14,27603945325
2010-04-15,27732216446
2010-04-16,27674494442
2010-04-19,27469260647
2010-04-20,28007999357
2010-04-21,28206819595
2010-04-22,28168338259
2010-04-23,28649354964
2010-04-26,28264541600
2010-04-27,27706562222
2010-04-28,27911796016
2010-04-29,28341504273
2010-04-30,27988758689
2010-05-03,28059307806
2010-05-04,27578291101
2010-05-05,27045965947
2010-05-06,26353301891
2010-05-07,25859458074
2010-05-10,26327647667
2010-05-11,26391783228
2010-05-12,26590603466
2010-05-13,26180135877
2010-05-14,25006455116
2010-05-17,25538780270
2010-05-18,25179621130
2010-05-19,25166794018
2010-05-20,24345858841
2010-05-21,24461302850
2010-05-24,24589573972
2010-05-25,24326618173
2010-05-26,23993113257
2010-05-27,24531851967
2010-05-28,24063662374
2010-06-01,23395227604
2010-06-02,23471703423
2010-06-03,24121747884
2010-06-04,23535433272
2010-06-07,23293259846
2010-06-08,23223157012
2010-06-09,23223157012
2010-06-10,24000661171
2010-06-11,23987915201
2010-06-14,24089882959
2010-06-15,24561483843
2010-06-16,24657078616
2010-06-17,24529618918
2010-06-18,24810030254
2010-06-21,24733554435
2010-06-22,24370294295
2010-06-23,24325683401
2010-06-24,23930558337
2010-06-25,25842453810
2010-06-28,25313496062
2010-06-29,24631586677
2010-06-30,24631586677
2010-07-01,24395786235
2010-07-02,24179104748
2010-07-06,24478635039
2010-07-07,25020338756
2010-07-08,25071322635
2010-07-09,25122306515
2010-07-12,25319869047
2010-07-13,25651264262
2010-07-14,25555669489
2010-07-15,25504685609
2010-07-16,24854641149
2010-07-19,24962981892
2010-07-20,24790911299
2010-07-21,24606094737
2010-07-22,25338988002
2010-07-23,25734113066
2010-07-26,25797842915
2010-07-27,25702248142
2010-07-28,25402717851
2010-07-29,25013965771
2010-07-30,25262512183
2010-08-02,25702248142
2010-08-03,25491939640
2010-08-04,25708621126
2010-08-05,25472820685
2010-08-06,25664010232
2010-08-09,25855199779
2010-08-10,25791469930
2010-08-11,25485566655
2010-08-12,25147798454
2010-08-13,24759046375
2010-08-16,24797284284
2010-08-17,25275258153
2010-08-18,25275258153
2010-08-19,24790911299
2010-08-20,24485008024
2010-08-23,24217342658
2010-08-24,23701130880
2010-08-25,23758487744
2010-08-26,23669265955
2010-08-27,23707503865
2010-08-30,23516314317
2010-08-31,23325124770
2010-09-01,23834963563
2010-09-02,24210969673
2010-09-03,24586975782
2010-09-07,24440397129
2010-09-08,24300191461
2010-09-09,24351175341
2010-09-10,24739927420
2010-09-13,24911998013
2010-09-14,24988473832
2010-09-15,25262512183
2010-09-16,25409090836
2010-09-17,25848826794
2010-09-20,26479752301
2010-09-21,26473379316
2010-09-22,26932234229
2010-09-23,27040574973
2010-09-24,26702806772
2010-09-27,26562601104
2010-09-28,26715552742
2010-09-29,26957726169
2010-09-30,27078812882
2010-10-01,28283307030
2010-10-04,28289680015
2010-10-05,28774026868
2010-10-06,28805891793
2010-10-07,29213762827
2010-10-08,29175524917
2010-10-11,29035319249
2010-10-12,29143659993
2010-10-13,28837756717
2010-10-14,28952470446
2010-10-15,28863248657
2010-10-18,28952470446
2010-10-19,28965216415
2010-10-20,29035319249
2010-10-21,29156405963
2010-10-22,29086303129
2010-10-25,29016200295
