,MDT
2004-08-24,60789470000
2004-08-25,61648215000
2004-08-26,61914305000
2004-08-27,60620140000
2004-08-30,59967010000
2004-08-31,60172625000
2004-09-01,60462905000
2004-09-02,60898325000
2004-09-03,60595950000
2004-09-07,61164415000
2004-09-08,60716900000
2004-09-09,60523380000
2004-09-10,60148435000
2004-09-13,59821870000
2004-09-14,60148435000
2004-09-15,60015390000
2004-09-16,60136340000
2004-09-17,60293575000
2004-09-20,59870250000
2004-09-21,60789470000
2004-09-22,60777375000
2004-09-23,60741090000
2004-09-24,61527265000
2004-09-27,61079750000
2004-09-28,61503075000
2004-09-29,62615815000
2004-09-30,62773050000
2004-10-01,63583415000
2004-10-04,64333305000
2004-10-05,63014950000
2004-10-06,63220565000
2004-10-07,62482769999
2004-10-08,62047350000
2004-10-11,61902210000
2004-10-12,61793355000
2004-10-13,61938495000
2004-10-14,60958800000
2004-10-15,61176510000
2004-10-18,61865925000
2004-10-19,60874135000
2004-10-20,61309555000
2004-10-21,60475000000
2004-10-22,60414525000
2004-10-25,59954915000
2004-10-26,61285365000
2004-10-27,63075425000
2004-10-28,62458580000
2004-10-29,61817545000
2004-11-01,61243658000
2004-11-02,61243658000
2004-11-03,62391448000
2004-11-04,63321761999
2004-11-05,63478828000
2004-11-08,63660058000
2004-11-09,63019711999
2004-11-10,62584760000
2004-11-11,63225106000
2004-11-12,64372896000
2004-11-15,64179584000
2004-11-16,63551320000
2004-11-17,63213024000
2004-11-18,58778930000
2004-11-19,58235240000
2004-11-22,56797482000
2004-11-23,57969436000
2004-11-24,58295650000
2004-11-26,58416470000
2004-11-29,58440634000
2004-11-30,58054010000
2004-12-01,59322620000
2004-12-02,59346784000
2004-12-03,58899750000
2004-12-06,59576342000
2004-12-07,59189718000
2004-12-08,59805900000
2004-12-09,59805900000
2004-12-10,59020570000
2004-12-13,59262210000
2004-12-14,58839340000
2004-12-15,58295650000
2004-12-16,58343978000
2004-12-17,58778930000
2004-12-20,58174830000
2004-12-21,58102338000
2004-12-22,58247322000
2004-12-23,58162748000
2004-12-27,59141390000
2004-12-28,59455522000
2004-12-29,59467604000
2004-12-30,60289180000
2004-12-31,60011294000
2005-01-03,59721326000
2005-01-04,59443440000
2005-01-05,58899750000
2005-01-06,60107950000
2005-01-07,60651640000
2005-01-10,62053152000
2005-01-11,61557790000
2005-01-12,61594036000
2005-01-13,60905361999
2005-01-14,61545708000
2005-01-18,61726938000
2005-01-19,61702774000
2005-01-20,63019711999
2005-01-21,62814318000
2005-01-24,62041070000
2005-01-25,62584760000
2005-01-26,61557790000
2005-01-27,62053152000
2005-01-28,63345926000
2005-01-31,63418418000
2005-02-01,63913780000
2005-02-02,63502992000
2005-02-03,63297598000
2005-02-04,64445388000
2005-02-07,65363620000
2005-02-08,64880340000
2005-02-09,63974190000
2005-02-10,64046682000
2005-02-11,64542044000
2005-02-14,63333844000
2005-02-15,63007630000
2005-02-16,62584760000
2005-02-17,64348732000
2005-02-18,64034600000
2005-02-22,62850564000
2005-02-23,63647976000
2005-02-24,63913780000
2005-02-25,63913780000
2005-02-28,62971384000
2005-03-01,63285516000
2005-03-02,64397060000
2005-03-03,64614536000
2005-03-04,64602454000
2005-03-07,65242800000
2005-03-08,65967720000
2005-03-09,65895228000
2005-03-10,66354344000
2005-03-11,65206554000
2005-03-14,65713998000
2005-03-15,65121980000
2005-03-16,64119174000
2005-03-17,64481634000
2005-03-18,64469552000
2005-03-21,64107092000
2005-03-22,62633088000
2005-03-23,62560596000
2005-03-24,61618200000
2005-03-28,61763184000
2005-03-29,62331038000
2005-03-30,62270628000
2005-03-31,61557790000
2005-04-01,61026182000
2005-04-04,61630282000
2005-04-05,62041070000
2005-04-06,62500186000
2005-04-07,63249270000
2005-04-08,63309680000
2005-04-11,62814318000
2005-04-12,62910974000
2005-04-13,62101480000
2005-04-14,62137726000
2005-04-15,63068040000
2005-04-18,62548514000
2005-04-19,61400724000
2005-04-20,60772460000
2005-04-21,61799430000
2005-04-22,61062428000
2005-04-25,61255740000
2005-04-26,62306874000
2005-04-27,62959302000
2005-04-28,62705580000
2005-04-29,63672140000
2005-05-02,62873370000
2005-05-03,62994420000
2005-05-04,63732825000
2005-05-05,63648090000
2005-05-06,63103365000
2005-05-09,63054945000
2005-05-10,62607060000
2005-05-11,63672300000
2005-05-12,63127575000
2005-05-13,62413380000
2005-05-16,63175995000
2005-05-17,63212310000
2005-05-18,63720720000
2005-05-19,64434915000
2005-05-20,63974925000
2005-05-23,64059660000
2005-05-24,63890190000
2005-05-25,64156500000
2005-05-26,64677015000
2005-05-27,64943325000
2005-05-31,65064375000
2005-06-01,65064375000
2005-06-02,65270160000
2005-06-03,64519650000
2005-06-06,64180710000
2005-06-07,63890190000
2005-06-08,63672300000
2005-06-09,63563355000
2005-06-10,63769140000
2005-06-13,63551250000
2005-06-14,63575460000
2005-06-15,63563355000
2005-06-16,64011240000
2005-06-17,64434915000
2005-06-20,63962820000
2005-06-21,63430200000
2005-06-22,62873370000
2005-06-23,62510220000
2005-06-24,63817560000
2005-06-27,64156500000
2005-06-28,64156500000
2005-06-29,63188100000
2005-06-30,62691795000
2005-07-01,62788635000
2005-07-05,63478620000
2005-07-06,62885475000
2005-07-07,62667585000
2005-07-08,63321255000
2005-07-11,63587565000
2005-07-12,63030735000
2005-07-13,62946000000
2005-07-14,63127575000
2005-07-15,63442304999
2005-07-18,62800740000
2005-07-19,62921790000
2005-07-20,64059660000
2005-07-21,64519650000
2005-07-22,64301760000
2005-07-25,64108080000
2005-07-26,64144395000
2005-07-27,64023345000
2005-07-28,64749645000
2005-07-29,65294370000
2005-08-01,65300658000
2005-08-02,65276486000
2005-08-03,65385260000
2005-08-04,64841390000
2005-08-05,64913906000
2005-08-08,65264400000
2005-08-09,65240228000
2005-08-10,65324830000
2005-08-11,66025818000
2005-08-12,66352140000
2005-08-15,66352140000
2005-08-16,66049990000
2005-08-17,65953302000
2005-08-18,67488224000
2005-08-19,67137730000
2005-08-22,67173988000
2005-08-23,67983750000
2005-08-24,68527620000
2005-08-25,68684738000
2005-08-26,68503448000
2005-08-29,68201298000
2005-08-30,67621170000
2005-08-31,68890200000
2005-09-01,68878114000
2005-09-02,68515534000
2005-09-06,69917510000
2005-09-07,69506586000
2005-09-08,69156092000
2005-09-09,68890200000
2005-09-12,68781426000
2005-09-13,68443018000
2005-09-14,68467190000
2005-09-15,68116696000
2005-09-16,68890200000
2005-09-19,68575964000
2005-09-20,67754116000
2005-09-21,67874975999
2005-09-22,67705772000
2005-09-23,67451966000
2005-09-26,66593860000
2005-09-27,66364225999
2005-09-28,65735754000
2005-09-29,65155625999
2005-09-30,64805132000
2005-10-03,64333778000
2005-10-04,65034766000
2005-10-05,64104144000
2005-10-06,64406294000
2005-10-07,64684272000
2005-10-10,64623842000
2005-10-11,63898682000
2005-10-12,66219194000
2005-10-13,67621170000
2005-10-14,67862890000
2005-10-17,67729944000
2005-10-18,67367364000
2005-10-19,68575964000
2005-10-20,67391536000
2005-10-21,67403622000
2005-10-24,68068352000
2005-10-25,68853942000
2005-10-26,68575964000
2005-10-27,68745168000
2005-10-28,68636394000
2005-10-31,68479275999
2005-11-01,67639745000
2005-11-02,67313450000
2005-11-03,67808935000
2005-11-04,67845190000
2005-11-07,67156345000
2005-11-08,66962984999
2005-11-09,67422215000
2005-11-10,67917700000
2005-11-11,68642800000
2005-11-14,68534035000
2005-11-15,68969095000
2005-11-16,68872415000
2005-11-17,68401100000
2005-11-18,67978125000
2005-11-21,68159400000
2005-11-22,68364845000
2005-11-23,68582375000
2005-11-25,68896585000
2005-11-28,68026465000
2005-11-29,67845190000
2005-11-30,67156345000
2005-12-01,67881445000
2005-12-02,67410130000
2005-12-05,68026465000
2005-12-06,68268165000
2005-12-07,68062720000
2005-12-08,67615575000
2005-12-09,67228855000
2005-12-12,67410130000
2005-12-13,68243995000
2005-12-14,68594460000
2005-12-15,68763650000
2005-12-16,69790875000
2005-12-19,70503890000
2005-12-20,70685165000
2005-12-21,70141340000
2005-12-22,69827130000
2005-12-23,69271220000
2005-12-27,69694195000
2005-12-28,70370955000
2005-12-29,69851300000
2005-12-30,69573345000
2006-01-03,69911725000
2006-01-04,70540145000
2006-01-05,69730450000
2006-01-06,71204820000
2006-01-09,71361925000
2006-01-10,71132310000
2006-01-11,70745590000
2006-01-12,70310530000
2006-01-13,70503890000
2006-01-17,71059800000
2006-01-18,71942005000
2006-01-19,71954090000
2006-01-20,71083970000
2006-01-23,71349840000
2006-01-24,71579455000
2006-01-25,69210795000
2006-01-26,69065775000
2006-01-27,68884500000
2006-01-30,68642800000
2006-01-31,68243995000
2006-02-01,66605004000
2006-02-02,66593106000
2006-02-03,65843532000
2006-02-06,65141550000
2006-02-07,65082060000
2006-02-08,65998206000
2006-02-09,65962512000
2006-02-10,66378942000
2006-02-13,66628800000
2006-02-14,67723416000
2006-02-15,67985172000
2006-02-16,67188006000
2006-02-17,66938148000
2006-02-21,66117186000
2006-02-22,64606140000
2006-02-23,64570446000
2006-02-24,64332486000
2006-02-27,65082060000
2006-02-28,64189710000
2006-03-01,63987444000
2006-03-02,64011240000
2006-03-03,63689994000
2006-03-06,63523422000
2006-03-07,63333054000
2006-03-08,63416340000
2006-03-09,64046934000
2006-03-10,64154016000
2006-03-13,63428238000
2006-03-14,63416340000
2006-03-15,63237870000
2006-03-16,63011808000
2006-03-17,62654867999
2006-03-20,63689994000
2006-03-21,63190278000
2006-03-22,64046934000
2006-03-23,64082628000
2006-03-24,63333054000
2006-03-27,61679232000
2006-03-28,61893396000
2006-03-29,61726824000
2006-03-30,61369884000
2006-03-31,60382350000
2006-04-03,60846372000
2006-04-04,61274700000
2006-04-05,60180084000
2006-04-06,61262802000
2006-04-07,60620310000
2006-04-10,60596514000
2006-04-11,60084900000
2006-04-12,60727392000
2006-04-13,59406714000
2006-04-17,58966488000
2006-04-18,58645242000
2006-04-19,58431078000
2006-04-20,58835610000
2006-04-21,58918896000
2006-04-24,59240142000
2006-04-25,58359690000
2006-04-26,59168754000
2006-04-27,59359122000
2006-04-28,59632776000
2006-05-01,57632310000
2006-05-02,57136176000
2006-05-03,55947762000
2006-05-04,56005452000
2006-05-05,55797768000
2006-05-08,55440090000
2006-05-09,55786230000
2006-05-10,55774692000
2006-05-11,56247750000
2006-05-12,56213136000
2006-05-15,56593890000
2006-05-16,56974644000
2006-05-17,56755422000
2006-05-18,56940030000
2006-05-19,56882340000
2006-05-22,56040066000
2006-05-23,55324710000
2006-05-24,57886146000
2006-05-25,58382280000
2006-05-26,57989988000
2006-05-30,58001526000
2006-05-31,58255362000
2006-06-01,58866876000
2006-06-02,59074560000
2006-06-05,58509198000
2006-06-06,58693806000
2006-06-07,59339934000
2006-06-08,59224554000
2006-06-09,58705344000
2006-06-12,58359204000
2006-06-13,58439970000
2006-06-14,58347666000
2006-06-15,58301514000
2006-06-16,57978450000
2006-06-19,57401550000
2006-06-20,57401550000
2006-06-21,56974644000
2006-06-22,56478510000
2006-06-23,55936224000
2006-06-26,55705464000
2006-06-27,54505512000
2006-06-28,54217062000
2006-06-29,54228600000
2006-06-30,54136296000
2006-07-03,54067068000
2006-07-05,54286290000
2006-07-06,54724734000
2006-07-07,54909342000
2006-07-10,55036260000
2006-07-11,55359324000
2006-07-12,55070874000
2006-07-13,54805500000
2006-07-14,54286290000
2006-07-17,54805500000
2006-07-18,54551664000
2006-07-19,55174716000
2006-07-20,55324710000
2006-07-21,55163178000
2006-07-24,55036260000
2006-07-25,56905416000
2006-07-26,57574620000
2006-07-27,57470778000
2006-07-28,58266900000
2006-07-31,58289976000
2006-08-01,58005171000
2006-08-02,58533849000
2006-08-03,50936976000
2006-08-04,50132466000
2006-08-07,50339340000
2006-08-08,49281984000
2006-08-09,50052015000
2006-08-10,49879620000
2006-08-11,49488858000
2006-08-14,48810771000
2006-08-15,49707225000
2006-08-16,49764690000
2006-08-17,51143850000
2006-08-18,52327629000
2006-08-21,52373601000
2006-08-22,52132248000
2006-08-23,52074783000
2006-08-24,53097660000
2006-08-25,53028702000
2006-08-28,52798842000
2006-08-29,52844814000
2006-08-30,53499915000
2006-08-31,53902170000
2006-09-01,53913662999
2006-09-05,53476929000
2006-09-06,53787240000
2006-09-07,53718282000
2006-09-08,53626337999
2006-09-11,53844705000
2006-09-12,54223974000
2006-09-13,53281548000
2006-09-14,53339012999
2006-09-15,53097660000
2006-09-18,53465436000
2006-09-19,53430957000
2006-09-20,54626229000
2006-09-21,54281439000
2006-09-22,53557380000
2006-09-25,53407971000
2006-09-26,53189604000
2006-09-27,52833321000
2006-09-28,53270055000
2006-09-29,53373492000
2006-10-02,53672310000
2006-10-03,54304425000
2006-10-04,56223756000
2006-10-05,56522574000
2006-10-06,56648997000
2006-10-09,56648997000
2006-10-10,56821392000
2006-10-11,56419137000
2006-10-12,56338686000
2006-10-13,55878966000
2006-10-16,55890459000
2006-10-17,55913445000
2006-10-18,55281330000
2006-10-19,55258344000
2006-10-20,55672092000
2006-10-23,55764036000
2006-10-24,56338686000
2006-10-25,56304207000
2006-10-26,56039868000
2006-10-27,55936431000
2006-10-30,55970910000
2006-10-31,55947924000
2006-11-01,55910339999
2006-11-02,56209080000
2006-11-03,56312490000
2006-11-06,56978910000
2006-11-07,56886990000
2006-11-08,56818050000
2006-11-09,56323980000
2006-11-10,56255040000
2006-11-13,56186100000
2006-11-14,56255040000
2006-11-15,55531170000
2006-11-16,56082690000
2006-11-17,55967790000
2006-11-20,56243550000
2006-11-21,61528950000
2006-11-22,61896630000
2006-11-24,61414050000
2006-11-27,60690180000
2006-11-28,60494850000
2006-11-29,60586770000
2006-11-30,59897370000
2006-12-01,59931839999
2006-12-04,61299150000
2006-12-05,61011900000
2006-12-06,61563420000
2006-12-07,61505970000
2006-12-08,61391070000
2006-12-11,61954080000
2006-12-12,62229839999
2006-12-13,62172390000
2006-12-14,61977060000
2006-12-15,62390700000
2006-12-18,62195370000
2006-12-19,62482620000
2006-12-20,62402190000
2006-12-21,61701300000
2006-12-22,61149780000
2006-12-26,61402560000
2006-12-27,61264680000
2006-12-28,61126800000
2006-12-29,61482990000
2007-01-03,60402930000
2007-01-04,61126800000
2007-01-05,61310640000
2007-01-08,61701300000
2007-01-09,61873650000
2007-01-10,62287290000
2007-01-11,61988550000
2007-01-12,61724280000
2007-01-16,62631990000
2007-01-17,62390700000
2007-01-18,62206860000
2007-01-19,61781730000
2007-01-22,61103820000
2007-01-23,60701670000
2007-01-24,61402560000
2007-01-25,61345110000
2007-01-26,61057860000
2007-01-29,60563790000
2007-01-30,61034880000
2007-01-31,61414050000
2007-02-01,61148976000
2007-02-02,61561680000
2007-02-05,61114584000
2007-02-06,61034336000
2007-02-07,61034336000
2007-02-08,61790960000
2007-02-09,61653392000
2007-02-12,61435576000
2007-02-13,62387088000
2007-02-14,62570512000
2007-02-15,61974384000
2007-02-16,62054632000
2007-02-20,62524656000
2007-02-21,59635728000
2007-02-22,58753000000
2007-02-23,58867640000
2007-02-26,58374688000
2007-02-27,57251216000
2007-02-28,57732704000
2007-03-01,57491960000
2007-03-02,56345560000
2007-03-05,56288240000
2007-03-06,56746800000
2007-03-07,56838512000
2007-03-08,57228288000
2007-03-09,57228288000
2007-03-12,56907296000
2007-03-13,56460200000
2007-03-14,56895832000
2007-03-15,56551912000
2007-03-16,56024568000
2007-03-19,56379952000
2007-03-20,56586304000
2007-03-21,57044864000
2007-03-22,57079256000
2007-03-23,57228288000
2007-03-26,57125112000
2007-03-27,55806752000
2007-03-28,55795288000
2007-03-29,56139208000
2007-03-30,56242384000
2007-04-02,56013104000
2007-04-03,56632160000
2007-04-04,56460200000
2007-04-05,56322632000
2007-04-09,56116280000
2007-04-10,56712408000
2007-04-11,57331464000
2007-04-12,58420544000
2007-04-13,58225656000
2007-04-16,58924960000
2007-04-17,59670120000
2007-04-18,59521088000
2007-04-19,59314736000
2007-04-20,60002576000
2007-04-23,60254784000
2007-04-24,61103120000
2007-04-25,61424112000
2007-04-26,61985848000
2007-04-27,61447040000
2007-04-30,60678952000
2007-05-01,61262060000
2007-05-02,61546735000
2007-05-03,61512574000
2007-05-04,61136803000
2007-05-07,61102641999
2007-05-08,60840741000
2007-05-09,61034320000
2007-05-10,60043651000
2007-05-11,60829354000
2007-05-14,60920450000
2007-05-15,60248616999
2007-05-16,59519849000
2007-05-17,58597502000
2007-05-18,58358375000
2007-05-21,57584059000
2007-05-22,57845960000
2007-05-23,60328326000
2007-05-24,60430809000
2007-05-25,60476357000
2007-05-29,60351100000
2007-05-30,60351100000
2007-05-31,60544679000
2007-06-01,60772419000
2007-06-04,60601614000
2007-06-05,59884233000
2007-06-06,59838685000
2007-06-07,58825241999
2007-06-08,59383205000
2007-06-11,58859403000
2007-06-12,58882177000
2007-06-13,59132691000
2007-06-14,59178239000
2007-06-15,59679266999
2007-06-18,59633719000
2007-06-19,59929781000
2007-06-20,58699985000
2007-06-21,58973273000
2007-06-22,58768307000
2007-06-25,58210344000
2007-06-26,58836629000
2007-06-27,58848016000
2007-06-28,58984660000
2007-06-29,59052982000
2007-07-02,60772419000
2007-07-03,60157521000
2007-07-05,60248616999
2007-07-06,60749645000
2007-07-09,60533291999
2007-07-10,59918394000
2007-07-11,60203069000
2007-07-12,60578840000
2007-07-13,60055038000
2007-07-16,59736202000
2007-07-17,59371818000
2007-07-18,59132691000
2007-07-19,59303496000
2007-07-20,59109916999
2007-07-23,59417366000
2007-07-24,58882177000
2007-07-25,58779694000
2007-07-26,57982604000
2007-07-27,57857347000
2007-07-30,58221731000
2007-07-31,57697929000
2007-08-01,59397102000
2007-08-02,59963652000
2007-08-03,58535945999
2007-08-06,60405561000
2007-08-07,60870132000
2007-08-08,61142076000
2007-08-09,60552864000
2007-08-10,60122286000
2007-08-13,59782356000
2007-08-14,59816349000
2007-08-15,59657715000
2007-08-16,59385770999
2007-08-17,60110955000
2007-08-20,60076962000
2007-08-21,59895666000
2007-08-22,59646384000
2007-08-23,60688836000
2007-08-24,61119414000
2007-08-27,60836139000
2007-08-28,60020307000
2007-08-29,60212934000
2007-08-30,59578398000
2007-08-31,59873004000
2007-09-04,60564195000
2007-09-05,60790815000
2007-09-06,61255386000
2007-09-07,61006104000
2007-09-10,61096752000
2007-09-11,61742619000
2007-09-12,61561323000
2007-09-13,61697295000
2007-09-14,61742619000
2007-09-17,61425351000
2007-09-18,62728416000
2007-09-19,63702882000
2007-09-20,64133460000
2007-09-21,64099467000
2007-09-24,64518714000
2007-09-25,63748206000
2007-09-26,64518714000
2007-09-27,64632024000
2007-09-28,63918170999
2007-10-01,65561166000
2007-10-02,64971954000
2007-10-03,64405404000
2007-10-04,64586700000
2007-10-05,63340290000
2007-10-08,63906840000
2007-10-09,64201445999
2007-10-10,64416735000
2007-10-11,63952164000
2007-10-12,63827523000
2007-10-15,56655000000
2007-10-16,56994930000
2007-10-17,56337732000
2007-10-18,55453914000
2007-10-19,53799588000
2007-10-22,53255700000
2007-10-23,54422793000
2007-10-24,53595630000
2007-10-25,54037539000
2007-10-26,54184842000
2007-10-29,54128187000
2007-10-30,53187714000
2007-10-31,53754264000
2007-11-01,52738920000
2007-11-02,52829072000
2007-11-05,52693844000
2007-11-06,52569885000
2007-11-07,51341564000
2007-11-08,51826131000
2007-11-09,51882476000
2007-11-12,52243084000
2007-11-13,52795265000
2007-11-14,52581153999
2007-11-15,52119125000
2007-11-16,51578213000
2007-11-19,50992225000
2007-11-20,54564498000
2007-11-21,54418001000
2007-11-23,54451808000
2007-11-26,55071603000
2007-11-27,56243578999
2007-11-28,56739415000
2007-11-29,56671801000
2007-11-30,57302865000
2007-12-03,56998602000
2007-12-04,56953526000
2007-12-05,57708549000
2007-12-06,57212713000
2007-12-07,56953526000
2007-12-10,57032409000
2007-12-11,56052006000
2007-12-12,56333731000
2007-12-13,56457690000
2007-12-14,55668860000
2007-12-17,55387135000
2007-12-18,55804088000
2007-12-19,55882971000
2007-12-20,56221041000
2007-12-21,56829567000
2007-12-24,56683070000
2007-12-26,57088753999
2007-12-27,56637994000
2007-12-28,56592918000
2007-12-31,56649263000
2008-01-02,55781550000
2008-01-03,56063275000
2008-01-04,55420942000
2008-01-07,56085813000
2008-01-08,55668860000
2008-01-09,57201444000
2008-01-10,57257789000
2008-01-11,56435152000
2008-01-14,55950585000
2008-01-15,54553228999
2008-01-16,54564498000
2008-01-17,53888358000
2008-01-18,52953031000
2008-01-22,52310698000
2008-01-23,53358715000
2008-01-24,52705113000
2008-01-25,51972628000
2008-01-28,52378312000
2008-01-29,52637499000
2008-01-30,52051511000
2008-01-31,52400850000
2008-02-01,53788185000
2008-02-04,53450955000
2008-02-05,52843941000
2008-02-06,52742772000
2008-02-07,53113725000
2008-02-08,52529193000
2008-02-11,53203653000
2008-02-12,54294030000
2008-02-13,54766152000
2008-02-14,54069210000
2008-02-15,55215792000
2008-02-19,55249515000
2008-02-20,55541780999
2008-02-21,55024695000
2008-02-22,54563814000
2008-02-25,55834047000
2008-02-26,56193759000
2008-02-27,56564712000
2008-02-28,55935216000
2008-02-29,55485576000
2008-03-03,55564263000
2008-03-04,55609227000
2008-03-05,56092590000
2008-03-06,54361476000
2008-03-07,53507160000
2008-03-10,53035038000
2008-03-11,53945559000
2008-03-12,54181620000
2008-03-13,54001764000
2008-03-14,53035038000
2008-03-17,53271099000
2008-03-18,54338994000
2008-03-19,54057969000
2008-03-20,54552573000
2008-03-24,54563814000
2008-03-25,54586296000
2008-03-26,54294030000
2008-03-27,54024246000
2008-03-28,53799426000
2008-03-31,54372717000
2008-04-01,54473886000
2008-04-02,55474335000
2008-04-03,55103382000
2008-04-04,55811565000
2008-04-07,56182518000
2008-04-08,56699604000
2008-04-09,55946457000
2008-04-10,56272446000
2008-04-11,55980180000
2008-04-14,55586745000
2008-04-15,55114623000
2008-04-16,55777842000
2008-04-17,55699155000
2008-04-18,56193759000
2008-04-21,55699155000
2008-04-22,55361925000
2008-04-23,55654191000
2008-04-24,55597986000
2008-04-25,55553022000
2008-04-28,56587194000
2008-04-29,55890252000
2008-04-30,54721188000
2008-05-01,56102472000
2008-05-02,55416100000
2008-05-05,55179808000
2008-05-06,55146052000
2008-05-07,53795812000
2008-05-08,53863324000
2008-05-09,53773308000
2008-05-12,54178380000
2008-05-13,53356984000
2008-05-14,53672040000
2008-05-15,52963164000
2008-05-16,52861896000
2008-05-19,53874576000
2008-05-20,55089792000
2008-05-21,56743836000
2008-05-22,57092648000
2008-05-23,56406276000
2008-05-27,56518796000
2008-05-28,56079968000
2008-05-29,57047640000
2008-05-30,57013884000
2008-06-02,56620064000
2008-06-03,57869036000
2008-06-04,58116580000
2008-06-05,58094076000
2008-06-06,56676324000
2008-06-09,56631316000
2008-06-10,56676324000
2008-06-11,56079968000
2008-06-12,57193916000
2008-06-13,57992808000
2008-06-16,57689004000
2008-06-17,57677752000
2008-06-18,57520224000
2008-06-19,57824028000
2008-06-20,57238924000
2008-06-23,57610240000
2008-06-24,58049068000
2008-06-25,58229100000
2008-06-26,57475216000
2008-06-27,57655248000
2008-06-30,58229100000
2008-07-01,57902792000
2008-07-02,57317688000
2008-07-03,57452712000
2008-07-07,57790272000
2008-07-08,59174268000
2008-07-09,59298040000
2008-07-10,59770624000
2008-07-11,58915472000
2008-07-14,58352872000
2008-07-15,59106756000
2008-07-16,60873320000
2008-07-17,60873320000
2008-07-18,60119436000
2008-07-21,59973160000
2008-07-22,61222131999
2008-07-23,60468248000
2008-07-24,60063176000
2008-07-25,60299468000
2008-07-28,59478072000
2008-07-29,59241780000
2008-07-30,59466820000
2008-07-31,59444316000
2008-08-01,58676410000
2008-08-04,59418580000
2008-08-05,60700510000
2008-08-06,60599305000
2008-08-07,59036250000
2008-08-08,60430630000
2008-08-11,60205730000
2008-08-12,59710950000
2008-08-13,60138260000
2008-08-14,60374405000
2008-08-15,60801715000
2008-08-18,60093280000
2008-08-19,61262760000
2008-08-20,62983245000
2008-08-21,63590475000
2008-08-22,63534250000
2008-08-25,62331035000
2008-08-26,62196095000
2008-08-27,61914970000
2008-08-28,62083645000
2008-08-29,61397700000
2008-09-02,61555130000
2008-09-03,62004930000
2008-09-04,60475610000
2008-09-05,59913360000
2008-09-08,60992880000
2008-09-09,60644285000
2008-09-10,60543080000
2008-09-11,61037860000
2008-09-12,60678020000
2008-09-15,59857135000
2008-09-16,59429825000
2008-09-17,58327815000
2008-09-18,59328620000
2008-09-19,59002515000
2008-09-22,58226610000
2008-09-23,58530225000
2008-09-24,58631430000
2008-09-25,58339060000
2008-09-26,57495685000
2008-09-29,55505320000
2008-09-30,56337450000
2008-10-01,56033835000
2008-10-02,55089255000
2008-10-03,55786445000
2008-10-06,53357525000
2008-10-07,51502100000
2008-10-08,50175190000
2008-10-09,47172775000
2008-10-10,44980000000
2008-10-13,49612940000
2008-10-14,48960730000
2008-10-15,45924580000
2008-10-16,44991245000
2008-10-17,43743050000
2008-10-20,46700485000
2008-10-21,46216950000
2008-10-22,44563935000
2008-10-23,43833010000
2008-10-24,42517345000
2008-10-27,40751880000
2008-10-28,44665140000
2008-10-29,43282005000
2008-10-30,44350280000
2008-10-31,45351085000
2008-11-03,45532110000
2008-11-04,45151650000
2008-11-05,43797660000
2008-11-06,42980789999
2008-11-07,44547390000
2008-11-10,44927850000
2008-11-11,44849520000
2008-11-12,42208680000
2008-11-13,44681670000
2008-11-14,41906550000
2008-11-17,40753980000
2008-11-18,35360400000
2008-11-19,34912800000
2008-11-20,32495760000
2008-11-21,34666620000
2008-11-24,34543530000
2008-11-25,32954550000
2008-11-26,32988120000
2008-11-28,34151880000
2008-12-01,32081730000
2008-12-02,32786700000
2008-12-03,33894510000
2008-12-04,34073550000
2008-12-05,35438730000
2008-12-08,35584200000
2008-12-09,34521150000
2008-12-10,34521150000
2008-12-11,34263780000
2008-12-12,33469290000
2008-12-15,33771420000
2008-12-16,35226120000
2008-12-17,35091840000
2008-12-18,36110130000
2008-12-19,35998230000
2008-12-22,34868040000
2008-12-23,34207830000
2008-12-24,34599480000
2008-12-26,34442820000
2008-12-29,33849750000
2008-12-30,34174260000
2008-12-31,35158980000
2009-01-02,36490590000
2009-01-05,36457020000
2009-01-06,34946370000
2009-01-07,35494680000
2009-01-08,36054180000
2009-01-09,36445830000
2009-01-12,36311550000
2009-01-13,36311550000
2009-01-14,36266789999
2009-01-15,35830380000
2009-01-16,36613680000
2009-01-20,35640150000
2009-01-21,36871050000
2009-01-22,36960570000
2009-01-23,36177270000
2009-01-26,36949380000
2009-01-27,38124330000
2009-01-28,38639070000
2009-01-29,37408170000
2009-01-30,37475310000
2009-02-02,37620100000
2009-02-03,37876550000
2009-02-04,37742750000
2009-02-05,38066100000
2009-02-06,37229850000
2009-02-09,36939950000
2009-02-10,35836100000
2009-02-11,36237500000
2009-02-12,36572000000
2009-02-13,36583150000
2009-02-17,38534400000
2009-02-18,38277950000
2009-02-19,38054950000
2009-02-20,37910000000
2009-02-23,37932300000
2009-02-24,38489800000
2009-02-25,37753900000
2009-02-26,35457000000
2009-02-27,32992850000
2009-03-02,30350300000
2009-03-03,29971200000
2009-03-04,29502900000
2009-03-05,28722400000
2009-03-06,27785800000
2009-03-09,27183700000
2009-03-10,27796950000
2009-03-11,28767000000
2009-03-12,30283400000
2009-03-13,31866700000
2009-03-16,31576800000
2009-03-17,31744050000
2009-03-18,32591450000
2009-03-19,31075050000
2009-03-20,30952400000
2009-03-23,33104350000
2009-03-24,32792150000
2009-03-25,31688300000
2009-03-26,32591450000
2009-03-27,32089700000
2009-03-30,32368450000
2009-03-31,32859050000
2009-04-01,32981700000
2009-04-02,33182400000
2009-04-03,33260450000
2009-04-06,33238150000
2009-04-07,32680650000
2009-04-08,33695300000
2009-04-09,34609600000
