,MGM
2004-08-24,1586012500
2004-08-25,1584633359
2004-08-26,1579116794
2004-08-27,1627386739
2004-08-30,1591529065
2004-08-31,1572221087
2004-09-01,1668760979
2004-09-02,1517055435
2004-09-03,1521192859
2004-09-07,1519813718
2004-09-08,1523951142
2004-09-09,1518434576
2004-09-10,1532225989
2004-09-13,1592908207
2004-09-14,1612216185
2004-09-15,1612216185
2004-09-16,1609457902
2004-09-17,1610837044
2004-09-20,1605320479
2004-09-21,1605320479
2004-09-22,1601183055
2004-09-23,1605320479
2004-09-24,1603941337
2004-09-27,1606699620
2004-09-28,1602562196
2004-09-29,1597045631
2004-09-30,1606886931
2004-10-01,1611053448
2004-10-04,1616608805
2004-10-05,1617997644
2004-10-06,1617997644
2004-10-07,1617997644
2004-10-08,1619386483
2004-10-11,1626330679
2004-10-12,1626330679
2004-10-13,1627719518
2004-10-14,1626330679
2004-10-15,1631886036
2004-10-18,1630497197
2004-10-19,1629108358
2004-10-20,1630497197
2004-10-21,1630497197
2004-10-22,1633274875
2004-10-25,1633274875
2004-10-26,1637441393
2004-10-27,1638830232
2004-10-28,1637441393
2004-10-29,1641607910
2004-11-01,1641607910
2004-11-02,1641607910
2004-11-03,1642996749
2004-11-04,1645774428
2004-11-05,1644385589
2004-11-08,1642996749
2004-11-09,1647163267
2004-11-10,1647163267
2004-11-11,1647163267
2004-11-12,1648552106
2004-11-15,1648552106
2004-11-16,1647163267
2004-11-17,1647163267
2004-11-18,1644385589
2004-11-19,1641607910
2004-11-22,1641607910
2004-11-23,1641607910
2004-11-24,1641607910
2004-11-26,1641607910
2004-11-29,1642996749
2004-11-30,1644385589
2004-12-01,1644385589
2004-12-02,1648552106
2004-12-03,1644385589
2004-12-06,1642996749
2004-12-07,1637441393
2004-12-08,1637441393
2004-12-09,1648552106
2004-12-10,1647163267
2004-12-13,1647163267
2004-12-14,1647163267
2004-12-15,1648552106
2004-12-16,1651329785
2004-12-17,1647163267
2004-12-20,1647163267
2004-12-21,1648552106
2004-12-22,1647163267
2004-12-23,1648552106
2004-12-27,1647163267
2004-12-28,1645774428
2004-12-29,1647163267
2004-12-30,1648552106
2004-12-31,1691818617
2005-01-03,1691818617
2005-01-04,1688970437
2005-01-05,1687546347
2005-01-06,1688970437
2005-01-07,1690394527
2005-01-10,1688970437
2005-01-11,1688970437
2005-01-12,1690394527
2005-01-13,1688970437
2005-01-14,1691818617
2005-01-18,1693242706
2005-01-19,1693242706
2005-01-20,1694666796
2005-01-21,1693242706
2005-01-24,1696090886
2005-01-25,1696090886
2005-01-26,1693242706
2005-01-27,1693242706
2005-01-28,1696090886
2005-01-31,1697514976
2005-02-01,1696090886
2005-02-02,1693242706
2005-02-03,1691818617
2005-02-04,1696090886
2005-02-07,1696090886
2005-02-08,1691818617
2005-02-09,1691818617
2005-02-10,1690394527
2005-02-11,1691818617
2005-02-14,1696090886
2005-02-15,1696090886
2005-02-16,1694666796
2005-02-17,1694666796
2005-02-18,1691818617
2005-02-22,1691818617
2005-02-23,1691818617
2005-02-24,1694666796
2005-02-25,1694666796
2005-02-28,1696090886
2005-03-01,1698939065
2005-03-02,1700363155
2005-03-03,1696090886
2005-03-04,1697514976
2005-03-07,1698939065
2005-03-08,1697514976
2005-03-09,1697514976
2005-03-10,1697514976
2005-03-11,1697514976
2005-03-14,1697514976
2005-03-15,1694666796
2005-03-16,1696090886
2005-03-17,1697514976
2005-03-18,1697514976
2005-03-21,1696090886
2005-03-22,1698939065
2005-03-23,1698939065
2005-03-24,1698939065
2005-03-28,1698939065
2005-03-29,1697514976
2005-03-30,1701787245
2005-03-31,1721385305
2005-04-01,1722825794
2005-04-04,1722825794
2005-04-05,1724266284
2005-04-06,1725706774
2005-04-07,1725706774
2005-04-08,1728587754
2005-04-11,10486766283
2005-04-12,10656744079
2005-04-13,10810876487
2005-04-14,10587599993
2005-04-15,10179941093
2005-04-18,10044535916
2005-04-19,9922093419
2005-04-20,9665686236
2005-04-21,9894724689
2005-04-22,9608066356
2005-04-25,9996999465
2005-04-26,10169857664
2005-04-27,10040213294
2005-04-28,9917771950
2005-04-29,10056058970
2005-05-02,10083428565
2005-05-03,9809735503
2005-05-04,10221715585
2005-05-05,10191465299
2005-05-06,10267811258
2005-05-09,10090631013
2005-05-10,9899045871
2005-05-11,9867355095
2005-05-12,9626793299
2005-05-13,9622471830
2005-05-16,9996999177
2005-05-17,10172738932
2005-05-18,10285097136
2005-05-19,10544385299
2005-05-20,10495408646
2005-05-23,10440670034
2005-05-24,10391693381
2005-05-25,10285097136
2005-05-26,10483884728
2005-05-27,10515575503
2005-05-31,10973651258
2005-06-01,10990937135
2005-06-02,11152271992
2005-06-03,11451893870
2005-06-06,11255987258
2005-06-07,11137867094
2005-06-08,11400036237
2005-06-09,12056899584
2005-06-10,11863873951
2005-06-13,11944541380
2005-06-14,12255687175
2005-06-15,12186543665
2005-06-16,12048256645
2005-06-17,12045375665
2005-06-20,11886921788
2005-06-21,11941660400
2005-06-22,11956065298
2005-06-23,11570014033
2005-06-24,11307844890
2005-06-27,11186843747
2005-06-28,11474941706
2005-06-29,11469179747
2005-06-30,11179550891
2005-07-01,11238866345
2005-07-05,11326427254
2005-07-06,11459180890
2005-07-07,11608881799
2005-07-08,11848968162
2005-07-11,12052335435
2005-07-12,12049510889
2005-07-13,12063633616
2005-07-14,12142720889
2005-07-15,12371509071
2005-07-18,12312193616
2005-07-19,12317842707
2005-07-20,12704805434
2005-07-21,12747173615
2005-07-22,12775419070
2005-07-25,12363035434
2005-07-26,12450596343
2005-07-27,12399754525
2005-07-28,12992909070
2005-07-29,12837559070
2005-08-01,12761296343
2005-08-02,12865804524
2005-08-03,12450596343
2005-08-04,12125773616
2005-08-05,12094703616
2005-08-08,11843319071
2005-08-09,12187913616
2005-08-10,12289597252
2005-08-11,12103177253
2005-08-12,11950651798
2005-08-15,12122949071
2005-08-16,11738810890
2005-08-17,12179439980
2005-08-18,11990195435
2005-08-19,11806599981
2005-08-22,12057984526
2005-08-23,11880038162
2005-08-24,11865915435
2005-08-25,12264176343
2005-08-26,12083405435
2005-08-29,12230281798
2005-08-30,12032563617
2005-08-31,11936529071
2005-09-01,11863090890
2005-09-02,11908283617
2005-09-06,12066458162
2005-09-07,12865804524
2005-09-08,12877102706
2005-09-09,12916646342
2005-09-12,12891225433
2005-09-13,12738699979
2005-09-14,12634191797
2005-09-15,12668086343
2005-09-16,12648314525
2005-09-19,12354561798
2005-09-20,11877213617
2005-09-21,11925230889
2005-09-22,12252878162
2005-09-23,12379982707
2005-09-26,12187913616
2005-09-27,12315018162
2005-09-28,12207685434
2005-09-29,12230281798
2005-09-30,12361763697
2005-10-03,12101932246
2005-10-04,12333521148
2005-10-05,11952246736
2005-10-06,11892937383
2005-10-07,11796912717
2005-10-10,11297019600
2005-10-11,11274425560
2005-10-12,11014594110
2005-10-13,11113443031
2005-10-14,11421286815
2005-10-17,11463650639
2005-10-18,11130388560
2005-10-19,11895761638
2005-10-20,11932476952
2005-10-21,11856222070
2005-10-24,12254442011
2005-10-25,12344818167
2005-10-26,10661562247
2005-10-27,10396082286
2005-10-28,10562713326
2005-10-31,10554240561
2005-11-01,10342421443
2005-11-02,10590955875
2005-11-03,10997648580
2005-11-04,11127564306
2005-11-07,11065430698
2005-11-08,10734992874
2005-11-09,10675683522
2005-11-10,11056957933
2005-11-11,10958109012
2005-11-14,10910096678
2005-11-15,10994824325
2005-11-16,10675683522
2005-11-17,10887502639
2005-11-18,10887502639
2005-11-21,11378922992
2005-11-22,11359153207
2005-11-23,11633105933
2005-11-25,11618984658
2005-11-28,11189697913
2005-11-29,11071079208
2005-11-30,10763235423
2005-12-01,11008945600
2005-12-02,10912920933
2005-12-05,10576834600
2005-12-06,10576834600
2005-12-07,10520349502
2005-12-08,10613549914
2005-12-09,10670035012
2005-12-12,10918569443
2005-12-13,10506228228
2005-12-14,10441270365
2005-12-15,10384785267
2005-12-16,10314178894
2005-12-19,10028929149
2005-12-20,10167317640
2005-12-21,10252045287
2005-12-22,10229451247
2005-12-23,10167317640
2005-12-27,10110832542
2005-12-28,10139075091
2005-12-29,10254869541
2005-12-30,10356542718
2006-01-03,10429973345
2006-01-04,10161669130
2006-01-05,10096711267
2006-01-06,10333948679
2006-01-09,10650265227
2006-01-10,10686980541
2006-01-11,10887502639
2006-01-12,10655913737
2006-01-13,10686980541
2006-01-17,10421500581
2006-01-18,10469512914
2006-01-19,10336772934
2006-01-20,10195560189
2006-01-23,10006335110
2006-01-24,10322651659
2006-01-25,10362191228
2006-01-26,10630495443
2006-01-27,10689804796
2006-01-30,10568361835
2006-01-31,10466688659
2006-02-01,10633319698
2006-02-02,10475161424
2006-02-03,10359366973
2006-02-06,10370663992
2006-02-07,10308530385
2006-02-08,10856435835
2006-02-09,10788653718
2006-02-10,10895975404
2006-02-13,10771708188
2006-02-14,10667210757
2006-02-15,11020242619
2006-02-16,11025891129
2006-02-17,11215116207
2006-02-21,10904448168
2006-02-22,11167103874
2006-02-23,10712398835
2006-02-24,10766059678
2006-02-27,10641792463
2006-02-28,10441270365
2006-03-01,10480809933
2006-03-02,10630495443
2006-03-03,10785829463
2006-03-06,11158631109
2006-03-07,11099321757
2006-03-08,10972230286
2006-03-09,10890326894
2006-03-10,10932690717
2006-03-13,10893151149
2006-03-14,10797126482
2006-03-15,10777356698
2006-03-16,10799950737
2006-03-17,11096497502
2006-03-20,11071079208
2006-03-21,11438232345
2006-03-22,11850573560
2006-03-23,11723482089
2006-03-24,11692415286
2006-03-27,11875991854
2006-03-28,12020028854
2006-03-29,12127350540
2006-03-30,12144296070
2006-03-31,12368857772
2006-04-03,12322930242
2006-04-04,12391821537
2006-04-05,12561179301
2006-04-06,12710443772
2006-04-07,12805169301
2006-04-10,12710443772
2006-04-11,12564049772
2006-04-12,12607106831
2006-04-13,12595624948
2006-04-17,12449230948
2006-04-18,12664516243
2006-04-19,12730537066
2006-04-20,12859708243
2006-04-21,12727666596
2006-04-24,12483676595
2006-04-25,12595624948
2006-04-26,12612847772
2006-04-27,12802298831
2006-04-28,12888412949
2006-05-01,12767853184
2006-05-02,12569790713
2006-05-03,12529604125
2006-05-04,12756371301
2006-05-05,13006102243
2006-05-08,13089345890
2006-05-09,13100827772
2006-05-10,12968786125
2006-05-11,12980268007
2006-05-12,12558308831
2006-05-15,12612847772
2006-05-16,12414785301
2006-05-17,12144961066
2006-05-18,12081810713
2006-05-19,12150702007
2006-05-22,12033012713
2006-05-23,11995696595
2006-05-24,11921064360
2006-05-25,12185147654
2006-05-26,11995696595
2006-05-30,11731613301
2006-05-31,11900971066
2006-06-01,12288484595
2006-06-02,12081810713
2006-06-05,11783281771
2006-06-06,11504846124
2006-06-07,11547903183
2006-06-08,11329747418
2006-06-09,11562255536
2006-06-12,11349840712
2006-06-13,11263726595
2006-06-14,11309654124
2006-06-15,11556514595
2006-06-16,11435954830
2006-06-19,11522068948
2006-06-20,11458918595
2006-06-21,11659851536
2006-06-22,11424472948
2006-06-23,11496234712
2006-06-26,11157519183
2006-06-27,10970938594
2006-06-28,11143166830
2006-06-29,11559385065
2006-06-30,11591799261
2006-07-03,11600322643
2006-07-05,11435537261
2006-07-06,11358826825
2006-07-07,10864470680
2006-07-10,10841741662
2006-07-11,10767872353
2006-07-12,10799124753
2006-07-13,10583199080
2006-07-14,10293404099
2006-07-17,10426937080
2006-07-18,10395684680
2006-07-19,10872994062
2006-07-20,10577516826
2006-07-21,10304768608
2006-07-24,10696844171
2006-07-25,10739461080
2006-07-26,10509329771
2006-07-27,10029179263
2006-07-28,10196805772
2006-07-31,10097366317
2006-08-01,10026338135
2006-08-02,10796283626
2006-08-03,10032020390
2006-08-04,9924057554
2006-08-07,10043384899
2006-08-08,9901328535
2006-08-09,9864393881
2006-08-10,9963833335
2006-08-11,10054749408
2006-08-14,10040543772
2006-08-15,10176917881
2006-08-16,10583199080
2006-08-17,10719573189
2006-08-18,10600245844
2006-08-21,10571834571
2006-08-22,10199646899
2006-08-23,10037702644
2006-08-24,9978038972
2006-08-25,9844505990
2006-08-28,10023497008
2006-08-29,10040543772
2006-08-30,10034861517
2006-08-31,10137142099
2006-09-01,10006450244
2006-09-05,10049067153
2006-09-06,9966674463
2006-09-07,9975197844
2006-09-08,9929739808
2006-09-11,9975197844
2006-09-12,10333179880
2006-09-13,10193964644
2006-09-14,10458189480
2006-09-15,10938339989
2006-09-18,10972433516
2006-09-19,11123013262
2006-09-20,11276434134
2006-09-21,11381555843
2006-09-22,11051985080
2006-09-25,11154265662
2006-09-26,11259387371
2006-09-27,11009368171
2006-09-28,11179835807
2006-09-29,11219611589
2006-10-02,11563593403
2006-10-03,11486862751
2006-10-04,11830729746
2006-10-05,12072289205
2006-10-06,11853464754
2006-10-09,11799469110
2006-10-10,11873357886
2006-10-11,11736947838
2006-10-12,11876199762
2006-10-13,12168912989
2006-10-16,12166071113
2006-10-17,12174596741
2006-10-18,12174596741
2006-10-19,12183122369
2006-10-20,12239959888
2006-10-23,12285429904
2006-10-24,12112075469
2006-10-25,12282588028
2006-10-26,12347951176
2006-10-27,12342267424
2006-10-30,12268378648
2006-10-31,12225750508
2006-11-01,12166071113
2006-11-02,12404788696
2006-11-03,12777074451
2006-11-06,12683292543
2006-11-07,12788441955
2006-11-08,12825386342
2006-11-09,12706027551
2006-11-10,12717395055
2006-11-13,13021475786
2006-11-14,13024317662
2006-11-15,13015792034
2006-11-16,13629637248
2006-11-17,13601218488
2006-11-20,13910982971
2006-11-21,13925192351
2006-11-22,15405809741
2006-11-24,15408651617
2006-11-27,15323395338
2006-11-28,15238139058
2006-11-29,15479698517
2006-11-30,15280767198
2006-12-01,15252348438
2006-12-04,16013971203
2006-12-05,16005445575
2006-12-06,15985552443
2006-12-07,15994078071
2006-12-08,15834933016
2006-12-11,15994078071
2006-12-12,15775253620
2006-12-13,15741151108
2006-12-14,15971343063
2006-12-15,15718416100
2006-12-18,16022496831
2006-12-19,15965659311
2006-12-20,16426043222
2006-12-21,16352154446
2006-12-22,16008287451
2006-12-26,16036706211
2006-12-27,16255530662
2006-12-28,16312368182
2006-12-29,16298158802
2007-01-03,16409694251
2007-01-04,16275725929
2007-01-05,16218718132
2007-01-08,17045331183
2007-01-09,17398779522
2007-01-10,18131329708
2007-01-11,19539422284
2007-01-12,19311391098
2007-01-16,19704744894
2007-01-17,19436808250
2007-01-18,19354146945
2007-01-19,19171721996
2007-01-22,19342745386
2007-01-23,19995484657
2007-01-24,20551310674
2007-01-25,19938476860
2007-01-26,20029689335
2007-01-29,19687642555
2007-01-30,19240131352
2007-01-31,19944177640
2007-02-01,20659625487
2007-02-02,20391688843
2007-02-05,20690979775
2007-02-06,20545609894
2007-02-07,20910459792
2007-02-08,21206900335
2007-02-09,20323279487
2007-02-12,19781705420
2007-02-13,20021138165
2007-02-14,20061043623
2007-02-15,20175059216
2007-02-16,19659138657
2007-02-20,19952728810
2007-02-21,19881469064
2007-02-22,20596916911
2007-02-23,20690979775
2007-02-26,20699530945
2007-02-27,19579327742
2007-02-28,20254870131
2007-03-01,20431594301
2007-03-02,19713296064
2007-03-05,18564588962
2007-03-06,19037753674
2007-03-07,18590242471
2007-03-08,19191674725
2007-03-09,19203076284
2007-03-12,19328493437
2007-03-13,19140367708
2007-03-14,19091911081
2007-03-15,19268635250
2007-03-16,19029202505
2007-03-19,19325643047
2007-03-20,20135153759
2007-03-21,20309027538
2007-03-22,20565562623
2007-03-23,20314728318
2007-03-26,20408791182
2007-03-27,20038240504
2007-03-28,19753201521
2007-03-29,19921374521
2007-03-30,19815910098
2007-04-02,20317911420
2007-04-03,20601760420
2007-04-04,20729492470
2007-04-05,20456997429
2007-04-09,20598921929
2007-04-10,20371842730
2007-04-11,20173148429
2007-04-12,20405904610
2007-04-13,20590406460
2007-04-16,20451320450
2007-04-17,20448481960
2007-04-18,20564860050
2007-04-19,20244110679
2007-04-20,20198694840
2007-04-23,20000000540
2007-04-24,19815498690
2007-04-25,19761567380
2007-04-26,20019869970
2007-04-27,19577065530
2007-04-30,19088845250
2007-05-01,18966790179
2007-05-02,19392563679
2007-05-03,18558047620
2007-05-04,18353676340
2007-05-07,18084019790
2007-05-08,18251490700
2007-05-09,18316775970
2007-05-10,17873971530
2007-05-11,17913710390
2007-05-14,17649730820
2007-05-15,17388589740
2007-05-16,17703662130
2007-05-17,18075504320
2007-05-18,17825717200
2007-05-21,17868294550
2007-05-22,22702243020
2007-05-23,22253761600
2007-05-24,21788249240
2007-05-25,21788249240
2007-05-29,22597218890
2007-05-30,22486517780
2007-05-31,22574510970
2007-06-01,22458132880
2007-06-04,22656827179
2007-06-05,23726937910
2007-06-06,23360772700
2007-06-07,23005961450
2007-06-08,23409027030
2007-06-11,23406188540
2007-06-12,23221686690
2007-06-13,23284133470
2007-06-14,23338064780
2007-06-15,24325859300
2007-06-18,24609708300
2007-06-19,24552938500
2007-06-20,22878229400
2007-06-21,23076923700
2007-06-22,23057054270
2007-06-25,23389157600
2007-06-26,23763838280
2007-06-27,23616236800
2007-06-28,23318195350
2007-06-29,23411865520
2007-07-02,23277055812
2007-07-03,23446775505
2007-07-05,24793218398
2007-07-06,24982738721
2007-07-09,24878078244
2007-07-10,24156769551
2007-07-11,23896532689
2007-07-12,24258601367
2007-07-13,24182227505
2007-07-16,24193542151
2007-07-17,24139797582
2007-07-18,23709841028
2007-07-19,23588208582
2007-07-20,23036619581
2007-07-23,22869728550
2007-07-24,22182363796
2007-07-25,21463883765
2007-07-26,20346562457
2007-07-27,20196643395
2007-07-30,20635085934
2007-07-31,20680344518
2007-08-01,20451222934
2007-08-02,21183846273
2007-08-03,21444083134
2007-08-06,21073528473
2007-08-07,22006986781
2007-08-08,21588344873
2007-08-09,21336593996
2007-08-10,21172531626
2007-08-13,20917952088
2007-08-14,20575684041
2007-08-15,20131584180
2007-08-16,19407446825
2007-08-17,19826088733
2007-08-20,20408793011
2007-08-21,21022612565
2007-08-22,22895186504
2007-08-23,23421317551
2007-08-24,23613666535
2007-08-27,23412831566
2007-08-28,23308171089
2007-08-29,23449604166
2007-08-30,23506177397
2007-08-31,23752270951
2007-09-04,23760756936
2007-09-05,23531635351
2007-09-06,23774900243
2007-09-07,23449604166
2007-09-10,23364744320
2007-09-11,23738127643
2007-09-12,23746613628
2007-09-13,23605180551
2007-09-14,23548607320
2007-09-17,23619323859
2007-09-18,24255772705
2007-09-19,24100196320
2007-09-20,24159598213
2007-09-21,24258601367
2007-09-24,24145454905
2007-09-25,24530152874
2007-09-26,25551299690
2007-09-27,25435324567
2007-09-28,25299548813
2007-10-01,26801039223
2007-10-02,27392769222
2007-10-03,26469093126
2007-10-04,26656714833
2007-10-05,26838563564
2007-10-08,28371288586
2007-10-09,28792715805
2007-10-10,28504067025
2007-10-11,28143256050
2007-10-12,27825742392
2007-10-15,27202261027
2007-10-16,27277309710
2007-10-17,27407201661
2007-10-18,27335039466
2007-10-19,26541255321
2007-10-22,26532595857
2007-10-23,26679806735
2007-10-24,26477752589
2007-10-25,26471979613
2007-10-26,26749082442
2007-10-29,26821244637
2007-10-30,26350747126
2007-10-31,26443114735
2007-11-01,25834065810
2007-11-02,26411363370
2007-11-05,25917773956
2007-11-06,26584552638
2007-11-07,26105395663
2007-11-08,25868703663
2007-11-09,25493460249
2007-11-12,25069146543
2007-11-13,25574281908
2007-11-14,25401092640
2007-11-15,25285633128
2007-11-16,25580054883
2007-11-19,25181719567
2007-11-20,25265427713
2007-11-21,25184606055
2007-11-23,25245222298
2007-11-26,24812249128
2007-11-27,24503394934
2007-11-28,25002757323
2007-11-29,24823795080
2007-11-30,24968119470
2007-12-03,24402367861
2007-12-04,24685243665
2007-12-05,25360681810
2007-12-06,26243947077
2007-12-07,26754855418
2007-12-10,26639395906
2007-12-11,25981276687
2007-12-12,25978390200
2007-12-13,25920660444
2007-12-14,25219243908
2007-12-17,24099286642
2007-12-18,23692291862
2007-12-19,24318659715
2007-12-20,24093513666
2007-12-21,23957848740
2007-12-24,24119492056
2007-12-26,24722768007
2007-12-27,24318659715
2007-12-28,24552465226
2007-12-31,24276990860
2008-01-02,23577748800
2008-01-03,22537554000
2008-01-04,21092839000
2008-01-07,20789448850
2008-01-08,20220231140
2008-01-09,21321103970
2008-01-10,21430902310
2008-01-11,21075502420
2008-01-14,20121990520
2008-01-15,19206041210
2008-01-16,20390707509
2008-01-17,19593224830
2008-01-18,19645234570
2008-01-22,20197115700
2008-01-23,20512063570
2008-01-24,21107286150
2008-01-25,20457164400
2008-01-28,20827011440
2008-01-29,21165074750
2008-01-30,20647866780
2008-01-31,21049497550
2008-02-01,21338440550
2008-02-04,20864574030
2008-02-05,20347366060
2008-02-06,20136437670
2008-02-07,20748996830
2008-02-08,19627897990
2008-02-11,19648124000
2008-02-12,20327140050
2008-02-13,20356034350
2008-02-14,20332918910
2008-02-15,19110690020
2008-02-19,19125137170
2008-02-20,18662828370
2008-02-21,18590592620
2008-02-22,18607929200
2008-02-25,19078906290
2008-02-26,19457421620
2008-02-27,19055790850
2008-02-28,17957807450
2008-02-29,17795999370
2008-03-03,17408815750
2008-03-04,17293238550
2008-03-05,18064716360
2008-03-06,17729542480
2008-03-07,17200776790
2008-03-10,17047637000
2008-03-11,17645749010
2008-03-12,18347880500
2008-03-13,18449010550
2008-03-14,18012706620
2008-03-17,16871381770
2008-03-18,17403036890
2008-03-19,16894497210
2008-03-20,17859566830
2008-03-24,18261197600
2008-03-25,18703280390
2008-03-26,18298760190
2008-03-27,17596628700
2008-03-28,16972511820
2008-03-31,16306794360
2008-04-01,17061507320
2008-04-02,17200241320
2008-04-03,17239086840
2008-04-04,16981041600
2008-04-07,16059847840
2008-04-08,16037650400
2008-04-09,15116456640
2008-04-10,14705804000
2008-04-11,14309024760
2008-04-14,14378391760
2008-04-15,13756863440
2008-04-16,13704144520
2008-04-17,13740215360
2008-04-18,14053754200
2008-04-21,13612580080
2008-04-22,14075951640
2008-04-23,13901146800
2008-04-24,14173065440
2008-04-25,14314574120
2008-04-28,14247981800
2008-04-29,14084275680
2008-04-30,14192488200
2008-05-01,13629228160
2008-05-02,13756863440
2008-05-05,13490494160
2008-05-06,14386715800
2008-05-07,13634777520
2008-05-08,13601481360
2008-05-09,14220235000
2008-05-12,14123121200
2008-05-13,13998260600
2008-05-14,14278503280
2008-05-15,14752973560
2008-05-16,14436660040
2008-05-19,14422786640
2008-05-20,14123121200
2008-05-21,13665299000
2008-05-22,13462747360
2008-05-23,13088165560
2008-05-27,13082616200
2008-05-28,13224124880
2008-05-29,13595932000
2008-05-30,13654200280
2008-06-02,13293491880
2008-06-03,13054869400
2008-06-04,13163081920
2008-06-05,13271294440
2008-06-06,12741330560
2008-06-09,12505482760
2008-06-10,12400044920
2008-06-11,11742445760
2008-06-12,11489949880
2008-06-13,11686952160
2008-06-16,11936673360
2008-06-17,11828460840
2008-06-18,11409484160
2008-06-19,11445555000
2008-06-20,10765758400
2008-06-23,10396725960
2008-06-24,10629799080
2008-06-25,10793505200
2008-06-26,10155328800
2008-06-27,9594843440
2008-06-30,9367772130
2008-07-01,9016722540
2008-07-02,8649087930
2008-07-03,7905526200
2008-07-07,8502586920
2008-07-08,8687786310
2008-07-09,8176414860
2008-07-10,6396289380
2008-07-11,6786037350
2008-07-14,6545554560
2008-07-15,6542790390
2008-07-16,7007170950
2008-07-17,7214483700
2008-07-18,7186842000
2008-07-21,7601467500
2008-07-22,8499822750
2008-07-23,8872985700
2008-07-24,7971866280
2008-07-25,7750732680
2008-07-28,7662279240
2008-07-29,8242754940
2008-07-30,8090725590
2008-07-31,8021621340
2008-08-01,8231698260
2008-08-04,8568927000
2008-08-05,9909549450
2008-08-06,9674595000
2008-08-07,9011194200
2008-08-08,9243384480
2008-08-11,10094748840
2008-08-12,9398178000
2008-08-13,8859164850
2008-08-14,9519801480
2008-08-15,9409234680
2008-08-18,8651852100
2008-08-19,7839186120
2008-08-20,7794959400
2008-08-21,7665043410
2008-08-22,9190865250
2008-08-25,8356085910
2008-08-26,8309095020
2008-08-27,8635267080
2008-08-28,9254441160
2008-08-29,9727114230
2008-09-02,9530858160
2008-09-03,9536386500
2008-09-04,8966967480
2008-09-05,9016722540
2008-09-08,9284847030
2008-09-09,9005665860
2008-09-10,8969731650
2008-09-11,8886806550
2008-09-12,8767947240
2008-09-15,8245519110
2008-09-16,8016093000
2008-09-17,7454966490
2008-09-18,8983552500
2008-09-19,9669066660
2008-09-22,8375435100
2008-09-23,8223405750
2008-09-24,8292510000
2008-09-25,8273160810
2008-09-26,8295274170
2008-09-29,7184077830
2008-09-30,7879737000
2008-10-01,7406952780
2008-10-02,6513915920
2008-10-03,5806122000
2008-10-06,5253158000
2008-10-07,4700194000
2008-10-08,4907555500
2008-10-09,4495597320
2008-10-10,4644897600
2008-10-13,5225509800
2008-10-14,4810786800
2008-10-15,4141700360
2008-10-16,3981340800
2008-10-17,4147230000
2008-10-20,3823746060
2008-10-21,3984105620
2008-10-22,3439436080
2008-10-23,2999829700
2008-10-24,3096598400
2008-10-27,2778644100
2008-10-28,2856059060
2008-10-29,3898396200
2008-10-30,4249528340
2008-10-31,4550893720
2008-11-03,4268882080
2008-11-04,4094698420
2008-11-05,4420947180
2008-11-06,3679975420
2008-11-07,3406258240
2008-11-10,3500262120
2008-11-11,3140835520
2008-11-12,2764820000
2008-11-13,2977711140
2008-11-14,2889236900
2008-11-17,2925179560
2008-11-18,2944533300
2008-11-19,2820116400
2008-11-20,2430276780
2008-11-21,2587871520
2008-11-24,3063420560
2008-11-25,3162954080
2008-11-26,3259722780
2008-11-28,3312254360
2008-12-01,2927944380
2008-12-02,3041302000
2008-12-03,3049596460
2008-12-04,2814586760
2008-12-05,2952827760
2008-12-08,3124246600
2008-12-09,3063420560
2008-12-10,3055126100
2008-12-11,2856059060
2008-12-12,2955592580
2008-12-15,3179543000
2008-12-16,3726977360
2008-12-17,3829275700
2008-12-18,3743566280
2008-12-19,3732507000
2008-12-22,3555558520
2008-12-23,3525145500
2008-12-24,3552793700
2008-12-26,3594266000
2008-12-29,3522380680
2008-12-30,3527910320
2008-12-31,3805410560
2009-01-02,4270024640
2009-01-05,4452551600
2009-01-06,4413833760
2009-01-07,4015593120
2009-01-08,3954750800
2009-01-09,3703084840
2009-01-12,3429294400
2009-01-13,3537151240
2009-01-14,2912134680
2009-01-15,2737904400
2009-01-16,2746201080
2009-01-20,2477941760
2009-01-21,2541549640
2009-01-22,2591329720
2009-01-23,2599626400
2009-01-26,2533252960
2009-01-27,2516659600
2009-01-28,2583033040
2009-01-29,2394974960
2009-01-30,2212448000
2009-02-02,2248400280
2009-02-03,1922064200
2009-02-04,1645508200
2009-02-05,1692522720
2009-02-06,1794848440
2009-02-09,1742302800
2009-02-10,1526589120
2009-02-11,1548713600
2009-02-12,1623383720
2009-02-13,1449153440
2009-02-17,1327468800
2009-02-18,1313641000
2009-02-19,1133879600
2009-02-20,1161535200
2009-02-23,1180894120
2009-02-24,1230674200
2009-02-25,1106224000
2009-02-26,1230674200
2009-02-27,967946000
2009-03-02,843495800
2009-03-03,724576720
2009-03-04,611188760
2009-03-05,522690840
2009-03-06,550346440
2009-03-09,644375480
2009-03-10,793715720
2009-03-11,746701200
2009-03-12,876682520
2009-03-13,976242680
2009-03-16,893275880
2009-03-17,837964680
2009-03-18,793715720
2009-03-19,890510320
2009-03-20,843495800
2009-03-23,860089160
2009-03-24,835199120
2009-03-25,790950160
2009-03-26,854558040
2009-03-27,788184600
2009-03-30,663734400
2009-03-31,821224810
2009-04-01,926961910
2009-04-02,1106714980
2009-04-03,1638925050
2009-04-06,1949087210
2009-04-07,1568433650
2009-04-08,1674170750
2009-04-09,1868022100
2009-04-13,2202856250
2009-04-14,2326216200
