,NTAP
2004-08-24,7273809709
2004-08-25,7356100720
2004-08-26,7223719530
2004-08-27,7284543320
2004-08-30,7102071950
2004-08-31,7180785090
2004-09-01,7270231840
2004-09-02,7373990070
2004-09-03,7191518700
2004-09-07,7416924510
2004-09-08,7445547470
2004-09-09,7803334470
2004-09-10,8025162410
2004-09-13,8175432950
2004-09-14,8143232120
2004-09-15,7942871400
2004-09-16,8064518980
2004-09-17,8218367390
2004-09-20,8200478040
2004-09-21,8304236270
2004-09-22,8114609160
2004-09-23,8214789520
2004-09-24,8207633780
2004-09-27,7992961580
2004-09-28,7964338620
2004-09-29,8139654250
2004-09-30,8246990350
2004-10-01,8683490490
2004-10-04,8883851210
2004-10-05,8869539730
2004-10-06,8848072510
2004-10-07,8676334750
2004-10-08,8415150240
2004-10-11,8425883850
2004-10-12,8379371540
2004-10-13,8518908470
2004-10-14,8332859230
2004-10-15,8461662549
2004-10-18,8665601140
2004-10-19,8493863379
2004-10-20,8461662549
2004-10-21,8629822440
2004-10-22,8375793670
2004-10-25,8397260890
2004-10-26,8221945260
2004-10-27,8536797820
2004-10-28,8594043740
2004-10-29,8871916610
2004-11-01,9056823740
2004-11-02,9292489690
2004-11-03,9372253550
2004-11-04,9408509850
2004-11-05,9314243470
2004-11-08,9299740950
2004-11-09,9241730870
2004-11-10,9056823740
2004-11-11,9064075000
2004-11-12,9172843900
2004-11-15,9230853980
2004-11-16,9071326260
2004-11-17,10720987910
2004-11-18,10844259330
2004-11-19,10488947590
2004-11-22,10822505550
2004-11-23,10822505550
2004-11-24,11058171500
2004-11-26,11003787050
2004-11-29,10916771930
2004-11-30,10934900080
2004-12-01,11649149190
2004-12-02,12229249989
2004-12-03,11678154230
2004-12-06,12243752510
2004-12-07,11913820180
2004-12-08,11906568920
2004-12-09,12051594120
2004-12-10,11986332780
2004-12-13,11921071440
2004-12-14,12004460930
2004-12-15,12559182320
2004-12-16,12359772670
2004-12-17,12352521410
2004-12-20,12396028970
2004-12-21,12341644520
2004-12-22,11989958410
2004-12-23,11620144149
2004-12-27,11489621470
2004-12-28,11689031120
2004-12-29,11931948329
2004-12-30,11931948329
2004-12-31,12044342860
2005-01-03,11855810100
2005-01-04,11384478200
2005-01-05,11402606350
2005-01-06,11286586190
2005-01-07,11050920240
2005-01-10,11141560990
2005-01-11,11496872730
2005-01-12,11493247100
2005-01-13,11515000880
2005-01-14,11616518520
2005-01-18,12095101680
2005-01-19,11725287420
2005-01-20,11631021040
2005-01-21,11417108870
2005-01-24,11101679060
2005-01-25,11021915200
2005-01-26,11156063510
2005-01-27,11264832410
2005-01-28,11119053433
2005-01-31,11343500843
2005-02-01,11453943219
2005-02-02,11200994551
2005-02-03,11062050916
2005-02-04,11372002101
2005-02-07,11243746438
2005-02-08,11389815388
2005-02-09,11012173714
2005-02-10,10969421826
2005-02-11,11592886854
2005-02-14,12109472162
2005-02-15,12241290482
2005-02-16,11304311612
2005-02-17,11136866719
2005-02-18,11044237630
2005-02-22,10851854135
2005-02-23,10435023231
2005-02-24,10641657355
2005-02-25,10623844068
2005-02-28,10691534557
2005-03-01,10520527006
2005-03-02,10623844068
2005-03-03,10609593439
2005-03-04,10801976933
2005-03-07,10962296512
2005-03-08,10784163647
2005-03-09,10734286444
2005-03-10,10566841551
2005-03-11,10228389108
2005-03-14,10242639737
2005-03-15,9986128411
2005-03-16,9954064496
2005-03-17,9939813867
2005-03-18,9975440440
2005-03-21,9608486738
2005-03-22,9462417788
2005-03-23,9569297507
2005-03-24,9954064496
2005-03-28,9754555687
2005-03-29,9384039328
2005-03-30,9861435406
2005-03-31,9854310091
2005-04-01,9708241142
2005-04-04,9843622119
2005-04-05,9693990513
2005-04-06,10135760018
2005-04-07,10388708686
2005-04-08,10174949248
2005-04-11,10164261276
2005-04-12,10274703653
2005-04-13,9950501838
2005-04-14,9740305058
2005-04-15,9230845064
2005-04-18,9255783665
2005-04-19,9629862681
2005-04-20,9387601985
2005-04-21,9708241142
2005-04-22,9465980446
2005-04-25,9722491771
2005-04-26,9512294991
2005-04-27,9576422822
2005-04-28,9394727300
2005-04-29,9501607019
2005-05-02,9913477240
2005-05-03,9887756580
2005-05-04,10218450780
2005-05-05,10196404500
2005-05-06,10354402840
2005-05-09,10372774740
2005-05-10,10108219380
2005-05-11,10178032600
2005-05-12,10534447460
2005-05-13,10765933400
2005-05-16,10806351580
2005-05-17,10854118520
2005-05-18,10949652400
2005-05-19,11012116860
2005-05-20,11037837520
2005-05-23,11195835860
2005-05-24,11170115200
2005-05-25,10626306960
2005-05-26,10637330100
2005-05-27,10633655720
2005-05-31,10567516880
2005-06-01,10740212740
2005-06-02,10776956540
2005-06-03,10571191260
2005-06-06,10718166460
2005-06-07,10670399520
2005-06-08,10729189600
2005-06-09,10883513560
2005-06-10,10813700340
2005-06-13,10982721820
2005-06-14,10916582980
2005-06-15,10949652400
2005-06-16,11030488760
2005-06-17,11037837520
2005-06-20,11034163140
2005-06-21,11019465620
2005-06-22,10957001160
2005-06-23,10835746620
2005-06-24,10666725140
2005-06-27,10674073900
2005-06-28,10659376380
2005-06-29,10549144980
2005-06-30,10387472260
2005-07-01,10354402840
2005-07-05,10486680520
2005-07-06,10122916900
2005-07-07,10097196240
2005-07-08,10218450780
2005-07-11,10269892100
2005-07-12,10516075560
2005-07-13,10505052420
2005-07-14,10607935060
2005-07-15,10655702000
2005-07-18,10541796220
2005-07-19,10483006140
2005-07-20,10416867300
2005-07-21,9917151620
2005-07-22,10056778060
2005-07-25,9942872280
2005-07-26,9810594600
2005-07-27,9773850800
2005-07-28,9612178080
2005-07-29,9464261020
2005-08-01,9649762020
2005-08-02,9612661820
2005-08-03,9360380460
2005-08-04,9460551000
2005-08-05,9111809120
2005-08-08,8807587480
2005-08-09,8648056620
2005-08-10,8447715540
2005-08-11,8458845600
2005-08-12,8596116340
2005-08-15,8878077860
2005-08-16,8789037380
2005-08-17,9096969040
2005-08-18,9312150200
2005-08-19,9137779260
2005-08-22,8796457420
2005-08-23,8785327360
2005-08-24,8677736780
2005-08-25,8803877460
2005-08-26,8829847600
2005-08-29,8852107720
2005-08-30,8681446800
2005-08-31,8803877460
2005-09-01,8707416940
2005-09-02,8677736780
2005-09-06,8729677060
2005-09-07,8755647200
2005-09-08,8607246400
2005-09-09,8651766640
2005-09-12,8625796500
2005-09-13,8551596100
2005-09-14,8514495900
2005-09-15,8507075860
2005-09-16,8852107720
2005-09-19,8967118340
2005-09-20,8959698300
2005-09-21,8796457420
2005-09-22,8955988280
2005-09-23,9011638580
2005-09-26,8974538380
2005-09-27,8881787880
2005-09-28,8751937180
2005-09-29,8774197300
2005-09-30,8807587480
2005-10-03,8811297500
2005-10-04,8562726159
2005-10-05,8503365840
2005-10-06,8570146200
2005-10-07,8740807120
2005-10-10,8740807120
2005-10-11,8781617340
2005-10-12,8618376460
2005-10-13,9000508520
2005-10-14,9319570240
2005-10-17,9686862220
2005-10-18,9568141580
2005-10-19,9738802500
2005-10-20,9638631960
2005-10-21,9831553000
2005-10-24,9961403700
2005-10-25,9679442180
2005-10-26,9549591480
2005-10-27,9479101100
2005-10-28,10082348160
2005-10-31,10160419440
2005-11-01,10007994560
2005-11-02,10446680800
2005-11-03,10498728320
2005-11-04,10428092400
2005-11-07,10242208400
2005-11-08,10342585760
2005-11-09,10253361440
2005-11-10,10123242640
2005-11-11,10409504000
2005-11-14,10521034400
2005-11-15,10338868080
2005-11-16,10502446000
2005-11-17,11008050480
2005-11-18,10729224480
2005-11-21,10788707360
2005-11-22,10695765360
2005-11-23,10948567600
2005-11-25,10881649360
2005-11-28,10952285280
2005-11-29,10982026720
2005-11-30,10825884160
2005-12-01,11011768160
2005-12-02,10933696880
2005-12-05,10695765360
2005-12-06,10911390800
2005-12-07,10796142720
2005-12-08,10822166480
2005-12-09,10978309040
2005-12-12,10982026720
2005-12-13,10911390800
2005-12-14,11089839440
2005-12-15,11089839440
2005-12-16,11100992480
2005-12-19,10755248240
2005-12-20,10409504000
2005-12-21,10632564800
2005-12-22,10547058160
2005-12-23,10416939360
2005-12-27,10350021120
2005-12-28,10297973600
2005-12-29,10223620000
2005-12-30,10037736000
2006-01-03,10376044880
2006-01-04,10431810080
2006-01-05,10487575280
2006-01-06,10773836640
2006-01-09,10796142720
2006-01-10,10643717840
2006-01-11,11316617920
2006-01-12,12145660560
2006-01-13,11941188160
2006-01-17,11796198640
2006-01-18,11662362160
2006-01-19,12112201440
2006-01-20,11576855520
2006-01-23,11509937280
2006-01-24,11298029520
2006-01-25,11286876480
2006-01-26,11331488640
2006-01-27,11759021840
2006-01-30,11859399200
2006-01-31,11599161600
2006-02-01,11669797520
2006-02-02,11454172080
2006-02-03,11576855520
2006-02-06,11461607440
2006-02-07,11469042800
2006-02-08,11662362160
2006-02-09,11673515200
2006-02-10,11647491440
2006-02-13,11684668240
2006-02-14,11673515200
2006-02-15,11584290880
2006-02-16,12483969440
2006-02-17,12283214720
2006-02-21,12242320240
2006-02-22,12435639600
2006-02-23,12097330720
2006-02-24,12108483760
2006-02-27,12454228000
2006-02-28,12327826879
2006-03-01,12710747920
2006-03-02,12718183280
2006-03-03,12588064480
2006-03-06,12517428560
2006-03-07,12383592080
2006-03-08,12450510320
2006-03-09,12320391520
2006-03-10,12335262240
2006-03-13,12298085440
2006-03-14,12599217520
2006-03-15,12729336320
2006-03-16,12829713680
2006-03-17,13030468399
2006-03-20,12982138560
2006-03-21,12840866720
2006-03-22,12956114800
2006-03-23,13056492160
2006-03-24,13004444639
2006-03-27,13030468399
2006-03-28,12956114800
2006-03-29,13242376160
2006-03-30,13454283920
2006-03-31,13394801040
2006-04-03,13409671760
2006-04-04,13383648000
2006-04-05,13781439760
2006-04-06,13840922639
2006-04-07,13643885600
2006-04-10,13576967360
2006-04-11,13543508240
2006-04-12,13357624240
2006-04-13,13848358000
2006-04-17,13669909360
2006-04-18,14037959680
2006-04-19,14049112720
2006-04-20,14037959680
2006-04-21,13721956879
2006-04-24,13826051920
2006-04-25,13740545280
2006-04-26,13777722080
2006-04-27,13848358000
2006-04-28,13781439760
2006-05-01,13593876840
2006-05-02,13362078060
2006-05-03,13448067930
2006-05-04,13833153000
2006-05-05,14049997020
2006-05-08,13900449420
2006-05-09,13840630380
2006-05-10,13530319110
2006-05-11,13033073340
2006-05-12,12629294820
2006-05-15,12453576390
2006-05-16,12180652020
2006-05-17,12251687130
2006-05-18,12300290100
2006-05-19,12633033510
2006-05-22,12689113860
2006-05-23,12535827570
2006-05-24,12517134119
2006-05-25,12472269840
2006-05-26,12651726960
2006-05-30,12087184770
2006-05-31,11963808000
2006-06-01,12150742500
2006-06-02,12094662150
2006-06-05,11847908610
2006-06-06,11653496730
2006-06-07,11698361010
2006-06-08,11608632450
2006-06-09,11885295510
2006-06-12,11702099700
2006-06-13,12031104420
2006-06-14,12401234730
2006-06-15,12969515610
2006-06-16,12909696570
2006-06-19,12775103730
2006-06-20,12763887660
2006-06-21,13033073340
2006-06-22,13074198930
2006-06-23,13033073340
2006-06-26,12939606090
2006-06-27,12685375170
2006-06-28,12659204340
2006-06-29,13212530460
2006-06-30,13197575699
2006-07-03,13130279279
2006-07-05,12778842420
2006-07-06,12950822160
2006-07-07,12397496039
2006-07-10,11765657430
2006-07-11,11488994370
2006-07-12,10692653400
2006-07-13,10445899860
2006-07-14,10064553480
2006-07-17,10128111210
2006-07-18,10516934970
2006-07-19,10988009910
2006-07-20,11118864060
2006-07-21,10778643270
2006-07-24,11189899170
2006-07-25,11331969390
2006-07-26,11268411660
2006-07-27,10924452180
2006-07-28,11056757970
2006-07-31,10990039350
2006-08-01,10864015290
2006-08-02,11067877740
2006-08-03,11175368850
2006-08-04,11153129310
2006-08-07,10871428470
2006-08-08,10745404410
2006-08-09,10749111000
2006-08-10,10808416440
2006-08-11,10871428470
2006-08-14,11108650230
2006-08-15,11749890300
2006-08-16,12005645010
2006-08-17,11987112060
2006-08-18,12569046689
2006-08-21,12320705160
2006-08-22,12695070750
2006-08-23,12598699410
2006-08-24,12613525770
2006-08-25,12554220330
2006-08-28,12676537800
2006-08-29,12743256420
2006-08-30,12732136650
2006-08-31,12691364160
2006-09-01,12743256420
2006-09-05,12754376189
2006-09-06,12517154430
2006-09-07,12335531520
2006-09-08,12594992819
2006-09-11,12483795120
2006-09-12,12580166460
2006-09-13,12476381939
2006-09-14,12695070750
2006-09-15,12517154430
2006-09-18,12980478180
2006-09-19,13340017410
2006-09-20,13577239170
2006-09-21,13440095340
2006-09-22,13336310819
2006-09-25,13673610510
2006-09-26,13718089590
2006-09-27,13584652350
2006-09-28,13888592730
2006-09-29,13718089590
2006-10-02,13658784150
2006-10-03,13862646600
2006-10-04,14144347439
2006-10-05,13947898170
2006-10-06,13669903920
2006-10-09,13996083840
2006-10-10,14170293569
2006-10-11,14262958319
2006-10-12,14237012189
2006-10-13,14666976630
2006-10-16,14689216170
2006-10-17,14207359470
2006-10-18,14025736560
2006-10-19,13966431120
2006-10-20,13896005910
2006-10-23,13858940010
2006-10-24,13603185300
2006-10-25,13710676410
2006-10-26,13870059780
2006-10-27,13284648860
2006-10-30,13722767520
2006-10-31,13551975500
2006-11-01,13370044870
2006-11-02,13195539980
2006-11-03,13366332000
2006-11-06,13529698280
2006-11-07,13629945770
2006-11-08,13596529940
2006-11-09,13429450790
2006-11-10,13700490300
2006-11-13,13930688240
2006-11-14,14120044610
2006-11-15,14108906000
2006-11-16,14836628520
2006-11-17,14836628520
2006-11-20,14844054259
2006-11-21,15219054130
2006-11-22,15326727360
2006-11-24,15207915520
2006-11-27,14639846410
2006-11-28,14736381030
2006-11-29,14777222599
2006-11-30,14584153360
2006-12-01,14301975240
2006-12-04,14624994930
2006-12-05,14680687980
2006-12-06,14450490040
2006-12-07,14602717710
2006-12-08,14662123630
2006-12-11,14624994930
2006-12-12,14695539460
2006-12-13,14498757349
2006-12-14,14873757220
2006-12-15,15222767000
2006-12-18,15092816550
2006-12-19,15070539330
2006-12-20,14940588880
2006-12-21,14884895830
2006-12-22,14691826590
2006-12-26,14836628520
2006-12-27,14799499820
2006-12-28,14777222599
2006-12-29,14584153360
2007-01-03,14832915650
2007-01-04,14691826590
2007-01-05,14506183090
2007-01-08,14936876009
2007-01-09,14754945380
2007-01-10,14751232509
2007-01-11,14873757220
2007-01-12,14777222599
2007-01-16,14788361210
2007-01-17,14439351430
2007-01-18,14001232770
2007-01-19,13759896220
2007-01-22,13551975500
2007-01-23,13811876400
2007-01-24,13975242680
2007-01-25,13793312050
2007-01-26,13553443459
2007-01-29,13619863819
2007-01-30,13903995360
2007-01-31,13874475200
2007-02-01,13767464620
2007-02-02,13774844660
2007-02-05,13844955040
2007-02-06,13697354240
2007-02-07,14066356240
2007-02-08,14110636480
2007-02-09,13911375400
2007-02-12,13933515520
2007-02-13,13778534680
2007-02-14,14173366819
2007-02-15,14870780599
2007-02-16,14763770020
2007-02-20,14940890980
2007-02-21,14796980200
2007-02-22,14715799760
2007-02-23,14793290180
2007-02-26,14630929300
2007-02-27,13929825500
2007-02-28,14269307340
2007-03-01,14077426300
2007-03-02,13771154640
2007-03-05,13579273599
2007-03-06,13767464620
2007-03-07,13457502940
2007-03-08,13918755440
2007-03-09,13907685380
2007-03-12,14106946459
2007-03-13,13343112319
2007-03-14,13394772599
2007-03-15,13487023099
2007-03-16,13549753440
2007-03-19,13420602740
2007-03-20,13586653640
2007-03-21,14014695959
2007-03-22,13892925300
2007-03-23,14070046260
2007-03-26,14213957040
2007-03-27,14029456040
2007-03-28,13439052840
2007-03-29,13427982780
2007-03-30,13475953040
2007-04-02,13250861819
2007-04-03,13439052840
2007-04-04,13376322500
2007-04-05,13472263020
2007-04-09,13309902140
2007-04-10,13143851240
2007-04-11,12977800340
2007-04-12,13132781180
2007-04-13,13250861819
2007-04-16,13221341660
2007-04-17,13044220700
2007-04-18,13088500940
2007-04-19,12985180380
2007-04-20,12889239860
2007-04-23,13007320500
2007-04-24,13154921300
2007-04-25,13328352240
2007-04-26,13741634480
2007-04-27,13780119170
2007-04-30,13561444970
2007-05-01,13514065560
2007-05-02,13776474599
2007-05-03,14002437940
2007-05-04,13907679119
2007-05-07,13816564869
2007-05-08,14057106490
2007-05-09,14038883640
2007-05-10,13933191109
2007-05-11,14232045849
2007-05-14,14097196760
2007-05-15,13659848359
2007-05-16,13627047230
2007-05-17,13532288410
2007-05-18,13845721430
2007-05-21,13925901970
2007-05-22,13791052880
2007-05-23,13871233420
2007-05-24,11575154320
2007-05-25,11589732600
2007-05-29,11429371520
2007-05-30,11473106360
2007-05-31,11720937119
2007-06-01,11203408180
2007-06-04,11371058400
2007-06-05,11571509750
2007-06-06,11389281250
2007-06-07,11130516780
2007-06-08,11469461790
2007-06-11,11381992110
2007-06-12,11145095060
2007-06-13,11247143020
2007-06-14,11374702970
2007-06-15,11622533730
2007-06-18,11629822870
2007-06-19,12103616970
2007-06-20,11673557710
2007-06-21,11808406800
2007-06-22,11371058400
2007-06-25,11400214960
2007-06-26,11290877860
2007-06-27,11491329210
2007-06-28,11024824250
2007-06-29,10638499830
2007-07-02,10536451870
2007-07-03,10452626760
2007-07-05,10561963860
2007-07-06,10795216340
2007-07-09,10682234670
2007-07-10,10780638060
2007-07-11,10660367250
2007-07-12,10933710000
2007-07-13,10882686020
2007-07-16,10744192360
2007-07-17,11086781940
2007-07-18,11381992110
2007-07-19,11903165619
2007-07-20,11604310880
2007-07-23,11440305230
2007-07-24,11243498450
2007-07-25,11330968130
2007-07-26,11061269950
2007-07-27,10399644600
2007-07-30,10641496800
2007-07-31,10079546100
2007-08-01,10346294850
2007-08-02,10211142150
2007-08-03,8169625050
2007-08-06,8244314700
2007-08-07,8760028950
2007-08-08,8728019100
2007-08-09,8322560999
2007-08-10,8343900900
2007-08-13,8589309749
2007-08-14,8333230950
2007-08-15,8592866400
2007-08-16,8987654550
2007-08-17,9240176700
2007-08-20,9112137300
2007-08-21,9243733350
2007-08-22,9763004250
2007-08-23,9723881100
2007-08-24,9990629850
2007-08-27,10100886000
2007-08-28,9848363850
2007-08-29,10097329350
2007-08-30,10019083050
2007-08-31,9908826900
2007-09-04,10036866300
2007-09-05,10036866300
2007-09-06,10054649550
2007-09-07,9645634800
2007-09-10,9652748100
2007-09-11,9869703750
2007-09-12,9617181600
2007-09-13,9716767800
2007-09-14,9595841700
2007-09-17,9482028900
2007-09-18,9748777650
2007-09-19,9610068300
2007-09-20,9514038750
2007-09-21,9581615100
2007-09-24,9698984550
2007-09-25,9567388500
2007-09-26,9649191450
2007-09-27,9823467300
2007-09-28,9570945150
2007-10-01,9499812150
2007-10-02,9382442700
2007-10-03,9364659450
2007-10-04,9215280150
2007-10-05,9492698850
2007-10-08,9645634800
2007-10-09,9802127400
2007-10-10,10022639700
2007-10-11,10147122450
2007-10-12,10207585500
2007-10-15,10506344100
2007-10-16,10378304700
2007-10-17,10527684000
2007-10-18,10662836700
2007-10-19,10449437700
2007-10-22,10694846550
2007-10-23,11395506600
2007-10-24,11224787400
2007-10-25,10876235700
2007-10-26,10841219750
2007-10-29,10593341750
2007-10-30,10607112750
2007-10-31,10841219750
2007-11-01,10620883750
2007-11-02,10376448500
2007-11-05,10228410250
2007-11-06,10321364500
2007-11-07,10032173500
2007-11-08,9481333500
2007-11-09,9254112000
2007-11-12,8989020250
2007-11-13,9278211250
2007-11-14,9161157750
2007-11-15,9020005000
2007-11-16,8923608000
2007-11-19,8768684250
2007-11-20,8572447499
2007-11-21,8414081000
2007-11-23,8541462750
2007-11-26,8228172499
2007-11-27,8317684000
2007-11-28,8754913250
2007-11-29,8658516250
2007-11-30,8507035250
2007-12-03,8493264250
2007-12-04,8524249000
2007-12-05,8706714750
2007-12-06,8975249250
2007-12-07,9126730250
2007-12-10,9302310500
2007-12-11,9061318000
2007-12-12,9116402000
2007-12-13,9026890500
2007-12-14,8803111750
2007-12-17,8713600250
2007-12-18,8689501000
2007-12-19,8575890250
2007-12-20,8617203250
2007-12-21,8827211000
2007-12-24,8871966750
2007-12-26,8844424750
2007-12-27,8717043000
2007-12-28,8717043000
2007-12-31,8593104000
2008-01-02,8476050500
2008-01-03,8624088750
2008-01-04,8396867250
2008-01-07,7887340250
2008-01-08,7670447000
2008-01-09,7890783000
2008-01-10,7870126500
2008-01-11,7877012000
2008-01-14,8087019749
2008-01-15,7766844000
2008-01-16,7642905000
2008-01-17,7553393500
2008-01-18,7591263750
2008-01-22,7277973500
2008-01-23,7016324500
2008-01-24,7642905000
2008-01-25,7609484610
2008-01-28,7814868809
2008-01-29,7883330210
2008-01-30,7948368540
2008-01-31,7948368540
2008-02-01,8140060460
2008-02-04,8047637570
2008-02-05,7708753640
2008-02-06,7397254270
2008-02-07,7475984880
2008-02-08,7691638290
2008-02-11,7595792330
2008-02-12,7369869710
2008-02-13,7886753280
2008-02-14,7424638830
2008-02-15,7325369799
2008-02-19,7294562170
2008-02-20,7339062080
2008-02-21,7363023570
2008-02-22,7564984700
2008-02-25,7831984160
2008-02-26,7917560910
2008-02-27,8088714410
2008-02-28,7729292059
2008-02-29,7400677340
2008-03-03,7708753640
2008-03-04,7708753640
2008-03-05,7866214860
2008-03-06,7677946010
2008-03-07,7701907500
2008-03-10,7359600500
2008-03-11,7599215400
2008-03-12,7311677520
2008-03-13,7434908040
2008-03-14,7215831559
2008-03-17,7085754900
2008-03-18,7133677880
2008-03-19,6671563429
2008-03-20,6760563250
2008-03-24,7154216299
2008-03-25,7171331650
2008-03-26,7092601040
2008-03-27,6883793770
2008-03-28,6887216840
2008-03-31,6863255350
2008-04-01,7154216299
2008-04-02,7404100410
2008-04-03,7534177070
2008-04-04,7677946010
2008-04-07,7619753820
2008-04-08,7410946549
2008-04-09,7256908400
2008-04-10,7517061720
2008-04-11,7428061900
2008-04-14,7445177250
2008-04-15,7311677520
2008-04-16,7469138740
2008-04-17,7499946370
2008-04-18,7835407230
2008-04-21,7955214679
2008-04-22,7585523120
2008-04-23,7897022490
2008-04-24,8051060640
2008-04-25,7825561200
2008-04-28,7902347850
2008-04-29,8032551300
2008-04-30,8079291000
2008-05-01,8336359350
2008-05-02,8302973850
2008-05-05,8436515850
2008-05-06,8586750600
2008-05-07,8459885700
2008-05-08,8690245650
2008-05-09,8780386500
2008-05-12,8563380750
2008-05-13,8620136100
2008-05-14,8873865900
2008-05-15,9057486150
2008-05-16,9117580050
2008-05-19,8807094900
2008-05-20,8790402150
2008-05-21,8610120450
2008-05-22,8212833000
2008-05-23,7935733350
2008-05-27,7985811600
2008-05-28,8009181449
2008-05-29,8126030700
2008-05-30,8139384900
2008-06-02,7942410450
2008-06-03,7999165800
2008-06-04,7875639450
2008-06-05,8052582600
2008-06-06,7925717699
2008-06-09,8009181449
2008-06-10,7855608150
2008-06-11,7682003550
2008-06-12,7832238300
2008-06-13,8052582600
2008-06-16,7949087550
2008-06-17,8009181449
2008-06-18,7899009300
2008-06-19,7995827250
2008-06-20,7778821500
2008-06-23,7638602400
2008-06-24,7675326449
2008-06-25,7648618050
2008-06-26,7381534050
2008-06-27,7381534050
2008-06-30,7231299300
2008-07-01,7371518399
2008-07-02,7341471449
2008-07-03,7324778700
2008-07-07,7728743250
2008-07-08,7862285250
2008-07-09,7518414600
2008-07-10,7364841300
2008-07-11,7324778700
2008-07-14,7304747400
2008-07-15,7368179850
2008-07-16,7558477200
2008-07-17,7758790199
2008-07-18,7742097450
2008-07-21,7675326449
2008-07-22,7862285250
2008-07-23,8162754750
2008-07-24,7909024950
2008-07-25,8052047400
2008-07-28,8042227830
2008-07-29,8366273640
2008-07-30,8268077940
2008-07-31,8363000450
2008-08-01,8264804750
2008-08-04,8366273640
2008-08-05,8497201240
2008-08-06,8503747620
2008-08-07,8523386760
2008-08-08,8611762890
2008-08-11,8647767980
2008-08-12,8611762890
2008-08-13,8408825110
2008-08-14,8065140160
2008-08-15,8078232920
2008-08-18,7993129980
2008-08-19,7957124890
2008-08-20,7849109620
2008-08-21,7858929190
2008-08-22,7888387900
2008-08-25,7868748760
2008-08-26,7881841519
2008-08-27,8363000450
2008-08-28,8349907690
2008-08-29,8340088120
2008-09-02,8209160519
2008-09-03,8228799660
2008-09-04,8016042309
2008-09-05,7986583600
2008-09-08,7996403170
2008-09-09,7701816070
2008-09-10,7803284960
2008-09-11,7852382809
2008-09-12,7960398080
2008-09-15,7636352269
2008-09-16,7459600010
2008-09-17,7135554200
2008-09-18,6687127170
2008-09-19,6912977280
2008-09-22,6130684870
2008-09-23,5934293470
2008-09-24,6156870390
2008-09-25,6160143580
2008-09-26,6153597200
2008-09-29,5531691100
2008-09-30,5967025370
2008-10-01,5790273110
2008-10-02,5574242570
2008-10-03,5250196760
2008-10-06,4827955250
2008-10-07,4238781050
2008-10-08,4336976750
2008-10-09,4386074600
2008-10-10,4336976750
2008-10-13,4883599480
2008-10-14,4657749370
2008-10-15,4068575170
2008-10-16,4444992020
2008-10-17,4300971660
2008-10-20,4566100050
2008-10-21,4255147000
2008-10-22,4268239759
2008-10-23,4068575170
2008-10-24,4014117200
2008-10-27,3879216539
2008-10-28,4244435400
2008-10-29,4435270480
2008-10-30,4507656200
2008-10-31,4451721780
2008-11-03,4645847120
2008-11-04,4583332180
2008-11-05,4369465280
2008-11-06,4106244480
2008-11-07,4211532800
2008-11-10,4093083440
2008-11-11,3843023680
2008-11-12,3418580140
2008-11-13,3994375640
2008-11-14,4047019800
2008-11-17,4004246420
2008-11-18,4191791240
2008-11-19,3856184720
2008-11-20,3958182780
2008-11-21,4116115260
2008-11-24,4303660080
2008-11-25,4287208780
2008-11-26,4425399700
2008-11-28,4441851000
2008-12-01,4017407460
2008-12-02,4204952280
2008-12-03,4336562680
2008-12-04,4007536680
2008-12-05,4234564619
2008-12-08,4524107500
2008-12-09,4563590620
2008-12-10,4612944520
2008-12-11,4445141260
2008-12-12,4455012040
2008-12-15,4461592560
2008-12-16,4751135440
2008-12-17,4596493220
2008-12-18,4510946460
2008-12-19,4474753600
2008-12-22,4247725660
2008-12-23,4297079560
2008-12-24,4201662020
2008-12-26,4142437340
2008-12-29,4181920460
2008-12-30,4405658140
2008-12-31,4596493220
2009-01-02,4859714020
2009-01-05,4734684140
2009-01-06,4816940640
2009-01-07,4586622440
2009-01-08,4971582860
2009-01-09,4853133500
2009-01-12,4665588680
2009-01-13,4547139320
2009-01-14,4543849060
2009-01-15,4691910760
2009-01-16,4909067920
2009-01-20,4474753600
2009-01-21,4609654260
2009-01-22,4721523100
2009-01-23,5070904680
2009-01-26,4915335150
2009-01-27,5097384600
2009-01-28,5382043740
2009-01-29,5276124060
2009-01-30,4908715170
2009-02-02,5027874810
2009-02-03,5067594690
2009-02-04,4981534950
2009-02-05,5087454630
2009-02-06,5342323860
2009-02-09,5395283700
2009-02-10,4941815070
2009-02-11,5031184800
2009-02-12,5428383600
2009-02-13,5332393890
2009-02-17,5160274410
2009-02-18,5014634850
2009-02-19,4782935550
2009-02-20,4703495790
2009-02-23,4316226960
2009-02-24,4481726460
2009-02-25,4537996290
2009-02-26,4359256830
2009-02-27,4448626560
2009-03-02,4269887100
2009-03-03,4405596690
2009-03-04,4498276410
2009-03-05,4326156930
2009-03-06,4269887100
2009-03-09,4144107480
2009-03-10,4567786200
2009-03-11,4819345440
2009-03-12,4961675010
2009-03-13,4981534950
2009-03-16,4776315570
2009-03-17,4915335150
2009-03-18,5305913970
2009-03-19,5183444340
2009-03-20,4912025160
2009-03-23,5299293990
2009-03-24,5130484500
2009-03-25,5051044740
2009-03-26,5249644140
2009-03-27,4994774910
2009-03-30,4855755330
2009-03-31,4912025160
2009-04-01,5097384600
2009-04-02,5196684300
2009-04-03,5339013870
2009-04-06,5153654430
2009-04-07,4955055030
2009-04-08,5504513370
2009-04-09,5613743040
