,ABC
2004-09-02,6325500720
2004-09-03,6294186360
2004-09-07,6329974200
2004-09-08,6070512360
2004-09-09,6159981960
2004-09-10,6097353240
2004-09-13,6043671480
2004-09-14,6151035000
2004-09-15,6124194120
2004-09-16,6164455440
2004-09-17,6155508480
2004-09-20,6097353240
2004-09-21,6142088040
2004-09-22,6061565400
2004-09-23,6124194120
2004-09-24,6142088040
2004-09-27,6083932800
2004-09-28,6083932800
2004-09-29,6061565400
2004-09-30,6007883640
2004-10-01,5810077440
2004-10-04,5704516440
2004-10-05,5649624720
2004-10-06,5712961320
2004-10-07,5611622760
2004-10-08,5586288120
2004-10-11,5603177880
2004-10-12,5624290080
2004-10-13,5586288120
2004-10-14,5573620800
2004-10-15,5552508600
2004-10-18,5594733000
2004-10-19,5501839320
2004-10-20,5375166120
2004-10-21,5324496840
2004-10-22,5463837360
2004-10-25,5400500760
2004-10-26,5539841280
2004-10-27,5852301840
2004-10-28,5805855000
2004-10-29,5810077440
2004-11-01,5763630600
2004-11-02,5932528200
2004-11-03,5949417960
2004-11-04,5966307720
2004-11-05,6071868720
2004-11-08,6185874600
2004-11-09,6219654120
2004-11-10,6270323400
2004-11-11,6232321440
2004-11-12,6228099000
2004-11-15,6236543880
2004-11-16,6160539960
2004-11-17,6122538000
2004-11-18,6139427760
2004-11-19,6050756520
2004-11-22,6101425800
2004-11-23,6139427760
2004-11-24,6105648240
2004-11-26,6114093120
2004-11-29,6156317520
2004-11-30,6223876560
2004-12-01,6312547800
2004-12-02,6291435600
2004-12-03,6316770240
2004-12-06,6502557600
2004-12-07,6477222960
2004-12-08,6633453240
2004-12-09,6713679600
2004-12-10,6722124480
2004-12-13,6667232760
2004-12-14,6684122520
2004-12-15,6654565440
2004-12-16,6646120560
2004-12-17,6511002480
2004-12-20,6544782000
2004-12-21,6544782000
2004-12-22,6025421880
2004-12-23,6000087240
2004-12-27,5974752600
2004-12-28,6071868720
2004-12-29,6122538000
2004-12-30,6181652160
2004-12-31,6194319480
2005-01-03,6376953200
2005-01-04,6324323600
2005-01-05,6315552000
2005-01-06,6368181600
2005-01-07,6350638400
2005-01-10,6350638400
2005-01-11,6363795800
2005-01-12,6368181600
2005-01-13,6262922400
2005-01-14,6280465600
2005-01-18,6355024200
2005-01-19,6306780400
2005-01-20,6359410000
2005-01-21,6249765000
2005-01-24,6311166200
2005-01-25,6197135400
2005-01-26,6346252600
2005-01-27,6302394600
2005-01-28,6398882200
2005-01-31,6390110600
2005-02-01,6464669200
2005-02-02,6451511800
2005-02-03,6578700000
2005-02-04,6534842000
2005-02-07,6517298800
2005-02-08,6591857400
2005-02-09,6482212400
2005-02-10,6526070400
2005-02-11,6618172200
2005-02-14,6600629000
2005-02-15,6767289400
2005-02-16,6714659800
2005-02-17,6543613600
2005-02-18,6578700000
2005-02-22,6447126000
2005-02-23,6490984000
2005-02-24,6578700000
2005-02-25,6578700000
2005-02-28,6569928400
2005-03-01,6745360400
2005-03-02,6771675200
2005-03-03,6811147400
2005-03-04,6868162800
2005-03-07,6868162800
2005-03-08,6885706000
2005-03-09,6635715400
2005-03-10,6622558000
2005-03-11,6613786400
2005-03-14,6697116600
2005-03-15,6591857400
2005-03-16,6539227800
2005-03-17,6666416000
2005-03-18,6675187600
2005-03-21,6666416000
2005-03-22,6622558000
2005-03-23,6745360400
2005-03-24,6701502400
2005-03-28,5925215800
2005-03-29,5933987400
2005-03-30,6118191000
2005-03-31,6280465600
2005-04-01,5849153520
2005-04-04,5990297040
2005-04-05,6118986720
2005-04-06,6081625200
2005-04-07,6143894400
2005-04-08,6002750880
2005-04-11,6069171360
2005-04-12,6123138000
2005-04-13,6102381600
2005-04-14,6185407200
2005-04-15,6280886640
2005-04-18,6156348240
2005-04-19,6206163600
2005-04-20,6156348240
2005-04-21,6210314880
2005-04-22,6226920000
2005-04-25,6218617440
2005-04-26,6214466160
2005-04-27,6268432800
2005-04-28,6264281520
2005-04-29,6359760960
2005-05-02,6438635280
2005-05-03,6384668640
2005-05-04,6438635280
2005-05-05,6467694240
2005-05-06,6538266000
2005-05-09,6642048000
2005-05-10,6608837760
2005-05-11,6600535200
2005-05-12,6625442880
2005-05-13,6633745440
2005-05-16,6729224880
2005-05-17,6833006880
2005-05-18,6878670960
2005-05-19,6853763280
2005-05-20,6845460719
2005-05-23,6849612000
2005-05-24,6849612000
2005-05-25,6841309440
2005-05-26,6795645360
2005-05-27,6745830000
2005-05-31,6700165920
2005-06-01,6766586400
2005-06-02,6795645360
2005-06-03,6754132560
2005-06-06,6791494080
2005-06-07,6754132560
2005-06-08,6725073600
2005-06-09,6675258239
2005-06-10,6700165920
2005-06-13,6803947920
2005-06-14,6974150400
2005-06-15,6974150400
2005-06-16,7057176000
2005-06-17,7073781120
2005-06-20,7123596480
2005-06-21,7044722160
2005-06-22,6990755520
2005-06-23,6949242719
2005-06-24,6957545280
2005-06-27,6932637600
2005-06-28,7057176000
2005-06-29,7119445199
2005-06-30,7177563120
2005-07-01,7374077760
2005-07-05,7395340960
2005-07-06,7374077760
2005-07-07,7446372640
2005-07-08,7535678079
2005-07-11,7501656960
2005-07-12,7484646400
2005-07-13,7442120000
2005-07-14,7505909599
2005-07-15,7527172800
2005-07-18,7514414880
2005-07-19,7446372640
2005-07-20,7514414880
2005-07-21,7539930720
2005-07-22,7369825119
2005-07-25,7357067200
2005-07-26,7467635839
2005-07-27,7505909599
2005-07-28,7650499359
2005-07-29,7633488800
2005-08-01,7607972960
2005-08-02,7659004640
2005-08-03,7659004640
2005-08-04,7641994079
2005-08-05,7659004640
2005-08-08,7714288960
2005-08-09,7765320640
2005-08-10,7693025760
2005-08-11,7807847040
2005-08-12,7761068000
2005-08-15,7744057440
2005-08-16,7697278400
2005-08-17,7731299520
2005-08-18,7727046880
2005-08-19,7641994079
2005-08-22,7727046880
2005-08-23,7518667520
2005-08-24,7476141119
2005-08-25,7731299520
2005-08-26,7727046880
2005-08-29,7888647200
2005-08-30,7956689440
2005-08-31,7939678880
2005-09-01,7926920960
2005-09-02,7850373440
2005-09-06,7875889280
2005-09-07,7973700000
2005-09-08,7922668320
2005-09-09,7969447359
2005-09-12,7999215839
2005-09-13,8016226400
2005-09-14,8067258079
2005-09-15,8339427040
2005-09-16,8318163839
2005-09-19,8250121599
2005-09-20,8292648000
2005-09-21,8296900640
2005-09-22,8250121599
2005-09-23,8194837280
2005-09-26,8203342560
2005-09-27,8194837280
2005-09-28,8250121599
2005-09-29,8211847839
2005-09-30,8220353119
2005-10-03,8075935000
2005-10-04,8109255000
2005-10-05,7905170000
2005-10-06,7905170000
2005-10-07,7913500000
2005-10-10,7813540000
2005-10-11,7751065000
2005-10-12,7784385000
2005-10-13,7796880000
2005-10-14,7788550000
2005-10-17,7863520000
2005-10-18,7930160000
2005-10-19,7930160000
2005-10-20,7846860000
2005-10-21,7813540000
2005-10-24,7892675000
2005-10-25,7751065000
2005-10-26,7642775000
2005-10-27,7646940000
2005-10-28,7842694999
2005-10-31,7942655000
2005-11-01,7892675000
2005-11-02,7938489999
2005-11-03,8009295000
2005-11-04,7967645000
2005-11-07,7975974999
2005-11-08,8013459999
2005-11-09,8005130000
2005-11-10,8013459999
2005-11-11,8017625000
2005-11-14,7988470000
2005-11-15,8030120000
2005-11-16,8050944999
2005-11-17,8121750000
2005-11-18,8121750000
2005-11-21,8221709999
2005-11-22,8250864999
2005-11-23,8255030000
2005-11-25,8267525000
2005-11-28,8259194999
2005-11-29,8384145000
2005-11-30,8367485000
2005-12-01,8267525000
2005-12-02,8271690000
2005-12-05,8434125000
2005-12-06,8384145000
2005-12-07,8371650000
2005-12-08,8509095000
2005-12-09,8479940000
2005-12-12,8479940000
2005-12-13,8488270000
2005-12-14,8479940000
2005-12-15,8459114999
2005-12-16,8529920000
2005-12-19,8425795000
2005-12-20,8475775000
2005-12-21,8463280000
2005-12-22,8513260000
2005-12-23,8517425000
2005-12-27,8504930000
2005-12-28,8721510000
2005-12-29,8638210000
2005-12-30,8621550000
2006-01-03,8792193000
2006-01-04,8733939000
2006-01-05,8625753000
2006-01-06,8530050000
2006-01-09,8530050000
2006-01-10,8530050000
2006-01-11,8530050000
2006-01-12,8596626000
2006-01-13,8617431000
2006-01-17,8509245000
2006-01-18,8546694000
2006-01-19,8521728000
2006-01-20,8534211000
2006-01-23,8525888999
2006-01-24,8688168000
2006-01-25,8921184000
2006-01-26,8958633000
2006-01-27,9170844000
2006-01-30,9108429000
2006-01-31,9079302000
2006-02-01,9133395000
2006-02-02,9100107000
2006-02-03,9070980000
2006-02-06,9050175000
2006-02-07,9016887000
2006-02-08,9041853000
2006-02-09,9000243000
2006-02-10,9083463000
2006-02-13,9083463000
2006-02-14,9062658000
2006-02-15,9137556000
2006-02-16,9241581000
2006-02-17,9150039000
2006-02-21,9245742000
2006-02-22,9528690000
2006-02-23,9582783000
2006-02-24,9545334000
2006-02-27,9724257000
2006-02-28,9570300000
2006-03-01,9570300000
2006-03-02,9561978000
2006-03-03,9466275000
2006-03-06,9395538000
2006-03-07,9482919000
2006-03-08,9528690000
2006-03-09,9570300000
2006-03-10,9520368000
2006-03-13,9603588000
2006-03-14,9641037000
2006-03-15,9778350000
2006-03-16,9849087000
2006-03-17,9928146000
2006-03-20,9849087000
2006-03-21,9844926000
2006-03-22,9940629000
2006-03-23,9799155000
2006-03-24,9840765000
2006-03-27,9770028000
2006-03-28,9932307000
2006-03-29,9978078000
2006-03-30,9936468000
2006-03-31,10044654000
2006-04-03,9954738000
2006-04-04,9823646800
2006-04-05,9917868600
2006-04-06,9692555600
2006-04-07,9442663000
2006-04-10,9557367800
2006-04-11,9373020800
2006-04-12,9553271200
2006-04-13,9446759600
2006-04-17,9586044000
2006-04-18,9729425000
2006-04-19,9729425000
2006-04-20,9745811400
2006-04-21,9606527000
2006-04-24,9713038600
2006-04-25,9524595000
2006-04-26,8860945800
2006-04-27,8865042400
2006-04-28,8840462800
2006-05-01,8906008400
2006-05-02,8967457400
2006-05-03,8996133600
2006-05-04,8930588000
2006-05-05,8996133600
2006-05-08,9037099600
2006-05-09,9049389400
2006-05-10,9020713200
2006-05-11,9045292800
2006-05-12,9008423400
2006-05-15,9061679200
2006-05-16,9123128200
2006-05-17,8979747200
2006-05-18,8942877800
2006-05-19,8901911800
2006-05-22,8934684600
2006-05-23,8963360800
2006-05-24,8942877800
2006-05-25,9155901000
2006-05-26,9065775800
2006-05-30,8856849200
2006-05-31,8930588000
2006-06-01,8979747200
2006-06-02,8959264200
2006-06-05,8803593400
2006-06-06,8889622000
2006-06-07,8856849200
2006-06-08,8733951200
2006-06-09,8561893999
2006-06-12,8434899400
2006-06-13,8348870800
2006-06-14,8393933399
2006-06-15,8529121200
2006-06-16,8459478999
2006-06-19,8414416400
2006-06-20,8348870800
2006-06-21,8434899400
2006-06-22,8344774200
2006-06-23,8393933399
2006-06-26,8459478999
2006-06-27,8369353800
2006-06-28,8357063999
2006-06-29,8463575600
2006-06-30,8586473600
2006-07-03,8312055399
2006-07-05,8188766540
2006-07-06,8343871880
2006-07-07,8403527780
2006-07-10,8331940700
2006-07-11,8312055399
2006-07-12,8296147160
2006-07-13,8264330680
2006-07-14,8288193040
2006-07-17,8248422439
2006-07-18,8188766540
2006-07-19,8475114859
2006-07-20,8331940700
2006-07-21,8347848939
2006-07-24,8650105500
2006-07-25,8701807280
2006-07-26,8558633120
2006-07-27,8550679000
2006-07-28,8550679000
2006-07-31,8550679000
2006-08-01,8550679000
2006-08-02,8590449600
2006-08-03,8618289020
2006-08-04,8495000160
2006-08-07,8586472540
2006-08-08,8439321320
2006-08-09,8534770760
2006-08-10,8602380780
2006-08-11,8614311960
2006-08-14,8630220200
2006-08-15,8650105500
2006-08-16,8697830220
2006-08-17,8666013740
2006-08-18,8681921980
2006-08-21,8685899040
2006-08-22,8821119080
2006-08-23,8765440240
2006-08-24,8717715520
2006-08-25,8693853160
2006-08-28,8912591460
2006-08-29,8872820860
2006-08-30,8797256720
2006-08-31,8781348480
2006-09-01,9035880320
2006-09-05,8980201480
2006-09-06,8908614400
2006-09-07,8892706160
2006-09-08,8940430880
2006-09-11,8984178540
2006-09-12,9071673860
2006-09-13,9179054480
2006-09-14,9039857380
2006-09-15,9230756260
2006-09-18,9198939780
2006-09-19,9183031540
2006-09-20,9190985660
2006-09-21,8797256720
2006-09-22,8837027320
2006-09-25,8920545580
2006-09-26,8841004380
2006-09-27,8868843800
2006-09-28,8948385000
2006-09-29,8988155600
2006-10-02,8699921020
2006-10-03,8707616660
2006-10-04,8853833820
2006-10-05,8992355340
2006-10-06,8842290360
2006-10-09,8849986000
2006-10-10,8823051260
2006-10-11,8849986000
2006-10-12,8880768560
2006-10-13,8880768560
2006-10-16,8853833820
2006-10-17,8892312020
2006-10-18,8919246760
2006-10-19,8946181500
2006-10-20,8980811880
2006-10-23,9119333400
2006-10-24,9119333400
2006-10-25,8946181500
2006-10-26,8946181500
2006-10-27,8992355340
2006-10-30,9007746620
2006-10-31,9080855200
2006-11-01,9069311740
2006-11-02,8903855480
2006-11-03,8738399220
2006-11-06,8811507800
2006-11-07,8823051260
2006-11-08,8784573060
2006-11-09,8638355900
2006-11-10,8684529740
2006-11-13,8653747180
2006-11-14,8915398940
2006-11-15,9038529180
2006-11-16,9111637760
2006-11-17,9038529180
2006-11-20,8900007660
2006-11-21,8811507800
2006-11-22,8819203440
2006-11-24,8699921020
2006-11-27,8646051540
2006-11-28,8699921020
2006-11-29,8738399220
2006-11-30,8849986000
2006-12-01,8799964340
2006-12-04,8988507520
2006-12-05,8953877140
2006-12-06,8930790220
2006-12-07,8919246760
2006-12-08,8849986000
2006-12-11,8865377280
2006-12-12,8961572780
2006-12-13,9100094300
2006-12-14,8876920740
2006-12-15,8934638040
2006-12-18,8788420880
2006-12-19,8730703580
2006-12-20,8734551400
2006-12-21,8684529740
2006-12-22,8592182060
2006-12-26,8557551679
2006-12-27,8665290640
2006-12-28,8665290640
2006-12-29,8649899360
2007-01-03,8706164640
2007-01-04,8740143600
2007-01-05,8634431280
2007-01-08,8770347120
2007-01-09,8740143600
2007-01-10,8781673440
2007-01-11,8921364720
2007-01-12,8940241920
2007-01-16,8996873520
2007-01-17,9129013920
2007-01-18,9079933200
2007-01-19,9061056000
2007-01-22,8970445440
2007-01-23,9076157760
2007-01-24,9808593120
2007-01-25,10008691440
2007-01-26,9974712480
2007-01-29,9782165040
2007-01-30,9880326480
2007-01-31,9887877360
2007-02-01,9884101920
2007-02-02,9880326480
2007-02-05,9910530000
2007-02-06,9895428240
2007-02-07,9910530000
2007-02-08,9940733520
2007-02-09,10099302000
2007-02-12,10103077440
2007-02-13,10212565200
2007-02-14,10193688000
2007-02-15,10442867040
2007-02-16,10363582800
2007-02-20,10393786320
2007-02-21,10352256480
2007-02-22,10352256480
2007-02-23,10382460000
2007-02-26,10197463440
2007-02-27,9872775600
2007-02-28,9929407200
2007-03-01,9899203680
2007-03-02,9755736960
2007-03-05,9631147440
2007-03-06,9902979120
2007-03-07,9759512400
2007-03-08,9940733520
2007-03-09,10023793200
2007-03-12,9899203680
2007-03-13,9650024640
2007-03-14,9793491360
2007-03-15,9865224720
2007-03-16,9789715920
2007-03-19,10061547600
2007-03-20,9970937040
2007-03-21,9993589680
2007-03-22,10057772160
2007-03-23,10174810800
2007-03-26,10159709040
2007-03-27,10061547600
2007-03-28,10091751120
2007-03-29,10095526560
2007-03-30,9959610720
2007-04-02,9865964160
2007-04-03,9995584560
2007-04-04,9951143280
2007-04-05,9999288000
2007-04-09,9954846720
2007-04-10,9980770800
2007-04-11,9928922640
2007-04-12,9954846720
2007-04-13,10062246480
2007-04-16,10125204960
2007-04-17,10151129040
2007-04-18,10154832480
2007-04-19,10084467120
2007-04-20,10140018720
2007-04-23,10188163440
2007-04-24,10436293920
2007-04-25,9688199040
2007-04-26,9406737600
2007-04-27,9321558480
2007-04-30,9258600000
2007-05-01,9317855040
2007-05-02,9473399520
2007-05-03,9540061440
2007-05-04,9503027040
2007-05-07,9510433920
2007-05-08,9536358000
2007-05-09,9614130240
2007-05-10,9510433920
2007-05-11,9258600000
2007-05-14,9488213280
2007-05-15,9199344960
2007-05-16,9451178880
2007-05-17,9406737600
2007-05-18,9503027040
2007-05-21,9569688960
2007-05-22,9499323600
2007-05-23,9473399520
2007-05-24,9380813520
2007-05-25,9665978400
2007-05-29,9691902480
2007-05-30,9654868080
2007-05-31,9484509840
2007-06-01,9506730480
2007-06-04,9506730480
2007-06-05,9488213280
2007-06-06,9447475440
2007-06-07,9443772000
2007-06-08,9480806400
2007-06-11,9432661680
2007-06-12,9440068560
2007-06-13,9506730480
2007-06-14,9462289200
2007-06-15,9351186000
2007-06-18,9336372240
2007-06-19,9310448160
2007-06-20,9228972480
2007-06-21,9251193120
2007-06-22,9147496800
2007-06-25,9184531200
2007-06-26,9158607120
2007-06-27,9258600000
2007-06-28,9195641520
2007-06-29,9162310560
2007-07-02,8689055760
2007-07-03,8730897120
2007-07-05,8685568980
2007-07-06,8706489660
2007-07-09,8629780500
2007-07-10,8490309300
2007-07-11,8535637440
2007-07-12,8730897120
2007-07-13,8744844240
2007-07-16,8682082200
2007-07-17,8758791360
2007-07-18,8577478800
2007-07-19,8567018460
2007-07-20,8427547260
2007-07-23,8553071340
2007-07-24,8573992020
2007-07-25,8647214400
2007-07-26,8322943860
2007-07-27,8078869260
2007-07-30,8214853680
2007-07-31,8214853680
2007-08-01,8047488239
2007-08-02,8005646880
2007-08-03,8037027900
2007-08-06,8308996739
2007-08-07,7974265860
2007-08-08,7866175680
2007-08-09,7594206840
2007-08-10,7942884840
2007-08-13,8141631300
2007-08-14,7960318739
2007-08-15,7782492960
2007-08-16,7740651600
2007-08-17,8047488239
2007-08-20,8033541120
2007-08-21,8019594000
2007-08-22,8186959440
2007-08-23,8451954719
2007-08-24,8322943860
2007-08-27,8462415060
2007-08-28,8221827239
2007-08-29,8242747920
2007-08-30,8221827239
2007-08-31,8340377760
2007-09-04,8302023180
2007-09-05,8200906560
2007-09-06,8207880120
2007-09-07,8211366900
2007-09-10,8099789940
2007-09-11,8190446219
2007-09-12,8019594000
2007-09-13,7995186540
2007-09-14,7785979739
2007-09-17,7866175680
2007-09-18,8019594000
2007-09-19,7998673320
2007-09-20,7949858400
2007-09-21,7901043480
2007-09-24,7779006180
2007-09-25,7803413640
2007-09-26,7887096360
2007-09-27,7789466520
2007-09-28,7904530260
2007-10-01,7407532600
2007-10-02,7486687000
2007-10-03,7414128800
2007-10-04,7351464900
2007-10-05,7559245200
2007-10-08,7489985100
2007-10-09,7447109799
2007-10-10,7602120500
2007-10-11,7499879399
2007-10-12,7496581300
2007-10-15,7404234500
2007-10-16,7364657299
2007-10-17,7367955400
2007-10-18,7361359200
2007-10-19,7301993400
2007-10-22,7242627600
2007-10-23,7367955400
2007-10-24,7325080100
2007-10-25,7361359200
2007-10-26,7344868700
2007-10-29,7361359200
2007-10-30,7358061100
2007-10-31,7770323600
2007-11-01,7450407900
2007-11-02,7236031400
2007-11-05,7166771300
2007-11-06,7242627600
2007-11-07,7123896000
2007-11-08,7367955400
2007-11-09,7209646600
2007-11-12,7278906700
2007-11-13,7354763000
2007-11-14,7272310500
2007-11-15,7315185800
2007-11-16,7417426899
2007-11-19,7203050400
2007-11-20,7308589600
2007-11-21,7176665600
2007-11-23,7239329500
2007-11-26,7196454200
2007-11-27,7117299799
2007-11-28,7328378200
2007-11-29,7348166800
2007-11-30,7480090800
2007-12-03,7259118100
2007-12-04,7212944700
2007-12-05,7331676300
2007-12-06,7430619300
2007-12-07,7569139500
2007-12-10,7552649000
2007-12-11,7269012400
2007-12-12,7295397200
2007-12-13,7203050400
2007-12-14,7064530200
2007-12-17,7186559900
2007-12-18,7196454200
2007-12-19,7133790300
2007-12-20,7193156100
2007-12-21,7348166800
2007-12-24,7476792700
2007-12-26,7473494600
2007-12-27,7496581300
2007-12-28,7503177500
2007-12-31,7397638300
2008-01-02,7183874080
2008-01-03,7225790760
2008-01-04,7061348400
2008-01-07,7154854840
2008-01-08,7361213879
2008-01-09,7425701080
2008-01-10,7532104960
2008-01-11,7628835760
2008-01-14,7615938320
2008-01-15,7393457480
2008-01-16,7570797280
2008-01-17,7519207520
2008-01-18,7512758800
2008-01-22,7425701080
2008-01-23,7377335680
2008-01-24,7406354920
2008-01-25,7251585639
2008-01-28,7303175400
2008-01-29,7693322960
2008-01-30,7590143440
2008-01-31,7509534440
2008-02-01,7519207520
2008-02-04,7625611400
2008-02-05,7445047240
2008-02-06,7380560040
2008-02-07,7328970280
2008-02-08,7309624120
2008-02-11,7151630480
2008-02-12,7232239480
2008-02-13,7148406120
2008-02-14,7038777879
2008-02-15,7032329160
2008-02-19,7077470200
2008-02-20,7029104800
2008-02-21,6842091920
2008-02-22,6945271440
2008-02-25,7029104800
2008-02-26,6993636840
2008-02-27,6919476560
2008-02-28,6822745760
2008-02-29,6726014960
2008-03-03,6687322639
2008-03-04,6651854680
2008-03-05,6690547000
2008-03-06,6490636680
2008-03-07,6632508520
2008-03-10,6564796960
2008-03-11,6490636680
2008-03-12,6393905879
2008-03-13,6390681520
2008-03-14,6316521240
2008-03-17,6303623800
2008-03-18,6455168720
2008-03-19,6713117520
2008-03-20,6680873920
2008-03-24,6745361120
2008-03-25,6716341879
2008-03-26,6684098280
2008-03-27,6593816200
2008-03-28,6609938000
2008-03-31,6606713639
2008-04-01,6662056320
2008-04-02,6445092800
2008-04-03,6374898720
2008-04-04,6524858800
2008-04-07,6467427280
2008-04-08,6406805119
2008-04-09,6422758320
2008-04-10,6374898720
2008-04-11,6275988880
2008-04-14,6266416960
2008-04-15,6301514000
2008-04-16,6355754880
2008-04-17,6374898720
2008-04-18,6505714960
2008-04-21,6518477520
2008-04-22,6537621359
2008-04-23,6298323359
2008-04-24,6390851920
2008-04-25,6531240080
2008-04-28,6588671600
2008-04-29,6639721840
2008-04-30,6467427280
2008-05-01,6614196720
2008-05-02,6614196720
2008-05-05,6617387359
2008-05-06,6764156800
2008-05-07,6636531200
2008-05-08,6662056320
2008-05-09,6569527760
2008-05-12,6579099680
2008-05-13,6563146480
2008-05-14,6569527760
2008-05-15,6544002640
2008-05-16,6563146480
2008-05-19,6623768640
2008-05-20,6620578000
2008-05-21,6534430720
2008-05-22,6665246960
2008-05-23,6563146480
2008-05-27,6646103119
2008-05-28,6633340560
2008-05-29,6611006080
2008-05-30,6595052880
2008-06-02,6604624800
2008-06-03,6630149920
2008-06-04,6697153359
2008-06-05,6738631680
2008-06-06,6559955840
2008-06-09,6531240080
2008-06-10,6454664720
2008-06-11,6349373600
2008-06-12,6422758320
2008-06-13,6537621359
2008-06-16,6505714960
2008-06-17,6534430720
2008-06-18,6307895280
2008-06-19,6349373600
2008-06-20,6346182960
2008-06-23,6314276560
2008-06-24,6304704640
2008-06-25,6409995760
2008-06-26,6221748000
2008-06-27,6256845040
2008-06-30,6381280000
2008-07-01,6172609420
2008-07-02,6085010300
2008-07-03,6106910080
2008-07-07,6000539720
2008-07-08,6175737959
2008-07-09,6085010300
2008-07-10,6056853440
2008-07-11,6000539720
2008-07-14,5922326220
2008-07-15,5906683520
2008-07-16,5941097459
2008-07-17,5966125780
2008-07-18,5922326220
2008-07-21,5937968920
2008-07-22,6163223800
2008-07-23,6257080000
2008-07-24,6751389319
2008-07-25,6598090860
2008-07-28,6485463420
2008-07-29,6613733560
2008-07-30,6604347940
2008-07-31,6548034220
2008-08-01,6576191080
2008-08-04,6541777140
2008-08-05,6713846840
2008-08-06,6604347940
2008-08-07,6638761880
2008-08-08,6751389319
2008-08-11,6704461220
2008-08-12,6698204140
2008-08-13,6623119180
2008-08-14,6598090860
2008-08-15,6632504800
2008-08-18,6513620280
2008-08-19,6491720500
2008-08-20,6501106120
2008-08-21,6535520060
2008-08-22,6585576700
2008-08-25,6485463420
2008-08-26,6516748819
2008-08-27,6491720500
2008-08-28,6507363200
2008-08-29,6413507000
2008-09-02,6463563640
2008-09-03,6463563640
2008-09-04,6413507000
2008-09-05,6341550580
2008-09-08,6494849040
2008-09-09,6379093060
2008-09-10,6360321819
2008-09-11,6388478680
2008-09-12,6422892620
2008-09-15,6360321819
2008-09-16,6250822920
2008-09-17,5928583300
2008-09-18,6141324020
2008-09-19,6169480880
2008-09-22,5941097459
2008-09-23,6000539720
2008-09-24,6025568040
2008-09-25,5984897020
2008-09-26,5991154100
2008-09-29,5978639940
2008-09-30,5891040819
2008-10-01,5678129600
2008-10-02,5597895160
2008-10-03,5708989000
2008-10-06,5351019960
2008-10-07,5159691680
2008-10-08,5082543180
2008-10-09,4761605420
2008-10-10,4545589620
2008-10-13,5008480620
2008-10-14,4888128960
2008-10-15,4684456920
2008-10-16,4758519480
2008-10-17,4786292940
2008-10-20,5030082200
2008-10-21,5067113480
2008-10-22,4965277460
2008-10-23,4934418060
2008-10-24,4730746020
2008-10-27,4517816160
2008-10-28,4866527380
2008-10-29,4523988040
2008-10-30,4656683460
2008-10-31,4826410160
2008-11-03,4838753920
2008-11-04,4835667980
2008-11-05,4770863240
2008-11-06,4650511580
2008-11-07,4669027220
2008-11-10,4687542860
2008-11-11,4533245860
2008-11-12,4394378560
2008-11-13,4675199100
2008-11-14,4625824060
2008-11-17,4696800680
2008-11-18,4755433540
2008-11-19,4570277140
2008-11-20,4240081560
2008-11-21,4591878720
2008-11-24,4594964660
2008-11-25,4594964660
2008-11-26,4743089780
2008-11-28,4838753920
2008-12-01,4610394360
2008-12-02,4656683460
2008-12-03,4736917900
2008-12-04,4588792780
2008-12-05,4746175720
2008-12-08,4761605420
2008-12-09,4721488200
2008-12-10,4659769400
2008-12-11,4928246180
2008-12-12,5101058820
2008-12-15,5113402580
2008-12-16,5434340340
2008-12-17,5258441760
2008-12-18,5273871460
2008-12-19,5307816800
2008-12-22,5283129280
2008-12-23,5267699580
2008-12-24,5252269880
2008-12-26,5307816800
2008-12-29,5289301160
2008-12-30,5462113800
2008-12-31,5502231019
2009-01-02,5380514340
2009-01-05,5483345980
2009-01-06,5462174760
2009-01-07,5428905700
2009-01-08,5552908560
2009-01-09,5434954620
2009-01-12,5422856780
2009-01-13,5456125840
2009-01-14,5474272600
2009-01-15,5571055320
2009-01-16,5655740200
2009-01-20,5534761800
2009-01-21,5646666820
2009-01-22,5676911420
2009-01-23,5456125840
2009-01-26,5571055320
2009-01-27,5586177620
2009-01-28,5710180480
2009-01-29,5607348840
2009-01-30,5492419360
2009-02-02,5580128700
2009-02-03,5676911420
2009-02-04,5734376160
2009-02-05,5806963200
2009-02-06,5861403480
2009-02-09,5849305640
2009-02-10,5692033720
2009-02-11,5649691280
2009-02-12,5722278320
2009-02-13,5646666820
2009-02-17,5477297060
2009-02-18,5462174760
2009-02-19,5374465420
2009-02-20,5392612179
2009-02-23,5235340260
2009-02-24,5304902840
2009-02-25,5165777679
2009-02-26,4935918720
2009-02-27,4802842480
2009-03-02,4618350420
2009-03-03,4591130280
2009-03-04,4693961920
2009-03-05,4684888540
2009-03-06,4645570560
2009-03-09,4566934600
2009-03-10,4721182060
2009-03-11,4264488600
2009-03-12,4448980660
2009-03-13,4727230980
2009-03-16,4624399340
2009-03-17,4748402200
2009-03-18,4718157600
2009-03-19,4609277040
2009-03-20,4624399340
2009-03-23,4808891400
2009-03-24,4845184920
2009-03-25,4893576280
2009-03-26,4941967640
2009-03-27,4884502900
2009-03-30,4878453980
2009-03-31,4938943179
2009-04-01,4883083720
2009-04-02,5002474520
2009-04-03,4892038030
2009-04-06,4898007570
2009-04-07,4850251250
2009-04-08,4862190330
2009-04-09,4936809580
2009-04-13,4966657280
2009-04-14,4945763890
2009-04-15,4909946650
2009-04-16,5050230840
2009-04-17,5199469340
2009-04-20,5175591180
2009-04-21,5160667330
