,ABC
2013-12-06,16377904650
2013-12-09,16457126269
2013-12-10,16256742174
2013-12-11,16030727556
2013-12-12,16023737413
2013-12-13,15949175890
2013-12-16,15949175890
2013-12-17,15925875414
2013-12-18,16219461413
2013-12-19,16224121508
2013-12-20,16268392413
2013-12-23,16317323412
2013-12-24,16342953936
2013-12-26,16380234698
2013-12-27,16359264269
2013-12-30,16398875079
2013-12-31,16382564745
2014-01-02,16559975693
2014-01-03,16571822864
2014-01-06,16512587009
2014-01-07,16692664009
2014-01-08,16856154969
2014-01-09,16913021390
2014-01-10,16903543654
2014-01-13,16730574956
2014-01-14,16713988917
2014-01-15,16716358351
2014-01-16,16704511180
2014-01-17,16711619483
2014-01-21,16709250048
2014-01-22,16652383627
2014-01-23,16500739838
2014-01-24,15934445062
2014-01-27,15830189957
2014-01-28,16045808470
2014-01-29,15936814496
2014-01-30,16057655641
2014-01-31,15927336759
2014-02-03,15441602746
2014-02-04,15403691799
2014-02-05,15334978207
2014-02-06,15522163509
2014-02-07,15766215233
2014-02-10,15725934851
2014-02-11,16007897522
2014-02-12,16050547338
2014-02-13,16086088851
2014-02-14,16112152628
2014-02-18,16230624338
2014-02-19,16138216404
2014-02-20,16204560562
2014-02-21,16206929996
2014-02-24,16249579812
2014-02-25,16282751891
2014-02-26,16173757917
2014-02-27,16114522062
2014-02-28,16076611114
2014-03-03,15993680917
2014-03-04,16292229627
2014-03-05,16323032272
2014-03-06,16289860193
2014-03-07,16334879443
2014-03-10,16372790391
2014-03-11,16192713391
2014-03-12,16036330733
2014-03-13,16062394509
2014-03-14,16010266956
2014-03-17,16131108101
2014-03-18,16076611114
2014-03-19,15844406562
2014-03-20,15751998628
2014-03-21,15358672549
2014-03-24,15240200838
2014-03-25,15297067259
2014-03-26,15365780851
2014-03-27,15190442720
2014-03-28,15358672549
2014-03-31,15541118983
2014-04-01,14038830000
2014-04-02,13968540000
2014-04-03,14015400000
2014-04-04,13855650000
2014-04-07,13670340000
2014-04-08,13668210000
2014-04-09,13981320000
2014-04-10,13845000000
2014-04-11,13668210000
2014-04-14,13740630000
2014-04-15,13678860000
2014-04-16,13834350000
2014-04-17,13776840000
2014-04-21,13802400000
2014-04-22,13776840000
2014-04-23,13810920000
2014-04-24,13821570000
2014-04-25,13382790000
2014-04-28,13514850000
2014-04-29,13629870000
2014-04-30,13883340000
2014-05-01,13817310000
2014-05-02,13689510000
2014-05-05,13866299999
2014-05-06,13796010000
2014-05-07,13747020000
2014-05-08,13717200000
2014-05-09,13968540000
2014-05-12,14200710000
2014-05-13,14239049999
2014-05-14,14334900000
2014-05-15,14377500000
2014-05-16,14550030000
2014-05-19,14786460000
2014-05-20,14865270000
2014-05-21,15061229999
2014-05-22,15197549999
2014-05-23,15259320000
2014-05-27,15421200000
2014-05-28,15480840000
2014-05-29,15608640000
2014-05-30,15587340000
2014-06-02,15593729999
2014-06-03,15568170000
2014-06-04,15689580000
2014-06-05,15504270000
2014-06-06,15442500000
2014-06-09,15408420000
2014-06-10,15338130000
2014-06-11,15318960000
2014-06-12,15220979999
2014-06-13,15289140000
2014-06-16,15233760000
2014-06-17,15280619999
2014-06-18,15357299999
2014-06-19,15321090000
2014-06-20,15391380000
2014-06-23,15438240000
2014-06-24,15453150000
2014-06-25,15493619999
2014-06-26,15489360000
2014-06-27,15521310000
2014-06-30,15476580000
2014-07-01,17067962066
2014-07-02,17084333090
2014-07-03,17126430010
2014-07-07,17074978219
2014-07-08,17042236171
2014-07-09,17067962066
2014-07-10,17053929760
2014-07-11,17067962066
2014-07-14,17096026679
2014-07-15,17002477969
2014-07-16,17065623348
2014-07-17,17002477969
2014-07-18,17086671808
2014-07-21,17011832840
2014-07-22,17241027179
2014-07-23,17320543582
2014-07-24,17860787380
2014-07-25,17959013525
2014-07-28,18101675307
2014-07-29,18153127097
2014-07-30,18230304783
2014-07-31,17987078138
2014-08-01,18078288130
2014-08-04,18192885299
2014-08-05,18019820186
2014-08-06,17781270977
2014-08-07,17531028179
2014-08-08,17640947912
2014-08-11,17748528928
2014-08-12,17732157904
2014-08-13,17806996872
2014-08-14,17919255323
2014-08-15,17851432509
2014-08-18,17914577888
2014-08-19,17991755573
2014-08-20,17975384549
2014-08-21,17991755573
2014-08-22,17914577888
2014-08-25,17989416856
2014-08-26,17942642501
2014-08-27,17860787380
2014-08-28,17942642501
2014-08-29,18099336589
2014-09-02,18043207364
2014-09-03,18092320436
2014-09-04,18089981718
2014-09-05,18274740420
2014-09-08,18319176057
2014-09-09,18241998372
2014-09-10,18232643501
2014-09-11,18089981718
2014-09-12,18031513775
2014-09-15,17970707114
2014-09-16,18033852493
2014-09-17,17898206864
2014-09-18,18038529928
2014-09-19,18085304283
2014-09-22,18050223517
2014-09-23,17959013525
2014-09-24,18251353242
2014-09-25,18122723767
2014-09-26,18106352743
2014-09-29,18155465815
2014-09-30,18078288130
2014-10-01,16830097358
2014-10-02,16869599477
2014-10-03,17093444820
2014-10-06,17012246019
2014-10-07,16788400677
2014-10-08,17093444820
2014-10-09,16942020029
2014-10-10,16876183164
2014-10-13,16643559573
2014-10-14,16816929985
2014-10-15,16683061692
2014-10-16,16463605474
2014-10-17,16643559573
2014-10-20,16566749896
2014-10-21,16814735423
2014-10-22,16816929985
2014-10-23,16994689521
2014-10-24,17179032745
2014-10-27,17435796520
2014-10-28,17479687763
2014-10-29,17499438823
2014-10-30,18618665535
2014-10-31,18743755579
2014-11-03,19070745344
2014-11-04,19353843865
2014-11-05,19270450502
2014-11-06,19180473453
2014-11-07,19033437787
2014-11-10,19248504880
2014-11-11,19296785248
2014-11-12,19467961098
2014-11-13,19549159899
2014-11-14,19494295844
2014-11-17,19533797964
2014-11-18,19698390127
2014-11-19,19601829391
2014-11-20,19509657780
2014-11-21,19474544785
2014-11-24,19759837868
2014-11-25,19821285609
2014-11-26,19770810679
2014-11-28,19981488648
2014-12-01,19935402843
2014-12-02,20198750304
2014-12-03,20187777493
2014-12-04,20178999245
2014-12-05,20236057861
2014-12-08,20312867538
2014-12-09,20209723115
2014-12-10,19952959340
2014-12-11,20310672975
2014-12-12,19966126713
2014-12-15,19902484410
2014-12-16,19625969575
2014-12-17,19873955102
2014-12-18,20031963579
2014-12-19,20119746066
2014-12-22,20176804682
2014-12-23,20062687449
2014-12-24,20102189568
2014-12-26,20082438509
2014-12-29,20108773255
2014-12-30,20031963579
2014-12-31,19786172614
2015-01-02,19923183408
2015-01-05,19753596284
2015-01-06,19861515363
2015-01-07,20257952795
2015-01-08,20304203829
2015-01-09,20482600674
2015-01-12,20026697626
2015-01-13,20183070169
2015-01-14,20284381957
2015-01-15,20130211845
2015-01-16,20354859723
2015-01-20,20359264583
2015-01-21,20434147210
2015-01-22,20735880144
2015-01-23,20863621095
2015-01-26,21110293275
2015-01-27,21125710286
2015-01-28,21224819644
2015-01-29,21218212354
2015-01-30,20934098860
2015-02-02,20956123162
2015-02-03,21064042241
2015-02-04,21114698135
2015-02-05,21218212354
2015-02-06,21372382466
2015-02-09,21046422800
2015-02-10,21343750874
2015-02-11,21746795597
2015-02-12,21986860486
2015-02-13,22099184426
2015-02-17,22156447610
2015-02-18,22169662191
2015-02-19,22246747248
2015-02-20,22460382975
2015-02-23,22632172529
2015-02-24,22678423563
2015-02-25,22748901329
2015-02-26,22680625993
2015-02-27,22632172529
2015-03-02,22707055155
2015-03-03,22693840574
2015-03-04,22790747502
2015-03-05,22825986385
2015-03-06,22522051020
2015-03-09,22759913480
2015-03-10,22669613842
2015-03-11,22870034989
2015-03-12,23209209236
2015-03-13,23378796360
2015-03-16,24255363572
2015-03-17,24306019466
2015-03-18,24601145110
2015-03-19,24748707932
2015-03-20,24988772822
2015-03-23,25028416565
2015-03-24,25083477320
2015-03-25,24698052038
2015-03-26,24687039887
2015-03-27,24929307207
2015-03-30,24995380112
2015-03-31,25035023856
2015-04-01,26958068385
2015-04-02,27044696115
2015-04-06,27080791003
2015-04-07,27114479565
2015-04-08,27249233812
2015-04-09,27311798284
2015-04-10,27756968564
2015-04-13,27429708250
2015-04-14,27432114576
2015-04-15,27340674194
2015-04-16,27391207036
2015-04-17,27097635284
2015-04-20,27237202182
2015-04-21,27405644991
2015-04-22,27386394385
2015-04-23,27720873676
2015-04-24,27788250800
2015-04-27,27458584160
2015-04-28,27422489272
2015-04-29,27056727744
2015-04-30,27504304351
2015-05-01,27578900452
2015-05-04,27732905306
2015-05-05,27600557384
2015-05-06,27446552531
2015-05-07,27448958856
2015-05-08,27744936935
2015-05-11,27651090227
2015-05-12,27684778789
2015-05-13,27504304351
2015-05-14,27590932081
2015-05-15,27475428441
2015-05-18,27266078093
2015-05-19,27699216744
2015-05-20,27602963710
2015-05-21,27417676620
2015-05-22,27383988059
2015-05-26,27191481992
2015-05-27,27333455216
2015-05-28,27215545250
2015-05-29,27085603655
2015-06-01,27254046463
2015-06-02,27066353048
2015-06-03,27042289789
2015-06-04,26828126790
2015-06-05,26830533116
2015-06-08,26522523408
2015-06-09,26257827566
2015-06-10,26168793510
2015-06-11,26568243599
2015-06-12,26505679127
2015-06-15,26621182767
2015-06-16,26753530689
2015-06-17,26832939441
2015-06-18,26931598801
2015-06-19,26823314138
2015-06-22,26900316565
2015-06-23,26905129217
2015-06-24,26373331206
2015-06-25,25894472364
2015-06-26,25949817858
2015-06-29,25531117162
2015-06-30,25588868982
2015-07-01,25105614862
2015-07-02,24963432845
2015-07-06,25180202150
2015-07-07,25320053314
2015-07-08,25133585095
2015-07-09,25373662927
2015-07-10,25513514092
2015-07-13,25655696109
2015-07-14,25732614249
2015-07-15,25762915335
2015-07-16,26077580455
2015-07-17,26385253016
2015-07-20,26748866044
2015-07-21,26595029763
2015-07-22,26793152246
2015-07-23,25667350372
2015-07-24,25343361842
2015-07-27,25026365869
2015-07-28,25173209592
2015-07-29,25121930831
2015-07-30,24350418574
2015-07-31,24648767725
2015-08-03,24665083694
2015-08-04,24755986951
2015-08-05,24998395636
2015-08-06,24415682451
2015-08-07,24324779194
2015-08-10,24392373924
2015-08-11,24359741985
2015-08-12,24329440900
2015-08-13,24212898263
2015-08-14,24226883379
2015-08-17,24385381365
2015-08-18,24462299506
2015-08-19,24739670982
2015-08-20,24094024773
2015-08-21,23728080893
2015-08-24,22965892047
2015-08-25,22704836540
2015-08-26,23450709417
2015-08-27,23576575465
2015-08-28,23511311588
2015-08-31,23317850810
2015-09-01,23138375149
2015-09-02,23373791276
2015-09-03,23308527400
2015-09-04,23073111273
2015-09-08,23553266937
2015-09-09,23483341355
2015-09-10,23781690506
2015-09-11,24320117489
2015-09-14,24385381365
2015-09-15,24604481523
2015-09-16,24774633773
2015-09-17,24888845557
2015-09-18,24730347571
2015-09-21,24539217646
2015-09-22,24070716245
2015-09-23,23965827872
2015-09-24,23767705389
2015-09-25,23271233756
2015-09-28,22420472506
2015-09-29,22154755293
2015-09-30,22140770177
2015-10-01,21485642646
2015-10-02,21576577543
2015-10-05,21594764522
2015-10-06,21149183530
2015-10-07,21128723178
2015-10-08,21265125523
2015-10-09,21105989454
2015-10-12,21306046226
2015-10-13,21403801240
2015-10-14,21149183530
2015-10-15,21385614260
2015-10-16,21610678129
2015-10-19,21549297074
2015-10-20,21183284116
2015-10-21,21076435613
2015-10-22,21096895964
2015-10-23,21171917254
2015-10-26,21285585874
2015-10-27,22174474487
2015-10-28,22165380997
2015-10-29,22010791673
2015-10-30,21940317128
2015-11-02,22240402287
2015-11-03,22204028328
2015-11-04,22158560880
2015-11-05,22254042521
2015-11-06,22190388094
2015-11-09,22142647273
2015-11-10,22476833017
2015-11-11,22333610555
2015-11-12,22031252025
2015-11-13,21958504108
2015-11-16,22119913549
2015-11-17,22545034189
2015-11-18,22804198644
2015-11-19,22549580934
2015-11-20,22529120583
2015-11-23,22445005803
2015-11-24,22392718238
2015-11-25,22490473252
2015-11-27,22504113486
2015-11-30,22424545452
2015-12-01,22620055479
2015-12-02,22472286272
2015-12-03,22440459059
2015-12-04,22708717003
2015-12-07,22729177355
2015-12-08,22840572603
2015-12-09,22886040051
2015-12-10,23177031719
2015-12-11,23206585561
2015-12-14,23308887319
2015-12-15,23117924037
2015-12-16,23095190313
2015-12-17,23265693243
2015-12-18,23161118113
2015-12-21,23390728726
2015-12-22,23452109781
2015-12-23,23629432829
2015-12-24,23631706201
2015-12-28,23686267139
2015-12-29,23818122739
2015-12-30,23874957049
2015-12-31,23577145264
2016-01-04,22937854991
2016-01-05,23273355177
2016-01-06,22917589879
2016-01-07,22185794172
2016-01-08,22057448463
2016-01-11,21179293614
2016-01-12,21206313763
2016-01-13,20972139137
2016-01-14,21102736525
2016-01-15,20888827010
2016-01-19,20837038391
2016-01-20,20467763019
2016-01-21,20393457608
2016-01-22,20490279810
2016-01-25,20551075145
2016-01-26,20548823466
2016-01-27,20305642123
2016-01-28,19654906863
2016-01-29,20166038019
2016-02-01,20039943990
2016-02-02,19846299587
2016-02-03,19812524400
2016-02-04,19004171604
2016-02-05,19071721977
2016-02-08,18828540634
2016-02-09,19082980372
2016-02-10,19274373096
2016-02-11,19037946790
2016-02-12,19276624775
2016-02-16,19276624775
2016-02-17,19699940445
2016-02-18,19519806117
2016-02-19,19553581304
2016-02-22,19747225707
2016-02-23,19668416938
2016-02-24,19607621602
2016-02-25,19724708916
2016-02-26,19711198841
2016-02-29,19504044364
2016-03-01,19686430371
2016-03-02,19731463953
2016-03-03,19864313020
2016-03-04,19814776080
2016-03-07,19837292871
2016-03-08,19774245856
2016-03-09,19717953878
2016-03-10,19404970483
2016-03-11,20163786340
2016-03-14,19805769363
2016-03-15,19431990633
2016-03-16,19605369923
2016-03-17,19337420110
2016-03-18,19697688766
2016-03-21,19618879998
2016-03-22,19625635035
2016-03-23,19650403505
2016-03-24,19402718804
2016-03-28,19472520856
2016-03-29,19459010782
2016-03-30,19609873281
2016-03-31,19488282610
2016-04-01,19487354197
2016-04-04,19633774036
2016-04-05,19302639940
2016-04-06,19719373326
2016-04-07,19521143391
2016-04-08,19217040649
2016-04-11,19021063327
2016-04-12,19124683521
2016-04-13,19185504069
2016-04-14,19530153843
2016-04-15,19784699100
2016-04-18,19971665971
2016-04-19,20158632842
2016-04-20,20692502099
2016-04-21,20685744260
2016-04-22,20699259938
2016-04-25,20613660647
2016-04-26,20561850551
2016-04-27,20417683325
2016-04-28,19467080681
2016-04-29,19169735779
2016-05-02,19199019746
2016-05-03,19255335069
2016-05-04,18987274134
2016-05-05,17570380620
2016-05-06,17236993910
2016-05-09,17428466007
2016-05-10,17273035717
2016-05-11,17065795330
2016-05-12,16845039266
2016-05-13,16592746621
2016-05-16,16802239621
2016-05-17,16788723943
2016-05-18,16928385943
2016-05-19,16905859814
2016-05-20,16854049717
2016-05-23,16655819782
2016-05-24,16745924298
2016-05-25,16678345911
2016-05-26,16599504460
2016-05-27,16676093298
2016-05-31,16890091524
2016-06-01,17038763975
2016-06-02,17363140233
2016-06-03,17241499136
2016-06-06,17221225620
2016-06-07,17169415523
2016-06-08,17176173362
2016-06-09,17158152459
2016-06-10,17223478233
2016-06-13,17212215168
2016-06-14,17009480007
2016-06-15,17146889394
2016-06-16,17119858040
2016-06-17,17052279653
2016-06-20,17203204717
2016-06-21,17248256975
2016-06-22,17374403297
2016-06-23,17469013039
2016-06-24,16993711717
2016-06-27,16635546266
2016-06-28,16966680362
2016-06-29,17403687265
2016-06-30,17867725522
2016-07-01,18096786370
2016-07-05,18141938032
2016-07-06,18329317432
2016-07-07,18284165769
2016-07-08,18494121000
2016-07-11,18552818162
2016-07-12,19004334788
2016-07-13,19173653523
2016-07-14,19403927002
2016-07-15,19313623677
2016-07-18,19421987667
2016-07-19,19397154252
2016-07-20,19559700238
2016-07-21,19372320838
2016-07-22,19383608754
2016-07-25,19282017513
2016-07-26,19349745007
2016-07-27,19284275096
2016-07-28,19148820108
2016-07-29,19232350684
2016-08-01,19311366094
2016-08-02,20189565931
2016-08-03,20293414755
2016-08-04,20087974690
2016-08-05,20171505266
2016-08-08,20017989613
2016-08-09,20006701698
2016-08-10,19844155712
2016-08-11,20081201941
2016-08-12,20072171608
2016-08-15,20180535599
2016-08-16,20196338680
2016-08-17,20078944358
2016-08-18,20085717107
2016-08-19,20058626110
2016-08-22,20036050278
2016-08-23,20090232273
2016-08-24,19954777286
2016-08-25,19304593344
2016-08-26,19358775339
2016-08-29,19485199995
2016-08-30,19424245250
2016-08-31,19634200481
2016-09-01,19674836977
2016-09-02,19740306888
2016-09-06,19783200968
2016-09-07,19810291965
2016-09-08,19701927975
2016-09-09,19259441682
2016-09-12,19629685315
2016-09-13,19245896183
2016-09-14,18929834545
2016-09-15,19008849954
2016-09-16,18988531706
2016-09-19,18796637140
2016-09-20,18530242331
2016-09-21,18742455145
2016-09-22,18871137383
2016-09-23,18812440222
2016-09-26,18674727651
2016-09-27,18794379557
2016-09-28,18783091641
2016-09-29,18342862931
2016-09-30,18236756524
2016-10-03,17846260817
2016-10-04,17937585916
2016-10-05,17826213844
2016-10-06,17850715700
2016-10-07,17683657592
2016-10-10,17739343628
2016-10-11,17732661303
2016-10-12,17955405447
2016-10-13,17904174294
2016-10-14,17772755249
2016-10-17,17761618042
2016-10-18,18062322636
2016-10-19,17897491970
2016-10-20,17984362186
2016-10-21,17823986402
2016-10-24,17828441285
2016-10-25,17906401736
2016-10-26,17679202709
2016-10-27,17708159448
2016-10-28,15400530116
2016-10-31,15663368206
2016-11-01,15545313809
2016-11-02,16919645178
2016-11-03,16108856494
2016-11-04,15696779827
2016-11-07,16021986277
2016-11-08,15376028260
2016-11-09,16841684727
2016-11-10,17728206420
2016-11-11,17578967844
2016-11-14,18115781231
2016-11-15,17714841772
2016-11-16,17565603195
2016-11-17,17855170583
2016-11-18,17643563646
2016-11-21,17474278096
2016-11-22,17465368331
2016-11-23,17529964132
2016-11-25,17501007394
2016-11-28,17607924583
2016-11-29,17291627898
2016-11-30,17371815790
2016-12-01,17329494403
2016-12-02,17552238547
2016-12-05,17717069213
2016-12-06,17567830637
2016-12-07,17013197718
2016-12-08,17124569790
2016-12-09,17574512961
2016-12-12,17389635322
2016-12-13,17605697141
2016-12-14,17162436295
2016-12-15,17077793520
2016-12-16,17235941862
2016-12-19,17467595772
2016-12-20,17663610619
2016-12-21,17563375754
2016-12-22,17331721844
2016-12-23,17498779952
2016-12-27,17556693430
2016-12-28,17452003682
2016-12-29,17672520384
2016-12-30,17416364619
2017-01-03,18275152972
2017-01-04,18728658160
2017-01-05,18511860558
2017-01-06,18759629246
2017-01-09,18910060235
2017-01-10,18766265907
2017-01-11,18036233165
2017-01-12,18551680525
2017-01-13,18719809278
2017-01-17,19022883477
2017-01-18,18916696896
2017-01-19,18907848015
2017-01-20,18527346101
2017-01-23,18777327009
2017-01-24,18673352649
2017-01-25,18987487950
2017-01-26,18447706165
2017-01-27,18235333004
2017-01-30,18498587235
2017-01-31,19308259913
2017-02-01,19602485230
2017-02-02,19478600886
2017-02-03,19750703999
2017-02-06,19905559429
2017-02-07,19982987144
2017-02-08,20146691456
2017-02-09,20275000240
2017-02-10,20168813660
2017-02-13,20016170450
2017-02-14,20091385945
2017-02-15,20171025880
2017-02-16,19980774923
2017-02-17,20078112622
2017-02-21,20133418133
2017-02-22,20206421407
2017-02-23,20266151359
2017-02-24,20387823482
2017-02-27,20292698004
2017-02-28,20244029154
2017-03-01,20403309025
2017-03-02,20339154633
2017-03-03,20403309025
2017-03-06,19907771649
2017-03-07,19573726364
2017-03-08,19706459590
2017-03-09,19602485230
2017-03-10,19536118617
2017-03-13,19719732913
2017-03-14,19646729638
2017-03-15,19794948407
2017-03-16,19467539784
2017-03-17,19363565423
2017-03-20,19226407757
2017-03-21,19005185714
2017-03-22,18998549052
2017-03-23,19022883477
2017-03-24,19148980042
2017-03-27,19352504321
2017-03-28,19356928762
2017-03-29,19801585068
2017-03-30,19719732913
2017-03-31,19578150805
2017-04-03,19118435466
2017-04-04,19030866771
2017-04-05,19085597206
2017-04-06,19186301205
2017-04-07,19181922771
2017-04-10,19361438597
2017-04-11,19236653205
2017-04-12,19006785379
2017-04-13,18973947119
2017-04-17,18967379466
2017-04-18,18074178771
2017-04-19,17918744337
2017-04-20,18032583641
2017-04-21,17789580511
2017-04-24,17719525554
2017-04-25,17839932511
2017-04-26,17787391293
2017-04-27,17977853206
2017-04-28,17962528684
2017-05-01,18058854250
2017-05-02,18096070945
2017-05-03,18098260163
2017-05-04,18943298075
2017-05-05,18803188162
2017-05-08,18956433380
2017-05-09,19164409032
2017-05-10,19295762075
2017-05-11,19453385727
2017-05-12,19429304336
2017-05-15,19685442770
2017-05-16,19510305379
2017-05-17,18888567640
2017-05-18,18978325553
2017-05-19,19519062249
2017-05-22,19589117205
2017-05-23,19525629901
2017-05-24,19696388857
2017-05-25,19945959640
2017-05-26,19921878249
2017-05-30,19928445901
2017-05-31,20090447988
2017-06-01,20390370770
2017-06-02,20486696335
2017-06-05,20429776683
2017-06-06,20072934248
2017-06-07,20125475466
2017-06-08,20046663640
2017-06-09,20162692161
2017-06-12,20219611814
2017-06-13,20359721727
2017-06-14,20556751292
2017-06-15,20672779813
2017-06-16,20256828509
2017-06-19,20523913031
2017-06-20,20414452161
2017-06-21,20933296683
2017-06-22,21097487987
2017-06-23,20977081030
2017-06-26,21014297726
2017-06-27,20913593726
2017-06-28,21099677204
2017-06-29,20963945726
2017-06-30,20694671987
2017-07-03,20607174938
2017-07-05,20720329436
2017-07-06,20130620418
2017-07-07,20435267143
2017-07-10,20126268321
2017-07-11,20058810832
2017-07-12,20282943780
2017-07-13,20206782099
2017-07-14,20228542579
2017-07-17,20174141378
2017-07-18,19882550941
2017-07-19,19839029980
2017-07-20,20008761727
2017-07-21,19936952142
2017-07-24,20265535396
2017-07-25,20596294698
2017-07-26,20500548584
2017-07-27,20189373715
2017-07-28,20448323431
2017-07-31,20415682711
2017-08-01,20232894675
2017-08-02,19860790461
2017-08-03,17780488534
2017-08-04,17588996307
2017-08-07,17534595106
2017-08-08,17480193905
2017-08-09,17364863359
2017-08-10,17164666939
2017-08-11,17412736416
2017-08-14,17425792704
2017-08-15,17408384320
2017-08-16,17414912464
2017-08-17,17395328031
2017-08-18,17103737594
2017-08-21,16981878904
2017-08-22,17240828620
2017-08-23,17003639384
2017-08-24,17060216633
2017-08-25,16994935192
2017-08-28,17116793882
2017-08-29,17095033402
2017-08-30,17044984297
2017-08-31,17462785521
2017-09-01,17460609472
2017-09-05,17340926830
2017-09-06,17565059778
2017-09-07,17965452618
2017-09-08,17952396330
2017-09-11,18363669409
2017-09-12,18257043055
2017-09-13,18348437073
2017-09-14,17558531634
2017-09-15,17756552006
2017-09-18,17554179538
2017-09-19,17251708861
2017-09-20,17299581918
2017-09-21,17491074145
2017-09-22,17636869364
2017-09-25,17621637027
2017-09-26,17843593928
2017-09-27,17937163993
2017-09-28,17623813075
2017-09-29,18006797531
2017-10-02,18408296068
2017-10-03,18315481130
2017-10-04,18284542817
2017-10-05,18589506185
2017-10-06,17785110055
2017-10-09,17314405725
2017-10-10,17579591263
2017-10-11,17749751983
2017-10-12,17855826198
2017-10-13,17555282589
2017-10-16,17458047892
2017-10-17,17667986442
2017-10-18,17787319934
2017-10-19,18165209325
2017-10-20,18388407153
2017-10-23,18238135348
2017-10-24,18087863543
2017-10-25,18169629084
2017-10-26,17407220663
2017-10-27,16879059468
2017-10-30,17000602839
2017-10-31,17005022598
2017-11-01,16932096575
2017-11-02,16182947432
2017-11-03,16529898510
2017-11-06,16543157787
2017-11-07,16554207184
2017-11-08,16576305979
2017-11-09,16633762845
2017-11-10,16574096100
2017-11-13,16662491279
2017-11-14,16662491279
2017-11-15,17133195608
2017-11-16,17747542103
2017-11-17,17422689820
2017-11-20,17117726452
2017-11-21,17559702348
2017-11-22,17988418967
2017-11-24,17950851016
2017-11-27,17926542341
2017-11-28,18375147876
2017-11-29,18708839677
2017-11-30,18744197749
2017-12-01,18772926182
2017-12-04,19318766414
2017-12-05,18980654853
2017-12-06,19002753648
2017-12-07,18989494371
2017-12-08,19159655091
2017-12-11,19175124247
2017-12-12,19407161593
2017-12-13,19553013639
2017-12-14,19736433635
2017-12-15,20589447115
2017-12-18,20419286395
2017-12-19,20726459642
2017-12-20,20715410245
2017-12-21,20549669284
2017-12-22,20432545672
2017-12-26,20607126151
2017-12-27,20463483984
2017-12-28,20461274105
2017-12-29,20291113385
2018-01-02,20955246635
2018-01-03,21033238301
2018-01-04,20986443301
2018-01-05,21240473301
2018-01-08,21592549967
2018-01-09,21730706634
2018-01-10,21661628300
2018-01-11,21868863300
2018-01-12,22060499967
2018-01-16,22183058300
2018-01-17,22573016632
2018-01-18,22474969966
2018-01-19,22296703299
2018-01-22,22876069965
2018-01-23,22909494965
2018-01-24,23312823298
2018-01-25,23257114965
2018-01-26,23504459964
2018-01-29,23417554964
2018-01-30,22831503299
2018-01-31,22209798300
2018-02-01,22125121633
2018-02-02,21396456634
2018-02-05,20478383302
2018-02-06,20398163302
2018-02-07,20995356635
2018-02-08,20400391636
2018-02-09,19874504970
2018-02-12,19932441636
2018-02-13,21786414967
2018-02-14,21481133301
2018-02-15,21748533300
2018-02-16,22149633300
2018-02-20,22269963300
2018-02-21,21964681633
2018-02-22,21641573300
2018-02-23,21931256633
2018-02-26,22412576633
2018-02-27,21757446634
2018-02-28,21204819968
2018-03-01,20790349968
2018-03-02,20937419968
2018-03-05,21146883301
2018-03-06,21102316635
2018-03-07,21302866634
2018-03-08,21445479967
2018-03-09,22060499967
2018-03-12,22347954966
2018-03-13,22417033299
2018-03-14,21966909967
2018-03-15,21695053300
2018-03-16,21527928301
2018-03-19,20723499969
2018-03-20,19874504970
2018-03-21,19943583303
2018-03-22,18940833305
2018-03-23,18724684971
2018-03-26,18929691638
2018-03-27,18720228305
2018-03-28,18965344971
2018-03-29,19210461637
2018-04-02,18240904024
2018-04-03,18518919496
2018-04-04,19030821000
2018-04-05,19280152336
2018-04-06,18845477352
2018-04-09,19149970488
2018-04-10,19617742552
2018-04-11,19657459048
2018-04-12,19458876568
2018-04-13,19156589904
2018-04-16,19586851944
2018-04-17,20087721088
2018-04-18,20465027800
2018-04-19,20231141768
2018-04-20,19829563864
2018-04-23,20021526928
2018-04-24,19889138608
2018-04-25,20173773496
2018-04-26,20317194176
2018-04-27,20535634904
2018-04-30,19986223376
2018-05-01,19681730240
2018-05-02,20339258896
2018-05-03,18836651464
2018-05-04,19057298664
2018-05-07,18686611368
2018-05-08,18686611368
2018-05-09,18693230784
2018-05-10,18871955016
2018-05-11,19169828736
2018-05-14,19258087616
2018-05-15,18902845624
2018-05-16,18973452728
2018-05-17,19211751704
2018-05-18,18704263144
2018-05-21,18609384848
2018-05-22,18646894872
2018-05-23,18525538912
2018-05-24,18554223048
2018-05-25,18863129128
2018-05-29,18218839304
2018-05-30,18563048936
2018-05-31,18123961008
2018-06-01,18388737648
2018-06-04,18604971904
2018-06-05,18708676088
2018-06-06,19229403480
2018-06-07,19108047520
2018-06-08,18995517448
2018-06-11,19258087616
2018-06-12,19425779488
2018-06-13,20003875152
2018-06-14,20597416120
2018-06-15,20928386920
2018-06-18,20204664104
2018-06-19,20337052424
2018-06-20,20570938456
2018-06-21,20566525512
2018-06-22,20630513200
2018-06-25,20348084784
2018-06-26,19944300408
2018-06-27,19818531504
2018-06-28,18997723920
2018-06-29,18814586744
2018-07-02,18588495150
2018-07-03,18796672417
2018-07-05,18909435104
2018-07-06,19076410620
2018-07-09,19137128990
2018-07-10,19113275344
2018-07-11,18896424024
2018-07-12,18822694576
2018-07-13,19063399541
2018-07-16,18844379708
2018-07-17,18827031602
2018-07-18,18720774455
2018-07-19,18553798939
2018-07-20,18367306804
2018-07-23,18378149370
2018-07-24,18200331287
2018-07-25,18382486396
