,SCHW
2004-08-24,13230799999
2004-08-25,13680920000
2004-08-26,13667280000
2004-08-27,13312640000
2004-08-30,12917080000
2004-08-31,12889799999
2004-09-01,12644280000
2004-09-02,12917080000
2004-09-03,12753400000
2004-09-07,13189880000
2004-09-08,12971640000
2004-09-09,12807960000
2004-09-10,13121679999
2004-09-13,13217160000
2004-09-14,13148960000
2004-09-15,12971640000
2004-09-16,12985280000
2004-09-17,12603360000
2004-09-20,12480600000
2004-09-21,12685200000
2004-09-22,12207799999
2004-09-23,12303280000
2004-09-24,12412400000
2004-09-27,12071400000
2004-09-28,12180520000
2004-09-29,12426040000
2004-09-30,12185940000
2004-10-01,12225720000
2004-10-04,12026820000
2004-10-05,11880960000
2004-10-06,11867700000
2004-10-07,11735100000
2004-10-08,11536200000
2004-10-11,11522940000
2004-10-12,11562720000
2004-10-13,11469900000
2004-10-14,11231220000
2004-10-15,11894220000
2004-10-18,11774880000
2004-10-19,11867700000
2004-10-20,11801400000
2004-10-21,11920740000
2004-10-22,11682060000
2004-10-25,11642280000
2004-10-26,11748360000
2004-10-27,12159420000
2004-10-28,12172680000
2004-10-29,12132900000
2004-11-01,12305280000
2004-11-02,12543960000
2004-11-03,12597000000
2004-11-04,12756119999
2004-11-05,12888720000
2004-11-08,12769380000
2004-11-09,12928500000
2004-11-10,13233480000
2004-11-11,13419119999
2004-11-12,13830180000
2004-11-15,13989300000
2004-11-16,13856700000
2004-11-17,14002560000
2004-11-18,14068860000
2004-11-19,13644539999
2004-11-22,13631280000
2004-11-23,14148420000
2004-11-24,14506440000
2004-11-26,14466660000
2004-11-29,14519700000
2004-11-30,14307539999
2004-12-01,14745119999
2004-12-02,14532960000
2004-12-03,14453400000
2004-12-06,14347320000
2004-12-07,14347320000
2004-12-08,14281020000
2004-12-09,14559480000
2004-12-10,14930760000
2004-12-13,15249000000
2004-12-14,15540720000
2004-12-15,15713100000
2004-12-16,15819180000
2004-12-17,15580500000
2004-12-20,15527460000
2004-12-21,15951780000
2004-12-22,15925260000
2004-12-23,15845700000
2004-12-27,15925260000
2004-12-28,15872220000
2004-12-29,15660060000
2004-12-30,15646800000
2004-12-31,15858960000
2005-01-03,15461160000
2005-01-04,15103140000
2005-01-05,15010320000
2005-01-06,15262260000
2005-01-07,15209220000
2005-01-10,15302039999
2005-01-11,14851200000
2005-01-12,14890980000
2005-01-13,14559480000
2005-01-14,14745119999
2005-01-18,15103140000
2005-01-19,14904240000
2005-01-20,14824680000
2005-01-21,14519700000
2005-01-24,14652300000
2005-01-25,14811420000
2005-01-26,14983800000
2005-01-27,14970539999
2005-01-28,14718600000
2005-01-31,14904240000
2005-02-01,14798160000
2005-02-02,14705340000
2005-02-03,14188200000
2005-02-04,13763880000
2005-02-07,13869960000
2005-02-08,13923000000
2005-02-09,13923000000
2005-02-10,13790400000
2005-02-11,14281020000
2005-02-14,14546220000
2005-02-15,14519700000
2005-02-16,14440140000
2005-02-17,14413619999
2005-02-18,14227980000
2005-02-22,14082119999
2005-02-23,13989300000
2005-02-24,14068860000
2005-02-25,14214720000
2005-02-28,13923000000
2005-03-01,14161680000
2005-03-02,14493180000
2005-03-03,14334060000
2005-03-04,14493180000
2005-03-07,14705340000
2005-03-08,14532960000
2005-03-09,14559480000
2005-03-10,14599260000
2005-03-11,14453400000
2005-03-14,14373840000
2005-03-15,14135160000
2005-03-16,14241240000
2005-03-17,14241240000
2005-03-18,13869960000
2005-03-21,13763880000
2005-03-22,13498680000
2005-03-23,13432380000
2005-03-24,13273260000
2005-03-28,13564980000
2005-03-29,13432380000
2005-03-30,13883220000
2005-03-31,13810140000
2005-04-01,13731300000
2005-04-04,13757580000
2005-04-05,14020380000
2005-04-06,14059800000
2005-04-07,14072940000
2005-04-08,13915260000
2005-04-11,13941540000
2005-04-12,14059800000
2005-04-13,13691880000
2005-04-14,13429080000
2005-04-15,13297679999
2005-04-18,13350240000
2005-04-19,13599900000
2005-04-20,12969179999
2005-04-21,13153140000
2005-04-22,13008600000
2005-04-25,13323960000
2005-04-26,13323960000
2005-04-27,13586760000
2005-04-28,13179420000
2005-04-29,13599900000
2005-05-02,13271400000
2005-05-03,13245120000
2005-05-04,13573620000
2005-05-05,13797000000
2005-05-06,13573620000
2005-05-09,14112360000
2005-05-10,14138640000
2005-05-11,14519700000
2005-05-12,14401440000
2005-05-13,14322600000
2005-05-16,14598540000
2005-05-17,14729940000
2005-05-18,15321240000
2005-05-19,15216120000
2005-05-20,15163559999
2005-05-23,15216120000
2005-05-24,15019020000
2005-05-25,14729940000
2005-05-26,14861340000
2005-05-27,14887620000
2005-05-31,14900760000
2005-06-01,15071580000
2005-06-02,15386940000
2005-06-03,15347520000
2005-06-06,15386940000
2005-06-07,15505200000
2005-06-08,15386940000
2005-06-09,15544620000
2005-06-10,15400080000
2005-06-13,15505200000
2005-06-14,15202980000
2005-06-15,15097860000
2005-06-16,15202980000
2005-06-17,15413220000
2005-06-20,15268679999
2005-06-21,15202980000
2005-06-22,15400080000
2005-06-23,15426360000
2005-06-24,15242400000
2005-06-27,14992740000
2005-06-28,15097860000
2005-06-29,14966460000
2005-06-30,14754240000
2005-07-01,14819640000
2005-07-05,14963520000
2005-07-06,15669840000
2005-07-07,16585440000
2005-07-08,16350000000
2005-07-11,16415400000
2005-07-12,16323840000
2005-07-13,16493880000
2005-07-14,16677000000
2005-07-15,16663920000
2005-07-18,17487960000
2005-07-19,17998080000
2005-07-20,18089640000
2005-07-21,17854200000
2005-07-22,18063480000
2005-07-25,17788800000
2005-07-26,17932680000
2005-07-27,17828040000
2005-07-28,18194280000
2005-07-29,17919600000
2005-08-01,18181200000
2005-08-02,18194280000
2005-08-03,17985000000
2005-08-04,17723400000
2005-08-05,17370240000
2005-08-08,17814960000
2005-08-09,18233520000
2005-08-10,18272760000
2005-08-11,17985000000
2005-08-12,18128880000
2005-08-15,18037320000
2005-08-16,18181200000
2005-08-17,18403560000
2005-08-18,18442800000
2005-08-19,18482040000
2005-08-22,18403560000
2005-08-23,18233520000
2005-08-24,17880360000
2005-08-25,17801880000
2005-08-26,17618760000
2005-08-29,17409480000
2005-08-30,17409480000
2005-08-31,17697240000
2005-09-01,17658000000
2005-09-02,17540280000
2005-09-06,17854200000
2005-09-07,17867280000
2005-09-08,17671080000
2005-09-09,17919600000
2005-09-12,18285840000
2005-09-13,18913680000
2005-09-14,18966000000
2005-09-15,18730560000
2005-09-16,18769800000
2005-09-19,18678240000
2005-09-20,18586680000
2005-09-21,18338160000
2005-09-22,18377400000
2005-09-23,18508200000
2005-09-26,18442800000
2005-09-27,18364320000
2005-09-28,18442800000
2005-09-29,18639000000
2005-09-30,18528120000
2005-10-03,18540960000
2005-10-04,18142920000
2005-10-05,17924640000
2005-10-06,17667840000
2005-10-07,17937480000
2005-10-10,17526600000
2005-10-11,17205600000
2005-10-12,16743359999
2005-10-13,16871760000
2005-10-14,16858920000
2005-10-17,17128560000
2005-10-18,16961640000
2005-10-19,17462400000
2005-10-20,17706360000
2005-10-21,17693520000
2005-10-24,18386880000
2005-10-25,18374040000
2005-10-26,18579480000
2005-10-27,18489600000
2005-10-28,18746400000
2005-10-31,19516800000
2005-11-01,19414080000
2005-11-02,19670880000
2005-11-03,19581000000
2005-11-04,19414080000
2005-11-07,19478280000
2005-11-08,19516800000
2005-11-09,19670880000
2005-11-10,20402760000
2005-11-11,20544000000
2005-11-14,20544000000
2005-11-15,19824960000
2005-11-16,19118760000
2005-11-17,19388400000
2005-11-18,19208640000
2005-11-21,19478280000
2005-11-22,19388400000
2005-11-23,19722240000
2005-11-25,19747920000
2005-11-28,19670880000
2005-11-29,19568160000
2005-11-30,19581000000
2005-12-01,19812120000
2005-12-02,20043240000
2005-12-05,19991880000
2005-12-06,19786440000
2005-12-07,19426920000
2005-12-08,19234320000
2005-12-09,19208640000
2005-12-12,19105920000
2005-12-13,19388400000
2005-12-14,19850640000
2005-12-15,19606680000
2005-12-16,19375560000
2005-12-19,18849120000
2005-12-20,19260000000
2005-12-21,18964680000
2005-12-22,19324200000
2005-12-23,19260000000
2005-12-27,18887640000
2005-12-28,19182960000
2005-12-29,19080240000
2005-12-30,18836280000
2006-01-03,19388160000
2006-01-04,20334240000
2006-01-05,20489760000
2006-01-06,20787840000
2006-01-09,20995200000
2006-01-10,20308320000
2006-01-11,20204640000
2006-01-12,20010240000
2006-01-13,19725120000
2006-01-17,19414080000
2006-01-18,18947520000
2006-01-19,19414080000
2006-01-20,18779040000
2006-01-23,19141920000
2006-01-24,19116000000
2006-01-25,18986400000
2006-01-26,19673280000
2006-01-27,19271520000
2006-01-30,19478880000
2006-01-31,19167840000
2006-02-01,19103040000
2006-02-02,18701280000
2006-02-03,18921600000
2006-02-06,19012320000
2006-02-07,18766080000
2006-02-08,19103040000
2006-02-09,18947520000
2006-02-10,18856800000
2006-02-13,18714240000
2006-02-14,19815840000
2006-02-15,20412000000
2006-02-16,20904480000
2006-02-17,20891520000
2006-02-21,20787840000
2006-02-22,21254400000
2006-02-23,21461760000
2006-02-24,21461760000
2006-02-27,21358080000
2006-02-28,21008160000
2006-03-01,21409920000
2006-03-02,21435840000
2006-03-03,21643200000
2006-03-06,21319200000
2006-03-07,21072960000
2006-03-08,20995200000
2006-03-09,20852640000
2006-03-10,21176640000
2006-03-13,21409920000
2006-03-14,21980160000
2006-03-15,21954240000
2006-03-16,22796640000
2006-03-17,23496480000
2006-03-20,23094720000
2006-03-21,22680000000
2006-03-22,22705920000
2006-03-23,22459679999
2006-03-24,22537440000
2006-03-27,22576320000
2006-03-28,22394880000
2006-03-29,22861440000
2006-03-30,22641120000
2006-03-31,22269740000
2006-04-03,22528540000
2006-04-04,22916740000
2006-04-05,22696760000
2006-04-06,23136720000
2006-04-07,23292000000
2006-04-10,23447280000
2006-04-11,22942620000
2006-04-12,22502660000
2006-04-13,22761460000
2006-04-17,22437960000
2006-04-18,22696760000
2006-04-19,23020260000
2006-04-20,22929680000
2006-04-21,23123780000
2006-04-24,22774400000
2006-04-25,22606180000
2006-04-26,22916740000
2006-04-27,23563740000
2006-04-28,23162600000
2006-05-01,22683820000
2006-05-02,22864980000
2006-05-03,22813220000
2006-05-04,23033200000
2006-05-05,23874300000
2006-05-08,23796660000
2006-05-09,23615500000
2006-05-10,23654320000
2006-05-11,23084960000
2006-05-12,22295620000
2006-05-15,22075640000
2006-05-16,22360320000
2006-05-17,22036820000
2006-05-18,21532160000
2006-05-19,21545100000
2006-05-22,20587540000
2006-05-23,20587540000
2006-05-24,20704000000
2006-05-25,21299240000
2006-05-26,21803900000
2006-05-30,21260420000
2006-05-31,21558040000
2006-06-01,21726260000
2006-06-02,21959180000
2006-06-05,21053380000
2006-06-06,20807519999
2006-06-07,20936920000
2006-06-08,20872220000
2006-06-09,20911040000
2006-06-12,20134640000
2006-06-13,18866520000
2006-06-14,18827700000
2006-06-15,20354620000
2006-06-16,20082880000
2006-06-19,19785260000
2006-06-20,19953480000
2006-06-21,20173460000
2006-06-22,19979360000
2006-06-23,19849960000
2006-06-26,19888780000
2006-06-27,19293540000
2006-06-28,19591160000
2006-06-29,20458140000
2006-06-30,20406460000
2006-07-03,20687400000
2006-07-05,20265990000
2006-07-06,20227680000
2006-07-07,19512560000
2006-07-10,19410400000
2006-07-11,19653030000
2006-07-12,19155000000
2006-07-13,18605890000
2006-07-14,18669740000
2006-07-17,18210020000
2006-07-18,18350490000
2006-07-19,19142230000
2006-07-20,18835750000
2006-07-21,18771900000
2006-07-24,18976220000
2006-07-25,19295470000
2006-07-26,19103920000
2006-07-27,19678570000
2006-07-28,20253220000
2006-07-31,20278760000
2006-08-01,20317070000
2006-08-02,20393690000
2006-08-03,20483080000
2006-08-04,20700170000
2006-08-07,20393690000
2006-08-08,20074440000
2006-08-09,20138290000
2006-08-10,20380920000
2006-08-11,20253220000
2006-08-14,20521390000
2006-08-15,20981110000
2006-08-16,20802330000
2006-08-17,21223740000
2006-08-18,20917260000
2006-08-21,20789560000
2006-08-22,20878950000
2006-08-23,20598010000
2006-08-24,20432000000
2006-08-25,20406460000
2006-08-28,20521390000
2006-08-29,20329840000
2006-08-30,20751250000
2006-08-31,20827870000
2006-09-01,21044960000
2006-09-05,20993880000
2006-09-06,21198200000
2006-09-07,20878950000
2006-09-08,20789560000
2006-09-11,20955570000
2006-09-12,21415290000
2006-09-13,21594070000
2006-09-14,21721770000
2006-09-15,22360270000
2006-09-18,22334729999
2006-09-19,21900550000
2006-09-20,22168720000
2006-09-21,21938860000
2006-09-22,21989940000
2006-09-25,22424120000
2006-09-26,22564590000
2006-09-27,22526280000
2006-09-28,22794450000
2006-09-29,22871070000
2006-10-02,22382880000
2006-10-03,22167660000
2006-10-04,23117160000
2006-10-05,22990560000
2006-10-06,23053860000
2006-10-09,23091839999
2006-10-10,22863960000
2006-10-11,21800520000
2006-10-12,22446180000
2006-10-13,22230960000
2006-10-16,21648600000
2006-10-17,21154860000
2006-10-18,21256140000
2006-10-19,21066240000
2006-10-20,21332100000
2006-10-23,21661260000
2006-10-24,21509339999
2006-10-25,21547320000
2006-10-26,22218300000
2006-10-27,22547460000
2006-10-30,22914600000
2006-10-31,23066520000
2006-11-01,22509480000
2006-11-02,22838640000
2006-11-03,22838640000
2006-11-06,24054000000
2006-11-07,23952720000
2006-11-08,23522279999
2006-11-09,22851300000
2006-11-10,23015880000
2006-11-13,23079180000
2006-11-14,23091839999
2006-11-15,23281740000
2006-11-16,23446320000
2006-11-17,23496960000
2006-11-20,23978040000
2006-11-21,24383160000
2006-11-22,24167940000
2006-11-24,24041339999
2006-11-27,23269080000
2006-11-28,23231100000
2006-11-29,23572920000
2006-11-30,23218440000
2006-12-01,22813320000
2006-12-04,23788140000
2006-12-05,24155279999
2006-12-06,24421140000
2006-12-07,24345180000
2006-12-08,24395820000
2006-12-11,24281880000
2006-12-12,24332520000
2006-12-13,24218580000
2006-12-14,24370500000
2006-12-15,24471779999
2006-12-18,23952720000
2006-12-19,23876760000
2006-12-20,24193260000
2006-12-21,24205920000
2006-12-22,23990700000
2006-12-26,24091980000
2006-12-27,24307200000
2006-12-28,24509760000
2006-12-29,24484440000
2007-01-03,25016160000
2007-01-04,24826260000
2007-01-05,24307200000
2007-01-08,24611040000
2007-01-09,25003500000
2007-01-10,25282020000
2007-01-11,25674480000
2007-01-12,25763100000
2007-01-16,25547880000
2007-01-17,24927540000
2007-01-18,24294540000
2007-01-19,24117300000
2007-01-22,23927400000
2007-01-23,23851440000
2007-01-24,23940060000
2007-01-25,23231100000
2007-01-26,23775480000
2007-01-29,22851300000
2007-01-30,23332380000
2007-01-31,23952720000
2007-02-01,24357839999
2007-02-02,24471779999
2007-02-05,24560400000
2007-02-06,24294540000
2007-02-07,24522420000
2007-02-08,24497100000
2007-02-09,23674200000
2007-02-12,23788140000
2007-02-13,23788140000
2007-02-14,24433800000
2007-02-15,24724980000
2007-02-16,24724980000
2007-02-20,24762960000
2007-02-21,24927540000
2007-02-22,25003500000
2007-02-23,24345180000
2007-02-26,23889420000
2007-02-27,23243760000
2007-02-28,23395680000
2007-03-01,23129820000
2007-03-02,22927260000
2007-03-05,22484160000
2007-03-06,22838640000
2007-03-07,22775339999
2007-03-08,23015880000
2007-03-09,23294400000
2007-03-12,23370360000
2007-03-13,22686720000
2007-03-14,23028540000
2007-03-15,22927260000
2007-03-16,22750020000
2007-03-19,23307060000
2007-03-20,23104500000
2007-03-21,23674200000
2007-03-22,23547600000
2007-03-23,24054000000
2007-03-26,23788140000
2007-03-27,23547600000
2007-03-28,23307060000
2007-03-29,23243760000
2007-03-30,23155140000
2007-04-02,23317350000
2007-04-03,23908140000
2007-04-04,23958420000
2007-04-05,24046410000
2007-04-09,24121830000
2007-04-10,24021270000
2007-04-11,23707020000
2007-04-12,23757300000
2007-04-13,23895570000
2007-04-16,24524070000
2007-04-17,23945850000
2007-04-18,24247530000
2007-04-19,24272670000
2007-04-20,24410940000
2007-04-23,24536640000
2007-04-24,24071550000
2007-04-25,24423510000
2007-04-26,24800610000
2007-04-27,24649770000
2007-04-30,24033840000
2007-05-01,24046410000
2007-05-02,24373230000
2007-05-03,24448650000
2007-05-04,24524070000
2007-05-07,24360660000
2007-05-08,24360660000
2007-05-09,24448650000
2007-05-10,23795010000
2007-05-11,24410940000
2007-05-14,24410940000
2007-05-15,24662340000
2007-05-16,24913740000
2007-05-17,24800610000
2007-05-18,26359290000
2007-05-21,26547840000
2007-05-22,26359290000
2007-05-23,26560410000
2007-05-24,26459850000
2007-05-25,26510130000
2007-05-29,26849520000
2007-05-30,27754559999
2007-05-31,28244790000
2007-06-01,28521330000
2007-06-04,28257360000
2007-06-05,27716850000
2007-06-06,27402600000
2007-06-07,26673540000
2007-06-08,27314610000
2007-06-11,27352320000
2007-06-12,26736390000
2007-06-13,27113490000
2007-06-14,26862090000
2007-06-15,27402600000
2007-06-18,27390030000
2007-06-19,27151200000
2007-06-20,26459850000
2007-06-21,26849520000
2007-06-22,25957050000
2007-06-25,25843920000
2007-06-26,25718220000
2007-06-27,25969620000
2007-06-28,25856490000
2007-06-29,25793640000
2007-07-02,26422000000
2007-07-03,26542100000
2007-07-05,26518079999
2007-07-06,26494060000
2007-07-09,26349940000
2007-07-10,25665370000
2007-07-11,26073710000
2007-07-12,26998480000
2007-07-13,26686220000
2007-07-16,26722250000
2007-07-17,26722250000
2007-07-18,26193810000
2007-07-19,25761450000
2007-07-20,24056030000
2007-07-23,24356280000
2007-07-24,23695730000
2007-07-25,23695730000
2007-07-26,23119250000
2007-07-27,23551610000
2007-07-30,24176130000
2007-07-31,24176130000
2007-08-01,23431510000
2007-08-02,23467540000
2007-08-03,22398650000
2007-08-06,22999150000
2007-08-07,22698900000
2007-08-08,23575630000
2007-08-09,22758950000
2007-08-10,22278550000
2007-08-13,22038350000
2007-08-14,21497900000
2007-08-15,21666040000
2007-08-16,22758950000
2007-08-17,23611660000
2007-08-20,23263370000
2007-08-21,23131260000
2007-08-22,23899900000
2007-08-23,23587640000
2007-08-24,23959950000
2007-08-27,23971960000
2007-08-28,22903070000
2007-08-29,23431510000
2007-08-30,23323420000
2007-08-31,23779800000
2007-09-04,23875880000
2007-09-05,23383470000
2007-09-06,23467540000
2007-09-07,22794980000
2007-09-10,22710910000
2007-09-11,23119250000
2007-09-12,23119250000
2007-09-13,23791810000
2007-09-14,23959950000
2007-09-17,24068040000
2007-09-18,25665370000
2007-09-19,25665370000
2007-09-20,25281050000
2007-09-21,25064870000
2007-09-24,24752610000
2007-09-25,25329090000
2007-09-26,26037680000
2007-09-27,26301900000
2007-09-28,25941600000
2007-10-01,24785460000
2007-10-02,24851820000
2007-10-03,24785460000
2007-10-04,25039840000
2007-10-05,25249980000
2007-10-08,25338460000
2007-10-09,25449060000
2007-10-10,25084080000
2007-10-11,24663800000
2007-10-12,25084080000
2007-10-15,24730160000
2007-10-16,24829700000
2007-10-17,24807580000
2007-10-18,24851820000
2007-10-19,23889600000
2007-10-22,24453660000
2007-10-23,24774400000
2007-10-24,24730160000
2007-10-25,25039840000
2007-10-26,25161500000
2007-10-29,25791920000
2007-10-30,25415880000
2007-10-31,25703440000
2007-11-01,25050900000
2007-11-02,25227860000
2007-11-05,24741220000
2007-11-06,25471180000
2007-11-07,24276700000
2007-11-08,24730160000
2007-11-09,24586380000
2007-11-12,25227860000
2007-11-13,25858280000
2007-11-14,26499760000
2007-11-15,26422340000
2007-11-16,26079480000
2007-11-19,25360580000
2007-11-20,25493300000
2007-11-21,25227860000
2007-11-23,26057360000
2007-11-26,24929240000
2007-11-27,25283160000
2007-11-28,26931100000
2007-11-29,27307140000
2007-11-30,26886860000
2007-12-03,26621420000
2007-12-04,26134780000
2007-12-05,26068420000
2007-12-06,26521880000
2007-12-07,27130180000
2007-12-10,27329260000
2007-12-11,26367040000
2007-12-12,26621420000
2007-12-13,26732020000
2007-12-14,26820500000
2007-12-17,26698840000
2007-12-18,26112660000
2007-12-19,26754140000
2007-12-20,26521880000
2007-12-21,27517280000
2007-12-24,27970740000
2007-12-26,27937560000
2007-12-27,27539400000
2007-12-28,27782720000
2007-12-31,29356950000
2008-01-02,28242419999
2008-01-03,28472220000
2008-01-04,27518550000
2008-01-07,28081560000
2008-01-08,26105280000
2008-01-09,26082300000
2008-01-10,27300240000
2008-01-11,25909950000
2008-01-14,26633820000
2008-01-15,25806540000
2008-01-16,26208690000
2008-01-17,25220550000
2008-01-18,25220550000
2008-01-22,24806910000
2008-01-23,25886970000
2008-01-24,25599720000
2008-01-25,24370290000
2008-01-28,24806910000
2008-01-29,24496680000
2008-01-30,24680520000
2008-01-31,25622700000
2008-02-01,25323960000
2008-02-04,25025220000
2008-02-05,23301720000
2008-02-06,23186820000
2008-02-07,23451090000
2008-02-08,22704240000
2008-02-11,23336190000
2008-02-12,22991490000
2008-02-13,23393640000
2008-02-14,23175330000
2008-02-15,23382150000
2008-02-19,22279110000
2008-02-20,22462950000
2008-02-21,22888080000
2008-02-22,23037450000
2008-02-25,23611950000
2008-02-26,23577480000
2008-02-27,23772810000
2008-02-28,23221290000
2008-02-29,22531890000
2008-03-03,22175700000
2008-03-04,22474440000
2008-03-05,22750200000
2008-03-06,21785040000
2008-03-07,21876960000
2008-03-10,21394380000
2008-03-11,23543010000
2008-03-12,22945530000
2008-03-13,23554500000
2008-03-14,22738710000
2008-03-17,21566730000
2008-03-18,22118250000
2008-03-19,21015210000
2008-03-20,22359540000
2008-03-24,22704240000
2008-03-25,23163840000
2008-03-26,22348050000
2008-03-27,21176070000
2008-03-28,20727960000
2008-03-31,21560349999
2008-04-01,22785500000
2008-04-02,22728250000
2008-04-03,22682450000
2008-04-04,21800800000
2008-04-07,22235900000
2008-04-08,22258800000
2008-04-09,21766450000
2008-04-10,21594700000
2008-04-11,20987849999
2008-04-14,20964950000
2008-04-15,22842750000
2008-04-16,22991599999
2008-04-17,24022100000
2008-04-18,24846500000
2008-04-21,24262550000
2008-04-22,24193850000
2008-04-23,24915200000
2008-04-24,25006800000
2008-04-25,25121300000
2008-04-28,25396100000
2008-04-29,25155650000
2008-04-30,24732000000
2008-05-01,25842650000
2008-05-02,25934250000
2008-05-05,25922800000
2008-05-06,26060200000
2008-05-07,25224350000
2008-05-08,24857950000
2008-05-09,24583150000
2008-05-12,25739600000
2008-05-13,25533500000
2008-05-14,25419000000
2008-05-15,25877000000
2008-05-16,25773950000
2008-05-19,25636550000
2008-05-20,24995349999
2008-05-21,24789250000
2008-05-22,25109850000
2008-05-23,24434300000
2008-05-27,24697650000
2008-05-28,24938100000
2008-05-29,25636550000
2008-05-30,25396100000
2008-06-02,24857950000
2008-06-03,25086950000
2008-06-04,24961000000
2008-06-05,25980050000
2008-06-06,24846500000
2008-06-09,24606050000
2008-06-10,25086950000
2008-06-11,24159500000
2008-06-12,24445750000
2008-06-13,25636550000
2008-06-16,26083100000
2008-06-17,25590750000
2008-06-18,25762500000
2008-06-19,25796850000
2008-06-20,24560250000
2008-06-23,24159500000
2008-06-24,24319800000
2008-06-25,24880850000
2008-06-26,24010650000
2008-06-27,23724400000
2008-06-30,23579920000
2008-07-01,23970240000
2008-07-02,23499560000
2008-07-03,23361800000
2008-07-07,22627080000
2008-07-08,23671760000
2008-07-09,22604120000
2008-07-10,23109240000
2008-07-11,22638560000
2008-07-14,21559440000
2008-07-15,22064560000
2008-07-16,25210080000
2008-07-17,26139960000
2008-07-18,25990720000
2008-07-21,25095280000
2008-07-22,26231800000
2008-07-23,26472880000
2008-07-24,25152680000
2008-07-25,25359320000
2008-07-28,24532760000
2008-07-29,25944800000
2008-07-30,26381040000
2008-07-31,26277720000
2008-08-01,26151440000
2008-08-04,25588920000
2008-08-05,26472880000
2008-08-06,26243280000
2008-08-07,25095280000
2008-08-08,26197360000
2008-08-11,26932080000
2008-08-12,25841480000
2008-08-13,25347839999
2008-08-14,25703720000
2008-08-15,26599160000
2008-08-18,26472880000
2008-08-19,26025160000
2008-08-20,26254760000
2008-08-21,26426960000
2008-08-22,27242040000
2008-08-25,26702480000
2008-08-26,26966520000
2008-08-27,27253520000
2008-08-28,28080080000
2008-08-29,27540520000
2008-09-02,27758640000
2008-09-03,27793080000
2008-09-04,27046880000
2008-09-05,27655320000
2008-09-08,28952560000
2008-09-09,26966520000
2008-09-10,27310920000
2008-09-11,28126000000
2008-09-12,27517560000
2008-09-15,26059600000
2008-09-16,29251040000
2008-09-17,26151440000
2008-09-18,27437200000
2008-09-19,28987000000
2008-09-22,25497080000
2008-09-23,25944800000
2008-09-24,25772600000
2008-09-25,27058360000
2008-09-26,27919360000
2008-09-29,24946040000
2008-09-30,29926000000
2008-10-01,28049870000
2008-10-02,26208270000
2008-10-03,25885990000
2008-10-06,24055900000
2008-10-07,22398460000
2008-10-08,22076180000
2008-10-09,21005750000
2008-10-10,23250200000
2008-10-13,26852829999
2008-10-14,24136470000
2008-10-15,22950940000
2008-10-16,24021370000
2008-10-17,24171000000
2008-10-20,23687579999
2008-10-21,22812820000
2008-10-22,20706490000
2008-10-23,19854750000
2008-10-24,18749790000
2008-10-27,17875030000
2008-10-28,20372700000
2008-10-29,20084950000
2008-10-30,21339540000
2008-10-31,22007120000
2008-11-03,22283360000
2008-11-04,24078920000
2008-11-05,22352420000
2008-11-06,20522329999
2008-11-07,21489170000
2008-11-10,19520960000
2008-11-11,19118110000
2008-11-12,18473550000
2008-11-13,20591390000
2008-11-14,19118110000
2008-11-17,17898050000
2008-11-18,18116740000
2008-11-19,16862150000
2008-11-20,16793090000
2008-11-21,19210190000
2008-11-24,21005750000
2008-11-25,20223070000
2008-11-26,20833100000
2008-11-28,21097829999
2008-12-01,17898050000
2008-12-02,18646200000
2008-12-03,19520960000
2008-12-04,18887910000
2008-12-05,21143870000
2008-12-08,22329400000
2008-12-09,21316520000
2008-12-10,21281990000
2008-12-11,19543980000
2008-12-12,19233210000
2008-12-15,18542610000
2008-12-16,19198680000
2008-12-17,19049050000
2008-12-18,18231840000
2008-12-19,17426140000
2008-12-22,17288020000
2008-12-23,17115370000
2008-12-24,17564260000
2008-12-26,17529730000
2008-12-29,17276510000
2008-12-30,17840500000
2008-12-31,18644010000
2009-01-02,18655540000
2009-01-05,18009860000
2009-01-06,19174390000
2009-01-07,18505650000
2009-01-08,18620950000
2009-01-09,17825380000
2009-01-12,17514070000
2009-01-13,18194340000
2009-01-14,17271940000
2009-01-15,17168170000
2009-01-16,17110520000
2009-01-20,15796100000
2009-01-21,16764619999
2009-01-22,16245770000
2009-01-23,16891450000
2009-01-26,16257300000
2009-01-27,16649320000
2009-01-28,18401880000
2009-01-29,15715390000
2009-01-30,15669270000
2009-02-02,14389440000
2009-02-03,14839110000
2009-02-04,15415610000
2009-02-05,15634680000
2009-02-06,16776150000
2009-02-09,16545550000
2009-02-10,15369490000
2009-02-11,15138890000
2009-02-12,15438670000
2009-02-13,15058180000
2009-02-17,14596980000
2009-02-18,14758400000
2009-02-19,14758400000
2009-02-20,14989000000
2009-02-23,13962830000
2009-02-24,15334900000
2009-02-25,14919820000
2009-02-26,14896760000
2009-02-27,14654630000
2009-03-02,13870590000
2009-03-03,14020480000
2009-03-04,13743760000
2009-03-05,13075020000
2009-03-06,13098080000
2009-03-09,13098080000
2009-03-10,14677690000
2009-03-11,15196540000
2009-03-12,16015170000
2009-03-13,16245770000
2009-03-16,15853750000
2009-03-17,16545550000
2009-03-18,17525600000
2009-03-19,15715390000
2009-03-20,15807630000
2009-03-23,17940680000
2009-03-24,16914510000
2009-03-25,17606310000
2009-03-26,18436470000
2009-03-27,17467950000
2009-03-30,16591670000
2009-03-31,17918000000
2009-04-01,17883320000
2009-04-02,18311040000
2009-04-03,18923720000
2009-04-06,18311040000
2009-04-07,17698360000
2009-04-08,17860200000
2009-04-09,19617320000
