,STR
2022-09-20,303474670
2022-09-21,301950310
2022-09-22,296615050
2022-09-23,277179460
2022-09-26,277687580
2022-09-27,281371450
2022-09-28,293058210
2022-09-29,284547200
2022-09-30,1772601836
2022-10-03,1839946275
2022-10-04,1932945738
2022-10-05,1978643750
2022-10-06,2037169274
2022-10-07,2036367555
2022-10-10,1982652348
2022-10-11,2011514250
2022-10-12,2003497055
2022-10-13,2107720591
2022-10-14,2076453530
2022-10-17,2110927469
2022-10-18,2113332628
2022-10-19,2189495981
2022-10-20,2190297701
2022-10-21,2219159603
2022-10-24,2227176798
2022-10-25,2229581957
2022-10-26,2244814628
2022-10-27,2195909737
2022-10-28,2219159603
2022-10-31,2273676530
2022-11-01,2284098883
2022-11-02,2219961323
2022-11-03,2237599152
2022-11-04,2311357347
2022-11-07,2456468578
2022-11-08,2517399261
2022-11-09,2462882334
2022-11-10,2532631932
2022-11-11,2610398724
2022-11-14,2543054285
2022-11-15,2616812480
2022-11-16,2583941980
2022-11-17,2562295553
2022-11-18,2448451383
2022-11-21,2438830749
2022-11-22,2555881797
2022-11-23,2523813017
2022-11-25,2493347676
2022-11-28,2453261700
2022-11-29,2473304688
2022-11-30,2528623334
2022-12-01,2555881797
2022-12-02,2652889858
2022-12-05,2466089212
2022-12-06,2397943054
2022-12-07,2397141334
2022-12-08,2353848481
2022-12-09,2282495444
2022-12-12,2389124139
2022-12-13,2416382603
2022-12-14,2403555090
2022-12-15,2410770566
2022-12-16,2369882871
2022-12-19,2329796896
2022-12-20,2333805493
2022-12-21,2408365408
2022-12-22,2267262774
2022-12-23,2357055359
2022-12-27,2344227847
2022-12-28,2305745310
2022-12-29,2417184322
2022-12-30,2312960786
2023-01-03,2209705680
2023-01-04,2115897420
2023-01-05,2026899840
2023-01-06,2062979940
2023-01-09,2079817320
2023-01-10,2044539000
2023-01-11,2095051140
2023-01-12,2151977520
2023-01-13,2166409560
2023-01-17,2225741280
2023-01-18,2204895000
2023-01-19,2220128820
2023-01-20,2239371540
2023-01-23,2322756660
2023-01-24,2240173320
2023-01-25,2224939500
2023-01-26,2232155520
2023-01-27,2212912800
2023-01-30,2104672500
2023-01-31,2130329460
2023-02-01,2159193540
2023-02-02,2103870719
2023-02-03,2105474280
2023-02-06,2087835120
2023-02-07,2178436260
2023-02-08,2127122340
2023-02-09,2050151460
2023-02-10,2148770400
2023-02-13,2144761500
2023-02-14,2150373960
2023-02-15,2092645800
2023-02-16,2063781719
2023-02-17,1973180580
2023-02-21,1899416820
2023-02-22,1854517140
2023-02-23,1887390120
2023-02-24,1885786560
2023-02-27,1890597239
2023-02-28,1884984780
2023-03-01,1940307600
2023-03-02,1949127180
2023-03-03,2005251780
2023-03-06,1974784140
2023-03-07,1942712940
2023-03-08,1917055980
2023-03-09,1953136080
2023-03-10,1839283320
2023-03-13,1769528460
2023-03-14,1752691080
2023-03-15,1608370680
2023-03-16,1636432980
2023-03-17,1615586700
2023-03-20,1686945120
2023-03-21,1769528460
2023-03-22,1708593180
2023-03-23,1693359360
2023-03-24,1701377160
2023-03-27,1748682180
2023-03-28,1767123120
2023-03-29,1755898200
2023-03-30,1802401440
2023-03-31,1831594400
2023-04-03,1966127440
2023-04-04,1965317000
2023-04-05,1974231840
2023-04-06,1966127440
2023-04-10,2070674200
2023-04-11,2148476440
2023-04-12,2124973680
2023-04-13,2150907760
2023-04-14,2121731920
2023-04-17,2119300600
2023-04-18,2083641240
2023-04-19,2049602760
2023-04-20,2058517600
2023-04-21,2022858240
2023-04-24,2086883000
2023-04-25,2026100000
2023-04-26,1990440640
2023-04-27,2026910440
2023-04-28,2057707160
2023-05-01,2047171440
2023-05-02,1938572480
2023-05-03,1965317000
2023-05-04,1950729080
2023-05-05,2040687920
2023-05-08,2086883000
2023-05-09,2099039600
2023-05-10,2094176960
2023-05-11,1988819760
2023-05-12,2007459880
2023-05-15,2076347280
2023-05-16,2056896720
2023-05-17,2073915960
2023-05-18,2071484640
2023-05-19,2056896720
2023-05-22,2131457200
2023-05-23,2149286880
2023-05-24,2107144000
2023-05-25,2041498360
2023-05-26,2062569800
2023-05-30,2052034080
2023-05-31,2065001120
2023-06-01,2057707160
2023-06-02,2120921480
2023-06-05,2078778600
2023-06-06,2100660480
2023-06-07,2203586360
2023-06-08,2172789640
2023-06-09,2135509400
2023-06-12,2126594559
2023-06-13,2161443480
2023-06-14,2149286880
2023-06-15,2198723720
2023-06-16,2165495680
2023-06-20,2130646760
2023-06-21,2123352800
2023-06-22,2069053320
2023-06-23,1990440640
2023-06-26,2010701640
2023-06-27,2024479120
2023-06-28,2125784120
2023-06-29,2164685240
2023-06-30,2146574240
2023-07-03,2145757120
2023-07-05,2099998400
2023-07-06,2036263040
2023-07-07,2066496480
2023-07-10,2109803840
2023-07-11,2154745440
2023-07-12,2167002240
2023-07-13,2195601440
2023-07-14,2127780480
2023-07-17,2158013920
2023-07-18,2201321280
2023-07-19,2195601440
2023-07-20,2204589760
2023-07-21,2200504160
2023-07-24,2227469120
2023-07-25,2225834880
2023-07-26,2225017760
2023-07-27,2223383520
2023-07-28,2228286240
2023-07-31,2234006080
2023-08-01,2237274560
2023-08-02,2203772640
2023-08-03,2238908800
2023-08-04,2229103360
2023-08-07,2205406880
2023-08-08,2227469120
2023-08-09,2137585920
2023-08-10,2079570400
2023-08-11,2049336959
2023-08-14,2023189120
2023-08-15,1981516000
2023-08-16,1992955680
2023-08-17,1982333120
2023-08-18,1992138560
2023-08-21,1993772800
2023-08-22,1973344800
2023-08-23,1938208640
2023-08-24,1929220320
2023-08-25,1975796160
2023-08-28,2003578240
2023-08-29,2048519840
2023-08-30,2067313600
2023-08-31,2075484800
2023-09-01,2112255200
2023-09-05,2118792160
2023-09-06,2128597600
2023-09-07,2132683200
2023-09-08,2154745440
2023-09-11,2134317440
2023-09-12,2172722080
2023-09-13,2167002240
2023-09-14,2159648160
2023-09-15,2140037280
2023-09-18,2085290240
2023-09-19,2055873920
2023-09-20,2010115200
2023-09-21,1966807840
2023-09-22,1961905120
2023-09-25,2022372000
2023-09-26,1999492640
2023-09-27,2030543200
2023-09-28,1997041280
2023-09-29,1978247520
2023-10-02,1890650253
2023-10-03,1893894612
2023-10-04,1815218905
2023-10-05,1845229226
2023-10-06,1869561919
2023-10-09,1912549677
2023-10-10,1936071280
2023-10-11,1935260191
2023-10-12,1949859807
2023-10-13,1992847564
2023-10-16,2006636090
2023-10-17,2031779873
2023-10-18,2034213143
2023-10-19,2070712182
2023-10-20,2003391731
2023-10-23,1982303397
2023-10-24,1991225385
2023-10-25,1997714103
2023-10-26,2008258270
2023-10-27,1980681218
2023-10-30,1978247949
2023-10-31,2005013911
2023-11-01,1984736667
2023-11-02,2060979105
2023-11-03,2054490387
2023-11-06,1976625769
2023-11-07,1945804358
2023-11-08,1911738587
2023-11-09,1850906855
2023-11-10,1871995189
2023-11-13,1856584483
2023-11-14,1902816600
2023-11-15,1860639932
2023-11-16,1811974546
2023-11-17,1841984867
2023-11-20,1796563840
2023-11-21,1770608967
2023-11-22,1786830763
2023-11-24,1812785635
2023-11-27,1795752750
2023-11-28,1798186020
2023-11-29,1819274354
2023-11-30,1786830763
2023-12-01,1794941661
2023-12-04,1795752750
2023-12-05,1728432299
2023-12-06,1679766913
2023-12-07,1679766913
2023-12-08,1708966145
2023-12-11,1730865569
2023-12-12,1702477427
2023-12-13,1764120249
2023-12-14,1841173777
2023-12-15,1816841084
2023-12-18,1807919097
2023-12-19,1846040316
2023-12-20,1820896533
2023-12-21,1858206663
2023-12-22,1895516792
2023-12-26,1943371088
2023-12-27,1955537435
2023-12-28,1938504550
2023-12-29,1906872049
2024-01-02,1916605126
2024-01-03,1910927498
2024-01-04,1850095765
2024-01-05,1844418136
2024-01-08,1839551598
2024-01-09,1822518713
2024-01-10,1804674738
2024-01-11,1789264032
2024-01-12,1808730187
2024-01-16,1790886212
2024-01-17,1766553519
2024-01-18,1739787556
2024-01-19,1760064800
2024-01-22,1790075122
2024-01-23,1784397494
2024-01-24,1764120249
2024-01-25,1751953903
2024-01-26,1758442621
2024-01-29,1781964224
2024-01-30,1813596725
2024-01-31,1730054479
2024-02-01,1698421978
2024-02-02,1664356208
2024-02-05,1624612809
2024-02-06,1682200182
2024-02-07,1683011272
2024-02-08,1704910696
2024-02-09,1700855247
2024-02-12,1756009352
2024-02-13,1704910696
2024-02-14,1705721786
2024-02-15,1795752750
2024-02-16,1786830763
2024-02-20,1757631531
2024-02-21,1781153134
2024-02-22,1779530955
2024-02-23,1757631531
2024-02-26,1766553519
2024-02-27,1777908775
2024-02-28,1781964224
2024-02-29,1850906855
2024-03-01,1877672817
2024-03-04,1870373009
2024-03-05,1878483907
2024-03-06,1896327882
2024-03-07,1927149293
2024-03-08,1935260191
2024-03-11,1912549677
2024-03-12,1926338203
2024-03-13,1942559999
2024-03-14,1889839164
2024-03-15,1936071280
2024-03-18,1943371088
2024-03-19,1965270512
2024-03-20,1987169936
2024-03-21,1983114487
2024-03-22,1974192500
2024-03-25,2005825001
2024-03-26,1961215063
2024-03-27,2005013911
2024-03-28,2005013911
2024-04-01,2015558078
2024-04-02,2028535514
2024-04-03,2041512951
2024-04-04,2055301477
2024-04-05,2080445260
2024-04-08,2070712182
2024-04-09,2100722504
2024-04-10,2019613527
2024-04-11,2028535514
2024-04-12,2019613527
2024-04-15,1964459422
2024-04-16,1942559999
2024-04-17,1898761151
2024-04-18,1885783715
2024-04-19,1949048717
2024-04-22,1952293076
2024-04-23,1955537435
2024-04-24,1940937819
2024-04-25,1932826921
2024-04-26,1935260191
2024-04-29,1951481986
2024-04-30,1884972625
2024-05-01,1835496149
2024-05-02,1860639932
2024-05-03,1855773393
2024-05-06,1965422800
2024-05-07,1918365120
2024-05-08,1904356440
2024-05-09,1950502680
2024-05-10,1929077640
2024-05-13,1949678640
2024-05-14,1987584480
2024-05-15,1959567120
2024-05-16,1921661280
2024-05-17,1938966120
2024-05-20,1928253600
2024-05-21,1921661280
2024-05-22,1869746760
2024-05-23,1867274640
2024-05-24,1875515040
2024-05-28,1906828560
2024-05-29,1859858280
2024-05-30,1880459280
2024-05-31,1930725720
2024-06-03,1855738080
2024-06-04,1824424560
2024-06-05,1852441920
2024-06-06,1854090000
2024-06-07,1833489000
2024-06-10,1891171800
2024-06-11,1930725720
2024-06-12,1936494000
2024-06-13,1887051600
2024-06-14,1830192840
2024-06-17,1821952440
2024-06-18,1822776480
2024-06-20,1854090000
2024-06-21,1848321720
2024-06-24,1920013200
2024-06-25,1926605520
2024-06-26,1920013200
2024-06-27,1924957440
2024-06-28,1945558440
2024-07-01,1955446920
2024-07-02,2004065280
2024-07-03,2003241240
2024-07-05,1959567120
2024-07-08,1980168120
2024-07-09,1978520040
2024-07-10,1983464280
2024-07-11,2051035560
2024-07-12,2040323040
2024-07-15,2074108680
2024-07-16,2080701000
2024-07-17,2055979800
2024-07-18,2091413520
2024-07-19,2074932720
2024-07-22,2035378800
2024-07-23,2023018200
2024-07-24,1964511360
2024-07-25,1975223880
2024-07-26,1995824880
2024-07-29,1947206520
2024-07-30,1987584480
2024-07-31,2006537400
2024-08-01,1935669959
2024-08-02,1871394840
2024-08-05,1779752040
2024-08-06,1809629910
2024-08-07,1824165090
2024-08-08,1795902239
2024-08-09,1784597100
