,HWM
2013-12-04,22945237821
2013-12-05,22920723678
2013-12-06,22945237821
2013-12-09,23239407537
2013-12-10,23435520680
2013-12-11,22896209535
2013-12-12,22969751964
2013-12-13,23312949966
2013-12-16,23460034823
2013-12-17,23778718682
2013-12-18,24097402541
2013-12-19,24440600542
2013-12-20,24367058113
2013-12-23,24832826830
2013-12-24,25396652118
2013-12-26,25568251119
2013-12-27,26205618836
2013-12-30,25813392549
2013-12-31,26058533978
2014-01-02,25813392549
2014-01-03,25911449121
2014-01-06,25813392549
2014-01-07,25837906692
2014-01-08,26548816838
2014-01-09,26205618836
2014-01-10,24783798544
2014-01-13,24759284401
2014-01-14,25298595546
2014-01-15,25960477407
2014-01-16,27063613840
2014-01-17,27848066415
2014-01-21,29735655424
2014-01-22,29956282711
2014-01-23,29588570566
2014-01-24,28044179559
2014-01-27,28534462418
2014-01-28,29049259421
2014-01-29,29392457423
2014-01-30,29294400851
2014-01-31,28215778560
2014-02-03,27529382557
2014-02-04,28068693702
2014-02-05,27137156269
2014-02-06,27161737027
2014-02-07,27505867631
2014-02-10,27186317784
2014-02-11,27849998236
2014-02-12,27702513691
2014-02-13,28022063539
2014-02-14,27948321266
2014-02-18,28022063539
2014-02-19,28906970808
2014-02-20,28956132323
2014-02-21,28833228536
2014-02-24,28931551566
2014-02-25,28562840204
2014-02-26,29619812776
2014-02-27,29570651261
2014-02-28,28857809293
2014-03-03,28562840204
2014-03-04,29005293838
2014-03-05,29742716563
2014-03-06,29644393533
2014-03-07,29890201108
2014-03-10,29349424443
2014-03-11,29963943381
2014-03-12,29914781866
2014-03-13,29152778383
2014-03-14,29103616868
2014-03-17,29251101413
2014-03-18,29496908988
2014-03-19,29103616868
2014-03-20,29275682171
2014-03-21,29521489746
2014-03-24,29521489746
2014-03-25,29546070503
2014-03-26,29152778383
2014-03-27,30947173680
2014-03-28,30676785348
2014-03-31,31635434890
2014-04-01,32053307767
2014-04-02,31586273375
2014-04-03,31315885043
2014-04-04,31045496710
2014-04-07,30652204590
2014-04-08,30799689135
2014-04-09,31954984737
2014-04-10,31217562013
2014-04-11,30824269893
2014-04-14,31610854132
2014-04-15,32077888525
2014-04-16,32987376552
2014-04-17,33331507157
2014-04-21,33159441854
2014-04-22,33208603369
2014-04-23,33503572459
2014-04-24,33380668672
2014-04-25,32766149734
2014-04-28,32544922917
2014-04-29,33036538067
2014-04-30,33110280339
2014-05-01,33528153217
2014-05-02,33724799277
2014-05-05,33257764884
2014-05-06,32716988219
2014-05-07,32741568977
2014-05-08,32716988219
2014-05-09,32643079361
2014-05-12,34022711394
2014-05-13,33973438821
2014-05-14,33406804236
2014-05-15,32815533365
2014-05-16,33135805087
2014-05-19,33283622805
2014-05-20,32396716497
2014-05-21,32322807638
2014-05-22,32593806788
2014-05-23,33308259091
2014-05-27,33209713946
2014-05-28,32938714796
2014-05-29,33456076809
2014-05-30,33529985668
2014-06-02,34071983967
2014-06-03,33628530813
2014-06-04,34047347680
2014-06-05,34490800834
2014-06-06,35353070855
2014-06-09,35353070855
2014-06-10,35057435419
2014-06-11,34934253987
2014-06-12,34515437120
2014-06-13,35771887722
2014-06-16,35353070855
2014-06-17,35673342577
2014-06-18,36067523158
2014-06-19,35624070004
2014-06-20,36018250585
2014-06-23,36387794880
2014-06-24,35648706290
2014-06-25,35845796581
2014-06-26,36806611747
2014-06-27,36781975461
2014-06-30,36683430315
2014-07-01,36461703739
2014-07-02,36584885170
2014-07-03,36905156892
2014-07-07,36313886021
2014-07-08,36584885170
2014-07-09,38654333220
2014-07-10,38481879216
2014-07-11,39344149237
2014-07-14,39689057245
2014-07-15,39713693532
2014-07-16,40896235274
2014-07-17,40231055544
2014-07-18,40625236125
2014-07-21,40945507847
2014-07-22,42103413304
2014-07-23,42004868158
2014-07-24,41881686727
2014-07-25,40797690129
2014-07-28,41906323013
2014-07-29,41659960150
2014-07-30,41191870710
2014-07-31,40378873262
2014-08-01,40502054694
2014-08-04,41167234424
2014-08-05,40502054694
2014-08-06,40575963552
2014-08-07,39489988859
2014-08-08,39736801289
2014-08-11,39958932477
2014-08-12,39958932477
2014-08-13,40082338692
2014-08-14,40057657449
2014-08-15,39761482532
2014-08-18,40279788636
2014-08-19,40551282309
2014-08-20,40724051011
2014-08-21,40353832365
2014-08-22,40600644795
2014-08-25,40674688525
2014-08-26,40946182198
2014-08-27,41242357114
2014-08-28,40896819712
2014-08-29,40995544684
2014-09-02,41143632142
2014-09-03,41785344461
2014-09-04,42204925593
2014-09-05,42649187968
2014-09-08,41982794406
2014-09-09,42229606836
2014-09-10,42451738023
2014-09-11,41711300732
2014-09-12,41267038358
2014-09-15,40452557337
2014-09-16,39884888747
2014-09-17,40181063664
2014-09-18,39983613720
2014-09-19,40008294963
2014-09-22,39070407727
2014-09-23,38749551568
2014-09-24,39243176428
2014-09-25,38576782866
2014-09-26,39958932477
2014-09-29,39317220158
2014-09-30,39712120046
2014-10-01,38749551568
2014-10-02,37910389304
2014-10-03,38502739137
2014-10-06,39465307616
2014-10-07,39366582644
2014-10-08,39662757560
2014-10-09,37984433034
2014-10-10,36306108507
2014-10-13,35763121160
2014-10-14,35269496300
2014-10-15,35787802403
2014-10-16,36034614834
2014-10-17,38552101623
2014-10-20,38724870325
2014-10-21,40353832365
2014-10-22,39786163775
2014-10-23,40082338692
2014-10-24,40847457226
2014-10-27,40427876094
2014-10-28,40970863441
2014-10-29,40156382421
2014-10-30,40032976206
2014-10-31,41365763330
2014-11-03,41785344461
2014-11-04,40872138469
2014-11-05,40205744907
2014-11-06,40477739491
2014-11-07,40378832370
2014-11-10,40354105589
2014-11-11,40675553734
2014-11-12,41738805291
2014-11-13,41392630365
2014-11-14,41887165973
2014-11-17,41615171389
2014-11-18,42431155142
2014-11-19,41268996463
2014-11-20,42332248020
2014-11-21,43148231773
2014-11-24,42579515824
2014-11-25,42950417530
2014-11-26,43519133479
2014-11-28,42752603287
2014-12-01,42381701581
2014-12-02,42777330067
2014-12-03,42554789044
2014-12-04,42628969385
2014-12-05,41911892753
2014-12-08,40279925248
2014-12-09,39661755738
2014-12-10,38647957743
2014-12-11,37485799065
2014-12-12,36768722433
2014-12-15,36917083116
2014-12-16,35680744096
2014-12-17,37213804480
2014-12-18,39018859448
2014-12-19,39414487935
2014-12-22,38919952327
2014-12-23,38895225546
2014-12-24,38994132668
2014-12-26,39117766570
2014-12-29,39117766570
2014-12-30,39191946911
2014-12-31,41026005839
2015-01-02,41259846278
2015-01-05,38869477350
2015-01-06,39155282331
2015-01-07,40168590898
2015-01-08,41311810820
2015-01-09,41857438510
2015-01-12,42013332136
2015-01-13,41051988110
2015-01-14,38843495079
2015-01-15,38895459621
2015-01-16,39700910021
2015-01-20,40402431336
2015-01-21,41363775362
2015-01-22,41675562613
2015-01-23,40948059026
2015-01-26,41779491697
2015-01-27,41363775362
2015-01-28,41051988110
2015-01-29,41519668987
2015-01-30,40662254046
2015-02-02,41753509426
2015-02-03,43156552058
2015-02-04,42740835722
2015-02-05,44432768927
2015-02-06,43131281847
2015-02-09,40736545619
2015-02-10,41413318900
2015-02-11,40241980528
2015-02-12,40736545619
2015-02-13,41153021484
2015-02-17,40996843035
2015-02-18,41257140451
2015-02-19,41647586575
2015-02-20,41100962001
2015-02-23,40372129236
2015-02-24,40970813293
2015-02-25,39044612414
2015-02-26,39330939572
2015-02-27,38497987840
2015-03-02,38914463706
2015-03-03,39513147763
2015-03-04,37977393008
2015-03-05,37430768434
2015-03-06,37691065850
2015-03-09,35660746005
2015-03-10,35140151173
2015-03-11,35374418847
2015-03-12,35921043421
2015-03-13,35322359364
2015-03-16,34593526599
2015-03-17,33994842542
2015-03-18,34567496857
2015-03-19,33734545126
2015-03-20,33760574867
2015-03-23,33838664092
2015-03-24,34072931766
2015-03-25,33760574867
2015-03-26,33526307193
2015-03-27,33057771844
2015-03-30,33734545126
2015-03-31,33657969506
2015-04-01,33866377986
2015-04-02,34231092825
2015-04-06,34804216145
2015-04-07,34986573565
2015-04-08,35611799005
2015-04-09,34413450245
2015-04-10,34257143885
2015-04-13,34621858725
2015-04-14,34830267205
2015-04-15,34752114025
2015-04-16,35038675685
2015-04-17,35064726745
2015-04-20,35377339465
2015-04-21,35221033105
2015-04-22,35351288405
2015-04-23,34361348125
2015-04-24,34439501305
2015-04-27,35038675685
2015-04-28,35116828865
2015-04-29,35429441585
2015-04-30,34960522505
2015-05-01,36862249884
2015-05-04,36497535045
2015-05-05,36002564905
2015-05-06,35689952185
2015-05-07,35794156425
2015-05-08,36081345134
2015-05-11,35637508038
2015-05-12,35376427393
2015-05-13,35585291909
2015-05-14,35611399973
2015-05-15,35350319328
2015-05-18,34984806425
2015-05-19,34149348361
2015-05-20,34123240297
2015-05-21,33940483846
2015-05-22,33783835459
2015-05-26,33313890298
2015-05-27,33392214491
2015-05-28,33105025782
2015-05-29,32635080621
2015-06-01,32426216105
2015-06-02,32948377395
2015-06-03,32922269330
2015-06-04,32635080621
2015-06-05,32426216105
2015-06-08,31982379008
2015-06-09,31825730621
2015-06-10,31773514492
2015-06-11,31564649976
2015-06-12,31486325783
2015-06-15,31329677396
2015-06-16,31381893525
2015-06-17,31225245138
2015-06-18,31120812880
2015-06-19,31146920944
2015-06-22,30703083848
2015-06-23,30650867719
2015-06-24,30650867719
2015-06-25,30207030622
2015-06-26,30520327396
2015-06-29,29632653203
2015-06-30,29991906153
2015-07-01,29776717589
2015-07-02,29857413301
2015-07-06,29669123307
2015-07-07,29749819018
2015-07-08,28243499068
2015-07-09,28485586203
2015-07-10,28593180485
2015-07-13,29104253325
2015-07-14,28969760473
2015-07-15,28431789062
2015-07-16,28270397639
2015-07-17,28216600498
2015-07-20,27436541952
2015-07-21,27517237663
2015-07-22,26871671970
2015-07-23,26790976259
2015-07-24,26387497701
2015-07-27,25876424860
2015-07-28,26548889124
2015-07-29,27328947670
2015-07-30,26844773400
2015-07-31,26548889124
2015-08-03,25930222001
2015-08-04,26172309136
2015-08-05,26333700560
2015-08-06,26738419318
2015-08-07,25389356790
2015-08-10,27197100578
2015-08-11,25578225543
2015-08-12,25659169295
2015-08-13,25119544284
2015-08-14,25389356790
2015-08-17,25443319291
2015-08-18,25011619281
2015-08-19,24579919272
2015-08-20,24364069268
2015-08-21,23554631750
2015-08-24,22124625470
2015-08-25,21881794215
2015-08-26,22286512974
2015-08-27,23905388008
2015-08-28,25389356790
2015-08-31,25497281792
2015-09-01,24876713029
2015-09-02,25146525534
2015-09-03,25821056799
2015-09-04,25605206794
2015-09-08,26225775557
2015-09-09,25821056799
2015-09-10,25982944302
2015-09-11,26036906803
2015-09-14,25308413038
2015-09-15,25982944302
2015-09-16,26603513065
2015-09-17,26846344320
2015-09-18,26900306822
2015-09-21,26711438068
2015-09-22,25632188045
2015-09-23,24822750527
2015-09-24,24768788026
2015-09-25,24471994270
2015-09-28,25875019300
2015-09-29,25497281792
2015-09-30,9040668954
2015-10-01,8666314132
2015-10-02,8909644767
2015-10-05,9742584246
2015-10-06,10276039867
2015-10-07,10238604385
2015-10-08,10304116479
2015-10-09,9602201187
2015-10-12,9433741518
2015-10-13,9386947165
2015-10-14,9312076200
2015-10-15,9078104436
2015-10-16,8937721378
2015-10-19,8816056061
2015-10-20,8806697190
2015-10-21,8525931074
2015-10-22,8507213333
2015-10-23,8554007685
2015-10-26,8207729475
2015-10-27,8170293993
2015-10-28,8413624627
2015-10-29,8376189145
2015-10-30,8357471404
2015-11-02,8582084297
2015-11-03,8778620579
2015-11-04,8806697190
2015-11-05,8637698737
2015-11-06,8534421904
2015-11-09,8083759361
2015-11-10,7839650484
2015-11-11,7586152804
2015-11-12,7342043926
2015-11-13,7501653577
2015-11-16,7783317666
2015-11-17,7764540060
2015-11-18,7895983302
2015-11-19,8224591406
2015-11-20,8158869785
2015-11-23,8515644298
2015-11-24,8534421904
2015-11-25,8834863599
2015-11-27,8750364373
2015-11-30,8787919585
2015-12-01,8900585220
2015-12-02,8778530782
2015-12-03,8440533874
2015-12-04,8769141979
2015-12-07,8487477889
2015-12-08,7999260135
2015-12-09,8205813800
2015-12-10,8609532328
2015-12-11,8318479436
2015-12-14,8449922677
2015-12-15,8562588313
2015-12-16,8675253949
2015-12-17,8590754722
2015-12-18,8665865146
2015-12-21,8750364373
2015-12-22,8975695644
2015-12-23,9567190231
2015-12-24,9501468611
2015-12-28,9370025369
2015-12-29,9510857414
2015-12-30,9351247763
2015-12-31,9296271852
2016-01-04,9145572409
2016-01-05,8731148943
2016-01-06,8109513743
2016-01-07,7789277428
2016-01-08,7600903125
2016-01-11,7534972119
2016-01-12,6856824628
2016-01-13,6715543901
2016-01-14,6819149767
2016-01-15,6498913452
2016-01-19,6348214010
2016-01-20,6348214010
2016-01-21,6677869040
2016-01-22,6470657307
2016-01-25,6404726301
2016-01-26,6724962616
2016-01-27,6555425743
2016-01-28,6593100604
2016-01-29,6866243343
2016-02-01,6790893622
2016-02-02,6564844458
2016-02-03,7139386082
2016-02-04,7858052761
2016-02-05,7678386091
2016-02-08,7470351000
2016-02-09,7385245736
2016-02-10,7129929942
2016-02-11,6931350991
2016-02-12,7271772050
2016-02-16,7678386091
2016-02-17,8056631712
2016-02-18,7678386091
2016-02-19,7441982579
2016-02-22,8425421192
2016-02-23,8066087852
2016-02-24,8283579084
2016-02-25,8387596629
2016-02-26,8387596629
2016-02-29,8444333473
2016-03-01,8614544002
2016-03-02,9096807168
2016-03-03,8954965060
2016-03-04,9049526465
2016-03-07,9493965069
2016-03-08,8822579093
2016-03-09,8907684357
2016-03-10,9068438746
2016-03-11,9002245762
2016-03-14,9144087870
2016-03-15,8661824704
2016-03-16,9210280854
2016-03-17,9399403664
2016-03-18,9484508928
2016-03-21,9352122961
2016-03-22,9314298399
2016-03-23,8813122952
2016-03-24,9049526465
2016-03-28,9172456292
2016-03-29,9191368573
2016-03-30,9153544011
2016-03-31,9057099305
2016-04-01,9104370178
2016-04-04,8886924162
2016-04-05,8896378336
2016-04-06,8981465908
2016-04-07,8962557559
2016-04-08,8858561638
2016-04-11,9208366099
2016-04-12,8962557559
2016-04-13,9255636972
2016-04-14,9463628815
2016-04-15,9463628815
2016-04-18,9539262212
2016-04-19,9955245896
2016-04-20,10011970944
2016-04-21,9851249975
2016-04-22,9832341626
2016-04-25,9605441434
2016-04-26,10078150166
2016-04-27,10692671518
2016-04-28,10541404724
2016-04-29,10560313073
2016-05-02,10361775405
2016-05-03,9794524927
2016-05-04,9709437355
2016-05-05,9500836162
2016-05-06,9519799907
2016-05-09,8969851307
2016-05-10,9168970627
2016-05-11,9045706286
2016-05-12,8950887562
2016-05-13,8723322624
2016-05-16,8799177603
2016-05-17,8818141348
2016-05-18,8552648920
2016-05-19,8647467644
2016-05-20,8637985772
2016-05-23,8799177603
2016-05-24,8931923817
2016-05-25,9102597520
2016-05-26,9017260669
2016-05-27,8865550710
2016-05-31,8789695731
2016-06-01,8818141348
2016-06-02,8846586965
2016-06-03,9026742541
2016-06-06,9330162459
2016-06-07,9282753096
2016-06-08,9377571821
2016-06-09,9330162459
2016-06-10,8998296924
2016-06-13,8837105093
2016-06-14,8628503900
2016-06-15,8960369434
2016-06-16,8903478200
2016-06-17,9083633776
2016-06-20,9254307479
2016-06-21,9349126203
2016-06-22,9377571821
2016-06-23,9624100503
2016-06-24,8893996327
2016-06-27,8628503900
2016-06-28,8846586965
2016-06-29,8628503900
2016-06-30,8789615520
2016-07-01,9055105525
2016-07-05,8780133735
2016-07-06,8713761233
2016-07-07,8855988022
2016-07-08,9311113744
2016-07-11,9614530893
2016-07-12,10136029117
2016-07-13,10154992689
2016-07-14,10154992689
2016-07-15,10354110192
2016-07-18,10354110192
2016-07-19,10079138402
2016-07-20,10060174830
2016-07-21,10050693044
2016-07-22,10022247686
2016-07-25,9946393399
2016-07-26,10117065545
2016-07-27,10183438046
2016-07-28,10126547331
2016-07-29,10069656616
2016-08-01,9927429827
2016-08-02,9794684825
2016-08-03,9898984470
2016-08-04,9889475359
2016-08-05,9984566468
2016-08-08,9937020913
2016-08-09,9841929804
2016-08-10,9822911582
2016-08-11,9908493581
2016-08-12,9670765808
2016-08-15,10003584690
2016-08-16,9784875139
2016-08-17,9851438915
2016-08-18,9937020913
2016-08-19,9765856917
2016-08-22,9813402471
2016-08-23,9984566468
2016-08-24,9547147366
2016-08-25,9585183809
2016-08-26,9509110922
2016-08-29,9756347806
2016-08-30,9670765808
2016-08-31,9585183809
2016-09-01,9632729364
2016-09-02,9632729364
2016-09-06,9813402471
2016-09-07,9708802251
2016-09-08,9623220253
2016-09-09,9128746485
2016-09-12,9299910482
2016-09-13,9052673598
2016-09-14,8929055156
2016-09-15,9005128043
2016-09-16,8976600710
2016-09-19,8900527823
2016-09-20,8976600710
2016-09-21,9195310261
2016-09-22,9299910482
2016-09-23,9280892260
2016-09-26,9204819372
2016-09-27,9176292040
2016-09-28,9395001591
2016-09-29,9471074478
2016-09-30,9652954366
2016-10-03,9633915008
2016-10-04,9710072439
2016-10-05,9900466016
2016-10-06,10084513141
2016-10-07,9954410863
2016-10-10,9998836031
2016-10-11,8856474568
2016-10-12,8602616465
2016-10-13,8488380318
2016-10-14,8390010304
2016-10-17,8361451267
2016-10-18,8412222888
2016-10-19,8580403881
2016-10-20,8469340961
2016-10-21,8529632260
2016-10-24,8523285808
2016-10-25,8659734538
2016-10-26,8818395852
2016-10-27,8954844583
2016-10-28,9002442977
2016-10-31,9113505897
2016-11-01,8296172810
2016-11-02,7866455613
2016-11-03,7669136493
2016-11-04,7752449010
2016-11-07,7603363452
2016-11-08,7634057538
2016-11-09,7686675970
2016-11-10,8090083950
2016-11-11,8269863594
2016-11-14,8370715589
2016-11-15,8730274875
2016-11-16,8598728795
2016-11-17,8550495232
2016-11-18,8730274875
2016-11-21,8848666348
2016-11-22,8721505137
2016-11-23,8892515041
2016-11-25,9002136775
2016-11-28,8835511740
2016-11-29,8625038011
2016-11-30,8454028106
2016-12-01,8550495232
2016-12-02,8633807750
2016-12-05,8883745303
2016-12-06,8910054519
2016-12-07,9155607202
2016-12-08,9168761810
2016-12-09,9559015183
2016-12-12,9462548057
2016-12-13,9291538152
2016-12-14,9098603901
2016-12-15,9015291383
2016-12-16,8883745303
2016-12-19,8778508438
2016-12-20,8813587393
2016-12-21,8778508438
2016-12-22,8800432785
2016-12-23,8673271574
2016-12-27,8673271574
2016-12-28,8440873498
2016-12-29,8199705684
2016-12-30,8129547774
2017-01-03,8443600000
2017-01-04,8668000000
2017-01-05,8844000000
2017-01-06,9077200000
2017-01-09,8971600000
2017-01-10,9112400000
2017-01-11,9284000000
2017-01-12,9240000000
2017-01-13,9297200000
2017-01-17,9125600000
2017-01-18,9187200000
2017-01-19,9376400000
2017-01-20,9367600000
2017-01-23,9385200000
2017-01-24,9754800000
2017-01-25,9983600000
2017-01-26,10058400000
2017-01-27,9944000000
2017-01-30,9900000000
2017-01-31,10027600000
2017-02-01,11123200000
2017-02-02,11088000000
2017-02-03,11396000000
2017-02-06,11528000000
2017-02-07,11712800000
2017-02-08,12012000000
2017-02-09,12302400000
2017-02-10,13032800000
2017-02-13,13046000000
2017-02-14,12988800000
2017-02-15,12852400000
2017-02-16,12975600000
2017-02-17,13160400000
2017-02-21,13327600000
2017-02-22,13442000000
2017-02-23,13010800000
2017-02-24,12900800000
2017-02-27,12865600000
2017-02-28,12667600000
2017-03-01,12997600000
2017-03-02,12557600000
2017-03-03,12359600000
2017-03-06,12188000000
2017-03-07,11871200000
2017-03-08,11814000000
2017-03-09,11655600000
2017-03-10,11805200000
2017-03-13,11792000000
2017-03-14,11734800000
2017-03-15,11994400000
2017-03-16,12020800000
2017-03-17,12100000000
2017-03-20,12262800000
2017-03-21,11770000000
2017-03-22,11660000000
2017-03-23,11739200000
2017-03-24,11739200000
2017-03-27,11686400000
2017-03-28,11897600000
2017-03-29,11528000000
2017-03-30,11686400000
2017-03-31,11615940000
2017-04-03,11545380000
2017-04-04,11633580000
2017-04-05,11417490000
2017-04-06,11536560000
2017-04-07,11646810000
2017-04-10,11699730000
2017-04-11,11726190000
2017-04-12,11399850000
2017-04-13,11421900000
2017-04-17,11770290000
2017-04-18,11377800000
2017-04-19,11452770000
2017-04-20,11514510000
2017-04-21,11466000000
2017-04-24,11510100000
2017-04-25,11898180000
2017-04-26,12127500000
2017-04-27,12004020000
2017-04-28,12052530000
2017-05-01,12017250000
2017-05-02,11973150000
2017-05-03,11809980000
2017-05-04,11739420000
2017-05-05,12039300000
2017-05-08,11942280000
2017-05-09,12021660000
2017-05-10,12030480000
2017-05-11,11999610000
2017-05-12,12215700000
2017-05-15,12392100000
2017-05-16,12087810000
2017-05-17,11836440000
2017-05-18,11871720000
2017-05-19,12162780000
2017-05-22,12184830000
2017-05-23,12290670000
2017-05-24,12383280000
2017-05-25,11999610000
2017-05-26,12092220000
2017-05-30,12004020000
2017-05-31,12114270000
2017-06-01,12334770000
2017-06-02,12418560000
2017-06-05,12114270000
2017-06-06,12114270000
2017-06-07,11862900000
2017-06-08,12105450000
2017-06-09,12065760000
2017-06-12,11827620000
2017-06-13,12198060000
2017-06-14,11862900000
2017-06-15,11774700000
2017-06-16,11655630000
2017-06-19,11735010000
2017-06-20,11646810000
2017-06-21,11166120000
2017-06-22,11157300000
2017-06-23,11263140000
2017-06-26,10588410000
2017-06-27,9631440000
2017-06-28,10187100000
2017-06-29,10063620000
2017-06-30,10011300000
2017-07-03,10095280000
2017-07-05,10161580000
2017-07-06,10130640000
2017-07-07,10223460000
2017-07-10,10532860000
2017-07-11,10616840000
2017-07-12,10691980000
2017-07-13,10806900000
2017-07-14,10780380000
2017-07-17,11027900000
2017-07-18,10996960000
2017-07-19,11103040000
2017-07-20,10939500000
2017-07-21,11142820000
2017-07-24,11125140000
2017-07-25,11456640000
2017-07-26,11310780000
2017-07-27,11103040000
2017-07-28,11027900000
2017-07-31,10957180000
2017-08-01,11094200000
2017-08-02,10996960000
2017-08-03,11195860000
2017-08-04,11107460000
2017-08-07,11200280000
2017-08-08,11045580000
2017-08-09,10895300000
2017-08-10,10616840000
2017-08-11,10603580000
2017-08-14,10855520000
2017-08-15,10939500000
2017-08-16,10979280000
2017-08-17,10731760000
2017-08-18,10736180000
2017-08-21,10820160000
2017-08-22,11354980000
2017-08-23,11301940000
2017-08-24,11257740000
2017-08-25,11160500000
2017-08-28,11125140000
2017-08-29,11204700000
2017-08-30,11226800000
2017-08-31,11257740000
2017-09-01,11275420000
2017-09-05,10780380000
2017-09-06,10758280000
2017-09-07,10722920000
2017-09-08,10793640000
2017-09-11,11041160000
2017-09-12,11120720000
2017-09-13,11160500000
2017-09-14,11209120000
2017-09-15,11200280000
2017-09-18,11200280000
2017-09-19,11465480000
2017-09-20,11580400000
2017-09-21,11841180000
2017-09-22,11584820000
2017-09-25,11549460000
2017-09-26,11611340000
2017-09-27,11659960000
2017-09-28,11500840000
2017-09-29,10996960000
2017-10-02,12476309212
2017-10-03,12577390421
2017-10-04,12885447439
2017-10-05,12923954566
2017-10-06,13044289339
2017-10-09,13183877675
2017-10-10,13183877675
2017-10-11,13164624111
2017-10-12,13265705320
2017-10-13,13073169684
2017-10-16,13077983075
2017-10-17,12919141175
2017-10-18,12943208130
2017-10-19,12842126921
2017-10-20,13077983075
2017-10-23,11720606841
2017-10-24,11710980059
2017-10-25,11961276386
2017-10-26,11836128223
2017-10-27,11845755004
2017-10-30,11927582650
2017-10-31,12091237940
2017-11-01,12091237940
2017-11-02,12148998631
2017-11-03,12197132540
2017-11-06,12327094094
2017-11-07,12071984377
2017-11-08,11927582650
2017-11-09,11768740750
2017-11-10,11667659541
2017-11-13,11451056951
2017-11-14,11167066888
2017-11-15,11244081142
2017-11-16,11422176605
2017-11-17,11479937296
2017-11-20,11499190860
2017-11-21,11426989996
2017-11-22,11431803387
2017-11-24,11547324769
2017-11-27,11364415914
2017-11-28,11662846150
2017-11-29,11585831896
2017-11-30,11845755004
2017-12-01,11792807705
2017-12-04,11903515695
2017-12-05,11662846150
2017-12-06,11614712241
2017-12-07,11836128223
2017-12-08,11778367532
2017-12-11,11759113968
2017-12-12,11865008568
2017-12-13,12120118286
2017-12-14,12028663859
2017-12-15,12177878977
2017-12-18,12327094094
2017-12-19,12336720876
2017-12-20,12577390421
2017-12-21,12899887612
2017-12-22,12914327784
2017-12-26,13029849166
2017-12-27,13159810720
2017-12-28,13294585665
2017-12-29,13116490202
2018-01-02,13380320000
2018-01-03,13486360000
2018-01-04,14132240000
2018-01-05,14272020000
2018-01-08,14344320000
2018-01-09,14368420000
2018-01-10,14358780000
2018-01-11,14652800000
2018-01-12,14864880000
2018-01-16,14657620000
2018-01-17,14720280000
2018-01-18,14628700000
2018-01-19,14566040000
2018-01-22,14667260000
2018-01-23,14604600000
2018-01-24,14691360000
2018-01-25,14686540000
2018-01-26,14864880000
2018-01-29,14585320000
2018-01-30,14421440000
2018-01-31,14488920000
2018-02-01,14513020000
2018-02-02,14031020000
2018-02-05,12782640000
2018-02-06,12184960000
2018-02-07,12098200000
2018-02-08,11784900000
2018-02-09,11886120000
2018-02-12,11972880000
2018-02-13,11943960000
2018-02-14,12281360000
2018-02-15,12156040000
2018-02-16,12223520000
2018-02-20,11982520000
2018-02-21,11886120000
2018-02-22,11828280000
2018-02-23,12112660000
2018-02-26,12112660000
2018-02-27,11924680000
2018-02-28,11755980000
2018-03-01,11577640000
2018-03-02,11524620000
2018-03-05,11727060000
2018-03-06,11833100000
2018-03-07,11866840000
2018-03-08,11953600000
2018-03-09,12141580000
2018-03-12,12016260000
2018-03-13,12025900000
2018-03-14,11596920000
2018-03-15,11683680000
2018-03-16,11837920000
2018-03-19,11582460000
2018-03-20,11611380000
2018-03-21,11645120000
2018-03-22,10931760000
2018-03-23,10965500000
2018-03-26,11269160000
2018-03-27,11110100000
2018-03-28,10941400000
2018-03-29,11105280000
2018-04-02,10664640000
2018-04-03,10795050000
2018-04-04,10930290000
2018-04-05,11147640000
2018-04-06,10886820000
2018-04-09,10997910000
2018-04-10,11123490000
2018-04-11,11089680000
2018-04-12,11340840000
2018-04-13,11220090000
2018-04-16,11379480000
2018-04-17,11471250000
2018-04-18,11437440000
2018-04-19,11364990000
2018-04-20,11234580000
2018-04-23,10650150000
2018-04-24,10616340000
2018-04-25,10698450000
2018-04-26,10741920000
2018-04-27,10838520000
2018-04-30,8602230000
2018-05-01,8539440000
2018-05-02,8389710000
2018-05-03,8177190000
2018-05-04,8317259999
2018-05-07,8481479999
2018-05-08,8597400000
2018-05-09,8703660000
2018-05-10,8761620000
2018-05-11,8800260000
2018-05-14,8848560000
2018-05-15,8684340000
2018-05-16,8698830000
2018-05-17,8766450000
2018-05-18,8732640000
2018-05-21,8906520000
2018-05-22,8969310000
2018-05-23,9003120000
2018-05-24,8925840000
2018-05-25,8901690000
2018-05-29,8660190000
2018-05-30,8751960000
2018-05-31,8524949999
2018-06-01,8573250000
2018-06-04,8568419999
2018-06-05,8558759999
2018-06-06,8660190000
2018-06-07,8669850000
2018-06-08,8665020000
2018-06-11,8771280000
2018-06-12,8694000000
2018-06-13,8679510000
2018-06-14,8694000000
2018-06-15,8466990000
2018-06-18,8520120000
2018-06-19,8404199999
2018-06-20,8365560000
2018-06-21,8191680000
2018-06-22,8230320000
2018-06-25,8148210000
2018-06-26,8225490000
2018-06-27,8191680000
2018-06-28,8206169999
2018-06-29,8215830000
2018-07-02,8143380000
2018-07-03,8162699999
2018-07-05,8244810000
2018-07-06,8322090000
2018-07-09,8592570000
2018-07-10,8568419999
2018-07-11,8254470000
2018-07-12,8355900000
2018-07-13,8394539999
2018-07-16,9273600000
2018-07-17,9292920000
2018-07-18,9505440000
2018-07-19,9259110000
2018-07-20,9191490000
2018-07-23,9172170000
