,HWM
2004-08-24,47042883804
2004-08-25,47743237158
2004-08-26,48130666673
2004-08-27,48950229109
2004-08-30,48458491647
2004-08-31,48249875755
2004-09-01,48309480295
2004-09-02,48756514351
2004-09-03,48950229109
2004-09-07,49278054083
2004-09-08,49024734785
2004-09-09,49605879057
2004-09-10,45820990718
2004-09-13,45880595259
2004-09-14,45746485042
2004-09-15,45314352122
2004-09-16,45224945310
2004-09-17,45671979366
2004-09-20,45940199800
2004-09-21,46595849748
2004-09-22,46327629315
2004-09-23,46327629315
2004-09-24,46536245207
2004-09-27,46729959965
2004-09-28,48726712081
2004-09-29,49546274516
2004-09-30,47643726756
2004-10-01,48239450640
2004-10-04,48211082836
2004-10-05,47601175051
2004-10-06,48452209170
2004-10-07,48338737954
2004-10-08,47374232619
2004-10-11,47303313109
2004-10-12,47076370677
2004-10-13,45657980479
2004-10-14,46168600950
2004-10-15,46196968754
2004-10-18,46083497538
2004-10-19,44395613203
2004-10-20,44338877595
2004-10-21,45033888792
2004-10-22,44906233674
2004-10-25,45473589753
2004-10-26,46863612147
2004-10-27,47331680913
2004-10-28,45970026323
2004-10-29,46097681441
2004-11-01,46622485814
2004-11-02,45501957557
2004-11-03,45743083891
2004-11-04,47310603900
2004-11-05,47510106446
2004-11-08,47481606082
2004-11-09,47239352990
2004-11-10,47239352990
2004-11-11,47681108629
2004-11-12,48835373363
2004-11-15,48179864995
2004-11-16,47894861357
2004-11-17,48265366087
2004-11-18,48393617724
2004-11-19,47894861357
2004-11-22,47951862085
2004-11-23,47852110812
2004-11-24,48094363904
2004-11-26,49362630093
2004-11-29,49134627183
2004-11-30,48422118088
2004-12-01,48863873727
2004-12-02,47638358083
2004-12-03,46826097715
2004-12-06,46199089712
2004-12-07,45158826433
2004-12-08,45401079525
2004-12-09,45728833709
2004-12-10,45743083891
2004-12-13,46042337711
2004-12-14,45244327525
2004-12-15,44603069339
2004-12-16,44261064974
2004-12-17,43819309335
2004-12-20,43976061336
2004-12-21,44546068612
2004-12-22,44603069339
2004-12-23,44731320976
2004-12-27,44816822068
2004-12-28,45144576251
2004-12-29,45443830071
2004-12-30,44816822068
2004-12-31,43951922104
2005-01-03,43350415850
2005-01-04,42567058868
2005-01-05,42315265552
2005-01-06,42497116280
2005-01-07,42930760324
2005-01-10,42623012938
2005-01-11,41475954500
2005-01-12,41168207114
2005-01-13,41266126737
2005-01-14,41825667438
2005-01-18,41643816710
2005-01-19,40818494176
2005-01-20,40147045334
2005-01-21,40468781237
2005-01-24,40300919027
2005-01-25,39685424255
2005-01-26,40063114229
2005-01-27,40650631965
2005-01-28,40524735307
2005-01-31,41280115254
2005-02-01,41350057842
2005-02-02,41447977465
2005-02-03,40969947874
2005-02-04,41293320833
2005-02-07,41644813179
2005-02-08,42179081545
2005-02-09,41110544813
2005-02-10,41433917771
2005-02-11,41968186137
2005-02-14,42024424913
2005-02-15,41911947362
2005-02-16,43022663176
2005-02-17,43641289705
2005-02-18,43725647868
2005-02-22,43177319808
2005-02-23,43570991236
2005-02-24,44231796847
2005-02-25,44470811642
2005-02-28,45159736641
2005-03-01,44512990724
2005-03-02,44006841745
2005-03-03,43978722358
2005-03-04,44709826438
2005-03-07,44077140215
2005-03-08,43922483582
2005-03-09,43472573379
2005-03-10,42853946850
2005-03-11,43585050930
2005-03-14,43838125419
2005-03-15,44414572867
2005-03-16,44119319296
2005-03-17,44372393785
2005-03-18,44541110112
2005-03-21,44231796847
2005-03-22,43528812155
2005-03-23,42727409605
2005-03-24,42685230524
2005-03-28,42249380014
2005-03-29,41574514710
2005-03-30,42038484607
2005-03-31,45497976594
2005-04-01,45318320220
2005-04-04,45033864296
2005-04-05,44884150651
2005-04-06,44884150651
2005-04-07,47114883956
2005-04-08,47324483058
2005-04-11,46665743022
2005-04-12,46890313489
2005-04-13,45512947958
2005-04-14,44764379735
2005-04-15,43866097868
2005-04-18,44300267437
2005-04-19,44000840148
2005-04-20,43267243289
2005-04-21,44240381979
2005-04-22,43716384223
2005-04-25,44075696970
2005-04-26,43192386467
2005-04-27,43012730094
2005-04-28,42773188262
2005-04-29,43446899663
2005-05-02,43701412859
2005-05-03,43866097868
2005-05-04,44330210166
2005-05-05,44164686639
2005-05-06,44119543858
2005-05-09,44164686639
2005-05-10,43081259914
2005-05-11,42735165265
2005-05-12,41456119826
2005-05-13,40177074387
2005-05-16,40026598453
2005-05-17,40944501650
2005-05-18,41907547628
2005-05-19,41636690947
2005-05-20,41305643892
2005-05-23,41742024101
2005-05-24,41320691485
2005-05-25,40869263683
2005-05-26,41140120365
2005-05-27,41335739079
2005-05-31,40778978123
2005-06-01,41621643353
2005-06-02,41787166881
2005-06-03,41110025178
2005-06-06,41125072771
2005-06-07,41049834804
2005-06-08,41049834804
2005-06-09,40583359409
2005-06-10,40778978123
2005-06-13,41230405925
2005-06-14,41034787211
2005-06-15,41471167419
2005-06-16,42027928375
2005-06-17,42509451364
2005-06-20,42133261529
2005-06-21,41832309661
2005-06-22,41666786134
2005-06-23,40914406463
2005-06-24,39815932145
2005-06-27,39259171189
2005-06-28,39680503804
2005-06-29,39575170651
2005-06-30,39698931155
2005-07-01,39714124011
2005-07-05,39805281143
2005-07-06,39501424035
2005-07-07,39638159734
2005-07-08,41324566683
2005-07-11,42069016597
2005-07-12,42023438031
2005-07-13,41658809502
2005-07-14,41886702333
2005-07-15,41780352345
2005-07-18,42038630887
2005-07-19,42691923669
2005-07-20,43360409306
2005-07-21,43497145005
2005-07-22,43466759294
2005-07-25,43086937909
2005-07-26,42950202211
2005-07-27,42767887946
2005-07-28,43405987873
2005-07-29,42615959392
2005-08-01,42403259416
2005-08-02,43694652125
2005-08-03,43831387824
2005-08-04,42915052190
2005-08-05,42365250809
2005-08-08,42823418626
2005-08-09,43709209739
2005-08-10,44091016253
2005-08-11,45465519704
2005-08-12,45389158401
2005-08-15,44656089894
2005-08-16,44014654950
2005-08-17,43357947746
2005-08-18,42869235408
2005-08-19,42915052190
2005-08-22,43312130964
2005-08-23,42273617246
2005-08-24,41830721690
2005-08-25,41952899774
2005-08-26,41677999084
2005-08-29,41968172035
2005-08-30,41357281612
2005-08-31,40914386056
2005-09-01,41510004218
2005-09-02,41112925443
2005-09-06,41174014485
2005-09-07,40563124063
2005-09-08,40349312415
2005-09-09,40990747358
2005-09-12,41418370654
2005-09-13,40929658316
2005-09-14,40547851802
2005-09-15,40288223372
2005-09-16,40746391189
2005-09-19,40257678851
2005-09-20,39952233640
2005-09-21,39830055555
2005-09-22,39555154865
2005-09-23,37294860301
2005-09-26,36958870569
2005-09-27,36668697618
2005-09-28,36760331182
2005-09-29,37340677083
2005-09-30,36716089195
2005-10-03,35889150249
2005-10-04,35122352317
2005-10-05,34505906921
2005-10-06,34445765907
2005-10-07,34641224203
2005-10-10,34069884568
2005-10-11,34355554386
2005-10-12,34145060836
2005-10-13,33889461525
2005-10-14,34535977429
2005-10-17,34881788260
2005-10-18,35002070289
2005-10-19,35663621446
2005-10-20,35122352317
2005-10-21,35107317064
2005-10-24,35994397024
2005-10-25,35708727206
2005-10-26,35844044488
2005-10-27,35889150249
2005-10-28,36114679052
2005-10-31,36520630899
2005-11-01,36986723759
2005-11-02,37497922380
2005-11-03,38012214175
2005-11-04,38072719093
2005-11-07,39237438747
2005-11-08,39313069893
2005-11-09,39630720708
2005-11-10,39751730542
2005-11-11,40356779714
2005-11-14,40250896109
2005-11-15,39721478084
2005-11-16,39827361689
2005-11-17,40008876440
2005-11-18,39933245294
2005-11-21,40402158401
2005-11-22,40387032172
2005-11-23,40674430528
2005-11-25,41339984617
2005-11-28,41748392807
2005-11-29,42156800998
2005-11-30,41460994451
2005-12-01,42776976398
2005-12-02,42504704271
2005-12-05,42308063290
2005-12-06,42716471481
2005-12-07,43245889506
2005-12-08,43003869837
2005-12-09,42580335417
2005-12-12,42459325583
2005-12-13,43124879671
2005-12-14,43094627213
2005-12-15,42701345252
2005-12-16,42701345252
2005-12-19,43185384589
2005-12-20,42807228857
2005-12-21,43850938677
2005-12-22,44365230472
2005-12-23,44546745224
2005-12-27,44244220638
2005-12-28,44788764892
2005-12-29,44849269809
2005-12-30,44728259975
2006-01-03,46214550619
2006-01-04,46477308934
2006-01-05,46848261849
2006-01-06,46693698134
2006-01-09,47250127506
2006-01-10,45750859476
2006-01-11,45132604618
2006-01-12,44529806132
2006-01-13,44746195332
2006-01-17,45008953647
2006-01-18,44792564446
2006-01-19,45580839390
2006-01-20,44514349760
2006-01-23,45101691875
2006-01-24,45302624704
2006-01-25,45967248676
2006-01-26,47574711306
2006-01-27,48378442622
2006-01-30,47188302020
2006-01-31,48687570050
2006-02-01,48316617136
2006-02-02,47602195924
2006-02-03,47493479653
2006-02-06,49745459558
2006-02-07,47943875634
2006-02-08,48425333407
2006-02-09,48254493552
2006-02-10,47928344738
2006-02-13,46965429193
2006-02-14,48720420429
2006-02-15,47974937426
2006-02-16,47167330839
2006-02-17,47182861735
2006-02-21,46903305609
2006-02-22,47058614568
2006-02-23,46732465754
2006-02-24,46841182026
2006-02-27,45909328272
2006-02-28,45536586770
2006-03-01,45893797376
2006-03-02,46437378732
2006-03-03,47213923527
2006-03-06,46282069773
2006-03-07,45350216019
2006-03-08,44697918392
2006-03-09,44744511079
2006-03-10,45396808707
2006-03-13,45179376165
2006-03-14,45971451855
2006-03-15,46437378732
2006-03-16,46949898297
2006-03-17,46763527546
2006-03-20,46282069773
2006-03-21,45257030644
2006-03-22,45598710354
2006-03-23,45847204688
2006-03-24,46328662461
2006-03-27,47105207256
2006-03-28,46856712921
2006-03-29,47695381300
2006-03-30,47710912196
2006-03-31,47612655228
2006-04-03,48142377178
2006-04-04,48080056948
2006-04-05,49342041593
2006-04-06,50105464402
2006-04-07,50635186352
2006-04-10,51149328244
2006-04-11,53112415469
2006-04-12,53112415469
2006-04-13,52520373290
2006-04-17,52972194953
2006-04-18,54779481604
2006-04-19,54452300400
2006-04-20,54171859368
2006-04-21,55137822923
2006-04-24,55355943726
2006-04-25,54686001260
2006-04-26,54467880458
2006-04-27,52037391513
2006-04-28,52629433691
2006-05-01,53081255354
2006-05-02,53408436558
2006-05-03,52769654207
2006-05-04,53959005844
2006-05-05,54929266390
2006-05-08,56525501482
2006-05-09,57261021573
2006-05-10,56681995118
2006-05-11,56369007846
2006-05-12,54475434845
2006-05-15,52378420116
2006-05-16,52644459298
2006-05-17,50328353479
2006-05-18,48998157569
2006-05-19,50046664933
2006-05-22,48747767751
2006-05-23,48262637478
2006-05-24,48544326024
2006-05-25,49545885297
2006-05-26,50547444570
2006-05-30,49295495479
2006-05-31,49639781479
2006-06-01,50969977388
2006-06-02,50969977388
2006-06-05,49107703115
2006-06-06,48027897023
2006-06-07,47026337750
2006-06-08,47057636477
2006-06-09,47182831387
2006-06-12,46525558113
2006-06-13,45304907749
2006-06-14,46259518932
2006-06-15,47354974387
2006-06-16,47088935205
2006-06-19,45539648204
2006-06-20,45680492477
2006-06-21,46682051750
2006-06-22,46932441568
2006-06-23,47229779477
2006-06-26,47934000841
2006-06-27,47542766750
2006-06-28,47808805932
2006-06-29,49921470024
2006-06-30,50390859156
2006-07-03,51527612160
2006-07-05,51138313186
2006-07-06,52041486805
2006-07-07,52243922271
2006-07-10,52025914846
2006-07-11,49487685537
2006-07-12,49908128429
2006-07-13,48257500780
2006-07-14,47946061602
2006-07-17,47058459941
2006-07-18,47354327161
2006-07-19,48257500780
2006-07-20,46669160968
2006-07-21,46030710651
2006-07-24,46311005912
2006-07-25,46684732927
2006-07-26,46373293748
2006-07-27,45656983636
2006-07-28,46295433953
2006-07-31,46638017050
2006-08-01,45376688375
2006-08-02,46404437666
2006-08-03,46326183976
2006-08-04,46279231763
2006-08-07,46013169220
2006-08-08,45465393396
2006-08-09,45136727901
2006-08-10,45277584542
2006-08-11,44244635845
2006-08-14,43712510759
2006-08-15,44588952077
2006-08-16,44933268310
2006-08-17,44620253553
2006-08-18,44495047650
2006-08-21,45027172737
2006-08-22,45481044134
2006-08-23,45277584542
2006-08-24,44870665358
2006-08-25,45277584542
2006-08-28,45152378639
2006-08-29,45074124950
2006-08-30,44541999864
2006-08-31,44745459456
2006-09-01,45402790444
2006-09-05,45214981590
2006-09-06,45058474212
2006-09-07,45246283066
2006-09-08,44886316096
2006-09-11,42507403946
2006-09-12,42883021654
2006-09-13,43822065924
2006-09-14,43602955594
2006-09-15,44025525515
2006-09-18,44573301339
2006-09-19,43947271826
2006-09-20,43289940837
2006-09-21,43305591575
2006-09-22,43023878294
2006-09-25,42710863538
2006-09-26,43305591575
2006-09-27,43430797478
2006-09-28,43649907808
2006-09-29,43884668875
2006-10-02,44390782187
2006-10-03,43555039728
2006-10-04,43651471550
2006-10-05,44310422336
2006-10-06,44583645832
2006-10-09,44985445092
2006-10-10,45467604203
2006-10-11,43153240468
2006-10-12,42751441209
2006-10-13,42815729090
2006-10-16,43908623076
2006-10-17,44230062484
2006-10-18,44005054898
2006-10-19,44246134454
2006-10-20,44133630661
2006-10-23,44181846573
2006-10-24,44535429921
2006-10-25,44631861743
2006-10-26,44374710217
2006-10-27,45483676173
2006-10-30,45419388292
2006-10-31,46222986811
2006-11-01,45772971640
2006-11-02,46047641784
2006-11-03,46031484717
2006-11-06,46564667937
2006-11-07,46629296207
2006-11-08,46419254332
2006-11-09,46871652216
2006-11-10,46063798851
2006-11-13,46031484717
2006-11-14,45902228178
2006-11-15,46128427121
2006-11-16,45740657506
2006-11-17,45676029236
2006-11-20,45999170582
2006-11-21,47162479427
2006-11-22,49165955772
2006-11-24,49618353656
2006-11-27,48729714955
2006-11-28,48794343224
2006-11-29,50070751540
2006-11-30,50361578751
2006-12-01,49876866732
2006-12-04,50377735819
2006-12-05,49828395531
2006-12-06,49682981925
2006-12-07,49779924329
2006-12-08,50264636347
2006-12-11,50167693944
2006-12-12,49456782983
2006-12-13,49198269906
2006-12-14,49699138992
2006-12-15,50151536876
2006-12-18,49149798704
2006-12-19,49246741108
2006-12-20,48535830147
2006-12-21,47340207168
2006-12-22,47243264764
2006-12-26,47453306639
2006-12-27,48503516013
2006-12-28,48503516013
2006-12-29,48487358945
2007-01-03,45991950323
2007-01-04,45646971493
2007-01-05,45098141537
2007-01-08,44659077572
2007-01-09,44721800996
2007-01-10,47403227353
2007-01-11,47779567894
2007-01-12,48281355283
2007-01-16,47952057309
2007-01-17,47873653030
2007-01-18,47512993344
2007-01-19,49237887492
2007-01-22,48877227807
2007-01-23,49504462042
2007-01-24,49865121728
2007-01-25,49347653483
2007-01-26,50288504837
2007-01-29,49865121728
2007-01-30,50398270828
2007-01-31,50915739072
2007-02-01,51703908408
2007-02-02,51136426486
2007-02-05,51325587127
2007-02-06,51782725341
2007-02-07,50679288271
2007-02-08,51451694220
2007-02-09,51262533580
2007-02-12,51861542275
2007-02-13,55171853484
2007-02-14,54494027855
2007-02-15,54714715269
2007-02-16,54825058976
2007-02-20,54966929457
2007-02-21,55408304284
2007-02-22,54777768816
2007-02-23,55297960577
2007-02-26,55739335405
2007-02-27,53264483692
2007-02-28,52665474997
2007-03-01,52413260810
2007-03-02,51546274541
2007-03-05,50017226030
2007-03-06,51089136326
2007-03-07,51057609553
2007-03-08,51215243420
2007-03-09,52334443876
2007-03-12,52681238384
2007-03-13,51625091474
2007-03-14,52523604517
2007-03-15,53406354172
2007-03-16,52775818704
2007-03-19,53532461266
2007-03-20,53705858520
2007-03-21,53359064012
2007-03-22,53106849825
2007-03-23,53895019160
2007-03-26,53863492387
2007-03-27,53595514813
2007-03-28,52933452571
2007-03-29,53091086438
2007-03-30,53437880946
2007-04-02,54300502464
2007-04-03,55421090663
2007-04-04,55228989829
2007-04-05,55373065455
2007-04-09,55821300734
2007-04-10,55869325943
2007-04-11,56157477194
2007-04-12,56141468791
2007-04-13,56221510806
2007-04-16,55933359554
2007-04-17,55661216706
2007-04-18,55180964620
2007-04-19,54956846980
2007-04-20,55020880592
2007-04-23,54668695729
2007-04-24,54348527672
2007-04-25,57246048588
2007-04-26,57326090602
2007-04-27,57614241853
2007-04-30,56813821711
2007-05-01,55373065455
2007-05-02,56109451986
2007-05-03,56399007644
2007-05-04,57364193171
2007-05-07,62141861531
2007-05-08,63541380546
2007-05-09,62302725786
2007-05-10,60533218986
2007-05-11,61176676004
2007-05-14,61691441618
2007-05-15,63203565611
2007-05-16,62801404975
2007-05-17,62978355655
2007-05-18,63911368331
2007-05-21,62720972848
2007-05-22,62656627146
2007-05-23,64940899560
2007-05-24,64683516753
2007-05-25,65793480109
2007-05-29,64940899560
2007-05-30,66340418575
2007-05-31,66404764277
2007-06-01,66694319935
2007-06-04,65938257938
2007-06-05,65294800920
2007-06-06,64104405437
2007-06-07,62624454295
2007-06-08,63798763353
2007-06-11,63219652037
2007-06-12,63283997738
2007-06-13,65117850240
2007-06-14,66211727171
2007-06-15,66919529891
2007-06-18,67369949804
2007-06-19,66887357040
2007-06-20,64747862455
2007-06-21,64892640284
2007-06-22,64345701818
2007-06-25,63396602717
2007-06-26,62254466509
2007-06-27,62688799997
2007-06-28,63219652037
2007-06-29,65198282368
2007-07-02,66584972539
2007-07-03,67249363844
2007-07-05,67006293855
2007-07-06,67508638500
2007-07-09,68642965119
2007-07-10,67508638500
2007-07-11,68756397781
2007-07-12,73390932253
2007-07-13,76729093447
2007-07-16,75789222819
2007-07-17,75529948164
2007-07-18,75270673508
2007-07-19,72305219632
2007-07-20,69809701070
2007-07-23,68788807113
2007-07-24,66844247195
2007-07-25,66293288551
2007-07-26,61577730749
2007-07-27,60621655456
2007-07-30,61982847399
2007-07-31,61901824069
2007-08-01,61772186741
2007-08-02,61658245948
2007-08-03,58891112419
2007-08-06,58060972360
2007-08-07,59591034429
2007-08-08,60372342720
2007-08-09,57686595470
2007-08-10,56465801266
2007-08-13,57849368031
2007-08-14,56742514619
2007-08-15,54854352916
2007-08-16,51957001338
2007-08-17,54186985418
2007-08-20,55863542792
2007-08-21,56319305961
2007-08-22,58956221443
2007-08-23,58223744920
2007-08-24,59721252478
2007-08-27,60193292903
2007-08-28,57556377422
2007-08-29,59232934796
2007-08-30,58842280650
2007-08-31,59460816381
2007-09-04,59265489308
2007-09-05,59379430100
2007-09-06,59411984612
2007-09-07,56758791875
2007-09-10,55424056878
2007-09-11,55668215719
2007-09-12,54772966636
2007-09-13,56026315352
2007-09-14,57751704494
2007-09-17,57344773093
2007-09-18,60046797599
2007-09-19,60681610585
2007-09-20,60681610585
2007-09-21,60876937658
2007-09-24,60242124671
2007-09-25,60225847415
2007-09-26,62618604056
2007-09-27,63481298627
2007-09-28,63676625700
2007-10-01,64753674913
2007-10-02,64257478170
2007-10-03,62256151308
2007-10-04,62289231091
2007-10-05,64158238822
2007-10-08,63347784142
2007-10-09,65696448724
2007-10-10,64058999473
2007-10-11,62983906531
2007-10-12,63066605988
2007-10-15,63198925119
2007-10-16,61677255109
2007-10-17,62801967725
2007-10-18,63480103273
2007-10-19,61925353480
2007-10-22,62405010331
2007-10-23,63281624576
2007-10-24,63182385228
2007-10-25,63496643165
2007-10-26,65084472741
2007-10-29,66870781015
2007-10-30,65117552524
2007-10-31,65762608289
2007-11-01,62955363834
2007-11-02,64051684154
2007-11-05,62955363834
2007-11-06,64068295068
2007-11-07,62124818137
2007-11-08,62556701899
2007-11-09,61609879804
2007-11-12,59583348304
2007-11-13,60845777763
2007-11-14,61227828784
2007-11-15,60347450345
2007-11-16,60314228517
2007-11-19,58254475188
2007-11-20,58769413521
2007-11-21,58420584328
2007-11-23,58387362500
2007-11-26,57938867824
2007-11-27,58204642447
2007-11-28,60148119378
2007-11-29,60712890452
2007-11-30,60413894001
2007-12-03,58952133574
2007-12-04,58553471639
2007-12-05,59151464541
2007-12-06,59566737390
2007-12-07,61310883353
2007-12-10,62872309264
2007-12-11,60015232066
2007-12-12,61261050612
2007-12-13,60347450345
2007-12-14,58453806156
2007-12-17,56310998257
2007-12-18,57141543954
2007-12-19,57291042180
2007-12-20,58786024435
2007-12-21,60380672173
2007-12-24,61476992493
2007-12-26,62141429050
2007-12-27,61443770665
2007-12-28,61227828784
2007-12-31,56932382480
2008-01-02,56278166320
2008-01-03,56371625772
2008-01-04,54315517841
2008-01-07,51574040600
2008-01-08,48287383225
2008-01-09,48676797606
2008-01-10,48972752536
2008-01-11,49424473217
2008-01-14,51246932520
2008-01-15,48583338155
2008-01-16,47711049942
2008-01-17,44844960099
2008-01-18,45327833931
2008-01-22,44844960099
2008-01-23,45468023108
2008-01-24,47991428296
2008-01-25,47804509393
2008-01-28,49019482261
2008-01-29,50873094714
2008-01-30,50935401015
2008-01-31,51542887449
2008-02-01,53396499902
2008-02-04,53084968397
2008-02-05,50888671289
2008-02-06,50748482112
2008-02-07,51327838434
2008-02-08,52862349772
2008-02-11,53332098141
2008-02-12,52439576240
2008-02-13,55602548590
2008-02-14,55367674406
2008-02-15,55931372448
2008-02-19,56682969839
2008-02-20,57669441413
2008-02-21,56839552628
2008-02-22,57231009602
2008-02-25,60832413763
2008-02-26,60284374000
2008-02-27,61098604506
2008-02-28,61255187295
2008-02-29,58154848061
2008-03-03,60002524978
2008-03-04,59501460052
2008-03-05,60613824189
2008-03-06,60080816373
2008-03-07,57309300997
2008-03-10,55806106217
2008-03-11,59125661356
2008-03-12,59172636193
2008-03-13,60237399163
2008-03-14,60112132931
2008-03-17,58092214945
2008-03-18,60440956789
2008-03-19,55774789659
2008-03-20,54302911436
2008-03-24,54866609479
2008-03-25,55962689006
2008-03-26,56416779096
2008-03-27,55398990964
2008-03-28,56542045328
2008-03-31,59368998092
2008-04-01,60159267617
2008-04-02,59978164184
2008-04-03,63452057306
2008-04-04,64209398934
2008-04-07,61641022977
2008-04-08,61212960317
2008-04-09,60653186070
2008-04-10,59451317834
2008-04-11,57870778783
2008-04-14,55862177073
2008-04-15,57360396381
2008-04-16,59220822556
2008-04-17,58562264618
2008-04-18,59698277060
2008-04-21,59681813112
2008-04-22,58776295948
2008-04-23,58167129855
2008-04-24,57376860330
2008-04-25,58809223844
2008-04-28,58842151741
2008-04-29,57047581361
2008-04-30,57541499814
2008-05-01,57442233282
2008-05-02,59741907944
2008-05-05,61032372862
2008-05-06,62868803707
2008-05-07,63017703506
2008-05-08,65598633342
2008-05-09,64589423598
2008-05-12,68841340060
2008-05-13,69685105583
2008-05-14,69486572519
2008-05-15,70710859749
2008-05-16,71389181052
2008-05-19,73771577824
2008-05-20,71521536428
2008-05-21,68990239858
2008-05-22,67501241875
2008-05-23,66591298664
2008-05-27,66806376150
2008-05-28,68775162371
2008-05-29,66740198462
2008-05-30,67153809013
2008-06-02,67219986701
2008-06-03,65515911232
2008-06-04,64357801690
2008-06-05,66310043489
2008-06-06,64887223195
2008-06-09,69767827693
2008-06-10,70677770905
2008-06-11,65052667415
2008-06-12,62438648735
2008-06-13,65284289323
2008-06-16,65681355452
2008-06-17,65267744901
2008-06-18,64688690130
2008-06-19,64721778974
2008-06-20,61776871853
2008-06-23,62389015468
2008-06-24,61032372862
2008-06-25,61115094972
2008-06-26,58401809760
2008-06-27,58534165136
2008-06-30,57093595577
2008-07-01,55202229974
2008-07-02,51467584334
2008-07-03,52541495312
2008-07-07,53519235157
2008-07-08,51820211819
2008-07-09,50553958576
2008-07-10,55458686327
2008-07-11,55522800415
2008-07-14,56003656077
2008-07-15,55314429628
2008-07-16,55747199724
2008-07-17,54080233430
2008-07-18,54192433084
2008-07-21,54432860915
2008-07-22,54304632738
2008-07-23,52461352701
2008-07-24,50137217003
2008-07-25,50986728672
2008-07-28,52349153047
2008-07-29,53471149591
2008-07-30,55843370856
2008-07-31,54096261952
2008-08-01,51515669900
2008-08-04,49752532473
2008-08-05,51018785716
2008-08-06,51836240341
2008-08-07,51240051068
2008-08-08,51175598173
2008-08-11,50321597322
2008-08-12,49886540285
2008-08-13,51965146130
2008-08-14,51336730409
2008-08-15,51256164291
2008-08-18,50128238639
2008-08-19,50128238639
2008-08-20,51095032055
2008-08-21,51787900670
2008-08-22,52013485801
2008-08-25,50627748571
2008-08-26,50933899819
2008-08-27,51691221329
2008-08-28,52206844484
2008-08-29,51771787447
2008-09-02,49080879104
2008-09-03,48017406346
2008-09-04,46019366619
2008-09-05,45600422805
2008-09-08,44375817811
2008-09-09,43215665712
2008-09-10,43811854985
2008-09-11,44504723600
2008-09-12,46196612079
2008-09-15,43392911171
2008-09-16,42700042556
2008-09-17,40556983817
2008-09-18,41684909469
2008-09-19,43167326041
2008-09-22,43183439265
2008-09-23,41233739208
2008-09-24,41282078879
2008-09-25,40154153227
2008-09-26,37930528369
2008-09-29,34450072070
2008-09-30,36383658903
2008-10-01,34272826610
2008-10-02,31227427349
2008-10-03,31001842218
2008-10-06,29181047951
2008-10-07,26925196646
2008-10-08,23702551924
2008-10-09,20077076613
2008-10-10,18127376557
2008-10-13,22268475023
2008-10-14,20931077464
2008-10-15,18256282345
2008-10-16,19674246023
2008-10-17,19013603855
2008-10-20,19996510495
2008-10-21,19577566681
2008-10-22,16951111233
2008-10-23,16097110382
2008-10-24,15162543413
2008-10-27,14566354140
2008-10-28,17370055047
2008-10-29,17966244321
2008-10-30,18449641029
2008-10-31,18530207147
2008-11-03,19142509644
2008-11-04,20093189837
2008-11-05,19287528656
2008-11-06,16770342713
2008-11-07,18290461497
2008-11-10,19254837930
2008-11-11,17881827415
2008-11-12,16623234444
2008-11-13,18306806860
2008-11-14,17718373783
2008-11-17,15805966280
2008-11-18,15495404378
2008-11-19,13337816427
2008-11-20,11196573838
2008-11-21,13795486598
2008-11-24,14956007390
2008-11-25,15855002370
2008-11-26,17129940705
2008-11-28,17587610876
2008-12-01,15217533202
2008-12-02,15953074550
2008-12-03,15184842476
2008-12-04,13174362794
2008-12-05,13321471063
2008-12-08,15658858011
2008-12-09,15609821921
2008-12-10,16672270533
2008-12-11,16312672541
2008-12-12,16476126174
2008-12-15,16198254999
2008-12-16,16982832435
2008-12-17,16917450982
2008-12-18,15969419913
2008-12-19,15855002370
2008-12-22,15086770296
2008-12-23,15642512647
2008-12-24,15348296109
2008-12-26,15985765276
2008-12-29,15904038460
2008-12-30,17473193334
2008-12-31,22371682881
2009-01-02,24060486651
2009-01-05,23563779660
2009-01-06,24080354931
2009-01-07,21636556535
2009-01-08,22570365678
2009-01-09,21477610297
2009-01-12,19987489324
2009-01-13,18974207062
2009-01-14,17941056520
2009-01-15,18616578028
2009-01-16,18735787706
2009-01-20,16590013504
2009-01-21,17007247377
2009-01-22,16391330708
2009-01-23,16550276945
2009-01-26,16590013504
2009-01-27,17106588775
2009-01-28,17384744690
2009-01-29,16768828021
2009-01-30,15477389844
2009-02-02,15278707048
2009-02-03,15974096835
2009-02-04,15874755437
2009-02-05,16361960208
2009-02-06,17052166966
2009-02-09,17255168953
2009-02-10,15529652058
2009-02-11,15631153052
2009-02-12,15245449275
2009-02-13,15184548679
2009-02-17,13702634169
2009-02-18,13174829001
2009-02-19,12890626218
2009-02-20,12768825025
2009-02-23,11794415484
2009-02-24,12971827013
2009-02-25,13134228603
2009-02-26,13215429398
2009-02-27,12647023833
2009-03-02,11144809124
2009-03-03,11226009919
2009-03-04,12667324032
2009-03-05,10677904552
2009-03-06,10596703757
2009-03-09,10941807136
2009-03-10,12423721646
2009-03-11,11692914491
2009-03-12,12139518864
2009-03-13,11632013894
2009-03-16,12423721646
2009-03-17,11347811112
2009-03-18,11124508925
2009-03-19,12992127212
2009-03-20,13276329995
2009-03-23,15022147089
2009-03-24,14920646095
2009-03-25,15671753449
2009-03-26,16483761400
2009-03-27,15834155040
2009-03-30,13580832976
2009-03-31,14900345896
2009-04-01,15428151064
2009-04-02,16605562593
2009-04-03,16585262394
2009-04-06,16057457226
2009-04-07,15813854841
2009-04-08,16361960208
2009-04-09,17965675910
