,SYF
2019-03-19,23364404000
2019-03-20,22919435000
2019-03-21,23244332999
2019-03-22,22481529000
2019-03-25,22170757000
2019-03-26,22439151000
2019-03-27,22340269000
2019-03-28,22481529000
2019-03-29,22530970000
2019-04-01,22271688000
2019-04-02,22162312000
2019-04-03,22114460000
2019-04-04,22217000000
2019-04-05,22087116000
2019-04-08,22244344000
2019-04-09,22059772000
2019-04-10,22251179999
2019-04-11,22299032000
2019-04-12,22558800000
2019-04-15,22524620000
2019-04-16,22668175999
2019-04-17,22722864000
2019-04-18,22791224000
2019-04-22,22934779999
2019-04-23,22873256000
2019-04-24,22921108000
2019-04-25,22900600000
2019-04-26,23515840000
2019-04-29,23522675999
2019-04-30,23700412000
2019-05-01,23351775999
2019-05-02,23344940000
2019-05-03,23474824000
2019-05-06,23440644000
2019-05-07,23242400000
2019-05-08,23119352000
2019-05-09,23515840000
2019-05-10,23932836000
2019-05-13,23235564000
2019-05-14,23768772000
2019-05-15,23830296000
2019-05-16,24090064000
2019-05-17,23864475999
2019-05-20,23926000000
2019-05-21,24028540000
2019-05-22,24090064000
2019-05-23,23755100000
2019-05-24,23796116000
2019-05-28,23652560000
2019-05-29,23495332000
2019-05-30,23399627999
2019-05-31,22989468000
2019-06-03,22763879999
2019-06-04,23201384000
2019-06-05,23290252000
2019-06-06,23467988000
2019-06-07,23092008000
2019-06-10,22777552000
2019-06-11,23276579999
2019-06-12,23098844000
2019-06-13,23228727999
2019-06-14,23208220000
2019-06-17,23249236000
2019-06-18,23543184000
2019-06-19,23133024000
2019-06-20,23406464000
2019-06-21,23454316000
2019-06-24,23235564000
2019-06-25,23174040000
2019-06-26,23399627999
2019-06-27,23440644000
2019-06-28,23700412000
2019-07-01,23086581000
2019-07-02,23165577000
2019-07-03,23389399000
2019-07-05,23442063000
2019-07-08,23501310000
2019-07-09,23540808000
2019-07-10,23382816000
2019-07-11,23461812000
2019-07-12,23672468000
2019-07-15,23593472000
2019-07-16,23718549000
2019-07-17,23395982000
2019-07-18,23758047000
2019-07-19,23073415000
2019-07-22,23264322000
2019-07-23,23751464000
2019-07-24,24087197000
2019-07-25,24034533000
2019-07-26,24093780000
2019-07-29,23929205000
2019-07-30,23823877000
2019-07-31,23619804000
2019-08-01,23382816000
2019-08-02,23079998000
2019-08-05,22211042000
2019-08-06,22559941000
2019-08-07,22652102999
2019-08-08,23047083000
2019-08-09,23211658000
2019-08-12,22316370000
2019-08-13,22829844000
2019-08-14,21618572000
2019-08-15,21565908000
2019-08-16,22006969000
2019-08-19,22026718000
2019-08-20,21684402000
2019-08-21,21750232000
2019-08-22,21644904000
2019-08-23,20769365000
2019-08-26,20953689000
2019-08-27,20664037000
2019-08-28,21045851000
2019-08-29,21236758000
2019-08-30,21098515000
2019-09-03,20894442000
2019-09-04,21263090000
2019-09-05,21908224000
2019-09-06,21644904000
2019-09-09,22191293000
2019-09-10,22250540000
2019-09-11,22336119000
2019-09-12,22283455000
2019-09-13,22500694000
2019-09-16,22309787000
2019-09-17,22355868000
2019-09-18,22434864000
2019-09-19,22408532000
2019-09-20,22290038000
2019-09-23,22461196000
2019-09-24,22164961000
2019-09-25,22283455000
2019-09-26,22158377999
2019-09-27,22132046000
2019-09-30,21602833000
2019-10-01,21007155000
2019-10-02,20386129000
2019-10-03,20436825000
2019-10-04,20683968000
2019-10-07,20544554000
2019-10-08,19898180000
2019-10-09,20373455000
2019-10-10,20588913000
2019-10-11,20937448000
2019-10-14,20988144000
2019-10-15,21349353000
2019-10-16,21222613000
2019-10-17,21533125999
2019-10-18,21729573000
2019-10-21,22217522000
2019-10-22,22160489000
2019-10-23,22236533000
2019-10-24,22185837000
2019-10-25,22363273000
2019-10-28,22610416000
2019-10-29,22680123000
2019-10-30,22553383000
2019-10-31,22413969000
2019-11-01,22648438000
2019-11-04,22939940000
2019-11-05,22990636000
2019-11-06,23332834000
2019-11-07,23421552000
2019-11-08,23408878000
2019-11-11,23377193000
2019-11-12,23377193000
2019-11-13,23168072000
2019-11-14,23275800999
2019-11-15,23478585000
2019-11-18,23516607000
2019-11-19,23396204000
2019-11-20,23168072000
2019-11-21,23301149000
2019-11-22,23383530000
2019-11-25,23656021000
2019-11-26,23694043000
2019-11-27,23687706000
2019-11-29,23706716999
2019-12-02,23535618000
2019-12-03,23332834000
2019-12-04,23751075999
2019-12-05,23757413000
2019-12-06,23928512000
2019-12-09,23801772000
2019-12-10,23713054000
2019-12-11,23535618000
2019-12-12,23884153000
2019-12-13,23884153000
2019-12-16,23560966000
2019-12-17,23389866999
2019-12-18,23313823000
2019-12-19,23092028000
2019-12-20,23282138000
2019-12-23,23022321000
2019-12-24,23015984000
2019-12-26,22977962000
2019-12-27,22996973000
2019-12-30,22844885000
2019-12-31,21782449000
2020-01-02,21903429000
2020-01-03,21588881000
2020-01-06,21582832000
2020-01-07,21280382000
2020-01-08,21443705000
2020-01-09,21431607000
2020-01-10,21455803000
2020-01-13,21419508999
2020-01-14,21413460000
2020-01-15,21292480000
2020-01-16,21461852000
2020-01-17,21631224000
2020-01-21,21607028000
2020-01-22,22030458000
2020-01-23,21897380000
2020-01-24,19737887000
2020-01-27,19477780000
2020-01-28,19701593000
2020-01-29,19743936000
2020-01-30,20034288000
2020-01-31,19604808999
2020-02-03,19610858000
2020-02-04,19749985000
2020-02-05,20221807000
2020-02-06,20076631000
2020-02-07,20076631000
2020-02-10,20125023000
2020-02-11,20161317000
2020-02-12,20312542000
2020-02-13,20457718000
2020-02-14,20415375000
2020-02-18,20125023000
2020-02-19,20185513000
2020-02-20,20348836000
2020-02-21,20161317000
2020-02-24,19508025000
2020-02-25,18606724000
2020-02-26,18503891000
2020-02-27,17953432000
2020-02-28,17602590000
2020-03-02,18382911000
2020-03-03,17463463000
2020-03-04,18231686000
2020-03-05,17699374000
2020-03-06,17088425000
2020-03-09,15134598000
2020-03-10,15890723000
2020-03-11,14814001000
2020-03-12,13108183000
2020-03-13,14596237000
2020-03-16,10797465000
2020-03-17,10561554000
2020-03-18,8426257000
2020-03-19,8831540000
2020-03-20,8111709000
2020-03-23,7742720000
2020-03-24,8916226000
2020-03-25,10077634000
2020-03-26,11511247000
2020-03-27,10343790000
2020-03-30,10144173000
2020-03-31,9391733000
2020-04-01,8469487000
2020-04-02,8352747000
2020-04-03,7734025000
2020-04-06,9041513000
2020-04-07,9409244000
2020-04-08,9817834000
2020-04-09,10284794000
2020-04-13,9467614000
2020-04-14,9280830000
2020-04-15,8726315000
2020-04-16,8271029000
2020-04-17,9117394000
2020-04-20,9099883000
2020-04-21,8854729000
2020-04-22,9368385000
2020-04-23,9397570000
2020-04-24,9905389000
2020-04-27,10284794000
2020-04-28,10938538000
2020-04-29,12286885000
2020-04-30,11551423000
2020-05-01,10804287000
2020-05-04,10757591000
2020-05-05,10506600000
2020-05-06,10098010000
2020-05-07,10500763000
2020-05-08,10868494000
2020-05-11,10349001000
2020-05-12,9911226000
2020-05-13,9263319000
2020-05-14,9963759000
2020-05-15,9654398000
2020-05-18,10483252000
2020-05-19,10290631000
2020-05-20,10570807000
2020-05-21,10582481000
2020-05-22,10419045000
2020-05-26,11370476000
2020-05-27,12461995000
2020-05-28,12397788000
2020-05-29,11889969000
2020-06-01,12316070000
2020-06-02,12882259000
2020-06-03,13827853000
2020-06-04,14201420999
2020-06-05,14896024000
2020-06-08,15684019000
2020-06-09,15094482000
2020-06-10,14224769000
2020-06-11,12928955000
2020-06-12,13874549000
2020-06-15,14236443000
2020-06-16,14685892000
2020-06-17,14446575000
2020-06-18,14154725000
2020-06-19,13874549000
2020-06-22,13886223000
2020-06-23,13962104000
2020-06-24,12893933000
2020-06-25,13279175000
2020-06-26,12485343000
2020-06-29,12812215000
2020-06-30,12937008000
2020-07-01,12615918000
2020-07-02,12761868000
2020-07-06,13310640000
2020-07-07,12721002000
2020-07-08,13030416000
2020-07-09,12458292000
2020-07-10,13170528000
2020-07-13,13246422000
2020-07-14,13106310000
2020-07-15,13801032000
2020-07-16,13865250000
2020-07-17,13549998000
2020-07-20,13065444000
2020-07-21,13217232000
2020-07-22,13380696000
2020-07-23,13655082000
2020-07-24,13754328000
2020-07-27,13859412000
2020-07-28,13474103999
2020-07-29,13882764000
2020-07-30,13526646000
2020-07-31,12919494000
2020-08-03,13263936000
2020-08-04,13223070000
2020-08-05,13620053999
2020-08-06,13479942000
2020-08-07,13830222000
2020-08-10,14355642000
2020-08-11,14653380000
2020-08-12,14443212000
2020-08-13,14419860000
2020-08-14,14554134000
2020-08-17,14215530000
2020-08-18,13999524000
2020-08-19,14075418000
2020-08-20,13976172000
2020-08-21,13958658000
2020-08-24,14740950000
2020-08-25,14536620000
2020-08-26,14273910000
2020-08-27,14933603999
2020-08-28,15050364000
2020-08-31,14484078000
2020-09-01,14513268000
2020-09-02,14489916000
2020-09-03,14665056000
2020-09-04,15278046000
2020-09-08,14904414000
2020-09-09,14945280000
2020-09-10,14828520000
2020-09-11,15056202000
2020-09-14,15739248000
2020-09-15,15464862000
2020-09-16,16107042000
2020-09-17,16136232000
2020-09-18,15896874000
2020-09-21,15120420000
2020-09-22,14951118000
2020-09-23,14653380000
2020-09-24,14460726000
2020-09-25,14676732000
2020-09-28,15056202000
2020-09-29,14916090000
2020-09-30,15280663000
2020-10-01,15560935000
2020-10-02,16033894000
2020-10-05,16571082000
2020-10-06,16057250000
2020-10-07,16524370000
2020-10-08,17020685000
2020-10-09,16839676000
2020-10-12,16857193000
2020-10-13,16664506000
2020-10-14,16740413000
2020-10-15,16991490000
2020-10-16,17154982000
2020-10-19,16979811999
2020-10-20,16121479000
2020-10-21,15683554000
2020-10-22,16325844000
2020-10-23,16203225000
2020-10-26,15701071000
2020-10-27,15315697000
2020-10-28,14696763000
2020-10-29,14866094000
2020-10-30,14609178000
2020-11-02,15158044000
2020-11-03,15566774000
2020-11-04,15485028000
2020-11-05,16045572000
2020-11-06,15648520000
2020-11-09,17429415000
2020-11-10,17289279000
2020-11-11,17166660000
2020-11-12,16997329000
2020-11-13,17528678000
2020-11-16,18165129000
2020-11-17,17849823000
2020-11-18,17563712000
2020-11-19,17546195000
2020-11-20,17195855000
2020-11-23,17884857000
2020-11-24,18667283000
2020-11-25,18322782000
2020-11-27,18153451000
2020-11-30,17791433000
2020-12-01,18375333000
2020-12-02,18877487000
2020-12-03,18889165000
2020-12-04,19251183000
2020-12-07,19017623000
2020-12-08,18912521000
2020-12-09,18889165000
2020-12-10,19257022000
2020-12-11,18842453000
2020-12-14,18632249000
2020-12-15,19111047000
2020-12-16,19245344000
2020-12-17,19443870000
2020-12-18,18889165000
2020-12-21,19490582000
2020-12-22,19420514000
2020-12-23,19928507000
2020-12-24,19829244000
2020-12-28,19823405000
2020-12-29,19811727000
2020-12-30,20021931000
2020-12-31,20246343000
2021-01-04,19913862000
2021-01-05,20281341000
2021-01-06,21512104000
2021-01-07,21412943000
2021-01-08,21337114000
2021-01-11,21167957000
2021-01-12,21325448000
2021-01-13,21821252999
2021-01-14,22696202999
2021-01-15,22614541000
2021-01-19,23157010000
2021-01-20,23279502999
2021-01-21,22264561000
2021-01-22,21797921000
2021-01-25,21366279000
2021-01-26,20637154000
2021-01-27,20053854000
2021-01-28,20934637000
2021-01-29,19628045000
2021-02-01,20234677000
2021-02-02,21022132000
2021-02-03,21062963000
2021-02-04,21663762000
2021-02-05,21751257000
2021-02-08,21972911000
2021-02-09,21652096000
2021-02-10,22095404000
2021-02-11,21745424000
2021-02-12,21669595000
2021-02-16,22107070000
2021-02-17,21856251000
2021-02-18,21377945000
2021-02-19,22212064000
2021-02-22,22643706000
2021-02-23,22445384000
2021-02-24,23460326000
2021-02-25,22760366000
2021-02-26,22562044000
2021-03-01,23332000000
2021-03-02,23075348000
2021-03-03,23401996000
2021-03-04,22696202999
2021-03-05,23390330000
2021-03-08,23705312000
2021-03-09,23431161000
2021-03-10,24271113000
2021-03-11,24883577999
2021-03-12,24906910000
2021-03-15,24976906000
2021-03-16,24615260000
2021-03-17,25163562000
2021-03-18,24066958000
2021-03-19,23897801000
2021-03-22,23646982000
2021-03-23,22632040000
2021-03-24,23034517000
2021-03-25,23757809000
2021-03-26,24101956000
2021-03-29,23506990000
2021-03-30,23950298000
2021-03-31,23468951999
2021-04-01,24046151999
2021-04-05,24369384000
2021-04-06,24352068000
2021-04-07,24525228000
2021-04-08,24386700000
2021-04-09,24704160000
2021-04-12,24906180000
2021-04-13,23930712000
2021-04-14,23953800000
2021-04-15,23826816000
2021-04-16,23890308000
2021-04-19,23509356000
2021-04-20,22839804000
2021-04-21,23191896000
2021-04-22,23018736000
2021-04-23,23480496000
2021-04-26,23936484000
2021-04-27,23509356000
2021-04-28,24836916000
2021-04-29,25650768000
2021-04-30,25246728000
2021-05-03,25212096000
2021-05-04,25737348000
2021-05-05,25852788000
2021-05-06,25916280000
2021-05-07,26493480000
2021-05-10,26562744000
2021-05-11,26095212000
2021-05-12,25471836000
2021-05-13,26129844000
2021-05-14,27012960000
2021-05-17,27076451999
2021-05-18,26464620000
2021-05-19,26476164000
2021-05-20,26412672000
2021-05-21,26678184000
2021-05-24,26782080000
2021-05-25,26701272000
2021-05-26,26984100000
2021-05-27,27532440000
2021-05-28,27365051999
2021-06-01,28265484000
2021-06-02,28571400000
2021-06-03,28773420000
2021-06-04,28738788000
2021-06-07,29119740000
2021-06-08,29321760000
2021-06-09,28900404000
2021-06-10,28277028000
2021-06-11,28496364000
2021-06-14,28075008000
2021-06-15,28888860000
2021-06-16,28577172000
2021-06-17,27422772000
2021-06-18,26632008000
2021-06-21,27705600000
2021-06-22,27647880000
2021-06-23,27890304000
2021-06-24,28282800000
2021-06-25,28744560000
2021-06-28,27988428000
2021-06-29,27705600000
2021-06-30,27200312000
2021-07-01,27396522000
2021-07-02,27497430000
2021-07-06,26835922000
2021-07-07,26886376000
2021-07-08,26185626000
2021-07-09,27318038000
2021-07-12,27749700000
2021-07-13,27267584000
2021-07-14,26628500000
2021-07-15,26751832000
2021-07-16,26196838000
2021-07-19,25114880000
2021-07-20,25787600000
2021-07-21,26426684000
2021-07-22,25737145999
2021-07-23,26073506000
2021-07-26,26426684000
2021-07-27,26477138000
2021-07-28,26465926000
2021-07-29,27088192000
2021-07-30,26359412000
2021-08-02,26264110000
2021-08-03,26415472000
2021-08-04,26443502000
2021-08-05,27071374000
2021-08-06,27693640000
2021-08-09,27452582000
2021-08-10,28102878000
2021-08-11,28708326000
2021-08-12,28938172000
2021-08-13,29044686000
2021-08-16,28848476000
2021-08-17,28416814000
2021-08-18,28001970000
2021-08-19,27475006000
2021-08-20,27581520000
2021-08-23,27867426000
2021-08-24,28147726000
2021-08-25,28826052000
2021-08-26,28461662000
2021-08-27,29123170000
2021-08-30,27665610000
2021-08-31,27889850000
2021-09-01,27239554000
2021-09-02,27082586000
2021-09-03,26561228000
2021-09-07,26168808000
2021-09-08,25608208000
2021-09-09,26112748000
2021-09-10,26527592000
2021-09-13,27295614000
2021-09-14,26729408000
2021-09-15,27043344000
2021-09-16,27295614000
2021-09-17,27155464000
2021-09-20,26505168000
2021-09-21,26645318000
2021-09-22,27105010000
2021-09-23,27940304000
2021-09-24,28158938000
2021-09-27,28994232000
2021-09-28,28405602000
2021-09-29,28332724000
2021-09-30,26287664000
2021-10-01,26841598000
2021-10-04,26685636000
2021-10-05,26976048000
2021-10-06,26809330000
2021-10-07,26685636000
2021-10-08,26863110000
2021-10-11,26384468000
2021-10-12,26723282000
2021-10-13,26029520000
2021-10-14,26658746000
2021-10-15,26986804000
2021-10-18,27433178000
2021-10-19,28159208000
2021-10-20,27933332000
2021-10-21,26400602000
2021-10-22,26454382000
2021-10-25,26293042000
2021-10-26,26325310000
2021-10-27,25104504000
2021-10-28,25206686000
2021-10-29,24980810000
2021-11-01,25475586000
2021-11-02,25480964000
2021-11-03,25921960000
2021-11-04,25809022000
2021-11-05,26454382000
2021-11-08,26492028000
2021-11-09,26518918000
2021-11-10,26615722000
2021-11-11,26734038000
2021-11-12,26986804000
2021-11-15,26959914000
2021-11-16,26685636000
2021-11-17,26131702000
2021-11-18,26002630000
2021-11-19,25749864000
2021-11-22,26002630000
2021-11-23,26734038000
2021-11-24,26766306000
2021-11-26,25642304000
2021-11-29,25341136000
2021-11-30,24088062000
2021-12-01,23534128000
2021-12-02,24545192000
2021-12-03,24351584000
2021-12-06,24921652000
2021-12-07,25593902000
2021-12-08,25443318000
2021-12-09,25755242000
2021-12-10,25744486000
2021-12-13,24921652000
2021-12-14,25185174000
2021-12-15,25126016000
2021-12-16,25610036000
2021-12-17,25088370000
2021-12-20,23781516000
2021-12-21,24808714000
2021-12-22,24711910000
2021-12-23,24824848000
2021-12-27,24835604000
2021-12-28,24986188000
2021-12-29,24894762000
2021-12-30,24878628000
2021-12-31,23904767000
2022-01-03,24219100000
2022-01-04,24816848000
2022-01-05,24172723000
2022-01-06,24507668000
2022-01-07,24842613000
2022-01-10,24888990000
2022-01-11,25126028000
2022-01-12,25265159000
2022-01-13,25486738000
2022-01-14,25079651000
2022-01-18,24342772000
2022-01-19,23518292000
2022-01-20,23270948000
2022-01-21,22889626000
2022-01-24,23152429000
2022-01-25,23755330000
2022-01-26,23379161000
2022-01-27,22889626000
2022-01-28,21343726000
2022-01-31,21946627000
2022-02-01,22096064000
2022-02-02,22003310000
2022-02-03,21771425000
2022-02-04,21900250000
2022-02-07,22101217000
2022-02-08,22662894000
2022-02-09,23013298000
2022-02-10,22740189000
2022-02-11,22564987000
2022-02-14,22688659000
2022-02-15,23080287000
2022-02-16,23111205000
2022-02-17,22497998000
2022-02-18,22374326000
2022-02-22,22008463000
2022-02-23,21436480000
2022-02-24,21250972000
2022-02-25,22255807000
2022-02-28,22044534000
2022-03-01,20338891000
2022-03-02,20488328000
2022-03-03,20040017000
2022-03-04,19210384000
2022-03-07,17911828000
2022-03-08,18066418000
2022-03-09,18653860000
2022-03-10,18257079000
2022-03-11,18056112000
2022-03-14,18282844000
2022-03-15,18622942000
2022-03-16,19411351000
2022-03-17,19297985000
2022-03-18,19370127000
2022-03-21,18746614000
2022-03-22,19375280000
2022-03-23,18726002000
2022-03-24,18756920000
2022-03-25,18896051000
2022-03-28,18473505000
2022-03-29,18942428000
2022-03-30,18411669000
2022-03-31,17161330000
2022-04-01,17333880000
2022-04-04,17536010000
2022-04-05,17388110000
2022-04-06,17634610000
2022-04-07,17575450000
2022-04-08,18063520000
2022-04-11,18004360000
2022-04-12,18176910000
2022-04-13,18472710000
2022-04-14,18586100000
2022-04-18,19734790000
2022-04-19,20065100000
2022-04-20,19956640000
2022-04-21,19621400000
2022-04-22,18724140000
2022-04-25,18876970000
2022-04-26,18492430000
2022-04-27,18152260000
2022-04-28,18768510000
2022-04-29,18147330000
2022-05-02,18403690000
2022-05-03,18876970000
2022-05-04,19789020000
2022-05-05,19389690000
2022-05-06,18758650000
2022-05-09,18255790000
2022-05-10,17826880000
2022-05-11,17417690000
2022-05-12,16283790000
2022-05-13,16540149999
2022-05-16,16347879999
2022-05-17,17452200000
2022-05-18,16308440000
2022-05-19,16052080000
2022-05-20,16002780000
2022-05-23,16811300000
2022-05-24,16224629999
2022-05-25,16732419999
2022-05-26,17343740000
2022-05-27,17817020000
2022-05-31,18260720000
2022-06-01,17683910000
2022-06-02,17856460000
2022-06-03,17471920000
2022-06-06,17644470000
2022-06-07,17930410000
2022-06-08,17235280000
2022-06-09,16688050000
2022-06-10,15534430000
2022-06-13,14642100000
2022-06-14,14548430000
2022-06-15,15021710000
2022-06-16,14257560000
2022-06-17,14735770000
2022-06-21,14405460000
2022-06-22,14316720000
2022-06-23,13912460000
2022-06-24,14563220000
2022-06-27,14518850000
2022-06-28,14277280000
2022-06-29,14065290000
2022-06-30,12939970000
2022-07-01,13394415000
2022-07-05,13558390000
2022-07-06,13380360000
2022-07-07,13816065000
2022-07-08,13905080000
2022-07-11,13937875000
2022-07-12,14270510000
2022-07-13,14064370000
2022-07-14,14045630000
2022-07-15,14706215000
2022-07-18,14748380000
2022-07-19,15408965000
2022-07-20,15601049999
2022-07-21,15301209999
2022-07-22,15310580000
2022-07-25,15376170000
2022-07-26,14874875000
2022-07-27,15263730000
2022-07-28,15301209999
2022-07-29,15685379999
2022-08-01,15807190000
2022-08-02,15376170000
2022-08-03,15929000000
2022-08-04,15816560000
2022-08-05,15882150000
2022-08-08,16130455000
2022-08-09,15882150000
2022-08-10,16706709999
2022-08-11,16917535000
2022-08-12,16931590000
2022-08-15,16748875000
2022-08-16,16880055000
2022-08-17,16491200000
2022-08-18,16570844999
2022-08-19,16074235000
2022-08-22,15638530000
2022-08-23,15929000000
2022-08-24,16083605000
2022-08-25,16458405000
2022-08-26,15765025000
2022-08-29,15334004999
2022-08-30,15441760000
2022-08-31,15343375000
2022-09-01,15015424999
2022-09-02,14977945000
2022-09-06,14523500000
2022-09-07,14968575000
2022-09-08,15273100000
2022-09-09,15657270000
2022-09-12,16069549999
2022-09-13,14804600000
2022-09-14,14870190000
2022-09-15,15273100000
2022-09-16,15230935000
2022-09-19,15324635000
2022-09-20,14823340000
2022-09-21,14350155000
2022-09-22,13928505000
2022-09-23,13712995000
2022-09-26,13216385000
2022-09-27,13169535000
2022-09-28,13581815000
2022-09-29,13511540000
2022-09-30,12567102000
2022-10-03,13311588000
2022-10-04,14122944000
2022-10-05,14154150000
2022-10-06,14038242000
2022-10-07,13748472000
2022-10-10,13824258000
2022-10-11,13784136000
2022-10-12,13949082000
2022-10-13,14435004000
2022-10-14,14007036000
2022-10-17,14341386000
2022-10-18,14528622000
2022-10-19,14082822000
2022-10-20,14069448000
2022-10-21,14448377999
2022-10-24,14742606000
2022-10-25,15580710000
2022-10-26,15625289999
2022-10-27,15634206000
2022-10-28,16106754000
2022-10-31,15852648000
2022-11-01,16004220000
2022-11-02,15576251999
2022-11-03,15166116000
2022-11-04,15611916000
2022-11-07,16137960000
2022-11-08,16088922000
2022-11-09,15607458000
2022-11-10,17265834000
2022-11-11,17934534000
2022-11-14,16828950000
2022-11-15,16013136000
2022-11-16,15687701999
2022-11-17,15803610000
2022-11-18,15999762000
2022-11-21,16182539999
2022-11-22,16280616000
2022-11-23,16423272000
2022-11-25,16516889999
2022-11-28,16236036000
2022-11-29,16619424000
2022-11-30,16753164000
2022-12-01,16022051999
2022-12-02,15736739999
2022-12-05,15331062000
2022-12-06,15442512000
2022-12-07,15438054000
2022-12-08,15567336000
2022-12-09,15652038000
2022-12-12,15857106000
2022-12-13,15776862000
2022-12-14,15313230000
2022-12-15,14974422000
2022-12-16,14805018000
2022-12-19,14435004000
2022-12-20,14555370000
2022-12-21,14836224000
2022-12-22,14417172000
2022-12-23,14599950000
2022-12-27,14515248000
2022-12-28,14310180000
2022-12-29,14640072000
2022-12-30,14648988000
2023-01-03,14070216000
2023-01-04,14378640000
2023-01-05,13892112000
2023-01-06,14248319999
2023-01-09,14026776000
2023-01-10,14265696000
2023-01-11,14665344000
2023-01-12,14587152000
2023-01-13,14539368000
2023-01-17,14626248000
2023-01-18,14426424000
2023-01-19,14152752000
2023-01-20,15382103999
2023-01-23,15012864000
2023-01-24,15364727999
2023-01-25,16020672000
2023-01-26,15877319999
2023-01-27,16098864000
2023-01-30,15703560000
2023-01-31,15955511999
2023-02-01,15338664000
2023-02-02,16415976000
2023-02-03,16094519999
2023-02-06,15820848000
2023-02-07,16051080000
2023-02-08,15825192000
2023-02-09,15742656000
2023-02-10,15820848000
2023-02-13,16085832000
2023-02-14,15777408000
2023-02-15,15859944000
2023-02-16,15486360000
2023-02-17,15538488000
2023-02-21,15204000000
2023-02-22,15399480000
2023-02-23,15603648000
2023-02-24,15551519999
2023-02-27,15421200000
2023-02-28,15512424000
2023-03-01,15629711999
2023-03-02,15525456000
2023-03-03,15803472000
2023-03-06,15468984000
2023-03-07,15051960000
2023-03-08,14978111999
2023-03-09,14435111999
2023-03-10,13957272000
2023-03-13,12706200000
2023-03-14,13231824000
2023-03-15,12554160000
2023-03-16,12667104000
2023-03-17,12376056000
2023-03-20,12358680000
2023-03-21,12988560000
2023-03-22,12571536000
2023-03-23,12167544000
2023-03-24,12180576000
2023-03-27,12302208000
2023-03-28,12232704000
2023-03-29,12445560000
2023-03-30,12402120000
2023-03-31,12292116000
2023-04-03,12418926000
2023-04-04,12228711000
2023-04-05,12046950000
2023-04-06,12097674000
2023-04-10,12173760000
2023-04-11,12617595000
2023-04-12,12482331000
2023-04-13,12583779000
2023-04-14,12596460000
2023-04-17,12664092000
2023-04-18,12786675000
2023-04-19,13014933000
2023-04-20,12621822000
2023-04-21,12562644000
2023-04-24,12503466000
2023-04-25,12317478000
2023-04-26,12317478000
2023-04-27,12406245000
2023-04-28,12473877000
2023-05-01,12203349000
2023-05-02,11641158000
2023-05-03,11713017000
2023-05-04,11311452000
2023-05-05,11556618000
2023-05-08,11581980000
2023-05-09,11607342000
2023-05-10,11463624000
2023-05-11,11586207000
2023-05-12,11446716000
2023-05-15,11822919000
2023-05-16,11784876000
2023-05-17,12156852000
2023-05-18,12681000000
2023-05-19,12689454000
2023-05-22,12828945000
2023-05-23,12964209000
2023-05-24,12706362000
2023-05-25,12681000000
2023-05-26,13061430000
2023-05-30,13200921000
2023-05-31,13086792000
2023-06-01,13336185000
2023-06-02,13966008000
2023-06-05,13826517000
2023-06-06,14283033000
2023-06-07,14456340000
2023-06-08,14274579000
2023-06-09,14240762999
2023-06-12,14261898000
2023-06-13,14430978000
2023-06-14,14177358000
2023-06-15,14135087999
2023-06-16,13906830000
2023-06-20,13826517000
2023-06-21,13868787000
2023-06-22,13813836000
2023-06-23,13822290000
2023-06-26,13771566000
2023-06-27,14105498999
2023-06-28,14308395000
2023-06-29,14401389000
2023-06-30,14110720000
2023-07-03,14302080000
2023-07-05,14035840000
2023-07-06,13911040000
2023-07-07,13981760000
2023-07-10,14123200000
2023-07-11,14443520000
2023-07-12,14505919999
2023-07-13,14838720000
2023-07-14,14518400000
2023-07-17,14772160000
2023-07-18,15046720000
2023-07-19,15021760000
2023-07-20,14514240000
2023-07-21,14422720000
2023-07-24,14909440000
2023-07-25,14626559999
2023-07-26,14501760000
2023-07-27,14447679999
2023-07-28,14389440000
2023-07-31,14368640000
2023-08-01,14443520000
2023-08-02,14202240000
2023-08-03,14268799999
2023-08-04,14293760000
2023-08-07,14456000000
2023-08-08,14493440000
2023-08-09,14310400000
2023-08-10,14310400000
2023-08-11,14464320000
2023-08-14,14239679999
2023-08-15,13927679999
2023-08-16,13673919999
2023-08-17,13752960000
2023-08-18,13798720000
2023-08-21,13690559999
2023-08-22,13224640000
2023-08-23,13324480000
2023-08-24,13291200000
2023-08-25,13249600000
2023-08-28,13303680000
2023-08-29,13536640000
2023-08-30,13461760000
2023-08-31,13428480000
2023-09-01,13586559999
2023-09-05,13228800000
2023-09-06,13199680000
2023-09-07,12862720000
2023-09-08,13012480000
2023-09-11,13187200000
2023-09-12,13428480000
2023-09-13,13228800000
2023-09-14,13432640000
2023-09-15,13528320000
2023-09-18,13370240000
2023-09-19,13465919999
2023-09-20,13378559999
2023-09-21,13232960000
2023-09-22,13054080000
2023-09-25,13074880000
2023-09-26,12933440000
2023-09-27,12554880000
2023-09-28,12841920000
2023-09-29,12717120000
2023-10-02,12509403000
2023-10-03,11986290000
2023-10-04,11961576000
2023-10-05,11825649000
2023-10-06,12076908000
2023-10-09,12093384000
2023-10-10,12291096000
2023-10-11,12216954000
2023-10-12,12122217000
2023-10-13,11891553000
2023-10-16,12212835000
2023-10-17,12562950000
2023-10-18,12315810000
2023-10-19,11846244000
2023-10-20,11685603000
2023-10-23,11788578000
2023-10-24,11273703000
2023-10-25,11409630000
2023-10-26,11533200000
2023-10-27,11570271000
2023-10-30,11669127000
2023-10-31,11553795000
2023-11-01,11520843000
