,XRX
2004-08-24,7408611095
2004-08-25,7377569428
2004-08-26,7394124984
2004-08-27,7387916650
2004-08-30,7305138873
2004-08-31,7321694428
2004-09-01,7218222206
2004-09-02,7327902762
2004-09-03,7141652762
2004-09-07,7338249984
2004-09-08,7447930539
2004-09-09,7501736095
2004-09-10,7654874983
2004-09-13,7632111094
2004-09-14,7681777761
2004-09-15,7588652761
2004-09-16,7692124983
2004-09-17,7752138872
2004-09-20,7747999983
2004-09-21,7834916649
2004-09-22,7741791650
2004-09-23,7681777761
2004-09-24,7452069428
2004-09-27,7344458317
2004-09-28,7452069428
2004-09-29,7584513872
2004-09-30,7677638872
2004-10-01,9248750000
2004-10-04,9268350000
2004-10-05,9224250000
2004-10-06,9307550000
2004-10-07,9224250000
2004-10-08,9126250000
2004-10-11,9158100000
2004-10-12,9177700000
2004-10-13,9236500000
2004-10-14,9126250000
2004-10-15,9185050000
2004-10-18,9385950000
2004-10-19,9437400000
2004-10-20,9385950000
2004-10-21,9398200000
2004-10-22,9243850000
2004-10-25,9268350000
2004-10-26,9398200000
2004-10-27,9547650000
2004-10-28,9623600000
2004-10-29,9532950000
2004-11-01,9844100000
2004-11-02,9915150000
2004-11-03,10147900000
2004-11-04,10586450000
2004-11-05,10361050000
2004-11-08,10321850000
2004-11-09,10255700000
2004-11-10,10211600000
2004-11-11,10361050000
2004-11-12,10579100000
2004-11-15,10547250000
2004-11-16,10294900000
2004-11-17,10270400000
2004-11-18,10243450000
2004-11-19,10096450000
2004-11-22,10120950000
2004-11-23,10231200000
2004-11-24,10223850000
2004-11-26,10231200000
2004-11-29,10108700000
2004-11-30,9888200000
2004-12-01,9959250000
2004-12-02,10049900000
2004-12-03,10165050000
2004-12-06,10199350000
2004-12-07,10133200000
2004-12-08,10405150000
2004-12-09,10326750000
2004-12-10,10353700000
2004-12-13,10591350000
2004-12-14,10520300000
2004-12-15,10579100000
2004-12-16,10682000000
2004-12-17,10610950000
2004-12-20,10373300000
2004-12-21,10547250000
2004-12-22,10907400000
2004-12-23,10875550000
2004-12-27,10843700000
2004-12-28,10966200000
2004-12-29,11049500000
2004-12-30,11005400000
2004-12-31,10978450000
2005-01-03,10953950000
2005-01-04,10792250000
2005-01-05,10579100000
2005-01-06,10535000000
2005-01-07,10476200000
2005-01-10,10417400000
2005-01-11,10437000000
2005-01-12,10463950000
2005-01-13,10334100000
2005-01-14,10432100000
2005-01-18,10520300000
2005-01-19,10361050000
2005-01-20,10211600000
2005-01-21,10160150000
2005-01-24,9868600000
2005-01-25,10018050000
2005-01-26,9947000000
2005-01-27,10069500000
2005-01-28,9947000000
2005-01-31,10250800000
2005-02-01,10133200000
2005-02-02,10133200000
2005-02-03,9920050000
2005-02-04,9939650000
2005-02-07,9966600000
2005-02-08,9895550000
2005-02-09,9682400000
2005-02-10,9706900000
2005-02-11,9765700000
2005-02-14,9726500000
2005-02-15,10069500000
2005-02-16,9900450000
2005-02-17,9777950000
2005-02-18,9875950000
2005-02-22,9797550000
2005-02-23,9966600000
2005-02-24,9966600000
2005-02-25,9895550000
2005-02-28,10069500000
2005-03-01,10069500000
2005-03-02,10147900000
2005-03-03,9875950000
2005-03-04,9888200000
2005-03-07,10113600000
2005-03-08,9971500000
2005-03-09,9863700000
2005-03-10,9875950000
2005-03-11,9746100000
2005-03-14,9971500000
2005-03-15,9733850000
2005-03-16,9508450000
2005-03-17,9559900000
2005-03-18,9508450000
2005-03-21,9319800000
2005-03-22,9493750000
2005-03-23,9572150000
2005-03-24,9643200000
2005-03-28,9765700000
2005-03-29,9635850000
2005-03-30,9829400000
2005-03-31,9777950000
2005-04-01,9355534870
2005-04-04,9531069754
2005-04-05,9431441847
2005-04-06,9374511615
2005-04-07,9431441847
2005-04-08,9336558126
2005-04-11,9305720917
2005-04-12,9092232545
2005-04-13,8904837197
2005-04-14,8717441848
2005-04-15,8368744174
2005-04-18,8492093011
2005-04-19,8530046499
2005-04-20,8575116267
2005-04-21,8487348825
2005-04-22,8442279058
2005-04-25,8492093011
2005-04-26,8368744174
2005-04-27,8468372081
2005-04-28,8299953476
2005-04-29,8280976732
2005-05-02,8337906965
2005-05-03,8299953476
2005-05-04,8304697663
2005-05-05,8231162779
2005-05-06,8216930221
2005-05-09,8280976732
2005-05-10,8181348825
2005-05-11,8216930221
2005-05-12,8231162779
2005-05-13,8387720918
2005-05-16,8560883709
2005-05-17,8411441848
2005-05-18,8717441848
2005-05-19,8717441848
2005-05-20,8686604639
2005-05-23,8705581383
2005-05-24,8762511615
2005-05-25,8743534871
2005-05-26,8717441848
2005-05-27,8643906964
2005-05-31,8480232546
2005-06-01,8560883709
2005-06-02,8530046499
2005-06-03,8475488360
2005-06-06,8380604639
2005-06-07,8323674407
2005-06-08,8648651150
2005-06-09,8598837197
2005-06-10,8686604639
2005-06-13,8919069755
2005-06-14,8862139522
2005-06-15,8999720917
2005-06-16,9011581382
2005-06-17,8892976731
2005-06-20,8812325569
2005-06-21,8712697662
2005-06-22,8762511615
2005-06-23,8786232546
2005-06-24,8693720918
2005-06-27,8767255801
2005-06-28,8748279057
2005-06-29,8862139522
2005-06-30,8617813941
2005-07-01,8817550000
2005-07-05,8940050000
2005-07-06,8778350000
2005-07-07,8687700000
2005-07-08,8856750000
2005-07-11,8908200000
2005-07-12,8778350000
2005-07-13,8726900000
2005-07-14,8842050000
2005-07-15,8913100000
2005-07-18,8861650000
2005-07-19,9003750000
2005-07-20,9114000000
2005-07-21,9003750000
2005-07-22,9069900000
2005-07-25,8521100000
2005-07-26,8521100000
2005-07-27,8513750000
2005-07-28,8469650000
2005-07-29,8525999999
2005-08-01,8597050000
2005-08-02,8682800000
2005-08-03,8805300000
2005-08-04,8739150000
2005-08-05,8719550000
2005-08-08,8668100000
2005-08-09,8628900000
2005-08-10,8682800000
2005-08-11,9055200000
2005-08-12,8932700000
2005-08-15,8908200000
2005-08-16,8778350000
2005-08-17,8810200000
2005-08-18,8778350000
2005-08-19,8876350000
2005-08-22,8668100000
2005-08-23,8577449999
2005-08-24,8494150000
2005-08-25,8565200000
2005-08-26,8462300000
2005-08-29,8584800000
2005-08-30,8636250000
2005-08-31,8655850000
2005-09-01,8648500000
2005-09-02,8675450000
2005-09-06,8837150000
2005-09-07,8908200000
2005-09-08,8636250000
2005-09-09,8668100000
2005-09-12,9030700000
2005-09-13,8893500000
2005-09-14,8947400000
2005-09-15,9003750000
2005-09-16,9030700000
2005-09-19,8849400000
2005-09-20,8920450000
2005-09-21,8739150000
2005-09-22,8900850000
2005-09-23,8893500000
2005-09-26,8771000000
2005-09-27,8682800000
2005-09-28,8829800000
2005-09-29,8805300000
2005-09-30,8810200000
2005-10-03,8439749999
2005-10-04,8311875000
2005-10-05,8311875000
2005-10-06,8274675000
2005-10-07,8472299999
2005-10-10,8423474999
2005-10-11,8158425000
2005-10-12,8053800000
2005-10-13,8139825000
2005-10-14,8202600000
2005-10-17,8030550000
2005-10-18,7937550000
2005-10-19,7835250000
2005-10-20,7602750000
2005-10-21,8239799999
2005-10-24,8097975000
2005-10-25,8072400000
2005-10-26,8139825000
2005-10-27,8053800000
2005-10-28,8116574999
2005-10-31,8311875000
2005-11-01,8360700000
2005-11-02,8428125000
2005-11-03,8502525000
2005-11-04,8507175000
2005-11-07,8607150000
2005-11-08,8649000000
2005-11-09,8642025000
2005-11-10,8574600000
2005-11-11,8574600000
2005-11-14,8728050000
2005-11-15,8690850000
2005-11-16,8716425000
2005-11-17,8728050000
2005-11-18,8735025000
2005-11-21,8690850000
2005-11-22,8618775000
2005-11-23,8690850000
2005-11-25,8674575000
2005-11-28,8569950000
2005-11-29,8679225000
2005-11-30,8697825000
2005-12-01,9060525000
2005-12-02,8900100000
2005-12-05,8862900000
2005-12-06,8974500000
2005-12-07,8869875000
2005-12-08,8709450000
2005-12-09,8900100000
2005-12-12,8918700000
2005-12-13,8993100000
2005-12-14,9188400000
2005-12-15,9102375000
2005-12-16,9207000000
2005-12-19,8881500000
2005-12-20,9034950000
2005-12-21,9139575000
2005-12-22,9120975000
2005-12-23,9109350000
2005-12-27,9004725000
2005-12-28,8993100000
2005-12-29,9023325000
2005-12-30,8974500000
2006-01-03,9132600000
2006-01-04,9120975000
2006-01-05,9023325000
2006-01-06,8967525000
2006-01-09,9090750000
2006-01-10,9041925000
2006-01-11,9262800000
2006-01-12,9395325000
2006-01-13,9188400000
2006-01-17,8960550000
2006-01-18,8974500000
2006-01-19,8974500000
2006-01-20,8753625000
2006-01-23,8821050000
2006-01-24,8858250000
2006-01-25,8765250000
2006-01-26,8674575000
2006-01-27,8637375000
2006-01-30,8562975000
2006-01-31,8765250000
2006-02-01,8772225000
2006-02-02,8802450000
2006-02-03,8728050000
2006-02-06,8876850000
2006-02-07,8869875000
2006-02-08,8979150000
2006-02-09,8783850000
2006-02-10,8881500000
2006-02-13,8844300000
2006-02-14,8876850000
2006-02-15,8918700000
2006-02-16,9016350000
2006-02-17,9041925000
2006-02-21,9004725000
2006-02-22,9218625000
2006-02-23,9211650000
2006-02-24,9218625000
2006-02-27,9090750000
2006-02-28,9127950000
2006-03-01,9072150000
2006-03-02,9211650000
2006-03-03,9267450000
2006-03-06,9083775000
2006-03-07,9200025000
2006-03-08,9211650000
2006-03-09,9188400000
2006-03-10,9207000000
2006-03-13,9262800000
2006-03-14,9279075000
2006-03-15,9365100000
2006-03-16,9311625000
2006-03-17,9334875000
2006-03-20,9237225000
2006-03-21,9286050000
2006-03-22,9188400000
2006-03-23,9225600000
2006-03-24,9188400000
2006-03-27,9211650000
2006-03-28,9083775000
2006-03-29,9248850000
2006-03-30,9248850000
2006-03-31,9311625000
2006-04-03,9024166672
2006-04-04,8917546302
2006-04-05,8917546302
2006-04-06,8940231487
2006-04-07,8808657413
2006-04-10,8804120376
2006-04-11,8738333339
2006-04-12,8636250005
2006-04-13,8767824079
2006-04-17,8808657413
2006-04-18,8922083339
2006-04-19,8804120376
2006-04-20,8756481487
2006-04-21,8844953709
2006-04-24,8366296301
2006-04-25,8295972227
2006-04-26,8409398153
2006-04-27,8343611116
2006-04-28,8391250005
2006-05-01,8552314820
2006-05-02,8779166672
2006-05-03,8708842598
2006-05-04,8851759265
2006-05-05,8822268524
2006-05-08,8749675931
2006-05-09,8677083339
2006-05-10,8606759264
2006-05-11,8534166672
2006-05-12,8445694449
2006-05-15,8534166672
2006-05-16,8402592598
2006-05-17,8266481486
2006-05-18,8295972227
2006-05-19,8139444449
2006-05-22,8187083338
2006-05-23,8039629634
2006-05-24,8007870375
2006-05-25,7985185190
2006-05-26,8241527783
2006-05-30,8021481486
2006-05-31,8205231486
2006-06-01,8463842598
2006-06-02,8361759264
2006-06-05,8234722227
2006-06-06,8212037042
2006-06-07,8105416671
2006-06-08,8175740746
2006-06-09,8146250005
2006-06-12,8044166671
2006-06-13,7937546301
2006-06-14,7985185190
2006-06-15,8153055560
2006-06-16,8168935190
2006-06-19,8164398153
2006-06-20,8139444449
2006-06-21,8350416672
2006-06-22,8284629635
2006-06-23,8128101857
2006-06-26,8218842597
2006-06-27,7942083338
2006-06-28,8091805560
2006-06-29,8241527783
2006-06-30,8314120375
2006-07-03,8914654558
2006-07-05,8941454558
2006-07-06,8992618195
2006-07-07,9063272740
2006-07-10,9051090922
2006-07-11,9094945468
2006-07-12,8934145467
2006-07-13,8819636376
2006-07-14,8651527285
2006-07-17,8748981831
2006-07-18,8685636376
2006-07-19,8792836376
2006-07-20,8627163649
2006-07-21,8544327285
2006-07-24,8761163649
2006-07-25,9019418195
2006-07-26,9004800013
2006-07-27,8882981831
2006-07-28,9146109104
2006-07-31,9043781831
2006-08-01,9133927286
2006-08-02,9287418195
2006-08-03,9231381831
2006-08-04,9248436377
2006-08-07,9165600013
2006-08-08,9436036377
2006-08-09,9153418195
2006-08-10,9294727286
2006-08-11,9255745468
2006-08-14,9353200013
2006-08-15,9467709105
2006-08-16,9423854559
2006-08-17,9409236377
2006-08-18,9499381832
2006-08-21,9416545468
2006-08-22,9353200013
2006-08-23,9499381832
2006-08-24,9440909105
2006-08-25,9377563650
2006-08-28,9428727286
2006-08-29,9455527286
2006-08-30,9479890923
2006-08-31,9506690923
2006-09-01,9570036377
2006-09-05,9545672741
2006-09-06,9582218196
2006-09-07,9416545468
2006-09-08,9565163650
2006-09-11,9531054559
2006-09-12,9621200014
2006-09-13,9628509105
2006-09-14,9565163650
2006-09-15,9531054559
2006-09-18,9609018196
2006-09-19,9601709105
2006-09-20,9935490923
2006-09-21,9911127287
2006-09-22,9813672741
2006-09-25,9950109105
2006-09-26,10084109105
2006-09-27,9879454560
2006-09-28,9884327287
2006-09-29,9986654560
2006-10-02,9434170000
2006-10-03,9452810000
2006-10-04,9662510000
2006-10-05,9569310000
2006-10-06,9625230000
2006-10-09,9636880000
2006-10-10,9734740000
2006-10-11,9951430000
2006-10-12,9981720000
2006-10-13,9907160000
2006-10-16,9974730000
2006-10-17,9902500000
2006-10-18,9914150000
2006-10-19,9907160000
2006-10-20,9820950000
2006-10-23,10109870000
2006-10-24,10319570000
2006-10-25,10368500000
2006-10-26,10356850000
2006-10-27,10252000000
2006-10-30,10275300000
2006-10-31,10436070000
2006-11-01,10417430000
2006-11-02,10293940000
2006-11-03,10275300000
2006-11-06,10282290000
2006-11-07,10380150000
2006-11-08,10429080000
2006-11-09,10380150000
2006-11-10,10373160000
2006-11-13,10368500000
2006-11-14,10282290000
2006-11-15,10391800000
2006-11-16,10508300000
2006-11-17,10522280000
2006-11-20,10300930000
2006-11-21,10207730000
2006-11-22,10275300000
2006-11-24,10203070000
2006-11-27,10030650000
2006-11-28,10098220000
2006-11-29,10207730000
2006-11-30,10128510000
2006-12-01,10060940000
2006-12-04,10221710000
2006-12-05,10263650000
2006-12-06,10356850000
2006-12-07,10324230000
2006-12-08,10424420000
2006-12-11,10429080000
2006-12-12,10485000000
2006-12-13,10454710000
2006-12-14,10540920000
2006-12-15,10496650000
2006-12-18,10454710000
2006-12-19,10571210000
2006-12-20,10436070000
2006-12-21,10515290000
2006-12-22,10503640000
2006-12-26,10491990000
2006-12-27,10545580000
2006-12-28,10496650000
2006-12-29,10405780000
2007-01-03,10373160000
2007-01-04,10368500000
2007-01-05,10270640000
2007-01-08,10440730000
2007-01-09,10410440000
2007-01-10,10410440000
2007-01-11,10608490000
2007-01-12,10440730000
2007-01-16,10564220000
2007-01-17,10436070000
2007-01-18,10338210000
2007-01-19,10356850000
2007-01-22,10252000000
2007-01-23,10147150000
2007-01-24,10424420000
2007-01-25,10380150000
2007-01-26,10454710000
2007-01-29,10447720000
2007-01-30,10540920000
2007-01-31,10557230000
2007-02-01,10589850000
2007-02-02,10575870000
2007-02-05,10613150000
2007-02-06,10601500000
2007-02-07,10638780000
2007-02-08,10638780000
2007-02-09,10687710000
2007-02-12,10669070000
2007-02-13,10853140000
2007-02-14,11006920000
2007-02-15,11079150000
2007-02-16,11104780000
2007-02-20,11086140000
2007-02-21,11030220000
2007-02-22,11044200000
2007-02-23,10976630000
2007-02-26,10995270000
2007-02-27,10575870000
2007-02-28,10601500000
2007-03-01,10540920000
2007-03-02,10361510000
2007-03-05,10289280000
2007-03-06,10368500000
2007-03-07,10312580000
2007-03-08,10356850000
2007-03-09,10466360000
2007-03-12,10608490000
2007-03-13,10324230000
2007-03-14,10338210000
2007-03-15,10356850000
2007-03-16,10282290000
2007-03-19,10342870000
2007-03-20,10410440000
2007-03-21,10485000000
2007-03-22,10692370000
2007-03-23,10643440000
2007-03-26,10552570000
2007-03-27,10582860000
2007-03-28,10391800000
2007-03-29,10436070000
2007-03-30,10368500000
2007-04-02,10687500000
2007-04-03,10737375000
2007-04-04,10868000000
2007-04-05,10849000000
2007-04-09,10825250000
2007-04-10,10863250000
2007-04-11,10868000000
2007-04-12,10917875000
2007-04-13,11050875000
2007-04-16,11212375000
2007-04-17,11250375000
2007-04-18,11350125000
2007-04-19,11312125000
2007-04-20,11637500000
2007-04-23,11257500000
2007-04-24,11369125000
2007-04-25,11495000000
2007-04-26,11556750000
2007-04-27,11400000000
2007-04-30,11575750000
2007-05-01,11533000000
2007-05-02,11449875000
2007-05-03,11312125000
2007-05-04,11319250000
2007-05-07,11357250000
2007-05-08,11331125000
2007-05-09,11293125000
2007-05-10,11069875000
2007-05-11,11219500000
2007-05-14,11207625000
2007-05-15,11138750000
2007-05-16,11407125000
2007-05-17,11162500000
2007-05-18,11438000000
2007-05-21,11468875000
2007-05-22,11670750000
2007-05-23,11737250000
2007-05-24,11518750000
2007-05-25,11701625000
2007-05-29,11882125000
2007-05-30,11832250000
2007-05-31,11806125000
2007-06-01,11870250000
2007-06-04,11875000000
2007-06-05,11894000000
2007-06-06,11894000000
2007-06-07,11737250000
2007-06-08,12050750000
2007-06-11,12076875000
2007-06-12,11789500000
2007-06-13,11989000000
2007-06-14,11894000000
2007-06-15,11820375000
2007-06-18,12138625000
2007-06-19,12062625000
2007-06-20,11989000000
2007-06-21,12031750000
2007-06-22,11889250000
2007-06-25,11858375000
2007-06-26,11637500000
2007-06-27,11606625000
2007-06-28,11601875000
2007-06-29,11563875000
2007-07-02,11580518509
2007-07-03,11686351842
2007-07-05,11810999990
2007-07-06,11860388879
2007-07-09,11822759249
2007-07-10,12187296286
2007-07-11,12064999990
2007-07-12,12330759249
2007-07-13,12330759249
2007-07-16,12262555545
2007-07-17,12201407397
2007-07-18,12217870360
2007-07-19,12267259249
2007-07-20,12126148138
2007-07-23,12213166657
2007-07-24,11977981472
2007-07-25,11288888880
2007-07-26,10917296287
2007-07-27,10602148139
2007-07-30,11041944435
2007-07-31,10818518510
2007-08-01,10943166658
2007-08-02,10943166658
2007-08-03,10477499991
2007-08-06,10439870362
2007-08-07,10131777769
2007-08-08,10341092584
2007-08-09,9945981473
2007-08-10,9957740732
2007-08-13,10204685177
2007-08-14,10112962955
2007-08-15,9901296288
2007-08-16,9783703696
2007-08-17,10044759251
2007-08-20,9863666658
2007-08-21,10155296288
2007-08-22,10329333325
2007-08-23,10366962954
2007-08-24,10439870362
2007-08-27,10439870362
2007-08-28,10211740732
2007-08-29,10496314806
2007-08-30,10477499991
2007-08-31,10613907399
2007-09-04,10670351843
2007-09-05,10458685176
2007-09-06,10613907399
2007-09-07,10545703695
2007-09-10,10446925917
2007-09-11,10595092584
2007-09-12,10416351843
2007-09-13,10632722213
2007-09-14,10526888880
2007-09-17,10261129621
2007-09-18,10435166658
2007-09-19,10583333325
2007-09-20,10484555547
2007-09-21,10545703695
2007-09-24,10496314806
2007-09-25,10470444436
2007-09-26,10719740732
2007-09-27,10762074065
2007-09-28,10743259250
2007-10-01,10403888892
2007-10-02,10374518521
2007-10-03,10297703707
2007-10-04,10327074077
2007-10-05,10440037040
2007-10-08,10410666670
2007-10-09,10523629633
2007-10-10,10302222225
2007-10-11,10155370373
2007-10-12,10261555558
2007-10-15,10220888892
2007-10-16,10065000003
2007-10-17,10159888892
2007-10-18,10243481484
2007-10-19,9922666669
2007-10-22,10225407410
2007-10-23,10119222225
2007-10-24,9970111114
2007-10-25,9850370373
2007-10-26,10053703707
2007-10-29,10141814818
2007-10-30,10196037040
2007-10-31,10381296299
2007-11-01,10155370373
2007-11-02,10232185188
2007-11-05,10148592595
2007-11-06,10141814818
2007-11-07,9748703706
2007-11-08,9631222225
2007-11-09,9452740743
2007-11-12,9470814817
2007-11-13,9613148151
2007-11-14,9558925929
2007-11-15,9416592595
2007-11-16,9416592595
2007-11-19,9570222225
2007-11-20,9660592595
2007-11-21,9577000003
2007-11-23,9857148151
2007-11-26,9649296299
2007-11-27,9701259262
2007-11-28,10053703707
2007-11-29,9963333336
2007-11-30,10046925929
2007-12-03,9915888892
2007-12-04,9958814818
2007-12-05,9999481484
2007-12-06,10458111114
2007-12-07,10446814818
2007-12-10,10498777781
2007-12-11,10028851855
2007-12-12,9915888892
2007-12-13,9911370373
2007-12-14,9624444447
2007-12-17,9482111114
2007-12-18,9470814817
2007-12-19,9423370373
2007-12-20,9667370373
2007-12-21,9784851855
2007-12-24,9748703706
2007-12-26,9814222225
2007-12-27,9635740743
2007-12-28,9726111114
2007-12-31,9635740743
2008-01-02,9491182040
2008-01-03,9418313080
2008-01-04,9065354055
2008-01-07,9058522590
2008-01-08,8890013120
2008-01-09,8999316560
2008-01-10,8812589850
2008-01-11,8566657109
2008-01-14,8694177790
2008-01-15,8398147640
2008-01-16,8327555835
2008-01-17,8074791630
2008-01-18,7954102415
2008-01-22,7858461905
2008-01-23,7949548104
2008-01-24,8596260125
2008-01-25,8675960550
2008-01-28,9101788535
2008-01-29,9010702335
2008-01-30,9268020850
2008-01-31,9256635075
2008-02-01,9472964800
2008-02-04,9281683780
2008-02-05,9135945860
2008-02-06,9076739830
2008-02-07,9058522590
2008-02-08,9197429045
2008-02-11,9167826030
2008-02-12,9028919575
2008-02-13,9293069555
2008-02-14,9006148025
2008-02-15,8951496305
2008-02-19,9017533800
2008-02-20,9106342845
2008-02-21,8849024330
2008-02-22,8921893290
2008-02-25,9022088110
2008-02-26,9058522590
2008-02-27,9293069555
2008-02-28,9053968280
2008-02-29,8819421315
2008-03-03,8830807090
2008-03-04,8644080380
2008-03-05,8632694605
2008-03-06,8496065305
2008-03-07,8320724370
2008-03-10,8448245050
2008-03-11,8680514860
2008-03-12,8680514860
2008-03-13,8591705815
2008-03-14,8496065305
2008-03-17,8644080380
2008-03-18,9094957070
2008-03-19,8926447600
2008-03-20,9154163100
2008-03-24,9179211805
2008-03-25,9227032060
2008-03-26,8999316560
2008-03-27,8981099320
2008-03-28,8926447600
2008-03-31,8981099320
2008-04-01,8920154775
2008-04-02,9002460442
2008-04-03,8931277162
2008-04-04,8848971495
2008-04-07,8719951800
2008-04-08,8748870007
2008-04-09,8679911205
2008-04-10,8820053287
2008-04-11,8619850312
2008-04-14,8533095690
2008-04-15,8497504050
2008-04-16,8684360160
2008-04-17,8497504050
2008-04-18,8539769122
2008-04-21,8550891509
2008-04-22,8199424065
2008-04-23,8221668840
2008-04-24,8235015705
2008-04-25,8217219884
2008-04-28,8217219884
2008-04-29,8228342272
2008-04-30,8188301677
2008-05-01,8486381662
2008-05-02,8468585842
2008-05-05,8428545247
2008-05-06,8557564942
2008-05-07,8432994202
2008-05-08,8515299870
2008-05-09,8339566147
2008-05-12,8379606742
2008-05-13,8479708229
2008-05-14,8404075995
2008-05-15,8508626437
2008-05-16,8444116590
2008-05-19,8275056300
2008-05-20,8217219884
2008-05-21,8028139297
2008-05-22,8146036604
2008-05-23,7894670647
2008-05-27,7948058107
2008-05-28,7963629449
2008-05-29,8028139297
2008-05-30,7959180495
2008-06-02,7819038412
2008-06-03,7876874827
2008-06-04,7970302882
2008-06-05,8045935117
2008-06-06,7847956620
2008-06-09,7899119602
2008-06-10,7916915422
2008-06-11,7783446772
2008-06-12,7870201395
2008-06-13,8041486162
2008-06-16,7865752440
2008-06-17,8041486162
2008-06-18,8128240785
2008-06-19,8292852120
2008-06-20,8217219884
2008-06-23,7923588854
2008-06-24,8028139297
2008-06-25,8134914217
2008-06-26,7976976315
2008-06-27,7930262287
2008-06-30,7948058107
2008-07-01,7652585587
2008-07-02,7589449035
2008-07-03,7730961997
2008-07-07,7720076385
2008-07-08,7898600430
2008-07-09,7558969320
2008-07-10,7548083707
2008-07-11,7491478522
2008-07-14,7484947155
2008-07-15,7541552340
2008-07-16,7715722139
2008-07-17,7926903022
2008-07-18,7857235102
2008-07-21,7807161285
2008-07-22,7898600430
2008-07-23,8046644760
2008-07-24,7611220260
2008-07-25,7772327325
2008-07-28,7554615075
2008-07-29,7589449035
2008-07-30,7537198094
2008-07-31,7824578264
2008-08-01,7761441712
2008-08-04,7772327325
2008-08-05,8105427067
2008-08-06,7955205615
2008-08-07,8007456555
2008-08-08,8190334844
2008-08-11,8225168805
2008-08-12,8064061740
2008-08-13,8088010087
2008-08-14,7990039575
2008-08-15,8253471397
2008-08-18,8214283192
2008-08-19,8018342167
2008-08-20,8007456555
2008-08-21,7972622594
2008-08-22,8046644760
2008-08-25,7920371655
2008-08-26,7870297837
2008-08-27,8013987922
2008-08-28,8144615272
2008-08-29,7990039575
2008-09-02,8236054417
2008-09-03,8172917865
2008-09-04,7926903022
2008-09-05,7892069062
2008-09-08,8081478719
2008-09-09,7807161285
2008-09-10,7789744305
2008-09-11,7761441712
2008-09-12,7680888180
2008-09-15,7428341969
2008-09-16,7330371457
2008-09-17,6997271715
2008-09-18,7210629719
2008-09-19,7480592910
2008-09-22,7112659207
2008-09-23,7025574307
2008-09-24,7014688695
2008-09-25,6945020775
2008-09-26,6779559465
2008-09-29,6337603597
2008-09-30,6614098155
2008-10-01,6452230720
2008-10-02,6179143360
2008-10-03,5710993600
2008-10-06,5372885440
2008-10-07,4939413440
2008-10-08,4653321920
2008-10-09,4586133760
2008-10-10,4492937280
2008-10-13,4848384320
2008-10-14,4859221120
2008-10-15,4625146240
2008-10-16,4824543360
2008-10-17,4789865600
2008-10-20,5058618240
2008-10-21,4852719040
2008-10-22,4555790720
2008-10-23,4401908160
2008-10-24,4254527680
2008-10-27,4007448639
2008-10-28,4430083840
2008-10-29,4373732480
2008-10-30,4482100480
2008-10-31,4579631680
2008-11-03,4527615040
2008-11-04,4664158720
2008-11-05,4401908160
2008-11-06,4150494399
2008-11-07,4180837440
2008-11-10,4111481919
2008-11-11,3916419520
2008-11-12,3758202240
2008-11-13,3894745919
2008-11-14,3632495360
2008-11-17,3437432960
2008-11-18,3461273920
2008-11-19,3186019200
2008-11-20,3101492160
2008-11-21,2997458880
2008-11-24,3534964159
2008-11-25,3552303040
2008-11-26,4167833280
2008-11-28,3992277120
2008-12-01,3636830080
2008-12-02,3842729280
2008-12-03,4059465280
2008-12-04,3853566080
2008-12-05,3992277120
2008-12-08,4436585920
2008-12-09,4300042240
2008-12-10,4276201280
2008-12-11,4271866560
2008-12-12,4425749120
2008-12-15,4104979840
2008-12-16,4579631680
2008-12-17,4443088000
2008-12-18,4321715840
2008-12-19,4447422720
2008-12-22,4334720000
2008-12-23,4226352000
2008-12-24,4356393600
2008-12-26,4384569280
2008-12-29,4219849919
2008-12-30,4414912320
2008-12-31,4551456000
2009-01-02,4785530880
2009-01-05,5082459200
2009-01-06,5195161920
2009-01-07,4984928000
2009-01-08,5047781440
2009-01-09,4984928000
2009-01-12,4722677440
2009-01-13,4802869760
2009-01-14,4523280320
2009-01-15,4464761600
2009-01-16,4391071360
2009-01-20,4226352000
2009-01-21,4464761600
2009-01-22,4334720000
2009-01-23,4013950720
2009-01-26,3933758399
2009-01-27,4094143040
2009-01-28,4248025600
2009-01-29,3979272960
2009-01-30,3790712639
2009-02-02,3790712639
2009-02-03,3870904960
2009-02-04,3825390399
2009-02-05,3866570240
2009-02-06,4031289600
2009-02-09,4007448639
2009-02-10,3734361280
2009-02-11,3797214720
2009-02-12,3723524480
2009-02-13,3678009919
2009-02-17,3461273920
2009-02-18,3413592000
2009-02-19,3339901760
2009-02-20,3151341440
2009-02-23,3038638720
2009-02-24,3220696960
2009-02-25,3227199040
2009-02-26,3055977600
2009-02-27,2958446400
2009-03-02,2711367360
2009-03-03,2620338240
2009-03-04,2741710400
2009-03-05,2540145920
2009-03-06,2444782080
2009-03-09,2381928640
2009-03-10,2735208320
2009-03-11,2728706240
2009-03-12,2850078400
2009-03-13,2962781120
2009-03-16,2923768640
2009-03-17,2962781120
2009-03-18,3071149120
2009-03-19,3049475520
2009-03-20,2477292480
2009-03-23,2724371520
2009-03-24,2655016000
2009-03-25,2787224960
2009-03-26,3032136640
2009-03-27,2912931840
2009-03-30,2620338240
2009-03-31,2598664640
2009-04-01,2721428527
2009-04-02,2854128080
2009-04-03,2865005092
2009-04-06,2784515200
2009-04-07,2693148295
2009-04-08,2808444627
2009-04-09,3128228795
