,CHD
2023-04-20,22108800000
2023-04-21,22444450000
2023-04-24,22505700000
2023-04-25,22657600000
2023-04-26,22540000000
2023-04-27,23838500000
2023-04-28,23794400000
2023-05-01,23681700000
2023-05-02,23769900000
2023-05-03,23870350000
2023-05-04,23926700000
2023-05-05,23894850000
2023-05-08,23669450000
2023-05-09,23505300000
2023-05-10,23571450000
2023-05-11,23613100000
2023-05-12,23730700000
2023-05-15,23549400000
2023-05-16,23439150000
2023-05-17,23223550000
2023-05-18,23162300000
2023-05-19,23282350000
2023-05-22,23223550000
2023-05-23,23010400000
2023-05-24,22951600000
2023-05-25,22905050000
2023-05-26,23022650000
2023-05-30,22471400000
2023-05-31,22650250000
2023-06-01,22723750000
2023-06-02,22983450000
2023-06-05,23189250000
2023-06-06,22760500000
2023-06-07,22664950000
2023-06-08,22993250000
2023-06-09,23054500000
2023-06-12,23076550000
2023-06-13,23262750000
2023-06-14,23365650000
2023-06-15,23480800000
2023-06-16,23559200000
2023-06-20,23135350000
2023-06-21,23605750000
2023-06-22,23899750000
2023-06-23,23794400000
2023-06-26,23867900000
2023-06-27,24201100000
2023-06-28,24125150000
2023-06-29,24247650000
2023-06-30,24656580000
2023-07-03,24649200000
2023-07-05,24580320000
2023-07-06,24656580000
2023-07-07,24346620000
2023-07-10,24179340000
2023-07-11,24058800000
2023-07-12,24169500000
2023-07-13,24112920000
2023-07-14,24309720000
2023-07-17,24203940000
2023-07-18,24152280000
2023-07-19,24174420000
2023-07-20,23921040000
2023-07-21,24139980000
2023-07-24,24127680000
2023-07-25,24100620000
2023-07-26,24085860000
2023-07-27,23603700000
2023-07-28,23898900000
2023-07-31,23534820000
2023-08-01,23707020000
2023-08-02,23807880000
2023-08-03,23397060000
2023-08-04,23278980000
2023-08-07,23537280000
2023-08-08,23493000000
2023-08-09,23628300000
2023-08-10,23505300000
2023-08-11,23613540000
2023-08-14,23409360000
2023-08-15,23170740000
2023-08-16,23028060000
2023-08-17,22673820000
2023-08-18,22900140000
2023-08-21,22742700000
2023-08-22,22806660000
2023-08-23,22752540000
2023-08-24,22838640000
2023-08-25,22951800000
2023-08-28,23232240000
2023-08-29,23478240000
2023-08-30,23618460000
2023-08-31,23805420000
2023-09-01,23679960000
2023-09-05,23411820000
2023-09-06,23153520000
2023-09-07,23743920000
2023-09-08,23534820000
2023-09-11,23694720000
2023-09-12,23443800000
2023-09-13,23542200000
2023-09-14,23517600000
2023-09-15,23424120000
2023-09-18,23406900000
2023-09-19,23330640000
2023-09-20,23397060000
2023-09-21,23374920000
2023-09-22,23293740000
2023-09-25,23084640000
2023-09-26,22897680000
2023-09-27,22624620000
2023-09-28,22604940000
2023-09-29,22540980000
2023-10-02,22417590000
2023-10-03,22251262000
2023-10-04,22515430000
2023-10-05,22070258000
2023-10-06,21033154000
2023-10-09,21192144000
2023-10-10,21561490000
2023-10-11,21439190000
2023-10-12,21057614000
2023-10-13,21451420000
2023-10-16,21754724000
2023-10-17,21798752000
2023-10-18,22075150000
2023-10-19,21916160000
2023-10-20,22043352000
2023-10-23,22270830000
2023-10-24,22400468000
2023-10-25,22561904000
2023-10-26,22557012000
2023-10-27,22040906000
2023-10-30,22199896000
2023-10-31,22243924000
2023-11-01,22080042000
2023-11-02,22493416000
2023-11-03,21231280000
2023-11-06,21250848000
2023-11-07,21698466000
2023-11-08,21676452000
2023-11-09,21928390000
2023-11-10,21945512000
2023-11-13,22241478000
2023-11-14,22449388000
2023-11-15,22417590000
2023-11-16,22718448000
2023-11-17,22601040000
2023-11-20,22368670000
2023-11-21,22703772000
2023-11-22,23016860000
2023-11-24,23195418000
2023-11-27,23298150000
2023-11-28,23261460000
2023-11-29,23153836000
2023-11-30,23635698000
2023-12-01,23327502000
2023-12-04,23261460000
2023-12-05,22867654000
2023-12-06,22877438000
2023-12-07,23029090000
2023-12-08,22733124000
2023-12-11,22835856000
2023-12-12,23104916000
2023-12-13,23229662000
2023-12-14,22346656000
2023-12-15,22380900000
2023-12-18,22730678000
2023-12-19,22679312000
2023-12-20,22361332000
2023-12-21,22451834000
2023-12-22,22478740000
2023-12-26,22571688000
2023-12-27,22742908000
2023-12-28,22989954000
2023-12-29,23129376000
2024-01-02,23018338000
2024-01-03,22867430000
2024-01-04,23006168000
2024-01-05,22847958000
2024-01-08,22969658000
2024-01-09,23361532000
2024-01-10,23483232000
2024-01-11,23741236000
2024-01-12,23768010000
2024-01-16,23892144000
2024-01-17,24023580000
2024-01-18,23811822000
2024-01-19,23592762000
2024-01-22,23760708000
2024-01-23,24220734000
2024-01-24,23634140000
2024-01-25,23870238000
2024-01-26,24125808000
2024-01-29,24242640000
2024-01-30,24461700000
2024-01-31,24303490000
2024-02-01,24773252000
2024-02-02,24186658000
2024-02-05,24383812000
2024-02-06,24378944000
2024-02-07,24522550000
2024-02-08,24325396000
2024-02-09,24055222000
2024-02-12,23994372000
2024-02-13,23823992000
2024-02-14,23609800000
2024-02-15,23704726000
2024-02-16,23799652000
2024-02-20,23865370000
2024-02-21,24001674000
2024-02-22,24252376000
2024-02-23,24437360000
2024-02-26,24442228000
2024-02-27,24313226000
2024-02-28,24369208000
2024-02-29,24369208000
2024-03-01,24408152000
2024-03-04,24568796000
2024-03-05,24804894000
2024-03-06,24933896000
2024-03-07,25342808000
2024-03-08,25342808000
2024-03-11,25277090000
2024-03-12,25435300000
2024-03-13,25659228000
2024-03-14,25406092000
2024-03-15,25396356000
2024-03-18,25376884000
2024-03-19,25522924000
2024-03-20,25072634000
2024-03-21,25284392000
2024-03-22,25459640000
2024-03-25,25067766000
2024-03-26,25031256000
2024-03-27,25364714000
2024-03-28,25389054000
2024-04-01,25561868000
2024-04-02,25469376000
2024-04-03,25109144000
2024-04-04,24851140000
2024-04-05,24826800000
2024-04-08,24702666000
2024-04-09,24800026000
2024-04-10,24967972000
2024-04-11,24724572000
2024-04-12,24602872000
2024-04-15,24724572000
2024-04-16,25131050000
2024-04-17,25189466000
2024-04-18,25118880000
2024-04-19,25398790000
2024-04-22,25788230000
2024-04-23,25973214000
2024-04-24,26128990000
2024-04-25,26104650000
2024-04-26,25878288000
2024-04-29,26021894000
2024-04-30,26260426000
2024-05-01,25863684000
2024-05-02,25771192000
2024-05-03,25827174000
2024-05-06,25656794000
2024-05-07,26026762000
2024-05-08,25990252000
2024-05-09,26055970000
2024-05-10,26119254000
2024-05-13,26080310000
2024-05-14,26002422000
2024-05-15,26087612000
2024-05-16,25965912000
2024-05-17,25895326000
2024-05-20,25924534000
2024-05-21,26058404000
2024-05-22,26119254000
2024-05-23,25902628000
2024-05-24,25914798000
2024-05-28,25352544000
2024-05-29,25145654000
2024-05-30,25401224000
2024-05-31,26046234000
2024-06-03,26114386000
2024-06-04,26313974000
2024-06-05,26216614000
2024-06-06,26265294000
2024-06-07,26136292000
2024-06-10,26219048000
2024-06-11,26270162000
2024-06-12,25895326000
2024-06-13,25917232000
2024-06-14,26214180000
2024-06-17,26603620000
2024-06-18,26752094000
2024-06-20,26508694000
2024-06-21,26513562000
2024-06-24,26160632000
2024-06-25,25520490000
2024-06-26,25430432000
2024-06-27,25316034000
2024-06-28,25235712000
2024-07-01,25525358000
2024-07-02,25664096000
2024-07-03,25686002000
2024-07-05,25944006000
2024-07-08,25698172000
2024-07-09,25462074000
2024-07-10,25520490000
2024-07-11,25250316000
2024-07-12,25354978000
2024-07-15,24627212000
2024-07-16,24907122000
2024-07-17,25245448000
2024-07-18,24868178000
2024-07-19,24975274000
2024-07-22,24495776000
2024-07-23,24391114000
2024-07-24,24425190000
2024-07-25,24303490000
2024-07-26,24675892000
2024-07-29,24727006000
2024-07-30,24290749000
2024-07-31,23943843000
2024-08-01,24432443000
2024-08-02,24070879000
2024-08-05,24410456000
2024-08-06,24752476000
2024-08-07,24818437000
2024-08-08,24969903000
2024-08-09,24979675000
