,CHD
2004-10-08,1721348480
2004-10-11,1718846520
2004-10-12,1736360240
2004-10-13,1731356320
2004-10-14,1738862200
2004-10-15,1728854360
2004-10-18,1743866120
2004-10-19,1713842600
2004-10-20,1726352400
2004-10-21,1733858280
2004-10-22,1718846520
2004-10-25,1713842600
2004-10-26,1698830840
2004-10-27,1721348480
2004-10-28,1723850440
2004-10-29,1703834760
2004-11-01,1703834760
2004-11-02,1701332800
2004-11-03,1713842600
2004-11-04,1751372000
2004-11-05,1783897480
2004-11-08,1776391600
2004-11-09,1921505280
2004-11-10,1939019000
2004-11-11,1936517040
2004-11-12,1903991560
2004-11-15,1898987640
2004-11-16,1896485680
2004-11-17,1901489600
2004-11-18,1896485680
2004-11-19,1901489600
2004-11-22,1908995480
2004-11-23,1916501360
2004-11-24,1931513120
2004-11-26,1944022920
2004-11-29,1929011160
2004-11-30,1954030760
2004-12-01,1964038600
2004-12-02,2014077800
2004-12-03,1981552320
2004-12-06,1971544480
2004-12-07,1959034680
2004-12-08,1941520960
2004-12-09,2011575839
2004-12-10,2004069960
2004-12-13,2006571920
2004-12-14,2024085640
2004-12-15,2026587600
2004-12-16,2049105239
2004-12-17,2066618960
2004-12-20,2059113080
2004-12-21,2054109160
2004-12-22,2054109160
2004-12-23,2049105239
2004-12-27,2071622879
2004-12-28,2081630720
2004-12-29,2064117000
2004-12-30,2091638559
2004-12-31,2127585600
2005-01-03,2097191519
2005-01-04,2071863120
2005-01-05,2076928799
2005-01-06,2099724359
2005-01-07,2099724359
2005-01-10,2102257200
2005-01-11,2092125840
2005-01-12,2087060160
2005-01-13,2044001880
2005-01-14,2051600400
2005-01-18,2064264600
2005-01-19,2071863120
2005-01-20,2064264600
2005-01-21,2066797440
2005-01-24,2051600400
2005-01-25,2056666079
2005-01-26,2044001880
2005-01-27,2064264600
2005-01-28,2160512520
2005-01-31,2180775240
2005-02-01,2178242400
2005-02-02,2221300680
2005-02-03,2228899200
2005-02-04,2261826120
2005-02-07,2279556000
2005-02-08,2312482920
2005-02-09,2289687360
2005-02-10,2304884400
2005-02-11,2297285880
2005-02-14,2284621680
2005-02-15,2277023160
2005-02-16,2266891800
2005-02-17,2282088840
2005-02-18,2251694760
2005-02-22,2216235000
2005-02-23,2246629080
2005-02-24,2256760440
2005-02-25,2266891800
2005-02-28,2239030560
2005-03-01,2261826120
2005-03-02,2251694760
2005-03-03,2259293280
2005-03-04,2277023160
2005-03-07,2264358960
2005-03-08,2256760440
2005-03-09,2218767840
2005-03-10,2241563400
2005-03-11,2239030560
2005-03-14,2277023160
2005-03-15,2251694760
2005-03-16,2223833520
2005-03-17,2208636480
2005-03-18,2239030560
2005-03-21,2226366360
2005-03-22,2239030560
2005-03-23,2246629080
2005-03-24,2244096240
2005-03-28,2249161920
2005-03-29,2223833520
2005-03-30,2233964880
2005-03-31,2246629080
2005-04-01,2266687600
2005-04-04,2256500240
2005-04-05,2269234440
2005-04-06,2289609160
2005-04-07,2332905440
2005-04-08,2335452280
2005-04-11,2340545960
2005-04-12,2360920680
2005-04-13,2335452280
2005-04-14,2322718080
2005-04-15,2281968640
2005-04-18,2299796520
2005-04-19,2309983880
2005-04-20,2251406560
2005-04-21,2304890200
2005-04-22,2304890200
2005-04-25,2317624400
2005-04-26,2294702840
2005-04-27,2302343360
2005-04-28,2289609160
2005-04-29,2294702840
2005-05-02,2266687600
2005-05-03,2251406560
2005-05-04,2220844480
2005-05-05,2175001360
2005-05-06,2152079800
2005-05-09,2139345600
2005-05-10,2309983880
2005-05-11,2279421800
2005-05-12,2274328120
2005-05-13,2233578680
2005-05-16,2253953400
2005-05-17,2253953400
2005-05-18,2274328120
2005-05-19,2264140760
2005-05-20,2259047080
2005-05-23,2294702840
2005-05-24,2309983880
2005-05-25,2299796520
2005-05-26,2312530720
2005-05-27,2299796520
2005-05-31,2302343360
2005-06-01,2289609160
2005-06-02,2289609160
2005-06-03,2266687600
2005-06-06,2266687600
2005-06-07,2241219200
2005-06-08,2228485000
2005-06-09,2228485000
2005-06-10,2238672360
2005-06-13,2256500240
2005-06-14,2246312880
2005-06-15,2256500240
2005-06-16,2274328120
2005-06-17,2266687600
2005-06-20,2243766040
2005-06-21,2309983880
2005-06-22,2437325880
2005-06-23,2394029600
2005-06-24,2368561200
2005-06-27,2299796520
2005-06-28,2320171240
2005-06-29,2317624400
2005-06-30,2304890200
2005-07-01,2320492400
2005-07-05,2333312800
2005-07-06,2312800160
2005-07-07,2330748720
2005-07-08,2364081760
2005-07-11,2366645840
2005-07-12,2389722560
2005-07-13,2379466240
2005-07-14,2387158480
2005-07-15,2366645840
2005-07-18,2358953600
2005-07-19,2353825440
2005-07-20,2353825440
2005-07-21,2353825440
2005-07-22,2389722560
2005-07-25,2392286640
2005-07-26,2420491520
2005-07-27,2423055600
2005-07-28,2453824560
2005-07-29,2407671120
2005-08-01,2389722560
2005-08-02,2382030320
2005-08-03,2394850720
2005-08-04,2343569120
2005-08-05,2348697280
2005-08-08,2320492400
2005-08-09,2453824560
2005-08-10,2412799280
2005-08-11,2425619680
2005-08-12,2415363360
2005-08-15,2425619680
2005-08-16,2420491520
2005-08-17,2410235200
2005-08-18,2438440080
2005-08-19,2451260480
2005-08-22,2482029440
2005-08-23,2474337200
2005-08-24,2456388640
2005-08-25,2453824560
2005-08-26,2430747840
2005-08-29,2438440080
2005-08-30,2435876000
2005-08-31,2446132320
2005-09-01,2435876000
2005-09-02,2425619680
2005-09-06,2453824560
2005-09-07,2451260480
2005-09-08,2428183760
2005-09-09,2453824560
2005-09-12,2494849840
2005-09-13,2474337200
2005-09-14,2451260480
2005-09-15,2466644960
2005-09-16,2492285760
2005-09-19,2479465360
2005-09-20,2502542080
2005-09-21,2374338080
2005-09-22,2382030320
2005-09-23,2358953600
2005-09-26,2325620560
2005-09-27,2369209920
2005-09-28,2351261360
2005-09-29,2330748720
2005-09-30,2377784640
2005-10-03,2336610880
2005-10-04,2326317440
2005-10-05,2246543280
2005-10-06,2287717040
2005-10-07,2279996960
2005-10-10,2279996960
2005-10-11,2261983440
2005-10-12,2241396560
2005-10-13,2225956400
2005-10-14,2233676480
2005-10-17,2251690000
2005-10-18,2225956400
2005-10-19,2272276880
2005-10-20,2251690000
2005-10-21,2259410080
2005-10-24,2277423600
2005-10-25,2277423600
2005-10-26,2243969920
2005-10-27,2205369520
2005-10-28,2254263360
2005-10-31,2254263360
2005-11-01,2233676480
2005-11-02,2220809680
2005-11-03,2238823200
2005-11-04,2256836720
2005-11-07,2246543280
2005-11-08,2225956400
2005-11-09,2223383040
2005-11-10,2246543280
2005-11-11,2228529760
2005-11-14,2179635920
2005-11-15,2115301920
2005-11-16,2146182240
2005-11-17,2161622400
2005-11-18,2148755600
2005-11-21,2146182240
2005-11-22,2125595360
2005-11-23,2115301920
2005-11-25,2125595360
2005-11-28,2097288400
2005-11-29,2135888800
2005-11-30,2138462160
2005-12-01,2141035520
2005-12-02,2156475680
2005-12-05,2159049040
2005-12-06,2161622400
2005-12-07,2148755600
2005-12-08,2146182240
2005-12-09,2115301920
2005-12-12,2115301920
2005-12-13,2179635920
2005-12-14,2148755600
2005-12-15,2128168720
2005-12-16,2105008480
2005-12-19,2125595360
2005-12-20,2107581839
2005-12-21,2138462160
2005-12-22,2130742079
2005-12-23,2151328960
2005-12-27,2115301920
2005-12-28,2143608880
2005-12-29,2133315439
2005-12-30,2125595360
2006-01-03,2161302560
2006-01-04,2169039920
2006-01-05,2148406960
2006-01-06,2143248720
2006-01-09,2138090479
2006-01-10,2153565200
2006-01-11,2161302560
2006-01-12,2130353120
2006-01-13,2138090479
2006-01-17,2125194880
2006-01-18,2127774000
2006-01-19,2197410240
2006-01-20,2163881680
2006-01-23,2181935520
2006-01-24,2192252000
2006-01-25,2220622320
2006-01-26,2254150880
2006-01-27,2256730000
2006-01-30,2230938800
2006-01-31,2372790400
2006-02-01,2346999200
2006-02-02,2334103600
2006-02-03,2328945360
2006-02-06,2334103600
2006-02-07,2145827840
2006-02-08,2156144320
2006-02-09,2145827840
2006-02-10,2150986080
2006-02-13,2140669600
2006-02-14,2138090479
2006-02-15,2153565200
2006-02-16,2212884960
2006-02-17,2238676160
2006-02-21,2243834400
2006-02-22,2256730000
2006-02-23,2228359680
2006-02-24,2267046480
2006-02-27,2228359680
2006-02-28,2225780560
2006-03-01,2230938800
2006-03-02,2259309120
2006-03-03,2246413520
2006-03-06,2251571760
2006-03-07,2256730000
2006-03-08,2261888240
2006-03-09,2323787120
2006-03-10,2341840960
2006-03-13,2331524480
2006-03-14,2336682720
2006-03-15,2354736560
2006-03-16,2388265120
2006-03-17,2388265120
2006-03-20,2377948640
2006-03-21,2375369520
2006-03-22,2403739840
2006-03-23,2408898080
2006-03-24,2419214560
2006-03-27,2401160720
2006-03-28,2393423360
2006-03-29,2411477200
2006-03-30,2416635440
2006-03-31,2388797840
2006-04-03,2370681280
2006-04-04,2362917040
2006-04-05,2344800480
2006-04-06,2321507760
2006-04-07,2303391200
2006-04-10,2298215040
2006-04-11,2313743520
2006-04-12,2331860080
2006-04-13,2321507760
2006-04-17,2326683920
2006-04-18,2334448160
2006-04-19,2370681280
2006-04-20,2381033600
2006-04-21,2347388560
2006-04-24,2342212400
2006-04-25,2342212400
2006-04-26,2347388560
2006-04-27,2370681280
2006-04-28,2373269360
2006-05-01,2290450800
2006-05-02,2303391200
2006-05-03,2329272000
2006-05-04,2339624320
2006-05-05,2386209760
2006-05-08,2412090560
2006-05-09,2453499840
2006-05-10,2437971360
2006-05-11,2427619040
2006-05-12,2381033600
2006-05-15,2383621680
2006-05-16,2414678640
2006-05-17,2388797840
2006-05-18,2370681280
2006-05-19,2357740880
2006-05-22,2337036240
2006-05-23,2357740880
2006-05-24,2360328960
2006-05-25,2362917040
2006-05-26,2370681280
2006-05-30,2339624320
2006-05-31,2339624320
2006-06-01,2344800480
2006-06-02,2329272000
2006-06-05,2305979280
2006-06-06,2303391200
2006-06-07,2329272000
2006-06-08,2334448160
2006-06-09,2326683920
2006-06-12,2305979280
2006-06-13,2303391200
2006-06-14,2274922320
2006-06-15,2280098480
2006-06-16,2261981920
2006-06-19,2269746160
2006-06-20,2267158080
2006-06-21,2290450800
2006-06-22,2280098480
2006-06-23,2290450800
2006-06-26,2300803120
2006-06-27,2298215040
2006-06-28,2300803120
2006-06-29,2337036240
2006-06-30,2367361040
2006-07-03,2364762400
2006-07-05,2328381440
2006-07-06,2343973280
2006-07-07,2356966480
2006-07-10,2356966480
2006-07-11,2356966480
2006-07-12,2333578720
2006-07-13,2320585520
2006-07-14,2297197760
2006-07-17,2307592320
2006-07-18,2320585520
2006-07-19,2364762400
2006-07-20,2349170560
2006-07-21,2346571920
2006-07-24,2377755600
2006-07-25,2377755600
2006-07-26,2372558320
2006-07-27,2354367840
2006-07-28,2377755600
2006-07-31,2372558320
2006-08-01,2364762400
2006-08-02,2390748800
2006-08-03,2427129760
2006-08-04,2424531120
2006-08-07,2450517520
2006-08-08,2414136560
2006-08-09,2450517520
2006-08-10,2453116160
2006-08-11,2427129760
2006-08-14,2432327040
2006-08-15,2479102560
2006-08-16,2458313440
2006-08-17,2442721600
2006-08-18,2432327040
2006-08-21,2424531120
2006-08-22,2437524320
2006-08-23,2421932480
2006-08-24,2437524320
2006-08-25,2437524320
2006-08-28,2442721600
2006-08-29,2466109360
2006-08-30,2460912080
2006-08-31,2502490320
2006-09-01,2505088960
2006-09-05,2510286240
2006-09-06,2510286240
2006-09-07,2528476720
2006-09-08,2520680800
2006-09-11,2528476720
2006-09-12,2533674000
2006-09-13,2486898480
2006-09-14,2486898480
2006-09-15,2494694400
2006-09-18,2473905280
2006-09-19,2497293040
2006-09-20,2507687600
2006-09-21,2512884880
2006-09-22,2497293040
2006-09-25,2523279440
2006-09-26,2510286240
2006-09-27,2554463120
2006-09-28,2559660400
2006-09-29,2739378000
2006-10-02,2730975000
2006-10-03,2742178999
2006-10-04,2767388000
2006-10-05,2767388000
2006-10-06,2736577000
2006-10-09,2744980000
2006-10-10,2758985000
2006-10-11,2730975000
2006-10-12,2758985000
2006-10-13,2750582000
2006-10-16,2733776000
2006-10-17,2756184000
2006-10-18,2778592000
2006-10-19,2789796000
2006-10-20,2820607000
2006-10-23,2829010000
2006-10-24,2823408000
2006-10-25,2829010000
2006-10-26,2843015000
2006-10-27,2854219000
2006-10-30,2851418000
2006-10-31,2840214000
2006-11-01,2840214000
2006-11-02,2834612000
2006-11-03,2845816000
2006-11-06,2879428000
2006-11-07,2932647000
2006-11-08,2941050000
2006-11-09,2921443000
2006-11-10,2924244000
2006-11-13,2929846000
2006-11-14,2952253999
2006-11-15,2969060000
2006-11-16,2994269000
2006-11-17,2997070000
2006-11-20,2949453000
2006-11-21,2949453000
2006-11-22,2952253999
2006-11-24,2949453000
2006-11-27,2913040000
2006-11-28,2918642000
2006-11-29,2946652000
2006-11-30,2935448000
2006-12-01,2927045000
2006-12-04,2952253999
2006-12-05,2957856000
2006-12-06,2955055000
2006-12-07,2929846000
2006-12-08,2983065000
2006-12-11,2983065000
2006-12-12,2999871000
2006-12-13,2994269000
2006-12-14,3005473000
2006-12-15,2997070000
2006-12-18,2977463000
2006-12-19,2969060000
2006-12-20,2994269000
2006-12-21,3005473000
2006-12-22,2999871000
2006-12-26,3011075000
2006-12-27,3039085000
2006-12-28,3019478000
2006-12-29,2985866000
2007-01-03,2887702800
2007-01-04,2885080000
2007-01-05,2887702800
2007-01-08,2850983600
2007-01-09,2887702800
2007-01-10,2879834400
2007-01-11,2903439600
2007-01-12,2911308000
2007-01-16,2898194000
2007-01-17,2929667600
2007-01-18,2916553600
2007-01-19,2924422000
2007-01-22,2924422000
2007-01-23,2945404400
2007-01-24,2958518400
2007-01-25,2950650000
2007-01-26,2945404400
2007-01-29,2953272800
2007-01-30,2955895600
2007-01-31,2971632400
2007-02-01,2969009600
2007-02-02,2940158800
2007-02-05,2924422000
2007-02-06,3029334000
2007-02-07,3087035600
2007-02-08,3055562000
2007-02-09,3045070800
2007-02-12,3050316400
2007-02-13,3087035600
2007-02-14,3084412800
2007-02-15,3068676000
2007-02-16,3105395200
2007-02-20,3087035600
2007-02-21,3089658400
2007-02-22,3084412800
2007-02-23,3084412800
2007-02-26,3108018000
2007-02-27,3089658400
2007-02-28,3144737200
2007-03-01,3136868800
2007-03-02,3100149600
2007-03-05,3071298800
2007-03-06,3087035600
2007-03-07,3084412800
2007-03-08,3110640800
2007-03-09,3129000400
2007-03-12,3134246000
2007-03-13,3115886400
2007-03-14,3118509200
2007-03-15,3155228400
2007-03-16,3144737200
2007-03-19,3186702000
2007-03-20,3220798400
2007-03-21,3262763200
2007-03-22,3273254400
2007-03-23,3270631600
2007-03-26,3275877200
2007-03-27,3260140400
2007-03-28,3265386000
2007-03-29,3273254400
2007-03-30,3313889440
2007-04-02,3363900480
2007-04-03,3361268320
2007-04-04,3369164800
2007-04-05,3382325600
2007-04-09,3416543680
2007-04-10,3413911520
2007-04-11,3406015040
2007-04-12,3406015040
2007-04-13,3408647200
2007-04-16,3416543680
2007-04-17,3424440160
2007-04-18,3392854240
2007-04-19,3387589920
2007-04-20,3384957760
2007-04-23,3398118560
2007-04-24,3377061280
2007-04-25,3374429120
2007-04-26,3356004000
2007-04-27,3356004000
2007-04-30,3337578880
2007-05-01,3382325600
2007-05-02,3395486400
2007-05-03,3384957760
2007-05-04,3416543680
2007-05-07,3424440160
2007-05-08,3353371840
2007-05-09,3319153760
2007-05-10,3263878400
2007-05-11,3261246240
2007-05-14,3258614080
2007-05-15,3245453280
2007-05-16,3282303520
2007-05-17,3232292480
2007-05-18,3205970880
2007-05-21,3221763840
2007-05-22,3211235200
2007-05-23,3221763840
2007-05-24,3179649280
2007-05-25,3198074400
2007-05-29,3258614080
2007-05-30,3287567840
2007-05-31,3290200000
2007-06-01,3311257280
2007-06-04,3321785920
2007-06-05,3316521600
2007-06-06,3266510560
2007-06-07,3221763840
2007-06-08,3253349760
2007-06-11,3242821120
2007-06-12,3232292480
2007-06-13,3232292480
2007-06-14,3203338720
2007-06-15,3219131680
2007-06-18,3190177920
2007-06-19,3234924640
2007-06-20,3248085440
2007-06-21,3253349760
2007-06-22,3227028160
2007-06-25,3227028160
2007-06-26,3227028160
2007-06-27,3205970880
2007-06-28,3208603040
2007-06-29,3195462240
2007-07-02,3216554400
2007-07-03,3232373520
2007-07-05,3216554400
2007-07-06,3240283080
2007-07-09,3266648280
2007-07-10,3235010040
2007-07-11,3242919600
2007-07-12,3298286520
2007-07-13,3316742160
2007-07-16,3277194360
2007-07-17,3264011760
2007-07-18,3253465680
2007-07-19,3264011760
2007-07-20,3208644840
2007-07-23,3264011760
2007-07-24,3256102200
2007-07-25,3264011760
2007-07-26,3253465680
2007-07-27,3208644840
2007-07-30,3227100480
2007-07-31,3235010040
2007-08-01,3271921320
2007-08-02,3322015200
2007-08-03,3253465680
2007-08-06,3295650000
2007-08-07,3150641400
2007-08-08,3163824000
2007-08-09,3148004880
2007-08-10,3066272760
2007-08-13,3076818840
2007-08-14,3010905840
2007-08-15,2984540640
2007-08-16,2971358040
2007-08-17,3000359760
2007-08-20,2992450200
2007-08-21,2997723240
2007-08-22,3074182320
2007-08-23,3034634520
2007-08-24,3060999720
2007-08-27,3026724960
2007-08-28,2963448480
2007-08-29,2973994560
2007-08-30,2942356320
2007-08-31,2960811960
2007-09-04,2997723240
2007-09-05,2968721520
2007-09-06,2958175440
2007-09-07,2910718080
2007-09-10,2863260720
2007-09-11,2900172000
2007-09-12,2850078120
2007-09-13,2860624200
2007-09-14,2918627640
2007-09-17,2921264160
2007-09-18,2981904120
2007-09-19,2981904120
2007-09-20,2966085000
2007-09-21,2981904120
2007-09-24,2976631080
2007-09-25,2981904120
2007-09-26,3034634520
2007-09-27,3097911000
2007-09-28,3331608000
2007-10-01,3311777000
2007-10-02,3297612000
2007-10-03,3314610000
2007-10-04,3342940000
2007-10-05,3359938000
2007-10-08,3342940000
2007-10-09,3337274000
2007-10-10,3317443000
2007-10-11,3320276000
2007-10-12,3306111000
2007-10-15,3272115000
2007-10-16,3252284000
2007-10-17,3269281999
2007-10-18,3311777000
2007-10-19,3323109000
2007-10-22,3337274000
2007-10-23,3345773000
2007-10-24,3354272000
2007-10-25,3357105000
2007-10-26,3368437000
2007-10-29,3359938000
2007-10-30,3306111000
2007-10-31,3351439000
2007-11-01,3342940000
2007-11-02,3340106999
2007-11-05,3283447000
2007-11-06,3614908000
2007-11-07,3569580000
2007-11-08,3648904000
2007-11-09,3606409000
2007-11-12,3665902000
2007-11-13,3731061000
2007-11-14,3668735000
2007-11-15,3688566000
2007-11-16,3640405000
2007-11-19,3648904000
2007-11-20,3767890000
2007-11-21,3739560000
2007-11-23,3731061000
2007-11-26,3779222000
2007-11-27,3892542000
2007-11-28,3943536000
2007-11-29,3952035000
2007-11-30,3974699000
2007-12-03,3974699000
2007-12-04,3946369000
2007-12-05,3966200000
2007-12-06,3983198000
2007-12-07,3977531999
2007-12-10,3974699000
2007-12-11,3935037000
2007-12-12,3969033000
2007-12-13,4031359000
2007-12-14,4017194000
2007-12-17,3988864000
2007-12-18,3966200000
2007-12-19,3932204000
2007-12-20,3966200000
2007-12-21,3929371000
2007-12-24,3937870000
2007-12-26,3929371000
2007-12-27,3875544000
2007-12-28,3875544000
2007-12-31,3587829440
2008-01-02,3540062480
2008-01-03,3548023640
2008-01-04,3502910400
2008-01-07,3534755040
2008-01-08,3598444320
2008-01-09,3691324520
2008-01-10,3731130320
2008-01-11,3667441040
2008-01-14,3670094760
2008-01-15,3646211280
2008-01-16,3691324520
2008-01-17,3667441040
2008-01-18,3635596400
2008-01-22,3550677360
2008-01-23,3489641800
2008-01-24,3412683920
2008-01-25,3436567400
2008-01-28,3463104600
2008-01-29,3457797160
2008-01-30,3455143440
2008-01-31,3532101320
2008-02-01,3537408760
2008-02-04,3510871560
2008-02-05,3630288960
2008-02-06,3582522000
2008-02-07,3598444320
2008-02-08,3574560840
2008-02-11,3611712920
2008-02-12,3617020360
2008-02-13,3624981520
2008-02-14,3595790600
2008-02-15,3579868280
2008-02-19,3561292240
2008-02-20,3574560840
2008-02-21,3529447600
2008-02-22,3545369920
2008-02-25,3579868280
2008-02-26,3603751760
2008-02-27,3603751760
2008-02-28,3598444320
2008-02-29,3548023640
2008-03-03,3516179000
2008-03-04,3534755040
2008-03-05,3505564120
2008-03-06,3460450880
2008-03-07,3463104600
2008-03-10,3428606240
2008-03-11,3486988080
2008-03-12,3521486440
2008-03-13,3497602960
2008-03-14,3465758320
2008-03-17,3444528560
2008-03-18,3494949240
2008-03-19,3465758320
2008-03-20,3502910400
2008-03-24,3532101320
2008-03-25,3585175720
2008-03-26,3571907120
2008-03-27,3537408760
2008-03-28,3533747920
2008-03-31,3610973760
2008-04-01,3690862560
2008-04-02,3794718000
2008-04-03,3826673520
2008-04-04,3805369840
2008-04-07,3784066160
2008-04-08,3778740240
2008-04-09,3757436560
2008-04-10,3805369840
2008-04-11,3786729120
2008-04-14,3784066160
2008-04-15,3749447680
2008-04-16,3797380960
2008-04-17,3762762480
2008-04-18,3749447680
2008-04-21,3730806960
2008-04-22,3720155120
2008-04-23,3746784720
2008-04-24,3746784720
2008-04-25,3784066160
2008-04-28,3752110640
2008-04-29,3778740240
2008-04-30,3784066160
2008-05-01,3770751360
2008-05-02,3778740240
2008-05-05,3730806960
2008-05-06,3653581120
2008-05-07,3616299680
2008-05-08,3597658960
2008-05-09,3579018240
2008-05-12,3594996000
2008-05-13,3645592240
2008-05-14,3656244080
2008-05-15,3736132880
2008-05-16,3800043920
2008-05-19,3808032800
2008-05-20,3810695760
2008-05-21,3808032800
2008-05-22,3813358720
2008-05-23,3797380960
2008-05-27,3794718000
2008-05-28,3797380960
2008-05-29,3800043920
2008-05-30,3789392080
2008-06-02,3789392080
2008-06-03,3797380960
2008-06-04,3821347600
2008-06-05,3808032800
2008-06-06,3658907040
2008-06-09,3645592240
2008-06-10,3656244080
2008-06-11,3634940400
2008-06-12,3664232960
2008-06-13,3685536640
2008-06-16,3706840320
2008-06-17,3733469920
2008-06-18,3760099520
2008-06-19,3770751360
2008-06-20,3725481040
2008-06-23,3709503280
2008-06-24,3701514400
2008-06-25,3794718000
2008-06-26,3752110640
2008-06-27,3822192000
2008-06-30,3855024000
2008-07-01,3833136000
2008-07-02,3833136000
2008-07-03,3622464000
2008-07-07,3400848000
2008-07-08,3600576000
2008-07-09,3658032000
2008-07-10,3668976000
2008-07-11,3723696000
2008-07-14,3701808000
2008-07-15,3658032000
2008-07-16,3660768000
2008-07-17,3734640000
2008-07-18,3737376000
2008-07-21,3731904000
2008-07-22,3805776000
2008-07-23,3816720000
2008-07-24,3745584000
2008-07-25,3718224000
2008-07-28,3723696000
2008-07-29,3751056000
2008-07-30,3792096000
2008-07-31,3753792000
2008-08-01,3745584000
2008-08-04,3923424000
2008-08-05,4101264000
2008-08-06,4186080000
2008-08-07,4139568000
2008-08-08,4243536000
2008-08-11,4300992000
2008-08-12,4199760000
2008-08-13,4199760000
2008-08-14,4210704000
2008-08-15,4172400000
2008-08-18,4175136000
2008-08-19,4232592000
2008-08-20,4197024000
2008-08-21,4194288000
2008-08-22,4205232000
2008-08-25,4161456000
2008-08-26,4207968000
2008-08-27,4257216000
2008-08-28,4287312000
2008-08-29,4276368000
2008-09-02,4314672000
2008-09-03,4383072000
2008-09-04,4320144000
2008-09-05,4333824000
2008-09-08,4391280000
2008-09-09,4369392000
2008-09-10,4292784000
2008-09-11,4344768000
2008-09-12,4402224000
2008-09-15,4372128000
2008-09-16,4355712000
2008-09-17,4262688000
2008-09-18,4355712000
2008-09-19,4205232000
2008-09-22,4197024000
2008-09-23,4259952000
2008-09-24,4249008000
2008-09-25,4210704000
2008-09-26,4296720880
2008-09-29,4215332960
2008-09-30,4355656960
2008-10-01,4403367120
2008-10-02,4439851360
2008-10-03,4431431920
2008-10-06,4408980080
2008-10-07,4302333840
2008-10-08,4282688480
2008-10-09,3926265520
2008-10-10,3822425760
2008-10-13,4055363600
2008-10-14,4133945040
2008-10-15,3999234000
2008-10-16,4049750640
2008-10-17,3990814560
2008-10-20,4069396000
2008-10-21,4139558000
2008-10-22,4016072880
2008-10-23,3996427520
2008-10-24,3884168320
2008-10-27,3760683200
2008-10-28,3909426640
2008-10-29,3954330320
2008-10-30,4044137680
2008-10-31,4145170960
2008-11-03,4170429280
2008-11-04,4218139440
2008-11-05,4075008960
2008-11-06,3940297919
2008-11-07,4024492320
2008-11-10,3993621040
2008-11-11,3889781280
2008-11-12,3763489680
2008-11-13,4016072880
2008-11-14,3971169200
2008-11-17,4007653440
2008-11-18,4111493200
2008-11-19,4133945040
2008-11-20,3948717360
2008-11-21,3988008080
2008-11-24,4080621919
2008-11-25,3985201600
2008-11-26,4060976560
2008-11-28,4170429280
2008-12-01,3940297919
2008-12-02,3971169200
2008-12-03,4018879360
2008-12-04,3920652560
2008-12-05,3811199840
2008-12-08,3808393360
2008-12-09,3648424000
2008-12-10,3620359200
2008-12-11,3550197200
2008-12-12,3609133280
2008-12-15,3583874960
2008-12-16,3682101760
2008-12-17,3698940640
2008-12-18,3814006320
2008-12-19,3679295280
2008-12-22,3783135040
2008-12-23,3738231360
2008-12-24,3763489680
2008-12-26,3805586880
2008-12-29,3794360960
2008-12-30,3853297040
2008-12-31,3941532080
2009-01-02,3905010400
2009-01-05,3888154240
2009-01-06,3871298080
2009-01-07,3806682800
2009-01-08,3806682800
2009-01-09,3747686240
2009-01-12,3728020720
2009-01-13,3702736480
2009-01-14,3654977360
2009-01-15,3705545840
2009-01-16,3767351760
2009-01-20,3711164560
2009-01-21,3747686240
2009-01-22,3722402000
2009-01-23,3739258160
2009-01-26,3756114320
2009-01-27,3781398560
2009-01-28,3874107439
2009-01-29,3829157680
2009-01-30,3739258160
2009-02-02,3792636000
2009-02-03,3812301520
2009-02-04,3789826640
2009-02-05,3688689680
2009-02-06,3747686240
2009-02-09,3691499040
2009-02-10,3640930560
2009-02-11,3674642880
2009-02-12,3671833520
2009-02-13,3612836960
2009-02-17,3587552720
2009-02-18,3576315280
2009-02-19,3576315280
2009-02-20,3514509360
2009-02-23,3435847280
2009-02-24,3522937439
2009-02-25,3444275360
2009-02-26,3407753680
2009-02-27,3435847280
2009-03-02,3309426080
2009-03-03,3303807360
2009-03-04,3357185200
2009-03-05,3295379280
2009-03-06,3292569920
2009-03-09,3250429520
2009-03-10,3289760560
2009-03-11,3334710320
2009-03-12,3438656640
2009-03-13,3500462560
2009-03-16,3567887200
2009-03-17,3598790160
2009-03-18,3607218240
2009-03-19,3548221680
2009-03-20,3542602960
2009-03-23,3621265040
2009-03-24,3638121200
2009-03-25,3570696560
2009-03-26,3570696560
2009-03-27,3618392480
2009-03-30,3666225040
2009-03-31,3674666080
2009-04-01,3666225040
2009-04-02,3781585920
2009-04-03,3773144880
2009-04-06,3818163760
2009-04-07,3770331200
2009-04-08,3801281680
2009-04-09,3764703840
2009-04-13,3705616560
2009-04-14,3649342960
2009-04-15,3728126000
2009-04-16,3739380719
2009-04-17,3795654320
2009-04-20,3742194400
2009-04-21,3756262800
2009-04-22,3716871280
2009-04-23,3685920800
2009-04-24,3677479760
2009-04-27,3759076480
2009-04-28,3798468000
2009-04-29,3820977440
2009-04-30,3826604800
2009-05-01,3829418480
2009-05-04,4003866640
2009-05-05,3868810000
2009-05-06,3851927920
2009-05-07,3832232160
2009-05-08,3790026960
2009-05-11,3778772240
2009-05-12,3719684960
2009-05-13,3725312320
2009-05-14,3711243920
2009-05-15,3714057600
2009-05-18,3728126000
2009-05-19,3646529280
2009-05-20,3581814640
2009-05-21,3553677840
2009-05-22,3562118880
2009-05-26,3626833520
2009-05-27,3517100000
