,IBM
2013-11-26,181799475000
2013-11-27,183504750000
2013-11-29,184234050000
2013-12-02,181971075000
2013-12-03,180544650000
2013-12-04,180190725000
2013-12-05,180544650000
2013-12-06,182174850000
2013-12-09,181960350000
2013-12-10,181606425000
2013-12-11,179643750000
2013-12-12,177766875000
2013-12-13,177177000000
2013-12-16,182357175000
2013-12-17,180212175000
2013-12-18,183225900000
2013-12-19,184781025000
2013-12-20,184577250000
2013-12-23,186850950000
2013-12-24,187859100000
2013-12-26,190047000000
2013-12-27,189768150000
2013-12-30,191130225000
2013-12-31,185632064000
2014-01-02,183613424000
2014-01-03,184710736000
2014-01-06,184079264000
2014-01-07,187754224000
2014-01-08,186025440000
2014-01-09,185445728000
2014-01-10,185321504000
2014-01-13,182257312000
2014-01-14,183996448000
2014-01-15,185797696000
2014-01-16,186812192000
2014-01-17,188126896000
2014-01-21,186480928000
2014-01-22,180373248000
2014-01-23,180839088000
2014-01-24,177785248000
2014-01-27,176066816000
2014-01-28,175021264000
2014-01-29,174576128000
2014-01-30,175528512000
2014-01-31,174855632000
2014-02-03,171118560000
2014-02-04,171056448000
2014-02-05,172443616000
2014-02-06,172868048000
2014-02-07,175424992000
2014-02-10,175311120000
2014-02-11,177847360000
2014-02-12,178375312000
2014-02-13,179959168000
2014-02-14,181791472000
2014-02-18,181294576000
2014-02-19,181056480000
2014-02-20,182360832000
2014-02-21,180901200000
2014-02-24,181553376000
2014-02-25,181335984000
2014-02-26,182164144000
2014-02-27,183354624000
2014-02-28,183261456000
2014-03-03,182360832000
2014-03-04,184514048000
2014-03-05,185207632000
2014-03-06,185704528000
2014-03-07,185745936000
2014-03-10,184462288000
2014-03-11,184834960000
2014-03-12,184296656000
2014-03-13,181998512000
2014-03-14,180331840000
2014-03-17,183892928000
2014-03-18,184876368000
2014-03-19,182805968000
2014-03-20,185963328000
2014-03-21,184741792000
2014-03-24,186304944000
2014-03-25,193023392000
2014-03-26,190632080000
2014-03-27,187868096000
2014-03-28,188478864000
2014-03-31,190497504000
2014-04-01,185875620000
2014-04-02,184965984000
2014-04-03,184146312000
2014-04-04,183266664000
2014-04-07,185895612000
2014-04-08,184716084000
2014-04-09,187914804000
2014-04-10,186995172000
2014-04-11,186535356000
2014-04-14,188994372000
2014-04-15,188284656000
2014-04-16,187684896000
2014-04-17,181577340000
2014-04-21,183736476000
2014-04-22,183626520000
2014-04-23,183226680000
2014-04-24,181777260000
2014-04-25,181217484000
2014-04-28,184576140000
2014-04-29,186455388000
2014-04-30,187754868000
2014-05-01,184945992000
2014-05-02,182946792000
2014-05-05,182776860000
2014-05-06,181597332000
2014-05-07,180907608000
2014-05-08,180527760000
2014-05-09,181647312000
2014-05-12,184026360000
2014-05-13,183666504000
2014-05-14,180347832000
2014-05-15,178188696000
2014-05-16,178758468000
2014-05-19,178708488000
2014-05-20,176689296000
2014-05-21,178118724000
2014-05-22,177438996000
2014-05-23,177688896000
2014-05-27,176579340000
2014-05-28,174959988000
2014-05-29,175609728000
2014-05-30,176179500000
2014-06-02,177448992000
2014-06-03,176189496000
2014-06-04,176329440000
2014-06-05,177728880000
2014-06-06,178098732000
2014-06-09,177958788000
2014-06-10,176119524000
2014-06-11,174170304000
2014-06-12,173180700000
2014-06-13,174460188000
2014-06-16,174260268000
2014-06-17,174170304000
2014-06-18,175459788000
2014-06-19,174710088000
2014-06-20,173500572000
2014-06-23,174060348000
2014-06-24,172860828000
2014-06-25,172700892000
2014-06-26,172371024000
2014-06-27,173650512000
2014-06-30,171878940000
2014-07-01,176689170000
2014-07-02,178633098000
2014-07-03,178762032000
2014-07-07,178295886000
2014-07-08,177522282000
2014-07-09,178652934000
2014-07-10,177978510000
2014-07-11,178256214000
2014-07-14,180021618000
2014-07-15,178722360000
2014-07-16,182392020000
2014-07-17,182511036000
2014-07-18,182520954000
2014-07-21,180963828000
2014-07-22,184028490000
2014-07-23,183592098000
2014-07-24,185119470000
2014-07-25,184326030000
2014-07-28,185635206000
2014-07-29,184484718000
2014-07-30,183949146000
2014-07-31,181737432000
2014-08-01,179347194000
2014-08-04,179813340000
2014-08-05,177403266000
2014-08-06,176332122000
2014-08-07,174755160000
2014-08-08,176956956000
2014-08-11,177760314000
2014-08-12,177631380000
2014-08-13,178206624000
2014-08-14,178147116000
2014-08-15,177671052000
2014-08-18,179545554000
2014-08-19,180219978000
2014-08-20,180249732000
2014-08-21,181320876000
2014-08-22,180547272000
2014-08-25,181251450000
2014-08-26,182987100000
2014-08-27,182292840000
2014-08-28,182054808000
2014-08-29,182332512000
2014-09-02,181638252000
2014-09-03,182005218000
2014-09-04,180795222000
2014-09-05,181291122000
2014-09-08,180289404000
2014-09-09,180140634000
2014-09-10,181618416000
2014-09-11,181787022000
2014-09-12,181370466000
2014-09-15,181866366000
2014-09-16,182957346000
2014-09-17,182808576000
2014-09-18,183711114000
2014-09-19,183949146000
2014-09-22,183106116000
2014-09-23,181687842000
2014-09-24,182342430000
2014-09-25,179218260000
2014-09-26,180210060000
2014-09-29,179813340000
2014-09-30,179737792000
2014-10-01,177222176000
2014-10-02,176974576000
2014-10-03,178638448000
2014-10-06,178994992000
2014-10-07,175835616000
2014-10-08,179292112000
2014-10-09,176509088000
2014-10-10,176043600000
2014-10-13,173765680000
2014-10-14,174033088000
2014-10-15,172091904000
2014-10-16,170279472000
2014-10-17,172369216000
2014-10-20,160108064000
2014-10-21,154551920000
2014-10-22,153185168000
2014-10-23,153561520000
2014-10-24,153462480000
2014-10-27,153264400000
2014-10-28,154908464000
2014-10-29,154769808000
2014-10-30,155611648000
2014-10-31,155661168000
2014-11-03,155621552000
2014-11-04,154007200000
2014-11-05,153214880000
2014-11-06,152878144000
2014-11-07,153452576000
2014-11-10,154799520000
2014-11-11,154621248000
2014-11-12,153313920000
2014-11-13,154135952000
2014-11-14,155433376000
2014-11-17,155433376000
2014-11-18,153284208000
2014-11-19,152848432000
2014-11-20,152105632000
2014-11-21,152363136000
2014-11-24,153531808000
2014-11-25,153165360000
2014-11-26,153343632000
2014-11-28,153551616000
2014-12-01,152957376000
2014-12-02,154027008000
2014-12-03,155770112000
2014-12-04,155334336000
2014-12-05,154591536000
2014-12-08,153254496000
2014-12-09,154324128000
2014-12-10,151976880000
2014-12-11,152511696000
2014-12-12,147123920000
2014-12-15,144925232000
2014-12-16,143360400000
2014-12-17,143855600000
2014-12-18,149302800000
2014-12-19,150085216000
2014-12-22,152858336000
2014-12-23,153620944000
2014-12-24,153214880000
2014-12-26,153710080000
2014-12-29,151976880000
2014-12-30,151541104000
2014-12-31,151554778000
2015-01-02,153086333000
2015-01-05,150685250000
2015-01-06,147434401000
2015-01-07,146466063000
2015-01-08,149647745000
2015-01-09,150299891000
2015-01-12,147780236000
2015-01-13,148126071000
2015-01-14,147177495000
2015-01-15,146011537000
2015-01-16,148442263000
2015-01-20,148264405000
2015-01-21,143669740000
2015-01-22,146792136000
2015-01-23,147246662000
2015-01-26,147701188000
2015-01-27,145161771000
2015-01-28,143165809000
2015-01-29,146871184000
2015-01-30,144825817000
2015-02-02,146100466000
2015-02-03,149697150000
2015-02-04,148274286000
2015-02-05,149173457000
2015-02-06,148047023000
2015-02-09,147128090000
2015-02-10,149786079000
2015-02-11,149440244000
2015-02-12,149746555000
2015-02-13,151525135000
2015-02-17,152048828000
2015-02-18,153214786000
2015-02-19,154815508000
2015-02-20,154588245000
2015-02-23,153896575000
2015-02-24,155704798000
2015-02-25,153797765000
2015-02-26,151969780000
2015-02-27,152977642000
2015-03-02,151594302000
2015-03-03,152117995000
2015-03-04,150596321000
2015-03-05,152256329000
2015-03-06,149726793000
2015-03-09,151870970000
2015-03-10,149074647000
2015-03-11,148116190000
2015-03-12,149232743000
2015-03-13,145744750000
2015-03-16,148382977000
2015-03-17,148274286000
2015-03-18,150961918000
2015-03-19,150961918000
2015-03-20,153866932000
2015-03-23,155517059000
2015-03-24,153975623000
2015-03-25,150388820000
2015-03-26,151702993000
2015-03-27,151525135000
2015-03-30,153669312000
2015-03-31,150724112000
2015-04-01,149486414000
2015-04-02,150674997000
2015-04-06,152168093000
2015-04-07,152197562000
2015-04-08,151991279000
2015-04-09,152452960000
2015-04-10,152944110000
2015-04-13,152492252000
2015-04-14,152413668000
2015-04-15,154132693000
2015-04-16,153199508000
2015-04-17,150881280000
2015-04-20,156038355000
2015-04-21,154260392000
2015-04-22,155291807000
2015-04-23,159869325000
2015-04-24,159437113000
2015-04-27,160331006000
2015-04-28,163327021000
2015-04-29,163778879000
2015-04-30,160861448000
2015-05-01,163091269000
2015-05-04,163376136000
2015-05-05,162541181000
2015-05-06,159692511000
2015-05-07,160576581000
2015-05-08,162167907000
2015-05-11,160694457000
2015-05-12,160164015000
2015-05-13,161784810000
2015-05-14,163454720000
2015-05-15,162708172000
2015-05-18,162521535000
2015-05-19,162914455000
2015-05-20,163179676000
2015-05-21,162786756000
2015-05-22,161735695000
2015-05-26,159771095000
2015-05-27,161529412000
2015-05-28,161254368000
2015-05-29,159319237000
2015-06-01,159820210000
2015-06-02,159319237000
2015-06-03,159574635000
2015-06-04,158130654000
2015-06-05,157207292000
2015-06-08,155272161000
2015-06-09,155586497000
2015-06-10,158631627000
2015-06-11,158503928000
2015-06-12,156824195000
2015-06-15,156136585000
2015-06-16,156676850000
2015-06-17,156991186000
2015-06-18,158002955000
2015-06-19,156824195000
2015-06-22,157511805000
2015-06-23,158346760000
2015-06-24,156804549000
2015-06-25,155969594000
2015-06-26,155380214000
2015-06-29,153042340000
2015-06-30,151637801000
2015-07-01,153344226000
2015-07-02,153900033000
2015-07-06,153568499000
2015-07-07,153812274000
2015-07-08,152096098000
2015-07-09,152739664000
2015-07-10,155635711000
2015-07-13,157897943000
2015-07-14,157186120000
2015-07-15,157108112000
2015-07-16,159409348000
2015-07-17,160813492000
2015-07-20,161476560000
2015-07-21,152018090000
2015-07-22,149482830000
2015-07-23,150769962000
2015-07-24,148917272000
2015-07-27,148283457000
2015-07-28,149200051000
2015-07-29,150175151000
2015-07-30,150048388000
2015-07-31,151013737000
2015-08-03,147951923000
2015-08-04,146918317000
2015-08-05,147201096000
2015-08-06,145728695000
2015-08-07,144607330000
2015-08-10,146128486000
2015-08-11,144968117000
2015-08-12,145572679000
2015-08-13,144558575000
2015-08-14,145192390000
2015-08-17,145718944000
2015-08-18,145436165000
2015-08-19,143505467000
2015-08-20,142315845000
2015-08-21,138756730000
2015-08-24,133744716000
2015-08-25,131404475999
2015-08-26,136757775000
2015-08-27,138473951000
2015-08-28,137947397000
2015-08-31,137869389000
2015-09-01,133013391000
2015-09-02,135217116999
2015-09-03,136835783000
2015-09-04,133959238000
2015-09-08,137255075999
2015-09-09,135217116999
2015-09-10,136289727000
2015-09-11,137381838999
2015-09-14,135772924000
2015-09-15,137528104000
2015-09-16,138347188000
2015-09-17,138103413000
2015-09-18,134710065000
2015-09-21,136553003999
2015-09-22,134641808000
2015-09-23,133920234000
2015-09-24,134622306000
2015-09-25,135558402000
2015-09-28,132857375000
2015-09-29,132808619999
2015-09-30,134349146000
2015-10-01,133079232000
2015-10-02,133990468000
2015-10-05,138129806000
2015-10-06,137887456000
2015-10-07,139099206000
2015-10-08,141125252000
2015-10-09,141231886000
2015-10-12,140068606000
2015-10-13,138662976000
2015-10-14,139021654000
2015-10-15,139099206000
2015-10-16,139380332000
2015-10-19,138294604000
2015-10-20,130345524000
2015-10-21,130597568000
2015-10-22,133534850000
2015-10-23,134087408000
2015-10-26,133137396000
2015-10-27,127766920000
2015-10-28,130520015999
2015-10-29,130258278000
2015-10-30,129822047999
2015-11-02,130093479999
2015-11-03,131489415999
2015-11-04,131256760000
2015-11-05,129647556000
2015-11-06,128125597999
2015-11-09,125401584000
2015-11-10,125546993999
2015-11-11,125130152000
2015-11-12,123297986000
2015-11-13,122105624000
2015-11-16,123918402000
2015-11-17,124015342000
2015-11-18,125876590000
2015-11-19,126729661999
2015-11-20,128358254000
2015-11-23,128319478000
2015-11-24,128445500000
2015-11-25,127892942000
2015-11-27,128319478000
2015-11-30,129211325999
2015-12-01,130936858000
2015-12-02,129473064000
2015-12-03,128746014000
2015-12-04,130141950000
2015-12-07,129327654000
2015-12-08,127941411999
2015-12-09,126603640000
2015-12-10,126758743999
2015-12-11,124713310000
2015-12-14,125973529999
2015-12-15,127699061999
2015-12-16,129085304000
2015-12-17,126739356000
2015-12-18,125023518000
2015-12-21,125576075999
2015-12-22,127825084000
2015-12-23,128397029999
2015-12-24,128125597999
2015-12-28,127534264000
2015-12-29,129540922000
2015-12-30,129133774000
2015-12-31,126530869000
2016-01-04,124992149000
2016-01-05,124905596000
2016-01-06,124280490999
2016-01-07,122155134000
2016-01-08,121020328000
2016-01-11,122491729000
2016-01-12,122193602000
2016-01-13,120597180000
2016-01-14,122203219000
2016-01-15,119548927000
2016-01-19,117789016000
2016-01-20,112038050000
2016-01-21,112999750000
2016-01-22,112624687000
2016-01-25,112240007000
2016-01-26,112711240000
2016-01-27,111210988000
2016-01-28,112374645000
2016-01-29,114730810000
2016-02-01,114769278000
2016-02-02,113028601000
2016-02-03,114673108000
2016-02-04,117365868000
2016-02-05,118212164000
2016-02-08,116750380000
2016-02-09,114067237000
2016-02-10,110499330000
2016-02-11,108354739000
2016-02-12,111287924000
2016-02-16,112845878000
2016-02-17,115932935000
2016-02-18,121780071000
2016-02-19,122357091000
2016-02-22,122991813000
2016-02-23,121731986000
2016-02-24,122097432000
2016-02-25,123665003000
2016-02-26,121385774000
2016-02-29,120472159000
2016-03-01,123539982000
2016-03-02,125319127000
2016-03-03,126694358000
2016-03-04,126694358000
2016-03-07,128858183000
2016-03-08,127858014999
2016-03-09,129098608000
2016-03-10,128887034000
2016-03-11,130887370000
2016-03-14,131272050000
2016-03-15,131435538999
2016-03-16,133118513999
2016-03-17,135186169000
2016-03-18,135234254000
2016-03-21,136647953000
2016-03-22,136167103000
2016-03-23,133685916999
2016-03-24,136022848000
2016-03-28,136436379000
2016-03-29,137292291999
2016-03-30,136445996000
2016-03-31,138621946000
2016-04-01,139598494000
2016-04-04,139186812000
2016-04-05,137291160000
2016-04-06,137310307999
2016-04-07,135692301999
2016-04-08,136697572000
2016-04-11,136611406000
2016-04-12,136956070000
2016-04-13,138420892000
2016-04-14,138353874000
2016-04-15,138870870000
2016-04-18,139608068000
2016-04-19,131805257999
2016-04-20,133729632000
2016-04-21,136649701999
2016-04-22,135922078000
2016-04-25,136209298000
2016-04-26,136448648000
2016-04-27,137721990000
2016-04-28,134610440000
2016-04-29,133576448000
2016-05-02,132963712000
2016-05-03,131920146000
2016-05-04,132035034000
2016-05-05,134064722000
2016-05-06,134811494000
2016-05-09,134859364000
2016-05-10,137262438000
2016-05-11,136333760000
2016-05-12,136228446000
2016-05-13,135204028000
2016-05-16,136802885999
2016-05-17,135462526000
2016-05-18,134859364000
2016-05-19,132657344000
2016-05-20,134773198000
2016-05-23,134342368000
2016-05-24,135749746000
2016-05-25,138842148000
2016-05-26,139531476000
2016-05-27,139895288000
2016-05-31,140718652000
2016-06-01,139588920000
2016-06-02,140498450000
2016-06-03,139943158000
2016-06-06,139789974000
2016-06-07,140345266000
2016-06-08,140958002000
2016-06-09,140421858000
2016-06-10,139464458000
2016-06-13,138468762000
2016-06-14,138267708000
2016-06-15,137913470000
2016-06-16,138267708000
2016-06-17,139119794000
2016-06-20,140594190000
2016-06-21,141005872000
2016-06-22,139971880000
2016-06-23,142193048000
2016-06-24,134170035999
2016-06-27,131345706000
2016-06-28,133356246000
2016-06-29,135883782000
2016-06-30,138434940000
2016-07-01,138950100000
2016-07-05,138339540000
2016-07-06,138969180000
2016-07-07,139179060000
2016-07-08,140877180000
2016-07-11,141669000000
2016-07-12,143224020000
2016-07-13,144120780000
2016-07-14,146181420000
2016-07-15,145723500000
2016-07-18,145799820000
2016-07-19,145542240000
2016-07-20,147164040000
2016-07-21,146334060000
2016-07-22,147812760000
2016-07-25,148347000000
2016-07-26,147860460000
2016-07-27,147593340000
2016-07-28,147173580000
2016-07-29,146496240000
2016-08-01,147249900000
2016-08-02,146458080000
2016-08-03,146534400000
2016-08-04,147345300000
2016-08-05,149119740000
2016-08-08,147784140000
2016-08-09,147545640000
2016-08-10,147822300000
2016-08-11,149148360000
2016-08-12,147707820000
2016-08-15,147641040000
2016-08-16,146563020000
2016-08-17,146324520000
2016-08-18,147164040000
2016-08-19,145962000000
2016-08-22,145923840000
2016-08-23,146162340000
2016-08-24,145065240000
2016-08-25,144674100000
2016-08-26,144397440000
2016-08-29,145675800000
2016-08-30,145380060000
2016-08-31,144903060000
2016-09-01,145504080000
2016-09-02,145513620000
2016-09-06,146248200000
2016-09-07,147421620000
2016-09-08,145017540000
2016-09-09,141993360000
2016-09-12,144368820000
2016-09-13,142107840000
2016-09-14,140505120000
2016-09-15,141964740000
2016-09-16,140304780000
2016-09-19,141249240000
2016-09-20,140867640000
2016-09-21,141850260000
2016-09-22,142374960000
2016-09-23,141344640000
2016-09-26,140438340000
2016-09-27,142985520000
2016-09-28,144368820000
2016-09-29,144206640000
2016-09-30,144054396000
2016-10-03,142935048000
2016-10-04,141891588000
2016-10-05,142451262000
2016-10-06,142271028000
2016-10-07,141170652000
2016-10-10,142394346000
2016-10-11,140373828000
2016-10-12,139918500000
2016-10-13,139406256000
2016-10-14,140070276000
2016-10-17,140354856000
2016-10-18,136683774000
2016-10-19,137177046000
2016-10-20,137414196000
2016-10-21,135697230000
2016-10-24,136550969999
2016-10-25,136826064000
2016-10-26,137670318000
2016-10-27,139074246000
2016-10-28,138400740000
2016-10-31,139377798000
2016-11-01,138562002000
2016-11-02,137803122000
2016-11-03,138182562000
2016-11-04,138239478000
2016-11-07,141218082000
2016-11-08,140724810000
2016-11-09,140392800000
2016-11-10,145297062000
2016-11-11,146255148000
2016-11-14,143475750000
2016-11-15,143893134000
2016-11-16,144452808000
2016-11-17,144917622000
2016-11-18,145458324000
2016-11-21,147611646000
2016-11-22,147526272000
2016-11-23,146900196000
2016-11-25,147953142000
2016-11-28,149195808000
2016-11-29,148304124000
2016-11-30,147118374000
2016-12-01,144936594000
2016-12-02,145116828000
2016-12-05,144955566000
2016-12-06,145420380000
2016-12-07,149442444000
2016-12-08,149964174000
2016-12-09,151017120000
2016-12-12,150087492000
2016-12-13,152620254000
2016-12-14,152819460000
2016-12-15,152373618000
2016-12-16,151206840000
2016-12-19,151159410000
2016-12-20,151994178000
2016-12-21,151747542000
2016-12-22,151500906000
2016-12-23,151187868000
2016-12-27,151576794000
2016-12-28,150713568000
2016-12-29,151083522000
2016-12-30,150533334000
2017-01-03,150633216000
2017-01-04,152499168000
2017-01-05,151990272000
2017-01-06,152734768000
2017-01-09,151047872000
2017-01-10,149125376000
2017-01-11,151132688000
2017-01-12,151311744000
2017-01-13,150765152000
2017-01-17,151264624000
2017-01-18,150275104000
2017-01-19,150284528000
2017-01-20,153658320000
2017-01-23,154091824000
2017-01-24,158473984000
2017-01-25,160632080000
2017-01-26,160961920000
2017-01-27,159736800000
2017-01-30,158389168000
2017-01-31,157239440000
2017-02-01,157032112000
2017-02-02,157286560000
2017-02-03,158408016000
2017-02-06,158445712000
2017-02-07,160782864000
2017-02-08,158719008000
2017-02-09,159661408000
2017-02-10,160980768000
2017-02-13,161593328000
2017-02-14,162290704000
2017-02-15,163685456000
2017-02-16,163459280000
2017-02-17,162771328000
2017-02-21,162403792000
2017-02-22,163204832000
2017-02-23,163657184000
2017-02-24,163383888000
2017-02-27,161631024000
2017-02-28,162007984000
2017-03-01,163930480000
2017-03-02,162648816000
2017-03-03,162215312000
2017-03-06,162592272000
2017-03-07,162516880000
2017-03-08,161678144000
2017-03-09,159633136000
2017-03-10,160217424000
2017-03-13,158982880000
2017-03-14,158313776000
2017-03-15,158398592000
2017-03-16,159689680000
2017-03-17,158257232000
2017-03-20,158294928000
2017-03-21,156655152000
2017-03-22,157465616000
2017-03-23,157503312000
2017-03-24,156617456000
2017-03-27,156560912000
2017-03-28,157230016000
2017-03-29,156711696000
2017-03-30,156636304000
2017-03-31,155642152000
2017-04-03,155969367000
2017-04-04,155988065000
2017-04-05,154520272000
2017-04-06,154136963000
2017-04-07,153856493000
2017-04-10,153015083000
2017-04-11,152463492000
2017-04-12,152528935000
2017-04-13,151519243000
2017-04-17,152930942000
2017-04-18,151986693000
2017-04-19,144516842000
2017-04-20,145059084000
2017-04-21,143348217000
2017-04-24,143675432000
2017-04-25,143357566000
2017-04-26,143058398000
2017-04-27,143292123000
2017-04-28,143264076000
2017-05-01,141964565000
2017-05-02,142198290000
2017-05-03,141777585000
2017-05-04,142160894000
2017-05-05,138580227000
2017-05-08,136775870000
2017-05-09,135953157999
2017-05-10,135186540000
2017-05-11,134644298000
2017-05-12,134401223999
2017-05-15,135420265000
2017-05-16,137355507999
2017-05-17,134896721000
2017-05-18,134765835000
2017-05-19,135840970000
2017-05-22,136429957000
2017-05-23,135878366000
2017-05-24,136308420000
2017-05-25,136925454000
2017-05-26,136289722000
2017-05-30,135616594000
2017-05-31,136420607999
2017-06-01,136458004000
2017-06-02,135897064000
2017-06-05,136224279000
2017-06-06,136186882999
2017-06-07,134943466000
2017-06-08,135943809000
2017-06-09,137729468000
2017-06-12,138701764000
2017-06-13,137869703000
2017-06-14,137477045000
2017-06-15,137841656000
2017-06-16,138879395000
2017-06-19,138393247000
2017-06-20,138496086000
2017-06-21,137458347000
2017-06-22,138000589000
2017-06-23,137738817000
2017-06-26,138739160000
2017-06-27,138309106000
2017-06-28,138823301000
2017-06-29,137757515000
2017-06-30,136686858000
2017-07-03,138238956000
2017-07-05,136538154000
2017-07-06,135376404000
2017-07-07,135887574000
2017-07-10,136315097999
2017-07-11,136110629999
2017-07-12,136566036000
2017-07-13,136500978000
2017-07-14,137049324000
2017-07-17,135952632000
2017-07-18,136835561999
2017-07-19,131082576000
2017-07-20,131203397999
2017-07-21,130682934000
2017-07-24,129716358000
2017-07-25,129892943999
2017-07-26,129158718000
2017-07-27,128898486000
2017-07-28,128201436000
2017-07-31,128545314000
2017-08-01,129102954000
2017-08-02,128350140000
2017-08-03,128786958000
2017-08-04,128982132000
2017-08-07,127476504000
2017-08-08,126268284000
2017-08-09,125970876000
2017-08-10,126026640000
2017-08-11,126026640000
2017-08-14,126454164000
2017-08-15,126231108000
2017-08-16,126612161999
2017-08-17,125013593999
2017-08-18,124130664000
2017-08-21,124688304000
2017-08-22,125292414000
2017-08-23,126296165999
2017-08-24,127002510000
2017-08-25,127718147999
2017-08-28,126621456000
2017-08-29,127188390000
2017-08-30,126667926000
2017-08-31,127086156000
2017-09-01,128015556000
2017-09-05,127095450000
2017-09-06,127792500000
2017-09-07,126974628000
2017-09-08,126574986000
2017-09-11,128712606000
2017-09-12,129511890000
2017-09-13,129716358000
2017-09-14,129316715999
2017-09-15,128675429999
2017-09-18,128433786000
2017-09-19,128294376000
2017-09-20,129614124000
2017-09-21,129065778000
2017-09-22,128954250000
2017-09-25,129614124000
2017-09-26,130218234000
2017-09-27,129418950000
2017-09-28,129418950000
2017-09-29,128907779999
2017-10-02,129624145000
2017-10-03,129735085000
2017-10-04,129466980000
2017-10-05,129679615000
2017-10-06,129466980000
2017-10-09,130271295000
2017-10-10,131251265000
2017-10-11,130474685000
2017-10-12,129947720000
2017-10-13,130012435000
2017-10-16,129772065000
2017-10-17,129522450000
2017-10-18,140995495000
2017-10-19,142206590000
2017-10-20,143242030000
2017-10-23,141013985000
2017-10-24,137768990000
2017-10-25,135670375000
2017-10-26,135762825000
2017-10-27,135827539999
2017-10-30,136428465000
2017-10-31,136160360000
2017-11-01,136141869999
2017-11-02,135540945000
2017-11-03,133969295000
2017-11-06,133322145000
2017-11-07,133765905000
2017-11-08,133960050000
2017-11-09,132841405000
2017-11-10,131833700000
2017-11-13,131158815000
2017-11-14,131593330000
2017-11-15,130012435000
2017-11-16,131796720000
2017-11-17,131667289999
2017-11-20,133026304999
2017-11-21,134302115000
2017-11-22,134144950000
2017-11-24,134200420000
2017-11-27,134329850000
2017-11-28,134755119999
2017-11-29,135716600000
2017-11-30,136086399999
2017-12-01,136779774999
2017-12-04,138286710000
2017-12-05,137306740000
2017-12-06,136197340000
2017-12-07,135735090000
2017-12-08,136826000000
2017-12-11,137362210000
2017-12-12,138536325000
2017-12-13,136030929999
2017-12-14,136114134999
2017-12-15,134782855000
2017-12-18,135522455000
2017-12-19,135430005000
2017-12-20,135180390000
2017-12-21,133904580000
2017-12-22,134782855000
2017-12-26,135078695000
2017-12-27,135346800000
2017-12-28,136151115000
2017-12-29,135596414999
2018-01-02,135775629000
2018-01-03,139504464000
2018-01-04,142331013000
2018-01-05,143021538000
2018-01-08,143886996000
2018-01-09,144209241000
2018-01-10,144513072000
2018-01-11,144531486000
2018-01-12,143601579000
2018-01-16,144218448000
2018-01-17,148444461000
2018-01-18,148858776000
2018-01-19,142920261000
2018-01-22,143122815000
2018-01-23,146336058000
2018-01-24,145562670000
2018-01-25,145645533000
2018-01-26,147293586000
2018-01-29,146814822000
2018-01-30,144015894000
2018-01-31,144089550000
2018-02-01,142947882000
2018-02-02,139983228000
2018-02-05,134256474000
2018-02-06,136733156999
2018-02-07,135416556000
2018-02-08,129910770000
2018-02-09,131595651000
2018-02-12,133262118000
2018-02-13,132691284000
2018-02-14,136217564999
2018-02-15,137322405000
2018-02-16,137469717000
2018-02-20,136576638000
2018-02-21,135517833000
2018-02-22,134827308000
2018-02-23,136889676000
2018-02-26,139587327000
2018-02-27,137801169000
2018-02-28,137165885999
2018-03-01,135388935000
2018-03-02,135987389999
2018-03-05,138151035000
2018-03-06,137064609000
2018-03-07,139357152000
2018-03-08,137497338000
2018-03-09,140222610000
2018-03-12,141060447000
2018-03-13,140231817000
2018-03-14,139182219000
2018-03-15,140489613000
2018-03-16,141060447000
2018-03-19,138500901000
2018-03-20,137488131000
2018-03-21,137920860000
2018-03-22,133869780000
2018-03-23,131052438000
2018-03-26,135002241000
2018-03-27,133713260999
2018-03-28,134247267000
2018-03-29,135048276000
2018-04-02,131289397000
2018-04-03,131097225999
2018-04-04,134830834000
2018-04-05,134757625999
2018-04-06,131728644999
2018-04-09,133586297999
2018-04-10,135947256000
2018-04-11,135919803000
2018-04-12,138289912000
2018-04-13,137100282000
2018-04-16,138134345000
2018-04-17,140769833000
2018-04-18,130172975000
2018-04-19,129212119999
2018-04-20,126768803000
2018-04-23,127610694999
2018-04-24,127345316000
2018-04-25,127674752000
2018-04-26,128361077000
2018-04-27,128150604000
2018-04-30,126823709000
2018-05-01,126851162000
2018-05-02,124627469000
2018-05-03,124224825000
2018-05-04,125899458000
2018-05-07,125295491999
2018-05-08,125103321000
2018-05-09,124764734000
2018-05-10,126192290000
2018-05-11,126100780000
2018-05-14,126238044999
2018-05-15,125753041999
2018-05-16,126530877000
2018-05-17,126421065000
2018-05-18,126045874000
2018-05-21,127281259000
2018-05-22,126933521000
2018-05-23,126567481000
2018-05-24,126036722999
2018-05-25,125661532000
2018-05-29,123547650999
2018-05-30,124773885000
2018-05-31,123630010000
2018-06-01,124188221000
2018-06-04,125139925000
2018-06-05,125716438000
2018-06-06,126604085000
2018-06-07,127171447000
2018-06-08,127848621000
2018-06-11,128232963000
2018-06-12,128489191000
2018-06-13,128031641000
2018-06-14,127025031000
2018-06-15,127198900000
2018-06-18,126402763000
2018-06-19,125890307000
2018-06-20,124783036000
2018-06-21,123575104000
2018-06-22,123602557000
2018-06-25,121424619000
2018-06-26,121671696000
2018-06-27,120271593000
2018-06-28,122513588000
2018-06-29,122220756000
2018-07-02,121836552000
2018-07-03,121581416000
2018-07-05,123203352000
2018-07-06,124114552000
2018-07-09,125782048000
2018-07-10,126064520000
2018-07-11,126264984000
2018-07-12,127577111999
2018-07-13,127094175999
2018-07-16,126711472000
