,IBM
2004-08-24,135204208000
2004-08-25,135788568000
2004-08-26,135187512000
2004-08-27,135571520000
2004-08-30,134720024000
2004-08-31,135187512000
2004-09-01,134436192000
2004-09-02,134987159999
2004-09-03,134703328000
2004-09-07,135621608000
2004-09-08,137040768000
2004-09-09,137975744000
2004-09-10,138476624000
2004-09-13,138059224000
2004-09-14,138426536000
2004-09-15,137858872000
2004-09-16,137458168000
2004-09-17,136857112000
2004-09-20,136790328000
2004-09-21,136823720000
2004-09-22,134569759999
2004-09-23,133885224000
2004-09-24,134770112000
2004-09-27,134336015999
2004-09-28,134836896000
2004-09-29,135638303999
2004-09-30,133504539000
2004-10-01,135035517000
2004-10-04,135719571000
2004-10-05,135963876000
2004-10-06,137087679000
2004-10-07,136126746000
2004-10-08,135019230000
2004-10-11,134888933999
2004-10-12,133911714000
2004-10-13,132315587999
2004-10-14,132006135000
2004-10-15,132120144000
2004-10-18,133781418000
2004-10-19,139156128000
2004-10-20,138292917000
2004-10-21,137185401000
2004-10-22,136077885000
2004-10-25,137690298000
2004-10-26,138586083000
2004-10-27,140133348000
2004-10-28,139351572000
2004-10-29,139742460000
2004-11-01,140312505000
2004-11-02,140866263000
2004-11-03,142006353000
2004-11-04,143846784000
2004-11-05,145247466000
2004-11-08,145377762000
2004-11-09,145377762000
2004-11-10,145752363000
2004-11-11,147592794000
2004-11-12,148423431000
2004-11-15,149351790000
2004-11-16,147755664000
2004-11-17,148635162000
2004-11-18,148081404000
2004-11-19,147071610000
2004-11-22,148097691000
2004-11-23,148358283000
2004-11-24,148635162000
2004-11-26,147478785000
2004-11-29,148700310000
2004-11-30,146745870000
2004-12-01,149286642000
2004-12-02,149107485000
2004-12-03,151159647000
2004-12-06,152071719000
2004-12-07,149628669000
2004-12-08,150491880000
2004-12-09,151827414000
2004-12-10,150524454000
2004-12-13,150182427000
2004-12-14,151517961000
2004-12-15,151550535000
2004-12-16,151729692000
2004-12-17,149791539000
2004-12-20,150329010000
2004-12-21,151061925000
2004-12-22,151990284000
2004-12-23,152153154000
2004-12-27,151811127000
2004-12-28,153065226000
2004-12-29,152869782000
2004-12-30,153065226000
2004-12-31,153488688000
2005-01-03,152202015000
2005-01-04,150573315000
2005-01-05,150263862000
2005-01-06,149791539000
2005-01-07,149140059000
2005-01-10,148977189000
2005-01-11,147918534000
2005-01-12,148244274000
2005-01-13,147071610000
2005-01-14,146517852000
2005-01-18,147771951000
2005-01-19,144970587000
2005-01-20,144807717000
2005-01-21,143846784000
2005-01-24,142918425000
2005-01-25,143553618000
2005-01-26,143179017000
2005-01-27,143211591000
2005-01-28,144628560000
2005-01-31,145459197000
2005-02-01,146143251000
2005-02-02,146827305000
2005-02-03,145654641000
2005-02-04,147153045000
2005-02-07,147185619000
2005-02-08,146566713000
2005-02-09,144335394000
2005-02-10,144433116000
2005-02-11,145280040000
2005-02-14,145703502000
2005-02-15,146876166000
2005-02-16,147332202000
2005-02-17,145980381000
2005-02-18,145231179000
2005-02-22,143749062000
2005-02-23,143407035000
2005-02-24,144253959000
2005-02-25,144498264000
2005-02-28,144156237000
2005-03-01,145280040000
2005-03-02,144677421000
2005-03-03,143895645000
2005-03-04,143830497000
2005-03-07,142625259000
2005-03-08,143455896000
2005-03-09,143797923000
2005-03-10,143895645000
2005-03-11,142494963000
2005-03-14,143097582000
2005-03-15,142283232000
2005-03-16,141143142000
2005-03-17,139921617000
2005-03-18,139009545000
2005-03-21,139367859000
2005-03-22,139351572000
2005-03-23,140947698000
2005-03-24,141224577000
2005-03-28,141762048000
2005-03-29,141077994000
2005-03-30,141192003000
2005-03-31,140116704000
2005-04-01,138673194000
2005-04-04,138496765000
2005-04-05,137341957000
2005-04-06,136475851000
2005-04-07,135609745000
2005-04-08,134326625000
2005-04-11,132177399000
2005-04-12,131487722000
2005-04-13,129675314999
2005-04-14,128247843999
2005-04-15,117613987000
2005-04-18,117533792000
2005-04-19,115737424000
2005-04-20,110412476000
2005-04-21,113508003000
2005-04-22,113796705000
2005-04-25,114406187000
2005-04-26,115657229000
2005-04-27,118143274000
2005-04-28,116395022999
2005-04-29,117116778000
2005-05-02,117325285000
2005-05-03,117261129000
2005-05-04,118191391000
2005-05-05,115769502000
2005-05-06,115400605000
2005-05-09,114967552000
2005-05-10,112401312000
2005-05-11,112369234000
2005-05-12,111358777000
2005-05-13,112176766000
2005-05-16,113989172999
2005-05-17,113908978000
2005-05-18,117084700000
2005-05-19,118319703000
2005-05-20,117164895000
2005-05-23,117325285000
2005-05-24,116250672000
2005-05-25,116539374000
2005-05-26,118287625000
2005-05-27,118223468999
2005-05-31,115849697000
2005-06-01,117822493999
2005-06-02,118608405000
2005-06-03,116218593999
2005-06-06,114999630000
2005-06-07,115063785999
2005-06-08,114694889000
2005-06-09,114887357000
2005-06-10,114646772000
2005-06-13,115079825000
2005-06-14,114839239999
2005-06-15,116988466000
2005-06-16,118143274000
2005-06-17,117132817000
2005-06-20,117373402000
2005-06-21,117164895000
2005-06-22,118415937000
2005-06-23,115625151000
2005-06-24,113491964000
2005-06-27,113283457000
2005-06-28,115464760999
2005-06-29,114582616000
2005-06-30,112886822000
2005-07-01,113602907000
2005-07-05,113777950000
2005-07-06,115337424000
2005-07-07,117724374000
2005-07-08,120636453000
2005-07-11,120127236999
2005-07-12,121766276000
2005-07-13,123914531000
2005-07-14,125394440000
2005-07-15,125330788000
2005-07-18,124455572999
2005-07-19,127335826000
2005-07-20,128704344000
2005-07-21,128401997000
2005-07-22,128465649000
2005-07-25,128099650000
2005-07-26,127972346000
2005-07-27,127590434000
2005-07-28,127479043000
2005-07-29,126969827000
2005-08-01,126922088000
2005-08-02,126747045000
2005-08-03,127876868000
2005-08-04,126444697999
2005-08-05,126810697000
2005-08-08,126810697000
2005-08-09,127033479000
2005-08-10,124773833000
2005-08-11,125744526000
2005-08-12,125044354000
2005-08-15,125505831000
2005-08-16,123675836000
2005-08-17,123675836000
2005-08-18,123453054000
2005-08-19,125903656000
2005-08-22,125664961000
2005-08-23,124789746000
2005-08-24,123707661999
2005-08-25,123373489000
2005-08-26,122291404999
2005-08-29,123739488000
2005-08-30,122530100000
2005-08-31,122641490999
2005-09-01,121002452000
2005-09-02,120891061000
2005-09-06,123262097999
2005-09-07,123198446000
2005-09-08,122927925000
2005-09-09,123898618000
2005-09-12,123962270000
2005-09-13,122848360000
2005-09-14,122434622000
2005-09-15,121718536999
2005-09-16,122211840000
2005-09-19,120843322000
2005-09-20,119729411999
2005-09-21,117994895000
2005-09-22,118981501000
2005-09-23,118663240999
2005-09-26,117772113000
2005-09-27,118647328000
2005-09-28,120938800000
2005-09-29,122259579000
2005-09-30,119981505000
2005-10-03,120325695000
2005-10-04,119825055000
2005-10-05,119386995000
2005-10-06,119214900000
2005-10-07,120403919999
2005-10-10,121530360000
2005-10-11,124424685000
2005-10-12,122938410000
2005-10-13,122954055000
2005-10-14,123173085000
2005-10-17,123532919999
2005-10-18,124862745000
2005-10-19,125895315000
2005-10-20,124393395000
2005-10-21,124643715000
2005-10-24,124847100000
2005-10-25,124675005000
2005-10-26,123970979999
2005-10-27,123110505000
2005-10-28,121780680000
2005-10-31,122469060000
2005-11-01,122031000000
2005-11-02,121248750000
2005-11-03,123955335000
2005-11-04,124143074999
2005-11-07,125050485000
2005-11-08,124362104999
2005-11-09,123908400000
2005-11-10,125629350000
2005-11-11,126458535000
2005-11-14,126176925000
2005-11-15,127929165000
2005-11-16,129431085000
2005-11-17,129963014999
2005-11-18,131277195000
2005-11-21,130557525000
2005-11-22,131605740000
2005-11-23,132810405000
2005-11-25,132810405000
2005-11-28,133279755000
2005-11-29,133264110000
2005-11-30,132966854999
2005-12-01,133436205000
2005-12-02,132591375000
2005-12-05,132262830000
2005-12-06,133326690000
2005-12-07,132700889999
2005-12-08,130870425000
2005-12-09,130088175000
2005-12-12,128570610000
2005-12-13,125206935000
2005-12-14,124330815000
2005-12-15,124940970000
2005-12-16,124690650000
2005-12-19,123783240000
2005-12-20,123360824999
2005-12-21,124315169999
2005-12-22,124471620000
2005-12-23,124862745000
2005-12-27,124127430000
2005-12-28,124205655000
2005-12-29,123251310000
2005-12-30,122954055000
2006-01-03,122735025000
2006-01-04,122578574999
2006-01-05,123392115000
2006-01-06,127053044999
2006-01-09,125238225000
2006-01-10,125738865000
2006-01-11,125895315000
2006-01-12,124987905000
2006-01-13,124393395000
2006-01-17,124143074999
2006-01-18,125332095000
2006-01-19,124283880000
2006-01-20,121686810000
2006-01-23,121765035000
2006-01-24,120920205000
2006-01-25,121014074999
2006-01-26,120732465000
2006-01-27,121186169999
2006-01-30,122093580000
2006-01-31,121592940000
2006-02-01,122562930000
2006-02-02,121499070000
2006-02-03,119606025000
2006-02-06,118917645000
2006-02-07,119433930000
2006-02-08,120857625000
2006-02-09,120247470000
2006-02-10,121639875000
2006-02-13,120310050000
2006-02-14,121280040000
2006-02-15,120920205000
2006-02-16,121014074999
2006-02-17,120716820000
2006-02-21,120403919999
2006-02-22,121671165000
2006-02-23,119950215000
2006-02-24,119809410000
2006-02-27,120591660000
2006-02-28,120012794999
2006-03-01,119512155000
2006-03-02,119559090000
2006-03-03,119590380000
2006-03-06,119652960000
2006-03-07,120091020000
2006-03-08,121358264999
2006-03-09,121186169999
2006-03-10,121999710000
2006-03-13,122547285000
2006-03-14,123970979999
2006-03-15,124706294999
2006-03-16,123955335000
2006-03-17,124596780000
2006-03-20,125003550000
2006-03-21,125347740000
2006-03-22,126317729999
2006-03-23,124440330000
2006-03-24,124675005000
2006-03-27,124268235000
2006-03-28,123282600000
2006-03-29,124330815000
2006-03-30,124440330000
2006-03-31,121263804000
2006-04-03,122140521000
2006-04-04,122709618000
2006-04-05,123770907000
2006-04-06,123232572000
2006-04-07,121279184999
2006-04-10,120725468999
2006-04-11,119341179000
2006-04-12,118741320000
2006-04-13,120540897000
2006-04-17,120048705000
2006-04-18,122509665000
2006-04-19,120371706000
2006-04-20,120602421000
2006-04-21,120079466999
2006-04-24,120740850000
2006-04-25,121556043000
2006-04-26,122555808000
2006-04-27,123340239000
2006-04-28,121079232000
2006-05-01,120910041000
2006-05-02,121202280000
2006-05-03,121602186000
2006-05-04,121202280000
2006-05-05,122463522000
2006-05-08,121879043999
2006-05-09,122386616999
2006-05-10,121894425000
2006-05-11,121248423000
2006-05-12,121156137000
2006-05-15,121879043999
2006-05-16,120817755000
2006-05-17,119510370000
2006-05-18,118602891000
2006-05-19,118049175000
2006-05-22,117664650000
2006-05-23,117387791999
2006-05-24,117310887000
2006-05-25,117849222000
2006-05-26,118741320000
2006-05-30,117864603000
2006-05-31,117495459000
2006-06-01,118649034000
2006-06-02,116926362000
2006-06-05,116249598000
2006-06-06,117280125000
2006-06-07,116388027000
2006-06-08,113265684000
2006-06-09,114157782000
2006-06-12,113250303000
2006-06-13,113127255000
2006-06-14,114265449000
2006-06-15,115526691000
2006-06-16,114619212000
2006-06-19,114203925000
2006-06-20,114680736000
2006-06-21,115142166000
2006-06-22,113511780000
2006-06-23,113373350999
2006-06-26,113450256000
2006-06-27,112681206000
2006-06-28,112573539000
2006-06-29,114096258000
2006-06-30,111129408000
2006-07-03,112869588000
2006-07-05,112506419999
2006-07-06,112975512000
2006-07-07,110554392000
2006-07-10,110917560000
2006-07-11,110630052000
2006-07-12,109192512000
2006-07-13,107406936000
2006-07-14,106423356000
2006-07-17,106620071999
2006-07-18,107422067999
2006-07-19,110039904000
2006-07-20,109192512000
2006-07-21,108299723999
2006-07-24,109933980000
2006-07-25,109782660000
2006-07-26,109707000000
2006-07-27,110160960000
2006-07-28,111341256000
2006-07-31,111991932000
2006-08-01,110145828000
2006-08-02,110403071999
2006-08-03,110418204000
2006-08-04,109812923999
2006-08-07,109253040000
2006-08-08,108980664000
2006-08-09,109056323999
2006-08-10,109570812000
2006-08-11,109192512000
2006-08-14,110932692000
2006-08-15,111507708000
2006-08-16,114413052000
2006-08-17,114821616000
2006-08-18,115593348000
2006-08-21,114685428000
2006-08-22,114216336000
2006-08-23,113807771999
2006-08-24,114836748000
2006-08-25,115563084000
2006-08-28,116198628000
2006-08-29,117757223999
2006-08-30,117499980000
2006-08-31,117136812000
2006-09-01,117772356000
2006-09-05,116955228000
2006-09-06,116138100000
2006-09-07,114867012000
2006-09-08,116682852000
2006-09-11,117076284000
2006-09-12,119028312000
2006-09-13,118922388000
2006-09-14,119300688000
2006-09-15,119981628000
2006-09-18,118967784000
2006-09-19,118438164000
2006-09-20,120677700000
2006-09-21,118059864000
2006-09-22,117484848000
2006-09-25,118619748000
2006-09-26,119346084000
2006-09-27,118755936000
2006-09-28,118604616000
2006-09-29,118544088000
2006-10-02,117365865000
2006-10-03,117050970000
2006-10-04,119135275000
2006-10-05,118865365000
2006-10-06,119180260000
2006-10-09,120424845000
2006-10-10,120694754999
2006-10-11,120694754999
2006-10-12,121429510000
2006-10-13,123393855000
2006-10-16,124308550000
2006-10-17,124653435000
2006-10-18,128762065000
2006-10-19,128822045000
2006-10-20,129706750000
2006-10-23,131251235000
2006-10-24,131161265000
2006-10-25,131641105000
2006-10-26,131221245000
2006-10-27,130111615000
2006-10-30,131176260000
2006-10-31,132360865000
2006-11-01,131596120000
2006-11-02,131431175000
2006-11-03,131041305000
2006-11-06,132750735000
2006-11-07,132960665000
2006-11-08,132735740000
2006-11-09,132495820000
2006-11-10,131536140000
2006-11-13,131985990000
2006-11-14,133740405000
2006-11-15,133485490000
2006-11-16,133995320000
2006-11-17,134475160000
2006-11-20,133680425000
2006-11-21,133440504999
2006-11-22,134070295000
2006-11-24,133815379999
2006-11-27,131101285000
2006-11-28,130951335000
2006-11-29,131206250000
2006-11-30,131776060000
2006-12-01,130816379999
2006-12-04,134055300000
2006-12-05,135449835000
2006-12-06,134925010000
2006-12-07,135089955000
2006-12-08,134550135000
2006-12-11,134235240000
2006-12-12,134925010000
2006-12-13,135854699999
2006-12-14,136709415000
2006-12-15,136619445000
2006-12-18,136814379999
2006-12-19,137624110000
2006-12-20,137624110000
2006-12-21,137489155000
2006-12-22,136544470000
2006-12-26,137129275000
2006-12-27,139348535000
2006-12-28,139018645000
2006-12-29,139273560000
2007-01-03,139438505000
2007-01-04,140938005000
2007-01-05,139663430000
2007-01-08,141777725000
2007-01-09,143457165000
2007-01-10,141762730000
2007-01-11,141417845000
2007-01-12,142407515000
2007-01-16,144536805000
2007-01-17,143382190000
2007-01-18,142572460000
2007-01-19,137864030000
2007-01-22,139213580000
2007-01-23,139168595000
2007-01-24,139633440000
2007-01-25,139783390000
2007-01-26,139693420000
2007-01-29,141267895000
2007-01-30,142452500000
2007-01-31,142137605000
2007-02-01,141927675000
2007-02-02,142167595000
2007-02-05,143907015000
2007-02-06,143142270000
2007-02-07,142692420000
2007-02-08,142812380000
2007-02-09,141282890000
2007-02-12,141312880000
2007-02-13,140908015000
2007-02-14,142212580000
2007-02-15,141807715000
2007-02-16,141912680000
2007-02-20,142422510000
2007-02-21,142047635000
2007-02-22,141207915000
2007-02-23,140098285000
2007-02-26,138928675000
2007-02-27,134700085000
2007-02-28,133230574999
2007-03-01,132270894999
2007-03-02,130306550000
2007-03-05,131611115000
2007-03-06,134460165000
2007-03-07,134670095000
2007-03-08,133320545000
2007-03-09,133725410000
2007-03-12,134910015000
2007-03-13,132900685000
2007-03-14,134415180000
2007-03-15,133965330000
2007-03-16,133680425000
2007-03-19,134745070000
2007-03-20,135464830000
2007-03-21,136709415000
2007-03-22,136454500000
2007-03-23,136229574999
2007-03-26,136184589999
2007-03-27,135794720000
2007-03-28,135119945000
2007-03-29,135569795000
2007-03-30,135119945000
2007-04-02,130813944000
2007-04-03,132035564000
2007-04-04,132193656000
2007-04-05,132624816000
2007-04-09,132754164000
2007-04-10,132538584000
2007-04-11,130756456000
2007-04-12,131446311999
2007-04-13,130440272000
2007-04-16,132150540000
2007-04-17,133444019999
2007-04-18,130253436000
2007-04-19,129549208000
2007-04-20,129951624000
2007-04-23,130813944000
2007-04-24,135326752000
2007-04-25,139408400000
2007-04-26,138632312000
2007-04-27,139005984000
2007-04-30,140443184000
2007-05-01,141751036000
2007-05-02,140443184000
2007-05-03,141248016000
2007-05-04,141463596000
2007-05-07,141736664000
2007-05-08,141923500000
2007-05-09,143418188000
2007-05-10,143834976000
2007-05-11,145617104000
2007-05-14,145056596000
2007-05-15,144036184000
2007-05-16,145459012000
2007-05-17,144697296000
2007-05-18,148376528000
2007-05-21,147068676000
2007-05-22,146608772000
2007-05-23,145070968000
2007-05-24,142828936000
2007-05-25,144510460000
2007-05-29,145516500000
2007-05-30,146924956000
2007-05-31,146465052000
2007-06-01,146378820000
2007-06-04,145962032000
2007-06-05,145430268000
2007-06-06,140716252000
2007-06-07,139868304000
2007-06-08,141621688000
2007-06-11,141822896000
2007-06-12,140615648000
2007-06-13,141693548000
2007-06-14,142685216000
2007-06-15,144395484000
2007-06-18,144726040000
2007-06-19,146335704000
2007-06-20,145645848000
2007-06-21,146465052000
2007-06-22,143504420000
2007-06-25,144409856000
2007-06-26,144726040000
2007-06-27,144855388000
2007-06-28,145573988000
2007-06-29,144611064000
2007-07-02,137674846000
2007-07-03,139731946000
2007-07-05,141665620000
2007-07-06,142954736000
2007-07-09,142872452000
2007-07-10,142419890000
2007-07-11,143037020000
2007-07-12,143270158000
2007-07-13,142378748000
2007-07-16,143777576000
2007-07-17,145231260000
2007-07-18,145642680000
2007-07-19,151896264000
2007-07-20,150524864000
2007-07-23,152581964000
2007-07-24,152307684000
2007-07-25,154844774000
2007-07-26,152787674000
2007-07-27,151594556000
2007-07-30,150140872000
2007-07-31,145066692000
2007-08-01,146890654000
2007-08-02,148454050000
2007-08-03,146698658000
2007-08-06,149318032000
2007-08-07,148851756000
2007-08-08,148124914000
2007-08-09,145176404000
2007-08-10,147686066000
2007-08-13,147768350000
2007-08-14,146904368000
2007-08-15,145834676000
2007-08-16,143818718000
2007-08-17,145395828000
2007-08-20,143201588000
2007-08-21,142954736000
2007-08-22,144216424000
2007-08-23,146122670000
2007-08-24,148467764000
2007-08-27,148728330000
2007-08-28,146835798000
2007-08-29,150209442000
2007-08-30,151265420000
2007-08-31,152993384000
2007-09-04,154954486000
2007-09-05,154556780000
2007-09-06,154213930000
2007-09-07,151498558000
2007-09-10,151827694000
2007-09-11,153857366000
2007-09-12,152088260000
2007-09-13,152019690000
2007-09-14,150949998000
2007-09-17,150140872000
2007-09-18,152911100000
2007-09-19,152965956000
2007-09-20,153212808000
2007-09-21,153103096000
2007-09-24,152417396000
2007-09-25,152760246000
2007-09-26,153788796000
2007-09-27,154323642000
2007-09-28,154447068000
2007-10-01,157385400000
2007-10-02,156486450000
2007-10-03,153900240000
2007-10-04,152959800000
2007-10-05,153775770000
2007-10-08,155711970000
2007-10-09,156417300000
2007-10-10,156832200000
2007-10-11,156085380000
2007-10-12,155767290000
2007-10-15,156057720000
2007-10-16,158132220000
2007-10-17,153084270000
2007-10-18,151784250000
2007-10-19,148451220000
2007-10-22,149889540000
2007-10-23,151632120000
2007-10-24,149336340000
2007-10-25,149156550000
2007-10-26,150373590000
2007-10-29,151784250000
2007-10-30,150885300000
2007-10-31,153526830000
2007-11-01,150262950000
2007-11-02,151507650000
2007-11-05,149931030000
2007-11-06,149626770000
2007-11-07,146874600000
2007-11-08,140291520000
2007-11-09,132546720000
2007-11-12,134137170000
2007-11-13,139185120000
2007-11-14,136764870000
2007-11-15,136972320000
2007-11-16,138548940000
2007-11-19,135146760000
2007-11-20,136737210000
2007-11-21,135146760000
2007-11-23,137567010000
2007-11-26,134828670000
2007-11-27,137276580000
2007-11-28,141964950000
2007-11-29,142130910000
2007-11-30,139060650000
2007-12-03,139931940000
2007-12-04,140983020000
2007-12-05,143002200000
2007-12-06,145049040000
2007-12-07,143928810000
2007-12-10,144634140000
2007-12-11,141453240000
2007-12-12,143417100000
2007-12-13,143029860000
2007-12-14,139848960000
2007-12-17,138203190000
2007-12-18,140554290000
2007-12-19,141660690000
2007-12-20,143901150000
2007-12-21,146833110000
2007-12-24,147621420000
2007-12-26,147496950000
2007-12-27,144910740000
2007-12-28,145560750000
2007-12-31,142933050000
2008-01-02,138424470000
2008-01-03,138701070000
2008-01-04,133708440000
2008-01-07,132283950000
2008-01-08,129033900000
2008-01-09,129988170000
2008-01-10,132117990000
2008-01-11,129130710000
2008-01-14,136087200000
2008-01-15,134635049999
2008-01-16,134372280000
2008-01-17,133666950000
2008-01-18,136709549999
2008-01-22,133832910000
2008-01-23,140277690000
2008-01-24,141356430000
2008-01-25,138189360000
2008-01-28,138797880000
2008-01-29,140277690000
2008-01-30,139683000000
2008-01-31,141619200000
2008-02-01,144219240000
2008-02-04,142697940000
2008-02-05,138853200000
2008-02-06,136958490000
2008-02-07,135312720000
2008-02-08,136543590000
2008-02-11,139019160000
2008-02-12,140858550000
2008-02-13,143347950000
2008-02-14,140319180000
2008-02-15,140360670000
2008-02-19,138825540000
2008-02-20,142601130000
2008-02-21,141384090000
2008-02-22,142891560000
2008-02-25,145546920000
2008-02-26,151231050000
2008-02-27,153983220000
2008-02-28,152365110000
2008-02-29,150539550000
2008-03-03,151037430000
2008-03-04,152987460000
2008-03-05,152572560000
2008-03-06,148769310000
2008-03-07,150650190000
2008-03-10,150747000000
2008-03-11,154024710000
2008-03-12,154785360000
2008-03-13,153250230000
2008-03-14,152351280000
2008-03-17,152780010000
2008-03-18,156555600000
2008-03-19,154619400000
2008-03-20,156458790000
2008-03-24,157413060000
2008-03-25,155974740000
2008-03-26,154577910000
2008-03-27,152738520000
2008-03-28,151479990000
2008-03-31,150402304000
2008-04-01,152164831000
2008-04-02,149965088000
2008-04-03,151549996000
2008-04-04,151208421000
2008-04-07,151932560000
2008-04-08,151877908000
2008-04-09,152520069000
2008-04-10,155157028000
2008-04-11,151522670000
2008-04-14,153189556000
2008-04-15,153052926000
2008-04-16,157356771000
2008-04-17,160772521000
2008-04-18,162494059000
2008-04-21,162425744000
2008-04-22,161537649000
2008-04-23,161442008000
2008-04-24,162220799000
2008-04-25,160772521000
2008-04-28,158955342000
2008-04-29,160471935000
2008-04-30,157657357000
2008-05-01,161455671000
2008-05-02,160895488000
2008-05-05,159392558000
2008-05-06,160430946000
2008-05-07,162152484000
2008-05-08,163177209000
2008-05-09,162043180000
2008-05-12,163587099000
2008-05-13,165335963000
2008-05-14,166565633000
2008-05-15,167795303000
2008-05-16,166961860000
2008-05-19,165226659000
2008-05-20,163505121000
2008-05-21,161469334000
2008-05-22,162890286000
2008-05-23,162234462000
2008-05-27,166306036000
2008-05-28,169202592000
2008-05-29,169434863000
2008-05-30,169065962000
2008-06-02,166360688000
2008-06-03,166989186000
2008-06-04,166606622000
2008-06-05,167808966000
2008-06-06,163204535000
2008-06-09,164406879000
2008-06-10,164502520000
2008-06-11,160991129000
2008-06-12,161769920000
2008-06-13,164775780000
2008-06-16,165513582000
2008-06-17,163409480000
2008-06-18,162179810000
2008-06-19,163300176000
2008-06-20,160321642000
2008-06-23,161264389000
2008-06-24,161264389000
2008-06-25,162726330000
2008-06-26,158217540000
2008-06-27,156810251000
2008-06-30,153061324000
2008-07-01,154006814000
2008-07-02,153790702000
2008-07-03,154357996000
2008-07-07,156897312000
2008-07-08,159963401000
2008-07-09,155479077000
2008-07-10,159058432000
2008-07-11,157694225000
2008-07-14,156951340000
2008-07-15,159085446000
2008-07-16,162624280000
2008-07-17,163380672000
2008-07-18,167729926000
2008-07-21,166136100000
2008-07-22,167864996000
2008-07-23,167243674000
2008-07-24,167864996000
2008-07-25,165974016000
2008-07-28,163029490000
2008-07-29,164852935000
2008-07-30,166392733000
2008-07-31,165258145000
2008-08-01,163529249000
2008-08-04,164717865000
2008-08-05,166406240000
2008-08-06,166784436000
2008-08-07,166635859000
2008-08-08,166338705000
2008-08-11,163475221000
2008-08-12,161692297000
2008-08-13,162448689000
2008-08-14,163920952000
2008-08-15,163164560000
2008-08-18,160881877000
2008-08-19,158261519000
2008-08-20,158193984000
2008-08-21,158815306000
2008-08-22,161327608000
2008-08-25,158653222000
2008-08-26,158180477000
2008-08-27,159315065000
2008-08-28,160868370000
2008-08-29,157194466000
2008-09-02,152899240000
2008-09-03,152818198000
2008-09-04,148495958000
2008-09-05,147631510000
2008-09-08,151453991000
2008-09-09,148549986000
2008-09-10,152426495000
2008-09-11,153925772000
2008-09-12,153628618000
2008-09-15,148739084000
2008-09-16,149860165000
2008-09-17,143944099000
2008-09-18,148658042000
2008-09-19,153466534000
2008-09-22,150062770000
2008-09-23,148968703000
2008-09-24,150386938000
2008-09-25,155100881000
2008-09-26,154209419000
2008-09-29,147807101000
2008-09-30,150319626000
2008-10-01,141541347000
2008-10-02,134604759000
2008-10-03,132937827000
2008-10-06,129321660000
2008-10-07,122922792000
2008-10-08,116376050999
2008-10-09,114386487000
2008-10-10,112773327000
2008-10-13,118500045000
2008-10-14,120287964000
2008-10-15,113472363000
2008-10-16,117626250000
2008-10-17,116671797000
2008-10-20,118889892000
2008-10-21,114198285000
2008-10-22,107436456000
2008-10-23,108404352000
2008-10-24,105473777999
2008-10-27,102381888000
2008-10-28,112168392000
2008-10-29,113351375999
2008-10-30,116550810000
2008-10-31,119481384000
2008-11-03,119104979999
2008-11-04,120032547000
2008-11-05,115582914000
2008-11-06,109439463000
2008-11-07,110877864000
2008-11-10,107785974000
2008-11-11,106334129999
2008-11-12,102475989000
2008-11-13,108229593000
2008-11-14,103242240000
2008-11-17,99572300999
2008-11-18,102919608000
2008-11-19,97636509000
2008-11-20,92205537000
2008-11-21,96238437000
2008-11-24,102677634000
2008-11-25,103645529999
2008-11-26,104962944000
2008-11-28,104868843000
2008-12-01,98832936000
2008-12-02,102610419000
2008-12-03,103672416000
2008-12-04,99518529000
2008-12-05,103578315000
2008-12-08,109063059000
2008-12-09,106266915000
2008-12-10,106495446000
2008-12-11,103564872000
2008-12-12,105648537000
2008-12-15,106374459000
2008-12-16,111039179999
2008-12-17,110326700999
2008-12-18,107960733000
2008-12-19,107342354999
2008-12-22,105366234000
2008-12-23,103591758000
2008-12-24,103484214000
2008-12-26,104519325000
2008-12-29,104425224000
2008-12-30,107382684000
2008-12-31,108162377999
2009-01-02,112289379000
2009-01-05,111576900000
2009-01-06,114682233000
2009-01-07,112827099000
2009-01-08,112047404999
2009-01-09,108861414000
2009-01-12,110151942000
2009-01-13,109681437000
2009-01-14,106912179000
2009-01-15,108108606000
2009-01-16,109143717000
2009-01-20,105352791000
2009-01-21,117491820000
2009-01-22,115757673000
2009-01-23,115004865000
2009-01-26,117720350999
2009-01-27,117801009000
2009-01-28,121860795000
2009-01-29,118889892000
2009-01-30,117787566000
2009-02-02,116859999000
2009-02-03,120140091000
2009-02-04,119306625000
2009-02-05,118768904999
2009-02-06,123554613000
2009-02-09,124428408000
2009-02-10,119871231000
2009-02-11,122304414000
2009-02-12,122183427000
2009-02-13,120597152999
2009-02-17,116523924000
2009-02-18,117612807000
2009-02-19,114292386000
2009-02-20,114117627000
2009-02-23,108431238000
2009-02-24,111039179999
2009-02-25,110393916000
2009-02-26,114346158000
2009-02-27,118271514000
2009-03-02,114440259000
2009-03-03,112800213000
2009-03-04,115004865000
2009-03-05,112423809000
2009-03-06,110286372000
2009-03-09,107288583000
2009-03-10,112128063000
2009-03-11,113889096000
2009-03-12,116174406000
2009-03-13,116134077000
2009-03-16,117236402999
2009-03-17,119400725999
2009-03-18,118177413000
2009-03-19,119091537000
2009-03-20,118889892000
2009-03-23,126861591000
2009-03-24,126337314000
2009-03-25,125880252000
2009-03-26,126955692000
2009-03-27,121000443000
2009-03-30,121470948000
2009-03-31,122836643000
2009-04-01,123751651999
2009-04-02,127822779000
2009-04-03,129586492000
2009-04-06,128751049000
2009-04-07,125197101000
2009-04-08,128286914000
2009-04-09,128936703000
