,CHRW
2013-11-06,9066445600
2013-11-07,8991017600
2013-11-08,9000068960
2013-11-11,8947269360
2013-11-12,8888435520
2013-11-13,9006103200
2013-11-14,9039291520
2013-11-15,9048342880
2013-11-18,9063428480
2013-11-19,8892961200
2013-11-20,8698356960
2013-11-21,8766242160
2013-11-22,8852230080
2013-11-25,8868824240
2013-11-26,8829601680
2013-11-27,8855247200
2013-11-29,8847704400
2013-12-02,8822058880
2013-12-03,8770767840
2013-12-04,8787362000
2013-12-05,8790379120
2013-12-06,8733053840
2013-12-09,8736070960
2013-12-10,8707408320
2013-12-11,8654608720
2013-12-12,8618403280
2013-12-13,8508278400
2013-12-16,8478107200
2013-12-17,8503752720
2013-12-18,8521855440
2013-12-19,8520346880
2013-12-20,8529398240
2013-12-23,8604826240
2013-12-24,8604826240
2013-12-26,8618403280
2013-12-27,8707408320
2013-12-30,8782836320
2013-12-31,8665966950
2014-01-02,8587252940
2014-01-03,8507053760
2014-01-06,8407547370
2014-01-07,8417943560
2014-01-08,8357051590
2014-01-09,8398636350
2014-01-10,8569430900
2014-01-13,8532301650
2014-01-14,8575371580
2014-01-15,8812998780
2014-01-16,8839731840
2014-01-17,8781810210
2014-01-21,8860524220
2014-01-22,8945178910
2014-01-23,8769928850
2014-01-24,8496657570
2014-01-27,8465469000
2014-01-28,8532301650
2014-01-29,8559034710
2014-01-30,8655570760
2014-01-31,8694185180
2014-02-03,8573886410
2014-02-04,8709036880
2014-02-05,7895163719
2014-02-06,7794172160
2014-02-07,7780805630
2014-02-10,7861004810
2014-02-11,8000610790
2014-02-12,7988729430
2014-02-13,8024373510
2014-02-14,8114968880
2014-02-18,8082295140
2014-02-19,7985759090
2014-02-20,8043680719
2014-02-21,8037740040
2014-02-24,7921896780
2014-02-25,7785261140
2014-02-26,7800112840
2014-02-27,7776350120
2014-02-28,7702091620
2014-03-03,7685754750
2014-03-04,7749617060
2014-03-05,7687239920
2014-03-06,7789716650
2014-03-07,7762983590
2014-03-10,7807538690
2014-03-11,7779320460
2014-03-12,7789716650
2014-03-13,7734765360
2014-03-14,7595159380
2014-03-17,7584763190
2014-03-18,7568426320
2014-03-19,7506049180
2014-03-20,7519415710
2014-03-21,7578822510
2014-03-24,7559515300
2014-03-25,7589218700
2014-03-26,7522386050
2014-03-27,7574367000
2014-03-28,7558030130
2014-03-31,7744604140
2014-04-01,7710604159
2014-04-02,7830343220
2014-04-03,7839212780
2014-04-04,7747560659
2014-04-07,7692865040
2014-04-08,7715038940
2014-04-09,7827386700
2014-04-10,7953038800
2014-04-11,8111212620
2014-04-14,8223560380
2014-04-15,8219125600
2014-04-16,8325560320
2014-04-17,8387647240
2014-04-21,8430516780
2014-04-22,8529560200
2014-04-23,8526603680
2014-04-24,8414255920
2014-04-25,8319647280
2014-04-28,8350690740
2014-04-29,8276777740
2014-04-30,8706951400
2014-05-01,8674429680
2014-05-02,8640429700
2014-05-05,8603473200
2014-05-06,8594603640
2014-05-07,8606429720
2014-05-08,8631560140
2014-05-09,8618255800
2014-05-12,8723212260
2014-05-13,8730603560
2014-05-14,8684777500
2014-05-15,8699560100
2014-05-16,8703994880
2014-05-19,8798603520
2014-05-20,8737994860
2014-05-21,8769038320
2014-05-22,8803038300
2014-05-23,8814864380
2014-05-27,8760168760
2014-05-28,8826690460
2014-05-29,8860690440
2014-05-30,8848864360
2014-06-02,8837038280
2014-06-03,8828168720
2014-06-04,8777907880
2014-06-05,8934603440
2014-06-06,9042516420
2014-06-09,9004081660
2014-06-10,9125298980
2014-06-11,9151907660
2014-06-12,9138603320
2014-06-13,9166690260
2014-06-16,9233211960
2014-06-17,9200690240
2014-06-18,9391385780
2014-06-19,9415037940
2014-06-20,9449037920
2014-06-23,9432777060
2014-06-24,9307124960
2014-06-25,9386951000
2014-06-26,9420950980
2014-06-27,9431298800
2014-06-30,9354548340
2014-07-01,9316420380
2014-07-02,9404407980
2014-07-03,9441069480
2014-07-07,9401475060
2014-07-08,9295889940
2014-07-09,9385344000
2014-07-10,9306155160
2014-07-11,9303222240
2014-07-14,9347216040
2014-07-15,9430804260
2014-07-16,9561319200
2014-07-17,9407340900
2014-07-18,9512926020
2014-07-21,9602380080
2014-07-22,9672770160
2014-07-23,9694767060
2014-07-24,9754891920
2014-07-25,9709431660
2014-07-28,9621444060
2014-07-29,9445468860
2014-07-30,10049650380
2014-07-31,9892739160
2014-08-01,9927934200
2014-08-04,10039385160
2014-08-05,9872208719
2014-08-06,9710898120
2014-08-07,9776888820
2014-08-08,9882473940
2014-08-11,9900071460
2014-08-12,9929400660
2014-08-13,9898605000
2014-08-14,9857544120
2014-08-15,9850211820
2014-08-18,9993924900
2014-08-19,10064314980
2014-08-20,10068714360
2014-08-21,10062848520
2014-08-22,10037918700
2014-08-25,10054049760
2014-08-26,10037918700
2014-08-27,10004190120
2014-08-28,9980726760
2014-08-29,10010055960
2014-09-02,10026187020
2014-09-03,9810617400
2014-09-04,9873675180
2014-09-05,9936732960
2014-09-08,9900071460
2014-09-09,9812083860
2014-09-10,9785687580
2014-09-11,9823815540
2014-09-12,9850211820
2014-09-15,9832614300
2014-09-16,9854611200
2014-09-17,9983659680
2014-09-18,10005656580
2014-09-19,9945531719
2014-09-22,9787154040
2014-09-23,9743160240
2014-09-24,9779821740
2014-09-25,9614111760
2014-09-26,9729962100
2014-09-29,9744626700
2014-09-30,9673169919
2014-10-01,9508352640
2014-10-02,9641081600
2014-10-03,9807357440
2014-10-06,9732970880
2014-10-07,9543358080
2014-10-08,9667335680
2014-10-09,9509811200
2014-10-10,9425214720
2014-10-13,9254563200
2014-10-14,9565236480
2014-10-15,9786937600
2014-10-16,9751932160
2014-10-17,9915290880
2014-10-20,10062605440
2014-10-21,10199710080
2014-10-22,10141367680
2014-10-23,10298892160
2014-10-24,10377654400
2014-10-27,10457875200
2014-10-28,10551223040
2014-10-29,10516217600
2014-10-30,10096152320
2014-10-31,10094693760
2014-11-03,10018848640
2014-11-04,10227422720
2014-11-05,10421411200
2014-11-06,10443289600
2014-11-07,10422869760
2014-11-10,10526427520
2014-11-11,10465168000
2014-11-12,10627068160
2014-11-13,10663532160
2014-11-14,10657697919
2014-11-17,10577477120
2014-11-18,10580394240
2014-11-19,10425786880
2014-11-20,10543930240
2014-11-21,10621233919
2014-11-24,10592062720
2014-11-25,10653322240
2014-11-26,10705830400
2014-11-28,10755421440
2014-12-01,10576018560
2014-12-02,10736460160
2014-12-03,10876481919
2014-12-04,10858979200
2014-12-05,10885233280
2014-12-08,10803553919
2014-12-09,10683952000
2014-12-10,10473919360
2014-12-11,10571642880
2014-12-12,10543930240
2014-12-15,10527886080
2014-12-16,10489963520
2014-12-17,10484129280
2014-12-18,10803553919
2014-12-19,11130271360
2014-12-22,11203199360
2014-12-23,11233829120
2014-12-24,11254248960
2014-12-26,11194448000
2014-12-29,11141939840
2014-12-30,11039840640
2014-12-31,10949217560
2015-01-02,10795703360
2015-01-05,10322002400
2015-01-06,10187494720
2015-01-07,10191880840
2015-01-08,10649499360
2015-01-09,10535460240
2015-01-12,10658271600
2015-01-13,10762076440
2015-01-14,10668505880
2015-01-15,10601252040
2015-01-16,10738683800
2015-01-20,10653885480
2015-01-21,10646575279
2015-01-22,10925824920
2015-01-23,10836640480
2015-01-26,10912666560
2015-01-27,10781082960
2015-01-28,10664119760
2015-01-29,10718215240
2015-01-30,10412648880
2015-02-02,10737221760
2015-02-03,10998926920
2015-02-04,10307382000
2015-02-05,10376097880
2015-02-06,10308844040
2015-02-09,10307382000
2015-02-10,10402414600
2015-02-11,10417035000
2015-02-12,10501833320
2015-02-13,10611486320
2015-02-17,10498909240
2015-02-18,10436041520
2015-02-19,10503295360
2015-02-20,10599790000
2015-02-23,10693360560
2015-02-24,10816171920
2015-02-25,10753304200
2015-02-26,10849798840
2015-02-27,10862957200
2015-03-02,10760614400
2015-03-03,10917052680
2015-03-04,10813247840
2015-03-05,10836640480
2015-03-06,10757690320
2015-03-09,10805937640
2015-03-10,10598327960
2015-03-11,10596865920
2015-03-12,10814709880
2015-03-13,10738683800
2015-03-16,11016471400
2015-03-17,10915590640
2015-03-18,10993078760
2015-03-19,10988692640
2015-03-20,11023781600
2015-03-23,11073490960
2015-03-24,10974072240
2015-03-25,10718215240
2015-03-26,10693360560
2015-03-27,10677278120
2015-03-30,10702132800
2015-03-31,10654608300
2015-04-01,10475624850
2015-04-02,10379584950
2015-04-06,10372309200
2015-04-07,10391226150
2015-04-08,10363578300
2015-04-09,10424694600
2015-04-10,10485810900
2015-04-13,10239890550
2015-04-14,10299551700
2015-04-15,10219518450
2015-04-16,10114747650
2015-04-17,9977963549
2015-04-20,10199146350
2015-04-21,10264628100
2015-04-22,10248621450
2015-04-23,10276269300
2015-04-24,10280634750
2015-04-27,10031804100
2015-04-28,9564700950
2015-04-29,9417730800
2015-04-30,9369710850
2015-05-01,9420641100
2015-05-04,9615631200
2015-05-05,9311504850
2015-05-06,9392993250
2015-05-07,9491943450
2015-05-08,9560335500
2015-05-11,9497764050
2015-05-12,9457019850
2015-05-13,9391538100
2015-05-14,9368255700
2015-05-15,9388627800
2015-05-18,9518136150
2015-05-19,9438102900
2015-05-20,9299863650
2015-05-21,9350793900
2015-05-22,9317325450
2015-05-26,9157258950
2015-05-27,9219830400
2015-05-28,9094687500
2015-05-29,8982640950
2015-06-01,9037936650
2015-06-02,8969544600
2015-06-03,9403179300
2015-06-04,9218375250
2015-06-05,9339152700
2015-06-08,9218375250
2015-06-09,9279491550
2015-06-10,9286767300
2015-06-11,9359524799
2015-06-12,9269305500
2015-06-15,9276581250
2015-06-16,9302773950
2015-06-17,9317325450
2015-06-18,9429372000
2015-06-19,9343518150
2015-06-22,9336242400
2015-06-23,9279491550
2015-06-24,9109239000
2015-06-25,9090322050
2015-06-26,9173265600
2015-06-29,8976820350
2015-06-30,9020221420
2015-07-01,9002872060
2015-07-02,9117088680
2015-07-06,8986968480
2015-07-07,9137329600
2015-07-08,8947932420
2015-07-09,8986968480
2015-07-10,9187931900
2015-07-13,9372991740
2015-07-14,9299256959
2015-07-15,9114197120
2015-07-16,9154678960
2015-07-17,9108414000
2015-07-20,9205281260
2015-07-21,9453955420
2015-07-22,9433714500
2015-07-23,9313714760
2015-07-24,9297811180
2015-07-27,9362871280
2015-07-28,9647689940
2015-07-29,10098773300
2015-07-30,10101664860
2015-07-31,10142146700
2015-08-03,10224556160
2015-08-04,10181182760
2015-08-05,10165279180
2015-08-06,10072749260
2015-08-07,9954195300
2015-08-10,10059737240
2015-08-11,10097327520
2015-08-12,9990339800
2015-08-13,9933954380
2015-08-14,10033713200
2015-08-17,10075640820
2015-08-18,10084315500
2015-08-19,10240459740
2015-08-20,10007689160
2015-08-21,9721424720
2015-08-24,9420702480
2015-08-25,9273232920
2015-08-26,9724316280
2015-08-27,9805279959
2015-08-28,9721424720
2015-08-31,9748894540
2015-09-01,9542148000
2015-09-02,9938291720
2015-09-03,9860219600
2015-09-04,9787930600
2015-09-08,9967207320
2015-09-09,9951303740
2015-09-10,9975882000
2015-09-11,9929617040
2015-09-14,9918050800
2015-09-15,10046725220
2015-09-16,10090098620
2015-09-17,9980219340
2015-09-18,9769135459
2015-09-21,9906484560
2015-09-22,9666485080
2015-09-23,9744557200
2015-09-24,9763352340
2015-09-25,9907930340
2015-09-28,9811063080
2015-09-29,9852990700
2015-09-30,9725345520
2015-10-01,9715301640
2015-10-02,9873134040
2015-10-05,10049619360
2015-10-06,10078316160
2015-10-07,10069707120
2015-10-08,10171580760
2015-10-09,10289237640
2015-10-12,10330848000
2015-10-13,10237583400
2015-10-14,10181624640
2015-10-15,10373893200
2015-10-16,10294977000
2015-10-19,10316499600
2015-10-20,10349500920
2015-10-21,10310760240
2015-10-22,10434156480
2015-10-23,10444200360
2015-10-26,10402590000
2015-10-27,10042445160
2015-10-28,9755477160
2015-10-29,9954919920
2015-10-30,9954919920
2015-11-02,10078316160
2015-11-03,10063967760
2015-11-04,9858785640
2015-11-05,9799957200
2015-11-06,9860220480
2015-11-09,9731084879
2015-11-10,9864525000
2015-11-11,9864525000
2015-11-12,9682300320
2015-11-13,9616297680
2015-11-16,9672256440
2015-11-17,9732519720
2015-11-18,9797087520
2015-11-19,9801392040
2015-11-20,9832958520
2015-11-23,9792783000
2015-11-24,9788478480
2015-11-25,9844437240
2015-11-27,9880308240
2015-11-30,9675126120
2015-12-01,9749737800
2015-12-02,9122712720
2015-12-03,8927574480
2015-12-04,9010795200
2015-12-07,8907486720
2015-12-08,8682216840
2015-12-09,8687956200
2015-12-10,8825700840
2015-12-11,8896008000
2015-12-14,8850093120
2015-12-15,8983533240
2015-12-16,9221716680
2015-12-17,9211672800
2015-12-18,8947662240
2015-12-21,8967750000
2015-12-22,9096885600
2015-12-23,9180106320
2015-12-24,9115538520
2015-12-28,9065319120
2015-12-29,9066753960
2015-12-30,8947662240
2015-12-31,8901420500
2016-01-04,8868409750
2016-01-05,9109531750
2016-01-06,9065039000
2016-01-07,9054992250
2016-01-08,9059298000
2016-01-11,8862668750
2016-01-12,9039204500
2016-01-13,8997582250
2016-01-14,9060733250
2016-01-15,9122449000
2016-01-19,9136801500
2016-01-20,9146848250
2016-01-21,9258797750
2016-01-22,9218610750
2016-01-25,9001888000
2016-01-26,9195646749
2016-01-27,9067909500
2016-01-28,9049251250
2016-01-29,9296114250
2016-02-01,9359265250
2016-02-02,9110967000
2016-02-03,9316207750
2016-02-04,9680761250
2016-02-05,9771182000
2016-02-08,9977858000
2016-02-09,10002257250
2016-02-10,9850120750
2016-02-11,9878825750
2016-02-12,10069714000
2016-02-16,10220415250
2016-02-17,10167311000
2016-02-18,10184534000
2016-02-19,10115642000
2016-02-22,10056796749
2016-02-23,9979293250
2016-02-24,10079760750
2016-02-25,10069714000
2016-02-26,10096983750
2016-02-29,10022350750
2016-03-01,10152958500
2016-03-02,10249120250
2016-03-03,10263472750
2016-03-04,10431397000
2016-03-07,10276390000
2016-03-08,10280695750
2016-03-09,10250555500
2016-03-10,10263472750
2016-03-11,10424220750
2016-03-14,10399821500
2016-03-15,10487371749
2016-03-16,10493112750
2016-03-17,10596450750
2016-03-18,10669648500
2016-03-21,10570616250
2016-03-22,10546217000
2016-03-23,10546217000
2016-03-24,10583533500
2016-03-28,10626591000
2016-03-29,10692612500
2016-03-30,10699788750
2016-03-31,10614741540
2016-04-01,10531802700
2016-04-04,10506063060
2016-04-05,10514642940
2016-04-06,10533232680
2016-04-07,10274406300
2016-04-08,10272976320
2016-04-11,10262966460
2016-04-12,10365925020
2016-04-13,10431704100
2016-04-14,10424554200
2016-04-15,10511782980
2016-04-18,10597581780
2016-04-19,10757739540
2016-04-20,10686240540
2016-04-21,10626181380
2016-04-22,10661930880
2016-04-25,10667650800
2016-04-26,10826378580
2016-04-27,10268686380
2016-04-28,10128548340
2016-04-29,10148568060
2016-05-02,10268686380
2016-05-03,10129978320
2016-05-04,10258676520
2016-05-05,10131408300
2016-05-06,10413114359
2016-05-09,10458873720
2016-05-10,10446003900
2016-05-11,10380224820
2016-05-12,10363065060
2016-05-13,10340185380
2016-05-16,10358775120
2016-05-17,10407394440
2016-05-18,10460303700
2016-05-19,10453153800
2016-05-20,10627611359
2016-05-23,10633331280
2016-05-24,10680520620
2016-05-25,10697680380
2016-05-26,10720560060
2016-05-27,10750589640
2016-05-31,10721990040
2016-06-01,10617601500
2016-06-02,10551822420
2016-06-03,10490333280
2016-06-06,10470313560
2016-06-07,10431704100
2016-06-08,10534662660
2016-06-09,10597581780
2016-06-10,10437424020
2016-06-13,10435994040
2016-06-14,10363065060
2016-06-15,10370214960
2016-06-16,10308725820
2016-06-17,10292996040
2016-06-20,10373074920
2016-06-21,10308725820
2016-06-22,10275836280
2016-06-23,10284416160
2016-06-24,10244376720
2016-06-27,10321595640
2016-06-28,10498913160
2016-06-29,10531802700
2016-06-30,10588866750
2016-07-01,10722921090
2016-07-05,10700103330
2016-07-06,10667302800
2016-07-07,10461942960
2016-07-08,10614536730
2016-07-11,10248026460
2016-07-12,10332166950
2016-07-13,10386359130
2016-07-14,10310775300
2016-07-15,10259435340
2016-07-18,10188129840
2016-07-19,10213799820
2016-07-20,10149624870
2016-07-21,10158181530
2016-07-22,10272270330
2016-07-25,10196686500
2016-07-26,10287957540
2016-07-27,9747461850
2016-07-28,9872959530
2016-07-29,9928577820
2016-08-01,9874385640
2016-08-02,9748887960
2016-08-03,9810210690
2016-08-04,9767427390
2016-08-05,9871533420
2016-08-08,9875811750
2016-08-09,9828750120
2016-08-10,9843011220
2016-08-11,9844437330
2016-08-12,9937134480
2016-08-15,9872959530
2016-08-16,9957100019
2016-08-17,9968508900
2016-08-18,9834454560
2016-08-19,9900055620
2016-08-22,9902907840
2016-08-23,9897203400
2016-08-24,9932856150
2016-08-25,9821619570
2016-08-26,9808784580
2016-08-29,9901481730
2016-08-30,9914316720
2016-08-31,9900055620
2016-09-01,10131085440
2016-09-02,10171016519
2016-09-06,10026979410
2016-09-07,10014144420
2016-09-08,9992752769
2016-09-09,9825897900
2016-09-12,9841585110
2016-09-13,9663321360
2016-09-14,9593441970
2016-09-15,9606276960
2016-09-16,9630520830
2016-09-19,9594868080
2016-09-20,9703252440
2016-09-21,9774557940
2016-09-22,9875811750
2016-09-23,9924299490
2016-09-26,9917168940
2016-09-27,9999883320
2016-09-28,10018422750
2016-09-29,10026979410
2016-09-30,9984957060
2016-10-03,9990625500
2016-10-04,9948112200
2016-10-05,9945277980
2016-10-06,9956614860
2016-10-07,9967951740
2016-10-10,10047309900
2016-10-11,10020384810
2016-10-12,9975037290
2016-10-13,9963700410
2016-10-14,9956614860
2016-10-17,9731294370
2016-10-18,9749716800
2016-10-19,9744048360
2016-10-20,9742631250
2016-10-21,9758219460
2016-10-24,9795064320
2016-10-25,9838994730
2016-10-26,9537150300
2016-10-27,9555572730
2016-10-28,9578246490
2016-10-31,9653353320
2016-11-01,9695866620
2016-11-02,9701535060
2016-11-03,9769556340
2016-11-04,9734128590
2016-11-07,9984957060
2016-11-08,9989208390
2016-11-09,10125250950
2016-11-10,10316560800
2016-11-11,10427095380
2016-11-14,10417175610
2016-11-15,10497950880
2016-11-16,10512121980
2016-11-17,10488031110
2016-11-18,10543298400
2016-11-21,10539047070
2016-11-22,10478111340
2016-11-23,10503619320
2016-11-25,10529127300
2016-11-28,10516373310
2016-11-29,10625490780
2016-11-30,10607068350
2016-12-01,10608485460
2016-12-02,10492282440
2016-12-05,10683592290
2016-12-06,10707683160
2016-12-07,10872067920
2016-12-08,10978351170
2016-12-09,10917415440
2016-12-12,10947174750
2016-12-13,10920249660
2016-12-14,10857896820
2016-12-15,10530544410
2016-12-16,10360491210
2016-12-19,10574474820
2016-12-20,10561720830
2016-12-21,10575891930
2016-12-22,10553218170
2016-12-23,10563137940
2016-12-27,10554635280
2016-12-28,10411507170
2016-12-29,10448352030
2016-12-30,10381747860
2017-01-03,10307109400
2017-01-04,10326917160
2017-01-05,10433030160
2017-01-06,10491038600
2017-01-09,10350969440
2017-01-10,10348139760
2017-01-11,10390584960
2017-01-12,10390584960
2017-01-13,10382095920
2017-01-17,10407563040
2017-01-18,10476890200
2017-01-19,10380681080
2017-01-20,10413222400
2017-01-23,10424541120
2017-01-24,10563195440
2017-01-25,10566025120
2017-01-26,10717413000
2017-01-27,10976328720
2017-01-30,10824940840
2017-01-31,10761273040
2017-02-01,10626863240
2017-02-02,10602810960
2017-02-03,10689116200
2017-02-06,10587247720
2017-02-07,10699020080
2017-02-08,10771176920
2017-02-09,10699020080
2017-02-10,10832015040
2017-02-13,10891438320
2017-02-14,10922564800
2017-02-15,11018773920
2017-02-16,11044241040
2017-02-17,11185725040
2017-02-21,11236659280
2017-02-22,11235244440
2017-02-23,11242318640
2017-02-24,11337112920
2017-02-27,11351261320
2017-02-28,11371069080
2017-03-01,11440396240
2017-03-02,11393706520
2017-03-03,11286178680
2017-03-06,11216851520
2017-03-07,11168746960
2017-03-08,11139035320
2017-03-09,11109323680
2017-03-10,11225340560
2017-03-13,11221096040
2017-03-14,11114983040
2017-03-15,11112153360
2017-03-16,11065463640
2017-03-17,11165917280
2017-03-20,11167332120
2017-03-21,11086686240
2017-03-22,11048485560
2017-03-23,10990477120
2017-03-24,10960765480
2017-03-27,10897097680
2017-03-28,10967839680
2017-03-29,10935298360
2017-03-30,10986232600
2017-03-31,10902604690
2017-04-03,10820789310
2017-04-04,10841948460
2017-04-05,10778471010
2017-04-06,10760133080
2017-04-07,10682549530
2017-04-10,10754490640
2017-04-11,10685370750
2017-04-12,10549952190
2017-04-13,10503402060
2017-04-17,10674085870
2017-04-18,10620482690
2017-04-19,10627535740
2017-04-20,10784113450
2017-04-21,10796808940
2017-04-24,10944922990
2017-04-25,10960439700
2017-04-26,10270651410
2017-04-27,10270651410
2017-04-28,10255134700
2017-05-01,10233975550
2017-05-02,10257955920
2017-05-03,10266419580
2017-05-04,10235386160
2017-05-05,10346824350
2017-05-08,10080219060
2017-05-09,9995582460
2017-05-10,9898250370
2017-05-11,9843236580
2017-05-12,9782580350
2017-05-15,9799507670
2017-05-16,9817845600
2017-05-17,9569578240
2017-05-18,9600611660
2017-05-19,9501868960
2017-05-22,9603432880
2017-05-23,9640108740
2017-05-24,9645751180
2017-05-25,9579452510
2017-05-26,9456729440
2017-05-30,9489173470
2017-05-31,9452497610
2017-06-01,9532902380
2017-06-02,9538544820
2017-06-05,9487762860
2017-06-06,9468014320
2017-06-07,9483531030
2017-06-08,9446855170
2017-06-09,9572399460
2017-06-12,9707818019
2017-06-13,9745904490
2017-06-14,9569578240
2017-06-15,9796686450
2017-06-16,9879912440
2017-06-19,9888376100
2017-06-20,9648572400
2017-06-21,9475067370
2017-06-22,9493405300
2017-06-23,9449676390
2017-06-26,9532902380
2017-06-27,9497637130
2017-06-28,9497637130
2017-06-29,9528670550
2017-06-30,9644182960
2017-07-03,9840773760
2017-07-05,9655416720
2017-07-06,9503760960
2017-07-07,9544483340
2017-07-10,9580993060
2017-07-11,9632949200
2017-07-12,9670863140
2017-07-13,9655416720
2017-07-14,9753712120
2017-07-17,9673671580
2017-07-18,9759329000
2017-07-19,9645587180
2017-07-20,9128834220
2017-07-21,9206066320
2017-07-24,9214491640
2017-07-25,9258022460
2017-07-26,9255214020
2017-07-27,9192024120
2017-07-28,9162535500
2017-07-31,9211683200
2017-08-01,9124621560
2017-08-02,9213087420
2017-08-03,9225725400
2017-08-04,9439166840
2017-08-07,9343679880
2017-08-08,9373168500
2017-08-09,9286106860
2017-08-10,9283298420
2017-08-11,9215895860
2017-08-14,9427933080
2017-08-15,9551504440
2017-08-16,9550100220
2017-08-17,9392827580
2017-08-18,9377381160
2017-08-21,9388614920
2017-08-22,9422316200
2017-08-23,9420911980
2017-08-24,9390019140
2017-08-25,9698947539
2017-08-28,9976983100
2017-08-29,10050002539
2017-08-30,10259231320
2017-08-31,9918005860
2017-09-01,9853411740
2017-09-05,10080895380
2017-09-06,10218508940
2017-09-07,10288719940
2017-09-08,10354718280
2017-09-11,10226934260
2017-09-12,10221317380
2017-09-13,10149702160
2017-09-14,9937664940
2017-09-15,10033151900
2017-09-18,10145489500
2017-09-19,10194637200
2017-09-20,10221317380
2017-09-21,10250806000
2017-09-22,10269060860
2017-09-25,10379994240
2017-09-26,10516203580
2017-09-27,10627136960
2017-09-28,10599052560
2017-09-29,10686114200
2017-10-02,10788915600
2017-10-03,10625616360
2017-10-04,10470691440
2017-10-05,10614450600
2017-10-06,10680049440
2017-10-09,10530707400
2017-10-10,10759605480
2017-10-11,10705172400
2017-10-12,10772166960
2017-10-13,10783332720
2017-10-16,10793102760
2017-10-17,10610263440
2017-10-18,10794498480
2017-10-19,10883824560
2017-10-20,10928487600
2017-10-23,10946631960
2017-10-24,11002460760
2017-10-25,10970359200
2017-10-26,11108535480
2017-10-27,11140637040
2017-10-30,10935466200
2017-10-31,10960589160
2017-11-01,11072246760
2017-11-02,11102952600
2017-11-03,11087599680
2017-11-06,11037353760
2017-11-07,11235546000
2017-11-08,11253690360
2017-11-09,11260668960
2017-11-10,11211818760
2017-11-13,11216005920
2017-11-14,11217401640
2017-11-15,11158781400
2017-11-16,11221588800
2017-11-17,10948027680
2017-11-20,10946631960
2017-11-21,10996877880
2017-11-22,11059685280
2017-11-24,11119701240
2017-11-27,11101556880
2017-11-28,11379305160
2017-11-29,11792438280
2017-11-30,12093913800
2017-12-01,12078560880
2017-12-04,12109266720
2017-12-05,11992026240
2017-12-06,12163699800
2017-12-07,12201384240
2017-12-08,12335373360
2017-12-11,12278148840
2017-12-12,12282336000
2017-12-13,12250234440
2017-12-14,11973881880
2017-12-15,12032502120
2017-12-18,12165095520
2017-12-19,12091122360
2017-12-20,12107871000
2017-12-21,12160908360
2017-12-22,12380036400
2017-12-26,12392597880
2017-12-27,12491694000
2017-12-28,12486111120
2017-12-29,12434469480
2018-01-02,12566471680
2018-01-03,12531463680
2018-01-04,12563671040
2018-01-05,12542666239
2018-01-08,12712104960
2018-01-09,12807326720
2018-01-10,12804526080
2018-01-11,13151805440
2018-01-12,13202216960
2018-01-16,13018775040
2018-01-17,13020175360
2018-01-18,13118197760
2018-01-19,13325445120
2018-01-22,13363253760
2018-01-23,13289036800
2018-01-24,13468277760
2018-01-25,13517288960
2018-01-26,13545295360
2018-01-29,13486481920
2018-01-30,13293237760
2018-01-31,12807326720
2018-02-01,12880143360
2018-02-02,12853537280
2018-02-05,12649090560
2018-02-06,12710704640
2018-02-07,12962762239
2018-02-08,12668695040
2018-02-09,12511859200
2018-02-12,12768117760
2018-02-13,12983767040
2018-02-14,12943157760
2018-02-15,13015974400
2018-02-16,12969763840
2018-02-20,12598679040
2018-02-21,12628085760
2018-02-22,12615482880
2018-02-23,12971164160
2018-02-26,13251228160
2018-02-27,13088791040
2018-02-28,13073387520
2018-03-01,12560870400
2018-03-02,12534264320
2018-03-05,12572072960
2018-03-06,12601479680
2018-03-07,12604280320
2018-03-08,12546867200
2018-03-09,12846535680
2018-03-12,12747112960
2018-03-13,12842334720
2018-03-14,12566471680
2018-03-15,12642088960
2018-03-16,12902548480
2018-03-19,12971164160
2018-03-20,13032778239
2018-03-21,13109795840
2018-03-22,12975365120
2018-03-23,12723307520
2018-03-26,12989368320
2018-03-27,12821329920
2018-03-28,12839534080
2018-03-29,13122398720
2018-04-02,12862764720
2018-04-03,13058014320
2018-04-04,13159823040
2018-04-05,13010596560
2018-04-06,12618702720
2018-04-09,12770718480
2018-04-10,13126351680
2018-04-11,13102642800
2018-04-12,13306260240
2018-04-13,13147271280
2018-04-16,13614475680
2018-04-17,13392727920
2018-04-18,13240712160
2018-04-19,13150060560
2018-04-20,13064987520
2018-04-23,13069171440
2018-04-24,12880895040
2018-04-25,12912971760
2018-04-26,12735852480
2018-04-27,12830688000
2018-04-30,12834871920
2018-05-01,12642411600
2018-05-02,11561565600
2018-05-03,11519726400
2018-05-04,11511358560
2018-05-07,11496017520
2018-05-08,11705213520
2018-05-09,11643849360
2018-05-10,11795865120
2018-05-11,12055268160
2018-05-14,11949275520
2018-05-15,11879543520
2018-05-16,11957643360
2018-05-17,12211467840
2018-05-18,12342564000
2018-05-21,12539208240
2018-05-22,12321644400
2018-05-23,12194732160
2018-05-24,12272832000
2018-05-25,12304908720
2018-05-29,12263069520
2018-05-30,12472265520
2018-05-31,12133368000
2018-06-01,12205889280
2018-06-04,12267253440
2018-06-05,12250517760
2018-06-06,12244939200
2018-06-07,12271437360
2018-06-08,12317460480
2018-06-11,12367667520
2018-06-12,12667515120
2018-06-13,12661936560
2018-06-14,12611729520
2018-06-15,12564311760
2018-06-18,12639622320
2018-06-19,12548970720
2018-06-20,12589415280
2018-06-21,12522472560
2018-06-22,12357905040
2018-06-25,11936723760
