,WM
2023-03-07,60865560000
2023-03-08,61069260000
2023-03-09,61362588000
2023-03-10,60837042000
2023-03-13,61615176000
2023-03-14,62886264000
2023-03-15,63171444000
2023-03-16,63395514000
2023-03-17,62393310000
2023-03-20,63094038000
2023-03-21,62947374000
2023-03-22,61961466000
2023-03-23,61395179999
2023-03-24,62927004000
2023-03-27,62568492000
2023-03-28,63073668000
2023-03-29,63978096000
2023-03-30,65807322000
2023-03-31,66230702999
2023-04-03,66514833000
2023-04-04,66376827000
2023-04-05,66088638000
2023-04-06,66429594000
2023-04-10,65869452000
2023-04-11,66218525999
2023-04-12,67176450000
2023-04-13,67724415000
2023-04-14,67095270000
2023-04-17,67135860000
2023-04-18,67127742000
2023-04-19,67014090000
2023-04-20,67257629999
2023-04-21,67034385000
2023-04-24,67245452999
2023-04-25,67204863000
2023-04-26,66409299000
2023-04-27,65605617000
2023-04-28,67399695000
2023-05-01,67700061000
2023-05-02,67667589000
2023-05-03,67915188000
2023-05-04,68114079000
2023-05-05,68365737000
2023-05-08,68609277000
2023-05-09,68783814000
2023-05-10,69226245000
2023-05-11,69080121000
2023-05-12,68694516000
2023-05-15,68426622000
2023-05-16,68081606999
2023-05-17,67671648000
2023-05-18,66973500000
2023-05-19,67119624000
2023-05-22,66689370000
2023-05-23,66072402000
2023-05-24,66007458000
2023-05-25,65707092000
2023-05-26,65463552000
2023-05-30,65820744000
2023-05-31,65723327999
2023-06-01,66080520000
2023-06-02,66957264000
2023-06-05,66867966000
2023-06-06,66031812000
2023-06-07,65573145000
2023-06-08,65991222000
2023-06-09,66031812000
2023-06-12,66125169000
2023-06-13,65796390000
2023-06-14,65926277999
2023-06-15,66648779999
2023-06-16,66985677000
2023-06-20,66916674000
2023-06-21,67168331999
2023-06-22,67748769000
2023-06-23,67212981000
2023-06-26,67679766000
2023-06-27,68507802000
2023-06-28,67976073000
2023-06-29,68844699000
2023-06-30,70061680000
2023-07-03,69245600000
2023-07-05,69104200000
2023-07-06,69229440000
2023-07-07,68684040000
2023-07-10,69136520000
2023-07-11,68768880000
2023-07-12,68348720000
2023-07-13,68009360000
2023-07-14,68098240000
2023-07-17,67775040000
2023-07-18,67310440000
2023-07-19,67346799999
2023-07-20,69447600000
2023-07-21,69653640000
2023-07-24,69407200000
2023-07-25,69387000000
2023-07-26,66635760000
2023-07-27,66243880000
2023-07-28,65827760000
2023-07-31,66171160000
2023-08-01,65654040000
2023-08-02,66021679999
2023-08-03,65019760000
2023-08-04,64813720000
2023-08-07,65145000000
2023-08-08,64559200000
2023-08-09,65246000000
2023-08-10,64571320000
2023-08-11,65019760000
2023-08-14,64934919999
2023-08-15,64223880000
2023-08-16,64648080000
2023-08-17,64029960000
2023-08-18,64183480000
2023-08-21,64183480000
2023-08-22,63884520000
2023-08-23,63985520000
2023-08-24,63541120000
2023-08-25,63965320000
2023-08-28,63807760000
2023-08-29,63884520000
2023-08-30,64082480000
2023-08-31,63339120000
2023-09-01,63432040000
2023-09-05,63440120000
2023-09-06,63011880000
2023-09-07,63387600000
2023-09-08,63205799999
2023-09-11,63621919999
2023-09-12,64066320000
2023-09-13,64801600000
2023-09-14,64781400000
2023-09-15,64833919999
2023-09-18,64571320000
2023-09-19,64506679999
2023-09-20,64660200000
2023-09-21,63625960000
2023-09-22,63213880000
2023-09-25,63492640000
2023-09-26,62894720000
2023-09-27,62385679999
2023-09-28,62393760000
2023-09-29,61585760000
2023-10-02,60786420000
2023-10-03,61329120000
2023-10-04,61891920000
2023-10-05,62197440000
2023-10-06,62486880000
2023-10-09,63306959999
2023-10-10,63053700000
2023-10-11,62985360000
2023-10-12,62330100000
2023-10-13,63841620000
2023-10-16,64255680000
2023-10-17,64344120000
2023-10-18,63938100000
2023-10-19,63142140000
2023-10-20,62945160000
2023-10-23,62695920000
2023-10-24,62161260000
2023-10-25,65956140000
2023-10-26,65453640000
2023-10-27,64874760000
2023-10-30,65425500000
2023-10-31,66060660000
2023-11-01,65944080000
2023-11-02,67073700000
2023-11-03,67584240000
2023-11-06,68026440000
2023-11-07,68082720000
2023-11-08,68448540000
2023-11-09,68364120000
2023-11-10,69051540000
2023-11-13,69019380000
2023-11-14,69200280000
2023-11-15,68810340000
2023-11-16,68918880000
2023-11-17,68561100000
2023-11-20,68814360000
2023-11-21,69019380000
2023-11-22,69051540000
2023-11-24,69148020000
2023-11-27,68934960000
2023-11-28,68211360000
2023-11-29,68235480000
2023-11-30,68737980000
2023-12-01,69867600000
2023-12-04,70104780000
2023-12-05,69574140000
2023-12-06,69927900000
2023-12-07,69481680000
2023-12-08,69345000000
2023-12-11,69698760000
2023-12-12,70989180000
2023-12-13,71982120000
2023-12-14,71021340000
2023-12-15,70169100000
2023-12-18,71407260000
2023-12-19,71065560000
2023-12-20,70655520000
2023-12-21,71077620000
2023-12-22,71133900000
2023-12-26,71363040000
2023-12-27,71455500000
2023-12-28,71612280000
2023-12-29,71998200000
2024-01-02,72149337000
2024-01-03,71715501000
2024-01-04,71819943000
2024-01-05,71410209000
2024-01-08,71599008000
2024-01-09,71594991000
2024-01-10,71976606000
2024-01-11,71992674000
2024-01-12,72868380000
2024-01-16,72615309000
2024-01-17,72896499000
2024-01-18,73715967000
2024-01-19,74093565000
2024-01-22,74278347000
2024-01-23,74531418000
2024-01-24,73832460000
2024-01-25,74354670000
2024-01-26,74639877000
2024-01-29,74455095000
2024-01-30,75162087000
2024-01-31,74567571000
2024-02-01,75688314000
2024-02-02,75603957000
2024-02-05,75599940000
2024-02-06,76005657000
2024-02-07,76314966000
2024-02-08,76118133000
2024-02-09,75865062000
2024-02-12,75624042000
2024-02-13,80135133000
2024-02-14,80002572000
2024-02-15,79982487000
2024-02-16,80958618000
2024-02-20,81059043000
2024-02-21,82039191000
2024-02-22,83248308000
2024-02-23,83573685000
2024-02-26,83336682000
2024-02-27,83465226000
2024-02-28,83256342000
2024-02-29,82609605000
2024-03-01,82665843000
2024-03-04,83071560000
2024-03-05,83099679000
2024-03-06,83521464000
2024-03-07,83256342000
2024-03-08,83453175000
2024-03-11,84067776000
2024-03-12,84272643000
2024-03-13,84758700000
2024-03-14,84481527000
2024-03-15,84569901000
2024-03-18,85027839000
2024-03-19,85192536000
2024-03-20,85104162000
2024-03-21,85333131000
2024-03-22,85072026000
2024-03-25,85068009000
2024-03-26,85068009000
2024-03-27,85951749000
2024-03-28,85622355000
2024-04-01,85525947000
2024-04-02,84802887000
2024-04-03,84525714000
2024-04-04,83188053000
2024-04-05,83123781000
2024-04-08,83031390000
2024-04-09,82943016000
2024-04-10,83633940000
2024-04-11,82726098000
2024-04-12,82497129000
2024-04-15,82493112000
2024-04-16,82340466000
2024-04-17,82810455000
2024-04-18,82376619000
2024-04-19,83180019000
2024-04-22,83364801000
2024-04-23,83866926000
2024-04-24,84529731000
2024-04-25,85441590000
2024-04-26,84397170000
2024-04-29,85220655000
2024-04-30,83561634000
2024-05-01,83055492000
2024-05-02,83216172000
2024-05-03,83505396000
2024-05-06,84581952000
2024-05-07,84557850000
2024-05-08,84357000000
2024-05-09,84557850000
2024-05-10,84955533000
2024-05-13,84686394000
2024-05-14,84300762000
2024-05-15,83955300000
2024-05-16,85240740000
2024-05-17,84533748000
2024-05-20,83742399000
2024-05-21,83686161000
2024-05-22,84324864000
2024-05-23,84152133000
2024-05-24,83878977000
2024-05-28,82934982000
2024-05-29,82011072000
2024-05-30,82850625000
2024-05-31,84650241000
2024-06-03,80862210000
2024-06-04,81798171000
2024-06-05,81906630000
2024-06-06,81344250000
2024-06-07,80560935000
2024-06-10,81026907000
2024-06-11,81195621000
2024-06-12,80689479000
2024-06-13,80830074000
2024-06-14,81802188000
2024-06-17,82902846000
2024-06-18,83509413000
2024-06-20,83862909000
2024-06-21,83951283000
2024-06-24,85337148000
2024-06-25,85184502000
2024-06-26,85429539000
2024-06-27,85429539000
2024-06-28,85698678000
2024-07-01,84099912000
2024-07-02,84144099000
2024-07-03,84437340000
2024-07-05,84489561000
2024-07-08,84606054000
2024-07-09,84365034000
2024-07-10,84831006000
2024-07-11,85068009000
2024-07-12,85863375000
2024-07-15,86767200000
2024-07-16,88731513000
2024-07-17,89707644000
2024-07-18,89619270000
2024-07-19,89498760000
2024-07-22,89670485000
2024-07-23,87776349000
2024-07-24,87234594000
2024-07-25,80227896000
2024-07-26,79040048000
2024-07-29,80476702000
2024-07-30,80701430000
2024-07-31,81327458000
2024-08-01,82695891000
2024-08-02,83374088000
2024-08-05,80878002000
2024-08-06,81520082000
2024-08-07,82206305000
2024-08-08,82627670000
2024-08-09,82370838000
