,WM
2004-08-25,16232500006
2004-08-26,16215076929
2004-08-27,16441576929
2004-08-30,16186038467
2004-08-31,16139576929
2004-09-01,16145384621
2004-09-02,16476423083
2004-09-03,16511269237
2004-09-07,16371884621
2004-09-08,16215076929
2004-09-09,16069884621
2004-09-10,16116346160
2004-09-13,16133769237
2004-09-14,15837576929
2004-09-15,15785307698
2004-09-16,15860807698
2004-09-17,15924692314
2004-09-20,15947923083
2004-09-21,15738846160
2004-09-22,15611076929
2004-09-23,15645923083
2004-09-24,15663346160
2004-09-27,15628500006
2004-09-28,15378769236
2004-09-29,15628500006
2004-09-30,15625790357
2004-10-01,15820112549
2004-10-04,16003004024
2004-10-05,15911558286
2004-10-06,15865835418
2004-10-07,15517198544
2004-10-08,15374314580
2004-10-11,15380029938
2004-10-12,15368599221
2004-10-13,15248576691
2004-10-14,15162846312
2004-10-15,15179992388
2004-10-18,15248576691
2004-10-19,14957093403
2004-10-20,15168561671
2004-10-21,15260007408
2004-10-22,15202853822
2004-10-25,15191423105
2004-10-26,15585782847
2004-10-27,15625790357
2004-10-28,16351640897
2004-10-29,16277341235
2004-11-01,16283056594
2004-11-02,16311633387
2004-11-03,16403079124
2004-11-04,16723139205
2004-11-05,16940322831
2004-11-08,16974614982
2004-11-09,17066060719
2004-11-10,16774577432
2004-11-11,16837446376
2004-11-12,16980330341
2004-11-15,16866023169
2004-11-16,16831731018
2004-11-17,16854592452
2004-11-18,17020337851
2004-11-19,16917461396
2004-11-22,16746000639
2004-11-23,16786008149
2004-11-24,16883169245
2004-11-26,17083206795
2004-11-29,16968899624
2004-11-30,17037483926
2004-12-01,16951753548
2004-12-02,17146075740
2004-12-03,17088922154
2004-12-06,17066060719
2004-12-07,17237521477
2004-12-08,17374690083
2004-12-09,17488997254
2004-12-10,17774765183
2004-12-13,17546150840
2004-12-14,17666173370
2004-12-15,17609019784
2004-12-16,17277528987
2004-12-17,16940322831
2004-12-20,16871738528
2004-12-21,16888884603
2004-12-22,17008907134
2004-12-23,16974614982
2004-12-27,16963184265
2004-12-28,17083206795
2004-12-29,17157506457
2004-12-30,17248952194
2004-12-31,17273076925
2005-01-03,17036538463
2005-01-04,16846153848
2005-01-05,16707692309
2005-01-06,16621153848
2005-01-07,16540384617
2005-01-10,16494230771
2005-01-11,16580769232
2005-01-12,16869230771
2005-01-13,16944230771
2005-01-14,16898076925
2005-01-18,16851923079
2005-01-19,16644230771
2005-01-20,16586538463
2005-01-21,16650000002
2005-01-24,16603846156
2005-01-25,16546153848
2005-01-26,16661538463
2005-01-27,16678846156
2005-01-28,16569230771
2005-01-31,16730769233
2005-02-01,16990384617
2005-02-02,17134615386
2005-02-03,17105769233
2005-02-04,17232692309
2005-02-07,17336538463
2005-02-08,17469230771
2005-02-09,17128846156
2005-02-10,17175000002
2005-02-11,17175000002
2005-02-14,17359615386
2005-02-15,17307692310
2005-02-16,17330769233
2005-02-17,17313461540
2005-02-18,17307692310
2005-02-22,16978846156
2005-02-23,16909615386
2005-02-24,16973076925
2005-02-25,17053846156
2005-02-28,16869230771
2005-03-01,17128846156
2005-03-02,17180769233
2005-03-03,17030769233
2005-03-04,17255769233
2005-03-07,17267307694
2005-03-08,17192307694
2005-03-09,17123076925
2005-03-10,17111538463
2005-03-11,16967307694
2005-03-14,16903846156
2005-03-15,16903846156
2005-03-16,16753846156
2005-03-17,16701923079
2005-03-18,16788461540
2005-03-21,16886538463
2005-03-22,16955769233
2005-03-23,16938461540
2005-03-24,16776923079
2005-03-28,16869230771
2005-03-29,16794230771
2005-03-30,16846153848
2005-03-31,16348333342
2005-04-01,16388000009
2005-04-04,16524000009
2005-04-05,16716666676
2005-04-06,16711000009
2005-04-07,16830000009
2005-04-08,16745000009
2005-04-11,16869666676
2005-04-12,16937666676
2005-04-13,16563666676
2005-04-14,16342666676
2005-04-15,15895000009
2005-04-18,15906333342
2005-04-19,15787333342
2005-04-20,15606000009
2005-04-21,15526666675
2005-04-22,15583333342
2005-04-25,15685333342
2005-04-26,15543666675
2005-04-27,15934666676
2005-04-28,15900666676
2005-04-29,16144333342
2005-05-02,16093333342
2005-05-03,16320000009
2005-05-04,16626000009
2005-05-05,16575000009
2005-05-06,16546666676
2005-05-09,16580666676
2005-05-10,16467333343
2005-05-11,16563666676
2005-05-12,16433333343
2005-05-13,16410666676
2005-05-16,16478666676
2005-05-17,16388000009
2005-05-18,16711000009
2005-05-19,16660000009
2005-05-20,16682666676
2005-05-23,16699666676
2005-05-24,16614666676
2005-05-25,16524000009
2005-05-26,16733666676
2005-05-27,16784666676
2005-05-31,16711000009
2005-06-01,16779000009
2005-06-02,16762000009
2005-06-03,16824333343
2005-06-06,16750666676
2005-06-07,16535333343
2005-06-08,16518333343
2005-06-09,16512666676
2005-06-10,16444666676
2005-06-13,16529666676
2005-06-14,16648666676
2005-06-15,16518333343
2005-06-16,16535333343
2005-06-17,16518333343
2005-06-20,16376666676
2005-06-21,16229333342
2005-06-22,16155666676
2005-06-23,16031000009
2005-06-24,15849666675
2005-06-27,16048000009
2005-06-28,16314333342
2005-06-29,16116000009
2005-06-30,15623333325
2005-07-01,15683974350
2005-07-05,15711538453
2005-07-06,15573717940
2005-07-07,15463461530
2005-07-08,15491025633
2005-07-11,15424871786
2005-07-12,15430384607
2005-07-13,15391794863
2005-07-14,15309102556
2005-07-15,15325641017
2005-07-18,15408333325
2005-07-19,15926538453
2005-07-20,15904487171
2005-07-21,15893461530
2005-07-22,16180128196
2005-07-25,16036794863
2005-07-26,15959615376
2005-07-27,16279358966
2005-07-28,15171282043
2005-07-29,15502051274
2005-08-01,15535128197
2005-08-02,15573717940
2005-08-03,15402820504
2005-08-04,15325641017
2005-08-05,15231923069
2005-08-08,15215384607
2005-08-09,15298076915
2005-08-10,15127179479
2005-08-11,15083076915
2005-08-12,15000384607
2005-08-15,15242948710
2005-08-16,15160256402
2005-08-17,15176794864
2005-08-18,15187820505
2005-08-19,15281538453
2005-08-22,15331153838
2005-08-23,15132692299
2005-08-24,15088589735
2005-08-25,15160256402
2005-08-26,15110641017
2005-08-29,15099615376
2005-08-30,14906666659
2005-08-31,15121666658
2005-09-01,15314615376
2005-09-02,15264999992
2005-09-06,15479999992
2005-09-07,15606794863
2005-09-08,15656410248
2005-09-09,15689487171
2005-09-12,15667435889
2005-09-13,15639871786
2005-09-14,15524102556
2005-09-15,15557179479
2005-09-16,15546153838
2005-09-19,15198846146
2005-09-20,15077564094
2005-09-21,14994871787
2005-09-22,15491025633
2005-09-23,15474487171
2005-09-26,15507564094
2005-09-27,15579230761
2005-09-28,15590256402
2005-09-29,15656410248
2005-09-30,15651352954
2005-10-03,15749823542
2005-10-04,15656823542
2005-10-05,15421588248
2005-10-06,15355941189
2005-10-07,15224647071
2005-10-10,15027705895
2005-10-11,14912823542
2005-10-12,14907352954
2005-10-13,14912823542
2005-10-14,14940176483
2005-10-17,14973000012
2005-10-18,14934705895
2005-10-19,14962058836
2005-10-20,14819823542
2005-10-21,15016764718
2005-10-24,15323117660
2005-10-25,15175411777
2005-10-26,15071470601
2005-10-27,15580235307
2005-10-28,16389882367
2005-10-31,16143705896
2005-11-01,16034294131
2005-11-02,16439117661
2005-11-03,16247647072
2005-11-04,16329705896
2005-11-07,16450058837
2005-11-08,16428176484
2005-11-09,16493823543
2005-11-10,16548529426
2005-11-11,16663411779
2005-11-14,16745470602
2005-11-15,16734529426
2005-11-16,16685294132
2005-11-17,16778294132
2005-11-18,16712647073
2005-11-21,16822058838
2005-11-22,16685294132
2005-11-23,16630588249
2005-11-25,16630588249
2005-11-28,16521176484
2005-11-29,16510235308
2005-11-30,16362529425
2005-12-01,16625117661
2005-12-02,16663411779
2005-12-05,16384411778
2005-12-06,16597764720
2005-12-07,16477411778
2005-12-08,16307823543
2005-12-09,16400823543
2005-12-12,16351588249
2005-12-13,16406294131
2005-12-14,16860352955
2005-12-15,16838470602
2005-12-16,16964294132
2005-12-19,16833000014
2005-12-20,16745470602
2005-12-21,16723588249
2005-12-22,16707176484
2005-12-23,16800176485
2005-12-27,16690764720
2005-12-28,16647000014
2005-12-29,16641529426
2005-12-30,16603235308
2006-01-03,16778294132
2006-01-04,16559470602
2006-01-05,16625117661
2006-01-06,16707176484
2006-01-09,16980705896
2006-01-10,17287058838
2006-01-11,17073705897
2006-01-12,17128411779
2006-01-13,17319882367
2006-01-17,17281588250
2006-01-18,17445705897
2006-01-19,17401941191
2006-01-20,17106529426
2006-01-23,17106529426
2006-01-24,17314411779
2006-01-25,17319882367
2006-01-26,17374588250
2006-01-27,17265176485
2006-01-30,17259705897
2006-01-31,17276117661
2006-02-01,17325352956
2006-02-02,17172176485
2006-02-03,17314411779
2006-02-06,17735647074
2006-02-07,17779411780
2006-02-08,17801294132
2006-02-09,17872411780
2006-02-10,18370235309
2006-02-13,18074823544
2006-02-14,18288176486
2006-02-15,18348352956
2006-02-16,18468705898
2006-02-17,18517941192
2006-02-21,18545294133
2006-02-22,18671117663
2006-02-23,18600000016
2006-02-24,18534352957
2006-02-27,18517941192
2006-02-28,18195176486
2006-03-01,18435882368
2006-03-02,18375705898
2006-03-03,18244411780
2006-03-06,18255352956
2006-03-07,18435882368
2006-03-08,18572647074
2006-03-09,18419470604
2006-03-10,18528882368
2006-03-13,18725823545
2006-03-14,18835235310
2006-03-15,18807882369
2006-03-16,18922764722
2006-03-17,18895411780
2006-03-20,18769588251
2006-03-21,18687529427
2006-03-22,18747705898
2006-03-23,18725823545
2006-03-24,18764117663
2006-03-27,18731294133
2006-03-28,18736764722
2006-03-29,18972000016
2006-03-30,19092352957
2006-03-31,19117013002
2006-04-03,19268649366
2006-04-04,19431116898
2006-04-05,19496103912
2006-04-06,19371545470
2006-04-07,19214493522
2006-04-10,19339051963
2006-04-11,19506935080
2006-04-12,19409454561
2006-04-13,19561090925
2006-04-17,19360714301
2006-04-18,19577337678
2006-04-19,19864363652
2006-04-20,19913103912
2006-04-21,19831870146
2006-04-24,19772298717
2006-04-25,19810207808
2006-04-26,20210961055
2006-04-27,20600883133
2006-04-28,20286779237
2006-05-01,20140558457
2006-05-02,20384259756
2006-05-03,20416753263
2006-05-04,20476324692
2006-05-05,20611714302
2006-05-08,20622545471
2006-05-09,20676701315
2006-05-10,20525064951
2006-05-11,20297610406
2006-05-12,20037662354
2006-05-15,19793961055
2006-05-16,19902272743
2006-05-17,19604415600
2006-05-18,19663987029
2006-05-19,19880610405
2006-05-22,19777714301
2006-05-23,19653155860
2006-05-24,19295727288
2006-05-25,19328220794
2006-05-26,19604415600
2006-05-30,19534013002
2006-05-31,19831870146
2006-06-01,19940181834
2006-06-02,20037662354
2006-06-05,19506935080
2006-06-06,19853532483
2006-06-07,19967259756
2006-06-08,19756051964
2006-06-09,19869779236
2006-06-12,19387792223
2006-06-13,18889558456
2006-06-14,18700013002
2006-06-15,18873311703
2006-06-16,18911220794
2006-06-19,18521298716
2006-06-20,18710844171
2006-06-21,19138675340
2006-06-22,18970792223
2006-06-23,18981623392
2006-06-26,19165753262
2006-06-27,19014116898
2006-06-28,19095350664
2006-06-29,19268649366
2006-06-30,19221428581
2006-07-03,19092857153
2006-07-05,18664285724
2006-07-06,18696428581
2006-07-07,18551785724
2006-07-10,18610714295
2006-07-11,18717857152
2006-07-12,18658928581
2006-07-13,18278571438
2006-07-14,17978571438
2006-07-17,18246428581
2006-07-18,18471428581
2006-07-19,18519642867
2006-07-20,18091071438
2006-07-21,17957142866
2006-07-24,18080357152
2006-07-25,18691071438
2006-07-26,18503571438
2006-07-27,18380357152
2006-07-28,18610714295
2006-07-31,18417857152
2006-08-01,18101785723
2006-08-02,18642857152
2006-08-03,18857142867
2006-08-04,18846428581
2006-08-07,18519642867
2006-08-08,18664285724
2006-08-09,18139285723
2006-08-10,18417857152
2006-08-11,18144642866
2006-08-14,18267857152
2006-08-15,18648214295
2006-08-16,18739285724
2006-08-17,18733928581
2006-08-18,18407142866
2006-08-21,18273214295
2006-08-22,18283928581
2006-08-23,18107142866
2006-08-24,17882142866
2006-08-25,17764285723
2006-08-28,17828571438
2006-08-29,17807142866
2006-08-30,18160714295
2006-08-31,18364285724
2006-09-01,18433928581
2006-09-05,18492857152
2006-09-06,18412500009
2006-09-07,17876785723
2006-09-08,17903571438
2006-09-11,18048214295
2006-09-12,18300000009
2006-09-13,18337500009
2006-09-14,18535714295
2006-09-15,18948214295
2006-09-18,18841071438
2006-09-19,18937500010
2006-09-20,19098214295
2006-09-21,18932142867
2006-09-22,18937500010
2006-09-25,19151785724
2006-09-26,19210714295
2006-09-27,19607142867
2006-09-28,19928571439
2006-09-29,19650000010
2006-10-02,19271257847
2006-10-03,19213417782
2006-10-04,19213417782
2006-10-05,19344872474
2006-10-06,19507876292
2006-10-09,19592007295
2006-10-10,19712945612
2006-10-11,19828625741
2006-10-12,20033695060
2006-10-13,20065244186
2006-10-16,20133600626
2006-10-17,19844400304
2006-10-18,19870691242
2006-10-19,19497359917
2006-10-20,19649847360
2006-10-23,19828625741
2006-10-24,19733978363
2006-10-25,19655105547
2006-10-26,19791818427
2006-10-27,19623556421
2006-10-30,19618298234
2006-10-31,19707687424
2006-11-01,19618298234
2006-11-02,19655105547
2006-11-03,19676138298
2006-11-06,19960080433
2006-11-07,19975854996
2006-11-08,20128342439
2006-11-09,20165149752
2006-11-10,20254538943
2006-11-13,20154633377
2006-11-14,19996887747
2006-11-15,20086276937
2006-11-16,20222989817
2006-11-17,20091535125
2006-11-20,19933789494
2006-11-21,19886465805
2006-11-22,19760269301
2006-11-24,19828625741
2006-11-27,19323839724
2006-11-28,19518392668
2006-11-29,19492101729
2006-11-30,19250225096
2006-12-01,19166094093
2006-12-04,19560458169
2006-12-05,19649847360
2006-12-06,19875949430
2006-12-07,19812851178
2006-12-08,19739236550
2006-12-11,19691912861
2006-12-12,19639330984
2006-12-13,19665621923
2006-12-14,19613040046
2006-12-15,19439519852
2006-12-18,19166094093
2006-12-19,18955766586
2006-12-20,18976799337
2006-12-21,19039897589
2006-12-22,18792762768
2006-12-26,19060930340
2006-12-27,19360647037
2006-12-28,19323839724
2006-12-29,19334356099
2007-01-03,19573000015
2007-01-04,19329857158
2007-01-05,19018000015
2007-01-08,19065571444
2007-01-09,18864714301
2007-01-10,19388000015
2007-01-11,19578285730
2007-01-12,19504285730
2007-01-16,19520142872
2007-01-17,19536000015
2007-01-18,19477857158
2007-01-19,19509571444
2007-01-22,19742142873
2007-01-23,19874285730
2007-01-24,19974714301
2007-01-25,19620571444
2007-01-26,19800285730
2007-01-29,19932428587
2007-01-30,20054000016
2007-01-31,20075142873
2007-02-01,19921857159
2007-02-02,20006428587
2007-02-05,20239000016
2007-02-06,20117428587
2007-02-07,20302428587
2007-02-08,18727285729
2007-02-09,18632142872
2007-02-12,18463000014
2007-02-13,18510571443
2007-02-14,18658571443
2007-02-15,18843571443
2007-02-16,18859428586
2007-02-20,18700857158
2007-02-21,18515857157
2007-02-22,17971428586
2007-02-23,18304428586
2007-02-26,18246285729
2007-02-27,17881571443
2007-02-28,17997857157
2007-03-01,17839285728
2007-03-02,17649000014
2007-03-05,17659571442
2007-03-06,17871000014
2007-03-07,17849857157
2007-03-08,17886857157
2007-03-09,17929142871
2007-03-12,17818142871
2007-03-13,17358285728
2007-03-14,17633142871
2007-03-15,17770571442
2007-03-16,17717714300
2007-03-19,17976714300
2007-03-20,18024285728
2007-03-21,18182857157
2007-03-22,18145857157
2007-03-23,18463000014
2007-03-26,18579285729
2007-03-27,18241000014
2007-03-28,18008428586
2007-03-29,18352000014
2007-03-30,18188142871
2007-04-02,18018000000
2007-04-03,18194800000
2007-04-04,18059600000
2007-04-05,17955600000
2007-04-09,17903600000
2007-04-10,18007600000
2007-04-11,17830800000
2007-04-12,17763200000
2007-04-13,17669600000
2007-04-16,17836000000
2007-04-17,17919200000
2007-04-18,18210400000
2007-04-19,18070000000
2007-04-20,18122000000
2007-04-23,18496400000
2007-04-24,18330000000
2007-04-25,18413200000
2007-04-26,18382000000
2007-04-27,19827600000
2007-04-30,19453200000
2007-05-01,19510400000
2007-05-02,19578000000
2007-05-03,19884800000
2007-05-04,19760000000
2007-05-07,19890000000
2007-05-08,19749600000
2007-05-09,19994000000
2007-05-10,19962800000
2007-05-11,20139600000
2007-05-14,20077200000
2007-05-15,19796400000
2007-05-16,20009600000
2007-05-17,19952400000
2007-05-18,20098000000
2007-05-21,20233200000
2007-05-22,20311200000
2007-05-23,20451600000
2007-05-24,19999200000
2007-05-25,20248800000
2007-05-29,20430800000
2007-05-30,20311200000
2007-05-31,20108400000
2007-06-01,20644000000
2007-06-04,20779200000
2007-06-05,20732400000
2007-06-06,20680400000
2007-06-07,20212400000
2007-06-08,20337200000
2007-06-11,20352800000
2007-06-12,19962800000
2007-06-13,20373600000
2007-06-14,20342400000
2007-06-15,20524400000
2007-06-18,20462000000
2007-06-19,20503600000
2007-06-20,20560800000
2007-06-21,20680400000
2007-06-22,20363200000
2007-06-25,20087600000
2007-06-26,20285200000
2007-06-27,20191600000
2007-06-28,20358000000
2007-06-29,20306000000
2007-07-02,20501866000
2007-07-03,20501866000
2007-07-05,20347096000
2007-07-06,20434799000
2007-07-09,20419322000
2007-07-10,19862150000
2007-07-11,19980807000
2007-07-12,20305824000
2007-07-13,20481230000
2007-07-16,20352255000
2007-07-17,20378050000
2007-07-18,20321301000
2007-07-19,20537979000
2007-07-20,20403845000
2007-07-23,20790770000
2007-07-24,20388368000
2007-07-25,20486389000
2007-07-26,19506179000
2007-07-27,19274024000
2007-07-30,19341091000
2007-07-31,19619677000
2007-08-01,19960171000
2007-08-02,19934376000
2007-08-03,19542292000
2007-08-06,19356568000
2007-08-07,19186321000
2007-08-08,19335932000
2007-08-09,18304132000
2007-08-10,18593036000
2007-08-13,19217275000
2007-08-14,18804555000
2007-08-15,18206111000
2007-08-16,18252542000
2007-08-17,18572400000
2007-08-20,18768442000
2007-08-21,18897417000
2007-08-22,19382363000
2007-08-23,19263706000
2007-08-24,19392681000
2007-08-27,19217275000
2007-08-28,18722011000
2007-08-29,19382363000
2007-08-30,19160526000
2007-08-31,19433953000
2007-09-04,19521656000
2007-09-05,19186321000
2007-09-06,19506179000
2007-09-07,19129572000
2007-09-10,19057346000
2007-09-11,19294660000
2007-09-12,19237911000
2007-09-13,19243070000
2007-09-14,19026392000
2007-09-17,19093459000
2007-09-18,19506179000
2007-09-19,20073669000
2007-09-20,19764129000
2007-09-21,19655790000
2007-09-24,19537133000
2007-09-25,19640313000
2007-09-26,19753811000
2007-09-27,19537133000
2007-09-28,19470066000
2007-10-01,18952160000
2007-10-02,18877760000
2007-10-03,18793440000
2007-10-04,18967040000
2007-10-05,19066240000
2007-10-08,19125760000
2007-10-09,19239840000
2007-10-10,19066240000
2007-10-11,19056320000
2007-10-12,19115840000
2007-10-15,18996800000
2007-10-16,18738880000
2007-10-17,18852960000
2007-10-18,18902560000
2007-10-19,18857920000
2007-10-22,18833120000
2007-10-23,19006720000
2007-10-24,19224960000
2007-10-25,19358880000
2007-10-26,17860960000
2007-10-29,18049440000
2007-10-30,17781600000
2007-10-31,18049440000
2007-11-01,17652640000
2007-11-02,17801440000
2007-11-05,17741920000
2007-11-06,17732000000
2007-11-07,17082239999
2007-11-08,17221120000
2007-11-09,16611040000
2007-11-12,16690400000
2007-11-13,17414560000
2007-11-14,17245920000
2007-11-15,17077280000
2007-11-16,17037600000
2007-11-19,16849120000
2007-11-20,16799519999
2007-11-21,16754880000
2007-11-23,16878880000
2007-11-26,16650720000
2007-11-27,17032640000
2007-11-28,17280640000
2007-11-29,16744959999
2007-11-30,17022720000
2007-12-03,17047519999
2007-12-04,16913600000
2007-12-05,16804480000
2007-12-06,17171519999
2007-12-07,17072320000
2007-12-10,17404640000
2007-12-11,17052480000
2007-12-12,17226080000
2007-12-13,16923519999
2007-12-14,16501920000
2007-12-17,16313440000
2007-12-18,16779680000
2007-12-19,16353120000
2007-12-20,16427519999
2007-12-21,16705280000
2007-12-24,16759840000
2007-12-26,16710239999
2007-12-27,16521760000
2007-12-28,16477120000
2007-12-31,16204320000
2008-01-02,16000959999
2008-01-03,16000959999
2008-01-04,15400800000
2008-01-07,15658720000
2008-01-08,15738080000
2008-01-09,15455360000
2008-01-10,15693440000
2008-01-11,15490080000
2008-01-14,16005920000
2008-01-15,15777760000
2008-01-16,15678560000
2008-01-17,15187520000
2008-01-18,14870080000
2008-01-22,14458400000
2008-01-23,15137920000
2008-01-24,15242080000
2008-01-25,15351200000
2008-01-28,15544640000
2008-01-29,15619040000
2008-01-30,15658720000
2008-01-31,16075359999
2008-02-01,16437440000
2008-02-04,16556480000
2008-02-05,15986079999
2008-02-06,16129920000
2008-02-07,16010880000
2008-02-08,16199359999
2008-02-11,15951359999
2008-02-12,16432480000
2008-02-13,16883840000
2008-02-14,16819359999
2008-02-15,16620959999
2008-02-19,16779680000
2008-02-20,16809440000
2008-02-21,16566400000
2008-02-22,16804480000
2008-02-25,16988000000
2008-02-26,17082239999
2008-02-27,16898720000
2008-02-28,16779680000
2008-02-29,16283680000
2008-03-03,16422560000
2008-03-04,16382880000
2008-03-05,16789600000
2008-03-06,16184480000
2008-03-07,16134880000
2008-03-10,16159680000
2008-03-11,16601120000
2008-03-12,16715200000
2008-03-13,16586239999
2008-03-14,16110079999
2008-03-17,16397760000
2008-03-18,16913600000
2008-03-19,16397760000
2008-03-20,16526720000
2008-03-24,16744959999
2008-03-25,16992959999
2008-03-26,17087200000
2008-03-27,16754880000
2008-03-28,16789600000
2008-03-31,16467892000
2008-04-01,16835917000
2008-04-02,17042010999
2008-04-03,17066546000
2008-04-04,17091081000
2008-04-07,17105802000
2008-04-08,17086174000
2008-04-09,16826103000
2008-04-10,16767219000
2008-04-11,16585659999
2008-04-14,16639636999
2008-04-15,16678893000
2008-04-16,17189221000
2008-04-17,17125430000
2008-04-18,17547432000
2008-04-21,17380594000
2008-04-22,17223570000
2008-04-23,17326617000
2008-04-24,17346245000
2008-04-25,17400222000
2008-04-28,17356059000
2008-04-29,17522897000
2008-04-30,17714270000
2008-05-01,17949806000
2008-05-02,17979248000
2008-05-05,17782968000
2008-05-06,17876201000
2008-05-07,17802596000
2008-05-08,17993969000
2008-05-09,17876201000
2008-05-12,18106830000
2008-05-13,18062667000
2008-05-14,18357087000
2008-05-15,18391436000
2008-05-16,18366901000
2008-05-19,18038132000
2008-05-20,18057760000
2008-05-21,17984155000
2008-05-22,18155900000
2008-05-23,18165714000
2008-05-27,18352180000
2008-05-28,18342366000
2008-05-29,18406157000
2008-05-30,18612251000
2008-06-02,18528832000
2008-06-03,18597530000
2008-06-04,18661321000
2008-06-05,18887043000
2008-06-06,18504297000
2008-06-09,18749647000
2008-06-10,18798717000
2008-06-11,18131365000
2008-06-12,18577902000
2008-06-13,19166742000
2008-06-16,18877229000
2008-06-17,18916485000
2008-06-18,19112765000
2008-06-19,19186370000
2008-06-20,18793810000
2008-06-23,18931206000
2008-06-24,18666228000
2008-06-25,18990090000
2008-06-26,18342366000
2008-06-27,18273668000
2008-06-30,18508068000
2008-07-01,18189048000
2008-07-02,17840580000
2008-07-03,17894568000
2008-07-07,17678616000
2008-07-08,17933832000
2008-07-09,17909292000
2008-07-10,18144876000
2008-07-11,17968188000
2008-07-14,16927692000
2008-07-15,17020944000
2008-07-16,17315424000
2008-07-17,17452848000
2008-07-18,17428308000
2008-07-21,17604996000
2008-07-22,17943648000
2008-07-23,18036900000
2008-07-24,17683524000
2008-07-25,17546100000
2008-07-28,17212356000
2008-07-29,17629536000
2008-07-30,17570640000
2008-07-31,17443032000
2008-08-01,17506836000
2008-08-04,17663892000
2008-08-05,17776776000
2008-08-06,17344872000
2008-08-07,17182908000
2008-08-08,17673708000
2008-08-11,17722788000
2008-08-12,17364504000
2008-08-13,17285976000
2008-08-14,16986588000
2008-08-15,17070024000
2008-08-18,17168183999
2008-08-19,16903151999
2008-08-20,16991495999
2008-08-21,17020944000
2008-08-22,17276160000
2008-08-25,17050392000
2008-08-26,17099472000
2008-08-27,17128920000
2008-08-28,17310516000
2008-08-29,17266344000
2008-09-02,17359596000
2008-09-03,17182908000
2008-09-04,16824624000
2008-09-05,17124012000
2008-09-08,17349780000
2008-09-09,16893336000
2008-09-10,17070024000
2008-09-11,17173092000
2008-09-12,17335056000
2008-09-15,17074932000
2008-09-16,16962048000
2008-09-17,16618488000
2008-09-18,16731372000
2008-09-19,17133827999
2008-09-22,16888427999
2008-09-23,16201307999
2008-09-24,16127688000
2008-09-25,16382904000
2008-09-26,16338732000
2008-09-29,15460200000
2008-09-30,15486782000
2008-10-01,15265472000
2008-10-02,15531044000
2008-10-03,15840878000
2008-10-06,15437602000
2008-10-07,14645804000
2008-10-08,14242528000
2008-10-09,13440894000
2008-10-10,12668768000
2008-10-13,14945802000
2008-10-14,15285144000
2008-10-15,14783508000
2008-10-16,14699902000
2008-10-17,14645804000
2008-10-20,15614650000
2008-10-21,15049080000
2008-10-22,14434330000
2008-10-23,14375314000
2008-10-24,13834334000
2008-10-27,13135978000
2008-10-28,14178594000
2008-10-29,14557280000
2008-10-30,15462192000
2008-10-31,15358914000
2008-11-03,15181866000
2008-11-04,16101532000
2008-11-05,15349078000
2008-11-06,14522854000
2008-11-07,15044162000
2008-11-10,15088424000
2008-11-11,14881868000
2008-11-12,14380232000
2008-11-13,15408094000
2008-11-14,15344160000
2008-11-17,14768754000
2008-11-18,15437602000
2008-11-19,14621214000
2008-11-20,14262200000
2008-11-21,14601542000
2008-11-24,14935966000
2008-11-25,14719574000
2008-11-26,13952366000
2008-11-28,14360560000
2008-12-01,13554008000
2008-12-02,13957284000
2008-12-03,14601542000
2008-12-04,14434330000
2008-12-05,14606460000
2008-12-08,14842524000
2008-12-09,14827770000
2008-12-10,14881868000
2008-12-11,14488428000
2008-12-12,14709738000
2008-12-15,14837606000
2008-12-16,15599896000
2008-12-17,15452356000
2008-12-18,15363832000
2008-12-19,15349078000
2008-12-22,15486782000
2008-12-23,15108096000
2008-12-24,15196620000
2008-12-26,15226128000
2008-12-29,15162194000
2008-12-30,15953991999
2008-12-31,16298252000
2009-01-02,16613004000
2009-01-05,16509726000
2009-01-06,16268744000
2009-01-07,16017926000
2009-01-08,16317924000
2009-01-09,16096613999
2009-01-12,16003172000
2009-01-13,15894976000
2009-01-14,15457274000
2009-01-15,15929402000
2009-01-16,15929402000
2009-01-20,15511372000
2009-01-21,16052352000
2009-01-22,16017926000
2009-01-23,15776944000
2009-01-26,16022844000
2009-01-27,16101532000
2009-01-28,16150712000
2009-01-29,15644158000
2009-01-30,15339242000
2009-02-02,14881868000
2009-02-03,15068752000
2009-02-04,14754000000
2009-02-05,14498264000
2009-02-06,14631050000
2009-02-09,14508100000
2009-02-10,13917940000
2009-02-11,13991710000
2009-02-12,14390068000
2009-02-13,14409740000
2009-02-17,14080234000
2009-02-18,14035972000
2009-02-19,13967120000
2009-02-20,14050726000
2009-02-23,13544172000
2009-02-24,13972038000
2009-02-25,13755646000
2009-02-26,13470402000
2009-02-27,13278600000
2009-03-02,12693358000
2009-03-03,12427786000
2009-03-04,12103198000
2009-03-05,11508120000
2009-03-06,11439268000
2009-03-09,10932714000
2009-03-10,11237630000
2009-03-11,11498284000
2009-03-12,11999920000
2009-03-13,11837626000
2009-03-16,11808118000
2009-03-17,12319590000
2009-03-18,12417950000
2009-03-19,12717948000
2009-03-20,12349098000
2009-03-23,12737620000
2009-03-24,12673686000
2009-03-25,12658932000
2009-03-26,13081880000
2009-03-27,12737620000
2009-03-30,12452376000
2009-03-31,12605440000
2009-04-01,12600516000
2009-04-02,12886108000
2009-04-03,13014132000
2009-04-06,13092916000
2009-04-07,12787628000
2009-04-08,12792552000
2009-04-09,12925500000
2009-04-13,13097840000
