,ECL
2004-08-24,7652860160
2004-08-25,7823383040
2004-08-26,7779460480
2004-08-27,7756207360
2004-08-30,7691615360
2004-08-31,7730370560
2004-09-01,7756207360
2004-09-02,7872472960
2004-09-03,7918979200
2004-09-07,7973236480
2004-09-08,7869889280
2004-09-09,7934481280
2004-09-10,7924146560
2004-09-13,7924146560
2004-09-14,7908644480
2004-09-15,7937064960
2004-09-16,7962901760
2004-09-17,8084334720
2004-09-20,8030077440
2004-09-21,8086918400
2004-09-22,8061081600
2004-09-23,7944816000
2004-09-24,8053330560
2004-09-27,7991322240
2004-09-28,8120506240
2004-09-29,8058497920
2004-09-30,8057191680
2004-10-01,8136636000
2004-10-04,8167388640
2004-10-05,8269897440
2004-10-06,8410847040
2004-10-07,8403158880
2004-10-08,8331402719
2004-10-11,8357029920
2004-10-12,8331402719
2004-10-13,8259646559
2004-10-14,8254521120
2004-10-15,8328840000
2004-10-18,8467226880
2004-10-19,8234019360
2004-10-20,8310900960
2004-10-21,8264772000
2004-10-22,8205829440
2004-10-25,8269897440
2004-10-26,8456976000
2004-10-27,8636366400
2004-10-28,8559484800
2004-10-29,8674807200
2004-11-01,8574861120
2004-11-02,8695308960
2004-11-03,8723498880
2004-11-04,8943892800
2004-11-05,8987459040
2004-11-08,8972082720
2004-11-09,8959269120
2004-11-10,8864448480
2004-11-11,8995147200
2004-11-12,8956706400
2004-11-15,8943892800
2004-11-16,8966957280
2004-11-17,8931079200
2004-11-18,9002835360
2004-11-19,8777316000
2004-11-22,8877262080
2004-11-23,8946455520
2004-11-24,8984896320
2004-11-26,8977208160
2004-11-29,8913140160
2004-11-30,8964394560
2004-12-01,9036150720
2004-12-02,9020774400
2004-12-03,9013086240
2004-12-06,8990021760
2004-12-07,8815756800
2004-12-08,8918265600
2004-12-09,8933641920
2004-12-10,8941330080
2004-12-13,8959269120
2004-12-14,8943892800
2004-12-15,8915702880
2004-12-16,8879824800
2004-12-17,8795255040
2004-12-20,8856760320
2004-12-21,8874699360
2004-12-22,8882387520
2004-12-23,8954143680
2004-12-27,8861885760
2004-12-28,9002835360
2004-12-29,8969520000
2004-12-30,9007960800
2004-12-31,9002835360
2005-01-03,8867011200
2005-01-04,8754251520
2005-01-05,8669681760
2005-01-06,8695308960
2005-01-07,8644054560
2005-01-10,8720936160
2005-01-11,8649180000
2005-01-12,8626115520
2005-01-13,8518481280
2005-01-14,8626115520
2005-01-18,8767065120
2005-01-19,8779878720
2005-01-20,8746563360
2005-01-21,8636366400
2005-01-24,8562047519
2005-01-25,8579986559
2005-01-26,8618427360
2005-01-27,8592800160
2005-01-28,8597925600
2005-01-31,8623552800
2005-02-01,8692746240
2005-02-02,8690183520
2005-02-03,8533857599
2005-02-04,8603051040
2005-02-07,8439036960
2005-02-08,8441599679
2005-02-09,8259646559
2005-02-10,8390345280
2005-02-11,8444162400
2005-02-14,8408284320
2005-02-15,8349341760
2005-02-16,8236582080
2005-02-17,8105883360
2005-02-18,8152012320
2005-02-22,8072568000
2005-02-23,8113571520
2005-02-24,8090507040
2005-02-25,8113571520
2005-02-28,8126385120
2005-03-01,8169951360
2005-03-02,8169951360
2005-03-03,8234019360
2005-03-04,8480040480
2005-03-07,8428786080
2005-03-08,8367280800
2005-03-09,8346779040
2005-03-10,8341653599
2005-03-11,8308338240
2005-03-14,8395470719
2005-03-15,8341653599
2005-03-16,8282711040
2005-03-17,8377531679
2005-03-18,8298087360
2005-03-21,8310900960
2005-03-22,8300650080
2005-03-23,8316026400
2005-03-24,8392908000
2005-03-28,8344216320
2005-03-29,8292961920
2005-03-30,8382657120
2005-03-31,8443415699
2005-04-01,8405094600
2005-04-04,8382101940
2005-04-05,8405094600
2005-04-06,8433196739
2005-04-07,8468963100
2005-04-08,8410204080
2005-04-11,8530276860
2005-04-12,8660568600
2005-04-13,8737210800
2005-04-14,8594145360
2005-04-15,8410204080
2005-04-18,8476627320
2005-04-19,8453634660
2005-04-20,8331007140
2005-04-21,8466408360
2005-04-22,8239036500
2005-04-25,8328452400
2005-04-26,8295240780
2005-04-27,8274802860
2005-04-28,8144511120
2005-04-29,8356554540
2005-05-02,8356554540
2005-05-03,8318233440
2005-05-04,8361664019
2005-05-05,8313123960
2005-05-06,8300350260
2005-05-09,8325897660
2005-05-10,8205824879
2005-05-11,8269693379
2005-05-12,8093416320
2005-05-13,7991226720
2005-05-16,8187941699
2005-05-17,8221153320
2005-05-18,8420423040
2005-05-19,8399985120
2005-05-20,8382101940
2005-05-23,8443415699
2005-05-24,8364218760
2005-05-25,8295240780
2005-05-26,8323342920
2005-05-27,8323342920
2005-05-31,8259474420
2005-06-01,8353999800
2005-06-02,8402539860
2005-06-03,8371882980
2005-06-06,8376992460
2005-06-07,8310569220
2005-06-08,8300350260
2005-06-09,8274802860
2005-06-10,8282467080
2005-06-13,8241591239
2005-06-14,8285021820
2005-06-15,8295240780
2005-06-16,8346335580
2005-06-17,8389766160
2005-06-20,8320788180
2005-06-21,8244145980
2005-06-22,8244145980
2005-06-23,8108744760
2005-06-24,8111299500
2005-06-27,8101080540
2005-06-28,8203270140
2005-06-29,8239036500
2005-06-30,8278238120
2005-07-01,8247540080
2005-07-05,8186144000
2005-07-06,8086375370
2005-07-07,8106840730
2005-07-08,8209167530
2005-07-11,8244981909
2005-07-12,8204051190
2005-07-13,8124747920
2005-07-14,8186144000
2005-07-15,8168236810
2005-07-18,8127306090
2005-07-19,8109398900
2005-07-20,8211725700
2005-07-21,8132422430
2005-07-22,8160562300
2005-07-25,8587776690
2005-07-26,8569869500
2005-07-27,8598009370
2005-07-28,8654289110
2005-07-29,8590334860
2005-08-01,8618474730
2005-08-02,8644056430
2005-08-03,8626149240
2005-08-04,8518706099
2005-08-05,8480333550
2005-08-08,8523822440
2005-08-09,8464984530
2005-08-10,8541729630
2005-08-11,8585218520
2005-08-12,8441961000
2005-08-15,8395913940
2005-08-16,8252656419
2005-08-17,8291028969
2005-08-18,8183585830
2005-08-19,8209167530
2005-08-22,8216842039
2005-08-23,8124747920
2005-08-24,8165678640
2005-08-25,8224516550
2005-08-26,8122189750
2005-08-29,8183585830
2005-08-30,8211725700
2005-08-31,8441961000
2005-09-01,8441961000
2005-09-02,8472659039
2005-09-06,8615916560
2005-09-07,8600567540
2005-09-08,8444519169
2005-09-09,8518706099
2005-09-12,8472659039
2005-09-13,8429170150
2005-09-14,8331959690
2005-09-15,8342192370
2005-09-16,8339634200
2005-09-19,8244981909
2005-09-20,8186144000
2005-09-21,7994281250
2005-09-22,8032653800
2005-09-23,8081259030
2005-09-26,8091491710
2005-09-27,8104282560
2005-09-28,8160562300
2005-09-29,8193818510
2005-09-30,8095532200
2005-10-03,8224837599
2005-10-04,8090461400
2005-10-05,7930731200
2005-10-06,7874952400
2005-10-07,7920589600
2005-10-10,8072713600
2005-10-11,8039753400
2005-10-12,8037218000
2005-10-13,8022005600
2005-10-14,8060036600
2005-10-17,8047359600
2005-10-18,8194412800
2005-10-19,8257797800
2005-10-20,8143704799
2005-10-21,8278081000
2005-10-24,8379496999
2005-10-25,8273010200
2005-10-26,8384567800
2005-10-27,8305970399
2005-10-28,8417528000
2005-10-31,8387103200
2005-11-01,8366820000
2005-11-02,8361749199
2005-11-03,8374426200
2005-11-04,8326253600
2005-11-07,8305970399
2005-11-08,8255262400
2005-11-09,8222302200
2005-11-10,8364284600
2005-11-11,8430205000
2005-11-14,8435275800
2005-11-15,8397244799
2005-11-16,8402315600
2005-11-17,8518944000
2005-11-18,8458094400
2005-11-21,8498660800
2005-11-22,8455559000
2005-11-23,8399780200
2005-11-25,8412457200
2005-11-28,8417528000
2005-11-29,8531621000
2005-11-30,8435275800
2005-12-01,8615289200
2005-12-02,8579793600
2005-12-05,8610218400
2005-12-06,8615289200
2005-12-07,8620360000
2005-12-08,8643178600
2005-12-09,8767413200
2005-12-12,8851081400
2005-12-13,8942355800
2005-12-14,9064055000
2005-12-15,8955032800
2005-12-16,9051378000
2005-12-19,8993063800
2005-12-20,9005740800
2005-12-21,9132510800
2005-12-22,9086873600
2005-12-23,9145187800
2005-12-27,9238997600
2005-12-28,9320130400
2005-12-29,9282099400
2005-12-30,9195895800
2006-01-03,9049950000
2006-01-04,8966295000
2006-01-05,9042345000
2006-01-06,9138675000
2006-01-09,9090510000
2006-01-10,9014460000
2006-01-11,9115860000
2006-01-12,8958690000
2006-01-13,8928270000
2006-01-17,8938410000
2006-01-18,8923200000
2006-01-19,8978970000
2006-01-20,8875035000
2006-01-23,8994180000
2006-01-24,9105720000
2006-01-25,9072765000
2006-01-26,9070230000
2006-01-27,9052485000
2006-01-30,9057555000
2006-01-31,9077835000
2006-02-01,9075300000
2006-02-02,8900385000
2006-02-03,8918130000
2006-02-06,8948550000
2006-02-07,8910525000
2006-02-08,8875035000
2006-02-09,8880105000
2006-02-10,8771100000
2006-02-13,8580975000
2006-02-14,8842080000
2006-02-15,8885175000
2006-02-16,9027135000
2006-02-17,9047415000
2006-02-21,9105720000
2006-02-22,9217260000
2006-02-23,9252750000
2006-02-24,9255285000
2006-02-27,9229935000
2006-02-28,9174165000
2006-03-01,9164025000
2006-03-02,9131070000
2006-03-03,9100650000
2006-03-06,9060090000
2006-03-07,9138675000
2006-03-08,9247680000
2006-03-09,9878895000
2006-03-10,9949875000
2006-03-13,9830730000
2006-03-14,9868755000
2006-03-15,9962550000
2006-03-16,9949875000
2006-03-17,9960015000
2006-03-20,9896640000
2006-03-21,9825660000
2006-03-22,9805380000
2006-03-23,9899175000
2006-03-24,9886500000
2006-03-27,9861150000
2006-03-28,9818055000
2006-03-29,9792705000
2006-03-30,9777495000
2006-03-31,9632206400
2006-04-03,9710373520
2006-04-04,9780976080
2006-04-05,9687679840
2006-04-06,9657421600
2006-04-07,9566646880
2006-04-10,9561603840
2006-04-11,9427963280
2006-04-12,9523781040
2006-04-13,9581776000
2006-04-17,9564125360
2006-04-18,9606991200
2006-04-19,9586819040
2006-04-20,9750717840
2006-04-21,9584297520
2006-04-24,9682636800
2006-04-25,9546474720
2006-04-26,9627163360
2006-04-27,9589340560
2006-04-28,9531345600
2006-05-01,9458221520
2006-05-02,9599426640
2006-05-03,9541431680
2006-05-04,9569168400
2006-05-05,9707852000
2006-05-08,9743153280
2006-05-09,9627163360
2006-05-10,9617077280
2006-05-11,9599426640
2006-05-12,9541431680
2006-05-15,9624641840
2006-05-16,9586819040
2006-05-17,9513694960
2006-05-18,9533867120
2006-05-19,9594383600
2006-05-22,9579254480
2006-05-23,9465786080
2006-05-24,9541431680
2006-05-25,9647335520
2006-05-26,9722981120
2006-05-30,9662464640
2006-05-31,9760803920
2006-06-01,9670029200
2006-06-02,9662464640
2006-06-05,9526302560
2006-06-06,9531345600
2006-06-07,9531345600
2006-06-08,9632206400
2006-06-09,9556560800
2006-06-12,9493522800
2006-06-13,9458221520
2006-06-14,9556560800
2006-06-15,9768368480
2006-06-16,9753239360
2006-06-19,9705330480
2006-06-20,9619598800
2006-06-21,9899487520
2006-06-22,9939831840
2006-06-23,9866707760
2006-06-26,9977654640
2006-06-27,10275194000
2006-06-28,10050778720
2006-06-29,10373533280
2006-06-30,10209928000
2006-07-03,10287924000
2006-07-05,10041356000
2006-07-06,10106772000
2006-07-07,10069032000
2006-07-10,10069032000
2006-07-11,10345792000
2006-07-12,10300504000
2006-07-13,10129416000
2006-07-14,10086644000
2006-07-17,10177220000
2006-07-18,10345792000
2006-07-19,10567200000
2006-07-20,10323148000
2006-07-21,10370952000
2006-07-24,10612488000
2006-07-25,10504300000
2006-07-26,10602424000
2006-07-27,10693000000
2006-07-28,10879184000
2006-07-31,10836412000
2006-08-01,10798672000
2006-08-02,10906860000
2006-08-03,10901828000
2006-08-04,10879184000
2006-08-07,10791124000
2006-08-08,10821316000
2006-08-09,10725708000
2006-08-10,10813768000
2006-08-11,10791124000
2006-08-14,10818800000
2006-08-15,11143364000
2006-08-16,11138332000
2006-08-17,11208780000
2006-08-18,11125752000
2006-08-21,10967244000
2006-08-22,10949632000
2006-08-23,10919440000
2006-08-24,11007500000
2006-08-25,10989888000
2006-08-28,11108140000
2006-08-29,11271680000
2006-08-30,11251552000
2006-08-31,11216328000
2006-09-01,11276712000
2006-09-05,10856540000
2006-09-06,10798672000
2006-09-07,10499268000
2006-09-08,10620036000
2006-09-11,10282892000
2006-09-12,10604940000
2006-09-13,10554620000
2006-09-14,10602424000
2006-09-15,10562168000
2006-09-18,10632616000
2006-09-19,10655260000
2006-09-20,10798672000
2006-09-21,10733256000
2006-09-22,10758416000
2006-09-25,10776028000
2006-09-26,10846476000
2006-09-27,10874152000
2006-09-28,10874152000
2006-09-29,10773512000
2006-10-02,10604759000
2006-10-03,10574795000
2006-10-04,10834483000
2006-10-05,10991794000
2006-10-06,10966824000
2006-10-09,11034243000
2006-10-10,11104159000
2006-10-11,10999285000
2006-10-12,11104159000
2006-10-13,11036740000
2006-10-16,11191554000
2006-10-17,11121638000
2006-10-18,11209033000
2006-10-19,11211530000
2006-10-20,11231506000
2006-10-23,11199045000
2006-10-24,11201542000
2006-10-25,11216524000
2006-10-26,11246488000
2006-10-27,11308913000
2006-10-30,11373835000
2006-10-31,11323895000
2006-11-01,11346368000
2006-11-02,11341374000
2006-11-03,11296428000
2006-11-06,11453739000
2006-11-07,11428769000
2006-11-08,11478709000
2006-11-09,11381326000
2006-11-10,11311410000
2006-11-13,11418781000
2006-11-14,11423775000
2006-11-15,11411290000
2006-11-16,11453739000
2006-11-17,11433763000
2006-11-20,11451242000
2006-11-21,11533643000
2006-11-22,11493691000
2006-11-24,11486200000
2006-11-27,11351362000
2006-11-28,11263967000
2006-11-29,11116644000
2006-11-30,11074195000
2006-12-01,11039237000
2006-12-04,11224015000
2006-12-05,11298925000
2006-12-06,11313907000
2006-12-07,11293931000
2006-12-08,11366344000
2006-12-11,11356356000
2006-12-12,11278949000
2006-12-13,11231506000
2006-12-14,11271458000
2006-12-15,11179069000
2006-12-18,11196548000
2006-12-19,11333883000
2006-12-20,11346368000
2006-12-21,11331386000
2006-12-22,11221518000
2006-12-26,11271458000
2006-12-27,11308913000
2006-12-28,11311410000
2006-12-29,11286440000
2007-01-03,11111650000
2007-01-04,10974315000
2007-01-05,10976812000
2007-01-08,10941854000
2007-01-09,10944351000
2007-01-10,10936860000
2007-01-11,11064207000
2007-01-12,11151602000
2007-01-16,11206536000
2007-01-17,11159093000
2007-01-18,11081686000
2007-01-19,11016764000
2007-01-22,11014267000
2007-01-23,11046728000
2007-01-24,11089177000
2007-01-25,10949345000
2007-01-26,10777052000
2007-01-29,10854459000
2007-01-30,10772058000
2007-01-31,10961830000
2007-02-01,11029249000
2007-02-02,11054219000
2007-02-05,10919381000
2007-02-06,11049225000
2007-02-07,11046728000
2007-02-08,10986800000
2007-02-09,10969321000
2007-02-12,11011770000
2007-02-13,10961830000
2007-02-14,11004279000
2007-02-15,11074195000
2007-02-16,11116644000
2007-02-20,11136620000
2007-02-21,11161590000
2007-02-22,11016764000
2007-02-23,10949345000
2007-02-26,10844471000
2007-02-27,10532346000
2007-02-28,10562310000
2007-03-01,10424975000
2007-03-02,10335083000
2007-03-05,10195251000
2007-03-06,10502382000
2007-03-07,10527352000
2007-03-08,10629729000
2007-03-09,10739597000
2007-03-12,10752082000
2007-03-13,10439957000
2007-03-14,10639717000
2007-03-15,10704639000
2007-03-16,10527352000
2007-03-19,10737100000
2007-03-20,10672178000
2007-03-21,10757076000
2007-03-22,10732106000
2007-03-23,10734603000
2007-03-26,10812010000
2007-03-27,10737100000
2007-03-28,10617244000
2007-03-29,10667184000
2007-03-30,10737100000
2007-04-02,10622280000
2007-04-03,10757580000
2007-04-04,10718220000
2007-04-05,10757580000
2007-04-09,10777260000
2007-04-10,10745280000
2007-04-11,10730520000
2007-04-12,10836300000
2007-04-13,10769880000
2007-04-16,10924860000
2007-04-17,10870740000
2007-04-18,10811700000
2007-04-19,10821540000
2007-04-20,10981440000
2007-04-23,10944540000
2007-04-24,10824000000
2007-04-25,10865820000
2007-04-26,10848600000
2007-04-27,10816620000
2007-04-30,10575540000
2007-05-01,10395960000
2007-05-02,10504200000
2007-05-03,10627200000
2007-05-04,10518960000
2007-05-07,10558320000
2007-05-08,10351680000
2007-05-09,10346760000
2007-05-10,10277880000
2007-05-11,10408260000
2007-05-14,10509120000
2007-05-15,10836300000
2007-05-16,10875660000
2007-05-17,10801860000
2007-05-18,10814160000
2007-05-21,10762500000
2007-05-22,10774800000
2007-05-23,10752660000
2007-05-24,10568160000
2007-05-25,10671480000
2007-05-29,10609980000
2007-05-30,10624740000
2007-05-31,10614900000
2007-06-01,10592760000
2007-06-04,10541100000
2007-06-05,10479600000
2007-06-06,10270500000
2007-06-07,10231140000
2007-06-08,10292640000
2007-06-11,10354140000
2007-06-12,10516500000
2007-06-13,10750200000
2007-06-14,10720680000
2007-06-15,10732980000
2007-06-18,10732980000
2007-06-19,10580460000
2007-06-20,10622280000
2007-06-21,10666560000
2007-06-22,10533720000
2007-06-25,10489440000
2007-06-26,10523880000
2007-06-27,10614900000
2007-06-28,10536180000
2007-06-29,10504200000
2007-07-02,10580380000
2007-07-03,10577928000
2007-07-05,10408740000
2007-07-06,10440616000
2007-07-09,10452876000
2007-07-10,10347440000
2007-07-11,10519080000
2007-07-12,10658844000
2007-07-13,10739760000
2007-07-16,10725048000
2007-07-17,10690720000
2007-07-18,10705432000
2007-07-19,10702980000
2007-07-20,10715240000
2007-07-23,10786348000
2007-07-24,10712788000
2007-07-25,10631872000
2007-07-26,10411192000
2007-07-27,10254264000
2007-07-30,10438164000
2007-07-31,10325372000
2007-08-01,10494560000
2007-08-02,10470040000
2007-08-03,10310660000
2007-08-06,10452876000
2007-08-07,10457780000
2007-08-08,10590188000
2007-08-09,10403836000
2007-08-10,10273880000
2007-08-13,10298400000
2007-08-14,10089980000
2007-08-15,9847232000
2007-08-16,9893820000
2007-08-17,9989448000
2007-08-20,10050748000
2007-08-21,9952668000
2007-08-22,10058104000
2007-08-23,10043392000
2007-08-24,10146376000
2007-08-27,10080172000
2007-08-28,9915888000
2007-08-29,10161088000
2007-08-30,10161088000
2007-08-31,10215032000
2007-09-04,10151280000
2007-09-05,10205224000
2007-09-06,10212580000
2007-09-07,10013968000
2007-09-10,9994352000
2007-09-11,10183156000
2007-09-12,10421000000
2007-09-13,10425904000
2007-09-14,10479848000
2007-09-17,10443068000
2007-09-18,10744664000
2007-09-19,11124724000
2007-09-20,11127176000
2007-09-21,11347856000
2007-09-24,11247324000
2007-09-25,11311076000
2007-09-26,11455744000
2007-09-27,11669068000
2007-09-28,11573440000
2007-10-01,11795025000
2007-10-02,11676705000
2007-10-03,11558385000
2007-10-04,11538665000
2007-10-05,11585500000
2007-10-08,11521410000
2007-10-09,11568245000
2007-10-10,11592895000
2007-10-11,11432670000
2007-10-12,11610150000
2007-10-15,11464715000
2007-10-16,11255190000
2007-10-17,11343930000
2007-10-18,11373510000
2007-10-19,11252725000
2007-10-22,11432670000
2007-10-23,11459785000
2007-10-24,11521410000
2007-10-25,11415415000
2007-10-26,11649590000
2007-10-29,11691495000
2007-10-30,11570710000
2007-10-31,11627405000
2007-11-01,11353790000
2007-11-02,11417880000
2007-11-05,11469645000
2007-11-06,11896090000
2007-11-07,11417880000
2007-11-08,11504155000
2007-11-09,11351325000
2007-11-12,11302025000
2007-11-13,11506620000
2007-11-14,11629870000
2007-11-15,11408020000
2007-11-16,11346395000
2007-11-19,11122080000
2007-11-20,11215750000
2007-11-21,11141800000
2007-11-23,11306955000
2007-11-26,11080175000
2007-11-27,11242865000
2007-11-28,11659450000
2007-11-29,11585500000
2007-11-30,11807350000
2007-12-03,12216540000
2007-12-04,12152450000
2007-12-05,12177100000
2007-12-06,12386625000
2007-12-07,12514805000
2007-12-10,12692285000
2007-12-11,12453180000
2007-12-12,12608475000
2007-12-13,12835255000
2007-12-14,12667635000
2007-12-17,12255980000
2007-12-18,12482760000
2007-12-19,12630660000
2007-12-20,12675030000
2007-12-21,12736655000
2007-12-24,12891950000
2007-12-26,12879625000
2007-12-27,12874695000
2007-12-28,12835255000
2007-12-31,12648870000
2008-01-02,12604410000
2008-01-03,12540190000
2008-01-04,12436450000
2008-01-07,12656280000
2008-01-08,12401870000
2008-01-09,12401870000
2008-01-10,12584650000
2008-01-11,12154870000
2008-01-14,12340120000
2008-01-15,12038780000
2008-01-16,12019020000
2008-01-17,11618880000
2008-01-18,11784370000
2008-01-22,11312600000
2008-01-23,11700390000
2008-01-24,11697920000
2008-01-25,11441040000
2008-01-28,11843650000
2008-01-29,11831300000
2008-01-30,11739910000
2008-01-31,11890580000
2008-02-01,12107940000
2008-02-04,12251200000
2008-02-05,11794250000
2008-02-06,11673220000
2008-02-07,11791780000
2008-02-08,11769550000
2008-02-11,11851060000
2008-02-12,11875760000
2008-02-13,11762140000
2008-02-14,11436100000
2008-02-15,11441040000
2008-02-19,11557130000
2008-02-20,11732500000
2008-02-21,11552190000
2008-02-22,11596650000
2008-02-25,11831300000
2008-02-26,11863410000
2008-02-27,11917750000
2008-02-28,11858470000
2008-02-29,11557130000
2008-03-03,11604060000
2008-03-04,11327420000
2008-03-05,11396580000
2008-03-06,11270610000
2008-03-07,11115000000
2008-03-10,10682750000
2008-03-11,11226150000
2008-03-12,11008790000
2008-03-13,10934690000
2008-03-14,10798840000
2008-03-17,10613590000
2008-03-18,11035960000
2008-03-19,10729680000
2008-03-20,10695100000
2008-03-24,10828480000
2008-03-25,10917400000
2008-03-26,10806250000
2008-03-27,10742030000
2008-03-28,10591360000
2008-03-31,10731553000
2008-04-01,11117029000
2008-04-02,11255405000
2008-04-03,11092319000
2008-04-04,11070080000
2008-04-07,11020660000
2008-04-08,11057725000
2008-04-09,10976182000
2008-04-10,11112087000
2008-04-11,11018189000
2008-04-14,11161507000
2008-04-15,11196101000
2008-04-16,11606287000
2008-04-17,11507447000
2008-04-18,11843503000
2008-04-21,11885510000
2008-04-22,11766902000
2008-04-23,11673004000
2008-04-24,11571693000
2008-04-25,11737250000
2008-04-28,11551925000
2008-04-29,11450614000
2008-04-30,11356716000
2008-05-01,11317180000
2008-05-02,11366600000
2008-05-05,11376484000
2008-05-06,11378955000
2008-05-07,11218340000
2008-05-08,11312238000
2008-05-09,11156565000
2008-05-12,11126913000
2008-05-13,11223282000
2008-05-14,11339419000
2008-05-15,11386368000
2008-05-16,11539570000
2008-05-19,11302354000
2008-05-20,11181275000
2008-05-21,10944059000
2008-05-22,10936646000
2008-05-23,10815567000
2008-05-27,10776031000
2008-05-28,11084906000
2008-05-29,11033015000
2008-05-30,11077493000
2008-06-02,10949001000
2008-06-03,10931704000
2008-06-04,11033015000
2008-06-05,11349303000
2008-06-06,10973711000
2008-06-09,11055254000
2008-06-10,11057725000
2008-06-11,10835335000
2008-06-12,11084906000
2008-06-13,11314709000
2008-06-16,11250463000
2008-06-17,11102203000
2008-06-18,11023131000
2008-06-19,11104674000
2008-06-20,10909465000
2008-06-23,11087377000
2008-06-24,10746379000
2008-06-25,11055254000
2008-06-26,10773560000
2008-06-27,10793328000
2008-06-30,10640025000
2008-07-01,10659825000
2008-07-02,10503900000
2008-07-03,11008800000
2008-07-07,10795950000
2008-07-08,10899900000
2008-07-09,10657350000
2008-07-10,10716750000
2008-07-11,10647450000
2008-07-14,10729125000
2008-07-15,10731600000
2008-07-16,10914750000
2008-07-17,10946925000
2008-07-18,10907325000
2008-07-21,10951875000
2008-07-22,10887525000
2008-07-23,10961775000
2008-07-24,10914750000
2008-07-25,10838025000
2008-07-28,10927125000
2008-07-29,11060775000
2008-07-30,11196900000
2008-07-31,11063250000
2008-08-01,10890000000
2008-08-04,10840500000
2008-08-05,11191950000
2008-08-06,11182050000
2008-08-07,10979100000
2008-08-08,11162250000
2008-08-11,11243925000
2008-08-12,11320650000
2008-08-13,11347875000
2008-08-14,11446875000
2008-08-15,11474100000
2008-08-18,11347875000
2008-08-19,11162250000
2008-08-20,11154825000
2008-08-21,11221650000
2008-08-22,11295900000
2008-08-25,11139975000
2008-08-26,11135025000
2008-08-27,11149875000
2008-08-28,11429550000
2008-08-29,11320650000
2008-09-02,11424600000
2008-09-03,11417175000
2008-09-04,11310750000
2008-09-05,11251350000
2008-09-08,11662200000
2008-09-09,11654775000
2008-09-10,11625075000
2008-09-11,11855250000
2008-09-12,11974050000
2008-09-15,11773575000
2008-09-16,12053250000
2008-09-17,11479050000
2008-09-18,12224025000
2008-09-19,12377475000
2008-09-22,11818125000
2008-09-23,11820600000
2008-09-24,11889900000
2008-09-25,12231450000
2008-09-26,12300750000
2008-09-29,11644875000
2008-09-30,11455572000
2008-10-01,11566539000
2008-10-02,10952679000
2008-10-03,10652832000
2008-10-06,10081470000
2008-10-07,9765096000
2008-10-08,10034250000
2008-10-09,9170124000
2008-10-10,9325950000
2008-10-13,10390761000
2008-10-14,9961059000
2008-10-15,8884443000
2008-10-16,9533718000
2008-10-17,9408585000
2008-10-20,10107441000
2008-10-21,9760374000
2008-10-22,9191373000
2008-10-23,9491220000
2008-10-24,8922219000
2008-10-27,8365023000
2008-10-28,8735700000
2008-10-29,8660148000
2008-10-30,8912775000
2008-10-31,8797086000
2008-11-03,8825418000
2008-11-04,9198456000
2008-11-05,8714451000
2008-11-06,8339052000
2008-11-07,8634177000
2008-11-10,7876296000
2008-11-11,7503258000
2008-11-12,7229382000
2008-11-13,8043927000
2008-11-14,7736997000
2008-11-17,7810188000
2008-11-18,8008512000
2008-11-19,7557561000
2008-11-20,7278963000
2008-11-21,7807827000
2008-11-24,8051010000
2008-11-25,8560986000
2008-11-26,8882082000
2008-11-28,9063879000
2008-12-01,8161977000
2008-12-02,8393354999
2008-12-03,8577513000
2008-12-04,8367383999
2008-12-05,8719173000
2008-12-08,8903331000
2008-12-09,8620011000
2008-12-10,8414604000
2008-12-11,8112396000
2008-12-12,8395716000
2008-12-15,8275304999
2008-12-16,8705007000
2008-12-17,8388633000
2008-12-18,8360300999
2008-12-19,8195031000
2008-12-22,8022677999
2008-12-23,7975458000
2008-12-24,7968375000
2008-12-26,8041566000
2008-12-29,7973097000
2008-12-30,8117118000
2008-12-31,8298915000
2009-01-02,8459463000
2009-01-05,8298915000
2009-01-06,8121840000
2009-01-07,8105313000
2009-01-08,8032122000
2009-01-09,7911711000
2009-01-12,7925877000
2009-01-13,7980179999
2009-01-14,7793661000
2009-01-15,8386272000
2009-01-16,8641260000
2009-01-20,8232806999
2009-01-21,8586956999
2009-01-22,8376827999
2009-01-23,8256417000
2009-01-26,8197392000
2009-01-27,8202114000
2009-01-28,8324886000
2009-01-29,8195031000
2009-01-30,8017956000
2009-02-02,7984902000
2009-02-03,8043927000
2009-02-04,8069898000
2009-02-05,8218641000
2009-02-06,8447658000
2009-02-09,8305998000
2009-02-10,8017956000
2009-02-11,8086425000
2009-02-12,7696860000
2009-02-13,7762968000
2009-02-17,7729914000
2009-02-18,7659083999
2009-02-19,7904627999
2009-02-20,7741719000
2009-02-23,7564644000
2009-02-24,7786577999
2009-02-25,7677972000
2009-02-26,7555200000
2009-02-27,7503258000
2009-03-02,7342710000
2009-03-03,7215216000
2009-03-04,7264797000
2009-03-05,7106610000
2009-03-06,7059390000
2009-03-09,7047585000
2009-03-10,7283685000
2009-03-11,7342710000
2009-03-12,7482009000
2009-03-13,7609502999
2009-03-16,7588254000
2009-03-17,7791300000
2009-03-18,7810188000
2009-03-19,7744079999
2009-03-20,7630752000
2009-03-23,8017956000
2009-03-24,7973097000
2009-03-25,8107674000
2009-03-26,8294193000
2009-03-27,8086425000
2009-03-30,8069898000
2009-03-31,8213644999
2009-04-01,8232565000
2009-04-02,8355545000
2009-04-03,8471430000
2009-04-06,8461970000
2009-04-07,8379195000
2009-04-08,8549475000
2009-04-09,8743405000
