,WFC
2013-11-26,237439566000
2013-11-27,237225222000
2013-11-29,235885572000
2013-12-02,236742948000
2013-12-03,234331577999
2013-12-04,234438750000
2013-12-05,231759450000
2013-12-06,236367846000
2013-12-09,237493152000
2013-12-10,236367846000
2013-12-11,233206272000
2013-12-12,233099100000
2013-12-13,234331577999
2013-12-16,235671227999
2013-12-17,233581374000
2013-12-18,240761898000
2013-12-19,241244172000
2013-12-20,240922656000
2013-12-23,242262306000
2013-12-24,243226854000
2013-12-26,244030644000
2013-12-27,243816300000
2013-12-30,243816300000
2013-12-31,243280440000
2014-01-02,240406800000
2014-01-03,242115600000
2014-01-06,242542800000
2014-01-07,242436000000
2014-01-08,245212800000
2014-01-09,246494399999
2014-01-10,245319600000
2014-01-13,243290400000
2014-01-14,243450600000
2014-01-15,247776000000
2014-01-16,247722600000
2014-01-17,247722600000
2014-01-21,248310000000
2014-01-22,249217800000
2014-01-23,247509000000
2014-01-24,242863199999
2014-01-27,243130200000
2014-01-28,245426400000
2014-01-29,243450600000
2014-01-30,245907000000
2014-01-31,242115600000
2014-02-03,237256200000
2014-02-04,239071800000
2014-02-05,236188199999
2014-02-06,239125200000
2014-02-07,242275800000
2014-02-10,243076800000
2014-02-11,245479800000
2014-02-12,245586600000
2014-02-13,245533199999
2014-02-14,246334200000
2014-02-18,246334200000
2014-02-19,243130200000
2014-02-20,243664200000
2014-02-21,243504000000
2014-02-24,246067200000
2014-02-25,246067200000
2014-02-26,245907000000
2014-02-27,245907000000
2014-02-28,247882800000
2014-03-03,246441000000
2014-03-04,249591600000
2014-03-05,251460600000
2014-03-06,252795600000
2014-03-07,256053000000
2014-03-10,257121000000
2014-03-11,255305400000
2014-03-12,256960800000
2014-03-13,255465600000
2014-03-14,253116000000
2014-03-17,257014200000
2014-03-18,258456000000
2014-03-19,255305400000
2014-03-20,261820200000
2014-03-21,262300800000
2014-03-24,261553199999
2014-03-25,261446400000
2014-03-26,258990000000
2014-03-27,262194000000
2014-03-28,263208600000
2014-03-31,265611600000
2014-04-01,266309316000
2014-04-02,266255808000
2014-04-03,266630364000
2014-04-04,265185648000
2014-04-07,260369927999
2014-04-08,261279564000
2014-04-09,262724280000
2014-04-10,255286668000
2014-04-11,257266464000
2014-04-14,257426988000
2014-04-15,261012024000
2014-04-16,262670772000
2014-04-17,261814644000
2014-04-21,262831296000
2014-04-22,263419883999
2014-04-23,265346172000
2014-04-24,263901456000
2014-04-25,262456740000
2014-04-28,261868152000
2014-04-29,264704076000
2014-04-30,265613712000
2014-05-01,265613712000
2014-05-02,265292664000
2014-05-05,265185648000
2014-05-06,262670772000
2014-05-07,264276012000
2014-05-08,263954964000
2014-05-09,262617264000
2014-05-12,266255808000
2014-05-13,266523348000
2014-05-14,263740932000
2014-05-15,262349724000
2014-05-16,262617264000
2014-05-19,264811092000
2014-05-20,261975168000
2014-05-21,265774236000
2014-05-22,267486492000
2014-05-23,268396127999
2014-05-27,270482940000
2014-05-28,269894352000
2014-05-29,268984716000
2014-05-30,271713624000
2014-06-02,273372372000
2014-06-03,273372372000
2014-06-04,273104832000
2014-06-05,276261804000
2014-06-06,278134584000
2014-06-09,280970508000
2014-06-10,281398572000
2014-06-11,279525792000
2014-06-12,276689868000
2014-06-13,277706520000
2014-06-16,273372372000
2014-06-17,276422328000
2014-06-18,278455632000
2014-06-19,278348616000
2014-06-20,283003812000
2014-06-23,283485384000
2014-06-24,280863492000
2014-06-25,281452080000
2014-06-26,280221396000
2014-06-27,283057320000
2014-06-30,281238048000
2014-07-01,279519372532
2014-07-02,279201254885
2014-07-03,281003921552
2014-07-07,278352941160
2014-07-08,277027450964
2014-07-09,276709333316
2014-07-10,274694588219
2014-07-11,272997960768
2014-07-14,272043607827
2014-07-15,272255686258
2014-07-16,271301333317
2014-07-17,268703372533
2014-07-18,271884549003
2014-07-21,270665098023
2014-07-22,272255686258
2014-07-23,272149647042
2014-07-24,273528156846
2014-07-25,273581176454
2014-07-28,273581176454
2014-07-29,273263058807
2014-07-30,276232156846
2014-07-31,269869803905
2014-08-01,266953725474
2014-08-04,270346980376
2014-08-05,267218823513
2014-08-06,265416156847
2014-08-07,263507450964
2014-08-08,265098039200
2014-08-11,264514823513
2014-08-12,263931607827
2014-08-13,265045019592
2014-08-14,267112784297
2014-08-15,266211450964
2014-08-18,268756392140
2014-08-19,269657725474
2014-08-20,269604705866
2014-08-21,271937568611
2014-08-22,271354352925
2014-08-25,272785882336
2014-08-26,273369098023
2014-08-27,272202666650
2014-08-28,271195294101
2014-08-29,272732862728
2014-09-02,273422117630
2014-09-03,273316078415
2014-09-04,273422117630
2014-09-05,273846274493
2014-09-08,272891921552
2014-09-09,270771137238
2014-09-10,273157019591
2014-09-11,273528156846
2014-09-12,274111372532
2014-09-15,275383843120
2014-09-16,277345568611
2014-09-17,278405960767
2014-09-18,282276392140
2014-09-19,282912627434
2014-09-22,280473725473
2014-09-23,276232156846
2014-09-24,276391215669
2014-09-25,272573803905
2014-09-26,275012705866
2014-09-29,274058352924
2014-09-30,275012705866
2014-10-01,270445898288
2014-10-02,271184533203
2014-10-03,274877707780
2014-10-06,274508390322
2014-10-07,269496224825
2014-10-08,275141505964
2014-10-09,269707263372
2014-10-10,267174800805
2014-10-13,264853376786
2014-10-14,257625306543
2014-10-15,252454862135
2014-10-16,253932131966
2014-10-17,256886671627
2014-10-20,259471893831
2014-10-21,266172367706
2014-10-22,264695097875
2014-10-23,266963762258
2014-10-24,270129340467
2014-10-27,270709696472
2014-10-28,273189399402
2014-10-29,275247025237
2014-10-30,276777054705
2014-10-31,280100911824
2014-11-03,281578181654
2014-11-04,281050585286
2014-11-05,282422335843
2014-11-06,285218596594
2014-11-07,284057884585
2014-11-10,284005124948
2014-11-11,282686134027
2014-11-12,282475095480
2014-11-13,281683700928
2014-11-14,281472662381
2014-11-17,281947499112
2014-11-18,281050585286
2014-11-19,281525422018
2014-11-20,282158537659
2014-11-21,283899605674
2014-11-24,285429635142
2014-11-25,284268923132
2014-11-26,286379308604
2014-11-28,287434501340
2014-12-01,283952365311
2014-12-02,286062750783
2014-12-03,286959664609
2014-12-04,287540020614
2014-12-05,290336281365
2014-12-08,288964530808
2014-12-09,289281088629
2014-12-10,286273789331
2014-12-11,287170703156
2014-12-12,283319249669
2014-12-15,280628508192
2014-12-16,278412603446
2014-12-17,283794086400
2014-12-18,291285954828
2014-12-19,287276222430
2014-12-22,290019723544
2014-12-23,292657705385
2014-12-24,291971830106
2014-12-26,291655272285
2014-12-29,293923936668
2014-12-30,292393907201
2014-12-31,289228328992
2015-01-02,286824920000
2015-01-05,278959520000
2015-01-06,273139124000
2015-01-07,274764640000
2015-01-08,280847216000
2015-01-09,276232848000
2015-01-12,272929380000
2015-01-13,271880660000
2015-01-14,268734500000
2015-01-15,265955392000
2015-01-16,270779504000
2015-01-20,272667200000
2015-01-21,273191560000
2015-01-22,281948372000
2015-01-23,279274136000
2015-01-26,280952088000
2015-01-27,277753492000
2015-01-28,273506175999
2015-01-29,276652336000
2015-01-30,272247712000
2015-02-02,276914516000
2015-02-03,280270420000
2015-02-04,278068108000
2015-02-05,281424012000
2015-02-06,285514020000
2015-02-09,284255556000
2015-02-10,286143252000
2015-02-11,282630040000
2015-02-12,287663896000
2015-02-13,290128388000
2015-02-17,290338132000
2015-02-18,285881072000
2015-02-19,286090816000
2015-02-20,287506588000
2015-02-23,288922360000
2015-02-24,290338132000
2015-02-25,290128388000
2015-02-26,289184540000
2015-02-27,287296844000
2015-03-02,291281980000
2015-03-03,290757620000
2015-03-04,287454152000
2015-03-05,287559024000
2015-03-06,286248124000
2015-03-09,286667612000
2015-03-10,279431444000
2015-03-11,281581320000
2015-03-12,291491724000
2015-03-13,290180824000
2015-03-16,292225828000
2015-03-17,293169676000
2015-03-18,294533012000
2015-03-19,291072236000
2015-03-20,293694036000
2015-03-23,292488008000
2015-03-24,290233260000
2015-03-25,285985944000
2015-03-26,285776200000
2015-03-27,283783632000
2015-03-30,287191972000
2015-03-31,285251840000
2015-04-01,280854582497
2015-04-02,283093504826
2015-04-06,281583533953
2015-04-07,281271126186
2015-04-08,281166990264
2015-04-09,282156281526
2015-04-10,282833165021
2015-04-13,284238999972
2015-04-14,282156281526
2015-04-15,285384495117
2015-04-16,285384495117
2015-04-17,281427330069
2015-04-20,283041436865
2015-04-21,282624893176
2015-04-22,284655543661
2015-04-23,285644834923
2015-04-24,284811747545
2015-04-27,286217582496
2015-04-28,288508572787
2015-04-29,288768912593
2015-04-30,286894465991
2015-05-01,287363077642
2015-05-04,290174747544
2015-05-05,290122679583
2015-05-06,285957242690
2015-05-07,285384495117
2015-05-08,291840922301
2015-05-11,289029252399
2015-05-12,288820980554
2015-05-13,289497864049
2015-05-14,291788854340
2015-05-15,289081320360
2015-05-18,290278883467
2015-05-19,293663300942
2015-05-20,291997126185
2015-05-21,291632650457
2015-05-22,291580582496
2015-05-26,289810271816
2015-05-27,291945058224
2015-05-28,292674009680
2015-05-29,291372310651
2015-06-01,291788854340
2015-06-02,292517805796
2015-06-03,296318766961
2015-06-04,292309533952
2015-06-05,294756728126
2015-06-08,292205398029
2015-06-09,295225339777
2015-06-10,297880805796
2015-06-11,298141145602
2015-06-12,297255990262
2015-06-15,296683242689
2015-06-16,297932873757
2015-06-17,297672533951
2015-06-18,300432135893
2015-06-19,297047718417
2015-06-22,301525563077
2015-06-23,301421427155
2015-06-24,299599048514
2015-06-25,297672533951
2015-06-26,299078368903
2015-06-29,291892990262
2015-06-30,292830213563
2015-07-01,295010599953
2015-07-02,294129352335
2015-07-06,292574209478
2015-07-07,291589285668
2015-07-08,286405476145
2015-07-09,287701428526
2015-07-10,290708038049
2015-07-13,294129352335
2015-07-14,296773095191
2015-07-15,299520514238
2015-07-16,301542199952
2015-07-17,300349923762
2015-07-20,300920142810
2015-07-21,300401761857
2015-07-22,303356533285
2015-07-23,301749552333
2015-07-24,299520514238
2015-07-27,298535590429
2015-07-28,297550666620
2015-07-29,300453599953
2015-07-30,301438523762
2015-07-31,299987057096
2015-08-03,300194409476
2015-08-04,299727866619
2015-08-05,298846619000
2015-08-06,298224561858
2015-08-07,297913533286
2015-08-10,300349923762
2015-08-11,296565742810
2015-08-12,294025676144
2015-08-13,294906923763
2015-08-14,297187799953
2015-08-17,297291476144
2015-08-18,298276399953
2015-08-19,295788171382
2015-08-20,290915390430
2015-08-21,279770199956
2015-08-24,265670238053
2015-08-25,259294152340
2015-08-26,271113238052
2015-08-27,280081228527
2015-08-28,277541161861
2015-08-31,276452561861
2015-09-01,264322447577
2015-09-02,269506257100
2015-09-03,271787133290
2015-09-04,265877590434
2015-09-08,274379038052
2015-09-09,270543019005
2015-09-10,272461028528
2015-09-11,272772057100
2015-09-14,273549628528
2015-09-15,277178295194
2015-09-16,278474247575
2015-09-17,270646695195
2015-09-18,264581638053
2015-09-21,267225380910
2015-09-22,262767304720
2015-09-23,263233847577
2015-09-24,262041571387
2015-09-25,266862514244
2015-09-28,261108485673
2015-09-29,263804066625
2015-09-30,266188619006
2015-10-01,266351176000
2015-10-02,265419154000
2015-10-05,271373738999
2015-10-06,269406137000
2015-10-07,270234601000
2015-10-08,272046866000
2015-10-09,269975706000
2015-10-12,270182822000
2015-10-13,268525894000
2015-10-14,266661850000
2015-10-15,272823551000
2015-10-16,273807352000
2015-10-19,272150424000
2015-10-20,274842932000
2015-10-21,275050048000
2015-10-22,279917274000
2015-10-23,283490025000
2015-10-26,281108191000
2015-10-27,280227948000
2015-10-28,287114555000
2015-10-29,285250511000
2015-10-30,280331506000
2015-11-02,284007815000
2015-11-03,284422047000
2015-11-04,282609782000
2015-11-05,284059594000
2015-11-06,289185715000
2015-11-09,287218113000
2015-11-10,289496389000
2015-11-11,288926820000
2015-11-12,285664743000
2015-11-13,282558003000
2015-11-16,286182533000
2015-11-17,284577384000
2015-11-18,288253693000
2015-11-19,289807063000
2015-11-20,289030378000
2015-11-23,287891240000
2015-11-24,286234312000
2015-11-25,285923638000
2015-11-27,286803881000
2015-11-30,285302290000
2015-12-01,288460809000
2015-12-02,285198732000
2015-12-03,280642180000
2015-12-04,288253693000
2015-12-07,286959218000
2015-12-08,281677760000
2015-12-09,280227948000
2015-12-10,281367086000
2015-12-11,276033849000
2015-12-14,275464280000
2015-12-15,284318489000
2015-12-16,289185715000
2015-12-17,287218113000
2015-12-18,278519241000
2015-12-21,279710158000
2015-12-22,281367086000
2015-12-23,284991616000
2015-12-24,283852478000
2015-12-28,283127572000
2015-12-29,286286091000
2015-12-30,284214931000
2015-12-31,281470644000
2016-01-04,271764999980
2016-01-05,271662272708
2016-01-06,266474545435
2016-01-07,258872727254
2016-01-08,254558181800
2016-01-11,257280454527
2016-01-12,263803636344
2016-01-13,255431363618
2016-01-14,260105454527
2016-01-15,250757272709
2016-01-19,247624090891
2016-01-20,245877727255
2016-01-21,246596818164
2016-01-22,251784545436
2016-01-25,244799090891
2016-01-26,247880909073
2016-01-27,249473181800
2016-01-28,251270909073
2016-01-29,257999545436
2016-02-01,256509999981
2016-02-02,250808636345
2016-02-03,244490909073
2016-02-04,247829545437
2016-02-05,245826363618
2016-02-08,238840909074
2016-02-09,238584090892
2016-02-10,237145909074
2016-02-11,231958181801
2016-02-12,243001363619
2016-02-16,247778181800
2016-02-17,247213181800
2016-02-18,245158636346
2016-02-19,247007727255
2016-02-22,252657727254
2016-02-23,247059090891
2016-02-24,244542272709
2016-02-25,245261363619
2016-02-26,246904999982
2016-02-29,240998181801
2016-03-01,250243636345
2016-03-02,254609545436
2016-03-03,255636818163
2016-03-04,257383181799
2016-03-07,257177727254
2016-03-08,251938636345
2016-03-09,250603181800
2016-03-10,249164999982
2016-03-11,257177727254
2016-03-14,256201818163
2016-03-15,256715454527
2016-03-16,254455454527
2016-03-17,255431363618
2016-03-18,259591818163
2016-03-21,260259545436
2016-03-22,258718636345
2016-03-23,255585454527
2016-03-24,251168181800
2016-03-28,250140909073
2016-03-29,246802272709
2016-03-30,249884090891
2016-03-31,248394545436
2016-04-01,247971945000
2016-04-04,248227850000
2016-04-05,243160931000
2016-04-06,246078248000
2016-04-07,240192433000
2016-04-08,240908967000
2016-04-11,240704243000
2016-04-12,244491637000
2016-04-13,250940443000
2016-04-14,249712099000
2016-04-15,246948325000
2016-04-18,249968004000
2016-04-19,255290828000
2016-04-20,258208145000
2016-04-21,256160905000
2016-04-22,259078222000
2016-04-25,258515231000
2016-04-26,260613652000
2016-04-27,260664833000
2016-04-28,258003420999
2016-04-29,255802637999
2016-05-02,258924679000
2016-05-03,255905000000
2016-05-04,250479814000
2016-05-05,250582176000
2016-05-06,250889262000
2016-05-09,250172728000
2016-05-10,252834140000
2016-05-11,251196348000
2016-05-12,251810520000
2016-05-13,246897144000
2016-05-16,247050687000
2016-05-17,243723922000
2016-05-18,248995565000
2016-05-19,247613678000
2016-05-20,249507375000
2016-05-23,249251470000
2016-05-24,251810520000
2016-05-25,258464050000
2016-05-26,258719955000
2016-05-27,260255385000
2016-05-31,259590032000
2016-06-01,261023100000
2016-06-02,261586091000
2016-06-03,256877439000
2016-06-06,258412869000
2016-06-07,257286887000
2016-06-08,255905000000
2016-06-09,251503434000
2016-06-10,247408954000
2016-06-13,245515257000
2016-06-14,239936528000
2016-06-15,239424718000
2016-06-16,239782985000
2016-06-17,238503460000
2016-06-20,240192433000
2016-06-21,241727862999
2016-06-22,240397157000
2016-06-23,245208170999
2016-06-24,233948351000
2016-06-27,230365681000
2016-06-28,235944410000
2016-06-29,240397157000
2016-06-30,242239673000
2016-07-01,239396398051
2016-07-05,235222359217
2016-07-06,237462087372
2016-07-07,238225631061
2016-07-08,243265019410
2016-07-11,244741203876
2016-07-12,246115582517
2016-07-13,245708359216
2016-07-14,249118854362
2016-07-15,242857796110
2016-07-18,245759262129
2016-07-19,246217388342
2016-07-20,247439058245
2016-07-21,245861067954
2016-07-22,245962873779
2016-07-25,244944815527
2016-07-26,244181271838
2016-07-27,244333980576
2016-07-28,244995718440
2016-07-29,244181271838
2016-08-01,243366825236
2016-08-02,242806893197
2016-08-03,242145155333
2016-08-04,243519533974
2016-08-05,247795378634
2016-08-08,248966145624
2016-08-09,249067951449
2016-08-10,245250233003
2016-08-11,245555650478
2016-08-12,243824951449
2016-08-15,245708359216
2016-08-16,246573708731
2016-08-17,247439058245
2016-08-18,247031834944
2016-08-19,247642669896
2016-08-22,247540864071
2016-08-23,246420999993
2016-08-24,247540864071
2016-08-25,246268291255
2016-08-26,246930029119
2016-08-29,252274834944
2016-08-30,257670543682
2016-08-31,258586796109
2016-09-01,256703388342
2016-09-02,257314223294
2016-09-06,254463660187
2016-09-07,253343796109
2016-09-08,254005533973
2016-09-09,247998990284
2016-09-12,247082737857
2016-09-13,239040077663
2016-09-14,236800349508
2016-09-15,234916941741
2016-09-16,231251932032
2016-09-19,234204300964
2016-09-20,237003961158
2016-09-21,233288048537
2016-09-22,232728116498
2016-09-23,232829922323
2016-09-26,228452271838
2016-09-27,229521233003
2016-09-28,230641097081
2016-09-29,225856223294
2016-09-30,225398097081
2016-10-03,222487541418
2016-10-04,222081449625
2016-10-05,228375872425
2016-10-06,229340340435
2016-10-07,230101762548
2016-10-10,231726129723
2016-10-11,230710900239
2016-10-12,230051001074
2016-10-13,227157597045
2016-10-14,226954551148
2016-10-17,225888560190
2016-10-18,228172826529
2016-10-19,229746432229
2016-10-20,228071303580
2016-10-21,228883487167
2016-10-24,231066230558
2016-10-25,232081460042
2016-10-26,234264203433
2016-10-27,235584001762
2016-10-28,234670295226
2016-10-31,233553542794
2016-11-01,233452019845
2016-11-02,229644909280
2016-11-03,230152524022
2016-11-04,226396174932
2016-11-07,230457092868
2016-11-08,231167753506
2016-11-09,243604314685
2016-11-10,262081491294
2016-11-11,262589106036
2016-11-14,270152565692
2016-11-15,266954592817
2016-11-16,262335298665
2016-11-17,266446978075
2016-11-18,268122106724
2016-11-21,264568803530
2016-11-22,265076418272
2016-11-23,264771849427
2016-11-25,267106877240
2016-11-28,261827683923
2016-11-29,263249005201
2016-11-30,268629721466
2016-12-01,275837850802
2016-12-02,271979978763
2016-12-05,275888612277
2016-12-06,281979989181
2016-12-07,290761724217
2016-12-08,290812485691
2016-12-09,290051063578
2016-12-12,283147503087
2016-12-13,283452071932
2016-12-14,277665263874
2016-12-15,280152576109
2016-12-16,280913998222
2016-12-19,280304860532
2016-12-20,284771870262
2016-12-21,282792172768
2016-12-22,282995218665
2016-12-23,284061209623
2016-12-27,284010448149
2016-12-28,280812475274
2016-12-29,278375924512
2016-12-30,279746484316
2017-01-03,283942400000
2017-01-04,284195920000
2017-01-05,279784672000
2017-01-06,279074816000
2017-01-09,275018496000
2017-01-10,276945248000
2017-01-11,277857920000
2017-01-12,276336800000
2017-01-13,280443824000
2017-01-17,272686112000
2017-01-18,275170608000
2017-01-19,276742432000
2017-01-20,279226928000
2017-01-23,275069200000
2017-01-24,277350880000
2017-01-25,287086048000
2017-01-26,289925472000
2017-01-27,286933936000
2017-01-30,284348032000
2017-01-31,285615632000
2017-02-01,283486064000
2017-02-02,282674800000
2017-02-03,290381808000
2017-02-06,286731120000
2017-02-07,285666336000
2017-02-08,282066352000
2017-02-09,287643792000
2017-02-10,288302944000
2017-02-13,289418432000
2017-02-14,293981792000
2017-02-15,296871920000
2017-02-16,294691648000
2017-02-17,294539536000
2017-02-21,295350800000
2017-02-22,295908544000
2017-02-23,296567696000
2017-02-24,293119824000
2017-02-27,294387424000
2017-02-28,293474752000
2017-03-01,302854992000
2017-03-02,297683184000
2017-03-03,298595856000
2017-03-06,297176144000
2017-03-07,295604320000
2017-03-08,295147984000
2017-03-09,297632480000
2017-03-10,298393040000
2017-03-13,297632480000
2017-03-14,297936704000
2017-03-15,297683184000
2017-03-16,300776128000
2017-03-17,297480368000
2017-03-20,292207152000
2017-03-21,283181840000
2017-03-22,280545232000
2017-03-23,280139600000
2017-03-24,283080432000
2017-03-27,280849456000
2017-03-28,283739584000
2017-03-29,282269168000
2017-03-30,285159296000
2017-03-31,282218464000
2017-04-03,279541973000
2017-04-04,278081040000
2017-04-05,276972746000
2017-04-06,278937449000
2017-04-07,276267468000
2017-04-10,274756158000
2017-04-11,272841831999
2017-04-12,267602624000
2017-04-13,258685895000
2017-04-17,265587544000
2017-04-18,264227365000
2017-04-19,262716055000
2017-04-20,269516950000
2017-04-21,266998100000
2017-04-24,270272605000
2017-04-25,274856912000
2017-04-26,274756158000
2017-04-27,274252388000
2017-04-28,271229768000
2017-05-01,274353142000
2017-05-02,274756158000
2017-05-03,276317845000
2017-05-04,277980286000
2017-05-05,277627647000
2017-05-08,277275008000
2017-05-09,275461436000
2017-05-10,275662944000
2017-05-11,270725998000
2017-05-12,267098854000
2017-05-15,268610164000
2017-05-16,268307902000
2017-05-17,263169448000
2017-05-18,263874726000
2017-05-19,267300362000
2017-05-22,267048477000
2017-05-23,268962803000
2017-05-24,267451493000
2017-05-25,265889806000
2017-05-26,264025856999
2017-05-30,262766431999
2017-05-31,257627978000
2017-06-01,262363416000
2017-06-02,261003237000
2017-06-05,260549844000
2017-06-06,261003237000
2017-06-07,262413793000
2017-06-08,264781512000
2017-06-09,271028260000
2017-06-12,272489193000
2017-06-13,274302765000
2017-06-14,274705781000
2017-06-15,271532030000
2017-06-16,271481653000
2017-06-19,273244848000
2017-06-20,269315442000
2017-06-21,266897345999
2017-06-22,264428873000
2017-06-23,264227365000
2017-06-26,266494330000
2017-06-27,267804131999
2017-06-28,273698241000
2017-06-29,281002906000
2017-06-30,279138957000
2017-07-03,277623108392
2017-07-05,277623108392
2017-07-06,276528144537
2017-07-07,277424024055
2017-07-10,276677457790
2017-07-11,273940048152
2017-07-12,274587072248
2017-07-13,276727228874
2017-07-14,273691192730
2017-07-17,272297602369
2017-07-18,272745542128
2017-07-19,273442337309
2017-07-20,273143710803
2017-07-21,269609963815
2017-07-24,270107674658
2017-07-25,274039590320
2017-07-26,273293024056
2017-07-27,272297602369
2017-07-28,265279879478
2017-07-31,268465228876
2017-08-01,269162024056
2017-08-02,266872554177
2017-08-03,265777590322
2017-08-04,262990409599
2017-08-07,261497277069
2017-08-08,262343385503
2017-08-09,262741554178
2017-08-10,258560783094
2017-08-11,258511012010
2017-08-14,262990409599
2017-08-15,263040180684
2017-08-16,262243843334
2017-08-17,257814216829
2017-08-18,257216963817
2017-08-21,257913758998
2017-08-22,259904602371
2017-08-23,258958951768
2017-08-24,259605975865
2017-08-25,257664903576
2017-08-28,256968108395
2017-08-29,255922915624
2017-08-30,255624289118
2017-08-31,254180927673
2017-09-01,253683216830
2017-09-05,249353132493
2017-09-06,248258168638
2017-09-07,247262746951
2017-09-08,246765036108
2017-09-11,252140313215
2017-09-12,256669481889
2017-09-13,256121999962
2017-09-14,255275891528
2017-09-15,257117421648
2017-09-18,262343385503
2017-09-19,265578505984
2017-09-20,267519578273
2017-09-21,269062481887
2017-09-22,270008132490
2017-09-25,268913168634
2017-09-26,267768433695
2017-09-27,269809048152
2017-09-28,270008132490
2017-09-29,274487530079
2017-10-02,274021403722
2017-10-03,274564802936
2017-10-04,271502007365
2017-10-05,273626204293
2017-10-06,274564802936
2017-10-09,272391206079
2017-10-10,274713002722
2017-10-11,274960002364
2017-10-12,272737005579
2017-10-13,265228216438
2017-10-16,265771615652
2017-10-17,262758220010
2017-10-18,263845018438
2017-10-19,265524616010
2017-10-20,271304407651
2017-10-23,271255007722
2017-10-24,273774404079
2017-10-25,272934605294
2017-10-26,274762402650
2017-10-27,275997400864
2017-10-30,275898601007
2017-10-31,277331198935
2017-11-01,277676998435
2017-11-02,279010796506
2017-11-03,278368597435
2017-11-06,277528798650
2017-11-07,271946606722
2017-11-08,268044012366
2017-11-09,266759614224
2017-11-10,265821015581
2017-11-13,265376416224
2017-11-14,266957213938
2017-11-15,265524616010
2017-11-16,269723609937
2017-11-17,267500613152
2017-11-20,267006613866
2017-11-21,269328410509
2017-11-22,267056013795
2017-11-24,267204213581
2017-11-27,266512614581
2017-11-28,274515403007
2017-11-29,279998795078
2017-11-30,278961396578
2017-12-01,277627598507
2017-12-04,283506190005
2017-12-05,289236581718
2017-12-06,289335381575
2017-12-07,293237975932
2017-12-08,292990976289
2017-12-11,290817379432
2017-12-12,298029769002
2017-12-13,293435575646
2017-12-14,292546376932
2017-12-15,295757372288
2017-12-18,300944364787
2017-12-19,298177968788
2017-12-20,297091170359
2017-12-21,304352959858
2017-12-22,304056560286
2017-12-26,301981763287
2017-12-27,301092564573
2017-12-28,302821562072
2017-12-29,299709366573
2018-01-02,301186427062
2018-01-03,303503624979
2018-01-04,307299885395
2018-01-05,309370572895
2018-01-08,305870124979
2018-01-09,306954770812
2018-01-10,311194749978
2018-01-11,310652427062
2018-01-12,308384531229
2018-01-16,308138020812
2018-01-17,314941708312
2018-01-18,315286822895
2018-01-19,316617979145
2018-01-22,319132385395
2018-01-23,317949135395
2018-01-24,322830041644
2018-01-25,323668177061
2018-01-26,325048635394
2018-01-29,324506312478
2018-01-30,321843999978
2018-01-31,324309104144
2018-02-01,322977947894
2018-02-02,315878447895
2018-02-05,286740916647
2018-02-06,282402333314
2018-02-07,283684187480
2018-02-08,273133541648
2018-02-09,276732593731
2018-02-12,278556770814
2018-02-13,285952083314
2018-02-14,293593906230
2018-02-15,295911104146
2018-02-16,295565989563
2018-02-20,295565989563
2018-02-21,294481343730
2018-02-22,289945552063
2018-02-23,291720427063
2018-02-26,295664593730
2018-02-27,291917635396
2018-02-28,287973468730
2018-03-01,282550239564
2018-03-02,283043260397
2018-03-05,283930697897
2018-03-06,281366989564
2018-03-07,279049791647
2018-03-08,279641416647
2018-03-09,287086031230
2018-03-12,286050687480
2018-03-13,283782791647
2018-03-14,279197697897
2018-03-15,280183739564
2018-03-16,275598645814
2018-03-19,273527958314
2018-03-20,270668437481
2018-03-21,270126114565
2018-03-22,258983843732
2018-03-23,251342020816
2018-03-26,257800593732
2018-03-27,251933645816
2018-03-28,253807124982
2018-03-29,258392218732
2018-04-02,251091020389
2018-04-03,254660571409
2018-04-04,258719102021
2018-04-05,260430530592
2018-04-06,255394040797
2018-04-09,255491836715
2018-04-10,257301061205
2018-04-11,253927102021
2018-04-12,257692244878
2018-04-13,248841714267
2018-04-16,248401632634
2018-04-17,247276979573
2018-04-18,246396816308
2018-04-19,252020081613
2018-04-20,257007673450
2018-04-23,257252163245
2018-04-24,256763183654
2018-04-25,259697061204
2018-04-26,256420897939
2018-04-27,256029714266
2018-04-30,254073795899
2018-05-01,257007673450
2018-05-02,255198448960
2018-05-03,252020081613
2018-05-04,256274204062
2018-05-07,257496653041
2018-05-08,260088244878
2018-05-09,262875428551
2018-05-10,267227346918
2018-05-11,266249387735
2018-05-14,266396081612
2018-05-15,267716326510
2018-05-16,269134367326
2018-05-17,265124734673
2018-05-18,262582040796
2018-05-21,266689469367
2018-05-22,270210122428
2018-05-23,274708734673
2018-05-24,267325142837
2018-05-25,268449795898
2018-05-29,258914693858
2018-05-30,265173632633
2018-05-31,264000081612
2018-06-01,267422938755
2018-06-04,268107510183
2018-06-05,266493877531
2018-06-06,271774857122
2018-06-07,272019346918
2018-06-08,272263836714
2018-06-11,271432571408
2018-06-12,270796897938
2018-06-13,269721142836
2018-06-14,267667428551
2018-06-15,268840979571
2018-06-18,269329959163
2018-06-19,269329959163
2018-06-20,266396081612
2018-06-21,265858204061
2018-06-22,263755591816
2018-06-25,263853387735
2018-06-26,261261795898
2018-06-27,260528326511
2018-06-28,262239755082
2018-06-29,271090285693
2018-07-02,271642624000
2018-07-03,267976992000
2018-07-05,266433568000
2018-07-06,269568648000
2018-07-09,273813064000
2018-07-10,273089584000
2018-07-11,270436824000
2018-07-12,270243896000
2018-07-13,267012352000
2018-07-16,274874168000
