,WFC
2004-08-24,98260202000
2004-08-25,98901984000
2004-08-26,99070874000
2004-08-27,99070874000
2004-08-30,98631760000
2004-08-31,99239764000
2004-09-01,99374876000
2004-09-02,100354438000
2004-09-03,100117992000
2004-09-07,100861108000
2004-09-08,99645100000
2004-09-09,99645100000
2004-09-10,99881546000
2004-09-13,99982880000
2004-09-14,99442432000
2004-09-15,99813990000
2004-09-16,100050436000
2004-09-17,100219326000
2004-09-20,99712656000
2004-09-21,99780212000
2004-09-22,99138430000
2004-09-23,98192646000
2004-09-24,99037096000
2004-09-27,99678878000
2004-09-28,100219326000
2004-09-29,100185548000
2004-09-30,100725996000
2004-10-01,102063080000
2004-10-04,102436068000
2004-10-05,102300436000
2004-10-06,102809056000
2004-10-07,102130896000
2004-10-08,102537792000
2004-10-11,102503884000
2004-10-12,102503884000
2004-10-13,102130896000
2004-10-14,100842392000
2004-10-15,101825724000
2004-10-18,101961356000
2004-10-19,100638944000
2004-10-20,99723428000
2004-10-21,99214808000
2004-10-22,98129752000
2004-10-25,98095844000
2004-10-26,99519980000
2004-10-27,100265956000
2004-10-28,101452736000
2004-10-29,101249288000
2004-11-01,101588368000
2004-11-02,101384920000
2004-11-03,102232620000
2004-11-04,104131468000
2004-11-05,104267100000
2004-11-08,104470548000
2004-11-09,104368824000
2004-11-10,104267100000
2004-11-11,105352156000
2004-11-12,106098132000
2004-11-15,106064224000
2004-11-16,105419972000
2004-11-17,105894684000
2004-11-18,105894684000
2004-11-19,104368824000
2004-11-22,105216524000
2004-11-23,105792960000
2004-11-24,105894684000
2004-11-26,105962500000
2004-11-29,105453880000
2004-11-30,104741812000
2004-12-01,106606752000
2004-12-02,106267672000
2004-12-03,105792960000
2004-12-06,105928592000
2004-12-07,104809628000
2004-12-08,105826868000
2004-12-09,106742384000
2004-12-10,106844108000
2004-12-13,107251004000
2004-12-14,106742384000
2004-12-15,106030316000
2004-12-16,106403304000
2004-12-17,105114800000
2004-12-20,105250432000
2004-12-21,105453880000
2004-12-22,105589512000
2004-12-23,105826868000
2004-12-27,105657328000
2004-12-28,106098132000
2004-12-29,105792960000
2004-12-30,105453880000
2004-12-31,105352156000
2005-01-03,104979168000
2005-01-04,105046984000
2005-01-05,105182616000
2005-01-06,105555604000
2005-01-07,105419972000
2005-01-10,105352156000
2005-01-11,105114800000
2005-01-12,103724572000
2005-01-13,102809056000
2005-01-14,102910780000
2005-01-18,104199284000
2005-01-19,103419400000
2005-01-20,102639516000
2005-01-21,101927448000
2005-01-24,101656184000
2005-01-25,102300436000
2005-01-26,103215952000
2005-01-27,102436068000
2005-01-28,102605608000
2005-01-31,103928020000
2005-02-01,104775720000
2005-02-02,103046412000
2005-02-03,103521124000
2005-02-04,103385492000
2005-02-07,104131468000
2005-02-08,104165376000
2005-02-09,103283768000
2005-02-10,102436068000
2005-02-11,102232620000
2005-02-14,103961928000
2005-02-15,103928020000
2005-02-16,103012504000
2005-02-17,102402160000
2005-02-18,101418828000
2005-02-22,99757336000
2005-02-23,100876300000
2005-02-24,101215380000
2005-02-25,101554460000
2005-02-28,100672852000
2005-03-01,101486644000
2005-03-02,100876300000
2005-03-03,100740668000
2005-03-04,102571700000
2005-03-07,102978596000
2005-03-08,103046412000
2005-03-09,101283196000
2005-03-10,102096988000
2005-03-11,101384920000
2005-03-14,101893540000
2005-03-15,101690092000
2005-03-16,100944116000
2005-03-17,101045840000
2005-03-18,100672852000
2005-03-21,100367680000
2005-03-22,98977452000
2005-03-23,99587796000
2005-03-24,99011360000
2005-03-28,99825152000
2005-03-29,99892968000
2005-03-30,101215380000
2005-03-31,101384920000
2005-04-01,100283134000
2005-04-04,100991968000
2005-04-05,100721936000
2005-04-06,100823198000
2005-04-07,101059476000
2005-04-08,100519412000
2005-04-11,101262000000
2005-04-12,102342128000
2005-04-13,101633294000
2005-04-14,101025722000
2005-04-15,99810578000
2005-04-18,100418150000
2005-04-19,99439284000
2005-04-20,98122878000
2005-04-21,99034236000
2005-04-22,99034236000
2005-04-25,99810578000
2005-04-26,99203006000
2005-04-27,100418150000
2005-04-28,100485658000
2005-04-29,101160738000
2005-05-02,101937080000
2005-05-03,101734556000
2005-05-04,102409636000
2005-05-05,101700802000
2005-05-06,100856952000
2005-05-09,101633294000
2005-05-10,100789444000
2005-05-11,101363262000
2005-05-12,100958214000
2005-05-13,100013102000
2005-05-16,101262000000
2005-05-17,102038342000
2005-05-18,102915946000
2005-05-19,103422256000
2005-05-20,103523518000
2005-05-23,103624780000
2005-05-24,103017208000
2005-05-25,102780930000
2005-05-26,102848438000
2005-05-27,102578406000
2005-05-31,101970834000
2005-06-01,103793550000
2005-06-02,103861058000
2005-06-03,103557272000
2005-06-06,103692288000
2005-06-07,103591026000
2005-06-08,103793550000
2005-06-09,103523518000
2005-06-10,103489764000
2005-06-13,103118470000
2005-06-14,103185978000
2005-06-15,103557272000
2005-06-16,103726042000
2005-06-17,103962320000
2005-06-20,104063582000
2005-06-21,103793550000
2005-06-22,104164844000
2005-06-23,102949700000
2005-06-24,102477144000
2005-06-27,102274620000
2005-06-28,103523518000
2005-06-29,104536138000
2005-06-30,103928566000
2005-07-01,103367104000
2005-07-05,103232160000
2005-07-06,102624912000
2005-07-07,102287552000
2005-07-08,103367104000
2005-07-11,104143032000
2005-07-12,103839408000
2005-07-13,104143032000
2005-07-14,105391264000
2005-07-15,106065984000
2005-07-18,104581600000
2005-07-19,104311712000
2005-07-20,104952696000
2005-07-21,104210504000
2005-07-22,104176768000
2005-07-25,104311712000
2005-07-26,104581600000
2005-07-27,104244240000
2005-07-28,104480392000
2005-07-29,103468312000
2005-08-01,103805672000
2005-08-02,104109296000
2005-08-03,103333368000
2005-08-04,102827328000
2005-08-05,101848984000
2005-08-08,101815248000
2005-08-09,101950192000
2005-08-10,101747776000
2005-08-11,101983928000
2005-08-12,101511624000
2005-08-15,102456232000
2005-08-16,101140528000
2005-08-17,101208000000
2005-08-18,101781512000
2005-08-19,102287552000
2005-08-22,102355024000
2005-08-23,101309208000
2005-08-24,100330864000
2005-08-25,100499544000
2005-08-26,99150104000
2005-08-29,99993504000
2005-08-30,99150104000
2005-08-31,100567016000
2005-09-01,100769432000
2005-09-02,99993504000
2005-09-06,101612832000
2005-09-07,101342944000
2005-09-08,100870640000
2005-09-09,100904376000
2005-09-12,100870640000
2005-09-13,100533280000
2005-09-14,99858560000
2005-09-15,98880216000
2005-09-16,101174264000
2005-09-19,100533280000
2005-09-20,99926032000
2005-09-21,98542856000
2005-09-22,99183840000
2005-09-23,99487464000
2005-09-26,98913952000
2005-09-27,98812744000
2005-09-28,98036816000
2005-09-29,99521200000
2005-09-30,98812744000
2005-10-03,98166032000
2005-10-04,97024176000
2005-10-05,97091344000
2005-10-06,97830192000
2005-10-07,98367536000
2005-10-10,97158512000
2005-10-11,97192096000
2005-10-12,97192096000
2005-10-13,98300368000
2005-10-14,99039216000
2005-10-17,99307888000
2005-10-18,98904880000
2005-10-19,100248240000
2005-10-20,99274304000
2005-10-21,99341472000
2005-10-24,100718416000
2005-10-25,100550496000
2005-10-26,100315408000
2005-10-27,100080320000
2005-10-28,101860272000
2005-10-31,101087840000
2005-11-01,100584080000
2005-11-02,100147488000
2005-11-03,99912400000
2005-11-04,100281824000
2005-11-07,101222176000
2005-11-08,101020672000
2005-11-09,101457264000
2005-11-10,103203632000
2005-11-11,104345488000
2005-11-14,104782080000
2005-11-15,103270800000
2005-11-16,102431200000
2005-11-17,104782080000
2005-11-18,104950000000
2005-11-21,106159024000
2005-11-22,107200128000
2005-11-23,107905392000
2005-11-25,108039728000
2005-11-28,107099376000
2005-11-29,107200128000
2005-11-30,105554512000
2005-12-01,105655264000
2005-12-02,105453760000
2005-12-05,105991104000
2005-12-06,105688848000
2005-12-07,104950000000
2005-12-08,104446240000
2005-12-09,105151504000
2005-12-12,104714912000
2005-12-13,106125440000
2005-12-14,107502384000
2005-12-15,106998624000
2005-12-16,107065792000
2005-12-19,106864288000
2005-12-20,106494864000
2005-12-21,106931456000
2005-12-22,107435216000
2005-12-23,107535968000
2005-12-27,106797120000
2005-12-28,106024688000
2005-12-29,105890352000
2005-12-30,105520928000
2006-01-03,107129770000
2006-01-04,105887199000
2006-01-05,105786450000
2006-01-06,106390944000
2006-01-09,106390944000
2006-01-10,106290195000
2006-01-11,106861106000
2006-01-12,105618535000
2006-01-13,106223029000
2006-01-17,105114790000
2006-01-18,106793940000
2006-01-19,105148373000
2006-01-20,103267725000
2006-01-23,103469223000
2006-01-24,103435640000
2006-01-25,104107300000
2006-01-26,105081207000
2006-01-27,105282705000
2006-01-30,104913292000
2006-01-31,104711794000
2006-02-01,103838636000
2006-02-02,102931895000
2006-02-03,102495316000
2006-02-06,102528899000
2006-02-07,102663231000
2006-02-08,102999061000
2006-02-09,102831146000
2006-02-10,103670721000
2006-02-13,103502806000
2006-02-14,105181956000
2006-02-15,106626025000
2006-02-16,107398434000
2006-02-17,106827523000
2006-02-21,106626025000
2006-02-22,108137260000
2006-02-23,108137260000
2006-02-24,108439507000
2006-02-27,108305175000
2006-02-28,107801430000
2006-03-01,108641005000
2006-03-02,107196936000
2006-03-03,107163353000
2006-03-06,106995438000
2006-03-07,108305175000
2006-03-08,108170843000
2006-03-09,107331268000
2006-03-10,107902179000
2006-03-13,108070094000
2006-03-14,109010418000
2006-03-15,108976835000
2006-03-16,109044001000
2006-03-17,109245499000
2006-03-20,109379831000
2006-03-21,108943251999
2006-03-22,109782826999
2006-03-23,109111167000
2006-03-24,109111167000
2006-03-27,109010418000
2006-03-28,107566349000
2006-03-29,107801430000
2006-03-30,107700681000
2006-03-31,107264102000
2006-04-03,108213446000
2006-04-04,109121671999
2006-04-05,109558966000
2006-04-06,109222586000
2006-04-07,108280721999
2006-04-10,108347998000
2006-04-11,108280721999
2006-04-12,108314360000
2006-04-13,108718016000
2006-04-17,108415273999
2006-04-18,109424414000
2006-04-19,108886205999
2006-04-20,109390776000
2006-04-21,109390776000
2006-04-24,109491689999
2006-04-25,109491689999
2006-04-26,110332639999
2006-04-27,112990042000
2006-04-28,115546530000
2006-05-01,114369200000
2006-05-02,114201010000
2006-05-03,113292784000
2006-05-04,114671942000
2006-05-05,115849271999
2006-05-08,115041960000
2006-05-09,114873770000
2006-05-10,114301923999
2006-05-11,113494612000
2006-05-12,112956404000
2006-05-15,113797354000
2006-05-16,114234648000
2006-05-17,111812712000
2006-05-18,110467192000
2006-05-19,111106314000
2006-05-22,112081816000
2006-05-23,112519110000
2006-05-24,112687300000
2006-05-25,112855489999
2006-05-26,113124594000
2006-05-30,111442694000
2006-05-31,111644521999
2006-06-01,113797354000
2006-06-02,114604666000
2006-06-05,113259146000
2006-06-06,113763716000
2006-06-07,114772855999
2006-06-08,116522032000
2006-06-09,116252928000
2006-06-12,116421118000
2006-06-13,112821852000
2006-06-14,111913626000
2006-06-15,112552748000
2006-06-16,112081816000
2006-06-19,111779073999
2006-06-20,111812712000
2006-06-21,112081816000
2006-06-22,111711798000
2006-06-23,110164450000
2006-06-26,110769934000
2006-06-27,109558966000
2006-06-28,111442694000
2006-06-29,113360060000
2006-06-30,112821852000
2006-07-03,113700468000
2006-07-05,112756335999
2006-07-06,113801625000
2006-07-07,114846914000
2006-07-10,115217823000
2006-07-11,116094517000
2006-07-12,114779476000
2006-07-13,114644600000
2006-07-14,114273691000
2006-07-17,115588732000
2006-07-18,115082947000
2006-07-19,119432698000
2006-07-20,119331541000
2006-07-21,120039640000
2006-07-24,119500135999
2006-07-25,119196665000
2006-07-26,119466417000
2006-07-27,118151376000
2006-07-28,122096499000
2006-07-31,121961623000
2006-08-01,122298813000
2006-08-02,122062780000
2006-08-03,122467408000
2006-08-04,123074350000
2006-08-07,122029060999
2006-08-08,120511706000
2006-08-09,117578152999
2006-08-10,117106086999
2006-08-11,117342119999
2006-08-14,116836335000
2006-08-15,117915343000
2006-08-16,118792036999
2006-08-17,118859475000
2006-08-18,118488566000
2006-08-21,118724599000
2006-08-22,117611872000
2006-08-23,117713028999
2006-08-24,118724599000
2006-08-25,117679310000
2006-08-28,118421127999
2006-08-29,117510715000
2006-08-30,116971210999
2006-08-31,117173525000
2006-09-01,117409558000
2006-09-05,117443277000
2006-09-06,118151376000
2006-09-07,116903773000
2006-09-08,117949061999
2006-09-11,118151376000
2006-09-12,119162946000
2006-09-13,119635011999
2006-09-14,120174516000
2006-09-15,120950052999
2006-09-18,120646582000
2006-09-19,121287243000
2006-09-20,122399969999
2006-09-21,121725590000
2006-09-22,121422119000
2006-09-25,122636002999
2006-09-26,122939474000
2006-09-27,121995342000
2006-09-28,121793027999
2006-09-29,121995342000
2006-10-02,121704799999
2006-10-03,123190240000
2006-10-04,123662880000
2006-10-05,123257760000
2006-10-06,122683840000
2006-10-09,122920159999
2006-10-10,122481280000
2006-10-11,122278720000
2006-10-12,122548799999
2006-10-13,122650080000
2006-10-16,122211200000
2006-10-17,123156479999
2006-10-18,124270560000
2006-10-19,124034240000
2006-10-20,123662880000
2006-10-23,123797920000
2006-10-24,123055200000
2006-10-25,122852640000
2006-10-26,122987680000
2006-10-27,122616320000
2006-10-30,122683840000
2006-10-31,122515040000
2006-11-01,121502240000
2006-11-02,121097119999
2006-11-03,121536000000
2006-11-06,122683840000
2006-11-07,122852640000
2006-11-08,124236799999
2006-11-09,124000479999
2006-11-10,123797920000
2006-11-13,123190240000
2006-11-14,123932960000
2006-11-15,122312479999
2006-11-16,123224000000
2006-11-17,122447520000
2006-11-20,122076159999
2006-11-21,120793280000
2006-11-22,119881760000
2006-11-24,120084320000
2006-11-27,118835200000
2006-11-28,118531360000
2006-11-29,119712960000
2006-11-30,118970240000
2006-12-01,118936479999
2006-12-04,119814240000
2006-12-05,119915520000
2006-12-06,119915520000
2006-12-07,119814240000
2006-12-08,119611680000
2006-12-11,119476640000
2006-12-12,119307840000
2006-12-13,119341600000
2006-12-14,120084320000
2006-12-15,120354400000
2006-12-18,120725760000
2006-12-19,121164640000
2006-12-20,121130880000
2006-12-21,121164640000
2006-12-22,120995840000
2006-12-26,121333439999
2006-12-27,121704799999
2006-12-28,121265920000
2006-12-29,120050560000
2007-01-03,120658240000
2007-01-04,120860799999
2007-01-05,120185600000
2007-01-08,119848000000
2007-01-09,120151840000
2007-01-10,119780479999
2007-01-11,119983040000
2007-01-12,119881760000
2007-01-16,122312479999
2007-01-17,122447520000
2007-01-18,122211200000
2007-01-19,121671040000
2007-01-22,120692000000
2007-01-23,121569760000
2007-01-24,123426560000
2007-01-25,121806080000
2007-01-26,121637280000
2007-01-29,121367200000
2007-01-30,121198400000
2007-01-31,121265920000
2007-02-01,121097119999
2007-02-02,121063360000
2007-02-05,120489439999
2007-02-06,121198400000
2007-02-07,121130880000
2007-02-08,120050560000
2007-02-09,119375360000
2007-02-12,120185600000
2007-02-13,121097119999
2007-02-14,121569760000
2007-02-15,121569760000
2007-02-16,120725760000
2007-02-20,121333439999
2007-02-21,122143680000
2007-02-22,122244960000
2007-02-23,120286880000
2007-02-26,120421920000
2007-02-27,116100640000
2007-02-28,117147200000
2007-03-01,117012159999
2007-03-02,116269439999
2007-03-05,114885280000
2007-03-06,117012159999
2007-03-07,115864320000
2007-03-08,116505760000
2007-03-09,116472000000
2007-03-12,116573280000
2007-03-13,112994720000
2007-03-14,113602400000
2007-03-15,115121600000
2007-03-16,114615200000
2007-03-19,115628000000
2007-03-20,116843360000
2007-03-21,119780479999
2007-03-22,118126240000
2007-03-23,118024960000
2007-03-26,117079680000
2007-03-27,116134400000
2007-03-28,115256640000
2007-03-29,116607040000
2007-03-30,116235680000
2007-04-02,113974312000
2007-04-03,115649912000
2007-04-04,115080208000
2007-04-05,115415328000
2007-04-09,115180743999
2007-04-10,115314791999
2007-04-11,114510504000
2007-04-12,115080208000
2007-04-13,116052056000
2007-04-16,119001112000
2007-04-17,118129800000
2007-04-18,120475640000
2007-04-19,121112368000
2007-04-20,121648559999
2007-04-23,120710224000
2007-04-24,119905936000
2007-04-25,121581536000
2007-04-26,120877784000
2007-04-27,120442128000
2007-04-30,120274568000
2007-05-01,120777248000
2007-05-02,119604328000
2007-05-03,120107008000
2007-05-04,120375104000
2007-05-07,120877784000
2007-05-08,120006472000
2007-05-09,121011832000
2007-05-10,118632480000
2007-05-11,119034624000
2007-05-14,118297359999
2007-05-15,118665991999
2007-05-16,121380464000
2007-05-17,121447488000
2007-05-18,122050704000
2007-05-21,121682072000
2007-05-22,120643200000
2007-05-23,120944808000
2007-05-24,120777248000
2007-05-25,121078856000
2007-05-29,121145880000
2007-05-30,121413975999
2007-05-31,120944808000
2007-06-01,121983680000
2007-06-04,121313440000
2007-06-05,120341591999
2007-06-06,119269208000
2007-06-07,117493072000
2007-06-08,118431408000
2007-06-11,118900575999
2007-06-12,117895216000
2007-06-13,120442128000
2007-06-14,120274568000
2007-06-15,120542664000
2007-06-18,121112368000
2007-06-19,121916656000
2007-06-20,119570816000
2007-06-21,119403256000
2007-06-22,117359024000
2007-06-25,117560096000
2007-06-26,117493072000
2007-06-27,118397896000
2007-06-28,118230336000
2007-06-29,117861704000
2007-07-02,118589196000
2007-07-03,119156928000
2007-07-05,117954672000
2007-07-06,117988068000
2007-07-09,117286751999
2007-07-10,115015824000
2007-07-11,116618832000
2007-07-12,118355424000
2007-07-13,118689384000
2007-07-16,118388820000
2007-07-17,118856364000
2007-07-18,118188444000
2007-07-19,118689384000
2007-07-20,115950912000
2007-07-23,116385060000
2007-07-24,113312628000
2007-07-25,115449972000
2007-07-26,112377540000
2007-07-27,112076976000
2007-07-30,115583556000
2007-07-31,112778292000
2007-08-01,115149407999
2007-08-02,114949032000
2007-08-03,109572276000
2007-08-06,116084496000
2007-08-07,116518644000
2007-08-08,116852604000
2007-08-09,114080735999
2007-08-10,114882240000
2007-08-13,113212440000
2007-08-14,112410935999
2007-08-15,112110372000
2007-08-16,118221840000
2007-08-17,124366704000
2007-08-20,123899160000
2007-08-21,124800851999
2007-08-22,122563320000
2007-08-23,121728420000
2007-08-24,122129172000
2007-08-27,120659748000
2007-08-28,117553920000
2007-08-29,120158807999
2007-08-30,119357304000
2007-08-31,122028984000
2007-09-04,122195964000
2007-09-05,119858244000
2007-09-06,119056740000
2007-09-07,117553920000
2007-09-10,117353544000
2007-09-11,120626351999
2007-09-12,119156928000
2007-09-13,119591076000
2007-09-14,119090135999
2007-09-17,119090135999
2007-09-18,124199724000
2007-09-19,124567079999
2007-09-20,122062379999
2007-09-21,121027104000
2007-09-24,120092016000
2007-09-25,120459372000
2007-09-26,119724660000
2007-09-27,120292392000
2007-09-28,118956551999
2007-10-01,121032960000
2007-10-02,120966912000
2007-10-03,122188800000
2007-10-04,123080448000
2007-10-05,123740928000
2007-10-08,122056704000
2007-10-09,122585087999
2007-10-10,120933887999
2007-10-11,119943168000
2007-10-12,119018496000
2007-10-15,118721280000
2007-10-16,114097919999
2007-10-17,113173248000
2007-10-18,110630400000
2007-10-19,108516864000
2007-10-22,111687168000
2007-10-23,111489024000
2007-10-24,112413696000
2007-10-25,111654144000
2007-10-26,114097919999
2007-10-29,112710912000
2007-10-30,112281600000
2007-10-31,112314624000
2007-11-01,106040064000
2007-11-02,106700544000
2007-11-05,105445632000
2007-11-06,108814080000
2007-11-07,101581824000
2007-11-08,103959552000
2007-11-09,104553984000
2007-11-12,106832640000
2007-11-13,111918336000
2007-11-14,109804800000
2007-11-15,105577728000
2007-11-16,102836736000
2007-11-19,100822272000
2007-11-20,100459008000
2007-11-21,98807808000
2007-11-23,101846016000
2007-11-26,97387776000
2007-11-27,98510592000
2007-11-28,101449728000
2007-11-29,100855296000
2007-11-30,107096832000
2007-12-03,105148416000
2007-12-04,104884224000
2007-12-05,106997760000
2007-12-06,107625216000
2007-12-07,104719104000
2007-12-10,107790336000
2007-12-11,101614848000
2007-12-12,101284608000
2007-12-13,100921344000
2007-12-14,99303168000
2007-12-17,99303168000
2007-12-18,100128768000
2007-12-19,101119488000
2007-12-20,100293888000
2007-12-21,100293888000
2007-12-24,103034880000
2007-12-26,103233024000
2007-12-27,100062720000
2007-12-28,99369216000
2007-12-31,99699456000
2008-01-02,96099840000
2008-01-03,94184448000
2008-01-04,90782976000
2008-01-07,91410432000
2008-01-08,87513600000
2008-01-09,89296896000
2008-01-10,92169984000
2008-01-11,93127680000
2008-01-14,93160704000
2008-01-15,87480576000
2008-01-16,90386688000
2008-01-17,86291712000
2008-01-18,84145152000
2008-01-22,88999680000
2008-01-23,97024512000
2008-01-24,102902784000
2008-01-25,101251584000
2008-01-28,105016320000
2008-01-29,107658240000
2008-01-30,108186624000
2008-01-31,112545792000
2008-02-01,111125760000
2008-02-04,103662336000
2008-02-05,100624128000
2008-02-06,99336192000
2008-02-07,100591104000
2008-02-08,97354752000
2008-02-11,97552896000
2008-02-12,98807808000
2008-02-13,100624128000
2008-02-14,97718016000
2008-02-15,98048256000
2008-02-19,98609664000
2008-02-20,101218560000
2008-02-21,101515776000
2008-02-22,103827456000
2008-02-25,104653056000
2008-02-26,103695360000
2008-02-27,104818176000
2008-02-28,100921344000
2008-02-29,96529152000
2008-03-03,95340288000
2008-03-04,95208192000
2008-03-05,95703552000
2008-03-06,91905792000
2008-03-07,92830464000
2008-03-10,92103936000
2008-03-11,101779968000
2008-03-12,97552896000
2008-03-13,97354752000
2008-03-14,93953280000
2008-03-17,95043072000
2008-03-18,104157696000
2008-03-19,100987392000
2008-03-20,107493119999
2008-03-24,105974016000
2008-03-25,105874944000
2008-03-26,101746944000
2008-03-27,99930624000
2008-03-28,96925440000
2008-03-31,96099840000
2008-04-01,104225602000
2008-04-02,101048194000
2008-04-03,101908742000
2008-04-04,102372114000
2008-04-07,101908742000
2008-04-08,99062314000
2008-04-09,97473610000
2008-04-10,94395496000
2008-04-11,92575106000
2008-04-14,90026560000
2008-04-15,92045538000
2008-04-16,96017298000
2008-04-17,98334158000
2008-04-18,100617920000
2008-04-21,96877846000
2008-04-22,97241924000
2008-04-23,95719416000
2008-04-24,98797530000
2008-04-25,101246782000
2008-04-28,100419332000
2008-04-29,98896824000
2008-04-30,98466550000
2008-05-01,103199564000
2008-05-02,103067172000
2008-05-05,103100270000
2008-05-06,103497446000
2008-05-07,98963020000
2008-05-08,97241924000
2008-05-09,97076434000
2008-05-12,98499648000
2008-05-13,95884906000
2008-05-14,95686318000
2008-05-15,97970080000
2008-05-16,95818710000
2008-05-19,94263104000
2008-05-20,92839890000
2008-05-21,91681460000
2008-05-22,92376518000
2008-05-23,91615264000
2008-05-27,91218088000
2008-05-28,90920206000
2008-05-29,92608204000
2008-05-30,91251186000
2008-06-02,89728678000
2008-06-03,88636444000
2008-06-04,88173072000
2008-06-05,90026560000
2008-06-06,84135116000
2008-06-09,83638646000
2008-06-10,85756918000
2008-06-11,84565390000
2008-06-12,86120996000
2008-06-13,86319584000
2008-06-16,87312524000
2008-06-17,84068920000
2008-06-18,84168214000
2008-06-19,84830174000
2008-06-20,81090100000
2008-06-23,80295748000
2008-06-24,83406960000
2008-06-25,84068920000
2008-06-26,79666886000
2008-06-27,79534494000
2008-06-30,78607750000
2008-07-01,79991568000
2008-07-02,78233876000
2008-07-03,79328288000
2008-07-07,78001728000
2008-07-08,81815588000
2008-07-09,78631844000
2008-07-10,78300204000
2008-07-11,76277200000
2008-07-14,71534748000
2008-07-15,68019364000
2008-07-16,90305572000
2008-07-17,92295412000
2008-07-18,92394904000
2008-07-21,91333656000
2008-07-22,100918052000
2008-07-23,100984380000
2008-07-24,96673060000
2008-07-25,96474076000
2008-07-28,92627052000
2008-07-29,101017544000
2008-07-30,103471680000
2008-07-31,100387428000
2008-08-01,101150200000
2008-08-04,100088952000
2008-08-05,104599256000
2008-08-06,100520084000
2008-08-07,96208764000
2008-08-08,100055788000
2008-08-11,104831404000
2008-08-12,100752232000
2008-08-13,97137356000
2008-08-14,100055788000
2008-08-15,98696064000
2008-08-18,95512320000
2008-08-19,92162756000
2008-08-20,95910288000
2008-08-21,94318416000
2008-08-22,97369504000
2008-08-25,95081188000
2008-08-26,95147516000
2008-08-27,95877124000
2008-08-28,100918052000
2008-08-29,100387428000
2008-09-02,103504844000
2008-09-03,102841564000
2008-09-04,98397588000
2008-09-05,103471680000
2008-09-08,111298384000
2008-09-09,103372188000
2008-09-10,105129880000
2008-09-11,112260140000
2008-09-12,113719356000
2008-09-15,102808400000
2008-09-16,115841852000
2008-09-17,110867252000
2008-09-18,122706800000
2008-09-19,131992719999
2008-09-22,116670952000
2008-09-23,113321388000
2008-09-24,113653028000
2008-09-25,113155567999
2008-09-26,123734884000
2008-09-29,110270300000
2008-09-30,124464492000
2008-10-01,131474080000
2008-10-02,125957183999
2008-10-03,123807744000
2008-10-06,120511936000
2008-10-07,109621440000
2008-10-08,114278560000
2008-10-09,97620400000
2008-10-10,101417744000
2008-10-13,108904960000
2008-10-14,120082048000
2008-10-15,119473040000
2008-10-16,121443360000
2008-10-17,114851744000
2008-10-20,115460751999
2008-10-21,116929536000
2008-10-22,112129120000
2008-10-23,112236592000
2008-10-24,110731984000
2008-10-27,110445392000
2008-10-28,123449504000
2008-10-29,115030864000
2008-10-30,114063616000
2008-10-31,121980719999
2008-11-03,121085119999
2008-11-04,125778064000
2008-11-05,113490432000
2008-11-06,103065648000
2008-11-07,105680800000
2008-11-10,102528288000
2008-11-11,103280592000
2008-11-12,97799520000
2008-11-13,104212016000
2008-11-14,102922352000
2008-11-17,99698192000
2008-11-18,97441280000
2008-11-19,87410560000
2008-11-20,80711472000
2008-11-21,77953024000
2008-11-24,93214048000
2008-11-25,96545680000
2008-11-26,102635760000
2008-11-28,103495536000
2008-12-01,83863984000
2008-12-02,92748336000
2008-12-03,100665440000
2008-12-04,98695120000
2008-12-05,107257056000
2008-12-08,117001183999
2008-12-09,109263200000
2008-12-10,104570256000
2008-12-11,92784160000
2008-12-12,95721728000
2008-12-15,93393168000
2008-12-16,106683872000
2008-12-17,107400352000
2008-12-18,106218160000
2008-12-19,105179264000
2008-12-22,98229408000
2008-12-23,96688976000
2008-12-24,98444352000
2008-12-26,98551824000
2008-12-29,99698192000
2008-12-30,103173120000
2008-12-31,105609152000
2009-01-02,127422000000
2009-01-05,119182044000
2009-01-06,116973396000
2009-01-07,109880238000
2009-01-08,109243128000
2009-01-09,106779636000
2009-01-12,101088120000
2009-01-13,103551612000
2009-01-14,97987518000
2009-01-15,85627584000
2009-01-16,79341432000
2009-01-20,60440502000
2009-01-21,70719210000
2009-01-22,67066446000
2009-01-23,67406238000
2009-01-26,65749752000
2009-01-27,68765406000
2009-01-28,90002406000
2009-01-29,79766172000
2009-01-30,80275860000
2009-02-02,81677502000
2009-02-03,78704322000
2009-02-04,74117130000
2009-02-05,69105198000
2009-02-06,81295236000
2009-02-09,80955444000
2009-02-10,69444990000
2009-02-11,74329500000
2009-02-12,71356320000
2009-02-13,66939024000
2009-02-17,58146906000
2009-02-18,55428570000
2009-02-19,51011274000
2009-02-20,46339134000
2009-02-23,46848822000
2009-02-24,55428570000
2009-02-25,57085056000
2009-02-26,61162560000
2009-02-27,51393540000
2009-03-02,46041816000
2009-03-03,45319758000
2009-03-04,41029884000
2009-03-05,34488888000
2009-03-06,36570114000
2009-03-09,42346578000
2009-03-10,50161794000
2009-03-11,50459112000
2009-03-12,59251230000
2009-03-13,59208756000
2009-03-16,58189380000
2009-03-17,62266884000
2009-03-18,73140228000
2009-03-19,65494908000
2009-03-20,59421126000
2009-03-23,73607442000
2009-03-24,65834700000
2009-03-25,69742308000
2009-03-26,67746030000
2009-03-27,66216966000
2009-03-30,56787738000
2009-03-31,60482976000
2009-04-01,64915288000
2009-04-02,68725923000
2009-04-03,73253854000
2009-04-06,68367275000
2009-04-07,66574035000
2009-04-08,66753359000
2009-04-09,87913591000
