,EXPD
2004-08-24,5223510203
2004-08-25,5223510203
2004-08-26,5206509357
2004-08-27,5187383404
2004-08-30,5170382557
2004-08-31,5183133192
2004-09-01,5219259992
2004-09-02,5304264226
2004-09-03,5219259992
2004-09-07,5302139120
2004-09-08,5312764650
2004-09-09,5312764650
2004-09-10,5287263379
2004-09-13,5325515285
2004-09-14,5329765496
2004-09-15,5336140814
2004-09-16,5338265920
2004-09-17,5410519519
2004-09-20,5406269307
2004-09-21,5489148436
2004-09-22,5323390179
2004-09-23,5308514438
2004-09-24,5459396954
2004-09-27,5378642931
2004-09-28,5527400341
2004-09-29,5495523753
2004-09-30,5493398648
2004-10-01,5629405423
2004-10-04,5629405423
2004-10-05,5807914315
2004-10-06,5824915162
2004-10-07,5720784975
2004-10-08,5695283704
2004-10-11,5703784128
2004-10-12,5716534763
2004-10-13,5578402882
2004-10-14,5682533069
2004-10-15,5790913468
2004-10-18,5814289632
2004-10-19,5773912621
2004-10-20,5867417279
2004-10-21,5975797678
2004-10-22,6003424054
2004-10-25,6014049583
2004-10-26,6118179770
2004-10-27,6111804453
2004-10-28,6056551701
2004-10-29,6067177230
2004-11-01,6133055511
2004-11-02,5387143355
2004-11-03,5727160292
2004-11-04,5731410504
2004-11-05,5727160292
2004-11-08,5691033493
2004-11-09,5701659022
2004-11-10,5667657328
2004-11-11,5746286245
2004-11-12,5444521213
2004-11-15,5393518672
2004-11-16,5323390179
2004-11-17,5455146742
2004-11-18,5455146742
2004-11-19,5402019096
2004-11-22,5563527141
2004-11-23,5625155211
2004-11-24,5710159445
2004-11-26,5684658175
2004-11-29,5657031799
2004-11-30,5659156905
2004-12-01,5820664950
2004-12-02,5746286245
2004-12-03,5731410504
2004-12-06,5642156058
2004-12-07,5555026718
2004-12-08,5765412198
2004-12-09,5769662409
2004-12-10,5667657328
2004-12-13,5807914315
2004-12-14,5780287939
2004-12-15,5691033493
2004-12-16,5637905846
2004-12-17,5631530529
2004-12-20,5746286245
2004-12-21,5799413891
2004-12-22,5773912621
2004-12-23,5950296408
2004-12-27,5878042808
2004-12-28,6028925324
2004-12-29,6020424901
2004-12-30,5916294714
2004-12-31,5963983997
2005-01-03,5852986443
2005-01-04,5756930866
2005-01-05,5938369177
2005-01-06,5968253134
2005-01-07,6025886480
2005-01-10,6109134646
2005-01-11,6096327236
2005-01-12,5929830904
2005-01-13,5808160507
2005-01-14,5887139536
2005-01-18,6019482775
2005-01-19,5870062990
2005-01-20,5882870400
2005-01-21,5808160507
2005-01-24,5833775327
2005-01-25,5882870400
2005-01-26,6002406228
2005-01-27,6028021048
2005-01-28,5996002523
2005-01-31,5991733386
2005-02-01,6021617343
2005-02-02,6006675365
2005-02-03,5970387702
2005-02-04,6010944501
2005-02-07,5974656839
2005-02-08,5968253134
2005-02-09,5818833349
2005-02-10,5752661730
2005-02-11,5938369177
2005-02-14,5859390148
2005-02-15,5953311156
2005-02-16,5953311156
2005-02-17,5840179032
2005-02-18,5870062990
2005-02-22,5750527161
2005-02-23,5763334572
2005-02-24,5816698781
2005-02-25,5972522271
2005-02-28,5921292630
2005-03-01,5889274105
2005-03-02,6055770437
2005-03-03,5906350652
2005-03-04,5940503745
2005-03-07,6055770437
2005-03-08,6047232163
2005-03-09,6098461804
2005-03-10,6008809933
2005-03-11,6057905005
2005-03-14,6087788962
2005-03-15,6042963027
2005-03-16,5923427199
2005-03-17,5893543241
2005-03-18,5791083960
2005-03-21,5769738277
2005-03-22,5731316046
2005-03-23,5648067880
2005-03-24,5658740722
2005-03-28,5718508636
2005-03-29,5692893816
2005-03-30,5782545687
2005-03-31,5718925023
2005-04-01,5644181791
2005-04-04,5759499921
2005-04-05,5695434293
2005-04-06,5633504186
2005-04-07,5612148977
2005-04-08,5460526992
2005-04-11,5411410011
2005-04-12,5518186057
2005-04-13,5351615425
2005-04-14,5266194588
2005-04-15,5142334375
2005-04-18,5193586877
2005-04-19,5244839379
2005-04-20,5170096147
2005-04-21,5445578346
2005-04-22,5293956360
2005-04-25,5336666779
2005-04-26,5197857919
2005-04-27,5293956360
2005-04-28,5219213128
2005-04-29,5244839379
2005-05-02,5257652505
2005-05-03,5234161774
2005-05-04,5221348649
2005-05-05,5125250208
2005-05-06,5204264482
2005-05-09,5206400002
2005-05-10,5097488436
2005-05-11,5240568337
2005-05-12,5106030519
2005-05-13,5114572603
2005-05-16,5153011979
2005-05-17,5279007714
2005-05-18,5413545532
2005-05-19,5454120429
2005-05-20,5488288764
2005-05-23,5548083350
2005-05-24,5588658247
2005-05-25,5554489912
2005-05-26,5584387205
2005-05-27,5571574080
2005-05-31,5443442825
2005-06-01,5501101889
2005-06-02,5530999182
2005-06-03,5558760954
2005-06-06,5586522726
2005-06-07,5462662513
2005-06-08,5334531258
2005-06-09,5317447090
2005-06-10,5300362923
2005-06-13,5302498444
2005-06-14,5255516984
2005-06-15,5304633965
2005-06-16,5381512718
2005-06-17,5458391471
2005-06-20,5454120429
2005-06-21,5456255950
2005-06-22,5524592620
2005-06-23,5451984908
2005-06-24,5315311569
2005-06-27,5264059067
2005-06-28,5360157509
2005-06-29,5375106155
2005-06-30,5324197986
2005-07-01,5366945461
2005-07-05,5437478794
2005-07-06,5435341420
2005-07-07,5384044451
2005-07-08,5458852531
2005-07-11,5540072734
2005-07-12,5574270713
2005-07-13,5610606067
2005-07-14,5713200007
2005-07-15,5685414148
2005-07-18,5612743441
2005-07-19,5627705057
2005-07-20,5849991926
2005-07-21,5894876774
2005-07-22,5914113138
2005-07-25,5897014148
2005-07-26,5869228290
2005-07-27,5886327279
2005-07-28,5901288896
2005-07-29,5884189906
2005-08-01,5854266673
2005-08-02,5745260613
2005-08-03,5760222229
2005-08-04,5728161623
2005-08-05,5743123239
2005-08-08,5800832330
2005-08-09,5817931320
2005-08-10,5845717178
2005-08-11,5856404047
2005-08-12,5892739401
2005-08-15,5869228290
2005-08-16,5749535360
2005-08-17,5781595966
2005-08-18,5832892936
2005-08-19,5785870714
2005-08-22,5888464653
2005-08-23,5762359603
2005-08-24,5790145461
2005-08-25,5873503037
2005-08-26,5764496976
2005-08-29,5858541421
2005-08-30,5858541421
2005-08-31,5931212128
2005-09-01,5897014148
2005-09-02,5873503037
2005-09-06,5875640411
2005-09-07,5860678795
2005-09-08,5753810108
2005-09-09,5764496976
2005-09-12,5847854552
2005-09-13,5841442431
2005-09-14,5877777785
2005-09-15,5884189906
2005-09-16,5897014148
2005-09-19,5815793946
2005-09-20,5766634350
2005-09-21,5770909098
2005-09-22,5785870714
2005-09-23,5802969704
2005-09-26,5854266673
2005-09-27,5931212128
2005-09-28,5956860613
2005-09-29,6046630310
2005-09-30,6060442371
2005-10-03,6113810127
2005-10-04,6054038240
2005-10-05,5923820916
2005-10-06,5819220114
2005-10-07,5921686205
2005-10-10,5938763887
2005-10-11,5985727512
2005-10-12,5960110990
2005-10-13,5842701926
2005-10-14,5870453160
2005-10-17,5887530841
2005-10-18,5800007722
2005-10-19,5887530841
2005-10-20,5896069682
2005-10-21,6056172950
2005-10-24,6154369621
2005-10-25,6233353900
2005-10-26,6419073691
2005-10-27,6290991077
2005-10-28,6367840645
2005-10-31,6474576157
2005-11-01,6886575234
2005-11-02,7063756184
2005-11-03,7185434667
2005-11-04,7127797491
2005-11-07,7255880105
2005-11-08,7315651992
2005-11-09,7418118084
2005-11-10,7450138737
2005-11-11,7364750328
2005-11-14,7358346197
2005-11-15,7247341264
2005-11-16,7336999094
2005-11-17,7522718885
2005-11-18,7561143670
2005-11-21,7597433744
2005-11-22,7740459330
2005-11-23,7663609761
2005-11-25,7665744471
2005-11-28,7625184977
2005-11-29,7648666789
2005-11-30,7578221352
2005-12-01,7616646136
2005-12-02,7612376715
2005-12-05,7531257726
2005-12-06,7601703164
2005-12-07,7569682511
2005-12-08,7435195765
2005-12-09,7422387504
2005-12-12,7347672646
2005-12-13,7234533003
2005-12-14,7294304890
2005-12-15,7336999094
2005-12-16,7249475975
2005-12-19,7196108219
2005-12-20,7161952855
2005-12-21,7371154458
2005-12-22,7490698232
2005-12-23,7418118084
2005-12-27,7272957787
2005-12-28,7251610685
2005-12-29,7347672646
2005-12-30,7206781770
2006-01-03,7196605958
2006-01-04,7271303825
2006-01-05,7262766926
2006-01-06,7220082430
2006-01-09,7343867467
2006-01-10,7269169600
2006-01-11,7215813981
2006-01-12,7066418246
2006-01-13,7136847664
2006-01-17,7083492044
2006-01-18,7209411306
2006-01-19,7307585646
2006-01-20,7179532159
2006-01-23,7104834292
2006-01-24,7346001692
2006-01-25,7252095802
2006-01-26,7512471225
2006-01-27,7612779790
2006-01-30,7704551455
2006-01-31,7847544516
2006-02-01,7783517772
2006-02-02,7817665369
2006-02-03,7794188896
2006-02-06,7871020988
2006-02-07,7875289438
2006-02-08,7935047732
2006-02-09,8031087847
2006-02-10,8084443466
2006-02-13,8078040792
2006-02-14,8195423155
2006-02-15,8165544008
2006-02-16,8097248815
2006-02-17,8116456838
2006-02-21,8101517264
2006-02-22,8304268618
2006-02-23,8246644549
2006-02-24,8321342417
2006-02-27,8359758463
2006-02-28,8302134394
2006-03-01,8447261679
2006-03-02,8447261679
2006-03-03,8453664353
2006-03-06,8376832261
2006-03-07,8306402843
2006-03-08,8255181449
2006-03-09,8432322105
2006-03-10,8607328537
2006-03-13,8701234428
2006-03-14,8880509309
2006-03-15,8901851557
2006-03-16,8871972410
2006-03-17,8842093263
2006-03-20,8859167061
2006-03-21,8852764387
2006-03-22,8871972410
2006-03-23,8758858497
2006-03-24,8865569736
2006-03-27,8846361713
2006-03-28,8995757447
2006-03-29,9286012017
2006-03-30,9168629654
2006-03-31,9232937064
2006-04-03,9294917428
2006-04-04,9378270332
2006-04-05,9559936918
2006-04-06,9718093710
2006-04-07,9698858425
2006-04-10,9673211377
2006-04-11,9686034901
2006-04-12,9735191742
2006-04-13,9844191693
2006-04-17,9574897696
2006-04-18,9709544694
2006-04-19,9666799615
2006-04-20,9694583917
2006-04-21,9624054536
2006-04-24,9681760393
2006-04-25,9668936869
2006-04-26,9553525156
2006-04-27,9228662556
2006-04-28,9149584159
2006-05-01,9164544937
2006-05-02,9352623285
2006-05-03,9378270332
2006-05-04,11092348000
2006-05-05,11387289045
2006-05-08,11528347806
2006-05-09,11534759568
2006-05-10,11472779203
2006-05-11,11451406664
2006-05-12,11008995096
2006-05-15,11030367635
2006-05-16,11062426445
2006-05-17,10859387319
2006-05-18,10803818717
2006-05-19,10376367927
2006-05-22,10528112957
2006-05-23,10258818960
2006-05-24,10393465958
2006-05-25,10416975752
2006-05-26,10538799227
2006-05-30,10374230673
2006-05-31,10519563941
2006-06-01,11041053905
2006-06-02,11008995096
2006-06-05,10660622702
2006-06-06,10572995290
2006-06-07,10523838449
2006-06-08,10107073929
2006-06-09,10267367975
2006-06-12,9944642629
2006-06-13,9852740709
2006-06-14,10089975897
2006-06-15,10523838449
2006-06-16,10615740369
2006-06-19,10596505084
2006-06-20,10729014829
2006-06-21,11194936190
2006-06-22,10961975509
2006-06-23,11092348000
2006-06-26,10968387271
2006-06-27,11004720588
2006-06-28,11049602921
2006-06-29,11970759373
2006-06-30,11959517326
2006-07-03,12444218350
2006-07-05,11472681056
2006-07-06,11637095060
2006-07-07,11647771294
2006-07-10,11570902409
2006-07-11,11609336851
2006-07-12,11686205736
2006-07-13,11167340764
2006-07-14,10815025042
2006-07-17,10832107016
2006-07-18,10904705407
2006-07-19,11246344895
2006-07-20,10319647784
2006-07-21,9672668004
2006-07-24,10319647784
2006-07-25,9903274658
2006-07-26,9747401642
2006-07-27,9380139192
2006-07-28,9837082007
2006-07-31,9708967199
2006-08-01,8660561020
2006-08-02,8652020033
2006-08-03,9044905444
2006-08-04,8818569284
2006-08-07,8707536450
2006-08-08,8423548626
2006-08-09,8116073086
2006-08-10,8449171587
2006-08-11,8348814988
2006-08-14,8461983068
2006-08-15,8658425774
2006-08-16,9002200508
2006-08-17,9081204640
2006-08-18,9117503836
2006-08-21,8889032428
2006-08-22,8684048735
2006-08-23,8587962629
2006-08-24,8453442081
2006-08-25,8276216596
2006-08-28,8585827382
2006-08-29,8421413379
2006-08-30,8425683872
2006-08-31,8500417510
2006-09-01,8722483178
2006-09-05,8737429905
2006-09-06,8519634732
2006-09-07,8500417510
2006-09-08,8382978936
2006-09-11,8698995463
2006-09-12,9215725188
2006-09-13,9576581898
2006-09-14,9380139192
2006-09-15,9465549064
2006-09-18,9392950673
2006-09-19,9521065481
2006-09-20,9627827821
2006-09-21,9371598205
2006-09-22,9217860435
2006-09-25,9358786724
2006-09-26,9448467090
2006-09-27,9717508186
2006-09-28,9713237693
2006-09-29,9518930234
2006-10-02,9403941516
2006-10-03,9391152838
2006-10-04,9919751545
2006-10-05,9932540224
2006-10-06,9663977977
2006-10-09,9757761619
2006-10-10,9834493689
2006-10-11,9657583638
2006-10-12,9921882992
2006-10-13,10005009401
2006-10-16,10316200576
2006-10-17,10013535187
2006-10-18,9919751545
2006-10-19,10254388630
2006-10-20,10156342096
2006-10-23,10098793043
2006-10-24,10277834540
2006-10-25,10354566611
2006-10-26,10230942720
2006-10-27,10022060972
2006-10-30,10371618182
2006-10-31,10105187382
2006-11-01,9936803116
2006-11-02,9915488652
2006-11-03,9823836457
2006-11-06,10096661596
2006-11-07,9936803116
2006-11-08,9625611942
2006-11-09,9572325782
2006-11-10,9943197456
2006-11-13,10015666633
2006-11-14,9958117580
2006-11-15,9943197456
2006-11-16,10162736435
2006-11-17,9943197456
2006-11-20,9964511920
2006-11-21,10064689900
2006-11-22,10007140848
2006-11-24,9981563491
2006-11-27,9864333939
2006-11-28,9730052816
2006-11-29,9834493689
2006-11-30,9638400620
2006-12-01,9593640246
2006-12-04,9653320745
2006-12-05,9629874835
2006-12-06,9476410694
2006-12-07,9399678624
2006-12-08,9310157875
2006-12-11,9175876752
2006-12-12,9060778646
2006-12-13,9058647200
2006-12-14,9333603785
2006-12-15,9235557251
2006-12-18,8996835254
2006-12-19,8862554131
2006-12-20,8726141561
2006-12-21,8572677420
2006-12-22,8617437795
2006-12-26,8615306348
2006-12-27,8787953507
2006-12-28,8728273008
2006-12-29,8632357920
2007-01-03,8919165355
2007-01-04,9008805208
2007-01-05,8917031073
2007-01-08,9034416594
2007-01-09,8829525502
2007-01-10,8870076864
2007-01-11,9111250754
2007-01-12,9378036030
2007-01-16,9617075638
2007-01-17,9593598533
2007-01-18,9348156079
2007-01-19,9431393085
2007-01-22,9256381944
2007-01-23,9230770558
2007-01-24,9384438877
2007-01-25,8976790975
2007-01-26,8820988373
2007-01-29,8846599760
2007-01-30,8731348521
2007-01-31,9111250754
2007-02-01,9386573159
2007-02-02,9390841724
2007-02-05,9198756325
2007-02-06,9190219196
2007-02-07,9420721674
2007-02-08,9696044080
2007-02-09,9484750141
2007-02-12,9320410411
2007-02-13,9301201871
2007-02-14,9412184546
2007-02-15,9557315736
2007-02-16,9625612767
2007-02-20,9819832448
2007-02-21,9853980963
2007-02-22,9922277994
2007-02-23,10033260669
2007-02-26,9798489626
2007-02-27,9668298411
2007-02-28,9572255711
2007-03-01,9732326877
2007-03-02,9621344202
2007-03-05,9482615859
2007-03-06,9499690116
2007-03-07,9469810165
2007-03-08,9529570067
2007-03-09,9553047171
2007-03-12,9486884423
2007-03-13,9164607809
2007-03-14,9115519318
2007-03-15,9017342337
2007-03-16,8966119564
2007-03-19,9030148030
2007-03-20,9021610901
2007-03-21,9153936398
2007-03-22,9145399269
2007-03-23,9220099147
2007-03-26,9066430828
2007-03-27,8972522410
2007-03-28,8771899883
2007-03-29,8820988373
2007-03-30,8818854091
2007-04-02,8783837934
2007-04-03,8939511683
2007-04-04,8986427059
2007-04-05,9048270055
2007-04-09,9050402572
2007-04-10,9026944884
2007-04-11,8756115212
2007-04-12,8877668687
2007-04-13,8871271136
2007-04-16,8898993858
2007-04-17,8903258892
2007-04-18,8943776717
2007-04-19,8807295623
2007-04-20,8849945965
2007-04-23,8805163105
2007-04-24,8822223242
2007-04-25,9235931560
2007-04-26,9107980534
2007-04-27,9116510602
2007-04-30,8913921478
2007-05-01,8988559576
2007-05-02,9148498359
2007-05-03,9624049672
2007-05-04,9792518523
2007-05-07,9698687770
2007-05-08,9737073078
2007-05-09,9649639877
2007-05-10,9389472791
2007-05-11,9487568577
2007-05-14,9400135376
2007-05-15,9323364761
2007-05-16,9575001779
2007-05-17,9455580821
2007-05-18,9447050753
2007-05-21,9479038509
2007-05-22,9372412654
2007-05-23,9312702175
2007-05-24,9144233324
2007-05-25,9131438222
2007-05-29,9212473872
2007-05-30,9193281218
2007-05-31,9310569658
2007-06-01,9521688851
2007-06-04,9464110889
2007-06-05,9287111970
2007-06-06,9139968290
2007-06-07,9012017264
2007-06-08,9082390328
2007-06-11,9044005021
2007-06-12,8928849097
2007-06-13,8973631956
2007-06-14,9086655363
2007-06-15,9020547333
2007-06-18,8875536170
2007-06-19,8907523926
2007-06-20,8779572900
2007-06-21,8871271136
2007-06-22,8841415896
2007-06-25,8982162025
2007-06-26,8965101888
2007-06-27,9005619713
2007-06-28,9003487196
2007-06-29,8807295623
2007-07-02,8930097000
2007-07-03,8998412349
2007-07-05,8880995344
2007-07-06,8915153018
2007-07-09,9293022291
2007-07-10,9382686186
2007-07-11,9589767087
2007-07-12,9685835547
2007-07-13,9758420605
2007-07-16,9798982843
2007-07-17,9935613541
2007-07-18,9935613541
2007-07-19,10012468308
2007-07-20,9909995285
2007-07-23,10053030546
2007-07-24,9852354209
2007-07-25,9754150895
2007-07-26,9544935140
2007-07-27,9566283686
2007-07-30,9623924762
2007-07-31,9538530576
2007-08-01,9662352145
2007-08-02,9820331390
2007-08-03,9574823105
2007-08-06,10031682000
2007-08-07,10601688191
2007-08-08,11246414296
2007-08-09,11178098947
2007-08-10,10200335517
2007-08-13,10191796099
2007-08-14,9924939267
2007-08-15,9673026419
2007-08-16,9429652989
2007-08-17,9638868744
2007-08-20,9784038860
2007-08-21,9451001535
2007-08-22,9664487000
2007-08-23,9636733890
2007-08-24,9773364587
2007-08-27,9641003599
2007-08-28,9233246361
2007-08-29,9504372901
2007-08-30,9352798221
2007-08-31,9429652989
2007-09-04,9532126012
2007-09-05,9316505692
2007-09-06,9196953832
2007-09-07,9060323134
2007-09-10,9156391593
2007-09-11,9263134326
2007-09-12,9045379152
2007-09-13,9196953832
2007-09-14,9325045111
2007-09-17,9137177902
2007-09-18,9512912320
2007-09-19,9685835547
2007-09-20,9463810663
2007-09-21,9564148832
2007-09-24,9645273308
2007-09-25,9794713134
2007-09-26,9888646738
2007-09-27,10044491128
2007-09-28,10097862494
2007-10-01,10268952585
2007-10-02,10335011421
2007-10-03,10230595842
2007-10-04,10224203051
2007-10-05,10665305600
2007-10-08,10635472578
2007-10-09,11051003965
2007-10-10,10859220248
2007-10-11,10558759091
2007-10-12,10695138623
2007-10-15,10533187929
2007-10-16,10407463047
2007-10-17,10464998163
2007-10-18,10607770485
2007-10-19,10111263751
2007-10-22,10418117698
2007-10-23,10413855838
2007-10-24,10352058863
2007-10-25,10373368164
2007-10-26,10430903280
2007-10-29,10484176534
2007-10-30,10482045604
2007-10-31,10793161412
2007-11-01,10420248629
2007-11-02,10791030482
2007-11-05,10639734438
2007-11-06,11366381633
2007-11-07,9985538870
2007-11-08,10121918402
2007-11-09,9665899341
2007-11-12,9642459109
2007-11-13,9934396545
2007-11-14,9659506551
2007-11-15,9608364226
2007-11-16,9476246554
2007-11-19,9361176324
2007-11-20,9286593768
2007-11-21,9267415396
2007-11-23,9299379349
2007-11-26,9103333771
2007-11-27,9314295860
2007-11-28,9604102366
2007-11-29,9508210507
2007-11-30,9998324451
2007-12-03,9795886083
2007-12-04,9847028407
2007-12-05,10113394681
2007-12-06,10179453517
2007-12-07,10309440259
2007-12-10,10290261887
2007-12-11,9887516081
2007-12-12,10072907008
2007-12-13,10004717242
2007-12-14,9770314921
2007-12-17,9587054924
2007-12-18,9544436321
2007-12-19,9546567251
2007-12-20,9742612828
2007-12-21,9870468640
2007-12-24,9925872825
2007-12-26,9904563523
2007-12-27,9629673528
2007-12-28,9753267479
2007-12-31,9519620481
2008-01-02,9266076426
2008-01-03,9280990782
2008-01-04,8780294539
2008-01-07,8831429474
2008-01-08,8629020355
2008-01-09,8629020355
2008-01-10,8656718445
2008-01-11,8643934711
2008-01-14,9006140504
2008-01-15,8846343831
2008-01-16,9044491705
2008-01-17,8865519431
2008-01-18,9270337670
2008-01-22,9099887886
2008-01-23,10062929170
2008-01-24,9451440567
2008-01-25,9532404214
2008-01-28,9698592755
2008-01-29,9751858312
2008-01-30,9860520050
2008-01-31,10075712903
2008-02-01,10007532990
2008-02-04,9796601381
2008-02-05,9560102304
2008-02-06,9477008034
2008-02-07,9802993248
2008-02-08,9289513271
2008-02-11,9545187948
2008-02-12,8724898359
2008-02-13,8718506492
2008-02-14,8562971063
2008-02-15,8812253874
2008-02-19,8624759110
2008-02-20,8865519431
2008-02-21,8643934711
2008-02-22,8699330891
2008-02-25,8784555784
2008-02-26,8842082586
2008-02-27,8886825655
2008-02-28,8643934711
2008-02-29,8377606922
2008-03-03,8684416535
2008-03-04,8741943337
2008-03-05,8914523745
2008-03-06,8571493553
2008-03-07,8471354304
2008-03-10,8153891580
2008-03-11,8739812715
2008-03-12,8735551471
2008-03-13,8748335204
2008-03-14,8458570570
2008-03-17,8366953811
2008-03-18,8903870633
2008-03-19,8752596449
2008-03-20,9406697498
2008-03-24,9677286532
2008-03-25,9788078892
2008-03-26,9447179322
2008-03-27,9568624794
2008-03-28,9374738164
2008-03-31,9635774846
2008-04-01,10143369891
2008-04-02,10079387322
2008-04-03,10087918331
2008-04-04,10203086955
2008-04-07,9989811726
2008-04-08,10030334019
2008-04-09,9701890167
2008-04-10,9840519066
2008-04-11,9669898882
2008-04-14,9631509341
2008-04-15,9791465763
2008-04-16,10156166404
2008-04-17,9927961909
2008-04-18,10375839890
2008-04-21,9983413469
2008-04-22,9870377598
2008-04-23,9883174111
2008-04-24,10000475487
2008-04-25,9959953194
2008-04-28,10085785579
2008-04-29,10098582093
2008-04-30,9936492919
2008-05-01,10322521083
2008-05-02,10439822459
2008-05-05,10275600533
2008-05-06,10446220716
2008-05-07,10011139249
2008-05-08,10090051083
2008-05-09,10009006496
2008-05-12,10228679982
2008-05-13,10107113102
2008-05-14,10160431909
2008-05-15,10222281725
2008-05-16,10064458056
2008-05-19,10047396038
2008-05-20,9962085946
2008-05-21,9718952185
2008-05-22,9742412460
2008-05-23,9441694387
2008-05-27,9701890167
2008-05-28,9770138240
2008-05-29,10036732276
2008-05-30,10040997781
2008-06-02,9872510350
2008-06-03,9878908607
2008-06-04,10066590808
2008-06-05,10247874753
2008-06-06,9721084937
2008-06-09,9878908607
2008-06-10,9863979341
2008-06-11,9381977323
2008-06-12,9356384296
2008-06-13,9422499617
2008-06-16,9407570351
2008-06-17,9292401727
2008-06-18,9062064480
2008-06-19,9420366864
2008-06-20,9149507324
2008-06-23,9179365856
2008-06-24,9211357140
2008-06-25,9360649800
2008-06-26,9032205948
2008-06-27,9138843562
2008-06-30,9148158453
2008-07-01,9043911996
2008-07-02,8690750530
2008-07-03,8894988486
2008-07-07,8922645709
2008-07-08,9397073462
2008-07-09,9177943154
2008-07-10,9180070633
2008-07-11,8818399252
2008-07-14,8824781689
2008-07-15,8573739201
2008-07-16,9052421911
2008-07-17,9265169782
2008-07-18,9405583376
2008-07-21,8963067805
2008-07-22,8573739201
2008-07-23,8237597565
2008-07-24,7756787376
2008-07-25,7901455928
2008-07-28,7446175485
2008-07-29,7548294463
2008-07-30,7516382282
2008-07-31,7554676899
2008-08-01,7182368124
2008-08-04,7446175485
2008-08-05,7767424770
2008-08-06,7388733559
2008-08-07,7392988517
2008-08-08,7605736388
2008-08-11,7480215144
2008-08-12,7444048006
2008-08-13,7512127325
2008-08-14,7773807206
2008-08-15,7812101823
2008-08-18,7684453100
2008-08-19,7541912026
2008-08-20,7509999846
2008-08-21,7501489931
2008-08-22,7707855366
2008-08-25,7471705229
2008-08-26,7471705229
2008-08-27,7633393611
2008-08-28,7878053663
2008-08-29,7678070664
2008-09-02,7688708057
2008-09-03,7588716558
2008-09-04,7320654241
2008-09-05,7263212315
2008-09-08,7329164155
2008-09-09,7161093337
2008-09-10,7395115995
2008-09-11,7601481430
2008-09-12,7533402112
2008-09-15,7733385110
2008-09-16,7882308620
2008-09-17,7605736388
2008-09-18,8220577735
2008-09-19,8169518246
2008-09-22,7724875196
2008-09-23,7580206643
2008-09-24,7582334122
2008-09-25,7671688228
2008-09-26,7695090494
2008-09-29,7414263304
2008-09-30,7384042696
2008-10-01,7587506559
2008-10-02,7153026435
2008-10-03,6994070292
2008-10-06,6623172625
2008-10-07,6180214839
2008-10-08,6108154721
2008-10-09,5680032843
2008-10-10,5904690858
2008-10-13,6614694964
2008-10-14,6402753440
2008-10-15,6112393552
2008-10-16,6502365956
2008-10-17,6339170982
2008-10-20,6746098708
2008-10-21,6587142565
2008-10-22,6358245720
2008-10-23,6451499990
2008-10-24,5974631561
2008-10-27,5819914249
2008-10-28,6419708761
2008-10-29,6445141744
2008-10-30,6714307480
2008-10-31,6919890758
2008-11-03,6782128768
2008-11-04,8000792531
2008-11-05,7354370882
2008-11-06,7066130410
2008-11-07,7085205147
2008-11-10,7142429358
2008-11-11,7055533333
2008-11-12,6724904556
2008-11-13,7040697427
2008-11-14,6502365956
2008-11-17,6396395194
2008-11-18,6320096245
2008-11-19,5957676239
2008-11-20,5629166877
2008-11-21,6173856594
2008-11-24,6572306659
2008-11-25,6847830640
2008-11-26,7182698248
2008-11-28,7085205147
2008-12-01,6462097066
2008-12-02,6695232743
2008-12-03,6943204326
2008-12-04,6816039411
2008-12-05,7000428537
2008-12-08,7369206789
2008-12-09,7172101172
2008-12-10,7337415560
2008-12-11,6945323741
2008-12-12,6741859878
2008-12-15,6542634845
2008-12-16,6991950876
2008-12-17,7032219766
2008-12-18,6716426895
2008-12-19,6792725844
2008-12-22,6680396836
2008-12-23,6576545489
2008-12-24,6733382217
2008-12-26,6816039411
2008-12-29,6652844438
2008-12-30,6813919996
2008-12-31,7056583768
2009-01-02,7302620352
2009-01-05,7099003868
2009-01-06,7247474221
2009-01-07,6942049495
2009-01-08,6903871405
2009-01-09,6685407886
2009-01-12,6583599644
2009-01-13,6464823361
2009-01-14,6133946575
2009-01-15,6210302757
2009-01-16,6195455721
2009-01-20,5834884865
2009-01-21,6206060747
2009-01-22,6015170293
2009-01-23,6030017328
2009-01-26,6100010495
2009-01-27,6159398636
2009-01-28,6369378135
2009-01-29,6148793610
2009-01-30,5898515016
2009-02-02,5822158834
2009-02-03,6097889490
2009-02-04,6159398636
2009-02-05,6197576726
2009-02-06,6479670397
2009-02-09,6456339341
2009-02-10,6850846279
2009-02-11,6791458138
2009-02-12,6736312007
2009-02-13,6659955825
2009-02-17,6428766276
2009-02-18,6379983160
2009-02-19,6303626978
2009-02-20,6233633812
2009-02-23,6013049288
2009-02-24,6246359842
2009-02-25,6021533308
2009-02-26,5847610895
2009-02-27,5843368885
2009-03-02,5306754610
2009-03-03,5357658731
2009-03-04,5607937325
2009-03-05,5230398428
2009-03-06,5217672398
2009-03-09,5094654106
2009-03-10,5336448680
2009-03-11,5245245463
2009-03-12,5450982952
2009-03-13,5671567476
2009-03-16,5800948784
2009-03-17,6087284464
2009-03-18,6148793610
2009-03-19,6051227379
2009-03-20,5786101749
2009-03-23,6223028787
2009-03-24,5968508182
2009-03-25,5894273006
2009-03-26,6373620145
2009-03-27,6091526474
2009-03-30,5892152001
2009-03-31,6000780848
2009-04-01,5909570676
2009-04-02,6486528043
2009-04-03,6503497378
2009-04-06,6556526547
2009-04-07,6255320863
2009-04-08,6365621536
2009-04-09,6762279726
