,ADBE
2013-11-25,28438722850
2013-11-26,28313882100
2013-11-27,28418748330
2013-11-29,28216707440
2013-12-02,28206768480
2013-12-03,28027867200
2013-12-04,27853935400
2013-12-05,27352017920
2013-12-06,27630308800
2013-12-09,27550797120
2013-12-10,27491163360
2013-12-11,27153238720
2013-12-12,26830222520
2013-12-13,30259163720
2013-12-16,29071458000
2013-12-17,28658991160
2013-12-18,29339809920
2013-12-19,28887587240
2013-12-20,29449138480
2013-12-23,29553497560
2013-12-24,29583314440
2013-12-26,29608161840
2013-12-27,29573375480
2013-12-30,29593253400
2013-12-31,29756749292
2014-01-02,29464046920
2014-01-03,29399443680
2014-01-06,28882617760
2014-01-07,29305023560
2014-01-08,29270237200
2014-01-09,29364657320
2014-01-10,29583314440
2014-01-13,29121152800
2014-01-14,30000750760
2014-01-15,30651752640
2014-01-16,30626905240
2014-01-17,30497698760
2014-01-21,30239285800
2014-01-22,30696477960
2014-01-23,30254194240
2014-01-24,29364657320
2014-01-27,29001885280
2014-01-28,29374596280
2014-01-29,29051580080
2014-01-30,29513741720
2014-01-31,29414352120
2014-02-03,28867709320
2014-02-04,29677734560
2014-02-05,30313828000
2014-02-06,30482790320
2014-02-07,31248090240
2014-02-10,31695343440
2014-02-11,31789763560
2014-02-12,32371192720
2014-02-13,33315393920
2014-02-14,33961426320
2014-02-18,34120449680
2014-02-19,33787494519
2014-02-20,34030999040
2014-02-21,33901792560
2014-02-24,34172629220
2014-02-25,33797433480
2014-02-26,33703013359
2014-02-27,34746604160
2014-02-28,34173004529
2014-03-03,33789597660
2014-03-04,34158066599
2014-03-05,34307445900
2014-03-06,34317404520
2014-03-07,34118232119
2014-03-10,33879225240
2014-03-11,33595404570
2014-03-12,33889183860
2014-03-13,33401211480
2014-03-14,33455983890
2014-03-17,33943956270
2014-03-18,34118232119
2014-03-19,33675073529
2014-03-20,34103294189
2014-03-21,33431087340
2014-03-24,32485018439
2014-03-25,32768839110
2014-03-26,31817790900
2014-03-27,32131487430
2014-03-28,32305763279
2014-03-31,32733983939
2014-04-01,32828590830
2014-04-02,32604521880
2014-04-03,31095790950
2014-04-04,30533128920
2014-04-07,30109887570
2014-04-08,30782094420
2014-04-09,31598701260
2014-04-10,30617777190
2014-04-11,30124825500
2014-04-14,30567984090
2014-04-15,30924004755
2014-04-16,31389570240
2014-04-17,31887501240
2014-04-21,32016963300
2014-04-22,32106590880
2014-04-23,32061777090
2014-04-24,31479197820
2014-04-25,30677528910
2014-04-28,30075032400
2014-04-29,30328977210
2014-04-30,30717363390
2014-05-01,31165501290
2014-05-02,30652632360
2014-05-05,30592880640
2014-05-06,29597018640
2014-05-07,29193694530
2014-05-08,29417763480
2014-05-09,29671708290
2014-05-12,30224411700
2014-05-13,30279184110
2014-05-14,30314039280
2014-05-15,29975446200
2014-05-16,30692466840
2014-05-19,30971308200
2014-05-20,30727322010
2014-05-21,31105749570
2014-05-22,31444342650
2014-05-23,32016963300
2014-05-27,32489997750
2014-05-28,32285846040
2014-05-29,32589583950
2014-05-30,32171124720
2014-06-02,32220971520
2014-06-03,31946814120
2014-06-04,31986691560
2014-06-05,32634699960
2014-06-06,33352493880
2014-06-09,33362463240
2014-06-10,33377417279
2014-06-11,33626651279
2014-06-12,33178030080
2014-06-13,33307631759
2014-06-16,33706406160
2014-06-17,33666528720
2014-06-18,36428041440
2014-06-19,36363240600
2014-06-20,36193761480
2014-06-23,36333332520
2014-06-24,36079113840
2014-06-25,36109021920
2014-06-26,36313393800
2014-06-27,35889696000
2014-06-30,36069144480
2014-07-01,36393148680
2014-07-02,36268531680
2014-07-03,36672290760
2014-07-07,36228654240
2014-07-08,35461013520
2014-07-09,35675354760
2014-07-10,35740155600
2014-07-11,36019297680
2014-07-14,36328347840
2014-07-15,36034251720
2014-07-16,36079113840
2014-07-17,35585630520
2014-07-18,36163853400
2014-07-21,35869757280
2014-07-22,36019297680
2014-07-23,35909634720
2014-07-24,36285978060
2014-07-25,36198746160
2014-07-28,36238623600
2014-07-29,36024282360
2014-07-30,35834864520
2014-07-31,34518859153
2014-08-01,34364383920
2014-08-04,34279644359
2014-08-05,34379337960
2014-08-06,34010471640
2014-08-07,33811084440
2014-08-08,34090226520
2014-08-11,34379337960
2014-08-12,34287121380
2014-08-13,34788081720
2014-08-14,34917683400
2014-08-15,34927652760
2014-08-18,35421136080
2014-08-19,35914619400
2014-08-20,35401197360
2014-08-21,35755109640
2014-08-22,35909634720
2014-08-25,35799971760
2014-08-26,35655416040
2014-08-27,35665385400
2014-08-28,35575661160
2014-08-29,35815115600
2014-09-02,35914740400
2014-09-03,36079121320
2014-09-04,36091574420
2014-09-05,36427808120
2014-09-08,36557320360
2014-09-09,36074140080
2014-09-10,36029308920
2014-09-11,36074140080
2014-09-12,35356841520
2014-09-15,35003173480
2014-09-16,35232310520
2014-09-17,33523745200
2014-09-18,33827600840
2014-09-19,33344420560
2014-09-22,33473932800
2014-09-23,33767825960
2014-09-24,34385499720
2014-09-25,33727976039
2014-09-26,34049266020
2014-09-29,34480143280
2014-09-30,34465199560
2014-10-01,33643294960
2014-10-02,33404195440
2014-10-03,34071681600
2014-10-06,33708051080
2014-10-07,32856259039
2014-10-08,33867450759
2014-10-09,32706821840
2014-10-10,31526267960
2014-10-13,30724288320
2014-10-14,30325789120
2014-10-15,30978331560
2014-10-16,31312074640
2014-10-17,32138960479
2014-10-20,32218660320
2014-10-21,33087886700
2014-10-22,32397984960
2014-10-23,32836334080
2014-10-24,33379289240
2014-10-27,33389251720
2014-10-28,34056737880
2014-10-29,33837563320
2014-10-30,34156362679
2014-10-31,34928454880
2014-11-03,34823848840
2014-11-04,35401672680
2014-11-05,35551109880
2014-11-06,35914740400
2014-11-07,35665678400
2014-11-10,35715490800
2014-11-11,35715490800
2014-11-12,35571034840
2014-11-13,35725453280
2014-11-14,35576016080
2014-11-17,34853736280
2014-11-18,35282122920
2014-11-19,35277141680
2014-11-20,35087854560
2014-11-21,35526203680
2014-11-24,35478881900
2014-11-25,35864928000
2014-11-26,36353089520
2014-11-28,36748194720
2014-12-01,36783107500
2014-12-02,36643456380
2014-12-03,36498817720
2014-12-04,36424004620
2014-12-05,36109789600
2014-12-08,35935225700
2014-12-09,35693330010
2014-12-10,34837966900
2014-12-11,34783103960
2014-12-12,37915279080
2014-12-15,36428992160
2014-12-16,36069889280
2014-12-17,36905302230
2014-12-18,37351687060
2014-12-19,37132235300
2014-12-22,37157173000
2014-12-23,37097322520
2014-12-24,37276873960
2014-12-26,37241961180
2014-12-29,36972634020
2014-12-30,36451436090
2014-12-31,36259415800
2015-01-02,36079864360
2015-01-05,35900312920
2015-01-06,35177119620
2015-01-07,35466396940
2015-01-08,36366647910
2015-01-09,35830487360
2015-01-12,35471384480
2015-01-13,35207044860
2015-01-14,34907792460
2015-01-15,35057418660
2015-01-16,35775624420
2015-01-20,35655923460
2015-01-21,35680861160
2015-01-22,36648443920
2015-01-23,36937721240
2015-01-26,36279365960
2015-01-27,35640960840
2015-01-28,35037468500
2015-01-29,35730736560
2015-01-30,34977618020
2015-02-02,35466396940
2015-02-03,35870387680
2015-02-04,36049939120
2015-02-05,36458917400
2015-02-06,36179615160
2015-02-09,36074876820
2015-02-10,36289341040
2015-02-11,36414029540
2015-02-12,37202060860
2015-02-13,38159668540
2015-02-17,38468896020
2015-02-18,38768148420
2015-02-19,38768148420
2015-02-20,39177126700
2015-02-23,38952687400
2015-02-24,38743210720
2015-02-25,38937724780
2015-02-26,39381615840
2015-02-27,39493839000
2015-03-02,39838349100
2015-03-03,39438917100
2015-03-04,38759882700
2015-03-05,39254179800
2015-03-06,38719939500
2015-03-09,38909669700
2015-03-10,37948536450
2015-03-11,37951032900
2015-03-12,38645046000
2015-03-13,38754889800
2015-03-16,39109385700
2015-03-17,39773441400
2015-03-18,38390408100
2015-03-19,38515230600
2015-03-20,38625074400
2015-03-23,38120791500
2015-03-24,37671430500
2015-03-25,36513077700
2015-03-26,36433191300
2015-03-27,36602949900
2015-03-30,36747744000
2015-03-31,36917502600
2015-04-01,37481700300
2015-04-02,37786267200
2015-04-06,38060876700
2015-04-07,37771288500
2015-04-08,37666437600
2015-04-09,38110805700
2015-04-10,38210663700
2015-04-13,37956025800
2015-04-14,37921075500
2015-04-15,37961018700
2015-04-16,37521643500
2015-04-17,36523063500
2015-04-20,36907516800
2015-04-21,37257019800
2015-04-22,37696395000
2015-04-23,38205670800
2015-04-24,38215656600
2015-04-27,38220649500
2015-04-28,37956025800
2015-04-29,38270578500
2015-04-30,37975997400
2015-05-01,38160734700
2015-05-04,37871146500
2015-05-05,37446750000
2015-05-06,37187119200
2015-05-07,37311941700
2015-05-08,38100819900
2015-05-11,38337982650
2015-05-12,38230635300
2015-05-13,38485273200
2015-05-14,39658604700
2015-05-15,39403966800
2015-05-18,39648618900
2015-05-19,39753469800
2015-05-20,39748476900
2015-05-21,40222802400
2015-05-22,39963171600
2015-05-26,39626150850
2015-05-27,40023086400
2015-05-28,39950689350
2015-05-29,39436646700
2015-06-01,39825578100
2015-06-02,39800646600
2015-06-03,39955221900
2015-06-04,39267112500
2015-06-05,39321961800
2015-06-08,38972920800
2015-06-09,38843277000
2015-06-10,39671002800
2015-06-11,39715879500
2015-06-12,39820591800
2015-06-15,39341907000
2015-06-16,39860482200
2015-06-17,38848263300
2015-06-18,39586235700
2015-06-19,39740811000
2015-06-22,41027276400
2015-06-23,41660536500
2015-06-24,41585742000
2015-06-25,41855002200
2015-06-26,41256646200
2015-06-29,40528646400
2015-06-30,40394016300
2015-07-01,40361605350
2015-07-02,40264372500
2015-07-06,40139715000
2015-07-07,40184591700
2015-07-08,39885413700
2015-07-09,40124756100
2015-07-10,40184591700
2015-07-13,40608427200
2015-07-14,40832810700
2015-07-15,40947495600
2015-07-16,41146947600
2015-07-17,40937523000
2015-07-20,40932536700
2015-07-21,40483769700
2015-07-22,40254399900
2015-07-23,40209523200
2015-07-24,40379057400
2015-07-27,39855495900
2015-07-28,40184591700
2015-07-29,40015057500
2015-07-30,40533632700
2015-07-31,40882673700
2015-08-03,40588482000
2015-08-04,40917577800
2015-08-05,41575769400
2015-08-06,40982399700
2015-08-07,41231714700
2015-08-10,41695440600
2015-08-11,41835057000
2015-08-12,41795166600
2015-08-13,42039495300
2015-08-14,42942015600
2015-08-17,43266125100
2015-08-18,43106563500
2015-08-19,42622892400
2015-08-20,41231714700
2015-08-21,39326948100
2015-08-24,37033250100
2015-08-25,37182839100
2015-08-26,38559057900
2015-08-27,39346893300
2015-08-28,39571689600
2015-08-31,39158030880
2015-09-01,37872200160
2015-09-02,38500164000
2015-09-03,39033434880
2015-09-04,38320745760
2015-09-08,39761075520
2015-09-09,39133111680
2015-09-10,39222820800
2015-09-11,39467028960
2015-09-14,39103208640
2015-09-15,39636479520
2015-09-16,40134863520
2015-09-17,40025219040
2015-09-18,40493700000
2015-09-21,41525354880
2015-09-22,42193189440
2015-09-23,42611832000
2015-09-24,41819401440
2015-09-25,41430661920
2015-09-28,40129879680
2015-09-29,39785994720
2015-09-30,40977132480
2015-10-01,41739660000
2015-10-02,41859272160
2015-10-05,42781282560
2015-10-06,42437397600
2015-10-07,40194669600
2015-10-08,40997067840
2015-10-09,41774546880
2015-10-12,41824385280
2015-10-13,41689821600
2015-10-14,41764579200
2015-10-15,43244779680
2015-10-16,44191709280
2015-10-19,44057145600
2015-10-20,43279666560
2015-10-21,42925813920
2015-10-22,44087048640
2015-10-23,43788018240
2015-10-26,44276434560
2015-10-27,43882711200
2015-10-28,44106984000
2015-10-29,43917598080
2015-10-30,44186725440
2015-11-02,44809705440
2015-11-03,45033978240
2015-11-04,45357927840
2015-11-05,45128671200
2015-11-06,45198444960
2015-11-09,44754883200
2015-11-10,44994107520
2015-11-11,45457604640
2015-11-12,45273202560
2015-11-13,44366143680
2015-11-16,44737439760
2015-11-17,44999091360
2015-11-18,45487507680
2015-11-19,45731715840
2015-11-20,45756635040
2015-11-23,45831392640
2015-11-24,45851328000
2015-11-25,45736699680
2015-11-27,46004351250
2015-11-30,45649972500
2015-12-01,46194018750
2015-12-02,45929482500
2015-12-03,44876328750
2015-12-04,46208992500
2015-12-07,44721600000
2015-12-08,45779745000
2015-12-09,44701635000
2015-12-10,44402160000
2015-12-11,45630007500
2015-12-14,46548397500
2015-12-15,46927732500
2015-12-16,47696385000
2015-12-17,47017575000
2015-12-18,45575103750
2015-12-21,45729832500
2015-12-22,46827907500
2015-12-23,47267137500
2015-12-24,47067487500
2015-12-28,47017575000
2015-12-29,47581586250
2015-12-30,47556630000
2015-12-31,46887802500
2016-01-04,45904526250
2016-01-05,46089202500
2016-01-06,45430357500
2016-01-07,44477028750
2016-01-08,43848131250
2016-01-11,44611792500
2016-01-12,44831407500
2016-01-13,44072737500
2016-01-14,44821425000
2016-01-15,44506976250
2016-01-19,44511967500
2016-01-20,43893052500
2016-01-21,43923000000
2016-01-22,44736573750
2016-01-25,43309076250
2016-01-26,43368971250
2016-01-27,42350756250
2016-01-28,42186045000
2016-01-29,44487011250
2016-02-01,44726591250
2016-02-02,43898043750
2016-02-03,43918008750
2016-02-04,43104435000
2016-02-05,39530700000
2016-02-08,37404427500
2016-02-09,36860381250
2016-02-10,37698911250
2016-02-11,37404427500
2016-02-12,38267913750
2016-02-16,39370980000
2016-02-17,40853381250
2016-02-18,40194536250
2016-02-19,40364238750
2016-02-22,41826675000
2016-02-23,41462313750
2016-02-24,41637007500
2016-02-25,43264155000
2016-02-26,43224225000
2016-02-29,42500493750
2016-03-01,44107676250
2016-03-02,44117658750
2016-03-03,43528691250
2016-03-04,43087759320
2016-03-07,42552787140
2016-03-08,42172806900
2016-03-09,42632782980
2016-03-10,42422793900
2016-03-11,42997764000
2016-03-14,43502737740
2016-03-15,43412742420
2016-03-16,44082707580
2016-03-17,44977661040
2016-03-18,46707571080
2016-03-21,46247595000
2016-03-22,46277593440
2016-03-23,46077603840
2016-03-24,46257594480
2016-03-28,46197597600
2016-03-29,46607576280
2016-03-30,46887561720
2016-03-31,46897561200
2016-04-01,47577525840
2016-04-04,47247543000
2016-04-05,47082551580
2016-04-06,47697519600
2016-04-07,46887561720
2016-04-08,47032554180
2016-04-11,46472583300
2016-04-12,46707571080
2016-04-13,47262542220
2016-04-14,47217544560
2016-04-15,47577525840
2016-04-18,48272489700
2016-04-19,48257490480
2016-04-20,48162495420
2016-04-21,48182494380
2016-04-22,47392535460
2016-04-25,47897509200
2016-04-26,48072500100
2016-04-27,47817513360
2016-04-28,46817565360
2016-04-29,47107550280
2016-05-02,47447532600
2016-05-03,46827564840
2016-05-04,46467583560
2016-05-05,46747569000
2016-05-06,47147548200
2016-05-09,47302540140
2016-05-10,48257490480
2016-05-11,48047501400
2016-05-12,47977505040
2016-05-13,47982504780
2016-05-16,48612472020
2016-05-17,47962505820
2016-05-18,48347485800
2016-05-19,47937507120
2016-05-20,48437481120
2016-05-23,48307487880
2016-05-24,49812409620
2016-05-25,49802410140
2016-05-26,49682416380
2016-05-27,50067396360
2016-05-31,49732413780
2016-06-01,50017398960
2016-06-02,50082395580
2016-06-03,49210240800
2016-06-06,49419646080
2016-06-07,49120495680
2016-06-08,49200269120
2016-06-09,48896132880
2016-06-10,48407520560
2016-06-13,48342704640
2016-06-14,48352676320
2016-06-15,48372619680
2016-06-16,48457378960
2016-06-17,47654658720
2016-06-20,48856246160
2016-06-21,49718796480
2016-06-22,46871881840
2016-06-23,47968766640
2016-06-24,45969444800
2016-06-27,45296356400
2016-06-28,46099076640
2016-06-29,47061343760
2016-06-30,47759361360
2016-07-01,47525026880
2016-07-05,47230862320
2016-07-06,47455225120
2016-07-07,47435281760
2016-07-08,48257945360
2016-07-11,48432449760
2016-07-12,48631883360
2016-07-13,48532166560
2016-07-14,48711656800
2016-07-15,48776472720
2016-07-18,48756529360
2016-07-19,48756529360
2016-07-20,49060665600
2016-07-21,48033582560
2016-07-22,48891147040
2016-07-25,48522194880
2016-07-26,48816359440
2016-07-27,48826331120
2016-07-28,49080608960
2016-07-29,48791430240
2016-08-01,48721628480
2016-08-02,47888993200
2016-08-03,48198115280
2016-08-04,48407520560
2016-08-05,49379759360
2016-08-08,49105538160
2016-08-09,49295000080
2016-08-10,50167522080
2016-08-11,50691035280
2016-08-12,50376927360
2016-08-15,50322083120
2016-08-16,50157550400
2016-08-17,49708824800
2016-08-18,50192451280
2016-08-19,50017946880
2016-08-22,49978060160
2016-08-23,50426785760
2016-08-24,50426785760
2016-08-25,50701006960
2016-08-26,50885483040
2016-08-29,51005143200
2016-08-30,50855568000
2016-08-31,51010129040
2016-09-01,51304293600
2016-09-02,51333538370
2016-09-06,51298843500
2016-09-07,51051023000
2016-09-08,50495905080
2016-09-09,49256802580
2016-09-12,49722705120
2016-09-13,48954461570
2016-09-14,48964374390
2016-09-15,49375756420
2016-09-16,49033764130
2016-09-19,49405494880
2016-09-20,49871397420
2016-09-21,53420186980
2016-09-22,53489576720
2016-09-23,53266538270
2016-09-26,53162453660
2016-09-27,54371817700
2016-09-28,54267733090
2016-09-29,53430099800
2016-09-30,53796874140
2016-10-03,53752266450
2016-10-04,53722527990
2016-10-05,53925740800
2016-10-06,53806786960
2016-10-07,53846438240
2016-10-10,54143822840
2016-10-11,53216974170
2016-10-12,53554010050
2016-10-13,53534184410
2016-10-14,53449925440
2016-10-17,53276451090
2016-10-18,53737397220
2016-10-19,53722527990
2016-10-20,54039738230
2016-10-21,54039738230
2016-10-24,54921979210
2016-10-25,54039738230
2016-10-26,53514358770
2016-10-27,53068281870
2016-10-28,53330971600
2016-10-31,53286363910
2016-11-01,52969153670
2016-11-02,52483425490
2016-11-03,53117845970
2016-11-04,52637074200
2016-11-07,53856351060
2016-11-08,53722527990
2016-11-09,53459838260
2016-11-10,51586315280
2016-11-11,51388058880
2016-11-14,50763551220
2016-11-15,51378146060
2016-11-16,51586315280
2016-11-17,52443774210
2016-11-18,52052217820
2016-11-21,52364471650
2016-11-22,52146389610
2016-11-23,51650748610
2016-11-25,52052217820
2016-11-28,51794484500
2016-11-29,52017522950
2016-11-30,50956851210
2016-12-01,49321235910
2016-12-02,49327654760
2016-12-05,50425693400
2016-12-06,50227848600
2016-12-07,51123096320
2016-12-08,51192342000
2016-12-09,51592977720
2016-12-12,52013397920
2016-12-13,52503063800
2016-12-14,52334895720
2016-12-15,51983721200
2016-12-16,51217072600
2016-12-19,52077697480
2016-12-20,52315111240
2016-12-21,52186512120
2016-12-22,51795768640
2016-12-23,51944152240
2016-12-27,51924367760
2016-12-28,51325887240
2016-12-29,51281372160
2016-12-30,50920305400
2017-01-03,51182449760
2017-01-04,51508893680
2017-01-05,52384356920
2017-01-06,53566479600
2017-01-09,53700024840
2017-01-10,53546695120
2017-01-11,53907761880
2017-01-12,53709917080
2017-01-13,53680240360
2017-01-17,53418096000
2017-01-18,53808839480
2017-01-19,54303451480
2017-01-20,54758494520
2017-01-23,54887093640
2017-01-24,56247276640
2017-01-25,56509421000
2017-01-26,55831802560
2017-01-27,56380821880
2017-01-30,56296737840
2017-01-31,56079108560
2017-02-01,56069216320
2017-02-02,55970293920
2017-02-03,56964464040
2017-02-06,56613289520
2017-02-07,56860595520
2017-02-08,57439291560
2017-02-09,57592621280
2017-02-10,57795412200
2017-02-13,58191101800
2017-02-14,58156478960
2017-02-15,58725282760
2017-02-16,58824205160
2017-02-17,59190218040
2017-02-21,59170433560
2017-02-22,59091295640
2017-02-23,58774743960
2017-02-24,59012157720
2017-02-27,58750013360
2017-02-28,58532384080
2017-03-01,59526554200
2017-03-02,59303978800
2017-03-03,59344294840
2017-03-06,59398675650
2017-03-07,59314632580
2017-03-08,59126771600
2017-03-09,59280026610
2017-03-10,59863384390
2017-03-13,60214387800
2017-03-14,60036414240
2017-03-15,60367642810
2017-03-16,60486291850
2017-03-17,62790060710
2017-03-20,62444001010
2017-03-21,61830980970
2017-03-22,62394563910
2017-03-23,62720848770
2017-03-24,63131176700
2017-03-27,63403080750
2017-03-28,63620603990
2017-03-29,64060594180
2017-03-30,64075425310
2017-03-31,64332498230
2017-04-03,64065537890
2017-04-04,64288004839
2017-04-05,64213849189
2017-04-06,64342385650
2017-04-07,64376991620
2017-04-10,64347329360
2017-04-11,64243511449
2017-04-12,63961719980
2017-04-13,63798577550
2017-04-17,64263286290
2017-04-18,64174299510
2017-04-19,64376991620
2017-04-20,64970236819
2017-04-21,65019673920
2017-04-24,65696962189
2017-04-25,65993584790
2017-04-26,65647525089
2017-04-27,65939203980
2017-04-28,66117177540
2017-05-01,66794465810
2017-05-02,66740085000
2017-05-03,66665929350
2017-05-04,66547280310
2017-05-05,66660985640
2017-05-08,66799409520
2017-05-09,67036707600
2017-05-10,67308611650
2017-05-11,67377823589
2017-05-12,67649727640
2017-05-15,68025449600
2017-05-16,68238029130
2017-05-17,66408856430
2017-05-18,66512674339
2017-05-19,67447035530
2017-05-22,68648357060
2017-05-23,68974641920
2017-05-24,69765635520
2017-05-25,70620897350
2017-05-26,70146301190
2017-05-30,70403374110
2017-05-31,70131470060
2017-06-01,69894171980
2017-06-02,70796762480
2017-06-05,70851039340
2017-06-06,70574720780
2017-06-07,70865842120
2017-06-08,70377350380
2017-06-09,68117459300
2017-06-12,67722718500
2017-06-13,68630622340
2017-06-14,68216144500
2017-06-15,67855943520
2017-06-16,68013839840
2017-06-19,69252339100
2017-06-20,69528657660
2017-06-21,71171766240
2017-06-22,70900381940
2017-06-23,71749074660
2017-06-26,71527032960
2017-06-27,70332942040
2017-06-28,70959593060
2017-06-29,69691488240
2017-06-30,69790173440
2017-07-03,68295092660
2017-07-05,69676685460
2017-07-06,69449709500
2017-07-07,70175045720
2017-07-10,70727682840
2017-07-11,70525378180
2017-07-12,71995787660
2017-07-13,71571441300
2017-07-14,72119144160
2017-07-17,72237566400
2017-07-18,72972771140
2017-07-19,73480999920
2017-07-20,73984294440
2017-07-21,73777055520
2017-07-24,73781989780
2017-07-25,73130667460
2017-07-26,73905346280
2017-07-27,72138881200
2017-07-28,72400396980
2017-07-31,72281974740
2017-08-01,72711255360
2017-08-02,72597767380
2017-08-03,72923428540
2017-08-04,72883954460
2017-08-07,73244155440
2017-08-08,72933297060
2017-08-09,73199747100
2017-08-10,71507295920
2017-08-11,72272106220
2017-08-14,73599422160
2017-08-15,74191533360
2017-08-16,74902066800
2017-08-17,73140535980
2017-08-18,73012245220
2017-08-21,73648764760
2017-08-22,75124108500
2017-08-23,74556668600
2017-08-24,74413575060
2017-08-25,74729367700
2017-08-28,74897132540
2017-08-29,75069831640
2017-08-30,75824773420
2017-08-31,76559978160
2017-09-01,76306266480
2017-09-05,75922422240
2017-09-06,75666526080
2017-09-07,76508030760
2017-09-08,76444056720
2017-09-11,77196981960
2017-09-12,76921401480
2017-09-13,76886953920
2017-09-14,76252134600
2017-09-15,76025764920
2017-09-18,76655663160
2017-09-19,77064112800
2017-09-20,73796515680
2017-09-21,73471724400
2017-09-22,73078038000
2017-09-25,71144053560
2017-09-26,71552503200
2017-09-27,72059374440
2017-09-28,72256217640
2017-09-29,73412671440
2017-10-02,72802457520
2017-10-03,73127248800
2017-10-04,72807378600
2017-10-05,73939227000
2017-10-06,74367360960
2017-10-09,74554362000
2017-10-10,74874232200
2017-10-11,75612394200
2017-10-12,75592709880
2017-10-13,75750184440
2017-10-16,74042569680
2017-10-17,74003201040
2017-10-18,75292524000
2017-10-19,84509706840
2017-10-20,86433849120
2017-10-23,84721313280
2017-10-24,84435890640
2017-10-25,84558917640
2017-10-26,85503765000
2017-10-27,87265511640
2017-10-30,86625771240
2017-10-31,86197637280
2017-11-01,86734035000
2017-11-02,89042021520
2017-11-03,89711288400
2017-11-06,88973126400
2017-11-07,89012495040
2017-11-08,90577398480
2017-11-09,89524287360
2017-11-10,89425865760
2017-11-13,89489839800
2017-11-14,89229022560
2017-11-15,88618808640
2017-11-16,89711288400
2017-11-17,89681761920
2017-11-20,89730972720
2017-11-21,90621688200
2017-11-22,90006553200
2017-11-24,90774241680
2017-11-27,91039980000
2017-11-28,91236823200
2017-11-29,87029299800
2017-11-30,89302838760
2017-12-01,88334790720
2017-12-04,82882754840
2017-12-05,82439899940
2017-12-06,85382424720
2017-12-07,85918771210
2017-12-08,85407027770
2017-12-11,85771152910
2017-12-12,84900204940
2017-12-13,87011146630
2017-12-14,86110675000
2017-12-15,87345748110
2017-12-18,86966861140
2017-12-19,86095913170
2017-12-20,85741629250
2017-12-21,85894168160
2017-12-22,86110675000
2017-12-26,85835120840
2017-12-27,86287816960
2017-12-28,86381308550
2017-12-29,86228769640
2018-01-02,87439239700
2018-01-03,89082723440
2018-01-04,90155416420
2018-01-05,91198585740
2018-01-08,91050967440
2018-01-09,91867788700
2018-01-10,92069533710
2018-01-11,92960164120
2018-01-12,95976498050
2018-01-16,94702060060
2018-01-17,96685065890
2018-01-18,96542368200
2018-01-19,96311099530
2018-01-22,97349348240
2018-01-23,98456485490
2018-01-24,97319824580
2018-01-25,97186968110
2018-01-26,99051879300
2018-01-29,97541252030
2018-01-30,96886810900
2018-01-31,98294105360
2018-02-01,98107122180
2018-02-02,96266814040
2018-02-05,93624446470
2018-02-06,95691102670
2018-02-07,94643012740
2018-02-08,91110014760
2018-02-09,92502547390
2018-02-12,94549521150
2018-02-13,95203962280
2018-02-14,96999984930
2018-02-15,99873621170
2018-02-16,99179815160
2018-02-20,99878541780
2018-02-21,99440607490
2018-02-22,99696479210
2018-02-23,103204874140
2018-02-26,104390741150
2018-02-27,102752178020
2018-02-28,102904716930
2018-03-01,101379327830
2018-03-02,103198638060
2018-03-05,103872560240
2018-03-06,104290687140
2018-03-07,106676470040
2018-03-08,106450189600
2018-03-09,108767104540
2018-03-12,108683479160
2018-03-13,108103020640
2018-03-14,107453694160
2018-03-15,107665217180
2018-03-16,110951202700
2018-03-19,109293452520
2018-03-20,113017241500
2018-03-21,111590690900
2018-03-22,108476875280
2018-03-23,105771348280
2018-03-26,112604033740
2018-03-27,105171213200
2018-03-28,104551401560
2018-03-29,106292777120
2018-04-02,104423503920
2018-04-03,106218990020
2018-04-04,110705245700
2018-04-05,109962455560
2018-04-06,107537319540
2018-04-09,107812791380
2018-04-10,110449450420
2018-04-11,110006727820
2018-04-12,111644801440
2018-04-13,110218250840
2018-04-16,111428359280
2018-04-17,113710840240
2018-04-18,113681325400
2018-04-19,111969464680
2018-04-20,110798709360
2018-04-23,110828224200
2018-04-24,107183141460
2018-04-25,106902750480
2018-04-26,109160635740
2018-04-27,109155716600
2018-04-30,109008142400
2018-05-01,110228089120
2018-05-02,108762185400
2018-05-03,111197159700
2018-05-04,112407268140
2018-05-07,113627214860
2018-05-08,115383347840
2018-05-09,117931462360
2018-05-10,118625061100
2018-05-11,118984158320
2018-05-14,117257540180
2018-05-15,116386852400
2018-05-16,116775464460
2018-05-17,116509830900
2018-05-18,117119804260
2018-05-21,117124723400
2018-05-22,117464144060
2018-05-23,119982743740
2018-05-24,120592717100
2018-05-25,119810573840
2018-05-29,119136651660
2018-05-30,121699523600
2018-05-31,122624321920
2018-06-01,123148182750
2018-06-04,124142933500
2018-06-05,123829317500
2018-06-06,124441848750
2018-06-07,121286087750
2018-06-08,123099180250
2018-06-11,122996275000
2018-06-12,123775414750
2018-06-13,125510103250
2018-06-14,126475452500
2018-06-15,123398095500
2018-06-18,125294492250
2018-06-19,123358893500
2018-06-20,123113881000
2018-06-21,121932920750
2018-06-22,119384790750
2018-06-25,117449192000
2018-06-26,118708556250
2018-06-27,116469142000
2018-06-28,117512895250
2018-06-29,119472995250
2018-07-02,119203481500
2018-07-03,118590950250
2018-07-05,119654304500
2018-07-06,121619304750
2018-07-09,122393544250
2018-07-10,121834915750
2018-07-11,121585003000
2018-07-12,124892671750
2018-07-13,126715564749
