,SBUX
2004-08-24,18128245040
2004-08-25,18271112120
2004-08-26,17096427240
2004-08-27,16890063680
2004-08-30,16969434280
2004-08-31,17159923720
2004-09-01,17159923720
2004-09-02,17620273200
2004-09-03,17604399080
2004-09-07,17620273200
2004-09-08,17588524960
2004-09-09,17715517920
2004-09-10,17810762640
2004-09-13,17874259120
2004-09-14,18239363880
2004-09-15,18033000320
2004-09-16,18112370920
2004-09-17,18271112120
2004-09-20,18096496800
2004-09-21,18144119160
2004-09-22,17763140280
2004-09-23,17731392040
2004-09-24,17874259120
2004-09-27,17620273200
2004-09-28,17699643800
2004-09-29,18064748560
2004-09-30,18048874440
2004-10-01,18747335720
2004-10-04,37681250880
2004-10-05,38001669680
2004-10-06,38450256000
2004-10-07,37713292760
2004-10-08,37969627800
2004-10-11,38290046600
2004-10-12,38482297880
2004-10-13,38161879080
2004-10-14,38290046600
2004-10-15,39635805560
2004-10-18,40308685040
2004-10-19,40308685040
2004-10-20,40276643160
2004-10-21,40661145720
2004-10-22,40180517520
2004-10-25,39796014960
2004-10-26,40468894440
2004-10-27,41494234600
2004-10-28,42327323480
2004-10-29,42359365360
2004-11-01,42711826040
2004-11-02,42455491000
2004-11-03,42839993560
2004-11-04,43769208080
2004-11-05,43673082440
2004-11-08,43576956800
2004-11-09,43929417480
2004-11-10,44281878160
2004-11-11,44410045680
2004-11-12,44313920040
2004-11-15,44185752520
2004-11-16,43769208080
2004-11-17,44538213200
2004-11-18,44698422600
2004-11-19,44217794400
2004-11-22,45243134560
2004-11-23,45179050800
2004-11-24,45467427720
2004-11-26,45339260200
2004-11-29,45179050800
2004-11-30,45082925160
2004-12-01,46108265320
2004-12-02,46973396080
2004-12-03,46941354200
2004-12-06,47069521720
2004-12-07,45883972160
2004-12-08,46620935400
2004-12-09,46973396080
2004-12-10,46524809760
2004-12-13,47005437960
2004-12-14,47037479840
2004-12-15,47005437960
2004-12-16,46492767880
2004-12-17,46620935400
2004-12-20,47069521720
2004-12-21,47229731120
2004-12-22,48992034520
2004-12-23,48575490080
2004-12-27,49184285800
2004-12-28,50530044760
2004-12-29,51170882360
2004-12-30,50177584080
2004-12-31,49953290920
2005-01-03,49045794160
2005-01-04,49013717120
2005-01-05,49398641600
2005-01-06,47923097760
2005-01-07,47858943680
2005-01-10,46383399840
2005-01-11,46030552400
2005-01-12,45741859040
2005-01-13,44394623360
2005-01-14,45068241200
2005-01-18,46479630960
2005-01-19,46319245760
2005-01-20,45389011600
2005-01-21,44651239680
2005-01-24,43239849920
2005-01-25,43304004000
2005-01-26,44394623360
2005-01-27,42534155040
2005-01-28,43079464720
2005-01-31,43304004000
2005-02-01,43592697360
2005-02-02,43304004000
2005-02-03,39743452560
2005-02-04,40641609680
2005-02-07,40898226000
2005-02-08,41347304560
2005-02-09,40545378560
2005-02-10,40256685200
2005-02-11,40256685200
2005-02-14,39967991840
2005-02-15,40513301520
2005-02-16,40417070400
2005-02-17,39935914800
2005-02-18,40032145920
2005-02-22,39807606640
2005-02-23,40032145920
2005-02-24,41026534160
2005-02-25,41026534160
2005-02-28,41539766800
2005-03-01,42181307600
2005-03-02,42341692800
2005-03-03,42983233600
2005-03-04,43656851440
2005-03-07,44234238160
2005-03-08,43753082560
2005-03-09,43753082560
2005-03-10,43560620320
2005-03-11,42919079520
2005-03-14,43079464720
2005-03-15,42790771360
2005-03-16,41764306080
2005-03-17,41828460160
2005-03-18,42117153520
2005-03-21,41828460160
2005-03-22,41443535680
2005-03-23,41251073440
2005-03-24,41571843840
2005-03-28,41860537200
2005-03-29,42149230560
2005-03-30,42341692800
2005-03-31,41443535680
2005-04-01,41122765280
2005-04-04,40278684800
2005-04-05,40560792320
2005-04-06,40842899840
2005-04-07,39589088640
2005-04-08,38115860480
2005-04-11,37238192640
2005-04-12,37582990720
2005-04-13,36924739840
2005-04-14,36736668160
2005-04-15,37112811520
2005-04-18,36830704000
2005-04-19,36235143680
2005-04-20,35796309760
2005-04-21,36360524800
2005-04-22,35702273920
2005-04-25,37175502080
2005-04-26,36517251200
2005-04-27,36360524800
2005-04-28,38053169920
2005-04-29,38805456640
2005-05-02,39024873600
2005-05-03,39181600000
2005-05-04,39651779200
2005-05-05,40936935680
2005-05-06,41093662080
2005-05-09,40936935680
2005-05-10,40686173440
2005-05-11,41501150720
2005-05-12,41657877120
2005-05-13,42316128000
2005-05-16,42159401600
2005-05-17,42347473280
2005-05-18,43131105280
2005-05-19,43162450560
2005-05-20,43099760000
2005-05-23,43037069440
2005-05-24,42943033600
2005-05-25,43099760000
2005-05-26,43256486400
2005-05-27,43601284480
2005-05-31,42943033600
2005-06-01,43068414720
2005-06-02,44071463680
2005-06-03,43475903360
2005-06-06,43726665600
2005-06-07,43507248640
2005-06-08,43193795840
2005-06-09,43350522240
2005-06-10,42911688320
2005-06-13,43350522240
2005-06-14,43287831680
2005-06-15,43350522240
2005-06-16,43099760000
2005-06-17,42754961920
2005-06-20,42660926080
2005-06-21,42222092160
2005-06-22,42284782720
2005-06-23,41689222400
2005-06-24,41093662080
2005-06-27,40717518720
2005-06-28,41595186560
2005-06-29,40874245120
2005-06-30,40498101760
2005-07-01,39996577280
2005-07-05,19988800000
2005-07-06,19450640000
2005-07-07,19296880000
2005-07-08,19911920000
2005-07-11,20004176000
2005-07-12,19973424000
2005-07-13,19881168000
2005-07-14,20173312000
2005-07-15,20265568000
2005-07-18,20127184000
2005-07-19,19835040000
2005-07-20,20004176000
2005-07-21,19850416000
2005-07-22,19727408000
2005-07-25,19389136000
2005-07-26,19373760000
2005-07-27,19358384000
2005-07-28,20250192000
2005-07-29,20204064000
2005-08-01,20065680000
2005-08-02,20034928000
2005-08-03,19958048000
2005-08-04,19604400000
2005-08-05,19435264000
2005-08-08,19604400000
2005-08-09,19896544000
2005-08-10,19742784000
2005-08-11,20142560000
2005-08-12,20004176000
2005-08-15,20081056000
2005-08-16,19635152000
2005-08-17,19727408000
2005-08-18,19665904000
2005-08-19,19650528000
2005-08-22,19466016000
2005-08-23,19312256000
2005-08-24,19004736000
2005-08-25,19004736000
2005-08-26,19004736000
2005-08-29,18912480000
2005-08-30,18666464000
2005-08-31,18850976000
2005-09-01,18712592000
2005-09-02,18574208000
2005-09-06,18666464000
2005-09-07,18558832000
2005-09-08,18528080000
2005-09-09,18604960000
2005-09-12,18635712000
2005-09-13,18435824000
2005-09-14,18128304000
2005-09-15,18174432000
2005-09-16,18066800000
2005-09-19,17882288000
2005-09-20,17743904000
2005-09-21,17943792000
2005-09-22,18574208000
2005-09-23,18666464000
2005-09-26,18697216000
2005-09-27,18666464000
2005-09-28,18451200000
2005-09-29,18881728000
2005-09-30,19266128000
2005-10-03,19328929200
2005-10-04,19390290880
2005-10-05,19098822900
2005-10-06,19819822640
2005-10-07,19574375920
2005-10-10,19681758860
2005-10-11,19620397180
2005-10-12,19451652560
2005-10-13,20295375660
2005-10-14,20280035240
2005-10-17,20356737340
2005-10-18,20172652300
2005-10-19,21001034980
2005-10-20,20786269100
2005-10-21,21093077500
2005-10-24,21399885900
2005-10-25,21399885900
2005-10-26,21231141280
2005-10-27,20617524480
2005-10-28,21338524220
2005-10-31,21691353880
2005-11-01,21599311360
2005-11-02,22120885640
2005-11-03,22581098240
2005-11-04,23286757560
2005-11-07,23332778820
2005-11-08,22627119500
2005-11-09,22627119500
2005-11-10,22995289580
2005-11-11,23133353360
2005-11-14,23256076720
2005-11-15,23225395880
2005-11-16,23332778820
2005-11-17,23946395620
2005-11-18,23762310580
2005-11-21,24467969900
2005-11-22,24207182760
2005-11-23,24360586960
2005-11-25,24314565700
2005-11-28,23885033940
2005-11-29,23654927640
2005-11-30,23363459660
2005-12-01,23885033940
2005-12-02,24498650740
2005-12-05,24513991160
2005-12-06,24391267800
2005-12-07,24038438140
2005-12-08,23670268060
2005-12-09,23869693520
2005-12-12,23700948900
2005-12-13,24161161500
2005-12-14,24283884860
2005-12-15,24253204020
2005-12-16,23931055200
2005-12-19,23516863860
2005-12-20,23133353360
2005-12-21,23424821340
2005-12-22,23608906380
2005-12-23,23440161760
2005-12-27,23440161760
2005-12-28,23440161760
2005-12-29,23409480920
2005-12-30,23025970420
2006-01-03,23698701600
2006-01-04,24312657600
2006-01-05,24266610900
2006-01-06,24266610900
2006-01-09,24021028500
2006-01-10,23806143900
2006-01-11,23882888400
2006-01-12,23760097200
2006-01-13,24021028500
2006-01-17,23898237300
2006-01-18,23898237300
2006-01-19,24067075200
2006-01-20,23268932400
2006-01-23,23207536800
2006-01-24,23575910400
2006-01-25,23299630200
2006-01-26,24174517500
2006-01-27,24527542200
2006-01-30,24466146600
2006-01-31,24328006500
2006-02-01,24067075200
2006-02-02,26400108000
2006-02-03,26001036600
2006-02-06,26476852500
2006-02-07,26338712400
2006-02-08,26645690400
2006-02-09,26998715100
2006-02-10,27244297500
2006-02-13,26538248100
2006-02-14,26599643699
2006-02-15,26998715100
2006-02-16,27505228800
2006-02-17,27167553000
2006-02-21,27060110700
2006-02-22,27643368900
2006-02-23,27750811199
2006-02-24,27566624400
2006-02-27,28165231500
2006-02-28,27873602400
2006-03-01,27842904600
2006-03-02,27213599700
2006-03-03,27305693100
2006-03-06,27551275500
2006-03-07,27274995300
2006-03-08,27121506300
2006-03-09,26799179400
2006-03-10,27167553000
2006-03-13,26875923900
2006-03-14,27827555700
2006-03-15,28011742500
2006-03-16,27766160100
2006-03-17,28103835899
2006-03-20,28318720500
2006-03-21,27842904600
2006-03-22,28057789200
2006-03-23,27735462300
2006-03-24,28103835899
2006-03-27,28088487000
2006-03-28,28088487000
2006-03-29,28794536400
2006-03-30,28794536400
2006-03-31,28886629800
2006-04-03,29253350000
2006-04-04,29515090500
2006-04-05,28868437500
2006-04-06,28837644500
2006-04-07,29145574500
2006-04-10,29237953499
2006-04-11,28930023500
2006-04-12,29253350000
2006-04-13,29484297499
2006-04-17,29145574500
2006-04-18,29699848500
2006-04-19,29930796000
2006-04-20,29915399500
2006-04-21,29792227500
2006-04-24,29730641499
2006-04-25,29376521999
2006-04-26,28914627000
2006-04-27,28452732000
2006-04-28,28699076000
2006-05-01,28683679500
2006-05-02,29114781500
2006-05-03,28745265500
2006-05-04,29869209999
2006-05-05,30515863000
2006-05-08,30223329500
2006-05-09,29607469500
2006-05-10,29407315000
2006-05-11,28129405500
2006-05-12,27451959499
2006-05-15,27944647499
2006-05-16,28529714500
2006-05-17,28021630000
2006-05-18,27698303499
2006-05-19,27975440500
2006-05-22,27883061500
2006-05-23,27405770000
2006-05-24,27113236500
2006-05-25,27282598000
2006-05-26,27282598000
2006-05-30,26897685500
2006-05-31,27451959499
2006-06-01,27883061500
2006-06-02,27713700000
2006-06-05,27236408500
2006-06-06,27159426000
2006-06-07,27498149000
2006-06-08,27898458000
2006-06-09,27636717500
2006-06-12,27267201500
2006-06-13,27067046999
2006-06-14,27605924500
2006-06-15,28329559999
2006-06-16,28190991499
2006-06-19,27682907000
2006-06-20,27590528000
2006-06-21,28037026500
2006-06-22,27790682500
2006-06-23,28098612500
2006-06-26,28098612500
2006-06-27,27513545500
2006-06-28,27498149000
2006-06-29,29237953499
2006-06-30,29068592000
2006-07-03,28900218640
2006-07-05,28550557920
2006-07-06,28793800160
2006-07-07,27395157280
2006-07-10,27091104480
2006-07-11,27349549359
2006-07-12,26178946080
2006-07-13,25859690640
2006-07-14,25586043119
2006-07-17,26026919680
2006-07-18,25388408800
2006-07-19,25722866880
2006-07-20,25388408800
2006-07-21,25692461599
2006-07-24,26391783040
2006-07-25,26908672800
2006-07-26,25859690640
2006-07-27,25525232560
2006-07-28,25859690640
2006-07-31,26011717040
2006-08-01,25053950720
2006-08-02,25312395599
2006-08-03,23290444480
2006-08-04,23275241840
2006-08-07,23412065600
2006-08-08,23062404880
2006-08-09,22469501920
2006-08-10,22773554720
2006-08-11,22727946800
2006-08-14,22773554720
2006-08-15,22955986400
2006-08-16,23290444480
2006-08-17,23792131600
2006-08-18,23655307840
2006-08-21,23320849760
2006-08-22,22940783760
2006-08-23,22575920400
2006-08-24,22530312480
2006-08-25,22773554720
2006-08-28,23168823360
2006-08-29,23077607520
2006-08-30,23366457680
2006-08-31,23579294640
2006-09-01,24141792320
2006-09-05,24324224000
2006-09-06,23944158000
2006-09-07,23655307840
2006-09-08,23716118400
2006-09-11,23959360640
2006-09-12,24658682080
2006-09-13,25114761280
2006-09-14,25099558640
2006-09-15,25722866880
2006-09-18,25570840480
2006-09-19,25601245760
2006-09-20,26361377760
2006-09-21,25844488000
2006-09-22,25844488000
2006-09-25,26194148720
2006-09-26,26057324960
2006-09-27,26209351359
2006-09-28,26011717040
2006-09-29,25874893280
2006-10-02,25487321999
2006-10-03,25775400000
2006-10-04,27261276000
2006-10-05,29323308000
2006-10-06,29111040000
2006-10-09,29111040000
2006-10-10,28838124000
2006-10-11,28368102000
2006-10-12,28777476000
2006-10-13,28762314000
2006-10-16,29111040000
2006-10-17,28701666000
2006-10-18,28656179999
2006-10-19,28641018000
2006-10-20,28383264000
2006-10-23,29035229999
2006-10-24,28974582000
2006-10-25,29156526000
2006-10-26,29459766000
2006-10-27,28822962000
2006-10-30,28913934000
2006-10-31,28625856000
2006-11-01,28504560000
2006-11-02,28292292000
2006-11-03,27655487999
2006-11-06,28413587999
2006-11-07,28110348000
2006-11-08,28307454000
2006-11-09,27989052000
2006-11-10,28656179999
2006-11-13,29141364000
2006-11-14,29171687999
2006-11-15,29550737999
2006-11-16,29899464000
2006-11-17,28368102000
2006-11-20,27867756000
2006-11-21,27731298000
2006-11-22,27579678000
2006-11-24,27534192000
2006-11-27,27155142000
2006-11-28,26776092000
2006-11-29,27064170000
2006-11-30,26760929999
2006-12-01,26685120000
2006-12-04,27109656000
2006-12-05,27928404000
2006-12-06,27943566000
2006-12-07,27655487999
2006-12-08,27610002000
2006-12-11,27776784000
2006-12-12,27519029999
2006-12-13,27352248000
2006-12-14,27746460000
2006-12-15,27610002000
2006-12-18,27503868000
2006-12-19,27685812000
2006-12-20,27610002000
2006-12-21,27594840000
2006-12-22,27170304000
2006-12-26,27049008000
2006-12-27,27139979999
2006-12-28,27079332000
2006-12-29,26851902000
2007-01-03,26533044220
2007-01-04,26563144099
2007-01-05,26442744580
2007-01-08,26337395000
2007-01-09,26232045420
2007-01-10,26156795720
2007-01-11,26954442540
2007-01-12,27014642300
2007-01-16,27255441340
2007-01-17,27315641099
2007-01-18,26924342660
2007-01-19,26743743380
2007-01-22,26563144099
2007-01-23,26307295120
2007-01-24,26186895599
2007-01-25,25569848059
2007-01-26,25494598360
2007-01-29,26006296320
2007-01-30,26006296320
2007-01-31,26292245180
2007-02-01,25885896800
2007-02-02,25795597160
2007-02-05,25599947940
2007-02-06,25329049019
2007-02-07,25329049019
2007-02-08,25148449740
2007-02-09,24802301120
2007-02-12,24576552019
2007-02-13,24576552019
2007-02-14,25088249980
2007-02-15,24997950340
2007-02-16,24832401000
2007-02-20,24696951540
2007-02-21,24380902800
2007-02-22,24832401000
2007-02-23,24651801720
2007-02-26,24079904000
2007-02-27,23146807720
2007-02-28,23252157300
2007-03-01,22875908800
2007-03-02,22484610360
2007-03-05,22138461740
2007-03-06,22574910000
2007-03-07,22936108560
2007-03-08,23101657900
2007-03-09,22815709040
2007-03-12,22635109760
2007-03-13,22093311920
2007-03-14,22063212040
2007-03-15,22273911200
2007-03-16,23011358260
2007-03-19,23357506880
2007-03-20,23613355860
2007-03-21,24290603160
2007-03-22,23809005080
2007-03-23,23643455740
2007-03-26,24049804120
2007-03-27,23869204840
2007-03-28,23538106160
2007-03-29,23583255980
2007-03-30,23598305920
2007-04-02,23272225980
2007-04-03,23450899500
2007-04-04,23331783820
2007-04-05,23376452200
2007-04-09,23182889220
2007-04-10,23197778680
2007-04-11,22885100020
2007-04-12,22840431640
2007-04-13,22899989480
2007-04-16,23123331380
2007-04-17,23108441920
2007-04-18,23063773540
2007-04-19,22914878940
2007-04-20,23570015180
2007-04-23,23510457340
2007-04-24,23331783820
2007-04-25,23704020320
2007-04-26,23689130860
2007-04-27,23450899500
2007-04-30,23093552460
2007-05-01,23093552460
2007-05-02,23272225980
2007-05-03,23540236260
2007-05-04,22855321100
2007-05-07,22602200280
2007-05-08,22468195140
2007-05-09,22363968920
2007-05-10,21991732420
2007-05-11,22051290260
2007-05-14,21515269700
2007-05-15,21143033200
2007-05-16,20994138600
2007-05-17,21202591040
2007-05-18,21559938080
2007-05-21,21798169440
2007-05-22,21604606460
2007-05-23,21515269700
2007-05-24,21083475360
2007-05-25,21306817260
2007-05-29,21277038340
2007-05-30,21366375100
2007-05-31,21455711860
2007-06-01,21693943220
2007-06-04,21470601320
2007-06-05,21291927800
2007-06-06,20964359680
2007-06-07,20428339120
2007-06-08,20607012640
2007-06-11,20502786420
2007-06-12,20651681020
2007-06-13,20681459940
2007-06-14,20562344260
2007-06-15,20681459940
2007-06-18,20592123180
2007-06-19,20547454800
2007-06-20,20339002360
2007-06-21,19549860980
2007-06-22,19013840420
2007-06-25,19103177180
2007-06-26,19192513940
2007-06-27,19460524220
2007-06-28,19698755580
2007-06-29,19534971520
2007-07-02,19391715080
2007-07-03,19614950480
2007-07-05,19600068120
2007-07-06,19763774080
2007-07-09,19600068120
2007-07-10,19436362160
2007-07-11,19347068000
2007-07-12,19317303280
2007-07-13,19406597440
2007-07-16,19406597440
2007-07-17,19257773840
2007-07-18,19719127000
2007-07-19,20626950960
2007-07-20,20612068600
2007-07-23,20969245240
2007-07-24,21058539400
2007-07-25,20805539280
2007-07-26,20418597920
2007-07-27,20046538920
2007-07-30,20076303640
2007-07-31,19853068240
2007-08-01,20240009600
2007-08-02,20031656560
2007-08-03,19585185760
2007-08-06,20016774200
2007-08-07,20180480160
2007-08-08,20626950960
2007-08-09,20879951080
2007-08-10,20865068720
2007-08-13,20701362760
2007-08-14,20210244880
2007-08-15,19778656440
2007-08-16,19808421160
2007-08-17,19867950600
2007-08-20,20031656560
2007-08-21,20359068480
2007-08-22,20493009720
2007-08-23,20478127360
2007-08-24,20537656800
2007-08-27,20373950840
2007-08-28,20001891840
2007-08-29,20448362640
2007-08-30,20359068480
2007-08-31,20507892080
2007-09-04,20626950960
2007-09-05,20418597920
2007-09-06,20522774440
2007-09-07,20210244880
2007-09-10,20120950720
2007-09-11,20344186120
2007-09-12,20344186120
2007-09-13,20448362640
2007-09-14,20567421520
2007-09-17,20314421400
2007-09-18,20716245120
2007-09-19,20671598040
2007-09-20,20463245000
2007-09-21,20448362640
2007-09-24,20210244880
2007-09-25,20165597800
2007-09-26,20612068600
2007-09-27,20076303640
2007-09-28,19495891600
2007-10-01,19255712000
2007-10-02,19460560000
2007-10-03,19416664000
2007-10-04,19402032000
2007-10-05,19636144000
2007-10-08,19504456000
2007-10-09,19592248000
2007-10-10,19431296000
2007-10-11,19255712000
2007-10-12,19270344000
2007-10-15,19109392000
2007-10-16,19080128000
2007-10-17,19314240000
2007-10-18,19504456000
2007-10-19,19094760000
2007-10-22,19167920000
2007-10-23,19124024000
2007-10-24,19080128000
2007-10-25,19153288000
2007-10-26,19153288000
2007-10-29,19197184000
2007-10-30,19138656000
2007-10-31,19519088000
2007-11-01,18904544000
2007-11-02,18685064000
2007-11-05,18260736000
2007-11-06,18260736000
2007-11-07,17646192000
2007-11-08,17119439999
2007-11-09,16519527999
2007-11-12,16929224000
2007-11-13,17558400000
2007-11-14,17748616000
2007-11-15,17631560000
2007-11-16,16958488000
2007-11-19,16739008000
2007-11-20,16899960000
2007-11-21,16695112000
2007-11-23,16885327999
2007-11-26,16226888000
2007-11-27,16548792000
2007-11-28,16797536000
2007-11-29,16856064000
2007-11-30,17119439999
2007-12-03,16695112000
2007-12-04,16343944000
2007-12-05,16578056000
2007-12-06,16724376000
2007-12-07,16548792000
2007-12-10,16636583999
2007-12-11,16022039999
2007-12-12,16007408000
2007-12-13,15729400000
2007-12-14,15553816000
2007-12-17,14734424000
2007-12-18,15070960000
2007-12-19,14661264000
2007-12-20,15027064000
2007-12-21,15407496000
2007-12-24,15524552000
2007-12-26,15231912000
2007-12-27,14968536000
2007-12-28,14734424000
2007-12-31,14923776000
2008-01-02,14063910000
2008-01-03,13626690000
2008-01-04,13204044000
2008-01-07,13393506000
2008-01-08,14471982000
2008-01-09,14180502000
2008-01-10,14792610000
2008-01-11,14428260000
2008-01-14,14253372000
2008-01-15,13728708000
2008-01-16,14063910000
2008-01-17,13889022000
2008-01-18,13597542000
2008-01-22,13612116000
2008-01-23,14559426000
2008-01-24,14909202000
2008-01-25,14326242000
2008-01-28,14326242000
2008-01-29,14559426000
2008-01-30,14005614000
2008-01-31,13787004000
2008-02-01,14005614000
2008-02-04,13991040000
2008-02-05,13495524000
2008-02-06,13218618000
2008-02-07,13510098000
2008-02-08,13306062000
2008-02-11,13495524000
2008-02-12,13641264000
2008-02-13,13743282000
2008-02-14,13247766000
2008-02-15,13335210000
2008-02-19,13189470000
2008-02-20,13306062000
2008-02-21,12985434000
2008-02-22,13306062000
2008-02-25,13480950000
2008-02-26,13889022000
2008-02-27,13874448000
2008-02-28,13539245999
2008-02-29,13102026000
2008-03-03,13014582000
2008-03-04,13043729999
2008-03-05,13218618000
2008-03-06,12825120000
2008-03-07,12460770000
2008-03-10,12242160000
2008-03-11,12927137999
2008-03-12,12839694000
2008-03-13,12854268000
2008-03-14,12679379999
2008-03-17,12577362000
2008-03-18,13291487999
2008-03-19,12752250000
2008-03-20,12781398000
2008-03-24,13043729999
2008-03-25,13102026000
2008-03-26,12868842000
2008-03-27,12839694000
2008-03-28,12431622000
2008-03-31,12804750000
2008-04-01,13536450000
2008-04-02,13609620000
2008-04-03,13419378000
2008-04-04,13536450000
2008-04-07,13390110000
2008-04-08,13155966000
2008-04-09,12790116000
2008-04-10,12848652000
2008-04-11,12629142000
2008-04-14,12424266000
2008-04-15,12673044000
2008-04-16,12936456000
2008-04-17,12921822000
2008-04-18,13375476000
2008-04-21,13214502000
2008-04-22,12951090000
2008-04-23,13068162000
2008-04-24,11707200000
2008-04-25,11604762000
2008-04-28,11458422000
2008-04-29,11853540000
2008-04-30,11882807999
2008-05-01,12175488000
2008-05-02,12043782000
2008-05-05,11955978000
2008-05-06,11970612000
2008-05-07,11677932000
2008-05-08,11604762000
2008-05-09,11604762000
2008-05-12,11736468000
2008-05-13,11677932000
2008-05-14,11648664000
2008-05-15,11765735999
2008-05-16,12482802000
2008-05-19,12497435999
2008-05-20,12321828000
2008-05-21,12204756000
2008-05-22,12512070000
2008-05-23,12409632000
2008-05-27,12819384000
2008-05-28,13038894000
2008-05-29,13404744000
2008-05-30,13316940000
2008-06-02,13126698000
2008-06-03,12994992000
2008-06-04,13258404000
2008-06-05,13551084000
2008-06-06,12936456000
2008-06-09,12819384000
2008-06-10,13053528000
2008-06-11,12863285999
2008-06-12,13038894000
2008-06-13,13302306000
2008-06-16,13434012000
2008-06-17,13258404000
2008-06-18,13009626000
2008-06-19,13155966000
2008-06-20,12614507999
2008-06-23,11926710000
2008-06-24,12131585999
2008-06-25,12526704000
2008-06-26,11912076000
2008-06-27,11970612000
2008-06-30,11551586000
2008-07-01,11463518000
2008-07-02,11507552000
2008-07-03,11419484000
2008-07-07,10979144000
2008-07-08,11258026000
2008-07-09,10803008000
2008-07-10,10553482000
2008-07-11,10318634000
2008-07-14,10274600000
2008-07-15,9966362000
2008-07-16,10524126000
2008-07-17,10568160000
2008-07-18,10524126000
2008-07-21,10347990000
2008-07-22,11111246000
2008-07-23,11316738000
2008-07-24,10670906000
2008-07-25,10582838000
2008-07-28,10450736000
2008-07-29,11008500000
2008-07-30,10773652000
2008-07-31,10788330000
2008-08-01,10582838000
2008-08-04,10318634000
2008-08-05,10656228000
2008-08-06,10964466000
2008-08-07,10656228000
2008-08-08,11096568000
2008-08-11,11962570000
2008-08-12,12006604000
2008-08-13,11962570000
2008-08-14,12417588000
2008-08-15,12256130000
2008-08-18,12124028000
2008-08-19,11713044000
2008-08-20,11580942000
2008-08-21,11507552000
2008-08-22,11771756000
2008-08-25,11390128000
2008-08-26,11390128000
2008-08-27,11448840000
2008-08-28,11727722000
2008-08-29,11419484000
2008-09-02,11551586000
2008-09-03,11698366000
2008-09-04,11067212000
2008-09-05,11140602000
2008-09-08,11404806000
2008-09-09,11037856000
2008-09-10,11052534000
2008-09-11,11478196000
2008-09-12,11258026000
2008-09-15,11067212000
2008-09-16,11771756000
2008-09-17,11434162000
2008-09-18,11771756000
2008-09-19,11845146000
2008-09-22,11199314000
2008-09-23,11052534000
2008-09-24,10935110000
2008-09-25,10964466000
2008-09-26,10979144000
2008-09-29,10440734000
2008-09-30,10956144000
2008-10-01,10897240000
2008-10-02,10440734000
2008-10-03,10057858000
2008-10-06,9557174000
2008-10-07,9041764000
2008-10-08,8496901999
2008-10-09,8114026000
2008-10-10,8158204000
2008-10-13,8644162000
2008-10-14,8320190000
2008-10-15,7451355999
2008-10-16,7775328000
2008-10-17,7701698000
2008-10-20,8202382000
2008-10-21,7745876000
2008-10-22,7363000000
2008-10-23,7554438000
2008-10-24,7127384000
2008-10-27,7068480000
2008-10-28,7996218000
2008-10-29,8349642000
2008-10-30,9292106000
2008-10-31,9674982000
2008-11-03,9233202000
2008-11-04,9159572000
2008-11-05,8599984000
2008-11-06,8172930000
2008-11-07,7775328000
2008-11-10,7510259999
2008-11-11,7363000000
2008-11-12,6877042000
2008-11-13,6862316000
2008-11-14,6346905999
2008-11-17,6361632000
2008-11-18,6170194000
2008-11-19,5875674000
2008-11-20,5286634000
2008-11-21,5772592000
2008-11-24,6214372000
2008-11-25,6052386000
2008-11-26,6464714000
2008-11-28,6582522000
2008-12-01,5860948000
2008-12-02,6273276000
2008-12-03,6361632000
2008-12-04,6346905999
2008-12-05,6715055999
2008-12-08,7068480000
2008-12-09,6832864000
2008-12-10,7009576000
2008-12-11,6611974000
2008-12-12,6877042000
2008-12-15,6626700000
2008-12-16,7156836000
2008-12-17,7245192000
2008-12-18,7068480000
2008-12-19,7274644000
2008-12-22,6891768000
2008-12-23,6773959999
2008-12-24,6877042000
2008-12-26,6891768000
2008-12-29,6656760000
2008-12-30,6907680000
2008-12-31,6981480000
2009-01-02,7261920000
2009-01-05,7320960000
2009-01-06,7542360000
2009-01-07,7380000000
2009-01-08,7483320000
2009-01-09,7217640000
2009-01-12,7084800000
2009-01-13,6907680000
2009-01-14,6671519999
2009-01-15,6848640000
2009-01-16,6981480000
2009-01-20,6568200000
2009-01-21,6686280000
2009-01-22,6730559999
2009-01-23,6701040000
2009-01-26,6642000000
2009-01-27,6760080000
2009-01-28,7129080000
2009-01-29,7129080000
2009-01-30,6966720000
2009-02-02,6966720000
2009-02-03,7261920000
2009-02-04,7217640000
2009-02-05,7483320000
2009-02-06,7778519999
2009-02-09,7911360000
2009-02-10,7306200000
2009-02-11,7380000000
2009-02-12,7512840000
2009-02-13,7483320000
2009-02-17,7129080000
2009-02-18,7129080000
2009-02-19,7025760000
2009-02-20,7070040000
2009-02-23,6760080000
2009-02-24,7025760000
2009-02-25,6951960000
2009-02-26,6656760000
2009-02-27,6760080000
2009-03-02,6479640000
2009-03-03,6332040000
2009-03-04,6523920000
2009-03-05,6317280000
2009-03-06,6169680000
2009-03-09,6110640000
2009-03-10,6745320000
2009-03-11,6804360000
2009-03-12,7439040000
2009-03-13,7793280000
2009-03-16,7955640000
2009-03-17,8221320000
2009-03-18,8487000000
2009-03-19,8560800000
2009-03-20,8236080000
2009-03-23,8900280000
2009-03-24,8354160000
2009-03-25,8236080000
2009-03-26,9151200000
2009-03-27,8693640000
2009-03-30,8407842000
2009-03-31,8303303999
2009-04-01,8348106000
2009-04-02,8825994000
2009-04-03,8736390000
2009-04-06,8527314000
2009-04-07,8363039999
2009-04-08,8587050000
2009-04-09,8960400000
