,HI
2012-11-08,1231152000
2012-11-09,1227408000
2012-11-12,1231776000
2012-11-13,1215552000
2012-11-14,1182480000
2012-11-15,1201200000
2012-11-16,1196832000
2012-11-19,1223040000
2012-11-20,1222416000
2012-11-21,1228656000
2012-11-23,1248624000
2012-11-26,1239264000
2012-11-27,1268592000
2012-11-28,1284816000
2012-11-29,1308528000
2012-11-30,1320384000
2012-12-03,1281696000
2012-12-04,1303536000
2012-12-05,1307904000
2012-12-06,1328496000
2012-12-07,1326000000
2012-12-10,1335984000
2012-12-11,1337232000
2012-12-12,1335984000
2012-12-13,1326624000
2012-12-14,1346592000
2012-12-17,1372176000
2012-12-18,1416480000
2012-12-19,1416480000
2012-12-20,1420224000
2012-12-21,1410240000
2012-12-24,1392768000
2012-12-26,1382784000
2012-12-27,1397760000
2012-12-28,1392144000
2012-12-31,1417647000
2013-01-02,1466553000
2013-01-03,1460910000
2013-01-04,1464672000
2013-01-07,1446489000
2013-01-08,1462791000
2013-01-09,1469061000
2013-01-10,1474704000
2013-01-11,1487871000
2013-01-14,1484736000
2013-01-15,1482228000
2013-01-16,1466553000
2013-01-17,1492887000
2013-01-18,1505427000
2013-01-22,1516713000
2013-01-23,1513578000
2013-01-24,1534896000
2013-01-25,1541793000
2013-01-28,1544928000
2013-01-29,1559976000
2013-01-30,1546182000
2013-01-31,1551825000
2013-02-01,1558722000
2013-02-04,1550571000
2013-02-05,1543047000
2013-02-06,1535523000
2013-02-07,1543674000
2013-02-08,1544928000
2013-02-11,1522356000
2013-02-12,1539285000
2013-02-13,1561857000
2013-02-14,1564365000
2013-02-15,1547436000
2013-02-19,1564992000
2013-02-20,1533015000
2013-02-21,1532388000
2013-02-22,1538658000
2013-02-25,1504173000
2013-02-26,1517340000
2013-02-27,1533015000
2013-02-28,1548063000
2013-03-01,1516086000
2013-03-04,1514832000
2013-03-05,1522983000
2013-03-06,1527372000
2013-03-07,1529253000
2013-03-08,1533642000
2013-03-11,1541166000
2013-03-12,1539285000
2013-03-13,1558722000
2013-03-14,1566246000
2013-03-15,1576905000
2013-03-18,1566246000
2013-03-19,1564992000
2013-03-20,1573143000
2013-03-21,1571889000
2013-03-22,1578786000
2013-03-25,1581921000
2013-03-26,1578786000
2013-03-27,1580040000
2013-03-28,1585056000
2013-04-01,1574396000
2013-04-02,1581304000
2013-04-03,1554300000
2013-04-04,1559952000
2013-04-05,1544880000
2013-04-08,1566860000
2013-04-09,1560580000
2013-04-10,1587584000
2013-04-11,1570000000
2013-04-12,1561208000
2013-04-15,1516620000
2013-04-16,1517876000
2013-04-17,1475172000
2013-04-18,1461984000
2013-04-19,1487732000
2013-04-22,1485848000
2013-04-23,1520388000
2013-04-24,1531692000
2013-04-25,1551160000
2013-04-26,1539228000
2013-04-29,1558696000
2013-04-30,1578164000
2013-05-01,1529180000
2013-05-02,1564976000
2013-05-03,1488988000
2013-05-06,1500920000
2013-05-07,1524784000
2013-05-08,1542368000
2013-05-09,1555556000
2013-05-10,1564976000
2013-05-13,1564348000
2013-05-14,1583188000
2013-05-15,1595748000
2013-05-16,1578792000
2013-05-17,1571884000
2013-05-20,1570000000
2013-05-21,1563720000
2013-05-22,1537344000
2013-05-23,1517248000
2013-05-24,1531064000
2013-05-28,1541740000
2013-05-29,1527296000
2013-05-30,1522900000
2013-05-31,1498408000
2013-06-03,1514736000
2013-06-04,1506572000
2013-06-05,1483964000
2013-06-06,1488360000
2013-06-07,1506572000
2013-06-10,1512224000
2013-06-11,1499036000
2013-06-12,1483964000
2013-06-13,1499036000
2013-06-14,1483964000
2013-06-17,1455076000
2013-06-18,1484592000
2013-06-19,1483964000
2013-06-20,1466380000
2013-06-21,1469520000
2013-06-24,1436864000
2013-06-25,1456332000
2013-06-26,1450680000
2013-06-27,1475800000
2013-06-28,1488988000
2013-07-01,1502919000
2013-07-02,1495395000
2013-07-03,1492260000
2013-07-05,1492887000
2013-07-08,1510443000
2013-07-09,1534269000
2013-07-10,1550571000
2013-07-11,1538031000
2013-07-12,1531761000
2013-07-15,1548063000
2013-07-16,1541166000
2013-07-17,1551198000
2013-07-18,1567500000
2013-07-19,1568754000
2013-07-22,1566246000
2013-07-23,1562484000
2013-07-24,1549944000
2013-07-25,1563738000
2013-07-26,1548690000
2013-07-29,1546182000
2013-07-30,1555587000
2013-07-31,1554333000
2013-08-01,1558722000
2013-08-02,1549944000
2013-08-05,1542420000
2013-08-06,1532388000
2013-08-07,1531134000
2013-08-08,1542420000
2013-08-09,1561230000
2013-08-12,1555587000
2013-08-13,1562484000
2013-08-14,1562484000
2013-08-15,1543674000
2013-08-16,1534269000
2013-08-19,1509816000
2013-08-20,1517967000
2013-08-21,1504800000
2013-08-22,1543674000
2013-08-23,1548690000
2013-08-26,1558095000
2013-08-27,1524864000
2013-08-28,1546809000
2013-08-29,1570008000
2013-08-30,1552452000
2013-09-03,1565619000
2013-09-04,1578786000
2013-09-05,1580667000
2013-09-06,1590699000
2013-09-09,1620168000
2013-09-10,1661550000
2013-09-11,1686630000
2013-09-12,1680360000
2013-09-13,1702305000
2013-09-16,1696662000
2013-09-17,1708575000
2013-09-18,1728012000
2013-09-19,1746822000
2013-09-20,1722369000
2013-09-23,1720488000
2013-09-24,1714218000
2013-09-25,1710456000
2013-09-26,1724877000
2013-09-27,1717353000
2013-09-30,1727047000
2013-10-01,1757335000
2013-10-02,1761752000
2013-10-03,1760490000
2013-10-04,1768062000
2013-10-07,1749763000
2013-10-08,1732726000
2013-10-09,1706224000
2013-10-10,1757335000
2013-10-11,1812232000
2013-10-14,1848199000
2013-10-15,1836841000
2013-10-16,1824221000
2013-10-17,1833686000
2013-10-18,1853247000
2013-10-21,1859557000
2013-10-22,1855140000
2013-10-23,1826114000
2013-10-24,1811601000
2013-10-25,1822328000
2013-10-28,1820435000
2013-10-29,1817280000
2013-10-30,1796457000
2013-10-31,1780682000
2013-11-01,1775634000
2013-11-04,1788885000
2013-11-05,1790778000
2013-11-06,1788885000
2013-11-07,1761121000
2013-11-08,1783206000
2013-11-11,1773741000
2013-11-12,1795826000
2013-11-13,1817911000
2013-11-14,1824852000
2013-11-15,1820435000
2013-11-18,1788254000
2013-11-19,1768693000
2013-11-20,1742822000
2013-11-21,1760490000
2013-11-22,1781944000
2013-11-25,1798350000
2013-11-26,1829900000
2013-11-27,1855140000
2013-11-29,1773110000
2013-12-02,1787623000
2013-12-03,1769324000
2013-12-04,1782575000
2013-12-05,1787623000
2013-12-06,1799612000
2013-12-09,1814756000
2013-12-10,1802767000
2013-12-11,1775634000
2013-12-12,1780682000
2013-12-13,1761752000
2013-12-16,1800243000
2013-12-17,1796457000
2013-12-18,1800874000
2013-12-19,1819173000
2013-12-20,1800243000
2013-12-23,1776265000
2013-12-24,1826745000
2013-12-26,1838734000
2013-12-27,1848199000
2013-12-30,1852616000
2013-12-31,1862286000
2014-01-02,1826205000
2014-01-03,1830636000
2014-01-06,1823040000
2014-01-07,1832535000
2014-01-08,1826205000
2014-01-09,1824306000
2014-01-10,1814811000
2014-01-13,1798353000
2014-01-14,1804050000
2014-01-15,1814811000
2014-01-16,1814811000
2014-01-17,1828737000
2014-01-21,1821774000
2014-01-22,1817343000
2014-01-23,1816710000
2014-01-24,1752144000
2014-01-27,1726191000
2014-01-28,1730622000
2014-01-29,1709733000
2014-01-30,1720494000
2014-01-31,1713531000
2014-02-03,1658460000
2014-02-04,1654029000
2014-02-05,1774932000
2014-02-06,1748979000
2014-02-07,1766070000
2014-02-10,1743915000
2014-02-11,1770501000
2014-02-12,1805316000
2014-02-13,1875579000
2014-02-14,1880010000
2014-02-18,1870515000
2014-02-19,1854057000
2014-02-20,1854057000
2014-02-21,1862919000
2014-02-24,1866717000
2014-02-25,1862286000
2014-02-26,1895202000
2014-02-27,1886973000
2014-02-28,1891404000
2014-03-03,1904064000
2014-03-04,1956603000
2014-03-05,1969896000
2014-03-06,1984455000
2014-03-07,1997115000
2014-03-10,2006610000
2014-03-11,1977492000
2014-03-12,1992051000
2014-03-13,1972428000
2014-03-14,1989519000
2014-03-17,2018637000
2014-03-18,2045856000
2014-03-19,2016738000
2014-03-20,2046489000
2014-03-21,2052819000
2014-03-24,2033195999
2014-03-25,2027499000
2014-03-26,2009775000
2014-03-27,2004078000
2014-03-28,2012940000
2014-03-31,2040023000
2014-04-01,2045070999
2014-04-02,2060845999
2014-04-03,2064632000
2014-04-04,2035605999
2014-04-07,1988281000
2014-04-08,1990174000
2014-04-09,1991436000
2014-04-10,1944742000
2014-04-11,1940325000
2014-04-14,1929598000
2014-04-15,1923288000
2014-04-16,1950421000
2014-04-17,1976923000
2014-04-21,1971244000
2014-04-22,1979447000
2014-04-23,1956731000
2014-04-24,1954207000
2014-04-25,1916978000
2014-04-28,1894893000
2014-04-29,1901834000
2014-04-30,1918240000
2014-05-01,1904989000
2014-05-02,1917609000
2014-05-05,1898048000
2014-05-06,1879118000
2014-05-07,1884166000
2014-05-08,1878487000
2014-05-09,1894893000
2014-05-12,1950421000
2014-05-13,1916978000
2014-05-14,1870915000
2014-05-15,1845044000
2014-05-16,1855771000
2014-05-19,1887952000
2014-05-20,1839365000
2014-05-21,1848830000
2014-05-22,1858926000
2014-05-23,1874701000
2014-05-27,1899941000
2014-05-28,1906251000
2014-05-29,1912561000
2014-05-30,1911299000
2014-06-02,1887952000
2014-06-03,1881642000
2014-06-04,1899941000
2014-06-05,1943480000
2014-06-06,1964303000
2014-06-09,1983864000
2014-06-10,1995853000
2014-06-11,1997746000
2014-06-12,1973137000
2014-06-13,1963672000
2014-06-16,1973768000
2014-06-17,1999639000
2014-06-18,1992698000
2014-06-19,1999639000
2014-06-20,2026771999
2014-06-23,2022354999
2014-06-24,2029295999
2014-06-25,2039392000
2014-06-26,2031820000
2014-06-27,2043178000
2014-06-30,2058321999
2014-07-01,2083562000
2014-07-02,2060215000
2014-07-03,2079776000
2014-07-07,2048226000
2014-07-08,2035605999
2014-07-09,2038129999
2014-07-10,2009735000
2014-07-11,1991436000
2014-07-14,2007842000
2014-07-15,1983233000
2014-07-16,1983864000
2014-07-17,1946004000
2014-07-18,1980709000
2014-07-21,1977554000
2014-07-22,2007211000
2014-07-23,1985126000
2014-07-24,1969982000
2014-07-25,1947266000
2014-07-28,1922026000
2014-07-29,1918871000
2014-07-30,1935277000
2014-07-31,1896155000
2014-08-01,1857033000
2014-08-04,1877856000
2014-08-05,1876594000
2014-08-06,1877856000
2014-08-07,1902465000
2014-08-08,1959886000
2014-08-11,1976292000
2014-08-12,1967458000
2014-08-13,2007842000
2014-08-14,2013521000
2014-08-15,2018569000
2014-08-18,2070311000
2014-08-19,2077252000
2014-08-20,2055798000
2014-08-21,2081037999
2014-08-22,2091134000
2014-08-25,2115112000
2014-08-26,2125208000
2014-08-27,2117636000
2014-08-28,2105016000
2014-08-29,2110063999
2014-09-02,2099968000
2014-09-03,2095551000
2014-09-04,2074096999
2014-09-05,2062738999
2014-09-08,2057060000
2014-09-09,2045070999
2014-09-10,2041916000
2014-09-11,2077883000
2014-09-12,2040654000
2014-09-15,2033082000
2014-09-16,2041285000
2014-09-17,2075359000
2014-09-18,2088610000
2014-09-19,2057060000
2014-09-22,2019200000
2014-09-23,2019200000
2014-09-24,2056429000
2014-09-25,2022354999
2014-09-26,2005318000
2014-09-29,1977554000
2014-09-30,1949159000
2014-10-01,1920764000
2014-10-02,1939063000
2014-10-03,1942849000
2014-10-06,1920133000
2014-10-07,1871546000
2014-10-08,1916978000
2014-10-09,1858926000
2014-10-10,1847568000
2014-10-13,1869022000
2014-10-14,1906882000
2014-10-15,1951052000
2014-10-16,1957993000
2014-10-17,1961779000
2014-10-20,1973768000
2014-10-21,2004056000
2014-10-22,1991436000
2014-10-23,2038761000
2014-10-24,2044440000
2014-10-27,2046963999
2014-10-28,2144769000
2014-10-29,2074096999
2014-10-30,2072835000
2014-10-31,2100599000
2014-11-03,2098075000
2014-11-04,2086717000
2014-11-05,2098075000
2014-11-06,2136566000
2014-11-07,2144137999
2014-11-10,2171902000
2014-11-11,2186415000
2014-11-12,2176950000
2014-11-13,2151079000
2014-11-14,2156127000
2014-11-17,2149817000
2014-11-18,2134673000
2014-11-19,2081037999
2014-11-20,2168116000
2014-11-21,2120791000
2014-11-24,2098075000
2014-11-25,2094920000
2014-11-26,2078513999
2014-11-28,2029295999
2014-12-01,1986388000
2014-12-02,2028034000
2014-12-03,2046333000
2014-12-04,2060845999
2014-12-05,2077883000
2014-12-08,2024879000
2014-12-09,2086086000
2014-12-10,2043178000
2014-12-11,2056429000
2014-12-12,2013521000
2014-12-15,1973768000
2014-12-16,1999639000
2014-12-17,2077883000
2014-12-18,2089241000
2014-12-19,2091134000
2014-12-22,2127101000
2014-12-23,2146030999
2014-12-24,2158020000
2014-12-26,2185153000
2014-12-29,2190201000
2014-12-30,2185784000
2014-12-31,2183850000
2015-01-02,2152833000
2015-01-05,2131311000
2015-01-06,2088267000
2015-01-07,2098395000
2015-01-08,2133210000
2015-01-09,2108523000
2015-01-12,2093331000
2015-01-13,2099027999
2015-01-14,2085101999
2015-01-15,2013573000
2015-01-16,2049020999
2015-01-20,2000913000
2015-01-21,2000913000
2015-01-22,2014206000
2015-01-23,2028132000
2015-01-26,2047122000
2015-01-27,2042691000
2015-01-28,2023068000
2015-01-29,2045223000
2015-01-30,1988253000
2015-02-02,2032563000
2015-02-03,2071176000
2015-02-04,2057250000
2015-02-05,1938879000
2015-02-06,1993317000
2015-02-09,1957869000
2015-02-10,1922421000
2015-02-11,1923054000
2015-02-12,1916091000
2015-02-13,1916724000
2015-02-17,1961667000
2015-02-18,1981290000
2015-02-19,1968630000
2015-02-20,1971162000
2015-02-23,1969896000
2015-02-24,1966098000
2015-02-25,1978758000
2015-02-26,1992684000
2015-02-27,2006610000
2015-03-02,2046489000
2015-03-03,2018004000
2015-03-04,1973061000
2015-03-05,1978125000
2015-03-06,1931916000
2015-03-09,1950906000
2015-03-10,1921155000
2015-03-11,1892670000
2015-03-12,1938246000
2015-03-13,1892037000
2015-03-16,1869249000
2015-03-17,1882542000
2015-03-18,1889505000
2015-03-19,1895202000
2015-03-20,1932549000
2015-03-23,1944576000
2015-03-24,1957236000
2015-03-25,1922421000
2015-03-26,1905330000
2015-03-27,1897734000
2015-03-30,1959768000
2015-03-31,1954071000
2015-04-01,1966098000
2015-04-02,1950906000
2015-04-06,1954704000
2015-04-07,1930650000
2015-04-08,1935081000
2015-04-09,1930650000
2015-04-10,1942044000
2015-04-13,1951539000
2015-04-14,1938879000
2015-04-15,1946475000
2015-04-16,1937613000
2015-04-17,1905330000
2015-04-20,1919256000
2015-04-21,1919889000
2015-04-22,1927485000
2015-04-23,1938246000
2015-04-24,1907229000
2015-04-27,1911660000
2015-04-28,1931916000
2015-04-29,1907862000
2015-04-30,1860387000
2015-05-01,1838232000
2015-05-04,1822407000
2015-05-05,1829370000
2015-05-06,1842663000
2015-05-07,1837599000
2015-05-08,1830636000
2015-05-11,1835700000
2015-05-12,2023701000
2015-05-13,2005977000
2015-05-14,2040792000
2015-05-15,1999647000
2015-05-18,2028764999
2015-05-19,2019270000
2015-05-20,2026232999
2015-05-21,2046489000
2015-05-22,2023068000
2015-05-26,1976226000
2015-05-27,1988886000
2015-05-28,1983189000
2015-05-29,1944576000
2015-06-01,1938246000
2015-06-02,1977492000
2015-06-03,2002812000
2015-06-04,1976859000
2015-06-05,1990152000
2015-06-08,1978125000
2015-06-09,1970529000
2015-06-10,1999014000
2015-06-11,1993317000
2015-06-12,1976859000
2015-06-15,1971795000
2015-06-16,1990785000
2015-06-17,1991418000
2015-06-18,2013573000
2015-06-19,2005344000
2015-06-22,2010408000
2015-06-23,2021169000
2015-06-24,2015472000
2015-06-25,1993950000
2015-06-26,1992051000
2015-06-29,1930650000
2015-06-30,1940240000
2015-07-01,1929496000
2015-07-02,1909904000
2015-07-06,1869456000
2015-07-07,1868824000
2015-07-08,1829008000
2015-07-09,1820792000
2015-07-10,1838488000
2015-07-13,1839120000
2015-07-14,1827112000
2015-07-15,1819528000
2015-07-16,1832800000
2015-07-17,1814472000
2015-07-20,1795512000
2015-07-21,1801200000
2015-07-22,1779080000
2015-07-23,1755064000
2015-07-24,1750640000
2015-07-27,1746216000
2015-07-28,1762648000
2015-07-29,1775288000
2015-07-30,1768336000
2015-07-31,1792352000
2015-08-03,1769600000
2015-08-04,1760120000
2015-08-05,1785400000
2015-08-06,1860608000
2015-08-07,1887784000
2015-08-10,1914960000
2015-08-11,1907376000
2015-08-12,1880832000
2015-08-13,1867560000
2015-08-14,1863136000
2015-08-17,1887784000
2015-08-18,1853656000
2015-08-19,1831536000
2015-08-20,1785400000
2015-08-21,1757592000
2015-08-24,1652048000
2015-08-25,1622344000
2015-08-26,1661528000
2015-08-27,1689968000
2015-08-28,1699448000
2015-08-31,1703872000
2015-09-01,1654576000
2015-09-02,1655840000
2015-09-03,1657104000
2015-09-04,1644464000
2015-09-08,1635616000
2015-09-09,1631824000
2015-09-10,1617920000
2015-09-11,1625504000
2015-09-14,1597696000
2015-09-15,1633720000
2015-09-16,1674800000
2015-09-17,1669112000
2015-09-18,1660264000
2015-09-21,1659632000
2015-09-22,1637512000
2015-09-23,1610336000
2015-09-24,1607808000
2015-09-25,1607808000
2015-09-28,1600224000
2015-09-29,1616656000
2015-09-30,1643832000
2015-10-01,1631824000
2015-10-02,1663424000
2015-10-05,1733576000
2015-10-06,1712720000
2015-10-07,1751272000
2015-10-08,1792352000
2015-10-09,1817632000
2015-10-12,1810680000
2015-10-13,1782240000
2015-10-14,1760752000
2015-10-15,1777184000
2015-10-16,1768968000
2015-10-19,1777184000
2015-10-20,1782872000
2015-10-21,1780344000
2015-10-22,1816368000
2015-10-23,1820160000
2015-10-26,1806888000
2015-10-27,1777184000
2015-10-28,1880200000
2015-10-29,1887784000
2015-10-30,1875144000
2015-11-02,1937080000
2015-11-03,1927600000
2015-11-04,1927600000
2015-11-05,1954776000
2015-11-06,1981952000
2015-11-09,1928864000
2015-11-10,1931392000
2015-11-11,1926336000
2015-11-12,1894104000
2015-11-13,1892840000
2015-11-16,1905480000
2015-11-17,1896000000
2015-11-18,1935816000
2015-11-19,1875144000
2015-11-20,1908640000
2015-11-23,1883360000
2015-11-24,1925704000
2015-11-25,1934552000
2015-11-27,1950352000
2015-11-30,1914328000
2015-12-01,1976264000
2015-12-02,1948456000
2015-12-03,1921280000
2015-12-04,1923808000
2015-12-07,1898528000
2015-12-08,1863136000
2015-12-09,1858080000
2015-12-10,1859976000
2015-12-11,1828376000
2015-12-14,1851760000
2015-12-15,1838488000
2015-12-16,1832800000
2015-12-17,1801832000
2015-12-18,1773392000
2015-12-21,1787296000
2015-12-22,1845440000
2015-12-23,1883992000
2015-12-24,1880832000
2015-12-28,1880200000
2015-12-29,1896632000
2015-12-30,1899792000
2015-12-31,1875579000
2016-01-04,1833801000
2016-01-05,1825572000
2016-01-06,1821774000
2016-01-07,1804050000
2016-01-08,1793922000
2016-01-11,1773666000
2016-01-12,1767336000
2016-01-13,1739484000
2016-01-14,1750245000
2016-01-15,1685046000
2016-01-19,1682514000
2016-01-20,1662891000
2016-01-21,1638204000
2016-01-22,1665423000
2016-01-25,1628709000
2016-01-26,1673019000
2016-01-27,1655295000
2016-01-28,1664157000
2016-01-29,1714164000
2016-02-01,1683780000
2016-02-02,1645800000
2016-02-03,1576170000
2016-02-04,1560345000
2016-02-05,1562244000
2016-02-08,1617315000
2016-02-09,1627443000
2016-02-10,1633773000
2016-02-11,1605288000
2016-02-12,1664790000
2016-02-16,1693275000
2016-02-17,1708467000
2016-02-18,1705935000
2016-02-19,1705302000
2016-02-22,1724925000
2016-02-23,1693908000
2016-02-24,1721127000
2016-02-25,1757841000
2016-02-26,1779996000
2016-02-29,1779996000
2016-03-01,1786959000
2016-03-02,1787592000
2016-03-03,1812912000
2016-03-04,1830636000
2016-03-07,1848360000
2016-03-08,1825572000
2016-03-09,1837599000
2016-03-10,1836333000
2016-03-11,1852791000
2016-03-14,1850892000
2016-03-15,1821774000
2016-03-16,1818609000
2016-03-17,1854057000
2016-03-18,1843296000
2016-03-21,1833168000
2016-03-22,1824939000
2016-03-23,1796454000
2016-03-24,1799619000
2016-03-28,1807215000
2016-03-29,1849626000
2016-03-30,1873680000
2016-03-31,1898830000
2016-04-01,1884882000
2016-04-04,1854450000
2016-04-05,1833528000
2016-04-06,1825286000
2016-04-07,1816410000
2016-04-08,1827188000
2016-04-11,1810704000
2016-04-12,1841770000
2016-04-13,1892490000
2016-04-14,1891222000
2016-04-15,1925458000
2016-04-18,1938772000
2016-04-19,1938772000
2016-04-20,1928628000
2016-04-21,1914680000
2016-04-22,1931164000
2016-04-25,1920386000
2016-04-26,1932432000
2016-04-27,1943844000
2016-04-28,1934334000
2016-04-29,1921654000
2016-05-02,1919118000
2016-05-03,1901366000
2016-05-04,1907706000
2016-05-05,1894392000
2016-05-06,1922922000
2016-05-09,1916582000
2016-05-10,1955256000
2016-05-11,1947648000
2016-05-12,1954622000
2016-05-13,1932432000
2016-05-16,1955256000
2016-05-17,1910242000
2016-05-18,1919118000
2016-05-19,1905170000
2016-05-20,1938772000
2016-05-23,1917850000
2016-05-24,1980616000
2016-05-25,1974276000
2016-05-26,1969838000
2016-05-27,1978714000
2016-05-31,1979348000
2016-06-01,1981250000
2016-06-02,1981884000
2016-06-03,1973008000
2016-06-06,1979348000
2016-06-07,1975544000
2016-06-08,1979982000
2016-06-09,1973642000
2016-06-10,1950184000
2016-06-13,1933700000
2016-06-14,1938772000
2016-06-15,1937504000
2016-06-16,1925458000
2016-06-17,1936870000
2016-06-20,1967302000
2016-06-21,1955890000
2016-06-22,1947014000
2016-06-23,1982518000
2016-06-24,1813240000
2016-06-27,1810070000
2016-06-28,1807534000
2016-06-29,1843038000
2016-06-30,1904536000
2016-07-01,1902000000
2016-07-05,1879810000
2016-07-06,1900732000
2016-07-07,1919752000
2016-07-08,1979348000
2016-07-11,1990760000
2016-07-12,2033872000
2016-07-13,2030068000
2016-07-14,2019924000
2016-07-15,2035140000
2016-07-18,2024362000
2016-07-19,2021826000
2016-07-20,2036407999
2016-07-21,2024362000
2016-07-22,2041480000
2016-07-25,2030068000
2016-07-26,2050990000
2016-07-27,2068742000
2016-07-28,2064304000
2016-07-29,2050990000
2016-08-01,2044016000
2016-08-02,2026898000
2016-08-03,1981250000
2016-08-04,2012950000
2016-08-05,1980616000
2016-08-08,1993296000
2016-08-09,1997734000
2016-08-10,1994564000
2016-08-11,2001538000
2016-08-12,1999636000
2016-08-15,2025630000
2016-08-16,2044016000
2016-08-17,2056695999
2016-08-18,2080154000
2016-08-19,2081422000
2016-08-22,2085226000
2016-08-23,2091566000
2016-08-24,2085860000
2016-08-25,2089030000
2016-08-26,2065572000
2016-08-29,2063036000
2016-08-30,2058598000
2016-08-31,2038310000
2016-09-01,2022460000
2016-09-02,2032604000
2016-09-06,2020558000
2016-09-07,2030068000
2016-09-08,2047819999
2016-09-09,1997100000
2016-09-12,1992028000
2016-09-13,1945746000
2016-09-14,1922288000
2016-09-15,1940040000
2016-09-16,1919752000
2016-09-19,1944478000
2016-09-20,1933700000
2016-09-21,1962864000
2016-09-22,2010414000
2016-09-23,1991394000
2016-09-26,1974276000
2016-09-27,1976178000
2016-09-28,2014852000
2016-09-29,1982518000
2016-09-30,2015468000
2016-10-03,2012283000
2016-10-04,1990625000
2016-10-05,2009735000
2016-10-06,2029482000
2016-10-07,2007824000
2016-10-10,2007824000
2016-10-11,1970878000
2016-10-12,1973426000
2016-10-13,1946035000
2016-10-14,1956864000
2016-10-17,1963871000
2016-10-18,1957501000
2016-10-19,1960686000
2016-10-20,1947946000
2016-10-21,1947946000
2016-10-24,1961960000
2016-10-25,1955590000
2016-10-26,1946035000
2016-10-27,1926925000
2016-10-28,1936480000
2016-10-31,1933295000
2016-11-01,1901445000
2016-11-02,1872780000
2016-11-03,1863225000
2016-11-04,1853670000
2016-11-07,1895075000
2016-11-08,1930110000
2016-11-09,2025660000
2016-11-10,2137134999
2016-11-11,2204020000
2016-11-14,2121209999
2016-11-15,2105284999
2016-11-16,2140320000
2016-11-17,2162615000
2016-11-18,2223130000
2016-11-21,2235870000
2016-11-22,2296385000
2016-11-23,2305940000
2016-11-25,2309125000
2016-11-28,2293200000
2016-11-29,2254980000
2016-11-30,2229500000
2016-12-01,2223130000
2016-12-02,2239055000
2016-12-05,2264535000
2016-12-06,2267720000
2016-12-07,2337790000
2016-12-08,2379195000
2016-12-09,2382380000
2016-12-12,2353715000
2016-12-13,2404675000
2016-12-14,2363270000
2016-12-15,2395120000
2016-12-16,2366455000
2016-12-19,2414230000
2016-12-20,2436525000
2016-12-21,2433340000
2016-12-22,2420600000
2016-12-23,2436525000
2016-12-27,2439710000
2016-12-28,2430155000
2016-12-29,2430155000
2016-12-30,2442895000
2017-01-03,2440980000
2017-01-04,2469735000
2017-01-05,2463345000
2017-01-06,2456955000
2017-01-09,2428200000
2017-01-10,2440980000
2017-01-11,2450565000
2017-01-12,2431395000
2017-01-13,2444175000
2017-01-17,2409030000
2017-01-18,2428200000
2017-01-19,2389860000
2017-01-20,2383470000
2017-01-23,2361105000
2017-01-24,2396250000
2017-01-25,2431395000
2017-01-26,2386665000
2017-01-27,2386665000
2017-01-30,2332350000
2017-01-31,2335545000
2017-02-01,2367495000
2017-02-02,2262060000
2017-02-03,2309985000
2017-02-06,2265255000
2017-02-07,2300400000
2017-02-08,2287620000
2017-02-09,2313180000
2017-02-10,2354715000
2017-02-13,2370690000
2017-02-14,2364300000
2017-02-15,2377080000
2017-02-16,2383470000
2017-02-17,2329155000
2017-02-21,2364300000
2017-02-22,2364300000
2017-02-23,2338740000
2017-02-24,2367495000
2017-02-27,2386665000
2017-02-28,2322765000
2017-03-01,2389860000
2017-03-02,2351520000
2017-03-03,2364300000
2017-03-06,2348325000
2017-03-07,2351520000
2017-03-08,2313180000
2017-03-09,2306790000
2017-03-10,2325960000
2017-03-13,2348325000
2017-03-14,2338740000
2017-03-15,2357910000
2017-03-16,2357910000
2017-03-17,2357910000
2017-03-20,2354715000
2017-03-21,2287620000
2017-03-22,2258865000
2017-03-23,2287620000
2017-03-24,2281230000
2017-03-27,2258865000
2017-03-28,2290815000
2017-03-29,2287620000
2017-03-30,2297205000
2017-03-31,2272890000
2017-04-03,2228510000
2017-04-04,2253870000
2017-04-05,2234850000
2017-04-06,2257040000
2017-04-07,2260210000
2017-04-10,2257040000
2017-04-11,2301420000
2017-04-12,2241190000
2017-04-13,2212660000
2017-04-17,2234850000
2017-04-18,2228510000
2017-04-19,2253870000
2017-04-20,2298250000
2017-04-21,2291910000
2017-04-24,2336290000
2017-04-25,2374330000
2017-04-26,2364820000
2017-04-27,2367990000
2017-04-28,2339460000
2017-05-01,2323610000
2017-05-02,2323610000
2017-05-03,2307760000
2017-05-04,2396520000
2017-05-05,2431390000
2017-05-08,2434560000
2017-05-09,2421880000
2017-05-10,2415540000
2017-05-11,2406030000
2017-05-12,2383840000
2017-05-15,2387010000
2017-05-16,2371160000
2017-05-17,2304590000
2017-05-18,2288740000
2017-05-19,2307760000
2017-05-22,2307760000
2017-05-23,2310930000
2017-05-24,2304590000
2017-05-25,2282400000
2017-05-26,2269720000
2017-05-30,2266550000
2017-05-31,2263380000
2017-06-01,2298250000
2017-06-02,2336290000
2017-06-05,2301420000
2017-06-06,2282400000
2017-06-07,2282400000
2017-06-08,2317270000
2017-06-09,2326780000
2017-06-12,2314100000
2017-06-13,2317270000
2017-06-14,2320440000
2017-06-15,2345800000
2017-06-16,2329950000
2017-06-19,2352140000
2017-06-20,2326780000
2017-06-21,2285570000
2017-06-22,2279230000
2017-06-23,2272890000
2017-06-26,2285570000
2017-06-27,2276060000
