,OXY
2004-08-24,18760842000
2004-08-25,18943140000
2004-08-26,19133364000
2004-08-27,19347366000
2004-08-30,19355292000
2004-08-31,19632702000
2004-09-01,20084484000
2004-09-02,20290560000
2004-09-03,20274708000
2004-09-07,20132040000
2004-09-08,19878408000
2004-09-09,20147892000
2004-09-10,19997298000
2004-09-13,20330190000
2004-09-14,20377746000
2004-09-15,20369820000
2004-09-16,20496636000
2004-09-17,20789898000
2004-09-20,20932566000
2004-09-21,21423978000
2004-09-22,21130716000
2004-09-23,20726490000
2004-09-24,20892936000
2004-09-27,20845380000
2004-09-28,21233754000
2004-09-29,21083160000
2004-09-30,21265458000
2004-10-01,21479460000
2004-10-04,21431904000
2004-10-05,21725166000
2004-10-06,22232430000
2004-10-07,22010502000
2004-10-08,22121466000
2004-10-11,21883686000
2004-10-12,21645906000
2004-10-13,20877084000
2004-10-14,21178272000
2004-10-15,21400200000
2004-10-18,21257532000
2004-10-19,21273384000
2004-10-20,21733092000
2004-10-21,22002576000
2004-10-22,21962946000
2004-10-25,22224504000
2004-10-26,21962946000
2004-10-27,21479460000
2004-10-28,20877084000
2004-10-29,21225828000
2004-11-01,21114864000
2004-11-02,20885010000
2004-11-03,21463608000
2004-11-04,21875760000
2004-11-05,22050132000
2004-11-08,21804426000
2004-11-09,21622128000
2004-11-10,21661758000
2004-11-11,21487386000
2004-11-12,22018428000
2004-11-15,21487386000
2004-11-16,21637980000
2004-11-17,21788574000
2004-11-18,21780648000
2004-11-19,22208652000
2004-11-22,22597026000
2004-11-23,22763472000
2004-11-24,22763472000
2004-11-26,22929918000
2004-11-29,22818954000
2004-11-30,22890288000
2004-12-01,22367172000
2004-12-02,21487386000
2004-12-03,21574572000
2004-12-06,21479460000
2004-12-07,21003900000
2004-12-08,20813676000
2004-12-09,21051456000
2004-12-10,21019752000
2004-12-13,21519090000
2004-12-14,21479460000
2004-12-15,21859908000
2004-12-16,21725166000
2004-12-17,21630054000
2004-12-20,22303764000
2004-12-21,22319616000
2004-12-22,22065984000
2004-12-23,22129392000
2004-12-27,21875760000
2004-12-28,22097688000
2004-12-29,22216578000
2004-12-30,22192800000
2004-12-31,22414392000
2005-01-03,21717696000
2005-01-04,21477456000
2005-01-05,21357336000
2005-01-06,21765744000
2005-01-07,21413392000
2005-01-10,21413392000
2005-01-11,21397376000
2005-01-12,21765744000
2005-01-13,21885864000
2005-01-14,22326304000
2005-01-18,22414392000
2005-01-19,22390368000
2005-01-20,22086064000
2005-01-21,22134112000
2005-01-24,22198176000
2005-01-25,21869848000
2005-01-26,22158136000
2005-01-27,22182160000
2005-01-28,22086064000
2005-01-31,22422400000
2005-02-01,22814792000
2005-02-02,23135112000
2005-02-03,23263240000
2005-02-04,23023000000
2005-02-07,23063040000
2005-02-08,23263240000
2005-02-09,23543520000
2005-02-10,24336312000
2005-02-11,25016992000
2005-02-14,24984960000
2005-02-15,24968944000
2005-02-16,25577552000
2005-02-17,25313288000
2005-02-18,26066039999
2005-02-22,26138112000
2005-02-23,26330304000
2005-02-24,26858832000
2005-02-25,27411383999
2005-02-28,26986960000
2005-03-01,26618592000
2005-03-02,27243216000
2005-03-03,28044016000
2005-03-04,28284256000
2005-03-07,27995968000
2005-03-08,28156127999
2005-03-09,27267239999
2005-03-10,27083056000
2005-03-11,27387360000
2005-03-14,27811783999
2005-03-15,27147120000
2005-03-16,27267239999
2005-03-17,27947920000
2005-03-18,28428400000
2005-03-21,27891864000
2005-03-22,27339312000
2005-03-23,26450424000
2005-03-24,26810783999
2005-03-28,26586560000
2005-03-29,26274248000
2005-03-30,26690664000
2005-03-31,27441732000
2005-04-01,28390216000
2005-04-04,28390216000
2005-04-05,28181228000
2005-04-06,28591166000
2005-04-07,28149076000
2005-04-08,27843632000
2005-04-11,28052620000
2005-04-12,27634644000
2005-04-13,26436982000
2005-04-14,26420905999
2005-04-15,25255396000
2005-04-18,26155652000
2005-04-19,26895148000
2005-04-20,26509323999
2005-04-21,27457807999
2005-04-22,27554264000
2005-04-25,28293760000
2005-04-26,27723062000
2005-04-27,26806730000
2005-04-28,25946664000
2005-04-29,26597742000
2005-05-02,26983566000
2005-05-03,26340526000
2005-05-04,26557552000
2005-05-05,26991604000
2005-05-06,27160402000
2005-05-09,27256857999
2005-05-10,26589704000
2005-05-11,27160402000
2005-05-12,26099386000
2005-05-13,25544764000
2005-05-16,25408118000
2005-05-17,25850207999
2005-05-18,25834132000
2005-05-19,26260146000
2005-05-20,26227994000
2005-05-23,26854957999
2005-05-24,27039832000
2005-05-25,27562302000
2005-05-26,28020468000
2005-05-27,28341988000
2005-05-31,28189266000
2005-06-01,28840344000
2005-06-02,28808192000
2005-06-03,29073446000
2005-06-06,29057370000
2005-06-07,28567052000
2005-06-08,28414330000
2005-06-09,29113636000
2005-06-10,29306548000
2005-06-13,29234205999
2005-06-14,29579839999
2005-06-15,30198766000
2005-06-16,30504210000
2005-06-17,30890034000
2005-06-20,31107060000
2005-06-21,30271107999
2005-06-22,30399716000
2005-06-23,30496172000
2005-06-24,30439905999
2005-06-27,30970414000
2005-06-28,30447944000
2005-06-29,29941550000
2005-06-30,29833650000
2005-07-01,30892785000
2005-07-05,31790220000
2005-07-06,31046400000
2005-07-07,31717454999
2005-07-08,31410225000
2005-07-11,31499160000
2005-07-12,31919579999
2005-07-13,31644690000
2005-07-14,30795765000
2005-07-15,30553215000
2005-07-18,30634065000
2005-07-19,31183845000
2005-07-20,31264695000
2005-07-21,31167674999
2005-07-22,32145960000
2005-07-25,32065109999
2005-07-26,31968090000
2005-07-27,32307660000
2005-07-28,32194470000
2005-07-29,31903410000
2005-08-01,32121704999
2005-08-02,32356170000
2005-08-03,32299575000
2005-08-04,32121704999
2005-08-05,31555755000
2005-08-08,31919579999
2005-08-09,31628519999
2005-08-10,31846815000
2005-08-11,32437019999
2005-08-12,32453190000
2005-08-15,32016600000
2005-08-16,31297035000
2005-08-17,30528960000
2005-08-18,30585555000
2005-08-19,30723000000
2005-08-22,30852359999
2005-08-23,30868530000
2005-08-24,30844275000
2005-08-25,30997890000
2005-08-26,30310665000
2005-08-29,30957465000
2005-08-30,31345545000
2005-08-31,32194470000
2005-09-01,32881695000
2005-09-02,32719995000
2005-09-06,32614890000
2005-09-07,32534040000
2005-09-08,32873609999
2005-09-09,33714450000
2005-09-12,33002970000
2005-09-13,32631060000
2005-09-14,33302115000
2005-09-15,33382965000
2005-09-16,33560835000
2005-09-19,34434015000
2005-09-20,33746790000
2005-09-21,34272315000
2005-09-22,33916575000
2005-09-23,33318285000
2005-09-26,33876150000
2005-09-27,33779130000
2005-09-28,33730620000
2005-09-29,33690195000
2005-09-30,33128342000
2005-10-03,33120256000
2005-10-04,31575829999
2005-10-05,30751058000
2005-10-06,29716050000
2005-10-07,30088006000
2005-10-10,29853512000
2005-10-11,30589338000
2005-10-12,29845425999
2005-10-13,29077256000
2005-10-14,28203968000
2005-10-17,29174288000
2005-10-18,27694550000
2005-10-19,28527408000
2005-10-20,27128529999
2005-10-21,27589431999
2005-10-24,28551666000
2005-10-25,29521986000
2005-10-26,29319836000
2005-10-27,28947879999
2005-10-28,29821168000
2005-10-31,30589338000
2005-11-01,30840004000
2005-11-02,30831918000
2005-11-03,31341336000
2005-11-04,30556994000
2005-11-07,29829254000
2005-11-08,29829254000
2005-11-09,29530072000
2005-11-10,28341429999
2005-11-11,28705300000
2005-11-14,28858934000
2005-11-15,29133858000
2005-11-16,29651362000
2005-11-17,29376438000
2005-11-18,29109600000
2005-11-21,29651362000
2005-11-22,30605510000
2005-11-23,30678284000
2005-11-25,31009810000
2005-11-28,30282070000
2005-11-29,30637854000
2005-11-30,30751058000
2005-12-01,31996302000
2005-12-02,31786066000
2005-12-05,32319742000
2005-12-06,32635096000
2005-12-07,32036731999
2005-12-08,32368258000
2005-12-09,31737550000
2005-12-12,32052904000
2005-12-13,32408688000
2005-12-14,32821074000
2005-12-15,32432946000
2005-12-16,31357508000
2005-12-19,31648604000
2005-12-20,32238881999
2005-12-21,32287398000
2005-12-22,32222710000
2005-12-23,31980129999
2005-12-27,30888520000
2005-12-28,31252390000
2005-12-29,30937036000
2005-12-30,30977466000
2006-01-03,34983655000
2006-01-04,34567890000
2006-01-05,34186065000
2006-01-06,35738820000
2006-01-09,36375195000
2006-01-10,36994600000
2006-01-11,36816415000
2006-01-12,35738820000
2006-01-13,36561865000
2006-01-17,37520670000
2006-01-18,36604290000
2006-01-19,37155815000
2006-01-20,37037025000
2006-01-23,37155815000
2006-01-24,36867325000
2006-01-25,36358225000
2006-01-26,36477015000
2006-01-27,37121875000
2006-01-30,38445535000
2006-01-31,39760710000
2006-02-01,38241895000
2006-02-02,37478245000
2006-02-03,37215210000
2006-02-06,38250380000
2006-02-07,36663685000
2006-02-08,36451560000
2006-02-09,35721850000
2006-02-10,35407905000
2006-02-13,35611545000
2006-02-14,35526695000
2006-02-15,35017595000
2006-02-16,36086705000
2006-02-17,36646715000
2006-02-21,37376425000
2006-02-22,36782475000
2006-02-23,36629745000
2006-02-24,37597035000
2006-02-27,36960660000
2006-02-28,37257635000
2006-03-01,37698855000
2006-03-02,38369170000
2006-03-03,38657660000
2006-03-06,37274605000
2006-03-07,37053995000
2006-03-08,36697625000
2006-03-09,36621260000
2006-03-10,36672170000
2006-03-13,37546125000
2006-03-14,38140075000
2006-03-15,38479475000
2006-03-16,38700085000
2006-03-17,38691600000
2006-03-20,37614005000
2006-03-21,37452790000
2006-03-22,37639460000
2006-03-23,38301290000
2006-03-24,38174015000
2006-03-27,38284320000
2006-03-28,38496445000
2006-03-29,38912210000
2006-03-30,38360685000
2006-03-31,38227288000
2006-04-03,38881040000
2006-04-04,39448772000
2006-04-05,40222952000
2006-04-06,40025106000
2006-04-07,39250926000
2006-04-10,39810056000
2006-04-11,39620812000
2006-04-12,39749842000
2006-04-13,39732638000
2006-04-17,41771312000
2006-04-18,42356248000
2006-04-19,42278830000
2006-04-20,42192810000
2006-04-21,44154066000
2006-04-24,43543324000
2006-04-25,43121826000
2006-04-26,41324008000
2006-04-27,41814322000
2006-04-28,42390656000
2006-05-01,43027204000
2006-05-02,43904608000
2006-05-03,43491712000
2006-05-04,42846562000
2006-05-05,43104622000
2006-05-08,42786348000
2006-05-09,43569130000
2006-05-10,44197076000
2006-05-11,43835792000
2006-05-12,42210014000
2006-05-15,40911112000
2006-05-16,40007902000
2006-05-17,38313308000
2006-05-18,38115462000
2006-05-19,38803622000
2006-05-22,38416532000
2006-05-23,38648786000
2006-05-24,38726204000
2006-05-25,40377788000
2006-05-26,40326176000
2006-05-30,39724036000
2006-05-31,40885306000
2006-06-01,41212182000
2006-06-02,41625078000
2006-06-05,40188544000
2006-06-06,40498216000
2006-06-07,39078886000
2006-06-08,40007902000
2006-06-09,39990698000
2006-06-12,39715434000
2006-06-13,37995034000
2006-06-14,38536960000
2006-06-15,40119728000
2006-06-16,39904678000
2006-06-19,38321910000
2006-06-20,38089656000
2006-06-21,38717602000
2006-06-22,39087488000
2006-06-23,39904678000
2006-06-26,41255192000
2006-06-27,40807888000
2006-06-28,41908944000
2006-06-29,42184208000
2006-06-30,41949232000
2006-07-03,42776448000
2006-07-05,42870256000
2006-07-06,42452384000
2006-07-07,41974816000
2006-07-10,42094208000
2006-07-11,41718976000
2006-07-12,42196544000
2006-07-13,41881008000
2006-07-14,42188016000
2006-07-17,40482416000
2006-07-18,40959984000
2006-07-19,41266992000
2006-07-20,40695616000
2006-07-21,40721200000
2006-07-24,42264768000
2006-07-25,42537664000
2006-07-26,43586608000
2006-07-27,43629248000
2006-07-28,43603664000
2006-07-31,44072704000
2006-08-01,44081232000
2006-08-02,44047120000
2006-08-03,43740112000
2006-08-04,43049344000
2006-08-07,43885088000
2006-08-08,43117568000
2006-08-09,43492800000
2006-08-10,43228432000
2006-08-11,43023760000
2006-08-14,41881008000
2006-08-15,42460912000
2006-08-16,42043040000
2006-08-17,42060096000
2006-08-18,42878784000
2006-08-21,43254016000
2006-08-22,43603664000
2006-08-23,42929952000
2006-08-24,43202848000
2006-08-25,43688944000
2006-08-28,43057872000
2006-08-29,42981120000
2006-08-30,42358576000
2006-08-31,41710448000
2006-09-01,42111264000
2006-09-05,41778672000
2006-09-06,39083824000
2006-09-07,39126464000
2006-09-08,38273664000
2006-09-11,37523200000
2006-09-12,37301472000
2006-09-13,37548784000
2006-09-14,36388976000
2006-09-15,36039328000
2006-09-18,37506144000
2006-09-19,36875072000
2006-09-20,36303696000
2006-09-21,37224720000
2006-09-22,37002992000
2006-09-25,37199136000
2006-09-26,38162800000
2006-09-27,38981488000
2006-09-28,38913264000
2006-09-29,39356720000
2006-10-02,38396862000
2006-10-03,36582570000
2006-10-04,36396054000
2006-10-05,37133640000
2006-10-06,37074294000
2006-10-09,36667350000
2006-10-10,37048860000
2006-10-11,36319752000
2006-10-12,36735174000
2006-10-13,37956006000
2006-10-16,38888586000
2006-10-17,37718622000
2006-10-18,37676232000
2006-10-19,38930976000
2006-10-20,38235780000
2006-10-23,37727100000
2006-10-24,38727504000
2006-10-25,39795732000
2006-10-26,39041190000
2006-10-27,38778372000
2006-10-30,37676232000
2006-10-31,38176434000
2006-11-01,37633842000
2006-11-02,37972962000
2006-11-03,38430774000
2006-11-06,39465090000
2006-11-07,38735982000
2006-11-08,39829644000
2006-11-09,39897468000
2006-11-10,39566826000
2006-11-13,39168360000
2006-11-14,39202272000
2006-11-15,39583782000
2006-11-16,38396862000
2006-11-17,38625768000
2006-11-20,38337516000
2006-11-21,39465090000
2006-11-22,38973366000
2006-11-24,38990322000
2006-11-27,38914020000
2006-11-28,39176838000
2006-11-29,40668966000
2006-11-30,40940262000
2006-12-01,40999608000
2006-12-04,40601142000
2006-12-05,41135256000
2006-12-06,40762224000
2006-12-07,40160286000
2006-12-08,40262022000
2006-12-11,40016160000
2006-12-12,40177242000
2006-12-13,40728312000
2006-12-14,42220440000
2006-12-15,42220440000
2006-12-18,40423104000
2006-12-19,40753746000
2006-12-20,40601142000
2006-12-21,40389192000
2006-12-22,39956814000
2006-12-26,39583782000
2006-12-27,40228110000
2006-12-28,40024638000
2006-12-29,39710952000
2007-01-03,37693620000
2007-01-04,36919900000
2007-01-05,36667600000
2007-01-08,36566680000
2007-01-09,35221080000
2007-01-10,34792170000
2007-01-11,34750120000
2007-01-12,35818190000
2007-01-16,35145390000
2007-01-17,35507020000
2007-01-18,35179030000
2007-01-19,36104130000
2007-01-22,35347230000
2007-01-23,36373250000
2007-01-24,37273120000
2007-01-25,36625550000
2007-01-26,36818980000
2007-01-29,36440530000
2007-01-30,36987180000
2007-01-31,37399270000
2007-02-01,37752490000
2007-02-02,38147760000
2007-02-05,37643160000
2007-02-06,37634750000
2007-02-07,37617930000
2007-02-08,38105710000
2007-02-09,37525420000
2007-02-12,37104920000
2007-02-13,37592700000
2007-02-14,38803740000
2007-02-15,38416880000
2007-02-16,38332780000
2007-02-20,38038430000
2007-02-21,38534620000
2007-02-22,38719640000
2007-02-23,38921480000
2007-02-26,38677590000
2007-02-27,37340400000
2007-02-28,37205840000
2007-03-01,37525420000
2007-03-02,37029230000
2007-03-05,36423710000
2007-03-06,36953540000
2007-03-07,37399270000
2007-03-08,37374040000
2007-03-09,37374040000
2007-03-12,37004000000
2007-03-13,36726470000
2007-03-14,37399270000
2007-03-15,36995590000
2007-03-16,36911490000
2007-03-19,37365630000
2007-03-20,37693620000
2007-03-21,38021610000
2007-03-22,38786920000
2007-03-23,38946710000
2007-03-26,39224240000
2007-03-27,39510180000
2007-03-28,40149340000
2007-03-29,40578250000
2007-03-30,39779300000
2007-04-02,39841012000
2007-04-03,39916405000
2007-04-04,39975044000
2007-04-05,40142584000
2007-04-09,39924782000
2007-04-10,40452533000
2007-04-11,40067191000
2007-04-12,41089185000
2007-04-13,41198086000
2007-04-16,41332118000
2007-04-17,40938399000
2007-04-18,41080808000
2007-04-19,40377140000
2007-04-20,41549920000
2007-04-23,41340495000
2007-04-24,41332118000
2007-04-25,41935262000
2007-04-26,41131070000
2007-04-27,41122693000
2007-04-30,40737351000
2007-05-01,40787613000
2007-05-02,41239971000
2007-05-03,41675575000
2007-05-04,41508035000
2007-05-07,41382380000
2007-05-08,41080808000
2007-05-09,41181332000
2007-05-10,40561434000
2007-05-11,41725837000
2007-05-14,41667198000
2007-05-15,42052540000
2007-05-16,42588668000
2007-05-17,43384483000
2007-05-18,43928988000
2007-05-21,44029512000
2007-05-22,43811710000
2007-05-23,43887103000
2007-05-24,43334221000
2007-05-25,44163544000
2007-05-29,43451499000
2007-05-30,44272445000
2007-05-31,44171921000
2007-06-01,45269308000
2007-06-04,46911200000
2007-06-05,46852561000
2007-06-06,46324810000
2007-06-07,45537372000
2007-06-08,45755174000
2007-06-11,45805436000
2007-06-12,45470356000
2007-06-13,46366695000
2007-06-14,47196018000
2007-06-15,47656753000
2007-06-18,47715392000
2007-06-19,47489213000
2007-06-20,45889206000
2007-06-21,47028478000
2007-06-22,47246280000
2007-06-25,46391826000
2007-06-26,44909097000
2007-06-27,45654650000
2007-06-28,46031615000
2007-06-29,46509104000
2007-07-02,46928523000
2007-07-03,46986840000
2007-07-05,47520024000
2007-07-06,47761623000
2007-07-09,48461427000
2007-07-10,47778285000
2007-07-11,47719968000
2007-07-12,49344513000
2007-07-13,50827431000
2007-07-16,49177893000
2007-07-17,48161511000
2007-07-18,49494471000
2007-07-19,49736070000
2007-07-20,49627767000
2007-07-23,49044597000
2007-07-24,47286756000
2007-07-25,48528075000
2007-07-26,46486980000
2007-07-27,45470598000
2007-07-30,45878817000
2007-07-31,45328971000
2007-08-01,45720528000
2007-08-02,45528915000
2007-08-03,44162631000
2007-08-06,43387848000
2007-08-07,44237610000
2007-08-08,45037386000
2007-08-09,43637778000
2007-08-10,44462547000
2007-08-13,44429223000
2007-08-14,44145969000
2007-08-15,43296207000
2007-08-16,42438114000
2007-08-17,43421172000
2007-08-20,43987680000
2007-08-21,43604454000
2007-08-22,43912701000
2007-08-23,44004342000
2007-08-24,45337302000
2007-08-27,45037386000
2007-08-28,43696095000
2007-08-29,44945745000
2007-08-30,45054048000
2007-08-31,45303978000
2007-09-04,46370346000
2007-09-05,46645269000
2007-09-06,47228439000
2007-09-07,47178453000
2007-09-10,46895199000
2007-09-11,47869926000
2007-09-12,48628047000
2007-09-13,49627767000
2007-09-14,48836322000
2007-09-17,48769674000
2007-09-18,50960727000
2007-09-19,51377277000
2007-09-20,51052368000
2007-09-21,51477249000
2007-09-24,50902410000
2007-09-25,50302578000
2007-09-26,51044037000
2007-09-27,51702186000
2007-09-28,51210657000
2007-10-01,52868526000
2007-10-02,52152060000
2007-10-03,51227319000
2007-10-04,52610265000
2007-10-05,53068470000
2007-10-08,52077081000
2007-10-09,53460027000
2007-10-10,53693295000
2007-10-11,54151500000
2007-10-12,55309509000
2007-10-15,55234530000
2007-10-16,56450856000
2007-10-17,55776045000
2007-10-18,56050968000
2007-10-19,53310069000
2007-10-22,52102074000
2007-10-23,53343393000
2007-10-24,54209816999
2007-10-25,55184543999
2007-10-26,56559159000
2007-10-29,56125947000
2007-10-30,53385048000
2007-10-31,55184543999
2007-11-01,53351724000
2007-11-02,54934614000
2007-11-05,56534166000
2007-11-06,58891839000
2007-11-07,56642468999
2007-11-08,57475568999
2007-11-09,56567490000
2007-11-12,53726618999
2007-11-13,54501402000
2007-11-14,54551388000
2007-11-15,52726899000
2007-11-16,54743000999
2007-11-19,54351443999
2007-11-20,56984040000
2007-11-21,56167602000
2007-11-23,57617196000
2007-11-26,55359495000
2007-11-27,54759663000
2007-11-28,55776045000
2007-11-29,55926003000
2007-11-30,55759383000
2007-12-03,56384208000
2007-12-04,55426143000
2007-12-05,56184264000
2007-12-06,57967098000
2007-12-07,57775484999
2007-12-10,57542216999
2007-12-11,55867686000
2007-12-12,57908781000
2007-12-13,58491950999
2007-12-14,56742441000
2007-12-17,55042916999
2007-12-18,56225918999
2007-12-19,57500562000
2007-12-20,58067070000
2007-12-21,60599693999
2007-12-24,61366146000
2007-12-26,62382528000
2007-12-27,62357534999
2007-12-28,62415852000
2007-12-31,60963174999
2008-01-02,62044580000
2008-01-03,63753365000
2008-01-04,61574045000
2008-01-07,60500895000
2008-01-08,58990229999
2008-01-09,60112909999
2008-01-10,57809765000
2008-01-11,57586880000
2008-01-14,59667140000
2008-01-15,57000775000
2008-01-16,55490110000
2008-01-17,53962935000
2008-01-18,53880385000
2008-01-22,51602005000
2008-01-23,51131470000
2008-01-24,51989990000
2008-01-25,51321335000
2008-01-28,51131470000
2008-01-29,54235350000
2008-01-30,54524275000
2008-01-31,53690520000
2008-02-01,54796690000
2008-02-04,54829710000
2008-02-05,52765960000
2008-02-06,51346100000
2008-02-07,51643280000
2008-02-08,52798980000
2008-02-11,54276625000
2008-02-12,54012465000
2008-02-13,55531385000
2008-02-14,56802655000
2008-02-15,56794400000
2008-02-19,59436000000
2008-02-20,60302775000
2008-02-21,57875805000
2008-02-22,58255534999
2008-02-25,60203715000
2008-02-26,61821695000
2008-02-27,62316994999
2008-02-28,63670815000
2008-02-29,61268610000
2008-03-03,61953775000
2008-03-04,60055125000
2008-03-05,62135385000
2008-03-06,59757945000
2008-03-07,58825130000
2008-03-10,58181240000
2008-03-11,62234445000
2008-03-12,60509150000
2008-03-13,61268610000
2008-03-14,59601100000
2008-03-17,55960645000
2008-03-18,58569225000
2008-03-19,54771924999
2008-03-20,55382795000
2008-03-24,56018430000
2008-03-25,56827420000
2008-03-26,58560970000
2008-03-27,57966610000
2008-03-28,57983119999
2008-03-31,57647047000
2008-04-01,58993979000
2008-04-02,59002192000
2008-04-03,59503185000
2008-04-04,60464106000
2008-04-07,60316272000
2008-04-08,60809052000
2008-04-09,62123132000
2008-04-10,61917807000
2008-04-11,60841904000
2008-04-14,61589286999
2008-04-15,62607699000
2008-04-16,65539740000
2008-04-17,65285136999
2008-04-18,65276924000
2008-04-21,66812754999
2008-04-22,67798315000
2008-04-23,66566365000
2008-04-24,65260497999
2008-04-25,68438929000
2008-04-28,67395878000
2008-04-29,65589018000
2008-04-30,65556165999
2008-05-01,63831436000
2008-05-02,65975029000
2008-05-05,67625842000
2008-05-06,70254002000
2008-05-07,68356799000
2008-05-08,69268442000
2008-05-09,69210951000
2008-05-12,69334146000
2008-05-13,71017811000
2008-05-14,69958334000
2008-05-15,71559869000
2008-05-16,74836856000
2008-05-19,75206441000
2008-05-20,77087218000
2008-05-21,75986676000
2008-05-22,75658156000
2008-05-23,73539202000
2008-05-27,71978732000
2008-05-28,73366729000
2008-05-29,71633786000
2008-05-30,72422234000
2008-06-02,72873949000
2008-06-03,70640013000
2008-06-04,68857792000
2008-06-05,72200483000
2008-06-06,73029996000
2008-06-09,73711675000
2008-06-10,70804273000
2008-06-11,72496151000
2008-06-12,69638027000
2008-06-13,69383424000
2008-06-16,70541457000
2008-06-17,71806259000
2008-06-18,71108154000
2008-06-19,68455354999
2008-06-20,67469795000
2008-06-23,69022052000
2008-06-24,67798315000
2008-06-25,66853820000
2008-06-26,66919524000
2008-06-27,69687305000
2008-06-30,70278860000
2008-07-01,71509963000
2008-07-02,69153746000
2008-07-03,68240610000
2008-07-07,66022994000
2008-07-08,64547301000
2008-07-09,63340657000
2008-07-10,65378907000
2008-07-11,65737639000
2008-07-14,65745792000
2008-07-15,62721029000
2008-07-16,60218058000
2008-07-17,58734212000
2008-07-18,60682779000
2008-07-21,62541662999
2008-07-22,60218058000
2008-07-23,56483984000
2008-07-24,57356354999
2008-07-25,59215239000
2008-07-28,59500594000
2008-07-29,59402758000
2008-07-30,63104220000
2008-07-31,61652986000
2008-08-01,62028024000
2008-08-04,58057512999
2008-08-05,59133709000
2008-08-06,60699085000
2008-08-07,59728878000
2008-08-08,59508746999
2008-08-11,59353840000
2008-08-12,59027720000
2008-08-13,61106735000
2008-08-14,60552331000
2008-08-15,59215239000
2008-08-18,59141862000
2008-08-19,60788768000
2008-08-20,63503717000
2008-08-21,65550120000
2008-08-22,63960285000
2008-08-25,63226515000
2008-08-26,64530995000
2008-08-27,65827321999
2008-08-28,63014537000
2008-08-29,62068789000
2008-09-02,58913578000
2008-09-03,59035873000
2008-09-04,57552027000
2008-09-05,57299284000
2008-09-08,56255700000
2008-09-09,51747091000
2008-09-10,54633253000
2008-09-11,54633253000
2008-09-12,56671503000
2008-09-15,52912970000
2008-09-16,54600641000
2008-09-17,54005471999
2008-09-18,55489318000
2008-09-19,62957466000
2008-09-22,63536329000
2008-09-23,60348506000
2008-09-24,59949009000
2008-09-25,60911062999
2008-09-26,60478954000
2008-09-29,50833955000
2008-09-30,54746558000
2008-10-01,52389167000
2008-10-02,48103738000
2008-10-03,47812102000
2008-10-06,45697741000
2008-10-07,41865968000
2008-10-08,42392533000
2008-10-09,37297004000
2008-10-10,34113311000
2008-10-13,39840718000
2008-10-14,40845242000
2008-10-15,33287009000
2008-10-16,36008945000
2008-10-17,36138561000
2008-10-20,41598635000
2008-10-21,38487851000
2008-10-22,34891007000
2008-10-23,37758761000
2008-10-24,35506683000
2008-10-27,32703736999
2008-10-28,38625568000
2008-10-29,39540981000
2008-10-30,42530250000
2008-10-31,43162128000
2008-11-03,41315100000
2008-11-04,45130671000
2008-11-05,41914574000
2008-11-06,40027041000
2008-11-07,40764232000
2008-11-10,41177383000
2008-11-11,39176436000
2008-11-12,35020623000
2008-11-13,38957709000
2008-11-14,37450923000
2008-11-17,36527409000
2008-11-18,37791165000
2008-11-19,35838824000
2008-11-20,31642506000
2008-11-21,36527409000
2008-11-24,39281749000
2008-11-25,39654395000
2008-11-26,42959603000
2008-11-28,42068493000
2008-12-01,35660602000
2008-12-02,36778540000
2008-12-03,37272701000
2008-12-04,34145715000
2008-12-05,35895531000
2008-12-08,39767809000
2008-12-09,40075647000
2008-12-10,44514995000
2008-12-11,44936247000
2008-12-12,42829987000
2008-12-15,42562654000
2008-12-16,44636510000
2008-12-17,44652712000
2008-12-18,42676068000
2008-12-19,43947925000
2008-12-22,42254816000
2008-12-23,41776857000
2008-12-24,41136878000
2008-12-26,42068493000
2008-12-29,43794006000
2008-12-30,45414206000
2008-12-31,46655785000
2009-01-02,48342041000
2009-01-05,48009654000
2009-01-06,47936691000
2009-01-07,45188418000
2009-01-08,45885620000
2009-01-09,43785907000
2009-01-12,42278005000
2009-01-13,43794014000
2009-01-14,41791585000
2009-01-15,41629445000
2009-01-16,41629445000
2009-01-20,39570267000
2009-01-21,43388664000
2009-01-22,42115865000
2009-01-23,43194096000
2009-01-26,44191257000
2009-01-27,44118294000
2009-01-28,46177472000
2009-01-29,44191257000
2009-01-30,42423931000
2009-02-02,42107758000
2009-02-03,42991421000
2009-02-04,43340022000
2009-02-05,43664302000
2009-02-06,44150722000
2009-02-09,45577554000
2009-02-10,43113026000
2009-02-11,43388664000
2009-02-12,43429199000
2009-02-13,43996689000
2009-02-17,40721461000
2009-02-18,40081008000
2009-02-19,39902654000
2009-02-20,38929814000
2009-02-23,36984134000
2009-02-24,39245987000
2009-02-25,38986563000
2009-02-26,40826852000
2009-02-27,40340432000
2009-03-02,38005616000
2009-03-03,37932653000
2009-03-04,41078169000
2009-03-05,38913600000
2009-03-06,39302736000
2009-03-09,39189238000
2009-03-10,41653766000
2009-03-11,41856441000
2009-03-12,43907512000
2009-03-13,42529322000
2009-03-16,41678087000
2009-03-17,43234631000
2009-03-18,44199364000
2009-03-19,45869406000
2009-03-20,44126401000
2009-03-23,47417843000
2009-03-24,45828871000
2009-03-25,45699159000
2009-03-26,45715373000
2009-03-27,45074920000
2009-03-30,43704837000
2009-03-31,43291180000
2009-04-01,44596890000
2009-04-02,46762260000
2009-04-03,46981230000
2009-04-06,44905070000
2009-04-07,43356060000
2009-04-08,44167060000
2009-04-09,45537650000
