,AMZN
2013-11-26,174681200000
2013-11-27,177154400000
2013-11-29,180268800000
2013-12-02,179627600000
2013-12-03,176146800000
2013-12-04,176788000000
2013-12-05,176055200000
2013-12-06,177246000000
2013-12-09,176238400000
2013-12-10,177612400000
2013-12-11,175047600000
2013-12-12,174589600000
2013-12-13,175963600000
2013-12-16,178162000000
2013-12-17,177520800000
2013-12-18,181368000000
2013-12-19,181001600000
2013-12-20,184207600000
2013-12-23,184574000000
2013-12-24,182833600000
2013-12-26,185215200000
2013-12-27,182284000000
2013-12-30,180177200000
2013-12-31,183448000000
2014-01-02,183080000000
2014-01-03,182344000000
2014-01-06,181056000000
2014-01-07,183080000000
2014-01-08,184920000000
2014-01-09,184460000000
2014-01-10,182896000000
2014-01-13,179860000000
2014-01-14,182896000000
2014-01-15,182068000000
2014-01-16,182068000000
2014-01-17,183816000000
2014-01-21,187220000000
2014-01-22,186116000000
2014-01-23,183908000000
2014-01-24,178296000000
2014-01-27,177652000000
2014-01-28,181424000000
2014-01-29,176732000000
2014-01-30,185380000000
2014-01-31,164956000000
2014-02-03,159252000000
2014-02-04,160080000000
2014-02-05,159344000000
2014-02-06,163116000000
2014-02-07,166060000000
2014-02-10,165968000000
2014-02-11,166428000000
2014-02-12,160632000000
2014-02-13,164312000000
2014-02-14,164404000000
2014-02-18,162656000000
2014-02-19,159804000000
2014-02-20,160908000000
2014-02-21,159528000000
2014-02-24,161828000000
2014-02-25,164864000000
2014-02-26,165508000000
2014-02-27,165692000000
2014-02-28,166612000000
2014-03-03,165508000000
2014-03-04,167440000000
2014-03-05,171304000000
2014-03-06,171212000000
2014-03-07,171120000000
2014-03-10,170476000000
2014-03-11,169648000000
2014-03-12,170476000000
2014-03-13,170935999999
2014-03-14,171948000000
2014-03-17,172500000000
2014-03-18,174248000000
2014-03-19,171672000000
2014-03-20,169740000000
2014-03-21,165876000000
2014-03-24,161828000000
2014-03-25,163208000000
2014-03-26,157964000000
2014-03-27,155664000000
2014-03-28,155572000000
2014-03-31,155080400000
2014-04-01,158123000000
2014-04-02,157662000000
2014-04-03,153789600000
2014-04-04,148903000000
2014-04-07,146505800000
2014-04-08,150747000000
2014-04-09,152959800000
2014-04-10,146229200000
2014-04-11,143739800000
2014-04-14,145676000000
2014-04-15,145676000000
2014-04-16,149179600000
2014-04-17,149825000000
2014-04-21,152498800000
2014-04-22,151853400000
2014-04-23,149640600000
2014-04-24,155449200000
2014-04-25,140051800000
2014-04-28,136732600000
2014-04-29,138484400000
2014-04-30,140236200000
2014-05-01,141895800000
2014-05-02,141988000000
2014-05-05,142910000000
2014-05-06,137101400000
2014-05-07,134980800000
2014-05-08,132952400000
2014-05-09,134704200000
2014-05-12,139590800000
2014-05-13,140420600000
2014-05-14,137193600000
2014-05-15,136087200000
2014-05-16,137285800000
2014-05-19,136824800000
2014-05-20,138853200000
2014-05-21,140605000000
2014-05-22,140605000000
2014-05-23,143924200000
2014-05-27,143278800000
2014-05-28,143002200000
2014-05-29,144661800000
2014-05-30,144108600000
2014-06-02,142356800000
2014-06-03,141619200000
2014-06-04,141434800000
2014-06-05,149179600000
2014-06-06,151945600000
2014-06-09,151023600000
2014-06-10,153236400000
2014-06-11,154527200000
2014-06-12,150286000000
2014-06-13,150378200000
2014-06-16,151023600000
2014-06-17,150101600000
2014-06-18,154158400000
2014-06-19,150747000000
2014-06-20,149456200000
2014-06-23,150839200000
2014-06-24,149456200000
2014-06-25,150931400000
2014-06-26,150101600000
2014-06-27,149640600000
2014-06-30,149408000000
2014-07-01,152904000000
2014-07-02,153088000000
2014-07-03,155204000000
2014-07-07,153456000000
2014-07-08,148948000000
2014-07-09,151800000000
2014-07-10,150880000000
2014-07-11,159252000000
2014-07-14,163484000000
2014-07-15,163024000000
2014-07-16,163760000000
2014-07-17,162104000000
2014-07-18,164956000000
2014-07-21,165508000000
2014-07-22,165968000000
2014-07-23,164772000000
2014-07-24,164956000000
2014-07-25,149040000000
2014-07-28,147384000000
2014-07-29,147200000000
2014-07-30,148396000000
2014-07-31,143980000000
2014-08-01,141220000000
2014-08-04,144256000000
2014-08-05,143704000000
2014-08-06,144348000000
2014-08-07,143244000000
2014-08-08,145728000000
2014-08-11,146464000000
2014-08-12,146924000000
2014-08-13,150052000000
2014-08-14,153272000000
2014-08-15,153456000000
2014-08-18,153916000000
2014-08-19,154192000000
2014-08-20,154468000000
2014-08-21,153180000000
2014-08-22,152535999999
2014-08-25,153640000000
2014-08-26,157228000000
2014-08-27,157872000000
2014-08-28,156400000000
2014-08-29,155940000000
2014-09-02,157504000000
2014-09-03,155940000000
2014-09-04,159160000000
2014-09-05,159344000000
2014-09-08,157504000000
2014-09-09,151708000000
2014-09-10,152444000000
2014-09-11,152076000000
2014-09-12,152352000000
2014-09-15,148948000000
2014-09-16,150788000000
2014-09-17,149040000000
2014-09-18,149500000000
2014-09-19,152444000000
2014-09-22,149316000000
2014-09-23,148856000000
2014-09-24,150972000000
2014-09-25,148120000000
2014-09-26,148672000000
2014-09-29,148028000000
2014-09-30,149593600000
2014-10-01,147273600000
2014-10-02,147737600000
2014-10-03,149779200000
2014-10-06,149500800000
2014-10-07,147088000000
2014-10-08,149779200000
2014-10-09,146345600000
2014-10-10,144489600000
2014-10-13,142169600000
2014-10-14,143097600000
2014-10-15,141984000000
2014-10-16,140499200000
2014-10-17,140870400000
2014-10-20,142076800000
2014-10-21,146345600000
2014-10-22,145232000000
2014-10-23,145324800000
2014-10-24,133168000000
2014-10-27,134560000000
2014-10-28,137158400000
2014-10-29,136508800000
2014-10-30,138736000000
2014-10-31,141705600000
2014-11-03,141891200000
2014-11-04,140499200000
2014-11-05,137622400000
2014-11-06,137622400000
2014-11-07,139107200000
2014-11-10,141612800000
2014-11-11,144768000000
2014-11-12,144582400000
2014-11-13,146809600000
2014-11-14,152099200000
2014-11-17,149872000000
2014-11-18,150800000000
2014-11-19,151542399999
2014-11-20,153398400000
2014-11-21,154326400000
2014-11-24,155718400000
2014-11-25,155440000000
2014-11-26,154790400000
2014-11-28,157110400000
2014-12-01,151264000000
2014-12-02,151449600000
2014-12-03,146902400000
2014-12-04,147088000000
2014-12-05,145046400000
2014-12-08,142262400000
2014-12-09,145046400000
2014-12-10,141891200000
2014-12-11,142633600000
2014-12-12,142633600000
2014-12-15,141984000000
2014-12-16,136880000000
2014-12-17,138643200000
2014-12-18,138179200000
2014-12-19,139200000000
2014-12-22,142262400000
2014-12-23,142076800000
2014-12-24,140592000000
2014-12-26,143376000000
2014-12-29,144768000000
2014-12-30,144025600000
2014-12-31,144336000000
2015-01-02,143499000000
2015-01-05,140523000000
2015-01-06,137268000000
2015-01-07,138756000000
2015-01-08,139686000000
2015-01-09,138105000000
2015-01-12,135501000000
2015-01-13,137082000000
2015-01-14,136338000000
2015-01-15,133455000000
2015-01-16,135221999999
2015-01-20,134571000000
2015-01-21,138198000000
2015-01-22,144336000000
2015-01-23,145266000000
2015-01-26,143964000000
2015-01-27,142662000000
2015-01-28,141360000000
2015-01-29,144987000000
2015-01-30,164889000000
2015-02-02,169446000000
2015-02-03,169074000000
2015-02-04,169632000000
2015-02-05,173817000000
2015-02-06,174003000000
2015-02-09,172329000000
2015-02-10,173445000000
2015-02-11,174468000000
2015-02-12,175398000000
2015-02-13,177537000000
2015-02-17,174561000000
2015-02-18,173631000000
2015-02-19,176235000000
2015-02-20,178374000000
2015-02-23,176793000000
2015-02-24,176049000000
2015-02-25,179211000000
2015-02-26,178932000000
2015-02-27,176793000000
2015-03-02,179304000000
2015-03-03,178839000000
2015-03-04,178002000000
2015-03-05,180327000000
2015-03-06,176700000000
2015-03-09,176049000000
2015-03-10,171864000000
2015-03-11,170376000000
2015-03-12,174003000000
2015-03-13,172329000000
2015-03-16,173631000000
2015-03-17,172980000000
2015-03-18,174468000000
2015-03-19,173538000000
2015-03-20,175956000000
2015-03-23,174468000000
2015-03-24,173910000000
2015-03-25,172515000000
2015-03-26,170841000000
2015-03-27,172329000000
2015-03-30,174189000000
2015-03-31,173817400000
2015-04-01,172883400000
2015-04-02,173817400000
2015-04-06,176059000000
2015-04-07,174844800000
2015-04-08,178020400000
2015-04-09,179141200000
2015-04-10,178674200000
2015-04-13,178580800000
2015-04-14,179888400000
2015-04-15,179047800000
2015-04-16,180262000000
2015-04-17,175405200000
2015-04-20,181943200000
2015-04-21,182690400000
2015-04-22,182036600000
2015-04-23,182130000000
2015-04-24,207815000000
2015-04-27,204826200000
2015-04-28,200529800000
2015-04-29,200529800000
2015-04-30,196980600000
2015-05-01,197447600000
2015-05-04,197541000000
2015-05-05,196700400000
2015-05-06,195766400000
2015-05-07,199315600000
2015-05-08,202491200000
2015-05-11,202117600000
2015-05-12,201277000000
2015-05-13,199315600000
2015-05-14,201837400000
2015-05-15,198942000000
2015-05-18,198568400000
2015-05-19,196980600000
2015-05-20,197914600000
2015-05-21,201557199999
2015-05-22,199689200000
2015-05-26,198661800000
2015-05-27,201463800000
2015-05-28,199222199999
2015-05-29,200436400000
2015-06-01,201277000000
2015-06-02,201277000000
2015-06-03,203892199999
2015-06-04,201183600000
2015-06-05,199409000000
2015-06-08,197727800000
2015-06-09,198661800000
2015-06-10,201183600000
2015-06-11,202211000000
2015-06-12,200810000000
2015-06-15,197821200000
2015-06-16,199502400000
2015-06-17,199782600000
2015-06-18,205199800000
2015-06-19,203145000000
2015-06-22,203705400000
2015-06-23,208282000000
2015-06-24,205853600000
2015-06-25,205480000000
2015-06-26,204639400000
2015-06-29,200716600000
2015-06-30,203112000000
2015-07-01,204703200000
2015-07-02,204890400000
2015-07-06,204048000000
2015-07-07,204422400000
2015-07-08,201146400000
2015-07-09,203299200000
2015-07-10,207604800000
2015-07-13,213220800000
2015-07-14,217900800000
2015-07-15,215841600000
2015-07-16,222487200000
2015-07-17,226044000000
2015-07-20,228477600000
2015-07-21,228384000000
2015-07-22,228477600000
2015-07-23,225669600000
2015-07-24,247759200000
2015-07-27,248695200000
2015-07-28,246168000000
2015-07-29,247572000000
2015-07-30,251222400000
2015-07-31,250941600000
2015-08-03,250380000000
2015-08-04,248882400000
2015-08-05,251316000000
2015-08-06,247759200000
2015-08-07,244576800000
2015-08-10,245232000000
2015-08-11,246823200000
2015-08-12,246168000000
2015-08-13,247852800000
2015-08-14,248788799999
2015-08-17,250473600000
2015-08-18,250380000000
2015-08-19,249444000000
2015-08-20,241394400000
2015-08-21,231379200000
2015-08-24,216871200000
2015-08-25,218275200000
2015-08-26,234374400000
2015-08-27,242611200000
2015-08-28,242424000000
2015-08-31,239990400000
2015-09-01,232408799999
2015-09-02,238960800000
2015-09-03,236246400000
2015-09-04,233532000000
2015-09-08,242236800000
2015-09-09,241862400000
2015-09-10,244389600000
2015-09-11,247759200000
2015-09-14,244015200000
2015-09-15,244483200000
2015-09-16,246823200000
2015-09-17,252158400000
2015-09-18,252813600000
2015-09-21,256651200000
2015-09-22,251971200000
2015-09-23,250848000000
2015-09-24,249818400000
2015-09-25,245325600000
2015-09-28,235872000000
2015-09-29,232128000000
2015-09-30,240546000000
2015-10-01,244776000000
2015-10-02,250322000000
2015-10-05,255492000000
2015-10-06,252578000000
2015-10-07,254740000000
2015-10-08,250604000000
2015-10-09,253706000000
2015-10-12,258594000000
2015-10-13,258030000000
2015-10-14,256056000000
2015-10-15,264328000000
2015-10-16,268276000000
2015-10-19,269404000000
2015-10-20,263576000000
2015-10-21,261226000000
2015-10-22,265080000000
2015-10-23,281530000000
2015-10-26,286042000000
2015-10-27,287170000000
2015-10-28,290084000000
2015-10-29,294502000000
2015-10-30,294220000000
2015-11-02,295348000000
2015-11-03,293938000000
2015-11-04,301270000000
2015-11-05,308132000000
2015-11-06,309918000000
2015-11-09,308038000000
2015-11-10,310012000000
2015-11-11,316403999999
2015-11-12,312832000000
2015-11-13,301928000000
2015-11-16,304466000000
2015-11-17,302398000000
2015-11-18,311892000000
2015-11-19,310764000000
2015-11-20,314148000000
2015-11-23,319130000000
2015-11-24,315464000000
2015-11-25,317438000000
2015-11-27,316403999999
2015-11-30,312456000000
2015-12-01,319130000000
2015-12-02,317720000000
2015-12-03,313114000000
2015-12-04,316122000000
2015-12-07,314806000000
2015-12-08,318378000000
2015-12-09,312456000000
2015-12-10,311328000000
2015-12-11,300894000000
2015-12-14,309260000000
2015-12-15,309542000000
2015-12-16,317626000000
2015-12-17,315182000000
2015-12-18,312174000000
2015-12-21,312362000000
2015-12-22,311703999999
2015-12-23,311986000000
2015-12-24,311516000000
2015-12-28,317344000000
2015-12-29,326180000000
2015-12-30,323830000000
2015-12-31,318301800000
2016-01-04,300027000000
2016-01-05,298519800000
2016-01-06,297954600000
2016-01-07,286368000000
2016-01-08,285897000000
2016-01-11,290983800000
2016-01-12,290983800000
2016-01-13,274027800000
2016-01-14,279303000000
2016-01-15,268564200000
2016-01-19,270542400000
2016-01-20,269317800000
2016-01-21,270825000000
2016-01-22,280904400000
2016-01-25,280998600000
2016-01-26,283165200000
2016-01-27,274781400000
2016-01-28,299273400000
2016-01-29,276477000000
2016-02-01,270730800000
2016-02-02,260086200000
2016-02-03,250101000000
2016-02-04,252550200000
2016-02-05,236536200000
2016-02-08,229942200000
2016-02-09,227022000000
2016-02-10,230978400000
2016-02-11,237289800000
2016-02-12,238797000000
2016-02-16,245485200000
2016-02-17,251608200000
2016-02-18,247275000000
2016-02-19,251985000000
2016-02-22,263571600000
2016-02-23,260463000000
2016-02-24,260934000000
2016-02-25,261499200000
2016-02-26,261499200000
2016-02-29,260274600000
2016-03-01,272709000000
2016-03-02,273274200000
2016-03-03,271955400000
2016-03-04,270919200000
2016-03-07,265078800000
2016-03-08,263854200000
2016-03-09,263477400000
2016-03-10,263289000000
2016-03-11,268281600000
2016-03-14,270071400000
2016-03-15,271767000000
2016-03-16,270448200000
2016-03-17,263477400000
2016-03-18,259992000000
2016-03-21,260934000000
2016-03-22,263948400000
2016-03-23,268281600000
2016-03-24,274593000000
2016-03-28,273085800000
2016-03-29,279679800000
2016-03-30,281940600000
2016-03-31,280772800000
2016-04-01,283043200000
2016-04-04,280583600000
2016-04-05,277272600000
2016-04-06,284746000000
2016-04-07,279732200000
2016-04-08,281245800000
2016-04-11,281908000000
2016-04-12,285313600000
2016-04-13,290800400000
2016-04-14,293638400000
2016-04-15,296003400000
2016-04-18,300544200000
2016-04-19,297044000000
2016-04-20,299409000000
2016-04-21,298463000000
2016-04-22,293543800000
2016-04-25,296192600000
2016-04-26,291746400000
2016-04-27,286921800000
2016-04-28,284746000000
2016-04-29,311990800000
2016-05-02,323437400000
2016-05-03,317572200000
2016-05-04,317288400000
2016-05-05,311707000000
2016-05-06,318802000000
2016-05-09,321545400000
2016-05-10,332519000000
2016-05-11,337343599999
2016-05-12,339614000000
2016-05-13,335830000000
2016-05-16,336113800000
2016-05-17,328829600000
2016-05-18,329870200000
2016-05-19,330437800000
2016-05-20,332424400000
2016-05-23,329586400000
2016-05-24,333086600000
2016-05-25,335073200000
2016-05-26,338195000000
2016-05-27,336870600000
2016-05-31,341884400000
2016-06-01,340276200000
2016-06-02,344438599999
2016-06-03,343208800000
2016-06-06,343776400000
2016-06-07,342357400000
2016-06-08,343681800000
2016-06-09,344154800000
2016-06-10,339614000000
2016-06-13,338289600000
2016-06-14,340276200000
2016-06-15,337816600000
2016-06-16,339424800000
2016-06-17,334127200000
2016-06-20,337722000000
2016-06-21,338573400000
2016-06-22,336113800000
2016-06-23,341506000000
2016-06-24,330627000000
2016-06-27,327032200000
2016-06-28,334884000000
2016-06-29,338478800000
2016-06-30,339194400000
2016-07-01,343934400000
2016-07-05,345072000000
2016-07-06,349622400000
2016-07-07,349148400000
2016-07-08,353509200000
2016-07-11,357301200000
2016-07-12,354646799999
2016-07-13,351992400000
2016-07-14,351328800000
2016-07-15,348579600000
2016-07-18,348864000000
2016-07-19,350760000000
2016-07-20,353509200000
2016-07-21,352845600000
2016-07-22,353035200000
2016-07-25,350570400000
2016-07-26,348674400000
2016-07-27,349148400000
2016-07-28,356732400000
2016-07-29,359671200000
2016-08-01,363937200000
2016-08-02,360524400000
2016-08-03,357680400000
2016-08-04,360619200000
2016-08-05,363084000000
2016-08-08,363368400000
2016-08-09,364221600000
2016-08-10,364316400000
2016-08-11,365548800000
2016-08-12,366212400000
2016-08-15,364221600000
2016-08-16,362136000000
2016-08-17,362420400000
2016-08-18,362325600000
2016-08-19,359007600000
2016-08-22,359955600000
2016-08-23,361377600000
2016-08-24,358912800000
2016-08-25,359860800000
2016-08-26,364506000000
2016-08-29,365548800000
2016-08-30,363842400000
2016-08-31,364600800000
2016-09-01,365264400000
2016-09-02,366117600000
2016-09-06,373891200000
2016-09-07,371805600000
2016-09-08,371616000000
2016-09-09,360334800000
2016-09-12,365643600000
2016-09-13,360714000000
2016-09-14,360714000000
2016-09-15,364790400000
2016-09-16,369056400000
2016-09-19,367444800000
2016-09-20,369814800000
2016-09-21,374365200000
2016-09-22,381475200000
2016-09-23,381949200000
2016-09-26,378820800000
2016-09-27,386878800000
2016-09-28,392851200000
2016-09-29,392946000000
2016-09-30,398602400000
2016-10-03,398316800000
2016-10-04,396984000000
2016-10-05,401934400000
2016-10-06,400601600000
2016-10-07,399554400000
2016-10-10,400696800000
2016-10-11,395556000000
2016-10-12,396984000000
2016-10-13,394699200000
2016-10-14,391748000000
2016-10-17,386988000000
2016-10-18,389177600000
2016-10-19,389177600000
2016-10-20,385750400000
2016-10-21,389844000000
2016-10-24,398888000000
2016-10-25,397555200000
2016-10-26,391557600000
2016-10-27,389558400000
2016-10-28,369566400000
2016-10-31,375944800000
2016-11-01,373850400000
2016-11-02,364425600000
2016-11-03,365092000000
2016-11-04,359380000000
2016-11-07,373660000000
2016-11-08,374992800000
2016-11-09,367376800000
2016-11-10,353382400000
2016-11-11,351764000000
2016-11-14,342244000000
2016-11-15,353763199999
2016-11-16,355286400000
2016-11-17,360046400000
2016-11-18,361855200000
2016-11-21,371280000000
2016-11-22,373850400000
2016-11-23,371375200000
2016-11-25,371470400000
2016-11-28,364996800000
2016-11-29,362997600000
2016-11-30,357285600000
2016-12-01,353953600000
2016-12-02,352430400000
2016-12-05,361474400000
2016-12-06,364044800000
2016-12-07,366710400000
2016-12-08,365282400000
2016-12-09,365853600000
2016-12-12,361855200000
2016-12-13,368614400000
2016-12-14,365948800000
2016-12-15,362236000000
2016-12-16,360712800000
2016-12-19,364616000000
2016-12-20,367091200000
2016-12-21,366805600000
2016-12-22,364806400000
2016-12-23,362045600000
2016-12-27,367186400000
2016-12-28,367567200000
2016-12-29,364235200000
2016-12-30,356904800000
2017-01-03,359467200000
2017-01-04,361184400000
2017-01-05,372250800000
2017-01-06,379692000000
2017-01-09,380169000000
2017-01-10,379596600000
2017-01-11,381123000000
2017-01-12,388087200000
2017-01-13,389804400000
2017-01-17,386274600000
2017-01-18,385129800000
2017-01-19,385893000000
2017-01-20,385606800000
2017-01-23,390090600000
2017-01-24,392284800000
2017-01-25,399058200000
2017-01-26,400298400000
2017-01-27,398676600000
2017-01-30,396100800000
2017-01-31,392761800000
2017-02-01,397054800000
2017-02-02,400680000000
2017-02-03,386465400000
2017-02-06,385225200000
2017-02-07,387610200000
2017-02-08,391044600000
2017-02-09,391807800000
2017-02-10,394669800000
2017-02-13,399058200000
2017-02-14,398962800000
2017-02-15,401920200000
2017-02-16,402683400000
2017-02-17,403065000000
2017-02-21,408502800000
2017-02-22,408121200000
2017-02-23,406499400000
2017-02-24,403160400000
2017-02-27,404782200000
2017-02-28,403065000000
2017-03-01,406881000000
2017-03-02,404973000000
2017-03-03,405354600000
2017-03-06,403828200000
2017-03-07,403542000000
2017-03-08,405736200000
2017-03-09,406881000000
2017-03-10,406594800000
2017-03-13,407644200000
2017-03-14,406690200000
2017-03-15,406881000000
2017-03-16,407071800000
2017-03-17,406594800000
2017-03-20,408789000000
2017-03-21,402206399999
2017-03-22,404496000000
2017-03-23,404209800000
2017-03-24,403351200000
2017-03-27,403923600000
2017-03-28,408312000000
2017-03-29,417088800000
2017-03-30,418042800000
2017-03-31,424681400000
2017-04-03,427076400000
2017-04-04,434357200000
2017-04-05,435506800000
2017-04-06,430237799999
2017-04-07,428609200000
2017-04-10,434453000000
2017-04-11,432249600000
2017-04-12,429279800000
2017-04-13,423723400000
2017-04-17,432058000000
2017-04-18,432920200000
2017-04-19,430716800000
2017-04-20,432058000000
2017-04-21,430429400000
2017-04-24,434644600000
2017-04-25,434740400000
2017-04-26,435506800000
2017-04-27,439913600000
2017-04-28,443075000000
2017-05-01,454187799999
2017-05-02,453613000000
2017-05-03,450739000000
2017-05-04,449110400000
2017-05-05,447481800000
2017-05-08,454571000000
2017-05-09,456391200000
2017-05-10,454571000000
2017-05-11,453900400000
2017-05-12,460510600000
2017-05-15,458882000000
2017-05-16,462714000000
2017-05-17,452559200000
2017-05-18,459073600000
2017-05-19,459744200000
2017-05-22,464917400000
2017-05-23,465396400000
2017-05-24,469611600000
2017-05-25,475838600000
2017-05-26,476988200000
2017-05-30,477371400000
2017-05-31,476413400000
2017-06-01,477084000000
2017-06-02,482257200000
2017-06-05,484460600000
2017-06-06,480437000000
2017-06-07,483790000000
2017-06-08,483885800000
2017-06-09,468653600000
2017-06-12,462235000000
2017-06-13,469803200000
2017-06-14,467695600000
2017-06-15,461851800000
2017-06-16,473156200000
2017-06-19,476700800000
2017-06-20,475455400000
2017-06-21,480053800000
2017-06-22,479574800000
2017-06-23,480820200000
2017-06-26,476126000000
2017-06-27,467887200000
2017-06-28,474401600000
2017-06-29,467504000000
2017-06-30,465608000000
2017-07-03,458681600000
2017-07-05,467243400000
2017-07-06,464261200000
2017-07-07,470802800000
2017-07-10,479268400000
2017-07-11,478210200000
2017-07-12,484174600000
2017-07-13,481288600000
2017-07-14,481865800000
2017-07-17,485810000000
2017-07-18,492736400000
2017-07-19,493890800000
2017-07-20,494852800000
2017-07-21,493313600000
2017-07-24,499759000000
2017-07-25,500143800000
2017-07-26,506396800000
2017-07-27,503126000000
2017-07-28,490620000000
2017-07-31,475131800000
2017-08-01,479172200000
2017-08-02,478979800000
2017-08-03,474747000000
2017-08-04,475035600000
2017-08-07,477248200000
2017-08-08,476093800000
2017-08-09,472342000000
2017-08-10,460317000000
2017-08-11,465608000000
2017-08-14,473015400000
2017-08-15,472726800000
2017-08-16,470514199999
2017-08-17,462048600000
2017-08-18,460990400000
2017-08-21,458489199999
2017-08-22,465127000000
2017-08-23,460798000000
2017-08-24,458104400000
2017-08-25,454641200000
2017-08-28,455026000000
2017-08-29,458874000000
2017-08-30,465415600000
2017-08-31,471668600000
2017-09-01,470514199999
2017-09-05,464261200000
2017-09-06,465511800000
2017-09-07,471091400000
2017-09-08,464549800000
2017-09-11,470418000000
2017-09-12,472630600000
2017-09-13,480807600000
2017-09-14,477248200000
2017-09-15,474650800000
2017-09-18,468590200000
2017-09-19,466473800000
2017-09-20,468109199999
2017-09-21,463972600000
2017-09-22,459451200000
2017-09-25,452043800000
2017-09-26,451466600000
2017-09-27,457334800000
2017-09-28,460028400000
2017-09-29,462433400000
2017-10-02,463293600000
2017-10-03,462327600000
2017-10-04,466288200000
2017-10-05,473726400000
2017-10-06,477976800000
2017-10-09,478653000000
2017-10-10,476817600000
2017-10-11,480585000000
2017-10-12,483483000000
2017-10-13,484449000000
2017-10-16,486091200000
2017-10-17,487443600000
2017-10-18,481551000000
2017-10-19,476527800000
2017-10-20,474789000000
2017-10-23,466674600000
2017-10-24,471311400000
2017-10-25,469959000000
2017-10-26,469669200000
2017-10-27,531783000000
2017-10-30,536516400000
2017-10-31,533811600000
2017-11-01,533038800000
2017-11-02,528498600000
2017-11-03,536902800000
2017-11-06,541249800000
2017-11-07,542505599999
2017-11-08,547142400000
2017-11-09,545403600000
2017-11-10,543568200000
2017-11-13,545403600000
2017-11-14,549074400000
2017-11-15,544147800000
2017-11-16,549267600000
2017-11-17,545693400000
2017-11-20,544051200000
2017-11-21,550330200000
2017-11-22,558444600000
2017-11-24,572838000000
2017-11-27,577571400000
2017-11-28,576508800000
2017-11-29,560859600000
2017-11-30,568394400000
2017-12-01,561439200000
2017-12-04,547722000000
2017-12-05,551392800000
2017-12-06,556609200000
2017-12-07,560183400000
2017-12-08,561246000000
2017-12-11,564627000000
2017-12-12,562695000000
2017-12-13,562308600000
2017-12-14,567138600000
2017-12-15,569553600000
2017-12-18,575059800000
2017-12-19,573514200000
2017-12-20,568780800000
2017-12-21,567428400000
2017-12-22,564337200000
2017-12-26,568394400000
2017-12-27,571002600000
2017-12-28,572934600000
2017-12-29,564820200000
2018-01-02,575476000000
2018-01-03,582832800000
2018-01-04,585446400000
2018-01-05,594932800000
2018-01-08,603451200000
2018-01-09,606258400000
2018-01-10,607129600000
2018-01-11,617874400000
2018-01-12,631716800000
2018-01-16,631523200000
2018-01-17,626780000000
2018-01-18,626005600000
2018-01-19,626586400000
2018-01-22,642461600000
2018-01-23,659498400000
2018-01-24,657078400000
2018-01-25,666952000000
2018-01-26,678568000000
2018-01-29,686118400000
2018-01-30,695895200000
2018-01-31,702187200000
2018-02-01,672760000000
2018-02-02,692120000000
2018-02-05,672760000000
2018-02-06,698315200000
2018-02-07,685731200000
2018-02-08,653690400000
2018-02-09,648366400000
2018-02-12,670920800000
2018-02-13,684666400000
2018-02-14,702284000000
2018-02-15,707511200000
2018-02-16,701122400000
2018-02-20,710705600000
2018-02-21,717772000000
2018-02-22,718933600000
2018-02-23,726000000000
2018-02-26,736648000000
2018-02-27,731808000000
2018-02-28,732001600000
2018-03-01,722805600000
2018-03-02,726096800000
2018-03-05,737422400000
2018-03-06,744198400000
2018-03-07,747780000000
2018-03-08,751071200000
2018-03-09,764139200000
2018-03-12,773625600000
2018-03-13,768688800000
2018-03-14,770044000000
2018-03-15,765881600000
2018-03-16,760654400000
2018-03-19,747780000000
2018-03-20,767914400000
2018-03-21,765591200000
2018-03-22,747780000000
2018-03-23,723870400000
2018-03-26,753007200000
2018-03-27,724548000000
2018-03-28,692797599999
2018-03-29,700541600000
2018-04-02,666792000000
2018-04-03,676512000000
2018-04-04,685551600000
2018-04-05,705574800000
2018-04-06,682927200000
2018-04-09,683316000000
2018-04-10,697993200000
2018-04-11,693522000000
2018-04-12,704019600000
2018-04-13,695368800000
2018-04-16,700520399999
2018-04-17,730846800000
2018-04-18,742510800000
2018-04-19,756702000000
2018-04-20,742316400000
2018-04-23,737650800000
2018-04-24,709560000000
2018-04-25,709657200000
2018-04-26,737748000000
2018-04-27,764283600000
2018-04-30,761173200000
2018-05-01,768949200000
2018-05-02,762825600000
2018-05-03,763992000000
2018-05-04,768366000000
2018-05-07,777697200000
2018-05-08,773906400000
2018-05-09,781488000000
2018-05-10,781974000000
2018-05-11,779058000000
2018-05-14,778377600000
2018-05-15,766033200000
2018-05-16,771379200000
2018-05-17,768754800000
2018-05-18,765158400000
2018-05-21,770504400000
2018-05-22,768560399999
2018-05-23,778474800000
2018-05-24,779058000000
2018-05-25,782557200000
2018-05-29,783820800000
2018-05-30,789652800000
2018-05-31,791985600000
2018-06-01,797817600000
2018-06-04,809287200000
2018-06-05,824450399999
2018-06-06,824158800000
2018-06-07,820951200000
2018-06-08,818424000000
2018-06-11,820951200000
2018-06-12,825616800000
2018-06-13,828532800000
2018-06-14,837766800000
2018-06-15,833976000000
2018-06-18,837766800000
2018-06-19,843112800000
2018-06-20,850500000000
2018-06-21,840877200000
2018-06-22,833781600000
2018-06-25,808315200000
2018-06-26,821826000000
2018-06-27,807051600000
2018-06-28,826880399999
2018-06-29,826102800000
2018-07-02,836334400000
2018-07-03,826672000000
2018-07-05,829502400000
2018-07-06,834772800000
2018-07-09,848632000000
2018-07-10,850584000000
2018-07-11,856440000000
2018-07-12,876740800000
2018-07-13,884744000000
2018-07-16,889331200000
