,AMZN
2004-08-24,15873000000
2004-08-25,16442800000
2004-08-26,16361399999
2004-08-27,16280000000
2004-08-30,15628800000
2004-08-31,15547400000
2004-09-01,15547400000
2004-09-02,15954400000
2004-09-03,15791600000
2004-09-07,15710200000
2004-09-08,15466000000
2004-09-09,15466000000
2004-09-10,15710200000
2004-09-13,16280000000
2004-09-14,17338200000
2004-09-15,17175399999
2004-09-16,17338200000
2004-09-17,17501000000
2004-09-20,17582400000
2004-09-21,17582400000
2004-09-22,16849799999
2004-09-23,17012599999
2004-09-24,16686999999
2004-09-27,16280000000
2004-09-28,16035800000
2004-09-29,16605600000
2004-09-30,16687200000
2004-10-01,16523600000
2004-10-04,16768999999
2004-10-05,16768999999
2004-10-06,16932599999
2004-10-07,16850800000
2004-10-08,16360000000
2004-10-11,16441799999
2004-10-12,16441799999
2004-10-13,16360000000
2004-10-14,16032800000
2004-10-15,15787400000
2004-10-18,16032800000
2004-10-19,15705600000
2004-10-20,15705600000
2004-10-21,16114600000
2004-10-22,14151400000
2004-10-25,13906000000
2004-10-26,13824200000
2004-10-27,13987800000
2004-10-28,14069600000
2004-10-29,13987800000
2004-11-01,14396800000
2004-11-02,14805800000
2004-11-03,14724000000
2004-11-04,15133000000
2004-11-05,14969400000
2004-11-08,15296600000
2004-11-09,15296600000
2004-11-10,15542000000
2004-11-11,15869200000
2004-11-12,16523600000
2004-11-15,16687200000
2004-11-16,16360000000
2004-11-17,16360000000
2004-11-18,16523600000
2004-11-19,15787400000
2004-11-22,15542000000
2004-11-23,15705600000
2004-11-24,15869200000
2004-11-26,15951000000
2004-11-29,15951000000
2004-11-30,16196400000
2004-12-01,16360000000
2004-12-02,16441799999
2004-12-03,16360000000
2004-12-06,16114600000
2004-12-07,15623800000
2004-12-08,15869200000
2004-12-09,16278200000
2004-12-10,15951000000
2004-12-13,16278200000
2004-12-14,16523600000
2004-12-15,16768999999
2004-12-16,16360000000
2004-12-17,16360000000
2004-12-20,15951000000
2004-12-21,16114600000
2004-12-22,16196400000
2004-12-23,15951000000
2004-12-27,17259800000
2004-12-28,18241400000
2004-12-29,18323200000
2004-12-30,18405000000
2004-12-31,18122000000
2005-01-03,18286000000
2005-01-04,17302000000
2005-01-05,17137999999
2005-01-06,16809999999
2005-01-07,17384000000
2005-01-10,17137999999
2005-01-11,17056000000
2005-01-12,17384000000
2005-01-13,17466000000
2005-01-14,18286000000
2005-01-18,18286000000
2005-01-19,18040000000
2005-01-20,17384000000
2005-01-21,16892000000
2005-01-24,16564000000
2005-01-25,16809999999
2005-01-26,16973999999
2005-01-27,17384000000
2005-01-28,17302000000
2005-01-31,17712000000
2005-02-01,17384000000
2005-02-02,17137999999
2005-02-03,14678000000
2005-02-04,14678000000
2005-02-07,14596000000
2005-02-08,14924000000
2005-02-09,14678000000
2005-02-10,14678000000
2005-02-11,14678000000
2005-02-14,14760000000
2005-02-15,14842000000
2005-02-16,14596000000
2005-02-17,14596000000
2005-02-18,14514000000
2005-02-22,14268000000
2005-02-23,14022000000
2005-02-24,14186000000
2005-02-25,14350000000
2005-02-28,14432000000
2005-03-01,14514000000
2005-03-02,14596000000
2005-03-03,14596000000
2005-03-04,14678000000
2005-03-07,14924000000
2005-03-08,14678000000
2005-03-09,14514000000
2005-03-10,14350000000
2005-03-11,14268000000
2005-03-14,14186000000
2005-03-15,14022000000
2005-03-16,13858000000
2005-03-17,13940000000
2005-03-18,14022000000
2005-03-21,13776000000
2005-03-22,13612000000
2005-03-23,13612000000
2005-03-24,13448000000
2005-03-28,13694000000
2005-03-29,13694000000
2005-03-30,14104000000
2005-03-31,14056200000
2005-04-01,13974000000
2005-04-04,14385000000
2005-04-05,14467200000
2005-04-06,14302800000
2005-04-07,14385000000
2005-04-08,14220600000
2005-04-11,14220600000
2005-04-12,14220600000
2005-04-13,14138400000
2005-04-14,13974000000
2005-04-15,13563000000
2005-04-18,13563000000
2005-04-19,13480800000
2005-04-20,13645200000
2005-04-21,13891800000
2005-04-22,13563000000
2005-04-25,13809600000
2005-04-26,13480800000
2005-04-27,13069800000
2005-04-28,13398600000
2005-04-29,13316400000
2005-05-02,13645200000
2005-05-03,13645200000
2005-05-04,13974000000
2005-05-05,13974000000
2005-05-06,14220600000
2005-05-09,14220600000
2005-05-10,14056200000
2005-05-11,13891800000
2005-05-12,13891800000
2005-05-13,13974000000
2005-05-16,14220600000
2005-05-17,14302800000
2005-05-18,14549400000
2005-05-19,14631600000
2005-05-20,14631600000
2005-05-23,14631600000
2005-05-24,14631600000
2005-05-25,14467200000
2005-05-26,14549400000
2005-05-27,14631600000
2005-05-31,14631600000
2005-06-01,15042600000
2005-06-02,14960400000
2005-06-03,14631600000
2005-06-06,14713800000
2005-06-07,14549400000
2005-06-08,14302800000
2005-06-09,14467200000
2005-06-10,14385000000
2005-06-13,14302800000
2005-06-14,14385000000
2005-06-15,14467200000
2005-06-16,14631600000
2005-06-17,14549400000
2005-06-20,14631600000
2005-06-21,14549400000
2005-06-22,14467200000
2005-06-23,14549400000
2005-06-24,14385000000
2005-06-27,14220600000
2005-06-28,13891800000
2005-06-29,13727400000
2005-06-30,13629000000
2005-07-01,13629000000
2005-07-05,14042000000
2005-07-06,14042000000
2005-07-07,14042000000
2005-07-08,14372400000
2005-07-11,14702800000
2005-07-12,15033200000
2005-07-13,15115800000
2005-07-14,15363600000
2005-07-15,15363600000
2005-07-18,15363600000
2005-07-19,15776600000
2005-07-20,15776600000
2005-07-21,15694000000
2005-07-22,15694000000
2005-07-25,15694000000
2005-07-26,15611400000
2005-07-27,18006800000
2005-07-28,18832800000
2005-07-29,18667600000
2005-08-01,18585000000
2005-08-02,19245800000
2005-08-03,19080600000
2005-08-04,18750200000
2005-08-05,18667600000
2005-08-08,18832800000
2005-08-09,18998000000
2005-08-10,18502400000
2005-08-11,18667600000
2005-08-12,18254600000
2005-08-15,18585000000
2005-08-16,18254600000
2005-08-17,18254600000
2005-08-18,18089400000
2005-08-19,18089400000
2005-08-22,18089400000
2005-08-23,17924200000
2005-08-24,17511200000
2005-08-25,17511200000
2005-08-26,17511200000
2005-08-29,17676400000
2005-08-30,17511200000
2005-08-31,17593800000
2005-09-01,17263400000
2005-09-02,17180800000
2005-09-06,18006800000
2005-09-07,18089400000
2005-09-08,17759000000
2005-09-09,17759000000
2005-09-12,18419800000
2005-09-13,18172000000
2005-09-14,17759000000
2005-09-15,17676400000
2005-09-16,17676400000
2005-09-19,17676400000
2005-09-20,17263400000
2005-09-21,17015600000
2005-09-22,17346000000
2005-09-23,17428600000
2005-09-26,17924200000
2005-09-27,17841600000
2005-09-28,17924200000
2005-09-29,18502400000
2005-09-30,18841000000
2005-10-03,19090000000
2005-10-04,18675000000
2005-10-05,18426000000
2005-10-06,18260000000
2005-10-07,18177000000
2005-10-10,18177000000
2005-10-11,18011000000
2005-10-12,17679000000
2005-10-13,17679000000
2005-10-14,18177000000
2005-10-17,18675000000
2005-10-18,18509000000
2005-10-19,19007000000
2005-10-20,18675000000
2005-10-21,19090000000
2005-10-24,19505000000
2005-10-25,19173000000
2005-10-26,16517000000
2005-10-27,16185000000
2005-10-28,16185000000
2005-10-31,16517000000
2005-11-01,16766000000
2005-11-02,16932000000
2005-11-03,17264000000
2005-11-04,17014999999
2005-11-07,17181000000
2005-11-08,17430000000
2005-11-09,17181000000
2005-11-10,17513000000
2005-11-11,17679000000
2005-11-14,17679000000
2005-11-15,18426000000
2005-11-16,18841000000
2005-11-17,19422000000
2005-11-18,19920000000
2005-11-21,19920000000
2005-11-22,20252000000
2005-11-23,20003000000
2005-11-25,19920000000
2005-11-28,20086000000
2005-11-29,20169000000
2005-11-30,20086000000
2005-12-01,20335000000
2005-12-02,20335000000
2005-12-05,20252000000
2005-12-06,20418000000
2005-12-07,20252000000
2005-12-08,20086000000
2005-12-09,20252000000
2005-12-12,20335000000
2005-12-13,20584000000
2005-12-14,20501000000
2005-12-15,20501000000
2005-12-16,20418000000
2005-12-19,20086000000
2005-12-20,20003000000
2005-12-21,20335000000
2005-12-22,20418000000
2005-12-23,20418000000
2005-12-27,20169000000
2005-12-28,19920000000
2005-12-29,19920000000
2005-12-30,19588000000
2006-01-03,19849200000
2006-01-04,19682400000
2006-01-05,19849200000
2006-01-06,19932600000
2006-01-09,19599000000
2006-01-10,19015200000
2006-01-11,18765000000
2006-01-12,18514800000
2006-01-13,18514800000
2006-01-17,18348000000
2006-01-18,18514800000
2006-01-19,18514800000
2006-01-20,18348000000
2006-01-23,18264600000
2006-01-24,18348000000
2006-01-25,18181200000
2006-01-26,18598200000
2006-01-27,18848400000
2006-01-30,18765000000
2006-01-31,18681600000
2006-02-01,18348000000
2006-02-02,17847600000
2006-02-03,16012800000
2006-02-06,15846000000
2006-02-07,15679200000
2006-02-08,15929400000
2006-02-09,15846000000
2006-02-10,16096200000
2006-02-13,15762600000
2006-02-14,15929400000
2006-02-15,16346400000
2006-02-16,16346400000
2006-02-17,16346400000
2006-02-21,15929400000
2006-02-22,16179600000
2006-02-23,15846000000
2006-02-24,16012800000
2006-02-27,15846000000
2006-02-28,15595800000
2006-03-01,15512400000
2006-03-02,15345600000
2006-03-03,15512400000
2006-03-06,15345600000
2006-03-07,15429000000
2006-03-08,15345600000
2006-03-09,15095400000
2006-03-10,15095400000
2006-03-13,15095400000
2006-03-14,15429000000
2006-03-15,15345600000
2006-03-16,15345600000
2006-03-17,15012000000
2006-03-20,15095400000
2006-03-21,15012000000
2006-03-22,15012000000
2006-03-23,14845200000
2006-03-24,14761800000
2006-03-27,14678400000
2006-03-28,14845200000
2006-03-29,15178800000
2006-03-30,15262200000
2006-03-31,15298800000
2006-04-03,15131600000
2006-04-04,15382400000
2006-04-05,15633200000
2006-04-06,16134800000
2006-04-07,15466000000
2006-04-10,15298800000
2006-04-11,15048000000
2006-04-12,15131600000
2006-04-13,15298800000
2006-04-17,14713600000
2006-04-18,15131600000
2006-04-19,15382400000
2006-04-20,15215200000
2006-04-21,15048000000
2006-04-24,14964400000
2006-04-25,14880800000
2006-04-26,14964400000
2006-04-27,14964400000
2006-04-28,14713600000
2006-05-01,14462800000
2006-05-02,14379200000
2006-05-03,14212000000
2006-05-04,14379200000
2006-05-05,14630000000
2006-05-08,14462800000
2006-05-09,14546400000
2006-05-10,14295600000
2006-05-11,14044800000
2006-05-12,13710400000
2006-05-15,13710400000
2006-05-16,13710400000
2006-05-17,13208800000
2006-05-18,13626800000
2006-05-19,14212000000
2006-05-22,14546400000
2006-05-23,14128400000
2006-05-24,14713600000
2006-05-25,14880800000
2006-05-26,15048000000
2006-05-30,14462800000
2006-05-31,14462800000
2006-06-01,14630000000
2006-06-02,14546400000
2006-06-05,13961200000
2006-06-06,13961200000
2006-06-07,14128400000
2006-06-08,14044800000
2006-06-09,14128400000
2006-06-12,14044800000
2006-06-13,13961200000
2006-06-14,14044800000
2006-06-15,14630000000
2006-06-16,14630000000
2006-06-19,14630000000
2006-06-20,14797200000
2006-06-21,15298800000
2006-06-22,15215200000
2006-06-23,15298800000
2006-06-26,15382400000
2006-06-27,15215200000
2006-06-28,15382400000
2006-06-29,16134800000
2006-06-30,16096200000
2006-07-03,16096200000
2006-07-05,15512400000
2006-07-06,15345600000
2006-07-07,15095400000
2006-07-10,14928600000
2006-07-11,14845200000
2006-07-12,14428200000
2006-07-13,14094600000
2006-07-14,13761000000
2006-07-17,14011200000
2006-07-18,13927800000
2006-07-19,14344800000
2006-07-20,14261400000
2006-07-21,13844400000
2006-07-24,14344800000
2006-07-25,14011200000
2006-07-26,10925400000
2006-07-27,11092200000
2006-07-28,11342400000
2006-07-31,11175600000
2006-08-01,11008800000
2006-08-02,10842000000
2006-08-03,11092200000
2006-08-04,11342400000
2006-08-07,11175600000
2006-08-08,11008800000
2006-08-09,10925400000
2006-08-10,11008800000
2006-08-11,10842000000
2006-08-14,11092200000
2006-08-15,11592600000
2006-08-16,11676000000
2006-08-17,12093000000
2006-08-18,12176400000
2006-08-21,11759400000
2006-08-22,11842800000
2006-08-23,11759400000
2006-08-24,11676000000
2006-08-25,11676000000
2006-08-28,12093000000
2006-08-29,12343200000
2006-08-30,12760200000
2006-08-31,12843600000
2006-09-01,13260600000
2006-09-05,13427400000
2006-09-06,12843600000
2006-09-07,12426600000
2006-09-08,12760200000
2006-09-11,12843600000
2006-09-12,13260600000
2006-09-13,13177200000
2006-09-14,13177200000
2006-09-15,13594200000
2006-09-18,13344000000
2006-09-19,13177200000
2006-09-20,13427400000
2006-09-21,12593400000
2006-09-22,12843600000
2006-09-25,13260600000
2006-09-26,13594200000
2006-09-27,13510800000
2006-09-28,13260600000
2006-09-29,13427400000
2006-10-02,12720400000
2006-10-03,13133400000
2006-10-04,13546400000
2006-10-05,13794200000
2006-10-06,13463800000
2006-10-09,13794200000
2006-10-10,13463800000
2006-10-11,13629000000
2006-10-12,13876800000
2006-10-13,13794200000
2006-10-16,13463800000
2006-10-17,13381200000
2006-10-18,13381200000
2006-10-19,13463800000
2006-10-20,13463800000
2006-10-23,13546400000
2006-10-24,13876800000
2006-10-25,15528800000
2006-10-26,15859200000
2006-10-27,15776600000
2006-10-30,15776600000
2006-10-31,15694000000
2006-11-01,15528800000
2006-11-02,15446200000
2006-11-03,15446200000
2006-11-06,15776600000
2006-11-07,16024400000
2006-11-08,16272200000
2006-11-09,16024400000
2006-11-10,16189600000
2006-11-13,16520000000
2006-11-14,17180800000
2006-11-15,17593800000
2006-11-16,17676400000
2006-11-17,17593800000
2006-11-20,17511200000
2006-11-21,17593800000
2006-11-22,17759000000
2006-11-24,17511200000
2006-11-27,16850400000
2006-11-28,16932999999
2006-11-29,16767799999
2006-11-30,16685200000
2006-12-01,16272200000
2006-12-04,16189600000
2006-12-05,16107000000
2006-12-06,16107000000
2006-12-07,15776600000
2006-12-08,15859200000
2006-12-11,15941800000
2006-12-12,15859200000
2006-12-13,15941800000
2006-12-14,16107000000
2006-12-15,16520000000
2006-12-18,16189600000
2006-12-19,16272200000
2006-12-20,16520000000
2006-12-21,16437400000
2006-12-22,16602599999
2006-12-26,16437400000
2006-12-27,16602599999
2006-12-28,16602599999
2006-12-29,16272200000
2007-01-03,15985600000
2007-01-04,16068000000
2007-01-05,15820800000
2007-01-08,15491200000
2007-01-09,15573600000
2007-01-10,15326400000
2007-01-11,15408800000
2007-01-12,15738400000
2007-01-16,15903200000
2007-01-17,15573600000
2007-01-18,15244000000
2007-01-19,15244000000
2007-01-22,15244000000
2007-01-23,14996800000
2007-01-24,15326400000
2007-01-25,15244000000
2007-01-26,15161600000
2007-01-29,15408800000
2007-01-30,15244000000
2007-01-31,15491200000
2007-02-01,15985600000
2007-02-02,15408800000
2007-02-05,15326400000
2007-02-06,15738400000
2007-02-07,16068000000
2007-02-08,16150400000
2007-02-09,15985600000
2007-02-12,15985600000
2007-02-13,16232800000
2007-02-14,16562399999
2007-02-15,16480000000
2007-02-16,16644800000
2007-02-20,17139200000
2007-02-21,16974400000
2007-02-22,16891999999
2007-02-23,16809600000
2007-02-26,16809600000
2007-02-27,15985600000
2007-02-28,16150400000
2007-03-01,15985600000
2007-03-02,15491200000
2007-03-05,15244000000
2007-03-06,15903200000
2007-03-07,15820800000
2007-03-08,15738400000
2007-03-09,15985600000
2007-03-12,15985600000
2007-03-13,15573600000
2007-03-14,15656000000
2007-03-15,15573600000
2007-03-16,15573600000
2007-03-19,15820800000
2007-03-20,15903200000
2007-03-21,16397600000
2007-03-22,16232800000
2007-03-23,16068000000
2007-03-26,16068000000
2007-03-27,16232800000
2007-03-28,16232800000
2007-03-29,16397600000
2007-03-30,16397600000
2007-04-02,16644800000
2007-04-03,16974400000
2007-04-04,17139200000
2007-04-05,17139200000
2007-04-09,17139200000
2007-04-10,17221600000
2007-04-11,17139200000
2007-04-12,17386400000
2007-04-13,17468800000
2007-04-16,18622400000
2007-04-17,18540000000
2007-04-18,18540000000
2007-04-19,18375200000
2007-04-20,18540000000
2007-04-23,18457600000
2007-04-24,18457600000
2007-04-25,23401600000
2007-04-26,25873600000
2007-04-27,25791200000
2007-04-30,25296800000
2007-05-01,25544000000
2007-05-02,25214400000
2007-05-03,25626400000
2007-05-04,26038400000
2007-05-07,25049600000
2007-05-08,25461600000
2007-05-09,25873600000
2007-05-10,25132000000
2007-05-11,25379200000
2007-05-14,25461600000
2007-05-15,24967200000
2007-05-16,26038400000
2007-05-17,25626400000
2007-05-18,26120800000
2007-05-21,28180800000
2007-05-22,28345600000
2007-05-23,28428000000
2007-05-24,28592800000
2007-05-25,28263200000
2007-05-29,28675200000
2007-05-30,28757600000
2007-05-31,28510400000
2007-06-01,28263200000
2007-06-04,29004800000
2007-06-05,30323200000
2007-06-06,29746400000
2007-06-07,29664000000
2007-06-08,30158400000
2007-06-11,29334400000
2007-06-12,28840000000
2007-06-13,29169600000
2007-06-14,29664000000
2007-06-15,29828800000
2007-06-18,29581600000
2007-06-19,28757600000
2007-06-20,28510400000
2007-06-21,28675200000
2007-06-22,28345600000
2007-06-25,28263200000
2007-06-26,27768800000
2007-06-27,28098400000
2007-06-28,28345600000
2007-06-29,28180800000
2007-07-02,28814400000
2007-07-03,28731600000
2007-07-05,28483200000
2007-07-06,28566000000
2007-07-09,29808000000
2007-07-10,29062800000
2007-07-11,29311200000
2007-07-12,30139200000
2007-07-13,31132800000
2007-07-16,30470400000
2007-07-17,30553200000
2007-07-18,30387600000
2007-07-19,30387600000
2007-07-20,29642400000
2007-07-23,29725200000
2007-07-24,28648800000
2007-07-25,35686800000
2007-07-26,34776000000
2007-07-27,34776000000
2007-07-30,34279199999
2007-07-31,32540400000
2007-08-01,32043600000
2007-08-02,33037200000
2007-08-03,31795200000
2007-08-06,32706000000
2007-08-07,32788800000
2007-08-08,32209200000
2007-08-09,30718800000
2007-08-10,30967200000
2007-08-13,30967200000
2007-08-14,30387600000
2007-08-15,29973600000
2007-08-16,30139200000
2007-08-17,31050000000
2007-08-20,30967200000
2007-08-21,32043600000
2007-08-22,32540400000
2007-08-23,32043600000
2007-08-24,32788800000
2007-08-27,32540400000
2007-08-28,31546800000
2007-08-29,32706000000
2007-08-30,32540400000
2007-08-31,33120000000
2007-09-04,34279199999
2007-09-05,34693200000
2007-09-06,35686800000
2007-09-07,35024400000
2007-09-10,34527600000
2007-09-11,35686800000
2007-09-12,36183600000
2007-09-13,36100800000
2007-09-14,36349200000
2007-09-17,36018000000
2007-09-18,36763200000
2007-09-19,36846000000
2007-09-20,37094400000
2007-09-21,37839600000
2007-09-24,38336400000
2007-09-25,38667600000
2007-09-26,38667600000
2007-09-27,38667600000
2007-09-28,38584800000
2007-10-01,38854400000
2007-10-02,38438400000
2007-10-03,38438400000
2007-10-04,38355200000
2007-10-05,38854400000
2007-10-08,39852800000
2007-10-09,39686400000
2007-10-10,39353600000
2007-10-11,37190400000
2007-10-12,38438400000
2007-10-15,37689600000
2007-10-16,37273600000
2007-10-17,37689600000
2007-10-18,37356800000
2007-10-19,37356800000
2007-10-22,37939200000
2007-10-23,41932800000
2007-10-24,36940800000
2007-10-25,36691200000
2007-10-26,37440000000
2007-10-29,37523200000
2007-10-30,36691200000
2007-10-31,37107200000
2007-11-01,36441600000
2007-11-02,35776000000
2007-11-05,35110400000
2007-11-06,36275200000
2007-11-07,36192000000
2007-11-08,34777600000
2007-11-09,32780800000
2007-11-12,32032000000
2007-11-13,33196800000
2007-11-14,32697600000
2007-11-15,32364800000
2007-11-16,32697600000
2007-11-19,32947200000
2007-11-20,33446399999
2007-11-21,33196800000
2007-11-23,33862400000
2007-11-26,33862400000
2007-11-27,35609600000
2007-11-28,37523200000
2007-11-29,37107200000
2007-11-30,37689600000
2007-12-03,37856000000
2007-12-04,39270400000
2007-12-05,38771200000
2007-12-06,39187200000
2007-12-07,39270400000
2007-12-10,38688000000
2007-12-11,37772800000
2007-12-12,37939200000
2007-12-13,38438400000
2007-12-14,37024000000
2007-12-17,35360000000
2007-12-18,36108800000
2007-12-19,37190400000
2007-12-20,37689600000
2007-12-21,37939200000
2007-12-24,37856000000
2007-12-26,38604800000
2007-12-27,39187200000
2007-12-28,39270400000
2007-12-31,38614200000
2008-01-02,40115400000
2008-01-03,39698400000
2008-01-04,37029600000
2008-01-07,37029600000
2008-01-08,36612600000
2008-01-09,35528400000
2008-01-10,35111400000
2008-01-11,33777000000
2008-01-14,34527600000
2008-01-15,33443400000
2008-01-16,33526799999
2008-01-17,33443400000
2008-01-18,33276600000
2008-01-22,32692800000
2008-01-23,30858000000
2008-01-24,32359200000
2008-01-25,32359200000
2008-01-28,31608600000
2008-01-29,30858000000
2008-01-30,30941400000
2008-01-31,32442600000
2008-02-01,31108200000
2008-02-04,30858000000
2008-02-05,30024000000
2008-02-06,28522800000
2008-02-07,29607000000
2008-02-08,30691200000
2008-02-11,31358400000
2008-02-12,31024800000
2008-02-13,32442600000
2008-02-14,31608600000
2008-02-15,30441000000
2008-02-19,30024000000
2008-02-20,30691200000
2008-02-21,29190000000
2008-02-22,30024000000
2008-02-25,30524400000
2008-02-26,29857200000
2008-02-27,29523600000
2008-02-28,28272600000
2008-02-29,26854800000
2008-03-03,26020800000
2008-03-04,27271800000
2008-03-05,27105000000
2008-03-06,26187600000
2008-03-07,26688000000
2008-03-10,26437800000
2008-03-11,28022400000
2008-03-12,27772200000
2008-03-13,28522800000
2008-03-14,28439400000
2008-03-17,27772200000
2008-03-18,29940600000
2008-03-19,29273400000
2008-03-20,30524400000
2008-03-24,31692000000
2008-03-25,31358400000
2008-03-26,30774600000
2008-03-27,29523600000
2008-03-28,29106600000
2008-03-31,29988000000
2008-04-01,32256000000
2008-04-02,32508000000
2008-04-03,31500000000
2008-04-04,32256000000
2008-04-07,32340000000
2008-04-08,32508000000
2008-04-09,31248000000
2008-04-10,31416000000
2008-04-11,30240000000
2008-04-14,30492000000
2008-04-15,30492000000
2008-04-16,31332000000
2008-04-17,31080000000
2008-04-18,33684000000
2008-04-21,33684000000
2008-04-22,33432000000
2008-04-23,34020000000
2008-04-24,32592000000
2008-04-25,33936000000
2008-04-28,34440000000
2008-04-29,33936000000
2008-04-30,33012000000
2008-05-01,33348000000
2008-05-02,32508000000
2008-05-05,31920000000
2008-05-06,31836000000
2008-05-07,30744000000
2008-05-08,30576000000
2008-05-09,30408000000
2008-05-12,31332000000
2008-05-13,31332000000
2008-05-14,31164000000
2008-05-15,32004000000
2008-05-16,32088000000
2008-05-19,34524000000
2008-05-20,33936000000
2008-05-21,32928000000
2008-05-22,33264000000
2008-05-23,32928000000
2008-05-27,33852000000
2008-05-28,33600000000
2008-05-29,33767999999
2008-05-30,34272000000
2008-06-02,33684000000
2008-06-03,33684000000
2008-06-04,34272000000
2008-06-05,35532000000
2008-06-06,33852000000
2008-06-09,33348000000
2008-06-10,33432000000
2008-06-11,32424000000
2008-06-12,32004000000
2008-06-13,33264000000
2008-06-16,34356000000
2008-06-17,34860000000
2008-06-18,34692000000
2008-06-19,35364000000
2008-06-20,34103999999
2008-06-23,33852000000
2008-06-24,33432000000
2008-06-25,33852000000
2008-06-26,32088000000
2008-06-27,31332000000
2008-06-30,31341800000
2008-07-01,31427200000
2008-07-02,30487800000
2008-07-03,30744000000
2008-07-07,30914800000
2008-07-08,32025000000
2008-07-09,30146200000
2008-07-10,30146200000
2008-07-11,29292200000
2008-07-14,28267400000
2008-07-15,28609000000
2008-07-16,30658600000
2008-07-17,30829400000
2008-07-18,29548400000
2008-07-21,29206800000
2008-07-22,29036000000
2008-07-23,30146200000
2008-07-24,33647600000
2008-07-25,33476800000
2008-07-28,32452000000
2008-07-29,33391400000
2008-07-30,33391400000
2008-07-31,32622800000
2008-08-01,32366600000
2008-08-04,32366600000
2008-08-05,33818400000
2008-08-06,33306000000
2008-08-07,32879000000
2008-08-08,34416200000
2008-08-11,37576000000
2008-08-12,37234400000
2008-08-13,36978200000
2008-08-14,37576000000
2008-08-15,36892800000
2008-08-18,35526400000
2008-08-19,34672400000
2008-08-20,35099400000
2008-08-21,35526400000
2008-08-22,36380400000
2008-08-25,35355600000
2008-08-26,34928600000
2008-08-27,34928600000
2008-08-28,35611800000
2008-08-29,34501600000
2008-09-02,34757800000
2008-09-03,34501600000
2008-09-04,33306000000
2008-09-05,33818400000
2008-09-08,34672400000
2008-09-09,33733000000
2008-09-10,32793600000
2008-09-11,33989200000
2008-09-12,33476800000
2008-09-15,33049800000
2008-09-16,33647600000
2008-09-17,30573200000
2008-09-18,32708200000
2008-09-19,34587000000
2008-09-22,32025000000
2008-09-23,30658600000
2008-09-24,29890000000
2008-09-25,30744000000
2008-09-26,30231600000
2008-09-29,27071800000
2008-09-30,31231200000
2008-10-01,29858400000
2008-10-02,28914600000
2008-10-03,28743000000
2008-10-06,27970800000
2008-10-07,25139400000
2008-10-08,26169000000
2008-10-09,24024000000
2008-10-10,24109800000
2008-10-13,26598000000
2008-10-14,23938200000
2008-10-15,20935200000
2008-10-16,21535800000
2008-10-17,21707400000
2008-10-20,22737000000
2008-10-21,21535800000
2008-10-22,21450000000
2008-10-23,21621600000
2008-10-24,21021000000
2008-10-27,21278400000
2008-10-28,24024000000
2008-10-29,24367200000
2008-10-30,24367200000
2008-10-31,24538800000
2008-11-03,23938200000
2008-11-04,25053600000
2008-11-05,22308000000
2008-11-06,20248800000
2008-11-07,21106800000
2008-11-10,20763600000
2008-11-11,19905600000
2008-11-12,17846400000
2008-11-13,19305000000
2008-11-14,17932200000
2008-11-17,16988400000
2008-11-18,16473600000
2008-11-19,15358200000
2008-11-20,15015000000
2008-11-21,16216200000
2008-11-24,18275400000
2008-11-25,18103800000
2008-11-26,18876000000
2008-11-28,18275400000
2008-12-01,17331600000
2008-12-02,17674800000
2008-12-03,19390800000
2008-12-04,20334600000
2008-12-05,20677800000
2008-12-08,22050600000
2008-12-09,21964800000
2008-12-10,21364200000
2008-12-11,20677800000
2008-12-12,21964800000
2008-12-15,20935200000
2008-12-16,22565400000
2008-12-17,22822800000
2008-12-18,22308000000
2008-12-19,22136400000
2008-12-22,21364200000
2008-12-23,21879000000
2008-12-24,22050600000
2008-12-26,22222200000
2008-12-29,21192600000
2008-12-30,21793200000
2008-12-31,21964800000
2009-01-02,23337600000
2009-01-05,23166000000
2009-01-06,24624600000
2009-01-07,24109800000
2009-01-08,24538800000
2009-01-09,23852400000
2009-01-12,22308000000
2009-01-13,22050600000
2009-01-14,20763600000
2009-01-15,22050600000
2009-01-16,22136400000
2009-01-20,20763600000
2009-01-21,21707400000
2009-01-22,21450000000
2009-01-23,21707400000
2009-01-26,21278400000
2009-01-27,20763600000
2009-01-28,21621600000
2009-01-29,21450000000
2009-01-30,25225200000
2009-02-02,26254800000
2009-02-03,27284400000
2009-02-04,26169000000
2009-02-05,27112800000
2009-02-06,28571400000
2009-02-09,28657200000
2009-02-10,27198600000
2009-02-11,27627600000
2009-02-12,27456000000
2009-02-13,27112800000
2009-02-17,26426400000
2009-02-18,26769600000
2009-02-19,26598000000
2009-02-20,27370200000
2009-02-23,26512200000
2009-02-24,28142400000
2009-02-25,27370200000
2009-02-26,26769600000
2009-02-27,27799200000
2009-03-02,26598000000
2009-03-03,26512200000
2009-03-04,27799200000
2009-03-05,27799200000
2009-03-06,26426400000
2009-03-09,25911600000
2009-03-10,28228200000
2009-03-11,29429400000
2009-03-12,29858400000
2009-03-13,29429400000
2009-03-16,28743000000
2009-03-17,30630600000
2009-03-18,30544800000
2009-03-19,30115800000
2009-03-20,30030000000
2009-03-23,32432400000
2009-03-24,31231200000
2009-03-25,31059600000
2009-03-26,31574400000
2009-03-27,30287400000
2009-03-30,30630600000
2009-03-31,31635400000
2009-04-01,31721600000
2009-04-02,32928400000
2009-04-03,33704200000
2009-04-06,33618000000
2009-04-07,32583600000
2009-04-08,33187000000
2009-04-09,34393800000
