,MBI
2004-08-24,7856675983
2004-08-25,8058890646
2004-08-26,8081516063
2004-08-27,8080101974
2004-08-30,8060304735
2004-08-31,8098485125
2004-09-01,8082930151
2004-09-02,8183330438
2004-09-03,8167775464
2004-09-07,8282316637
2004-09-08,8265347574
2004-09-09,8248378512
2004-09-10,8280902548
2004-09-13,8319082939
2004-09-14,8237065803
2004-09-15,8262519397
2004-09-16,8338880179
2004-09-17,8229995361
2004-09-20,8222924918
2004-09-21,8271003928
2004-09-22,8112626011
2004-09-23,8126766896
2004-09-24,8204541767
2004-09-27,8075859709
2004-09-28,8097071037
2004-09-29,8102727391
2004-09-30,7989831197
2004-10-01,8098265601
2004-10-04,8208072592
2004-10-05,8171012732
2004-10-06,8239642102
2004-10-07,7661782810
2004-10-08,7687861971
2004-10-11,7789433438
2004-10-12,7771589802
2004-10-13,7777080151
2004-10-14,7638448825
2004-10-15,7645311762
2004-10-18,7657665048
2004-10-19,7417462255
2004-10-20,7470993163
2004-10-21,7494327149
2004-10-22,7505307848
2004-10-25,7523151484
2004-10-26,7676881272
2004-10-27,7884141968
2004-10-28,7984340847
2004-10-29,7941790638
2004-11-01,7878651618
2004-11-02,8160032033
2004-11-03,8195719305
2004-11-04,8361802379
2004-11-05,8342586156
2004-11-08,8287682660
2004-11-09,8348076505
2004-11-10,8474354545
2004-11-11,8405725176
2004-11-12,8455138322
2004-11-15,8497688531
2004-11-16,8460628671
2004-11-17,8490825594
2004-11-18,8510041818
2004-11-19,8272584199
2004-11-22,8348076505
2004-11-23,8120226999
2004-11-24,8238269514
2004-11-26,8268466437
2004-11-29,8235524340
2004-11-30,8230033990
2004-12-01,8349449093
2004-12-02,8349449093
2004-12-03,8448275385
2004-12-06,8510041818
2004-12-07,8434549511
2004-12-08,8468864196
2004-12-09,8514159580
2004-12-10,8680242654
2004-12-13,8762597897
2004-12-14,8724165450
2004-12-15,8898484049
2004-12-16,8832599854
2004-12-17,8751617198
2004-12-20,8673379717
2004-12-21,8667889367
2004-12-22,8700831465
2004-12-23,8633574683
2004-12-27,8599259998
2004-12-28,8747499436
2004-12-29,8759852722
2004-12-30,8724165450
2004-12-31,8685733003
2005-01-03,8629456920
2005-01-04,8575926012
2005-01-05,8519649929
2005-01-06,8475727133
2005-01-07,8472981958
2005-01-10,8503178881
2005-01-11,8429059161
2005-01-12,8408470351
2005-01-13,8260230913
2005-01-14,8337095806
2005-01-18,8580043774
2005-01-19,8460628671
2005-01-20,8370037904
2005-01-21,8334350632
2005-01-24,8272584199
2005-01-25,8225916228
2005-01-26,8227288815
2005-01-27,8158659446
2005-01-28,8059833154
2005-01-31,8199837067
2005-02-01,8213562941
2005-02-02,8232779165
2005-02-03,8205327417
2005-02-04,8246505039
2005-02-07,8306898884
2005-02-08,8286310073
2005-02-09,8166894970
2005-02-10,8151796509
2005-02-11,8209445179
2005-02-14,8180620844
2005-02-15,8171012732
2005-02-16,8076304202
2005-02-17,8037871755
2005-02-18,7963752036
2005-02-22,7844336933
2005-02-23,7845709521
2005-02-24,7922574415
2005-02-25,8162777208
2005-02-28,8043362105
2005-03-01,8057087979
2005-03-02,8109246300
2005-03-03,8114736649
2005-03-04,8206700004
2005-03-07,8146306159
2005-03-08,8098265601
2005-03-09,8103755950
2005-03-10,8048852454
2005-03-11,8031008818
2005-03-14,8096893013
2005-03-15,8063950916
2005-03-16,8036499168
2005-03-17,7988458609
2005-03-18,7891004905
2005-03-21,7934927701
2005-03-22,7770217214
2005-03-23,7892377492
2005-03-24,7805904486
2005-03-28,7874533856
2005-03-29,7775707564
2005-03-30,7774334976
2005-03-31,7002287789
2005-04-01,6980857681
2005-04-04,6980857681
2005-04-05,7138904727
2005-04-06,7377314679
2005-04-07,7303648682
2005-04-08,7351866425
2005-04-11,7282218574
2005-04-12,7420174895
2005-04-13,7309006209
2005-04-14,7204534433
2005-04-15,7093365748
2005-04-18,7101402038
2005-04-19,7117474619
2005-04-20,6763877837
2005-04-21,7046487386
2005-04-22,6998269643
2005-04-25,7092026366
2005-04-26,6971482008
2005-04-27,6963445718
2005-04-28,6896476630
2005-04-29,7015681606
2005-05-02,7125510910
2005-05-03,7558131215
2005-05-04,7775111058
2005-05-05,7605009576
2005-05-06,7649209174
2005-05-09,7662602991
2005-05-10,7546076779
2005-05-11,7520628526
2005-05-12,7512592235
2005-05-13,7345169517
2005-05-16,7373296533
2005-05-17,7429550567
2005-05-18,7497859036
2005-05-19,7444283766
2005-05-20,7397405405
2005-05-23,7438926239
2005-05-24,7402762932
2005-05-25,7351866425
2005-05-26,7465713874
2005-05-27,7446962530
2005-05-31,7491162127
2005-06-01,7578221941
2005-06-02,7582240086
2005-06-03,7520628526
2005-06-06,7487143982
2005-06-07,7505895327
2005-06-08,7479107692
2005-06-09,7495180273
2005-06-10,7520628526
2005-06-13,7619742775
2005-06-14,7728232697
2005-06-15,7919764287
2005-06-16,7816631893
2005-06-17,7817971274
2005-06-20,7843419528
2005-06-21,7993430284
2005-06-22,7892976652
2005-06-23,7903691706
2005-06-24,7821989420
2005-06-27,7834043855
2005-06-28,8144780421
2005-06-29,8032272354
2005-06-30,7865861114
2005-07-01,7881775856
2005-07-05,7926867624
2005-07-06,7970633164
2005-07-07,8070100300
2005-07-08,8320757483
2005-07-11,8304842741
2005-07-12,8147021552
2005-07-13,8188134635
2005-07-14,8253119831
2005-07-15,8249141145
2005-07-18,8149674009
2005-07-19,8269034572
2005-07-20,8149674009
2005-07-21,8044901959
2005-07-22,8100603555
2005-07-25,7986547906
2005-07-26,8051533102
2005-07-27,8123149440
2005-07-28,8202723148
2005-07-29,8055511787
2005-08-01,7978590535
2005-08-02,7853925058
2005-08-03,7804854604
2005-08-04,7640402273
2005-08-05,7641728501
2005-08-08,7621835074
2005-08-09,7673557985
2005-08-10,7653664558
2005-08-11,8030313446
2005-08-12,7871166028
2005-08-15,7884428313
2005-08-16,7757110379
2005-08-17,7715997296
2005-08-18,7673557985
2005-08-19,7750479237
2005-08-22,7765067750
2005-08-23,7873818485
2005-08-24,7857903744
2005-08-25,7897690598
2005-08-26,7864534886
2005-08-29,7851272601
2005-08-30,7818116889
2005-08-31,7688146498
2005-09-01,7530325309
2005-09-02,7404333603
2005-09-06,7410964746
2005-09-07,7513084339
2005-09-08,7338022179
2005-09-09,7426879488
2005-09-12,7708039925
2005-09-13,7658969472
2005-09-14,7499822054
2005-09-15,7607246561
2005-09-16,7718649753
2005-09-19,7729259581
2005-09-20,7647033415
2005-09-21,7393723776
2005-09-22,7462687656
2005-09-23,7587353134
2005-09-26,7608572789
2005-09-27,7668253071
2005-09-28,7694777640
2005-09-29,7906974197
2005-09-30,8039712345
2005-10-03,7729370430
2005-10-04,7606029412
2005-10-05,7523802067
2005-10-06,7486667137
2005-10-07,7437595980
2005-10-10,7440248475
2005-10-11,7395156060
2005-10-12,7220091390
2005-10-13,7355368635
2005-10-14,7433617237
2005-10-17,7452184702
2005-10-18,7433617237
2005-10-19,7592766937
2005-10-20,7473404662
2005-10-21,7485340890
2005-10-24,7734675420
2005-10-25,7633880610
2005-10-26,7575525720
2005-10-27,7547674522
2005-10-28,7755895380
2005-10-31,7724065440
2005-11-01,7624596877
2005-11-02,8287720627
2005-11-03,8034407355
2005-11-04,8151117135
2005-11-07,8209472025
2005-11-08,8098067235
2005-11-09,8095414740
2005-11-10,8352706755
2005-11-11,8281089390
2005-11-14,8293025617
2005-11-15,8129897175
2005-11-16,8039712345
2005-11-17,8209472025
2005-11-18,8182947075
2005-11-21,8153769630
2005-11-22,8247933202
2005-11-23,8465437792
2005-11-25,8359337992
2005-11-28,8267826915
2005-11-29,8348728012
2005-11-30,8193557055
2005-12-01,8295678112
2005-12-02,8289046875
2005-12-05,8282415637
2005-12-06,8273131905
2005-12-07,8127244680
2005-12-08,8072868532
2005-12-09,8129897175
2005-12-12,8055627315
2005-12-13,8099393482
2005-12-14,8103372225
2005-12-15,8039712345
2005-12-16,8010534900
2005-12-19,8007882405
2005-12-20,8002577415
2005-12-21,8064911047
2005-12-22,8108677215
2005-12-23,8143159650
2005-12-27,8133875917
2005-12-28,8103372225
2005-12-29,8047669830
2005-12-30,7978704960
2006-01-03,8040013912
2006-01-04,8155477962
2006-01-05,8111681253
2006-01-06,8184675767
2006-01-09,8269614838
2006-01-10,8346590871
2006-01-11,8294831125
2006-01-12,8321374584
2006-01-13,8444801671
2006-01-17,8257670281
2006-01-18,8212546400
2006-01-19,8147514924
2006-01-20,7982945474
2006-01-23,8018779145
2006-01-24,8013470453
2006-01-25,8124952983
2006-01-26,8301466989
2006-01-27,8310757200
2006-01-30,8318720238
2006-01-31,8170076864
2006-02-01,8099736696
2006-02-02,8042668258
2006-02-03,7925877036
2006-02-06,7985599820
2006-02-07,8036032393
2006-02-08,8142206232
2006-02-09,7694948938
2006-02-10,7653806575
2006-02-13,7584793580
2006-02-14,7790505392
2006-02-15,7836956446
2006-02-16,7890043366
2006-02-17,7855536868
2006-02-21,7712202186
2006-02-22,7932512901
2006-02-23,7830320582
2006-02-24,7863499906
2006-02-27,7921895517
2006-02-28,7795814084
2006-03-01,7790505392
2006-03-02,7730782608
2006-03-03,7659115267
2006-03-06,7612664213
2006-03-07,7655133748
2006-03-08,7647170710
2006-03-09,7652479402
2006-03-10,7645843537
2006-03-13,7710875013
2006-03-14,7839610792
2006-03-15,7924549863
2006-03-16,7967019398
2006-03-17,7967019398
2006-03-20,7989581339
2006-03-21,8014797626
2006-03-22,7956402015
2006-03-23,7856864041
2006-03-24,7848901003
2006-03-27,7828993409
2006-03-28,7850228176
2006-03-29,7978963955
2006-03-30,8067884545
2006-03-31,7983187590
2006-04-03,7935392022
2006-04-04,7912821892
2006-04-05,7872992252
2006-04-06,7849094468
2006-04-07,7781384079
2006-04-10,7794660626
2006-04-11,7699069489
2006-04-12,7769435187
2006-04-13,7683137633
2006-04-17,7696414179
2006-04-18,7761469259
2006-04-19,7782711734
2006-04-20,7874319907
2006-04-21,7847766813
2006-04-24,7819886065
2006-04-25,7835817921
2006-04-26,8025672540
2006-04-27,7859715705
2006-04-28,7916804856
2006-05-01,7867681633
2006-05-02,7870336943
2006-05-03,7839800885
2006-05-04,7866353979
2006-05-05,8064174526
2006-05-08,8004430065
2006-05-09,8001774756
2006-05-10,8012395993
2006-05-11,7959289806
2006-05-12,7830507302
2006-05-15,7930081403
2006-05-16,7910166583
2006-05-17,7870336943
2006-05-18,7618082553
2006-05-19,7620737863
2006-05-22,7611444280
2006-05-23,7546389201
2006-05-24,7529129690
2006-05-25,7603478352
2006-05-26,7665878122
2006-05-30,7525146726
2006-05-31,7584891186
2006-06-01,7667205777
2006-06-02,7671188741
2006-06-05,7501248942
2006-06-06,7509214870
2006-06-07,7591529460
2006-06-08,7671188741
2006-06-09,7600823043
2006-06-12,7503904251
2006-06-13,7502576596
2006-06-14,7538423273
2006-06-15,7765452223
2006-06-16,7689775906
2006-06-19,7664550467
2006-06-20,7756158640
2006-06-21,7713673690
2006-06-22,7630031445
2006-06-23,7598167733
2006-06-26,7635342064
2006-06-27,7592857114
2006-06-28,7579580568
2006-06-29,7700397144
2006-06-30,7775111827
2006-07-03,7768472107
2006-07-05,7692779302
2006-07-06,7719338181
2006-07-07,7674188087
2006-07-10,7675516031
2006-07-11,7682155750
2006-07-12,7707386685
2006-07-13,7541393692
2006-07-14,7582559954
2006-07-17,7698091078
2006-07-18,7622398273
2006-07-19,7764488275
2006-07-20,7781751547
2006-07-21,7663564535
2006-07-24,7795030986
2006-07-25,7751208836
2006-07-26,7907906222
2006-07-27,7825573697
2006-07-28,7838853136
2006-07-31,7809638369
2006-08-01,7761832387
2006-08-02,7874707623
2006-08-03,7915873885
2006-08-04,7947744540
2006-08-07,7951728372
2006-08-08,7861428184
2006-08-09,7771127995
2006-08-10,7845492856
2006-08-11,7749880892
2006-08-14,7828229585
2006-08-15,7907906222
2006-08-16,8035388841
2006-08-17,8111081646
2006-08-18,8075227159
2006-08-21,8028749121
2006-08-22,8035388841
2006-08-23,8020781458
2006-08-24,8043356505
2006-08-25,8020781458
2006-08-28,8117721366
2006-08-29,8131000805
2006-08-30,8152247909
2006-08-31,8184118563
2006-09-01,8176150900
2006-09-05,8186774451
2006-09-06,8117721366
2006-09-07,8168183236
2006-09-08,8302305575
2006-09-11,8241220153
2006-09-12,8385966044
2006-09-13,8448379409
2006-09-14,8508136887
2006-09-15,8362063053
2006-09-18,8275746696
2006-09-19,8226612770
2006-09-20,8192086227
2006-09-21,8112409590
2006-09-22,8065931552
2006-09-25,8168183236
2006-09-26,8181462675
2006-09-27,8170839124
2006-09-28,8194742115
2006-09-29,8158887628
2006-10-02,8091261809
2006-10-03,8129533966
2006-10-04,8140091802
2006-10-05,8171765311
2006-10-06,8117656400
2006-10-09,8132173425
2006-10-10,8133493155
2006-10-11,8146690450
2006-10-12,8166486393
2006-10-13,8170445582
2006-10-16,8173085041
2006-10-17,8204758550
2006-10-18,8227193952
2006-10-19,8166486393
2006-10-20,8064867218
2006-10-23,8140091802
2006-10-24,8089942080
2006-10-25,8031873980
2006-10-26,8312976372
2006-10-27,8276023945
2006-10-30,8274704215
2006-10-31,8184962607
2006-11-01,8149329909
2006-11-02,8182323148
2006-11-03,8181003418
2006-11-06,8290540970
2006-11-07,8363126094
2006-11-08,8269425297
2006-11-09,8320894749
2006-11-10,8421194194
2006-11-13,8425153383
2006-11-14,8427792842
2006-11-15,8565044714
2006-11-16,8855385213
2006-11-17,8859344402
2006-11-20,8876500886
2006-11-21,8817113056
2006-11-22,8828990622
2006-11-24,8843507647
2006-11-27,8822391974
2006-11-28,8865943049
2006-11-29,9099535178
2006-11-30,9191916246
2006-12-01,9151004630
2006-12-04,9079739235
2006-12-05,9209072730
2006-12-06,9198514893
2006-12-07,9149684900
2006-12-08,9177399221
2006-12-11,9286936772
2006-12-12,9476977826
2006-12-13,9499413228
2006-12-14,9508651335
2006-12-15,9586515378
2006-12-18,9574637812
2006-12-19,9571998353
2006-12-20,9541644574
2006-12-21,9539005115
2006-12-22,9528447278
2006-12-26,9607631051
2006-12-27,9672297798
2006-12-28,9674937257
2006-12-29,9641944019
2007-01-03,9570678624
2007-01-04,9593114026
2007-01-05,9528447278
2007-01-08,9527127549
2007-01-09,9550882680
2007-01-10,9519209172
2007-01-11,9521848631
2007-01-12,9574637812
2007-01-16,9546923492
2007-01-17,9416270267
2007-01-18,9433426751
2007-01-19,9459821342
2007-01-22,9441345129
2007-01-23,9561440517
2007-01-24,9636665101
2007-01-25,9363481086
2007-01-26,9598392944
2007-01-29,9434746481
2007-01-30,9553522140
2007-01-31,9479617285
2007-02-01,9587835108
2007-02-02,9582556189
2007-02-05,9519209172
2007-02-06,9614229698
2007-02-07,9490175122
2007-02-08,9425508374
2007-02-09,9211712189
2007-02-12,9125929769
2007-02-13,9269780288
2007-02-14,9348964061
2007-02-15,9351603520
2007-02-16,9275059207
2007-02-20,9333127306
2007-02-21,9198514893
2007-02-22,9185317598
2007-02-23,8975480601
2007-02-26,8912133583
2007-02-27,8719453070
2007-02-28,8776201441
2007-03-01,8795997384
2007-03-02,8770922522
2007-03-05,8497738508
2007-03-06,8794677654
2007-03-07,8790718465
2007-03-08,8828990622
2007-03-09,8836908999
2007-03-12,8813153868
2007-03-13,8476622835
2007-03-14,8529412017
2007-03-15,8627072002
2007-03-16,8559765796
2007-03-19,8612554978
2007-03-20,8737929284
2007-03-21,8854065483
2007-03-22,8752446309
2007-03-23,8743208202
2007-03-26,8737929284
2007-03-27,8687779561
2007-03-28,8570323632
2007-03-29,8679861184
2007-03-30,8642908757
2007-04-02,8264847019
2007-04-03,8365482487
2007-04-04,8350196087
2007-04-05,8396055287
2007-04-09,8387138221
2007-04-10,8467391821
2007-04-11,8411341688
2007-04-12,8382042754
2007-04-13,8412615554
2007-04-16,8575670489
2007-04-17,8529811289
2007-04-18,8658471823
2007-04-19,8644459290
2007-04-20,8710700357
2007-04-23,8668662757
2007-04-24,8529811289
2007-04-25,8821526759
2007-04-26,9035536361
2007-04-27,9113242228
2007-04-30,8861016626
2007-05-01,8841908625
2007-05-02,8875029159
2007-05-03,9016428361
2007-05-04,8997320360
2007-05-07,8996046494
2007-05-08,8990951027
2007-05-09,9013880627
2007-05-10,8875029159
2007-05-11,8929805426
2007-05-14,8831717692
2007-05-15,8810061958
2007-05-16,8877576892
2007-05-17,8843182492
2007-05-18,8844456359
2007-05-21,8829169959
2007-05-22,8848277959
2007-05-23,8783310758
2007-05-24,8510703289
2007-05-25,8509429422
2007-05-29,8541276089
2007-05-30,8570575023
2007-05-31,8477582755
2007-06-01,8482678222
2007-06-04,8575670489
2007-06-05,8378221154
2007-06-06,8261025419
2007-06-07,8050837417
2007-06-08,8301789153
2007-06-11,8230452619
2007-06-12,8193510485
2007-06-13,8235548086
2007-06-14,8261025419
2007-06-15,8238095819
2007-06-18,8273764086
2007-06-19,8231726486
2007-06-20,7985870216
2007-06-21,8236821952
2007-06-22,8120900085
2007-06-25,7868674482
2007-06-26,7784599281
2007-06-27,7897973416
2007-06-28,8085231817
2007-06-29,7925998482
2007-07-02,7678403116
2007-07-03,7757574664
2007-07-05,7635106175
2007-07-06,7751389387
2007-07-09,7612839177
2007-07-10,7402539752
2007-07-11,7532430574
2007-07-12,7585623958
2007-07-13,7518822964
2007-07-16,7495318910
2007-07-17,7403776808
2007-07-18,7273885987
2007-07-19,7230589046
2007-07-20,7120491112
2007-07-23,7266463654
2007-07-24,7061112451
2007-07-25,7421095584
2007-07-26,7151417498
2007-07-27,7463155469
2007-07-30,7374087477
2007-07-31,6939881018
2007-08-01,6921325186
2007-08-02,6849575971
2007-08-03,6287952801
2007-08-06,6952251572
2007-08-07,7273885987
2007-08-08,7730359444
2007-08-09,7297390040
2007-08-10,7236774324
2007-08-13,6661543544
2007-08-14,6342383240
2007-08-15,6510622780
2007-08-16,7033897231
2007-08-17,7867672598
2007-08-20,7656136118
2007-08-21,7445836693
2007-08-22,7502741243
2007-08-23,7432229083
2007-08-24,7260278377
2007-08-27,7200899716
2007-08-28,6991837346
2007-08-29,7078431227
2007-08-30,7202136771
2007-08-31,7422332640
2007-09-04,7659847284
2007-09-05,7458207247
2007-09-06,7323368204
2007-09-07,7079668283
2007-09-10,7104409391
2007-09-11,7192240328
2007-09-12,7036371342
2007-09-13,7174921552
2007-09-14,7181106829
2007-09-17,7110594669
2007-09-18,7667269617
2007-09-19,7936947703
2007-09-20,7507689465
2007-09-21,7522534130
2007-09-24,7418621473
2007-09-25,7393880364
2007-09-26,7422332640
2007-09-27,7741492943
2007-09-28,7552223461
2007-10-01,11710548064
2007-10-02,11780737468
2007-10-03,11841691425
2007-10-04,12033788744
2007-10-05,12519573308
2007-10-08,12220344793
2007-10-09,12499255323
2007-10-10,12166779195
2007-10-11,12371806140
2007-10-12,12393971215
2007-10-15,12052259640
2007-10-16,11729018960
2007-10-17,11243234395
2007-10-18,11152727004
2007-10-19,10578282139
2007-10-22,10883051923
2007-10-23,10700190052
2007-10-24,10194087502
2007-10-25,8679474030
2007-10-26,9303790315
2007-10-29,8768134331
2007-10-30,8446740740
2007-10-31,7949873638
2007-11-01,7030023017
2007-11-02,6559015169
2007-11-05,6137878740
2007-11-06,6584874424
2007-11-07,6200679787
2007-11-08,5851579852
2007-11-09,6370612030
2007-11-12,6499908302
2007-11-13,7477018700
2007-11-14,7353263697
2007-11-15,7044799734
2007-11-16,6869326222
2007-11-19,6370612030
2007-11-20,6483284496
2007-11-21,5943934332
2007-11-23,6305963894
2007-11-26,6106478217
2007-11-27,5626234921
2007-11-28,5592987308
2007-11-29,5677953430
2007-11-30,6743724129
2007-12-03,6257939564
2007-12-04,6027053364
2007-12-05,5064719683
2007-12-06,5511715366
2007-12-07,5541268800
2007-12-10,6270869192
2007-12-11,6095395680
2007-12-12,5895910003
2007-12-13,5450761409
2007-12-14,5097967296
2007-12-17,5271593718
2007-12-18,5179239238
2007-12-19,4990836099
2007-12-20,3684943752
2007-12-21,3699720468
2007-12-24,3716344275
2007-12-26,4124551076
2007-12-27,4113468539
2007-12-28,3461445910
2007-12-31,3471139625
2008-01-02,3536351588
2008-01-03,3456234033
2008-01-04,3271777338
2008-01-07,3282956532
2008-01-08,2604752118
2008-01-09,2496686579
2008-01-10,2628973704
2008-01-11,3091047041
2008-01-14,3176754192
2008-01-15,2990434298
2008-01-16,2496686579
2008-01-17,1717869422
2008-01-18,1593035093
2008-01-22,2334588271
2008-01-23,3094773439
2008-01-24,2683006473
2008-01-25,2645742494
2008-01-28,2766850425
2008-01-29,2977391906
2008-01-30,2601025720
2008-01-31,2887958357
2008-02-01,3048193465
2008-02-04,2867463168
2008-02-05,2776166420
2008-02-06,2660648086
2008-02-07,2645742494
2008-02-08,2720270452
2008-02-11,2530224160
2008-02-12,2142678781
2008-02-13,2168763566
2008-02-14,2351357062
2008-02-15,2280555502
2008-02-19,2179942759
2008-02-20,2269376308
2008-02-21,2217206738
2008-02-22,2269376308
2008-02-25,2716544054
2008-02-26,2846967980
2008-02-27,2766850425
2008-02-28,2619657709
2008-02-29,2416569025
2008-03-03,2351357062
2008-03-04,2418432224
2008-03-05,2269376308
2008-03-06,2161310770
2008-03-07,2233975529
2008-03-10,2006665258
2008-03-11,2261923513
2008-03-12,2151994775
2008-03-13,2155721173
2008-03-14,2038339640
2008-03-17,2012254855
2008-03-18,2293597895
2008-03-19,2241428324
2008-03-20,2379305046
2008-03-24,2640152897
2008-03-25,2632700102
2008-03-26,2466875396
2008-03-27,2328998675
2008-03-28,2233975529
2008-03-31,2910226824
2008-04-01,3210299312
2008-04-02,3276982087
2008-04-03,3403203054
2008-04-04,3241259172
2008-04-07,3236496117
2008-04-08,3093604456
2008-04-09,2850688632
2008-04-10,2831636411
2008-04-11,2810202662
2008-04-14,2791150440
2008-04-15,2745901415
2008-04-16,2774479747
2008-04-17,3026921681
2008-04-18,3105512094
2008-04-21,3091222928
2008-04-22,3162668759
2008-04-23,2093362830
2008-04-24,2333897126
2008-04-25,2343423237
2008-04-28,2479170314
2008-04-29,2560142256
2008-04-30,2476788787
2008-05-01,2795913496
2008-05-02,2719704610
2008-05-05,2631588086
2008-05-06,2712560027
2008-05-07,2536326979
2008-05-08,2467262676
2008-05-09,2245780602
2008-05-12,2345804764
2008-05-13,2219583797
2008-05-14,2214820742
2008-05-15,2305318794
2008-05-16,2269595879
2008-05-19,2269595879
2008-05-20,2164808661
2008-05-21,1933800476
2008-05-22,1914748254
2008-05-23,1755185900
2008-05-27,1719462984
2008-05-28,1678977014
2008-05-29,1755185900
2008-05-30,1657543265
2008-06-02,1657543265
2008-06-03,1593242017
2008-06-04,1340800083
2008-06-05,1438442718
2008-06-06,1295551057
2008-06-09,1164567035
2008-06-10,1193145367
2008-06-11,1155040924
2008-06-12,1264591198
2008-06-13,1397956748
2008-06-16,1464639523
2008-06-17,1450350357
2008-06-18,1464639523
2008-06-19,1536085353
2008-06-20,1331273973
2008-06-23,1147896341
2008-06-24,1166948563
2008-06-25,1169330090
2008-06-26,1045490651
2008-06-27,993097042
2008-06-30,1034753075
2008-07-01,1008825322
2008-07-02,935756198
2008-07-03,954612746
2008-07-07,921613787
2008-07-08,1121964610
2008-07-09,978183431
2008-07-10,989968774
2008-07-11,919256718
2008-07-14,940470335
2008-07-15,1039467212
2008-07-16,1204462008
2008-07-17,1305815954
2008-07-18,1277531132
2008-07-21,1258674584
2008-07-22,1308173023
2008-07-23,1522666257
2008-07-24,1277531132
2008-07-25,1147892364
2008-07-28,1006468253
2008-07-29,1159677706
2008-07-30,1338814913
2008-07-31,1397741626
2008-08-01,1807871547
2008-08-04,1824371026
2008-08-05,1984651685
2008-08-06,2071863220
2008-08-07,1951652726
2008-08-08,2020007713
2008-08-11,2048292535
2008-08-12,1984651685
2008-08-13,2062434946
2008-08-14,2432494702
2008-08-15,2644630868
2008-08-18,2788412047
2008-08-19,2635202594
2008-08-20,2472564866
2008-08-21,2269856975
2008-08-22,2404209880
2008-08-25,2552705196
2008-08-26,2573918812
2008-08-27,2823768074
2008-08-28,3806665643
2008-08-29,3823165123
2008-09-02,3804308575
2008-09-03,3867949424
2008-09-04,3754810136
2008-09-05,3915090795
2008-09-08,3818450986
2008-09-09,3321109530
2008-09-10,3347037284
2008-09-11,3226826790
2008-09-12,3061831994
2008-09-15,2698843443
2008-09-16,2724771197
2008-09-17,2288713523
2008-09-18,3299895914
2008-09-19,3035904240
2008-09-22,2863838239
2008-09-23,2840267554
2008-09-24,2910979609
2008-09-25,3165543008
2008-09-26,3238612132
2008-09-29,2557419333
2008-09-30,2481208988
2008-10-01,2485379087
2008-10-02,2397807005
2008-10-03,2158026304
2008-10-06,2066284123
2008-10-07,1834843621
2008-10-08,1657614408
2008-10-09,1334431724
2008-10-10,1226009147
2008-10-13,1482470244
2008-10-14,1511660938
2008-10-15,1419918757
2008-10-16,1876544613
2008-10-17,1959946595
2008-10-20,2066284123
2008-10-21,1832758572
2008-10-22,1530426384
2008-10-23,1401153311
2008-10-24,1359452319
2008-10-27,1361537369
2008-10-28,1492895492
2008-10-29,1763951936
2008-10-30,1901565207
2008-10-31,2049603727
2008-11-03,1895310059
2008-11-04,2180961850
2008-11-05,1701400449
2008-11-06,1601318069
2008-11-07,1663869556
2008-11-10,1467874897
2008-11-11,1384472914
2008-11-12,1321921427
2008-11-13,1265625088
2008-11-14,1230179246
2008-11-17,1190563304
2008-11-18,1046694884
2008-11-19,790233787
2008-11-20,848615174
2008-11-21,884061017
2008-11-24,898656364
2008-11-25,1057120131
2008-11-26,1207243701
2008-11-28,1219753998
2008-12-01,971633099
2008-12-02,1165542709
2008-12-03,1305241030
2008-12-04,1353197170
2008-12-05,1411578558
2008-12-08,1480385194
2008-12-09,1449109451
2008-12-10,1463704798
2008-12-11,1378217765
2008-12-12,1361537369
2008-12-15,1259369940
2008-12-16,1284390535
2008-12-17,1200988552
2008-12-18,1073800528
2008-12-19,1057120131
2008-12-22,961207851
2008-12-23,909081612
2008-12-24,890316166
2008-12-26,873635769
2008-12-29,842360026
2008-12-30,861125472
2008-12-31,848615174
2009-01-02,938272306
2009-01-05,1011249041
2009-01-06,1057120131
2009-01-07,1048779933
2009-01-08,1169712808
2009-01-09,1052950032
2009-01-12,984143397
2009-01-13,982058347
2009-01-14,894486265
2009-01-15,819424481
2009-01-16,854870323
2009-01-20,673471011
2009-01-21,706831804
2009-01-22,631770019
2009-01-23,742277646
2009-01-26,748532795
2009-01-27,733937448
2009-01-28,936187256
2009-01-29,823594580
2009-01-30,804829134
2009-02-02,794403886
2009-02-03,817339431
2009-02-04,804829134
2009-02-05,886146067
2009-02-06,979973297
2009-02-09,971633099
2009-02-10,836104877
2009-02-11,848615174
2009-02-12,838189927
2009-02-13,825679629
2009-02-17,725597250
2009-02-18,940357356
2009-02-19,800659034
2009-02-20,834019828
2009-02-23,715172002
2009-02-24,717257052
2009-02-25,675556060
2009-02-26,625514871
2009-02-27,571303582
2009-03-02,521262392
2009-03-03,519177342
2009-03-04,600494276
2009-03-05,477476351
2009-03-06,527517541
2009-03-09,644280317
2009-03-10,765213192
2009-03-11,779808539
2009-03-12,823594580
2009-03-13,886146067
2009-03-16,842360026
2009-03-17,904911513
2009-03-18,1059205181
2009-03-19,929932108
2009-03-20,865295571
2009-03-23,1052950032
2009-03-24,1021674289
2009-03-25,1019589239
2009-03-26,1032099537
2009-03-27,1036269636
2009-03-30,877805868
2009-03-31,953087598
2009-04-01,1019678872
2009-04-02,1025921803
2009-04-03,1077946236
2009-04-06,1055055486
2009-04-07,1000950076
2009-04-08,961411507
2009-04-09,1046731576
2009-04-13,1127889691
2009-04-14,1036326690
2009-04-15,1119565782
2009-04-16,1113322850
2009-04-17,1113322850
2009-04-20,928115871
