,BKNG
2004-11-23,916997760
2004-11-24,925807680
2004-11-26,922743360
2004-11-29,920828160
2004-11-30,914316480
2004-12-01,939214080
2004-12-02,940746240
2004-12-03,946108800
2004-12-06,949939200
2004-12-07,918529920
2004-12-08,916614720
2004-12-09,917763840
2004-12-10,899760959
2004-12-13,900527040
2004-12-14,909336959
2004-12-15,915848640
2004-12-16,891334080
2004-12-17,882524160
2004-12-20,864904319
2004-12-21,920062080
2004-12-22,920062080
2004-12-23,918529920
2004-12-27,910869120
2004-12-28,918146880
2004-12-29,912401280
2004-12-30,911252160
2004-12-31,916778170
2005-01-03,922218990
2005-01-04,928048440
2005-01-05,916778170
2005-01-06,939707340
2005-01-07,971963630
2005-01-10,972740890
2005-01-11,946314050
2005-01-12,941650490
2005-01-13,935043780
2005-01-14,928437070
2005-01-18,950977610
2005-01-19,937375560
2005-01-20,916000910
2005-01-21,893460369
2005-01-24,875972020
2005-01-25,864313119
2005-01-26,875194760
2005-01-27,868976680
2005-01-28,859260930
2005-01-31,877915170
2005-02-01,870531200
2005-02-02,865479010
2005-02-03,862758600
2005-02-04,847990660
2005-02-07,847990660
2005-02-08,823895600
2005-02-09,817288890
2005-02-10,813791220
2005-02-11,831668200
2005-02-14,831279570
2005-02-15,864701750
2005-02-16,846436140
2005-02-17,821563820
2005-02-18,889185440
2005-02-22,872085720
2005-02-23,856929150
2005-02-24,875194760
2005-02-25,864701750
2005-02-28,873251610
2005-03-01,884133250
2005-03-02,886076400
2005-03-03,888796810
2005-03-04,896569410
2005-03-07,902787490
2005-03-08,898123930
2005-03-09,861592710
2005-03-10,865479010
2005-03-11,866644900
2005-03-14,857317780
2005-03-15,848379289
2005-03-16,859260930
2005-03-17,885687770
2005-03-18,900844340
2005-03-21,929602960
2005-03-22,918332690
2005-03-23,921441730
2005-03-24,947479940
2005-03-28,1018599230
2005-03-29,1005774440
2005-03-30,1012381150
2005-03-31,983354400
2005-04-01,978281540
2005-04-04,984915279
2005-04-05,978671759
2005-04-06,973208680
2005-04-07,986866380
2005-04-08,1035253660
2005-04-11,1030571020
2005-04-12,986866380
2005-04-13,941600860
2005-04-14,977501100
2005-04-15,964233620
2005-04-18,967745600
2005-04-19,994670779
2005-04-20,974379340
2005-04-21,955648779
2005-04-22,956819440
2005-04-25,979452200
2005-04-26,962282520
2005-04-27,996231660
2005-04-28,986085940
2005-04-29,989597920
2005-05-02,977110880
2005-05-03,977110880
2005-05-04,1033692779
2005-05-05,1034083000
2005-05-06,1006767600
2005-05-09,1039546080
2005-05-10,934186680
2005-05-11,927162720
2005-05-12,918187660
2005-05-13,916626779
2005-05-16,933406240
2005-05-17,924040960
2005-05-18,945112840
2005-05-19,949795480
2005-05-20,955648779
2005-05-23,979452200
2005-05-24,976330440
2005-05-25,961111860
2005-05-26,952136800
2005-05-27,943942180
2005-05-31,934576900
2005-06-01,943942180
2005-06-02,939649759
2005-06-03,931845360
2005-06-06,934576900
2005-06-07,930674700
2005-06-08,934576900
2005-06-09,947454160
2005-06-10,940039980
2005-06-13,931064920
2005-06-14,917407220
2005-06-15,904139740
2005-06-16,903749520
2005-06-17,898286440
2005-06-20,892823360
2005-06-21,878385220
2005-06-22,888530940
2005-06-23,923260520
2005-06-24,893603800
2005-06-27,881506980
2005-06-28,897115779
2005-06-29,886579840
2005-06-30,913509479
2005-07-01,910377000
2005-07-05,910768560
2005-07-06,900588000
2005-07-07,895889280
2005-07-08,886883400
2005-07-11,869263200
2005-07-12,861823560
2005-07-13,903720479
2005-07-14,919774439
2005-07-15,926822520
2005-07-18,921340680
2005-07-19,953057040
2005-07-20,946008960
2005-07-21,937394640
2005-07-22,949533000
2005-07-25,937003080
2005-07-26,943268040
2005-07-27,957755760
2005-07-28,970677240
2005-07-29,972635040
2005-08-01,973418160
2005-08-02,968327880
2005-08-03,968327880
2005-08-04,943659600
2005-08-05,949924560
2005-08-08,952665479
2005-08-09,886491840
2005-08-10,898238640
2005-08-11,899413320
2005-08-12,884925600
2005-08-15,886100280
2005-08-16,869654760
2005-08-17,859082640
2005-08-18,842637120
2005-08-19,845769600
2005-08-22,837938400
2005-08-23,844594920
2005-08-24,830498760
2005-08-25,816402600
2005-08-26,823450680
2005-08-29,835980600
2005-08-30,834414360
2005-08-31,841462439
2005-09-01,824625360
2005-09-02,828540960
2005-09-06,826583160
2005-09-07,827366280
2005-09-08,825408479
2005-09-09,816011040
2005-09-12,819926640
2005-09-13,818751960
2005-09-14,800740200
2005-09-15,801914880
2005-09-16,798782400
2005-09-19,790168080
2005-09-20,786252479
2005-09-21,757277040
2005-09-22,743180880
2005-09-23,743572439
2005-09-26,743572439
2005-09-27,738873720
2005-09-28,731434080
2005-09-29,745530240
2005-09-30,756590520
2005-10-03,767555600
2005-10-04,764422720
2005-10-05,762464670
2005-10-06,756198910
2005-10-07,756590520
2005-10-10,749933150
2005-10-11,749149930
2005-10-12,735051970
2005-10-13,733877139
2005-10-14,737010020
2005-10-17,738968070
2005-10-18,727611379
2005-10-19,777345850
2005-10-20,774212970
2005-10-21,795751520
2005-10-24,793010250
2005-10-25,773821360
2005-10-26,737793240
2005-10-27,726828160
2005-10-28,729569430
2005-10-31,742884170
2005-11-01,765205940
2005-11-02,763639500
2005-11-03,963360600
2005-11-04,958661280
2005-11-07,959836110
2005-11-08,941038830
2005-11-09,922241550
2005-11-10,919500280
2005-11-11,924982820
2005-11-14,924591210
2005-11-15,900311389
2005-11-16,907751980
2005-11-17,918325450
2005-11-18,906577150
2005-11-21,935947900
2005-11-22,942213660
2005-11-23,940255610
2005-11-25,939472389
2005-11-28,930465360
2005-11-29,921849940
2005-11-30,940647220
2005-12-01,962185770
2005-12-02,956311620
2005-12-05,946912980
2005-12-06,963360600
2005-12-07,946129760
2005-12-08,940255610
2005-12-09,937905950
2005-12-12,954353570
2005-12-13,932815020
2005-12-14,928115700
2005-12-15,923416379
2005-12-16,921849940
2005-12-19,915975790
2005-12-20,904227490
2005-12-21,904619100
2005-12-22,906185540
2005-12-23,899136560
2005-12-27,889737920
2005-12-28,893262410
2005-12-29,890912750
2005-12-30,874073520
2006-01-03,893138400
2006-01-04,896288800
2006-01-05,906133800
2006-01-06,911253200
2006-01-09,910859400
2006-01-10,904558600
2006-01-11,889200399
2006-01-12,873842200
2006-01-13,878567800
2006-01-17,882112000
2006-01-18,863209600
2006-01-19,859665399
2006-01-20,838794000
2006-01-23,842338200
2006-01-24,860059200
2006-01-25,851395600
2006-01-26,864784800
2006-01-27,855727400
2006-01-30,856515000
2006-01-31,868329000
2006-02-01,862422000
2006-02-02,854546000
2006-02-03,854939800
2006-02-06,846276199
2006-02-07,829342800
2006-02-08,854546000
2006-02-09,845882400
2006-02-10,865178600
2006-02-13,858090200
2006-02-14,896288800
2006-02-15,906921400
2006-02-16,880143000
2006-02-17,921885800
2006-02-21,904164800
2006-02-22,906527600
2006-02-23,919916800
2006-02-24,941182000
2006-02-27,975442600
2006-02-28,966779000
2006-03-01,978199200
2006-03-02,979380600
2006-03-03,970717000
2006-03-06,943544800
2006-03-07,925823800
2006-03-08,920704400
2006-03-09,917554000
2006-03-10,943544800
2006-03-13,924248600
2006-03-14,941969600
2006-03-15,945513800
2006-03-16,935275000
2006-03-17,943938600
2006-03-20,945513800
2006-03-21,912040800
2006-03-22,922279600
2006-03-23,925430000
2006-03-24,927792800
2006-03-27,932124600
2006-03-28,926611400
2006-03-29,960478200
2006-03-30,964810000
2006-03-31,980708040
2006-04-03,975970320
2006-04-04,996895250
2006-04-05,990973100
2006-04-06,992947150
2006-04-07,967284500
2006-04-10,955835010
2006-04-11,947149189
2006-04-12,947938810
2006-04-13,956624630
2006-04-17,940042610
2006-04-18,967284500
2006-04-19,981892470
2006-04-20,981497660
2006-04-21,981102850
2006-04-24,970837790
2006-04-25,963336400
2006-04-26,962151970
2006-04-27,971232600
2006-04-28,964915640
2006-05-01,964520830
2006-05-02,964520830
2006-05-03,998869300
2006-05-04,1153240010
2006-05-05,1151265960
2006-05-08,1172980510
2006-05-09,1131920270
2006-05-10,1163505070
2006-05-11,1140211280
2006-05-12,1125208500
2006-05-15,1138632040
2006-05-16,1149291910
2006-05-17,1144949000
2006-05-18,1163505070
2006-05-19,1159556970
2006-05-22,1156398490
2006-05-23,1127577360
2006-05-24,1157582920
2006-05-25,1210882270
2006-05-26,1239703400
2006-05-30,1224305810
2006-05-31,1227859100
2006-06-01,1263392000
2006-06-02,1272077820
2006-06-05,1236150110
2006-06-06,1244835930
2006-06-07,1270498580
2006-06-08,1229438340
2006-06-09,1244046310
2006-06-12,1157188110
2006-06-13,1168637600
2006-06-14,1170216840
2006-06-15,1207723790
2006-06-16,1188378100
2006-06-19,1166268740
2006-06-20,1179692280
2006-06-21,1192721010
2006-06-22,1189562530
2006-06-23,1184035190
2006-06-26,1208513410
2006-06-27,1167058360
2006-06-28,1154819250
2006-06-29,1184035190
2006-06-30,1182336560
2006-07-03,1206490120
2006-07-05,1168477960
2006-07-06,1158974920
2006-07-07,1141156720
2006-07-10,1134425400
2006-07-11,1141156720
2006-07-12,1121358720
2006-07-13,1073447560
2006-07-14,1041374800
2006-07-17,1039395000
2006-07-18,1044542480
2006-07-19,1089681920
2006-07-20,1054837440
2006-07-21,1036623280
2006-07-24,1072655640
2006-07-25,1063152600
2006-07-26,1052857640
2006-07-27,1044938440
2006-07-28,1073051600
2006-07-31,1064340480
2006-08-01,1029891960
2006-08-02,1025932360
2006-08-03,1052065720
2006-08-04,1045730360
2006-08-07,1045730360
2006-08-08,1221536600
2006-08-09,1244502280
2006-08-10,1225892160
2006-08-11,1224308320
2006-08-14,1252817440
2006-08-15,1284494240
2006-08-16,1267072000
2006-08-17,1304688200
2006-08-18,1300332640
2006-08-21,1303896280
2006-08-22,1312211440
2006-08-23,1308251840
2006-08-24,1289641720
2006-08-25,1305084160
2006-08-28,1303104359
2006-08-29,1336365000
2006-08-30,1292809400
2006-08-31,1322506400
2006-09-01,1312607400
2006-09-05,1352599359
2006-09-06,1222328520
2006-09-07,1221932560
2006-09-08,1227476000
2006-09-11,1236979040
2006-09-12,1244898240
2006-09-13,1255985120
2006-09-14,1266676040
2006-09-15,1246482080
2006-09-18,1223912360
2006-09-19,1229455800
2006-09-20,1250441680
2006-09-21,1332405400
2006-09-22,1399322640
2006-09-25,1430603480
2006-09-26,1447233800
2006-09-27,1451589359
2006-09-28,1447629760
2006-09-29,1456736840
2006-10-02,1420387500
2006-10-03,1445510000
2006-10-04,1480681500
2006-10-05,1503485000
2006-10-06,1484160000
2006-10-09,1511988000
2006-10-10,1523969500
2006-10-11,1517785500
2006-10-12,1558754500
2006-10-13,1578079500
2006-10-16,1588128500
2006-10-17,1574987500
2006-10-18,1546000000
2006-10-19,1588128500
2006-10-20,1571122500
2006-10-23,1580398500
2006-10-24,1584263500
2006-10-25,1585036500
2006-10-26,1571122500
2006-10-27,1554889499
2006-10-30,1547159500
2006-10-31,1557208500
2006-11-01,1566484500
2006-11-02,1534791500
2006-11-03,1534405000
2006-11-06,1545226999
2006-11-07,1551411000
2006-11-08,1561460000
2006-11-09,1539429500
2006-11-10,1569576500
2006-11-13,1598177500
2006-11-14,1581171499
2006-11-15,1552957000
2006-11-16,1540202500
2006-11-17,1536724000
2006-11-20,1527448000
2006-11-21,1541748500
2006-11-22,1544067500
2006-11-24,1497687500
2006-11-27,1504644500
2006-11-28,1505417500
2006-11-29,1547932500
2006-11-30,1526288500
2006-12-01,1512374500
2006-12-04,1557981500
2006-12-05,1515853000
2006-12-06,1542135000
2006-12-07,1552570500
2006-12-08,1576920000
2006-12-11,1595085500
2006-12-12,1617889000
2006-12-13,1607067000
2006-12-14,1623300000
2006-12-15,1618662000
2006-12-18,1617116000
2006-12-19,1608613000
2006-12-20,1656539000
2006-12-21,1645717000
2006-12-22,1653060500
2006-12-26,1664655500
2006-12-27,1699440500
2006-12-28,1692870000
2006-12-29,1685526500
2007-01-03,1635288270
2007-01-04,1652768040
2007-01-05,1631569170
2007-01-08,1627478160
2007-01-09,1638635460
2007-01-10,1667644440
2007-01-11,1660578150
2007-01-12,1654999500
2007-01-16,1656859050
2007-01-17,1637519730
2007-01-18,1604791650
2007-01-19,1598841090
2007-01-22,1589543340
2007-01-23,1588799520
2007-01-24,1602560190
2007-01-25,1576154580
2007-01-26,1572807390
2007-01-29,1583220870
2007-01-30,1588055700
2007-01-31,1585080420
2007-02-01,1605535470
2007-02-02,1636775910
2007-02-05,1657230960
2007-02-06,1657974780
2007-02-07,1697397240
2007-02-08,1673595000
2007-02-09,1695537690
2007-02-12,1708182630
2007-02-13,1889302800
2007-02-14,1897112910
2007-02-15,1890046620
2007-02-16,1929097170
2007-02-20,1989718500
2007-02-21,2014264559
2007-02-22,1994181420
2007-02-23,2008314000
2007-02-26,1999388160
2007-02-27,1944345480
2007-02-28,1949180309
2007-03-01,1977073559
2007-03-02,1931328630
2007-03-05,1908642120
2007-03-06,1934675820
2007-03-07,1939510650
2007-03-08,1964056710
2007-03-09,1943973570
2007-03-12,1967031990
2007-03-13,1909385940
2007-03-14,1925378070
2007-03-15,1921287059
2007-03-16,1923146610
2007-03-19,1946205030
2007-03-20,1984139850
2007-03-21,2007570180
2007-03-22,2055174660
2007-03-23,2015752200
2007-03-26,1993809510
2007-03-27,1968891540
2007-03-28,1949552220
2007-03-29,1955874690
2007-03-30,1980792660
2007-04-02,2050540380
2007-04-03,2043396950
2007-04-04,2045652769
2007-04-05,2050540380
2007-04-09,2038133370
2007-04-10,2063699330
2007-04-11,2077986190
2007-04-12,2070466790
2007-04-13,2089265290
2007-04-16,2116711100
2007-04-17,2133253780
2007-04-18,2111823490
2007-04-19,2046780680
2007-04-20,2044900830
2007-04-23,2041893070
2007-04-24,2057307840
2007-04-25,2082497830
2007-04-26,2146788700
2007-04-27,2143029000
2007-04-30,2091897080
2007-05-01,2128742140
2007-05-02,2122726620
2007-05-03,2161827500
2007-05-04,2344548920
2007-05-07,2351316380
2007-05-08,2408087850
2007-05-09,2191153160
2007-05-10,2124982440
2007-05-11,2133629750
2007-05-14,2096408720
2007-05-15,2053172170
2007-05-16,2076106340
2007-05-17,2155811980
2007-05-18,2289281330
2007-05-21,2266347160
2007-05-22,2296048790
2007-05-23,2312215500
2007-05-24,2244164930
2007-05-25,2269354920
2007-05-29,2291161180
2007-05-30,2271610740
2007-05-31,2324998480
2007-06-01,2314847290
2007-06-04,2339661310
2007-06-05,2319734900
2007-06-06,2294920880
2007-06-07,2230630010
2007-06-08,2229878070
2007-06-11,2266347160
2007-06-12,2308455800
2007-06-13,2319358930
2007-06-14,2369738910
2007-06-15,2441925150
2007-06-18,2413351430
2007-06-19,2497192740
2007-06-20,2470122900
2007-06-21,2475762450
2007-06-22,2438165450
2007-06-25,2425006500
2007-06-26,2412223520
2007-06-27,2438541420
2007-06-28,2416359190
2007-06-29,2584417780
2007-07-02,2582322930
2007-07-03,2572872180
2007-07-05,2620503959
2007-07-06,2677586490
2007-07-09,2655660750
2007-07-10,2550190380
2007-07-11,2589883530
2007-07-12,2597066100
2007-07-13,2619369870
2007-07-16,2569469910
2007-07-17,2562287340
2007-07-18,2589883530
2007-07-19,2646588030
2007-07-20,2671916040
2007-07-23,2590639590
2007-07-24,2535825240
2007-07-25,2527130550
2007-07-26,2452658640
2007-07-27,2379320820
2007-07-30,2450390459
2007-07-31,2411831400
2007-08-01,2353992810
2007-08-02,2423172300
2007-08-03,2327152680
2007-08-06,2333201160
2007-08-07,2460597270
2007-08-08,3007606680
2007-08-09,2872271940
2007-08-10,2904026459
2007-08-13,2935402950
2007-08-14,2779654590
2007-08-15,2849212110
2007-08-16,2736937200
2007-08-17,2771337930
2007-08-20,2866601490
2007-08-21,2918391600
2007-08-22,2992863510
2007-08-23,3061286940
2007-08-24,3077164200
2007-08-27,3057884670
2007-08-28,2896465860
2007-08-29,2971315800
2007-08-30,2996265780
2007-08-31,3136892940
2007-09-04,3105894480
2007-09-05,3068847540
2007-09-06,3116479320
2007-09-07,2945231730
2007-09-10,2890417380
2007-09-11,3078298290
2007-09-12,3150880050
2007-09-13,3257484510
2007-09-14,3276007980
2007-09-17,3287726910
2007-09-18,3400379850
2007-09-19,3397355610
2007-09-20,3280544340
2007-09-21,3376563959
2007-09-24,3310786740
2007-09-25,3382234410
2007-09-26,3329688240
2007-09-27,3396599550
2007-09-28,3355016250
2007-10-01,3364397010
2007-10-02,3340664280
2007-10-03,3434841780
2007-10-04,3420150090
2007-10-05,3538437030
2007-10-08,3547478070
2007-10-09,3496622219
2007-10-10,3564430020
2007-10-11,3441245850
2007-10-12,3517717980
2007-10-15,3507546810
2007-10-16,3403951560
2007-10-17,3352342290
2007-10-18,3466485420
2007-10-19,3338780730
2007-10-22,3333883500
2007-10-23,3448780050
2007-10-24,3350082030
2007-10-25,3283027650
2007-10-26,3248747040
2007-10-29,3434841780
2007-10-30,3341417700
2007-10-31,3507170100
2007-11-01,3452547150
2007-11-02,3420903510
2007-11-05,3354602550
2007-11-06,3351212160
2007-11-07,3402068010
2007-11-08,3174535170
2007-11-09,3905729280
2007-11-12,3770867100
2007-11-13,4094837700
2007-11-14,4026653190
2007-11-15,4014598469
2007-11-16,4134768960
2007-11-19,3866928150
2007-11-20,3852613170
2007-11-21,3896688240
2007-11-23,4056789990
2007-11-26,3927201750
2007-11-27,4035317520
2007-11-28,4256446290
2007-11-29,4150214070
2007-11-30,4286959800
2007-12-03,4316719890
2007-12-04,4346103270
2007-12-05,4510348830
2007-12-06,4469287440
2007-12-07,4442164320
2007-12-10,4351753920
2007-12-11,4152851040
2007-12-12,4215761610
2007-12-13,4361548380
2007-12-14,4413911070
2007-12-17,4117817010
2007-12-18,4289220060
2007-12-19,4308432270
2007-12-20,4378500330
2007-12-21,4337815650
2007-12-24,4438020510
2007-12-26,4453842330
2007-12-27,4393192020
2007-12-28,4445931420
2007-12-31,4390408640
2008-01-02,4404933760
2008-01-03,4258153600
2008-01-04,4110608960
2008-01-07,4020400320
2008-01-08,3909550720
2008-01-09,3931338400
2008-01-10,3928662720
2008-01-11,3678677760
2008-01-14,3842276480
2008-01-15,3947774720
2008-01-16,3647716320
2008-01-17,3415696640
2008-01-18,3554067520
2008-01-22,3690144960
2008-01-23,3832720480
2008-01-24,4150361920
2008-01-25,3997465920
2008-01-28,4065504640
2008-01-29,4033778720
2008-01-30,4072002720
2008-01-31,4148068480
2008-02-01,4124369600
2008-02-04,4039512320
2008-02-05,3756654720
2008-02-06,3568592640
2008-02-07,3865593120
2008-02-08,3890820960
2008-02-11,3929427200
2008-02-12,3937072000
2008-02-13,4011991039
2008-02-14,3907639520
2008-02-15,4734424640
2008-02-19,4686644640
2008-02-20,4873942240
2008-02-21,4728691040
2008-02-22,4864004000
2008-02-25,4721046240
2008-02-26,4836482720
2008-02-27,4711108000
2008-02-28,4713401440
2008-02-29,4358300480
2008-03-03,4345686560
2008-03-04,4408373920
2008-03-05,4524574880
2008-03-06,4429397120
2008-03-07,4469150080
2008-03-10,4195848480
2008-03-11,4403022560
2008-03-12,4622810560
2008-03-13,4682057760
2008-03-14,4496289120
2008-03-17,4245921920
2008-03-18,4703845440
2008-03-19,4393466560
2008-03-20,4534513120
2008-03-24,4767679520
2008-03-25,4682440000
2008-03-26,4623192800
2008-03-27,4544069120
2008-03-28,4662945760
2008-03-31,4685500480
2008-04-01,4961916320
2008-04-02,4942920000
2008-04-03,4962304000
2008-04-04,4865771680
2008-04-07,4779706720
2008-04-08,4875076000
2008-04-09,4873137600
2008-04-10,4874688320
2008-04-11,4656812160
2008-04-14,4656036800
2008-04-15,4574624000
2008-04-16,4689377280
2008-04-17,4650609280
2008-04-18,5017742240
2008-04-21,5025495840
2008-04-22,4878565120
2008-04-23,4876626720
2008-04-24,4847163040
2008-04-25,4977035840
2008-04-28,4765750240
2008-04-29,4825840640
2008-04-30,4948347520
2008-05-01,4971220640
2008-05-02,4899112160
2008-05-05,4899112160
2008-05-06,4911905600
2008-05-07,4730859040
2008-05-08,4798703040
2008-05-09,5374407840
2008-05-12,5383324480
2008-05-13,5414338880
2008-05-14,5361226720
2008-05-15,5371306400
2008-05-16,5252676320
2008-05-19,5023169760
2008-05-20,5127843360
2008-05-21,4989829280
2008-05-22,5054959519
2008-05-23,5103807200
2008-05-27,5090626080
2008-05-28,5199951840
2008-05-29,5115049920
2008-05-30,5215459040
2008-06-02,5146839680
2008-06-03,5147227360
2008-06-04,5227089440
2008-06-05,5324397120
2008-06-06,5135984640
2008-06-09,4906090400
2008-06-10,4938267840
2008-06-11,4686275840
2008-06-12,4739775680
2008-06-13,4919659200
2008-06-16,4947959840
2008-06-17,4868873120
2008-06-18,5012702400
2008-06-19,5074731200
2008-06-20,5065039200
2008-06-23,5118926720
2008-06-24,5054184160
2008-06-25,5100318080
2008-06-26,4923536000
2008-06-27,4851039840
2008-06-30,4585493900
2008-07-01,4581919550
2008-07-02,4262610950
2008-07-03,4239179100
2008-07-07,4193506850
2008-07-08,4282865600
2008-07-09,4334097950
2008-07-10,4394067600
2008-07-11,4265788150
2008-07-14,4278894100
2008-07-15,4118445500
2008-07-16,4453640100
2008-07-17,4417499450
2008-07-18,4155777600
2008-07-21,4011215000
2008-07-22,4185166700
2008-07-23,4025909550
2008-07-24,3991754650
2008-07-25,3992548950
2008-07-28,4229647500
2008-07-29,4279291250
2008-07-30,4322183450
2008-07-31,4565239250
2008-08-01,4633151900
2008-08-04,4436959800
2008-08-05,4654598000
2008-08-06,3859106550
2008-08-07,3812640000
2008-08-08,3795959700
2008-08-11,4076347600
2008-08-12,4004066299
2008-08-13,4007640650
2008-08-14,4047752800
2008-08-15,4098588000
2008-08-18,3997711900
2008-08-19,3941713750
2008-08-20,3986591700
2008-08-21,3940125149
2008-08-22,4056092950
2008-08-25,3856326500
2008-08-26,3760613350
2008-08-27,3770542100
2008-08-28,3812242850
2008-08-29,3692700700
2008-09-02,3876184000
2008-09-03,3691509250
2008-09-04,3694686450
2008-09-05,3718912600
2008-09-08,3663708750
2008-09-09,3353534600
2008-09-10,3295947850
2008-09-11,3377760750
2008-09-12,3425021600
2008-09-15,3124379050
2008-09-16,3310642400
2008-09-17,3135499250
2008-09-18,3385306600
2008-09-19,3456793600
2008-09-22,3262587250
2008-09-23,3157739650
2008-09-24,3129939150
2008-09-25,3074735300
2008-09-26,2978625000
2008-09-29,2654550600
2008-09-30,2689230570
2008-10-01,2543431280
2008-10-02,2398024980
2008-10-03,2285236850
2008-10-06,2297026550
2008-10-07,2253797650
2008-10-08,2495879490
2008-10-09,2317069040
2008-10-10,2330430700
2008-10-13,2559936860
2008-10-14,2590983070
2008-10-15,2287987780
2008-10-16,2341827410
2008-10-17,2282878910
2008-10-20,2385842290
2008-10-21,2258906520
2008-10-22,2140223540
2008-10-23,2040797070
2008-10-24,2041583050
2008-10-27,1935868740
2008-10-28,2076559160
2008-10-29,2187775330
2008-10-30,2212533700
2008-10-31,2068306370
2008-11-03,2054944710
2008-11-04,2119395070
2008-11-05,2067127400
2008-11-06,1849803930
2008-11-07,2144546430
2008-11-10,2133542710
2008-11-11,2144546430
2008-11-12,1981848570
2008-11-13,2161052010
2008-11-14,2114286200
2008-11-17,2150834270
2008-11-18,2232576190
2008-11-19,2171269750
2008-11-20,2080882050
2008-11-21,2273840140
2008-11-24,2421211390
2008-11-25,2468763180
2008-11-26,2658970340
2008-11-28,2711631000
2008-12-01,2465226270
2008-12-02,2436145010
2008-12-03,2364620830
2008-12-04,2288380770
2008-12-05,2376017540
2008-12-08,2532820550
2008-12-09,2420818400
2008-12-10,2439681920
2008-12-11,2395667040
2008-12-12,2542252310
2008-12-15,2473086070
2008-12-16,2648752600
2008-12-17,2763112690
2008-12-18,2754859900
2008-12-19,2721455750
2008-12-22,2592162039
2008-12-23,2761933720
2008-12-24,2731280500
2008-12-26,2690016550
2008-12-29,2717132860
2008-12-30,2783155179
2008-12-31,3019944600
2009-01-02,3152797560
2009-01-05,3075300000
2009-01-06,3223734480
2009-01-07,3078580320
2009-01-08,3159768240
2009-01-09,3083500800
2009-01-12,2958848640
2009-01-13,2909233800
2009-01-14,2831326200
2009-01-15,2907183600
2009-01-16,2916614520
2009-01-20,2707904160
2009-01-21,2788272000
2009-01-22,2762439480
2009-01-23,2825995680
2009-01-26,2746857960
2009-01-27,2757519000
2009-01-28,2840347080
2009-01-29,2773920600
2009-01-30,2750958360
2009-02-02,2808774000
2009-02-03,2863309320
2009-02-04,2901443040
2009-02-05,2979760680
2009-02-06,3053567880
2009-02-09,3034706040
2009-02-10,2945317320
2009-02-11,2951057880
2009-02-12,2960898839
2009-02-13,2979350640
2009-02-17,2823945480
2009-02-18,2818614960
2009-02-19,3286880640
2009-02-20,3434085000
2009-02-23,3358227600
2009-02-24,3479189400
2009-02-25,3554226720
2009-02-26,3491900640
2009-02-27,3479599440
2009-03-02,3402921960
2009-03-03,3388980600
2009-03-04,3401691839
2009-03-05,3377499480
2009-03-06,3427524360
2009-03-09,3213073440
2009-03-10,3332805120
2009-03-11,3113843760
2009-03-12,3202412400
2009-03-13,3212253360
2009-03-16,3294671400
2009-03-17,3328704720
2009-03-18,3261868200
2009-03-19,3220454160
2009-03-20,3197901960
2009-03-23,3366838440
2009-03-24,3255717600
2009-03-25,3280320000
2009-03-26,3443515920
2009-03-27,3338545680
2009-03-30,3287290680
2009-03-31,3282053580
2009-04-01,3369541680
2009-04-02,3587012100
2009-04-03,3692414430
2009-04-06,3712828320
2009-04-07,3617424630
2009-04-08,3628673100
2009-04-09,3747823559
2009-04-13,3761988300
2009-04-14,3706995780
2009-04-15,3687831720
2009-04-16,3748656780
2009-04-17,3804899130
2009-04-20,3807815400
2009-04-21,3941130600
2009-04-22,3946129920
2009-04-23,3938214330
2009-04-24,4006121760
2009-04-27,3807398790
2009-04-28,3898636380
2009-04-29,3957378390
2009-04-30,4044866490
2009-05-01,4001539050
2009-05-04,4141103400
2009-05-05,4388153130
2009-05-06,4301081640
2009-05-07,4199428800
2009-05-08,4370238900
2009-05-11,4536049680
2009-05-12,4508970030
2009-05-13,4209010830
2009-05-14,4155268140
2009-05-15,4151935260
2009-05-18,4232757600
2009-05-19,4332327390
2009-05-20,4284417240
2009-05-21,4184847450
2009-05-22,4218176250
2009-05-26,4386070080
2009-05-27,4367322630
2009-05-28,4490222580
2009-05-29,4587292710
2009-06-01,4761852300
2009-06-02,4807262790
2009-06-03,4823927190
2009-06-04,4848090570
2009-06-05,4846007520
2009-06-08,4844341080
2009-06-09,4915998000
2009-06-10,4824760410
2009-06-11,4816428210
2009-06-12,4803929910
2009-06-15,4626454050
2009-06-16,4555630350
2009-06-17,4582710000
2009-06-18,4588959150
2009-06-19,4689362160
2009-06-22,4448978190
2009-06-23,4440229380
2009-06-24,4598124570
2009-06-25,4738105530
2009-06-26,4787682120
2009-06-29,4776433650
2009-06-30,4748571950
2009-07-01,4794120780
2009-07-02,4685569830
2009-07-06,4597452000
2009-07-07,4507205720
2009-07-08,4416533750
2009-07-09,4529341600
2009-07-10,4538281090
2009-07-13,4642575140
2009-07-14,4696212080
2009-07-15,4917145190
2009-07-16,4989086800
2009-07-17,4941409520
2009-07-20,5061879790
2009-07-21,5096360680
2009-07-22,5144463650
2009-07-23,5237264070
2009-07-24,5252588910
2009-07-27,5224067680
2009-07-28,5286218420
2009-07-29,5216830950
2009-07-30,5403708860
2009-07-31,5517793780
2009-08-03,5692752370
2009-08-04,5539503970
2009-08-05,5636986979
2009-08-06,5530138790
2009-08-07,5590161080
2009-08-10,6395566560
2009-08-11,6543706680
2009-08-12,6327456159
2009-08-13,6409614330
2009-08-14,6332564440
2009-08-17,6166119650
2009-08-18,6241466780
2009-08-19,6252534720
2009-08-20,6507523030
2009-08-21,6536895640
