,BKNG
2014-04-11,60581935370
2014-04-14,61158302370
2014-04-15,61291390750
2014-04-16,63518263250
2014-04-17,63314438919
2014-04-21,63978832880
2014-04-22,64448310000
2014-04-23,63921720150
2014-04-24,63768720910
2014-04-25,60635904280
2014-04-28,59717908840
2014-04-29,60510151479
2014-04-30,60662626750
2014-05-01,61859898199
2014-05-02,61824792210
2014-05-05,62436789169
2014-05-06,61218558919
2014-05-07,59299780780
2014-05-08,58055876000
2014-05-09,59518276270
2014-05-12,60954478040
2014-05-13,60775804270
2014-05-14,60037006570
2014-05-15,59536091250
2014-05-16,59583772520
2014-05-19,60717119630
2014-05-20,60271221160
2014-05-21,61694323680
2014-05-22,61726809820
2014-05-23,62725496639
2014-05-27,65973586669
2014-05-28,66545237940
2014-05-29,67682776810
2014-05-30,66996376110
2014-06-02,67005283600
2014-06-03,66308927470
2014-06-04,65285090090
2014-06-05,65389360120
2014-06-06,64871677760
2014-06-09,64444118240
2014-06-10,64075243360
2014-06-11,65429181840
2014-06-12,64238722000
2014-06-13,62315752100
2014-06-16,63006344560
2014-06-17,62693534470
2014-06-18,63760861360
2014-06-19,63234271510
2014-06-20,63042498490
2014-06-23,63169823199
2014-06-24,63124237810
2014-06-25,64000315650
2014-06-26,63803826900
2014-06-27,63163011590
2014-06-30,63043215000
2014-07-01,65336981850
2014-07-02,64869005199
2014-07-03,65145703599
2014-07-07,65632022000
2014-07-08,64208178150
2014-07-09,64791969849
2014-07-10,63731292650
2014-07-11,63667882600
2014-07-14,64379018450
2014-07-15,64510555000
2014-07-16,64125378250
2014-07-17,62957794849
2014-07-18,63555735900
2014-07-21,63720287600
2014-07-22,64492737300
2014-07-23,64913025400
2014-07-24,64810835650
2014-07-25,64341810900
2014-07-28,64944992450
2014-07-29,65328597049
2014-07-30,65818059750
2014-07-31,65110592250
2014-08-01,65291389500
2014-08-04,68122307600
2014-08-05,67141810050
2014-08-06,67108270850
2014-08-07,67346189549
2014-08-08,67160151800
2014-08-11,68612818400
2014-08-12,67830935799
2014-08-13,67798968750
2014-08-14,67330468050
2014-08-15,66560638599
2014-08-18,66878212900
2014-08-19,66647630900
2014-08-20,66730954849
2014-08-21,66294945250
2014-08-22,66947387500
2014-08-25,66921709050
2014-08-26,66948435600
2014-08-27,66070651850
2014-08-28,65543457550
2014-08-29,65208065550
2014-09-02,65763034500
2014-09-03,64688732000
2014-09-04,63973927800
2014-09-05,62625023100
2014-09-08,62826258299
2014-09-09,61684877400
2014-09-10,62290679200
2014-09-11,61672824249
2014-09-12,60996275700
2014-09-15,60453883949
2014-09-16,61466872600
2014-09-17,61512989000
2014-09-18,62739266000
2014-09-19,62158618599
2014-09-22,61093224950
2014-09-23,61122571749
2014-09-24,61943758100
2014-09-25,61000992150
2014-09-26,61546528200
2014-09-29,60844825250
2014-09-30,60594892580
2014-10-01,59500755660
2014-10-02,59618432910
2014-10-03,59699499460
2014-10-06,58567705820
2014-10-07,58009654150
2014-10-08,58939042920
2014-10-09,57645639190
2014-10-10,55630481660
2014-10-13,54429650700
2014-10-14,54939585450
2014-10-15,55373683750
2014-10-16,56128910190
2014-10-17,56342298270
2014-10-20,57691664070
2014-10-21,59255463970
2014-10-22,58286849450
2014-10-23,59151384980
2014-10-24,59541027430
2014-10-27,59322932260
2014-10-28,60492382619
2014-10-29,59843850220
2014-10-30,59967803589
2014-10-31,63085989210
2014-11-03,62683794520
2014-11-04,57410807700
2014-11-05,57287377339
2014-11-06,57413422750
2014-11-07,57249197609
2014-11-10,58578166020
2014-11-11,61054095359
2014-11-12,60721461000
2014-11-13,61088091010
2014-11-14,61346980960
2014-11-17,61004409410
2014-11-18,61026375830
2014-11-19,60493951650
2014-11-20,60349077880
2014-11-21,60222509460
2014-11-24,60676482140
2014-11-25,61671770170
2014-11-26,61026375830
2014-11-28,60679097190
2014-12-01,60313513200
2014-12-02,59589667359
2014-12-03,59109021170
2014-12-04,59628893109
2014-12-05,59412366970
2014-12-08,59397199680
2014-12-09,59371049180
2014-12-10,58342811520
2014-12-11,58277435270
2014-12-12,57739780990
2014-12-15,56413950640
2014-12-16,54698477839
2014-12-17,56241357339
2014-12-18,57770638580
2014-12-19,58025344450
2014-12-22,60113723380
2014-12-23,60021150609
2014-12-24,60134643780
2014-12-26,60471462220
2014-12-29,60671252040
2014-12-30,60075543650
2014-12-31,59187160890
2015-01-02,59283192540
2015-01-05,56974280220
2015-01-06,56059643640
2015-01-07,55520309130
2015-01-08,56209660649
2015-01-09,54606191640
2015-01-12,53984321820
2015-01-13,53872198380
2015-01-14,53760594030
2015-01-15,51818159250
2015-01-16,52335691980
2015-01-20,53204129550
2015-01-21,54272416770
2015-01-22,54487839120
2015-01-23,53881022910
2015-01-26,54081910739
2015-01-27,52628458740
2015-01-28,52077704250
2015-01-29,52674138660
2015-01-30,52401097320
2015-02-02,52585374270
2015-02-03,53858182950
2015-02-04,53376986520
2015-02-05,54224141399
2015-02-06,53072799780
2015-02-09,53629783350
2015-02-10,54899996579
2015-02-11,55026654540
2015-02-12,56682032550
2015-02-13,57274833329
2015-02-17,58189469910
2015-02-18,58293287910
2015-02-19,63227757450
2015-02-20,63133283070
2015-02-23,62684270220
2015-02-24,63318079110
2015-02-25,64930891739
2015-02-26,64432046250
2015-02-27,64236349320
2015-03-02,64855104600
2015-03-03,64472535270
2015-03-04,63623304030
2015-03-05,63946697100
2015-03-06,63120824910
2015-03-09,63173253000
2015-03-10,61828290809
2015-03-11,61125442950
2015-03-12,61595219399
2015-03-13,60098682930
2015-03-16,60133461960
2015-03-17,59880665130
2015-03-18,61340346210
2015-03-19,61061594880
2015-03-20,61209535530
2015-03-23,61313872620
2015-03-24,60718995480
2015-03-25,59835504300
2015-03-26,59194947239
2015-03-27,58926577710
2015-03-30,59686525470
2015-03-31,60057334350
2015-04-01,59306714399
2015-04-02,59865939160
2015-04-06,61133480890
2015-04-07,61131933220
2015-04-08,61506985250
2015-04-09,61184554000
2015-04-10,61365115500
2015-04-13,61893902750
2015-04-14,62149784190
2015-04-15,61955809550
2015-04-16,62220977009
2015-04-17,61263485170
2015-04-20,61464166380
2015-04-21,61610679140
2015-04-22,62572298100
2015-04-23,62995327899
2015-04-24,63613880009
2015-04-27,64651334800
2015-04-28,64079728679
2015-04-29,64409382390
2015-04-30,63857380090
2015-05-01,65024323270
2015-05-04,65386993940
2015-05-05,65173415480
2015-05-06,65216234350
2015-05-07,62602735610
2015-05-08,62152363640
2015-05-11,61204157820
2015-05-12,61054033830
2015-05-13,60758944750
2015-05-14,61395553009
2015-05-15,61844893200
2015-05-18,62775558759
2015-05-19,62611505740
2015-05-20,62328798020
2015-05-21,62558369070
2015-05-22,62345306500
2015-05-26,61689094420
2015-05-27,61791240640
2015-05-28,61419283950
2015-05-29,60464371560
2015-06-01,60186822740
2015-06-02,61701475780
2015-06-03,61582305190
2015-06-04,61171140860
2015-06-05,60780096240
2015-06-08,60052175450
2015-06-09,60011936030
2015-06-10,60871924660
2015-06-11,60974586770
2015-06-12,60574256130
2015-06-15,60635647039
2015-06-16,60678981800
2015-06-17,60027412730
2015-06-18,60563422440
2015-06-19,59763792940
2015-06-22,59347469710
2015-06-23,59634304550
2015-06-24,59581167880
2015-06-25,59285562910
2015-06-26,58857890100
2015-06-29,57146682970
2015-06-30,58201753499
2015-07-01,58150192499
2015-07-02,57782188500
2015-07-06,57699286500
2015-07-07,57880255500
2015-07-08,56461317000
2015-07-09,56922838500
2015-07-10,57788254500
2015-07-13,59213764500
2015-07-14,59215786500
2015-07-15,59019147000
2015-07-16,59800144500
2015-07-17,61468800000
2015-07-20,63081850500
2015-07-21,62439360000
2015-07-22,62377183500
2015-07-23,62123928000
2015-07-24,60529581000
2015-07-27,59956344000
2015-07-28,61068949499
2015-07-29,61642186500
2015-07-30,61775133000
2015-07-31,62862463500
2015-08-03,62706264000
2015-08-04,64905694500
2015-08-05,68303665500
2015-08-06,68333490000
2015-08-07,66592042499
2015-08-10,66915562500
2015-08-11,66112828499
2015-08-12,65447590500
2015-08-13,64980508500
2015-08-14,64896090000
2015-08-17,66046608000
2015-08-18,65302006500
2015-08-19,65277742499
2015-08-20,63568647000
2015-08-21,61515306000
2015-08-24,59351765999
2015-08-25,59588845500
2015-08-26,61845903000
2015-08-27,63289105500
2015-08-28,63662164500
2015-08-31,63118752000
2015-09-01,61436447999
2015-09-02,62827078499
2015-09-03,62700703499
2015-09-04,62947387500
2015-09-08,64724220000
2015-09-09,64538196000
2015-09-10,65095257000
2015-09-11,65230225500
2015-09-14,65049256500
2015-09-15,66665340000
2015-09-16,66750264000
2015-09-17,66624900000
2015-09-18,65435458500
2015-09-21,66093114000
2015-09-22,65156422500
2015-09-23,64501294500
2015-09-24,64761121500
2015-09-25,63327018000
2015-09-28,60616527000
2015-09-29,60676176000
2015-09-30,61522653259
2015-10-01,62031006280
2015-10-02,62956188880
2015-10-05,63412811259
2015-10-06,63442158450
2015-10-07,64244480780
2015-10-08,64878181120
2015-10-09,65324357890
2015-10-12,67010577790
2015-10-13,66901645000
2015-10-14,65214430280
2015-10-15,66020731890
2015-10-16,66482328370
2015-10-19,68450082330
2015-10-20,68270019910
2015-10-21,67861148890
2015-10-22,67372692270
2015-10-23,67970579090
2015-10-26,70449173120
2015-10-27,69800550480
2015-10-28,69862229320
2015-10-29,70913256650
2015-10-30,72335351840
2015-11-02,72979497790
2015-11-03,72865590900
2015-11-04,73097383960
2015-11-05,72753176240
2015-11-06,72119475900
2015-11-09,65217912150
2015-11-10,65834203140
2015-11-11,66134638780
2015-11-12,65360171410
2015-11-13,64551382750
2015-11-16,63015380669
2015-11-17,62613473390
2015-11-18,63593868500
2015-11-19,63899775650
2015-11-20,63744583730
2015-11-23,62888541120
2015-11-24,61687793380
2015-11-25,61964850750
2015-11-27,61927047590
2015-11-30,62119047849
2015-12-01,63792832500
2015-12-02,63441661040
2015-12-03,63672459280
2015-12-04,64687175680
2015-12-07,64783673220
2015-12-08,64860771770
2015-12-09,64414097590
2015-12-10,64986616500
2015-12-11,63933599530
2015-12-14,64557849080
2015-12-15,65843653930
2015-12-16,66270431710
2015-12-17,65346741340
2015-12-18,63950511470
2015-12-21,63455091110
2015-12-22,63543630090
2015-12-23,63621226050
2015-12-24,63323774870
2015-12-28,63318303360
2015-12-29,64782678400
2015-12-30,64124107560
2015-12-31,63275768500
2016-01-04,61807713099
2016-01-05,60086544700
2016-01-06,59392717300
2016-01-07,57927639700
2016-01-08,56427324800
2016-01-11,56393576400
2016-01-12,57020899600
2016-01-13,54538407000
2016-01-14,55654089400
2016-01-15,53934906200
2016-01-19,54320035000
2016-01-20,53666407900
2016-01-21,54054018200
2016-01-22,55491799299
2016-01-25,54490265900
2016-01-26,55165730200
2016-01-27,51798831000
2016-01-28,51770541900
2016-01-29,52854461100
2016-02-01,53842098099
2016-02-02,52944787700
2016-02-03,52069810800
2016-02-04,53059432999
2016-02-05,50401746500
2016-02-08,48329694000
2016-02-09,49197722700
2016-02-10,51256375100
2016-02-11,52371561200
2016-02-12,52509036300
2016-02-16,55123048400
2016-02-17,61320842800
2016-02-18,62134278500
2016-02-19,63712016200
2016-02-22,63944284600
2016-02-23,62627600700
2016-02-24,62742742300
2016-02-25,62703038300
2016-02-26,62249420100
2016-02-29,62792372300
2016-03-01,64316509600
2016-03-02,64586993099
2016-03-03,64669875200
2016-03-04,64405347300
2016-03-07,64093670900
2016-03-08,63663875100
2016-03-09,64116500700
2016-03-10,64209805100
2016-03-11,65852558099
2016-03-14,65795979900
2016-03-15,66113611900
2016-03-16,67049633700
2016-03-17,66844661799
2016-03-18,66713638600
2016-03-21,67025811300
2016-03-22,65482318300
2016-03-23,64822239299
2016-03-24,64578059700
2016-03-28,63875298900
2016-03-29,64910580700
2016-03-30,65364198900
2016-03-31,63937571840
2016-04-01,64470318800
2016-04-04,63580423040
2016-04-05,63447484320
2016-04-06,64138468040
2016-04-07,63319506000
2016-04-08,63202936600
2016-04-11,62730706520
2016-04-12,64499089120
2016-04-13,65366167040
2016-04-14,66290289560
2016-04-15,66067567600
2016-04-18,67132565479
2016-04-19,66756071120
2016-04-20,66965400000
2016-04-21,66469360000
2016-04-22,66394954000
2016-04-25,66234733080
2016-04-26,66169255800
2016-04-27,67150918960
2016-04-28,65357734359
2016-04-29,66650910640
2016-05-02,67297250760
2016-05-03,67195562560
2016-05-04,62155796160
2016-05-05,61551123399
2016-05-06,62009960399
2016-05-09,61753011680
2016-05-10,62911265080
2016-05-11,62863645240
2016-05-12,63604729000
2016-05-13,63425658560
2016-05-16,63665245880
2016-05-17,63394904080
2016-05-18,62861661080
2016-05-19,62020377240
2016-05-20,61969781160
2016-05-23,61384453960
2016-05-24,62333874520
2016-05-25,63006008720
2016-05-26,62948468080
2016-05-27,63145892000
2016-05-31,62715825320
2016-06-01,63393912000
2016-06-02,63989160000
2016-06-03,64570022840
2016-06-06,66920756399
2016-06-07,67461440000
2016-06-08,67204987320
2016-06-09,66472832280
2016-06-10,65422715600
2016-06-13,65252573880
2016-06-14,64688576399
2016-06-15,64754053680
2016-06-16,65670239560
2016-06-17,64943540960
2016-06-20,66566583840
2016-06-21,66620652200
2016-06-22,67466400399
2016-06-23,68959480800
2016-06-24,61119072560
2016-06-27,58832824200
2016-06-28,59735617000
2016-06-29,61479693640
2016-06-30,61696422200
2016-07-01,62633425399
2016-07-05,63011982600
2016-07-06,63852616800
2016-07-07,64110589200
2016-07-08,65701913200
2016-07-11,66767902600
2016-07-12,66491150600
2016-07-13,66156083000
2016-07-14,66528215600
2016-07-15,65756769400
2016-07-18,66290011199
2016-07-19,65580340000
2016-07-20,66856858600
2016-07-21,65852150000
2016-07-22,65600108000
2016-07-25,65316931400
2016-07-26,65458272600
2016-07-27,65455801600
2016-07-28,65535861999
2016-07-29,66757030200
2016-08-01,67017473600
2016-08-02,66488679600
2016-08-03,67761738800
2016-08-04,67210705800
2016-08-05,69890752400
2016-08-08,69435100000
2016-08-09,69534434200
2016-08-10,69498357600
2016-08-11,69529986400
2016-08-12,69582371600
2016-08-15,69146487200
2016-08-16,69615977200
2016-08-17,70532224000
2016-08-18,71316519400
2016-08-19,70769440000
2016-08-22,70373585800
2016-08-23,70298467400
2016-08-24,69691095600
2016-08-25,69956481000
2016-08-26,70166021800
2016-08-29,70432889800
2016-08-30,70005901000
2016-08-31,70014796600
2016-09-01,70106717800
2016-09-02,70317247000
2016-09-06,71014563200
2016-09-07,71362974200
2016-09-08,71452918600
2016-09-09,69874938000
2016-09-12,70977498200
2016-09-13,69976249000
2016-09-14,70639959600
2016-09-15,72015812400
2016-09-16,72155671000
2016-09-19,71563125200
2016-09-20,71609580000
2016-09-21,72350880000
2016-09-22,72443295400
2016-09-23,71993079200
2016-09-26,71518153000
2016-09-27,71831475800
2016-09-28,72055842600
2016-09-29,72794671600
2016-09-30,72573886800
2016-10-03,73325030400
2016-10-04,73438466400
2016-10-05,73860645600
2016-10-06,73508500800
2016-10-07,72984722400
2016-10-10,72755877600
2016-10-11,71958866400
2016-10-12,71752708800
2016-10-13,71145086400
2016-10-14,70999592400
2016-10-17,70904898000
2016-10-18,71759120400
2016-10-19,72460944000
2016-10-20,72416062800
2016-10-21,72371674800
2016-10-24,72589176000
2016-10-25,72945759600
2016-10-26,72458971200
2016-10-27,72156146400
2016-10-28,72738122400
2016-10-31,72709023600
2016-11-01,72352440000
2016-11-02,71283675600
2016-11-03,70927092000
2016-11-04,70245489600
2016-11-07,73009875600
2016-11-08,77833371600
2016-11-09,77445223200
2016-11-10,76659062400
2016-11-11,75984858000
2016-11-14,73446357600
2016-11-15,73854234000
2016-11-16,74139303600
2016-11-17,74616228000
2016-11-18,74342502000
2016-11-21,75172557600
2016-11-22,75726914400
2016-11-23,75015226800
2016-11-25,75049257600
2016-11-28,75216452400
2016-11-29,74979716400
2016-11-30,74161497600
2016-12-01,72976831200
2016-12-02,72648360000
2016-12-05,73968163200
2016-12-06,74217722400
2016-12-07,75313612800
2016-12-08,76380404400
2016-12-09,76839573600
2016-12-12,75793989600
2016-12-13,75958225200
2016-12-14,75383154000
2016-12-15,74039184000
2016-12-16,73204689600
2016-12-19,73429095600
2016-12-20,74090970000
2016-12-21,74264083200
2016-12-22,73059688800
2016-12-23,73299384000
2016-12-27,73655474400
2016-12-28,73016287200
2016-12-29,73001491200
2016-12-30,72306079200
2017-01-03,72684623440
2017-01-04,73162769680
2017-01-05,73970010400
2017-01-06,74799879440
2017-01-09,75246050880
2017-01-10,75522018000
2017-01-11,75564323120
2017-01-12,75686319280
2017-01-13,76041977440
2017-01-17,75762074960
2017-01-18,75847177120
2017-01-19,75707471840
2017-01-20,76002131920
2017-01-23,76493068080
2017-01-24,76903329360
2017-01-25,77665313440
2017-01-26,77794196480
2017-01-27,78850840640
2017-01-30,78820833520
2017-01-31,77483794960
2017-02-01,77492649520
2017-02-02,77432635280
2017-02-03,77889628960
2017-02-06,78076558560
2017-02-07,78643250400
2017-02-08,78765738480
2017-02-09,79289141360
2017-02-10,80995119920
2017-02-13,80978886560
2017-02-14,80541569680
2017-02-15,81115640320
2017-02-16,81111704960
2017-02-17,80546980800
2017-02-21,81019224000
2017-02-22,81252394080
2017-02-23,80540093920
2017-02-24,80262651040
2017-02-27,80281835920
2017-02-28,84813402960
2017-03-01,85258590560
2017-03-02,85317129040
2017-03-03,85353039200
2017-03-06,85112490320
2017-03-07,85419940320
2017-03-08,85765760080
2017-03-09,86057468640
2017-03-10,86294574080
2017-03-13,86928167040
2017-03-14,87020648000
2017-03-15,86970472160
2017-03-16,87265624160
2017-03-17,87199214960
2017-03-20,86845524480
2017-03-21,85945310880
2017-03-22,86183892080
2017-03-23,86003849360
2017-03-24,86238987120
2017-03-27,87168224000
2017-03-28,87977432400
2017-03-29,87810179600
2017-03-30,88014326400
2017-03-31,87451706070
2017-04-03,87157902690
2017-04-04,86833146780
2017-04-05,86557521870
2017-04-06,87134811120
2017-04-07,86940252360
2017-04-10,87255182070
2017-04-11,86883260400
2017-04-12,85979741310
2017-04-13,85427508870
2017-04-17,86991839910
2017-04-18,86633183610
2017-04-19,86627779200
2017-04-20,86509864800
2017-04-21,86078003310
2017-04-24,88367999220
2017-04-25,88391090790
2017-04-26,88638219720
2017-04-27,90198128970
2017-04-28,90736113420
2017-05-01,91871039520
2017-05-02,92391828120
2017-05-03,92208569490
2017-05-04,93860353710
2017-05-05,93528228150
2017-05-08,93541002210
2017-05-09,93895728030
2017-05-10,89652774870
2017-05-11,89102016360
2017-05-12,89329001580
2017-05-15,89114299110
2017-05-16,89899903800
2017-05-17,88224045390
2017-05-18,88240749930
2017-05-19,88842604680
2017-05-22,89832103020
2017-05-23,89808520140
2017-05-24,90830444940
2017-05-25,91404786330
2017-05-26,91575270900
2017-05-30,91258375950
2017-05-31,92223308790
2017-06-01,92897877420
2017-06-02,93150410760
2017-06-05,92935216980
2017-06-06,92850711660
2017-06-07,92875768470
2017-06-08,92974521780
2017-06-09,90505197720
2017-06-12,89074011690
2017-06-13,90573981120
2017-06-14,89988830910
2017-06-15,88887805200
2017-06-16,88564031910
2017-06-19,90970959600
2017-06-20,90923793840
2017-06-21,91765899180
2017-06-22,91527613830
2017-06-23,92085250680
2017-06-26,92186460540
2017-06-27,91297680750
2017-06-28,92867907510
2017-06-29,92218395690
2017-06-30,91619940120
2017-07-03,90278350530
2017-07-05,91399035810
2017-07-06,91707126300
2017-07-07,93970048500
2017-07-10,94132665420
2017-07-11,94491696150
2017-07-12,95325842580
2017-07-13,95057426700
2017-07-14,95555563470
2017-07-17,95290576260
2017-07-18,96798211440
2017-07-19,97575050100
2017-07-20,97923794820
2017-07-21,97711707090
2017-07-24,98060451810
2017-07-25,98790268710
2017-07-26,99588659010
2017-07-27,99190933290
2017-07-28,99140482860
2017-07-31,99357958500
2017-08-01,99166442790
2017-08-02,99008723970
2017-08-03,99332488380
2017-08-04,99567107370
2017-08-07,100050549840
2017-08-08,100362069000
2017-08-09,93396970800
2017-08-10,90596237220
2017-08-11,90819100770
2017-08-14,91787944950
2017-08-15,91145804040
2017-08-16,90895021320
2017-08-17,88801083570
2017-08-18,88655610000
2017-08-21,88241230740
2017-08-22,89057254200
2017-08-23,88803532620
2017-08-24,88925495310
2017-08-25,87846443880
2017-08-28,87671581710
2017-08-29,88511605860
2017-08-30,88802553000
2017-08-31,90716730480
2017-09-01,90655014420
2017-09-05,90266595090
2017-09-06,90245043450
2017-09-07,90388067970
2017-09-08,90054997170
2017-09-11,91538631660
2017-09-12,91527855840
2017-09-13,91651777770
2017-09-14,90384149490
2017-09-15,90281779200
2017-09-18,90819590580
2017-09-19,91093884180
2017-09-20,91408832010
2017-09-21,91415689350
2017-09-22,91208989530
2017-09-25,89613188550
2017-09-26,89435387520
2017-09-27,89095949190
2017-09-28,88738387890
2017-09-29,89675394420
2017-10-02,90414209720
2017-10-03,90909731400
2017-10-04,91934361200
2017-10-05,92952176360
2017-10-06,93360568000
2017-10-09,93795244680
2017-10-10,93294855400
2017-10-11,93467655200
2017-10-12,93406810200
2017-10-13,93898924560
2017-10-16,94214831800
2017-10-17,94165182280
2017-10-18,94522464120
2017-10-19,93840513360
2017-10-20,94534146360
2017-10-23,94166155800
2017-10-24,94056148040
2017-10-25,93886755560
2017-10-26,94396880040
2017-10-27,92042421920
2017-10-30,91497737480
2017-10-31,93066564960
2017-11-01,93120108560
2017-11-02,93026650640
2017-11-03,92216195240
2017-11-06,92630428000
2017-11-07,80107066720
2017-11-08,80856190360
2017-11-09,82902042640
2017-11-10,82615341000
2017-11-13,83827373400
2017-11-14,83698382000
2017-11-15,84052743280
2017-11-16,84289795400
2017-11-17,85047680720
2017-11-20,85378677520
2017-11-21,85994428920
2017-11-22,85630332440
2017-11-24,85592851920
2017-11-27,85835258400
2017-11-28,85281325520
2017-11-29,84426088200
2017-11-30,84682123960
2017-12-01,84467462800
2017-12-04,83880430240
2017-12-05,83960258880
2017-12-06,83675991040
2017-12-07,83704223120
2017-12-08,83714931840
2017-12-11,83504651520
2017-12-12,83903794720
2017-12-13,84823284360
2017-12-14,85714541920
2017-12-15,85669760000
2017-12-18,86708992600
2017-12-19,86673459120
2017-12-20,86351224000
2017-12-21,86584382040
2017-12-22,86412555760
2017-12-26,85441956320
2017-12-27,85566566880
2017-12-28,85868844840
2017-12-29,84586232240
2018-01-02,86290877750
2018-01-03,88196311840
2018-01-04,87378730250
2018-01-05,88166335460
2018-01-08,89533161690
2018-01-09,90184906210
2018-01-10,90553325590
2018-01-11,91529491900
2018-01-12,92801070600
2018-01-16,92804455030
2018-01-17,94275715100
2018-01-18,93154501790
2018-01-19,92356743290
2018-01-22,92625563730
2018-01-23,94906186060
2018-01-24,94533898760
2018-01-25,94264594830
2018-01-26,94303757520
2018-01-29,93276341270
2018-01-30,92904053970
2018-01-31,92445705450
2018-02-01,92041507810
2018-02-02,89885625900
2018-02-05,88281889570
2018-02-06,89864352340
2018-02-07,91025695320
2018-02-08,87321194940
2018-02-09,85335985000
2018-02-12,86544710000
2018-02-13,86924733140
2018-02-14,87918305090
2018-02-15,90424717250
2018-02-16,91137865000
2018-02-20,91602982380
2018-02-21,90928997320
2018-02-22,90757841860
2018-02-23,92202509980
2018-02-26,92135788360
2018-02-27,92105328490
2018-02-28,98343799960
2018-03-01,98069661130
2018-03-02,98331712710
2018-03-05,100211038340
2018-03-06,100832322990
2018-03-07,102641542569
2018-03-08,103954217920
2018-03-09,104946822890
2018-03-12,106662245410
2018-03-13,104917330000
2018-03-14,105831126100
2018-03-15,105776491730
2018-03-16,104989370009
2018-03-19,103799984610
2018-03-20,103423829390
2018-03-21,103707638020
2018-03-22,102200116200
2018-03-23,100904846490
2018-03-26,103162744790
2018-03-27,100447948440
2018-03-28,99342206810
2018-03-29,100584776110
2018-04-02,97592977300
2018-04-03,99357076350
2018-04-04,99522385550
2018-04-05,100487329950
2018-04-06,97715517550
2018-04-09,98452200699
2018-04-10,99838587450
2018-04-11,99985635750
2018-04-12,100233599550
2018-04-13,100236002300
2018-04-16,100751632450
2018-04-17,103909807050
2018-04-18,104788733000
2018-04-19,103748342249
2018-04-20,102422985350
2018-04-23,102534472950
2018-04-24,99343620950
2018-04-25,99839548550
2018-04-26,101482549000
2018-04-27,102920354599
2018-04-30,104663790000
2018-05-01,104730586450
2018-05-02,103309600100
2018-05-03,103424451550
2018-05-04,104553744050
2018-05-07,105478802800
2018-05-08,103875688000
2018-05-09,104932417450
2018-05-10,99955361100
2018-05-11,99569479449
2018-05-14,99570921100
2018-05-15,99365726250
2018-05-16,99694422450
2018-05-17,100392181050
2018-05-18,99297968700
2018-05-21,99548815800
2018-05-22,99819365450
2018-05-23,100206688750
2018-05-24,100352295400
2018-05-25,101425844100
2018-05-29,99763621650
2018-05-30,100819390000
2018-05-31,101344150600
2018-06-01,102306211700
2018-06-04,102155319000
2018-06-05,102885274449
2018-06-06,103499897900
2018-06-07,102452298900
2018-06-08,102671429700
2018-06-11,102082755950
2018-06-12,102453260000
2018-06-13,101221129800
2018-06-14,102023648300
2018-06-15,102907379749
2018-06-18,103088547099
2018-06-19,102802139300
2018-06-20,103114977350
2018-06-21,101996256949
2018-06-22,101052456750
2018-06-25,98537738600
2018-06-26,98050460900
2018-06-27,96182082500
2018-06-28,97046591950
2018-06-29,97411809950
2018-07-02,96802027920
2018-07-03,97382951640
2018-07-05,97804582200
2018-07-06,98645007239
2018-07-09,98395432200
2018-07-10,97563042720
2018-07-11,97034113800
2018-07-12,97235475480
2018-07-13,96022105920
2018-07-16,95481360000
2018-07-17,95978619360
2018-07-18,95666177880
2018-07-19,95037040800
2018-07-20,94993081560
2018-07-23,94345509960
2018-07-24,95776785000
2018-07-25,97641034920
2018-07-26,98465388840
2018-07-27,98555198040
2018-07-30,95949313200
2018-07-31,95893536960
2018-08-01,95629308840
2018-08-02,96099152760
2018-08-03,95940332280
2018-08-06,98121277800
2018-08-07,98222431319
2018-08-08,96663060000
2018-08-09,91812890520
2018-08-10,89698592880
2018-08-13,87647161680
2018-08-14,86668241400
2018-08-15,88083445320
2018-08-16,86263627320
2018-08-17,87005262240
2018-08-20,87852304800
2018-08-21,89718445440
2018-08-22,90612756000
2018-08-23,89568133200
2018-08-24,89967075120
2018-08-27,91496667600
2018-08-28,91285379640
2018-08-29,91890410040
2018-08-30,91888992000
2018-08-31,92245865400
2018-09-04,91007916480
2018-09-05,89439564240
2018-09-06,90258246000
2018-09-07,89894755080
2018-09-10,88663423680
2018-09-11,88907799240
2018-09-12,88678549440
2018-09-13,88987209480
2018-09-14,90578250360
2018-09-17,89372443680
2018-09-18,90334347480
2018-09-19,91075037040
2018-09-20,92065774320
2018-09-21,92491186320
2018-09-24,92586667680
2018-09-25,92409412680
2018-09-26,93000262680
2018-09-27,93086763120
2018-09-28,93779712000
2018-10-01,91774192560
2018-10-02,91191956240
2018-10-03,91009257680
2018-10-04,89199342400
2018-10-05,87835562240
2018-10-08,87699922400
2018-10-09,86297388000
2018-10-10,82525308640
2018-10-11,82200972560
2018-10-12,83375595120
2018-10-15,83567520880
2018-10-16,84441336720
2018-10-17,85375129360
2018-10-18,83585052560
2018-10-19,83309620640
2018-10-22,84303851440
2018-10-23,84428880000
2018-10-24,80903166880
2018-10-25,83253796080
2018-10-26,81698090160
2018-10-29,82492552080
2018-10-30,84705696000
2018-10-31,86485622880
2018-11-01,87478008240
2018-11-02,86505461360
2018-11-05,86325992320
2018-11-06,89940286560
2018-11-07,92187571120
2018-11-08,91239014960
2018-11-09,89394959040
2018-11-12,87948134080
2018-11-13,88123450880
2018-11-14,87121838320
2018-11-15,87144906320
2018-11-16,85597043520
2018-11-19,82122080000
2018-11-20,80757838480
2018-11-21,81217814400
2018-11-23,81387594880
2018-11-26,83157371840
