,ADI
2004-08-24,13373727210
2004-08-25,13343682330
2004-08-26,13148390610
2004-08-27,13174679880
2004-08-30,12919298400
2004-08-31,13039477920
2004-09-01,13185946710
2004-09-02,13437572580
2004-09-03,12832919370
2004-09-07,12686450580
2004-09-08,12720251069
2004-09-09,13441328190
2004-09-10,13978380420
2004-09-13,14214983850
2004-09-14,14211228240
2004-09-15,13745532600
2004-09-16,13756799430
2004-09-17,14109826770
2004-09-20,14729502420
2004-09-21,14800859009
2004-09-22,14410275569
2004-09-23,14504165819
2004-09-24,14068515060
2004-09-27,14008425299
2004-09-28,14072270670
2004-09-29,14511677040
2004-09-30,14564255580
2004-10-01,14977372680
2004-10-04,15165153180
2004-10-05,15026195610
2004-10-06,15044973660
2004-10-07,14868459990
2004-10-08,14511677040
2004-10-11,14417786790
2004-10-12,14158649700
2004-10-13,14361452640
2004-10-14,13993402860
2004-10-15,14030958960
2004-10-18,14045981400
2004-10-19,14184938970
2004-10-20,14368963860
2004-10-21,15135108299
2004-10-22,14504165819
2004-10-25,14661901440
2004-10-26,14586789240
2004-10-27,15108819029
2004-10-28,15059996100
2004-10-29,15120085860
2004-11-01,15142619520
2004-11-02,15018684390
2004-11-03,14635612170
2004-11-04,14857193160
2004-11-05,14875971210
2004-11-08,14894749259
2004-11-09,14815881450
2004-11-10,14459098500
2004-11-11,14684435100
2004-11-12,14823392670
2004-11-15,15424290270
2004-11-16,15202709279
2004-11-17,15443068319
2004-11-18,15525691740
2004-11-19,14984883900
2004-11-22,14797103400
2004-11-23,14650634610
2004-11-24,14613078509
2004-11-26,14534210700
2004-11-29,14147382870
2004-11-30,13876978950
2004-12-01,14162405310
2004-12-02,14162405310
2004-12-03,14519188259
2004-12-06,14414031180
2004-12-07,14158649700
2004-12-08,13572774540
2004-12-09,13614086250
2004-12-10,13677931620
2004-12-13,13670420400
2004-12-14,14151138480
2004-12-15,14267562390
2004-12-16,13940824319
2004-12-17,13741776990
2004-12-20,13576530150
2004-12-21,13696709670
2004-12-22,13779333090
2004-12-23,13689198450
2004-12-27,13550240880
2004-12-28,13606575029
2004-12-29,13760555040
2004-12-30,13907023830
2004-12-31,13865712120
2005-01-03,13666664790
2005-01-04,13294859400
2005-01-05,13354949160
2005-01-06,13332415500
2005-01-07,13351193549
2005-01-10,13298615009
2005-01-11,13174679880
2005-01-12,13354949160
2005-01-13,13182191100
2005-01-14,13384994040
2005-01-18,13546485270
2005-01-19,13197213540
2005-01-20,13013188650
2005-01-21,12945587670
2005-01-24,12787852049
2005-01-25,12881742299
2005-01-26,13099567680
2005-01-27,13080789630
2005-01-28,13046989140
2005-01-31,13303489860
2005-02-01,13340557260
2005-02-02,13347970740
2005-02-03,13062551760
2005-02-04,13907688480
2005-02-07,13907688480
2005-02-08,14093025480
2005-02-09,13781659320
2005-02-10,13651923420
2005-02-11,14104145699
2005-02-14,13937342400
2005-02-15,13833553680
2005-02-16,13763125620
2005-02-17,13603735800
2005-02-18,13455466199
2005-02-22,13529601000
2005-02-23,13562961660
2005-02-24,13833553680
2005-02-25,13900275000
2005-02-28,13611149280
2005-03-01,14085612000
2005-03-02,13978116540
2005-03-03,13688990820
2005-03-04,13759418880
2005-03-07,13733471699
2005-03-08,13696404300
2005-03-09,13685284080
2005-03-10,14030010900
2005-03-11,13763125620
2005-03-14,13792779540
2005-03-15,13555548180
2005-03-16,13314610080
2005-03-17,13351677480
2005-03-18,13281249420
2005-03-21,13236768540
2005-03-22,13281249420
2005-03-23,13429519019
2005-03-24,13270129199
2005-03-28,13218234839
2005-03-29,13018070880
2005-03-30,13466586420
2005-03-31,13396158360
2005-04-01,13236768540
2005-04-04,13195994400
2005-04-05,13088498940
2005-04-06,13125566339
2005-04-07,13377624660
2005-04-08,13221941580
2005-04-11,13099619160
2005-04-12,12947642820
2005-04-13,12639983400
2005-04-14,12473180100
2005-04-15,12172934160
2005-04-18,12365684640
2005-04-19,12547314900
2005-04-20,12387925080
2005-04-21,12732651900
2005-04-22,12528781199
2005-04-25,12491713800
2005-04-26,12424992480
2005-04-27,12365684640
2005-04-28,12424992480
2005-04-29,12643690140
2005-05-02,12557842250
2005-05-03,12491064950
2005-05-04,12821241600
2005-05-05,12843500700
2005-05-06,12843500700
2005-05-09,12817531749
2005-05-10,12661718050
2005-05-11,12635749100
2005-05-12,12728495350
2005-05-13,13166257650
2005-05-16,13511273700
2005-05-17,13615149500
2005-05-18,13674507100
2005-05-19,13685636650
2005-05-20,13756123800
2005-05-23,13552082050
2005-05-24,13670797250
2005-05-25,13463045650
2005-05-26,13722735150
2005-05-27,13611439650
2005-05-31,13756123800
2005-06-01,13741284400
2005-06-02,14064041349
2005-06-03,14052911800
2005-06-06,14019523150
2005-06-07,13900807950
2005-06-08,14000973900
2005-06-09,14331150550
2005-06-10,14127108800
2005-06-13,14078880750
2005-06-14,13930486749
2005-06-15,14045492100
2005-06-16,14268083100
2005-06-17,14190176250
2005-06-20,14064041349
2005-06-21,14049201950
2005-06-22,14156787599
2005-06-23,14334860400
2005-06-24,14082590600
2005-06-27,13830320800
2005-06-28,13978714800
2005-06-29,13878548849
2005-06-30,13841450350
2005-07-01,13848870050
2005-07-05,13937906450
2005-07-06,14268083100
2005-07-07,14572290800
2005-07-08,14650197650
2005-07-11,14976664450
2005-07-12,15061991000
2005-07-13,15024892500
2005-07-14,15173286500
2005-07-15,15006343250
2005-07-18,14928436400
2005-07-19,15191835750
2005-07-20,15329100200
2005-07-21,15158447100
2005-07-22,15102799350
2005-07-25,15028602350
2005-07-26,15061991000
2005-07-27,14828270450
2005-07-28,14809721200
2005-07-29,14542612000
2005-08-01,14301233100
2005-08-02,14909017200
2005-08-03,14125488300
2005-08-04,13781321400
2005-08-05,13601915250
2005-08-08,13689787650
2005-08-09,13730062500
2005-08-10,13587269850
2005-08-11,14066906700
2005-08-12,13638528750
2005-08-15,13755691950
2005-08-16,13554317700
2005-08-17,13561640400
2005-08-18,13363927500
2005-08-19,13268732400
2005-08-22,13462783950
2005-08-23,13393218300
2005-08-24,13243102950
2005-08-25,13239441599
2005-08-26,13012437900
2005-08-29,13235780250
2005-08-30,13041728700
2005-08-31,13345620750
2005-09-01,13254087000
2005-09-02,13389556950
2005-09-06,13623883350
2005-09-07,13503058800
2005-09-08,13711755750
2005-09-09,14044938600
2005-09-12,14026631850
2005-09-13,14041277250
2005-09-14,13968050250
2005-09-15,13894823250
2005-09-16,13858209750
2005-09-19,13572624450
2005-09-20,13448138549
2005-09-21,13243102950
2005-09-22,13235780250
2005-09-23,13235780250
2005-09-26,13213812150
2005-09-27,13071019500
2005-09-28,13147907849
2005-09-29,13341959400
2005-09-30,13598253900
2005-10-03,13678803600
2005-10-04,13462783950
2005-10-05,13001453850
2005-10-06,12606028050
2005-10-07,12620673450
2005-10-10,12089777700
2005-10-11,11892064799
2005-10-12,12067809600
2005-10-13,12086116350
2005-10-14,12221586300
2005-10-17,12082455000
2005-10-18,12086116350
2005-10-19,12152020650
2005-10-20,12917242800
2005-10-21,12913581450
2005-10-24,12796418250
2005-10-25,12664609650
2005-10-26,12642641550
2005-10-27,12379024350
2005-10-28,12671932350
2005-10-31,12734175300
2005-11-01,12631657500
2005-11-02,12972163050
2005-11-03,13228457550
2005-11-04,13254087000
2005-11-07,13411525050
2005-11-08,13217473500
2005-11-09,13272393750
2005-11-10,13543333650
2005-11-11,13693449000
2005-11-14,13810612200
2005-11-15,13579947150
2005-11-16,13330975349
2005-11-17,13532349600
2005-11-18,13645851450
2005-11-21,13799628150
2005-11-22,13913130000
2005-11-23,13817934900
2005-11-25,13920452700
2005-11-28,13616560650
2005-11-29,13642190100
2005-11-30,13883839200
2005-12-01,14370798750
2005-12-02,14550204900
2005-12-05,14337846599
2005-12-06,14440364400
2005-12-07,14334185250
2005-12-08,14030293200
2005-12-09,14074229400
2005-12-12,14070568050
2005-12-13,14202376650
2005-12-14,14008325100
2005-12-15,13898484600
2005-12-16,13803289500
2005-12-19,13466445300
2005-12-20,13363927500
2005-12-21,13400541000
2005-12-22,13481090700
2005-12-23,13550656350
2005-12-27,13283377800
2005-12-28,13367588850
2005-12-29,13261409700
2005-12-30,13133262450
2006-01-03,13437154500
2006-01-04,13561640400
2006-01-05,13993679700
2006-01-06,14048599950
2006-01-09,14246312849
2006-01-10,14246312849
2006-01-11,14315878500
2006-01-12,14195053950
2006-01-13,14286587700
2006-01-17,13847225700
2006-01-18,13784982750
2006-01-19,14176747200
2006-01-20,13828918950
2006-01-23,13865532450
2006-01-24,14129149650
2006-01-25,14253635550
2006-01-26,14557527600
2006-01-27,14524575450
2006-01-30,14569000000
2006-01-31,14485228250
2006-02-01,14689194250
2006-02-02,14569000000
2006-02-03,14485228250
2006-02-06,14634560500
2006-02-07,14707405500
2006-02-08,14896802500
2006-02-09,14900444749
2006-02-10,14299473500
2006-02-13,14332253750
2006-02-14,14503439500
2006-02-15,14142856750
2006-02-16,14416025500
2006-02-17,14128287750
2006-02-21,13796843000
2006-02-22,13869688000
2006-02-23,13917037250
2006-02-24,13971671000
2006-02-27,14011735750
2006-02-28,13891541500
2006-03-01,14277620000
2006-03-02,14171994749
2006-03-03,14029947000
2006-03-06,14099149750
2006-03-07,13753136000
2006-03-08,13796843000
2006-03-09,13541885500
2006-03-10,13421691250
2006-03-13,13454471500
2006-03-14,13698502250
2006-03-15,13836907750
2006-03-16,13560096749
2006-03-17,13560096749
2006-03-20,13662079750
2006-03-21,13512747500
2006-03-22,13716713499
2006-03-23,13778631750
2006-03-24,13869688000
2006-03-27,13756778250
2006-03-28,13498178500
2006-03-29,13727640250
2006-03-30,13949817499
2006-03-31,13946175250
2006-04-03,13971671000
2006-04-04,13913395000
2006-04-05,14171994749
2006-04-06,14288546749
2006-04-07,14011735750
2006-04-10,13873330250
2006-04-11,13742209249
2006-04-12,13829623250
2006-04-13,13891541500
2006-04-17,13662079750
2006-04-18,14110076500
2006-04-19,14204775000
2006-04-20,14233913000
2006-04-21,14004451250
2006-04-24,13982597750
2006-04-25,13804127500
2006-04-26,13731282500
2006-04-27,13774989500
2006-04-28,13811412000
2006-05-01,13291923180
2006-05-02,13102243070
2006-05-03,13098664200
2006-05-04,13173820470
2006-05-05,12819512340
2006-05-08,12912562960
2006-05-09,12765829290
2006-05-10,12626253360
2006-05-11,12411521160
2006-05-12,12894668610
2006-05-15,12969824880
2006-05-16,12726461720
2006-05-17,12812354599
2006-05-18,12493835169
2006-05-19,12644147710
2006-05-22,12415100030
2006-05-23,12039318680
2006-05-24,11949846930
2006-05-25,11999951110
2006-05-26,12096580599
2006-05-30,12032160940
2006-05-31,12071528509
2006-06-01,12221841050
2006-06-02,12325628280
2006-06-05,11760166820
2006-06-06,11688589419
2006-06-07,11538276880
2006-06-08,11591959930
2006-06-09,11613433150
2006-06-12,11452384000
2006-06-13,11481014960
2006-06-14,11595538800
2006-06-15,11946268060
2006-06-16,11806692130
2006-06-19,11613433150
2006-06-20,11566907840
2006-06-21,11817428740
2006-06-22,11488172700
2006-06-23,11327123550
2006-06-26,11266282760
2006-06-27,11187547620
2006-06-28,11280598240
2006-06-29,11581223320
2006-06-30,11502488180
2006-07-03,11631327500
2006-07-05,11391543210
2006-07-06,11212599710
2006-07-07,11055129430
2006-07-10,10951342200
2006-07-11,11337860160
2006-07-12,11148180050
2006-07-13,11158916660
2006-07-14,11223336320
2006-07-17,11287755980
2006-07-18,11277019370
2006-07-19,11445226260
2006-07-20,11115970220
2006-07-21,10797450790
2006-07-24,11058708300
2006-07-25,11112391350
2006-07-26,11080181520
2006-07-27,11169653270
2006-07-28,11541855750
2006-07-31,10950106340
2006-08-01,10706243780
2006-08-02,10682534920
2006-08-03,10946719360
2006-08-04,10953493320
2006-08-07,10919623520
2006-08-08,10926397480
2006-08-09,10923010500
2006-08-10,10804466200
2006-08-11,9053397540
2006-08-14,9344677820
2006-08-15,9429352320
2006-08-16,9466609100
2006-08-17,9517413800
2006-08-18,9561444540
2006-08-21,9287099160
2006-08-22,9358225740
2006-08-23,9554670580
2006-08-24,9808694080
2006-08-25,9696923740
2006-08-28,10164326980
2006-08-29,10320128060
2006-08-30,10353997860
2006-08-31,10377706720
2006-09-01,10252388460
2006-09-05,10303193160
2006-09-06,10215131680
2006-09-07,9923851400
2006-09-08,10035621740
2006-09-11,10320128060
2006-09-12,10563990620
2006-09-13,10547055720
2006-09-14,10567377600
2006-09-15,10584312500
2006-09-18,10570764580
2006-09-19,10367545780
2006-09-20,10475929140
2006-09-21,10201583760
2006-09-22,10066104560
2006-09-25,10215131680
2006-09-26,10167713960
2006-09-27,10049169660
2006-09-28,10059330600
2006-09-29,9954334220
2006-10-02,9930625360
2006-10-03,9869659720
2006-10-04,10035621740
2006-10-05,9998364960
2006-10-06,10184648860
2006-10-09,10323515040
2006-10-10,10177874900
2006-10-11,10106748320
2006-10-12,10252388460
2006-10-13,10350610880
2006-10-16,10530120820
2006-10-17,10428511420
2006-10-18,10052556640
2006-10-19,10035621740
2006-10-20,10079652480
2006-10-23,10164326980
2006-10-24,10045782680
2006-10-25,10682534920
2006-10-26,10675760960
2006-10-27,10543668740
2006-10-30,10672373980
2006-10-31,10777370360
2006-11-01,10726565660
2006-11-02,10699469820
2006-11-03,10574151560
2006-11-06,10780757340
2006-11-07,10983976140
2006-11-08,10956880300
2006-11-09,10767209420
2006-11-10,10878979760
2006-11-13,10906075600
2006-11-14,11187194940
2006-11-15,11366704880
2006-11-16,11451379380
2006-11-17,11403961660
2006-11-20,11417509580
2006-11-21,11207516820
2006-11-22,11390413740
2006-11-24,11376865820
2006-11-27,11088972520
2006-11-28,11000911039
2006-11-29,10923010500
2006-11-30,11014458960
2006-12-01,11048328760
2006-12-04,11254934539
2006-12-05,11380252800
2006-12-06,11370091860
2006-12-07,11197355880
2006-12-08,11217677760
2006-12-11,11133003260
2006-12-12,11082198560
2006-12-13,11004298020
2006-12-14,11051715740
2006-12-15,11038167820
2006-12-18,11129616280
2006-12-19,11038167820
2006-12-20,11204129840
2006-12-21,11105907420
2006-12-22,10906075600
2006-12-26,10967041240
2006-12-27,11088972520
2006-12-28,11102520440
2006-12-29,11133003260
2007-01-03,11122842320
2007-01-04,11315900179
2007-01-05,11187194940
2007-01-08,11275256420
2007-01-09,11258321520
2007-01-10,11454766360
2007-01-11,11478475220
2007-01-12,11495410120
2007-01-16,11437831460
2007-01-17,11254934539
2007-01-18,11072037620
2007-01-19,11105907420
2007-01-22,10963654260
2007-01-23,11048328760
2007-01-24,11177034000
2007-01-25,11190581920
2007-01-26,11285417360
2007-01-29,11139777220
2007-01-30,11119455340
2007-01-31,11092359500
2007-02-01,11210903800
2007-02-02,11292191320
2007-02-05,10952301720
2007-02-06,10873104600
2007-02-07,10968801120
2007-02-08,10988600400
2007-02-09,10922602800
2007-02-12,10859905079
2007-02-13,10896203760
2007-02-14,11031498840
2007-02-15,10985300520
2007-02-16,10883004239
2007-02-20,10879704360
2007-02-21,10995200160
2007-02-22,12143558400
2007-02-23,12193056600
2007-02-26,12070961040
2007-02-27,11833369680
2007-02-28,11981864280
2007-03-01,11929066200
2007-03-02,11665075800
2007-03-05,11582578800
2007-03-06,11839969440
2007-03-07,11704674360
2007-03-08,11760772320
2007-03-09,11975264520
2007-03-12,12031362480
2007-03-13,11826769920
2007-03-14,11681575200
2007-03-15,11678275320
2007-03-16,11658476040
2007-03-19,11724473640
2007-03-20,11839969440
2007-03-21,11922466440
2007-03-22,11668375680
2007-03-23,11737673160
2007-03-26,11684875079
2007-03-27,11671675560
2007-03-28,11447283720
2007-03-29,11338387680
2007-03-30,11381286120
2007-04-02,11338387680
2007-04-03,11493482040
2007-04-04,11671675560
2007-04-05,11922466440
2007-04-09,11932366079
2007-04-10,12074260920
2007-04-11,11866368480
2007-04-12,11958765120
2007-04-13,11909266920
2007-04-16,12136958640
2007-04-17,11955465239
2007-04-18,12483446040
2007-04-19,12688038600
2007-04-20,12737536800
2007-04-23,12605541600
2007-04-24,13189620360
2007-04-25,13232518800
2007-04-26,13150021800
2007-04-27,12922330079
2007-04-30,12744136560
2007-05-01,12836533200
2007-05-02,12952029000
2007-05-03,13123622760
2007-05-04,13130222520
2007-05-07,12764077200
2007-05-08,12655799100
2007-05-09,12916940400
2007-05-10,12643060500
2007-05-11,12913755750
2007-05-14,12690830250
2007-05-15,12461535450
2007-05-16,12652614449
2007-05-17,12802293000
2007-05-18,12786369750
2007-05-21,12783185100
2007-05-22,12872355300
2007-05-23,11588941350
2007-05-24,11270476350
2007-05-25,11359646550
2007-05-29,11592126000
2007-05-30,11369200500
2007-05-31,11531617650
2007-06-01,11671742250
2007-06-04,11697219449
2007-06-05,11748173850
2007-06-06,11652634350
2007-06-07,11327800050
2007-06-08,11582572050
2007-06-11,11496586500
2007-06-12,11407416300
2007-06-13,11687665500
2007-06-14,11929698900
2007-06-15,11990207250
2007-06-18,11999761200
2007-06-19,11951991450
2007-06-20,11811866850
2007-06-21,12267271800
2007-06-22,11811866850
2007-06-25,11866005900
2007-06-26,11859636600
2007-06-27,12130331850
2007-06-28,12018869100
2007-06-29,11987022600
2007-07-02,12232240649
2007-07-03,12146255100
2007-07-05,12292749000
2007-07-06,12442427550
2007-07-09,12439242900
2007-07-10,12420135000
2007-07-11,12429688950
2007-07-12,12681276300
2007-07-13,12620767950
2007-07-16,12502935900
2007-07-17,12420135000
2007-07-18,12273641100
2007-07-19,12232240649
2007-07-20,12123962550
2007-07-23,12047530950
2007-07-24,11719512000
2007-07-25,11741804550
2007-07-26,11480663250
2007-07-27,11330984700
2007-07-30,11483847900
2007-07-31,11289584250
2007-08-01,11550725550
2007-08-02,11655819000
2007-08-03,11292768900
2007-08-06,10963517650
2007-08-07,10987448930
2007-08-08,11376332230
2007-08-09,11310521210
2007-08-10,11283598520
2007-08-13,11301546980
2007-08-14,11187873400
2007-08-15,11017363030
2007-08-16,11235735960
2007-08-17,11295564160
2007-08-20,11415220559
2007-08-21,11283598520
2007-08-22,11029328670
2007-08-23,10888732400
2007-08-24,10831895610
2007-08-27,10903689450
2007-08-28,10682325110
2007-08-29,10954543420
2007-08-30,10924629320
2007-08-31,11032320080
2007-09-04,11319495440
2007-09-05,11148985070
2007-09-06,11280607110
2007-09-07,10939586370
2007-09-10,10984457520
2007-09-11,11056251360
2007-09-12,10795998690
2007-09-13,10718222030
2007-09-14,10520788970
2007-09-17,10532754610
2007-09-18,10822921380
2007-09-19,10837878430
2007-09-20,10984457520
2007-09-21,10948560600
2007-09-24,10972491880
2007-09-25,11089156870
2007-09-26,10855826890
2007-09-27,10906680860
2007-09-28,10816938559
2007-10-01,11050268540
2007-10-02,10879758170
2007-10-03,10793007280
2007-10-04,10822921380
2007-10-05,10936594960
2007-10-08,11002405980
2007-10-09,10987448930
2007-10-10,10918646500
2007-10-11,10727196260
2007-10-12,10879758170
2007-10-15,10795998690
2007-10-16,10706256390
2007-10-17,10646428190
2007-10-18,10634462550
2007-10-19,10359252830
2007-10-22,10308398860
2007-10-23,10185751050
2007-10-24,10110965800
2007-10-25,9889601460
2007-10-26,9880627230
2007-10-29,9922506970
2007-10-30,10015240680
2007-10-31,10009257860
2007-11-01,9793876340
2007-11-02,9841738900
2007-11-05,10006266450
2007-11-06,10081051700
2007-11-07,9817807620
2007-11-08,9784902110
2007-11-09,9692168400
2007-11-12,9596443280
2007-11-13,9865670180
2007-11-14,9826781850
2007-11-15,9760970830
2007-11-16,9754988010
2007-11-19,9566529180
2007-11-20,9416958680
2007-11-21,9285336640
2007-11-23,9321233560
2007-11-26,9111834860
2007-11-27,9339182020
2007-11-28,9641314430
2007-11-29,9390035990
2007-11-30,9207559980
2007-12-03,9180637290
2007-12-04,9081920760
2007-12-05,9366104710
2007-12-06,9437898550
2007-12-07,9366104710
2007-12-10,9503709570
2007-12-11,9479778290
2007-12-12,9509692390
2007-12-13,9578494820
2007-12-14,9611400330
2007-12-17,9393027400
2007-12-18,9393027400
2007-12-19,9387044580
2007-12-20,9461829830
2007-12-21,9530632260
2007-12-24,9566529180
2007-12-26,9557554950
2007-12-27,9360121890
2007-12-28,9440889960
2007-12-31,9482769700
2008-01-02,9084912170
2008-01-03,8947307310
2008-01-04,8713977330
2008-01-07,8603295160
2008-01-08,8319111210
2008-01-09,8202446220
2008-01-10,8274240060
2008-01-11,7933219320
2008-01-14,8136635200
2008-01-15,7915270860
2008-01-16,8223386090
2008-01-17,8067832770
2008-01-18,8238343140
2008-01-22,8130652380
2008-01-23,8372956590
2008-01-24,8651157720
2008-01-25,8292188520
2008-01-28,8393896460
2008-01-29,8435776200
2008-01-30,8375948000
2008-01-31,8483638760
2008-02-01,8705003100
2008-02-04,8334164300
2008-02-05,8029255850
2008-02-06,7947946930
2008-02-07,8052486970
2008-02-08,8064102530
2008-02-11,8203489250
2008-02-12,8209297030
2008-02-13,8290605950
2008-02-14,8226720369
2008-02-15,8110564770
2008-02-19,7965370270
2008-02-20,8049583080
2008-02-21,8313837070
2008-02-22,8186065910
2008-02-25,8244143710
2008-02-26,8270278720
2008-02-27,8244143710
2008-02-28,8116372550
2008-02-29,7817271880
2008-03-03,7814367990
2008-03-04,7933427480
2008-03-05,8006024730
2008-03-06,7759194080
2008-03-07,7947946930
2008-03-10,7898580800
2008-03-11,8072814200
2008-03-12,8084429760
2008-03-13,8212200920
2008-03-14,8023448070
2008-03-17,8110564770
2008-03-18,8276086500
2008-03-19,7959562490
2008-03-20,8232528150
2008-03-24,8557763830
2008-03-25,8569379390
2008-03-26,8482262690
2008-03-27,8467743240
2008-03-28,8409665440
2008-03-31,8572283280
2008-04-01,8891711180
2008-04-02,8816210040
2008-04-03,8917846190
2008-04-04,8906230630
2008-04-07,8894615070
2008-04-08,8682631100
2008-04-09,8717477780
2008-04-10,9164676840
2008-04-11,8810402260
2008-04-14,8668111650
2008-04-15,8775555580
2008-04-16,9129830160
2008-04-17,9039809570
2008-04-18,9193715740
2008-04-21,9475393070
2008-04-22,9100791260
2008-04-23,9324390790
2008-04-24,9396988040
2008-04-25,9350525800
2008-04-28,9373756920
2008-04-29,9417315270
2008-04-30,9353429690
2008-05-01,9757070400
2008-05-02,9675761480
2008-05-05,9768248640
2008-05-06,9959896800
2008-05-07,9904725360
2008-05-08,9794382480
2008-05-09,9913436640
2008-05-12,9930859200
2008-05-13,10006356960
2008-05-14,10061528400
2008-05-15,10279310400
2008-05-16,10296732960
2008-05-19,10366423200
2008-05-20,10090566000
2008-05-21,9684039600
2008-05-22,9817612560
2008-05-23,9817612560
2008-05-27,10047009600
2008-05-28,9965704320
2008-05-29,9991838159
2008-05-30,10195101360
2008-06-02,10125411120
2008-06-03,10218331440
2008-06-04,10415787120
2008-06-05,10462247280
2008-06-06,10105084800
2008-06-09,10064432159
2008-06-10,9861168960
2008-06-11,9535947840
2008-06-12,9602734320
2008-06-13,9852457680
2008-06-16,9945378000
2008-06-17,9800190000
2008-06-18,9521429040
2008-06-19,9808901280
2008-06-20,9655002000
2008-06-23,9533044080
2008-06-24,9611445600
2008-06-25,9707269680
2008-06-26,9292032000
2008-06-27,9204919200
2008-06-30,9225245520
2008-07-01,9210726720
2008-07-02,9071346240
2008-07-03,8917446960
2008-07-07,8978425920
2008-07-08,9019078560
2008-07-09,8635782240
2008-07-10,8740317600
2008-07-11,8810007840
2008-07-14,8711280000
2008-07-15,8804200320
2008-07-16,9132325200
2008-07-17,9242668080
2008-07-18,9190400400
2008-07-21,9077153760
2008-07-22,8778066480
2008-07-23,8969714640
2008-07-24,8708376240
2008-07-25,8743221360
2008-07-28,8554476960
2008-07-29,8699664960
2008-07-30,8905831920
2008-07-31,8859371760
2008-08-01,8769355200
2008-08-04,8779288050
2008-08-05,9055915700
2008-08-06,9169478630
2008-08-07,9175302370
2008-08-08,9393692620
2008-08-11,9521814900
2008-08-12,9431546930
2008-08-13,9437370669
2008-08-14,9568404820
2008-08-15,9483960590
2008-08-18,9370397660
2008-08-19,9358750180
2008-08-20,8528867230
2008-08-21,8357066900
2008-08-22,8397833080
2008-08-25,8258063320
2008-08-26,8191090310
2008-08-27,8208561530
2008-08-28,8205649660
2008-08-29,8141588520
2008-09-02,8033849330
2008-09-03,7640746880
2008-09-04,7626187530
2008-09-05,8007642500
2008-09-08,7978523800
2008-09-09,7637835010
2008-09-10,7687336800
2008-09-11,7777604770
2008-09-12,7789252250
2008-09-15,7637835010
2008-09-16,7681513060
2008-09-17,7387414190
2008-09-18,8118293560
2008-09-19,8057144290
2008-09-22,7853313390
2008-09-23,7745574200
2008-09-24,7748486070
2008-09-25,7733926720
2008-09-26,7824194690
2008-09-29,7355383620
2008-09-30,7672777450
2008-10-01,7620363790
2008-10-02,7279675000
2008-10-03,7174847680
2008-10-06,6895308160
2008-10-07,6525500670
2008-10-08,6612856770
2008-10-09,6441056440
2008-10-10,6231401800
2008-10-13,6994311740
2008-10-14,6630327990
2008-10-15,5750943250
2008-10-16,5890713010
2008-10-17,5852858700
2008-10-20,5919831709
2008-10-21,5806268780
2008-10-22,5686882110
2008-10-23,5695617720
2008-10-24,5611173490
2008-10-27,5631556580
2008-10-28,6222666190
2008-10-29,6100367650
2008-10-30,6245961150
2008-10-31,6219754320
2008-11-03,6155693180
2008-11-04,6464351400
2008-11-05,6091632040
2008-11-06,5782973820
2008-11-07,5969333500
2008-11-10,5762590730
2008-11-11,5718912680
2008-11-12,5599526010
2008-11-13,5890713010
2008-11-14,5616997230
2008-11-17,5474315600
2008-11-18,5459756250
2008-11-19,5104508110
2008-11-20,4932707780
2008-11-21,4926884040
2008-11-24,5290867790
2008-11-25,4935619650
2008-11-26,5168569250
2008-11-28,4979297700
2008-12-01,4688110700
2008-12-02,4760907450
2008-12-03,5037535100
2008-12-04,4714317530
2008-12-05,4851175420
2008-12-08,4865734770
2008-12-09,5258837220
2008-12-10,5293779660
2008-12-11,5375312020
2008-12-12,5643204060
2008-12-15,5494698690
2008-12-16,5817916260
2008-12-17,5730560160
2008-12-18,5311250880
2008-12-19,5523817390
2008-12-22,5343281450
2008-12-23,5250101610
2008-12-24,5296691530
2008-12-26,5282132180
2008-12-29,5273396570
2008-12-30,5485963080
2008-12-31,5538376740
2009-01-02,5727648290
2009-01-05,5698529590
2009-01-06,5975157240
2009-01-07,5750943250
2009-01-08,5756766990
2009-01-09,5640292190
2009-01-12,5547112350
2009-01-13,5634468450
2009-01-14,5416078200
2009-01-15,5561671700
2009-01-16,5774238209
2009-01-20,5465579990
2009-01-21,5503434300
2009-01-22,5512169910
2009-01-23,5724736420
2009-01-26,5733472030
2009-01-27,5980980980
2009-01-28,6199371230
2009-01-29,5951862280
2009-01-30,5817916260
2009-02-02,5917732640
2009-02-03,6063346140
2009-02-04,6127416080
2009-02-05,6401169460
2009-02-06,6517660260
2009-02-09,6497274370
2009-02-10,6121591540
2009-02-11,6086644300
2009-02-12,6153626510
2009-02-13,6226433260
2009-02-17,5824540000
2009-02-18,5830364540
2009-02-19,5649803800
2009-02-20,5620681100
2009-02-23,5341103180
2009-02-24,5469243060
2009-02-25,5609032020
2009-02-26,5466330790
2009-02-27,5428471280
2009-03-02,5221700110
2009-03-03,5311980480
2009-03-04,5510014840
2009-03-05,5469243060
2009-03-06,5381874960
2009-03-09,5256647350
2009-03-10,5582821590
2009-03-11,5658540610
2009-03-12,5809978650
2009-03-13,5871136320
2009-03-16,5705136930
2009-03-17,5894434480
2009-03-18,6002188470
2009-03-19,5906083560
2009-03-20,5705136930
2009-03-23,5917732640
2009-03-24,5836189080
2009-03-25,5775031409
2009-03-26,5882785400
2009-03-27,5818715460
2009-03-30,5626505640
2009-03-31,5611944290
2009-04-01,5533313000
2009-04-02,5705136930
2009-04-03,6008013010
2009-04-06,5923557180
2009-04-07,5786680490
2009-04-08,5862399510
2009-04-09,6045872520
