,AVGO
2023-06-29,356253800000
2023-06-30,358236200000
2023-07-03,361953200000
2023-07-05,355964700000
2023-07-06,350224000000
2023-07-07,349728400000
2023-07-10,362490100000
2023-07-11,364307300000
2023-07-12,367570000000
2023-07-13,367735200000
2023-07-14,366991800000
2023-07-17,375995200000
2023-07-18,373104200000
2023-07-19,372278200000
2023-07-20,366867900000
2023-07-21,370378400000
2023-07-24,372360800000
2023-07-25,379134000000
2023-07-26,368850300000
2023-07-27,369015500000
2023-07-28,371617400000
2023-07-31,371163100000
2023-08-01,379960000000
2023-08-02,368519900000
2023-08-03,365505000000
2023-08-04,364142100000
2023-08-07,370502300000
2023-08-08,364761600000
2023-08-09,351339100000
2023-08-10,348117700000
2023-08-11,342707400000
2023-08-14,352743300000
2023-08-15,347952500000
2023-08-16,344029000000
2023-08-17,341592300000
2023-08-18,341055400000
2023-08-21,357286300000
2023-08-22,353445400000
2023-08-23,362035800000
2023-08-24,352908500000
2023-08-25,351793400000
2023-08-28,355634300000
2023-08-29,367528700000
2023-08-30,368519900000
2023-08-31,381157700000
2023-09-01,360342500000
2023-09-05,360218600000
2023-09-06,360259900000
2023-09-07,353941000000
2023-09-08,354188800000
2023-09-11,354808300000
2023-09-12,348778500000
2023-09-13,352247700000
2023-09-14,359970800000
2023-09-15,351752100000
2023-09-18,351050000000
2023-09-19,350719600000
2023-09-20,343037800000
2023-09-21,333869200000
2023-09-22,342418300000
2023-09-25,344400700000
2023-09-26,337090600000
2023-09-27,337338400000
2023-09-28,343616000000
2023-09-29,343037800000
2023-10-02,344855000000
2023-10-03,336512400000
2023-10-04,340229400000
2023-10-05,340270700000
2023-10-06,349108900000
2023-10-09,353486700000
2023-10-10,354519200000
2023-10-11,361209800000
2023-10-12,374012800000
2023-10-13,364761600000
2023-10-16,372773800000
2023-10-17,365257200000
2023-10-18,366331000000
2023-10-19,358401400000
2023-10-20,352536800000
2023-10-23,356088600000
2023-10-24,363894300000
2023-10-25,350884800000
2023-10-26,341468400000
2023-10-27,346259200000
2023-10-30,380267600000
2023-10-31,380312800000
2023-11-01,385510800000
2023-11-02,393827600000
2023-11-03,398980400000
2023-11-06,398121600000
2023-11-07,405805600000
2023-11-08,411817200000
2023-11-09,411952800000
2023-11-10,432790000000
2023-11-13,427998800000
2023-11-14,439796000000
2023-11-15,440880800000
2023-11-16,433739200000
2023-11-17,441920400000
2023-11-20,450056399999
2023-11-21,443502400000
2023-11-22,439344000000
2023-11-24,442462800000
2023-11-27,429490400000
2023-11-28,427772800000
2023-11-29,425241600000
2023-11-30,418416399999
2023-12-01,420360000000
2023-12-04,417648000000
2023-12-05,412721200000
2023-12-06,408427200000
2023-12-07,416879600000
2023-12-08,426823600000
2023-12-11,465198400000
2023-12-12,484679600000
2023-12-13,492544400000
2023-12-14,500138000000
2023-12-15,510624400000
2023-12-18,518444000000
2023-12-19,515099200000
2023-12-20,501900800000
2023-12-21,509539600000
2023-12-22,507144000000
2023-12-26,511618800000
2023-12-27,509042400000
2023-12-28,507324800000
2023-12-29,504567600000
2024-01-02,490600800000
2024-01-03,478487200000
2024-01-04,474148000000
2024-01-05,474283600000
2024-01-08,485854800000
2024-01-09,489290000000
2024-01-10,488431200000
2024-01-11,497200000000
2024-01-12,500680400000
2024-01-16,503980000000
2024-01-17,498872400000
2024-01-18,517042800000
2024-01-19,547462400000
2024-01-22,551666000000
2024-01-23,554287600000
2024-01-24,566762800000
2024-01-25,555960000000
2024-01-26,544614800000
2024-01-29,550445600000
2024-01-30,546106399999
2024-01-31,533360000000
2024-02-01,542400000000
2024-02-02,553383600000
2024-02-05,578041500000
2024-02-06,568555500000
2024-02-07,584551500000
2024-02-08,592782000000
2024-02-09,596781000000
2024-02-12,588225000000
2024-02-13,582040500000
2024-02-14,586923000000
2024-02-15,588271500000
2024-02-16,579157500000
2024-02-20,570369000000
2024-02-21,570787500000
2024-02-22,606778500000
2024-02-23,602825999999
2024-02-26,608731500000
2024-02-27,602733000000
2024-02-28,599571000000
2024-02-29,604732500000
2024-03-01,650628000000
2024-03-04,652069500000
2024-03-05,624402000000
2024-03-06,627750000000
2024-03-07,654255000000
2024-03-08,608545500000
2024-03-11,601291500000
2024-03-12,600733500000
2024-03-13,584923500000
2024-03-14,586969500000
2024-03-15,574507500000
2024-03-18,575298000000
2024-03-19,575670000000
2024-03-20,593340000000
2024-03-21,626820000000
2024-03-22,629377500000
2024-03-25,628494000000
2024-03-26,619147500000
2024-03-27,613195500000
2024-03-28,616311000000
2024-04-01,627889500000
2024-04-02,622542000000
2024-04-03,633888000000
2024-04-04,612637500000
2024-04-05,622821000000
2024-04-08,621286500000
2024-04-09,620356500000
2024-04-10,614916000000
2024-04-11,642862500000
2024-04-12,625006500000
2024-04-15,609475500000
2024-04-16,618031500000
2024-04-17,596409000000
2024-04-18,585435000000
2024-04-19,560185500000
2024-04-22,569392500000
2024-04-23,580878000000
2024-04-24,584412000000
2024-04-25,601896000000
2024-04-26,625006500000
2024-04-29,622449000000
2024-04-30,604639500000
2024-05-01,577948500000
2024-05-02,575949000000
2024-05-03,594316500000
2024-05-06,609289500000
2024-05-07,605941500000
2024-05-08,616311000000
2024-05-09,607150500000
2024-05-10,619752000000
2024-05-13,621937500000
2024-05-14,641700000000
2024-05-15,667833000000
2024-05-16,656626500000
2024-05-17,648814500000
2024-05-20,657510000000
2024-05-21,650628000000
2024-05-22,647373000000
2024-05-23,647884500000
2024-05-24,654627000000
2024-05-28,656812500000
2024-05-29,646675500000
2024-05-30,634306500000
2024-05-31,617752500000
2024-06-03,614683500000
2024-06-04,618822000000
2024-06-05,657091500000
2024-06-06,651604500000
2024-06-07,654069000000
2024-06-10,669832500000
2024-06-11,679365000000
2024-06-12,695407500000
2024-06-13,780735000000
2024-06-14,806775000000
2024-06-17,850438499999
2024-06-18,838162500000
2024-06-20,806589000000
2024-06-21,771249000000
2024-06-24,740373000000
2024-06-25,735072000000
2024-06-26,740280000000
2024-06-27,737815500000
2024-06-28,746557500000
2024-07-01,762972000000
2024-07-02,770737500000
2024-07-03,804078000000
2024-07-05,792034500000
2024-07-08,811843500000
2024-07-09,805984500000
2024-07-10,811285500000
2024-07-11,793290000000
2024-07-12,790825500000
2024-07-15,797103000000
2024-07-16,787617000000
2024-07-17,725307000000
2024-07-18,746418000000
2024-07-19,731677500000
2024-07-22,748929000000
2024-07-23,761530500000
2024-07-24,703731000000
2024-07-25,694059000000
2024-07-26,705079500000
2024-07-29,698523000000
2024-07-30,667368000000
2024-07-31,747162000000
2024-08-01,683643000000
2024-08-02,668763000000
2024-08-05,660672000000
2024-08-06,669228000000
2024-08-07,633655500000
2024-08-08,677691000000
2024-08-09,689409000000
